SA2_NAME16	PrivateDwelling	Sex	persons
Turramurra	1	M	9337
Wahroonga (East) - Warrawee	0	F	611
Wahroonga (East) - Warrawee	0	M	447
Wahroonga (East) - Warrawee	1	F	8821
Wahroonga (East) - Warrawee	1	M	8447
Cremorne - Cammeray	0	F	318
Cremorne - Cammeray	0	M	291
Cremorne - Cammeray	1	F	9561
Cremorne - Cammeray	1	M	8348
Crows Nest - Waverton	0	F	373
Crows Nest - Waverton	0	M	367
Crows Nest - Waverton	1	F	9054
Crows Nest - Waverton	1	M	7960
Neutral Bay - Kirribilli	0	F	602
Neutral Bay - Kirribilli	0	M	506
Neutral Bay - Kirribilli	1	F	8318
Neutral Bay - Kirribilli	1	M	7220
North Sydney - Lavender Bay	0	F	409
North Sydney - Lavender Bay	0	M	427
North Sydney - Lavender Bay	1	F	5837
North Sydney - Lavender Bay	1	M	5478
Mosman - North	0	F	325
Mosman - North	0	M	249
Mosman - North	1	F	6942
Mosman - North	1	M	5920
Mosman - South	0	F	270
Mosman - South	0	M	283
Mosman - South	1	F	7350
Mosman - South	1	M	6252
Balgowlah - Clontarf - Seaforth	0	F	270
Balgowlah - Clontarf - Seaforth	0	M	241
Balgowlah - Clontarf - Seaforth	1	F	10238
Balgowlah - Clontarf - Seaforth	1	M	9607
Manly - Fairlight	0	F	588
Manly - Fairlight	0	M	611
Manly - Fairlight	1	F	10697
Manly - Fairlight	1	M	10062
Avalon - Palm Beach	0	F	383
Avalon - Palm Beach	0	M	340
Avalon - Palm Beach	1	F	6280
Avalon - Palm Beach	1	M	6028
Bayview - Elanora Heights	0	F	255
Bayview - Elanora Heights	0	M	216
Bayview - Elanora Heights	1	F	5432
Bayview - Elanora Heights	1	M	5202
Newport - Bilgola	0	F	179
Newport - Bilgola	0	M	178
Newport - Bilgola	1	F	6708
Newport - Bilgola	1	M	6450
Mona Vale - Warriewood (North)	0	F	515
Mona Vale - Warriewood (North)	0	M	392
Mona Vale - Warriewood (North)	1	F	7042
Mona Vale - Warriewood (North)	1	M	6568
North Narrabeen - Warriewood (South)	0	F	188
North Narrabeen - Warriewood (South)	0	M	177
North Narrabeen - Warriewood (South)	1	F	5296
North Narrabeen - Warriewood (South)	1	M	5095
Beacon Hill - Narraweena	0	F	190
Beacon Hill - Narraweena	0	M	177
Beacon Hill - Narraweena	1	F	7167
Beacon Hill - Narraweena	1	M	6823
Cromer	0	F	133
Cromer	0	M	111
Cromer	1	F	3956
Cromer	1	M	3751
Forestville - Killarney Heights	0	F	177
Forestville - Killarney Heights	0	M	129
Forestville - Killarney Heights	1	F	6514
Forestville - Killarney Heights	1	M	6238
Freshwater - Brookvale	0	F	385
Freshwater - Brookvale	0	M	358
Freshwater - Brookvale	1	F	10462
Freshwater - Brookvale	1	M	10237
Manly Vale - Allambie Heights	0	F	346
Manly Vale - Allambie Heights	0	M	279
Manly Vale - Allambie Heights	1	F	8462
Manly Vale - Allambie Heights	1	M	8246
Terrey Hills - Duffys Forest	0	F	111
Terrey Hills - Duffys Forest	0	M	91
Terrey Hills - Duffys Forest	1	F	1744
Terrey Hills - Duffys Forest	1	M	1826
Belrose	0	F	255
Belrose	0	M	168
Belrose	1	F	4235
Belrose	1	M	3946
Collaroy - Collaroy Plateau	0	F	300
Collaroy - Collaroy Plateau	0	M	257
Collaroy - Collaroy Plateau	1	F	6714
Collaroy - Collaroy Plateau	1	M	6524
Dee Why (South) - North Curl Curl	0	F	173
Dee Why (South) - North Curl Curl	0	M	142
Dee Why (South) - North Curl Curl	1	F	4398
Dee Why (South) - North Curl Curl	1	M	4325
Dee Why - North	0	F	231
Dee Why - North	0	M	243
Dee Why - North	1	F	8759
Dee Why - North	1	M	8384
Frenchs Forest - Oxford Falls	0	F	302
Frenchs Forest - Oxford Falls	0	M	245
Frenchs Forest - Oxford Falls	1	F	8393
Frenchs Forest - Oxford Falls	1	M	8366
Narrabeen - Wheeler Heights	0	F	503
Narrabeen - Wheeler Heights	0	M	345
Narrabeen - Wheeler Heights	1	F	5295
Narrabeen - Wheeler Heights	1	M	4977
Camden - Ellis Lane	0	F	630
Camden - Ellis Lane	0	M	326
Camden - Ellis Lane	1	F	6333
Camden - Ellis Lane	1	M	5958
Currans Hill	0	F	55
Currans Hill	0	M	57
Currans Hill	1	F	3222
Currans Hill	1	M	3086
Elderslie - Narellan	0	F	188
Elderslie - Narellan	0	M	202
Elderslie - Narellan	1	F	6973
Elderslie - Narellan	1	M	6609
Harrington Park	0	F	79
Harrington Park	0	M	93
Harrington Park	1	F	5598
Harrington Park	1	M	5462
Mount Annan	0	F	182
Mount Annan	0	M	172
Mount Annan	1	F	9428
Mount Annan	1	M	9137
Spring Farm	0	F	91
Spring Farm	0	M	79
Spring Farm	1	F	4837
Spring Farm	1	M	4527
Bradbury - Wedderburn	0	F	550
Bradbury - Wedderburn	0	M	482
Bradbury - Wedderburn	1	F	9742
Bradbury - Wedderburn	1	M	9197
Campbelltown - Woodbine	0	F	1008
Campbelltown - Woodbine	0	M	939
Campbelltown - Woodbine	1	F	10361
Campbelltown - Woodbine	1	M	10142
Claymore - Eagle Vale - Raby	0	F	529
Claymore - Eagle Vale - Raby	0	M	498
Claymore - Eagle Vale - Raby	1	F	9743
Claymore - Eagle Vale - Raby	1	M	9370
Holsworthy Military Area	1	F	4
Leumeah - Minto Heights	0	F	319
Leumeah - Minto Heights	0	M	400
Leumeah - Minto Heights	1	F	7994
Leumeah - Minto Heights	1	M	7892
Minto - St Andrews	0	F	532
Minto - St Andrews	0	M	496
Minto - St Andrews	1	F	10188
Minto - St Andrews	1	M	10018
Rosemeadow - Glen Alpine	0	F	575
Rosemeadow - Glen Alpine	0	M	496
Rosemeadow - Glen Alpine	1	F	10122
Rosemeadow - Glen Alpine	1	M	9705
Denham Court - Bardia	0	F	384
Denham Court - Bardia	0	M	395
Denham Court - Bardia	1	F	7193
Denham Court - Bardia	1	M	6952
Glenfield	0	F	475
Glenfield	0	M	297
Glenfield	1	F	4857
Glenfield	1	M	4804
Ingleburn	0	F	363
Ingleburn	0	M	405
Ingleburn	1	F	8016
Ingleburn	1	M	7849
Macquarie Fields	0	F	451
Macquarie Fields	0	M	410
Macquarie Fields	1	F	6874
Macquarie Fields	1	M	6414
Bargo	0	F	100
Bargo	0	M	110
Bargo	1	F	2831
Bargo	1	M	2841
Douglas Park - Appin	0	F	307
Douglas Park - Appin	0	M	296
Douglas Park - Appin	1	F	5142
Douglas Park - Appin	1	M	5292
Picton - Tahmoor - Buxton	0	F	410
Picton - Tahmoor - Buxton	0	M	421
Picton - Tahmoor - Buxton	1	F	9174
Picton - Tahmoor - Buxton	1	M	8855
The Oaks - Oakdale	0	F	234
The Oaks - Oakdale	0	M	243
The Oaks - Oakdale	1	F	4582
The Oaks - Oakdale	1	M	4716
Blackheath - Megalong Valley	0	F	219
Blackheath - Megalong Valley	0	M	236
Blackheath - Megalong Valley	1	F	2783
Blackheath - Megalong Valley	1	M	2569
Blaxland - Warrimoo - Lapstone	0	F	152
Blaxland - Warrimoo - Lapstone	0	M	143
Blaxland - Warrimoo - Lapstone	1	F	9413
Blaxland - Warrimoo - Lapstone	1	M	9070
Blue Mountains - North	0	M	5
Blue Mountains - North	1	F	3
Blue Mountains - North	1	M	4
Katoomba - Leura	0	F	526
Katoomba - Leura	0	M	555
Katoomba - Leura	1	F	6492
Katoomba - Leura	1	M	5938
Lawson - Hazelbrook - Linden	0	F	128
Lawson - Hazelbrook - Linden	0	M	146
Lawson - Hazelbrook - Linden	1	F	5668
Lawson - Hazelbrook - Linden	1	M	5337
Springwood - Winmalee	0	F	472
Springwood - Winmalee	0	M	284
Springwood - Winmalee	1	F	10814
Springwood - Winmalee	1	M	10284
Wentworth Falls	0	F	264
Wentworth Falls	0	M	236
Wentworth Falls	1	F	3146
Wentworth Falls	1	M	2818
Blue Mountains - South	1	M	8
Cambridge Park	0	F	380
Cambridge Park	0	M	343
Cambridge Park	1	F	7705
Cambridge Park	1	M	7484
Emu Plains - Leonay	0	F	258
Emu Plains - Leonay	0	M	199
Emu Plains - Leonay	1	F	6786
Emu Plains - Leonay	1	M	6586
Glenmore Park - Regentville	0	F	211
Glenmore Park - Regentville	0	M	206
Glenmore Park - Regentville	1	F	10528
Glenmore Park - Regentville	1	M	9981
Jamisontown - South Penrith	0	F	339
Jamisontown - South Penrith	0	M	335
Jamisontown - South Penrith	1	F	8407
Jamisontown - South Penrith	1	M	8162
Kingswood - Werrington	0	F	1232
Kingswood - Werrington	0	M	1211
Kingswood - Werrington	1	F	11636
Kingswood - Werrington	1	M	11075
Mulgoa - Luddenham - Orchard Hills	0	F	142
Mulgoa - Luddenham - Orchard Hills	0	M	154
Mulgoa - Luddenham - Orchard Hills	1	F	5870
Mulgoa - Luddenham - Orchard Hills	1	M	5794
Penrith	0	F	1030
Penrith	0	M	882
Penrith	1	F	8281
Penrith	1	M	7827
Warragamba - Silverdale	0	F	75
Warragamba - Silverdale	0	M	86
Warragamba - Silverdale	1	F	2833
Warragamba - Silverdale	1	M	2966
Cranebrook - Castlereagh	0	F	358
Cranebrook - Castlereagh	0	M	321
Cranebrook - Castlereagh	1	F	8315
Cranebrook - Castlereagh	1	M	7932
Jordan Springs - Llandilo	0	F	163
Jordan Springs - Llandilo	0	M	158
Jordan Springs - Llandilo	1	F	6592
Jordan Springs - Llandilo	1	M	6413
Richmond - Clarendon	0	F	705
Richmond - Clarendon	0	M	637
Richmond - Clarendon	1	F	7239
Richmond - Clarendon	1	M	6642
Windsor - Bligh Park	0	F	456
Windsor - Bligh Park	0	M	408
Windsor - Bligh Park	1	F	7339
Windsor - Bligh Park	1	M	7113
Yarramundi - Londonderry	0	F	553
Yarramundi - Londonderry	0	M	941
Yarramundi - Londonderry	1	F	2917
Yarramundi - Londonderry	1	M	3092
Erskine Park	0	F	107
Erskine Park	0	M	97
Erskine Park	1	F	3062
Erskine Park	1	M	3149
St Clair	0	F	343
St Clair	0	M	368
St Clair	1	F	9605
St Clair	1	M	9553
Colyton - Oxley Park	0	F	438
Colyton - Oxley Park	0	M	407
Colyton - Oxley Park	1	F	6133
Colyton - Oxley Park	1	M	6014
St Marys - North St Marys	0	F	940
St Marys - North St Marys	0	M	894
St Marys - North St Marys	1	F	7706
St Marys - North St Marys	1	M	7779
Rookwood Cemetery	1	F	4
Auburn - Central	0	F	697
Auburn - Central	0	M	841
Auburn - Central	1	F	8154
Auburn - Central	1	M	9838
Auburn - North	0	F	224
Auburn - North	0	M	294
Auburn - North	1	F	4315
Auburn - North	1	M	5709
Auburn - South	0	F	355
Auburn - South	0	M	377
Auburn - South	1	F	3873
Auburn - South	1	M	4213
Berala	0	F	157
Berala	0	M	211
Berala	1	F	3947
Berala	1	M	4254
Lidcombe	0	F	371
Lidcombe	0	M	597
Lidcombe	1	F	9741
Lidcombe	1	M	10370
Regents Park	0	F	96
Regents Park	0	M	102
Regents Park	1	F	2368
Regents Park	1	M	2524
Silverwater - Newington	0	F	276
Silverwater - Newington	0	M	1303
Silverwater - Newington	1	F	3848
Silverwater - Newington	1	M	3831
Wentworth Point - Sydney Olympic Park	0	F	540
Wentworth Point - Sydney Olympic Park	0	M	584
Wentworth Point - Sydney Olympic Park	1	F	9864
Wentworth Point - Sydney Olympic Park	1	M	9467
Ermington - Rydalmere	0	F	636
Ermington - Rydalmere	0	M	642
Ermington - Rydalmere	1	F	11608
Ermington - Rydalmere	1	M	11521
Oatlands - Dundas Valley	0	F	436
Oatlands - Dundas Valley	0	M	419
Oatlands - Dundas Valley	1	F	8845
Oatlands - Dundas Valley	1	M	8702
Carlingford - East	0	F	152
Carlingford - East	0	M	90
Carlingford - East	1	F	5748
Carlingford - East	1	M	5551
Carlingford - West	0	F	211
Carlingford - West	0	M	256
Carlingford - West	1	F	9348
Carlingford - West	1	M	9334
Chester Hill - Sefton	0	F	760
Chester Hill - Sefton	0	M	1198
Chester Hill - Sefton	1	F	9418
Chester Hill - Sefton	1	M	9380
Fairfield - East	0	F	753
Fairfield - East	0	M	700
Fairfield - East	1	F	6932
Fairfield - East	1	M	7249
Granville - Clyde	0	F	734
Granville - Clyde	0	M	889
Granville - Clyde	1	F	10168
Granville - Clyde	1	M	11322
Guildford - South Granville	0	F	1047
Guildford - South Granville	0	M	1163
Guildford - South Granville	1	F	9963
Guildford - South Granville	1	M	10159
Guildford West - Merrylands West	0	F	822
Guildford West - Merrylands West	0	M	861
Guildford West - Merrylands West	1	F	10513
Guildford West - Merrylands West	1	M	10629
Smithfield Industrial	0	M	11
Smithfield Industrial	1	F	3
Smithfield Industrial	1	M	7
Yennora Industrial	1	F	7
Yennora Industrial	1	M	9
Greystanes - South	0	F	333
Greystanes - South	0	M	327
Greystanes - South	1	F	8059
Greystanes - South	1	M	7855
Merrylands - Holroyd	0	F	881
Merrylands - Holroyd	0	M	1049
Merrylands - Holroyd	1	F	10687
Merrylands - Holroyd	1	M	11126
Pemulwuy - Greystanes (North)	0	F	301
Pemulwuy - Greystanes (North)	0	M	232
Pemulwuy - Greystanes (North)	1	F	5295
Pemulwuy - Greystanes (North)	1	M	5035
South Wentworthville	0	F	237
South Wentworthville	0	M	251
South Wentworthville	1	F	3436
South Wentworthville	1	M	3388
North Parramatta	0	F	931
North Parramatta	0	M	994
North Parramatta	1	F	10492
North Parramatta	1	M	10350
North Rocks	0	F	146
North Rocks	0	M	123
North Rocks	1	F	4162
North Rocks	1	M	3972
Northmead	0	F	1092
Northmead	0	M	1226
Northmead	1	F	9697
Northmead	1	M	9532
Toongabbie - Constitution Hill	0	F	566
Toongabbie - Constitution Hill	0	M	563
Toongabbie - Constitution Hill	1	F	10878
Toongabbie - Constitution Hill	1	M	10710
Winston Hills	0	F	144
Winston Hills	0	M	81
Winston Hills	1	F	5570
Winston Hills	1	M	5370
Pendle Hill - Girraween	0	F	443
Pendle Hill - Girraween	0	M	422
Pendle Hill - Girraween	1	F	6414
Pendle Hill - Girraween	1	M	6607
Wentworthville - Westmead	0	F	720
Wentworthville - Westmead	0	M	775
Wentworthville - Westmead	1	F	9736
Wentworthville - Westmead	1	M	10323
Parramatta - North	0	F	345
Parramatta - North	0	M	465
Parramatta - North	1	F	5345
Parramatta - North	1	M	5879
Parramatta - South	0	F	260
Parramatta - South	0	M	304
Parramatta - South	1	F	4254
Parramatta - South	1	M	4971
Rosehill - Harris Park	0	F	278
Rosehill - Harris Park	0	M	329
Rosehill - Harris Park	1	F	3883
Rosehill - Harris Park	1	M	4535
Pennant Hills - Cheltenham	0	F	280
Pennant Hills - Cheltenham	0	M	256
Pennant Hills - Cheltenham	1	F	10903
Pennant Hills - Cheltenham	1	M	9975
Epping (East) - North Epping	0	F	219
Epping (East) - North Epping	0	M	170
Epping (East) - North Epping	1	F	7129
Epping (East) - North Epping	1	M	6833
Epping (NSW) - West	0	F	186
Epping (NSW) - West	0	M	183
Epping (NSW) - West	1	F	9406
Epping (NSW) - West	1	M	8799
Gladesville - Huntleys Point	0	F	283
Gladesville - Huntleys Point	0	M	256
Gladesville - Huntleys Point	1	F	7609
Gladesville - Huntleys Point	1	M	7157
Hunters Hill - Woolwich	0	F	549
Hunters Hill - Woolwich	0	M	340
Hunters Hill - Woolwich	1	F	4438
Hunters Hill - Woolwich	1	M	4255
Macquarie Park - Marsfield	0	F	1220
Macquarie Park - Marsfield	0	M	1145
Macquarie Park - Marsfield	1	F	11051
Macquarie Park - Marsfield	1	M	10469
North Ryde - East Ryde	0	F	472
North Ryde - East Ryde	0	M	530
North Ryde - East Ryde	1	F	7467
North Ryde - East Ryde	1	M	7241
West Ryde - Meadowbank	0	F	381
West Ryde - Meadowbank	0	M	329
West Ryde - Meadowbank	1	F	9708
West Ryde - Meadowbank	1	M	9483
Putney	0	F	48
Putney	0	M	58
Putney	1	F	2076
Putney	1	M	1951
Denistone	0	F	150
Denistone	0	M	144
Denistone	1	F	3427
Denistone	1	M	3360
Eastwood	0	F	250
Eastwood	0	M	292
Eastwood	1	F	9318
Eastwood	1	M	8983
Ryde - North	0	F	365
Ryde - North	0	M	301
Ryde - North	1	F	9927
Ryde - North	1	M	9453
Ryde - South	0	F	351
Ryde - South	0	M	379
Ryde - South	1	F	5845
Ryde - South	1	M	5456
Ashcroft - Busby - Miller	0	F	705
Ashcroft - Busby - Miller	0	M	759
Ashcroft - Busby - Miller	1	F	8359
Ashcroft - Busby - Miller	1	M	8097
Austral - Greendale	0	F	392
Austral - Greendale	0	M	502
Austral - Greendale	1	F	5706
Austral - Greendale	1	M	5927
Badgerys Creek	1	F	11
Badgerys Creek	1	M	13
Cecil Hills	0	F	63
Cecil Hills	0	M	87
Cecil Hills	1	F	3361
Cecil Hills	1	M	3351
Green Valley	0	F	211
Green Valley	0	M	219
Green Valley	1	F	6288
Green Valley	1	M	6164
Hinchinbrook	0	F	204
Hinchinbrook	0	M	200
Hinchinbrook	1	F	6429
Hinchinbrook	1	M	6180
Hoxton Park - Carnes Hill - Horningsea Park	0	F	210
Hoxton Park - Carnes Hill - Horningsea Park	0	M	203
Hoxton Park - Carnes Hill - Horningsea Park	1	F	6468
Hoxton Park - Carnes Hill - Horningsea Park	1	M	6359
West Hoxton - Middleton Grange	0	F	250
West Hoxton - Middleton Grange	0	M	255
West Hoxton - Middleton Grange	1	F	8394
West Hoxton - Middleton Grange	1	M	8248
Cobbitty - Bringelly	0	F	76
Cobbitty - Bringelly	0	M	83
Cobbitty - Bringelly	1	F	2346
Cobbitty - Bringelly	1	M	2197
Gledswood Hills - Gregory Hills	0	F	211
Gledswood Hills - Gregory Hills	0	M	189
Gledswood Hills - Gregory Hills	1	F	7010
Gledswood Hills - Gregory Hills	1	M	6869
Leppington - Catherine Field	0	F	154
Leppington - Catherine Field	0	M	173
Leppington - Catherine Field	1	F	6107
Leppington - Catherine Field	1	M	6043
Oran Park	0	F	300
Oran Park	0	M	286
Oran Park	1	F	8612
Oran Park	1	M	8420
Bonnyrigg Heights - Bonnyrigg	0	F	374
Bonnyrigg Heights - Bonnyrigg	0	M	343
Bonnyrigg Heights - Bonnyrigg	1	F	8408
Bonnyrigg Heights - Bonnyrigg	1	M	8022
Bossley Park - Abbotsbury	0	F	456
Bossley Park - Abbotsbury	0	M	439
Bossley Park - Abbotsbury	1	F	9421
Bossley Park - Abbotsbury	1	M	9227
Cabramatta - Lansvale	0	F	712
Cabramatta - Lansvale	0	M	658
Cabramatta - Lansvale	1	F	11328
Cabramatta - Lansvale	1	M	11159
Cabramatta West - Mount Pritchard	0	F	472
Cabramatta West - Mount Pritchard	0	M	512
Cabramatta West - Mount Pritchard	1	F	8637
Cabramatta West - Mount Pritchard	1	M	8489
Canley Vale - Canley Heights	0	F	625
Canley Vale - Canley Heights	0	M	591
Canley Vale - Canley Heights	1	F	10605
Canley Vale - Canley Heights	1	M	10277
Edensor Park	0	F	192
Edensor Park	0	M	172
Edensor Park	1	F	5109
Edensor Park	1	M	4760
Fairfield	0	F	524
Fairfield	0	M	600
Fairfield	1	F	8625
Fairfield	1	M	8340
Fairfield - West	0	F	515
Fairfield - West	0	M	517
Fairfield - West	1	F	10256
Fairfield - West	1	M	9880
Greenfield Park - Prairiewood	0	F	293
Greenfield Park - Prairiewood	0	M	266
Greenfield Park - Prairiewood	1	F	4254
Greenfield Park - Prairiewood	1	M	4201
Horsley Park - Kemps Creek	0	F	146
Horsley Park - Kemps Creek	0	M	138
Horsley Park - Kemps Creek	1	F	1974
Horsley Park - Kemps Creek	1	M	2089
Smithfield - Wetherill Park	0	F	394
Smithfield - Wetherill Park	0	M	411
Smithfield - Wetherill Park	1	F	9487
Smithfield - Wetherill Park	1	M	9177
St Johns Park - Wakeley	0	F	248
St Johns Park - Wakeley	0	M	187
St Johns Park - Wakeley	1	F	5457
St Johns Park - Wakeley	1	M	5219
Wetherill Park Industrial	0	F	15
Wetherill Park Industrial	0	M	11
Wetherill Park Industrial	1	F	3
Wetherill Park Industrial	1	M	13
Casula	0	F	395
Casula	0	M	412
Casula	1	F	8004
Casula	1	M	7709
Chipping Norton - Moorebank	0	F	420
Chipping Norton - Moorebank	0	M	404
Chipping Norton - Moorebank	1	F	10063
Chipping Norton - Moorebank	1	M	9800
Holsworthy - Wattle Grove	0	F	609
Holsworthy - Wattle Grove	0	M	1160
Holsworthy - Wattle Grove	1	F	9841
Holsworthy - Wattle Grove	1	M	9664
Lurnea - Cartwright	0	F	458
Lurnea - Cartwright	0	M	456
Lurnea - Cartwright	1	F	5849
Lurnea - Cartwright	1	M	5856
Warwick Farm	0	F	259
Warwick Farm	0	M	280
Warwick Farm	1	F	2704
Warwick Farm	1	M	2684
Edmondson Park	0	F	267
Edmondson Park	0	M	283
Edmondson Park	1	F	5809
Edmondson Park	1	M	5722
Liverpool - East	0	F	1290
Liverpool - East	0	M	1345
Liverpool - East	1	F	7861
Liverpool - East	1	M	7727
Liverpool - West	0	F	560
Liverpool - West	0	M	493
Liverpool - West	1	F	6313
Liverpool - West	1	M	6291
Prestons	0	F	331
Prestons	0	M	269
Prestons	1	F	7605
Prestons	1	M	7404
Gymea - Grays Point	0	F	189
Gymea - Grays Point	0	M	179
Gymea - Grays Point	1	F	8915
Gymea - Grays Point	1	M	8587
Miranda - Yowie Bay	0	F	563
Miranda - Yowie Bay	0	M	470
Miranda - Yowie Bay	1	F	10109
Miranda - Yowie Bay	1	M	9406
Sylvania - Taren Point	0	F	531
Sylvania - Taren Point	0	M	376
Sylvania - Taren Point	1	F	7991
Sylvania - Taren Point	1	M	7477
Caringbah	0	F	426
Caringbah	0	M	440
Caringbah	1	F	6279
Caringbah	1	M	5924
Caringbah South	0	F	149
Caringbah South	0	M	161
Caringbah South	1	F	6424
Caringbah South	1	M	6163
Cronulla - Kurnell - Bundeena	0	F	660
Cronulla - Kurnell - Bundeena	0	M	609
Cronulla - Kurnell - Bundeena	1	F	11586
Cronulla - Kurnell - Bundeena	1	M	11229
Lilli Pilli - Port Hacking - Dolans Bay	0	F	19
Lilli Pilli - Port Hacking - Dolans Bay	0	M	12
Lilli Pilli - Port Hacking - Dolans Bay	1	F	1667
Lilli Pilli - Port Hacking - Dolans Bay	1	M	1618
Woolooware - Burraneer	0	F	87
Woolooware - Burraneer	0	M	82
Woolooware - Burraneer	1	F	4429
Woolooware - Burraneer	1	M	4215
Heathcote - Waterfall	0	F	165
Heathcote - Waterfall	0	M	104
Heathcote - Waterfall	1	F	3263
Heathcote - Waterfall	1	M	3045
Illawong - Alfords Point	0	F	95
Illawong - Alfords Point	0	M	76
Illawong - Alfords Point	1	F	5200
Illawong - Alfords Point	1	M	5123
Menai - Lucas Heights - Woronora	0	F	253
Menai - Lucas Heights - Woronora	0	M	144
Menai - Lucas Heights - Woronora	1	F	10336
Menai - Lucas Heights - Woronora	1	M	10041
Oyster Bay - Como - Jannali	0	F	280
Oyster Bay - Como - Jannali	0	M	249
Oyster Bay - Como - Jannali	1	F	10737
Oyster Bay - Como - Jannali	1	M	10524
Royal National Park	0	F	14
Royal National Park	0	M	13
Royal National Park	1	F	10
Royal National Park	1	M	17
Sutherland - Kirrawee	0	F	615
Sutherland - Kirrawee	0	M	477
Sutherland - Kirrawee	1	F	11329
Sutherland - Kirrawee	1	M	10599
Engadine	0	F	195
Engadine	0	M	120
Engadine	1	F	8607
Engadine	1	M	8252
Loftus - Yarrawarrah	0	F	56
Loftus - Yarrawarrah	0	M	49
Loftus - Yarrawarrah	1	F	3629
Loftus - Yarrawarrah	1	M	3543
Woronora Heights	0	F	13
Woronora Heights	0	M	13
Woronora Heights	1	F	1770
Woronora Heights	1	M	1702
Migratory - Offshore - Shipping (NSW)	0	F	4
Migratory - Offshore - Shipping (NSW)	0	M	31
Alfredton	0	F	313
Alfredton	0	M	268
Alfredton	1	F	8263
Alfredton	1	M	7786
Ballarat	0	F	766
Ballarat	0	M	755
Ballarat	1	F	5811
Ballarat	1	M	5152
Buninyong	0	F	215
Buninyong	0	M	217
Buninyong	1	F	3417
Buninyong	1	M	3308
Delacombe	0	F	270
Delacombe	0	M	227
Delacombe	1	F	5211
Delacombe	1	M	4837
Smythes Creek	0	F	37
Smythes Creek	0	M	37
Smythes Creek	1	F	2013
Smythes Creek	1	M	2099
Wendouree - Miners Rest	0	F	579
Wendouree - Miners Rest	0	M	556
Wendouree - Miners Rest	1	F	7214
Wendouree - Miners Rest	1	M	6875
Ballarat East - Warrenheip	0	F	464
Ballarat East - Warrenheip	0	M	392
Ballarat East - Warrenheip	1	F	4643
Ballarat East - Warrenheip	1	M	4153
Ballarat North - Invermay	0	F	320
Ballarat North - Invermay	0	M	308
Ballarat North - Invermay	1	F	7227
Ballarat North - Invermay	1	M	6700
Canadian - Mount Clear	0	F	438
Canadian - Mount Clear	0	M	427
Canadian - Mount Clear	1	F	5796
Canadian - Mount Clear	1	M	5440
Sebastopol - Redan	0	F	496
Sebastopol - Redan	0	M	450
Sebastopol - Redan	1	F	6429
Sebastopol - Redan	1	M	5619
Bacchus Marsh Surrounds	0	F	213
Bacchus Marsh Surrounds	0	M	225
Bacchus Marsh Surrounds	1	F	3013
Bacchus Marsh Surrounds	1	M	3011
Creswick - Clunes	0	F	331
Creswick - Clunes	0	M	311
Creswick - Clunes	1	F	3672
Creswick - Clunes	1	M	3666
Daylesford	0	F	555
Daylesford	0	M	472
Daylesford	1	F	4499
Daylesford	1	M	4353
Gordon (Vic.)	0	F	194
Gordon (Vic.)	0	M	246
Gordon (Vic.)	1	F	2863
Gordon (Vic.)	1	M	2993
Avoca	0	F	172
Avoca	0	M	173
Avoca	1	F	1549
Avoca	1	M	1614
Beaufort	0	F	207
Beaufort	0	M	491
Beaufort	1	F	1942
Beaufort	1	M	1940
Golden Plains - North	0	F	135
Golden Plains - North	0	M	158
Golden Plains - North	1	F	2194
Golden Plains - North	1	M	2346
Maryborough (Vic.)	0	F	336
Maryborough (Vic.)	0	M	272
Maryborough (Vic.)	1	F	3913
Maryborough (Vic.)	1	M	3607
Maryborough Surrounds	0	F	238
Maryborough Surrounds	0	M	269
Maryborough Surrounds	1	F	2404
Maryborough Surrounds	1	M	2534
Bendigo	0	F	1041
Bendigo	0	M	1025
Bendigo	1	F	6883
Bendigo	1	M	6461
California Gully - Eaglehawk	0	F	356
California Gully - Eaglehawk	0	M	290
California Gully - Eaglehawk	1	F	6330
California Gully - Eaglehawk	1	M	5871
East Bendigo - Kennington	0	F	613
East Bendigo - Kennington	0	M	478
East Bendigo - Kennington	1	F	6654
East Bendigo - Kennington	1	M	6082
Flora Hill - Spring Gully	0	F	335
Flora Hill - Spring Gully	0	M	261
Flora Hill - Spring Gully	1	F	4627
Flora Hill - Spring Gully	1	M	4114
Kangaroo Flat - Golden Square	0	F	845
Kangaroo Flat - Golden Square	0	M	766
Kangaroo Flat - Golden Square	1	F	10164
Kangaroo Flat - Golden Square	1	M	9097
Maiden Gully	0	F	49
Maiden Gully	0	M	54
Maiden Gully	1	F	2663
Maiden Gully	1	M	2648
Strathfieldsaye	0	F	138
Strathfieldsaye	0	M	153
Strathfieldsaye	1	F	5190
Strathfieldsaye	1	M	5058
White Hills - Ascot	0	F	308
White Hills - Ascot	0	M	321
White Hills - Ascot	1	F	7137
White Hills - Ascot	1	M	6583
Bendigo Surrounds - South	0	F	183
Bendigo Surrounds - South	0	M	193
Bendigo Surrounds - South	1	F	3889
Bendigo Surrounds - South	1	M	3974
Castlemaine	0	F	480
Castlemaine	0	M	881
Castlemaine	1	F	5262
Castlemaine	1	M	4667
Castlemaine Surrounds	0	F	362
Castlemaine Surrounds	0	M	321
Castlemaine Surrounds	1	F	4178
Castlemaine Surrounds	1	M	4330
Heathcote	0	F	264
Heathcote	0	M	306
Heathcote	1	F	2152
Heathcote	1	M	2292
Kyneton	0	F	425
Kyneton	0	M	477
Kyneton	1	F	4968
