SA2_NAME16	MaxSchoolingCompleted	Sex	persons
Lawson - Hazelbrook - Linden	Year 12	F	3020
Lawson - Hazelbrook - Linden	Year 12	M	2516
Springwood - Winmalee	Did not go to school	F	15
Springwood - Winmalee	Did not go to school	M	15
Springwood - Winmalee	Year 8	F	211
Springwood - Winmalee	Year 8	M	204
Springwood - Winmalee	Year 9	F	502
Springwood - Winmalee	Year 9	M	453
Springwood - Winmalee	Year 10	F	2146
Springwood - Winmalee	Year 10	M	2140
Springwood - Winmalee	Year 11	F	533
Springwood - Winmalee	Year 11	M	611
Springwood - Winmalee	Year 12	F	5533
Springwood - Winmalee	Year 12	M	4812
Wentworth Falls	Did not go to school	F	7
Wentworth Falls	Did not go to school	M	13
Wentworth Falls	Year 8	F	53
Wentworth Falls	Year 8	M	78
Wentworth Falls	Year 9	F	148
Wentworth Falls	Year 9	M	122
Wentworth Falls	Year 10	F	585
Wentworth Falls	Year 10	M	491
Wentworth Falls	Year 11	F	150
Wentworth Falls	Year 11	M	153
Wentworth Falls	Year 12	F	1735
Wentworth Falls	Year 12	M	1472
Cambridge Park	Did not go to school	F	41
Cambridge Park	Did not go to school	M	28
Cambridge Park	Year 8	F	241
Cambridge Park	Year 8	M	289
Cambridge Park	Year 9	F	567
Cambridge Park	Year 9	M	488
Cambridge Park	Year 10	F	1940
Cambridge Park	Year 10	M	2078
Cambridge Park	Year 11	F	468
Cambridge Park	Year 11	M	495
Cambridge Park	Year 12	F	2824
Cambridge Park	Year 12	M	2367
Emu Plains - Leonay	Did not go to school	F	24
Emu Plains - Leonay	Did not go to school	M	26
Emu Plains - Leonay	Year 8	F	215
Emu Plains - Leonay	Year 8	M	174
Emu Plains - Leonay	Year 9	F	392
Emu Plains - Leonay	Year 9	M	369
Emu Plains - Leonay	Year 10	F	1574
Emu Plains - Leonay	Year 10	M	1592
Emu Plains - Leonay	Year 11	F	347
Emu Plains - Leonay	Year 11	M	429
Emu Plains - Leonay	Year 12	F	2966
Emu Plains - Leonay	Year 12	M	2603
Glenmore Park - Regentville	Did not go to school	F	35
Glenmore Park - Regentville	Did not go to school	M	29
Glenmore Park - Regentville	Year 8	F	223
Glenmore Park - Regentville	Year 8	M	201
Glenmore Park - Regentville	Year 9	F	453
Glenmore Park - Regentville	Year 9	M	470
Glenmore Park - Regentville	Year 10	F	2131
Glenmore Park - Regentville	Year 10	M	2271
Glenmore Park - Regentville	Year 11	F	551
Glenmore Park - Regentville	Year 11	M	628
Glenmore Park - Regentville	Year 12	F	4862
Glenmore Park - Regentville	Year 12	M	4027
Jamisontown - South Penrith	Did not go to school	F	33
Jamisontown - South Penrith	Did not go to school	M	24
Jamisontown - South Penrith	Year 8	F	290
Jamisontown - South Penrith	Year 8	M	249
Jamisontown - South Penrith	Year 9	F	540
Jamisontown - South Penrith	Year 9	M	569
Jamisontown - South Penrith	Year 10	F	2068
Jamisontown - South Penrith	Year 10	M	2142
Jamisontown - South Penrith	Year 11	F	506
Jamisontown - South Penrith	Year 11	M	525
Jamisontown - South Penrith	Year 12	F	3342
Jamisontown - South Penrith	Year 12	M	2875
Kingswood - Werrington	Did not go to school	F	107
Kingswood - Werrington	Did not go to school	M	88
Kingswood - Werrington	Year 8	F	337
Kingswood - Werrington	Year 8	M	288
Kingswood - Werrington	Year 9	F	574
Kingswood - Werrington	Year 9	M	548
Kingswood - Werrington	Year 10	F	2098
Kingswood - Werrington	Year 10	M	2121
Kingswood - Werrington	Year 11	F	556
Kingswood - Werrington	Year 11	M	605
Kingswood - Werrington	Year 12	F	5365
Kingswood - Werrington	Year 12	M	4802
Mulgoa - Luddenham - Orchard Hills	Did not go to school	F	30
Mulgoa - Luddenham - Orchard Hills	Did not go to school	M	29
Mulgoa - Luddenham - Orchard Hills	Year 8	F	180
Mulgoa - Luddenham - Orchard Hills	Year 8	M	189
Mulgoa - Luddenham - Orchard Hills	Year 9	F	271
Mulgoa - Luddenham - Orchard Hills	Year 9	M	321
Mulgoa - Luddenham - Orchard Hills	Year 10	F	1146
Mulgoa - Luddenham - Orchard Hills	Year 10	M	1356
Mulgoa - Luddenham - Orchard Hills	Year 11	F	283
Mulgoa - Luddenham - Orchard Hills	Year 11	M	317
Mulgoa - Luddenham - Orchard Hills	Year 12	F	2574
Mulgoa - Luddenham - Orchard Hills	Year 12	M	2193
Penrith	Did not go to school	F	64
Penrith	Did not go to school	M	50
Penrith	Year 8	F	307
Penrith	Year 8	M	255
Penrith	Year 9	F	496
Penrith	Year 9	M	476
Penrith	Year 10	F	1789
Penrith	Year 10	M	1648
Penrith	Year 11	F	499
Penrith	Year 11	M	542
Penrith	Year 12	F	3941
Penrith	Year 12	M	3534
Warragamba - Silverdale	Did not go to school	F	12
Warragamba - Silverdale	Did not go to school	M	6
Warragamba - Silverdale	Year 8	F	62
Warragamba - Silverdale	Year 8	M	104
Warragamba - Silverdale	Year 9	F	162
Warragamba - Silverdale	Year 9	M	207
Warragamba - Silverdale	Year 10	F	732
Warragamba - Silverdale	Year 10	M	951
Warragamba - Silverdale	Year 11	F	173
Warragamba - Silverdale	Year 11	M	228
Warragamba - Silverdale	Year 12	F	1064
Warragamba - Silverdale	Year 12	M	804
Cranebrook - Castlereagh	Did not go to school	F	25
Cranebrook - Castlereagh	Did not go to school	M	34
Cranebrook - Castlereagh	Year 8	F	225
Cranebrook - Castlereagh	Year 8	M	224
Cranebrook - Castlereagh	Year 9	F	464
Cranebrook - Castlereagh	Year 9	M	486
Cranebrook - Castlereagh	Year 10	F	1898
Cranebrook - Castlereagh	Year 10	M	2098
Cranebrook - Castlereagh	Year 11	F	503
Cranebrook - Castlereagh	Year 11	M	494
Cranebrook - Castlereagh	Year 12	F	3354
Cranebrook - Castlereagh	Year 12	M	2679
Jordan Springs - Llandilo	Did not go to school	F	40
Jordan Springs - Llandilo	Did not go to school	M	26
Jordan Springs - Llandilo	Year 8	F	127
Jordan Springs - Llandilo	Year 8	M	144
Jordan Springs - Llandilo	Year 9	F	205
Jordan Springs - Llandilo	Year 9	M	240
Jordan Springs - Llandilo	Year 10	F	1004
Jordan Springs - Llandilo	Year 10	M	1098
Jordan Springs - Llandilo	Year 11	F	289
Jordan Springs - Llandilo	Year 11	M	304
Jordan Springs - Llandilo	Year 12	F	3090
Jordan Springs - Llandilo	Year 12	M	2673
Richmond - Clarendon	Did not go to school	F	32
Richmond - Clarendon	Did not go to school	M	28
Richmond - Clarendon	Year 8	F	322
Richmond - Clarendon	Year 8	M	260
Richmond - Clarendon	Year 9	F	523
Richmond - Clarendon	Year 9	M	474
Richmond - Clarendon	Year 10	F	1861
Richmond - Clarendon	Year 10	M	1813
Richmond - Clarendon	Year 11	F	448
Richmond - Clarendon	Year 11	M	432
Richmond - Clarendon	Year 12	F	2964
Richmond - Clarendon	Year 12	M	2465
Windsor - Bligh Park	Did not go to school	F	25
Windsor - Bligh Park	Did not go to school	M	33
Windsor - Bligh Park	Year 8	F	228
Windsor - Bligh Park	Year 8	M	251
Windsor - Bligh Park	Year 9	F	515
Windsor - Bligh Park	Year 9	M	510
Windsor - Bligh Park	Year 10	F	1825
Windsor - Bligh Park	Year 10	M	2015
Windsor - Bligh Park	Year 11	F	467
Windsor - Bligh Park	Year 11	M	493
Windsor - Bligh Park	Year 12	F	2838
Windsor - Bligh Park	Year 12	M	2260
Yarramundi - Londonderry	Did not go to school	F	14
Yarramundi - Londonderry	Did not go to school	M	22
Yarramundi - Londonderry	Year 8	F	137
Yarramundi - Londonderry	Year 8	M	184
Yarramundi - Londonderry	Year 9	F	209
Yarramundi - Londonderry	Year 9	M	295
Yarramundi - Londonderry	Year 10	F	824
Yarramundi - Londonderry	Year 10	M	1102
Yarramundi - Londonderry	Year 11	F	153
Yarramundi - Londonderry	Year 11	M	169
Yarramundi - Londonderry	Year 12	F	996
Yarramundi - Londonderry	Year 12	M	763
Erskine Park	Did not go to school	F	18
Erskine Park	Did not go to school	M	14
Erskine Park	Year 8	F	80
Erskine Park	Year 8	M	83
Erskine Park	Year 9	F	133
Erskine Park	Year 9	M	163
Erskine Park	Year 10	F	736
Erskine Park	Year 10	M	827
Erskine Park	Year 11	F	168
Erskine Park	Year 11	M	211
Erskine Park	Year 12	F	1381
Erskine Park	Year 12	M	1224
St Clair	Did not go to school	F	87
St Clair	Did not go to school	M	60
St Clair	Year 8	F	311
St Clair	Year 8	M	281
St Clair	Year 9	F	477
St Clair	Year 9	M	572
St Clair	Year 10	F	2013
St Clair	Year 10	M	2353
St Clair	Year 11	F	516
St Clair	Year 11	M	604
St Clair	Year 12	F	4149
St Clair	Year 12	M	3578
Colyton - Oxley Park	Did not go to school	F	77
Colyton - Oxley Park	Did not go to school	M	58
Colyton - Oxley Park	Year 8	F	282
Colyton - Oxley Park	Year 8	M	247
Colyton - Oxley Park	Year 9	F	362
Colyton - Oxley Park	Year 9	M	354
Colyton - Oxley Park	Year 10	F	1218
Colyton - Oxley Park	Year 10	M	1307
Colyton - Oxley Park	Year 11	F	351
Colyton - Oxley Park	Year 11	M	373
Colyton - Oxley Park	Year 12	F	2446
Colyton - Oxley Park	Year 12	M	2118
St Marys - North St Marys	Did not go to school	F	83
St Marys - North St Marys	Did not go to school	M	74
St Marys - North St Marys	Year 8	F	351
St Marys - North St Marys	Year 8	M	362
St Marys - North St Marys	Year 9	F	467
St Marys - North St Marys	Year 9	M	502
St Marys - North St Marys	Year 10	F	1562
St Marys - North St Marys	Year 10	M	1662
St Marys - North St Marys	Year 11	F	449
St Marys - North St Marys	Year 11	M	482
St Marys - North St Marys	Year 12	F	3106
St Marys - North St Marys	Year 12	M	2864
Auburn - Central	Did not go to school	F	495
Auburn - Central	Did not go to school	M	526
Auburn - Central	Year 8	F	570
Auburn - Central	Year 8	M	586
Auburn - Central	Year 9	F	262
Auburn - Central	Year 9	M	340
Auburn - Central	Year 10	F	597
Auburn - Central	Year 10	M	783
Auburn - Central	Year 11	F	260
Auburn - Central	Year 11	M	285
Auburn - Central	Year 12	F	4297
Auburn - Central	Year 12	M	5442
Auburn - North	Did not go to school	F	223
Auburn - North	Did not go to school	M	258
Auburn - North	Year 8	F	247
Auburn - North	Year 8	M	291
Auburn - North	Year 9	F	115
Auburn - North	Year 9	M	212
Auburn - North	Year 10	F	246
Auburn - North	Year 10	M	357
Auburn - North	Year 11	F	104
Auburn - North	Year 11	M	155
Auburn - North	Year 12	F	2574
Auburn - North	Year 12	M	3507
Auburn - South	Did not go to school	F	208
Auburn - South	Did not go to school	M	193
Auburn - South	Year 8	F	272
Auburn - South	Year 8	M	276
Auburn - South	Year 9	F	165
Auburn - South	Year 9	M	155
Auburn - South	Year 10	F	376
Auburn - South	Year 10	M	454
Auburn - South	Year 11	F	127
Auburn - South	Year 11	M	196
Auburn - South	Year 12	F	1899
Auburn - South	Year 12	M	1992
Berala	Did not go to school	F	180
Berala	Did not go to school	M	168
Berala	Year 8	F	282
Berala	Year 8	M	244
Berala	Year 9	F	170
Berala	Year 9	M	204
Berala	Year 10	F	401
Berala	Year 10	M	486
Berala	Year 11	F	158
Berala	Year 11	M	191
Berala	Year 12	F	2073
Berala	Year 12	M	2217
Lidcombe	Did not go to school	F	318
Lidcombe	Did not go to school	M	262
Lidcombe	Year 8	F	445
Lidcombe	Year 8	M	381
Lidcombe	Year 9	F	241
Lidcombe	Year 9	M	306
Lidcombe	Year 10	F	694
Lidcombe	Year 10	M	787
Lidcombe	Year 11	F	245
Lidcombe	Year 11	M	346
Lidcombe	Year 12	F	6365
Lidcombe	Year 12	M	6705
Regents Park	Did not go to school	F	110
Regents Park	Did not go to school	M	95
Regents Park	Year 8	F	157
Regents Park	Year 8	M	118
Regents Park	Year 9	F	95
Regents Park	Year 9	M	124
Regents Park	Year 10	F	289
Regents Park	Year 10	M	287
Regents Park	Year 11	F	104
Regents Park	Year 11	M	106
Regents Park	Year 12	F	1179
Regents Park	Year 12	M	1320
Silverwater - Newington	Did not go to school	F	33
Silverwater - Newington	Did not go to school	M	48
Silverwater - Newington	Year 8	F	59
Silverwater - Newington	Year 8	M	62
Silverwater - Newington	Year 9	F	74
Silverwater - Newington	Year 9	M	78
Silverwater - Newington	Year 10	F	288
Silverwater - Newington	Year 10	M	277
Silverwater - Newington	Year 11	F	107
Silverwater - Newington	Year 11	M	132
Silverwater - Newington	Year 12	F	2455
Silverwater - Newington	Year 12	M	2379
Wentworth Point - Sydney Olympic Park	Did not go to school	F	102
Wentworth Point - Sydney Olympic Park	Did not go to school	M	87
Wentworth Point - Sydney Olympic Park	Year 8	F	74
Wentworth Point - Sydney Olympic Park	Year 8	M	61
Wentworth Point - Sydney Olympic Park	Year 9	F	99
Wentworth Point - Sydney Olympic Park	Year 9	M	110
Wentworth Point - Sydney Olympic Park	Year 10	F	419
Wentworth Point - Sydney Olympic Park	Year 10	M	446
Wentworth Point - Sydney Olympic Park	Year 11	F	249
Wentworth Point - Sydney Olympic Park	Year 11	M	257
Wentworth Point - Sydney Olympic Park	Year 12	F	7556
Wentworth Point - Sydney Olympic Park	Year 12	M	7173
Ermington - Rydalmere	Did not go to school	F	144
Ermington - Rydalmere	Did not go to school	M	124
Ermington - Rydalmere	Year 8	F	304
Ermington - Rydalmere	Year 8	M	306
Ermington - Rydalmere	Year 9	F	404
Ermington - Rydalmere	Year 9	M	378
Ermington - Rydalmere	Year 10	F	1269
Ermington - Rydalmere	Year 10	M	1355
Ermington - Rydalmere	Year 11	F	445
Ermington - Rydalmere	Year 11	M	475
Ermington - Rydalmere	Year 12	F	6929
Ermington - Rydalmere	Year 12	M	6654
Oatlands - Dundas Valley	Did not go to school	F	98
Oatlands - Dundas Valley	Did not go to school	M	86
Oatlands - Dundas Valley	Year 8	F	257
Oatlands - Dundas Valley	Year 8	M	206
Oatlands - Dundas Valley	Year 9	F	296
Oatlands - Dundas Valley	Year 9	M	294
Oatlands - Dundas Valley	Year 10	F	966
Oatlands - Dundas Valley	Year 10	M	900
Oatlands - Dundas Valley	Year 11	F	314
Oatlands - Dundas Valley	Year 11	M	340
Oatlands - Dundas Valley	Year 12	F	5324
Oatlands - Dundas Valley	Year 12	M	5021
Carlingford - East	Did not go to school	F	46
Carlingford - East	Did not go to school	M	33
Carlingford - East	Year 8	F	113
Carlingford - East	Year 8	M	76
Carlingford - East	Year 9	F	219
Carlingford - East	Year 9	M	156
Carlingford - East	Year 10	F	568
Carlingford - East	Year 10	M	460
Carlingford - East	Year 11	F	211
Carlingford - East	Year 11	M	231
Carlingford - East	Year 12	F	3598
Carlingford - East	Year 12	M	3399
Carlingford - West	Did not go to school	F	101
Carlingford - West	Did not go to school	M	84
Carlingford - West	Year 8	F	167
Carlingford - West	Year 8	M	128
Carlingford - West	Year 9	F	253
Carlingford - West	Year 9	M	254
Carlingford - West	Year 10	F	781
Carlingford - West	Year 10	M	742
Carlingford - West	Year 11	F	271
Carlingford - West	Year 11	M	328
Carlingford - West	Year 12	F	5807
Carlingford - West	Year 12	M	5723
Chester Hill - Sefton	Did not go to school	F	372
Chester Hill - Sefton	Did not go to school	M	286
Chester Hill - Sefton	Year 8	F	576
Chester Hill - Sefton	Year 8	M	502
Chester Hill - Sefton	Year 9	F	429
Chester Hill - Sefton	Year 9	M	434
Chester Hill - Sefton	Year 10	F	1219
Chester Hill - Sefton	Year 10	M	1286
Chester Hill - Sefton	Year 11	F	406
Chester Hill - Sefton	Year 11	M	448
Chester Hill - Sefton	Year 12	F	4212
Chester Hill - Sefton	Year 12	M	4178
Fairfield - East	Did not go to school	F	428
Fairfield - East	Did not go to school	M	349
Fairfield - East	Year 8	F	544
Fairfield - East	Year 8	M	515
Fairfield - East	Year 9	F	312
Fairfield - East	Year 9	M	358
Fairfield - East	Year 10	F	798
Fairfield - East	Year 10	M	1071
Fairfield - East	Year 11	F	296
Fairfield - East	Year 11	M	358
Fairfield - East	Year 12	F	3092
Fairfield - East	Year 12	M	3088
Granville - Clyde	Did not go to school	F	401
Granville - Clyde	Did not go to school	M	408
Granville - Clyde	Year 8	F	455
Granville - Clyde	Year 8	M	530
Granville - Clyde	Year 9	F	308
Granville - Clyde	Year 9	M	382
Granville - Clyde	Year 10	F	1019
Granville - Clyde	Year 10	M	1169
Granville - Clyde	Year 11	F	342
Granville - Clyde	Year 11	M	438
Granville - Clyde	Year 12	F	5653
Granville - Clyde	Year 12	M	6175
Guildford - South Granville	Did not go to school	F	498
Guildford - South Granville	Did not go to school	M	397
Guildford - South Granville	Year 8	F	589
Guildford - South Granville	Year 8	M	618
Guildford - South Granville	Year 9	F	396
Guildford - South Granville	Year 9	M	464
Guildford - South Granville	Year 10	F	1217
Guildford - South Granville	Year 10	M	1394
Guildford - South Granville	Year 11	F	469
Guildford - South Granville	Year 11	M	452
Guildford - South Granville	Year 12	F	4277
Guildford - South Granville	Year 12	M	4205
Guildford West - Merrylands West	Did not go to school	F	381
Guildford West - Merrylands West	Did not go to school	M	359
Guildford West - Merrylands West	Year 8	F	543
Guildford West - Merrylands West	Year 8	M	552
Guildford West - Merrylands West	Year 9	F	479
Guildford West - Merrylands West	Year 9	M	457
Guildford West - Merrylands West	Year 10	F	1504
Guildford West - Merrylands West	Year 10	M	1554
Guildford West - Merrylands West	Year 11	F	471
Guildford West - Merrylands West	Year 11	M	483
Guildford West - Merrylands West	Year 12	F	4842
Guildford West - Merrylands West	Year 12	M	4732
Smithfield Industrial	Year 9	M	3
Smithfield Industrial	Year 12	F	3
Smithfield Industrial	Year 12	M	4
Yennora Industrial	Year 12	M	4
Greystanes - South	Did not go to school	F	118
Greystanes - South	Did not go to school	M	93
Greystanes - South	Year 8	F	373
Greystanes - South	Year 8	M	361
Greystanes - South	Year 9	F	385
Greystanes - South	Year 9	M	402
Greystanes - South	Year 10	F	1493
Greystanes - South	Year 10	M	1505
Greystanes - South	Year 11	F	335
Greystanes - South	Year 11	M	388
Greystanes - South	Year 12	F	3638
Greystanes - South	Year 12	M	3327
Merrylands - Holroyd	Did not go to school	F	458
Merrylands - Holroyd	Did not go to school	M	419
Merrylands - Holroyd	Year 8	F	540
Merrylands - Holroyd	Year 8	M	550
Merrylands - Holroyd	Year 9	F	334
Merrylands - Holroyd	Year 9	M	359
Merrylands - Holroyd	Year 10	F	1184
Merrylands - Holroyd	Year 10	M	1307
Merrylands - Holroyd	Year 11	F	373
Merrylands - Holroyd	Year 11	M	420
Merrylands - Holroyd	Year 12	F	5457
Merrylands - Holroyd	Year 12	M	5546
Pemulwuy - Greystanes (North)	Did not go to school	F	73
Pemulwuy - Greystanes (North)	Did not go to school	M	36
Pemulwuy - Greystanes (North)	Year 8	F	198
Pemulwuy - Greystanes (North)	Year 8	M	180
Pemulwuy - Greystanes (North)	Year 9	F	226
Pemulwuy - Greystanes (North)	Year 9	M	204
Pemulwuy - Greystanes (North)	Year 10	F	769
Pemulwuy - Greystanes (North)	Year 10	M	735
Pemulwuy - Greystanes (North)	Year 11	F	198
Pemulwuy - Greystanes (North)	Year 11	M	207
Pemulwuy - Greystanes (North)	Year 12	F	2680
Pemulwuy - Greystanes (North)	Year 12	M	2498
South Wentworthville	Did not go to school	F	88
South Wentworthville	Did not go to school	M	79
South Wentworthville	Year 8	F	154
South Wentworthville	Year 8	M	125
South Wentworthville	Year 9	F	136
South Wentworthville	Year 9	M	136
South Wentworthville	Year 10	F	469
South Wentworthville	Year 10	M	513
South Wentworthville	Year 11	F	124
South Wentworthville	Year 11	M	155
South Wentworthville	Year 12	F	1717
South Wentworthville	Year 12	M	1621
North Parramatta	Did not go to school	F	119
North Parramatta	Did not go to school	M	90
North Parramatta	Year 8	F	277
North Parramatta	Year 8	M	215
North Parramatta	Year 9	F	266
North Parramatta	Year 9	M	211
North Parramatta	Year 10	F	897
North Parramatta	Year 10	M	905
North Parramatta	Year 11	F	328
North Parramatta	Year 11	M	412
North Parramatta	Year 12	F	6930
North Parramatta	Year 12	M	6858
North Rocks	Did not go to school	F	23
North Rocks	Did not go to school	M	18
North Rocks	Year 8	F	88
North Rocks	Year 8	M	61
North Rocks	Year 9	F	152
North Rocks	Year 9	M	116
North Rocks	Year 10	F	504
North Rocks	Year 10	M	452
North Rocks	Year 11	F	148
North Rocks	Year 11	M	166
North Rocks	Year 12	F	2471
North Rocks	Year 12	M	2368
Northmead	Did not go to school	F	71
Northmead	Did not go to school	M	41
Northmead	Year 8	F	163
Northmead	Year 8	M	130
Northmead	Year 9	F	266
Northmead	Year 9	M	219
Northmead	Year 10	F	961
Northmead	Year 10	M	806
Northmead	Year 11	F	277
Northmead	Year 11	M	298
Northmead	Year 12	F	6043
Northmead	Year 12	M	5985
Toongabbie - Constitution Hill	Did not go to school	F	125
Toongabbie - Constitution Hill	Did not go to school	M	109
Toongabbie - Constitution Hill	Year 8	F	397
Toongabbie - Constitution Hill	Year 8	M	295
Toongabbie - Constitution Hill	Year 9	F	487
Toongabbie - Constitution Hill	Year 9	M	355
Toongabbie - Constitution Hill	Year 10	F	1612
Toongabbie - Constitution Hill	Year 10	M	1606
Toongabbie - Constitution Hill	Year 11	F	404
Toongabbie - Constitution Hill	Year 11	M	468
Toongabbie - Constitution Hill	Year 12	F	5829
Toongabbie - Constitution Hill	Year 12	M	5809
Winston Hills	Did not go to school	F	36
Winston Hills	Did not go to school	M	30
Winston Hills	Year 8	F	136
Winston Hills	Year 8	M	111
Winston Hills	Year 9	F	226
Winston Hills	Year 9	M	181
Winston Hills	Year 10	F	877
Winston Hills	Year 10	M	815
Winston Hills	Year 11	F	178
Winston Hills	Year 11	M	236
Winston Hills	Year 12	F	3011
Winston Hills	Year 12	M	2780
Pendle Hill - Girraween	Did not go to school	F	92
Pendle Hill - Girraween	Did not go to school	M	85
Pendle Hill - Girraween	Year 8	F	217
Pendle Hill - Girraween	Year 8	M	183
Pendle Hill - Girraween	Year 9	F	205
Pendle Hill - Girraween	Year 9	M	212
Pendle Hill - Girraween	Year 10	F	661
Pendle Hill - Girraween	Year 10	M	659
Pendle Hill - Girraween	Year 11	F	179
Pendle Hill - Girraween	Year 11	M	237
Pendle Hill - Girraween	Year 12	F	3528
Pendle Hill - Girraween	Year 12	M	3672
Wentworthville - Westmead	Did not go to school	F	152
Wentworthville - Westmead	Did not go to school	M	89
Wentworthville - Westmead	Year 8	F	248
Wentworthville - Westmead	Year 8	M	212
Wentworthville - Westmead	Year 9	F	213
Wentworthville - Westmead	Year 9	M	197
Wentworthville - Westmead	Year 10	F	654
Wentworthville - Westmead	Year 10	M	730
Wentworthville - Westmead	Year 11	F	227
Wentworthville - Westmead	Year 11	M	254
Wentworthville - Westmead	Year 12	F	6062
Wentworthville - Westmead	Year 12	M	6544
Parramatta - North	Did not go to school	F	37
Parramatta - North	Did not go to school	M	27
Parramatta - North	Year 8	F	57
Parramatta - North	Year 8	M	51
Parramatta - North	Year 9	F	55
Parramatta - North	Year 9	M	58
Parramatta - North	Year 10	F	176
Parramatta - North	Year 10	M	226
Parramatta - North	Year 11	F	76
Parramatta - North	Year 11	M	116
Parramatta - North	Year 12	F	4032
Parramatta - North	Year 12	M	4489
Parramatta - South	Did not go to school	F	71
Parramatta - South	Did not go to school	M	72
Parramatta - South	Year 8	F	129
Parramatta - South	Year 8	M	118
Parramatta - South	Year 9	F	90
Parramatta - South	Year 9	M	83
Parramatta - South	Year 10	F	262
Parramatta - South	Year 10	M	300
Parramatta - South	Year 11	F	109
Parramatta - South	Year 11	M	119
Parramatta - South	Year 12	F	2860
Parramatta - South	Year 12	M	3468
Rosehill - Harris Park	Did not go to school	F	83
Rosehill - Harris Park	Did not go to school	M	49
Rosehill - Harris Park	Year 8	F	86
Rosehill - Harris Park	Year 8	M	91
Rosehill - Harris Park	Year 9	F	65
Rosehill - Harris Park	Year 9	M	65
Rosehill - Harris Park	Year 10	F	237
Rosehill - Harris Park	Year 10	M	308
Rosehill - Harris Park	Year 11	F	80
Rosehill - Harris Park	Year 11	M	110
Rosehill - Harris Park	Year 12	F	2632
Rosehill - Harris Park	Year 12	M	3176
Pennant Hills - Cheltenham	Did not go to school	F	64
Pennant Hills - Cheltenham	Did not go to school	M	49
Pennant Hills - Cheltenham	Year 8	F	145
Pennant Hills - Cheltenham	Year 8	M	109
Pennant Hills - Cheltenham	Year 9	F	302
Pennant Hills - Cheltenham	Year 9	M	242
Pennant Hills - Cheltenham	Year 10	F	1018
Pennant Hills - Cheltenham	Year 10	M	754
Pennant Hills - Cheltenham	Year 11	F	427
Pennant Hills - Cheltenham	Year 11	M	356
Pennant Hills - Cheltenham	Year 12	F	6944
Pennant Hills - Cheltenham	Year 12	M	6553
Epping (East) - North Epping	Did not go to school	F	49
Epping (East) - North Epping	Did not go to school	M	26
Epping (East) - North Epping	Year 8	F	93
Epping (East) - North Epping	Year 8	M	75
Epping (East) - North Epping	Year 9	F	177
Epping (East) - North Epping	Year 9	M	155
Epping (East) - North Epping	Year 10	F	466
Epping (East) - North Epping	Year 10	M	343
Epping (East) - North Epping	Year 11	F	179
Epping (East) - North Epping	Year 11	M	178
Epping (East) - North Epping	Year 12	F	4856
Epping (East) - North Epping	Year 12	M	4692
Epping (NSW) - West	Did not go to school	F	104
Epping (NSW) - West	Did not go to school	M	60
Epping (NSW) - West	Year 8	F	123
Epping (NSW) - West	Year 8	M	90
Epping (NSW) - West	Year 9	F	191
Epping (NSW) - West	Year 9	M	170
Epping (NSW) - West	Year 10	F	565
Epping (NSW) - West	Year 10	M	460
Epping (NSW) - West	Year 11	F	260
Epping (NSW) - West	Year 11	M	234
Epping (NSW) - West	Year 12	F	6346
Epping (NSW) - West	Year 12	M	6009
Gladesville - Huntleys Point	Did not go to school	F	51
Gladesville - Huntleys Point	Did not go to school	M	33
Gladesville - Huntleys Point	Year 8	F	209
Gladesville - Huntleys Point	Year 8	M	164
Gladesville - Huntleys Point	Year 9	F	210
Gladesville - Huntleys Point	Year 9	M	201
Gladesville - Huntleys Point	Year 10	F	841
Gladesville - Huntleys Point	Year 10	M	644
Gladesville - Huntleys Point	Year 11	F	284
Gladesville - Huntleys Point	Year 11	M	286
Gladesville - Huntleys Point	Year 12	F	4848
Gladesville - Huntleys Point	Year 12	M	4507
Hunters Hill - Woolwich	Did not go to school	F	13
Hunters Hill - Woolwich	Did not go to school	M	8
Hunters Hill - Woolwich	Year 8	F	88
Hunters Hill - Woolwich	Year 8	M	77
Hunters Hill - Woolwich	Year 9	F	141
Hunters Hill - Woolwich	Year 9	M	125
Hunters Hill - Woolwich	Year 10	F	496
Hunters Hill - Woolwich	Year 10	M	387
Hunters Hill - Woolwich	Year 11	F	159
Hunters Hill - Woolwich	Year 11	M	180
Hunters Hill - Woolwich	Year 12	F	2893
Hunters Hill - Woolwich	Year 12	M	2823
Macquarie Park - Marsfield	Did not go to school	F	129
Macquarie Park - Marsfield	Did not go to school	M	77
Macquarie Park - Marsfield	Year 8	F	219
Macquarie Park - Marsfield	Year 8	M	147
Macquarie Park - Marsfield	Year 9	F	232
Macquarie Park - Marsfield	Year 9	M	192
Macquarie Park - Marsfield	Year 10	F	810
Macquarie Park - Marsfield	Year 10	M	633
Macquarie Park - Marsfield	Year 11	F	307
Macquarie Park - Marsfield	Year 11	M	269
Macquarie Park - Marsfield	Year 12	F	8477
Macquarie Park - Marsfield	Year 12	M	8018
North Ryde - East Ryde	Did not go to school	F	66
North Ryde - East Ryde	Did not go to school	M	46
North Ryde - East Ryde	Year 8	F	168
North Ryde - East Ryde	Year 8	M	134
North Ryde - East Ryde	Year 9	F	219
North Ryde - East Ryde	Year 9	M	179
North Ryde - East Ryde	Year 10	F	756
North Ryde - East Ryde	Year 10	M	710
North Ryde - East Ryde	Year 11	F	218
North Ryde - East Ryde	Year 11	M	247
North Ryde - East Ryde	Year 12	F	4799
North Ryde - East Ryde	Year 12	M	4614
West Ryde - Meadowbank	Did not go to school	F	125
