SA2_NAME16	FamilyHousehold	UsualResidents.min	occupied_private_dwellings
Young Surrounds	0	3	3
Young Surrounds	1	2	1112
Young Surrounds	1	3	331
Young Surrounds	1	4	285
Young Surrounds	1	5	162
Young Surrounds	1	6	91
Avoca Beach - Copacabana	0	1	417
Avoca Beach - Copacabana	0	2	36
Avoca Beach - Copacabana	0	3	9
Avoca Beach - Copacabana	1	2	846
Avoca Beach - Copacabana	1	3	404
Avoca Beach - Copacabana	1	4	512
Avoca Beach - Copacabana	1	5	218
Avoca Beach - Copacabana	1	6	91
Box Head - MacMasters Beach	0	1	995
Box Head - MacMasters Beach	0	2	66
Box Head - MacMasters Beach	0	3	6
Box Head - MacMasters Beach	0	4	5
Box Head - MacMasters Beach	1	2	1583
Box Head - MacMasters Beach	1	3	567
Box Head - MacMasters Beach	1	4	635
Box Head - MacMasters Beach	1	5	265
Box Head - MacMasters Beach	1	6	106
Calga - Kulnura	0	1	407
Calga - Kulnura	0	2	40
Calga - Kulnura	0	3	6
Calga - Kulnura	0	6	4
Calga - Kulnura	1	2	515
Calga - Kulnura	1	3	257
Calga - Kulnura	1	4	223
Calga - Kulnura	1	5	101
Calga - Kulnura	1	6	91
Erina - Green Point	0	1	1668
Erina - Green Point	0	2	75
Erina - Green Point	0	3	8
Erina - Green Point	0	4	3
Erina - Green Point	1	2	1830
Erina - Green Point	1	3	715
Erina - Green Point	1	4	773
Erina - Green Point	1	5	340
Erina - Green Point	1	6	190
Gosford - Springfield	0	1	3355
Gosford - Springfield	0	2	338
Gosford - Springfield	0	3	53
Gosford - Springfield	0	4	17
Gosford - Springfield	0	5	5
Gosford - Springfield	1	2	2775
Gosford - Springfield	1	3	1268
Gosford - Springfield	1	4	962
Gosford - Springfield	1	5	332
Gosford - Springfield	1	6	117
Kariong	0	1	316
Kariong	0	2	34
Kariong	0	3	6
Kariong	1	2	576
Kariong	1	3	392
Kariong	1	4	490
Kariong	1	5	172
Kariong	1	6	111
Kincumber - Picketts Valley	0	1	952
Kincumber - Picketts Valley	0	2	37
Kincumber - Picketts Valley	0	3	4
Kincumber - Picketts Valley	0	4	6
Kincumber - Picketts Valley	1	2	945
Kincumber - Picketts Valley	1	3	366
Kincumber - Picketts Valley	1	4	426
Kincumber - Picketts Valley	1	5	194
Kincumber - Picketts Valley	1	6	73
Narara	0	1	480
Narara	0	2	47
Narara	0	3	9
Narara	0	4	8
Narara	1	2	768
Narara	1	3	430
Narara	1	4	476
Narara	1	5	193
Narara	1	6	104
Niagara Park - Lisarow	0	1	519
Niagara Park - Lisarow	0	2	51
Niagara Park - Lisarow	0	3	6
Niagara Park - Lisarow	0	4	4
Niagara Park - Lisarow	1	2	809
Niagara Park - Lisarow	1	3	496
Niagara Park - Lisarow	1	4	553
Niagara Park - Lisarow	1	5	242
Niagara Park - Lisarow	1	6	117
Point Clare - Koolewong	0	1	674
Point Clare - Koolewong	0	2	54
Point Clare - Koolewong	0	3	14
Point Clare - Koolewong	1	2	809
Point Clare - Koolewong	1	3	353
Point Clare - Koolewong	1	4	409
Point Clare - Koolewong	1	5	153
Point Clare - Koolewong	1	6	49
Saratoga - Davistown	0	1	627
Saratoga - Davistown	0	2	49
Saratoga - Davistown	0	3	9
Saratoga - Davistown	1	2	906
Saratoga - Davistown	1	3	399
Saratoga - Davistown	1	4	447
Saratoga - Davistown	1	5	172
Saratoga - Davistown	1	6	75
Terrigal - North Avoca	0	1	1186
Terrigal - North Avoca	0	2	106
Terrigal - North Avoca	0	3	46
Terrigal - North Avoca	0	4	16
Terrigal - North Avoca	1	2	1830
Terrigal - North Avoca	1	3	819
Terrigal - North Avoca	1	4	903
Terrigal - North Avoca	1	5	396
Terrigal - North Avoca	1	6	132
Umina - Booker Bay - Patonga	0	1	3350
Umina - Booker Bay - Patonga	0	2	306
Umina - Booker Bay - Patonga	0	3	35
Umina - Booker Bay - Patonga	0	4	6
Umina - Booker Bay - Patonga	1	2	3409
Umina - Booker Bay - Patonga	1	3	1353
Umina - Booker Bay - Patonga	1	4	1177
Umina - Booker Bay - Patonga	1	5	440
Umina - Booker Bay - Patonga	1	6	189
Wamberal - Forresters Beach	0	1	680
Wamberal - Forresters Beach	0	2	61
Wamberal - Forresters Beach	0	3	15
Wamberal - Forresters Beach	0	4	10
Wamberal - Forresters Beach	0	5	4
Wamberal - Forresters Beach	1	2	1159
Wamberal - Forresters Beach	1	3	540
Wamberal - Forresters Beach	1	4	716
Wamberal - Forresters Beach	1	5	322
Wamberal - Forresters Beach	1	6	147
Woy Woy - Blackwall	0	1	2140
Woy Woy - Blackwall	0	2	186
Woy Woy - Blackwall	0	3	17
Woy Woy - Blackwall	0	4	10
Woy Woy - Blackwall	1	2	1936
Woy Woy - Blackwall	1	3	802
Woy Woy - Blackwall	1	4	671
Woy Woy - Blackwall	1	5	232
Woy Woy - Blackwall	1	6	113
Wyoming	0	1	1212
Wyoming	0	2	98
Wyoming	0	3	19
Wyoming	0	4	4
Wyoming	1	2	1327
Wyoming	1	3	667
Wyoming	1	4	626
Wyoming	1	5	233
Wyoming	1	6	129
Bateau Bay - Killarney Vale	0	1	2091
Bateau Bay - Killarney Vale	0	2	168
Bateau Bay - Killarney Vale	0	3	25
Bateau Bay - Killarney Vale	0	4	10
Bateau Bay - Killarney Vale	1	2	2620
Bateau Bay - Killarney Vale	1	3	1322
Bateau Bay - Killarney Vale	1	4	1311
Bateau Bay - Killarney Vale	1	5	553
Bateau Bay - Killarney Vale	1	6	240
Blue Haven - San Remo	0	1	765
Blue Haven - San Remo	0	2	128
Blue Haven - San Remo	0	3	14
Blue Haven - San Remo	0	4	4
Blue Haven - San Remo	1	2	1141
Blue Haven - San Remo	1	3	717
Blue Haven - San Remo	1	4	632
Blue Haven - San Remo	1	5	335
Blue Haven - San Remo	1	6	182
Budgewoi - Buff Point - Halekulani	0	1	1267
Budgewoi - Buff Point - Halekulani	0	2	103
Budgewoi - Buff Point - Halekulani	0	3	9
Budgewoi - Buff Point - Halekulani	0	4	4
Budgewoi - Buff Point - Halekulani	1	2	1289
Budgewoi - Buff Point - Halekulani	1	3	472
Budgewoi - Buff Point - Halekulani	1	4	480
Budgewoi - Buff Point - Halekulani	1	5	205
Budgewoi - Buff Point - Halekulani	1	6	109
Chittaway Bay - Tumbi Umbi	0	1	1195
Chittaway Bay - Tumbi Umbi	0	2	104
Chittaway Bay - Tumbi Umbi	0	3	20
Chittaway Bay - Tumbi Umbi	0	5	3
Chittaway Bay - Tumbi Umbi	1	2	1826
Chittaway Bay - Tumbi Umbi	1	3	924
Chittaway Bay - Tumbi Umbi	1	4	1011
Chittaway Bay - Tumbi Umbi	1	5	424
Chittaway Bay - Tumbi Umbi	1	6	204
Gorokan - Kanwal - Charmhaven	0	1	2572
Gorokan - Kanwal - Charmhaven	0	2	247
Gorokan - Kanwal - Charmhaven	0	3	42
Gorokan - Kanwal - Charmhaven	0	4	16
Gorokan - Kanwal - Charmhaven	0	5	3
Gorokan - Kanwal - Charmhaven	1	2	2662
Gorokan - Kanwal - Charmhaven	1	3	1252
Gorokan - Kanwal - Charmhaven	1	4	1009
Gorokan - Kanwal - Charmhaven	1	5	464
Gorokan - Kanwal - Charmhaven	1	6	288
Jilliby - Yarramalong	0	1	121
Jilliby - Yarramalong	0	2	15
Jilliby - Yarramalong	1	2	346
Jilliby - Yarramalong	1	3	174
Jilliby - Yarramalong	1	4	170
Jilliby - Yarramalong	1	5	101
Jilliby - Yarramalong	1	6	101
Lake Munmorah - Mannering Park	0	1	1480
Lake Munmorah - Mannering Park	0	2	114
Lake Munmorah - Mannering Park	0	3	4
Lake Munmorah - Mannering Park	0	4	3
Lake Munmorah - Mannering Park	1	2	1734
Lake Munmorah - Mannering Park	1	3	536
Lake Munmorah - Mannering Park	1	4	486
Lake Munmorah - Mannering Park	1	5	199
Lake Munmorah - Mannering Park	1	6	99
Ourimbah - Fountaindale	0	1	316
Ourimbah - Fountaindale	0	2	40
Ourimbah - Fountaindale	0	3	5
Ourimbah - Fountaindale	1	2	568
Ourimbah - Fountaindale	1	3	273
Ourimbah - Fountaindale	1	4	301
Ourimbah - Fountaindale	1	5	130
Ourimbah - Fountaindale	1	6	77
Summerland Point - Gwandalan	0	1	571
Summerland Point - Gwandalan	0	2	50
Summerland Point - Gwandalan	0	3	3
Summerland Point - Gwandalan	1	2	909
Summerland Point - Gwandalan	1	3	368
Summerland Point - Gwandalan	1	4	337
Summerland Point - Gwandalan	1	5	165
Summerland Point - Gwandalan	1	6	65
The Entrance	0	1	2644
The Entrance	0	2	228
The Entrance	0	3	32
The Entrance	0	4	7
The Entrance	1	2	2246
The Entrance	1	3	822
The Entrance	1	4	619
The Entrance	1	5	258
The Entrance	1	6	122
Toukley - Norah Head	0	1	1483
Toukley - Norah Head	0	2	124
Toukley - Norah Head	0	3	11
Toukley - Norah Head	0	4	4
Toukley - Norah Head	1	2	1310
Toukley - Norah Head	1	3	531
Toukley - Norah Head	1	4	437
Toukley - Norah Head	1	5	170
Toukley - Norah Head	1	6	77
Tuggerah - Kangy Angy	0	1	395
Tuggerah - Kangy Angy	0	2	38
Tuggerah - Kangy Angy	0	3	3
Tuggerah - Kangy Angy	0	4	4
Tuggerah - Kangy Angy	1	2	558
Tuggerah - Kangy Angy	1	3	328
Tuggerah - Kangy Angy	1	4	336
Tuggerah - Kangy Angy	1	5	148
Tuggerah - Kangy Angy	1	6	62
Warnervale - Wadalba	0	1	963
Warnervale - Wadalba	0	2	95
Warnervale - Wadalba	0	3	24
Warnervale - Wadalba	0	4	10
Warnervale - Wadalba	0	5	9
Warnervale - Wadalba	0	6	3
Warnervale - Wadalba	1	2	1705
Warnervale - Wadalba	1	3	1150
Warnervale - Wadalba	1	4	1363
Warnervale - Wadalba	1	5	652
Warnervale - Wadalba	1	6	339
Wyong	0	1	1020
Wyong	0	2	128
Wyong	0	3	11
Wyong	0	4	9
Wyong	1	2	1056
Wyong	1	3	502
Wyong	1	4	443
Wyong	1	5	196
Wyong	1	6	113
Bathurst - East	0	1	827
Bathurst - East	0	2	79
Bathurst - East	0	3	9
Bathurst - East	0	4	5
Bathurst - East	0	5	6
Bathurst - East	1	2	1343
Bathurst - East	1	3	685
Bathurst - East	1	4	731
Bathurst - East	1	5	340
Bathurst - East	1	6	175
Bathurst Surrounds	0	1	508
Bathurst Surrounds	0	2	47
Bathurst Surrounds	0	3	4
Bathurst Surrounds	1	2	875
Bathurst Surrounds	1	3	335
Bathurst Surrounds	1	4	318
Bathurst Surrounds	1	5	177
Bathurst Surrounds	1	6	109
Oberon	0	1	549
Oberon	0	2	37
Oberon	0	3	5
Oberon	1	2	686
Oberon	1	3	199
Oberon	1	4	183
Oberon	1	5	84
Oberon	1	6	48
Bathurst - South	0	1	1893
Bathurst - South	0	2	172
Bathurst - South	0	3	50
Bathurst - South	0	4	14
Bathurst - South	0	5	11
Bathurst - South	1	2	1285
Bathurst - South	1	3	460
Bathurst - South	1	4	307
Bathurst - South	1	5	131
Bathurst - South	1	6	54
Bathurst - West	0	1	1215
Bathurst - West	0	2	112
Bathurst - West	0	3	32
Bathurst - West	0	4	3
Bathurst - West	0	5	4
Bathurst - West	1	2	1726
Bathurst - West	1	3	787
Bathurst - West	1	4	833
Bathurst - West	1	5	366
Bathurst - West	1	6	159
Condobolin	0	1	720
Condobolin	0	2	34
Condobolin	0	3	3
Condobolin	1	2	745
Condobolin	1	3	301
Condobolin	1	4	241
Condobolin	1	5	168
Condobolin	1	6	78
Cowra	0	1	1301
Cowra	0	2	74
Cowra	0	3	4
Cowra	1	2	1255
Cowra	1	3	455
Cowra	1	4	370
Cowra	1	5	194
Cowra	1	6	98
Cowra Surrounds	0	1	616
Cowra Surrounds	0	2	70
Cowra Surrounds	0	3	7
Cowra Surrounds	0	4	3
Cowra Surrounds	1	2	847
Cowra Surrounds	1	3	276
Cowra Surrounds	1	4	202
Cowra Surrounds	1	5	117
Cowra Surrounds	1	6	55
Forbes	0	1	1185
Forbes	0	2	79
Forbes	0	3	7
Forbes	1	2	1340
Forbes	1	3	426
Forbes	1	4	413
Forbes	1	5	231
Forbes	1	6	122
Grenfell	0	1	514
Grenfell	0	2	22
Grenfell	1	2	560
Grenfell	1	3	162
Grenfell	1	4	137
Grenfell	1	5	63
Grenfell	1	6	35
Parkes (NSW)	0	1	1279
Parkes (NSW)	0	2	82
Parkes (NSW)	0	3	19
Parkes (NSW)	0	4	4
Parkes (NSW)	0	5	3
Parkes (NSW)	1	2	1313
Parkes (NSW)	1	3	542
Parkes (NSW)	1	4	488
Parkes (NSW)	1	5	285
Parkes (NSW)	1	6	134
Parkes Surrounds	0	1	371
Parkes Surrounds	0	2	28
Parkes Surrounds	1	2	399
Parkes Surrounds	1	3	148
Parkes Surrounds	1	4	123
Parkes Surrounds	1	5	84
Parkes Surrounds	1	6	45
West Wyalong	0	1	675
West Wyalong	0	2	29
West Wyalong	0	3	8
West Wyalong	1	2	740
West Wyalong	1	3	277
West Wyalong	1	4	221
West Wyalong	1	5	127
West Wyalong	1	6	65
Lithgow	0	1	1963
Lithgow	0	2	126
Lithgow	0	3	15
Lithgow	0	4	6
Lithgow	1	2	1631
Lithgow	1	3	552
Lithgow	1	4	535
Lithgow	1	5	210
Lithgow	1	6	114
Lithgow Surrounds	0	1	869
Lithgow Surrounds	0	2	53
Lithgow Surrounds	1	2	1145
Lithgow Surrounds	1	3	443
Lithgow Surrounds	1	4	368
Lithgow Surrounds	1	5	191
Lithgow Surrounds	1	6	99
Mudgee	0	1	1306
Mudgee	0	2	125
Mudgee	0	3	27
Mudgee	0	4	7
Mudgee	1	2	1487
Mudgee	1	3	706
Mudgee	1	4	628
Mudgee	1	5	308
Mudgee	1	6	131
Mudgee Surrounds - East	0	1	563
Mudgee Surrounds - East	0	2	30
Mudgee Surrounds - East	1	2	528
Mudgee Surrounds - East	1	3	144
Mudgee Surrounds - East	1	4	108
Mudgee Surrounds - East	1	5	55
Mudgee Surrounds - East	1	6	23
Mudgee Surrounds - West	0	1	1035
Mudgee Surrounds - West	0	2	80
Mudgee Surrounds - West	0	3	10
Mudgee Surrounds - West	1	2	1414
Mudgee Surrounds - West	1	3	476
Mudgee Surrounds - West	1	4	519
Mudgee Surrounds - West	1	5	307
Mudgee Surrounds - West	1	6	141
Blayney	0	1	708
Blayney	0	2	42
Blayney	0	3	4
Blayney	1	2	968
Blayney	1	3	408
Blayney	1	4	343
Blayney	1	5	199
Blayney	1	6	97
Orange	0	1	2756
Orange	0	2	187
Orange	0	3	52
Orange	0	4	19
Orange	0	5	3
Orange	0	6	3
Orange	1	2	2276
Orange	1	3	922
Orange	1	4	799
Orange	1	5	390
Orange	1	6	173
Orange - North	0	1	1804
Orange - North	0	2	171
Orange - North	0	3	36
Orange - North	0	4	19
Orange - North	0	5	7
Orange - North	0	6	3
Orange - North	1	2	2475
Orange - North	1	3	1218
Orange - North	1	4	1324
Orange - North	1	5	674
Orange - North	1	6	301
Orange Surrounds	0	1	889
Orange Surrounds	0	2	38
Orange Surrounds	0	3	8
Orange Surrounds	1	2	1523
Orange Surrounds	1	3	594
Orange Surrounds	1	4	565
Orange Surrounds	1	5	374
Orange Surrounds	1	6	166
Grafton	0	1	2508
Grafton	0	2	225
Grafton	0	3	16
Grafton	0	4	7
Grafton	1	2	2441
Grafton	1	3	1011
Grafton	1	4	811
Grafton	1	5	391
Grafton	1	6	206
Grafton Surrounds	0	1	1356
Grafton Surrounds	0	2	186
Grafton Surrounds	0	3	11
Grafton Surrounds	0	4	4
Grafton Surrounds	1	2	2301
Grafton Surrounds	1	3	813
Grafton Surrounds	1	4	627
Grafton Surrounds	1	5	332
Grafton Surrounds	1	6	225
Maclean - Yamba - Iluka	0	1	2124
Maclean - Yamba - Iluka	0	2	204
Maclean - Yamba - Iluka	0	3	23
Maclean - Yamba - Iluka	1	2	3050
Maclean - Yamba - Iluka	1	3	769
Maclean - Yamba - Iluka	1	4	689
Maclean - Yamba - Iluka	1	5	267
Maclean - Yamba - Iluka	1	6	154
Bellingen	0	1	595
Bellingen	0	2	81
Bellingen	0	3	13
Bellingen	0	4	3
Bellingen	1	2	733
Bellingen	1	3	338
Bellingen	1	4	308
Bellingen	1	5	125
Bellingen	1	6	64
Coffs Harbour - North	0	1	2280
Coffs Harbour - North	0	2	221
Coffs Harbour - North	0	3	39
Coffs Harbour - North	0	4	19
Coffs Harbour - North	0	5	9
Coffs Harbour - North	0	6	4
Coffs Harbour - North	1	2	2285
Coffs Harbour - North	1	3	925
Coffs Harbour - North	1	4	801
Coffs Harbour - North	1	5	351
Coffs Harbour - North	1	6	227
Coffs Harbour - South	0	1	1488
Coffs Harbour - South	0	2	137
Coffs Harbour - South	0	3	31
Coffs Harbour - South	0	4	3
Coffs Harbour - South	1	2	1357
Coffs Harbour - South	1	3	532
Coffs Harbour - South	1	4	421
Coffs Harbour - South	1	5	200
Coffs Harbour - South	1	6	126
Coramba - Nana Glen - Bucca	0	1	227
Coramba - Nana Glen - Bucca	0	2	33
Coramba - Nana Glen - Bucca	0	3	3
Coramba - Nana Glen - Bucca	1	2	495
Coramba - Nana Glen - Bucca	1	3	190
Coramba - Nana Glen - Bucca	1	4	204
Coramba - Nana Glen - Bucca	1	5	99
Coramba - Nana Glen - Bucca	1	6	70
Dorrigo	0	1	489
Dorrigo	0	2	46
Dorrigo	1	2	510
Dorrigo	1	3	132
Dorrigo	1	4	133
Dorrigo	1	5	51
Dorrigo	1	6	22
Korora - Emerald Beach	0	1	645
Korora - Emerald Beach	0	2	67
Korora - Emerald Beach	0	3	15
Korora - Emerald Beach	0	4	4
Korora - Emerald Beach	1	2	1415
Korora - Emerald Beach	1	3	554
Korora - Emerald Beach	1	4	582
Korora - Emerald Beach	1	5	273
Korora - Emerald Beach	1	6	112
Sawtell - Boambee	0	1	2111
Sawtell - Boambee	0	2	195
Sawtell - Boambee	0	3	26
Sawtell - Boambee	0	4	12
Sawtell - Boambee	1	2	2568
Sawtell - Boambee	1	3	1147
Sawtell - Boambee	1	4	977
Sawtell - Boambee	1	5	431
Sawtell - Boambee	1	6	245
Urunga	0	1	578
Urunga	0	2	68
Urunga	0	3	6
Urunga	0	4	4
Urunga	1	2	749
Urunga	1	3	237
Urunga	1	4	183
Urunga	1	5	101
Urunga	1	6	36
Woolgoolga - Arrawarra	0	1	1352
Woolgoolga - Arrawarra	0	2	163
Woolgoolga - Arrawarra	0	3	31
Woolgoolga - Arrawarra	0	4	13
Woolgoolga - Arrawarra	0	5	8
Woolgoolga - Arrawarra	0	6	13
Woolgoolga - Arrawarra	1	2	1854
Woolgoolga - Arrawarra	1	3	713
Woolgoolga - Arrawarra	1	4	701
Woolgoolga - Arrawarra	1	5	321
Woolgoolga - Arrawarra	1	6	203
Bourke - Brewarrina	0	1	383
Bourke - Brewarrina	0	2	19
Bourke - Brewarrina	0	3	5
Bourke - Brewarrina	0	4	3
Bourke - Brewarrina	1	2	325
Bourke - Brewarrina	1	3	159
Bourke - Brewarrina	1	4	122
Bourke - Brewarrina	1	5	69
Bourke - Brewarrina	1	6	62
Cobar	0	1	481
Cobar	0	2	28
Cobar	0	3	3
Cobar	1	2	450
Cobar	1	3	177
Cobar	1	4	170
Cobar	1	5	79
Cobar	1	6	48
Coonamble	0	1	427
Coonamble	0	2	40
Coonamble	0	3	6
Coonamble	1	2	426
Coonamble	1	3	184
Coonamble	1	4	127
Coonamble	1	5	86
Coonamble	1	6	60
Nyngan - Warren	0	1	563
Nyngan - Warren	0	2	37
Nyngan - Warren	1	2	569
Nyngan - Warren	1	3	212
Nyngan - Warren	1	4	187
Nyngan - Warren	1	5	109
Nyngan - Warren	1	6	61
Walgett - Lightning Ridge	0	1	658
Walgett - Lightning Ridge	0	2	56
Walgett - Lightning Ridge	0	3	9
Walgett - Lightning Ridge	1	2	544
Walgett - Lightning Ridge	1	3	196
Walgett - Lightning Ridge	1	4	142
Walgett - Lightning Ridge	1	5	88
Walgett - Lightning Ridge	1	6	76
Broken Hill	0	1	2713
Broken Hill	0	2	145
Broken Hill	0	3	16
Broken Hill	1	2	2368
Broken Hill	1	3	921
Broken Hill	1	4	731
Broken Hill	1	5	279
Broken Hill	1	6	134
Far West	0	1	285
Far West	0	2	13
Far West	0	5	4
Far West	1	2	231
Far West	1	3	89
Far West	1	4	72
Far West	1	5	44
Far West	1	6	44
Coonabarabran	0	1	939
Coonabarabran	0	2	72
Coonabarabran	0	4	5
Coonabarabran	1	2	1016
Coonabarabran	1	3	337
Coonabarabran	1	4	276
Coonabarabran	1	5	148
Coonabarabran	1	6	91
Dubbo - East	0	1	921
Dubbo - East	0	2	91
Dubbo - East	0	3	21
Dubbo - East	0	4	9
Dubbo - East	1	2	1148
Dubbo - East	1	3	542
Dubbo - East	1	4	522
Dubbo - East	1	5	248
Dubbo - East	1	6	157
Dubbo - South	0	1	2226
Dubbo - South	0	2	210
Dubbo - South	0	3	54
Dubbo - South	0	4	14
Dubbo - South	0	5	8
