SA2_NAME16	FamilyHousehold	UsualResidents.min	occupied_private_dwellings
Normanhurst - Thornleigh - Westleigh	1	5	558
Normanhurst - Thornleigh - Westleigh	1	6	189
Hornsby - East	0	1	1527
Hornsby - East	0	2	163
Hornsby - East	0	3	37
Hornsby - East	0	4	23
Hornsby - East	0	5	3
Hornsby - East	1	2	1403
Hornsby - East	1	3	943
Hornsby - East	1	4	605
Hornsby - East	1	5	164
Hornsby - East	1	6	78
Hornsby - West	0	1	755
Hornsby - West	0	2	61
Hornsby - West	0	3	16
Hornsby - West	0	4	4
Hornsby - West	0	5	3
Hornsby - West	1	2	1046
Hornsby - West	1	3	657
Hornsby - West	1	4	779
Hornsby - West	1	5	280
Hornsby - West	1	6	124
Wahroonga (West) - Waitara	0	1	1127
Wahroonga (West) - Waitara	0	2	75
Wahroonga (West) - Waitara	0	3	13
Wahroonga (West) - Waitara	0	4	7
Wahroonga (West) - Waitara	0	5	6
Wahroonga (West) - Waitara	1	2	1203
Wahroonga (West) - Waitara	1	3	939
Wahroonga (West) - Waitara	1	4	775
Wahroonga (West) - Waitara	1	5	184
Wahroonga (West) - Waitara	1	6	85
Gordon - Killara	0	1	1466
Gordon - Killara	0	2	103
Gordon - Killara	0	3	21
Gordon - Killara	0	4	10
Gordon - Killara	0	5	5
Gordon - Killara	0	6	3
Gordon - Killara	1	2	2285
Gordon - Killara	1	3	1508
Gordon - Killara	1	4	1624
Gordon - Killara	1	5	602
Gordon - Killara	1	6	212
Lindfield - Roseville	0	1	1469
Lindfield - Roseville	0	2	119
Lindfield - Roseville	0	3	25
Lindfield - Roseville	0	4	12
Lindfield - Roseville	0	5	10
Lindfield - Roseville	1	2	2318
Lindfield - Roseville	1	3	1498
Lindfield - Roseville	1	4	1894
Lindfield - Roseville	1	5	743
Lindfield - Roseville	1	6	259
Pymble	0	1	755
Pymble	0	2	54
Pymble	0	3	7
Pymble	0	4	4
Pymble	1	2	1564
Pymble	1	3	1073
Pymble	1	4	1383
Pymble	1	5	555
Pymble	1	6	202
St Ives	0	1	1157
St Ives	0	2	53
St Ives	0	3	5
St Ives	0	4	3
St Ives	0	6	7
St Ives	1	2	2173
St Ives	1	3	1316
St Ives	1	4	1668
St Ives	1	5	661
St Ives	1	6	255
Turramurra	0	1	1339
Turramurra	0	2	63
Turramurra	0	3	12
Turramurra	0	6	5
Turramurra	1	2	2079
Turramurra	1	3	1191
Turramurra	1	4	1506
Turramurra	1	5	593
Turramurra	1	6	176
Wahroonga (East) - Warrawee	0	1	892
Wahroonga (East) - Warrawee	0	2	52
Wahroonga (East) - Warrawee	0	3	8
Wahroonga (East) - Warrawee	0	4	3
Wahroonga (East) - Warrawee	1	2	1753
Wahroonga (East) - Warrawee	1	3	1074
Wahroonga (East) - Warrawee	1	4	1417
Wahroonga (East) - Warrawee	1	5	525
Wahroonga (East) - Warrawee	1	6	210
Cremorne - Cammeray	0	1	2947
Cremorne - Cammeray	0	2	244
Cremorne - Cammeray	0	3	71
Cremorne - Cammeray	0	4	11
Cremorne - Cammeray	0	5	5
Cremorne - Cammeray	1	2	2707
Cremorne - Cammeray	1	3	1097
Cremorne - Cammeray	1	4	997
Cremorne - Cammeray	1	5	249
Cremorne - Cammeray	1	6	59
Crows Nest - Waverton	0	1	2963
Crows Nest - Waverton	0	2	345
Crows Nest - Waverton	0	3	119
Crows Nest - Waverton	0	4	19
Crows Nest - Waverton	0	5	3
Crows Nest - Waverton	0	6	4
Crows Nest - Waverton	1	2	2880
Crows Nest - Waverton	1	3	1154
Crows Nest - Waverton	1	4	731
Crows Nest - Waverton	1	5	136
Crows Nest - Waverton	1	6	29
Neutral Bay - Kirribilli	0	1	3635
Neutral Bay - Kirribilli	0	2	348
Neutral Bay - Kirribilli	0	3	97
Neutral Bay - Kirribilli	0	4	18
Neutral Bay - Kirribilli	1	2	2686
Neutral Bay - Kirribilli	1	3	803
Neutral Bay - Kirribilli	1	4	578
Neutral Bay - Kirribilli	1	5	119
Neutral Bay - Kirribilli	1	6	34
North Sydney - Lavender Bay	0	1	2426
North Sydney - Lavender Bay	0	2	197
North Sydney - Lavender Bay	0	3	44
North Sydney - Lavender Bay	0	4	14
North Sydney - Lavender Bay	0	6	4
North Sydney - Lavender Bay	1	2	2247
North Sydney - Lavender Bay	1	3	632
North Sydney - Lavender Bay	1	4	348
North Sydney - Lavender Bay	1	5	82
North Sydney - Lavender Bay	1	6	24
Mosman - North	0	1	1838
Mosman - North	0	2	103
Mosman - North	0	3	17
Mosman - North	0	4	5
Mosman - North	1	2	1925
Mosman - North	1	3	746
Mosman - North	1	4	717
Mosman - North	1	5	284
Mosman - North	1	6	68
Mosman - South	0	1	1819
Mosman - South	0	2	117
Mosman - South	0	3	12
Mosman - South	1	2	1852
Mosman - South	1	3	751
Mosman - South	1	4	860
Mosman - South	1	5	328
Mosman - South	1	6	90
Balgowlah - Clontarf - Seaforth	0	1	1230
Balgowlah - Clontarf - Seaforth	0	2	129
Balgowlah - Clontarf - Seaforth	0	3	42
Balgowlah - Clontarf - Seaforth	0	4	7
Balgowlah - Clontarf - Seaforth	0	5	3
Balgowlah - Clontarf - Seaforth	1	2	1966
Balgowlah - Clontarf - Seaforth	1	3	1164
Balgowlah - Clontarf - Seaforth	1	4	1687
Balgowlah - Clontarf - Seaforth	1	5	661
Balgowlah - Clontarf - Seaforth	1	6	169
Manly - Fairlight	0	1	2774
Manly - Fairlight	0	2	432
Manly - Fairlight	0	3	196
Manly - Fairlight	0	4	39
Manly - Fairlight	0	5	9
Manly - Fairlight	0	6	6
Manly - Fairlight	1	2	3211
Manly - Fairlight	1	3	1216
Manly - Fairlight	1	4	1104
Manly - Fairlight	1	5	326
Manly - Fairlight	1	6	72
Avalon - Palm Beach	0	1	958
Avalon - Palm Beach	0	2	61
Avalon - Palm Beach	0	3	12
Avalon - Palm Beach	0	4	4
Avalon - Palm Beach	1	2	1613
Avalon - Palm Beach	1	3	643
Avalon - Palm Beach	1	4	779
Avalon - Palm Beach	1	5	403
Avalon - Palm Beach	1	6	141
Bayview - Elanora Heights	0	1	846
Bayview - Elanora Heights	0	2	34
Bayview - Elanora Heights	0	3	11
Bayview - Elanora Heights	0	5	3
Bayview - Elanora Heights	1	2	1215
Bayview - Elanora Heights	1	3	566
Bayview - Elanora Heights	1	4	729
Bayview - Elanora Heights	1	5	338
Bayview - Elanora Heights	1	6	151
Newport - Bilgola	0	1	984
Newport - Bilgola	0	2	73
Newport - Bilgola	0	3	24
Newport - Bilgola	0	4	7
Newport - Bilgola	1	2	1673
Newport - Bilgola	1	3	763
Newport - Bilgola	1	4	924
Newport - Bilgola	1	5	388
Newport - Bilgola	1	6	112
Mona Vale - Warriewood (North)	0	1	1240
Mona Vale - Warriewood (North)	0	2	70
Mona Vale - Warriewood (North)	0	3	18
Mona Vale - Warriewood (North)	0	4	6
Mona Vale - Warriewood (North)	0	5	3
Mona Vale - Warriewood (North)	0	6	3
Mona Vale - Warriewood (North)	1	2	1654
Mona Vale - Warriewood (North)	1	3	733
Mona Vale - Warriewood (North)	1	4	947
Mona Vale - Warriewood (North)	1	5	399
Mona Vale - Warriewood (North)	1	6	148
North Narrabeen - Warriewood (South)	0	1	577
North Narrabeen - Warriewood (South)	0	2	45
North Narrabeen - Warriewood (South)	0	3	5
North Narrabeen - Warriewood (South)	0	4	4
North Narrabeen - Warriewood (South)	1	2	952
North Narrabeen - Warriewood (South)	1	3	658
North Narrabeen - Warriewood (South)	1	4	841
North Narrabeen - Warriewood (South)	1	5	340
North Narrabeen - Warriewood (South)	1	6	129
Beacon Hill - Narraweena	0	1	904
Beacon Hill - Narraweena	0	2	60
Beacon Hill - Narraweena	0	3	18
Beacon Hill - Narraweena	0	4	11
Beacon Hill - Narraweena	1	2	1159
Beacon Hill - Narraweena	1	3	762
Beacon Hill - Narraweena	1	4	1098
Beacon Hill - Narraweena	1	5	463
Beacon Hill - Narraweena	1	6	230
Cromer	0	1	540
Cromer	0	2	26
Cromer	0	3	7
Cromer	0	4	5
Cromer	0	5	5
Cromer	1	2	696
Cromer	1	3	419
Cromer	1	4	624
Cromer	1	5	242
Cromer	1	6	115
Forestville - Killarney Heights	0	1	789
Forestville - Killarney Heights	0	2	26
Forestville - Killarney Heights	0	3	4
Forestville - Killarney Heights	0	4	4
Forestville - Killarney Heights	0	5	3
Forestville - Killarney Heights	1	2	1052
Forestville - Killarney Heights	1	3	690
Forestville - Killarney Heights	1	4	1137
Forestville - Killarney Heights	1	5	459
Forestville - Killarney Heights	1	6	143
Freshwater - Brookvale	0	1	2038
Freshwater - Brookvale	0	2	328
Freshwater - Brookvale	0	3	70
Freshwater - Brookvale	0	4	17
Freshwater - Brookvale	0	5	6
Freshwater - Brookvale	0	6	3
Freshwater - Brookvale	1	2	2593
Freshwater - Brookvale	1	3	1260
Freshwater - Brookvale	1	4	1336
Freshwater - Brookvale	1	5	493
Freshwater - Brookvale	1	6	173
Manly Vale - Allambie Heights	0	1	1281
Manly Vale - Allambie Heights	0	2	121
Manly Vale - Allambie Heights	0	3	18
Manly Vale - Allambie Heights	0	4	7
Manly Vale - Allambie Heights	1	2	1542
Manly Vale - Allambie Heights	1	3	891
Manly Vale - Allambie Heights	1	4	1384
Manly Vale - Allambie Heights	1	5	554
Manly Vale - Allambie Heights	1	6	178
Terrey Hills - Duffys Forest	0	1	182
Terrey Hills - Duffys Forest	0	2	12
Terrey Hills - Duffys Forest	0	3	5
Terrey Hills - Duffys Forest	1	2	372
Terrey Hills - Duffys Forest	1	3	178
Terrey Hills - Duffys Forest	1	4	269
Terrey Hills - Duffys Forest	1	5	113
Terrey Hills - Duffys Forest	1	6	62
Belrose	0	1	568
Belrose	0	2	22
Belrose	1	2	787
Belrose	1	3	455
Belrose	1	4	682
Belrose	1	5	268
Belrose	1	6	94
Collaroy - Collaroy Plateau	0	1	1029
Collaroy - Collaroy Plateau	0	2	114
Collaroy - Collaroy Plateau	0	3	16
Collaroy - Collaroy Plateau	0	4	15
Collaroy - Collaroy Plateau	0	6	4
Collaroy - Collaroy Plateau	1	2	1438
Collaroy - Collaroy Plateau	1	3	795
Collaroy - Collaroy Plateau	1	4	924
Collaroy - Collaroy Plateau	1	5	383
Collaroy - Collaroy Plateau	1	6	167
Dee Why (South) - North Curl Curl	0	1	706
Dee Why (South) - North Curl Curl	0	2	107
Dee Why (South) - North Curl Curl	0	3	29
Dee Why (South) - North Curl Curl	0	5	4
Dee Why (South) - North Curl Curl	0	6	6
Dee Why (South) - North Curl Curl	1	2	890
Dee Why (South) - North Curl Curl	1	3	506
Dee Why (South) - North Curl Curl	1	4	609
Dee Why (South) - North Curl Curl	1	5	262
Dee Why (South) - North Curl Curl	1	6	100
Dee Why - North	0	1	2320
Dee Why - North	0	2	343
Dee Why - North	0	3	68
Dee Why - North	0	4	27
Dee Why - North	0	5	12
Dee Why - North	1	2	2527
Dee Why - North	1	3	1242
Dee Why - North	1	4	876
Dee Why - North	1	5	181
Dee Why - North	1	6	105
Frenchs Forest - Oxford Falls	0	1	604
Frenchs Forest - Oxford Falls	0	2	46
Frenchs Forest - Oxford Falls	0	3	13
Frenchs Forest - Oxford Falls	0	4	14
Frenchs Forest - Oxford Falls	1	2	1350
Frenchs Forest - Oxford Falls	1	3	936
Frenchs Forest - Oxford Falls	1	4	1556
Frenchs Forest - Oxford Falls	1	5	576
Frenchs Forest - Oxford Falls	1	6	222
Narrabeen - Wheeler Heights	0	1	1490
Narrabeen - Wheeler Heights	0	2	99
Narrabeen - Wheeler Heights	0	3	17
Narrabeen - Wheeler Heights	0	4	5
Narrabeen - Wheeler Heights	1	2	1435
Narrabeen - Wheeler Heights	1	3	602
Narrabeen - Wheeler Heights	1	4	607
Narrabeen - Wheeler Heights	1	5	200
Narrabeen - Wheeler Heights	1	6	80
Camden - Ellis Lane	0	1	1006
Camden - Ellis Lane	0	2	63
Camden - Ellis Lane	0	3	8
Camden - Ellis Lane	0	4	5
Camden - Ellis Lane	1	2	1362
Camden - Ellis Lane	1	3	671
Camden - Ellis Lane	1	4	788
Camden - Ellis Lane	1	5	432
Camden - Ellis Lane	1	6	173
Currans Hill	0	1	326
Currans Hill	0	2	22
Currans Hill	0	3	8
Currans Hill	1	2	541
Currans Hill	1	3	408
Currans Hill	1	4	453
Currans Hill	1	5	190
Currans Hill	1	6	125
Elderslie - Narellan	0	1	818
Elderslie - Narellan	0	2	64
Elderslie - Narellan	0	3	6
Elderslie - Narellan	0	4	3
Elderslie - Narellan	1	2	1303
Elderslie - Narellan	1	3	789
Elderslie - Narellan	1	4	977
Elderslie - Narellan	1	5	496
Elderslie - Narellan	1	6	201
Harrington Park	0	1	301
Harrington Park	0	2	23
Harrington Park	0	3	3
Harrington Park	0	5	4
Harrington Park	1	2	728
Harrington Park	1	3	527
Harrington Park	1	4	895
Harrington Park	1	5	514
Harrington Park	1	6	230
Mount Annan	0	1	757
Mount Annan	0	2	78
Mount Annan	0	3	12
Mount Annan	1	2	1461
Mount Annan	1	3	1121
Mount Annan	1	4	1439
Mount Annan	1	5	701
Mount Annan	1	6	324
Spring Farm	0	1	367
Spring Farm	0	2	44
Spring Farm	0	3	6
Spring Farm	0	4	3
Spring Farm	1	2	861
Spring Farm	1	3	699
Spring Farm	1	4	687
Spring Farm	1	5	310
Spring Farm	1	6	122
Bradbury - Wedderburn	0	1	1301
Bradbury - Wedderburn	0	2	152
Bradbury - Wedderburn	0	3	18
Bradbury - Wedderburn	0	4	5
Bradbury - Wedderburn	0	5	4
Bradbury - Wedderburn	0	6	3
Bradbury - Wedderburn	1	2	1713
Bradbury - Wedderburn	1	3	1220
Bradbury - Wedderburn	1	4	1084
Bradbury - Wedderburn	1	5	582
Bradbury - Wedderburn	1	6	427
Campbelltown - Woodbine	0	1	2276
Campbelltown - Woodbine	0	2	229
Campbelltown - Woodbine	0	3	43
Campbelltown - Woodbine	0	4	9
Campbelltown - Woodbine	0	5	8
Campbelltown - Woodbine	0	6	3
Campbelltown - Woodbine	1	2	2148
Campbelltown - Woodbine	1	3	1243
Campbelltown - Woodbine	1	4	1099
Campbelltown - Woodbine	1	5	527
Campbelltown - Woodbine	1	6	374
Claymore - Eagle Vale - Raby	0	1	1010
Claymore - Eagle Vale - Raby	0	2	123
Claymore - Eagle Vale - Raby	0	3	9
Claymore - Eagle Vale - Raby	0	4	7
Claymore - Eagle Vale - Raby	0	5	4
Claymore - Eagle Vale - Raby	1	2	1724
Claymore - Eagle Vale - Raby	1	3	1234
Claymore - Eagle Vale - Raby	1	4	1194
Claymore - Eagle Vale - Raby	1	5	619
Claymore - Eagle Vale - Raby	1	6	423
Leumeah - Minto Heights	0	1	1343
Leumeah - Minto Heights	0	2	113
Leumeah - Minto Heights	0	3	21
Leumeah - Minto Heights	0	4	8
Leumeah - Minto Heights	1	2	1607
Leumeah - Minto Heights	1	3	1034
Leumeah - Minto Heights	1	4	845
Leumeah - Minto Heights	1	5	431
Leumeah - Minto Heights	1	6	351
Minto - St Andrews	0	1	1117
Minto - St Andrews	0	2	112
Minto - St Andrews	0	3	20
Minto - St Andrews	0	4	3
Minto - St Andrews	0	6	3
Minto - St Andrews	1	2	1521
Minto - St Andrews	1	3	1225
Minto - St Andrews	1	4	1425
Minto - St Andrews	1	5	644
Minto - St Andrews	1	6	468
Rosemeadow - Glen Alpine	0	1	1210
Rosemeadow - Glen Alpine	0	2	115
Rosemeadow - Glen Alpine	0	3	7
Rosemeadow - Glen Alpine	0	4	3
Rosemeadow - Glen Alpine	1	2	2086
Rosemeadow - Glen Alpine	1	3	1292
Rosemeadow - Glen Alpine	1	4	1120
Rosemeadow - Glen Alpine	1	5	547
Rosemeadow - Glen Alpine	1	6	465
Denham Court - Bardia	0	1	475
Denham Court - Bardia	0	2	44
Denham Court - Bardia	0	3	5
Denham Court - Bardia	1	2	913
Denham Court - Bardia	1	3	923
Denham Court - Bardia	1	4	1113
Denham Court - Bardia	1	5	482
Denham Court - Bardia	1	6	318
Glenfield	0	1	514
Glenfield	0	2	50
Glenfield	0	3	8
Glenfield	0	4	4
Glenfield	0	5	4
Glenfield	1	2	785
Glenfield	1	3	682
Glenfield	1	4	771
Glenfield	1	5	269
Glenfield	1	6	149
Ingleburn	0	1	1144
Ingleburn	0	2	110
Ingleburn	0	3	24
Ingleburn	0	4	6
Ingleburn	0	5	3
Ingleburn	1	2	1430
Ingleburn	1	3	1070
Ingleburn	1	4	984
Ingleburn	1	5	445
Ingleburn	1	6	330
Macquarie Fields	0	1	1009
Macquarie Fields	0	2	88
Macquarie Fields	0	3	10
Macquarie Fields	1	2	1116
Macquarie Fields	1	3	898
Macquarie Fields	1	4	872
Macquarie Fields	1	5	356
Macquarie Fields	1	6	272
Bargo	0	1	403
Bargo	0	2	25
Bargo	1	2	608
Bargo	1	3	302
Bargo	1	4	306
Bargo	1	5	202
Bargo	1	6	134
Douglas Park - Appin	0	1	443
Douglas Park - Appin	0	2	33
Douglas Park - Appin	1	2	948
Douglas Park - Appin	1	3	506
Douglas Park - Appin	1	4	752
Douglas Park - Appin	1	5	415
Douglas Park - Appin	1	6	226
Picton - Tahmoor - Buxton	0	1	1360
Picton - Tahmoor - Buxton	0	2	97
Picton - Tahmoor - Buxton	0	3	9
Picton - Tahmoor - Buxton	0	5	3
Picton - Tahmoor - Buxton	1	2	2039
Picton - Tahmoor - Buxton	1	3	1030
Picton - Tahmoor - Buxton	1	4	1138
Picton - Tahmoor - Buxton	1	5	556
Picton - Tahmoor - Buxton	1	6	308
The Oaks - Oakdale	0	1	386
The Oaks - Oakdale	0	2	38
The Oaks - Oakdale	0	3	4
The Oaks - Oakdale	0	4	4
The Oaks - Oakdale	1	2	886
The Oaks - Oakdale	1	3	474
The Oaks - Oakdale	1	4	571
The Oaks - Oakdale	1	5	350
The Oaks - Oakdale	1	6	248
Blackheath - Megalong Valley	0	1	932
Blackheath - Megalong Valley	0	2	70
Blackheath - Megalong Valley	0	3	9
Blackheath - Megalong Valley	0	4	6
Blackheath - Megalong Valley	1	2	965
Blackheath - Megalong Valley	1	3	322
Blackheath - Megalong Valley	1	4	205
Blackheath - Megalong Valley	1	5	73
Blackheath - Megalong Valley	1	6	27
Blaxland - Warrimoo - Lapstone	0	1	1240
Blaxland - Warrimoo - Lapstone	0	2	95
Blaxland - Warrimoo - Lapstone	0	3	11
Blaxland - Warrimoo - Lapstone	0	4	4
Blaxland - Warrimoo - Lapstone	1	2	2250
Blaxland - Warrimoo - Lapstone	1	3	1110
Blaxland - Warrimoo - Lapstone	1	4	1272
Blaxland - Warrimoo - Lapstone	1	5	548
Blaxland - Warrimoo - Lapstone	1	6	227
Blue Mountains - North	0	1	5
Katoomba - Leura	0	1	2327
Katoomba - Leura	0	2	207
Katoomba - Leura	0	3	33
Katoomba - Leura	0	4	6
Katoomba - Leura	0	5	3
Katoomba - Leura	1	2	2013
Katoomba - Leura	1	3	650
Katoomba - Leura	1	4	528
Katoomba - Leura	1	5	174
Katoomba - Leura	1	6	87
Lawson - Hazelbrook - Linden	0	1	1125
Lawson - Hazelbrook - Linden	0	2	84
Lawson - Hazelbrook - Linden	0	3	15
Lawson - Hazelbrook - Linden	0	4	5
Lawson - Hazelbrook - Linden	1	2	1439
Lawson - Hazelbrook - Linden	1	3	736
Lawson - Hazelbrook - Linden	1	4	641
Lawson - Hazelbrook - Linden	1	5	266
Lawson - Hazelbrook - Linden	1	6	120
Springwood - Winmalee	0	1	1771
Springwood - Winmalee	0	2	105
Springwood - Winmalee	0	3	5
Springwood - Winmalee	0	4	3
Springwood - Winmalee	1	2	2735
Springwood - Winmalee	1	3	1225
Springwood - Winmalee	1	4	1366
Springwood - Winmalee	1	5	609
Springwood - Winmalee	1	6	229
Wentworth Falls	0	1	728
Wentworth Falls	0	2	72
Wentworth Falls	0	3	3
Wentworth Falls	1	2	968
Wentworth Falls	1	3	338
Wentworth Falls	1	4	297
Wentworth Falls	1	5	122
Wentworth Falls	1	6	48
Blue Mountains - South	0	1	4
Cambridge Park	0	1	1090
Cambridge Park	0	2	127
Cambridge Park	0	3	12
Cambridge Park	0	4	5
Cambridge Park	1	2	1728
Cambridge Park	1	3	991
Cambridge Park	1	4	917
Cambridge Park	1	5	424
Cambridge Park	1	6	235
Emu Plains - Leonay	0	1	1032
Emu Plains - Leonay	0	2	61
Emu Plains - Leonay	0	3	9
Emu Plains - Leonay	0	4	3
Emu Plains - Leonay	0	5	4
Emu Plains - Leonay	1	2	1540
Emu Plains - Leonay	1	3	857
Emu Plains - Leonay	1	4	896
Emu Plains - Leonay	1	5	389
Emu Plains - Leonay	1	6	165
Glenmore Park - Regentville	0	1	845
Glenmore Park - Regentville	0	2	69
Glenmore Park - Regentville	0	3	6
Glenmore Park - Regentville	0	4	3
Glenmore Park - Regentville	1	2	1788
Glenmore Park - Regentville	1	3	1347
Glenmore Park - Regentville	1	4	1553
Glenmore Park - Regentville	1	5	741
Glenmore Park - Regentville	1	6	326
Jamisontown - South Penrith	0	1	1601
Jamisontown - South Penrith	0	2	132
Jamisontown - South Penrith	0	3	23
Jamisontown - South Penrith	0	4	5
Jamisontown - South Penrith	1	2	1958
Jamisontown - South Penrith	1	3	1042
Jamisontown - South Penrith	1	4	995
Jamisontown - South Penrith	1	5	427
Jamisontown - South Penrith	1	6	223
Kingswood - Werrington	0	1	2216
Kingswood - Werrington	0	2	247
Kingswood - Werrington	0	3	30
Kingswood - Werrington	0	4	5
Kingswood - Werrington	0	5	3
Kingswood - Werrington	1	2	2038
Kingswood - Werrington	1	3	1503
Kingswood - Werrington	1	4	1447
Kingswood - Werrington	1	5	606
Kingswood - Werrington	1	6	378
Mulgoa - Luddenham - Orchard Hills	0	1	447
Mulgoa - Luddenham - Orchard Hills	0	2	34
Mulgoa - Luddenham - Orchard Hills	0	3	4
Mulgoa - Luddenham - Orchard Hills	0	6	3
Mulgoa - Luddenham - Orchard Hills	1	2	866
Mulgoa - Luddenham - Orchard Hills	1	3	602
Mulgoa - Luddenham - Orchard Hills	1	4	850
Mulgoa - Luddenham - Orchard Hills	1	5	459
Mulgoa - Luddenham - Orchard Hills	1	6	284
Penrith	0	1	3234
Penrith	0	2	328
Penrith	0	3	43
Penrith	0	4	14
Penrith	0	5	9
Penrith	1	2	2249
Penrith	1	3	961
Penrith	1	4	651
Penrith	1	5	234
Penrith	1	6	125
Warragamba - Silverdale	0	1	266
Warragamba - Silverdale	0	2	18
Warragamba - Silverdale	0	3	3
Warragamba - Silverdale	1	2	532
Warragamba - Silverdale	1	3	336
Warragamba - Silverdale	1	4	396
Warragamba - Silverdale	1	5	210
Warragamba - Silverdale	1	6	115
Cranebrook - Castlereagh	0	1	914
Cranebrook - Castlereagh	0	2	87
Cranebrook - Castlereagh	0	3	8
Cranebrook - Castlereagh	0	5	4
Cranebrook - Castlereagh	1	2	1506
Cranebrook - Castlereagh	1	3	1076
Cranebrook - Castlereagh	1	4	1018
Cranebrook - Castlereagh	1	5	539
Cranebrook - Castlereagh	1	6	322
Jordan Springs - Llandilo	0	1	441
Jordan Springs - Llandilo	0	2	67
Jordan Springs - Llandilo	0	3	16
Jordan Springs - Llandilo	0	4	5
Jordan Springs - Llandilo	0	6	5
Jordan Springs - Llandilo	1	2	910
Jordan Springs - Llandilo	1	3	856
Jordan Springs - Llandilo	1	4	989
Jordan Springs - Llandilo	1	5	479
Jordan Springs - Llandilo	1	6	258
Richmond - Clarendon	0	1	1760
Richmond - Clarendon	0	2	127
Richmond - Clarendon	0	3	17
Richmond - Clarendon	0	4	10
Richmond - Clarendon	1	2	1785
Richmond - Clarendon	1	3	864
Richmond - Clarendon	1	4	697
Richmond - Clarendon	1	5	334
Richmond - Clarendon	1	6	181
Windsor - Bligh Park	0	1	1364
Windsor - Bligh Park	0	2	126
Windsor - Bligh Park	0	3	17
Windsor - Bligh Park	0	4	6
Windsor - Bligh Park	1	2	1588
Windsor - Bligh Park	1	3	977
Windsor - Bligh Park	1	4	824
Windsor - Bligh Park	1	5	386
Windsor - Bligh Park	1	6	228
Yarramundi - Londonderry	0	1	246
Yarramundi - Londonderry	0	2	30
Yarramundi - Londonderry	0	3	3
Yarramundi - Londonderry	1	2	485
Yarramundi - Londonderry	1	3	285
Yarramundi - Londonderry	1	4	377
Yarramundi - Londonderry	1	5	201
Yarramundi - Londonderry	1	6	189
Erskine Park	0	1	231
Erskine Park	0	2	24
Erskine Park	0	3	4
Erskine Park	0	4	5
Erskine Park	1	2	530
Erskine Park	1	3	383
Erskine Park	1	4	477
Erskine Park	1	5	205
Erskine Park	1	6	128
St Clair	0	1	902
St Clair	0	2	90
St Clair	0	3	11
St Clair	0	4	4
St Clair	1	2	1812
St Clair	1	3	1243
St Clair	1	4	1264
St Clair	1	5	601
St Clair	1	6	398
Colyton - Oxley Park	0	1	901
Colyton - Oxley Park	0	2	114
Colyton - Oxley Park	0	3	15
Colyton - Oxley Park	0	4	4
Colyton - Oxley Park	1	2	1154
Colyton - Oxley Park	1	3	767
Colyton - Oxley Park	1	4	718
Colyton - Oxley Park	1	5	342
Colyton - Oxley Park	1	6	257
St Marys - North St Marys	0	1	1839
St Marys - North St Marys	0	2	208
St Marys - North St Marys	0	3	37
St Marys - North St Marys	0	4	9
St Marys - North St Marys	0	5	5
St Marys - North St Marys	1	2	1529
St Marys - North St Marys	1	3	1036
St Marys - North St Marys	1	4	780
St Marys - North St Marys	1	5	335
St Marys - North St Marys	1	6	310
Auburn - Central	0	1	798
Auburn - Central	0	2	178
Auburn - Central	0	3	151
Auburn - Central	0	4	142
Auburn - Central	0	5	71
Auburn - Central	0	6	73
Auburn - Central	1	2	974
Auburn - Central	1	3	820
Auburn - Central	1	4	844
Auburn - Central	1	5	595
Auburn - Central	1	6	604
Auburn - North	0	1	662
Auburn - North	0	2	172
Auburn - North	0	3	158
Auburn - North	0	4	125
Auburn - North	0	5	57
Auburn - North	0	6	18
Auburn - North	1	2	611
Auburn - North	1	3	572
Auburn - North	1	4	516
Auburn - North	1	5	254
Auburn - North	1	6	197
Auburn - South	0	1	353
Auburn - South	0	2	33
Auburn - South	0	3	23
Auburn - South	0	4	20
Auburn - South	0	5	15
Auburn - South	0	6	11
Auburn - South	1	2	461
Auburn - South	1	3	367
Auburn - South	1	4	385
Auburn - South	1	5	252
Auburn - South	1	6	357
Berala	0	1	521
Berala	0	2	82
Berala	0	3	45
Berala	0	4	19
Berala	0	5	13
Berala	0	6	11
Berala	1	2	624
Berala	1	3	487
Berala	1	4	440
Berala	1	5	217
Berala	1	6	241
Lidcombe	0	1	1060
Lidcombe	0	2	274
Lidcombe	0	3	150
Lidcombe	0	4	88
Lidcombe	0	5	65
Lidcombe	0	6	24
Lidcombe	1	2	1635
Lidcombe	1	3	1309
Lidcombe	1	4	1144
Lidcombe	1	5	512
Lidcombe	1	6	437
Regents Park	0	1	360
Regents Park	0	2	48
Regents Park	0	3	22
Regents Park	0	4	9
Regents Park	0	5	5
Regents Park	0	6	5
Regents Park	1	2	345
Regents Park	1	3	266
Regents Park	1	4	264
Regents Park	1	5	130
Regents Park	1	6	148
Silverwater - Newington	0	1	498
Silverwater - Newington	0	2	44
Silverwater - Newington	0	3	12
Silverwater - Newington	0	4	5
Silverwater - Newington	1	2	726
Silverwater - Newington	1	3	523
Silverwater - Newington	1	4	616
Silverwater - Newington	1	5	187
Silverwater - Newington	1	6	93
Wentworth Point - Sydney Olympic Park	0	1	2889
Wentworth Point - Sydney Olympic Park	0	2	474
Wentworth Point - Sydney Olympic Park	0	3	87
Wentworth Point - Sydney Olympic Park	0	4	7
Wentworth Point - Sydney Olympic Park	0	5	3
Wentworth Point - Sydney Olympic Park	1	2	3525
Wentworth Point - Sydney Olympic Park	1	3	1432
Wentworth Point - Sydney Olympic Park	1	4	702
