SA2_NAME16	HomeCensusNight	Sex	persons
Pendle Hill - Girraween	1	F	6706
Pendle Hill - Girraween	1	M	6915
Wentworthville - Westmead	0	F	142
Wentworthville - Westmead	0	M	154
Wentworthville - Westmead	1	F	10319
Wentworthville - Westmead	1	M	10954
Parramatta - North	0	F	136
Parramatta - North	0	M	129
Parramatta - North	1	F	5598
Parramatta - North	1	M	6202
Parramatta - South	0	F	93
Parramatta - South	0	M	116
Parramatta - South	1	F	4452
Parramatta - South	1	M	5206
Rosehill - Harris Park	0	F	86
Rosehill - Harris Park	0	M	98
Rosehill - Harris Park	1	F	4081
Rosehill - Harris Park	1	M	4771
Pennant Hills - Cheltenham	0	F	311
Pennant Hills - Cheltenham	0	M	282
Pennant Hills - Cheltenham	1	F	11030
Pennant Hills - Cheltenham	1	M	10119
Epping (East) - North Epping	0	F	119
Epping (East) - North Epping	0	M	112
Epping (East) - North Epping	1	F	7255
Epping (East) - North Epping	1	M	6917
Epping (NSW) - West	0	F	166
Epping (NSW) - West	0	M	178
Epping (NSW) - West	1	F	9476
Epping (NSW) - West	1	M	8870
Gladesville - Huntleys Point	0	F	248
Gladesville - Huntleys Point	0	M	191
Gladesville - Huntleys Point	1	F	7734
Gladesville - Huntleys Point	1	M	7276
Hunters Hill - Woolwich	0	F	382
Hunters Hill - Woolwich	0	M	355
Hunters Hill - Woolwich	1	F	4669
Hunters Hill - Woolwich	1	M	4432
Macquarie Park - Marsfield	0	F	354
Macquarie Park - Marsfield	0	M	315
Macquarie Park - Marsfield	1	F	11924
Macquarie Park - Marsfield	1	M	11227
North Ryde - East Ryde	0	F	230
North Ryde - East Ryde	0	M	263
North Ryde - East Ryde	1	F	7673
North Ryde - East Ryde	1	M	7461
West Ryde - Meadowbank	0	F	229
West Ryde - Meadowbank	0	M	238
West Ryde - Meadowbank	1	F	9960
West Ryde - Meadowbank	1	M	9677
Putney	0	F	57
Putney	0	M	60
Putney	1	F	2081
Putney	1	M	1963
Denistone	0	F	73
Denistone	0	M	66
Denistone	1	F	3447
Denistone	1	M	3385
Eastwood	0	F	222
Eastwood	0	M	220
Eastwood	1	F	9413
Eastwood	1	M	9124
Ryde - North	0	F	308
Ryde - North	0	M	229
Ryde - North	1	F	10131
Ryde - North	1	M	9622
Ryde - South	0	F	88
Ryde - South	0	M	105
Ryde - South	1	F	6096
Ryde - South	1	M	5682
Ashcroft - Busby - Miller	0	F	204
Ashcroft - Busby - Miller	0	M	233
Ashcroft - Busby - Miller	1	F	8883
Ashcroft - Busby - Miller	1	M	8648
Austral - Greendale	0	F	121
Austral - Greendale	0	M	151
Austral - Greendale	1	F	5951
Austral - Greendale	1	M	6306
Badgerys Creek	1	F	11
Badgerys Creek	1	M	10
Cecil Hills	0	F	50
Cecil Hills	0	M	63
Cecil Hills	1	F	3384
Cecil Hills	1	M	3405
Green Valley	0	F	106
Green Valley	0	M	97
Green Valley	1	F	6432
Green Valley	1	M	6287
Hinchinbrook	0	F	80
Hinchinbrook	0	M	87
Hinchinbrook	1	F	6557
Hinchinbrook	1	M	6309
Hoxton Park - Carnes Hill - Horningsea Park	0	F	71
Hoxton Park - Carnes Hill - Horningsea Park	0	M	75
Hoxton Park - Carnes Hill - Horningsea Park	1	F	6623
Hoxton Park - Carnes Hill - Horningsea Park	1	M	6494
West Hoxton - Middleton Grange	0	F	93
West Hoxton - Middleton Grange	0	M	108
West Hoxton - Middleton Grange	1	F	8558
West Hoxton - Middleton Grange	1	M	8432
Cobbitty - Bringelly	0	F	48
Cobbitty - Bringelly	0	M	70
Cobbitty - Bringelly	1	F	2390
Cobbitty - Bringelly	1	M	2250
Gledswood Hills - Gregory Hills	0	F	89
Gledswood Hills - Gregory Hills	0	M	107
Gledswood Hills - Gregory Hills	1	F	7125
Gledswood Hills - Gregory Hills	1	M	6969
Leppington - Catherine Field	0	F	119
Leppington - Catherine Field	0	M	112
Leppington - Catherine Field	1	F	6185
Leppington - Catherine Field	1	M	6136
Oran Park	0	F	105
Oran Park	0	M	139
Oran Park	1	F	8797
Oran Park	1	M	8584
Bonnyrigg Heights - Bonnyrigg	0	F	165
Bonnyrigg Heights - Bonnyrigg	0	M	148
Bonnyrigg Heights - Bonnyrigg	1	F	8620
Bonnyrigg Heights - Bonnyrigg	1	M	8218
Bossley Park - Abbotsbury	0	F	195
Bossley Park - Abbotsbury	0	M	201
Bossley Park - Abbotsbury	1	F	9750
Bossley Park - Abbotsbury	1	M	9540
Cabramatta - Lansvale	0	F	430
Cabramatta - Lansvale	0	M	412
Cabramatta - Lansvale	1	F	11738
Cabramatta - Lansvale	1	M	11516
Cabramatta West - Mount Pritchard	0	F	202
Cabramatta West - Mount Pritchard	0	M	237
Cabramatta West - Mount Pritchard	1	F	8964
Cabramatta West - Mount Pritchard	1	M	8849
Canley Vale - Canley Heights	0	F	250
Canley Vale - Canley Heights	0	M	265
Canley Vale - Canley Heights	1	F	11049
Canley Vale - Canley Heights	1	M	10688
Edensor Park	0	F	76
Edensor Park	0	M	72
Edensor Park	1	F	5247
Edensor Park	1	M	4876
Fairfield	0	F	195
Fairfield	0	M	182
Fairfield	1	F	9051
Fairfield	1	M	8816
Fairfield - West	0	F	162
Fairfield - West	0	M	164
Fairfield - West	1	F	10684
Fairfield - West	1	M	10246
Greenfield Park - Prairiewood	0	F	85
Greenfield Park - Prairiewood	0	M	71
Greenfield Park - Prairiewood	1	F	4361
Greenfield Park - Prairiewood	1	M	4338
Horsley Park - Kemps Creek	0	F	54
Horsley Park - Kemps Creek	0	M	59
Horsley Park - Kemps Creek	1	F	2075
Horsley Park - Kemps Creek	1	M	2159
Smithfield - Wetherill Park	0	F	157
Smithfield - Wetherill Park	0	M	158
Smithfield - Wetherill Park	1	F	9758
Smithfield - Wetherill Park	1	M	9436
St Johns Park - Wakeley	0	F	121
St Johns Park - Wakeley	0	M	106
St Johns Park - Wakeley	1	F	5634
St Johns Park - Wakeley	1	M	5333
Wetherill Park Industrial	0	M	6
Wetherill Park Industrial	1	F	18
Wetherill Park Industrial	1	M	20
Casula	0	F	218
Casula	0	M	203
Casula	1	F	8218
Casula	1	M	7950
Chipping Norton - Moorebank	0	F	162
Chipping Norton - Moorebank	0	M	224
Chipping Norton - Moorebank	1	F	10352
Chipping Norton - Moorebank	1	M	10076
Holsworthy - Wattle Grove	0	F	256
Holsworthy - Wattle Grove	0	M	323
Holsworthy - Wattle Grove	1	F	10174
Holsworthy - Wattle Grove	1	M	10377
Lurnea - Cartwright	0	F	110
Lurnea - Cartwright	0	M	135
Lurnea - Cartwright	1	F	6222
Lurnea - Cartwright	1	M	6201
Warwick Farm	0	F	70
Warwick Farm	0	M	81
Warwick Farm	1	F	2889
Warwick Farm	1	M	2891
Edmondson Park	0	F	75
Edmondson Park	0	M	93
Edmondson Park	1	F	5994
Edmondson Park	1	M	5917
Liverpool - East	0	F	194
Liverpool - East	0	M	214
Liverpool - East	1	F	8641
Liverpool - East	1	M	8493
Liverpool - West	0	F	141
Liverpool - West	0	M	151
Liverpool - West	1	F	6768
Liverpool - West	1	M	6681
Prestons	0	F	120
Prestons	0	M	137
Prestons	1	F	7847
Prestons	1	M	7587
Gymea - Grays Point	0	F	268
Gymea - Grays Point	0	M	285
Gymea - Grays Point	1	F	8969
Gymea - Grays Point	1	M	8631
Miranda - Yowie Bay	0	F	229
Miranda - Yowie Bay	0	M	239
Miranda - Yowie Bay	1	F	10504
Miranda - Yowie Bay	1	M	9731
Sylvania - Taren Point	0	F	176
Sylvania - Taren Point	0	M	196
Sylvania - Taren Point	1	F	8355
Sylvania - Taren Point	1	M	7709
Caringbah	0	F	156
Caringbah	0	M	176
Caringbah	1	F	6434
Caringbah	1	M	6091
Caringbah South	0	F	146
Caringbah South	0	M	178
Caringbah South	1	F	6468
Caringbah South	1	M	6227
Cronulla - Kurnell - Bundeena	0	F	428
Cronulla - Kurnell - Bundeena	0	M	469
Cronulla - Kurnell - Bundeena	1	F	11931
Cronulla - Kurnell - Bundeena	1	M	11549
Lilli Pilli - Port Hacking - Dolans Bay	0	F	46
Lilli Pilli - Port Hacking - Dolans Bay	0	M	49
Lilli Pilli - Port Hacking - Dolans Bay	1	F	1659
Lilli Pilli - Port Hacking - Dolans Bay	1	M	1612
Woolooware - Burraneer	0	F	120
Woolooware - Burraneer	0	M	173
Woolooware - Burraneer	1	F	4437
Woolooware - Burraneer	1	M	4226
Heathcote - Waterfall	0	F	77
Heathcote - Waterfall	0	M	90
Heathcote - Waterfall	1	F	3391
Heathcote - Waterfall	1	M	3114
Illawong - Alfords Point	0	F	100
Illawong - Alfords Point	0	M	111
Illawong - Alfords Point	1	F	5215
Illawong - Alfords Point	1	M	5133
Menai - Lucas Heights - Woronora	0	F	211
Menai - Lucas Heights - Woronora	0	M	228
Menai - Lucas Heights - Woronora	1	F	10430
Menai - Lucas Heights - Woronora	1	M	10060
Oyster Bay - Como - Jannali	0	F	273
Oyster Bay - Como - Jannali	0	M	262
Oyster Bay - Como - Jannali	1	F	10879
Oyster Bay - Como - Jannali	1	M	10655
Royal National Park	1	F	18
Royal National Park	1	M	28
Sutherland - Kirrawee	0	F	294
Sutherland - Kirrawee	0	M	274
Sutherland - Kirrawee	1	F	11748
Sutherland - Kirrawee	1	M	10916
Engadine	0	F	180
Engadine	0	M	207
Engadine	1	F	8691
Engadine	1	M	8279
Loftus - Yarrawarrah	0	F	75
Loftus - Yarrawarrah	0	M	80
Loftus - Yarrawarrah	1	F	3642
Loftus - Yarrawarrah	1	M	3550
Woronora Heights	0	F	41
Woronora Heights	0	M	48
Woronora Heights	1	F	1749
Woronora Heights	1	M	1695
No usual address (NSW)	0	F	4997
No usual address (NSW)	0	M	6375
Alfredton	0	F	284
Alfredton	0	M	298
Alfredton	1	F	8364
Alfredton	1	M	7893
Ballarat	0	F	274
Ballarat	0	M	297
Ballarat	1	F	6148
Ballarat	1	M	5410
Buninyong	0	F	157
Buninyong	0	M	156
Buninyong	1	F	3504
Buninyong	1	M	3442
Delacombe	0	F	163
Delacombe	0	M	159
Delacombe	1	F	5388
Delacombe	1	M	4952
Smythes Creek	0	F	57
Smythes Creek	0	M	72
Smythes Creek	1	F	2000
Smythes Creek	1	M	2100
Wendouree - Miners Rest	0	F	263
Wendouree - Miners Rest	0	M	260
Wendouree - Miners Rest	1	F	7599
Wendouree - Miners Rest	1	M	7211
Ballarat East - Warrenheip	0	F	161
Ballarat East - Warrenheip	0	M	188
Ballarat East - Warrenheip	1	F	4948
Ballarat East - Warrenheip	1	M	4388
Ballarat North - Invermay	0	F	274
Ballarat North - Invermay	0	M	279
Ballarat North - Invermay	1	F	7371
Ballarat North - Invermay	1	M	6825
Canadian - Mount Clear	0	F	240
Canadian - Mount Clear	0	M	253
Canadian - Mount Clear	1	F	6059
Canadian - Mount Clear	1	M	5667
Sebastopol - Redan	0	F	227
Sebastopol - Redan	0	M	241
Sebastopol - Redan	1	F	6738
Sebastopol - Redan	1	M	5883
Bacchus Marsh Surrounds	0	F	128
Bacchus Marsh Surrounds	0	M	151
Bacchus Marsh Surrounds	1	F	3142
Bacchus Marsh Surrounds	1	M	3141
Creswick - Clunes	0	F	167
Creswick - Clunes	0	M	184
Creswick - Clunes	1	F	3876
Creswick - Clunes	1	M	3851
Daylesford	0	F	289
Daylesford	0	M	291
Daylesford	1	F	4787
Daylesford	1	M	4586
Gordon (Vic.)	0	F	113
Gordon (Vic.)	0	M	141
Gordon (Vic.)	1	F	2986
Gordon (Vic.)	1	M	3133
Avoca	0	F	61
Avoca	0	M	91
Avoca	1	F	1658
Avoca	1	M	1725
Beaufort	0	F	105
Beaufort	0	M	102
Beaufort	1	F	2081
Beaufort	1	M	2356
Golden Plains - North	0	F	66
Golden Plains - North	0	M	100
Golden Plains - North	1	F	2279
Golden Plains - North	1	M	2447
Maryborough (Vic.)	0	F	117
Maryborough (Vic.)	0	M	166
Maryborough (Vic.)	1	F	4141
Maryborough (Vic.)	1	M	3746
Maryborough Surrounds	0	F	110
Maryborough Surrounds	0	M	150
Maryborough Surrounds	1	F	2567
Maryborough Surrounds	1	M	2706
Bendigo	0	F	282
Bendigo	0	M	340
Bendigo	1	F	7385
Bendigo	1	M	6920
California Gully - Eaglehawk	0	F	208
California Gully - Eaglehawk	0	M	204
California Gully - Eaglehawk	1	F	6537
California Gully - Eaglehawk	1	M	6002
East Bendigo - Kennington	0	F	303
East Bendigo - Kennington	0	M	280
East Bendigo - Kennington	1	F	7054
East Bendigo - Kennington	1	M	6355
Flora Hill - Spring Gully	0	F	223
Flora Hill - Spring Gully	0	M	188
Flora Hill - Spring Gully	1	F	4799
Flora Hill - Spring Gully	1	M	4230
Kangaroo Flat - Golden Square	0	F	372
Kangaroo Flat - Golden Square	0	M	382
Kangaroo Flat - Golden Square	1	F	10743
Kangaroo Flat - Golden Square	1	M	9538
Maiden Gully	0	F	95
Maiden Gully	0	M	98
Maiden Gully	1	F	2662
Maiden Gully	1	M	2661
Strathfieldsaye	0	F	154
Strathfieldsaye	0	M	186
Strathfieldsaye	1	F	5254
Strathfieldsaye	1	M	5127
White Hills - Ascot	0	F	215
White Hills - Ascot	0	M	227
White Hills - Ascot	1	F	7283
White Hills - Ascot	1	M	6723
Bendigo Surrounds - South	0	F	123
Bendigo Surrounds - South	0	M	173
Bendigo Surrounds - South	1	F	3974
Bendigo Surrounds - South	1	M	4071
Castlemaine	0	F	234
Castlemaine	0	M	192
Castlemaine	1	F	5523
Castlemaine	1	M	5407
Castlemaine Surrounds	0	F	174
Castlemaine Surrounds	0	M	163
Castlemaine Surrounds	1	F	4382
Castlemaine Surrounds	1	M	4508
Heathcote	0	F	103
Heathcote	0	M	129
Heathcote	1	F	2314
Heathcote	1	M	2512
Kyneton	0	F	186
Kyneton	0	M	198
Kyneton	1	F	5239
Kyneton	1	M	4937
Woodend	0	F	147
Woodend	0	M	162
Woodend	1	F	3923
Woodend	1	M	3718
Bendigo Surrounds - North	0	F	77
Bendigo Surrounds - North	0	M	105
Bendigo Surrounds - North	1	F	2366
Bendigo Surrounds - North	1	M	2387
Loddon	0	F	162
Loddon	0	M	162
Loddon	1	F	3445
Loddon	1	M	3522
Bannockburn	0	F	96
Bannockburn	0	M	125
Bannockburn	1	F	3748
Bannockburn	1	M	3788
Golden Plains - South	0	F	124
Golden Plains - South	0	M	152
Golden Plains - South	1	F	3843
Golden Plains - South	1	M	3993
Winchelsea	0	F	125
Winchelsea	0	M	130
Winchelsea	1	F	3189
Winchelsea	1	M	3171
Belmont	0	F	242
Belmont	0	M	236
Belmont	1	F	7470
Belmont	1	M	7063
Geelong	0	F	318
Geelong	0	M	335
Geelong	1	F	6696
Geelong	1	M	6149
Geelong West - Hamlyn Heights	0	F	326
Geelong West - Hamlyn Heights	0	M	321
Geelong West - Hamlyn Heights	1	F	10721
Geelong West - Hamlyn Heights	1	M	9835
Highton	0	F	480
Highton	0	M	516
Highton	1	F	11773
Highton	1	M	11268
Lara	0	F	281
Lara	0	M	325
Lara	1	F	9700
Lara	1	M	10508
Leopold	0	F	219
Leopold	0	M	255
Leopold	1	F	6615
Leopold	1	M	6184
Newcomb - Moolap	0	F	257
Newcomb - Moolap	0	M	294
Newcomb - Moolap	1	F	7820
Newcomb - Moolap	1	M	7095
Newtown (Vic.)	0	F	239
Newtown (Vic.)	0	M	220
Newtown (Vic.)	1	F	5131
Newtown (Vic.)	1	M	4853
North Geelong - Bell Park	0	F	239
North Geelong - Bell Park	0	M	250
North Geelong - Bell Park	1	F	7897
North Geelong - Bell Park	1	M	7413
Charlemont	0	F	143
Charlemont	0	M	165
Charlemont	1	F	5263
Charlemont	1	M	4730
Corio - Lovely Banks	0	F	269
Corio - Lovely Banks	0	M	288
Corio - Lovely Banks	1	F	8985
Corio - Lovely Banks	1	M	8782
Grovedale - Mount Duneed	0	F	331
Grovedale - Mount Duneed	0	M	363
Grovedale - Mount Duneed	1	F	12472
Grovedale - Mount Duneed	1	M	11605
Norlane	0	F	168
Norlane	0	M	150
Norlane	1	F	4460
Norlane	1	M	4269
Clifton Springs	0	F	305
Clifton Springs	0	M	336
Clifton Springs	1	F	8394
Clifton Springs	1	M	7767
Lorne - Anglesea	0	F	322
Lorne - Anglesea	0	M	368
Lorne - Anglesea	1	F	2790
Lorne - Anglesea	1	M	2751
Portarlington	0	F	286
Portarlington	0	M	318
Portarlington	1	F	4614
Portarlington	1	M	4315
Point Lonsdale - Queenscliff	0	F	208
Point Lonsdale - Queenscliff	0	M	204
Point Lonsdale - Queenscliff	1	F	2720
Point Lonsdale - Queenscliff	1	M	2385
Torquay	0	F	681
Torquay	0	M	748
Torquay	1	F	11861
Torquay	1	M	11317
Barwon Heads - Armstrong Creek	0	F	259
Barwon Heads - Armstrong Creek	0	M	288
Barwon Heads - Armstrong Creek	1	F	5551
Barwon Heads - Armstrong Creek	1	M	5240
Ocean Grove	0	F	535
Ocean Grove	0	M	521
Ocean Grove	1	F	9648
Ocean Grove	1	M	8692
Alexandra	0	F	165
Alexandra	0	M	190
Alexandra	1	F	3192
Alexandra	1	M	3274
Euroa	0	F	139
Euroa	0	M	162
Euroa	1	F	3395
Euroa	1	M	3224
Kilmore - Broadford	0	F	210
Kilmore - Broadford	0	M	254
Kilmore - Broadford	1	F	7688
Kilmore - Broadford	1	M	7411
Mansfield (Vic.)	0	F	384
Mansfield (Vic.)	0	M	401
Mansfield (Vic.)	1	F	4950
Mansfield (Vic.)	1	M	4781
Nagambie	0	F	93
Nagambie	0	M	137
Nagambie	1	F	2146
Nagambie	1	M	2167
Seymour	0	F	127
Seymour	0	M	129
Seymour	1	F	3184
Seymour	1	M	3124
Seymour Surrounds	0	F	102
Seymour Surrounds	0	M	117
Seymour Surrounds	1	F	2023
Seymour Surrounds	1	M	2406
Upper Yarra Valley	1	F	107
Upper Yarra Valley	1	M	127
Yea	0	F	115
Yea	0	M	111
Yea	1	F	1918
Yea	1	M	2037
Benalla	0	F	244
Benalla	0	M	259
Benalla	1	F	5436
Benalla	1	M	4885
Benalla Surrounds	0	F	56
Benalla Surrounds	0	M	95
Benalla Surrounds	1	F	1773
Benalla Surrounds	1	M	1856
Rutherglen	0	F	97
Rutherglen	0	M	110
Rutherglen	1	F	1952
Rutherglen	1	M	1893
Wangaratta	0	F	389
Wangaratta	0	M	453
Wangaratta	1	F	10097
Wangaratta	1	M	8941
Wangaratta Surrounds	0	F	210
Wangaratta Surrounds	0	M	218
Wangaratta Surrounds	1	F	4725
Wangaratta Surrounds	1	M	4776
Beechworth	0	F	118
Beechworth	0	M	128
Beechworth	1	F	2407
Beechworth	1	M	2323
Bright - Mount Beauty	0	F	331
Bright - Mount Beauty	0	M	351
Bright - Mount Beauty	1	F	4114
Bright - Mount Beauty	1	M	4104
Chiltern - Indigo Valley	0	F	60
Chiltern - Indigo Valley	0	M	86
Chiltern - Indigo Valley	1	F	1550
Chiltern - Indigo Valley	1	M	1487
Myrtleford	0	F	101
Myrtleford	0	M	106
Myrtleford	1	F	2306
Myrtleford	1	M	2230
Towong	0	F	188
Towong	0	M	212
Towong	1	F	2855
Towong	1	M	2935
West Wodonga	0	F	279
West Wodonga	0	M	291
West Wodonga	1	F	7679
West Wodonga	1	M	7144
Yackandandah	0	F	104
Yackandandah	0	M	147
Yackandandah	1	F	2535
Yackandandah	1	M	2433
Baranduda - Leneva	0	F	283
Baranduda - Leneva	0	M	237
Baranduda - Leneva	1	F	6176
Baranduda - Leneva	1	M	6081
Wodonga	0	F	279
Wodonga	0	M	353
Wodonga	1	F	7487
Wodonga	1	M	6965
Drouin	0	F	369
Drouin	0	M	340
Drouin	1	F	9831
Drouin	1	M	9232
Mount Baw Baw Region	0	F	156
Mount Baw Baw Region	0	M	180
Mount Baw Baw Region	1	F	3061
Mount Baw Baw Region	1	M	3192
Trafalgar (Vic.)	0	F	162
Trafalgar (Vic.)	0	M	179
Trafalgar (Vic.)	1	F	4097
Trafalgar (Vic.)	1	M	3934
Warragul	0	F	453
Warragul	0	M	521
Warragul	1	F	11555
Warragul	1	M	10525
Bairnsdale	0	F	322
Bairnsdale	0	M	359
Bairnsdale	1	F	7909
Bairnsdale	1	M	7090
Bruthen - Omeo	0	F	189
Bruthen - Omeo	0	M	236
Bruthen - Omeo	1	F	3874
Bruthen - Omeo	1	M	3992
Lakes Entrance	0	F	312
Lakes Entrance	0	M	357
Lakes Entrance	1	F	5302
Lakes Entrance	1	M	5191
Orbost	0	F	232
Orbost	0	M	282
Orbost	1	F	3059
Orbost	1	M	3149
Paynesville	0	F	237
Paynesville	0	M	241
Paynesville	1	F	3386
Paynesville	1	M	3112
Foster	0	F	293
Foster	0	M	351
Foster	1	F	4400
Foster	1	M	4397
French Island	0	F	5
French Island	0	M	5
French Island	1	F	69
French Island	1	M	61
Korumburra	0	F	233
Korumburra	0	M	210
Korumburra	1	F	4728
Korumburra	1	M	4669
Leongatha	0	F	230
Leongatha	0	M	229
Leongatha	1	F	5679
Leongatha	1	M	5364
Phillip Island	0	F	558
Phillip Island	0	M	559
Phillip Island	1	F	6576
Phillip Island	1	M	6114
Wilsons Promontory	1	F	3
Wilsons Promontory	1	M	7
Wonthaggi - Inverloch	0	F	717
Wonthaggi - Inverloch	0	M	733
Wonthaggi - Inverloch	1	F	13015
Wonthaggi - Inverloch	1	M	12333
Churchill	0	F	253
Churchill	0	M	257
Churchill	1	F	5722
Churchill	1	M	5682
Moe - Newborough	0	F	323
Moe - Newborough	0	M	349
Moe - Newborough	1	F	8526
Moe - Newborough	1	M	8098
Morwell	0	F	252
Morwell	0	M	286
Morwell	1	F	7041
Morwell	1	M	6851
Yallourn North - Glengarry	0	F	90
Yallourn North - Glengarry	0	M	98
Yallourn North - Glengarry	1	F	2260
Yallourn North - Glengarry	1	M	2258
Traralgon - East	0	F	261
Traralgon - East	0	M	268
Traralgon - East	1	F	5975
Traralgon - East	1	M	5501
Traralgon - West	0	F	295
Traralgon - West	0	M	335
Traralgon - West	1	F	8427
Traralgon - West	1	M	7766
Alps - West	0	M	5
Alps - West	1	F	4
Alps - West	1	M	12
Longford - Loch Sport	0	F	139
Longford - Loch Sport	0	M	198
Longford - Loch Sport	1	F	2144
Longford - Loch Sport	1	M	2439
Maffra	0	F	323
Maffra	0	M	394
Maffra	1	F	7126
Maffra	1	M	6919
Rosedale	0	F	71
Rosedale	0	M	83
Rosedale	1	F	1988
Rosedale	1	M	2785
Sale	0	F	310
Sale	0	M	422
Sale	1	F	7664
Sale	1	M	6902
Yarram	0	F	135
Yarram	0	M	173
Yarram	1	F	2695
Yarram	1	M	2611
Brunswick East	0	F	272
Brunswick East	0	M	222
Brunswick East	1	F	6519
Brunswick East	1	M	5724
Brunswick West	0	F	276
Brunswick West	0	M	195
Brunswick West	1	F	7248
Brunswick West	1	M	6597
Pascoe Vale South	0	F	157
Pascoe Vale South	0	M	149
Pascoe Vale South	1	F	5220
Pascoe Vale South	1	M	4865
Brunswick - North	0	F	310
Brunswick - North	0	M	226
Brunswick - North	1	F	6345
Brunswick - North	1	M	6002
Brunswick - South	0	F	283
Brunswick - South	0	M	289
Brunswick - South	1	F	6405
Brunswick - South	1	M	6010
Coburg - East	0	F	225
Coburg - East	0	M	163
Coburg - East	1	F	6274
Coburg - East	1	M	5878
Coburg - West	0	F	184
Coburg - West	0	M	183
Coburg - West	1	F	7025
Coburg - West	1	M	6635
Alphington - Fairfield	0	F	194
Alphington - Fairfield	0	M	153
Alphington - Fairfield	1	F	4540
Alphington - Fairfield	1	M	4103
Thornbury	0	F	366
Thornbury	0	M	322
Thornbury	1	F	9523
Thornbury	1	M	8708
Northcote - East	0	F	332
Northcote - East	0	M	282
Northcote - East	1	F	7554
Northcote - East	1	M	6901
Northcote - West	0	F	253
Northcote - West	0	M	202
Northcote - West	1	F	5236
Northcote - West	1	M	4610
Ascot Vale	0	F	254
Ascot Vale	0	M	277
Ascot Vale	1	F	7468
Ascot Vale	1	M	7192
Flemington	0	F	186
Flemington	0	M	179
Flemington	1	F	4545
Flemington	1	M	4159
Moonee Ponds	0	F	285
Moonee Ponds	0	M	282
Moonee Ponds	1	F	8113
Moonee Ponds	1	M	7537
Essendon (West) - Aberfeldie	0	F	238
Essendon (West) - Aberfeldie	0	M	210
Essendon (West) - Aberfeldie	1	F	8037
Essendon (West) - Aberfeldie	1	M	7561
Essendon - East	0	F	207
Essendon - East	0	M	171
Essendon - East	1	F	6088
Essendon - East	1	M	5727
Carlton	0	F	387
Carlton	0	M	355
Carlton	1	F	8075
Carlton	1	M	7841
Docklands	0	F	231
Docklands	0	M	245
Docklands	1	F	7222
Docklands	1	M	7789
East Melbourne	0	F	150
East Melbourne	0	M	137
East Melbourne	1	F	2395
East Melbourne	1	M	2213
Flemington Racecourse	1	F	31
Flemington Racecourse	1	M	45
Kensington (Vic.)	0	F	210
Kensington (Vic.)	0	M	196
Kensington (Vic.)	1	F	5296
Kensington (Vic.)	1	M	5040
Parkville	0	F	218
Parkville	0	M	179
Parkville	1	F	3616
Parkville	1	M	3292
South Yarra - West	0	F	205
South Yarra - West	0	M	186
South Yarra - West	1	F	3173
South Yarra - West	1	M	2856
Melbourne CBD - East	0	F	193
Melbourne CBD - East	0	M	179
Melbourne CBD - East	1	F	4685
Melbourne CBD - East	1	M	4787
Melbourne CBD - North	0	F	267
Melbourne CBD - North	0	M	238
Melbourne CBD - North	1	F	8342
Melbourne CBD - North	1	M	8020
Melbourne CBD - West	0	F	254
Melbourne CBD - West	0	M	229
Melbourne CBD - West	1	F	7470
Melbourne CBD - West	1	M	7691
North Melbourne	0	F	345
North Melbourne	0	M	286
North Melbourne	1	F	7690
North Melbourne	1	M	7323
Southbank (West) - South Wharf	0	F	115
Southbank (West) - South Wharf	0	M	103
Southbank (West) - South Wharf	1	F	3065
Southbank (West) - South Wharf	1	M	3179
Southbank - East	0	F	276
Southbank - East	0	M	285
Southbank - East	1	F	7664
Southbank - East	1	M	7873
West Melbourne - Residential	0	F	139
West Melbourne - Residential	0	M	139
West Melbourne - Residential	1	F	3484
West Melbourne - Residential	1	M	3688
Albert Park	0	F	437
Albert Park	0	M	359
Albert Park	1	F	7726
Albert Park	1	M	7301
Elwood	0	F	399
Elwood	0	M	320
Elwood	1	F	7425
Elwood	1	M	6672
Port Melbourne	0	F	398
Port Melbourne	0	M	374
Port Melbourne	1	F	8131
Port Melbourne	1	M	7286
St Kilda East	0	F	313
St Kilda East	0	M	246
St Kilda East	1	F	7725
St Kilda East	1	M	7530
Port Melbourne Industrial	0	F	34
Port Melbourne Industrial	0	M	29
Port Melbourne Industrial	1	F	871
Port Melbourne Industrial	1	M	968
South Melbourne	0	F	298
South Melbourne	0	M	260
South Melbourne	1	F	5668
South Melbourne	1	M	5473
St Kilda - Central	0	F	232
St Kilda - Central	0	M	213
St Kilda - Central	1	F	5643
St Kilda - Central	1	M	5763
St Kilda - West	0	F	367
St Kilda - West	0	M	321
St Kilda - West	1	F	6580
St Kilda - West	1	M	6594
Armadale	0	F	267
Armadale	0	M	232
Armadale	1	F	4819
Armadale	1	M	4016
Prahran - Windsor	0	F	441
Prahran - Windsor	0	M	394
Prahran - Windsor	1	F	9303
Prahran - Windsor	1	M	8976
Toorak	0	F	458
Toorak	0	M	397
Toorak	1	F	6469
Toorak	1	M	5624
South Yarra - North	0	F	274
South Yarra - North	0	M	243
South Yarra - North	1	F	5561
South Yarra - North	1	M	5120
South Yarra - South	0	F	286
South Yarra - South	0	M	275
South Yarra - South	1	F	4987
South Yarra - South	1	M	4389
Abbotsford	0	F	200
Abbotsford	0	M	191
Abbotsford	1	F	4257
Abbotsford	1	M	4443
Carlton North - Princes Hill	0	F	233
Carlton North - Princes Hill	0	M	193
Carlton North - Princes Hill	1	F	4107
Carlton North - Princes Hill	1	M	3651
