SA2_NAME21	OnlyEnglishSpokenHome	Sex	persons
Asquith - Mount Colah	0	M	3000
Asquith - Mount Colah	1	F	7434
Asquith - Mount Colah	1	M	7646
Berowra - Brooklyn - Cowan	0	F	692
Berowra - Brooklyn - Cowan	0	M	626
Berowra - Brooklyn - Cowan	1	F	5122
Berowra - Brooklyn - Cowan	1	M	5146
Normanhurst - Thornleigh - Westleigh	0	F	2870
Normanhurst - Thornleigh - Westleigh	0	M	2612
Normanhurst - Thornleigh - Westleigh	1	F	6554
Normanhurst - Thornleigh - Westleigh	1	M	6657
Hornsby - East	0	F	3777
Hornsby - East	0	M	3342
Hornsby - East	1	F	2034
Hornsby - East	1	M	2257
Hornsby - West	0	F	2179
Hornsby - West	0	M	1929
Hornsby - West	1	F	3030
Hornsby - West	1	M	3135
Wahroonga (West) - Waitara	0	F	3491
Wahroonga (West) - Waitara	0	M	3066
Wahroonga (West) - Waitara	1	F	2419
Wahroonga (West) - Waitara	1	M	2393
Gordon - Killara	0	F	5492
Gordon - Killara	0	M	4710
Gordon - Killara	1	F	5768
Gordon - Killara	1	M	5775
Lindfield - Roseville	0	F	4556
Lindfield - Roseville	0	M	3806
Lindfield - Roseville	1	F	7761
Lindfield - Roseville	1	M	7826
Pymble	0	F	3148
Pymble	0	M	2491
Pymble	1	F	5675
Pymble	1	M	5485
St Ives	0	F	3915
St Ives	0	M	3313
St Ives	1	F	7063
St Ives	1	M	6906
Turramurra	0	F	2740
Turramurra	0	M	2376
Turramurra	1	F	7533
Turramurra	1	M	7154
Wahroonga (East) - Warrawee	0	F	2661
Wahroonga (East) - Warrawee	0	M	2295
Wahroonga (East) - Warrawee	1	F	6421
Wahroonga (East) - Warrawee	1	M	6347
Cremorne - Cammeray	0	F	2046
Cremorne - Cammeray	0	M	1611
Cremorne - Cammeray	1	F	7712
Cremorne - Cammeray	1	M	6909
Crows Nest - Waverton	0	F	2532
Crows Nest - Waverton	0	M	1921
Crows Nest - Waverton	1	F	6691
Crows Nest - Waverton	1	M	6173
Neutral Bay - Kirribilli	0	F	1936
Neutral Bay - Kirribilli	0	M	1488
Neutral Bay - Kirribilli	1	F	6794
Neutral Bay - Kirribilli	1	M	6069
North Sydney - Lavender Bay	0	F	2134
North Sydney - Lavender Bay	0	M	1678
North Sydney - Lavender Bay	1	F	3849
North Sydney - Lavender Bay	1	M	4028
Mosman - North	0	F	1451
Mosman - North	0	M	1154
Mosman - North	1	F	5716
Mosman - North	1	M	4918
Mosman - South	0	F	1181
Mosman - South	0	M	885
Mosman - South	1	F	6434
Mosman - South	1	M	5608
Balgowlah - Clontarf - Seaforth	0	F	1612
Balgowlah - Clontarf - Seaforth	0	M	1280
Balgowlah - Clontarf - Seaforth	1	F	8799
Balgowlah - Clontarf - Seaforth	1	M	8508
Manly - Fairlight	0	F	1803
Manly - Fairlight	0	M	1426
Manly - Fairlight	1	F	9273
Manly - Fairlight	1	M	8985
Avalon - Palm Beach	0	F	434
Avalon - Palm Beach	0	M	353
Avalon - Palm Beach	1	F	5997
Avalon - Palm Beach	1	M	5831
Bayview - Elanora Heights	0	F	535
Bayview - Elanora Heights	0	M	445
Bayview - Elanora Heights	1	F	5000
Bayview - Elanora Heights	1	M	4823
Newport - Bilgola	0	F	531
Newport - Bilgola	0	M	409
Newport - Bilgola	1	F	6229
Newport - Bilgola	1	M	6110
Mona Vale - Warriewood (North)	0	F	838
Mona Vale - Warriewood (North)	0	M	741
Mona Vale - Warriewood (North)	1	F	6292
Mona Vale - Warriewood (North)	1	M	5922
North Narrabeen - Warriewood (South)	0	F	649
North Narrabeen - Warriewood (South)	0	M	550
North Narrabeen - Warriewood (South)	1	F	4678
North Narrabeen - Warriewood (South)	1	M	4587
Beacon Hill - Narraweena	0	F	1657
Beacon Hill - Narraweena	0	M	1512
Beacon Hill - Narraweena	1	F	5498
Beacon Hill - Narraweena	1	M	5349
Cromer	0	F	536
Cromer	0	M	477
Cromer	1	F	3454
Cromer	1	M	3303
Forestville - Killarney Heights	0	F	1794
Forestville - Killarney Heights	0	M	1514
Forestville - Killarney Heights	1	F	4733
Forestville - Killarney Heights	1	M	4729
Freshwater - Brookvale	0	F	1891
Freshwater - Brookvale	0	M	1585
Freshwater - Brookvale	1	F	8789
Freshwater - Brookvale	1	M	8785
Manly Vale - Allambie Heights	0	F	1479
Manly Vale - Allambie Heights	0	M	1240
Manly Vale - Allambie Heights	1	F	7198
Manly Vale - Allambie Heights	1	M	7162
Terrey Hills - Duffys Forest	0	F	179
Terrey Hills - Duffys Forest	0	M	170
Terrey Hills - Duffys Forest	1	F	1638
Terrey Hills - Duffys Forest	1	M	1695
Belrose	0	F	741
Belrose	0	M	666
Belrose	1	F	3661
Belrose	1	M	3418
Collaroy - Collaroy Plateau	0	F	953
Collaroy - Collaroy Plateau	0	M	851
Collaroy - Collaroy Plateau	1	F	5902
Collaroy - Collaroy Plateau	1	M	5780
Dee Why (South) - North Curl Curl	0	F	794
Dee Why (South) - North Curl Curl	0	M	683
Dee Why (South) - North Curl Curl	1	F	3640
Dee Why (South) - North Curl Curl	1	M	3662
Dee Why - North	0	F	3511
Dee Why - North	0	M	3221
Dee Why - North	1	F	5195
Dee Why - North	1	M	5138
Frenchs Forest - Oxford Falls	0	F	1538
Frenchs Forest - Oxford Falls	0	M	1306
Frenchs Forest - Oxford Falls	1	F	6908
Frenchs Forest - Oxford Falls	1	M	7091
Narrabeen - Wheeler Heights	0	F	611
Narrabeen - Wheeler Heights	0	M	550
Narrabeen - Wheeler Heights	1	F	5009
Narrabeen - Wheeler Heights	1	M	4603
Camden - Ellis Lane	0	F	407
Camden - Ellis Lane	0	M	329
Camden - Ellis Lane	1	F	6328
Camden - Ellis Lane	1	M	5776
Currans Hill	0	F	591
Currans Hill	0	M	546
Currans Hill	1	F	2590
Currans Hill	1	M	2524
Elderslie - Narellan	0	F	784
Elderslie - Narellan	0	M	689
Elderslie - Narellan	1	F	6175
Elderslie - Narellan	1	M	5919
Harrington Park	0	F	1062
Harrington Park	0	M	960
Harrington Park	1	F	4481
Harrington Park	1	M	4462
Mount Annan	0	F	1359
Mount Annan	0	M	1219
Mount Annan	1	F	8040
Mount Annan	1	M	7884
Spring Farm	0	F	791
Spring Farm	0	M	683
Spring Farm	1	F	3991
Spring Farm	1	M	3839
Bradbury - Wedderburn	0	F	2315
Bradbury - Wedderburn	0	M	2158
Bradbury - Wedderburn	1	F	7318
Bradbury - Wedderburn	1	M	6917
Campbelltown - Woodbine	0	F	3899
Campbelltown - Woodbine	0	M	3720
Campbelltown - Woodbine	1	F	6500
Campbelltown - Woodbine	1	M	6416
Claymore - Eagle Vale - Raby	0	F	3001
Claymore - Eagle Vale - Raby	0	M	2776
Claymore - Eagle Vale - Raby	1	F	6696
Claymore - Eagle Vale - Raby	1	M	6564
Holsworthy Military Area	0	F	4
Leumeah - Minto Heights	0	F	2192
Leumeah - Minto Heights	0	M	2106
Leumeah - Minto Heights	1	F	5758
Leumeah - Minto Heights	1	M	5767
Minto - St Andrews	0	F	4825
Minto - St Andrews	0	M	4695
Minto - St Andrews	1	F	5148
Minto - St Andrews	1	M	5214
Rosemeadow - Glen Alpine	0	F	2581
Rosemeadow - Glen Alpine	0	M	2309
Rosemeadow - Glen Alpine	1	F	7499
Rosemeadow - Glen Alpine	1	M	7355
Denham Court - Bardia	0	F	4259
Denham Court - Bardia	0	M	4007
Denham Court - Bardia	1	F	2939
Denham Court - Bardia	1	M	3023
Glenfield	0	F	2870
Glenfield	0	M	2672
Glenfield	1	F	2099
Glenfield	1	M	2161
Ingleburn	0	F	3632
Ingleburn	0	M	3406
Ingleburn	1	F	4319
Ingleburn	1	M	4373
Macquarie Fields	0	F	3180
Macquarie Fields	0	M	2970
Macquarie Fields	1	F	3572
Macquarie Fields	1	M	3342
Bargo	0	F	159
Bargo	0	M	170
Bargo	1	F	2677
Bargo	1	M	2675
Douglas Park - Appin	0	F	301
Douglas Park - Appin	0	M	298
Douglas Park - Appin	1	F	4839
Douglas Park - Appin	1	M	5035
Picton - Tahmoor - Buxton	0	F	533
Picton - Tahmoor - Buxton	0	M	445
Picton - Tahmoor - Buxton	1	F	8651
Picton - Tahmoor - Buxton	1	M	8451
The Oaks - Oakdale	0	F	298
The Oaks - Oakdale	0	M	300
The Oaks - Oakdale	1	F	4283
The Oaks - Oakdale	1	M	4417
Blackheath - Megalong Valley	0	F	227
Blackheath - Megalong Valley	0	M	178
Blackheath - Megalong Valley	1	F	2584
Blackheath - Megalong Valley	1	M	2446
Blaxland - Warrimoo - Lapstone	0	F	586
Blaxland - Warrimoo - Lapstone	0	M	497
Blaxland - Warrimoo - Lapstone	1	F	8854
Blaxland - Warrimoo - Lapstone	1	M	8652
Blue Mountains - North	1	F	3
Blue Mountains - North	1	M	3
Katoomba - Leura	0	F	720
Katoomba - Leura	0	M	588
Katoomba - Leura	1	F	5945
Katoomba - Leura	1	M	5496
Lawson - Hazelbrook - Linden	0	F	410
Lawson - Hazelbrook - Linden	0	M	306
Lawson - Hazelbrook - Linden	1	F	5307
Lawson - Hazelbrook - Linden	1	M	5110
Springwood - Winmalee	0	F	610
Springwood - Winmalee	0	M	497
Springwood - Winmalee	1	F	10367
Springwood - Winmalee	1	M	9879
Wentworth Falls	0	F	246
Wentworth Falls	0	M	191
Wentworth Falls	1	F	2965
Wentworth Falls	1	M	2674
Blue Mountains - South	1	M	4
Cambridge Park	0	F	891
Cambridge Park	0	M	795
Cambridge Park	1	F	6746
Cambridge Park	1	M	6667
Emu Plains - Leonay	0	F	489
Emu Plains - Leonay	0	M	432
Emu Plains - Leonay	1	F	6319
Emu Plains - Leonay	1	M	6196
Glenmore Park - Regentville	0	F	1672
Glenmore Park - Regentville	0	M	1496
Glenmore Park - Regentville	1	F	8813
Glenmore Park - Regentville	1	M	8487
Jamisontown - South Penrith	0	F	1046
Jamisontown - South Penrith	0	M	942
Jamisontown - South Penrith	1	F	7338
Jamisontown - South Penrith	1	M	7190
Kingswood - Werrington	0	F	3790
Kingswood - Werrington	0	M	3462
Kingswood - Werrington	1	F	7937
Kingswood - Werrington	1	M	7655
Mulgoa - Luddenham - Orchard Hills	0	F	1130
Mulgoa - Luddenham - Orchard Hills	0	M	1095
Mulgoa - Luddenham - Orchard Hills	1	F	4743
Mulgoa - Luddenham - Orchard Hills	1	M	4709
Penrith	0	F	1787
Penrith	0	M	1477
Penrith	1	F	6553
Penrith	1	M	6369
Warragamba - Silverdale	0	F	263
Warragamba - Silverdale	0	M	221
Warragamba - Silverdale	1	F	2568
Warragamba - Silverdale	1	M	2769
Cranebrook - Castlereagh	0	F	871
Cranebrook - Castlereagh	0	M	790
Cranebrook - Castlereagh	1	F	7402
Cranebrook - Castlereagh	1	M	7165
Jordan Springs - Llandilo	0	F	2160
Jordan Springs - Llandilo	0	M	2043
Jordan Springs - Llandilo	1	F	4392
Jordan Springs - Llandilo	1	M	4358
Richmond - Clarendon	0	F	736
Richmond - Clarendon	0	M	656
Richmond - Clarendon	1	F	6764
Richmond - Clarendon	1	M	6178
Windsor - Bligh Park	0	F	601
Windsor - Bligh Park	0	M	537
Windsor - Bligh Park	1	F	6745
Windsor - Bligh Park	1	M	6565
Yarramundi - Londonderry	0	F	340
Yarramundi - Londonderry	0	M	417
Yarramundi - Londonderry	1	F	2566
Yarramundi - Londonderry	1	M	2709
Erskine Park	0	F	758
Erskine Park	0	M	708
Erskine Park	1	F	2318
Erskine Park	1	M	2443
St Clair	0	F	2509
St Clair	0	M	2369
St Clair	1	F	7015
St Clair	1	M	7138
Colyton - Oxley Park	0	F	2054
Colyton - Oxley Park	0	M	1927
Colyton - Oxley Park	1	F	4003
Colyton - Oxley Park	1	M	4016
St Marys - North St Marys	0	F	2446
St Marys - North St Marys	0	M	2334
St Marys - North St Marys	1	F	5215
St Marys - North St Marys	1	M	5391
Rookwood Cemetery	1	F	4
Auburn - Central	0	F	6958
Auburn - Central	0	M	8365
Auburn - Central	1	F	1016
Auburn - Central	1	M	1228
Auburn - North	0	F	3822
Auburn - North	0	M	5047
Auburn - North	1	F	389
Auburn - North	1	M	539
Auburn - South	0	F	3118
Auburn - South	0	M	3335
Auburn - South	1	F	751
Auburn - South	1	M	834
Berala	0	F	3051
Berala	0	M	3193
Berala	1	F	841
Berala	1	M	989
Lidcombe	0	F	7832
Lidcombe	0	M	8022
Lidcombe	1	F	1837
Lidcombe	1	M	2303
Regents Park	0	F	1741
Regents Park	0	M	1851
Regents Park	1	F	634
Regents Park	1	M	668
Silverwater - Newington	0	F	2262
Silverwater - Newington	0	M	2121
Silverwater - Newington	1	F	1560
Silverwater - Newington	1	M	1714
Wentworth Point - Sydney Olympic Park	0	F	7076
Wentworth Point - Sydney Olympic Park	0	M	6334
Wentworth Point - Sydney Olympic Park	1	F	2722
Wentworth Point - Sydney Olympic Park	1	M	3099
Ermington - Rydalmere	0	F	6076
Ermington - Rydalmere	0	M	5662
Ermington - Rydalmere	1	F	5623
Ermington - Rydalmere	1	M	5991
Oatlands - Dundas Valley	0	F	5027
Oatlands - Dundas Valley	0	M	4644
Oatlands - Dundas Valley	1	F	3846
Oatlands - Dundas Valley	1	M	4024
Carlingford - East	0	F	3418
Carlingford - East	0	M	3226
Carlingford - East	1	F	2350
Carlingford - East	1	M	2299
Carlingford - West	0	F	6343
Carlingford - West	0	M	5959
Carlingford - West	1	F	2961
Carlingford - West	1	M	3359
Chester Hill - Sefton	0	F	6591
Chester Hill - Sefton	0	M	6437
Chester Hill - Sefton	1	F	2705
Chester Hill - Sefton	1	M	2801
Fairfield - East	0	F	5201
Fairfield - East	0	M	5320
Fairfield - East	1	F	1704
Fairfield - East	1	M	1936
Granville - Clyde	0	F	7605
Granville - Clyde	0	M	8360
Granville - Clyde	1	F	2394
Granville - Clyde	1	M	2767
Guildford - South Granville	0	F	7243
Guildford - South Granville	0	M	7319
Guildford - South Granville	1	F	2525
Guildford - South Granville	1	M	2660
Guildford West - Merrylands West	0	F	6490
Guildford West - Merrylands West	0	M	6478
Guildford West - Merrylands West	1	F	3961
Guildford West - Merrylands West	1	M	4013
Smithfield Industrial	0	M	7
Smithfield Industrial	1	M	3
Yennora Industrial	0	F	8
Yennora Industrial	0	M	6
Yennora Industrial	1	F	5
Greystanes - South	0	F	3281
Greystanes - South	0	M	3081
Greystanes - South	1	F	4718
Greystanes - South	1	M	4742
Merrylands - Holroyd	0	F	7344
Merrylands - Holroyd	0	M	7619
Merrylands - Holroyd	1	F	3105
Merrylands - Holroyd	1	M	3271
Pemulwuy - Greystanes (North)	0	F	2432
Pemulwuy - Greystanes (North)	0	M	2178
Pemulwuy - Greystanes (North)	1	F	2865
Pemulwuy - Greystanes (North)	1	M	2837
South Wentworthville	0	F	2028
South Wentworthville	0	M	1984
South Wentworthville	1	F	1357
South Wentworthville	1	M	1361
North Parramatta	0	F	6292
North Parramatta	0	M	5869
North Parramatta	1	F	4401
North Parramatta	1	M	4708
North Rocks	0	F	1807
North Rocks	0	M	1677
North Rocks	1	F	2397
North Rocks	1	M	2344
Northmead	0	F	5115
Northmead	0	M	5170
Northmead	1	F	4549
Northmead	1	M	4314
Toongabbie - Constitution Hill	0	F	5201
Toongabbie - Constitution Hill	0	M	5171
Toongabbie - Constitution Hill	1	F	5685
Toongabbie - Constitution Hill	1	M	5549
Winston Hills	0	F	1688
Winston Hills	0	M	1533
Winston Hills	1	F	3940
Winston Hills	1	M	3856
Pendle Hill - Girraween	0	F	4580
Pendle Hill - Girraween	0	M	4773
Pendle Hill - Girraween	1	F	1778
Pendle Hill - Girraween	1	M	1787
Wentworthville - Westmead	0	F	7426
Wentworthville - Westmead	0	M	7784
Wentworthville - Westmead	1	F	2241
Wentworthville - Westmead	1	M	2441
Parramatta - North	0	F	4325
Parramatta - North	0	M	4531
Parramatta - North	1	F	1017
Parramatta - North	1	M	1368
Parramatta - South	0	F	3351
Parramatta - South	0	M	3819
Parramatta - South	1	F	920
Parramatta - South	1	M	1153
Rosehill - Harris Park	0	F	3020
Rosehill - Harris Park	0	M	3439
Rosehill - Harris Park	1	F	875
Rosehill - Harris Park	1	M	1101
Pennant Hills - Cheltenham	0	F	3998
Pennant Hills - Cheltenham	0	M	3408
Pennant Hills - Cheltenham	1	F	7016
Pennant Hills - Cheltenham	1	M	6698
Epping (East) - North Epping	0	F	4272
Epping (East) - North Epping	0	M	3762
Epping (East) - North Epping	1	F	2889
Epping (East) - North Epping	1	M	3062
Epping (NSW) - West	0	F	6518
Epping (NSW) - West	0	M	5807
Epping (NSW) - West	1	F	2842
Epping (NSW) - West	1	M	2968
Gladesville - Huntleys Point	0	F	2181
Gladesville - Huntleys Point	0	M	1800
Gladesville - Huntleys Point	1	F	5495
Gladesville - Huntleys Point	1	M	5389
Hunters Hill - Woolwich	0	F	937
Hunters Hill - Woolwich	0	M	827
Hunters Hill - Woolwich	1	F	3681
Hunters Hill - Woolwich	1	M	3668
Macquarie Park - Marsfield	0	F	7125
Macquarie Park - Marsfield	0	M	6440
Macquarie Park - Marsfield	1	F	4608
Macquarie Park - Marsfield	1	M	4536
North Ryde - East Ryde	0	F	3497
North Ryde - East Ryde	0	M	3134
North Ryde - East Ryde	1	F	4019
North Ryde - East Ryde	1	M	4194
West Ryde - Meadowbank	0	F	5714
West Ryde - Meadowbank	0	M	5103
West Ryde - Meadowbank	1	F	4083
West Ryde - Meadowbank	1	M	4458
Putney	0	F	683
Putney	0	M	612
Putney	1	F	1393
Putney	1	M	1348
Denistone	0	F	1621
Denistone	0	M	1537
Denistone	1	F	1804
Denistone	1	M	1834
Eastwood	0	F	6556
Eastwood	0	M	5995
Eastwood	1	F	2736
Eastwood	1	M	2965
Ryde - North	0	F	4979
Ryde - North	0	M	4418
Ryde - North	1	F	5013
Ryde - North	1	M	5056
Ryde - South	0	F	3520
Ryde - South	0	M	3090
Ryde - South	1	F	2361
Ryde - South	1	M	2392
Ashcroft - Busby - Miller	0	F	4783
Ashcroft - Busby - Miller	0	M	4574
Ashcroft - Busby - Miller	1	F	3397
Ashcroft - Busby - Miller	1	M	3342
Austral - Greendale	0	F	2836
Austral - Greendale	0	M	2831
Austral - Greendale	1	F	2773
Austral - Greendale	1	M	3024
Badgerys Creek	0	F	5
Badgerys Creek	1	F	3
Badgerys Creek	1	M	9
Cecil Hills	0	F	2044
Cecil Hills	0	M	1950
Cecil Hills	1	F	1251
Cecil Hills	1	M	1368
Green Valley	0	F	4474
Green Valley	0	M	4197
Green Valley	1	F	1689
Green Valley	1	M	1857
Hinchinbrook	0	F	4123
Hinchinbrook	0	M	3844
Hinchinbrook	1	F	2174
Hinchinbrook	1	M	2257
Hoxton Park - Carnes Hill - Horningsea Park	0	F	3883
Hoxton Park - Carnes Hill - Horningsea Park	0	M	3630
Hoxton Park - Carnes Hill - Horningsea Park	1	F	2484
Hoxton Park - Carnes Hill - Horningsea Park	1	M	2634
West Hoxton - Middleton Grange	0	F	4576
West Hoxton - Middleton Grange	0	M	4283
West Hoxton - Middleton Grange	1	F	3652
West Hoxton - Middleton Grange	1	M	3883
Cobbitty - Bringelly	0	F	354
Cobbitty - Bringelly	0	M	318
Cobbitty - Bringelly	1	F	1988
Cobbitty - Bringelly	1	M	1884
Gledswood Hills - Gregory Hills	0	F	2609
Gledswood Hills - Gregory Hills	0	M	2439
Gledswood Hills - Gregory Hills	1	F	4315
Gledswood Hills - Gregory Hills	1	M	4395
Leppington - Catherine Field	0	F	2861
Leppington - Catherine Field	0	M	2721
Leppington - Catherine Field	1	F	3200
Leppington - Catherine Field	1	M	3271
Oran Park	0	F	3515
Oran Park	0	M	3341
Oran Park	1	F	4973
Oran Park	1	M	4978
Bonnyrigg Heights - Bonnyrigg	0	F	6249
Bonnyrigg Heights - Bonnyrigg	0	M	5686
Bonnyrigg Heights - Bonnyrigg	1	F	2028
Bonnyrigg Heights - Bonnyrigg	1	M	2205
Bossley Park - Abbotsbury	0	F	6096
Bossley Park - Abbotsbury	0	M	5655
Bossley Park - Abbotsbury	1	F	3241
Bossley Park - Abbotsbury	1	M	3502
Cabramatta - Lansvale	0	F	9698
Cabramatta - Lansvale	0	M	9052
Cabramatta - Lansvale	1	F	1581
Cabramatta - Lansvale	1	M	2021
Cabramatta West - Mount Pritchard	0	F	6222
Cabramatta West - Mount Pritchard	0	M	5775
Cabramatta West - Mount Pritchard	1	F	2321
Cabramatta West - Mount Pritchard	1	M	2625
Canley Vale - Canley Heights	0	F	8872
Canley Vale - Canley Heights	0	M	8113
Canley Vale - Canley Heights	1	F	1695
Canley Vale - Canley Heights	1	M	2102
Edensor Park	0	F	3548
Edensor Park	0	M	3247
Edensor Park	1	F	1457
Edensor Park	1	M	1432
Fairfield	0	F	7115
Fairfield	0	M	6687
Fairfield	1	F	1344
Fairfield	1	M	1540
Fairfield - West	0	F	7970
Fairfield - West	0	M	7331
Fairfield - West	1	F	2028
Fairfield - West	1	M	2309
Greenfield Park - Prairiewood	0	F	3276
Greenfield Park - Prairiewood	0	M	3096
Greenfield Park - Prairiewood	1	F	909
Greenfield Park - Prairiewood	1	M	1039
Horsley Park - Kemps Creek	0	F	798
Horsley Park - Kemps Creek	0	M	861
Horsley Park - Kemps Creek	1	F	1193
Horsley Park - Kemps Creek	1	M	1224
Smithfield - Wetherill Park	0	F	6274
Smithfield - Wetherill Park	0	M	5884
Smithfield - Wetherill Park	1	F	3041
Smithfield - Wetherill Park	1	M	3143
St Johns Park - Wakeley	0	F	4379
St Johns Park - Wakeley	0	M	3960
St Johns Park - Wakeley	1	F	1111
St Johns Park - Wakeley	1	M	1241
Wetherill Park Industrial	0	F	10
Wetherill Park Industrial	0	M	11
Wetherill Park Industrial	1	F	4
Wetherill Park Industrial	1	M	10
Casula	0	F	4806
Casula	0	M	4512
Casula	1	F	3132
Casula	1	M	3167
Chipping Norton - Moorebank	0	F	4571
Chipping Norton - Moorebank	0	M	4272
Chipping Norton - Moorebank	1	F	5511
Chipping Norton - Moorebank	1	M	5555
Holsworthy - Wattle Grove	0	F	3441
Holsworthy - Wattle Grove	0	M	3190
Holsworthy - Wattle Grove	1	F	6514
Holsworthy - Wattle Grove	1	M	6911
Lurnea - Cartwright	0	F	3666
Lurnea - Cartwright	0	M	3604
Lurnea - Cartwright	1	F	2077
Lurnea - Cartwright	1	M	2140
Warwick Farm	0	F	1872
Warwick Farm	0	M	1725
Warwick Farm	1	F	809
Warwick Farm	1	M	909
Edmondson Park	0	F	3790
Edmondson Park	0	M	3651
Edmondson Park	1	F	1904
Edmondson Park	1	M	1975
Liverpool - East	0	F	5856
Liverpool - East	0	M	5507
Liverpool - East	1	F	1915
Liverpool - East	1	M	2159
Liverpool - West	0	F	4542
Liverpool - West	0	M	4406
Liverpool - West	1	F	1755
Liverpool - West	1	M	1848
Prestons	0	F	4473
Prestons	0	M	4225
Prestons	1	F	3057
Prestons	1	M	3124
Gymea - Grays Point	0	F	1048
Gymea - Grays Point	0	M	811
Gymea - Grays Point	1	F	7970
Gymea - Grays Point	1	M	7875
Miranda - Yowie Bay	0	F	2397
Miranda - Yowie Bay	0	M	2055
Miranda - Yowie Bay	1	F	7930
Miranda - Yowie Bay	1	M	7463
Sylvania - Taren Point	0	F	2449
Sylvania - Taren Point	0	M	2202
Sylvania - Taren Point	1	F	5668
Sylvania - Taren Point	1	M	5342
Caringbah	0	F	1066
Caringbah	0	M	865
Caringbah	1	F	5236
Caringbah	1	M	5094
Caringbah South	0	F	575
Caringbah South	0	M	501
Caringbah South	1	F	5849
Caringbah South	1	M	5696
Cronulla - Kurnell - Bundeena	0	F	1173
Cronulla - Kurnell - Bundeena	0	M	929
Cronulla - Kurnell - Bundeena	1	F	10597
Cronulla - Kurnell - Bundeena	1	M	10535
Lilli Pilli - Port Hacking - Dolans Bay	0	F	155
Lilli Pilli - Port Hacking - Dolans Bay	0	M	134
Lilli Pilli - Port Hacking - Dolans Bay	1	F	1522
Lilli Pilli - Port Hacking - Dolans Bay	1	M	1499
Woolooware - Burraneer	0	F	473
Woolooware - Burraneer	0	M	365
Woolooware - Burraneer	1	F	3980
Woolooware - Burraneer	1	M	3916
Heathcote - Waterfall	0	F	178
Heathcote - Waterfall	0	M	140
Heathcote - Waterfall	1	F	3105
Heathcote - Waterfall	1	M	2939
Illawong - Alfords Point	0	F	1351
Illawong - Alfords Point	0	M	1286
Illawong - Alfords Point	1	F	3848
Illawong - Alfords Point	1	M	3859
Menai - Lucas Heights - Woronora	0	F	1616
Menai - Lucas Heights - Woronora	0	M	1393
Menai - Lucas Heights - Woronora	1	F	8800
Menai - Lucas Heights - Woronora	1	M	8678
Oyster Bay - Como - Jannali	0	F	1477
Oyster Bay - Como - Jannali	0	M	1238
Oyster Bay - Como - Jannali	1	F	9382
Oyster Bay - Como - Jannali	1	M	9383
Royal National Park	1	F	10
Royal National Park	1	M	17
Sutherland - Kirrawee	0	F	2199
Sutherland - Kirrawee	0	M	1872
Sutherland - Kirrawee	1	F	9278
Sutherland - Kirrawee	1	M	8845
Engadine	0	F	589
Engadine	0	M	505
Engadine	1	F	8050
Engadine	1	M	7809
Loftus - Yarrawarrah	0	F	233
Loftus - Yarrawarrah	0	M	185
Loftus - Yarrawarrah	1	F	3409
Loftus - Yarrawarrah	1	M	3375
Woronora Heights	0	F	128
Woronora Heights	0	M	92
Woronora Heights	1	F	1639
Woronora Heights	1	M	1621
No usual address (NSW)	0	F	579
No usual address (NSW)	0	M	576
No usual address (NSW)	1	F	2889
No usual address (NSW)	1	M	3530
Alfredton	0	F	1108
Alfredton	0	M	1095
Alfredton	1	F	7273
Alfredton	1	M	6828
Ballarat	0	F	489
Ballarat	0	M	456
Ballarat	1	F	5634
Ballarat	1	M	4964
Buninyong	0	F	142
Buninyong	0	M	124
Buninyong	1	F	3389
Buninyong	1	M	3319
Delacombe	0	F	404
Delacombe	0	M	407
Delacombe	1	F	4902
Delacombe	1	M	4469
Smythes Creek	0	F	57
Smythes Creek	0	M	46
Smythes Creek	1	F	1967
Smythes Creek	1	M	2077
Wendouree - Miners Rest	0	F	412
Wendouree - Miners Rest	0	M	384
Wendouree - Miners Rest	1	F	7000
Wendouree - Miners Rest	1	M	6629
Ballarat East - Warrenheip	0	F	261
Ballarat East - Warrenheip	0	M	258
Ballarat East - Warrenheip	1	F	4572
Ballarat East - Warrenheip	1	M	4054
Ballarat North - Invermay	0	F	367
Ballarat North - Invermay	0	M	334
Ballarat North - Invermay	1	F	6983
Ballarat North - Invermay	1	M	6506
Canadian - Mount Clear	0	F	510
Canadian - Mount Clear	0	M	502
Canadian - Mount Clear	1	F	5459
Canadian - Mount Clear	1	M	5066
Sebastopol - Redan	0	F	348
Sebastopol - Redan	0	M	331
Sebastopol - Redan	1	F	6126
Sebastopol - Redan	1	M	5368
Bacchus Marsh Surrounds	0	F	135
Bacchus Marsh Surrounds	0	M	128
Bacchus Marsh Surrounds	1	F	2949
Bacchus Marsh Surrounds	1	M	2932
Creswick - Clunes	0	F	117
Creswick - Clunes	0	M	124
Creswick - Clunes	1	F	3630
Creswick - Clunes	1	M	3629
Daylesford	0	F	325
Daylesford	0	M	292
Daylesford	1	F	4358
Daylesford	1	M	4211
Gordon (Vic.)	0	F	115
Gordon (Vic.)	0	M	98
Gordon (Vic.)	1	F	2778
Gordon (Vic.)	1	M	2937
Avoca	0	F	40
Avoca	0	M	41
Avoca	1	F	1532
Avoca	1	M	1602
Beaufort	0	F	53
Beaufort	0	M	46
Beaufort	1	F	1920
Beaufort	1	M	1930
Golden Plains - North	0	F	62
Golden Plains - North	0	M	66
Golden Plains - North	1	F	2131
Golden Plains - North	1	M	2290
Maryborough (Vic.)	0	F	142
Maryborough (Vic.)	0	M	124
Maryborough (Vic.)	1	F	3868
Maryborough (Vic.)	1	M	3542
