SA2_NAME21	CoupleFamily	HasChild	HasDependentStudent	HasNonDependentChild	persons_in_families
Jindabyne - Berridale	1	1	0	1	87
Jindabyne - Berridale	1	1	1	0	450
Jindabyne - Berridale	1	1	1	1	64
Batemans Bay					56
Batemans Bay	0	0	0	1	325
Batemans Bay	0	0	1	0	52
Batemans Bay	0	0	1	1	40
Batemans Bay	0	1	0	0	533
Batemans Bay	0	1	0	1	81
Batemans Bay	0	1	1	0	121
Batemans Bay	0	1	1	1	48
Batemans Bay	1	0	0	1	471
Batemans Bay	1	0	1	0	85
Batemans Bay	1	0	1	1	110
Batemans Bay	1	1	0	0	1283
Batemans Bay	1	1	0	1	133
Batemans Bay	1	1	1	0	290
Batemans Bay	1	1	1	1	93
Batemans Bay - South					49
Batemans Bay - South	0	0	0	1	344
Batemans Bay - South	0	0	1	0	66
Batemans Bay - South	0	0	1	1	41
Batemans Bay - South	0	1	0	0	419
Batemans Bay - South	0	1	0	1	86
Batemans Bay - South	0	1	1	0	128
Batemans Bay - South	0	1	1	1	21
Batemans Bay - South	1	0	0	1	465
Batemans Bay - South	1	0	1	0	149
Batemans Bay - South	1	0	1	1	112
Batemans Bay - South	1	1	0	0	1322
Batemans Bay - South	1	1	0	1	144
Batemans Bay - South	1	1	1	0	284
Batemans Bay - South	1	1	1	1	31
Bega - Tathra					43
Bega - Tathra	0	0	0	1	398
Bega - Tathra	0	0	1	0	61
Bega - Tathra	0	0	1	1	23
Bega - Tathra	0	1	0	0	490
Bega - Tathra	0	1	0	1	36
Bega - Tathra	0	1	1	0	91
Bega - Tathra	0	1	1	1	35
Bega - Tathra	1	0	0	1	466
Bega - Tathra	1	0	1	0	177
Bega - Tathra	1	0	1	1	83
Bega - Tathra	1	1	0	0	1814
Bega - Tathra	1	1	0	1	173
Bega - Tathra	1	1	1	0	407
Bega - Tathra	1	1	1	1	48
Bega-Eden Hinterland					47
Bega-Eden Hinterland	0	0	0	1	320
Bega-Eden Hinterland	0	0	1	0	47
Bega-Eden Hinterland	0	0	1	1	30
Bega-Eden Hinterland	0	1	0	0	321
Bega-Eden Hinterland	0	1	0	1	52
Bega-Eden Hinterland	0	1	1	0	69
Bega-Eden Hinterland	0	1	1	1	29
Bega-Eden Hinterland	1	0	0	1	670
Bega-Eden Hinterland	1	0	1	0	159
Bega-Eden Hinterland	1	0	1	1	139
Bega-Eden Hinterland	1	1	0	0	1763
Bega-Eden Hinterland	1	1	0	1	283
Bega-Eden Hinterland	1	1	1	0	460
Bega-Eden Hinterland	1	1	1	1	85
Broulee - Tomakin					31
Broulee - Tomakin	0	0	0	1	113
Broulee - Tomakin	0	0	1	0	39
Broulee - Tomakin	0	0	1	1	17
Broulee - Tomakin	0	1	0	0	108
Broulee - Tomakin	0	1	0	1	14
Broulee - Tomakin	0	1	1	0	58
Broulee - Tomakin	0	1	1	1	20
Broulee - Tomakin	1	0	0	1	203
Broulee - Tomakin	1	0	1	0	109
Broulee - Tomakin	1	0	1	1	44
Broulee - Tomakin	1	1	0	0	736
Broulee - Tomakin	1	1	0	1	42
Broulee - Tomakin	1	1	1	0	150
Broulee - Tomakin	1	1	1	1	29
Deua - Wadbilliga					3
Deua - Wadbilliga	1	0	0	1	4
Deua - Wadbilliga	1	1	0	1	4
Eden					28
Eden	0	0	0	1	130
Eden	0	0	1	0	10
Eden	0	0	1	1	9
Eden	0	1	0	0	201
Eden	0	1	0	1	36
Eden	0	1	1	0	28
Eden	0	1	1	1	15
Eden	1	0	0	1	178
Eden	1	0	1	0	57
Eden	1	0	1	1	5
Eden	1	1	0	0	496
Eden	1	1	0	1	43
Eden	1	1	1	0	132
Eden	1	1	1	1	14
Eurobodalla Hinterland					26
Eurobodalla Hinterland	0	0	0	1	98
Eurobodalla Hinterland	0	0	1	0	22
Eurobodalla Hinterland	0	0	1	1	10
Eurobodalla Hinterland	0	1	0	0	126
Eurobodalla Hinterland	0	1	0	1	32
Eurobodalla Hinterland	0	1	1	0	34
Eurobodalla Hinterland	1	0	0	1	275
Eurobodalla Hinterland	1	0	1	0	56
Eurobodalla Hinterland	1	0	1	1	49
Eurobodalla Hinterland	1	1	0	0	487
Eurobodalla Hinterland	1	1	0	1	36
Eurobodalla Hinterland	1	1	1	0	125
Eurobodalla Hinterland	1	1	1	1	58
Merimbula - Tura Beach					54
Merimbula - Tura Beach	0	0	0	1	289
Merimbula - Tura Beach	0	0	1	0	106
Merimbula - Tura Beach	0	0	1	1	36
Merimbula - Tura Beach	0	1	0	0	379
Merimbula - Tura Beach	0	1	0	1	28
Merimbula - Tura Beach	0	1	1	0	94
Merimbula - Tura Beach	0	1	1	1	3
Merimbula - Tura Beach	1	0	0	1	571
Merimbula - Tura Beach	1	0	1	0	214
Merimbula - Tura Beach	1	0	1	1	145
Merimbula - Tura Beach	1	1	0	0	2005
Merimbula - Tura Beach	1	1	0	1	138
Merimbula - Tura Beach	1	1	1	0	416
Merimbula - Tura Beach	1	1	1	1	78
Moruya - Tuross Head					63
Moruya - Tuross Head	0	0	0	1	304
Moruya - Tuross Head	0	0	1	0	37
Moruya - Tuross Head	0	0	1	1	29
Moruya - Tuross Head	0	1	0	0	316
Moruya - Tuross Head	0	1	0	1	50
Moruya - Tuross Head	0	1	1	0	83
Moruya - Tuross Head	0	1	1	1	28
Moruya - Tuross Head	1	0	0	1	523
Moruya - Tuross Head	1	0	1	0	141
Moruya - Tuross Head	1	0	1	1	115
Moruya - Tuross Head	1	1	0	0	1294
Moruya - Tuross Head	1	1	0	1	128
Moruya - Tuross Head	1	1	1	0	266
Moruya - Tuross Head	1	1	1	1	30
Narooma - Bermagui					38
Narooma - Bermagui	0	0	0	1	311
Narooma - Bermagui	0	0	1	0	38
Narooma - Bermagui	0	0	1	1	13
Narooma - Bermagui	0	1	0	0	385
Narooma - Bermagui	0	1	0	1	33
Narooma - Bermagui	0	1	1	0	72
Narooma - Bermagui	0	1	1	1	36
Narooma - Bermagui	1	0	0	1	418
Narooma - Bermagui	1	0	1	0	107
Narooma - Bermagui	1	0	1	1	127
Narooma - Bermagui	1	1	0	0	1363
Narooma - Bermagui	1	1	0	1	139
Narooma - Bermagui	1	1	1	0	355
Narooma - Bermagui	1	1	1	1	80
Goulburn					199
Goulburn	0	0	0	1	967
Goulburn	0	0	1	0	197
Goulburn	0	0	1	1	92
Goulburn	0	1	0	0	1457
Goulburn	0	1	0	1	245
Goulburn	0	1	1	0	198
Goulburn	0	1	1	1	94
Goulburn	1	0	0	1	1534
Goulburn	1	0	1	0	463
Goulburn	1	0	1	1	314
Goulburn	1	1	0	0	5170
Goulburn	1	1	0	1	575
Goulburn	1	1	1	0	824
Goulburn	1	1	1	1	305
Goulburn Surrounds					61
Goulburn Surrounds	0	0	0	1	348
Goulburn Surrounds	0	0	1	0	70
Goulburn Surrounds	0	0	1	1	62
Goulburn Surrounds	0	1	0	0	410
Goulburn Surrounds	0	1	0	1	80
Goulburn Surrounds	0	1	1	0	85
Goulburn Surrounds	0	1	1	1	17
Goulburn Surrounds	1	0	0	1	1012
Goulburn Surrounds	1	0	1	0	321
Goulburn Surrounds	1	0	1	1	299
Goulburn Surrounds	1	1	0	0	2784
Goulburn Surrounds	1	1	0	1	312
Goulburn Surrounds	1	1	1	0	716
Goulburn Surrounds	1	1	1	1	198
Yass					45
Yass	0	0	0	1	235
Yass	0	0	1	0	59
Yass	0	0	1	1	51
Yass	0	1	0	0	304
Yass	0	1	0	1	45
Yass	0	1	1	0	58
Yass	0	1	1	1	20
Yass	1	0	0	1	514
Yass	1	0	1	0	165
Yass	1	0	1	1	103
Yass	1	1	0	0	1745
Yass	1	1	0	1	158
Yass	1	1	1	0	290
Yass	1	1	1	1	58
Yass Surrounds					42
Yass Surrounds	0	0	0	1	250
Yass Surrounds	0	0	1	0	73
Yass Surrounds	0	0	1	1	45
Yass Surrounds	0	1	0	0	294
Yass Surrounds	0	1	0	1	28
Yass Surrounds	0	1	1	0	86
Yass Surrounds	0	1	1	1	36
Yass Surrounds	1	0	0	1	1021
Yass Surrounds	1	0	1	0	579
Yass Surrounds	1	0	1	1	392
Yass Surrounds	1	1	0	0	3521
Yass Surrounds	1	1	0	1	173
Yass Surrounds	1	1	1	0	949
Yass Surrounds	1	1	1	1	149
Young					104
Young	0	0	0	1	349
Young	0	0	1	0	75
Young	0	0	1	1	55
Young	0	1	0	0	685
Young	0	1	0	1	96
Young	0	1	1	0	165
Young	0	1	1	1	63
Young	1	0	0	1	579
Young	1	0	1	0	183
Young	1	0	1	1	176
Young	1	1	0	0	2433
Young	1	1	0	1	227
Young	1	1	1	0	540
Young	1	1	1	1	185
Young Surrounds					47
Young Surrounds	0	0	0	1	222
Young Surrounds	0	0	1	0	51
Young Surrounds	0	0	1	1	41
Young Surrounds	0	1	0	0	295
Young Surrounds	0	1	0	1	33
Young Surrounds	0	1	1	0	42
Young Surrounds	1	0	0	1	469
Young Surrounds	1	0	1	0	159
Young Surrounds	1	0	1	1	114
Young Surrounds	1	1	0	0	1534
Young Surrounds	1	1	0	1	104
Young Surrounds	1	1	1	0	312
Young Surrounds	1	1	1	1	99
Avoca Beach - Copacabana					30
Avoca Beach - Copacabana	0	0	0	1	229
Avoca Beach - Copacabana	0	0	1	0	80
Avoca Beach - Copacabana	0	0	1	1	79
Avoca Beach - Copacabana	0	1	0	0	263
Avoca Beach - Copacabana	0	1	0	1	18
Avoca Beach - Copacabana	0	1	1	0	119
Avoca Beach - Copacabana	0	1	1	1	10
Avoca Beach - Copacabana	1	0	0	1	486
Avoca Beach - Copacabana	1	0	1	0	333
Avoca Beach - Copacabana	1	0	1	1	259
Avoca Beach - Copacabana	1	1	0	0	2014
Avoca Beach - Copacabana	1	1	0	1	109
Avoca Beach - Copacabana	1	1	1	0	611
Avoca Beach - Copacabana	1	1	1	1	111
Box Head - MacMasters Beach					58
Box Head - MacMasters Beach	0	0	0	1	362
Box Head - MacMasters Beach	0	0	1	0	69
Box Head - MacMasters Beach	0	0	1	1	44
Box Head - MacMasters Beach	0	1	0	0	301
Box Head - MacMasters Beach	0	1	0	1	29
Box Head - MacMasters Beach	0	1	1	0	68
Box Head - MacMasters Beach	0	1	1	1	20
Box Head - MacMasters Beach	1	0	0	1	903
Box Head - MacMasters Beach	1	0	1	0	454
Box Head - MacMasters Beach	1	0	1	1	305
Box Head - MacMasters Beach	1	1	0	0	2667
Box Head - MacMasters Beach	1	1	0	1	160
Box Head - MacMasters Beach	1	1	1	0	594
Box Head - MacMasters Beach	1	1	1	1	104
Calga - Kulnura					31
Calga - Kulnura	0	0	0	1	166
Calga - Kulnura	0	0	1	0	34
Calga - Kulnura	0	0	1	1	23
Calga - Kulnura	0	1	0	0	135
Calga - Kulnura	0	1	0	1	4
Calga - Kulnura	0	1	1	0	40
Calga - Kulnura	0	1	1	1	17
Calga - Kulnura	1	0	0	1	528
Calga - Kulnura	1	0	1	0	159
Calga - Kulnura	1	0	1	1	144
Calga - Kulnura	1	1	0	0	835
Calga - Kulnura	1	1	0	1	86
Calga - Kulnura	1	1	1	0	221
Calga - Kulnura	1	1	1	1	35
Erina - Green Point					68
Erina - Green Point	0	0	0	1	553
Erina - Green Point	0	0	1	0	131
Erina - Green Point	0	0	1	1	62
Erina - Green Point	0	1	0	0	483
Erina - Green Point	0	1	0	1	57
Erina - Green Point	0	1	1	0	142
Erina - Green Point	0	1	1	1	44
Erina - Green Point	1	0	0	1	1083
Erina - Green Point	1	0	1	0	648
Erina - Green Point	1	0	1	1	370
Erina - Green Point	1	1	0	0	3184
Erina - Green Point	1	1	0	1	194
Erina - Green Point	1	1	1	0	749
Erina - Green Point	1	1	1	1	167
Gosford - Springfield					205
Gosford - Springfield	0	0	0	1	1001
Gosford - Springfield	0	0	1	0	268
Gosford - Springfield	0	0	1	1	113
Gosford - Springfield	0	1	0	0	1079
Gosford - Springfield	0	1	0	1	132
Gosford - Springfield	0	1	1	0	248
Gosford - Springfield	0	1	1	1	75
Gosford - Springfield	1	0	0	1	1027
Gosford - Springfield	1	0	1	0	539
Gosford - Springfield	1	0	1	1	311
Gosford - Springfield	1	1	0	0	4410
Gosford - Springfield	1	1	0	1	147
Gosford - Springfield	1	1	1	0	671
Gosford - Springfield	1	1	1	1	158
Kariong					29
Kariong	0	0	0	1	240
Kariong	0	0	1	0	30
Kariong	0	0	1	1	52
Kariong	0	1	0	0	310
Kariong	0	1	0	1	47
Kariong	0	1	1	0	81
Kariong	0	1	1	1	52
Kariong	1	0	0	1	679
Kariong	1	0	1	0	262
Kariong	1	0	1	1	230
Kariong	1	1	0	0	1873
Kariong	1	1	0	1	136
Kariong	1	1	1	0	450
Kariong	1	1	1	1	109
Kincumber - Picketts Valley					33
Kincumber - Picketts Valley	0	0	0	1	296
Kincumber - Picketts Valley	0	0	1	0	72
Kincumber - Picketts Valley	0	0	1	1	55
Kincumber - Picketts Valley	0	1	0	0	302
Kincumber - Picketts Valley	0	1	0	1	26
Kincumber - Picketts Valley	0	1	1	0	96
Kincumber - Picketts Valley	0	1	1	1	26
Kincumber - Picketts Valley	1	0	0	1	518
Kincumber - Picketts Valley	1	0	1	0	225
Kincumber - Picketts Valley	1	0	1	1	222
Kincumber - Picketts Valley	1	1	0	0	1768
Kincumber - Picketts Valley	1	1	0	1	111
Kincumber - Picketts Valley	1	1	1	0	393
Kincumber - Picketts Valley	1	1	1	1	99
Narara					25
Narara	0	0	0	1	307
Narara	0	0	1	0	61
Narara	0	0	1	1	76
Narara	0	1	0	0	325
Narara	0	1	0	1	21
Narara	0	1	1	0	76
Narara	0	1	1	1	41
Narara	1	0	0	1	683
Narara	1	0	1	0	181
Narara	1	0	1	1	197
Narara	1	1	0	0	2012
Narara	1	1	0	1	110
Narara	1	1	1	0	479
Narara	1	1	1	1	131
Niagara Park - Lisarow					47
Niagara Park - Lisarow	0	0	0	1	303
Niagara Park - Lisarow	0	0	1	0	78
Niagara Park - Lisarow	0	0	1	1	79
Niagara Park - Lisarow	0	1	0	0	340
Niagara Park - Lisarow	0	1	0	1	37
Niagara Park - Lisarow	0	1	1	0	106
Niagara Park - Lisarow	0	1	1	1	56
Niagara Park - Lisarow	1	0	0	1	796
Niagara Park - Lisarow	1	0	1	0	343
Niagara Park - Lisarow	1	0	1	1	266
Niagara Park - Lisarow	1	1	0	0	2157
Niagara Park - Lisarow	1	1	0	1	147
Niagara Park - Lisarow	1	1	1	0	660
Niagara Park - Lisarow	1	1	1	1	152
Point Clare - Koolewong					42
Point Clare - Koolewong	0	0	0	1	279
Point Clare - Koolewong	0	0	1	0	50
Point Clare - Koolewong	0	0	1	1	28
Point Clare - Koolewong	0	1	0	0	231
Point Clare - Koolewong	0	1	0	1	13
Point Clare - Koolewong	0	1	1	0	63
Point Clare - Koolewong	1	0	0	1	545
Point Clare - Koolewong	1	0	1	0	297
Point Clare - Koolewong	1	0	1	1	149
Point Clare - Koolewong	1	1	0	0	1631
Point Clare - Koolewong	1	1	0	1	66
Point Clare - Koolewong	1	1	1	0	296
Point Clare - Koolewong	1	1	1	1	93
Saratoga - Davistown					26
Saratoga - Davistown	0	0	0	1	233
Saratoga - Davistown	0	0	1	0	65
Saratoga - Davistown	0	0	1	1	28
Saratoga - Davistown	0	1	0	0	286
Saratoga - Davistown	0	1	0	1	26
Saratoga - Davistown	0	1	1	0	51
Saratoga - Davistown	0	1	1	1	25
Saratoga - Davistown	1	0	0	1	591
Saratoga - Davistown	1	0	1	0	267
Saratoga - Davistown	1	0	1	1	218
Saratoga - Davistown	1	1	0	0	1748
Saratoga - Davistown	1	1	0	1	122
Saratoga - Davistown	1	1	1	0	426
Saratoga - Davistown	1	1	1	1	78
Terrigal - North Avoca					58
Terrigal - North Avoca	0	0	0	1	412
Terrigal - North Avoca	0	0	1	0	166
Terrigal - North Avoca	0	0	1	1	108
Terrigal - North Avoca	0	1	0	0	501
Terrigal - North Avoca	0	1	0	1	50
Terrigal - North Avoca	0	1	1	0	163
Terrigal - North Avoca	0	1	1	1	57
Terrigal - North Avoca	1	0	0	1	1050
Terrigal - North Avoca	1	0	1	0	548
Terrigal - North Avoca	1	0	1	1	498
Terrigal - North Avoca	1	1	0	0	3702
Terrigal - North Avoca	1	1	0	1	146
Terrigal - North Avoca	1	1	1	0	987
Terrigal - North Avoca	1	1	1	1	181
Umina - Booker Bay - Patonga					238
Umina - Booker Bay - Patonga	0	0	0	1	1243
Umina - Booker Bay - Patonga	0	0	1	0	256
Umina - Booker Bay - Patonga	0	0	1	1	135
Umina - Booker Bay - Patonga	0	1	0	0	1395
Umina - Booker Bay - Patonga	0	1	0	1	218
Umina - Booker Bay - Patonga	0	1	1	0	299
Umina - Booker Bay - Patonga	0	1	1	1	64
Umina - Booker Bay - Patonga	1	0	0	1	1423
Umina - Booker Bay - Patonga	1	0	1	0	459
Umina - Booker Bay - Patonga	1	0	1	1	409
Umina - Booker Bay - Patonga	1	1	0	0	5049
Umina - Booker Bay - Patonga	1	1	0	1	317
Umina - Booker Bay - Patonga	1	1	1	0	831
Umina - Booker Bay - Patonga	1	1	1	1	178
Wamberal - Forresters Beach					44
Wamberal - Forresters Beach	0	0	0	1	258
Wamberal - Forresters Beach	0	0	1	0	82
Wamberal - Forresters Beach	0	0	1	1	54
Wamberal - Forresters Beach	0	1	0	0	358
Wamberal - Forresters Beach	0	1	0	1	27
Wamberal - Forresters Beach	0	1	1	0	138
Wamberal - Forresters Beach	0	1	1	1	28
Wamberal - Forresters Beach	1	0	0	1	879
Wamberal - Forresters Beach	1	0	1	0	490
Wamberal - Forresters Beach	1	0	1	1	389
Wamberal - Forresters Beach	1	1	0	0	2887
Wamberal - Forresters Beach	1	1	0	1	136
Wamberal - Forresters Beach	1	1	1	0	795
Wamberal - Forresters Beach	1	1	1	1	147
Woy Woy - Blackwall					168
Woy Woy - Blackwall	0	0	0	1	809
Woy Woy - Blackwall	0	0	1	0	163
Woy Woy - Blackwall	0	0	1	1	49
Woy Woy - Blackwall	0	1	0	0	851
Woy Woy - Blackwall	0	1	0	1	108
Woy Woy - Blackwall	0	1	1	0	158
Woy Woy - Blackwall	0	1	1	1	27
Woy Woy - Blackwall	1	0	0	1	972
Woy Woy - Blackwall	1	0	1	0	318
Woy Woy - Blackwall	1	0	1	1	239
Woy Woy - Blackwall	1	1	0	0	2677
Woy Woy - Blackwall	1	1	0	1	165
Woy Woy - Blackwall	1	1	1	0	419
Woy Woy - Blackwall	1	1	1	1	82
Wyoming					96
Wyoming	0	0	0	1	547
Wyoming	0	0	1	0	117
Wyoming	0	0	1	1	76
Wyoming	0	1	0	0	618
Wyoming	0	1	0	1	102
Wyoming	0	1	1	0	165
Wyoming	0	1	1	1	58
Wyoming	1	0	0	1	786
Wyoming	1	0	1	0	313
Wyoming	1	0	1	1	229
Wyoming	1	1	0	0	2660
Wyoming	1	1	0	1	181
Wyoming	1	1	1	0	522
Wyoming	1	1	1	1	107
Bateau Bay - Killarney Vale					171
Bateau Bay - Killarney Vale	0	0	0	1	1167
Bateau Bay - Killarney Vale	0	0	1	0	229
Bateau Bay - Killarney Vale	0	0	1	1	151
Bateau Bay - Killarney Vale	0	1	0	0	1300
Bateau Bay - Killarney Vale	0	1	0	1	193
Bateau Bay - Killarney Vale	0	1	1	0	288
Bateau Bay - Killarney Vale	0	1	1	1	92
Bateau Bay - Killarney Vale	1	0	0	1	1681
Bateau Bay - Killarney Vale	1	0	1	0	491
Bateau Bay - Killarney Vale	1	0	1	1	573
Bateau Bay - Killarney Vale	1	1	0	0	5709
Bateau Bay - Killarney Vale	1	1	0	1	311
Bateau Bay - Killarney Vale	1	1	1	0	979
Bateau Bay - Killarney Vale	1	1	1	1	226
Blue Haven - San Remo					123
Blue Haven - San Remo	0	0	0	1	627
Blue Haven - San Remo	0	0	1	0	111
Blue Haven - San Remo	0	0	1	1	113
Blue Haven - San Remo	0	1	0	0	1120
Blue Haven - San Remo	0	1	0	1	170
Blue Haven - San Remo	0	1	1	0	182
Blue Haven - San Remo	0	1	1	1	72
Blue Haven - San Remo	1	0	0	1	849
Blue Haven - San Remo	1	0	1	0	173
Blue Haven - San Remo	1	0	1	1	228
Blue Haven - San Remo	1	1	0	0	2574
Blue Haven - San Remo	1	1	0	1	340
Blue Haven - San Remo	1	1	1	0	514
Blue Haven - San Remo	1	1	1	1	192
Budgewoi - Buff Point - Halekulani					71
Budgewoi - Buff Point - Halekulani	0	0	0	1	535
Budgewoi - Buff Point - Halekulani	0	0	1	0	75
Budgewoi - Buff Point - Halekulani	0	0	1	1	73
Budgewoi - Buff Point - Halekulani	0	1	0	0	625
Budgewoi - Buff Point - Halekulani	0	1	0	1	83
Budgewoi - Buff Point - Halekulani	0	1	1	0	90
Budgewoi - Buff Point - Halekulani	0	1	1	1	30
Budgewoi - Buff Point - Halekulani	1	0	0	1	575
Budgewoi - Buff Point - Halekulani	1	0	1	0	186
Budgewoi - Buff Point - Halekulani	1	0	1	1	165
Budgewoi - Buff Point - Halekulani	1	1	0	0	1852
Budgewoi - Buff Point - Halekulani	1	1	0	1	224
Budgewoi - Buff Point - Halekulani	1	1	1	0	324
Budgewoi - Buff Point - Halekulani	1	1	1	1	118
Chittaway Bay - Tumbi Umbi					93
Chittaway Bay - Tumbi Umbi	0	0	0	1	703
Chittaway Bay - Tumbi Umbi	0	0	1	0	137
Chittaway Bay - Tumbi Umbi	0	0	1	1	85
Chittaway Bay - Tumbi Umbi	0	1	0	0	800
Chittaway Bay - Tumbi Umbi	0	1	0	1	77
Chittaway Bay - Tumbi Umbi	0	1	1	0	196
Chittaway Bay - Tumbi Umbi	0	1	1	1	39
Chittaway Bay - Tumbi Umbi	1	0	0	1	1408
Chittaway Bay - Tumbi Umbi	1	0	1	0	515
Chittaway Bay - Tumbi Umbi	1	0	1	1	439
Chittaway Bay - Tumbi Umbi	1	1	0	0	4181
Chittaway Bay - Tumbi Umbi	1	1	0	1	281
Chittaway Bay - Tumbi Umbi	1	1	1	0	728
