SA2_NAME21	CoupleFamily	HasChild	IncomeFamily.max	families
Braidwood			78750	3
Braidwood	0			12
Braidwood	0		0	4
Braidwood	0		15750	3
Braidwood	0		21000	3
Braidwood	0		34125	11
Braidwood	0		42000	11
Braidwood	0		52500	14
Braidwood	0		65625	17
Braidwood	0		78750	6
Braidwood	0		91875	11
Braidwood	0		105000	3
Braidwood	0		131250	14
Braidwood	0		157500	6
Braidwood	0		183750	3
Braidwood	1	0		87
Braidwood	1	0	0	12
Braidwood	1	0	7875	14
Braidwood	1	0	15750	11
Braidwood	1	0	21000	8
Braidwood	1	0	26250	21
Braidwood	1	0	34125	12
Braidwood	1	0	42000	50
Braidwood	1	0	52500	64
Braidwood	1	0	65625	65
Braidwood	1	0	78750	99
Braidwood	1	0	91875	65
Braidwood	1	0	105000	63
Braidwood	1	0	131250	131
Braidwood	1	0	157500	88
Braidwood	1	0	183750	85
Braidwood	1	0	210000	48
Braidwood	1	0	Inf	145
Braidwood	1	1	15750	3
Braidwood	1	1	42000	7
Karabar			52500	3
Karabar			65625	4
Karabar			131250	8
Karabar			157500	5
Karabar			Inf	4
Karabar	0			55
Karabar	0		0	8
Karabar	0		15750	8
Karabar	0		21000	14
Karabar	0		26250	28
Karabar	0		34125	39
Karabar	0		42000	26
Karabar	0		52500	47
Karabar	0		65625	43
Karabar	0		78750	34
Karabar	0		91875	31
Karabar	0		105000	25
Karabar	0		131250	50
Karabar	0		157500	20
Karabar	0		183750	17
Karabar	0		210000	10
Karabar	0		Inf	12
Karabar	1	0		118
Karabar	1	0	0	24
Karabar	1	0	7875	6
Karabar	1	0	26250	17
Karabar	1	0	34125	11
Karabar	1	0	42000	64
Karabar	1	0	52500	54
Karabar	1	0	65625	60
Karabar	1	0	78750	114
Karabar	1	0	91875	89
Karabar	1	0	105000	98
Karabar	1	0	131250	248
Karabar	1	0	157500	221
Karabar	1	0	183750	205
Karabar	1	0	210000	142
Karabar	1	0	Inf	343
Karabar	1	1	15750	3
Karabar	1	1	26250	3
Karabar	1	1	34125	5
Karabar	1	1	42000	14
Queanbeyan				3
Queanbeyan			52500	8
Queanbeyan			65625	7
Queanbeyan			78750	7
Queanbeyan			91875	6
Queanbeyan			105000	3
Queanbeyan			131250	14
Queanbeyan			157500	3
Queanbeyan			183750	6
Queanbeyan			210000	3
Queanbeyan			Inf	4
Queanbeyan	0			46
Queanbeyan	0		7875	3
Queanbeyan	0		15750	5
Queanbeyan	0		21000	7
Queanbeyan	0		26250	16
Queanbeyan	0		34125	31
Queanbeyan	0		42000	29
Queanbeyan	0		52500	43
Queanbeyan	0		65625	48
Queanbeyan	0		78750	43
Queanbeyan	0		91875	55
Queanbeyan	0		105000	44
Queanbeyan	0		131250	59
Queanbeyan	0		157500	34
Queanbeyan	0		183750	22
Queanbeyan	0		210000	9
Queanbeyan	0		Inf	15
Queanbeyan	1	0		101
Queanbeyan	1	0	0	18
Queanbeyan	1	0	7875	6
Queanbeyan	1	0	15750	4
Queanbeyan	1	0	26250	17
Queanbeyan	1	0	34125	12
Queanbeyan	1	0	42000	74
Queanbeyan	1	0	52500	69
Queanbeyan	1	0	65625	95
Queanbeyan	1	0	78750	150
Queanbeyan	1	0	91875	116
Queanbeyan	1	0	105000	155
Queanbeyan	1	0	131250	330
Queanbeyan	1	0	157500	270
Queanbeyan	1	0	183750	206
