SA2_NAME21	AgeChild	CoupleFamily	ParentsBornAus	children
Braidwood	0-4	0	Both	19
Braidwood	0-4	1	Both	120
Braidwood	0-4	1	Father only	20
Braidwood	0-4	1	Mother only	15
Braidwood	0-4	1	Neither	6
Braidwood	5-9	0	Both	44
Braidwood	5-9	0	Father only	3
Braidwood	5-9	0	Mother only	3
Braidwood	5-9	0	Neither	3
Braidwood	5-9	1	Both	148
Braidwood	5-9	1	Father only	12
Braidwood	5-9	1	Mother only	17
Braidwood	5-9	1	Neither	11
Braidwood	10-12	0		3
Braidwood	10-12	0	Both	18
Braidwood	10-12	0	Father only	4
Braidwood	10-12	1	Both	88
Braidwood	10-12	1	Father only	9
Braidwood	10-12	1	Mother only	7
Braidwood	13-14	0	Both	13
Braidwood	13-14	0	Father only	5
Braidwood	13-14	1	Both	47
Braidwood	13-14	1	Father only	6
Braidwood	13-14	1	Mother only	3
Braidwood	15-17	0	Both	18
Braidwood	15-17	0	Father only	4
Braidwood	15-17	1	Both	52
Braidwood	15-17	1	Mother only	4
Braidwood	18-20	1	Both	16
Braidwood	21-24	1	Both	3
Karabar	0-4	0		4
Karabar	0-4	0	Both	70
Karabar	0-4	0	Mother only	9
Karabar	0-4	0	Neither	5
Karabar	0-4	1	Both	272
Karabar	0-4	1	Father only	40
Karabar	0-4	1	Mother only	37
Karabar	0-4	1	Neither	45
Karabar	5-9	0		3
Karabar	5-9	0	Both	91
Karabar	5-9	0	Father only	5
Karabar	5-9	0	Mother only	8
Karabar	5-9	0	Neither	3
Karabar	5-9	1	Both	256
Karabar	5-9	1	Father only	36
Karabar	5-9	1	Mother only	26
Karabar	5-9	1	Neither	58
Karabar	10-12	0		4
Karabar	10-12	0	Both	77
Karabar	10-12	0	Father only	5
Karabar	10-12	0	Mother only	3
Karabar	10-12	0	Neither	10
Karabar	10-12	1	Both	163
Karabar	10-12	1	Father only	17
Karabar	10-12	1	Mother only	22
Karabar	10-12	1	Neither	29
Karabar	13-14	0	Both	48
Karabar	13-14	0	Father only	3
Karabar	13-14	0	Mother only	4
Karabar	13-14	0	Neither	4
Karabar	13-14	1	Both	104
Karabar	13-14	1	Father only	8
Karabar	13-14	1	Mother only	13
Karabar	13-14	1	Neither	19
Karabar	15-17	0	Both	46
Karabar	15-17	0	Mother only	12
Karabar	15-17	0	Neither	3
Karabar	15-17	1	Both	129
Karabar	15-17	1	Father only	14
Karabar	15-17	1	Mother only	13
Karabar	15-17	1	Neither	26
Karabar	18-20	0	Both	10
Karabar	18-20	0	Neither	3
Karabar	18-20	1	Both	36
Karabar	18-20	1	Father only	3
Karabar	18-20	1	Mother only	7
Karabar	18-20	1	Neither	14
Karabar	21-24	0	Both	5
Karabar	21-24	1	Both	15
Karabar	21-24	1	Father only	3
Karabar	21-24	1	Mother only	4
Karabar	21-24	1	Neither	10
Queanbeyan	0-4	0		5
Queanbeyan	0-4	0	Both	59
Queanbeyan	0-4	0	Father only	3
Queanbeyan	0-4	0	Mother only	5
Queanbeyan	0-4	0	Neither	17
Queanbeyan	0-4	1	Both	246
Queanbeyan	0-4	1	Father only	40
Queanbeyan	0-4	1	Mother only	45
Queanbeyan	0-4	1	Neither	205
Queanbeyan	5-9	0		5
Queanbeyan	5-9	0	Both	107
Queanbeyan	5-9	0	Father only	8
Queanbeyan	5-9	0	Mother only	9
Queanbeyan	5-9	0	Neither	14
Queanbeyan	5-9	1		6
Queanbeyan	5-9	1	Both	206
Queanbeyan	5-9	1	Father only	43
Queanbeyan	5-9	1	Mother only	26
Queanbeyan	5-9	1	Neither	133
Queanbeyan	10-12	0	Both	59
Queanbeyan	10-12	0	Mother only	8
Queanbeyan	10-12	0	Neither	10
Queanbeyan	10-12	1	Both	125
Queanbeyan	10-12	1	Father only	12
Queanbeyan	10-12	1	Mother only	17
Queanbeyan	10-12	1	Neither	55
Queanbeyan	13-14	0	Both	25
Queanbeyan	13-14	0	Father only	6
Queanbeyan	13-14	0	Mother only	3
Queanbeyan	13-14	1	Both	85
Queanbeyan	13-14	1	Father only	14
Queanbeyan	13-14	1	Mother only	10
Queanbeyan	13-14	1	Neither	29
Queanbeyan	15-17	0	Both	40
Queanbeyan	15-17	0	Mother only	14
Queanbeyan	15-17	0	Neither	6
Queanbeyan	15-17	1	Both	78
Queanbeyan	15-17	1	Father only	13
Queanbeyan	15-17	1	Mother only	14
Queanbeyan	15-17	1	Neither	45
Queanbeyan	18-20	0	Both	19
Queanbeyan	18-20	0	Father only	3
Queanbeyan	18-20	0	Mother only	3
Queanbeyan	18-20	1	Both	22
Queanbeyan	18-20	1	Father only	4
Queanbeyan	18-20	1	Mother only	3
Queanbeyan	18-20	1	Neither	13
Queanbeyan	21-24	0	Both	8
Queanbeyan	21-24	1	Both	11
Queanbeyan	21-24	1	Mother only	4
Queanbeyan	21-24	1	Neither	3
Queanbeyan - East	0-4	0	Both	27
Queanbeyan - East	0-4	0	Father only	4
Queanbeyan - East	0-4	0	Mother only	4
Queanbeyan - East	0-4	1	Both	131
Queanbeyan - East	0-4	1	Father only	26
Queanbeyan - East	0-4	1	Mother only	18
Queanbeyan - East	0-4	1	Neither	96
Queanbeyan - East	5-9	0	Both	35
Queanbeyan - East	5-9	0	Mother only	9
Queanbeyan - East	5-9	0	Neither	3
Queanbeyan - East	5-9	1	Both	102
Queanbeyan - East	5-9	1	Father only	20
Queanbeyan - East	5-9	1	Mother only	9
Queanbeyan - East	5-9	1	Neither	65
Queanbeyan - East	10-12	0	Both	27
Queanbeyan - East	10-12	0	Father only	5
Queanbeyan - East	10-12	0	Mother only	11
Queanbeyan - East	10-12	0	Neither	5
Queanbeyan - East	10-12	1	Both	50
Queanbeyan - East	10-12	1	Father only	7
Queanbeyan - East	10-12	1	Mother only	4
Queanbeyan - East	10-12	1	Neither	24
Queanbeyan - East	13-14	0	Both	6
Queanbeyan - East	13-14	0	Father only	7
Queanbeyan - East	13-14	0	Mother only	3
Queanbeyan - East	13-14	0	Neither	6
Queanbeyan - East	13-14	1	Both	27
Queanbeyan - East	13-14	1	Father only	5
Queanbeyan - East	13-14	1	Mother only	3
Queanbeyan - East	13-14	1	Neither	13
Queanbeyan - East	15-17	0	Both	14
Queanbeyan - East	15-17	0	Father only	3
Queanbeyan - East	15-17	0	Neither	6
Queanbeyan - East	15-17	1	Both	49
Queanbeyan - East	15-17	1	Father only	3
Queanbeyan - East	15-17	1	Mother only	3
Queanbeyan - East	15-17	1	Neither	10
Queanbeyan - East	18-20	0	Both	3
Queanbeyan - East	18-20	1	Both	17
Queanbeyan - East	18-20	1	Father only	6
Queanbeyan - East	18-20	1	Neither	9
Queanbeyan - East	21-24	0	Both	3
Queanbeyan - East	21-24	1	Both	8
Queanbeyan - East	21-24	1	Mother only	3
Queanbeyan - East	21-24	1	Neither	4
Queanbeyan West - Jerrabomberra	0-4	0	Both	46
Queanbeyan West - Jerrabomberra	0-4	0	Father only	4
Queanbeyan West - Jerrabomberra	0-4	0	Mother only	15
Queanbeyan West - Jerrabomberra	0-4	1		4
Queanbeyan West - Jerrabomberra	0-4	1	Both	515
Queanbeyan West - Jerrabomberra	0-4	1	Father only	83
Queanbeyan West - Jerrabomberra	0-4	1	Mother only	53
Queanbeyan West - Jerrabomberra	0-4	1	Neither	72
Queanbeyan West - Jerrabomberra	5-9	0	Both	76
Queanbeyan West - Jerrabomberra	5-9	0	Father only	11
Queanbeyan West - Jerrabomberra	5-9	0	Mother only	16
Queanbeyan West - Jerrabomberra	5-9	0	Neither	8
Queanbeyan West - Jerrabomberra	5-9	1	Both	512
Queanbeyan West - Jerrabomberra	5-9	1	Father only	84
Queanbeyan West - Jerrabomberra	5-9	1	Mother only	57
Queanbeyan West - Jerrabomberra	5-9	1	Neither	100
Queanbeyan West - Jerrabomberra	10-12	0	Both	43
Queanbeyan West - Jerrabomberra	10-12	0	Father only	7
Queanbeyan West - Jerrabomberra	10-12	0	Mother only	11
Queanbeyan West - Jerrabomberra	10-12	0	Neither	6
Queanbeyan West - Jerrabomberra	10-12	1	Both	350
Queanbeyan West - Jerrabomberra	10-12	1	Father only	40
Queanbeyan West - Jerrabomberra	10-12	1	Mother only	39
Queanbeyan West - Jerrabomberra	10-12	1	Neither	52
Queanbeyan West - Jerrabomberra	13-14	0	Both	44
Queanbeyan West - Jerrabomberra	13-14	0	Father only	5
Queanbeyan West - Jerrabomberra	13-14	0	Mother only	3
Queanbeyan West - Jerrabomberra	13-14	1	Both	214
Queanbeyan West - Jerrabomberra	13-14	1	Father only	24
Queanbeyan West - Jerrabomberra	13-14	1	Mother only	34
Queanbeyan West - Jerrabomberra	13-14	1	Neither	37
Queanbeyan West - Jerrabomberra	15-17	0	Both	56
Queanbeyan West - Jerrabomberra	15-17	0	Father only	3
Queanbeyan West - Jerrabomberra	15-17	0	Mother only	14
Queanbeyan West - Jerrabomberra	15-17	0	Neither	4
Queanbeyan West - Jerrabomberra	15-17	1	Both	325
Queanbeyan West - Jerrabomberra	15-17	1	Father only	44
Queanbeyan West - Jerrabomberra	15-17	1	Mother only	39
Queanbeyan West - Jerrabomberra	15-17	1	Neither	49
Queanbeyan West - Jerrabomberra	18-20	0	Both	25
Queanbeyan West - Jerrabomberra	18-20	0	Father only	3
Queanbeyan West - Jerrabomberra	18-20	1	Both	137
Queanbeyan West - Jerrabomberra	18-20	1	Father only	20
Queanbeyan West - Jerrabomberra	18-20	1	Mother only	30
Queanbeyan West - Jerrabomberra	18-20	1	Neither	32
Queanbeyan West - Jerrabomberra	21-24	0	Both	11
Queanbeyan West - Jerrabomberra	21-24	1	Both	46
Queanbeyan West - Jerrabomberra	21-24	1	Father only	9
Queanbeyan West - Jerrabomberra	21-24	1	Mother only	7
Queanbeyan West - Jerrabomberra	21-24	1	Neither	5
Googong	0-4	0		4
Googong	0-4	0	Both	28
Googong	0-4	0	Father only	4
Googong	0-4	0	Mother only	3
Googong	0-4	0	Neither	3
Googong	0-4	1	Both	516
Googong	0-4	1	Father only	51
Googong	0-4	1	Mother only	61
Googong	0-4	1	Neither	134
Googong	5-9	0	Both	30
Googong	5-9	0	Father only	3
Googong	5-9	0	Mother only	16
Googong	5-9	0	Neither	6
Googong	5-9	1	Both	357
Googong	5-9	1	Father only	40
Googong	5-9	1	Mother only	37
Googong	5-9	1	Neither	111
Googong	10-12	0	Both	18
Googong	10-12	0	Father only	3
Googong	10-12	1	Both	141
Googong	10-12	1	Father only	21
Googong	10-12	1	Mother only	16
Googong	10-12	1	Neither	49
Googong	13-14	0	Both	13
Googong	13-14	0	Father only	4
Googong	13-14	0	Mother only	3
Googong	13-14	1	Both	76
Googong	13-14	1	Father only	8
Googong	13-14	1	Mother only	11
Googong	13-14	1	Neither	32
Googong	15-17	0	Both	10
Googong	15-17	0	Father only	5
Googong	15-17	0	Mother only	3
Googong	15-17	0	Neither	4
Googong	15-17	1		3
Googong	15-17	1	Both	87
Googong	15-17	1	Father only	7
Googong	15-17	1	Mother only	8
Googong	15-17	1	Neither	37
Googong	18-20	0	Both	8
Googong	18-20	1	Both	19
Googong	18-20	1	Mother only	4
Googong	18-20	1	Neither	13
Googong	21-24	1	Both	4
Googong	21-24	1	Father only	3
Googong	21-24	1	Neither	6
Queanbeyan Surrounds	0-4	0	Both	62
Queanbeyan Surrounds	0-4	0	Father only	6
Queanbeyan Surrounds	0-4	0	Mother only	7
Queanbeyan Surrounds	0-4	1	Both	630
Queanbeyan Surrounds	0-4	1	Father only	61
Queanbeyan Surrounds	0-4	1	Mother only	54
Queanbeyan Surrounds	0-4	1	Neither	28
Queanbeyan Surrounds	5-9	0	Both	74
