SA2_NAME16	Age	UsualResidence	persons
Winchelsea	35-44	Visitor from VIC	21
Winchelsea	45-54	Home	870
Winchelsea	45-54	Visitor from VIC	16
Winchelsea	55-64	Home	939
Winchelsea	55-64	Visitor from VIC	26
Winchelsea	55-64	Visitor same SA2	10
Winchelsea	65-74	Home	755
Winchelsea	65-74	Visitor from SA	4
Winchelsea	65-74	Visitor from VIC	21
Winchelsea	65-74	Visitor same SA2	7
Winchelsea	75-84	Home	321
Winchelsea	75-84	Visitor from VIC	7
Winchelsea	85+	Home	110
Winchelsea	85+	Visitor from VIC	3
Belmont	0-14	Home	2524
Belmont	0-14	Visitor from VIC	44
Belmont	0-14	Visitor same SA2	3
Belmont	15-24	Home	1737
Belmont	15-24	Visitor from VIC	57
Belmont	25-34	Home	2553
Belmont	25-34	Visitor from VIC	71
Belmont	25-34	Visitor same SA2	3
Belmont	35-44	Home	1899
Belmont	35-44	Visitor from NSW	3
Belmont	35-44	Visitor from VIC	42
Belmont	35-44	Visitor same SA2	5
Belmont	45-54	Home	1652
Belmont	45-54	Visitor from VIC	61
Belmont	45-54	Visitor same SA2	3
Belmont	55-64	Home	1480
Belmont	55-64	Visitor from VIC	46
Belmont	65-74	Home	1329
Belmont	65-74	Visitor from QLD	5
Belmont	65-74	Visitor from VIC	14
Belmont	75-84	Home	862
Belmont	75-84	Visitor from VIC	22
Belmont	75-84	Visitor same SA2	3
Belmont	85+	Home	504
Belmont	85+	Visitor from VIC	10
Geelong	0-14	Home	1696
Geelong	0-14	Visitor from NSW	8
Geelong	0-14	Visitor from VIC	84
Geelong	0-14	Visitor same SA2	5
Geelong	15-24	Home	1613
Geelong	15-24	Visitor from NSW	6
Geelong	15-24	Visitor from VIC	152
Geelong	15-24	Visitor same SA2	4
Geelong	25-34	Home	2243
Geelong	25-34	Visitor from NSW	13
Geelong	25-34	Visitor from QLD	8
Geelong	25-34	Visitor from VIC	153
Geelong	25-34	Visitor same SA2	3
Geelong	35-44	Home	1589
Geelong	35-44	Visitor from QLD	10
Geelong	35-44	Visitor from SA	7
Geelong	35-44	Visitor from VIC	99
Geelong	45-54	Home	1601
Geelong	45-54	Visitor from NSW	5
Geelong	45-54	Visitor from QLD	10
Geelong	45-54	Visitor from VIC	111
Geelong	55-64	Home	1748
Geelong	55-64	Visitor from NSW	3
Geelong	55-64	Visitor from QLD	5
Geelong	55-64	Visitor from SA	9
Geelong	55-64	Visitor from VIC	123
Geelong	55-64	Visitor from WA	3
Geelong	55-64	Visitor same SA2	5
Geelong	65-74	Home	1404
Geelong	65-74	Visitor from VIC	131
Geelong	65-74	Visitor same SA2	7
Geelong	75-84	Home	697
Geelong	75-84	Visitor from VIC	116
Geelong	85+	Home	264
Geelong	85+	Visitor from VIC	69
Geelong West - Hamlyn Heights	0-14	Home	3776
Geelong West - Hamlyn Heights	0-14	Visitor from VIC	33
Geelong West - Hamlyn Heights	15-24	Home	2243
Geelong West - Hamlyn Heights	15-24	Visitor from VIC	60
Geelong West - Hamlyn Heights	25-34	Home	3457
Geelong West - Hamlyn Heights	25-34	Visitor from QLD	3
Geelong West - Hamlyn Heights	25-34	Visitor from VIC	69
Geelong West - Hamlyn Heights	35-44	Home	3074
Geelong West - Hamlyn Heights	35-44	Visitor from QLD	5
Geelong West - Hamlyn Heights	35-44	Visitor from VIC	44
Geelong West - Hamlyn Heights	45-54	Home	2589
Geelong West - Hamlyn Heights	45-54	Visitor from VIC	38
Geelong West - Hamlyn Heights	45-54	Visitor same SA2	3
Geelong West - Hamlyn Heights	55-64	Home	2343
Geelong West - Hamlyn Heights	55-64	Visitor from NSW	4
Geelong West - Hamlyn Heights	55-64	Visitor from VIC	38
Geelong West - Hamlyn Heights	65-74	Home	1699
Geelong West - Hamlyn Heights	65-74	Visitor from VIC	22
Geelong West - Hamlyn Heights	65-74	Visitor same SA2	6
Geelong West - Hamlyn Heights	75-84	Home	923
Geelong West - Hamlyn Heights	75-84	Visitor from VIC	9
Geelong West - Hamlyn Heights	75-84	Visitor same SA2	3
Geelong West - Hamlyn Heights	85+	Home	453
Geelong West - Hamlyn Heights	85+	Visitor from VIC	12
Highton	0-14	Home	4323
Highton	0-14	Visitor from QLD	3
Highton	0-14	Visitor from VIC	27
Highton	0-14	Visitor same SA2	9
Highton	15-24	Home	3495
Highton	15-24	Visitor from NSW	17
Highton	15-24	Visitor from NT	3
Highton	15-24	Visitor from SA	4
Highton	15-24	Visitor from TAS	3
Highton	15-24	Visitor from VIC	207
Highton	15-24	Visitor from WA	3
Highton	15-24	Visitor same SA2	11
Highton	25-34	Home	2679
Highton	25-34	Visitor from NSW	4
Highton	25-34	Visitor from QLD	4
Highton	25-34	Visitor from VIC	86
Highton	35-44	Home	2939
Highton	35-44	Visitor from QLD	4
Highton	35-44	Visitor from VIC	33
Highton	35-44	Visitor same SA2	3
Highton	45-54	Home	2990
Highton	45-54	Visitor from NSW	4
Highton	45-54	Visitor from VIC	40
Highton	55-64	Home	2652
Highton	55-64	Visitor from NSW	4
Highton	55-64	Visitor from QLD	4
Highton	55-64	Visitor from VIC	45
Highton	65-74	Home	2155
Highton	65-74	Visitor from QLD	7
Highton	65-74	Visitor from VIC	44
Highton	65-74	Visitor same SA2	7
Highton	75-84	Home	1357
Highton	75-84	Visitor from VIC	37
Highton	75-84	Visitor same SA2	4
Highton	85+	Home	451
Highton	85+	Visitor from VIC	23
Lara	0-14	Home	3994
Lara	0-14	Visitor from NSW	9
Lara	0-14	Visitor from VIC	44
Lara	15-24	Home	2250
Lara	15-24	Visitor from VIC	63
Lara	25-34	Home	3095
Lara	25-34	Visitor from VIC	49
Lara	35-44	Home	3048
Lara	35-44	Visitor from VIC	28
Lara	45-54	Home	2756
Lara	45-54	Visitor from NSW	6
Lara	45-54	Visitor from VIC	26
Lara	55-64	Home	2198
Lara	55-64	Visitor from VIC	22
Lara	55-64	Visitor same SA2	5
Lara	65-74	Home	1746
Lara	65-74	Visitor from VIC	19
Lara	65-74	Visitor same SA2	11
Lara	75-84	Home	827
Lara	75-84	Visitor from VIC	10
Lara	75-84	Visitor same SA2	3
Lara	85+	Home	299
Lara	85+	Visitor from VIC	7
Leopold	0-14	Home	2370
Leopold	0-14	Visitor from VIC	30
Leopold	15-24	Home	1421
Leopold	15-24	Visitor from VIC	39
Leopold	25-34	Home	1594
Leopold	25-34	Visitor from VIC	34
Leopold	35-44	Home	1596
Leopold	35-44	Visitor from VIC	30
Leopold	45-54	Home	1614
Leopold	45-54	Visitor from VIC	17
Leopold	45-54	Visitor same SA2	3
Leopold	55-64	Home	1576
Leopold	55-64	Visitor from VIC	12
Leopold	65-74	Home	1405
Leopold	65-74	Visitor from VIC	19
Leopold	65-74	Visitor same SA2	3
Leopold	75-84	Home	920
Leopold	75-84	Visitor from VIC	10
Leopold	75-84	Visitor same SA2	4
Leopold	85+	Home	309
Leopold	85+	Visitor from VIC	10
Newcomb - Moolap	0-14	Home	2143
Newcomb - Moolap	0-14	Visitor from VIC	34
Newcomb - Moolap	0-14	Visitor same SA2	8
Newcomb - Moolap	15-24	Home	1707
Newcomb - Moolap	15-24	Visitor from VIC	56
Newcomb - Moolap	25-34	Home	2078
Newcomb - Moolap	25-34	Visitor from NSW	5
Newcomb - Moolap	25-34	Visitor from VIC	66
Newcomb - Moolap	35-44	Home	1553
Newcomb - Moolap	35-44	Visitor from VIC	46
Newcomb - Moolap	35-44	Visitor same SA2	10
Newcomb - Moolap	45-54	Home	1823
Newcomb - Moolap	45-54	Visitor from VIC	42
Newcomb - Moolap	45-54	Visitor same SA2	8
Newcomb - Moolap	55-64	Home	1931
Newcomb - Moolap	55-64	Visitor from TAS	5
Newcomb - Moolap	55-64	Visitor from VIC	36
Newcomb - Moolap	55-64	Visitor same SA2	3
Newcomb - Moolap	65-74	Home	1858
Newcomb - Moolap	65-74	Visitor from VIC	27
Newcomb - Moolap	65-74	Visitor same SA2	8
Newcomb - Moolap	75-84	Home	1283
Newcomb - Moolap	75-84	Visitor from VIC	10
Newcomb - Moolap	75-84	Visitor same SA2	5
Newcomb - Moolap	85+	Home	540
Newcomb - Moolap	85+	Visitor from VIC	9
Newtown (Vic.)	0-14	Home	1939
Newtown (Vic.)	0-14	Visitor from VIC	30
Newtown (Vic.)	0-14	Visitor from WA	9
Newtown (Vic.)	0-14	Visitor same SA2	4
Newtown (Vic.)	15-24	Home	1226
Newtown (Vic.)	15-24	Visitor from NT	3
Newtown (Vic.)	15-24	Visitor from VIC	71
Newtown (Vic.)	25-34	Home	1085
Newtown (Vic.)	25-34	Visitor from TAS	3
Newtown (Vic.)	25-34	Visitor from VIC	55
Newtown (Vic.)	35-44	Home	1297
Newtown (Vic.)	35-44	Visitor from NSW	3
Newtown (Vic.)	35-44	Visitor from VIC	40
Newtown (Vic.)	35-44	Visitor from WA	3
Newtown (Vic.)	35-44	Visitor same SA2	3
Newtown (Vic.)	45-54	Home	1432
Newtown (Vic.)	45-54	Visitor from VIC	27
Newtown (Vic.)	45-54	Visitor from WA	3
Newtown (Vic.)	55-64	Home	1289
Newtown (Vic.)	55-64	Visitor from VIC	26
Newtown (Vic.)	65-74	Home	992
Newtown (Vic.)	65-74	Visitor from VIC	9
Newtown (Vic.)	75-84	Home	544
Newtown (Vic.)	75-84	Visitor from VIC	7
Newtown (Vic.)	85+	Home	178
North Geelong - Bell Park	0-14	Home	2404
North Geelong - Bell Park	0-14	Visitor from NSW	5
North Geelong - Bell Park	0-14	Visitor from SA	3
North Geelong - Bell Park	0-14	Visitor from VIC	28
North Geelong - Bell Park	15-24	Home	1661
North Geelong - Bell Park	15-24	Visitor from VIC	42
North Geelong - Bell Park	15-24	Visitor same SA2	8
North Geelong - Bell Park	25-34	Home	2189
North Geelong - Bell Park	25-34	Visitor from VIC	56
North Geelong - Bell Park	25-34	Visitor same SA2	5
North Geelong - Bell Park	35-44	Home	1793
North Geelong - Bell Park	35-44	Visitor from NSW	3
North Geelong - Bell Park	35-44	Visitor from VIC	35
North Geelong - Bell Park	35-44	Visitor same SA2	4
North Geelong - Bell Park	45-54	Home	1893
North Geelong - Bell Park	45-54	Visitor from VIC	42
North Geelong - Bell Park	45-54	Visitor same SA2	3
North Geelong - Bell Park	55-64	Home	1715
North Geelong - Bell Park	55-64	Visitor from VIC	45
North Geelong - Bell Park	55-64	Visitor same SA2	6
North Geelong - Bell Park	65-74	Home	1830
North Geelong - Bell Park	65-74	Visitor from QLD	6
North Geelong - Bell Park	65-74	Visitor from VIC	45
North Geelong - Bell Park	65-74	Visitor same SA2	7
North Geelong - Bell Park	75-84	Home	1240
North Geelong - Bell Park	75-84	Visitor from VIC	34
North Geelong - Bell Park	75-84	Visitor same SA2	7
North Geelong - Bell Park	85+	Home	584
North Geelong - Bell Park	85+	Visitor from VIC	33
North Geelong - Bell Park	85+	Visitor same SA2	6
Charlemont	0-14	Home	2123
Charlemont	0-14	Visitor from VIC	19
Charlemont	15-24	Home	1229
Charlemont	15-24	Visitor from VIC	44
Charlemont	25-34	Home	2398
Charlemont	25-34	Visitor from VIC	28
Charlemont	35-44	Home	1531
Charlemont	35-44	Visitor from VIC	7
Charlemont	45-54	Home	755
Charlemont	45-54	Visitor from VIC	7
Charlemont	55-64	Home	641
Charlemont	55-64	Visitor from VIC	12
Charlemont	65-74	Home	517
Charlemont	65-74	Visitor from VIC	10
Charlemont	65-74	Visitor same SA2	3
Charlemont	75-84	Home	460
Charlemont	75-84	Visitor from VIC	13
Charlemont	85+	Home	340
Charlemont	85+	Visitor from VIC	13
Corio - Lovely Banks	0-14	Home	3315
Corio - Lovely Banks	0-14	Visitor from VIC	55
Corio - Lovely Banks	0-14	Visitor from WA	6
Corio - Lovely Banks	0-14	Visitor same SA2	3
Corio - Lovely Banks	15-24	Home	2728
Corio - Lovely Banks	15-24	Visitor from NSW	25
Corio - Lovely Banks	15-24	Visitor from QLD	3
Corio - Lovely Banks	15-24	Visitor from SA	6
Corio - Lovely Banks	15-24	Visitor from VIC	167
Corio - Lovely Banks	15-24	Visitor same SA2	10
Corio - Lovely Banks	25-34	Home	2628
Corio - Lovely Banks	25-34	Visitor from NSW	3
Corio - Lovely Banks	25-34	Visitor from VIC	87
Corio - Lovely Banks	25-34	Visitor same SA2	13
Corio - Lovely Banks	35-44	Home	2027
Corio - Lovely Banks	35-44	Visitor from QLD	3
Corio - Lovely Banks	35-44	Visitor from VIC	42
Corio - Lovely Banks	35-44	Visitor same SA2	5
Corio - Lovely Banks	45-54	Home	2248
Corio - Lovely Banks	45-54	Visitor from VIC	41
Corio - Lovely Banks	45-54	Visitor same SA2	14
Corio - Lovely Banks	55-64	Home	2202
Corio - Lovely Banks	55-64	Visitor from VIC	30
Corio - Lovely Banks	55-64	Visitor same SA2	6
Corio - Lovely Banks	65-74	Home	1570
Corio - Lovely Banks	65-74	Visitor from VIC	15
Corio - Lovely Banks	65-74	Visitor same SA2	10
Corio - Lovely Banks	75-84	Home	820
Corio - Lovely Banks	75-84	Visitor from VIC	20
Corio - Lovely Banks	75-84	Visitor same SA2	3
Corio - Lovely Banks	85+	Home	232
Corio - Lovely Banks	85+	Visitor from VIC	3
Corio - Lovely Banks	85+	Visitor same SA2	3
Grovedale - Mount Duneed	0-14	Home	4455
Grovedale - Mount Duneed	0-14	Visitor from NSW	4
Grovedale - Mount Duneed	0-14	Visitor from VIC	51
Grovedale - Mount Duneed	15-24	Home	3295
Grovedale - Mount Duneed	15-24	Visitor from ACT	3
Grovedale - Mount Duneed	15-24	Visitor from NSW	4
Grovedale - Mount Duneed	15-24	Visitor from SA	3
Grovedale - Mount Duneed	15-24	Visitor from VIC	98
Grovedale - Mount Duneed	25-34	Home	3764
Grovedale - Mount Duneed	25-34	Visitor from NSW	6
Grovedale - Mount Duneed	25-34	Visitor from VIC	77
Grovedale - Mount Duneed	25-34	Visitor same SA2	3
Grovedale - Mount Duneed	35-44	Home	3205
Grovedale - Mount Duneed	35-44	Visitor from NSW	5
Grovedale - Mount Duneed	35-44	Visitor from VIC	41
Grovedale - Mount Duneed	45-54	Home	2811
Grovedale - Mount Duneed	45-54	Visitor from SA	4
Grovedale - Mount Duneed	45-54	Visitor from VIC	44
Grovedale - Mount Duneed	55-64	Home	2341
Grovedale - Mount Duneed	55-64	Visitor from NSW	5
Grovedale - Mount Duneed	55-64	Visitor from VIC	40
Grovedale - Mount Duneed	65-74	Home	2129
Grovedale - Mount Duneed	65-74	Visitor from SA	6
Grovedale - Mount Duneed	65-74	Visitor from VIC	25
Grovedale - Mount Duneed	65-74	Visitor same SA2	4
Grovedale - Mount Duneed	75-84	Home	1324
Grovedale - Mount Duneed	75-84	Visitor from VIC	9
Grovedale - Mount Duneed	75-84	Visitor same SA2	5
Grovedale - Mount Duneed	85+	Home	748
Grovedale - Mount Duneed	85+	Visitor from VIC	10
Grovedale - Mount Duneed	85+	Visitor same SA2	4
Norlane	0-14	Home	1400
Norlane	0-14	Visitor from VIC	25
Norlane	0-14	Visitor same SA2	5
Norlane	15-24	Home	1103
Norlane	15-24	Visitor from VIC	34
Norlane	15-24	Visitor same SA2	5
Norlane	25-34	Home	1488
Norlane	25-34	Visitor from VIC	29
Norlane	35-44	Home	1024
Norlane	35-44	Visitor from VIC	37
Norlane	35-44	Visitor same SA2	4
Norlane	45-54	Home	1072
Norlane	45-54	Visitor from VIC	22
Norlane	45-54	Visitor same SA2	6
Norlane	55-64	Home	1054
Norlane	55-64	Visitor from VIC	18
Norlane	55-64	Visitor same SA2	5
Norlane	65-74	Home	870
Norlane	65-74	Visitor from VIC	19
Norlane	75-84	Home	493
Norlane	75-84	Visitor from VIC	5
Norlane	75-84	Visitor from WA	3
Norlane	85+	Home	226
Clifton Springs	0-14	Home	2882
Clifton Springs	0-14	Visitor from NSW	3
Clifton Springs	0-14	Visitor from VIC	35
Clifton Springs	15-24	Home	1590
Clifton Springs	15-24	Visitor from VIC	60
Clifton Springs	25-34	Home	1706
Clifton Springs	25-34	Visitor from VIC	27
Clifton Springs	35-44	Home	1891
Clifton Springs	35-44	Visitor from VIC	27
Clifton Springs	35-44	Visitor same SA2	3
Clifton Springs	45-54	Home	1903
Clifton Springs	45-54	Visitor from NSW	4
Clifton Springs	45-54	Visitor from VIC	31
Clifton Springs	55-64	Home	2226
Clifton Springs	55-64	Visitor from NSW	3
Clifton Springs	55-64	Visitor from QLD	3
Clifton Springs	55-64	Visitor from VIC	35
Clifton Springs	65-74	Home	2280
Clifton Springs	65-74	Visitor from NSW	7
Clifton Springs	65-74	Visitor from VIC	21
Clifton Springs	65-74	Visitor same SA2	5
Clifton Springs	75-84	Home	1265
Clifton Springs	75-84	Visitor from VIC	18
Clifton Springs	75-84	Visitor same SA2	6
Clifton Springs	85+	Home	411
Clifton Springs	85+	Visitor from VIC	9
Lorne - Anglesea	0-14	Home	742
Lorne - Anglesea	0-14	Visitor from VIC	125
Lorne - Anglesea	15-24	Home	424
Lorne - Anglesea	15-24	Visitor from VIC	116
Lorne - Anglesea	25-34	Home	478
Lorne - Anglesea	25-34	Visitor from NT	3
Lorne - Anglesea	25-34	Visitor from VIC	120
Lorne - Anglesea	35-44	Home	515
Lorne - Anglesea	35-44	Visitor from ACT	3
Lorne - Anglesea	35-44	Visitor from VIC	104
Lorne - Anglesea	45-54	Home	680
Lorne - Anglesea	45-54	Visitor from VIC	123
Lorne - Anglesea	55-64	Home	1031
Lorne - Anglesea	55-64	Visitor from QLD	4
Lorne - Anglesea	55-64	Visitor from VIC	228
Lorne - Anglesea	65-74	Home	999
Lorne - Anglesea	65-74	Visitor from NSW	9
Lorne - Anglesea	65-74	Visitor from QLD	3
Lorne - Anglesea	65-74	Visitor from SA	6
Lorne - Anglesea	65-74	Visitor from VIC	250
Lorne - Anglesea	65-74	Visitor same SA2	8
Lorne - Anglesea	75-84	Home	491
Lorne - Anglesea	75-84	Visitor from VIC	58
Lorne - Anglesea	75-84	Visitor same SA2	5
Lorne - Anglesea	85+	Home	177
Lorne - Anglesea	85+	Visitor from VIC	9
Portarlington	0-14	Home	982
Portarlington	0-14	Visitor from VIC	40
Portarlington	15-24	Home	561
Portarlington	15-24	Visitor from VIC	44
Portarlington	25-34	Home	587
Portarlington	25-34	Visitor from VIC	26
Portarlington	35-44	Home	727
Portarlington	35-44	Visitor from VIC	35
Portarlington	45-54	Home	1053
Portarlington	45-54	Visitor from VIC	60
Portarlington	55-64	Home	1617
Portarlington	55-64	Visitor from VIC	95
Portarlington	65-74	Home	2074
Portarlington	65-74	Visitor from TAS	3
Portarlington	65-74	Visitor from VIC	74
Portarlington	65-74	Visitor same SA2	4
Portarlington	75-84	Home	1033
Portarlington	75-84	Visitor from VIC	36
Portarlington	75-84	Visitor same SA2	8
Portarlington	85+	Home	289
Portarlington	85+	Visitor from VIC	7
Point Lonsdale - Queenscliff	0-14	Home	628
Point Lonsdale - Queenscliff	0-14	Visitor from VIC	33
Point Lonsdale - Queenscliff	0-14	Visitor same SA2	4
Point Lonsdale - Queenscliff	15-24	Home	343
Point Lonsdale - Queenscliff	15-24	Visitor from VIC	40
Point Lonsdale - Queenscliff	25-34	Home	261
Point Lonsdale - Queenscliff	25-34	Visitor from NSW	6
Point Lonsdale - Queenscliff	25-34	Visitor from VIC	50
Point Lonsdale - Queenscliff	35-44	Home	408
Point Lonsdale - Queenscliff	35-44	Visitor from VIC	37
Point Lonsdale - Queenscliff	35-44	Visitor same SA2	4
Point Lonsdale - Queenscliff	45-54	Home	527
Point Lonsdale - Queenscliff	45-54	Visitor from NT	3
Point Lonsdale - Queenscliff	45-54	Visitor from VIC	32
Point Lonsdale - Queenscliff	55-64	Home	808
Point Lonsdale - Queenscliff	55-64	Visitor from TAS	4
Point Lonsdale - Queenscliff	55-64	Visitor from VIC	93
Point Lonsdale - Queenscliff	65-74	Home	1135
Point Lonsdale - Queenscliff	65-74	Visitor from VIC	78
Point Lonsdale - Queenscliff	65-74	Visitor same SA2	7
Point Lonsdale - Queenscliff	75-84	Home	721
Point Lonsdale - Queenscliff	75-84	Visitor from VIC	41
Point Lonsdale - Queenscliff	75-84	Visitor same SA2	3
Point Lonsdale - Queenscliff	85+	Home	284
Point Lonsdale - Queenscliff	85+	Visitor from VIC	10
Torquay	0-14	Home	5207
Torquay	0-14	Visitor from VIC	103
Torquay	0-14	Visitor same SA2	7
Torquay	15-24	Home	2288
Torquay	15-24	Visitor from NSW	3
Torquay	15-24	Visitor from VIC	119
Torquay	15-24	Visitor same SA2	9
Torquay	25-34	Home	2299
Torquay	25-34	Visitor from VIC	88
Torquay	35-44	Home	3739
Torquay	35-44	Visitor from VIC	85
Torquay	35-44	Visitor same SA2	5
Torquay	45-54	Home	3346
Torquay	45-54	Visitor from NSW	3
Torquay	45-54	Visitor from VIC	78
Torquay	45-54	Visitor from WA	4
Torquay	45-54	Visitor same SA2	3
Torquay	55-64	Home	2552
Torquay	55-64	Visitor from NSW	3
Torquay	55-64	Visitor from VIC	85
Torquay	55-64	Visitor same SA2	8
Torquay	65-74	Home	2271
Torquay	65-74	Visitor from NSW	8
Torquay	65-74	Visitor from QLD	3
Torquay	65-74	Visitor from TAS	6
Torquay	65-74	Visitor from VIC	77
Torquay	65-74	Visitor same SA2	11
Torquay	75-84	Home	1093
Torquay	75-84	Visitor from VIC	27
Torquay	85+	Home	404
Torquay	85+	Visitor from VIC	7
Torquay	85+	Visitor same SA2	5
Barwon Heads - Armstrong Creek	0-14	Home	2602
Barwon Heads - Armstrong Creek	0-14	Visitor from VIC	47
Barwon Heads - Armstrong Creek	0-14	Visitor same SA2	5
Barwon Heads - Armstrong Creek	15-24	Home	1163
Barwon Heads - Armstrong Creek	15-24	Visitor from VIC	62
Barwon Heads - Armstrong Creek	25-34	Home	1613
Barwon Heads - Armstrong Creek	25-34	Visitor from VIC	60
Barwon Heads - Armstrong Creek	35-44	Home	1630
Barwon Heads - Armstrong Creek	35-44	Visitor from VIC	30
Barwon Heads - Armstrong Creek	45-54	Home	1279
Barwon Heads - Armstrong Creek	45-54	Visitor from VIC	25
Barwon Heads - Armstrong Creek	55-64	Home	1025
Barwon Heads - Armstrong Creek	55-64	Visitor from VIC	60
Barwon Heads - Armstrong Creek	65-74	Home	967
Barwon Heads - Armstrong Creek	65-74	Visitor from VIC	45
Barwon Heads - Armstrong Creek	75-84	Home	401
Barwon Heads - Armstrong Creek	75-84	Visitor from VIC	16
Barwon Heads - Armstrong Creek	85+	Home	113
Ocean Grove	0-14	Home	3734
Ocean Grove	0-14	Visitor from NSW	5
Ocean Grove	0-14	Visitor from VIC	90
Ocean Grove	0-14	Visitor same SA2	4
Ocean Grove	15-24	Home	1714
Ocean Grove	15-24	Visitor from VIC	77
Ocean Grove	25-34	Home	1592
Ocean Grove	25-34	Visitor from QLD	4
Ocean Grove	25-34	Visitor from VIC	112
Ocean Grove	25-34	Visitor same SA2	6
Ocean Grove	35-44	Home	2485
Ocean Grove	35-44	Visitor from NSW	5
Ocean Grove	35-44	Visitor from VIC	67
Ocean Grove	35-44	Visitor same SA2	6
Ocean Grove	45-54	Home	2466
Ocean Grove	45-54	Visitor from VIC	80
Ocean Grove	45-54	Visitor same SA2	3
Ocean Grove	55-64	Home	2409
Ocean Grove	55-64	Visitor from NSW	4
Ocean Grove	55-64	Visitor from QLD	4
Ocean Grove	55-64	Visitor from VIC	88
Ocean Grove	55-64	Visitor same SA2	7
Ocean Grove	65-74	Home	2345
Ocean Grove	65-74	Visitor from ACT	3
Ocean Grove	65-74	Visitor from NT	3
Ocean Grove	65-74	Visitor from VIC	77
Ocean Grove	65-74	Visitor same SA2	6
Ocean Grove	75-84	Home	1112
Ocean Grove	75-84	Visitor from VIC	33
Ocean Grove	75-84	Visitor same SA2	9
Ocean Grove	85+	Home	485
Ocean Grove	85+	Visitor from VIC	16
Ocean Grove	85+	Visitor same SA2	4
Alexandra	0-14	Home	864
Alexandra	0-14	Visitor from VIC	51
Alexandra	15-24	Home	496
Alexandra	15-24	Visitor from NSW	3
Alexandra	15-24	Visitor from VIC	46
Alexandra	25-34	Home	519
Alexandra	25-34	Visitor from NSW	3
Alexandra	25-34	Visitor from VIC	36
Alexandra	25-34	Visitor same SA2	4
Alexandra	35-44	Home	609
Alexandra	35-44	Visitor from VIC	42
Alexandra	45-54	Home	824
Alexandra	45-54	Visitor from VIC	53
Alexandra	45-54	Visitor same SA2	4
Alexandra	55-64	Home	1115
Alexandra	55-64	Visitor from NSW	4
Alexandra	55-64	Visitor from VIC	64
Alexandra	55-64	Visitor same SA2	4
Alexandra	65-74	Home	1195
Alexandra	65-74	Visitor from NSW	4
Alexandra	65-74	Visitor from QLD	3
Alexandra	65-74	Visitor from VIC	52
Alexandra	75-84	Home	638
Alexandra	75-84	Visitor from VIC	25
Alexandra	85+	Home	207
Alexandra	85+	Visitor from VIC	3
Euroa	0-14	Home	924
Euroa	0-14	Visitor from VIC	15
Euroa	0-14	Visitor same SA2	3
Euroa	15-24	Home	523
Euroa	15-24	Visitor from VIC	26
Euroa	15-24	Visitor same SA2	7
Euroa	25-34	Home	497
Euroa	25-34	Visitor from VIC	29
Euroa	35-44	Home	612
Euroa	35-44	Visitor from VIC	19
Euroa	35-44	Visitor same SA2	4
Euroa	45-54	Home	760
Euroa	45-54	Visitor from VIC	30
Euroa	45-54	Visitor same SA2	3
Euroa	55-64	Home	1126
Euroa	55-64	Visitor from VIC	31
Euroa	55-64	Visitor same SA2	3
Euroa	65-74	Home	1242
Euroa	65-74	Visitor from VIC	39
Euroa	75-84	Home	648
Euroa	75-84	Visitor from VIC	14
Euroa	85+	Home	284
Euroa	85+	Visitor from VIC	5
Euroa	85+	Visitor same SA2	5
Kilmore - Broadford	0-14	Home	2846
Kilmore - Broadford	0-14	Visitor from NSW	3
Kilmore - Broadford	0-14	Visitor from QLD	3
Kilmore - Broadford	0-14	Visitor from VIC	44
Kilmore - Broadford	0-14	Visitor same SA2	4
Kilmore - Broadford	15-24	Home	1773
Kilmore - Broadford	15-24	Visitor from NSW	7
Kilmore - Broadford	15-24	Visitor from QLD	7
Kilmore - Broadford	15-24	Visitor from TAS	3
Kilmore - Broadford	15-24	Visitor from VIC	81
Kilmore - Broadford	15-24	Visitor same SA2	9
Kilmore - Broadford	25-34	Home	1851
Kilmore - Broadford	25-34	Visitor from VIC	47
Kilmore - Broadford	25-34	Visitor from WA	3
Kilmore - Broadford	35-44	Home	1778
Kilmore - Broadford	35-44	Visitor from VIC	29
Kilmore - Broadford	45-54	Home	2079
Kilmore - Broadford	45-54	Visitor from NSW	4
Kilmore - Broadford	45-54	Visitor from TAS	3
Kilmore - Broadford	45-54	Visitor from VIC	47
Kilmore - Broadford	55-64	Home	1909
Kilmore - Broadford	55-64	Visitor from QLD	7
Kilmore - Broadford	55-64	Visitor from VIC	28
Kilmore - Broadford	55-64	Visitor same SA2	4
Kilmore - Broadford	65-74	Home	1585
Kilmore - Broadford	65-74	Visitor from VIC	18
Kilmore - Broadford	75-84	Home	944
Kilmore - Broadford	75-84	Visitor from VIC	19
Kilmore - Broadford	75-84	Visitor same SA2	4
Kilmore - Broadford	85+	Home	331
Kilmore - Broadford	85+	Visitor from VIC	6
Mansfield (Vic.)	0-14	Home	1672
Mansfield (Vic.)	0-14	Visitor from NSW	16
Mansfield (Vic.)	0-14	Visitor from QLD	7
Mansfield (Vic.)	0-14	Visitor from TAS	4
Mansfield (Vic.)	0-14	Visitor from VIC	331
Mansfield (Vic.)	0-14	Visitor same SA2	33
Mansfield (Vic.)	15-24	Home	876
Mansfield (Vic.)	15-24	Visitor from NSW	28
Mansfield (Vic.)	15-24	Visitor from QLD	26
Mansfield (Vic.)	15-24	Visitor from SA	30
Mansfield (Vic.)	15-24	Visitor from TAS	4
Mansfield (Vic.)	15-24	Visitor from VIC	369
