SA2_NAME16	Age	Sex	persons
Googong	65-74	M	81
Googong	75-84	F	24
Googong	75-84	M	24
Googong	85+	F	3
Googong	85+	M	3
Queanbeyan Surrounds	0-4	F	471
Queanbeyan Surrounds	0-4	M	444
Queanbeyan Surrounds	5-14	F	1076
Queanbeyan Surrounds	5-14	M	1216
Queanbeyan Surrounds	15-19	F	496
Queanbeyan Surrounds	15-19	M	541
Queanbeyan Surrounds	20-24	F	393
Queanbeyan Surrounds	20-24	M	421
Queanbeyan Surrounds	25-34	F	829
Queanbeyan Surrounds	25-34	M	801
Queanbeyan Surrounds	35-44	F	1073
Queanbeyan Surrounds	35-44	M	1004
Queanbeyan Surrounds	45-54	F	1381
Queanbeyan Surrounds	45-54	M	1315
Queanbeyan Surrounds	55-64	F	1232
Queanbeyan Surrounds	55-64	M	1327
Queanbeyan Surrounds	65-74	F	812
Queanbeyan Surrounds	65-74	M	936
Queanbeyan Surrounds	75-84	F	309
Queanbeyan Surrounds	75-84	M	351
Queanbeyan Surrounds	85+	F	49
Queanbeyan Surrounds	85+	M	58
Bombala	0-4	F	56
Bombala	0-4	M	50
Bombala	5-14	F	147
Bombala	5-14	M	158
Bombala	15-19	F	59
Bombala	15-19	M	56
Bombala	20-24	F	59
Bombala	20-24	M	41
Bombala	25-34	F	109
Bombala	25-34	M	127
Bombala	35-44	F	136
Bombala	35-44	M	118
Bombala	45-54	F	143
Bombala	45-54	M	141
Bombala	55-64	F	190
Bombala	55-64	M	203
Bombala	65-74	F	186
Bombala	65-74	M	199
Bombala	75-84	F	90
Bombala	75-84	M	109
Bombala	85+	F	50
Bombala	85+	M	22
Cooma	0-4	F	190
Cooma	0-4	M	202
Cooma	5-14	F	329
Cooma	5-14	M	386
Cooma	15-19	F	151
Cooma	15-19	M	174
Cooma	20-24	F	144
Cooma	20-24	M	186
Cooma	25-34	F	385
Cooma	25-34	M	476
Cooma	35-44	F	391
Cooma	35-44	M	427
Cooma	45-54	F	406
Cooma	45-54	M	417
Cooma	55-64	F	490
Cooma	55-64	M	460
Cooma	65-74	F	395
Cooma	65-74	M	369
Cooma	75-84	F	301
Cooma	75-84	M	242
Cooma	85+	F	140
Cooma	85+	M	102
Cooma Surrounds	0-4	F	74
Cooma Surrounds	0-4	M	64
Cooma Surrounds	5-14	F	184
Cooma Surrounds	5-14	M	222
Cooma Surrounds	15-19	F	88
Cooma Surrounds	15-19	M	91
Cooma Surrounds	20-24	F	65
Cooma Surrounds	20-24	M	68
Cooma Surrounds	25-34	F	144
Cooma Surrounds	25-34	M	143
Cooma Surrounds	35-44	F	156
Cooma Surrounds	35-44	M	158
Cooma Surrounds	45-54	F	288
Cooma Surrounds	45-54	M	273
Cooma Surrounds	55-64	F	291
Cooma Surrounds	55-64	M	337
Cooma Surrounds	65-74	F	215
Cooma Surrounds	65-74	M	257
Cooma Surrounds	75-84	F	125
Cooma Surrounds	75-84	M	154
Cooma Surrounds	85+	F	30
Cooma Surrounds	85+	M	37
Jindabyne - Berridale	0-4	F	165
Jindabyne - Berridale	0-4	M	145
Jindabyne - Berridale	5-14	F	447
Jindabyne - Berridale	5-14	M	536
Jindabyne - Berridale	15-19	F	257
Jindabyne - Berridale	15-19	M	271
Jindabyne - Berridale	20-24	F	263
Jindabyne - Berridale	20-24	M	289
Jindabyne - Berridale	25-34	F	646
Jindabyne - Berridale	25-34	M	683
Jindabyne - Berridale	35-44	F	477
Jindabyne - Berridale	35-44	M	459
Jindabyne - Berridale	45-54	F	587
Jindabyne - Berridale	45-54	M	616
Jindabyne - Berridale	55-64	F	507
Jindabyne - Berridale	55-64	M	565
Jindabyne - Berridale	65-74	F	316
Jindabyne - Berridale	65-74	M	425
Jindabyne - Berridale	75-84	F	129
Jindabyne - Berridale	75-84	M	161
Jindabyne - Berridale	85+	F	52
Jindabyne - Berridale	85+	M	44
Batemans Bay	0-4	F	182
Batemans Bay	0-4	M	213
Batemans Bay	5-14	F	491
Batemans Bay	5-14	M	454
Batemans Bay	15-19	F	196
Batemans Bay	15-19	M	228
Batemans Bay	20-24	F	163
Batemans Bay	20-24	M	174
Batemans Bay	25-34	F	406
Batemans Bay	25-34	M	350
Batemans Bay	35-44	F	406
Batemans Bay	35-44	M	386
Batemans Bay	45-54	F	484
Batemans Bay	45-54	M	511
Batemans Bay	55-64	F	688
Batemans Bay	55-64	M	631
Batemans Bay	65-74	F	740
Batemans Bay	65-74	M	743
Batemans Bay	75-84	F	431
Batemans Bay	75-84	M	391
Batemans Bay	85+	F	199
Batemans Bay	85+	M	126
Batemans Bay - South	0-4	F	180
Batemans Bay - South	0-4	M	181
Batemans Bay - South	5-14	F	413
Batemans Bay - South	5-14	M	453
Batemans Bay - South	15-19	F	195
Batemans Bay - South	15-19	M	222
Batemans Bay - South	20-24	F	150
Batemans Bay - South	20-24	M	163
Batemans Bay - South	25-34	F	343
Batemans Bay - South	25-34	M	359
Batemans Bay - South	35-44	F	413
Batemans Bay - South	35-44	M	355
Batemans Bay - South	45-54	F	558
Batemans Bay - South	45-54	M	522
Batemans Bay - South	55-64	F	805
Batemans Bay - South	55-64	M	626
Batemans Bay - South	65-74	F	872
Batemans Bay - South	65-74	M	826
Batemans Bay - South	75-84	F	510
Batemans Bay - South	75-84	M	465
Batemans Bay - South	85+	F	203
Batemans Bay - South	85+	M	138
Bega - Tathra	0-4	F	200
Bega - Tathra	0-4	M	227
Bega - Tathra	5-14	F	528
Bega - Tathra	5-14	M	600
Bega - Tathra	15-19	F	245
Bega - Tathra	15-19	M	214
Bega - Tathra	20-24	F	190
Bega - Tathra	20-24	M	186
Bega - Tathra	25-34	F	430
Bega - Tathra	25-34	M	420
Bega - Tathra	35-44	F	508
Bega - Tathra	35-44	M	465
Bega - Tathra	45-54	F	568
Bega - Tathra	45-54	M	501
Bega - Tathra	55-64	F	752
Bega - Tathra	55-64	M	664
Bega - Tathra	65-74	F	607
Bega - Tathra	65-74	M	565
Bega - Tathra	75-84	F	356
Bega - Tathra	75-84	M	349
Bega - Tathra	85+	F	169
Bega - Tathra	85+	M	120
Bega-Eden Hinterland	0-4	F	186
Bega-Eden Hinterland	0-4	M	233
Bega-Eden Hinterland	5-14	F	525
Bega-Eden Hinterland	5-14	M	544
Bega-Eden Hinterland	15-19	F	238
Bega-Eden Hinterland	15-19	M	276
Bega-Eden Hinterland	20-24	F	141
Bega-Eden Hinterland	20-24	M	198
Bega-Eden Hinterland	25-34	F	394
Bega-Eden Hinterland	25-34	M	384
Bega-Eden Hinterland	35-44	F	457
Bega-Eden Hinterland	35-44	M	430
Bega-Eden Hinterland	45-54	F	675
Bega-Eden Hinterland	45-54	M	584
Bega-Eden Hinterland	55-64	F	1031
Bega-Eden Hinterland	55-64	M	970
Bega-Eden Hinterland	65-74	F	722
Bega-Eden Hinterland	65-74	M	917
Bega-Eden Hinterland	75-84	F	248
Bega-Eden Hinterland	75-84	M	274
Bega-Eden Hinterland	85+	F	61
Bega-Eden Hinterland	85+	M	60
Broulee - Tomakin	0-4	F	80
Broulee - Tomakin	0-4	M	77
Broulee - Tomakin	5-14	F	216
Broulee - Tomakin	5-14	M	202
Broulee - Tomakin	15-19	F	95
Broulee - Tomakin	15-19	M	96
Broulee - Tomakin	20-24	F	53
Broulee - Tomakin	20-24	M	65
Broulee - Tomakin	25-34	F	155
Broulee - Tomakin	25-34	M	148
Broulee - Tomakin	35-44	F	197
Broulee - Tomakin	35-44	M	179
Broulee - Tomakin	45-54	F	242
Broulee - Tomakin	45-54	M	213
Broulee - Tomakin	55-64	F	320
Broulee - Tomakin	55-64	M	292
Broulee - Tomakin	65-74	F	318
Broulee - Tomakin	65-74	M	334
Broulee - Tomakin	75-84	F	201
Broulee - Tomakin	75-84	M	148
Broulee - Tomakin	85+	F	97
Broulee - Tomakin	85+	M	65
Deua - Wadbilliga	35-44	M	4
Deua - Wadbilliga	45-54	F	7
Deua - Wadbilliga	55-64	F	5
Deua - Wadbilliga	55-64	M	9
Deua - Wadbilliga	65-74	F	9
Deua - Wadbilliga	65-74	M	10
Deua - Wadbilliga	75-84	M	3
Eden	0-4	F	92
Eden	0-4	M	65
Eden	5-14	F	169
Eden	5-14	M	215
Eden	15-19	F	70
Eden	15-19	M	93
Eden	20-24	F	57
Eden	20-24	M	64
Eden	25-34	F	153
Eden	25-34	M	109
Eden	35-44	F	151
Eden	35-44	M	128
Eden	45-54	F	193
Eden	45-54	M	207
Eden	55-64	F	293
Eden	55-64	M	251
Eden	65-74	F	318
Eden	65-74	M	317
Eden	75-84	F	184
Eden	75-84	M	152
Eden	85+	F	76
Eden	85+	M	60
Eurobodalla Hinterland	0-4	F	80
Eurobodalla Hinterland	0-4	M	61
Eurobodalla Hinterland	5-14	F	149
Eurobodalla Hinterland	5-14	M	170
Eurobodalla Hinterland	15-19	F	87
Eurobodalla Hinterland	15-19	M	101
Eurobodalla Hinterland	20-24	F	65
Eurobodalla Hinterland	20-24	M	71
Eurobodalla Hinterland	25-34	F	137
Eurobodalla Hinterland	25-34	M	136
Eurobodalla Hinterland	35-44	F	163
Eurobodalla Hinterland	35-44	M	155
Eurobodalla Hinterland	45-54	F	252
Eurobodalla Hinterland	45-54	M	228
Eurobodalla Hinterland	55-64	F	336
Eurobodalla Hinterland	55-64	M	361
Eurobodalla Hinterland	65-74	F	319
Eurobodalla Hinterland	65-74	M	348
Eurobodalla Hinterland	75-84	F	114
Eurobodalla Hinterland	75-84	M	149
Eurobodalla Hinterland	85+	F	14
Eurobodalla Hinterland	85+	M	19
Merimbula - Tura Beach	0-4	F	200
Merimbula - Tura Beach	0-4	M	214
Merimbula - Tura Beach	5-14	F	553
Merimbula - Tura Beach	5-14	M	554
Merimbula - Tura Beach	15-19	F	242
Merimbula - Tura Beach	15-19	M	290
Merimbula - Tura Beach	20-24	F	194
Merimbula - Tura Beach	20-24	M	191
Merimbula - Tura Beach	25-34	F	489
Merimbula - Tura Beach	25-34	M	487
Merimbula - Tura Beach	35-44	F	541
Merimbula - Tura Beach	35-44	M	458
Merimbula - Tura Beach	45-54	F	699
Merimbula - Tura Beach	45-54	M	665
Merimbula - Tura Beach	55-64	F	1038
Merimbula - Tura Beach	55-64	M	837
Merimbula - Tura Beach	65-74	F	1101
Merimbula - Tura Beach	65-74	M	1047
Merimbula - Tura Beach	75-84	F	649
Merimbula - Tura Beach	75-84	M	606
Merimbula - Tura Beach	85+	F	264
Merimbula - Tura Beach	85+	M	188
Moruya - Tuross Head	0-4	F	126
Moruya - Tuross Head	0-4	M	184
Moruya - Tuross Head	5-14	F	370
Moruya - Tuross Head	5-14	M	429
Moruya - Tuross Head	15-19	F	176
Moruya - Tuross Head	15-19	M	203
Moruya - Tuross Head	20-24	F	126
Moruya - Tuross Head	20-24	M	153
Moruya - Tuross Head	25-34	F	321
Moruya - Tuross Head	25-34	M	323
Moruya - Tuross Head	35-44	F	364
Moruya - Tuross Head	35-44	M	357
Moruya - Tuross Head	45-54	F	549
Moruya - Tuross Head	45-54	M	458
Moruya - Tuross Head	55-64	F	867
Moruya - Tuross Head	55-64	M	799
Moruya - Tuross Head	65-74	F	821
Moruya - Tuross Head	65-74	M	876
Moruya - Tuross Head	75-84	F	425
Moruya - Tuross Head	75-84	M	404
Moruya - Tuross Head	85+	F	164
Moruya - Tuross Head	85+	M	108
Narooma - Bermagui	0-4	F	210
Narooma - Bermagui	0-4	M	179
Narooma - Bermagui	5-14	F	411
Narooma - Bermagui	5-14	M	456
Narooma - Bermagui	15-19	F	164
Narooma - Bermagui	15-19	M	237
Narooma - Bermagui	20-24	F	105
Narooma - Bermagui	20-24	M	126
Narooma - Bermagui	25-34	F	364
Narooma - Bermagui	25-34	M	332
Narooma - Bermagui	35-44	F	425
Narooma - Bermagui	35-44	M	368
Narooma - Bermagui	45-54	F	553
Narooma - Bermagui	45-54	M	455
Narooma - Bermagui	55-64	F	929
Narooma - Bermagui	55-64	M	821
Narooma - Bermagui	65-74	F	1136
Narooma - Bermagui	65-74	M	1127
Narooma - Bermagui	75-84	F	503
Narooma - Bermagui	75-84	M	548
Narooma - Bermagui	85+	F	284
Narooma - Bermagui	85+	M	161
Goulburn	0-4	F	680
Goulburn	0-4	M	776
Goulburn	5-14	F	1500
Goulburn	5-14	M	1537
Goulburn	15-19	F	613
Goulburn	15-19	M	677
Goulburn	20-24	F	635
Goulburn	20-24	M	788
Goulburn	25-34	F	1650
Goulburn	25-34	M	1746
Goulburn	35-44	F	1432
Goulburn	35-44	M	1456
Goulburn	45-54	F	1467
Goulburn	45-54	M	1436
Goulburn	55-64	F	1527
Goulburn	55-64	M	1508
Goulburn	65-74	F	1460
Goulburn	65-74	M	1264
Goulburn	75-84	F	933
Goulburn	75-84	M	756
Goulburn	85+	F	470
Goulburn	85+	M	261
Goulburn Surrounds	0-4	F	361
Goulburn Surrounds	0-4	M	354
Goulburn Surrounds	5-14	F	714
Goulburn Surrounds	5-14	M	852
Goulburn Surrounds	15-19	F	383
Goulburn Surrounds	15-19	M	438
Goulburn Surrounds	20-24	F	259
Goulburn Surrounds	20-24	M	271
Goulburn Surrounds	25-34	F	600
Goulburn Surrounds	25-34	M	610
Goulburn Surrounds	35-44	F	756
Goulburn Surrounds	35-44	M	680
Goulburn Surrounds	45-54	F	940
Goulburn Surrounds	45-54	M	942
Goulburn Surrounds	55-64	F	1160
Goulburn Surrounds	55-64	M	1261
Goulburn Surrounds	65-74	F	938
Goulburn Surrounds	65-74	M	1056
Goulburn Surrounds	75-84	F	432
Goulburn Surrounds	75-84	M	509
Goulburn Surrounds	85+	F	158
Goulburn Surrounds	85+	M	145
Yass	0-4	F	187
Yass	0-4	M	188
Yass	5-14	F	449
Yass	5-14	M	484
Yass	15-19	F	173
Yass	15-19	M	209
Yass	20-24	F	157
Yass	20-24	M	177
Yass	25-34	F	389
Yass	25-34	M	356
Yass	35-44	F	437
Yass	35-44	M	400
Yass	45-54	F	471
Yass	45-54	M	402
Yass	55-64	F	405
Yass	55-64	M	416
Yass	65-74	F	407
Yass	65-74	M	356
Yass	75-84	F	254
Yass	75-84	M	198
Yass	85+	F	166
Yass	85+	M	89
Yass Surrounds	0-4	F	337
Yass Surrounds	0-4	M	344
Yass Surrounds	5-14	F	919
Yass Surrounds	5-14	M	940
Yass Surrounds	15-19	F	429
Yass Surrounds	15-19	M	430
Yass Surrounds	20-24	F	264
Yass Surrounds	20-24	M	278
Yass Surrounds	25-34	F	553
Yass Surrounds	25-34	M	517
Yass Surrounds	35-44	F	887
Yass Surrounds	35-44	M	709
Yass Surrounds	45-54	F	1090
Yass Surrounds	45-54	M	1074
Yass Surrounds	55-64	F	865
Yass Surrounds	55-64	M	939
Yass Surrounds	65-74	F	677
Yass Surrounds	65-74	M	702
Yass Surrounds	75-84	F	290
Yass Surrounds	75-84	M	338
Yass Surrounds	85+	F	72
Yass Surrounds	85+	M	58
Young	0-4	F	328
Young	0-4	M	356
Young	5-14	F	780
Young	5-14	M	772
Young	15-19	F	350
Young	15-19	M	359
Young	20-24	F	283
Young	20-24	M	248
Young	25-34	F	600
Young	25-34	M	567
Young	35-44	F	665
Young	35-44	M	570
Young	45-54	F	632
Young	45-54	M	600
Young	55-64	F	714
Young	55-64	M	674
Young	65-74	F	694
Young	65-74	M	640
Young	75-84	F	444
Young	75-84	M	381
Young	85+	F	224
Young	85+	M	128
Young Surrounds	0-4	F	188
Young Surrounds	0-4	M	233
Young Surrounds	5-14	F	416
Young Surrounds	5-14	M	486
Young Surrounds	15-19	F	186
Young Surrounds	15-19	M	200
Young Surrounds	20-24	F	163
Young Surrounds	20-24	M	147
Young Surrounds	25-34	F	389
Young Surrounds	25-34	M	348
Young Surrounds	35-44	F	355
Young Surrounds	35-44	M	329
Young Surrounds	45-54	F	503
Young Surrounds	45-54	M	475
Young Surrounds	55-64	F	610
Young Surrounds	55-64	M	648
Young Surrounds	65-74	F	590
Young Surrounds	65-74	M	594
Young Surrounds	75-84	F	294
Young Surrounds	75-84	M	346
Young Surrounds	85+	F	89
Young Surrounds	85+	M	78
Avoca Beach - Copacabana	0-4	F	222
Avoca Beach - Copacabana	0-4	M	187
Avoca Beach - Copacabana	5-14	F	516
Avoca Beach - Copacabana	5-14	M	613
Avoca Beach - Copacabana	15-19	F	272
Avoca Beach - Copacabana	15-19	M	278
Avoca Beach - Copacabana	20-24	F	173
Avoca Beach - Copacabana	20-24	M	210
Avoca Beach - Copacabana	25-34	F	281
Avoca Beach - Copacabana	25-34	M	231
Avoca Beach - Copacabana	35-44	F	504
Avoca Beach - Copacabana	35-44	M	438
Avoca Beach - Copacabana	45-54	F	613
Avoca Beach - Copacabana	45-54	M	561
Avoca Beach - Copacabana	55-64	F	548
Avoca Beach - Copacabana	55-64	M	548
Avoca Beach - Copacabana	65-74	F	429
Avoca Beach - Copacabana	65-74	M	433
Avoca Beach - Copacabana	75-84	F	184
Avoca Beach - Copacabana	75-84	M	193
Avoca Beach - Copacabana	85+	F	46
Avoca Beach - Copacabana	85+	M	38
Box Head - MacMasters Beach	0-4	F	250
Box Head - MacMasters Beach	0-4	M	239
Box Head - MacMasters Beach	5-14	F	671
Box Head - MacMasters Beach	5-14	M	678
Box Head - MacMasters Beach	15-19	F	258
Box Head - MacMasters Beach	15-19	M	329
Box Head - MacMasters Beach	20-24	F	223
Box Head - MacMasters Beach	20-24	M	238
Box Head - MacMasters Beach	25-34	F	372
Box Head - MacMasters Beach	25-34	M	375
Box Head - MacMasters Beach	35-44	F	619
Box Head - MacMasters Beach	35-44	M	554
Box Head - MacMasters Beach	45-54	F	760
Box Head - MacMasters Beach	45-54	M	735
Box Head - MacMasters Beach	55-64	F	905
Box Head - MacMasters Beach	55-64	M	789
Box Head - MacMasters Beach	65-74	F	949
Box Head - MacMasters Beach	65-74	M	874
Box Head - MacMasters Beach	75-84	F	462
Box Head - MacMasters Beach	75-84	M	499
Box Head - MacMasters Beach	85+	F	158
Box Head - MacMasters Beach	85+	M	108
Calga - Kulnura	0-4	F	83
Calga - Kulnura	0-4	M	101
Calga - Kulnura	5-14	F	244
Calga - Kulnura	5-14	M	228
Calga - Kulnura	15-19	F	145
Calga - Kulnura	15-19	M	133
Calga - Kulnura	20-24	F	148
Calga - Kulnura	20-24	M	119
Calga - Kulnura	25-34	F	207
Calga - Kulnura	25-34	M	212
Calga - Kulnura	35-44	F	255
Calga - Kulnura	35-44	M	268
Calga - Kulnura	45-54	F	359
Calga - Kulnura	45-54	M	396
Calga - Kulnura	55-64	F	382
Calga - Kulnura	55-64	M	431
Calga - Kulnura	65-74	F	275
Calga - Kulnura	65-74	M	333
Calga - Kulnura	75-84	F	148
Calga - Kulnura	75-84	M	168
Calga - Kulnura	85+	F	27
Calga - Kulnura	85+	M	45
Erina - Green Point	0-4	F	311
Erina - Green Point	0-4	M	342
Erina - Green Point	5-14	F	812
Erina - Green Point	5-14	M	859
Erina - Green Point	15-19	F	418
Erina - Green Point	15-19	M	428
Erina - Green Point	20-24	F	301
Erina - Green Point	20-24	M	355
Erina - Green Point	25-34	F	560
Erina - Green Point	25-34	M	498
Erina - Green Point	35-44	F	782
Erina - Green Point	35-44	M	726
Erina - Green Point	45-54	F	894
Erina - Green Point	45-54	M	848
Erina - Green Point	55-64	F	1004
Erina - Green Point	55-64	M	838
Erina - Green Point	65-74	F	1136
Erina - Green Point	65-74	M	867
Erina - Green Point	75-84	F	991
Erina - Green Point	75-84	M	780
Erina - Green Point	85+	F	652
Erina - Green Point	85+	M	361
Gosford - Springfield	0-4	F	558
Gosford - Springfield	0-4	M	585
Gosford - Springfield	5-14	F	1006
Gosford - Springfield	5-14	M	1094
Gosford - Springfield	15-19	F	530
Gosford - Springfield	15-19	M	534
Gosford - Springfield	20-24	F	765
Gosford - Springfield	20-24	M	687
Gosford - Springfield	25-34	F	1778
Gosford - Springfield	25-34	M	1772
Gosford - Springfield	35-44	F	1399
Gosford - Springfield	35-44	M	1440
Gosford - Springfield	45-54	F	1322
Gosford - Springfield	45-54	M	1243
Gosford - Springfield	55-64	F	1400
Gosford - Springfield	55-64	M	1255
Gosford - Springfield	65-74	F	1129
Gosford - Springfield	65-74	M	1010
Gosford - Springfield	75-84	F	650
Gosford - Springfield	75-84	M	517
Gosford - Springfield	85+	F	369
Gosford - Springfield	85+	M	177
Kariong	0-4	F	195
Kariong	0-4	M	212
Kariong	5-14	F	478
Kariong	5-14	M	531
Kariong	15-19	F	229
Kariong	15-19	M	290
Kariong	20-24	F	216
Kariong	20-24	M	188
Kariong	25-34	F	365
Kariong	25-34	M	388
Kariong	35-44	F	486
Kariong	35-44	M	454
Kariong	45-54	F	490
Kariong	45-54	M	480
Kariong	55-64	F	409
Kariong	55-64	M	401
Kariong	65-74	F	205
Kariong	65-74	M	211
Kariong	75-84	F	105
Kariong	75-84	M	84
Kariong	85+	F	38
Kariong	85+	M	33
Kincumber - Picketts Valley	0-4	F	194
Kincumber - Picketts Valley	0-4	M	212
Kincumber - Picketts Valley	5-14	F	456
Kincumber - Picketts Valley	5-14	M	455
Kincumber - Picketts Valley	15-19	F	213
Kincumber - Picketts Valley	15-19	M	199
Kincumber - Picketts Valley	20-24	F	171
Kincumber - Picketts Valley	20-24	M	168
Kincumber - Picketts Valley	25-34	F	354
Kincumber - Picketts Valley	25-34	M	357
Kincumber - Picketts Valley	35-44	F	424
Kincumber - Picketts Valley	35-44	M	369
Kincumber - Picketts Valley	45-54	F	452
Kincumber - Picketts Valley	45-54	M	379
Kincumber - Picketts Valley	55-64	F	501
Kincumber - Picketts Valley	55-64	M	391
Kincumber - Picketts Valley	65-74	F	527
Kincumber - Picketts Valley	65-74	M	392
Kincumber - Picketts Valley	75-84	F	516
Kincumber - Picketts Valley	75-84	M	348
Kincumber - Picketts Valley	85+	F	345
Kincumber - Picketts Valley	85+	M	184
Narara	0-4	F	227
Narara	0-4	M	230
Narara	5-14	F	505
Narara	5-14	M	532
Narara	15-19	F	204
Narara	15-19	M	240
Narara	20-24	F	178
Narara	20-24	M	191
Narara	25-34	F	437
Narara	25-34	M	418
Narara	35-44	F	519
Narara	35-44	M	481
Narara	45-54	F	514
Narara	45-54	M	474
Narara	55-64	F	475
Narara	55-64	M	446
Narara	65-74	F	402
Narara	65-74	M	302
Narara	75-84	F	149
Narara	75-84	M	152
Narara	85+	F	49
Narara	85+	M	29
Niagara Park - Lisarow	0-4	F	226
Niagara Park - Lisarow	0-4	M	227
Niagara Park - Lisarow	5-14	F	580
Niagara Park - Lisarow	5-14	M	633
Niagara Park - Lisarow	15-19	F	277
Niagara Park - Lisarow	15-19	M	310
Niagara Park - Lisarow	20-24	F	228
Niagara Park - Lisarow	20-24	M	226
Niagara Park - Lisarow	25-34	F	441
Niagara Park - Lisarow	25-34	M	441
Niagara Park - Lisarow	35-44	F	550
Niagara Park - Lisarow	35-44	M	506
Niagara Park - Lisarow	45-54	F	604
Niagara Park - Lisarow	45-54	M	556
Niagara Park - Lisarow	55-64	F	567
Niagara Park - Lisarow	55-64	M	518
Niagara Park - Lisarow	65-74	F	385
Niagara Park - Lisarow	65-74	M	366
Niagara Park - Lisarow	75-84	F	200
Niagara Park - Lisarow	75-84	M	175
Niagara Park - Lisarow	85+	F	132
Niagara Park - Lisarow	85+	M	66
Point Clare - Koolewong	0-4	F	165
Point Clare - Koolewong	0-4	M	184
Point Clare - Koolewong	5-14	F	419
Point Clare - Koolewong	5-14	M	372
Point Clare - Koolewong	15-19	F	165
Point Clare - Koolewong	15-19	M	194
Point Clare - Koolewong	20-24	F	148
Point Clare - Koolewong	20-24	M	147
