SA2_NAME21	Age	persons
Eurobodalla Hinterland	25-34	269
Eurobodalla Hinterland	35-44	324
Eurobodalla Hinterland	45-54	478
Eurobodalla Hinterland	55-64	694
Eurobodalla Hinterland	65-74	665
Eurobodalla Hinterland	75-84	272
Eurobodalla Hinterland	85+	42
Merimbula - Tura Beach	0-4	411
Merimbula - Tura Beach	5-14	1107
Merimbula - Tura Beach	15-19	531
Merimbula - Tura Beach	20-24	386
Merimbula - Tura Beach	25-34	977
Merimbula - Tura Beach	35-44	996
Merimbula - Tura Beach	45-54	1366
Merimbula - Tura Beach	55-64	1877
Merimbula - Tura Beach	65-74	2149
Merimbula - Tura Beach	75-84	1252
Merimbula - Tura Beach	85+	453
Moruya - Tuross Head	0-4	312
Moruya - Tuross Head	5-14	798
Moruya - Tuross Head	15-19	375
Moruya - Tuross Head	20-24	287
Moruya - Tuross Head	25-34	642
Moruya - Tuross Head	35-44	716
Moruya - Tuross Head	45-54	1011
Moruya - Tuross Head	55-64	1663
Moruya - Tuross Head	65-74	1699
Moruya - Tuross Head	75-84	827
Moruya - Tuross Head	85+	276
Narooma - Bermagui	0-4	390
Narooma - Bermagui	5-14	861
Narooma - Bermagui	15-19	400
Narooma - Bermagui	20-24	231
Narooma - Bermagui	25-34	691
Narooma - Bermagui	35-44	792
Narooma - Bermagui	45-54	1006
Narooma - Bermagui	55-64	1748
Narooma - Bermagui	65-74	2262
Narooma - Bermagui	75-84	1058
Narooma - Bermagui	85+	444
Goulburn	0-4	1454
Goulburn	5-14	3043
Goulburn	15-19	1294
Goulburn	20-24	1414
Goulburn	25-34	3394
Goulburn	35-44	2882
Goulburn	45-54	2907
Goulburn	55-64	3036
Goulburn	65-74	2721
Goulburn	75-84	1688
Goulburn	85+	733
Goulburn Surrounds	0-4	713
Goulburn Surrounds	5-14	1567
Goulburn Surrounds	15-19	823
Goulburn Surrounds	20-24	529
Goulburn Surrounds	25-34	1207
Goulburn Surrounds	35-44	1434
Goulburn Surrounds	45-54	1877
Goulburn Surrounds	55-64	2423
Goulburn Surrounds	65-74	1996
Goulburn Surrounds	75-84	948
Goulburn Surrounds	85+	299
Yass	0-4	380
Yass	5-14	933
Yass	15-19	378
Yass	20-24	329
Yass	25-34	746
Yass	35-44	841
Yass	45-54	871
Yass	55-64	820
Yass	65-74	767
Yass	75-84	452
Yass	85+	252
Yass Surrounds	0-4	685
Yass Surrounds	5-14	1857
Yass Surrounds	15-19	859
Yass Surrounds	20-24	543
Yass Surrounds	25-34	1068
Yass Surrounds	35-44	1595
Yass Surrounds	45-54	2162
Yass Surrounds	55-64	1805
Yass Surrounds	65-74	1374
Yass Surrounds	75-84	631
Yass Surrounds	85+	135
Young	0-4	685
Young	5-14	1545
Young	15-19	709
Young	20-24	533
Young	25-34	1170
Young	35-44	1236
Young	45-54	1229
Young	55-64	1390
Young	65-74	1334
Young	75-84	829
Young	85+	344
Young Surrounds	0-4	421
Young Surrounds	5-14	900
Young Surrounds	15-19	385
Young Surrounds	20-24	311
Young Surrounds	25-34	738
Young Surrounds	35-44	689
Young Surrounds	45-54	978
Young Surrounds	55-64	1262
Young Surrounds	65-74	1188
Young Surrounds	75-84	643
Young Surrounds	85+	171
Avoca Beach - Copacabana	0-4	407
Avoca Beach - Copacabana	5-14	1126
Avoca Beach - Copacabana	15-19	553
Avoca Beach - Copacabana	20-24	383
Avoca Beach - Copacabana	25-34	514
Avoca Beach - Copacabana	35-44	941
Avoca Beach - Copacabana	45-54	1178
Avoca Beach - Copacabana	55-64	1099
Avoca Beach - Copacabana	65-74	860
Avoca Beach - Copacabana	75-84	382
Avoca Beach - Copacabana	85+	81
Box Head - MacMasters Beach	0-4	494
Box Head - MacMasters Beach	5-14	1350
Box Head - MacMasters Beach	15-19	591
Box Head - MacMasters Beach	20-24	462
Box Head - MacMasters Beach	25-34	745
Box Head - MacMasters Beach	35-44	1176
Box Head - MacMasters Beach	45-54	1497
Box Head - MacMasters Beach	55-64	1697
Box Head - MacMasters Beach	65-74	1821
Box Head - MacMasters Beach	75-84	958
Box Head - MacMasters Beach	85+	260
Calga - Kulnura	0-4	184
Calga - Kulnura	5-14	475
Calga - Kulnura	15-19	275
Calga - Kulnura	20-24	272
Calga - Kulnura	25-34	422
Calga - Kulnura	35-44	525
Calga - Kulnura	45-54	758
Calga - Kulnura	55-64	818
Calga - Kulnura	65-74	601
Calga - Kulnura	75-84	314
Calga - Kulnura	85+	79
Erina - Green Point	0-4	653
Erina - Green Point	5-14	1676
Erina - Green Point	15-19	847
Erina - Green Point	20-24	647
Erina - Green Point	25-34	1059
Erina - Green Point	35-44	1508
Erina - Green Point	45-54	1740
Erina - Green Point	55-64	1841
Erina - Green Point	65-74	2000
Erina - Green Point	75-84	1770
Erina - Green Point	85+	1008
Gosford - Springfield	0-4	1143
Gosford - Springfield	5-14	2096
Gosford - Springfield	15-19	1059
Gosford - Springfield	20-24	1454
Gosford - Springfield	25-34	3544
Gosford - Springfield	35-44	2836
Gosford - Springfield	45-54	2564
Gosford - Springfield	55-64	2658
Gosford - Springfield	65-74	2140
Gosford - Springfield	75-84	1160
Gosford - Springfield	85+	551
Kariong	0-4	414
Kariong	5-14	1009
Kariong	15-19	519
Kariong	20-24	403
Kariong	25-34	756
Kariong	35-44	936
Kariong	45-54	968
Kariong	55-64	804
Kariong	65-74	418
Kariong	75-84	195
Kariong	85+	74
Kincumber - Picketts Valley	0-4	413
Kincumber - Picketts Valley	5-14	909
Kincumber - Picketts Valley	15-19	416
Kincumber - Picketts Valley	20-24	338
Kincumber - Picketts Valley	25-34	711
Kincumber - Picketts Valley	35-44	789
Kincumber - Picketts Valley	45-54	833
Kincumber - Picketts Valley	55-64	887
Kincumber - Picketts Valley	65-74	931
Kincumber - Picketts Valley	75-84	860
Kincumber - Picketts Valley	85+	520
Narara	0-4	457
Narara	5-14	1041
Narara	15-19	439
Narara	20-24	369
Narara	25-34	856
Narara	35-44	1005
Narara	45-54	992
Narara	55-64	921
Narara	65-74	707
Narara	75-84	295
Narara	85+	78
Niagara Park - Lisarow	0-4	450
Niagara Park - Lisarow	5-14	1213
Niagara Park - Lisarow	15-19	589
Niagara Park - Lisarow	20-24	453
Niagara Park - Lisarow	25-34	878
Niagara Park - Lisarow	35-44	1060
Niagara Park - Lisarow	45-54	1162
Niagara Park - Lisarow	55-64	1080
Niagara Park - Lisarow	65-74	751
Niagara Park - Lisarow	75-84	370
Niagara Park - Lisarow	85+	194
Point Clare - Koolewong	0-4	350
Point Clare - Koolewong	5-14	787
Point Clare - Koolewong	15-19	357
Point Clare - Koolewong	20-24	297
Point Clare - Koolewong	25-34	590
Point Clare - Koolewong	35-44	811
Point Clare - Koolewong	45-54	923
Point Clare - Koolewong	55-64	925
Point Clare - Koolewong	65-74	711
Point Clare - Koolewong	75-84	562
Point Clare - Koolewong	85+	252
Saratoga - Davistown	0-4	357
Saratoga - Davistown	5-14	946
Saratoga - Davistown	15-19	424
Saratoga - Davistown	20-24	329
Saratoga - Davistown	25-34	667
Saratoga - Davistown	35-44	846
Saratoga - Davistown	45-54	949
Saratoga - Davistown	55-64	999
Saratoga - Davistown	65-74	857
Saratoga - Davistown	75-84	569
Saratoga - Davistown	85+	222
Terrigal - North Avoca	0-4	749
Terrigal - North Avoca	5-14	1959
Terrigal - North Avoca	15-19	953
Terrigal - North Avoca	20-24	765
Terrigal - North Avoca	25-34	1458
Terrigal - North Avoca	35-44	1844
Terrigal - North Avoca	45-54	2078
Terrigal - North Avoca	55-64	1978
Terrigal - North Avoca	65-74	1859
Terrigal - North Avoca	75-84	962
Terrigal - North Avoca	85+	253
Umina - Booker Bay - Patonga	0-4	1338
Umina - Booker Bay - Patonga	5-14	2723
Umina - Booker Bay - Patonga	15-19	1132
Umina - Booker Bay - Patonga	20-24	1132
Umina - Booker Bay - Patonga	25-34	2214
Umina - Booker Bay - Patonga	35-44	2998
Umina - Booker Bay - Patonga	45-54	3084
Umina - Booker Bay - Patonga	55-64	3410
Umina - Booker Bay - Patonga	65-74	3497
Umina - Booker Bay - Patonga	75-84	2288
Umina - Booker Bay - Patonga	85+	879
Wamberal - Forresters Beach	0-4	583
Wamberal - Forresters Beach	5-14	1568
Wamberal - Forresters Beach	15-19	730
Wamberal - Forresters Beach	20-24	540
Wamberal - Forresters Beach	25-34	936
Wamberal - Forresters Beach	35-44	1374
Wamberal - Forresters Beach	45-54	1505
Wamberal - Forresters Beach	55-64	1328
Wamberal - Forresters Beach	65-74	1212
Wamberal - Forresters Beach	75-84	692
Wamberal - Forresters Beach	85+	217
Woy Woy - Blackwall	0-4	736
Woy Woy - Blackwall	5-14	1444
Woy Woy - Blackwall	15-19	675
Woy Woy - Blackwall	20-24	668
Woy Woy - Blackwall	25-34	1539
Woy Woy - Blackwall	35-44	1663
Woy Woy - Blackwall	45-54	1821
Woy Woy - Blackwall	55-64	1994
Woy Woy - Blackwall	65-74	1871
Woy Woy - Blackwall	75-84	1330
Woy Woy - Blackwall	85+	598
Wyoming	0-4	680
Wyoming	5-14	1456
Wyoming	15-19	654
Wyoming	20-24	578
Wyoming	25-34	1415
Wyoming	35-44	1426
Wyoming	45-54	1298
Wyoming	55-64	1276
Wyoming	65-74	1238
Wyoming	75-84	897
Wyoming	85+	504
Bateau Bay - Killarney Vale	0-4	1437
Bateau Bay - Killarney Vale	5-14	3099
Bateau Bay - Killarney Vale	15-19	1244
Bateau Bay - Killarney Vale	20-24	1103
Bateau Bay - Killarney Vale	25-34	2728
Bateau Bay - Killarney Vale	35-44	2840
Bateau Bay - Killarney Vale	45-54	2627
Bateau Bay - Killarney Vale	55-64	2703
Bateau Bay - Killarney Vale	65-74	2598
Bateau Bay - Killarney Vale	75-84	1553
Bateau Bay - Killarney Vale	85+	903
Blue Haven - San Remo	0-4	850
Blue Haven - San Remo	5-14	1700
Blue Haven - San Remo	15-19	742
Blue Haven - San Remo	20-24	798
Blue Haven - San Remo	25-34	1694
Blue Haven - San Remo	35-44	1296
Blue Haven - San Remo	45-54	1478
Blue Haven - San Remo	55-64	1220
Blue Haven - San Remo	65-74	852
Blue Haven - San Remo	75-84	508
Blue Haven - San Remo	85+	153
Budgewoi - Buff Point - Halekulani	0-4	539
Budgewoi - Buff Point - Halekulani	5-14	1098
Budgewoi - Buff Point - Halekulani	15-19	524
Budgewoi - Buff Point - Halekulani	20-24	456
Budgewoi - Buff Point - Halekulani	25-34	1141
Budgewoi - Buff Point - Halekulani	35-44	1041
Budgewoi - Buff Point - Halekulani	45-54	1146
Budgewoi - Buff Point - Halekulani	55-64	1399
Budgewoi - Buff Point - Halekulani	65-74	1273
Budgewoi - Buff Point - Halekulani	75-84	853
Budgewoi - Buff Point - Halekulani	85+	261
Chittaway Bay - Tumbi Umbi	0-4	991
Chittaway Bay - Tumbi Umbi	5-14	2103
Chittaway Bay - Tumbi Umbi	15-19	961
Chittaway Bay - Tumbi Umbi	20-24	924
Chittaway Bay - Tumbi Umbi	25-34	1945
Chittaway Bay - Tumbi Umbi	35-44	1908
Chittaway Bay - Tumbi Umbi	45-54	1961
Chittaway Bay - Tumbi Umbi	55-64	2083
Chittaway Bay - Tumbi Umbi	65-74	1682
Chittaway Bay - Tumbi Umbi	75-84	1025
Chittaway Bay - Tumbi Umbi	85+	423
Gorokan - Kanwal - Charmhaven	0-4	1321
Gorokan - Kanwal - Charmhaven	5-14	2523
Gorokan - Kanwal - Charmhaven	15-19	1332
Gorokan - Kanwal - Charmhaven	20-24	1342
Gorokan - Kanwal - Charmhaven	25-34	2786
Gorokan - Kanwal - Charmhaven	35-44	2384
Gorokan - Kanwal - Charmhaven	45-54	2652
Gorokan - Kanwal - Charmhaven	55-64	2854
Gorokan - Kanwal - Charmhaven	65-74	2593
Gorokan - Kanwal - Charmhaven	75-84	1737
Gorokan - Kanwal - Charmhaven	85+	840
Jilliby - Yarramalong	0-4	140
Jilliby - Yarramalong	5-14	468
Jilliby - Yarramalong	15-19	273
Jilliby - Yarramalong	20-24	202
Jilliby - Yarramalong	25-34	269
Jilliby - Yarramalong	35-44	383
Jilliby - Yarramalong	45-54	550
Jilliby - Yarramalong	55-64	555
Jilliby - Yarramalong	65-74	388
Jilliby - Yarramalong	75-84	164
Jilliby - Yarramalong	85+	29
Lake Munmorah - Mannering Park	0-4	500
Lake Munmorah - Mannering Park	5-14	1099
Lake Munmorah - Mannering Park	15-19	535
Lake Munmorah - Mannering Park	20-24	482
Lake Munmorah - Mannering Park	25-34	1022
Lake Munmorah - Mannering Park	35-44	994
Lake Munmorah - Mannering Park	45-54	1151
Lake Munmorah - Mannering Park	55-64	1505
Lake Munmorah - Mannering Park	65-74	1825
Lake Munmorah - Mannering Park	75-84	1465
Lake Munmorah - Mannering Park	85+	382
Ourimbah - Fountaindale	0-4	261
Ourimbah - Fountaindale	5-14	639
Ourimbah - Fountaindale	15-19	348
Ourimbah - Fountaindale	20-24	311
Ourimbah - Fountaindale	25-34	563
Ourimbah - Fountaindale	35-44	619
Ourimbah - Fountaindale	45-54	712
Ourimbah - Fountaindale	55-64	740
Ourimbah - Fountaindale	65-74	463
Ourimbah - Fountaindale	75-84	209
Ourimbah - Fountaindale	85+	68
Summerland Point - Gwandalan	0-4	347
Summerland Point - Gwandalan	5-14	776
Summerland Point - Gwandalan	15-19	371
Summerland Point - Gwandalan	20-24	333
Summerland Point - Gwandalan	25-34	677
Summerland Point - Gwandalan	35-44	700
Summerland Point - Gwandalan	45-54	885
Summerland Point - Gwandalan	55-64	911
Summerland Point - Gwandalan	65-74	878
Summerland Point - Gwandalan	75-84	476
Summerland Point - Gwandalan	85+	130
The Entrance	0-4	753
The Entrance	5-14	1473
The Entrance	15-19	747
The Entrance	20-24	829
The Entrance	25-34	1685
The Entrance	35-44	1791
The Entrance	45-54	2041
The Entrance	55-64	2308
The Entrance	65-74	2392
The Entrance	75-84	1313
The Entrance	85+	514
Toukley - Norah Head	0-4	544
Toukley - Norah Head	5-14	1050
Toukley - Norah Head	15-19	459
Toukley - Norah Head	20-24	491
Toukley - Norah Head	25-34	1078
Toukley - Norah Head	35-44	1033
Toukley - Norah Head	45-54	1166
Toukley - Norah Head	55-64	1351
Toukley - Norah Head	65-74	1365
Toukley - Norah Head	75-84	937
Toukley - Norah Head	85+	444
Tuggerah - Kangy Angy	0-4	304
Tuggerah - Kangy Angy	5-14	730
Tuggerah - Kangy Angy	15-19	382
Tuggerah - Kangy Angy	20-24	356
Tuggerah - Kangy Angy	25-34	644
Tuggerah - Kangy Angy	35-44	652
Tuggerah - Kangy Angy	45-54	721
Tuggerah - Kangy Angy	55-64	619
Tuggerah - Kangy Angy	65-74	466
Tuggerah - Kangy Angy	75-84	275
Tuggerah - Kangy Angy	85+	78
Warnervale - Wadalba	0-4	1480
Warnervale - Wadalba	5-14	3284
Warnervale - Wadalba	15-19	1544
Warnervale - Wadalba	20-24	1188
Warnervale - Wadalba	25-34	2447
Warnervale - Wadalba	35-44	2900
Warnervale - Wadalba	45-54	2548
Warnervale - Wadalba	55-64	1746
Warnervale - Wadalba	65-74	1494
Warnervale - Wadalba	75-84	1022
Warnervale - Wadalba	85+	401
Wyong	0-4	549
Wyong	5-14	1109
Wyong	15-19	591
Wyong	20-24	577
Wyong	25-34	1146
Wyong	35-44	1082
Wyong	45-54	1205
Wyong	55-64	1182
Wyong	65-74	976
Wyong	75-84	549
Wyong	85+	162
Bathurst - East	0-4	790
Bathurst - East	5-14	1927
Bathurst - East	15-19	982
Bathurst - East	20-24	701
Bathurst - East	25-34	1494
Bathurst - East	35-44	1479
Bathurst - East	45-54	1543
Bathurst - East	55-64	1330
Bathurst - East	65-74	1155
Bathurst - East	75-84	657
Bathurst - East	85+	273
Bathurst Surrounds	0-4	338
Bathurst Surrounds	5-14	870
Bathurst Surrounds	15-19	424
Bathurst Surrounds	20-24	273
Bathurst Surrounds	25-34	582
Bathurst Surrounds	35-44	765
Bathurst Surrounds	45-54	1043
Bathurst Surrounds	55-64	1187
Bathurst Surrounds	65-74	947
Bathurst Surrounds	75-84	394
Bathurst Surrounds	85+	80
Oberon	0-4	223
Oberon	5-14	581
Oberon	15-19	225
Oberon	20-24	226
Oberon	25-34	485
Oberon	35-44	521
Oberon	45-54	606
Oberon	55-64	705
Oberon	65-74	758
Oberon	75-84	405
Oberon	85+	102
Bathurst - South	0-4	454
Bathurst - South	5-14	884
Bathurst - South	15-19	570
Bathurst - South	20-24	1098
Bathurst - South	25-34	1795
Bathurst - South	35-44	1221
Bathurst - South	45-54	1138
Bathurst - South	55-64	1221
Bathurst - South	65-74	1058
Bathurst - South	75-84	835
Bathurst - South	85+	478
Bathurst - West	0-4	929
Bathurst - West	5-14	2128
Bathurst - West	15-19	973
Bathurst - West	20-24	827
Bathurst - West	25-34	1871
Bathurst - West	35-44	1747
Bathurst - West	45-54	1798
Bathurst - West	55-64	1717
Bathurst - West	65-74	1412
Bathurst - West	75-84	671
Bathurst - West	85+	225
Condobolin	0-4	417
Condobolin	5-14	934
Condobolin	15-19	320
Condobolin	20-24	275
Condobolin	25-34	732
Condobolin	35-44	711
Condobolin	45-54	740
Condobolin	55-64	867
Condobolin	65-74	727
Condobolin	75-84	433
Condobolin	85+	211
Cowra	0-4	530
Cowra	5-14	1143
Cowra	15-19	536
Cowra	20-24	502
Cowra	25-34	980
Cowra	35-44	895
Cowra	45-54	1068
Cowra	55-64	1191
Cowra	65-74	1278
Cowra	75-84	807
Cowra	85+	359
Cowra Surrounds	0-4	263
Cowra Surrounds	5-14	641
Cowra Surrounds	15-19	324
Cowra Surrounds	20-24	241
Cowra Surrounds	25-34	500
Cowra Surrounds	35-44	523
Cowra Surrounds	45-54	766
Cowra Surrounds	55-64	917
Cowra Surrounds	65-74	901
Cowra Surrounds	75-84	526
Cowra Surrounds	85+	128
Forbes	0-4	592
Forbes	5-14	1373
Forbes	15-19	581
Forbes	20-24	508
Forbes	25-34	1074
Forbes	35-44	1060
Forbes	45-54	1142
Forbes	55-64	1341
Forbes	65-74	1228
Forbes	75-84	813
Forbes	85+	314
Grenfell	0-4	159
Grenfell	5-14	393
Grenfell	15-19	193
Grenfell	20-24	119
Grenfell	25-34	290
Grenfell	35-44	338
Grenfell	45-54	435
Grenfell	55-64	587
Grenfell	65-74	588
Grenfell	75-84	354
Grenfell	85+	143
Parkes (NSW)	0-4	695
Parkes (NSW)	5-14	1544
Parkes (NSW)	15-19	673
Parkes (NSW)	20-24	664
Parkes (NSW)	25-34	1303
Parkes (NSW)	35-44	1214
Parkes (NSW)	45-54	1270
Parkes (NSW)	55-64	1353
Parkes (NSW)	65-74	1101
Parkes (NSW)	75-84	764
Parkes (NSW)	85+	330
Parkes Surrounds	0-4	202
Parkes Surrounds	5-14	453
Parkes Surrounds	15-19	201
Parkes Surrounds	20-24	115
Parkes Surrounds	25-34	309
Parkes Surrounds	35-44	331
Parkes Surrounds	45-54	388
Parkes Surrounds	55-64	533
Parkes Surrounds	65-74	437
Parkes Surrounds	75-84	210
Parkes Surrounds	85+	93
West Wyalong	0-4	351
West Wyalong	5-14	733
West Wyalong	15-19	289
West Wyalong	20-24	249
West Wyalong	25-34	578
West Wyalong	35-44	624
West Wyalong	45-54	636
West Wyalong	55-64	791
West Wyalong	65-74	678
West Wyalong	75-84	411
West Wyalong	85+	176
Lithgow	0-4	575
Lithgow	5-14	1420
Lithgow	15-19	639
Lithgow	20-24	627
Lithgow	25-34	1468
Lithgow	35-44	1276
Lithgow	45-54	1486
Lithgow	55-64	1748
Lithgow	65-74	1664
Lithgow	75-84	1100
Lithgow	85+	388
Lithgow Surrounds	0-4	376
Lithgow Surrounds	5-14	1035
Lithgow Surrounds	15-19	465
Lithgow Surrounds	20-24	390
Lithgow Surrounds	25-34	808
Lithgow Surrounds	35-44	866
Lithgow Surrounds	45-54	1131
Lithgow Surrounds	55-64	1420
Lithgow Surrounds	65-74	1247
Lithgow Surrounds	75-84	565
Lithgow Surrounds	85+	145
Mudgee	0-4	909
Mudgee	5-14	1775
Mudgee	15-19	710
Mudgee	20-24	642
Mudgee	25-34	1786
Mudgee	35-44	1560
Mudgee	45-54	1469
Mudgee	55-64	1379
Mudgee	65-74	1167
Mudgee	75-84	822
Mudgee	85+	353
Mudgee Surrounds - East	0-4	139
Mudgee Surrounds - East	5-14	366
Mudgee Surrounds - East	15-19	178
Mudgee Surrounds - East	20-24	108
Mudgee Surrounds - East	25-34	231
Mudgee Surrounds - East	35-44	287
Mudgee Surrounds - East	45-54	463
Mudgee Surrounds - East	55-64	575
Mudgee Surrounds - East	65-74	596
Mudgee Surrounds - East	75-84	373
Mudgee Surrounds - East	85+	93
Mudgee Surrounds - West	0-4	541
Mudgee Surrounds - West	5-14	1594
Mudgee Surrounds - West	15-19	620
Mudgee Surrounds - West	20-24	380
Mudgee Surrounds - West	25-34	1061
Mudgee Surrounds - West	35-44	1254
Mudgee Surrounds - West	45-54	1553
Mudgee Surrounds - West	55-64	1757
Mudgee Surrounds - West	65-74	1374
Mudgee Surrounds - West	75-84	754
Mudgee Surrounds - West	85+	194
Blayney	0-4	449
Blayney	5-14	1073
Blayney	15-19	466
Blayney	20-24	312
Blayney	25-34	798
Blayney	35-44	778
Blayney	45-54	1009
Blayney	55-64	1113
Blayney	65-74	885
Blayney	75-84	477
Blayney	85+	162
Orange	0-4	1191
Orange	5-14	2425
Orange	15-19	1134
Orange	20-24	1054
Orange	25-34	2478
Orange	35-44	2210
Orange	45-54	2073
Orange	55-64	2219
Orange	65-74	2141
Orange	75-84	1389
Orange	85+	700
Orange - North	0-4	1765
Orange - North	5-14	3696
Orange - North	15-19	1436
Orange - North	20-24	1301
Orange - North	25-34	3250
Orange - North	35-44	3066
Orange - North	45-54	2823
Orange - North	55-64	2281
Orange - North	65-74	1897
Orange - North	75-84	1033
Orange - North	85+	343
Orange Surrounds	0-4	662
