SA2_NAME16	PrivateDwelling	persons
Willetton	0	270
Willetton	1	18648
Beckenham - Kenwick - Langford	0	879
Beckenham - Kenwick - Langford	1	19052
Canning Vale - East	0	1871
Canning Vale - East	1	22236
Gosnells	0	1275
Gosnells	1	19521
Huntingdale - Southern River	0	518
Huntingdale - Southern River	1	20957
Maddington - Orange Grove - Martin	0	926
Maddington - Orange Grove - Martin	1	13856
Thornlie	0	711
Thornlie	1	22574
Forrestfield - Wattle Grove	0	838
Forrestfield - Wattle Grove	1	18539
High Wycombe	0	500
High Wycombe	1	11329
Kalamunda - Maida Vale - Gooseberry Hill	0	306
Kalamunda - Maida Vale - Gooseberry Hill	1	14345
Lesmurdie - Bickley - Carmel	0	554
Lesmurdie - Bickley - Carmel	1	10778
Byford	0	506
Byford	1	19221
Mundijong	0	206
Mundijong	1	6753
Serpentine - Jarrahdale	0	628
Serpentine - Jarrahdale	1	3861
Como	0	1012
Como	1	13392
Manning - Waterford	0	1070
Manning - Waterford	1	10320
South Perth - Kensington	0	1184
South Perth - Kensington	1	15715
Banjup	0	544
Banjup	1	20667
Bibra Industrial	0	14
Bibra Industrial	1	15
Coogee	0	417
Coogee	1	9198
Coolbellup	0	344
Coolbellup	1	7955
Hamilton Hill	0	658
Hamilton Hill	1	10307
Henderson	0	32
Henderson	1	6
North Coogee	0	252
North Coogee	1	3384
South Lake - Cockburn Central	0	472
South Lake - Cockburn Central	1	10970
Spearwood	0	489
Spearwood	1	10501
Success - Hammond Park	0	356
Success - Hammond Park	1	16660
Yangebup	0	230
Yangebup	1	7214
Beeliar - Wattleup	0	257
Beeliar - Wattleup	1	9602
Jandakot	0	34
Jandakot	1	2351
East Fremantle	0	454
East Fremantle	1	7146
Fremantle	0	2432
Fremantle	1	14568
Fremantle - South	0	824
Fremantle - South	1	14125
O'Connor (WA)	0	5
O'Connor (WA)	1	4
Wellard (West) - Bertram	0	467
Wellard (West) - Bertram	1	16924
Calista	0	545
Calista	1	6772
Hope Valley - Postans	0	11
Hope Valley - Postans	1	45
Kwinana Industrial	0	17
Kwinana Industrial	1	23
Parmelia - Orelia	0	613
Parmelia - Orelia	1	10429
Casuarina - Wandi	0	1408
Casuarina - Wandi	1	7484
Applecross - Ardross	0	266
Applecross - Ardross	1	11172
Bateman	0	147
Bateman	1	3593
Bicton - Palmyra	0	512
Bicton - Palmyra	1	13635
Booragoon	0	451
Booragoon	1	14758
Bull Creek	0	304
Bull Creek	1	7564
Leeming	0	76
Leeming	1	10533
Melville	0	740
Melville	1	16374
Murdoch - Kardinya	0	1813
Murdoch - Kardinya	1	11310
Willagee	0	394
Willagee	1	4910
Winthrop	0	57
Winthrop	1	5822
Cooloongup	0	628
Cooloongup	1	7755
Port Kennedy	0	542
Port Kennedy	1	12426
Rockingham	0	2218
Rockingham	1	14061
Rockingham Lakes	1	3
Safety Bay - Shoalwater	0	588
Safety Bay - Shoalwater	1	10966
Singleton - Golden Bay - Secret Harbour	0	477
Singleton - Golden Bay - Secret Harbour	1	20670
Waikiki	0	560
Waikiki	1	11528
Warnbro	0	355
Warnbro	1	9960
Baldivis - North	0	457
Baldivis - North	1	10737
Baldivis - South	0	676
Baldivis - South	1	24375
Karnup	0	69
Karnup	1	1952
Albany	0	1801
Albany	1	13002
Albany Surrounds	0	527
Albany Surrounds	1	3218
Bayonet Head - Lower King	0	181
Bayonet Head - Lower King	1	4786
Denmark	0	1062
Denmark	1	5265
Gnowangerup	0	367
Gnowangerup	1	2446
Katanning	0	516
Katanning	1	3974
Kojonup	0	405
Kojonup	1	3503
Little Grove - Elleker	0	468
Little Grove - Elleker	1	3047
McKail - Willyung	0	524
McKail - Willyung	1	10496
Plantagenet	0	585
Plantagenet	1	4630
Chittering	0	476
Chittering	1	5234
Cunderdin	0	742
Cunderdin	1	2999
Dowerin	0	395
Dowerin	1	3320
Gingin - Dandaragan	0	1557
Gingin - Dandaragan	1	7416
Merredin	0	877
Merredin	1	3982
Moora	0	838
Moora	1	3631
Mukinbudin	0	1587
Mukinbudin	1	2262
Northam	0	1516
Northam	1	9620
Toodyay	0	494
Toodyay	1	3904
York - Beverley	0	607
York - Beverley	1	4427
Brookton	0	398
Brookton	1	2980
Kulin	0	960
Kulin	1	3437
Murray	0	661
Murray	1	2023
Narrogin	0	764
Narrogin	1	3663
Wagin	0	530
Wagin	1	4110
Broome	0	7942
Broome	1	12555
Derby - West Kimberley	0	3743
Derby - West Kimberley	1	5442
Halls Creek	0	1738
Halls Creek	1	3162
Kununurra	0	5067
Kununurra	1	5927
Roebuck	0	2914
Roebuck	1	2012
East Pilbara	0	14722
East Pilbara	1	1578
Newman	0	1352
Newman	1	3490
Port Hedland	0	1851
Port Hedland	1	3502
South Hedland	0	3752
South Hedland	1	9098
Ashburton (WA)	0	11158
Ashburton (WA)	1	4278
Karratha	0	5313
Karratha	1	14071
Roebourne	0	4525
Roebourne	1	3630
Esperance	0	1911
Esperance	1	10152
Esperance Surrounds	0	1172
Esperance Surrounds	1	3205
Carnarvon	0	2297
Carnarvon	1	3875
Exmouth	0	7679
Exmouth	1	4034
Boulder	0	1701
Boulder	1	5675
Kalgoorlie	0	2371
Kalgoorlie	1	11532
Kalgoorlie - North	0	568
Kalgoorlie - North	1	8007
Kalgoorlie Airport	0	5
Kambalda - Coolgardie - Norseman	0	3147
Kambalda - Coolgardie - Norseman	1	3106
Leinster - Leonora	0	7790
Leinster - Leonora	1	2672
Geraldton	0	2189
Geraldton	1	10124
Geraldton - East	0	984
Geraldton - East	1	6611
Geraldton - North	0	770
Geraldton - North	1	7618
Geraldton - South	0	595
Geraldton - South	1	9392
Irwin	0	758
Irwin	1	3137
Meekatharra	0	5515
Meekatharra	1	1591
Morawa	0	1672
Morawa	1	2912
Northampton - Mullewa - Greenough	0	2267
Northampton - Mullewa - Greenough	1	4639
Migratory - Offshore - Shipping (WA)	0	3234
Migratory - Offshore - Shipping (WA)	1	15
Bridgewater - Gagebrook	0	586
Bridgewater - Gagebrook	1	7537
Brighton - Pontville	0	161
Brighton - Pontville	1	6210
Old Beach - Otago	0	154
Old Beach - Otago	1	4744
Bellerive - Rosny	0	227
Bellerive - Rosny	1	6155
Cambridge	0	288
Cambridge	1	8214
Geilston Bay - Risdon	0	67
Geilston Bay - Risdon	1	3359
Howrah - Tranmere	0	182
Howrah - Tranmere	1	11205
Lindisfarne - Rose Bay	0	574
Lindisfarne - Rose Bay	1	7044
Mornington - Warrane	0	525
Mornington - Warrane	1	4646
Risdon Vale	0	733
Risdon Vale	1	2752
Rokeby	0	479
Rokeby	1	7412
South Arm	0	143
South Arm	1	4316
Austins Ferry - Granton	0	46
Austins Ferry - Granton	1	4189
Berriedale - Chigwell	0	302
Berriedale - Chigwell	1	5425
Claremont (Tas.)	0	422
Claremont (Tas.)	1	7934
Derwent Park - Lutana	0	375
Derwent Park - Lutana	1	4307
Glenorchy	0	712
Glenorchy	1	11532
Montrose - Rosetta	0	240
Montrose - Rosetta	1	4900
Moonah	0	189
Moonah	1	5436
New Norfolk	0	516
New Norfolk	1	6751
West Moonah	0	122
West Moonah	1	4236
Kingston - Huntingfield	0	413
Kingston - Huntingfield	1	12856
Kingston Beach - Blackmans Bay	0	239
Kingston Beach - Blackmans Bay	1	10527
Margate - Snug	0	326
Margate - Snug	1	8010
Taroona - Bonnet Hill	0	70
Taroona - Bonnet Hill	1	3442
Hobart	0	3350
Hobart	1	7319
Lenah Valley - Mount Stuart	0	277
Lenah Valley - Mount Stuart	1	8697
Mount Nelson - Dynnyrne	0	397
Mount Nelson - Dynnyrne	1	4561
New Town	0	637
New Town	1	5923
Sandy Bay	0	929
Sandy Bay	1	11361
South Hobart - Fern Tree	0	524
South Hobart - Fern Tree	1	6124
West Hobart	0	187
West Hobart	1	6046
Dodges Ferry - Lewisham	0	585
Dodges Ferry - Lewisham	1	7728
Sorell - Richmond	0	476
Sorell - Richmond	1	9384
Invermay	0	591
Invermay	1	2916
Kings Meadows - Punchbowl	0	210
Kings Meadows - Punchbowl	1	4670
Launceston	0	1357
Launceston	1	4842
Legana	0	173
Legana	1	4475
Mowbray	0	192
Mowbray	1	3848
Newnham - Mayfield	0	911
Newnham - Mayfield	1	8750
Newstead	0	486
Newstead	1	4903
Norwood (Tas.)	0	293
Norwood (Tas.)	1	3657
Prospect Vale - Blackstone	0	344
Prospect Vale - Blackstone	1	6419
Ravenswood	0	208
Ravenswood	1	3576
Riverside	0	321
Riverside	1	6805
South Launceston	0	431
South Launceston	1	4403
Summerhill - Prospect	0	185
Summerhill - Prospect	1	4701
Trevallyn	0	96
Trevallyn	1	4590
Waverley - St Leonards	0	228
Waverley - St Leonards	1	3659
West Launceston	0	106
West Launceston	1	4008
Youngtown - Relbia	0	194
Youngtown - Relbia	1	4676
Beauty Point - Beaconsfield	0	322
Beauty Point - Beaconsfield	1	3710
Deloraine	0	461
Deloraine	1	5493
Grindelwald - Lanena	0	349
Grindelwald - Lanena	1	5664
Hadspen - Carrick	0	111
Hadspen - Carrick	1	3476
Westbury	0	171
Westbury	1	4092
Dilston - Lilydale	0	281
Dilston - Lilydale	1	3981
George Town	0	484
George Town	1	6558
Longford	0	265
Longford	1	4083
Northern Midlands	0	330
Northern Midlands	1	3340
Perth - Evandale	0	163
Perth - Evandale	1	5196
St Helens - Scamander	0	770
St Helens - Scamander	1	6025
Flinders and Cape Barren Islands	0	125
Flinders and Cape Barren Islands	1	804
Scottsdale - Bridport	0	567
Scottsdale - Bridport	1	6175
Central Highlands	0	383
Central Highlands	1	2082
Derwent Valley	0	245
Derwent Valley	1	3057
Southern Midlands	0	472
Southern Midlands	1	6147
Wilderness - East	0	18
Wilderness - East	1	3
Bruny Island - Kettering	0	348
Bruny Island - Kettering	1	3048
Cygnet	0	315
Cygnet	1	4429
Geeveston - Dover	0	325
Geeveston - Dover	1	3693
Huonville - Franklin	0	675
Huonville - Franklin	1	8577
Forestier - Tasman	0	340
Forestier - Tasman	1	2218
Triabunna - Bicheno	0	901
Triabunna - Bicheno	1	4220
Acton - Upper Burnie	0	145
Acton - Upper Burnie	1	3062
Burnie - Ulverstone Surrounds	0	228
Burnie - Ulverstone Surrounds	1	4894
Burnie - Wivenhoe	0	351
Burnie - Wivenhoe	1	3489
Parklands - Camdale	0	638
Parklands - Camdale	1	6186
Penguin - Sulphur Creek	0	300
Penguin - Sulphur Creek	1	4973
Romaine - Havenview	0	99
Romaine - Havenview	1	3368
Somerset	0	245
Somerset	1	3769
Ulverstone	0	299
Ulverstone	1	6650
West Ulverstone	0	416
West Ulverstone	1	4029
Wynyard	0	317
Wynyard	1	5902
Devonport	0	891
Devonport	1	13499
East Devonport	0	426
East Devonport	1	4610
Latrobe	0	329
Latrobe	1	4958
Miandetta - Don	0	65
Miandetta - Don	1	3479
Port Sorell	0	430
Port Sorell	1	5797
Quoiba - Spreyton	0	50
Quoiba - Spreyton	1	2967
Sheffield - Railton	0	885
Sheffield - Railton	1	5832
Turners Beach - Forth	0	120
Turners Beach - Forth	1	3228
King Island	0	184
King Island	1	1344
North West	0	467
North West	1	3698
Smithton	0	452
Smithton	1	3483
Waratah	0	449
Waratah	1	3468
West Coast (Tas.)	0	826
West Coast (Tas.)	1	3715
Migratory - Offshore - Shipping (Tas.)	0	366
Darwin Airport	0	137
Darwin City	0	5236
Darwin City	1	6011
East Point	0	5
Fannie Bay - The Gardens	0	671
Fannie Bay - The Gardens	1	3273
Larrakeyah	0	970
Larrakeyah	1	3372
Ludmilla - The Narrows	0	142
Ludmilla - The Narrows	1	2444
Parap	0	337
Parap	1	2613
Stuart Park	0	405
Stuart Park	1	3702
Woolner - Bayview - Winnellie	0	757
Woolner - Bayview - Winnellie	1	2654
Alawa	0	158
Alawa	1	1913
Anula	0	143
Anula	1	2179
Berrimah	0	1335
Berrimah	1	1288
Brinkin - Nakara	0	770
Brinkin - Nakara	1	2799
Buffalo Creek	0	3
Coconut Grove	0	313
Coconut Grove	1	2645
East Arm	0	27
East Arm	1	9
Jingili	0	121
Jingili	1	1779
Karama	0	354
Karama	1	4463
Leanyer	0	329
Leanyer	1	4233
Lyons (NT)	0	798
Lyons (NT)	1	5601
Malak - Marrara	0	876
Malak - Marrara	1	4068
Millner	0	180
Millner	1	2367
Moil	0	106
Moil	1	1888
Nightcliff	0	287
Nightcliff	1	3615
Rapid Creek	0	169
Rapid Creek	1	3141
Tiwi	0	911
Tiwi	1	2073
Wagaman	0	109
Wagaman	1	1887
Wanguri	0	131
Wanguri	1	1699
Wulagi	0	229
Wulagi	1	2255
Howard Springs	0	5985
Howard Springs	1	3211
Humpty Doo	0	600
Humpty Doo	1	7838
Koolpinyah	0	28
Koolpinyah	1	13
Virginia	0	772
Virginia	1	2988
Weddell	0	1318
Weddell	1	3587
Bakewell	0	191
Bakewell	1	2864
Driver	0	215
Driver	1	2458
Durack - Marlow Lagoon	0	170
Durack - Marlow Lagoon	1	4251
Gray	0	361
Gray	1	2756
Moulden	0	493
Moulden	1	2486
Palmerston - North	0	630
Palmerston - North	1	4046
Palmerston - South	0	320
Palmerston - South	1	5999
Rosebery - Bellamack	0	532
Rosebery - Bellamack	1	5915
Woodroffe	0	251
Woodroffe	1	2884
Charles	0	816
Charles	1	3678
East Side	0	680
East Side	1	4993
Flynn (NT)	0	416
Flynn (NT)	1	4159
Larapinta	0	384
Larapinta	1	4634
Mount Johns	0	1546
Mount Johns	1	3500
Petermann - Simpson	0	1637
Petermann - Simpson	1	1532
Ross	0	1979
Ross	1	2149
Sandover - Plenty	0	1433
Sandover - Plenty	1	3051
Tanami	0	1166
Tanami	1	2583
Yuendumu - Anmatjere	0	295
Yuendumu - Anmatjere	1	1709
Barkly	0	1281
Barkly	1	1869
Tennant Creek	0	758
Tennant Creek	1	2675
Alligator	0	4280
Alligator	1	3432
Daly	0	732
Daly	1	1680
Thamarrurr	0	160
Thamarrurr	1	1975
Tiwi Islands	0	283
Tiwi Islands	1	2097
West Arnhem	0	380
West Arnhem	1	5003
Anindilyakwa	0	1037
Anindilyakwa	1	2222
East Arnhem	0	470
East Arnhem	1	6648
Nhulunbuy	0	1172
Nhulunbuy	1	2354
Elsey	0	2357
Elsey	1	2073
Gulf	0	1920
Gulf	1	3555
Katherine	0	3747
Katherine	1	8011
Victoria River	0	983
Victoria River	1	2174
Migratory - Offshore - Shipping (NT)	0	470
Migratory - Offshore - Shipping (NT)	1	12
Aranda	0	73
Aranda	1	2491
Belconnen	0	815
Belconnen	1	7758
Bruce	0	1684
Bruce	1	6091
Charnwood	0	98
Charnwood	1	2927
Cook	0	96
Cook	1	2828
Dunlop	0	168
Dunlop	1	7060
Evatt	0	95
Evatt	1	5357
Florey	0	128
Florey	1	4629
Flynn (ACT)	0	72
Flynn (ACT)	1	3546
Fraser	0	25
Fraser	1	2069
Giralang	0	82
Giralang	1	3263
Gooromon	1	3
Hawker	0	123
Hawker	1	2909
Higgins	0	58
Higgins	1	3245
Holt	0	206
Holt	1	5415
Kaleen	0	223
Kaleen	1	7324
Latham	0	109
Latham	1	3590
Lawson	0	153
Lawson	1	2571
Macgregor (ACT)	0	122
Macgregor (ACT)	1	6843
Macquarie	0	142
Macquarie	1	2911
McKellar	0	70
McKellar	1	2620
Melba	0	94
Melba	1	3285
Page	0	325
Page	1	2694
Scullin	0	92
Scullin	1	2913
Spence	0	67
Spence	1	2462
Weetangera	0	48
Weetangera	1	2725
Molonglo Corridor	0	3
Molonglo Corridor	1	12
Strathnairn	0	36
Strathnairn	1	688
West Belconnen	0	3
West Belconnen	1	11
Hume	0	376
Hume	1	14
Kowen	0	3
Kowen	1	20
Canberra East	0	425
Canberra East	1	712
Canberra Airport	0	61
Canberra Airport	1	97
Majura	0	142
Majura	1	165
Amaroo	0	148
Amaroo	1	5910
Bonner	0	183
Bonner	1	7104
Casey	0	137
Casey	1	6242
Crace	0	68
Crace	1	4679
Forde	0	115
Forde	1	4283
Franklin	0	185
Franklin	1	7266
Gungahlin	0	291
Gungahlin	1	8229
Hall	0	6
Hall	1	300
Harrison	0	194
Harrison	1	8000
Mitchell	0	6
Mitchell	1	3
Ngunnawal	0	276
Ngunnawal	1	10567
Nicholls	0	90
Nicholls	1	6524
Palmerston	0	151
Palmerston	1	5356
Jacka	0	21
Jacka	1	680
Kenny	0	44
Kenny	1	9
Moncrieff	0	184
Moncrieff	1	5125
Taylor	0	59
Taylor	1	2145
Throsby	0	43
Throsby	1	2364
Acton	0	2904
Ainslie	0	329
Ainslie	1	4979
Braddon	0	657
Braddon	1	5971
Civic	0	2141
Civic	1	3066
Dickson	0	204
Dickson	1	3113
Downer	0	150
Downer	1	4096
Hackett	0	97
Hackett	1	3051
Lyneham	0	485
Lyneham	1	5186
O'Connor (ACT)	0	201
O'Connor (ACT)	1	5671
Turner	0	225
Turner	1	4183
Watson	0	300
Watson	1	6337
Campbell	0	363
Campbell	1	4181
Duntroon	0	1663
Duntroon	1	386
Parkes (ACT) - North	0	3
Reid	0	100
Reid	1	1403
Russell	0	5
Deakin	0	260
Deakin	1	2918
Forrest	0	202
Forrest	1	1766
Griffith (ACT)	0	594
Griffith (ACT)	1	4948
Narrabundah	0	690
Narrabundah	1	5870
Parkes (ACT) - South	0	3
Parkes (ACT) - South	1	4
Red Hill (ACT)	0	273
Red Hill (ACT)	1	2825
Yarralumla	0	97
Yarralumla	1	2987
Barton	0	448
Barton	1	1638
Fyshwick	0	40
Fyshwick	1	22
Kingston (ACT)	0	801
Kingston (ACT)	1	5824
Banks	0	100
Banks	1	4924
Bonython	0	86
Bonython	1	3685
Calwell	0	244
Calwell	1	5441
Chisholm	0	120
Chisholm	1	5050
Conder	0	91
Conder	1	4962
Fadden	0	24
Fadden	1	2934
Gilmore	0	53
Gilmore	1	2634
Gordon (ACT)	0	235
Gordon (ACT)	1	7557
Gowrie (ACT)	0	65
Gowrie (ACT)	1	3056
Greenway	0	205
Greenway	1	3944
Isabella Plains	0	85
Isabella Plains	1	4223
Kambah	0	458
Kambah	1	14993
Macarthur	0	14
Macarthur	1	1391
Monash	0	271
Monash	1	5338
Oxley (ACT)	0	50
Oxley (ACT)	1	1626
Richardson	0	101
Richardson	1	2915
Theodore	0	61
Theodore	1	3652
Tuggeranong	0	4
Tuggeranong	1	33
Wanniassa	0	187
Wanniassa	1	7607
Tuggeranong - West	1	13
Chapman	0	45
Chapman	1	2778
Duffy	0	82
Duffy	1	3264
Fisher	0	117
Fisher	1	3062
Holder	0	86
Holder	1	2681
Rivett	0	131
Rivett	1	3198
Stirling	0	200
Stirling	1	1987
Waramanga	0	114
Waramanga	1	2665
Weston	0	267
Weston	1	3659
Chifley	0	61
Chifley	1	2562
Curtin	0	260
Curtin	1	5251
Farrer	0	198
Farrer	1	3536
Garran	0	905
Garran	1	3361
Hughes	0	236
Hughes	1	2929
Isaacs	0	36
Isaacs	1	2297
Lyons (ACT)	0	102
Lyons (ACT)	1	3110
Mawson	0	104
Mawson	1	3292
O'Malley	0	15
O'Malley	1	884
Pearce	0	52
Pearce	1	2572
Phillip	0	288
Phillip	1	4950
Torrens	0	58
Torrens	1	2323
Arboretum	0	25
Coombs	0	118
Coombs	1	4703
Denman Prospect	0	63
Denman Prospect	1	2693
Wright	0	123
Wright	1	3640
Molonglo - East	0	5
Whitlam	1	7
ACT - South West	0	53
ACT - South West	1	526
Namadgi	0	18
Namadgi	1	55
Christmas Island	0	935
Christmas Island	1	1049
Cocos (Keeling) Islands	0	222
Cocos (Keeling) Islands	1	491
Jervis Bay	0	178
Jervis Bay	1	267
Norfolk Island	0	443
Norfolk Island	1	1842
