SA3_NAME21	MaxSchoolingCompleted	Sex	persons
Hurstville	Year 10	M	7023
Hurstville	Year 11	F	2187
Hurstville	Year 11	M	2344
Hurstville	Year 12	F	38061
Hurstville	Year 12	M	37073
Kogarah - Rockdale	Did not go to school	F	1316
Kogarah - Rockdale	Did not go to school	M	900
Kogarah - Rockdale	Year 8	F	3197
Kogarah - Rockdale	Year 8	M	2374
Kogarah - Rockdale	Year 9	F	1970
Kogarah - Rockdale	Year 9	M	1921
Kogarah - Rockdale	Year 10	F	7724
Kogarah - Rockdale	Year 10	M	7755
Kogarah - Rockdale	Year 11	F	2590
Kogarah - Rockdale	Year 11	M	2915
Kogarah - Rockdale	Year 12	F	41677
Kogarah - Rockdale	Year 12	M	40940
Canada Bay	Did not go to school	F	443
Canada Bay	Did not go to school	M	293
Canada Bay	Year 8	F	1381
Canada Bay	Year 8	M	1043
Canada Bay	Year 9	F	1192
Canada Bay	Year 9	M	1053
Canada Bay	Year 10	F	4797
Canada Bay	Year 10	M	3979
Canada Bay	Year 11	F	1345
Canada Bay	Year 11	M	1485
Canada Bay	Year 12	F	27267
Canada Bay	Year 12	M	24941
Leichhardt	Did not go to school	F	128
Leichhardt	Did not go to school	M	79
Leichhardt	Year 8	F	471
Leichhardt	Year 8	M	433
Leichhardt	Year 9	F	578
Leichhardt	Year 9	M	567
Leichhardt	Year 10	F	2159
Leichhardt	Year 10	M	2064
Leichhardt	Year 11	F	863
Leichhardt	Year 11	M	896
Leichhardt	Year 12	F	19097
Leichhardt	Year 12	M	16738
Strathfield - Burwood - Ashfield	Did not go to school	F	1355
Strathfield - Burwood - Ashfield	Did not go to school	M	1002
Strathfield - Burwood - Ashfield	Year 8	F	2945
Strathfield - Burwood - Ashfield	Year 8	M	2229
Strathfield - Burwood - Ashfield	Year 9	F	1742
Strathfield - Burwood - Ashfield	Year 9	M	1753
Strathfield - Burwood - Ashfield	Year 10	F	6129
Strathfield - Burwood - Ashfield	Year 10	M	5832
Strathfield - Burwood - Ashfield	Year 11	F	2235
Strathfield - Burwood - Ashfield	Year 11	M	2634
Strathfield - Burwood - Ashfield	Year 12	F	52443
Strathfield - Burwood - Ashfield	Year 12	M	51324
Chatswood - Lane Cove	Did not go to school	F	383
Chatswood - Lane Cove	Did not go to school	M	225
Chatswood - Lane Cove	Year 8	F	847
Chatswood - Lane Cove	Year 8	M	675
Chatswood - Lane Cove	Year 9	F	1185
Chatswood - Lane Cove	Year 9	M	1079
Chatswood - Lane Cove	Year 10	F	3781
Chatswood - Lane Cove	Year 10	M	3015
Chatswood - Lane Cove	Year 11	F	1721
Chatswood - Lane Cove	Year 11	M	1736
Chatswood - Lane Cove	Year 12	F	39952
Chatswood - Lane Cove	Year 12	M	37245
Hornsby	Did not go to school	F	273
Hornsby	Did not go to school	M	212
Hornsby	Year 8	F	650
Hornsby	Year 8	M	568
Hornsby	Year 9	F	1247
Hornsby	Year 9	M	1137
Hornsby	Year 10	F	4626
Hornsby	Year 10	M	4330
Hornsby	Year 11	F	1521
Hornsby	Year 11	M	1646
Hornsby	Year 12	F	26609
Hornsby	Year 12	M	25058
Ku-ring-gai	Did not go to school	F	256
Ku-ring-gai	Did not go to school	M	152
Ku-ring-gai	Year 8	F	713
Ku-ring-gai	Year 8	M	608
Ku-ring-gai	Year 9	F	1531
Ku-ring-gai	Year 9	M	1311
Ku-ring-gai	Year 10	F	4599
Ku-ring-gai	Year 10	M	3248
Ku-ring-gai	Year 11	F	2252
Ku-ring-gai	Year 11	M	1946
Ku-ring-gai	Year 12	F	41589
Ku-ring-gai	Year 12	M	38882
North Sydney - Mosman	Did not go to school	F	118
North Sydney - Mosman	Did not go to school	M	76
North Sydney - Mosman	Year 8	F	342
North Sydney - Mosman	Year 8	M	292
North Sydney - Mosman	Year 9	F	743
North Sydney - Mosman	Year 9	M	657
North Sydney - Mosman	Year 10	F	3295
North Sydney - Mosman	Year 10	M	2265
North Sydney - Mosman	Year 11	F	1609
North Sydney - Mosman	Year 11	M	1246
North Sydney - Mosman	Year 12	F	35898
North Sydney - Mosman	Year 12	M	31373
Manly	Did not go to school	F	26
Manly	Did not go to school	M	23
Manly	Year 8	F	214
Manly	Year 8	M	184
Manly	Year 9	F	489
Manly	Year 9	M	428
Manly	Year 10	F	1891
Manly	Year 10	M	1374
Manly	Year 11	F	810
Manly	Year 11	M	715
Manly	Year 12	F	14242
Manly	Year 12	M	13665
Pittwater	Did not go to school	F	67
Pittwater	Did not go to school	M	50
Pittwater	Year 8	F	401
Pittwater	Year 8	M	359
Pittwater	Year 9	F	952
Pittwater	Year 9	M	959
Pittwater	Year 10	F	4613
Pittwater	Year 10	M	4289
Pittwater	Year 11	F	1549
Pittwater	Year 11	M	1537
Pittwater	Year 12	F	17930
Pittwater	Year 12	M	16773
Warringah	Did not go to school	F	419
Warringah	Did not go to school	M	346
Warringah	Year 8	F	1421
Warringah	Year 8	M	1345
Warringah	Year 9	F	2544
Warringah	Year 9	M	2381
Warringah	Year 10	F	10289
Warringah	Year 10	M	9440
Warringah	Year 11	F	3128
Warringah	Year 11	M	3521
Warringah	Year 12	F	45155
Warringah	Year 12	M	42229
Camden	Did not go to school	F	127
Camden	Did not go to school	M	115
Camden	Year 8	F	843
Camden	Year 8	M	811
Camden	Year 9	F	1823
Camden	Year 9	M	1842
Camden	Year 10	F	7403
Camden	Year 10	M	8120
Camden	Year 11	F	1945
Camden	Year 11	M	2151
Camden	Year 12	F	15905
Camden	Year 12	M	13056
Campbelltown (NSW)	Did not go to school	F	907
Campbelltown (NSW)	Did not go to school	M	638
Campbelltown (NSW)	Year 8	F	2807
Campbelltown (NSW)	Year 8	M	2515
Campbelltown (NSW)	Year 9	F	4545
Campbelltown (NSW)	Year 9	M	4331
Campbelltown (NSW)	Year 10	F	15340
Campbelltown (NSW)	Year 10	M	15163
Campbelltown (NSW)	Year 11	F	4311
Campbelltown (NSW)	Year 11	M	4643
Campbelltown (NSW)	Year 12	F	38621
Campbelltown (NSW)	Year 12	M	35743
Wollondilly	Did not go to school	F	49
Wollondilly	Did not go to school	M	59
Wollondilly	Year 8	F	564
Wollondilly	Year 8	M	680
Wollondilly	Year 9	F	1336
Wollondilly	Year 9	M	1504
Wollondilly	Year 10	F	5414
Wollondilly	Year 10	M	6595
Wollondilly	Year 11	F	1268
Wollondilly	Year 11	M	1415
Wollondilly	Year 12	F	8447
Wollondilly	Year 12	M	6443
Blue Mountains	Did not go to school	F	82
Blue Mountains	Did not go to school	M	78
Blue Mountains	Year 8	F	660
Blue Mountains	Year 8	M	706
Blue Mountains	Year 9	F	1640
Blue Mountains	Year 9	M	1631
Blue Mountains	Year 10	F	7278
Blue Mountains	Year 10	M	7164
Blue Mountains	Year 11	F	1953
Blue Mountains	Year 11	M	2051
Blue Mountains	Year 12	F	20553
Blue Mountains	Year 12	M	18008
Penrith	Did not go to school	F	410
Penrith	Did not go to school	M	334
Penrith	Year 8	F	2203
Penrith	Year 8	M	2123
Penrith	Year 9	F	4117
Penrith	Year 9	M	4176
Penrith	Year 10	F	16392
Penrith	Year 10	M	17352
Penrith	Year 11	F	4164
Penrith	Year 11	M	4563
Penrith	Year 12	F	33389
Penrith	Year 12	M	28551
Richmond - Windsor	Did not go to school	F	68
Richmond - Windsor	Did not go to school	M	86
Richmond - Windsor	Year 8	F	689
Richmond - Windsor	Year 8	M	695
Richmond - Windsor	Year 9	F	1240
Richmond - Windsor	Year 9	M	1281
Richmond - Windsor	Year 10	F	4513
Richmond - Windsor	Year 10	M	4938
Richmond - Windsor	Year 11	F	1075
Richmond - Windsor	Year 11	M	1088
Richmond - Windsor	Year 12	F	6796
Richmond - Windsor	Year 12	M	5484
St Marys	Did not go to school	F	273
St Marys	Did not go to school	M	213
St Marys	Year 8	F	1030
St Marys	Year 8	M	980
St Marys	Year 9	F	1441
St Marys	Year 9	M	1590
St Marys	Year 10	F	5534
St Marys	Year 10	M	6151
St Marys	Year 11	F	1483
St Marys	Year 11	M	1668
St Marys	Year 12	F	11073
St Marys	Year 12	M	9780
Auburn	Did not go to school	F	1667
Auburn	Did not go to school	M	1631
Auburn	Year 8	F	2117
Auburn	Year 8	M	2021
Auburn	Year 9	F	1213
Auburn	Year 9	M	1519
Auburn	Year 10	F	3309
Auburn	Year 10	M	3880
Auburn	Year 11	F	1343
Auburn	Year 11	M	1673
Auburn	Year 12	F	28384
Auburn	Year 12	M	30735
Carlingford	Did not go to school	F	387
Carlingford	Did not go to school	M	327
Carlingford	Year 8	F	843
Carlingford	Year 8	M	720
Carlingford	Year 9	F	1170
Carlingford	Year 9	M	1085
Carlingford	Year 10	F	3584
Carlingford	Year 10	M	3457
Carlingford	Year 11	F	1236
Carlingford	Year 11	M	1373
Carlingford	Year 12	F	21657
Carlingford	Year 12	M	20803
Merrylands - Guildford	Did not go to school	F	2804
Merrylands - Guildford	Did not go to school	M	2425
Merrylands - Guildford	Year 8	F	3980
Merrylands - Guildford	Year 8	M	3941
Merrylands - Guildford	Year 9	F	2992
Merrylands - Guildford	Year 9	M	3201
Merrylands - Guildford	Year 10	F	9688
Merrylands - Guildford	Year 10	M	10525
Merrylands - Guildford	Year 11	F	3020
Merrylands - Guildford	Year 11	M	3357
Merrylands - Guildford	Year 12	F	35578
Merrylands - Guildford	Year 12	M	35369
Parramatta	Did not go to school	F	822
Parramatta	Did not go to school	M	612
Parramatta	Year 8	F	1785
Parramatta	Year 8	M	1472
Parramatta	Year 9	F	2034
Parramatta	Year 9	M	1693
Parramatta	Year 10	F	6847
Parramatta	Year 10	M	6815
Parramatta	Year 11	F	2010
Parramatta	Year 11	M	2414
Parramatta	Year 12	F	43402
Parramatta	Year 12	M	45151
Pennant Hills - Epping	Did not go to school	F	214
Pennant Hills - Epping	Did not go to school	M	139
Pennant Hills - Epping	Year 8	F	362
Pennant Hills - Epping	Year 8	M	277
Pennant Hills - Epping	Year 9	F	672
Pennant Hills - Epping	Year 9	M	567
Pennant Hills - Epping	Year 10	F	2052
Pennant Hills - Epping	Year 10	M	1558
Pennant Hills - Epping	Year 11	F	868
Pennant Hills - Epping	Year 11	M	765
Pennant Hills - Epping	Year 12	F	18142
Pennant Hills - Epping	Year 12	M	17245
Ryde - Hunters Hill	Did not go to school	F	724
Ryde - Hunters Hill	Did not go to school	M	510
Ryde - Hunters Hill	Year 8	F	1735
Ryde - Hunters Hill	Year 8	M	1338
Ryde - Hunters Hill	Year 9	F	1803
Ryde - Hunters Hill	Year 9	M	1633
Ryde - Hunters Hill	Year 10	F	6465
Ryde - Hunters Hill	Year 10	M	5691
Ryde - Hunters Hill	Year 11	F	2086
Ryde - Hunters Hill	Year 11	M	2262
Ryde - Hunters Hill	Year 12	F	47673
Ryde - Hunters Hill	Year 12	M	45181
Bringelly - Green Valley	Did not go to school	F	1884
Bringelly - Green Valley	Did not go to school	M	1345
Bringelly - Green Valley	Year 8	F	2817
Bringelly - Green Valley	Year 8	M	2574
Bringelly - Green Valley	Year 9	F	2769
Bringelly - Green Valley	Year 9	M	2778
Bringelly - Green Valley	Year 10	F	9354
Bringelly - Green Valley	Year 10	M	10436
Bringelly - Green Valley	Year 11	F	3069
Bringelly - Green Valley	Year 11	M	3476
Bringelly - Green Valley	Year 12	F	32387
Bringelly - Green Valley	Year 12	M	29473
Fairfield	Did not go to school	F	7674
Fairfield	Did not go to school	M	5145
Fairfield	Year 8	F	8555
Fairfield	Year 8	M	6925
Fairfield	Year 9	F	4989
Fairfield	Year 9	M	4666
Fairfield	Year 10	F	11377
Fairfield	Year 10	M	12043
Fairfield	Year 11	F	3960
Fairfield	Year 11	M	4622
Fairfield	Year 12	F	40290
Fairfield	Year 12	M	39469
Liverpool	Did not go to school	F	1619
Liverpool	Did not go to school	M	1216
Liverpool	Year 8	F	2964
Liverpool	Year 8	M	2264
Liverpool	Year 9	F	2412
Liverpool	Year 9	M	2464
Liverpool	Year 10	F	7825
Liverpool	Year 10	M	8703
Liverpool	Year 11	F	2699
Liverpool	Year 11	M	3098
Liverpool	Year 12	F	32445
Liverpool	Year 12	M	30669
Cronulla - Miranda - Caringbah	Did not go to school	F	197
Cronulla - Miranda - Caringbah	Did not go to school	M	198
Cronulla - Miranda - Caringbah	Year 8	F	1192
Cronulla - Miranda - Caringbah	Year 8	M	1011
Cronulla - Miranda - Caringbah	Year 9	F	2628
Cronulla - Miranda - Caringbah	Year 9	M	2175
Cronulla - Miranda - Caringbah	Year 10	F	10835
Cronulla - Miranda - Caringbah	Year 10	M	10332
Cronulla - Miranda - Caringbah	Year 11	F	2476
Cronulla - Miranda - Caringbah	Year 11	M	2984
Cronulla - Miranda - Caringbah	Year 12	F	30823
Cronulla - Miranda - Caringbah	Year 12	M	28003
Sutherland - Menai - Heathcote	Did not go to school	F	173
Sutherland - Menai - Heathcote	Did not go to school	M	144
Sutherland - Menai - Heathcote	Year 8	F	1034
Sutherland - Menai - Heathcote	Year 8	M	937
Sutherland - Menai - Heathcote	Year 9	F	2388
Sutherland - Menai - Heathcote	Year 9	M	2094
Sutherland - Menai - Heathcote	Year 10	F	10198
Sutherland - Menai - Heathcote	Year 10	M	10320
Sutherland - Menai - Heathcote	Year 11	F	2336
Sutherland - Menai - Heathcote	Year 11	M	2850
Sutherland - Menai - Heathcote	Year 12	F	28655
Sutherland - Menai - Heathcote	Year 12	M	25817
No usual address (NSW)	Did not go to school	F	28
No usual address (NSW)	Did not go to school	M	41
No usual address (NSW)	Year 8	F	103
No usual address (NSW)	Year 8	M	225
No usual address (NSW)	Year 9	F	226
No usual address (NSW)	Year 9	M	351
No usual address (NSW)	Year 10	F	798
No usual address (NSW)	Year 10	M	1083
No usual address (NSW)	Year 11	F	234
No usual address (NSW)	Year 11	M	293
No usual address (NSW)	Year 12	F	1674
No usual address (NSW)	Year 12	M	1648
Ballarat	Did not go to school	F	170
Ballarat	Did not go to school	M	183
Ballarat	Year 8	F	2350
Ballarat	Year 8	M	2134
Ballarat	Year 9	F	3429
Ballarat	Year 9	M	3584
Ballarat	Year 10	F	7558
Ballarat	Year 10	M	8138
Ballarat	Year 11	F	6964
Ballarat	Year 11	M	6556
Ballarat	Year 12	F	26131
Ballarat	Year 12	M	21419
Creswick - Daylesford - Ballan	Did not go to school	F	25
Creswick - Daylesford - Ballan	Did not go to school	M	35
Creswick - Daylesford - Ballan	Year 8	F	496
Creswick - Daylesford - Ballan	Year 8	M	632
Creswick - Daylesford - Ballan	Year 9	F	815
Creswick - Daylesford - Ballan	Year 9	M	1141
Creswick - Daylesford - Ballan	Year 10	F	1898
Creswick - Daylesford - Ballan	Year 10	M	2526
Creswick - Daylesford - Ballan	Year 11	F	1855
Creswick - Daylesford - Ballan	Year 11	M	1962
Creswick - Daylesford - Ballan	Year 12	F	6834
Creswick - Daylesford - Ballan	Year 12	M	5493
Maryborough - Pyrenees	Did not go to school	F	31
Maryborough - Pyrenees	Did not go to school	M	47
Maryborough - Pyrenees	Year 8	F	700
Maryborough - Pyrenees	Year 8	M	899
Maryborough - Pyrenees	Year 9	F	1038
Maryborough - Pyrenees	Year 9	M	1313
Maryborough - Pyrenees	Year 10	F	2161
Maryborough - Pyrenees	Year 10	M	2909
Maryborough - Pyrenees	Year 11	F	1799
Maryborough - Pyrenees	Year 11	M	1801
Maryborough - Pyrenees	Year 12	F	4388
Maryborough - Pyrenees	Year 12	M	3334
Bendigo	Did not go to school	F	326
Bendigo	Did not go to school	M	333
Bendigo	Year 8	F	2328
Bendigo	Year 8	M	2199
Bendigo	Year 9	F	3133
Bendigo	Year 9	M	3306
Bendigo	Year 10	F	7394
Bendigo	Year 10	M	7736
Bendigo	Year 11	F	6213
Bendigo	Year 11	M	5845
Bendigo	Year 12	F	21856
Bendigo	Year 12	M	17469
Heathcote - Castlemaine - Kyneton	Did not go to school	F	63
Heathcote - Castlemaine - Kyneton	Did not go to school	M	63
Heathcote - Castlemaine - Kyneton	Year 8	F	894
Heathcote - Castlemaine - Kyneton	Year 8	M	937
Heathcote - Castlemaine - Kyneton	Year 9	F	1284
Heathcote - Castlemaine - Kyneton	Year 9	M	1627
Heathcote - Castlemaine - Kyneton	Year 10	F	2968
Heathcote - Castlemaine - Kyneton	Year 10	M	4159
Heathcote - Castlemaine - Kyneton	Year 11	F	2878
Heathcote - Castlemaine - Kyneton	Year 11	M	3013
Heathcote - Castlemaine - Kyneton	Year 12	F	12310
Heathcote - Castlemaine - Kyneton	Year 12	M	10091
Loddon - Elmore	Did not go to school	F	10
Loddon - Elmore	Did not go to school	M	14
Loddon - Elmore	Year 8	F	287
Loddon - Elmore	Year 8	M	375
Loddon - Elmore	Year 9	F	444
Loddon - Elmore	Year 9	M	569
Loddon - Elmore	Year 10	F	942
Loddon - Elmore	Year 10	M	1248
Loddon - Elmore	Year 11	F	795
Loddon - Elmore	Year 11	M	898
Loddon - Elmore	Year 12	F	1975
Loddon - Elmore	Year 12	M	1433
Barwon - West	Did not go to school	F	22
Barwon - West	Did not go to school	M	18
Barwon - West	Year 8	F	281
Barwon - West	Year 8	M	338
Barwon - West	Year 9	F	535
Barwon - West	Year 9	M	695
Barwon - West	Year 10	F	1254
Barwon - West	Year 10	M	1807
Barwon - West	Year 11	F	1381
Barwon - West	Year 11	M	1630
Barwon - West	Year 12	F	4695
Barwon - West	Year 12	M	3705
Geelong	Did not go to school	F	767
Geelong	Did not go to school	M	711
Geelong	Year 8	F	4653
Geelong	Year 8	M	4022
Geelong	Year 9	F	5770
Geelong	Year 9	M	5587
Geelong	Year 10	F	12325
Geelong	Year 10	M	13716
Geelong	Year 11	F	11752
Geelong	Year 11	M	12434
Geelong	Year 12	F	50012
Geelong	Year 12	M	42888
Surf Coast - Bellarine Peninsula	Did not go to school	F	72
Surf Coast - Bellarine Peninsula	Did not go to school	M	84
Surf Coast - Bellarine Peninsula	Year 8	F	1102
Surf Coast - Bellarine Peninsula	Year 8	M	1063
Surf Coast - Bellarine Peninsula	Year 9	F	1911
Surf Coast - Bellarine Peninsula	Year 9	M	2084
Surf Coast - Bellarine Peninsula	Year 10	F	5085
Surf Coast - Bellarine Peninsula	Year 10	M	5448
Surf Coast - Bellarine Peninsula	Year 11	F	5532
Surf Coast - Bellarine Peninsula	Year 11	M	5573
Surf Coast - Bellarine Peninsula	Year 12	F	23832
Surf Coast - Bellarine Peninsula	Year 12	M	19951
Upper Goulburn Valley	Did not go to school	F	83
Upper Goulburn Valley	Did not go to school	M	119
Upper Goulburn Valley	Year 8	F	1253
Upper Goulburn Valley	Year 8	M	1436
Upper Goulburn Valley	Year 9	F	1852
Upper Goulburn Valley	Year 9	M	2444
Upper Goulburn Valley	Year 10	F	4294
Upper Goulburn Valley	Year 10	M	5345
Upper Goulburn Valley	Year 11	F	3803
Upper Goulburn Valley	Year 11	M	4032
Upper Goulburn Valley	Year 12	F	11674
Upper Goulburn Valley	Year 12	M	9361
Wangaratta - Benalla	Did not go to school	F	75
Wangaratta - Benalla	Did not go to school	M	77
Wangaratta - Benalla	Year 8	F	1088
Wangaratta - Benalla	Year 8	M	1164
Wangaratta - Benalla	Year 9	F	1565
Wangaratta - Benalla	Year 9	M	1801
Wangaratta - Benalla	Year 10	F	3762
Wangaratta - Benalla	Year 10	M	4238
Wangaratta - Benalla	Year 11	F	3439
Wangaratta - Benalla	Year 11	M	3411
Wangaratta - Benalla	Year 12	F	9439
Wangaratta - Benalla	Year 12	M	7187
Wodonga - Alpine	Did not go to school	F	153
Wodonga - Alpine	Did not go to school	M	148
Wodonga - Alpine	Year 8	F	1380
Wodonga - Alpine	Year 8	M	1442
Wodonga - Alpine	Year 9	F	1990
Wodonga - Alpine	Year 9	M	2294
Wodonga - Alpine	Year 10	F	5965
Wodonga - Alpine	Year 10	M	7016
Wodonga - Alpine	Year 11	F	4628
Wodonga - Alpine	Year 11	M	4897
Wodonga - Alpine	Year 12	F	15620
Wodonga - Alpine	Year 12	M	12472
Baw Baw	Did not go to school	F	86
Baw Baw	Did not go to school	M	92
Baw Baw	Year 8	F	1162
Baw Baw	Year 8	M	1246
Baw Baw	Year 9	F	1753
Baw Baw	Year 9	M	2113
Baw Baw	Year 10	F	4223
Baw Baw	Year 10	M	4993
Baw Baw	Year 11	F	3751
Baw Baw	Year 11	M	3805
Baw Baw	Year 12	F	11741
Baw Baw	Year 12	M	8718
Gippsland - East	Did not go to school	F	57
Gippsland - East	Did not go to school	M	70
Gippsland - East	Year 8	F	1112
Gippsland - East	Year 8	M	1190
Gippsland - East	Year 9	F	1727
Gippsland - East	Year 9	M	2070
Gippsland - East	Year 10	F	4140
Gippsland - East	Year 10	M	4820
Gippsland - East	Year 11	F	3259
Gippsland - East	Year 11	M	3323
Gippsland - East	Year 12	F	8972
Gippsland - East	Year 12	M	6881
Gippsland - South West	Did not go to school	F	121
Gippsland - South West	Did not go to school	M	121
Gippsland - South West	Year 8	F	1508
Gippsland - South West	Year 8	M	1513
Gippsland - South West	Year 9	F	2271
Gippsland - South West	Year 9	M	2658
Gippsland - South West	Year 10	F	5275
Gippsland - South West	Year 10	M	6167
Gippsland - South West	Year 11	F	4894
Gippsland - South West	Year 11	M	5145
Gippsland - South West	Year 12	F	14445
Gippsland - South West	Year 12	M	11155
Latrobe Valley	Did not go to school	F	215
Latrobe Valley	Did not go to school	M	196
Latrobe Valley	Year 8	F	2088
Latrobe Valley	Year 8	M	1975
Latrobe Valley	Year 9	F	2794
Latrobe Valley	Year 9	M	2707
Latrobe Valley	Year 10	F	6045
Latrobe Valley	Year 10	M	6787
Latrobe Valley	Year 11	F	5264
Latrobe Valley	Year 11	M	5471
Latrobe Valley	Year 12	F	13427
Latrobe Valley	Year 12	M	10753
Wellington	Did not go to school	F	71
Wellington	Did not go to school	M	67
Wellington	Year 8	F	968
Wellington	Year 8	M	1091
Wellington	Year 9	F	1473
Wellington	Year 9	M	1856
Wellington	Year 10	F	3470
Wellington	Year 10	M	4824
Wellington	Year 11	F	3170
Wellington	Year 11	M	3165
Wellington	Year 12	F	8061
Wellington	Year 12	M	6137
Brunswick - Coburg	Did not go to school	F	742
Brunswick - Coburg	Did not go to school	M	451
Brunswick - Coburg	Year 8	F	2233
Brunswick - Coburg	Year 8	M	1578
Brunswick - Coburg	Year 9	F	973
Brunswick - Coburg	Year 9	M	972
Brunswick - Coburg	Year 10	F	1952
Brunswick - Coburg	Year 10	M	2377
Brunswick - Coburg	Year 11	F	2108
Brunswick - Coburg	Year 11	M	2629
Brunswick - Coburg	Year 12	F	31450
Brunswick - Coburg	Year 12	M	27708
Darebin - South	Did not go to school	F	417
Darebin - South	Did not go to school	M	256
Darebin - South	Year 8	F	1267
Darebin - South	Year 8	M	941
Darebin - South	Year 9	F	590
Darebin - South	Year 9	M	582
Darebin - South	Year 10	F	1149
Darebin - South	Year 10	M	1372
Darebin - South	Year 11	F	1305
Darebin - South	Year 11	M	1424
Darebin - South	Year 12	F	18318
Darebin - South	Year 12	M	15761
Essendon	Did not go to school	F	477
Essendon	Did not go to school	M	231
Essendon	Year 8	F	1352
Essendon	Year 8	M	889
Essendon	Year 9	F	909
Essendon	Year 9	M	846
Essendon	Year 10	F	2080
Essendon	Year 10	M	2165
Essendon	Year 11	F	2302
Essendon	Year 11	M	2505
Essendon	Year 12	F	21782
Essendon	Year 12	M	19890
Melbourne City	Did not go to school	F	601
Melbourne City	Did not go to school	M	441
Melbourne City	Year 8	F	825
Melbourne City	Year 8	M	631
Melbourne City	Year 9	F	814
Melbourne City	Year 9	M	884
Melbourne City	Year 10	F	2166
Melbourne City	Year 10	M	2613
Melbourne City	Year 11	F	2970
Melbourne City	Year 11	M	3188
Melbourne City	Year 12	F	57435
Melbourne City	Year 12	M	55881
Port Phillip	Did not go to school	F	245
Port Phillip	Did not go to school	M	191
Port Phillip	Year 8	F	899
Port Phillip	Year 8	M	790
Port Phillip	Year 9	F	854
Port Phillip	Year 9	M	974
Port Phillip	Year 10	F	2461
Port Phillip	Year 10	M	2682
Port Phillip	Year 11	F	2887
Port Phillip	Year 11	M	3023
Port Phillip	Year 12	F	35898
Port Phillip	Year 12	M	32779
Stonnington - West	Did not go to school	F	177
Stonnington - West	Did not go to school	M	93
Stonnington - West	Year 8	F	563
Stonnington - West	Year 8	M	390
Stonnington - West	Year 9	F	421
Stonnington - West	Year 9	M	444
Stonnington - West	Year 10	F	1214
Stonnington - West	Year 10	M	1158
Stonnington - West	Year 11	F	1591
Stonnington - West	Year 11	M	1343
Stonnington - West	Year 12	F	24164
Stonnington - West	Year 12	M	21772
Yarra	Did not go to school	F	569
Yarra	Did not go to school	M	294
Yarra	Year 8	F	1323
Yarra	Year 8	M	798
Yarra	Year 9	F	758
Yarra	Year 9	M	704
Yarra	Year 10	F	1660
Yarra	Year 10	M	1851
Yarra	Year 11	F	1891
Yarra	Year 11	M	2099
Yarra	Year 12	F	33293
Yarra	Year 12	M	31482
Boroondara	Did not go to school	F	459
Boroondara	Did not go to school	M	349
Boroondara	Year 8	F	1940
Boroondara	Year 8	M	1375
Boroondara	Year 9	F	2005
Boroondara	Year 9	M	1886
Boroondara	Year 10	F	4151
Boroondara	Year 10	M	3661
Boroondara	Year 11	F	5067
Boroondara	Year 11	M	4319
Boroondara	Year 12	F	57822
Boroondara	Year 12	M	52750
Manningham - West	Did not go to school	F	685
Manningham - West	Did not go to school	M	475
Manningham - West	Year 8	F	2691
Manningham - West	Year 8	M	1887
Manningham - West	Year 9	F	1797
Manningham - West	Year 9	M	1511
Manningham - West	Year 10	F	3534
Manningham - West	Year 10	M	3130
Manningham - West	Year 11	F	3441
Manningham - West	Year 11	M	3152
Manningham - West	Year 12	F	29414
Manningham - West	Year 12	M	27629
Whitehorse - West	Did not go to school	F	591
Whitehorse - West	Did not go to school	M	463
Whitehorse - West	Year 8	F	1898
Whitehorse - West	Year 8	M	1351
Whitehorse - West	Year 9	F	1704
Whitehorse - West	Year 9	M	1602
Whitehorse - West	Year 10	F	3224
Whitehorse - West	Year 10	M	3056
Whitehorse - West	Year 11	F	3479
Whitehorse - West	Year 11	M	3372
Whitehorse - West	Year 12	F	34152
Whitehorse - West	Year 12	M	31582
Bayside	Did not go to school	F	170
Bayside	Did not go to school	M	135
Bayside	Year 8	F	1110
Bayside	Year 8	M	857
Bayside	Year 9	F	1376
Bayside	Year 9	M	1290
Bayside	Year 10	F	3600
Bayside	Year 10	M	3044
Bayside	Year 11	F	4157
Bayside	Year 11	M	3606
Bayside	Year 12	F	31857
Bayside	Year 12	M	28934
Glen Eira	Did not go to school	F	494
Glen Eira	Did not go to school	M	372
Glen Eira	Year 8	F	2253
Glen Eira	Year 8	M	1656
Glen Eira	Year 9	F	1839
Glen Eira	Year 9	M	1936
Glen Eira	Year 10	F	4228
Glen Eira	Year 10	M	4365
Glen Eira	Year 11	F	4669
Glen Eira	Year 11	M	4674
Glen Eira	Year 12	F	50873
Glen Eira	Year 12	M	46354
Kingston	Did not go to school	F	393
Kingston	Did not go to school	M	299
Kingston	Year 8	F	2111
Kingston	Year 8	M	1569
Kingston	Year 9	F	2314
Kingston	Year 9	M	2185
Kingston	Year 10	F	5532
Kingston	Year 10	M	5750
Kingston	Year 11	F	5639
Kingston	Year 11	M	5841
Kingston	Year 12	F	34920
Kingston	Year 12	M	30071
Stonnington - East	Did not go to school	F	127
Stonnington - East	Did not go to school	M	76
Stonnington - East	Year 8	F	499
Stonnington - East	Year 8	M	395
Stonnington - East	Year 9	F	481
Stonnington - East	Year 9	M	432
Stonnington - East	Year 10	F	1045
Stonnington - East	Year 10	M	879
Stonnington - East	Year 11	F	1356
Stonnington - East	Year 11	M	1080
Stonnington - East	Year 12	F	14585
Stonnington - East	Year 12	M	13322
Banyule	Did not go to school	F	511
Banyule	Did not go to school	M	408
Banyule	Year 8	F	2505
Banyule	Year 8	M	1805
