SA3_NAME21	FamilyHousehold	IncomeHousehold.max	households
Lachlan Valley	1	0	181
Lachlan Valley	1	7875	91
Lachlan Valley	1	15750	75
Lachlan Valley	1	21000	90
Lachlan Valley	1	26250	350
Lachlan Valley	1	34125	347
Lachlan Valley	1	42000	1303
Lachlan Valley	1	52500	967
Lachlan Valley	1	65625	1094
Lachlan Valley	1	78750	1197
Lachlan Valley	1	91875	811
Lachlan Valley	1	105000	870
Lachlan Valley	1	131250	1650
Lachlan Valley	1	157500	1178
Lachlan Valley	1	183750	838
Lachlan Valley	1	210000	443
Lachlan Valley	1	Inf	1018
Lithgow - Mudgee	0		355
Lithgow - Mudgee	0	0	253
Lithgow - Mudgee	0	7875	97
Lithgow - Mudgee	0	15750	262
Lithgow - Mudgee	0	21000	477
Lithgow - Mudgee	0	26250	1420
Lithgow - Mudgee	0	34125	659
Lithgow - Mudgee	0	42000	397
Lithgow - Mudgee	0	52500	530
Lithgow - Mudgee	0	65625	441
Lithgow - Mudgee	0	78750	295
Lithgow - Mudgee	0	91875	270
Lithgow - Mudgee	0	105000	192
Lithgow - Mudgee	0	131250	328
Lithgow - Mudgee	0	157500	36
Lithgow - Mudgee	0	183750	71
Lithgow - Mudgee	0	210000	14
Lithgow - Mudgee	0	Inf	123
Lithgow - Mudgee	1		1107
Lithgow - Mudgee	1	0	124
Lithgow - Mudgee	1	7875	68
Lithgow - Mudgee	1	15750	52
Lithgow - Mudgee	1	21000	83
Lithgow - Mudgee	1	26250	297
Lithgow - Mudgee	1	34125	274
Lithgow - Mudgee	1	42000	1010
Lithgow - Mudgee	1	52500	803
Lithgow - Mudgee	1	65625	852
Lithgow - Mudgee	1	78750	951
Lithgow - Mudgee	1	91875	665
Lithgow - Mudgee	1	105000	692
Lithgow - Mudgee	1	131250	1504
Lithgow - Mudgee	1	157500	1102
Lithgow - Mudgee	1	183750	846
Lithgow - Mudgee	1	210000	484
Lithgow - Mudgee	1	Inf	1351
Orange	0		384
Orange	0	0	212
Orange	0	7875	100
Orange	0	15750	214
Orange	0	21000	438
Orange	0	26250	1148
Orange	0	34125	688
Orange	0	42000	464
Orange	0	52500	592
Orange	0	65625	621
Orange	0	78750	434
Orange	0	91875	376
Orange	0	105000	284
Orange	0	131250	470
Orange	0	157500	65
Orange	0	183750	88
Orange	0	210000	14
Orange	0	Inf	152
Orange	1		1309
Orange	1	0	123
Orange	1	7875	62
Orange	1	15750	64
Orange	1	21000	101
Orange	1	26250	240
Orange	1	34125	296
Orange	1	42000	899
Orange	1	52500	810
Orange	1	65625	934
Orange	1	78750	1145
Orange	1	91875	894
Orange	1	105000	937
Orange	1	131250	2021
Orange	1	157500	1659
Orange	1	183750	1291
Orange	1	210000	901
Orange	1	Inf	2114
Clarence Valley	0		382
Clarence Valley	0	0	206
Clarence Valley	0	7875	75
Clarence Valley	0	15750	266
Clarence Valley	0	21000	524
Clarence Valley	0	26250	1521
Clarence Valley	0	34125	955
Clarence Valley	0	42000	517
Clarence Valley	0	52500	634
Clarence Valley	0	65625	521
Clarence Valley	0	78750	288
Clarence Valley	0	91875	245
Clarence Valley	0	105000	169
Clarence Valley	0	131250	229
Clarence Valley	0	157500	32
Clarence Valley	0	183750	30
Clarence Valley	0	210000	11
Clarence Valley	0	Inf	65
Clarence Valley	1		1237
Clarence Valley	1	0	172
Clarence Valley	1	7875	81
Clarence Valley	1	15750	72
Clarence Valley	1	21000	119
Clarence Valley	1	26250	348
Clarence Valley	1	34125	354
Clarence Valley	1	42000	1536
Clarence Valley	1	52500	1225
Clarence Valley	1	65625	1394
Clarence Valley	1	78750	1380
Clarence Valley	1	91875	890
Clarence Valley	1	105000	925
Clarence Valley	1	131250	1607
Clarence Valley	1	157500	992
Clarence Valley	1	183750	676
Clarence Valley	1	210000	349
Clarence Valley	1	Inf	733
Coffs Harbour	0		622
Coffs Harbour	0	0	308
Coffs Harbour	0	7875	125
Coffs Harbour	0	15750	374
Coffs Harbour	0	21000	814
Coffs Harbour	0	26250	2117
Coffs Harbour	0	34125	1615
Coffs Harbour	0	42000	856
Coffs Harbour	0	52500	1007
Coffs Harbour	0	65625	901
Coffs Harbour	0	78750	615
Coffs Harbour	0	91875	461
Coffs Harbour	0	105000	348
Coffs Harbour	0	131250	485
Coffs Harbour	0	157500	77
Coffs Harbour	0	183750	92
Coffs Harbour	0	210000	26
Coffs Harbour	0	Inf	166
Coffs Harbour	1		1949
Coffs Harbour	1	0	215
Coffs Harbour	1	7875	129
Coffs Harbour	1	15750	128
Coffs Harbour	1	21000	148
Coffs Harbour	1	26250	487
Coffs Harbour	1	34125	545
Coffs Harbour	1	42000	1899
Coffs Harbour	1	52500	1598
Coffs Harbour	1	65625	1987
Coffs Harbour	1	78750	2336
Coffs Harbour	1	91875	1542
Coffs Harbour	1	105000	1608
Coffs Harbour	1	131250	3022
Coffs Harbour	1	157500	2123
Coffs Harbour	1	183750	1523
Coffs Harbour	1	210000	912
Coffs Harbour	1	Inf	1973
Bourke - Cobar - Coonamble	0		198
Bourke - Cobar - Coonamble	0	0	103
Bourke - Cobar - Coonamble	0	7875	36
Bourke - Cobar - Coonamble	0	15750	106
Bourke - Cobar - Coonamble	0	21000	222
Bourke - Cobar - Coonamble	0	26250	574
Bourke - Cobar - Coonamble	0	34125	215
Bourke - Cobar - Coonamble	0	42000	147
Bourke - Cobar - Coonamble	0	52500	244
Bourke - Cobar - Coonamble	0	65625	187
Bourke - Cobar - Coonamble	0	78750	159
Bourke - Cobar - Coonamble	0	91875	126
Bourke - Cobar - Coonamble	0	105000	114
Bourke - Cobar - Coonamble	0	131250	156
Bourke - Cobar - Coonamble	0	157500	10
Bourke - Cobar - Coonamble	0	183750	51
Bourke - Cobar - Coonamble	0	210000	4
Bourke - Cobar - Coonamble	0	Inf	73
Bourke - Cobar - Coonamble	1		655
Bourke - Cobar - Coonamble	1	0	93
Bourke - Cobar - Coonamble	1	7875	32
Bourke - Cobar - Coonamble	1	15750	23
Bourke - Cobar - Coonamble	1	21000	37
Bourke - Cobar - Coonamble	1	26250	103
Bourke - Cobar - Coonamble	1	34125	134
Bourke - Cobar - Coonamble	1	42000	357
Bourke - Cobar - Coonamble	1	52500	289
Bourke - Cobar - Coonamble	1	65625	324
Bourke - Cobar - Coonamble	1	78750	352
Bourke - Cobar - Coonamble	1	91875	228
Bourke - Cobar - Coonamble	1	105000	258
Bourke - Cobar - Coonamble	1	131250	549
Bourke - Cobar - Coonamble	1	157500	377
Bourke - Cobar - Coonamble	1	183750	305
Bourke - Cobar - Coonamble	1	210000	178
Bourke - Cobar - Coonamble	1	Inf	444
Broken Hill and Far West	0		181
Broken Hill and Far West	0	0	99
Broken Hill and Far West	0	7875	37
Broken Hill and Far West	0	15750	126
Broken Hill and Far West	0	21000	234
Broken Hill and Far West	0	26250	744
Broken Hill and Far West	0	34125	344
Broken Hill and Far West	0	42000	209
Broken Hill and Far West	0	52500	256
Broken Hill and Far West	0	65625	225
Broken Hill and Far West	0	78750	172
Broken Hill and Far West	0	91875	145
Broken Hill and Far West	0	105000	113
Broken Hill and Far West	0	131250	192
Broken Hill and Far West	0	157500	12
Broken Hill and Far West	0	183750	36
Broken Hill and Far West	0	Inf	50
Broken Hill and Far West	1		534
Broken Hill and Far West	1	0	71
Broken Hill and Far West	1	7875	22
Broken Hill and Far West	1	15750	25
Broken Hill and Far West	1	21000	38
Broken Hill and Far West	1	26250	126
Broken Hill and Far West	1	34125	137
Broken Hill and Far West	1	42000	429
Broken Hill and Far West	1	52500	370
Broken Hill and Far West	1	65625	403
Broken Hill and Far West	1	78750	406
Broken Hill and Far West	1	91875	242
Broken Hill and Far West	1	105000	265
Broken Hill and Far West	1	131250	540
Broken Hill and Far West	1	157500	411
Broken Hill and Far West	1	183750	313
Broken Hill and Far West	1	210000	217
Broken Hill and Far West	1	Inf	367
Dubbo	0		555
Dubbo	0	0	259
Dubbo	0	7875	110
Dubbo	0	15750	251
Dubbo	0	21000	569
Dubbo	0	26250	1526
Dubbo	0	34125	766
Dubbo	0	42000	506
Dubbo	0	52500	734
Dubbo	0	65625	729
Dubbo	0	78750	549
Dubbo	0	91875	409
Dubbo	0	105000	333
Dubbo	0	131250	496
Dubbo	0	157500	86
Dubbo	0	183750	94
Dubbo	0	210000	30
Dubbo	0	Inf	168
Dubbo	1		1832
Dubbo	1	0	211
Dubbo	1	7875	61
Dubbo	1	15750	84
Dubbo	1	21000	87
Dubbo	1	26250	372
Dubbo	1	34125	374
Dubbo	1	42000	1240
Dubbo	1	52500	1033
Dubbo	1	65625	1265
Dubbo	1	78750	1437
Dubbo	1	91875	1070
Dubbo	1	105000	1127
Dubbo	1	131250	2443
Dubbo	1	157500	1670
Dubbo	1	183750	1221
Dubbo	1	210000	781
Dubbo	1	Inf	1682
Lower Hunter	0		438
Lower Hunter	0	0	316
Lower Hunter	0	7875	103
Lower Hunter	0	15750	282
Lower Hunter	0	21000	622
Lower Hunter	0	26250	1746
Lower Hunter	0	34125	1009
Lower Hunter	0	42000	581
Lower Hunter	0	52500	798
Lower Hunter	0	65625	839
Lower Hunter	0	78750	577
Lower Hunter	0	91875	440
Lower Hunter	0	105000	333
Lower Hunter	0	131250	613
Lower Hunter	0	157500	51
Lower Hunter	0	183750	130
Lower Hunter	0	210000	19
Lower Hunter	0	Inf	172
Lower Hunter	1		2156
Lower Hunter	1	0	264
Lower Hunter	1	7875	102
Lower Hunter	1	15750	105
Lower Hunter	1	21000	140
Lower Hunter	1	26250	430
Lower Hunter	1	34125	552
Lower Hunter	1	42000	1725
Lower Hunter	1	52500	1452
Lower Hunter	1	65625	1649
Lower Hunter	1	78750	1949
Lower Hunter	1	91875	1469
Lower Hunter	1	105000	1536
Lower Hunter	1	131250	3316
Lower Hunter	1	157500	2547
Lower Hunter	1	183750	1992
Lower Hunter	1	210000	1283
Lower Hunter	1	Inf	2920
Maitland	0		361
Maitland	0	0	229
Maitland	0	7875	94
Maitland	0	15750	233
Maitland	0	21000	471
Maitland	0	26250	1408
Maitland	0	34125	857
Maitland	0	42000	490
Maitland	0	52500	687
Maitland	0	65625	705
Maitland	0	78750	540
Maitland	0	91875	483
Maitland	0	105000	345
Maitland	0	131250	535
Maitland	0	157500	62
Maitland	0	183750	108
Maitland	0	210000	27
Maitland	0	Inf	111
Maitland	1		1781
Maitland	1	0	168
Maitland	1	7875	67
Maitland	1	15750	65
Maitland	1	21000	94
Maitland	1	26250	330
Maitland	1	34125	378
Maitland	1	42000	1381
Maitland	1	52500	1240
Maitland	1	65625	1425
Maitland	1	78750	1691
Maitland	1	91875	1327
Maitland	1	105000	1477
Maitland	1	131250	3407
Maitland	1	157500	2629
Maitland	1	183750	2083
Maitland	1	210000	1293
Maitland	1	Inf	2895
Port Stephens	0		454
Port Stephens	0	0	307
Port Stephens	0	7875	101
Port Stephens	0	15750	253
Port Stephens	0	21000	564
Port Stephens	0	26250	1645
Port Stephens	0	34125	1221
Port Stephens	0	42000	658
Port Stephens	0	52500	755
Port Stephens	0	65625	757
Port Stephens	0	78750	487
Port Stephens	0	91875	383
Port Stephens	0	105000	264
Port Stephens	0	131250	364
Port Stephens	0	157500	42
Port Stephens	0	183750	63
Port Stephens	0	210000	6
Port Stephens	0	Inf	101
Port Stephens	1		1750
Port Stephens	1	0	260
Port Stephens	1	7875	127
Port Stephens	1	15750	97
Port Stephens	1	21000	115
Port Stephens	1	26250	426
Port Stephens	1	34125	446
Port Stephens	1	42000	1810
Port Stephens	1	52500	1492
Port Stephens	1	65625	1791
Port Stephens	1	78750	1958
Port Stephens	1	91875	1262
Port Stephens	1	105000	1238
Port Stephens	1	131250	2563
Port Stephens	1	157500	1745
Port Stephens	1	183750	1391
Port Stephens	1	210000	815
Port Stephens	1	Inf	1853
Upper Hunter	0		212
Upper Hunter	0	0	124
Upper Hunter	0	7875	40
Upper Hunter	0	15750	124
Upper Hunter	0	21000	241
Upper Hunter	0	26250	614
Upper Hunter	0	34125	352
Upper Hunter	0	42000	212
Upper Hunter	0	52500	292
Upper Hunter	0	65625	367
Upper Hunter	0	78750	205
Upper Hunter	0	91875	183
Upper Hunter	0	105000	162
Upper Hunter	0	131250	301
Upper Hunter	0	157500	26
Upper Hunter	0	183750	73
Upper Hunter	0	210000	8
Upper Hunter	0	Inf	70
Upper Hunter	1		759
Upper Hunter	1	0	110
Upper Hunter	1	7875	43
Upper Hunter	1	15750	51
Upper Hunter	1	21000	48
Upper Hunter	1	26250	162
Upper Hunter	1	34125	199
Upper Hunter	1	42000	545
Upper Hunter	1	52500	417
Upper Hunter	1	65625	493
Upper Hunter	1	78750	577
Upper Hunter	1	91875	411
Upper Hunter	1	105000	426
Upper Hunter	1	131250	977
Upper Hunter	1	157500	728
Upper Hunter	1	183750	645
Upper Hunter	1	210000	380
Upper Hunter	1	Inf	910
Dapto - Port Kembla	0		394
Dapto - Port Kembla	0	0	285
Dapto - Port Kembla	0	7875	106
Dapto - Port Kembla	0	15750	345
Dapto - Port Kembla	0	21000	658
Dapto - Port Kembla	0	26250	1833
Dapto - Port Kembla	0	34125	931
Dapto - Port Kembla	0	42000	531
Dapto - Port Kembla	0	52500	598
Dapto - Port Kembla	0	65625	583
Dapto - Port Kembla	0	78750	403
Dapto - Port Kembla	0	91875	302
Dapto - Port Kembla	0	105000	278
Dapto - Port Kembla	0	131250	355
Dapto - Port Kembla	0	157500	51
Dapto - Port Kembla	0	183750	58
Dapto - Port Kembla	0	210000	15
Dapto - Port Kembla	0	Inf	66
Dapto - Port Kembla	1		1329
Dapto - Port Kembla	1	0	228
Dapto - Port Kembla	1	7875	78
Dapto - Port Kembla	1	15750	102
Dapto - Port Kembla	1	21000	131
Dapto - Port Kembla	1	26250	411
Dapto - Port Kembla	1	34125	496
Dapto - Port Kembla	1	42000	1569
Dapto - Port Kembla	1	52500	1319
Dapto - Port Kembla	1	65625	1446
Dapto - Port Kembla	1	78750	1685
Dapto - Port Kembla	1	91875	1278
Dapto - Port Kembla	1	105000	1243
Dapto - Port Kembla	1	131250	2790
Dapto - Port Kembla	1	157500	2191
Dapto - Port Kembla	1	183750	1705
Dapto - Port Kembla	1	210000	1093
Dapto - Port Kembla	1	Inf	2231
Kiama - Shellharbour	0		405
Kiama - Shellharbour	0	0	283
Kiama - Shellharbour	0	7875	79
Kiama - Shellharbour	0	15750	318
Kiama - Shellharbour	0	21000	614
Kiama - Shellharbour	0	26250	1717
Kiama - Shellharbour	0	34125	981
Kiama - Shellharbour	0	42000	590
Kiama - Shellharbour	0	52500	747
Kiama - Shellharbour	0	65625	766
Kiama - Shellharbour	0	78750	512
Kiama - Shellharbour	0	91875	433
Kiama - Shellharbour	0	105000	356
Kiama - Shellharbour	0	131250	512
Kiama - Shellharbour	0	157500	53
Kiama - Shellharbour	0	183750	109
Kiama - Shellharbour	0	210000	27
Kiama - Shellharbour	0	Inf	146
Kiama - Shellharbour	1		1911
Kiama - Shellharbour	1	0	289
Kiama - Shellharbour	1	7875	93
Kiama - Shellharbour	1	15750	101
Kiama - Shellharbour	1	21000	131
Kiama - Shellharbour	1	26250	475
Kiama - Shellharbour	1	34125	513
Kiama - Shellharbour	1	42000	1805
Kiama - Shellharbour	1	52500	1604
Kiama - Shellharbour	1	65625	1776
Kiama - Shellharbour	1	78750	2070
Kiama - Shellharbour	1	91875	1464
Kiama - Shellharbour	1	105000	1642
Kiama - Shellharbour	1	131250	3525
Kiama - Shellharbour	1	157500	2814
Kiama - Shellharbour	1	183750	2379
Kiama - Shellharbour	1	210000	1442
Kiama - Shellharbour	1	Inf	3448
Wollongong	0		1033
Wollongong	0	0	488
Wollongong	0	7875	227
Wollongong	0	15750	541
Wollongong	0	21000	1212
Wollongong	0	26250	2605
Wollongong	0	34125	1638
Wollongong	0	42000	1111
Wollongong	0	52500	1280
Wollongong	0	65625	1371
Wollongong	0	78750	1137
Wollongong	0	91875	972
Wollongong	0	105000	789
Wollongong	0	131250	1420
Wollongong	0	157500	259
Wollongong	0	183750	342
Wollongong	0	210000	119
Wollongong	0	Inf	527
Wollongong	1		2049
Wollongong	1	0	302
Wollongong	1	7875	123
Wollongong	1	15750	132
Wollongong	1	21000	186
Wollongong	1	26250	515
Wollongong	1	34125	567
Wollongong	1	42000	1747
Wollongong	1	52500	1675
Wollongong	1	65625	2000
Wollongong	1	78750	2284
Wollongong	1	91875	1620
Wollongong	1	105000	1853
Wollongong	1	131250	3989
Wollongong	1	157500	3487
Wollongong	1	183750	3076
Wollongong	1	210000	2242
Wollongong	1	Inf	6607
Great Lakes	0		363
Great Lakes	0	0	161
Great Lakes	0	7875	57
Great Lakes	0	15750	179
Great Lakes	0	21000	403
Great Lakes	0	26250	1190
Great Lakes	0	34125	810
Great Lakes	0	42000	401
Great Lakes	0	52500	421
Great Lakes	0	65625	375
Great Lakes	0	78750	219
Great Lakes	0	91875	143
Great Lakes	0	105000	108
Great Lakes	0	131250	139
Great Lakes	0	157500	19
Great Lakes	0	183750	36
Great Lakes	0	210000	3
Great Lakes	0	Inf	72
Great Lakes	1		806
Great Lakes	1	0	136
Great Lakes	1	7875	72
Great Lakes	1	15750	59
Great Lakes	1	21000	58
Great Lakes	1	26250	235
Great Lakes	1	34125	216
Great Lakes	1	42000	1173
Great Lakes	1	52500	840
Great Lakes	1	65625	885
Great Lakes	1	78750	912
Great Lakes	1	91875	530
Great Lakes	1	105000	531
Great Lakes	1	131250	903
Great Lakes	1	157500	563
Great Lakes	1	183750	399
Great Lakes	1	210000	227
Great Lakes	1	Inf	497
Kempsey - Nambucca	0		441
Kempsey - Nambucca	0	0	207
Kempsey - Nambucca	0	7875	85
Kempsey - Nambucca	0	15750	291
Kempsey - Nambucca	0	21000	564
Kempsey - Nambucca	0	26250	1616
Kempsey - Nambucca	0	34125	963
Kempsey - Nambucca	0	42000	487
Kempsey - Nambucca	0	52500	592
Kempsey - Nambucca	0	65625	497
Kempsey - Nambucca	0	78750	279
Kempsey - Nambucca	0	91875	216
Kempsey - Nambucca	0	105000	147
Kempsey - Nambucca	0	131250	161
Kempsey - Nambucca	0	157500	19
Kempsey - Nambucca	0	183750	21
Kempsey - Nambucca	0	Inf	56
Kempsey - Nambucca	1		1148
Kempsey - Nambucca	1	0	155
Kempsey - Nambucca	1	7875	77
Kempsey - Nambucca	1	15750	74
Kempsey - Nambucca	1	21000	106
Kempsey - Nambucca	1	26250	373
Kempsey - Nambucca	1	34125	417
Kempsey - Nambucca	1	42000	1540
Kempsey - Nambucca	1	52500	1203
Kempsey - Nambucca	1	65625	1202
Kempsey - Nambucca	1	78750	1353
Kempsey - Nambucca	1	91875	808
Kempsey - Nambucca	1	105000	760
Kempsey - Nambucca	1	131250	1367
Kempsey - Nambucca	1	157500	859
Kempsey - Nambucca	1	183750	597
Kempsey - Nambucca	1	210000	335
Kempsey - Nambucca	1	Inf	588
Lord Howe Island	0		3
Lord Howe Island	0	0	3
Lord Howe Island	0	26250	3
Lord Howe Island	0	34125	3
