SA3_NAME16	Age	MaritalStatus	Registered	adults
South Coast	15-19	Never married		3191
South Coast	20-24	Married	0	492
South Coast	20-24	Married	1	87
South Coast	20-24	Never married		1668
South Coast	25-34	Married	0	1676
South Coast	25-34	Married	1	1524
South Coast	25-34	Never married		2253
South Coast	35-44	Married	0	1309
South Coast	35-44	Married	1	3031
South Coast	35-44	Never married		1823
South Coast	45-54	Married	0	1400
South Coast	45-54	Married	1	4139
South Coast	45-54	Never married		2576
South Coast	55-64	Married	0	1584
South Coast	55-64	Married	1	6454
South Coast	55-64	Never married		3683
South Coast	65-74	Married	0	1021
South Coast	65-74	Married	1	7804
South Coast	65-74	Never married		3628
South Coast	75-84	Married	0	257
South Coast	75-84	Married	1	3719
South Coast	75-84	Never married		2300
South Coast	85+	Married	0	31
South Coast	85+	Married	1	697
South Coast	85+	Never married		1115
Goulburn - Mulwaree	15-19	Married	0	47
Goulburn - Mulwaree	15-19	Never married		1850
Goulburn - Mulwaree	20-24	Married	0	384
Goulburn - Mulwaree	20-24	Married	1	53
Goulburn - Mulwaree	20-24	Never married		1208
Goulburn - Mulwaree	25-34	Married	0	1050
Goulburn - Mulwaree	25-34	Married	1	1376
Goulburn - Mulwaree	25-34	Never married		1502
Goulburn - Mulwaree	35-44	Married	0	595
Goulburn - Mulwaree	35-44	Married	1	2211
Goulburn - Mulwaree	35-44	Never married		1003
Goulburn - Mulwaree	45-54	Married	0	575
Goulburn - Mulwaree	45-54	Married	1	2407
Goulburn - Mulwaree	45-54	Never married		1295
Goulburn - Mulwaree	55-64	Married	0	423
Goulburn - Mulwaree	55-64	Married	1	2921
Goulburn - Mulwaree	55-64	Never married		1526
Goulburn - Mulwaree	65-74	Married	0	241
Goulburn - Mulwaree	65-74	Married	1	2492
Goulburn - Mulwaree	65-74	Never married		1463
Goulburn - Mulwaree	75-84	Married	0	58
Goulburn - Mulwaree	75-84	Married	1	1203
Goulburn - Mulwaree	75-84	Never married		1047
Goulburn - Mulwaree	85+	Married	0	10
Goulburn - Mulwaree	85+	Married	1	257
Goulburn - Mulwaree	85+	Never married		441
Young - Yass	15-19	Married	0	41
Young - Yass	15-19	Never married		2083
Young - Yass	20-24	Married	0	318
Young - Yass	20-24	Married	1	54
Young - Yass	20-24	Never married		1119
Young - Yass	25-34	Married	0	940
Young - Yass	25-34	Married	1	1212
Young - Yass	25-34	Never married		1191
Young - Yass	35-44	Married	0	644
Young - Yass	35-44	Married	1	2459
Young - Yass	35-44	Never married		861
Young - Yass	45-54	Married	0	664
Young - Yass	45-54	Married	1	3019
Young - Yass	45-54	Never married		1124
Young - Yass	55-64	Married	0	442
Young - Yass	55-64	Married	1	3014
Young - Yass	55-64	Never married		1271
Young - Yass	65-74	Married	0	215
Young - Yass	65-74	Married	1	2648
Young - Yass	65-74	Never married		1260
Young - Yass	75-84	Married	0	71
Young - Yass	75-84	Married	1	1282
Young - Yass	75-84	Never married		848
Young - Yass	85+	Married	0	6
Young - Yass	85+	Married	1	206
Young - Yass	85+	Never married		402
Gosford	15-19	Married	0	117
Gosford	15-19	Married	1	3
Gosford	15-19	Never married		9469
Gosford	20-24	Married	0	1235
Gosford	20-24	Married	1	190
Gosford	20-24	Never married		6888
Gosford	25-34	Married	0	4491
Gosford	25-34	Married	1	5252
Gosford	25-34	Never married		7144
Gosford	35-44	Married	0	3163
Gosford	35-44	Married	1	12379
Gosford	35-44	Never married		4933
Gosford	45-54	Married	0	2698
Gosford	45-54	Married	1	12905
Gosford	45-54	Never married		6387
Gosford	55-64	Married	0	2038
Gosford	55-64	Married	1	13034
Gosford	55-64	Never married		7130
Gosford	65-74	Married	0	1095
Gosford	65-74	Married	1	11972
Gosford	65-74	Never married		6812
Gosford	75-84	Married	0	409
Gosford	75-84	Married	1	6828
Gosford	75-84	Never married		5076
Gosford	85+	Married	0	49
Gosford	85+	Married	1	1350
Gosford	85+	Never married		2763
Wyong	15-19	Married	0	158
Wyong	15-19	Married	1	8
Wyong	15-19	Never married		9181
Wyong	20-24	Married	0	1617
Wyong	20-24	Married	1	239
Wyong	20-24	Never married		6783
Wyong	25-34	Married	0	5253
Wyong	25-34	Married	1	5702
Wyong	25-34	Never married		7377
Wyong	35-44	Married	0	2942
Wyong	35-44	Married	1	9933
Wyong	35-44	Never married		5362
Wyong	45-54	Married	0	2541
Wyong	45-54	Married	1	10304
Wyong	45-54	Never married		6586
Wyong	55-64	Married	0	1776
Wyong	55-64	Married	1	10861
Wyong	55-64	Never married		7161
Wyong	65-74	Married	0	895
Wyong	65-74	Married	1	10404
Wyong	65-74	Never married		6459
Wyong	75-84	Married	0	339
Wyong	75-84	Married	1	5743
Wyong	75-84	Never married		4774
Wyong	85+	Married	0	39
Wyong	85+	Married	1	1101
Wyong	85+	Never married		2347
Bathurst	15-19	Married	0	60
Bathurst	15-19	Never married		2676
Bathurst	20-24	Married	0	573
Bathurst	20-24	Married	1	86
Bathurst	20-24	Never married		1854
Bathurst	25-34	Married	0	1485
Bathurst	25-34	Married	1	1745
Bathurst	25-34	Never married		2094
Bathurst	35-44	Married	0	818
Bathurst	35-44	Married	1	2747
Bathurst	35-44	Never married		1397
Bathurst	45-54	Married	0	641
Bathurst	45-54	Married	1	3134
Bathurst	45-54	Never married		1668
Bathurst	55-64	Married	0	536
Bathurst	55-64	Married	1	3224
Bathurst	55-64	Never married		1774
Bathurst	65-74	Married	0	210
Bathurst	65-74	Married	1	3025
Bathurst	65-74	Never married		1482
Bathurst	75-84	Married	0	79
Bathurst	75-84	Married	1	1403
Bathurst	75-84	Never married		1046
Bathurst	85+	Married	0	3
Bathurst	85+	Married	1	265
Bathurst	85+	Never married		470
Lachlan Valley	15-19	Married	0	81
Lachlan Valley	15-19	Never married		2602
Lachlan Valley	20-24	Married	0	597
Lachlan Valley	20-24	Married	1	94
Lachlan Valley	20-24	Never married		1519
Lachlan Valley	25-34	Married	0	1451
Lachlan Valley	25-34	Married	1	1710
Lachlan Valley	25-34	Never married		1840
Lachlan Valley	35-44	Married	0	795
Lachlan Valley	35-44	Married	1	2749
Lachlan Valley	35-44	Never married		1439
Lachlan Valley	45-54	Married	0	677
Lachlan Valley	45-54	Married	1	3249
Lachlan Valley	45-54	Never married		1778
Lachlan Valley	55-64	Married	0	533
Lachlan Valley	55-64	Married	1	3893
Lachlan Valley	55-64	Never married		2236
Lachlan Valley	65-74	Married	0	295
Lachlan Valley	65-74	Married	1	3833
Lachlan Valley	65-74	Never married		2031
Lachlan Valley	75-84	Married	0	112
Lachlan Valley	75-84	Married	1	2032
Lachlan Valley	75-84	Never married		1585
Lachlan Valley	85+	Married	0	12
Lachlan Valley	85+	Married	1	444
Lachlan Valley	85+	Never married		793
Lithgow - Mudgee	15-19	Married	0	50
Lithgow - Mudgee	15-19	Married	1	4
Lithgow - Mudgee	15-19	Never married		2296
Lithgow - Mudgee	20-24	Married	0	430
Lithgow - Mudgee	20-24	Married	1	74
Lithgow - Mudgee	20-24	Never married		1362
Lithgow - Mudgee	25-34	Married	0	1361
Lithgow - Mudgee	25-34	Married	1	1618
Lithgow - Mudgee	25-34	Never married		1682
Lithgow - Mudgee	35-44	Married	0	809
Lithgow - Mudgee	35-44	Married	1	2506
Lithgow - Mudgee	35-44	Never married		1288
Lithgow - Mudgee	45-54	Married	0	729
Lithgow - Mudgee	45-54	Married	1	3045
Lithgow - Mudgee	45-54	Never married		1719
Lithgow - Mudgee	55-64	Married	0	627
Lithgow - Mudgee	55-64	Married	1	3473
Lithgow - Mudgee	55-64	Never married		2046
Lithgow - Mudgee	65-74	Married	0	259
Lithgow - Mudgee	65-74	Married	1	3195
Lithgow - Mudgee	65-74	Never married		1900
Lithgow - Mudgee	75-84	Married	0	76
Lithgow - Mudgee	75-84	Married	1	1603
Lithgow - Mudgee	75-84	Never married		1469
Lithgow - Mudgee	85+	Married	0	8
Lithgow - Mudgee	85+	Married	1	259
Lithgow - Mudgee	85+	Never married		599
Orange	15-19	Married	0	53
Orange	15-19	Never married		3252
Orange	20-24	Married	0	675
Orange	20-24	Married	1	140
Orange	20-24	Never married		1977
Orange	25-34	Married	0	1745
Orange	25-34	Married	1	2643
Orange	25-34	Never married		2435
Orange	35-44	Married	0	983
Orange	35-44	Married	1	4149
Orange	35-44	Never married		1686
Orange	45-54	Married	0	796
Orange	45-54	Married	1	4187
Orange	45-54	Never married		1889
Orange	55-64	Married	0	574
Orange	55-64	Married	1	4031
Orange	55-64	Never married		2026
Orange	65-74	Married	0	266
Orange	65-74	Married	1	3543
Orange	65-74	Never married		1873
Orange	75-84	Married	0	67
Orange	75-84	Married	1	1757
Orange	75-84	Never married		1315
Orange	85+	Married	0	7
Orange	85+	Married	1	343
Orange	85+	Never married		649
Clarence Valley	15-19	Married	0	54
Clarence Valley	15-19	Never married		2356
Clarence Valley	20-24	Married	0	469
Clarence Valley	20-24	Married	1	77
Clarence Valley	20-24	Never married		1386
Clarence Valley	25-34	Married	0	1203
Clarence Valley	25-34	Married	1	1217
Clarence Valley	25-34	Never married		1770
Clarence Valley	35-44	Married	0	782
Clarence Valley	35-44	Married	1	2192
Clarence Valley	35-44	Never married		1480
Clarence Valley	45-54	Married	0	860
Clarence Valley	45-54	Married	1	2881
Clarence Valley	45-54	Never married		1958
Clarence Valley	55-64	Married	0	866
Clarence Valley	55-64	Married	1	4051
Clarence Valley	55-64	Never married		2466
Clarence Valley	65-74	Married	0	555
Clarence Valley	65-74	Married	1	4520
Clarence Valley	65-74	Never married		2362
Clarence Valley	75-84	Married	0	145
Clarence Valley	75-84	Married	1	2428
Clarence Valley	75-84	Never married		1636
Clarence Valley	85+	Married	0	27
Clarence Valley	85+	Married	1	447
Clarence Valley	85+	Never married		814
Coffs Harbour	15-19	Married	0	88
Coffs Harbour	15-19	Married	1	4
Coffs Harbour	15-19	Never married		4643
Coffs Harbour	20-24	Married	0	679
Coffs Harbour	20-24	Married	1	128
Coffs Harbour	20-24	Never married		2720
Coffs Harbour	25-34	Married	0	2212
Coffs Harbour	25-34	Married	1	2745
Coffs Harbour	25-34	Never married		3787
Coffs Harbour	35-44	Married	0	1671
Coffs Harbour	35-44	Married	1	5067
Coffs Harbour	35-44	Never married		2836
Coffs Harbour	45-54	Married	0	1512
Coffs Harbour	45-54	Married	1	5729
Coffs Harbour	45-54	Never married		3391
Coffs Harbour	55-64	Married	0	1373
Coffs Harbour	55-64	Married	1	6291
Coffs Harbour	55-64	Never married		4062
Coffs Harbour	65-74	Married	0	829
Coffs Harbour	65-74	Married	1	6599
Coffs Harbour	65-74	Never married		3758
Coffs Harbour	75-84	Married	0	212
Coffs Harbour	75-84	Married	1	3386
Coffs Harbour	75-84	Never married		2419
Coffs Harbour	85+	Married	0	39
Coffs Harbour	85+	Married	1	733
Coffs Harbour	85+	Never married		1202
Bourke - Cobar - Coonamble	15-19	Married	0	49
Bourke - Cobar - Coonamble	15-19	Married	1	4
Bourke - Cobar - Coonamble	15-19	Never married		863
Bourke - Cobar - Coonamble	20-24	Married	0	194
Bourke - Cobar - Coonamble	20-24	Married	1	25
Bourke - Cobar - Coonamble	20-24	Never married		618
Bourke - Cobar - Coonamble	25-34	Married	0	605
Bourke - Cobar - Coonamble	25-34	Married	1	680
Bourke - Cobar - Coonamble	25-34	Never married		907
Bourke - Cobar - Coonamble	35-44	Married	0	365
Bourke - Cobar - Coonamble	35-44	Married	1	848
Bourke - Cobar - Coonamble	35-44	Never married		544
Bourke - Cobar - Coonamble	45-54	Married	0	349
Bourke - Cobar - Coonamble	45-54	Married	1	1008
Bourke - Cobar - Coonamble	45-54	Never married		710
Bourke - Cobar - Coonamble	55-64	Married	0	302
Bourke - Cobar - Coonamble	55-64	Married	1	1247
Bourke - Cobar - Coonamble	55-64	Never married		947
Bourke - Cobar - Coonamble	65-74	Married	0	118
Bourke - Cobar - Coonamble	65-74	Married	1	945
Bourke - Cobar - Coonamble	65-74	Never married		796
Bourke - Cobar - Coonamble	75-84	Married	0	39
Bourke - Cobar - Coonamble	75-84	Married	1	454
Bourke - Cobar - Coonamble	75-84	Never married		534
Bourke - Cobar - Coonamble	85+	Married	0	9
Bourke - Cobar - Coonamble	85+	Married	1	92
Bourke - Cobar - Coonamble	85+	Never married		184
Broken Hill and Far West	15-19	Married	0	40
Broken Hill and Far West	15-19	Never married		888
Broken Hill and Far West	20-24	Married	0	210
Broken Hill and Far West	20-24	Married	1	11
Broken Hill and Far West	20-24	Never married		609
Broken Hill and Far West	25-34	Married	0	661
Broken Hill and Far West	25-34	Married	1	459
Broken Hill and Far West	25-34	Never married		967
Broken Hill and Far West	35-44	Married	0	335
Broken Hill and Far West	35-44	Married	1	754
Broken Hill and Far West	35-44	Never married		733
Broken Hill and Far West	45-54	Married	0	282
Broken Hill and Far West	45-54	Married	1	882
Broken Hill and Far West	45-54	Never married		870
Broken Hill and Far West	55-64	Married	0	255
Broken Hill and Far West	55-64	Married	1	1256
Broken Hill and Far West	55-64	Never married		1017
Broken Hill and Far West	65-74	Married	0	117
Broken Hill and Far West	65-74	Married	1	1190
Broken Hill and Far West	65-74	Never married		903
Broken Hill and Far West	75-84	Married	0	30
Broken Hill and Far West	75-84	Married	1	623
Broken Hill and Far West	75-84	Never married		563
Broken Hill and Far West	85+	Married	1	145
Broken Hill and Far West	85+	Never married		300
Dubbo	15-19	Married	0	82
Dubbo	15-19	Married	1	3
Dubbo	15-19	Never married		3519
Dubbo	20-24	Married	0	806
Dubbo	20-24	Married	1	124
Dubbo	20-24	Never married		2230
Dubbo	25-34	Married	0	2064
Dubbo	25-34	Married	1	3150
Dubbo	25-34	Never married		3433
Dubbo	35-44	Married	0	1029
Dubbo	35-44	Married	1	4170
Dubbo	35-44	Never married		1987
Dubbo	45-54	Married	0	890
Dubbo	45-54	Married	1	4083
Dubbo	45-54	Never married		2338
Dubbo	55-64	Married	0	691
Dubbo	55-64	Married	1	4718
Dubbo	55-64	Never married		2634
Dubbo	65-74	Married	0	322
Dubbo	65-74	Married	1	4051
Dubbo	65-74	Never married		2378
Dubbo	75-84	Married	0	97
Dubbo	75-84	Married	1	2190
Dubbo	75-84	Never married		1677
Dubbo	85+	Married	0	13
Dubbo	85+	Married	1	394
Dubbo	85+	Never married		774
Lower Hunter	15-19	Married	0	116
Lower Hunter	15-19	Married	1	4
Lower Hunter	15-19	Never married		5255
Lower Hunter	20-24	Married	0	1134
Lower Hunter	20-24	Married	1	166
Lower Hunter	20-24	Never married		3609
Lower Hunter	25-34	Married	0	3294
Lower Hunter	25-34	Married	1	4035
Lower Hunter	25-34	Never married		4334
Lower Hunter	35-44	Married	0	1837
Lower Hunter	35-44	Married	1	5994
Lower Hunter	35-44	Never married		3000
Lower Hunter	45-54	Married	0	1581
Lower Hunter	45-54	Married	1	6368
Lower Hunter	45-54	Never married		3319
Lower Hunter	55-64	Married	0	1008
Lower Hunter	55-64	Married	1	6723
Lower Hunter	55-64	Never married		3454
Lower Hunter	65-74	Married	0	468
Lower Hunter	65-74	Married	1	5716
Lower Hunter	65-74	Never married		2963
Lower Hunter	75-84	Married	0	114
Lower Hunter	75-84	Married	1	2376
Lower Hunter	75-84	Never married		1728
Lower Hunter	85+	Married	0	13
Lower Hunter	85+	Married	1	381
Lower Hunter	85+	Never married		797
Maitland	15-19	Married	0	73
Maitland	15-19	Never married		4929
Maitland	20-24	Married	0	1173
Maitland	20-24	Married	1	163
Maitland	20-24	Never married		3551
Maitland	25-34	Married	0	3370
Maitland	25-34	Married	1	4380
Maitland	25-34	Never married		3923
Maitland	35-44	Married	0	1682
Maitland	35-44	Married	1	6550
Maitland	35-44	Never married		2762
Maitland	45-54	Married	0	1231
Maitland	45-54	Married	1	6011
Maitland	45-54	Never married		2831
Maitland	55-64	Married	0	722
Maitland	55-64	Married	1	5541
Maitland	55-64	Never married		2648
Maitland	65-74	Married	0	301
Maitland	65-74	Married	1	4761
Maitland	65-74	Never married		2294
Maitland	75-84	Married	0	84
Maitland	75-84	Married	1	2264
Maitland	75-84	Never married		1490
Maitland	85+	Married	0	9
Maitland	85+	Married	1	378
Maitland	85+	Never married		719
Port Stephens	15-19	Married	0	72
Port Stephens	15-19	Married	1	3
Port Stephens	15-19	Never married		3971
Port Stephens	20-24	Married	0	565
Port Stephens	20-24	Married	1	112
Port Stephens	20-24	Never married		2454
Port Stephens	25-34	Married	0	1693
Port Stephens	25-34	Married	1	1981
Port Stephens	25-34	Never married		2560
Port Stephens	35-44	Married	0	1184
Port Stephens	35-44	Married	1	3905
Port Stephens	35-44	Never married		1987
Port Stephens	45-54	Married	0	1170
Port Stephens	45-54	Married	1	4827
Port Stephens	45-54	Never married		2656
Port Stephens	55-64	Married	0	1016
Port Stephens	55-64	Married	1	6368
Port Stephens	55-64	Never married		2947
Port Stephens	65-74	Married	0	611
Port Stephens	65-74	Married	1	7018
Port Stephens	65-74	Never married		2921
Port Stephens	75-84	Married	0	216
Port Stephens	75-84	Married	1	3925
Port Stephens	75-84	Never married		2167
Port Stephens	85+	Married	0	25
Port Stephens	85+	Married	1	640
Port Stephens	85+	Never married		927
Upper Hunter	15-19	Married	0	60
Upper Hunter	15-19	Never married		1650
Upper Hunter	20-24	Married	0	398
Upper Hunter	20-24	Married	1	38
Upper Hunter	20-24	Never married		898
Upper Hunter	25-34	Married	0	1048
Upper Hunter	25-34	Married	1	1071
Upper Hunter	25-34	Never married		1331
Upper Hunter	35-44	Married	0	626
Upper Hunter	35-44	Married	1	1867
Upper Hunter	35-44	Never married		911
Upper Hunter	45-54	Married	0	503
Upper Hunter	45-54	Married	1	1977
Upper Hunter	45-54	Never married		1030
Upper Hunter	55-64	Married	0	359
Upper Hunter	55-64	Married	1	2092
Upper Hunter	55-64	Never married		1087
Upper Hunter	65-74	Married	0	160
Upper Hunter	65-74	Married	1	1720
Upper Hunter	65-74	Never married		924
Upper Hunter	75-84	Married	0	51
Upper Hunter	75-84	Married	1	849
Upper Hunter	75-84	Never married		594
Upper Hunter	85+	Married	0	9
Upper Hunter	85+	Married	1	148
Upper Hunter	85+	Never married		313
Dapto - Port Kembla	15-19	Married	0	63
Dapto - Port Kembla	15-19	Never married		4487
Dapto - Port Kembla	20-24	Married	0	704
Dapto - Port Kembla	20-24	Married	1	128
Dapto - Port Kembla	20-24	Never married		3616
Dapto - Port Kembla	25-34	Married	0	2395
Dapto - Port Kembla	25-34	Married	1	3259
Dapto - Port Kembla	25-34	Never married		3623
Dapto - Port Kembla	35-44	Married	0	1270
Dapto - Port Kembla	35-44	Married	1	5478
Dapto - Port Kembla	35-44	Never married		2551
Dapto - Port Kembla	45-54	Married	0	1050
Dapto - Port Kembla	45-54	Married	1	5399
Dapto - Port Kembla	45-54	Never married		2879
Dapto - Port Kembla	55-64	Married	0	708
Dapto - Port Kembla	55-64	Married	1	5579
Dapto - Port Kembla	55-64	Never married		3051
Dapto - Port Kembla	65-74	Married	0	314
Dapto - Port Kembla	65-74	Married	1	4778
Dapto - Port Kembla	65-74	Never married		2424
Dapto - Port Kembla	75-84	Married	0	84
Dapto - Port Kembla	75-84	Married	1	2653
Dapto - Port Kembla	75-84	Never married		2013
Dapto - Port Kembla	85+	Married	0	17
Dapto - Port Kembla	85+	Married	1	603
Dapto - Port Kembla	85+	Never married		1067
Kiama - Shellharbour	15-19	Married	0	68
Kiama - Shellharbour	15-19	Never married		5663
Kiama - Shellharbour	20-24	Married	0	804
Kiama - Shellharbour	20-24	Married	1	120
Kiama - Shellharbour	20-24	Never married		4197
Kiama - Shellharbour	25-34	Married	0	3104
Kiama - Shellharbour	25-34	Married	1	3677
Kiama - Shellharbour	25-34	Never married		3973
Kiama - Shellharbour	35-44	Married	0	1605
Kiama - Shellharbour	35-44	Married	1	6827
Kiama - Shellharbour	35-44	Never married		2676
Kiama - Shellharbour	45-54	Married	0	1348
Kiama - Shellharbour	45-54	Married	1	7298
Kiama - Shellharbour	45-54	Never married		3100
Kiama - Shellharbour	55-64	Married	0	967
Kiama - Shellharbour	55-64	Married	1	7955
Kiama - Shellharbour	55-64	Never married		3371
Kiama - Shellharbour	65-74	Married	0	486
Kiama - Shellharbour	65-74	Married	1	7167
Kiama - Shellharbour	65-74	Never married		2914
Kiama - Shellharbour	75-84	Married	0	189
Kiama - Shellharbour	75-84	Married	1	3485
Kiama - Shellharbour	75-84	Never married		2143
Kiama - Shellharbour	85+	Married	0	28
Kiama - Shellharbour	85+	Married	1	675
Kiama - Shellharbour	85+	Never married		1069
Wollongong	15-19	Married	0	74
Wollongong	15-19	Never married		7049
Wollongong	20-24	Married	0	1230
Wollongong	20-24	Married	1	156
Wollongong	20-24	Never married		8249
Wollongong	25-34	Married	0	4361
Wollongong	25-34	Married	1	4782
Wollongong	25-34	Never married		7833
Wollongong	35-44	Married	0	2266
Wollongong	35-44	Married	1	9714
Wollongong	35-44	Never married		3812
Wollongong	45-54	Married	0	1716
Wollongong	45-54	Married	1	9739
Wollongong	45-54	Never married		4621
Wollongong	55-64	Married	0	1211
Wollongong	55-64	Married	1	9202
Wollongong	55-64	Never married		4948
Wollongong	65-74	Married	0	544
Wollongong	65-74	Married	1	7591
Wollongong	65-74	Never married		3909
Wollongong	75-84	Married	0	149
Wollongong	75-84	Married	1	4211
Wollongong	75-84	Never married		2955
Wollongong	85+	Married	0	27
Wollongong	85+	Married	1	915
Wollongong	85+	Never married		1691
Great Lakes	15-19	Married	0	29
Great Lakes	15-19	Never married		1338
Great Lakes	20-24	Married	0	167
Great Lakes	20-24	Married	1	23
Great Lakes	20-24	Never married		759
Great Lakes	25-34	Married	0	560
Great Lakes	25-34	Married	1	558
Great Lakes	25-34	Never married		981
Great Lakes	35-44	Married	0	453
Great Lakes	35-44	Married	1	1269
Great Lakes	35-44	Never married		869
Great Lakes	45-54	Married	0	532
Great Lakes	45-54	Married	1	1699
Great Lakes	45-54	Never married		1162
Great Lakes	55-64	Married	0	535
Great Lakes	55-64	Married	1	2662
Great Lakes	55-64	Never married		1652
Great Lakes	65-74	Married	0	397
Great Lakes	65-74	Married	1	3504
Great Lakes	65-74	Never married		1782
Great Lakes	75-84	Married	0	136
Great Lakes	75-84	Married	1	2049
Great Lakes	75-84	Never married		1326
Great Lakes	85+	Married	0	14
Great Lakes	85+	Married	1	396
Great Lakes	85+	Never married		750
Kempsey - Nambucca	15-19	Married	0	39
Kempsey - Nambucca	15-19	Never married		2406
Kempsey - Nambucca	20-24	Married	0	359
Kempsey - Nambucca	20-24	Married	1	59
Kempsey - Nambucca	20-24	Never married		1327
Kempsey - Nambucca	25-34	Married	0	1001
Kempsey - Nambucca	25-34	Married	1	1053
Kempsey - Nambucca	25-34	Never married		1803
Kempsey - Nambucca	35-44	Married	0	813
Kempsey - Nambucca	35-44	Married	1	1824
Kempsey - Nambucca	35-44	Never married		1442
Kempsey - Nambucca	45-54	Married	0	845
Kempsey - Nambucca	45-54	Married	1	2474
Kempsey - Nambucca	45-54	Never married		1870
Kempsey - Nambucca	55-64	Married	0	897
Kempsey - Nambucca	55-64	Married	1	3705
Kempsey - Nambucca	55-64	Never married		2760
Kempsey - Nambucca	65-74	Married	0	544
Kempsey - Nambucca	65-74	Married	1	4212
Kempsey - Nambucca	65-74	Never married		2655
Kempsey - Nambucca	75-84	Married	0	160
Kempsey - Nambucca	75-84	Married	1	2115
Kempsey - Nambucca	75-84	Never married		1606
Kempsey - Nambucca	85+	Married	0	24
Kempsey - Nambucca	85+	Married	1	379
Kempsey - Nambucca	85+	Never married		719
Lord Howe Island	15-19	Married	0	3
Lord Howe Island	15-19	Never married		4
Lord Howe Island	25-34	Married	0	14
Lord Howe Island	25-34	Married	1	7
Lord Howe Island	25-34	Never married		30
Lord Howe Island	35-44	Married	0	17
Lord Howe Island	35-44	Married	1	23
Lord Howe Island	35-44	Never married		12
Lord Howe Island	45-54	Married	0	6
Lord Howe Island	45-54	Married	1	17
Lord Howe Island	45-54	Never married		10
Lord Howe Island	55-64	Married	0	9
Lord Howe Island	55-64	Married	1	37
Lord Howe Island	55-64	Never married		15
Lord Howe Island	65-74	Married	0	6
Lord Howe Island	65-74	Married	1	24
Lord Howe Island	65-74	Never married		14
Lord Howe Island	75-84	Married	1	15
Lord Howe Island	75-84	Never married		12
Lord Howe Island	85+	Married	1	10
Lord Howe Island	85+	Never married		4
Port Macquarie	15-19	Married	0	74
Port Macquarie	15-19	Married	1	6
Port Macquarie	15-19	Never married		4361
Port Macquarie	20-24	Married	0	720
Port Macquarie	20-24	Married	1	78
Port Macquarie	20-24	Never married		2548
Port Macquarie	25-34	Married	0	1896
Port Macquarie	25-34	Married	1	2158
Port Macquarie	25-34	Never married		2893
Port Macquarie	35-44	Married	0	1293
Port Macquarie	35-44	Married	1	4515
Port Macquarie	35-44	Never married		2155
Port Macquarie	45-54	Married	0	1340
Port Macquarie	45-54	Married	1	5450
Port Macquarie	45-54	Never married		2952
Port Macquarie	55-64	Married	0	1133
Port Macquarie	55-64	Married	1	6436
Port Macquarie	55-64	Never married		3524
Port Macquarie	65-74	Married	0	781
Port Macquarie	65-74	Married	1	7723
Port Macquarie	65-74	Never married		3578
Port Macquarie	75-84	Married	0	301
Port Macquarie	75-84	Married	1	4739
Port Macquarie	75-84	Never married		2878
Port Macquarie	85+	Married	0	57
Port Macquarie	85+	Married	1	1026
Port Macquarie	85+	Never married		1574
Taree - Gloucester	15-19	Married	0	58
Taree - Gloucester	15-19	Never married		2617
Taree - Gloucester	20-24	Married	0	413
Taree - Gloucester	20-24	Married	1	78
Taree - Gloucester	20-24	Never married		1464
Taree - Gloucester	25-34	Married	0	1028
Taree - Gloucester	25-34	Married	1	1347
Taree - Gloucester	25-34	Never married		2005
Taree - Gloucester	35-44	Married	0	796
