SA3_NAME16	Religion	Denomination	Sex	persons
Maryborough - Pyrenees	Christianity	Presbyterian Reformed	M	341
Maryborough - Pyrenees	Christianity	Protestant (Other)	F	24
Maryborough - Pyrenees	Christianity	Protestant (Other)	M	25
Maryborough - Pyrenees	Christianity	Salvation Army	F	60
Maryborough - Pyrenees	Christianity	Salvation Army	M	37
Maryborough - Pyrenees	Christianity	Seventh Day Adventist	F	23
Maryborough - Pyrenees	Christianity	Seventh Day Adventist	M	13
Maryborough - Pyrenees	Christianity	Uniting Church	F	841
Maryborough - Pyrenees	Christianity	Uniting Church	M	717
Maryborough - Pyrenees	Hinduism		F	24
Maryborough - Pyrenees	Hinduism		M	34
Maryborough - Pyrenees	Islam		F	16
Maryborough - Pyrenees	Islam		M	19
Maryborough - Pyrenees	Judaism		F	12
Maryborough - Pyrenees	Judaism		M	11
Maryborough - Pyrenees	No religion		F	5779
Maryborough - Pyrenees	No religion		M	6302
Bendigo	(Other)		F	3376
Bendigo	(Other)		M	3427
Bendigo	(Other)	(Other)	F	201
Bendigo	(Other)	(Other)	M	113
Bendigo	(Other)	Australian Aboriginal Traditional	F	4
Bendigo	(Other)	Australian Aboriginal Traditional	M	9
Bendigo	(Other)	Other spiritual beliefs	F	97
Bendigo	(Other)	Other spiritual beliefs	M	51
Bendigo	(Other)	Secular beliefs	F	126
Bendigo	(Other)	Secular beliefs	M	179
Bendigo	(Other)	Sikhism	F	177
Bendigo	(Other)	Sikhism	M	215
Bendigo	Buddhism		F	739
Bendigo	Buddhism		M	585
Bendigo	Christianity		F	1220
Bendigo	Christianity		M	1004
Bendigo	Christianity	(Other)	F	11
Bendigo	Christianity	(Other)	M	15
Bendigo	Christianity	Anglican	F	5603
Bendigo	Christianity	Anglican	M	4258
Bendigo	Christianity	Baptist	F	1291
Bendigo	Christianity	Baptist	M	1098
Bendigo	Christianity	Brethren	F	89
Bendigo	Christianity	Brethren	M	85
Bendigo	Christianity	Catholic	F	10622
Bendigo	Christianity	Catholic	M	8983
Bendigo	Christianity	Churches Of Christ	F	79
Bendigo	Christianity	Churches Of Christ	M	61
Bendigo	Christianity	Eastern Orthodox	F	136
Bendigo	Christianity	Eastern Orthodox	M	172
Bendigo	Christianity	Jehovah's Witnesses	F	131
Bendigo	Christianity	Jehovah's Witnesses	M	112
Bendigo	Christianity	Latter Day Saints	F	86
Bendigo	Christianity	Latter Day Saints	M	68
Bendigo	Christianity	Lutheran	F	174
Bendigo	Christianity	Lutheran	M	135
Bendigo	Christianity	Oriental Orthodox	F	47
Bendigo	Christianity	Oriental Orthodox	M	62
Bendigo	Christianity	Pentecostal	F	625
Bendigo	Christianity	Pentecostal	M	499
Bendigo	Christianity	Presbyterian Reformed	F	858
Bendigo	Christianity	Presbyterian Reformed	M	729
Bendigo	Christianity	Protestant (Other)	F	109
Bendigo	Christianity	Protestant (Other)	M	83
Bendigo	Christianity	Salvation Army	F	95
Bendigo	Christianity	Salvation Army	M	55
Bendigo	Christianity	Seventh Day Adventist	F	135
Bendigo	Christianity	Seventh Day Adventist	M	134
Bendigo	Christianity	Uniting Church	F	2899
Bendigo	Christianity	Uniting Church	M	2081
Bendigo	Hinduism		F	371
Bendigo	Hinduism		M	432
Bendigo	Islam		F	345
Bendigo	Islam		M	389
Bendigo	Judaism		F	22
Bendigo	Judaism		M	22
Bendigo	No religion		F	23895
Bendigo	No religion		M	24390
Heathcote - Castlemaine - Kyneton	(Other)		F	2260
Heathcote - Castlemaine - Kyneton	(Other)		M	2842
Heathcote - Castlemaine - Kyneton	(Other)	(Other)	F	134
Heathcote - Castlemaine - Kyneton	(Other)	(Other)	M	77
Heathcote - Castlemaine - Kyneton	(Other)	Australian Aboriginal Traditional	F	6
Heathcote - Castlemaine - Kyneton	(Other)	Australian Aboriginal Traditional	M	4
Heathcote - Castlemaine - Kyneton	(Other)	Other spiritual beliefs	F	112
Heathcote - Castlemaine - Kyneton	(Other)	Other spiritual beliefs	M	50
Heathcote - Castlemaine - Kyneton	(Other)	Secular beliefs	F	100
Heathcote - Castlemaine - Kyneton	(Other)	Secular beliefs	M	126
Heathcote - Castlemaine - Kyneton	(Other)	Sikhism	F	17
Heathcote - Castlemaine - Kyneton	(Other)	Sikhism	M	19
Heathcote - Castlemaine - Kyneton	Buddhism		F	226
Heathcote - Castlemaine - Kyneton	Buddhism		M	171
Heathcote - Castlemaine - Kyneton	Christianity		F	488
Heathcote - Castlemaine - Kyneton	Christianity		M	396
Heathcote - Castlemaine - Kyneton	Christianity	(Other)	F	22
Heathcote - Castlemaine - Kyneton	Christianity	(Other)	M	20
Heathcote - Castlemaine - Kyneton	Christianity	Anglican	F	2548
Heathcote - Castlemaine - Kyneton	Christianity	Anglican	M	2106
Heathcote - Castlemaine - Kyneton	Christianity	Baptist	F	345
Heathcote - Castlemaine - Kyneton	Christianity	Baptist	M	310
Heathcote - Castlemaine - Kyneton	Christianity	Brethren	F	109
Heathcote - Castlemaine - Kyneton	Christianity	Brethren	M	120
Heathcote - Castlemaine - Kyneton	Christianity	Catholic	F	4111
Heathcote - Castlemaine - Kyneton	Christianity	Catholic	M	3917
Heathcote - Castlemaine - Kyneton	Christianity	Churches Of Christ	F	61
Heathcote - Castlemaine - Kyneton	Christianity	Churches Of Christ	M	49
Heathcote - Castlemaine - Kyneton	Christianity	Eastern Orthodox	F	128
Heathcote - Castlemaine - Kyneton	Christianity	Eastern Orthodox	M	138
Heathcote - Castlemaine - Kyneton	Christianity	Jehovah's Witnesses	F	37
Heathcote - Castlemaine - Kyneton	Christianity	Jehovah's Witnesses	M	26
Heathcote - Castlemaine - Kyneton	Christianity	Latter Day Saints	F	14
Heathcote - Castlemaine - Kyneton	Christianity	Latter Day Saints	M	17
Heathcote - Castlemaine - Kyneton	Christianity	Lutheran	F	82
Heathcote - Castlemaine - Kyneton	Christianity	Lutheran	M	64
Heathcote - Castlemaine - Kyneton	Christianity	Oriental Orthodox	F	4
Heathcote - Castlemaine - Kyneton	Christianity	Oriental Orthodox	M	3
Heathcote - Castlemaine - Kyneton	Christianity	Pentecostal	F	128
Heathcote - Castlemaine - Kyneton	Christianity	Pentecostal	M	116
Heathcote - Castlemaine - Kyneton	Christianity	Presbyterian Reformed	F	432
Heathcote - Castlemaine - Kyneton	Christianity	Presbyterian Reformed	M	378
Heathcote - Castlemaine - Kyneton	Christianity	Protestant (Other)	F	56
Heathcote - Castlemaine - Kyneton	Christianity	Protestant (Other)	M	54
Heathcote - Castlemaine - Kyneton	Christianity	Salvation Army	F	35
Heathcote - Castlemaine - Kyneton	Christianity	Salvation Army	M	33
Heathcote - Castlemaine - Kyneton	Christianity	Seventh Day Adventist	F	23
Heathcote - Castlemaine - Kyneton	Christianity	Seventh Day Adventist	M	15
Heathcote - Castlemaine - Kyneton	Christianity	Uniting Church	F	1188
Heathcote - Castlemaine - Kyneton	Christianity	Uniting Church	M	929
Heathcote - Castlemaine - Kyneton	Hinduism		F	61
Heathcote - Castlemaine - Kyneton	Hinduism		M	56
Heathcote - Castlemaine - Kyneton	Islam		F	32
Heathcote - Castlemaine - Kyneton	Islam		M	54
Heathcote - Castlemaine - Kyneton	Judaism		F	54
Heathcote - Castlemaine - Kyneton	Judaism		M	36
Heathcote - Castlemaine - Kyneton	No religion		F	13507
Heathcote - Castlemaine - Kyneton	No religion		M	14062
Loddon - Elmore	(Other)		F	714
Loddon - Elmore	(Other)		M	761
Loddon - Elmore	(Other)	(Other)	F	28
Loddon - Elmore	(Other)	(Other)	M	20
Loddon - Elmore	(Other)	Other spiritual beliefs	F	13
Loddon - Elmore	(Other)	Other spiritual beliefs	M	9
Loddon - Elmore	(Other)	Secular beliefs	F	13
Loddon - Elmore	(Other)	Secular beliefs	M	6
Loddon - Elmore	Buddhism		F	50
Loddon - Elmore	Buddhism		M	40
Loddon - Elmore	Christianity		F	109
Loddon - Elmore	Christianity		M	103
Loddon - Elmore	Christianity	(Other)	F	3
Loddon - Elmore	Christianity	Anglican	F	818
Loddon - Elmore	Christianity	Anglican	M	734
Loddon - Elmore	Christianity	Baptist	F	119
Loddon - Elmore	Christianity	Baptist	M	94
Loddon - Elmore	Christianity	Catholic	F	1037
Loddon - Elmore	Christianity	Catholic	M	1000
Loddon - Elmore	Christianity	Churches Of Christ	F	30
Loddon - Elmore	Christianity	Churches Of Christ	M	23
Loddon - Elmore	Christianity	Eastern Orthodox	F	18
Loddon - Elmore	Christianity	Eastern Orthodox	M	16
Loddon - Elmore	Christianity	Jehovah's Witnesses	F	3
Loddon - Elmore	Christianity	Latter Day Saints	F	4
Loddon - Elmore	Christianity	Latter Day Saints	M	3
Loddon - Elmore	Christianity	Lutheran	F	17
Loddon - Elmore	Christianity	Lutheran	M	18
Loddon - Elmore	Christianity	Pentecostal	F	55
Loddon - Elmore	Christianity	Pentecostal	M	49
Loddon - Elmore	Christianity	Presbyterian Reformed	F	172
Loddon - Elmore	Christianity	Presbyterian Reformed	M	142
Loddon - Elmore	Christianity	Protestant (Other)	F	12
Loddon - Elmore	Christianity	Protestant (Other)	M	3
Loddon - Elmore	Christianity	Salvation Army	F	15
Loddon - Elmore	Christianity	Salvation Army	M	11
Loddon - Elmore	Christianity	Seventh Day Adventist	F	11
Loddon - Elmore	Christianity	Seventh Day Adventist	M	8
Loddon - Elmore	Christianity	Uniting Church	F	437
Loddon - Elmore	Christianity	Uniting Church	M	403
Loddon - Elmore	Hinduism		F	10
Loddon - Elmore	Hinduism		M	5
Loddon - Elmore	Islam		F	15
Loddon - Elmore	Islam		M	10
Loddon - Elmore	No religion		F	2355
Loddon - Elmore	No religion		M	2705
Barwon - West	(Other)		F	802
Barwon - West	(Other)		M	845
Barwon - West	(Other)	(Other)	F	35
Barwon - West	(Other)	(Other)	M	30
Barwon - West	(Other)	Other spiritual beliefs	F	17
Barwon - West	(Other)	Other spiritual beliefs	M	8
Barwon - West	(Other)	Secular beliefs	F	36
Barwon - West	(Other)	Secular beliefs	M	25
Barwon - West	(Other)	Sikhism	F	3
Barwon - West	(Other)	Sikhism	M	6
Barwon - West	Buddhism		F	55
Barwon - West	Buddhism		M	37
Barwon - West	Christianity		F	263
Barwon - West	Christianity		M	258
Barwon - West	Christianity	(Other)	F	3
Barwon - West	Christianity	Anglican	F	1044
Barwon - West	Christianity	Anglican	M	913
Barwon - West	Christianity	Baptist	F	154
Barwon - West	Christianity	Baptist	M	161
Barwon - West	Christianity	Catholic	F	2198
Barwon - West	Christianity	Catholic	M	2119
Barwon - West	Christianity	Churches Of Christ	F	21
Barwon - West	Christianity	Churches Of Christ	M	11
Barwon - West	Christianity	Eastern Orthodox	F	76
Barwon - West	Christianity	Eastern Orthodox	M	79
Barwon - West	Christianity	Jehovah's Witnesses	F	19
Barwon - West	Christianity	Jehovah's Witnesses	M	21
Barwon - West	Christianity	Latter Day Saints	F	7
Barwon - West	Christianity	Latter Day Saints	M	5
Barwon - West	Christianity	Lutheran	F	95
Barwon - West	Christianity	Lutheran	M	88
Barwon - West	Christianity	Pentecostal	F	75
Barwon - West	Christianity	Pentecostal	M	69
Barwon - West	Christianity	Presbyterian Reformed	F	362
Barwon - West	Christianity	Presbyterian Reformed	M	316
Barwon - West	Christianity	Protestant (Other)	F	12
Barwon - West	Christianity	Protestant (Other)	M	20
Barwon - West	Christianity	Salvation Army	F	13
Barwon - West	Christianity	Salvation Army	M	22
Barwon - West	Christianity	Seventh Day Adventist	F	30
Barwon - West	Christianity	Seventh Day Adventist	M	33
Barwon - West	Christianity	Uniting Church	F	517
Barwon - West	Christianity	Uniting Church	M	449
Barwon - West	Hinduism		F	17
Barwon - West	Hinduism		M	18
Barwon - West	Islam		F	25
Barwon - West	Islam		M	27
Barwon - West	Judaism		M	7
Barwon - West	No religion		F	5235
Barwon - West	No religion		M	5792
Geelong	(Other)		F	6577
Geelong	(Other)		M	8015
Geelong	(Other)	(Other)	F	390
Geelong	(Other)	(Other)	M	287
Geelong	(Other)	Australian Aboriginal Traditional	F	5
Geelong	(Other)	Australian Aboriginal Traditional	M	5
Geelong	(Other)	Other spiritual beliefs	F	252
Geelong	(Other)	Other spiritual beliefs	M	120
Geelong	(Other)	Secular beliefs	F	259
Geelong	(Other)	Secular beliefs	M	367
Geelong	(Other)	Sikhism	F	794
Geelong	(Other)	Sikhism	M	933
Geelong	Buddhism		F	1354
Geelong	Buddhism		M	1013
Geelong	Christianity		F	3000
Geelong	Christianity		M	2468
Geelong	Christianity	(Other)	F	94
Geelong	Christianity	(Other)	M	80
Geelong	Christianity	Anglican	F	8894
Geelong	Christianity	Anglican	M	6879
Geelong	Christianity	Assyrian Apostolic	M	3
Geelong	Christianity	Baptist	F	2079
Geelong	Christianity	Baptist	M	1731
Geelong	Christianity	Brethren	F	86
Geelong	Christianity	Brethren	M	83
Geelong	Christianity	Catholic	F	25599
Geelong	Christianity	Catholic	M	22093
Geelong	Christianity	Churches Of Christ	F	167
Geelong	Christianity	Churches Of Christ	M	117
Geelong	Christianity	Eastern Orthodox	F	1786
Geelong	Christianity	Eastern Orthodox	M	1699
Geelong	Christianity	Jehovah's Witnesses	F	362
Geelong	Christianity	Jehovah's Witnesses	M	256
Geelong	Christianity	Latter Day Saints	F	122
Geelong	Christianity	Latter Day Saints	M	110
Geelong	Christianity	Lutheran	F	766
Geelong	Christianity	Lutheran	M	588
Geelong	Christianity	Oriental Orthodox	F	72
Geelong	Christianity	Oriental Orthodox	M	80
Geelong	Christianity	Pentecostal	F	754
Geelong	Christianity	Pentecostal	M	585
Geelong	Christianity	Presbyterian Reformed	F	2262
Geelong	Christianity	Presbyterian Reformed	M	1753
Geelong	Christianity	Protestant (Other)	F	261
Geelong	Christianity	Protestant (Other)	M	227
Geelong	Christianity	Salvation Army	F	245
Geelong	Christianity	Salvation Army	M	164
Geelong	Christianity	Seventh Day Adventist	F	123
Geelong	Christianity	Seventh Day Adventist	M	104
Geelong	Christianity	Uniting Church	F	4362
Geelong	Christianity	Uniting Church	M	2988
Geelong	Hinduism		F	1358
Geelong	Hinduism		M	2027
Geelong	Islam		F	1666
Geelong	Islam		M	2204
Geelong	Judaism		F	64
Geelong	Judaism		M	64
Geelong	No religion		F	44771
Geelong	No religion		M	46386
Surf Coast - Bellarine Peninsula	(Other)		F	3055
Surf Coast - Bellarine Peninsula	(Other)		M	3027
Surf Coast - Bellarine Peninsula	(Other)	(Other)	F	108
Surf Coast - Bellarine Peninsula	(Other)	(Other)	M	62
Surf Coast - Bellarine Peninsula	(Other)	Australian Aboriginal Traditional	M	6
Surf Coast - Bellarine Peninsula	(Other)	Other spiritual beliefs	F	150
Surf Coast - Bellarine Peninsula	(Other)	Other spiritual beliefs	M	57
Surf Coast - Bellarine Peninsula	(Other)	Secular beliefs	F	119
Surf Coast - Bellarine Peninsula	(Other)	Secular beliefs	M	171
Surf Coast - Bellarine Peninsula	(Other)	Sikhism	F	60
Surf Coast - Bellarine Peninsula	(Other)	Sikhism	M	92
Surf Coast - Bellarine Peninsula	Buddhism		F	400
Surf Coast - Bellarine Peninsula	Buddhism		M	236
Surf Coast - Bellarine Peninsula	Christianity		F	962
Surf Coast - Bellarine Peninsula	Christianity		M	766
Surf Coast - Bellarine Peninsula	Christianity	(Other)	F	27
Surf Coast - Bellarine Peninsula	Christianity	(Other)	M	25
Surf Coast - Bellarine Peninsula	Christianity	Anglican	F	4924
Surf Coast - Bellarine Peninsula	Christianity	Anglican	M	3940
Surf Coast - Bellarine Peninsula	Christianity	Baptist	F	758
Surf Coast - Bellarine Peninsula	Christianity	Baptist	M	639
Surf Coast - Bellarine Peninsula	Christianity	Catholic	F	10373
Surf Coast - Bellarine Peninsula	Christianity	Catholic	M	9053
Surf Coast - Bellarine Peninsula	Christianity	Churches Of Christ	F	43
Surf Coast - Bellarine Peninsula	Christianity	Churches Of Christ	M	30
Surf Coast - Bellarine Peninsula	Christianity	Eastern Orthodox	F	404
Surf Coast - Bellarine Peninsula	Christianity	Eastern Orthodox	M	448
Surf Coast - Bellarine Peninsula	Christianity	Jehovah's Witnesses	F	123
Surf Coast - Bellarine Peninsula	Christianity	Jehovah's Witnesses	M	99
Surf Coast - Bellarine Peninsula	Christianity	Latter Day Saints	F	29
Surf Coast - Bellarine Peninsula	Christianity	Latter Day Saints	M	21
Surf Coast - Bellarine Peninsula	Christianity	Lutheran	F	243
Surf Coast - Bellarine Peninsula	Christianity	Lutheran	M	170
Surf Coast - Bellarine Peninsula	Christianity	Oriental Orthodox	F	3
Surf Coast - Bellarine Peninsula	Christianity	Oriental Orthodox	M	4
Surf Coast - Bellarine Peninsula	Christianity	Pentecostal	F	204
Surf Coast - Bellarine Peninsula	Christianity	Pentecostal	M	180
Surf Coast - Bellarine Peninsula	Christianity	Presbyterian Reformed	F	856
Surf Coast - Bellarine Peninsula	Christianity	Presbyterian Reformed	M	755
Surf Coast - Bellarine Peninsula	Christianity	Protestant (Other)	F	98
Surf Coast - Bellarine Peninsula	Christianity	Protestant (Other)	M	77
Surf Coast - Bellarine Peninsula	Christianity	Salvation Army	F	50
Surf Coast - Bellarine Peninsula	Christianity	Salvation Army	M	52
Surf Coast - Bellarine Peninsula	Christianity	Seventh Day Adventist	F	18
Surf Coast - Bellarine Peninsula	Christianity	Seventh Day Adventist	M	16
Surf Coast - Bellarine Peninsula	Christianity	Uniting Church	F	2314
Surf Coast - Bellarine Peninsula	Christianity	Uniting Church	M	1589
Surf Coast - Bellarine Peninsula	Hinduism		F	131
Surf Coast - Bellarine Peninsula	Hinduism		M	171
Surf Coast - Bellarine Peninsula	Islam		F	105
Surf Coast - Bellarine Peninsula	Islam		M	103
Surf Coast - Bellarine Peninsula	Judaism		F	42
Surf Coast - Bellarine Peninsula	Judaism		M	47
Surf Coast - Bellarine Peninsula	No religion		F	22561
Surf Coast - Bellarine Peninsula	No religion		M	23388
Upper Goulburn Valley	(Other)		F	2740
Upper Goulburn Valley	(Other)		M	2995
Upper Goulburn Valley	(Other)	(Other)	F	121
Upper Goulburn Valley	(Other)	(Other)	M	86
Upper Goulburn Valley	(Other)	Australian Aboriginal Traditional	F	3
Upper Goulburn Valley	(Other)	Australian Aboriginal Traditional	M	7
Upper Goulburn Valley	(Other)	Other spiritual beliefs	F	69
Upper Goulburn Valley	(Other)	Other spiritual beliefs	M	50
Upper Goulburn Valley	(Other)	Secular beliefs	F	81
Upper Goulburn Valley	(Other)	Secular beliefs	M	99
Upper Goulburn Valley	(Other)	Sikhism	F	60
Upper Goulburn Valley	(Other)	Sikhism	M	60
Upper Goulburn Valley	Buddhism		F	283
Upper Goulburn Valley	Buddhism		M	185
Upper Goulburn Valley	Christianity		F	519
Upper Goulburn Valley	Christianity		M	452
Upper Goulburn Valley	Christianity	(Other)	F	22
Upper Goulburn Valley	Christianity	(Other)	M	20
Upper Goulburn Valley	Christianity	Anglican	F	3779
Upper Goulburn Valley	Christianity	Anglican	M	3198
Upper Goulburn Valley	Christianity	Baptist	F	279
Upper Goulburn Valley	Christianity	Baptist	M	261
Upper Goulburn Valley	Christianity	Brethren	F	3
Upper Goulburn Valley	Christianity	Catholic	F	6236
Upper Goulburn Valley	Christianity	Catholic	M	5946
Upper Goulburn Valley	Christianity	Churches Of Christ	F	27
Upper Goulburn Valley	Christianity	Churches Of Christ	M	16
Upper Goulburn Valley	Christianity	Eastern Orthodox	F	183
Upper Goulburn Valley	Christianity	Eastern Orthodox	M	198
Upper Goulburn Valley	Christianity	Jehovah's Witnesses	F	38
Upper Goulburn Valley	Christianity	Jehovah's Witnesses	M	40
Upper Goulburn Valley	Christianity	Latter Day Saints	F	50
Upper Goulburn Valley	Christianity	Latter Day Saints	M	31
Upper Goulburn Valley	Christianity	Lutheran	F	114
Upper Goulburn Valley	Christianity	Lutheran	M	97
Upper Goulburn Valley	Christianity	Oriental Orthodox	M	5
Upper Goulburn Valley	Christianity	Pentecostal	F	114
Upper Goulburn Valley	Christianity	Pentecostal	M	99
Upper Goulburn Valley	Christianity	Presbyterian Reformed	F	759
Upper Goulburn Valley	Christianity	Presbyterian Reformed	M	705
Upper Goulburn Valley	Christianity	Protestant (Other)	F	68
Upper Goulburn Valley	Christianity	Protestant (Other)	M	70
Upper Goulburn Valley	Christianity	Salvation Army	F	65
Upper Goulburn Valley	Christianity	Salvation Army	M	57
Upper Goulburn Valley	Christianity	Seventh Day Adventist	F	71
Upper Goulburn Valley	Christianity	Seventh Day Adventist	M	62
Upper Goulburn Valley	Christianity	Uniting Church	F	1279
Upper Goulburn Valley	Christianity	Uniting Church	M	1002
Upper Goulburn Valley	Hinduism		F	88
Upper Goulburn Valley	Hinduism		M	92
Upper Goulburn Valley	Islam		F	98
Upper Goulburn Valley	Islam		M	96
Upper Goulburn Valley	Judaism		F	20
Upper Goulburn Valley	Judaism		M	13
Upper Goulburn Valley	No religion		F	12784
Upper Goulburn Valley	No religion		M	14111
Wangaratta - Benalla	(Other)		F	1954
Wangaratta - Benalla	(Other)		M	2000
Wangaratta - Benalla	(Other)	(Other)	F	78
Wangaratta - Benalla	(Other)	(Other)	M	40
Wangaratta - Benalla	(Other)	Other spiritual beliefs	F	41
Wangaratta - Benalla	(Other)	Other spiritual beliefs	M	26
Wangaratta - Benalla	(Other)	Secular beliefs	F	57
Wangaratta - Benalla	(Other)	Secular beliefs	M	56
Wangaratta - Benalla	(Other)	Sikhism	F	48
Wangaratta - Benalla	(Other)	Sikhism	M	40
Wangaratta - Benalla	Buddhism		F	187
Wangaratta - Benalla	Buddhism		M	143
Wangaratta - Benalla	Christianity		F	515
Wangaratta - Benalla	Christianity		M	427
Wangaratta - Benalla	Christianity	(Other)	F	11
Wangaratta - Benalla	Christianity	(Other)	M	9
Wangaratta - Benalla	Christianity	Anglican	F	3269
Wangaratta - Benalla	Christianity	Anglican	M	2676
Wangaratta - Benalla	Christianity	Baptist	F	223
Wangaratta - Benalla	Christianity	Baptist	M	201
Wangaratta - Benalla	Christianity	Brethren	F	45
Wangaratta - Benalla	Christianity	Brethren	M	54
Wangaratta - Benalla	Christianity	Catholic	F	5671
Wangaratta - Benalla	Christianity	Catholic	M	5006
Wangaratta - Benalla	Christianity	Churches Of Christ	F	25
Wangaratta - Benalla	Christianity	Churches Of Christ	M	13
Wangaratta - Benalla	Christianity	Eastern Orthodox	F	74
Wangaratta - Benalla	Christianity	Eastern Orthodox	M	73
Wangaratta - Benalla	Christianity	Jehovah's Witnesses	F	92
Wangaratta - Benalla	Christianity	Jehovah's Witnesses	M	75
Wangaratta - Benalla	Christianity	Latter Day Saints	F	31
Wangaratta - Benalla	Christianity	Latter Day Saints	M	15
Wangaratta - Benalla	Christianity	Lutheran	F	123
Wangaratta - Benalla	Christianity	Lutheran	M	108
Wangaratta - Benalla	Christianity	Oriental Orthodox	F	8
Wangaratta - Benalla	Christianity	Oriental Orthodox	M	8
Wangaratta - Benalla	Christianity	Pentecostal	F	184
Wangaratta - Benalla	Christianity	Pentecostal	M	149
Wangaratta - Benalla	Christianity	Presbyterian Reformed	F	691
Wangaratta - Benalla	Christianity	Presbyterian Reformed	M	613
Wangaratta - Benalla	Christianity	Protestant (Other)	F	111
Wangaratta - Benalla	Christianity	Protestant (Other)	M	96
Wangaratta - Benalla	Christianity	Salvation Army	F	80
Wangaratta - Benalla	Christianity	Salvation Army	M	43
Wangaratta - Benalla	Christianity	Seventh Day Adventist	F	43
Wangaratta - Benalla	Christianity	Seventh Day Adventist	M	34
Wangaratta - Benalla	Christianity	Uniting Church	F	1284
Wangaratta - Benalla	Christianity	Uniting Church	M	945
Wangaratta - Benalla	Hinduism		F	123
Wangaratta - Benalla	Hinduism		M	158
Wangaratta - Benalla	Islam		F	63
Wangaratta - Benalla	Islam		M	70
Wangaratta - Benalla	Judaism		F	7
Wangaratta - Benalla	Judaism		M	12
Wangaratta - Benalla	No religion		F	9915
Wangaratta - Benalla	No religion		M	10383
Wodonga - Alpine	(Other)		F	2809
Wodonga - Alpine	(Other)		M	3167
Wodonga - Alpine	(Other)	(Other)	F	127
Wodonga - Alpine	(Other)	(Other)	M	93
Wodonga - Alpine	(Other)	Australian Aboriginal Traditional	F	4
Wodonga - Alpine	(Other)	Australian Aboriginal Traditional	M	4
Wodonga - Alpine	(Other)	Other spiritual beliefs	F	87
Wodonga - Alpine	(Other)	Other spiritual beliefs	M	58
Wodonga - Alpine	(Other)	Secular beliefs	F	84
Wodonga - Alpine	(Other)	Secular beliefs	M	112
Wodonga - Alpine	(Other)	Sikhism	F	95
Wodonga - Alpine	(Other)	Sikhism	M	107
Wodonga - Alpine	Buddhism		F	282
Wodonga - Alpine	Buddhism		M	224
Wodonga - Alpine	Christianity		F	965
Wodonga - Alpine	Christianity		M	859
Wodonga - Alpine	Christianity	(Other)	F	21
Wodonga - Alpine	Christianity	(Other)	M	19
Wodonga - Alpine	Christianity	Anglican	F	4966
Wodonga - Alpine	Christianity	Anglican	M	4124
Wodonga - Alpine	Christianity	Baptist	F	565
Wodonga - Alpine	Christianity	Baptist	M	475
Wodonga - Alpine	Christianity	Brethren	F	4
Wodonga - Alpine	Christianity	Brethren	M	8
Wodonga - Alpine	Christianity	Catholic	F	7860
Wodonga - Alpine	Christianity	Catholic	M	6908
Wodonga - Alpine	Christianity	Churches Of Christ	F	44
Wodonga - Alpine	Christianity	Churches Of Christ	M	45
Wodonga - Alpine	Christianity	Eastern Orthodox	F	130
Wodonga - Alpine	Christianity	Eastern Orthodox	M	129
Wodonga - Alpine	Christianity	Jehovah's Witnesses	F	252
Wodonga - Alpine	Christianity	Jehovah's Witnesses	M	199
Wodonga - Alpine	Christianity	Latter Day Saints	F	38
Wodonga - Alpine	Christianity	Latter Day Saints	M	38
Wodonga - Alpine	Christianity	Lutheran	F	409
Wodonga - Alpine	Christianity	Lutheran	M	340
Wodonga - Alpine	Christianity	Oriental Orthodox	F	4
Wodonga - Alpine	Christianity	Oriental Orthodox	M	9
Wodonga - Alpine	Christianity	Pentecostal	F	336
Wodonga - Alpine	Christianity	Pentecostal	M	280
Wodonga - Alpine	Christianity	Presbyterian Reformed	F	733
Wodonga - Alpine	Christianity	Presbyterian Reformed	M	659
Wodonga - Alpine	Christianity	Protestant (Other)	F	133
Wodonga - Alpine	Christianity	Protestant (Other)	M	110
Wodonga - Alpine	Christianity	Salvation Army	F	69
Wodonga - Alpine	Christianity	Salvation Army	M	48
Wodonga - Alpine	Christianity	Seventh Day Adventist	F	94
Wodonga - Alpine	Christianity	Seventh Day Adventist	M	70
Wodonga - Alpine	Christianity	Uniting Church	F	1667
Wodonga - Alpine	Christianity	Uniting Church	M	1216
Wodonga - Alpine	Hinduism		F	284
Wodonga - Alpine	Hinduism		M	295
Wodonga - Alpine	Islam		F	89
Wodonga - Alpine	Islam		M	126
Wodonga - Alpine	Judaism		F	21
Wodonga - Alpine	Judaism		M	20
Wodonga - Alpine	No religion		F	16674
Wodonga - Alpine	No religion		M	17885
Baw Baw	(Other)		F	2170
Baw Baw	(Other)		M	2200
Baw Baw	(Other)	(Other)	F	105
Baw Baw	(Other)	(Other)	M	67
Baw Baw	(Other)	Australian Aboriginal Traditional	F	3
Baw Baw	(Other)	Other spiritual beliefs	F	59
Baw Baw	(Other)	Other spiritual beliefs	M	28
Baw Baw	(Other)	Secular beliefs	F	89
Baw Baw	(Other)	Secular beliefs	M	83
Baw Baw	(Other)	Sikhism	F	69
Baw Baw	(Other)	Sikhism	M	58
Baw Baw	Buddhism		F	281
Baw Baw	Buddhism		M	186
Baw Baw	Christianity		F	894
Baw Baw	Christianity		M	744
Baw Baw	Christianity	(Other)	F	17
Baw Baw	Christianity	(Other)	M	18
Baw Baw	Christianity	Anglican	F	3411
Baw Baw	Christianity	Anglican	M	2731
Baw Baw	Christianity	Baptist	F	393
Baw Baw	Christianity	Baptist	M	360
