SA3_NAME21	MaxSchoolingCompleted	adults
Cottesloe - Claremont	Year 10	4831
Cottesloe - Claremont	Year 11	3012
Cottesloe - Claremont	Year 12	46564
Perth City	Did not go to school	486
Perth City	Year 8	1512
Perth City	Year 9	1840
Perth City	Year 10	8315
Perth City	Year 11	5106
Perth City	Year 12	71545
Bayswater - Bassendean	Did not go to school	661
Bayswater - Bassendean	Year 8	2583
Bayswater - Bassendean	Year 9	2573
Bayswater - Bassendean	Year 10	11522
Bayswater - Bassendean	Year 11	5568
Bayswater - Bassendean	Year 12	43892
Mundaring	Did not go to school	199
Mundaring	Year 8	924
Mundaring	Year 9	1673
Mundaring	Year 10	9428
Mundaring	Year 11	3808
Mundaring	Year 12	17979
Swan	Did not go to school	1208
Swan	Year 8	3265
Swan	Year 9	5151
Swan	Year 10	24664
Swan	Year 11	12365
Swan	Year 12	62701
Joondalup	Did not go to school	330
Joondalup	Year 8	2033
Joondalup	Year 9	4700
Joondalup	Year 10	24446
Joondalup	Year 11	12669
Joondalup	Year 12	81305
Stirling	Did not go to school	1896
Stirling	Year 8	5864
Stirling	Year 9	5950
Stirling	Year 10	24894
Stirling	Year 11	12460
Stirling	Year 12	111395
Wanneroo	Did not go to school	1771
Wanneroo	Year 8	4070
Wanneroo	Year 9	6925
Wanneroo	Year 10	32486
Wanneroo	Year 11	17327
Wanneroo	Year 12	91341
Armadale	Did not go to school	477
Armadale	Year 8	1716
Armadale	Year 9	3383
Armadale	Year 10	15761
Armadale	Year 11	7575
Armadale	Year 12	38823
Belmont - Victoria Park	Did not go to school	565
Belmont - Victoria Park	Year 8	1625
Belmont - Victoria Park	Year 9	1948
Belmont - Victoria Park	Year 10	9061
Belmont - Victoria Park	Year 11	4805
Belmont - Victoria Park	Year 12	40932
Canning	Did not go to school	751
Canning	Year 8	2205
Canning	Year 9	2746
Canning	Year 10	10949
Canning	Year 11	5653
Canning	Year 12	54604
Gosnells	Did not go to school	1712
Gosnells	Year 8	3462
Gosnells	Year 9	4501
Gosnells	Year 10	20549
Gosnells	Year 11	9169
Gosnells	Year 12	54784
Kalamunda	Did not go to school	259
Kalamunda	Year 8	1171
Kalamunda	Year 9	2276
Kalamunda	Year 10	10765
Kalamunda	Year 11	5089
Kalamunda	Year 12	25395
Serpentine - Jarrahdale	Did not go to school	81
Serpentine - Jarrahdale	Year 8	477
Serpentine - Jarrahdale	Year 9	1254
Serpentine - Jarrahdale	Year 10	6442
Serpentine - Jarrahdale	Year 11	3076
Serpentine - Jarrahdale	Year 12	11512
South Perth	Did not go to school	155
South Perth	Year 8	549
South Perth	Year 9	957
South Perth	Year 10	4192
South Perth	Year 11	2295
South Perth	Year 12	26721
Cockburn	Did not go to school	588
Cockburn	Year 8	2800
Cockburn	Year 9	3708
Cockburn	Year 10	17396
Cockburn	Year 11	8832
Cockburn	Year 12	54950
Fremantle	Did not go to school	179
Fremantle	Year 8	955
Fremantle	Year 9	987
Fremantle	Year 10	4328
Fremantle	Year 11	2268
Fremantle	Year 12	22713
Kwinana	Did not go to school	261
Kwinana	Year 8	926
Kwinana	Year 9	1666
Kwinana	Year 10	8510
Kwinana	Year 11	3730
Kwinana	Year 12	18139
Melville	Did not go to school	357
Melville	Year 8	1741
Melville	Year 9	2796
Melville	Year 10	12642
Melville	Year 11	6225
Melville	Year 12	60074
Rockingham	Did not go to school	327
Rockingham	Year 8	2372
Rockingham	Year 9	5499
Rockingham	Year 10	26945
Rockingham	Year 11	13383
Rockingham	Year 12	50359
Albany	Did not go to school	347
Albany	Year 8	1823
Albany	Year 9	2786
Albany	Year 10	13426
Albany	Year 11	5581
Albany	Year 12	22531
Wheat Belt - North	Did not go to school	133
Wheat Belt - North	Year 8	1743
Wheat Belt - North	Year 9	2790
Wheat Belt - North	Year 10	12956
Wheat Belt - North	Year 11	5029
Wheat Belt - North	Year 12	17963
Wheat Belt - South	Did not go to school	58
Wheat Belt - South	Year 8	569
Wheat Belt - South	Year 9	937
Wheat Belt - South	Year 10	4130
Wheat Belt - South	Year 11	1708
Wheat Belt - South	Year 12	6590
Kimberley	Did not go to school	307
Kimberley	Year 8	1118
Kimberley	Year 9	1392
Kimberley	Year 10	5670
Kimberley	Year 11	3122
Kimberley	Year 12	10728
East Pilbara	Did not go to school	129
East Pilbara	Year 8	388
East Pilbara	Year 9	726
East Pilbara	Year 10	3717
East Pilbara	Year 11	2309
East Pilbara	Year 12	8500
West Pilbara	Did not go to school	103
West Pilbara	Year 8	339
West Pilbara	Year 9	752
West Pilbara	Year 10	4342
West Pilbara	Year 11	2539
West Pilbara	Year 12	10062
Esperance	Did not go to school	28
Esperance	Year 8	430
Esperance	Year 9	751
Esperance	Year 10	3210
Esperance	Year 11	1637
Esperance	Year 12	5281
Gascoyne	Did not go to school	60
Gascoyne	Year 8	307
Gascoyne	Year 9	411
Gascoyne	Year 10	1818
Gascoyne	Year 11	841
Gascoyne	Year 12	3119
Goldfields	Did not go to school	171
Goldfields	Year 8	902
Goldfields	Year 9	1539
Goldfields	Year 10	7489
Goldfields	Year 11	3546
Goldfields	Year 12	11929
Mid West	Did not go to school	228
Mid West	Year 8	1711
Mid West	Year 9	2662
Mid West	Year 10	11886
Mid West	Year 11	5556
Mid West	Year 12	16921
Migratory - Offshore - Shipping (WA)	Did not go to school	3
Migratory - Offshore - Shipping (WA)	Year 9	16
Migratory - Offshore - Shipping (WA)	Year 10	61
Migratory - Offshore - Shipping (WA)	Year 11	38
Migratory - Offshore - Shipping (WA)	Year 12	174
No usual address (WA)	Did not go to school	30
No usual address (WA)	Year 8	118
No usual address (WA)	Year 9	241
No usual address (WA)	Year 10	1036
No usual address (WA)	Year 11	457
No usual address (WA)	Year 12	2024
Brighton	Did not go to school	41
Brighton	Year 8	622
Brighton	Year 9	1294
Brighton	Year 10	5123
Brighton	Year 11	1612
Brighton	Year 12	5499
Hobart - North East	Did not go to school	180
Hobart - North East	Year 8	1407
Hobart - North East	Year 9	2729
Hobart - North East	Year 10	12648
Hobart - North East	Year 11	4071
Hobart - North East	Year 12	25520
Hobart - North West	Did not go to school	493
Hobart - North West	Year 8	2171
Hobart - North West	Year 9	3543
Hobart - North West	Year 10	13075
Hobart - North West	Year 11	3885
Hobart - North West	Year 12	22182
Hobart - South and West	Did not go to school	77
Hobart - South and West	Year 8	756
Hobart - South and West	Year 9	1390
Hobart - South and West	Year 10	6236
Hobart - South and West	Year 11	2368
Hobart - South and West	Year 12	18022
Hobart Inner	Did not go to school	204
Hobart Inner	Year 8	943
Hobart Inner	Year 9	1402
Hobart Inner	Year 10	5493
Hobart Inner	Year 11	2527
Hobart Inner	Year 12	34831
Sorell - Dodges Ferry	Did not go to school	26
Sorell - Dodges Ferry	Year 8	507
Sorell - Dodges Ferry	Year 9	1084
Sorell - Dodges Ferry	Year 10	4851
Sorell - Dodges Ferry	Year 11	1427
Sorell - Dodges Ferry	Year 12	6378
Launceston	Did not go to school	673
Launceston	Year 8	2855
Launceston	Year 9	4787
Launceston	Year 10	20492
Launceston	Year 11	6098
Launceston	Year 12	33283
Meander Valley - West Tamar	Did not go to school	50
Meander Valley - West Tamar	Year 8	789
Meander Valley - West Tamar	Year 9	1762
Meander Valley - West Tamar	Year 10	6853
Meander Valley - West Tamar	Year 11	1946
Meander Valley - West Tamar	Year 12	7585
North East	Did not go to school	80
North East	Year 8	1372
North East	Year 9	3098
North East	Year 10	11689
North East	Year 11	3005
North East	Year 12	11368
Central Highlands (Tas.)	Did not go to school	24
Central Highlands (Tas.)	Year 8	471
Central Highlands (Tas.)	Year 9	950
Central Highlands (Tas.)	Year 10	3608
Central Highlands (Tas.)	Year 11	995
Central Highlands (Tas.)	Year 12	3358
Huon - Bruny Island	Did not go to school	42
Huon - Bruny Island	Year 8	561
Huon - Bruny Island	Year 9	1208
Huon - Bruny Island	Year 10	4869
Huon - Bruny Island	Year 11	1583
Huon - Bruny Island	Year 12	8434
South East Coast	Did not go to school	14
South East Coast	Year 8	285
South East Coast	Year 9	671
South East Coast	Year 10	2091
South East Coast	Year 11	505
South East Coast	Year 12	2641
Burnie - Ulverstone	Did not go to school	158
Burnie - Ulverstone	Year 8	2161
Burnie - Ulverstone	Year 9	3840
Burnie - Ulverstone	Year 10	14735
Burnie - Ulverstone	Year 11	4051
Burnie - Ulverstone	Year 12	13871
Devonport	Did not go to school	128
Devonport	Year 8	1720
Devonport	Year 9	3708
Devonport	Year 10	14636
Devonport	Year 11	3792
Devonport	Year 12	13669
West Coast	Did not go to school	34
West Coast	Year 8	621
West Coast	Year 9	1386
West Coast	Year 10	5086
West Coast	Year 11	1459
West Coast	Year 12	4584
Migratory - Offshore - Shipping (Tas.)	Year 11	3
Migratory - Offshore - Shipping (Tas.)	Year 12	7
No usual address (Tas.)	Did not go to school	8
No usual address (Tas.)	Year 8	50
No usual address (Tas.)	Year 9	75
No usual address (Tas.)	Year 10	314
No usual address (Tas.)	Year 11	94
No usual address (Tas.)	Year 12	374
Darwin City	Did not go to school	123
Darwin City	Year 8	412
Darwin City	Year 9	617
Darwin City	Year 10	2331
Darwin City	Year 11	1897
Darwin City	Year 12	15646
Darwin Suburbs	Did not go to school	473
Darwin Suburbs	Year 8	1601
Darwin Suburbs	Year 9	1646
Darwin Suburbs	Year 10	5809
Darwin Suburbs	Year 11	4449
Darwin Suburbs	Year 12	25628
Litchfield	Did not go to school	112
Litchfield	Year 8	558
Litchfield	Year 9	859
Litchfield	Year 10	4405
Litchfield	Year 11	2322
Litchfield	Year 12	6983
Palmerston	Did not go to school	159
Palmerston	Year 8	691
Palmerston	Year 9	1233
Palmerston	Year 10	5005
Palmerston	Year 11	3655
Palmerston	Year 12	14280
Alice Springs	Did not go to school	704
Alice Springs	Year 8	2445
Alice Springs	Year 9	1945
Alice Springs	Year 10	4911
Alice Springs	Year 11	3125
Alice Springs	Year 12	12685
Barkly	Did not go to school	82
Barkly	Year 8	475
Barkly	Year 9	428
Barkly	Year 10	902
Barkly	Year 11	438
Barkly	Year 12	1237
Daly - Tiwi - West Arnhem	Did not go to school	202
Daly - Tiwi - West Arnhem	Year 8	817
Daly - Tiwi - West Arnhem	Year 9	1152
Daly - Tiwi - West Arnhem	Year 10	3103
Daly - Tiwi - West Arnhem	Year 11	1915
Daly - Tiwi - West Arnhem	Year 12	3513
East Arnhem	Did not go to school	189
East Arnhem	Year 8	1085
East Arnhem	Year 9	868
East Arnhem	Year 10	1801
East Arnhem	Year 11	1242
East Arnhem	Year 12	3235
Katherine	Did not go to school	297
Katherine	Year 8	1014
Katherine	Year 9	1210
Katherine	Year 10	2913
Katherine	Year 11	1917
Katherine	Year 12	4714
Migratory - Offshore - Shipping (NT)	Year 9	5
Migratory - Offshore - Shipping (NT)	Year 10	21
Migratory - Offshore - Shipping (NT)	Year 11	8
Migratory - Offshore - Shipping (NT)	Year 12	29
No usual address (NT)	Did not go to school	28
No usual address (NT)	Year 8	127
No usual address (NT)	Year 9	173
No usual address (NT)	Year 10	473
No usual address (NT)	Year 11	255
No usual address (NT)	Year 12	805
Belconnen	Did not go to school	534
Belconnen	Year 8	2108
Belconnen	Year 9	2820
Belconnen	Year 10	10746
Belconnen	Year 11	3989
Belconnen	Year 12	63108
Canberra East	Did not go to school	11
Canberra East	Year 8	71
Canberra East	Year 9	70
Canberra East	Year 10	378
Canberra East	Year 11	68
Canberra East	Year 12	708
Gungahlin	Did not go to school	461
Gungahlin	Year 8	1254
Gungahlin	Year 9	1894
Gungahlin	Year 10	6740
Gungahlin	Year 11	3178
Gungahlin	Year 12	51515
North Canberra	Did not go to school	191
North Canberra	Year 8	764
North Canberra	Year 9	990
North Canberra	Year 10	3020
North Canberra	Year 11	1465
North Canberra	Year 12	44031
South Canberra	Did not go to school	66
South Canberra	Year 8	406
South Canberra	Year 9	591
South Canberra	Year 10	2047
South Canberra	Year 11	1019
South Canberra	Year 12	21394
Tuggeranong	Did not go to school	313
Tuggeranong	Year 8	1935
Tuggeranong	Year 9	2977
Tuggeranong	Year 10	12744
Tuggeranong	Year 11	4345
Tuggeranong	Year 12	47478
Weston Creek	Did not go to school	79
Weston Creek	Year 8	513
Weston Creek	Year 9	729
Weston Creek	Year 10	2414
Weston Creek	Year 11	868
Weston Creek	Year 12	14253
Woden Valley	Did not go to school	156
Woden Valley	Year 8	655
Woden Valley	Year 9	873
Woden Valley	Year 10	3109
Woden Valley	Year 11	1247
Woden Valley	Year 12	25082
Molonglo	Did not go to school	25
Molonglo	Year 8	77
Molonglo	Year 9	144
Molonglo	Year 10	543
Molonglo	Year 11	300
Molonglo	Year 12	7365
Uriarra - Namadgi	Year 8	8
Uriarra - Namadgi	Year 9	13
Uriarra - Namadgi	Year 10	93
Uriarra - Namadgi	Year 11	15
Uriarra - Namadgi	Year 12	308
No usual address (ACT)	Year 8	11
No usual address (ACT)	Year 9	23
No usual address (ACT)	Year 10	94
No usual address (ACT)	Year 11	44
No usual address (ACT)	Year 12	253
Christmas Island	Did not go to school	34
Christmas Island	Year 8	93
Christmas Island	Year 9	29
Christmas Island	Year 10	185
Christmas Island	Year 11	80
Christmas Island	Year 12	533
Cocos (Keeling) Islands	Did not go to school	86
Cocos (Keeling) Islands	Year 8	19
Cocos (Keeling) Islands	Year 9	8
Cocos (Keeling) Islands	Year 10	53
Cocos (Keeling) Islands	Year 11	27
Cocos (Keeling) Islands	Year 12	174
Jervis Bay	Year 8	15
Jervis Bay	Year 9	22
Jervis Bay	Year 10	23
Jervis Bay	Year 11	11
Jervis Bay	Year 12	94
Norfolk Island	Did not go to school	4
Norfolk Island	Year 8	27
Norfolk Island	Year 9	74
Norfolk Island	Year 10	492
Norfolk Island	Year 11	149
Norfolk Island	Year 12	850
No usual address (OT)	Year 12	3
