SA3_NAME16	Age	MaritalStatus	Sex	responses
South Coast	25-34	Separated	F	96
South Coast	25-34	Separated	M	37
South Coast	25-34	Widowed	F	9
South Coast	25-34	Widowed	M	4
South Coast	35-44	Divorced	F	303
South Coast	35-44	Divorced	M	195
South Coast	35-44	Married	F	1823
South Coast	35-44	Married	M	1577
South Coast	35-44	Separated	F	210
South Coast	35-44	Separated	M	120
South Coast	35-44	Widowed	F	23
South Coast	35-44	Widowed	M	3
South Coast	45-54	Divorced	F	797
South Coast	45-54	Divorced	M	544
South Coast	45-54	Married	F	2465
South Coast	45-54	Married	M	2167
South Coast	45-54	Separated	F	302
South Coast	45-54	Separated	M	226
South Coast	45-54	Widowed	F	96
South Coast	45-54	Widowed	M	32
South Coast	55-64	Divorced	F	1357
South Coast	55-64	Divorced	M	1125
South Coast	55-64	Married	F	3970
South Coast	55-64	Married	M	3459
South Coast	55-64	Separated	F	336
South Coast	55-64	Separated	M	304
South Coast	55-64	Widowed	F	357
South Coast	55-64	Widowed	M	113
South Coast	65-74	Divorced	F	1204
South Coast	65-74	Divorced	M	1226
South Coast	65-74	Married	F	4225
South Coast	65-74	Married	M	4660
South Coast	65-74	Separated	F	241
South Coast	65-74	Separated	M	311
South Coast	65-74	Widowed	F	881
South Coast	65-74	Widowed	M	288
South Coast	75-84	Divorced	F	436
South Coast	75-84	Divorced	M	417
South Coast	75-84	Married	F	1783
South Coast	75-84	Married	M	2410
South Coast	75-84	Separated	F	70
South Coast	75-84	Separated	M	98
South Coast	75-84	Widowed	F	1245
South Coast	75-84	Widowed	M	403
South Coast	85+	Divorced	F	93
South Coast	85+	Divorced	M	74
South Coast	85+	Married	F	278
South Coast	85+	Married	M	600
South Coast	85+	Separated	F	5
South Coast	85+	Separated	M	13
South Coast	85+	Widowed	F	1128
South Coast	85+	Widowed	M	330
Goulburn - Mulwaree	20-24	Married	F	38
Goulburn - Mulwaree	20-24	Married	M	32
Goulburn - Mulwaree	20-24	Separated	F	3
Goulburn - Mulwaree	25-34	Divorced	F	54
Goulburn - Mulwaree	25-34	Divorced	M	27
Goulburn - Mulwaree	25-34	Married	F	861
Goulburn - Mulwaree	25-34	Married	M	695
Goulburn - Mulwaree	25-34	Separated	F	55
Goulburn - Mulwaree	25-34	Separated	M	42
Goulburn - Mulwaree	25-34	Widowed	F	8
Goulburn - Mulwaree	35-44	Divorced	F	161
Goulburn - Mulwaree	35-44	Divorced	M	110
Goulburn - Mulwaree	35-44	Married	F	1234
Goulburn - Mulwaree	35-44	Married	M	1206
Goulburn - Mulwaree	35-44	Separated	F	120
Goulburn - Mulwaree	35-44	Separated	M	78
Goulburn - Mulwaree	35-44	Widowed	F	16
Goulburn - Mulwaree	35-44	Widowed	M	6
Goulburn - Mulwaree	45-54	Divorced	F	382
Goulburn - Mulwaree	45-54	Divorced	M	304
Goulburn - Mulwaree	45-54	Married	F	1371
Goulburn - Mulwaree	45-54	Married	M	1287
Goulburn - Mulwaree	45-54	Separated	F	145
Goulburn - Mulwaree	45-54	Separated	M	124
Goulburn - Mulwaree	45-54	Widowed	F	44
Goulburn - Mulwaree	45-54	Widowed	M	16
Goulburn - Mulwaree	55-64	Divorced	F	489
Goulburn - Mulwaree	55-64	Divorced	M	475
Goulburn - Mulwaree	55-64	Married	F	1609
Goulburn - Mulwaree	55-64	Married	M	1657
Goulburn - Mulwaree	55-64	Separated	F	146
Goulburn - Mulwaree	55-64	Separated	M	118
Goulburn - Mulwaree	55-64	Widowed	F	139
Goulburn - Mulwaree	55-64	Widowed	M	50
Goulburn - Mulwaree	65-74	Divorced	F	423
Goulburn - Mulwaree	65-74	Divorced	M	369
Goulburn - Mulwaree	65-74	Married	F	1350
Goulburn - Mulwaree	65-74	Married	M	1474
Goulburn - Mulwaree	65-74	Separated	F	96
Goulburn - Mulwaree	65-74	Separated	M	134
Goulburn - Mulwaree	65-74	Widowed	F	374
Goulburn - Mulwaree	65-74	Widowed	M	108
Goulburn - Mulwaree	75-84	Divorced	F	152
Goulburn - Mulwaree	75-84	Divorced	M	151
Goulburn - Mulwaree	75-84	Married	F	579
Goulburn - Mulwaree	75-84	Married	M	791
Goulburn - Mulwaree	75-84	Separated	F	23
Goulburn - Mulwaree	75-84	Separated	M	44
Goulburn - Mulwaree	75-84	Widowed	F	540
Goulburn - Mulwaree	75-84	Widowed	M	198
Goulburn - Mulwaree	85+	Divorced	F	41
Goulburn - Mulwaree	85+	Divorced	M	37
Goulburn - Mulwaree	85+	Married	F	112
Goulburn - Mulwaree	85+	Married	M	207
Goulburn - Mulwaree	85+	Separated	F	4
Goulburn - Mulwaree	85+	Separated	M	7
Goulburn - Mulwaree	85+	Widowed	F	439
Goulburn - Mulwaree	85+	Widowed	M	147
Young - Yass	15-19	Divorced	M	5
Young - Yass	20-24	Married	F	36
Young - Yass	20-24	Married	M	20
Young - Yass	20-24	Widowed	M	6
Young - Yass	25-34	Divorced	F	47
Young - Yass	25-34	Divorced	M	26
Young - Yass	25-34	Married	F	746
Young - Yass	25-34	Married	M	564
Young - Yass	25-34	Separated	F	63
Young - Yass	25-34	Separated	M	34
Young - Yass	25-34	Widowed	F	6
Young - Yass	35-44	Divorced	F	174
Young - Yass	35-44	Divorced	M	91
Young - Yass	35-44	Married	F	1434
Young - Yass	35-44	Married	M	1272
Young - Yass	35-44	Separated	F	91
Young - Yass	35-44	Separated	M	59
Young - Yass	35-44	Widowed	F	14
Young - Yass	35-44	Widowed	M	5
Young - Yass	45-54	Divorced	F	370
Young - Yass	45-54	Divorced	M	272
Young - Yass	45-54	Married	F	1697
Young - Yass	45-54	Married	M	1572
Young - Yass	45-54	Separated	F	125
Young - Yass	45-54	Separated	M	162
Young - Yass	45-54	Widowed	F	38
Young - Yass	45-54	Widowed	M	14
Young - Yass	55-64	Divorced	F	433
Young - Yass	55-64	Divorced	M	356
Young - Yass	55-64	Married	F	1663
Young - Yass	55-64	Married	M	1745
Young - Yass	55-64	Separated	F	125
Young - Yass	55-64	Separated	M	137
Young - Yass	55-64	Widowed	F	118
Young - Yass	55-64	Widowed	M	43
Young - Yass	65-74	Divorced	F	371
Young - Yass	65-74	Divorced	M	358
Young - Yass	65-74	Married	F	1463
Young - Yass	65-74	Married	M	1529
Young - Yass	65-74	Separated	F	81
Young - Yass	65-74	Separated	M	115
Young - Yass	65-74	Widowed	F	332
Young - Yass	65-74	Widowed	M	105
Young - Yass	75-84	Divorced	F	136
Young - Yass	75-84	Divorced	M	153
Young - Yass	75-84	Married	F	607
Young - Yass	75-84	Married	M	876
Young - Yass	75-84	Separated	F	16
Young - Yass	75-84	Separated	M	38
Young - Yass	75-84	Widowed	F	481
Young - Yass	75-84	Widowed	M	140
Young - Yass	85+	Divorced	F	18
Young - Yass	85+	Divorced	M	20
Young - Yass	85+	Married	F	90
Young - Yass	85+	Married	M	188
Young - Yass	85+	Separated	M	4
Young - Yass	85+	Widowed	F	418
Young - Yass	85+	Widowed	M	123
Gosford	15-19	Married	M	3
Gosford	15-19	Widowed	M	5
Gosford	20-24	Divorced	F	6
Gosford	20-24	Married	F	150
Gosford	20-24	Married	M	57
Gosford	20-24	Separated	F	12
Gosford	20-24	Separated	M	3
Gosford	20-24	Widowed	F	4
Gosford	25-34	Divorced	F	193
Gosford	25-34	Divorced	M	119
Gosford	25-34	Married	F	3281
Gosford	25-34	Married	M	2394
Gosford	25-34	Separated	F	241
Gosford	25-34	Separated	M	136
Gosford	25-34	Widowed	F	16
Gosford	25-34	Widowed	M	3
Gosford	35-44	Divorced	F	909
Gosford	35-44	Divorced	M	517
Gosford	35-44	Married	F	6854
Gosford	35-44	Married	M	6201
Gosford	35-44	Separated	F	576
Gosford	35-44	Separated	M	392
Gosford	35-44	Widowed	F	45
Gosford	35-44	Widowed	M	31
Gosford	45-54	Divorced	F	1949
Gosford	45-54	Divorced	M	1357
Gosford	45-54	Married	F	6832
Gosford	45-54	Married	M	6734
Gosford	45-54	Separated	F	754
Gosford	45-54	Separated	M	643
Gosford	45-54	Widowed	F	202
Gosford	45-54	Widowed	M	57
Gosford	55-64	Divorced	F	2692
Gosford	55-64	Divorced	M	1797
Gosford	55-64	Married	F	7035
Gosford	55-64	Married	M	6826
Gosford	55-64	Separated	F	689
Gosford	55-64	Separated	M	590
Gosford	55-64	Widowed	F	610
Gosford	55-64	Widowed	M	161
Gosford	65-74	Divorced	F	2560
Gosford	65-74	Divorced	M	1639
Gosford	65-74	Married	F	6256
Gosford	65-74	Married	M	6605
Gosford	65-74	Separated	F	443
Gosford	65-74	Separated	M	427
Gosford	65-74	Widowed	F	1502
Gosford	65-74	Widowed	M	423
Gosford	75-84	Divorced	F	1211
Gosford	75-84	Divorced	M	818
Gosford	75-84	Married	F	3202
Gosford	75-84	Married	M	4246
Gosford	75-84	Separated	F	142
Gosford	75-84	Separated	M	170
Gosford	75-84	Widowed	F	2440
Gosford	75-84	Widowed	M	766
Gosford	85+	Divorced	F	316
Gosford	85+	Divorced	M	133
Gosford	85+	Married	F	611
Gosford	85+	Married	M	1169
Gosford	85+	Separated	F	19
Gosford	85+	Separated	M	27
Gosford	85+	Widowed	F	2584
Gosford	85+	Widowed	M	693
Wyong	15-19	Married	F	6
Wyong	15-19	Married	M	6
Wyong	15-19	Separated	F	9
Wyong	15-19	Separated	M	6
Wyong	20-24	Married	F	162
Wyong	20-24	Married	M	97
Wyong	20-24	Separated	F	20
Wyong	20-24	Separated	M	8
Wyong	25-34	Divorced	F	271
Wyong	25-34	Divorced	M	129
Wyong	25-34	Married	F	3511
Wyong	25-34	Married	M	2594
Wyong	25-34	Separated	F	350
Wyong	25-34	Separated	M	171
Wyong	25-34	Widowed	F	19
Wyong	25-34	Widowed	M	13
Wyong	35-44	Divorced	F	949
Wyong	35-44	Divorced	M	676
Wyong	35-44	Married	F	5467
Wyong	35-44	Married	M	5086
Wyong	35-44	Separated	F	674
Wyong	35-44	Separated	M	501
Wyong	35-44	Widowed	F	65
Wyong	35-44	Widowed	M	14
Wyong	45-54	Divorced	F	1954
Wyong	45-54	Divorced	M	1307
Wyong	45-54	Married	F	5577
Wyong	45-54	Married	M	5384
Wyong	45-54	Separated	F	846
Wyong	45-54	Separated	M	664
Wyong	45-54	Widowed	F	204
Wyong	45-54	Widowed	M	76
Wyong	55-64	Divorced	F	2526
Wyong	55-64	Divorced	M	1800
Wyong	55-64	Married	F	5842
Wyong	55-64	Married	M	5688
Wyong	55-64	Separated	F	747
Wyong	55-64	Separated	M	599
Wyong	55-64	Widowed	F	679
Wyong	55-64	Widowed	M	208
Wyong	65-74	Divorced	F	2272
Wyong	65-74	Divorced	M	1569
Wyong	65-74	Married	F	5426
Wyong	65-74	Married	M	5664
Wyong	65-74	Separated	F	500
Wyong	65-74	Separated	M	488
Wyong	65-74	Widowed	F	1478
Wyong	65-74	Widowed	M	489
Wyong	75-84	Divorced	F	1023
Wyong	75-84	Divorced	M	727
Wyong	75-84	Married	F	2735
Wyong	75-84	Married	M	3563
Wyong	75-84	Separated	F	134
Wyong	75-84	Separated	M	221
Wyong	75-84	Widowed	F	2436
Wyong	75-84	Widowed	M	772
Wyong	85+	Divorced	F	263
Wyong	85+	Divorced	M	122
Wyong	85+	Married	F	486
Wyong	85+	Married	M	931
Wyong	85+	Separated	F	22
Wyong	85+	Separated	M	31
Wyong	85+	Widowed	F	2120
Wyong	85+	Widowed	M	647
Bathurst	15-19	Married	M	3
Bathurst	20-24	Married	F	67
Bathurst	20-24	Married	M	50
Bathurst	20-24	Separated	F	3
Bathurst	20-24	Separated	M	4
Bathurst	25-34	Divorced	F	71
Bathurst	25-34	Divorced	M	47
Bathurst	25-34	Married	F	1058
Bathurst	25-34	Married	M	895
Bathurst	25-34	Separated	F	95
Bathurst	25-34	Separated	M	68
Bathurst	25-34	Widowed	F	3
Bathurst	25-34	Widowed	M	3
Bathurst	35-44	Divorced	F	246
Bathurst	35-44	Divorced	M	181
Bathurst	35-44	Married	F	1549
Bathurst	35-44	Married	M	1524
Bathurst	35-44	Separated	F	184
Bathurst	35-44	Separated	M	158
Bathurst	35-44	Widowed	F	19
Bathurst	35-44	Widowed	M	5
Bathurst	45-54	Divorced	F	477
Bathurst	45-54	Divorced	M	388
Bathurst	45-54	Married	F	1777
Bathurst	45-54	Married	M	1685
Bathurst	45-54	Separated	F	214
Bathurst	45-54	Separated	M	186
Bathurst	45-54	Widowed	F	77
Bathurst	45-54	Widowed	M	21
Bathurst	55-64	Divorced	F	586
Bathurst	55-64	Divorced	M	485
Bathurst	55-64	Married	F	1832
Bathurst	55-64	Married	M	1792
Bathurst	55-64	Separated	F	191
Bathurst	55-64	Separated	M	170
Bathurst	55-64	Widowed	F	138
Bathurst	55-64	Widowed	M	48
Bathurst	65-74	Divorced	F	449
Bathurst	65-74	Divorced	M	382
Bathurst	65-74	Married	F	1616
Bathurst	65-74	Married	M	1788
Bathurst	65-74	Separated	F	106
Bathurst	65-74	Separated	M	97
Bathurst	65-74	Widowed	F	370
Bathurst	65-74	Widowed	M	143
Bathurst	75-84	Divorced	F	205
Bathurst	75-84	Divorced	M	179
Bathurst	75-84	Married	F	660
Bathurst	75-84	Married	M	965
Bathurst	75-84	Separated	F	35
Bathurst	75-84	Separated	M	35
Bathurst	75-84	Widowed	F	534
Bathurst	75-84	Widowed	M	189
Bathurst	85+	Divorced	F	40
Bathurst	85+	Divorced	M	23
Bathurst	85+	Married	F	145
Bathurst	85+	Married	M	241
Bathurst	85+	Separated	F	3
Bathurst	85+	Separated	M	8
Bathurst	85+	Widowed	F	512
Bathurst	85+	Widowed	M	127
Lachlan Valley	15-19	Widowed	F	4
Lachlan Valley	20-24	Divorced	F	3
Lachlan Valley	20-24	Married	F	65
Lachlan Valley	20-24	Married	M	40
Lachlan Valley	20-24	Separated	F	9
Lachlan Valley	25-34	Divorced	F	59
Lachlan Valley	25-34	Divorced	M	50
Lachlan Valley	25-34	Married	F	1089
Lachlan Valley	25-34	Married	M	854
Lachlan Valley	25-34	Separated	F	93
Lachlan Valley	25-34	Separated	M	58
Lachlan Valley	25-34	Widowed	F	8
Lachlan Valley	25-34	Widowed	M	3
Lachlan Valley	35-44	Divorced	F	229
Lachlan Valley	35-44	Divorced	M	175
Lachlan Valley	35-44	Married	F	1638
Lachlan Valley	35-44	Married	M	1497
Lachlan Valley	35-44	Separated	F	151
Lachlan Valley	35-44	Separated	M	114
Lachlan Valley	35-44	Widowed	F	27
Lachlan Valley	35-44	Widowed	M	7
Lachlan Valley	45-54	Divorced	F	459
Lachlan Valley	45-54	Divorced	M	379
Lachlan Valley	45-54	Married	F	1906
Lachlan Valley	45-54	Married	M	1741
Lachlan Valley	45-54	Separated	F	226
Lachlan Valley	45-54	Separated	M	183
Lachlan Valley	45-54	Widowed	F	58
Lachlan Valley	45-54	Widowed	M	30
Lachlan Valley	55-64	Divorced	F	566
Lachlan Valley	55-64	Divorced	M	602
Lachlan Valley	55-64	Married	F	2244
Lachlan Valley	55-64	Married	M	2220
Lachlan Valley	55-64	Separated	F	244
Lachlan Valley	55-64	Separated	M	224
Lachlan Valley	55-64	Widowed	F	253
Lachlan Valley	55-64	Widowed	M	85
Lachlan Valley	65-74	Divorced	F	456
Lachlan Valley	65-74	Divorced	M	562
Lachlan Valley	65-74	Married	F	2061
Lachlan Valley	65-74	Married	M	2231
Lachlan Valley	65-74	Separated	F	129
Lachlan Valley	65-74	Separated	M	185
Lachlan Valley	65-74	Widowed	F	534
Lachlan Valley	65-74	Widowed	M	202
Lachlan Valley	75-84	Divorced	F	211
Lachlan Valley	75-84	Divorced	M	270
Lachlan Valley	75-84	Married	F	1006
Lachlan Valley	75-84	Married	M	1320
Lachlan Valley	75-84	Separated	F	29
Lachlan Valley	75-84	Separated	M	59
Lachlan Valley	75-84	Widowed	F	898
Lachlan Valley	75-84	Widowed	M	298
Lachlan Valley	85+	Divorced	F	41
Lachlan Valley	85+	Divorced	M	35
Lachlan Valley	85+	Married	F	199
Lachlan Valley	85+	Married	M	356
Lachlan Valley	85+	Separated	F	12
Lachlan Valley	85+	Separated	M	9
Lachlan Valley	85+	Widowed	F	790
Lachlan Valley	85+	Widowed	M	244
Lithgow - Mudgee	15-19	Divorced	M	3
Lithgow - Mudgee	15-19	Separated	M	8
Lithgow - Mudgee	20-24	Married	F	54
Lithgow - Mudgee	20-24	Married	M	28
Lithgow - Mudgee	20-24	Separated	F	3
Lithgow - Mudgee	25-34	Divorced	F	65
Lithgow - Mudgee	25-34	Divorced	M	37
Lithgow - Mudgee	25-34	Married	F	1010
Lithgow - Mudgee	25-34	Married	M	841
Lithgow - Mudgee	25-34	Separated	F	87
Lithgow - Mudgee	25-34	Separated	M	61
Lithgow - Mudgee	25-34	Widowed	F	5
Lithgow - Mudgee	25-34	Widowed	M	6
Lithgow - Mudgee	35-44	Divorced	F	183
Lithgow - Mudgee	35-44	Divorced	M	158
Lithgow - Mudgee	35-44	Married	F	1433
Lithgow - Mudgee	35-44	Married	M	1350
Lithgow - Mudgee	35-44	Separated	F	172
Lithgow - Mudgee	35-44	Separated	M	128
Lithgow - Mudgee	35-44	Widowed	F	13
Lithgow - Mudgee	35-44	Widowed	M	7
Lithgow - Mudgee	45-54	Divorced	F	453
Lithgow - Mudgee	45-54	Divorced	M	363
Lithgow - Mudgee	45-54	Married	F	1761
Lithgow - Mudgee	45-54	Married	M	1588
Lithgow - Mudgee	45-54	Separated	F	144
Lithgow - Mudgee	45-54	Separated	M	163
Lithgow - Mudgee	45-54	Widowed	F	50
Lithgow - Mudgee	45-54	Widowed	M	33
Lithgow - Mudgee	55-64	Divorced	F	646
Lithgow - Mudgee	55-64	Divorced	M	558
Lithgow - Mudgee	55-64	Married	F	1959
Lithgow - Mudgee	55-64	Married	M	1946
Lithgow - Mudgee	55-64	Separated	F	159
Lithgow - Mudgee	55-64	Separated	M	193
Lithgow - Mudgee	55-64	Widowed	F	201
Lithgow - Mudgee	55-64	Widowed	M	67
Lithgow - Mudgee	65-74	Divorced	F	540
Lithgow - Mudgee	65-74	Divorced	M	543
Lithgow - Mudgee	65-74	Married	F	1708
Lithgow - Mudgee	65-74	Married	M	1895
Lithgow - Mudgee	65-74	Separated	F	125
Lithgow - Mudgee	65-74	Separated	M	143
Lithgow - Mudgee	65-74	Widowed	F	424
Lithgow - Mudgee	65-74	Widowed	M	192
Lithgow - Mudgee	75-84	Divorced	F	240
Lithgow - Mudgee	75-84	Divorced	M	225
Lithgow - Mudgee	75-84	Married	F	767
Lithgow - Mudgee	75-84	Married	M	1071
Lithgow - Mudgee	75-84	Separated	F	52
Lithgow - Mudgee	75-84	Separated	M	74
Lithgow - Mudgee	75-84	Widowed	F	704
Lithgow - Mudgee	75-84	Widowed	M	250
Lithgow - Mudgee	85+	Divorced	F	38
Lithgow - Mudgee	85+	Divorced	M	29
Lithgow - Mudgee	85+	Married	F	112
Lithgow - Mudgee	85+	Married	M	206
Lithgow - Mudgee	85+	Separated	F	8
Lithgow - Mudgee	85+	Separated	M	7
Lithgow - Mudgee	85+	Widowed	F	548
Lithgow - Mudgee	85+	Widowed	M	163
Orange	15-19	Married	F	3
Orange	20-24	Divorced	F	4
Orange	20-24	Divorced	M	4
Orange	20-24	Married	F	96
Orange	20-24	Married	M	51
Orange	20-24	Separated	F	4
Orange	20-24	Separated	M	4
Orange	25-34	Divorced	F	74
Orange	25-34	Divorced	M	63
Orange	25-34	Married	F	1613
Orange	25-34	Married	M	1277
Orange	25-34	Separated	F	108
Orange	25-34	Separated	M	70
Orange	25-34	Widowed	F	3
Orange	25-34	Widowed	M	4
Orange	35-44	Divorced	F	271
Orange	35-44	Divorced	M	197
Orange	35-44	Married	F	2335
Orange	35-44	Married	M	2142
Orange	35-44	Separated	F	205
Orange	35-44	Separated	M	116
Orange	35-44	Widowed	F	16
Orange	35-44	Widowed	M	9
Orange	45-54	Divorced	F	599
Orange	45-54	Divorced	M	403
Orange	45-54	Married	F	2303
Orange	45-54	Married	M	2247
Orange	45-54	Separated	F	206
Orange	45-54	Separated	M	173
Orange	45-54	Widowed	F	56
Orange	45-54	Widowed	M	29
Orange	55-64	Divorced	F	730
Orange	55-64	Divorced	M	568
Orange	55-64	Married	F	2261
Orange	55-64	Married	M	2166
Orange	55-64	Separated	F	184
Orange	55-64	Separated	M	178
Orange	55-64	Widowed	F	183
Orange	55-64	Widowed	M	65
Orange	65-74	Divorced	F	592
Orange	65-74	Divorced	M	449
Orange	65-74	Married	F	1889
Orange	65-74	Married	M	2061
Orange	65-74	Separated	F	111
Orange	65-74	Separated	M	117
Orange	65-74	Widowed	F	467
Orange	65-74	Widowed	M	152
Orange	75-84	Divorced	F	230
Orange	75-84	Divorced	M	182
Orange	75-84	Married	F	847
Orange	75-84	Married	M	1158
Orange	75-84	Separated	F	41
Orange	75-84	Separated	M	50
Orange	75-84	Widowed	F	713
Orange	75-84	Widowed	M	209
Orange	85+	Divorced	F	55
Orange	85+	Divorced	M	39
Orange	85+	Married	F	137
Orange	85+	Married	M	277
Orange	85+	Separated	F	7
Orange	85+	Separated	M	6
Orange	85+	Widowed	F	637
Orange	85+	Widowed	M	210
Clarence Valley	20-24	Divorced	M	3
Clarence Valley	20-24	Married	F	56
Clarence Valley	20-24	Married	M	42
Clarence Valley	20-24	Separated	F	6
Clarence Valley	20-24	Separated	M	4
Clarence Valley	25-34	Divorced	F	46
Clarence Valley	25-34	Divorced	M	49
Clarence Valley	25-34	Married	F	816
Clarence Valley	25-34	Married	M	672
Clarence Valley	25-34	Separated	F	91
Clarence Valley	25-34	Separated	M	45
Clarence Valley	25-34	Widowed	F	6
Clarence Valley	25-34	Widowed	M	5
Clarence Valley	35-44	Divorced	F	251
Clarence Valley	35-44	Divorced	M	145
Clarence Valley	35-44	Married	F	1329
Clarence Valley	35-44	Married	M	1226
Clarence Valley	35-44	Separated	F	173
Clarence Valley	35-44	Separated	M	118
Clarence Valley	35-44	Widowed	F	18
Clarence Valley	35-44	Widowed	M	9
Clarence Valley	45-54	Divorced	F	573
Clarence Valley	45-54	Divorced	M	423
Clarence Valley	45-54	Married	F	1661
Clarence Valley	45-54	Married	M	1552
Clarence Valley	45-54	Separated	F	194
Clarence Valley	45-54	Separated	M	168
Clarence Valley	45-54	Widowed	F	75
Clarence Valley	45-54	Widowed	M	23
Clarence Valley	55-64	Divorced	F	833
Clarence Valley	55-64	Divorced	M	770
Clarence Valley	55-64	Married	F	2320
Clarence Valley	55-64	Married	M	2157
Clarence Valley	55-64	Separated	F	259
Clarence Valley	55-64	Separated	M	227
Clarence Valley	55-64	Widowed	F	242
Clarence Valley	55-64	Widowed	M	65
Clarence Valley	65-74	Divorced	F	774
