SA3_NAME16	AgeChild	CoupleFamily	ParentsBornAus	children
Goulburn - Mulwaree	15-17	0	Neither	13
Goulburn - Mulwaree	15-17	1	Both	602
Goulburn - Mulwaree	15-17	1	Father only	44
Goulburn - Mulwaree	15-17	1	Mother only	38
Goulburn - Mulwaree	15-17	1	Neither	38
Goulburn - Mulwaree	18-20	0	Both	33
Goulburn - Mulwaree	18-20	0	Father only	10
Goulburn - Mulwaree	18-20	0	Mother only	3
Goulburn - Mulwaree	18-20	0	Neither	6
Goulburn - Mulwaree	18-20	1	Both	107
Goulburn - Mulwaree	18-20	1	Father only	13
Goulburn - Mulwaree	18-20	1	Mother only	10
Goulburn - Mulwaree	18-20	1	Neither	17
Goulburn - Mulwaree	21-24	0	Both	14
Goulburn - Mulwaree	21-24	1	Both	39
Goulburn - Mulwaree	21-24	1	Father only	3
Goulburn - Mulwaree	21-24	1	Neither	5
Young - Yass	0-4	0		11
Young - Yass	0-4	0	Both	236
Young - Yass	0-4	0	Father only	8
Young - Yass	0-4	0	Mother only	20
Young - Yass	0-4	0	Neither	12
Young - Yass	0-4	1		7
Young - Yass	0-4	1	Both	1386
Young - Yass	0-4	1	Father only	105
Young - Yass	0-4	1	Mother only	113
Young - Yass	0-4	1	Neither	113
Young - Yass	5-9	0		14
Young - Yass	5-9	0	Both	339
Young - Yass	5-9	0	Father only	24
Young - Yass	5-9	0	Mother only	30
Young - Yass	5-9	0	Neither	18
Young - Yass	5-9	1		5
Young - Yass	5-9	1	Both	1594
Young - Yass	5-9	1	Father only	120
Young - Yass	5-9	1	Mother only	123
Young - Yass	5-9	1	Neither	100
Young - Yass	10-12	0		7
Young - Yass	10-12	0	Both	239
Young - Yass	10-12	0	Father only	17
Young - Yass	10-12	0	Mother only	21
Young - Yass	10-12	0	Neither	10
Young - Yass	10-12	1		6
Young - Yass	10-12	1	Both	1023
Young - Yass	10-12	1	Father only	86
Young - Yass	10-12	1	Mother only	78
Young - Yass	10-12	1	Neither	53
Young - Yass	13-14	0		4
Young - Yass	13-14	0	Both	158
Young - Yass	13-14	0	Father only	8
Young - Yass	13-14	0	Mother only	15
Young - Yass	13-14	0	Neither	9
Young - Yass	13-14	1		3
Young - Yass	13-14	1	Both	635
Young - Yass	13-14	1	Father only	43
Young - Yass	13-14	1	Mother only	44
Young - Yass	13-14	1	Neither	28
Young - Yass	15-17	0		3
Young - Yass	15-17	0	Both	185
Young - Yass	15-17	0	Father only	16
Young - Yass	15-17	0	Mother only	29
Young - Yass	15-17	0	Neither	11
Young - Yass	15-17	1	Both	724
Young - Yass	15-17	1	Father only	54
Young - Yass	15-17	1	Mother only	76
Young - Yass	15-17	1	Neither	49
Young - Yass	18-20	0	Both	30
Young - Yass	18-20	0	Father only	7
Young - Yass	18-20	0	Mother only	10
Young - Yass	18-20	0	Neither	3
Young - Yass	18-20	1	Both	190
Young - Yass	18-20	1	Father only	12
Young - Yass	18-20	1	Mother only	8
Young - Yass	18-20	1	Neither	16
Young - Yass	21-24	0	Both	5
Young - Yass	21-24	0	Mother only	3
Young - Yass	21-24	1	Both	59
Young - Yass	21-24	1	Father only	8
Young - Yass	21-24	1	Mother only	3
Young - Yass	21-24	1	Neither	4
Gosford	0-4	0		21
Gosford	0-4	0	Both	910
Gosford	0-4	0	Father only	78
Gosford	0-4	0	Mother only	141
Gosford	0-4	0	Neither	53
Gosford	0-4	1		31
Gosford	0-4	1	Both	4805
Gosford	0-4	1	Father only	933
Gosford	0-4	1	Mother only	840
Gosford	0-4	1	Neither	1090
Gosford	5-9	0		34
Gosford	5-9	0	Both	1329
Gosford	5-9	0	Father only	179
Gosford	5-9	0	Mother only	267
Gosford	5-9	0	Neither	131
Gosford	5-9	1		29
Gosford	5-9	1	Both	5080
Gosford	5-9	1	Father only	877
Gosford	5-9	1	Mother only	923
Gosford	5-9	1	Neither	1250
Gosford	10-12	0		27
Gosford	10-12	0	Both	1021
Gosford	10-12	0	Father only	118
Gosford	10-12	0	Mother only	172
Gosford	10-12	0	Neither	106
Gosford	10-12	1		16
Gosford	10-12	1	Both	3021
Gosford	10-12	1	Father only	507
Gosford	10-12	1	Mother only	537
Gosford	10-12	1	Neither	752
Gosford	13-14	0		18
Gosford	13-14	0	Both	737
Gosford	13-14	0	Father only	101
Gosford	13-14	0	Mother only	119
Gosford	13-14	0	Neither	86
Gosford	13-14	1		8
Gosford	13-14	1	Both	2033
Gosford	13-14	1	Father only	315
Gosford	13-14	1	Mother only	380
Gosford	13-14	1	Neither	446
Gosford	15-17	0		17
Gosford	15-17	0	Both	878
Gosford	15-17	0	Father only	112
Gosford	15-17	0	Mother only	192
Gosford	15-17	0	Neither	126
Gosford	15-17	1		9
Gosford	15-17	1	Both	2548
Gosford	15-17	1	Father only	378
Gosford	15-17	1	Mother only	459
Gosford	15-17	1	Neither	536
Gosford	18-20	0		9
Gosford	18-20	0	Both	266
Gosford	18-20	0	Father only	50
Gosford	18-20	0	Mother only	65
Gosford	18-20	0	Neither	47
Gosford	18-20	1	Both	959
Gosford	18-20	1	Father only	150
Gosford	18-20	1	Mother only	188
Gosford	18-20	1	Neither	249
Gosford	21-24	0	Both	118
Gosford	21-24	0	Father only	27
Gosford	21-24	0	Mother only	30
Gosford	21-24	0	Neither	34
Gosford	21-24	1	Both	457
Gosford	21-24	1	Father only	66
Gosford	21-24	1	Mother only	78
Gosford	21-24	1	Neither	118
Wyong	0-4	0		69
Wyong	0-4	0	Both	1722
Wyong	0-4	0	Father only	65
Wyong	0-4	0	Mother only	179
Wyong	0-4	0	Neither	39
Wyong	0-4	1		25
Wyong	0-4	1	Both	5719
Wyong	0-4	1	Father only	563
Wyong	0-4	1	Mother only	538
Wyong	0-4	1	Neither	526
Wyong	5-9	0		55
Wyong	5-9	0	Both	2108
Wyong	5-9	0	Father only	146
Wyong	5-9	0	Mother only	255
Wyong	5-9	0	Neither	65
Wyong	5-9	1		37
Wyong	5-9	1	Both	5321
Wyong	5-9	1	Father only	551
Wyong	5-9	1	Mother only	575
Wyong	5-9	1	Neither	603
Wyong	10-12	0		45
Wyong	10-12	0	Both	1361
Wyong	10-12	0	Father only	117
Wyong	10-12	0	Mother only	176
Wyong	10-12	0	Neither	65
Wyong	10-12	1		22
Wyong	10-12	1	Both	3168
Wyong	10-12	1	Father only	329
Wyong	10-12	1	Mother only	356
Wyong	10-12	1	Neither	349
Wyong	13-14	0		30
Wyong	13-14	0	Both	955
Wyong	13-14	0	Father only	70
Wyong	13-14	0	Mother only	124
Wyong	13-14	0	Neither	53
Wyong	13-14	1		10
Wyong	13-14	1	Both	2091
Wyong	13-14	1	Father only	213
Wyong	13-14	1	Mother only	236
Wyong	13-14	1	Neither	229
Wyong	15-17	0		15
Wyong	15-17	0	Both	1096
Wyong	15-17	0	Father only	104
Wyong	15-17	0	Mother only	123
Wyong	15-17	0	Neither	60
Wyong	15-17	1		6
Wyong	15-17	1	Both	2475
Wyong	15-17	1	Father only	245
Wyong	15-17	1	Mother only	273
Wyong	15-17	1	Neither	292
Wyong	18-20	0		3
Wyong	18-20	0	Both	267
Wyong	18-20	0	Father only	35
Wyong	18-20	0	Mother only	46
Wyong	18-20	0	Neither	25
Wyong	18-20	1	Both	777
Wyong	18-20	1	Father only	81
Wyong	18-20	1	Mother only	93
Wyong	18-20	1	Neither	113
Wyong	21-24	0	Both	114
Wyong	21-24	0	Father only	18
Wyong	21-24	0	Mother only	18
Wyong	21-24	0	Neither	7
Wyong	21-24	1	Both	328
Wyong	21-24	1	Father only	35
Wyong	21-24	1	Mother only	42
Wyong	21-24	1	Neither	59
Bathurst	0-4	0		23
Bathurst	0-4	0	Both	431
Bathurst	0-4	0	Father only	20
Bathurst	0-4	0	Mother only	23
Bathurst	0-4	0	Neither	10
Bathurst	0-4	1		6
Bathurst	0-4	1	Both	1710
Bathurst	0-4	1	Father only	81
Bathurst	0-4	1	Mother only	81
Bathurst	0-4	1	Neither	197
Bathurst	5-9	0		24
Bathurst	5-9	0	Both	603
Bathurst	5-9	0	Father only	36
Bathurst	5-9	0	Mother only	31
Bathurst	5-9	0	Neither	6
Bathurst	5-9	1		10
Bathurst	5-9	1	Both	1749
Bathurst	5-9	1	Father only	119
Bathurst	5-9	1	Mother only	108
Bathurst	5-9	1	Neither	172
Bathurst	10-12	0		14
Bathurst	10-12	0	Both	393
Bathurst	10-12	0	Father only	16
Bathurst	10-12	0	Mother only	25
Bathurst	10-12	0	Neither	14
Bathurst	10-12	1		11
Bathurst	10-12	1	Both	1105
Bathurst	10-12	1	Father only	84
Bathurst	10-12	1	Mother only	69
Bathurst	10-12	1	Neither	76
Bathurst	13-14	0		4
Bathurst	13-14	0	Both	280
Bathurst	13-14	0	Father only	14
Bathurst	13-14	0	Mother only	22
Bathurst	13-14	0	Neither	10
Bathurst	13-14	1		5
Bathurst	13-14	1	Both	733
Bathurst	13-14	1	Father only	42
Bathurst	13-14	1	Mother only	49
Bathurst	13-14	1	Neither	63
Bathurst	15-17	0	Both	323
Bathurst	15-17	0	Father only	25
Bathurst	15-17	0	Mother only	24
Bathurst	15-17	0	Neither	10
Bathurst	15-17	1	Both	878
Bathurst	15-17	1	Father only	59
Bathurst	15-17	1	Mother only	74
Bathurst	15-17	1	Neither	50
Bathurst	18-20	0		4
Bathurst	18-20	0	Both	68
Bathurst	18-20	0	Father only	4
Bathurst	18-20	0	Mother only	6
Bathurst	18-20	0	Neither	5
Bathurst	18-20	1	Both	204
Bathurst	18-20	1	Father only	13
Bathurst	18-20	1	Mother only	24
Bathurst	18-20	1	Neither	22
Bathurst	21-24	0	Both	15
Bathurst	21-24	0	Neither	4
Bathurst	21-24	1	Both	55
Bathurst	21-24	1	Father only	14
Bathurst	21-24	1	Mother only	6
Bathurst	21-24	1	Neither	12
Lachlan Valley	0-4	0		17
Lachlan Valley	0-4	0	Both	553
Lachlan Valley	0-4	0	Father only	3
Lachlan Valley	0-4	0	Mother only	30
Lachlan Valley	0-4	0	Neither	9
Lachlan Valley	0-4	1		9
Lachlan Valley	0-4	1	Both	2059
Lachlan Valley	0-4	1	Father only	70
Lachlan Valley	0-4	1	Mother only	59
Lachlan Valley	0-4	1	Neither	100
Lachlan Valley	5-9	0		16
Lachlan Valley	5-9	0	Both	763
Lachlan Valley	5-9	0	Father only	17
Lachlan Valley	5-9	0	Mother only	35
Lachlan Valley	5-9	0	Neither	4
Lachlan Valley	5-9	1		14
Lachlan Valley	5-9	1	Both	2051
Lachlan Valley	5-9	1	Father only	62
Lachlan Valley	5-9	1	Mother only	57
Lachlan Valley	5-9	1	Neither	108
Lachlan Valley	10-12	0		10
Lachlan Valley	10-12	0	Both	457
Lachlan Valley	10-12	0	Father only	12
Lachlan Valley	10-12	0	Mother only	18
Lachlan Valley	10-12	0	Neither	4
Lachlan Valley	10-12	1		11
Lachlan Valley	10-12	1	Both	1312
Lachlan Valley	10-12	1	Father only	55
Lachlan Valley	10-12	1	Mother only	42
Lachlan Valley	10-12	1	Neither	48
Lachlan Valley	13-14	0		18
Lachlan Valley	13-14	0	Both	352
Lachlan Valley	13-14	0	Father only	12
Lachlan Valley	13-14	0	Mother only	20
Lachlan Valley	13-14	0	Neither	3
Lachlan Valley	13-14	1		4
Lachlan Valley	13-14	1	Both	814
Lachlan Valley	13-14	1	Father only	46
Lachlan Valley	13-14	1	Mother only	32
Lachlan Valley	13-14	1	Neither	34
Lachlan Valley	15-17	0		13
Lachlan Valley	15-17	0	Both	331
Lachlan Valley	15-17	0	Father only	9
Lachlan Valley	15-17	0	Mother only	11
Lachlan Valley	15-17	0	Neither	9
Lachlan Valley	15-17	1		5
Lachlan Valley	15-17	1	Both	910
Lachlan Valley	15-17	1	Father only	42
Lachlan Valley	15-17	1	Mother only	37
Lachlan Valley	15-17	1	Neither	48
Lachlan Valley	18-20	0	Both	38
Lachlan Valley	18-20	0	Mother only	4
Lachlan Valley	18-20	1	Both	153
Lachlan Valley	18-20	1	Father only	11
Lachlan Valley	18-20	1	Mother only	6
Lachlan Valley	18-20	1	Neither	9
Lachlan Valley	21-24	0	Both	9
Lachlan Valley	21-24	1	Both	36
Lachlan Valley	21-24	1	Neither	6
Lithgow - Mudgee	0-4	0		25
Lithgow - Mudgee	0-4	0	Both	371
Lithgow - Mudgee	0-4	0	Father only	5
Lithgow - Mudgee	0-4	0	Mother only	16
Lithgow - Mudgee	0-4	1		6
Lithgow - Mudgee	0-4	1	Both	1676
Lithgow - Mudgee	0-4	1	Father only	93
Lithgow - Mudgee	0-4	1	Mother only	68
Lithgow - Mudgee	0-4	1	Neither	74
Lithgow - Mudgee	5-9	0		18
Lithgow - Mudgee	5-9	0	Both	586
Lithgow - Mudgee	5-9	0	Father only	23
Lithgow - Mudgee	5-9	0	Mother only	24
Lithgow - Mudgee	5-9	0	Neither	10
Lithgow - Mudgee	5-9	1		11
Lithgow - Mudgee	5-9	1	Both	1874
Lithgow - Mudgee	5-9	1	Father only	82
Lithgow - Mudgee	5-9	1	Mother only	85
Lithgow - Mudgee	5-9	1	Neither	81
Lithgow - Mudgee	10-12	0		12
Lithgow - Mudgee	10-12	0	Both	364
Lithgow - Mudgee	10-12	0	Father only	8
Lithgow - Mudgee	10-12	0	Mother only	15
Lithgow - Mudgee	10-12	0	Neither	7
Lithgow - Mudgee	10-12	1		8
Lithgow - Mudgee	10-12	1	Both	1088
Lithgow - Mudgee	10-12	1	Father only	49
Lithgow - Mudgee	10-12	1	Mother only	65
Lithgow - Mudgee	10-12	1	Neither	41
Lithgow - Mudgee	13-14	0		13
Lithgow - Mudgee	13-14	0	Both	255
Lithgow - Mudgee	13-14	0	Father only	14
Lithgow - Mudgee	13-14	0	Mother only	22
Lithgow - Mudgee	13-14	0	Neither	3
Lithgow - Mudgee	13-14	1		3
Lithgow - Mudgee	13-14	1	Both	751
Lithgow - Mudgee	13-14	1	Father only	34
Lithgow - Mudgee	13-14	1	Mother only	41
Lithgow - Mudgee	13-14	1	Neither	16
Lithgow - Mudgee	15-17	0		8
Lithgow - Mudgee	15-17	0	Both	233
Lithgow - Mudgee	15-17	0	Father only	11
Lithgow - Mudgee	15-17	0	Mother only	16
Lithgow - Mudgee	15-17	0	Neither	13
Lithgow - Mudgee	15-17	1	Both	776
Lithgow - Mudgee	15-17	1	Father only	44
Lithgow - Mudgee	15-17	1	Mother only	54
Lithgow - Mudgee	15-17	1	Neither	40
Lithgow - Mudgee	18-20	0	Both	33
Lithgow - Mudgee	18-20	0	Father only	4
Lithgow - Mudgee	18-20	0	Mother only	4
Lithgow - Mudgee	18-20	0	Neither	5
Lithgow - Mudgee	18-20	1	Both	158
Lithgow - Mudgee	18-20	1	Father only	8
Lithgow - Mudgee	18-20	1	Mother only	14
Lithgow - Mudgee	18-20	1	Neither	18
Lithgow - Mudgee	21-24	0	Both	15
Lithgow - Mudgee	21-24	1	Both	40
Lithgow - Mudgee	21-24	1	Father only	4
Lithgow - Mudgee	21-24	1	Neither	5
Orange	0-4	0		9
Orange	0-4	0	Both	527
Orange	0-4	0	Father only	18
Orange	0-4	0	Mother only	38
Orange	0-4	0	Neither	6
Orange	0-4	1		8
Orange	0-4	1	Both	2588
Orange	0-4	1	Father only	160
Orange	0-4	1	Mother only	138
Orange	0-4	1	Neither	277
Orange	5-9	0		24
Orange	5-9	0	Both	730
Orange	5-9	0	Father only	10
Orange	5-9	0	Mother only	54
Orange	5-9	0	Neither	21
Orange	5-9	1		18
Orange	5-9	1	Both	2734
Orange	5-9	1	Father only	151
Orange	5-9	1	Mother only	156
Orange	5-9	1	Neither	238
Orange	10-12	0		14
Orange	10-12	0	Both	477
Orange	10-12	0	Father only	22
Orange	10-12	0	Mother only	54
Orange	10-12	0	Neither	18
Orange	10-12	1		6
Orange	10-12	1	Both	1632
Orange	10-12	1	Father only	87
Orange	10-12	1	Mother only	107
Orange	10-12	1	Neither	108
Orange	13-14	0		10
Orange	13-14	0	Both	337
Orange	13-14	0	Father only	14
Orange	13-14	0	Mother only	27
Orange	13-14	0	Neither	12
Orange	13-14	1		5
Orange	13-14	1	Both	1045
Orange	13-14	1	Father only	68
Orange	13-14	1	Mother only	72
Orange	13-14	1	Neither	84
Orange	15-17	0		3
Orange	15-17	0	Both	355
Orange	15-17	0	Father only	20
Orange	15-17	0	Mother only	29
Orange	15-17	0	Neither	13
Orange	15-17	1		3
Orange	15-17	1	Both	1170
Orange	15-17	1	Father only	71
Orange	15-17	1	Mother only	74
Orange	15-17	1	Neither	95
Orange	18-20	0		4
Orange	18-20	0	Both	60
Orange	18-20	0	Father only	9
Orange	18-20	0	Mother only	4
Orange	18-20	1	Both	256
Orange	18-20	1	Father only	16
Orange	18-20	1	Mother only	15
Orange	18-20	1	Neither	29
Orange	21-24	0	Both	10
Orange	21-24	0	Father only	3
Orange	21-24	1	Both	63
Orange	21-24	1	Father only	3
Orange	21-24	1	Mother only	7
Orange	21-24	1	Neither	13
Clarence Valley	0-4	0		23
Clarence Valley	0-4	0	Both	499
Clarence Valley	0-4	0	Father only	12
Clarence Valley	0-4	0	Mother only	34
Clarence Valley	0-4	0	Neither	3
Clarence Valley	0-4	1		5
Clarence Valley	0-4	1	Both	1521
Clarence Valley	0-4	1	Father only	105
Clarence Valley	0-4	1	Mother only	73
Clarence Valley	0-4	1	Neither	76
Clarence Valley	5-9	0		25
Clarence Valley	5-9	0	Both	661
Clarence Valley	5-9	0	Father only	25
Clarence Valley	5-9	0	Mother only	40
Clarence Valley	5-9	0	Neither	8
Clarence Valley	5-9	1		5
Clarence Valley	5-9	1	Both	1562
Clarence Valley	5-9	1	Father only	112
Clarence Valley	5-9	1	Mother only	105
Clarence Valley	5-9	1	Neither	79
Clarence Valley	10-12	0		15
Clarence Valley	10-12	0	Both	475
Clarence Valley	10-12	0	Father only	24
Clarence Valley	10-12	0	Mother only	33
Clarence Valley	10-12	0	Neither	11
Clarence Valley	10-12	1		6
Clarence Valley	10-12	1	Both	991
Clarence Valley	10-12	1	Father only	55
Clarence Valley	10-12	1	Mother only	57
Clarence Valley	10-12	1	Neither	44
Clarence Valley	13-14	0		8
Clarence Valley	13-14	0	Both	322
Clarence Valley	13-14	0	Father only	12
Clarence Valley	13-14	0	Mother only	27
Clarence Valley	13-14	0	Neither	4
Clarence Valley	13-14	1	Both	713
Clarence Valley	13-14	1	Father only	49
Clarence Valley	13-14	1	Mother only	49
Clarence Valley	13-14	1	Neither	34
Clarence Valley	15-17	0		7
Clarence Valley	15-17	0	Both	319
Clarence Valley	15-17	0	Father only	20
Clarence Valley	15-17	0	Mother only	24
Clarence Valley	15-17	0	Neither	9
Clarence Valley	15-17	1		4
Clarence Valley	15-17	1	Both	777
Clarence Valley	15-17	1	Father only	42
Clarence Valley	15-17	1	Mother only	47
Clarence Valley	15-17	1	Neither	32
Clarence Valley	18-20	0	Both	35
Clarence Valley	18-20	0	Neither	6
Clarence Valley	18-20	1	Both	123
