SA3_NAME21	AgeStudent	Sex	students
Merrylands - Guildford	5-14	F	9856
Merrylands - Guildford	5-14	M	10125
Merrylands - Guildford	15-19	F	4067
Merrylands - Guildford	15-19	M	4054
Merrylands - Guildford	20-24	F	2657
Merrylands - Guildford	20-24	M	2828
Merrylands - Guildford	25+	F	3954
Merrylands - Guildford	25+	M	3009
Parramatta	0-4	F	1411
Parramatta	0-4	M	1474
Parramatta	5-14	F	8545
Parramatta	5-14	M	8859
Parramatta	15-19	F	2682
Parramatta	15-19	M	2834
Parramatta	20-24	F	2622
Parramatta	20-24	M	2879
Parramatta	25+	F	5020
Parramatta	25+	M	4135
Pennant Hills - Epping	0-4	F	497
Pennant Hills - Epping	0-4	M	474
Pennant Hills - Epping	5-14	F	3754
Pennant Hills - Epping	5-14	M	3743
Pennant Hills - Epping	15-19	F	1533
Pennant Hills - Epping	15-19	M	1469
Pennant Hills - Epping	20-24	F	1032
Pennant Hills - Epping	20-24	M	1009
Pennant Hills - Epping	25+	F	1596
Pennant Hills - Epping	25+	M	1108
Ryde - Hunters Hill	0-4	F	1232
Ryde - Hunters Hill	0-4	M	1328
Ryde - Hunters Hill	5-14	F	7299
Ryde - Hunters Hill	5-14	M	7954
Ryde - Hunters Hill	15-19	F	3059
Ryde - Hunters Hill	15-19	M	3382
Ryde - Hunters Hill	20-24	F	2769
Ryde - Hunters Hill	20-24	M	2861
Ryde - Hunters Hill	25+	F	5037
Ryde - Hunters Hill	25+	M	3662
Bringelly - Green Valley	0-4	F	1492
Bringelly - Green Valley	0-4	M	1657
Bringelly - Green Valley	5-14	F	10105
Bringelly - Green Valley	5-14	M	10732
Bringelly - Green Valley	15-19	F	3904
Bringelly - Green Valley	15-19	M	3879
Bringelly - Green Valley	20-24	F	2001
Bringelly - Green Valley	20-24	M	1705
Bringelly - Green Valley	25+	F	2995
Bringelly - Green Valley	25+	M	1766
Fairfield	0-4	F	1140
Fairfield	0-4	M	1250
Fairfield	5-14	F	10775
Fairfield	5-14	M	11578
Fairfield	15-19	F	5508
Fairfield	15-19	M	5396
Fairfield	20-24	F	3147
Fairfield	20-24	M	2895
Fairfield	25+	F	4503
Fairfield	25+	M	3005
Liverpool	0-4	F	1215
Liverpool	0-4	M	1250
Liverpool	5-14	F	8911
Liverpool	5-14	M	9228
Liverpool	15-19	F	3429
Liverpool	15-19	M	3480
Liverpool	20-24	F	2025
Liverpool	20-24	M	1798
Liverpool	25+	F	3486
Liverpool	25+	M	2330
Cronulla - Miranda - Caringbah	0-4	F	1090
Cronulla - Miranda - Caringbah	0-4	M	1144
Cronulla - Miranda - Caringbah	5-14	F	6458
Cronulla - Miranda - Caringbah	5-14	M	6975
Cronulla - Miranda - Caringbah	15-19	F	2850
Cronulla - Miranda - Caringbah	15-19	M	2965
Cronulla - Miranda - Caringbah	20-24	F	1428
Cronulla - Miranda - Caringbah	20-24	M	1305
Cronulla - Miranda - Caringbah	25+	F	2309
Cronulla - Miranda - Caringbah	25+	M	1485
Sutherland - Menai - Heathcote	0-4	F	1195
Sutherland - Menai - Heathcote	0-4	M	1245
Sutherland - Menai - Heathcote	5-14	F	7094
Sutherland - Menai - Heathcote	5-14	M	7604
Sutherland - Menai - Heathcote	15-19	F	3085
Sutherland - Menai - Heathcote	15-19	M	3152
Sutherland - Menai - Heathcote	20-24	F	1430
Sutherland - Menai - Heathcote	20-24	M	1365
Sutherland - Menai - Heathcote	25+	F	2226
Sutherland - Menai - Heathcote	25+	M	1359
No usual address (NSW)	0-4	F	29
No usual address (NSW)	0-4	M	33
No usual address (NSW)	5-14	F	218
No usual address (NSW)	5-14	M	210
No usual address (NSW)	15-19	F	108
No usual address (NSW)	15-19	M	78
No usual address (NSW)	20-24	F	75
No usual address (NSW)	20-24	M	59
No usual address (NSW)	25+	F	208
No usual address (NSW)	25+	M	121
Ballarat	0-4	F	1021
Ballarat	0-4	M	1038
Ballarat	5-14	F	6947
Ballarat	5-14	M	7338
Ballarat	15-19	F	2759
Ballarat	15-19	M	2678
Ballarat	20-24	F	1487
Ballarat	20-24	M	1108
Ballarat	25+	F	2869
Ballarat	25+	M	1639
Creswick - Daylesford - Ballan	0-4	F	226
Creswick - Daylesford - Ballan	0-4	M	210
Creswick - Daylesford - Ballan	5-14	F	1583
Creswick - Daylesford - Ballan	5-14	M	1694
Creswick - Daylesford - Ballan	15-19	F	570
Creswick - Daylesford - Ballan	15-19	M	604
Creswick - Daylesford - Ballan	20-24	F	162
Creswick - Daylesford - Ballan	20-24	M	125
Creswick - Daylesford - Ballan	25+	F	652
Creswick - Daylesford - Ballan	25+	M	283
Maryborough - Pyrenees	0-4	F	165
Maryborough - Pyrenees	0-4	M	146
Maryborough - Pyrenees	5-14	F	1294
Maryborough - Pyrenees	5-14	M	1401
Maryborough - Pyrenees	15-19	F	450
Maryborough - Pyrenees	15-19	M	467
Maryborough - Pyrenees	20-24	F	139
Maryborough - Pyrenees	20-24	M	90
Maryborough - Pyrenees	25+	F	385
Maryborough - Pyrenees	25+	M	150
Bendigo	0-4	F	861
Bendigo	0-4	M	864
Bendigo	5-14	F	5965
Bendigo	5-14	M	6390
Bendigo	15-19	F	2265
Bendigo	15-19	M	2178
Bendigo	20-24	F	1269
Bendigo	20-24	M	934
Bendigo	25+	F	2253
Bendigo	25+	M	1233
Heathcote - Castlemaine - Kyneton	0-4	F	312
Heathcote - Castlemaine - Kyneton	0-4	M	396
Heathcote - Castlemaine - Kyneton	5-14	F	2818
Heathcote - Castlemaine - Kyneton	5-14	M	3008
Heathcote - Castlemaine - Kyneton	15-19	F	1046
Heathcote - Castlemaine - Kyneton	15-19	M	1050
Heathcote - Castlemaine - Kyneton	20-24	F	308
Heathcote - Castlemaine - Kyneton	20-24	M	261
Heathcote - Castlemaine - Kyneton	25+	F	1089
Heathcote - Castlemaine - Kyneton	25+	M	497
Loddon - Elmore	0-4	F	65
Loddon - Elmore	0-4	M	69
Loddon - Elmore	5-14	F	645
Loddon - Elmore	5-14	M	618
Loddon - Elmore	15-19	F	249
Loddon - Elmore	15-19	M	216
Loddon - Elmore	20-24	F	70
Loddon - Elmore	20-24	M	36
Loddon - Elmore	25+	F	179
Loddon - Elmore	25+	M	55
Barwon - West	0-4	F	223
Barwon - West	0-4	M	199
Barwon - West	5-14	F	1489
Barwon - West	5-14	M	1692
Barwon - West	15-19	F	578
Barwon - West	15-19	M	569
Barwon - West	20-24	F	176
Barwon - West	20-24	M	161
Barwon - West	25+	F	416
Barwon - West	25+	M	180
Geelong	0-4	F	1769
Geelong	0-4	M	1963
Geelong	5-14	F	11378
Geelong	5-14	M	11875
Geelong	15-19	F	4834
Geelong	15-19	M	4756
Geelong	20-24	F	3305
Geelong	20-24	M	2848
Geelong	25+	F	5226
Geelong	25+	M	3570
Surf Coast - Bellarine Peninsula	0-4	F	796
Surf Coast - Bellarine Peninsula	0-4	M	827
Surf Coast - Bellarine Peninsula	5-14	F	5489
Surf Coast - Bellarine Peninsula	5-14	M	5942
Surf Coast - Bellarine Peninsula	15-19	F	1879
Surf Coast - Bellarine Peninsula	15-19	M	1956
Surf Coast - Bellarine Peninsula	20-24	F	859
Surf Coast - Bellarine Peninsula	20-24	M	760
Surf Coast - Bellarine Peninsula	25+	F	1969
Surf Coast - Bellarine Peninsula	25+	M	1086
Upper Goulburn Valley	0-4	F	383
Upper Goulburn Valley	0-4	M	415
Upper Goulburn Valley	5-14	F	3006
Upper Goulburn Valley	5-14	M	3184
Upper Goulburn Valley	15-19	F	1174
Upper Goulburn Valley	15-19	M	1146
Upper Goulburn Valley	20-24	F	352
Upper Goulburn Valley	20-24	M	346
Upper Goulburn Valley	25+	F	1087
Upper Goulburn Valley	25+	M	470
Wangaratta - Benalla	0-4	F	333
Wangaratta - Benalla	0-4	M	314
Wangaratta - Benalla	5-14	F	2478
Wangaratta - Benalla	5-14	M	2614
Wangaratta - Benalla	15-19	F	1000
Wangaratta - Benalla	15-19	M	948
Wangaratta - Benalla	20-24	F	290
Wangaratta - Benalla	20-24	M	204
Wangaratta - Benalla	25+	F	854
Wangaratta - Benalla	25+	M	415
Wodonga - Alpine	0-4	F	671
Wodonga - Alpine	0-4	M	630
Wodonga - Alpine	5-14	F	4530
Wodonga - Alpine	5-14	M	4662
Wodonga - Alpine	15-19	F	1617
Wodonga - Alpine	15-19	M	1707
Wodonga - Alpine	20-24	F	636
Wodonga - Alpine	20-24	M	511
Wodonga - Alpine	25+	F	1760
Wodonga - Alpine	25+	M	889
Baw Baw	0-4	F	444
Baw Baw	0-4	M	500
Baw Baw	5-14	F	3331
Baw Baw	5-14	M	3575
Baw Baw	15-19	F	1295
Baw Baw	15-19	M	1179
Baw Baw	20-24	F	495
Baw Baw	20-24	M	344
Baw Baw	25+	F	1219
Baw Baw	25+	M	511
Gippsland - East	0-4	F	298
Gippsland - East	0-4	M	319
Gippsland - East	5-14	F	2292
Gippsland - East	5-14	M	2318
Gippsland - East	15-19	F	755
Gippsland - East	15-19	M	781
Gippsland - East	20-24	F	223
Gippsland - East	20-24	M	125
Gippsland - East	25+	F	853
Gippsland - East	25+	M	324
Gippsland - South West	0-4	F	450
Gippsland - South West	0-4	M	484
Gippsland - South West	5-14	F	3517
Gippsland - South West	5-14	M	3836
Gippsland - South West	15-19	F	1319
Gippsland - South West	15-19	M	1281
Gippsland - South West	20-24	F	369
Gippsland - South West	20-24	M	306
Gippsland - South West	25+	F	1164
Gippsland - South West	25+	M	481
Latrobe Valley	0-4	F	564
Latrobe Valley	0-4	M	570
Latrobe Valley	5-14	F	4056
Latrobe Valley	5-14	M	4414
Latrobe Valley	15-19	F	1519
Latrobe Valley	15-19	M	1478
Latrobe Valley	20-24	F	600
Latrobe Valley	20-24	M	455
Latrobe Valley	25+	F	1513
Latrobe Valley	25+	M	754
Wellington	0-4	F	314
Wellington	0-4	M	340
Wellington	5-14	F	2381
Wellington	5-14	M	2529
Wellington	15-19	F	869
Wellington	15-19	M	855
Wellington	20-24	F	266
Wellington	20-24	M	190
Wellington	25+	F	863
Wellington	25+	M	320
Brunswick - Coburg	0-4	F	605
Brunswick - Coburg	0-4	M	683
Brunswick - Coburg	5-14	F	3586
Brunswick - Coburg	5-14	M	3661
Brunswick - Coburg	15-19	F	1497
Brunswick - Coburg	15-19	M	1429
Brunswick - Coburg	20-24	F	2075
Brunswick - Coburg	20-24	M	1683
Brunswick - Coburg	25+	F	4089
Brunswick - Coburg	25+	M	2811
Darebin - South	0-4	F	455
Darebin - South	0-4	M	429
Darebin - South	5-14	F	2606
Darebin - South	5-14	M	2645
Darebin - South	15-19	F	1124
Darebin - South	15-19	M	1114
Darebin - South	20-24	F	816
Darebin - South	20-24	M	743
Darebin - South	25+	F	2236
Darebin - South	25+	M	1376
Essendon	0-4	F	567
Essendon	0-4	M	525
Essendon	5-14	F	3221
Essendon	5-14	M	3471
Essendon	15-19	F	1502
Essendon	15-19	M	1502
Essendon	20-24	F	1298
Essendon	20-24	M	1248
Essendon	25+	F	2142
Essendon	25+	M	1560
Melbourne City	0-4	F	503
Melbourne City	0-4	M	563
Melbourne City	5-14	F	2506
Melbourne City	5-14	M	2642
Melbourne City	15-19	F	3018
Melbourne City	15-19	M	2388
Melbourne City	20-24	F	8732
Melbourne City	20-24	M	7549
Melbourne City	25+	F	9985
Melbourne City	25+	M	8360
Port Phillip	0-4	F	652
Port Phillip	0-4	M	625
Port Phillip	5-14	F	3445
Port Phillip	5-14	M	3570
Port Phillip	15-19	F	1418
Port Phillip	15-19	M	1414
Port Phillip	20-24	F	1450
Port Phillip	20-24	M	1293
Port Phillip	25+	F	3990
Port Phillip	25+	M	2762
Stonnington - West	0-4	F	299
Stonnington - West	0-4	M	323
Stonnington - West	5-14	F	1609
Stonnington - West	5-14	M	1586
Stonnington - West	15-19	F	934
Stonnington - West	15-19	M	777
Stonnington - West	20-24	F	1519
Stonnington - West	20-24	M	1101
Stonnington - West	25+	F	2410
Stonnington - West	25+	M	1762
Yarra	0-4	F	527
Yarra	0-4	M	537
Yarra	5-14	F	2808
Yarra	5-14	M	2770
Yarra	15-19	F	1235
Yarra	15-19	M	998
Yarra	20-24	F	1918
Yarra	20-24	M	1405
Yarra	25+	F	3908
Yarra	25+	M	2933
Boroondara	0-4	F	1228
Boroondara	0-4	M	1263
Boroondara	5-14	F	9607
Boroondara	5-14	M	10029
Boroondara	15-19	F	5518
Boroondara	15-19	M	5689
Boroondara	20-24	F	3893
Boroondara	20-24	M	4009
Boroondara	25+	F	4282
Boroondara	25+	M	3296
Manningham - West	0-4	F	765
Manningham - West	0-4	M	797
Manningham - West	5-14	F	5186
Manningham - West	5-14	M	5558
Manningham - West	15-19	F	2312
Manningham - West	15-19	M	2527
Manningham - West	20-24	F	1543
Manningham - West	20-24	M	1698
Manningham - West	25+	F	2350
Manningham - West	25+	M	1729
Whitehorse - West	0-4	F	780
Whitehorse - West	0-4	M	828
Whitehorse - West	5-14	F	5538
Whitehorse - West	5-14	M	5631
Whitehorse - West	15-19	F	2990
Whitehorse - West	15-19	M	2927
Whitehorse - West	20-24	F	2711
Whitehorse - West	20-24	M	2883
Whitehorse - West	25+	F	3495
Whitehorse - West	25+	M	2835
Bayside	0-4	F	848
Bayside	0-4	M	817
Bayside	5-14	F	6176
Bayside	5-14	M	6442
Bayside	15-19	F	3121
Bayside	15-19	M	3266
Bayside	20-24	F	1524
Bayside	20-24	M	1684
Bayside	25+	F	1918
Bayside	25+	M	1081
Glen Eira	0-4	F	1413
Glen Eira	0-4	M	1508
Glen Eira	5-14	F	8932
Glen Eira	5-14	M	9418
Glen Eira	15-19	F	3913
Glen Eira	15-19	M	4058
Glen Eira	20-24	F	3027
Glen Eira	20-24	M	2916
Glen Eira	25+	F	4229
Glen Eira	25+	M	3193
Kingston	0-4	F	1170
Kingston	0-4	M	1139
Kingston	5-14	F	6999
Kingston	5-14	M	7373
Kingston	15-19	F	3002
Kingston	15-19	M	2947
Kingston	20-24	F	1531
Kingston	20-24	M	1437
Kingston	25+	F	2715
Kingston	25+	M	1661
Stonnington - East	0-4	F	301
Stonnington - East	0-4	M	373
Stonnington - East	5-14	F	2166
Stonnington - East	5-14	M	2298
Stonnington - East	15-19	F	1258
Stonnington - East	15-19	M	1200
Stonnington - East	20-24	F	1014
Stonnington - East	20-24	M	993
Stonnington - East	25+	F	1114
Stonnington - East	25+	M	877
Banyule	0-4	F	1158
Banyule	0-4	M	1261
Banyule	5-14	F	7290
Banyule	5-14	M	7530
Banyule	15-19	F	2870
Banyule	15-19	M	3110
Banyule	20-24	F	1863
Banyule	20-24	M	1712
Banyule	25+	F	3077
Banyule	25+	M	2134
Darebin - North	0-4	F	735
Darebin - North	0-4	M	809
Darebin - North	5-14	F	4114
Darebin - North	5-14	M	4388
Darebin - North	15-19	F	1809
Darebin - North	15-19	M	1770
Darebin - North	20-24	F	1741
Darebin - North	20-24	M	1645
Darebin - North	25+	F	3222
Darebin - North	25+	M	2590
Nillumbik - Kinglake	0-4	F	601
Nillumbik - Kinglake	0-4	M	611
Nillumbik - Kinglake	5-14	F	4199
Nillumbik - Kinglake	5-14	M	4433
Nillumbik - Kinglake	15-19	F	2034
Nillumbik - Kinglake	15-19	M	2100
Nillumbik - Kinglake	20-24	F	978
Nillumbik - Kinglake	20-24	M	989
Nillumbik - Kinglake	25+	F	1337
Nillumbik - Kinglake	25+	M	720
Whittlesea - Wallan	0-4	F	2597
Whittlesea - Wallan	0-4	M	2903
Whittlesea - Wallan	5-14	F	16213
Whittlesea - Wallan	5-14	M	17284
Whittlesea - Wallan	15-19	F	5914
Whittlesea - Wallan	15-19	M	5957
Whittlesea - Wallan	20-24	F	3409
Whittlesea - Wallan	20-24	M	3316
Whittlesea - Wallan	25+	F	6421
Whittlesea - Wallan	25+	M	4310
Keilor	0-4	F	516
Keilor	0-4	M	556
Keilor	5-14	F	3458
Keilor	5-14	M	3669
Keilor	15-19	F	1537
Keilor	15-19	M	1640
Keilor	20-24	F	776
Keilor	20-24	M	793
Keilor	25+	F	1090
Keilor	25+	M	728
Macedon Ranges	0-4	F	295
Macedon Ranges	0-4	M	291
Macedon Ranges	5-14	F	2273
Macedon Ranges	5-14	M	2384
Macedon Ranges	15-19	F	859
Macedon Ranges	15-19	M	957
Macedon Ranges	20-24	F	286
Macedon Ranges	20-24	M	296
Macedon Ranges	25+	F	605
Macedon Ranges	25+	M	289
Moreland - North	0-4	F	793
Moreland - North	0-4	M	800
Moreland - North	5-14	F	4124
Moreland - North	5-14	M	4380
Moreland - North	15-19	F	1524
Moreland - North	15-19	M	1582
Moreland - North	20-24	F	1265
Moreland - North	20-24	M	1406
Moreland - North	25+	F	2424
Moreland - North	25+	M	1957
Sunbury	0-4	F	421
Sunbury	0-4	M	407
Sunbury	5-14	F	2624
Sunbury	5-14	M	2826
Sunbury	15-19	F	1041
Sunbury	15-19	M	1028
Sunbury	20-24	F	498
Sunbury	20-24	M	451
Sunbury	25+	F	983
Sunbury	25+	M	552
Tullamarine - Broadmeadows	0-4	F	1970
Tullamarine - Broadmeadows	0-4	M	2134
Tullamarine - Broadmeadows	5-14	F	13647
Tullamarine - Broadmeadows	5-14	M	14501
Tullamarine - Broadmeadows	15-19	F	5222
Tullamarine - Broadmeadows	15-19	M	5036
Tullamarine - Broadmeadows	20-24	F	3134
Tullamarine - Broadmeadows	20-24	M	2987
Tullamarine - Broadmeadows	25+	F	5762
Tullamarine - Broadmeadows	25+	M	3850
Knox	0-4	F	1308
Knox	0-4	M	1356
Knox	5-14	F	8521
Knox	5-14	M	9366
Knox	15-19	F	3890
Knox	15-19	M	4074
Knox	20-24	F	2244
Knox	20-24	M	2180
Knox	25+	F	3493
Knox	25+	M	2303
Manningham - East	0-4	F	183
Manningham - East	0-4	M	178
Manningham - East	5-14	F	1626
Manningham - East	5-14	M	1685
Manningham - East	15-19	F	878
Manningham - East	15-19	M	984
Manningham - East	20-24	F	499
Manningham - East	20-24	M	466
Manningham - East	25+	F	443
Manningham - East	25+	M	289
Maroondah	0-4	F	1102
Maroondah	0-4	M	1195
Maroondah	5-14	F	6576
Maroondah	5-14	M	7012
Maroondah	15-19	F	2656
Maroondah	15-19	M	2871
Maroondah	20-24	F	1387
Maroondah	20-24	M	1397
Maroondah	25+	F	2759
Maroondah	25+	M	1716
Whitehorse - East	0-4	F	583
Whitehorse - East	0-4	M	656
Whitehorse - East	5-14	F	3645
Whitehorse - East	5-14	M	3737
Whitehorse - East	15-19	F	1542
Whitehorse - East	15-19	M	1692
Whitehorse - East	20-24	F	932
Whitehorse - East	20-24	M	1031
Whitehorse - East	25+	F	1553
Whitehorse - East	25+	M	1064
Yarra Ranges	0-4	F	1425
Yarra Ranges	0-4	M	1481
Yarra Ranges	5-14	F	9030
Yarra Ranges	5-14	M	9710
Yarra Ranges	15-19	F	3664
Yarra Ranges	15-19	M	3845
Yarra Ranges	20-24	F	1680
Yarra Ranges	20-24	M	1461
Yarra Ranges	25+	F	3242
Yarra Ranges	25+	M	1736
Cardinia	0-4	F	1301
Cardinia	0-4	M	1366
Cardinia	5-14	F	8027
Cardinia	5-14	M	8481
Cardinia	15-19	F	2814
Cardinia	15-19	M	2892
Cardinia	20-24	F	1330
Cardinia	20-24	M	1120
Cardinia	25+	F	2968
Cardinia	25+	M	1532
Casey - North	0-4	F	1097
Casey - North	0-4	M	1248
Casey - North	5-14	F	8442
Casey - North	5-14	M	8928
Casey - North	15-19	F	3656
Casey - North	15-19	M	3757
Casey - North	20-24	F	1971
Casey - North	20-24	M	1965
Casey - North	25+	F	3177
Casey - North	25+	M	2034
Casey - South	0-4	F	2369
Casey - South	0-4	M	2643
Casey - South	5-14	F	16601
Casey - South	5-14	M	17517
Casey - South	15-19	F	5817
Casey - South	15-19	M	5690
Casey - South	20-24	F	3222
Casey - South	20-24	M	2821
Casey - South	25+	F	6255
Casey - South	25+	M	3854
Dandenong	0-4	F	1406
Dandenong	0-4	M	1462
Dandenong	5-14	F	9707
Dandenong	5-14	M	10154
Dandenong	15-19	F	4329
Dandenong	15-19	M	4427
Dandenong	20-24	F	3352
Dandenong	20-24	M	3522
Dandenong	25+	F	5350
Dandenong	25+	M	4262
Monash	0-4	F	1331
Monash	0-4	M	1469
Monash	5-14	F	9335
Monash	5-14	M	10046
Monash	15-19	F	4780
Monash	15-19	M	4964
Monash	20-24	F	4622
Monash	20-24	M	5302
Monash	25+	F	5189
Monash	25+	M	4837
Brimbank	0-4	F	1286
Brimbank	0-4	M	1369
Brimbank	5-14	F	9573
Brimbank	5-14	M	10215
Brimbank	15-19	F	4452
Brimbank	15-19	M	4307
Brimbank	20-24	F	3036
Brimbank	20-24	M	3063
Brimbank	25+	F	4544
Brimbank	25+	M	3636
Hobsons Bay	0-4	F	809
Hobsons Bay	0-4	M	912
Hobsons Bay	5-14	F	5039
Hobsons Bay	5-14	M	5099
Hobsons Bay	15-19	F	1799
Hobsons Bay	15-19	M	1813
Hobsons Bay	20-24	F	970
Hobsons Bay	20-24	M	966
Hobsons Bay	25+	F	2136
Hobsons Bay	25+	M	1270
Maribyrnong	0-4	F	730
Maribyrnong	0-4	M	734
Maribyrnong	5-14	F	3724
Maribyrnong	5-14	M	4118
Maribyrnong	15-19	F	1499
Maribyrnong	15-19	M	1458
Maribyrnong	20-24	F	1377
Maribyrnong	20-24	M	1430
Maribyrnong	25+	F	3255
Maribyrnong	25+	M	2707
Melton - Bacchus Marsh	0-4	F	2212
Melton - Bacchus Marsh	0-4	M	2133
Melton - Bacchus Marsh	5-14	F	14639
Melton - Bacchus Marsh	5-14	M	15108
Melton - Bacchus Marsh	15-19	F	5134
Melton - Bacchus Marsh	15-19	M	5006
Melton - Bacchus Marsh	20-24	F	2353
Melton - Bacchus Marsh	20-24	M	2214
Melton - Bacchus Marsh	25+	F	4620
Melton - Bacchus Marsh	25+	M	2578
Wyndham	0-4	F	3360
Wyndham	0-4	M	3687
Wyndham	5-14	F	21665
Wyndham	5-14	M	22883
Wyndham	15-19	F	6414
Wyndham	15-19	M	6696
Wyndham	20-24	F	3949
Wyndham	20-24	M	4323
Wyndham	25+	F	8931
Wyndham	25+	M	6136
Frankston	0-4	F	1315
Frankston	0-4	M	1353
Frankston	5-14	F	7849
Frankston	5-14	M	8322
Frankston	15-19	F	2946
Frankston	15-19	M	3142
Frankston	20-24	F	1543
Frankston	20-24	M	1226
Frankston	25+	F	3197
Frankston	25+	M	1716
Mornington Peninsula	0-4	F	1223
Mornington Peninsula	0-4	M	1346
Mornington Peninsula	5-14	F	8924
Mornington Peninsula	5-14	M	9389
Mornington Peninsula	15-19	F	3634
Mornington Peninsula	15-19	M	3773
Mornington Peninsula	20-24	F	1438
Mornington Peninsula	20-24	M	1404
Mornington Peninsula	25+	F	2941
Mornington Peninsula	25+	M	1435
Grampians	0-4	F	463
Grampians	0-4	M	434
Grampians	5-14	F	2964
Grampians	5-14	M	3252
Grampians	15-19	F	1062
Grampians	15-19	M	1075
Grampians	20-24	F	308
Grampians	20-24	M	248
Grampians	25+	F	952
Grampians	25+	M	415
Mildura	0-4	F	457
Mildura	0-4	M	474
Mildura	5-14	F	3189
Mildura	5-14	M	3329
Mildura	15-19	F	1129
Mildura	15-19	M	1082
Mildura	20-24	F	390
Mildura	20-24	M	305
Mildura	25+	F	1112
Mildura	25+	M	531
Murray River - Swan Hill	0-4	F	257
Murray River - Swan Hill	0-4	M	250
Murray River - Swan Hill	5-14	F	1994
Murray River - Swan Hill	5-14	M	2062
Murray River - Swan Hill	15-19	F	631
Murray River - Swan Hill	15-19	M	702
Murray River - Swan Hill	20-24	F	236
Murray River - Swan Hill	20-24	M	151
Murray River - Swan Hill	25+	F	575
Murray River - Swan Hill	25+	M	243
Campaspe	0-4	F	251
Campaspe	0-4	M	267
Campaspe	5-14	F	2144
Campaspe	5-14	M	2191
Campaspe	15-19	F	785
Campaspe	15-19	M	828
Campaspe	20-24	F	248
Campaspe	20-24	M	178
Campaspe	25+	F	656
Campaspe	25+	M	239
Moira	0-4	F	204
Moira	0-4	M	207
Moira	5-14	F	1555
Moira	5-14	M	1666
Moira	15-19	F	602
Moira	15-19	M	568
Moira	20-24	F	163
Moira	20-24	M	123
Moira	25+	F	498
Moira	25+	M	212
Shepparton	0-4	F	502
Shepparton	0-4	M	570
Shepparton	5-14	F	3973
Shepparton	5-14	M	4277
Shepparton	15-19	F	1452
Shepparton	15-19	M	1540
Shepparton	20-24	F	606
Shepparton	20-24	M	431
Shepparton	25+	F	1376
Shepparton	25+	M	715
Glenelg - Southern Grampians	0-4	F	246
Glenelg - Southern Grampians	0-4	M	244
Glenelg - Southern Grampians	5-14	F	1850
Glenelg - Southern Grampians	5-14	M	1957
Glenelg - Southern Grampians	15-19	F	698
Glenelg - Southern Grampians	15-19	M	745
Glenelg - Southern Grampians	20-24	F	162
Glenelg - Southern Grampians	20-24	M	141
Glenelg - Southern Grampians	25+	F	591
Glenelg - Southern Grampians	25+	M	252
Colac - Corangamite	0-4	F	273
Colac - Corangamite	0-4	M	290
Colac - Corangamite	5-14	F	1983
Colac - Corangamite	5-14	M	2155
Colac - Corangamite	15-19	F	758
Colac - Corangamite	15-19	M	788
Colac - Corangamite	20-24	F	207
Colac - Corangamite	20-24	M	154
Colac - Corangamite	25+	F	550
Colac - Corangamite	25+	M	276
Warrnambool	0-4	F	395
Warrnambool	0-4	M	375
Warrnambool	5-14	F	3007
Warrnambool	5-14	M	3219
Warrnambool	15-19	F	1216
Warrnambool	15-19	M	1109
Warrnambool	20-24	F	428
Warrnambool	20-24	M	277
Warrnambool	25+	F	1058
Warrnambool	25+	M	596
No usual address (Vic.)	0-4	F	23
No usual address (Vic.)	0-4	M	39
No usual address (Vic.)	5-14	F	203
No usual address (Vic.)	5-14	M	201
No usual address (Vic.)	15-19	F	85
No usual address (Vic.)	15-19	M	57
No usual address (Vic.)	20-24	F	75
No usual address (Vic.)	20-24	M	55
No usual address (Vic.)	25+	F	175
No usual address (Vic.)	25+	M	95
Capalaba	0-4	F	600
Capalaba	0-4	M	680
Capalaba	5-14	F	4404
Capalaba	5-14	M	4838
Capalaba	15-19	F	1840
Capalaba	15-19	M	1858
Capalaba	20-24	F	721
Capalaba	20-24	M	622
Capalaba	25+	F	1536
Capalaba	25+	M	788
Cleveland - Stradbroke	0-4	F	712
Cleveland - Stradbroke	0-4	M	736
Cleveland - Stradbroke	5-14	F	5372
Cleveland - Stradbroke	5-14	M	5700
Cleveland - Stradbroke	15-19	F	2264
Cleveland - Stradbroke	15-19	M	2230
Cleveland - Stradbroke	20-24	F	836
Cleveland - Stradbroke	20-24	M	675
Cleveland - Stradbroke	25+	F	1770
Cleveland - Stradbroke	25+	M	841
Wynnum - Manly	0-4	F	688
Wynnum - Manly	0-4	M	748
Wynnum - Manly	5-14	F	4753
Wynnum - Manly	5-14	M	4926
Wynnum - Manly	15-19	F	1717
Wynnum - Manly	15-19	M	1798
Wynnum - Manly	20-24	F	723
Wynnum - Manly	20-24	M	646
Wynnum - Manly	25+	F	1684
Wynnum - Manly	25+	M	920
Bald Hills - Everton Park	0-4	F	437
Bald Hills - Everton Park	0-4	M	428
Bald Hills - Everton Park	5-14	F	2869
Bald Hills - Everton Park	5-14	M	2890
Bald Hills - Everton Park	15-19	F	1191
Bald Hills - Everton Park	15-19	M	1125
Bald Hills - Everton Park	20-24	F	628
Bald Hills - Everton Park	20-24	M	567
Bald Hills - Everton Park	25+	F	1181
Bald Hills - Everton Park	25+	M	807
Chermside	0-4	F	643
Chermside	0-4	M	656
Chermside	5-14	F	4023
Chermside	5-14	M	4203
Chermside	15-19	F	1695
Chermside	15-19	M	1638
Chermside	20-24	F	1181
Chermside	20-24	M	838
Chermside	25+	F	2158
Chermside	25+	M	1398
Nundah	0-4	F	345
