SA3_NAME16	Age5yr	ChildrenEverBorn	females
Maryborough - Pyrenees	50-54	2	269
Maryborough - Pyrenees	50-54	3	215
Maryborough - Pyrenees	50-54	4	96
Maryborough - Pyrenees	50-54	5	24
Maryborough - Pyrenees	50-54	6	17
Maryborough - Pyrenees	55-59		74
Maryborough - Pyrenees	55-59	0	145
Maryborough - Pyrenees	55-59	1	84
Maryborough - Pyrenees	55-59	2	311
Maryborough - Pyrenees	55-59	3	231
Maryborough - Pyrenees	55-59	4	94
Maryborough - Pyrenees	55-59	5	33
Maryborough - Pyrenees	55-59	6	22
Maryborough - Pyrenees	60-64		91
Maryborough - Pyrenees	60-64	0	128
Maryborough - Pyrenees	60-64	1	118
Maryborough - Pyrenees	60-64	2	306
Maryborough - Pyrenees	60-64	3	255
Maryborough - Pyrenees	60-64	4	123
Maryborough - Pyrenees	60-64	5	31
Maryborough - Pyrenees	60-64	6	26
Maryborough - Pyrenees	65-69		92
Maryborough - Pyrenees	65-69	0	133
Maryborough - Pyrenees	65-69	1	88
Maryborough - Pyrenees	65-69	2	352
Maryborough - Pyrenees	65-69	3	239
Maryborough - Pyrenees	65-69	4	134
Maryborough - Pyrenees	65-69	5	33
Maryborough - Pyrenees	65-69	6	21
Maryborough - Pyrenees	70-74		100
Maryborough - Pyrenees	70-74	0	88
Maryborough - Pyrenees	70-74	1	77
Maryborough - Pyrenees	70-74	2	296
Maryborough - Pyrenees	70-74	3	253
Maryborough - Pyrenees	70-74	4	120
Maryborough - Pyrenees	70-74	5	36
Maryborough - Pyrenees	70-74	6	22
Maryborough - Pyrenees	75-79		90
Maryborough - Pyrenees	75-79	0	59
Maryborough - Pyrenees	75-79	1	44
Maryborough - Pyrenees	75-79	2	178
Maryborough - Pyrenees	75-79	3	158
Maryborough - Pyrenees	75-79	4	99
Maryborough - Pyrenees	75-79	5	42
Maryborough - Pyrenees	75-79	6	23
Maryborough - Pyrenees	80-84		62
Maryborough - Pyrenees	80-84	0	25
Maryborough - Pyrenees	80-84	1	27
Maryborough - Pyrenees	80-84	2	84
Maryborough - Pyrenees	80-84	3	100
Maryborough - Pyrenees	80-84	4	72
Maryborough - Pyrenees	80-84	5	34
Maryborough - Pyrenees	80-84	6	28
Maryborough - Pyrenees	85+		55
Maryborough - Pyrenees	85+	0	34
Maryborough - Pyrenees	85+	1	30
Maryborough - Pyrenees	85+	2	86
Maryborough - Pyrenees	85+	3	76
Maryborough - Pyrenees	85+	4	68
Maryborough - Pyrenees	85+	5	38
Maryborough - Pyrenees	85+	6	40
Bendigo	15-19		274
Bendigo	15-19	0	2704
Bendigo	15-19	1	22
Bendigo	20-24		220
Bendigo	20-24	0	2766
Bendigo	20-24	1	216
Bendigo	20-24	2	72
Bendigo	20-24	3	12
Bendigo	20-24	6	5
Bendigo	25-29		236
Bendigo	25-29	0	2215
Bendigo	25-29	1	560
Bendigo	25-29	2	425
Bendigo	25-29	3	138
Bendigo	25-29	4	42
Bendigo	25-29	5	9
Bendigo	25-29	6	6
Bendigo	30-34		196
Bendigo	30-34	0	1260
Bendigo	30-34	1	765
Bendigo	30-34	2	892
Bendigo	30-34	3	362
Bendigo	30-34	4	105
Bendigo	30-34	5	31
Bendigo	30-34	6	11
Bendigo	35-39		189
Bendigo	35-39	0	655
Bendigo	35-39	1	563
Bendigo	35-39	2	1143
Bendigo	35-39	3	636
Bendigo	35-39	4	186
Bendigo	35-39	5	55
Bendigo	35-39	6	32
Bendigo	40-44		173
Bendigo	40-44	0	517
Bendigo	40-44	1	397
Bendigo	40-44	2	1082
Bendigo	40-44	3	654
Bendigo	40-44	4	205
Bendigo	40-44	5	72
Bendigo	40-44	6	40
Bendigo	45-49		187
Bendigo	45-49	0	430
Bendigo	45-49	1	408
Bendigo	45-49	2	1108
Bendigo	45-49	3	688
Bendigo	45-49	4	266
Bendigo	45-49	5	75
Bendigo	45-49	6	47
Bendigo	50-54		150
Bendigo	50-54	0	436
Bendigo	50-54	1	383
Bendigo	50-54	2	1082
Bendigo	50-54	3	666
Bendigo	50-54	4	286
Bendigo	50-54	5	86
Bendigo	50-54	6	57
Bendigo	55-59		178
Bendigo	55-59	0	405
Bendigo	55-59	1	354
Bendigo	55-59	2	1047
Bendigo	55-59	3	773
Bendigo	55-59	4	326
Bendigo	55-59	5	96
Bendigo	55-59	6	68
Bendigo	60-64		182
Bendigo	60-64	0	379
Bendigo	60-64	1	347
Bendigo	60-64	2	1082
Bendigo	60-64	3	837
Bendigo	60-64	4	345
Bendigo	60-64	5	94
Bendigo	60-64	6	61
Bendigo	65-69		167
Bendigo	65-69	0	289
Bendigo	65-69	1	237
Bendigo	65-69	2	1075
Bendigo	65-69	3	793
Bendigo	65-69	4	342
Bendigo	65-69	5	93
Bendigo	65-69	6	58
Bendigo	70-74		176
Bendigo	70-74	0	233
Bendigo	70-74	1	201
Bendigo	70-74	2	941
Bendigo	70-74	3	785
Bendigo	70-74	4	320
Bendigo	70-74	5	114
Bendigo	70-74	6	55
Bendigo	75-79		158
Bendigo	75-79	0	155
Bendigo	75-79	1	90
Bendigo	75-79	2	536
Bendigo	75-79	3	540
Bendigo	75-79	4	298
Bendigo	75-79	5	95
Bendigo	75-79	6	74
Bendigo	80-84		191
Bendigo	80-84	0	107
Bendigo	80-84	1	83
Bendigo	80-84	2	313
Bendigo	80-84	3	358
Bendigo	80-84	4	254
Bendigo	80-84	5	104
Bendigo	80-84	6	93
Bendigo	85+		330
Bendigo	85+	0	99
Bendigo	85+	1	91
Bendigo	85+	2	316
Bendigo	85+	3	330
Bendigo	85+	4	281
Bendigo	85+	5	122
Bendigo	85+	6	148
Heathcote - Castlemaine - Kyneton	15-19		159
Heathcote - Castlemaine - Kyneton	15-19	0	1177
Heathcote - Castlemaine - Kyneton	15-19	1	4
Heathcote - Castlemaine - Kyneton	20-24		81
Heathcote - Castlemaine - Kyneton	20-24	0	689
Heathcote - Castlemaine - Kyneton	20-24	1	32
Heathcote - Castlemaine - Kyneton	20-24	2	12
Heathcote - Castlemaine - Kyneton	20-24	3	5
Heathcote - Castlemaine - Kyneton	25-29		87
Heathcote - Castlemaine - Kyneton	25-29	0	578
Heathcote - Castlemaine - Kyneton	25-29	1	150
Heathcote - Castlemaine - Kyneton	25-29	2	102
Heathcote - Castlemaine - Kyneton	25-29	3	30
Heathcote - Castlemaine - Kyneton	25-29	4	12
Heathcote - Castlemaine - Kyneton	25-29	5	3
Heathcote - Castlemaine - Kyneton	30-34		98
Heathcote - Castlemaine - Kyneton	30-34	0	443
Heathcote - Castlemaine - Kyneton	30-34	1	258
Heathcote - Castlemaine - Kyneton	30-34	2	284
Heathcote - Castlemaine - Kyneton	30-34	3	121
Heathcote - Castlemaine - Kyneton	30-34	4	25
Heathcote - Castlemaine - Kyneton	30-34	5	7
Heathcote - Castlemaine - Kyneton	30-34	6	3
Heathcote - Castlemaine - Kyneton	35-39		112
Heathcote - Castlemaine - Kyneton	35-39	0	311
Heathcote - Castlemaine - Kyneton	35-39	1	241
Heathcote - Castlemaine - Kyneton	35-39	2	502
Heathcote - Castlemaine - Kyneton	35-39	3	218
Heathcote - Castlemaine - Kyneton	35-39	4	53
Heathcote - Castlemaine - Kyneton	35-39	5	9
Heathcote - Castlemaine - Kyneton	35-39	6	7
Heathcote - Castlemaine - Kyneton	40-44		105
Heathcote - Castlemaine - Kyneton	40-44	0	317
Heathcote - Castlemaine - Kyneton	40-44	1	214
Heathcote - Castlemaine - Kyneton	40-44	2	659
Heathcote - Castlemaine - Kyneton	40-44	3	282
Heathcote - Castlemaine - Kyneton	40-44	4	84
Heathcote - Castlemaine - Kyneton	40-44	5	28
Heathcote - Castlemaine - Kyneton	40-44	6	5
Heathcote - Castlemaine - Kyneton	45-49		126
Heathcote - Castlemaine - Kyneton	45-49	0	357
Heathcote - Castlemaine - Kyneton	45-49	1	277
Heathcote - Castlemaine - Kyneton	45-49	2	645
Heathcote - Castlemaine - Kyneton	45-49	3	334
Heathcote - Castlemaine - Kyneton	45-49	4	105
Heathcote - Castlemaine - Kyneton	45-49	5	41
Heathcote - Castlemaine - Kyneton	45-49	6	17
Heathcote - Castlemaine - Kyneton	50-54		128
Heathcote - Castlemaine - Kyneton	50-54	0	383
Heathcote - Castlemaine - Kyneton	50-54	1	292
Heathcote - Castlemaine - Kyneton	50-54	2	644
Heathcote - Castlemaine - Kyneton	50-54	3	367
Heathcote - Castlemaine - Kyneton	50-54	4	131
Heathcote - Castlemaine - Kyneton	50-54	5	22
Heathcote - Castlemaine - Kyneton	50-54	6	20
Heathcote - Castlemaine - Kyneton	55-59		145
Heathcote - Castlemaine - Kyneton	55-59	0	398
Heathcote - Castlemaine - Kyneton	55-59	1	261
Heathcote - Castlemaine - Kyneton	55-59	2	700
Heathcote - Castlemaine - Kyneton	55-59	3	396
Heathcote - Castlemaine - Kyneton	55-59	4	125
Heathcote - Castlemaine - Kyneton	55-59	5	38
Heathcote - Castlemaine - Kyneton	55-59	6	41
Heathcote - Castlemaine - Kyneton	60-64		126
Heathcote - Castlemaine - Kyneton	60-64	0	375
Heathcote - Castlemaine - Kyneton	60-64	1	232
Heathcote - Castlemaine - Kyneton	60-64	2	648
Heathcote - Castlemaine - Kyneton	60-64	3	442
Heathcote - Castlemaine - Kyneton	60-64	4	183
Heathcote - Castlemaine - Kyneton	60-64	5	45
Heathcote - Castlemaine - Kyneton	60-64	6	28
Heathcote - Castlemaine - Kyneton	65-69		138
Heathcote - Castlemaine - Kyneton	65-69	0	319
Heathcote - Castlemaine - Kyneton	65-69	1	215
Heathcote - Castlemaine - Kyneton	65-69	2	684
Heathcote - Castlemaine - Kyneton	65-69	3	450
Heathcote - Castlemaine - Kyneton	65-69	4	166
Heathcote - Castlemaine - Kyneton	65-69	5	50
Heathcote - Castlemaine - Kyneton	65-69	6	14
Heathcote - Castlemaine - Kyneton	70-74		157
Heathcote - Castlemaine - Kyneton	70-74	0	241
Heathcote - Castlemaine - Kyneton	70-74	1	159
Heathcote - Castlemaine - Kyneton	70-74	2	607
Heathcote - Castlemaine - Kyneton	70-74	3	381
Heathcote - Castlemaine - Kyneton	70-74	4	170
Heathcote - Castlemaine - Kyneton	70-74	5	51
Heathcote - Castlemaine - Kyneton	70-74	6	19
Heathcote - Castlemaine - Kyneton	75-79		131
Heathcote - Castlemaine - Kyneton	75-79	0	138
Heathcote - Castlemaine - Kyneton	75-79	1	85
Heathcote - Castlemaine - Kyneton	75-79	2	361
Heathcote - Castlemaine - Kyneton	75-79	3	280
Heathcote - Castlemaine - Kyneton	75-79	4	118
Heathcote - Castlemaine - Kyneton	75-79	5	43
Heathcote - Castlemaine - Kyneton	75-79	6	35
Heathcote - Castlemaine - Kyneton	80-84		101
Heathcote - Castlemaine - Kyneton	80-84	0	81
Heathcote - Castlemaine - Kyneton	80-84	1	52
Heathcote - Castlemaine - Kyneton	80-84	2	155
Heathcote - Castlemaine - Kyneton	80-84	3	168
Heathcote - Castlemaine - Kyneton	80-84	4	110
Heathcote - Castlemaine - Kyneton	80-84	5	54
Heathcote - Castlemaine - Kyneton	80-84	6	37
Heathcote - Castlemaine - Kyneton	85+		197
Heathcote - Castlemaine - Kyneton	85+	0	42
Heathcote - Castlemaine - Kyneton	85+	1	44
Heathcote - Castlemaine - Kyneton	85+	2	157
Heathcote - Castlemaine - Kyneton	85+	3	143
Heathcote - Castlemaine - Kyneton	85+	4	105
Heathcote - Castlemaine - Kyneton	85+	5	49
Heathcote - Castlemaine - Kyneton	85+	6	47
Loddon - Elmore	15-19		39
Loddon - Elmore	15-19	0	272
Loddon - Elmore	20-24		33
Loddon - Elmore	20-24	0	169
Loddon - Elmore	20-24	1	19
Loddon - Elmore	20-24	2	4
Loddon - Elmore	25-29		22
Loddon - Elmore	25-29	0	149
Loddon - Elmore	25-29	1	57
Loddon - Elmore	25-29	2	26
Loddon - Elmore	25-29	3	16
Loddon - Elmore	25-29	4	3
Loddon - Elmore	30-34		24
Loddon - Elmore	30-34	0	70
Loddon - Elmore	30-34	1	64
Loddon - Elmore	30-34	2	73
Loddon - Elmore	30-34	3	31
Loddon - Elmore	30-34	4	10
Loddon - Elmore	30-34	5	6
Loddon - Elmore	35-39		27
Loddon - Elmore	35-39	0	48
Loddon - Elmore	35-39	1	35
Loddon - Elmore	35-39	2	91
Loddon - Elmore	35-39	3	79
Loddon - Elmore	35-39	4	22
Loddon - Elmore	35-39	5	4
Loddon - Elmore	35-39	6	4
Loddon - Elmore	40-44		39
Loddon - Elmore	40-44	0	35
Loddon - Elmore	40-44	1	37
Loddon - Elmore	40-44	2	95
Loddon - Elmore	40-44	3	70
Loddon - Elmore	40-44	4	32
Loddon - Elmore	40-44	5	5
Loddon - Elmore	40-44	6	3
Loddon - Elmore	45-49		43
Loddon - Elmore	45-49	0	54
Loddon - Elmore	45-49	1	48
Loddon - Elmore	45-49	2	100
Loddon - Elmore	45-49	3	71
Loddon - Elmore	45-49	4	29
Loddon - Elmore	45-49	5	13
Loddon - Elmore	45-49	6	8
Loddon - Elmore	50-54		53
Loddon - Elmore	50-54	0	49
Loddon - Elmore	50-54	1	42
Loddon - Elmore	50-54	2	115
Loddon - Elmore	50-54	3	95
Loddon - Elmore	50-54	4	56
Loddon - Elmore	50-54	5	11
Loddon - Elmore	50-54	6	4
Loddon - Elmore	55-59		57
Loddon - Elmore	55-59	0	56
Loddon - Elmore	55-59	1	41
Loddon - Elmore	55-59	2	167
Loddon - Elmore	55-59	3	124
Loddon - Elmore	55-59	4	49
Loddon - Elmore	55-59	5	28
Loddon - Elmore	55-59	6	11
Loddon - Elmore	60-64		52
Loddon - Elmore	60-64	0	58
Loddon - Elmore	60-64	1	37
Loddon - Elmore	60-64	2	161
Loddon - Elmore	60-64	3	118
Loddon - Elmore	60-64	4	54
Loddon - Elmore	60-64	5	23
Loddon - Elmore	60-64	6	13
Loddon - Elmore	65-69		63
Loddon - Elmore	65-69	0	43
Loddon - Elmore	65-69	1	34
Loddon - Elmore	65-69	2	133
Loddon - Elmore	65-69	3	116
Loddon - Elmore	65-69	4	65
Loddon - Elmore	65-69	5	18
Loddon - Elmore	65-69	6	22
Loddon - Elmore	70-74		48
Loddon - Elmore	70-74	0	28
Loddon - Elmore	70-74	1	16
Loddon - Elmore	70-74	2	92
Loddon - Elmore	70-74	3	112
Loddon - Elmore	70-74	4	59
Loddon - Elmore	70-74	5	20
Loddon - Elmore	70-74	6	9
Loddon - Elmore	75-79		44
Loddon - Elmore	75-79	0	13
Loddon - Elmore	75-79	1	18
Loddon - Elmore	75-79	2	54
Loddon - Elmore	75-79	3	71
Loddon - Elmore	75-79	4	42
Loddon - Elmore	75-79	5	14
Loddon - Elmore	75-79	6	12
Loddon - Elmore	80-84		31
Loddon - Elmore	80-84	0	11
Loddon - Elmore	80-84	1	6
Loddon - Elmore	80-84	2	25
Loddon - Elmore	80-84	3	36
Loddon - Elmore	80-84	4	30
Loddon - Elmore	80-84	5	15
Loddon - Elmore	80-84	6	15
Loddon - Elmore	85+		55
Loddon - Elmore	85+	0	6
Loddon - Elmore	85+	1	7
Loddon - Elmore	85+	2	36
Loddon - Elmore	85+	3	52
Loddon - Elmore	85+	4	32
Loddon - Elmore	85+	5	10
Loddon - Elmore	85+	6	23
Barwon - West	15-19		79
Barwon - West	15-19	0	664
Barwon - West	20-24		35
Barwon - West	20-24	0	381
Barwon - West	20-24	1	17
Barwon - West	20-24	2	10
Barwon - West	25-29		33
Barwon - West	25-29	0	289
Barwon - West	25-29	1	97
Barwon - West	25-29	2	73
Barwon - West	25-29	3	21
Barwon - West	30-34		31
Barwon - West	30-34	0	169
Barwon - West	30-34	1	151
Barwon - West	30-34	2	213
Barwon - West	30-34	3	84
Barwon - West	30-34	4	19
Barwon - West	30-34	5	4
Barwon - West	30-34	6	4
Barwon - West	35-39		52
Barwon - West	35-39	0	140
Barwon - West	35-39	1	124
Barwon - West	35-39	2	306
Barwon - West	35-39	3	167
Barwon - West	35-39	4	48
Barwon - West	35-39	5	11
Barwon - West	35-39	6	3
Barwon - West	40-44		49
Barwon - West	40-44	0	104
Barwon - West	40-44	1	97
Barwon - West	40-44	2	300
Barwon - West	40-44	3	180
Barwon - West	40-44	4	61
Barwon - West	40-44	5	15
Barwon - West	40-44	6	3
Barwon - West	45-49		41
Barwon - West	45-49	0	105
Barwon - West	45-49	1	89
Barwon - West	45-49	2	284
Barwon - West	45-49	3	176
Barwon - West	45-49	4	49
Barwon - West	45-49	5	14
Barwon - West	45-49	6	12
Barwon - West	50-54		28
Barwon - West	50-54	0	81
Barwon - West	50-54	1	92
Barwon - West	50-54	2	325
Barwon - West	50-54	3	177
Barwon - West	50-54	4	73
Barwon - West	50-54	5	16
Barwon - West	50-54	6	12
Barwon - West	55-59		47
Barwon - West	55-59	0	95
Barwon - West	55-59	1	77
Barwon - West	55-59	2	273
Barwon - West	55-59	3	182
Barwon - West	55-59	4	65
Barwon - West	55-59	5	15
Barwon - West	55-59	6	7
Barwon - West	60-64		40
Barwon - West	60-64	0	82
Barwon - West	60-64	1	63
Barwon - West	60-64	2	232
Barwon - West	60-64	3	158
Barwon - West	60-64	4	73
Barwon - West	60-64	5	19
Barwon - West	60-64	6	10
Barwon - West	65-69		32
Barwon - West	65-69	0	54
Barwon - West	65-69	1	39
Barwon - West	65-69	2	223
Barwon - West	65-69	3	163
Barwon - West	65-69	4	68
Barwon - West	65-69	5	15
Barwon - West	65-69	6	4
Barwon - West	70-74		29
Barwon - West	70-74	0	34
Barwon - West	70-74	1	28
Barwon - West	70-74	2	169
Barwon - West	70-74	3	154
Barwon - West	70-74	4	56
Barwon - West	70-74	5	17
Barwon - West	70-74	6	4
Barwon - West	75-79		23
Barwon - West	75-79	0	13
Barwon - West	75-79	1	15
Barwon - West	75-79	2	68
Barwon - West	75-79	3	87
Barwon - West	75-79	4	42
Barwon - West	75-79	5	16
Barwon - West	75-79	6	10
Barwon - West	80-84		28
Barwon - West	80-84	0	9
Barwon - West	80-84	2	34
Barwon - West	80-84	3	46
Barwon - West	80-84	4	30
Barwon - West	80-84	5	15
Barwon - West	80-84	6	10
Barwon - West	85+		46
Barwon - West	85+	0	13
Barwon - West	85+	1	12
Barwon - West	85+	2	36
Barwon - West	85+	3	33
Barwon - West	85+	4	35
Barwon - West	85+	5	18
Barwon - West	85+	6	11
Geelong	15-19		451
Geelong	15-19	0	5498
Geelong	15-19	1	17
Geelong	15-19	2	3
Geelong	20-24		580
Geelong	20-24	0	6219
Geelong	20-24	1	289
Geelong	20-24	2	114
Geelong	20-24	3	19
Geelong	25-29		532
Geelong	25-29	0	5735
Geelong	25-29	1	1003
Geelong	25-29	2	574
Geelong	25-29	3	176
Geelong	25-29	4	44
Geelong	25-29	5	6
Geelong	25-29	6	3
Geelong	30-34		419
Geelong	30-34	0	3328
Geelong	30-34	1	1849
Geelong	30-34	2	1592
Geelong	30-34	3	528
Geelong	30-34	4	129
Geelong	30-34	5	42
Geelong	30-34	6	8
Geelong	35-39		361
Geelong	35-39	0	1723
Geelong	35-39	1	1335
Geelong	35-39	2	2561
Geelong	35-39	3	1038
Geelong	35-39	4	281
Geelong	35-39	5	82
Geelong	35-39	6	37
Geelong	40-44		338
Geelong	40-44	0	1192
Geelong	40-44	1	957
Geelong	40-44	2	2384
Geelong	40-44	3	1156
Geelong	40-44	4	389
Geelong	40-44	5	101
Geelong	40-44	6	67
Geelong	45-49		313
Geelong	45-49	0	1026
Geelong	45-49	1	926
Geelong	45-49	2	2555
Geelong	45-49	3	1327
Geelong	45-49	4	418
Geelong	45-49	5	120
Geelong	45-49	6	95
Geelong	50-54		298
Geelong	50-54	0	945
Geelong	50-54	1	857
Geelong	50-54	2	2454
Geelong	50-54	3	1333
Geelong	50-54	4	461
Geelong	50-54	5	122
Geelong	50-54	6	85
Geelong	55-59		261
Geelong	55-59	0	891
Geelong	55-59	1	722
Geelong	55-59	2	2316
Geelong	55-59	3	1461
Geelong	55-59	4	550
Geelong	55-59	5	132
Geelong	55-59	6	92
Geelong	60-64		261
Geelong	60-64	0	775
Geelong	60-64	1	651
Geelong	60-64	2	2234
Geelong	60-64	3	1551
Geelong	60-64	4	524
Geelong	60-64	5	133
Geelong	60-64	6	87
Geelong	65-69		303
Geelong	65-69	0	600
Geelong	65-69	1	555
Geelong	65-69	2	2087
Geelong	65-69	3	1457
Geelong	65-69	4	529
Geelong	65-69	5	141
Geelong	65-69	6	67
Geelong	70-74		361
Geelong	70-74	0	464
Geelong	70-74	1	399
Geelong	70-74	2	2034
Geelong	70-74	3	1375
Geelong	70-74	4	528
Geelong	70-74	5	164
Geelong	70-74	6	78
Geelong	75-79		333
Geelong	75-79	0	285
Geelong	75-79	1	249
Geelong	75-79	2	1253
Geelong	75-79	3	1022
Geelong	75-79	4	495
Geelong	75-79	5	154
Geelong	75-79	6	100
Geelong	80-84		315
Geelong	80-84	0	168
Geelong	80-84	1	163
Geelong	80-84	2	752
Geelong	80-84	3	748
Geelong	80-84	4	480
Geelong	80-84	5	174
Geelong	80-84	6	150
Geelong	85+		422
Geelong	85+	0	200
Geelong	85+	1	239
Geelong	85+	2	728
Geelong	85+	3	743
Geelong	85+	4	523
Geelong	85+	5	231
Geelong	85+	6	236
Surf Coast - Bellarine Peninsula	15-19		190
Surf Coast - Bellarine Peninsula	15-19	0	2057
Surf Coast - Bellarine Peninsula	15-19	1	6
Surf Coast - Bellarine Peninsula	20-24		126
Surf Coast - Bellarine Peninsula	20-24	0	1666
Surf Coast - Bellarine Peninsula	20-24	1	44
Surf Coast - Bellarine Peninsula	20-24	2	20
Surf Coast - Bellarine Peninsula	20-24	6	3
Surf Coast - Bellarine Peninsula	25-29		149
Surf Coast - Bellarine Peninsula	25-29	0	1462
Surf Coast - Bellarine Peninsula	25-29	1	225
Surf Coast - Bellarine Peninsula	25-29	2	132
Surf Coast - Bellarine Peninsula	25-29	3	30
Surf Coast - Bellarine Peninsula	25-29	4	10
Surf Coast - Bellarine Peninsula	30-34		106
Surf Coast - Bellarine Peninsula	30-34	0	1127
Surf Coast - Bellarine Peninsula	30-34	1	611
Surf Coast - Bellarine Peninsula	30-34	2	595
Surf Coast - Bellarine Peninsula	30-34	3	194
Surf Coast - Bellarine Peninsula	30-34	4	32
Surf Coast - Bellarine Peninsula	30-34	5	9
Surf Coast - Bellarine Peninsula	35-39		150
Surf Coast - Bellarine Peninsula	35-39	0	654
Surf Coast - Bellarine Peninsula	35-39	1	515
Surf Coast - Bellarine Peninsula	35-39	2	1245
Surf Coast - Bellarine Peninsula	35-39	3	550
Surf Coast - Bellarine Peninsula	35-39	4	119
Surf Coast - Bellarine Peninsula	35-39	5	20
Surf Coast - Bellarine Peninsula	35-39	6	9
Surf Coast - Bellarine Peninsula	40-44		137
Surf Coast - Bellarine Peninsula	40-44	0	442
Surf Coast - Bellarine Peninsula	40-44	1	387
Surf Coast - Bellarine Peninsula	40-44	2	1252
Surf Coast - Bellarine Peninsula	40-44	3	606
Surf Coast - Bellarine Peninsula	40-44	4	127
Surf Coast - Bellarine Peninsula	40-44	5	32
Surf Coast - Bellarine Peninsula	40-44	6	10
Surf Coast - Bellarine Peninsula	45-49		136
Surf Coast - Bellarine Peninsula	45-49	0	485
Surf Coast - Bellarine Peninsula	45-49	1	396
Surf Coast - Bellarine Peninsula	45-49	2	1261
Surf Coast - Bellarine Peninsula	45-49	3	669
Surf Coast - Bellarine Peninsula	45-49	4	170
Surf Coast - Bellarine Peninsula	45-49	5	42
Surf Coast - Bellarine Peninsula	45-49	6	22
Surf Coast - Bellarine Peninsula	50-54		127
Surf Coast - Bellarine Peninsula	50-54	0	478
Surf Coast - Bellarine Peninsula	50-54	1	352
Surf Coast - Bellarine Peninsula	50-54	2	1120
Surf Coast - Bellarine Peninsula	50-54	3	647
Surf Coast - Bellarine Peninsula	50-54	4	189
Surf Coast - Bellarine Peninsula	50-54	5	37
Surf Coast - Bellarine Peninsula	50-54	6	23
Surf Coast - Bellarine Peninsula	55-59		152
Surf Coast - Bellarine Peninsula	55-59	0	499
Surf Coast - Bellarine Peninsula	55-59	1	334
Surf Coast - Bellarine Peninsula	55-59	2	1198
Surf Coast - Bellarine Peninsula	55-59	3	675
Surf Coast - Bellarine Peninsula	55-59	4	245
Surf Coast - Bellarine Peninsula	55-59	5	39
Surf Coast - Bellarine Peninsula	55-59	6	24
Surf Coast - Bellarine Peninsula	60-64		191
Surf Coast - Bellarine Peninsula	60-64	0	508
Surf Coast - Bellarine Peninsula	60-64	1	310
Surf Coast - Bellarine Peninsula	60-64	2	1346
Surf Coast - Bellarine Peninsula	60-64	3	926
Surf Coast - Bellarine Peninsula	60-64	4	309
Surf Coast - Bellarine Peninsula	60-64	5	57
Surf Coast - Bellarine Peninsula	60-64	6	22
Surf Coast - Bellarine Peninsula	65-69		226
Surf Coast - Bellarine Peninsula	65-69	0	441
Surf Coast - Bellarine Peninsula	65-69	1	304
Surf Coast - Bellarine Peninsula	65-69	2	1399
Surf Coast - Bellarine Peninsula	65-69	3	981
Surf Coast - Bellarine Peninsula	65-69	4	334
Surf Coast - Bellarine Peninsula	65-69	5	55
Surf Coast - Bellarine Peninsula	65-69	6	26
Surf Coast - Bellarine Peninsula	70-74		192
Surf Coast - Bellarine Peninsula	70-74	0	284
Surf Coast - Bellarine Peninsula	70-74	1	265
Surf Coast - Bellarine Peninsula	70-74	2	1218
Surf Coast - Bellarine Peninsula	70-74	3	852
Surf Coast - Bellarine Peninsula	70-74	4	286
Surf Coast - Bellarine Peninsula	70-74	5	93
Surf Coast - Bellarine Peninsula	70-74	6	37
Surf Coast - Bellarine Peninsula	75-79		147
Surf Coast - Bellarine Peninsula	75-79	0	165
Surf Coast - Bellarine Peninsula	75-79	1	124
Surf Coast - Bellarine Peninsula	75-79	2	768
Surf Coast - Bellarine Peninsula	75-79	3	621
Surf Coast - Bellarine Peninsula	75-79	4	241
Surf Coast - Bellarine Peninsula	75-79	5	56
Surf Coast - Bellarine Peninsula	75-79	6	33
Surf Coast - Bellarine Peninsula	80-84		137
Surf Coast - Bellarine Peninsula	80-84	0	74
Surf Coast - Bellarine Peninsula	80-84	1	63
Surf Coast - Bellarine Peninsula	80-84	2	325
Surf Coast - Bellarine Peninsula	80-84	3	371
Surf Coast - Bellarine Peninsula	80-84	4	185
Surf Coast - Bellarine Peninsula	80-84	5	75
Surf Coast - Bellarine Peninsula	80-84	6	63
Surf Coast - Bellarine Peninsula	85+		229
Surf Coast - Bellarine Peninsula	85+	0	63
Surf Coast - Bellarine Peninsula	85+	1	102
Surf Coast - Bellarine Peninsula	85+	2	289
Surf Coast - Bellarine Peninsula	85+	3	342
Surf Coast - Bellarine Peninsula	85+	4	184
Surf Coast - Bellarine Peninsula	85+	5	95
Surf Coast - Bellarine Peninsula	85+	6	73
Upper Goulburn Valley	15-19		207
Upper Goulburn Valley	15-19	0	1359
Upper Goulburn Valley	15-19	1	5
Upper Goulburn Valley	15-19	6	5
Upper Goulburn Valley	20-24		133
Upper Goulburn Valley	20-24	0	977
Upper Goulburn Valley	20-24	1	92
Upper Goulburn Valley	20-24	2	43
Upper Goulburn Valley	20-24	3	4
Upper Goulburn Valley	25-29		142
Upper Goulburn Valley	25-29	0	902
Upper Goulburn Valley	25-29	1	222
Upper Goulburn Valley	25-29	2	173
Upper Goulburn Valley	25-29	3	51
Upper Goulburn Valley	25-29	4	8
Upper Goulburn Valley	25-29	5	3
Upper Goulburn Valley	30-34		113
Upper Goulburn Valley	30-34	0	505
Upper Goulburn Valley	30-34	1	308
Upper Goulburn Valley	30-34	2	377
Upper Goulburn Valley	30-34	3	177
Upper Goulburn Valley	30-34	4	36
Upper Goulburn Valley	30-34	5	7
Upper Goulburn Valley	30-34	6	6
