SA3_NAME21	FamilyHousehold	UsualResidents.min	occupied_private_dwellings
Bringelly - Green Valley	0	4	32
Bringelly - Green Valley	0	5	9
Bringelly - Green Valley	0	6	7
Bringelly - Green Valley	1	2	8799
Bringelly - Green Valley	1	3	7635
Bringelly - Green Valley	1	4	9545
Bringelly - Green Valley	1	5	5263
Bringelly - Green Valley	1	6	3806
Fairfield	0	1	9587
Fairfield	0	2	899
Fairfield	0	3	206
Fairfield	0	4	79
Fairfield	0	5	39
Fairfield	0	6	26
Fairfield	1	2	13133
Fairfield	1	3	10133
Fairfield	1	4	10461
Fairfield	1	5	6520
Fairfield	1	6	5896
Liverpool	0	1	8380
Liverpool	0	2	756
Liverpool	0	3	116
Liverpool	0	4	48
Liverpool	0	5	28
Liverpool	0	6	3
Liverpool	1	2	9972
Liverpool	1	3	7687
Liverpool	1	4	8488
Liverpool	1	5	4093
Liverpool	1	6	2887
Cronulla - Miranda - Caringbah	0	1	11203
Cronulla - Miranda - Caringbah	0	2	951
Cronulla - Miranda - Caringbah	0	3	137
Cronulla - Miranda - Caringbah	0	4	34
Cronulla - Miranda - Caringbah	0	5	13
Cronulla - Miranda - Caringbah	0	6	10
Cronulla - Miranda - Caringbah	1	2	13961
Cronulla - Miranda - Caringbah	1	3	6506
Cronulla - Miranda - Caringbah	1	4	7350
Cronulla - Miranda - Caringbah	1	5	3040
Cronulla - Miranda - Caringbah	1	6	1084
Sutherland - Menai - Heathcote	0	1	7287
Sutherland - Menai - Heathcote	0	2	525
Sutherland - Menai - Heathcote	0	3	78
Sutherland - Menai - Heathcote	0	4	19
Sutherland - Menai - Heathcote	0	5	15
Sutherland - Menai - Heathcote	1	2	11675
Sutherland - Menai - Heathcote	1	3	6581
Sutherland - Menai - Heathcote	1	4	8129
Sutherland - Menai - Heathcote	1	5	3359
Sutherland - Menai - Heathcote	1	6	1143
Ballarat	0	1	13555
Ballarat	0	2	1256
Ballarat	0	3	322
Ballarat	0	4	116
Ballarat	0	5	31
Ballarat	0	6	22
Ballarat	1	2	14215
Ballarat	1	3	6177
Ballarat	1	4	6044
Ballarat	1	5	2634
Ballarat	1	6	1006
Creswick - Daylesford - Ballan	0	1	3404
Creswick - Daylesford - Ballan	0	2	255
Creswick - Daylesford - Ballan	0	3	20
Creswick - Daylesford - Ballan	0	4	3
Creswick - Daylesford - Ballan	0	5	3
Creswick - Daylesford - Ballan	1	2	4428
Creswick - Daylesford - Ballan	1	3	1500
Creswick - Daylesford - Ballan	1	4	1404
Creswick - Daylesford - Ballan	1	5	671
Creswick - Daylesford - Ballan	1	6	290
Maryborough - Pyrenees	0	1	3626
Maryborough - Pyrenees	0	2	236
Maryborough - Pyrenees	0	3	15
Maryborough - Pyrenees	0	4	8
Maryborough - Pyrenees	1	2	3890
Maryborough - Pyrenees	1	3	1215
Maryborough - Pyrenees	1	4	1070
Maryborough - Pyrenees	1	5	494
Maryborough - Pyrenees	1	6	273
Bendigo	0	1	11908
Bendigo	0	2	1051
Bendigo	0	3	251
Bendigo	0	4	80
Bendigo	0	5	22
Bendigo	0	6	15
Bendigo	1	2	12658
Bendigo	1	3	5598
Bendigo	1	4	5164
Bendigo	1	5	2243
Bendigo	1	6	1036
Heathcote - Castlemaine - Kyneton	0	1	5511
Heathcote - Castlemaine - Kyneton	0	2	418
Heathcote - Castlemaine - Kyneton	0	3	56
Heathcote - Castlemaine - Kyneton	0	4	9
Heathcote - Castlemaine - Kyneton	0	5	5
Heathcote - Castlemaine - Kyneton	0	6	7
Heathcote - Castlemaine - Kyneton	1	2	7288
Heathcote - Castlemaine - Kyneton	1	3	2685
Heathcote - Castlemaine - Kyneton	1	4	2693
Heathcote - Castlemaine - Kyneton	1	5	1043
Heathcote - Castlemaine - Kyneton	1	6	439
Loddon - Elmore	0	1	1364
Loddon - Elmore	0	2	98
Loddon - Elmore	0	3	5
Loddon - Elmore	0	4	4
Loddon - Elmore	1	2	1697
Loddon - Elmore	1	3	562
Loddon - Elmore	1	4	505
Loddon - Elmore	1	5	255
Loddon - Elmore	1	6	132
Barwon - West	0	1	1221
Barwon - West	0	2	101
Barwon - West	0	3	14
Barwon - West	1	2	2468
Barwon - West	1	3	1175
Barwon - West	1	4	1483
Barwon - West	1	5	713
Barwon - West	1	6	291
Geelong	0	1	23245
Geelong	0	2	2075
Geelong	0	3	752
Geelong	0	4	371
Geelong	0	5	116
Geelong	0	6	70
Geelong	1	2	24814
Geelong	1	3	11897
Geelong	1	4	11349
Geelong	1	5	4478
Geelong	1	6	1783
Surf Coast - Bellarine Peninsula	0	1	8246
Surf Coast - Bellarine Peninsula	0	2	617
Surf Coast - Bellarine Peninsula	0	3	175
Surf Coast - Bellarine Peninsula	0	4	94
Surf Coast - Bellarine Peninsula	0	5	16
Surf Coast - Bellarine Peninsula	0	6	15
Surf Coast - Bellarine Peninsula	1	2	13034
Surf Coast - Bellarine Peninsula	1	3	4620
Surf Coast - Bellarine Peninsula	1	4	5352
Surf Coast - Bellarine Peninsula	1	5	2179
Surf Coast - Bellarine Peninsula	1	6	573
Upper Goulburn Valley	0	1	6969
Upper Goulburn Valley	0	2	437
Upper Goulburn Valley	0	3	73
Upper Goulburn Valley	0	4	19
Upper Goulburn Valley	0	5	4
Upper Goulburn Valley	0	6	7
Upper Goulburn Valley	1	2	8495
Upper Goulburn Valley	1	3	2876
Upper Goulburn Valley	1	4	2575
Upper Goulburn Valley	1	5	1214
Upper Goulburn Valley	1	6	530
Wangaratta - Benalla	0	1	6126
Wangaratta - Benalla	0	2	394
Wangaratta - Benalla	0	3	49
Wangaratta - Benalla	0	4	12
Wangaratta - Benalla	0	5	5
Wangaratta - Benalla	0	6	7
Wangaratta - Benalla	1	2	7033
Wangaratta - Benalla	1	3	2339
Wangaratta - Benalla	1	4	2158
Wangaratta - Benalla	1	5	1028
Wangaratta - Benalla	1	6	391
Wodonga - Alpine	0	1	8119
Wodonga - Alpine	0	2	579
Wodonga - Alpine	0	3	100
Wodonga - Alpine	0	4	21
Wodonga - Alpine	0	5	7
Wodonga - Alpine	0	6	3
Wodonga - Alpine	1	2	10243
Wodonga - Alpine	1	3	3879
Wodonga - Alpine	1	4	3775
Wodonga - Alpine	1	5	1670
Wodonga - Alpine	1	6	675
Baw Baw	0	1	5473
Baw Baw	0	2	353
Baw Baw	0	3	46
Baw Baw	0	4	21
Baw Baw	0	5	7
Baw Baw	0	6	4
Baw Baw	1	2	7554
Baw Baw	1	3	3009
Baw Baw	1	4	2938
Baw Baw	1	5	1427
Baw Baw	1	6	642
Gippsland - East	0	1	6224
Gippsland - East	0	2	417
Gippsland - East	0	3	52
Gippsland - East	0	4	18
Gippsland - East	0	6	9
Gippsland - East	1	2	7704
Gippsland - East	1	3	2226
Gippsland - East	1	4	1879
Gippsland - East	1	5	892
Gippsland - East	1	6	394
Gippsland - South West	0	1	8944
Gippsland - South West	0	2	562
Gippsland - South West	0	3	70
Gippsland - South West	0	4	16
Gippsland - South West	0	5	5
Gippsland - South West	0	6	3
Gippsland - South West	1	2	10852
Gippsland - South West	1	3	3260
Gippsland - South West	1	4	2985
Gippsland - South West	1	5	1454
Gippsland - South West	1	6	593
Latrobe Valley	0	1	9856
Latrobe Valley	0	2	701
Latrobe Valley	0	3	85
Latrobe Valley	0	4	18
Latrobe Valley	0	5	11
Latrobe Valley	0	6	9
Latrobe Valley	1	2	9964
Latrobe Valley	1	3	4040
Latrobe Valley	1	4	3651
Latrobe Valley	1	5	1510
Latrobe Valley	1	6	706
Wellington	0	1	5310
Wellington	0	2	358
Wellington	0	3	44
Wellington	0	4	4
Wellington	0	5	5
Wellington	1	2	6284
Wellington	1	3	2123
Wellington	1	4	1996
Wellington	1	5	948
Wellington	1	6	418
Brunswick - Coburg	0	1	12156
Brunswick - Coburg	0	2	2055
Brunswick - Coburg	0	3	1258
Brunswick - Coburg	0	4	582
Brunswick - Coburg	0	5	124
Brunswick - Coburg	0	6	30
Brunswick - Coburg	1	2	10928
Brunswick - Coburg	1	3	4773
Brunswick - Coburg	1	4	4489
Brunswick - Coburg	1	5	1187
Brunswick - Coburg	1	6	390
Darebin - South	0	1	7024
Darebin - South	0	2	870
Darebin - South	0	3	570
Darebin - South	0	4	233
Darebin - South	0	5	60
Darebin - South	0	6	13
Darebin - South	1	2	6059
Darebin - South	1	3	2940
Darebin - South	1	4	3115
Darebin - South	1	5	827
Darebin - South	1	6	208
Essendon	0	1	9388
Essendon	0	2	977
Essendon	0	3	337
Essendon	0	4	119
Essendon	0	5	23
Essendon	0	6	14
Essendon	1	2	7982
Essendon	1	3	3809
Essendon	1	4	3856
Essendon	1	5	1336
Essendon	1	6	352
Melbourne City	0	1	30520
Melbourne City	0	2	6909
Melbourne City	0	3	1922
Melbourne City	0	4	676
Melbourne City	0	5	169
Melbourne City	0	6	62
Melbourne City	1	2	21064
Melbourne City	1	3	5737
Melbourne City	1	4	2823
Melbourne City	1	5	616
Melbourne City	1	6	264
Port Phillip	0	1	21352
Port Phillip	0	2	2464
Port Phillip	0	3	609
Port Phillip	0	4	147
Port Phillip	0	5	32
Port Phillip	0	6	12
Port Phillip	1	2	14732
Port Phillip	1	3	4652
Port Phillip	1	4	3531
Port Phillip	1	5	973
Port Phillip	1	6	238
Stonnington - West	0	1	13596
Stonnington - West	0	2	1838
Stonnington - West	0	3	590
Stonnington - West	0	4	131
Stonnington - West	0	5	22
Stonnington - West	1	2	9481
Stonnington - West	1	3	2529
Stonnington - West	1	4	1808
Stonnington - West	1	5	587
Stonnington - West	1	6	138
Yarra	0	1	15117
Yarra	0	2	2539
Yarra	0	3	1552
Yarra	0	4	554
Yarra	0	5	124
Yarra	0	6	26
Yarra	1	2	12733
Yarra	1	3	4145
Yarra	1	4	3104
Yarra	1	5	859
Yarra	1	6	248
Boroondara	0	1	16223
Boroondara	0	2	1663
Boroondara	0	3	564
Boroondara	0	4	260
Boroondara	0	5	88
Boroondara	0	6	37
Boroondara	1	2	18251
Boroondara	1	3	9186
Boroondara	1	4	11190
Boroondara	1	5	4112
Boroondara	1	6	1150
Manningham - West	0	1	7629
Manningham - West	0	2	502
Manningham - West	0	3	140
Manningham - West	0	4	83
Manningham - West	0	5	40
Manningham - West	0	6	24
Manningham - West	1	2	11383
Manningham - West	1	3	6469
Manningham - West	1	4	6551
Manningham - West	1	5	2248
Manningham - West	1	6	881
Whitehorse - West	0	1	10544
Whitehorse - West	0	2	1270
Whitehorse - West	0	3	537
Whitehorse - West	0	4	316
Whitehorse - West	0	5	117
Whitehorse - West	0	6	69
Whitehorse - West	1	2	11543
Whitehorse - West	1	3	6391
Whitehorse - West	1	4	6598
Whitehorse - West	1	5	2195
Whitehorse - West	1	6	765
Bayside	0	1	9581
Bayside	0	2	530
Bayside	0	3	90
Bayside	0	4	35
Bayside	0	5	22
Bayside	0	6	6
Bayside	1	2	11847
Bayside	1	3	5691
Bayside	1	4	7106
Bayside	1	5	2514
Bayside	1	6	511
Glen Eira	0	1	17043
Glen Eira	0	2	1842
Glen Eira	0	3	524
Glen Eira	0	4	264
Glen Eira	0	5	93
Glen Eira	0	6	36
Glen Eira	1	2	17628
Glen Eira	1	3	9152
Glen Eira	1	4	10019
Glen Eira	1	5	3314
Glen Eira	1	6	1011
Kingston	0	1	13781
Kingston	0	2	903
Kingston	0	3	159
Kingston	0	4	45
Kingston	0	5	19
Kingston	0	6	5
Kingston	1	2	14424
Kingston	1	3	7623
Kingston	1	4	8214
Kingston	1	5	2504
Kingston	1	6	656
Stonnington - East	0	1	4933
Stonnington - East	0	2	528
Stonnington - East	0	3	173
Stonnington - East	0	4	87
Stonnington - East	0	5	31
Stonnington - East	0	6	3
Stonnington - East	1	2	4785
Stonnington - East	1	3	2195
Stonnington - East	1	4	2601
Stonnington - East	1	5	965
Stonnington - East	1	6	204
Banyule	0	1	11903
Banyule	0	2	955
Banyule	0	3	321
Banyule	0	4	143
Banyule	0	5	45
Banyule	0	6	26
Banyule	1	2	14735
Banyule	1	3	7548
Banyule	1	4	8435
Banyule	1	5	2700
Banyule	1	6	859
Darebin - North	0	1	11180
Darebin - North	0	2	1494
Darebin - North	0	3	560
Darebin - North	0	4	277
Darebin - North	0	5	88
Darebin - North	0	6	59
Darebin - North	1	2	10855
Darebin - North	1	3	5575
Darebin - North	1	4	5079
Darebin - North	1	5	1621
Darebin - North	1	6	790
Nillumbik - Kinglake	0	1	3358
Nillumbik - Kinglake	0	2	208
Nillumbik - Kinglake	0	3	31
Nillumbik - Kinglake	0	4	13
Nillumbik - Kinglake	0	5	6
Nillumbik - Kinglake	0	6	3
Nillumbik - Kinglake	1	2	6952
Nillumbik - Kinglake	1	3	4006
Nillumbik - Kinglake	1	4	5095
Nillumbik - Kinglake	1	5	2043
Nillumbik - Kinglake	1	6	622
Whittlesea - Wallan	0	1	14906
Whittlesea - Wallan	0	2	1411
Whittlesea - Wallan	0	3	391
Whittlesea - Wallan	0	4	184
Whittlesea - Wallan	0	5	75
Whittlesea - Wallan	0	6	50
Whittlesea - Wallan	1	2	22189
Whittlesea - Wallan	1	3	15662
Whittlesea - Wallan	1	4	17311
Whittlesea - Wallan	1	5	7341
Whittlesea - Wallan	1	6	3686
Keilor	0	1	5242
Keilor	0	2	350
Keilor	0	3	84
Keilor	0	4	20
Keilor	0	5	11
Keilor	0	6	9
Keilor	1	2	6979
Keilor	1	3	3833
Keilor	1	4	4255
Keilor	1	5	1502
Keilor	1	6	459
Macedon Ranges	0	1	1980
Macedon Ranges	0	2	129
Macedon Ranges	0	3	21
Macedon Ranges	1	2	3768
Macedon Ranges	1	3	1744
Macedon Ranges	1	4	2252
Macedon Ranges	1	5	976
Macedon Ranges	1	6	358
Moreland - North	0	1	7799
Moreland - North	0	2	836
Moreland - North	0	3	265
Moreland - North	0	4	165
Moreland - North	0	5	86
Moreland - North	0	6	37
Moreland - North	1	2	8342
Moreland - North	1	3	4711
Moreland - North	1	4	4621
Moreland - North	1	5	1733
Moreland - North	1	6	950
Sunbury	0	1	3548
Sunbury	0	2	309
Sunbury	0	3	45
Sunbury	0	4	11
Sunbury	1	2	5032
Sunbury	1	3	2910
Sunbury	1	4	2909
Sunbury	1	5	1132
Sunbury	1	6	432
Tullamarine - Broadmeadows	0	1	9817
Tullamarine - Broadmeadows	0	2	953
Tullamarine - Broadmeadows	0	3	259
Tullamarine - Broadmeadows	0	4	152
Tullamarine - Broadmeadows	0	5	70
Tullamarine - Broadmeadows	0	6	30
Tullamarine - Broadmeadows	1	2	14097
Tullamarine - Broadmeadows	1	3	11547
Tullamarine - Broadmeadows	1	4	12889
Tullamarine - Broadmeadows	1	5	6548
Tullamarine - Broadmeadows	1	6	4982
Knox	0	1	12183
Knox	0	2	1095
Knox	0	3	195
Knox	0	4	74
Knox	0	5	30
Knox	0	6	10
Knox	1	2	17258
Knox	1	3	10448
Knox	1	4	10826
Knox	1	5	3810
Knox	1	6	1507
Manningham - East	0	1	1370
Manningham - East	0	2	69
Manningham - East	0	3	20
Manningham - East	0	4	7
Manningham - East	0	5	4
Manningham - East	1	2	2635
Manningham - East	1	3	1440
Manningham - East	1	4	1930
Manningham - East	1	5	864
Manningham - East	1	6	305
Maroondah	0	1	10691
Maroondah	0	2	850
Maroondah	0	3	163
Maroondah	0	4	56
Maroondah	0	5	31
Maroondah	0	6	7
Maroondah	1	2	12964
Maroondah	1	3	7045
Maroondah	1	4	7360
Maroondah	1	5	2689
Maroondah	1	6	1000
Whitehorse - East	0	1	5390
Whitehorse - East	0	2	439
Whitehorse - East	0	3	140
Whitehorse - East	0	4	67
Whitehorse - East	0	5	34
Whitehorse - East	0	6	18
Whitehorse - East	1	2	6673
Whitehorse - East	1	3	3847
Whitehorse - East	1	4	4431
Whitehorse - East	1	5	1482
Whitehorse - East	1	6	505
Yarra Ranges	0	1	11824
Yarra Ranges	0	2	919
Yarra Ranges	0	3	145
Yarra Ranges	0	4	52
Yarra Ranges	0	5	14
Yarra Ranges	0	6	10
Yarra Ranges	1	2	17858
Yarra Ranges	1	3	9139
Yarra Ranges	1	4	9894
Yarra Ranges	1	5	3935
Yarra Ranges	1	6	1777
Cardinia	0	1	7677
Cardinia	0	2	722
Cardinia	0	3	114
Cardinia	0	4	36
Cardinia	0	5	14
Cardinia	1	2	11387
Cardinia	1	3	6856
Cardinia	1	4	7707
Cardinia	1	5	3356
Cardinia	1	6	1802
Casey - North	0	1	7984
Casey - North	0	2	792
Casey - North	0	3	235
Casey - North	0	4	109
Casey - North	0	5	40
Casey - North	0	6	14
Casey - North	1	2	12266
Casey - North	1	3	8143
Casey - North	1	4	9028
Casey - North	1	5	3793
Casey - North	1	6	2294
Casey - South	0	1	9654
Casey - South	0	2	1128
Casey - South	0	3	290
Casey - South	0	4	118
Casey - South	0	5	34
Casey - South	0	6	15
Casey - South	1	2	15881
Casey - South	1	3	13418
Casey - South	1	4	15944
Casey - South	1	5	7136
Casey - South	1	6	5046
Dandenong	0	1	14109
Dandenong	0	2	1656
Dandenong	0	3	712
Dandenong	0	4	429
Dandenong	0	5	193
Dandenong	0	6	119
Dandenong	1	2	16400
Dandenong	1	3	11408
Dandenong	1	4	10528
Dandenong	1	5	4977
Dandenong	1	6	3760
Monash	0	1	13366
Monash	0	2	1723
Monash	0	3	986
Monash	0	4	614
Monash	0	5	246
Monash	0	6	158
Monash	1	2	18359
Monash	1	3	11119
Monash	1	4	11983
Monash	1	5	3905
Monash	1	6	1594
Brimbank	0	1	12402
Brimbank	0	2	1308
Brimbank	0	3	521
Brimbank	0	4	292
Brimbank	0	5	129
Brimbank	0	6	65
Brimbank	1	2	16006
Brimbank	1	3	10891
Brimbank	1	4	10754
Brimbank	1	5	4909
Brimbank	1	6	3537
Hobsons Bay	0	1	8637
Hobsons Bay	0	2	658
Hobsons Bay	0	3	116
Hobsons Bay	0	4	53
Hobsons Bay	0	5	16
Hobsons Bay	0	6	3
Hobsons Bay	1	2	9995
Hobsons Bay	1	3	5421
Hobsons Bay	1	4	5558
Hobsons Bay	1	5	1810
Hobsons Bay	1	6	652
Maribyrnong	0	1	9996
Maribyrnong	0	2	1520
Maribyrnong	0	3	612
Maribyrnong	0	4	218
Maribyrnong	0	5	86
Maribyrnong	0	6	50
Maribyrnong	1	2	9688
Maribyrnong	1	3	4989
Maribyrnong	1	4	4555
Maribyrnong	1	5	1406
Maribyrnong	1	6	570
Melton - Bacchus Marsh	0	1	10657
Melton - Bacchus Marsh	0	2	998
Melton - Bacchus Marsh	0	3	158
Melton - Bacchus Marsh	0	4	48
Melton - Bacchus Marsh	0	5	17
Melton - Bacchus Marsh	0	6	11
Melton - Bacchus Marsh	1	2	15090
Melton - Bacchus Marsh	1	3	11641
Melton - Bacchus Marsh	1	4	13627
Melton - Bacchus Marsh	1	5	6056
Melton - Bacchus Marsh	1	6	3560
Wyndham	0	1	14152
Wyndham	0	2	1871
Wyndham	0	3	620
Wyndham	0	4	389
Wyndham	0	5	169
Wyndham	0	6	90
Wyndham	1	2	20873
Wyndham	1	3	19135
Wyndham	1	4	20689
Wyndham	1	5	8124
Wyndham	1	6	5458
Frankston	0	1	14700
Frankston	0	2	1305
Frankston	0	3	214
Frankston	0	4	34
Frankston	0	5	18
Frankston	0	6	9
Frankston	1	2	15680
Frankston	1	3	8679
Frankston	1	4	8085
Frankston	1	5	3099
Frankston	1	6	1194
Mornington Peninsula	0	1	17727
Mornington Peninsula	0	2	1004
Mornington Peninsula	0	3	126
Mornington Peninsula	0	4	36
Mornington Peninsula	0	5	18
Mornington Peninsula	0	6	3
Mornington Peninsula	1	2	23197
Mornington Peninsula	1	3	8621
Mornington Peninsula	1	4	9079
Mornington Peninsula	1	5	3610
Mornington Peninsula	1	6	1231
Grampians	0	1	8130
Grampians	0	2	531
Grampians	0	3	84
Grampians	0	4	25
Grampians	0	5	13
Grampians	0	6	4
Grampians	1	2	8488
Grampians	1	3	2882
Grampians	1	4	2462
Grampians	1	5	1249
Grampians	1	6	468
Mildura	0	1	6177
Mildura	0	2	471
Mildura	0	3	120
Mildura	0	4	47
Mildura	0	5	26
Mildura	0	6	26
Mildura	1	2	6909
Mildura	1	3	2905
Mildura	1	4	2650
Mildura	1	5	1289
Mildura	1	6	659
Murray River - Swan Hill	0	1	4490
Murray River - Swan Hill	0	2	372
Murray River - Swan Hill	0	3	71
Murray River - Swan Hill	0	4	40
Murray River - Swan Hill	0	5	11
Murray River - Swan Hill	0	6	14
Murray River - Swan Hill	1	2	5104
Murray River - Swan Hill	1	3	1759
Murray River - Swan Hill	1	4	1503
Murray River - Swan Hill	1	5	851
Murray River - Swan Hill	1	6	423
Campaspe	0	1	4465
Campaspe	0	2	291
Campaspe	0	3	43
Campaspe	0	4	17
Campaspe	0	5	3
Campaspe	0	6	3
Campaspe	1	2	5437
Campaspe	1	3	1864
Campaspe	1	4	1725
Campaspe	1	5	884
Campaspe	1	6	407
Moira	0	1	3579
Moira	0	2	263
Moira	0	3	35
Moira	0	4	10
Moira	0	5	4
Moira	0	6	10
Moira	1	2	4443
Moira	1	3	1334
Moira	1	4	1247
Moira	1	5	661
Moira	1	6	324
Shepparton	0	1	6888
Shepparton	0	2	550
Shepparton	0	3	154
Shepparton	0	4	51
Shepparton	0	5	14
Shepparton	0	6	16
Shepparton	1	2	7773
Shepparton	1	3	3447
Shepparton	1	4	3346
Shepparton	1	5	1584
Shepparton	1	6	905
Glenelg - Southern Grampians	0	1	4929
Glenelg - Southern Grampians	0	2	306
Glenelg - Southern Grampians	0	3	31
Glenelg - Southern Grampians	0	4	11
Glenelg - Southern Grampians	0	5	6
Glenelg - Southern Grampians	1	2	5369
Glenelg - Southern Grampians	1	3	1853
Glenelg - Southern Grampians	1	4	1563
Glenelg - Southern Grampians	1	5	713
Glenelg - Southern Grampians	1	6	283
Colac - Corangamite	0	1	4797
Colac - Corangamite	0	2	351
Colac - Corangamite	0	3	53
Colac - Corangamite	0	4	30
Colac - Corangamite	0	5	12
Colac - Corangamite	0	6	4
Colac - Corangamite	1	2	5306
Colac - Corangamite	1	3	1751
Colac - Corangamite	1	4	1598
Colac - Corangamite	1	5	887
Colac - Corangamite	1	6	395
Warrnambool	0	1	5858
Warrnambool	0	2	413
Warrnambool	0	3	102
Warrnambool	0	4	29
Warrnambool	0	5	11
Warrnambool	0	6	4
Warrnambool	1	2	7018
Warrnambool	1	3	2719
Warrnambool	1	4	2571
Warrnambool	1	5	1228
Warrnambool	1	6	469
Capalaba	0	1	5314
Capalaba	0	2	497
Capalaba	0	3	98
Capalaba	0	4	22
Capalaba	0	5	4
Capalaba	1	2	8627
Capalaba	1	3	4582
Capalaba	1	4	4556
Capalaba	1	5	1791
Capalaba	1	6	884
Cleveland - Stradbroke	0	1	7889
Cleveland - Stradbroke	0	2	731
Cleveland - Stradbroke	0	3	78
Cleveland - Stradbroke	0	4	16
Cleveland - Stradbroke	0	5	4
Cleveland - Stradbroke	0	6	5
Cleveland - Stradbroke	1	2	12077
Cleveland - Stradbroke	1	3	5353
Cleveland - Stradbroke	1	4	5455
Cleveland - Stradbroke	1	5	2167
Cleveland - Stradbroke	1	6	1011
Wynnum - Manly	0	1	5988
Wynnum - Manly	0	2	639
Wynnum - Manly	0	3	127
Wynnum - Manly	0	4	38
Wynnum - Manly	0	5	12
Wynnum - Manly	0	6	4
Wynnum - Manly	1	2	8178
Wynnum - Manly	1	3	4723
Wynnum - Manly	1	4	4867
Wynnum - Manly	1	5	1667
Wynnum - Manly	1	6	656
Bald Hills - Everton Park	0	1	3209
Bald Hills - Everton Park	0	2	367
Bald Hills - Everton Park	0	3	129
Bald Hills - Everton Park	0	4	28
Bald Hills - Everton Park	0	5	10
Bald Hills - Everton Park	0	6	8
Bald Hills - Everton Park	1	2	5209
Bald Hills - Everton Park	1	3	3026
Bald Hills - Everton Park	1	4	3076
Bald Hills - Everton Park	1	5	1070
Bald Hills - Everton Park	1	6	478
Chermside	0	1	8505
Chermside	0	2	1094
Chermside	0	3	269
Chermside	0	4	71
Chermside	0	5	30
Chermside	0	6	9
Chermside	1	2	8877
Chermside	1	3	4380
Chermside	1	4	4272
Chermside	1	5	1515
Chermside	1	6	544
Nundah	0	1	5375
Nundah	0	2	730
Nundah	0	3	160
Nundah	0	4	53
Nundah	0	5	10
Nundah	0	6	5
Nundah	1	2	5297
Nundah	1	3	2597
Nundah	1	4	2233
Nundah	1	5	750
Nundah	1	6	295
Sandgate	0	1	6174
Sandgate	0	2	639
Sandgate	0	3	130
Sandgate	0	4	36
Sandgate	0	5	6
Sandgate	0	6	7
Sandgate	1	2	6943
Sandgate	1	3	3786
Sandgate	1	4	3652
Sandgate	1	5	1324
Sandgate	1	6	609
Carindale	0	1	4440
Carindale	0	2	588
Carindale	0	3	223
Carindale	0	4	74
Carindale	0	5	19
Carindale	0	6	8
Carindale	1	2	6112
Carindale	1	3	3463
Carindale	1	4	3569
Carindale	1	5	1282
Carindale	1	6	417
Holland Park - Yeronga	0	1	10177
Holland Park - Yeronga	0	2	2026
Holland Park - Yeronga	0	3	787
Holland Park - Yeronga	0	4	274
Holland Park - Yeronga	0	5	89
Holland Park - Yeronga	0	6	30
Holland Park - Yeronga	1	2	9399
Holland Park - Yeronga	1	3	4116
Holland Park - Yeronga	1	4	3878
Holland Park - Yeronga	1	5	1336
Holland Park - Yeronga	1	6	448
Mt Gravatt	0	1	5383
Mt Gravatt	0	2	866
Mt Gravatt	0	3	350
Mt Gravatt	0	4	148
Mt Gravatt	0	5	62
Mt Gravatt	0	6	32
Mt Gravatt	1	2	7326
Mt Gravatt	1	3	4799
Mt Gravatt	1	4	5184
Mt Gravatt	1	5	2024
Mt Gravatt	1	6	1068
Nathan	0	1	3448
Nathan	0	2	562
Nathan	0	3	241
Nathan	0	4	109
Nathan	0	5	39
Nathan	0	6	29
Nathan	1	2	4025
Nathan	1	3	2330
Nathan	1	4	2483
Nathan	1	5	891
Nathan	1	6	374
Rocklea - Acacia Ridge	0	1	3266
Rocklea - Acacia Ridge	0	2	476
Rocklea - Acacia Ridge	0	3	174
Rocklea - Acacia Ridge	0	4	53
Rocklea - Acacia Ridge	0	5	12
Rocklea - Acacia Ridge	0	6	14
Rocklea - Acacia Ridge	1	2	5735
Rocklea - Acacia Ridge	1	3	4340
Rocklea - Acacia Ridge	1	4	4522
Rocklea - Acacia Ridge	1	5	1930
Rocklea - Acacia Ridge	1	6	1198
Sunnybank	0	1	2700
Sunnybank	0	2	481
Sunnybank	0	3	241
Sunnybank	0	4	128
Sunnybank	0	5	60
Sunnybank	0	6	25
Sunnybank	1	2	4131
Sunnybank	1	3	2967
Sunnybank	1	4	2923
Sunnybank	1	5	1335
Sunnybank	1	6	1048
Centenary	0	1	1820
Centenary	0	2	181
Centenary	0	3	35
Centenary	0	4	12
Centenary	1	2	3721
Centenary	1	3	2112
Centenary	1	4	2381
Centenary	1	5	818
Centenary	1	6	359
Kenmore - Brookfield - Moggill	0	1	2117
Kenmore - Brookfield - Moggill	0	2	196
Kenmore - Brookfield - Moggill	0	3	45
Kenmore - Brookfield - Moggill	0	4	24
Kenmore - Brookfield - Moggill	0	5	10
Kenmore - Brookfield - Moggill	0	6	3
Kenmore - Brookfield - Moggill	1	2	4705
Kenmore - Brookfield - Moggill	1	3	2835
Kenmore - Brookfield - Moggill	1	4	3783
Kenmore - Brookfield - Moggill	1	5	1484
Kenmore - Brookfield - Moggill	1	6	499
Sherwood - Indooroopilly	0	1	5098
Sherwood - Indooroopilly	0	2	1190
Sherwood - Indooroopilly	0	3	497
Sherwood - Indooroopilly	0	4	199
Sherwood - Indooroopilly	0	5	84
Sherwood - Indooroopilly	0	6	30
Sherwood - Indooroopilly	1	2	5719
Sherwood - Indooroopilly	1	3	2920
Sherwood - Indooroopilly	1	4	3011
