SA3_NAME16	DwellingStructure	DwellingSubtype	NumberBedrooms.min	occupied_private_dwellings
Inverell - Tenterfield	Separate house		1	403
Inverell - Tenterfield	Separate house		2	2034
Inverell - Tenterfield	Separate house		3	6566
Inverell - Tenterfield	Separate house		4	3664
Inverell - Tenterfield	Separate house		5	734
Inverell - Tenterfield	Separate house		6	185
Moree - Narrabri			1	8
Moree - Narrabri			2	12
Moree - Narrabri			3	20
Moree - Narrabri			4	10
Moree - Narrabri			5	4
Moree - Narrabri			6	8
Moree - Narrabri		1 storey		36
Moree - Narrabri		1 storey	0	11
Moree - Narrabri		1 storey	1	104
Moree - Narrabri		1 storey	2	410
Moree - Narrabri		1 storey	3	97
Moree - Narrabri		1 storey	4	49
Moree - Narrabri		1 storey	5	14
Moree - Narrabri		1 storey	6	12
Moree - Narrabri		2 storeys or more		3
Moree - Narrabri		2 storeys or more	1	11
Moree - Narrabri		2 storeys or more	2	51
Moree - Narrabri		2 storeys or more	3	22
Moree - Narrabri		2 storeys or more	4	7
Moree - Narrabri	(Other)			11
Moree - Narrabri	(Other)		0	14
Moree - Narrabri	(Other)		1	32
Moree - Narrabri	(Other)		2	9
Moree - Narrabri	(Other)		3	9
Moree - Narrabri	(Other)		4	9
Moree - Narrabri	(Other)		6	4
Moree - Narrabri	Flat/apartment	1 or 2 storey block		6
Moree - Narrabri	Flat/apartment	1 or 2 storey block	1	31
Moree - Narrabri	Flat/apartment	1 or 2 storey block	2	50
Moree - Narrabri	Flat/apartment	1 or 2 storey block	3	12
Moree - Narrabri	Flat/apartment	Attached to a house	2	3
Moree - Narrabri	Separate house			166
Moree - Narrabri	Separate house		0	25
Moree - Narrabri	Separate house		1	126
Moree - Narrabri	Separate house		2	744
Moree - Narrabri	Separate house		3	3282
Moree - Narrabri	Separate house		4	2309
Moree - Narrabri	Separate house		5	474
Moree - Narrabri	Separate house		6	135
Tamworth - Gunnedah				17
Tamworth - Gunnedah			0	3
Tamworth - Gunnedah			1	35
Tamworth - Gunnedah			2	27
Tamworth - Gunnedah			3	32
Tamworth - Gunnedah			4	12
Tamworth - Gunnedah			5	3
Tamworth - Gunnedah			6	4
Tamworth - Gunnedah		1 storey		57
Tamworth - Gunnedah		1 storey	0	21
Tamworth - Gunnedah		1 storey	1	302
Tamworth - Gunnedah		1 storey	2	1359
Tamworth - Gunnedah		1 storey	3	418
Tamworth - Gunnedah		1 storey	4	34
Tamworth - Gunnedah		1 storey	5	4
Tamworth - Gunnedah		2 storeys or more		8
Tamworth - Gunnedah		2 storeys or more	0	5
Tamworth - Gunnedah		2 storeys or more	1	87
Tamworth - Gunnedah		2 storeys or more	2	232
Tamworth - Gunnedah		2 storeys or more	3	63
Tamworth - Gunnedah		2 storeys or more	4	8
Tamworth - Gunnedah	(Other)			5
Tamworth - Gunnedah	(Other)		0	28
Tamworth - Gunnedah	(Other)		1	70
Tamworth - Gunnedah	(Other)		2	32
Tamworth - Gunnedah	(Other)		3	21
Tamworth - Gunnedah	(Other)		4	6
Tamworth - Gunnedah	(Other)		5	5
Tamworth - Gunnedah	(Other)		6	3
Tamworth - Gunnedah	Flat/apartment	1 or 2 storey block		19
Tamworth - Gunnedah	Flat/apartment	1 or 2 storey block	0	15
Tamworth - Gunnedah	Flat/apartment	1 or 2 storey block	1	123
Tamworth - Gunnedah	Flat/apartment	1 or 2 storey block	2	252
Tamworth - Gunnedah	Flat/apartment	1 or 2 storey block	3	50
Tamworth - Gunnedah	Flat/apartment	1 or 2 storey block	4	7
Tamworth - Gunnedah	Flat/apartment	1 or 2 storey block	5	3
Tamworth - Gunnedah	Flat/apartment	3 storey block	2	21
Tamworth - Gunnedah	Flat/apartment	4-8 storey block	2	23
Tamworth - Gunnedah	Flat/apartment	4-8 storey block	3	3
Tamworth - Gunnedah	Flat/apartment	Attached to a house	1	3
Tamworth - Gunnedah	Flat/apartment	Attached to a house	2	8
Tamworth - Gunnedah	Flat/apartment	Attached to a house	3	3
Tamworth - Gunnedah	Flat/apartment	Attached to a house	6	4
Tamworth - Gunnedah	Separate house			476
Tamworth - Gunnedah	Separate house		0	61
Tamworth - Gunnedah	Separate house		1	359
Tamworth - Gunnedah	Separate house		2	2597
Tamworth - Gunnedah	Separate house		3	12550
Tamworth - Gunnedah	Separate house		4	9824
Tamworth - Gunnedah	Separate house		5	1821
Tamworth - Gunnedah	Separate house		6	430
Lake Macquarie - East				15
Lake Macquarie - East			0	3
Lake Macquarie - East			1	15
Lake Macquarie - East			2	13
Lake Macquarie - East			3	4
Lake Macquarie - East			4	3
Lake Macquarie - East		1 storey		67
Lake Macquarie - East		1 storey	0	7
Lake Macquarie - East		1 storey	1	376
Lake Macquarie - East		1 storey	2	2041
Lake Macquarie - East		1 storey	3	1041
Lake Macquarie - East		1 storey	4	58
Lake Macquarie - East		1 storey	5	10
Lake Macquarie - East		1 storey	6	5
Lake Macquarie - East		2 storeys or more		34
Lake Macquarie - East		2 storeys or more	0	3
Lake Macquarie - East		2 storeys or more	1	153
Lake Macquarie - East		2 storeys or more	2	729
Lake Macquarie - East		2 storeys or more	3	983
Lake Macquarie - East		2 storeys or more	4	104
Lake Macquarie - East		2 storeys or more	5	5
Lake Macquarie - East		2 storeys or more	6	5
Lake Macquarie - East	(Other)			5
Lake Macquarie - East	(Other)		0	13
Lake Macquarie - East	(Other)		1	47
Lake Macquarie - East	(Other)		2	57
Lake Macquarie - East	(Other)		3	21
Lake Macquarie - East	(Other)		4	7
Lake Macquarie - East	(Other)		5	3
Lake Macquarie - East	Flat/apartment		0	4
Lake Macquarie - East	Flat/apartment	1 or 2 storey block		49
Lake Macquarie - East	Flat/apartment	1 or 2 storey block	0	24
Lake Macquarie - East	Flat/apartment	1 or 2 storey block	1	495
Lake Macquarie - East	Flat/apartment	1 or 2 storey block	2	793
Lake Macquarie - East	Flat/apartment	1 or 2 storey block	3	208
Lake Macquarie - East	Flat/apartment	1 or 2 storey block	4	14
Lake Macquarie - East	Flat/apartment	3 storey block		7
Lake Macquarie - East	Flat/apartment	3 storey block	0	3
Lake Macquarie - East	Flat/apartment	3 storey block	1	53
Lake Macquarie - East	Flat/apartment	3 storey block	2	112
Lake Macquarie - East	Flat/apartment	3 storey block	3	52
Lake Macquarie - East	Flat/apartment	4-8 storey block		18
Lake Macquarie - East	Flat/apartment	4-8 storey block	1	159
Lake Macquarie - East	Flat/apartment	4-8 storey block	2	308
Lake Macquarie - East	Flat/apartment	4-8 storey block	3	129
Lake Macquarie - East	Flat/apartment	4-8 storey block	4	5
Lake Macquarie - East	Flat/apartment	9 or more storey block	1	57
Lake Macquarie - East	Flat/apartment	9 or more storey block	2	136
Lake Macquarie - East	Flat/apartment	9 or more storey block	3	57
Lake Macquarie - East	Flat/apartment	Attached to a house		3
Lake Macquarie - East	Flat/apartment	Attached to a house	1	23
Lake Macquarie - East	Flat/apartment	Attached to a house	2	34
Lake Macquarie - East	Flat/apartment	Attached to a house	3	19
Lake Macquarie - East	Flat/apartment	Attached to a house	4	5
Lake Macquarie - East	Flat/apartment	Attached to a house	5	3
Lake Macquarie - East	Separate house			378
Lake Macquarie - East	Separate house		0	43
Lake Macquarie - East	Separate house		1	449
Lake Macquarie - East	Separate house		2	4499
Lake Macquarie - East	Separate house		3	18079
Lake Macquarie - East	Separate house		4	13031
Lake Macquarie - East	Separate house		5	2932
Lake Macquarie - East	Separate house		6	483
Lake Macquarie - West			0	9
Lake Macquarie - West			1	18
Lake Macquarie - West			2	21
Lake Macquarie - West			3	6
Lake Macquarie - West			4	9
Lake Macquarie - West			5	4
Lake Macquarie - West		1 storey		46
Lake Macquarie - West		1 storey	1	176
Lake Macquarie - West		1 storey	2	789
Lake Macquarie - West		1 storey	3	469
Lake Macquarie - West		1 storey	4	36
Lake Macquarie - West		1 storey	5	6
Lake Macquarie - West		1 storey	6	5
Lake Macquarie - West		2 storeys or more		12
Lake Macquarie - West		2 storeys or more	1	43
Lake Macquarie - West		2 storeys or more	2	263
Lake Macquarie - West		2 storeys or more	3	284
Lake Macquarie - West		2 storeys or more	4	45
Lake Macquarie - West	(Other)			16
Lake Macquarie - West	(Other)		0	11
Lake Macquarie - West	(Other)		1	94
Lake Macquarie - West	(Other)		2	95
Lake Macquarie - West	(Other)		3	17
Lake Macquarie - West	(Other)		4	5
Lake Macquarie - West	(Other)		5	3
Lake Macquarie - West	Flat/apartment	1 or 2 storey block		28
Lake Macquarie - West	Flat/apartment	1 or 2 storey block	0	7
Lake Macquarie - West	Flat/apartment	1 or 2 storey block	1	210
Lake Macquarie - West	Flat/apartment	1 or 2 storey block	2	231
Lake Macquarie - West	Flat/apartment	1 or 2 storey block	3	50
Lake Macquarie - West	Flat/apartment	1 or 2 storey block	4	17
Lake Macquarie - West	Flat/apartment	1 or 2 storey block	6	3
Lake Macquarie - West	Flat/apartment	3 storey block	1	11
Lake Macquarie - West	Flat/apartment	3 storey block	2	50
Lake Macquarie - West	Flat/apartment	3 storey block	3	27
Lake Macquarie - West	Flat/apartment	4-8 storey block	1	3
Lake Macquarie - West	Flat/apartment	4-8 storey block	2	29
Lake Macquarie - West	Flat/apartment	4-8 storey block	3	41
Lake Macquarie - West	Flat/apartment	4-8 storey block	4	4
Lake Macquarie - West	Flat/apartment	Attached to a house	1	19
Lake Macquarie - West	Flat/apartment	Attached to a house	2	34
Lake Macquarie - West	Flat/apartment	Attached to a house	3	15
Lake Macquarie - West	Flat/apartment	Attached to a house	4	11
Lake Macquarie - West	Separate house			305
Lake Macquarie - West	Separate house		0	46
Lake Macquarie - West	Separate house		1	404
Lake Macquarie - West	Separate house		2	2850
Lake Macquarie - West	Separate house		3	11646
Lake Macquarie - West	Separate house		4	10532
Lake Macquarie - West	Separate house		5	1889
Lake Macquarie - West	Separate house		6	411
Newcastle				11
Newcastle			0	9
Newcastle			1	45
Newcastle			2	28
Newcastle			3	30
Newcastle			4	9
Newcastle			6	5
Newcastle		1 storey		71
Newcastle		1 storey	0	16
Newcastle		1 storey	1	532
Newcastle		1 storey	2	2555
Newcastle		1 storey	3	1341
Newcastle		1 storey	4	132
Newcastle		1 storey	5	23
Newcastle		1 storey	6	6
Newcastle		2 storeys or more		92
Newcastle		2 storeys or more	0	44
Newcastle		2 storeys or more	1	555
Newcastle		2 storeys or more	2	2134
Newcastle		2 storeys or more	3	2921
Newcastle		2 storeys or more	4	385
Newcastle		2 storeys or more	5	81
Newcastle		2 storeys or more	6	25
Newcastle	(Other)			7
Newcastle	(Other)		0	19
Newcastle	(Other)		1	76
Newcastle	(Other)		2	94
Newcastle	(Other)		3	43
Newcastle	(Other)		4	23
Newcastle	(Other)		5	5
Newcastle	Flat/apartment		0	9
Newcastle	Flat/apartment	1 or 2 storey block		88
Newcastle	Flat/apartment	1 or 2 storey block	0	124
Newcastle	Flat/apartment	1 or 2 storey block	1	1345
Newcastle	Flat/apartment	1 or 2 storey block	2	1523
Newcastle	Flat/apartment	1 or 2 storey block	3	358
Newcastle	Flat/apartment	1 or 2 storey block	4	58
Newcastle	Flat/apartment	1 or 2 storey block	5	10
Newcastle	Flat/apartment	1 or 2 storey block	6	5
Newcastle	Flat/apartment	3 storey block		58
Newcastle	Flat/apartment	3 storey block	0	41
Newcastle	Flat/apartment	3 storey block	1	503
Newcastle	Flat/apartment	3 storey block	2	1436
Newcastle	Flat/apartment	3 storey block	3	237
Newcastle	Flat/apartment	3 storey block	4	6
Newcastle	Flat/apartment	3 storey block	5	4
Newcastle	Flat/apartment	3 storey block	6	3
Newcastle	Flat/apartment	4-8 storey block		20
Newcastle	Flat/apartment	4-8 storey block	0	57
Newcastle	Flat/apartment	4-8 storey block	1	419
Newcastle	Flat/apartment	4-8 storey block	2	953
Newcastle	Flat/apartment	4-8 storey block	3	443
Newcastle	Flat/apartment	4-8 storey block	4	24
Newcastle	Flat/apartment	4-8 storey block	6	8
Newcastle	Flat/apartment	9 or more storey block		10
Newcastle	Flat/apartment	9 or more storey block	0	24
Newcastle	Flat/apartment	9 or more storey block	1	415
Newcastle	Flat/apartment	9 or more storey block	2	634
Newcastle	Flat/apartment	9 or more storey block	3	274
Newcastle	Flat/apartment	9 or more storey block	4	23
Newcastle	Flat/apartment	Attached to a house		6
Newcastle	Flat/apartment	Attached to a house	1	76
Newcastle	Flat/apartment	Attached to a house	2	121
Newcastle	Flat/apartment	Attached to a house	3	70
Newcastle	Flat/apartment	Attached to a house	4	22
Newcastle	Flat/apartment	Attached to a house	5	10
Newcastle	Separate house			453
Newcastle	Separate house		0	76
Newcastle	Separate house		1	621
Newcastle	Separate house		2	7700
Newcastle	Separate house		3	24102
Newcastle	Separate house		4	13012
Newcastle	Separate house		5	2703
Newcastle	Separate house		6	589
Richmond Valley - Coastal				13
Richmond Valley - Coastal			0	17
Richmond Valley - Coastal			1	62
Richmond Valley - Coastal			2	31
Richmond Valley - Coastal			3	21
Richmond Valley - Coastal			4	12
Richmond Valley - Coastal			5	3
Richmond Valley - Coastal			6	5
Richmond Valley - Coastal		1 storey		66
Richmond Valley - Coastal		1 storey	0	11
Richmond Valley - Coastal		1 storey	1	171
Richmond Valley - Coastal		1 storey	2	1352
Richmond Valley - Coastal		1 storey	3	1287
Richmond Valley - Coastal		1 storey	4	133
Richmond Valley - Coastal		1 storey	5	16
Richmond Valley - Coastal		1 storey	6	6
Richmond Valley - Coastal		2 storeys or more		33
Richmond Valley - Coastal		2 storeys or more	0	7
Richmond Valley - Coastal		2 storeys or more	1	193
Richmond Valley - Coastal		2 storeys or more	2	876
Richmond Valley - Coastal		2 storeys or more	3	1270
Richmond Valley - Coastal		2 storeys or more	4	154
Richmond Valley - Coastal		2 storeys or more	5	22
Richmond Valley - Coastal		2 storeys or more	6	7
Richmond Valley - Coastal	(Other)			64
Richmond Valley - Coastal	(Other)		0	85
Richmond Valley - Coastal	(Other)		1	297
Richmond Valley - Coastal	(Other)		2	319
Richmond Valley - Coastal	(Other)		3	91
Richmond Valley - Coastal	(Other)		4	8
Richmond Valley - Coastal	(Other)		5	7
Richmond Valley - Coastal	Flat/apartment		0	15
Richmond Valley - Coastal	Flat/apartment	1 or 2 storey block		34
Richmond Valley - Coastal	Flat/apartment	1 or 2 storey block	0	21
Richmond Valley - Coastal	Flat/apartment	1 or 2 storey block	1	271
Richmond Valley - Coastal	Flat/apartment	1 or 2 storey block	2	628
Richmond Valley - Coastal	Flat/apartment	1 or 2 storey block	3	282
Richmond Valley - Coastal	Flat/apartment	1 or 2 storey block	4	34
Richmond Valley - Coastal	Flat/apartment	1 or 2 storey block	6	4
Richmond Valley - Coastal	Flat/apartment	3 storey block		9
Richmond Valley - Coastal	Flat/apartment	3 storey block	1	25
Richmond Valley - Coastal	Flat/apartment	3 storey block	2	147
Richmond Valley - Coastal	Flat/apartment	3 storey block	3	60
Richmond Valley - Coastal	Flat/apartment	3 storey block	4	4
Richmond Valley - Coastal	Flat/apartment	4-8 storey block	1	10
Richmond Valley - Coastal	Flat/apartment	4-8 storey block	2	25
Richmond Valley - Coastal	Flat/apartment	4-8 storey block	3	37
Richmond Valley - Coastal	Flat/apartment	9 or more storey block	1	3
Richmond Valley - Coastal	Flat/apartment	9 or more storey block	2	12
Richmond Valley - Coastal	Flat/apartment	9 or more storey block	3	3
Richmond Valley - Coastal	Flat/apartment	Attached to a house	1	80
Richmond Valley - Coastal	Flat/apartment	Attached to a house	2	40
Richmond Valley - Coastal	Flat/apartment	Attached to a house	3	19
Richmond Valley - Coastal	Flat/apartment	Attached to a house	4	19
Richmond Valley - Coastal	Flat/apartment	Attached to a house	5	9
Richmond Valley - Coastal	Separate house			383
Richmond Valley - Coastal	Separate house		0	159
Richmond Valley - Coastal	Separate house		1	841
Richmond Valley - Coastal	Separate house		2	2967
Richmond Valley - Coastal	Separate house		3	10574
Richmond Valley - Coastal	Separate house		4	7913
Richmond Valley - Coastal	Separate house		5	1657
Richmond Valley - Coastal	Separate house		6	414
Richmond Valley - Hinterland				3
Richmond Valley - Hinterland			0	8
Richmond Valley - Hinterland			1	21
Richmond Valley - Hinterland			2	25
Richmond Valley - Hinterland			3	22
Richmond Valley - Hinterland			4	7
Richmond Valley - Hinterland		1 storey		37
Richmond Valley - Hinterland		1 storey	0	21
Richmond Valley - Hinterland		1 storey	1	178
Richmond Valley - Hinterland		1 storey	2	925
Richmond Valley - Hinterland		1 storey	3	320
Richmond Valley - Hinterland		1 storey	4	34
Richmond Valley - Hinterland		1 storey	5	4
Richmond Valley - Hinterland		2 storeys or more		14
Richmond Valley - Hinterland		2 storeys or more	0	7
Richmond Valley - Hinterland		2 storeys or more	1	60
Richmond Valley - Hinterland		2 storeys or more	2	256
Richmond Valley - Hinterland		2 storeys or more	3	195
Richmond Valley - Hinterland		2 storeys or more	4	19
Richmond Valley - Hinterland		2 storeys or more	5	11
Richmond Valley - Hinterland		2 storeys or more	6	3
Richmond Valley - Hinterland	(Other)			21
Richmond Valley - Hinterland	(Other)		0	84
Richmond Valley - Hinterland	(Other)		1	178
Richmond Valley - Hinterland	(Other)		2	78
Richmond Valley - Hinterland	(Other)		3	32
Richmond Valley - Hinterland	(Other)		4	12
Richmond Valley - Hinterland	(Other)		6	4
Richmond Valley - Hinterland	Flat/apartment		0	4
Richmond Valley - Hinterland	Flat/apartment	1 or 2 storey block		25
Richmond Valley - Hinterland	Flat/apartment	1 or 2 storey block	0	18
Richmond Valley - Hinterland	Flat/apartment	1 or 2 storey block	1	183
Richmond Valley - Hinterland	Flat/apartment	1 or 2 storey block	2	546
Richmond Valley - Hinterland	Flat/apartment	1 or 2 storey block	3	156
Richmond Valley - Hinterland	Flat/apartment	1 or 2 storey block	4	30
Richmond Valley - Hinterland	Flat/apartment	1 or 2 storey block	6	4
Richmond Valley - Hinterland	Flat/apartment	3 storey block	1	6
Richmond Valley - Hinterland	Flat/apartment	3 storey block	2	70
Richmond Valley - Hinterland	Flat/apartment	3 storey block	3	8
Richmond Valley - Hinterland	Flat/apartment	Attached to a house	1	17
Richmond Valley - Hinterland	Flat/apartment	Attached to a house	2	32
Richmond Valley - Hinterland	Flat/apartment	Attached to a house	3	22
Richmond Valley - Hinterland	Flat/apartment	Attached to a house	4	11
Richmond Valley - Hinterland	Separate house			400
Richmond Valley - Hinterland	Separate house		0	172
Richmond Valley - Hinterland	Separate house		1	763
Richmond Valley - Hinterland	Separate house		2	3056
Richmond Valley - Hinterland	Separate house		3	11090
Richmond Valley - Hinterland	Separate house		4	6723
Richmond Valley - Hinterland	Separate house		5	1325
Richmond Valley - Hinterland	Separate house		6	315
Tweed Valley				5
Tweed Valley			0	14
Tweed Valley			1	23
Tweed Valley			2	27
Tweed Valley			3	17
Tweed Valley			4	10
Tweed Valley			6	5
Tweed Valley		1 storey		75
Tweed Valley		1 storey	0	10
Tweed Valley		1 storey	1	220
Tweed Valley		1 storey	2	1670
Tweed Valley		1 storey	3	2195
Tweed Valley		1 storey	4	108
Tweed Valley		1 storey	5	8
Tweed Valley		1 storey	6	4
Tweed Valley		2 storeys or more		44
Tweed Valley		2 storeys or more	0	3
Tweed Valley		2 storeys or more	1	148
Tweed Valley		2 storeys or more	2	920
Tweed Valley		2 storeys or more	3	1572
Tweed Valley		2 storeys or more	4	112
Tweed Valley		2 storeys or more	5	11
Tweed Valley		2 storeys or more	6	3
Tweed Valley	(Other)			23
Tweed Valley	(Other)		0	56
Tweed Valley	(Other)		1	317
Tweed Valley	(Other)		2	265
Tweed Valley	(Other)		3	35
Tweed Valley	(Other)		4	13
Tweed Valley	(Other)		5	3
Tweed Valley	(Other)		6	3
Tweed Valley	Flat/apartment	1 or 2 storey block		58
Tweed Valley	Flat/apartment	1 or 2 storey block	0	42
Tweed Valley	Flat/apartment	1 or 2 storey block	1	318
Tweed Valley	Flat/apartment	1 or 2 storey block	2	1193
Tweed Valley	Flat/apartment	1 or 2 storey block	3	374
Tweed Valley	Flat/apartment	1 or 2 storey block	4	28
Tweed Valley	Flat/apartment	1 or 2 storey block	5	3
Tweed Valley	Flat/apartment	1 or 2 storey block	6	3
Tweed Valley	Flat/apartment	3 storey block		26
Tweed Valley	Flat/apartment	3 storey block	1	140
Tweed Valley	Flat/apartment	3 storey block	2	1080
Tweed Valley	Flat/apartment	3 storey block	3	323
Tweed Valley	Flat/apartment	3 storey block	4	5
Tweed Valley	Flat/apartment	3 storey block	5	3
Tweed Valley	Flat/apartment	4-8 storey block		14
Tweed Valley	Flat/apartment	4-8 storey block	1	70
Tweed Valley	Flat/apartment	4-8 storey block	2	368
Tweed Valley	Flat/apartment	4-8 storey block	3	169
Tweed Valley	Flat/apartment	4-8 storey block	4	9
Tweed Valley	Flat/apartment	9 or more storey block		14
Tweed Valley	Flat/apartment	9 or more storey block	1	46
Tweed Valley	Flat/apartment	9 or more storey block	2	334
Tweed Valley	Flat/apartment	9 or more storey block	3	124
Tweed Valley	Flat/apartment	9 or more storey block	4	5
Tweed Valley	Flat/apartment	Attached to a house	1	32
Tweed Valley	Flat/apartment	Attached to a house	2	19
Tweed Valley	Flat/apartment	Attached to a house	3	8
Tweed Valley	Flat/apartment	Attached to a house	4	9
Tweed Valley	Flat/apartment	Attached to a house	5	5
Tweed Valley	Separate house			371
Tweed Valley	Separate house		0	127
Tweed Valley	Separate house		1	695
Tweed Valley	Separate house		2	2820
Tweed Valley	Separate house		3	10042
Tweed Valley	Separate house		4	8540
Tweed Valley	Separate house		5	1818
Tweed Valley	Separate house		6	414
Griffith - Murrumbidgee (West)				12
Griffith - Murrumbidgee (West)			0	4
Griffith - Murrumbidgee (West)			1	6
Griffith - Murrumbidgee (West)			2	20
Griffith - Murrumbidgee (West)			3	24
Griffith - Murrumbidgee (West)			4	20
Griffith - Murrumbidgee (West)			5	6
Griffith - Murrumbidgee (West)			6	5
Griffith - Murrumbidgee (West)		1 storey		14
Griffith - Murrumbidgee (West)		1 storey	0	3
Griffith - Murrumbidgee (West)		1 storey	1	62
Griffith - Murrumbidgee (West)		1 storey	2	215
Griffith - Murrumbidgee (West)		1 storey	3	195
Griffith - Murrumbidgee (West)		1 storey	4	19
Griffith - Murrumbidgee (West)		1 storey	5	3
Griffith - Murrumbidgee (West)		2 storeys or more		6
Griffith - Murrumbidgee (West)		2 storeys or more	1	30
Griffith - Murrumbidgee (West)		2 storeys or more	2	22
Griffith - Murrumbidgee (West)		2 storeys or more	3	21
Griffith - Murrumbidgee (West)		2 storeys or more	4	4
Griffith - Murrumbidgee (West)		2 storeys or more	5	3
Griffith - Murrumbidgee (West)	(Other)			18
Griffith - Murrumbidgee (West)	(Other)		0	10
Griffith - Murrumbidgee (West)	(Other)		1	46
Griffith - Murrumbidgee (West)	(Other)		2	42
Griffith - Murrumbidgee (West)	(Other)		3	35
Griffith - Murrumbidgee (West)	(Other)		4	16
Griffith - Murrumbidgee (West)	(Other)		5	6
Griffith - Murrumbidgee (West)	(Other)		6	9
Griffith - Murrumbidgee (West)	Flat/apartment	1 or 2 storey block		39
Griffith - Murrumbidgee (West)	Flat/apartment	1 or 2 storey block	0	3
Griffith - Murrumbidgee (West)	Flat/apartment	1 or 2 storey block	1	197
Griffith - Murrumbidgee (West)	Flat/apartment	1 or 2 storey block	2	813
Griffith - Murrumbidgee (West)	Flat/apartment	1 or 2 storey block	3	254
Griffith - Murrumbidgee (West)	Flat/apartment	1 or 2 storey block	4	12
Griffith - Murrumbidgee (West)	Flat/apartment	1 or 2 storey block	5	4
Griffith - Murrumbidgee (West)	Flat/apartment	3 storey block	1	5
Griffith - Murrumbidgee (West)	Flat/apartment	3 storey block	2	21
Griffith - Murrumbidgee (West)	Flat/apartment	3 storey block	3	3
Griffith - Murrumbidgee (West)	Flat/apartment	3 storey block	4	4
Griffith - Murrumbidgee (West)	Flat/apartment	Attached to a house	1	4
Griffith - Murrumbidgee (West)	Flat/apartment	Attached to a house	2	3
Griffith - Murrumbidgee (West)	Flat/apartment	Attached to a house	3	3
Griffith - Murrumbidgee (West)	Flat/apartment	Attached to a house	4	3
Griffith - Murrumbidgee (West)	Separate house			288
Griffith - Murrumbidgee (West)	Separate house		0	15
Griffith - Murrumbidgee (West)	Separate house		1	173
Griffith - Murrumbidgee (West)	Separate house		2	1364
Griffith - Murrumbidgee (West)	Separate house		3	6845
Griffith - Murrumbidgee (West)	Separate house		4	5341
Griffith - Murrumbidgee (West)	Separate house		5	844
Griffith - Murrumbidgee (West)	Separate house		6	163
Tumut - Tumbarumba				6
Tumut - Tumbarumba			1	12
Tumut - Tumbarumba			2	10
Tumut - Tumbarumba			3	6
Tumut - Tumbarumba			4	4
Tumut - Tumbarumba		1 storey		11
Tumut - Tumbarumba		1 storey	0	6
Tumut - Tumbarumba		1 storey	1	48
Tumut - Tumbarumba		1 storey	2	249
Tumut - Tumbarumba		1 storey	3	34
Tumut - Tumbarumba		1 storey	4	4
Tumut - Tumbarumba		2 storeys or more	2	4
Tumut - Tumbarumba		2 storeys or more	3	7
Tumut - Tumbarumba	(Other)		0	4
Tumut - Tumbarumba	(Other)		1	7
Tumut - Tumbarumba	(Other)		2	4
Tumut - Tumbarumba	(Other)		3	5
Tumut - Tumbarumba	(Other)		4	4
Tumut - Tumbarumba	Flat/apartment	1 or 2 storey block	1	16
Tumut - Tumbarumba	Flat/apartment	1 or 2 storey block	2	29
Tumut - Tumbarumba	Flat/apartment	3 storey block	1	4
Tumut - Tumbarumba	Flat/apartment	3 storey block	2	3
Tumut - Tumbarumba	Separate house			80
Tumut - Tumbarumba	Separate house		0	19
Tumut - Tumbarumba	Separate house		1	83
Tumut - Tumbarumba	Separate house		2	663
Tumut - Tumbarumba	Separate house		3	2631
Tumut - Tumbarumba	Separate house		4	1450
Tumut - Tumbarumba	Separate house		5	245
Tumut - Tumbarumba	Separate house		6	41
Wagga Wagga				9
Wagga Wagga			0	3
Wagga Wagga			1	13
Wagga Wagga			2	17
Wagga Wagga			3	30
Wagga Wagga			4	13
Wagga Wagga			5	3
Wagga Wagga			6	4
Wagga Wagga		1 storey		35
Wagga Wagga		1 storey	0	8
Wagga Wagga		1 storey	1	190
Wagga Wagga		1 storey	2	862
Wagga Wagga		1 storey	3	213
Wagga Wagga		1 storey	4	29
Wagga Wagga		1 storey	5	3
Wagga Wagga		2 storeys or more	1	15
Wagga Wagga		2 storeys or more	2	124
Wagga Wagga		2 storeys or more	3	107
Wagga Wagga		2 storeys or more	4	5
Wagga Wagga		2 storeys or more	5	3
Wagga Wagga	(Other)			10
Wagga Wagga	(Other)		0	11
Wagga Wagga	(Other)		1	41
Wagga Wagga	(Other)		2	49
Wagga Wagga	(Other)		3	42
Wagga Wagga	(Other)		4	15
Wagga Wagga	(Other)		5	7
Wagga Wagga	(Other)		6	11
Wagga Wagga	Flat/apartment	1 or 2 storey block		62
Wagga Wagga	Flat/apartment	1 or 2 storey block	0	10
Wagga Wagga	Flat/apartment	1 or 2 storey block	1	318
Wagga Wagga	Flat/apartment	1 or 2 storey block	2	1633
Wagga Wagga	Flat/apartment	1 or 2 storey block	3	205
Wagga Wagga	Flat/apartment	1 or 2 storey block	4	22
Wagga Wagga	Flat/apartment	1 or 2 storey block	5	7
Wagga Wagga	Flat/apartment	1 or 2 storey block	6	8
Wagga Wagga	Flat/apartment	3 storey block	1	42
Wagga Wagga	Flat/apartment	3 storey block	2	65
Wagga Wagga	Flat/apartment	3 storey block	3	16
Wagga Wagga	Flat/apartment	4-8 storey block	1	10
Wagga Wagga	Flat/apartment	4-8 storey block	2	21
Wagga Wagga	Flat/apartment	4-8 storey block	3	16
Wagga Wagga	Flat/apartment	Attached to a house	1	3
Wagga Wagga	Flat/apartment	Attached to a house	2	8
Wagga Wagga	Flat/apartment	Attached to a house	3	6
Wagga Wagga	Flat/apartment	Attached to a house	4	8
Wagga Wagga	Separate house			499
Wagga Wagga	Separate house		0	60
