SA3_NAME21	MotorVehicles.min	occupied_private_dwellings
Brisbane Inner - North	4	1392
Brisbane Inner - West		205
Brisbane Inner - West	0	1899
Brisbane Inner - West	1	9859
Brisbane Inner - West	2	8001
Brisbane Inner - West	3	2235
Brisbane Inner - West	4	1092
Cairns - North		242
Cairns - North	0	611
Cairns - North	1	7315
Cairns - North	2	8975
Cairns - North	3	2753
Cairns - North	4	1274
Cairns - South		800
Cairns - South	0	3140
Cairns - South	1	14567
Cairns - South	2	13125
Cairns - South	3	4113
Cairns - South	4	2039
Innisfail - Cassowary Coast		374
Innisfail - Cassowary Coast	0	811
Innisfail - Cassowary Coast	1	4567
Innisfail - Cassowary Coast	2	4679
Innisfail - Cassowary Coast	3	1587
Innisfail - Cassowary Coast	4	803
Port Douglas - Daintree		113
Port Douglas - Daintree	0	222
Port Douglas - Daintree	1	1800
Port Douglas - Daintree	2	1644
Port Douglas - Daintree	3	509
Port Douglas - Daintree	4	238
Tablelands (East) - Kuranda		428
Tablelands (East) - Kuranda	0	771
Tablelands (East) - Kuranda	1	5415
Tablelands (East) - Kuranda	2	5918
Tablelands (East) - Kuranda	3	2234
Tablelands (East) - Kuranda	4	1237
Darling Downs (West) - Maranoa		349
Darling Downs (West) - Maranoa	0	688
Darling Downs (West) - Maranoa	1	4973
Darling Downs (West) - Maranoa	2	5673
Darling Downs (West) - Maranoa	3	2473
Darling Downs (West) - Maranoa	4	1593
Darling Downs - East		292
Darling Downs - East	0	578
Darling Downs - East	1	4613
Darling Downs - East	2	5638
Darling Downs - East	3	2551
Darling Downs - East	4	1675
Granite Belt		330
Granite Belt	0	724
Granite Belt	1	5296
Granite Belt	2	5761
Granite Belt	3	2319
Granite Belt	4	1523
Central Highlands (Qld)		210
Central Highlands (Qld)	0	443
Central Highlands (Qld)	1	2946
Central Highlands (Qld)	2	3494
Central Highlands (Qld)	3	1538
Central Highlands (Qld)	4	933
Rockhampton		764
Rockhampton	0	2422
Rockhampton	1	14773
Rockhampton	2	16276
Rockhampton	3	6051
Rockhampton	4	3402
Biloela		135
Biloela	0	224
Biloela	1	1331
Biloela	2	1854
Biloela	3	837
Biloela	4	621
Gladstone		387
Gladstone	0	966
Gladstone	1	7545
Gladstone	2	9092
Gladstone	3	3424
Gladstone	4	1762
Broadbeach - Burleigh		430
Broadbeach - Burleigh	0	1533
Broadbeach - Burleigh	1	10439
Broadbeach - Burleigh	2	9901
Broadbeach - Burleigh	3	2727
Broadbeach - Burleigh	4	1418
Coolangatta		314
Coolangatta	0	1156
Coolangatta	1	8158
Coolangatta	2	8656
Coolangatta	3	2654
Coolangatta	4	1392
Gold Coast - North		472
Gold Coast - North	0	1712
Gold Coast - North	1	12863
Gold Coast - North	2	10050
Gold Coast - North	3	2681
Gold Coast - North	4	1223
Gold Coast Hinterland		89
Gold Coast Hinterland	0	87
Gold Coast Hinterland	1	1754
Gold Coast Hinterland	2	2787
Gold Coast Hinterland	3	1296
Gold Coast Hinterland	4	947
Mudgeeraba - Tallebudgera		112
Mudgeeraba - Tallebudgera	0	167
Mudgeeraba - Tallebudgera	1	2562
Mudgeeraba - Tallebudgera	2	5018
Mudgeeraba - Tallebudgera	3	2089
Mudgeeraba - Tallebudgera	4	1403
Nerang		323
Nerang	0	798
Nerang	1	6949
Nerang	2	9814
Nerang	3	3858
Nerang	4	2455
Ormeau - Oxenford		626
Ormeau - Oxenford	0	899
Ormeau - Oxenford	1	13638
Ormeau - Oxenford	2	22711
Ormeau - Oxenford	3	8360
Ormeau - Oxenford	4	4701
Robina		256
Robina	0	754
Robina	1	7345
Robina	2	8120
Robina	3	2352
Robina	4	1044
Southport		424
Southport	0	2244
Southport	1	10524
Southport	2	7832
Southport	3	2476
Southport	4	1293
Surfers Paradise		364
Surfers Paradise	0	1718
Surfers Paradise	1	8611
Surfers Paradise	2	5625
Surfers Paradise	3	1397
Surfers Paradise	4	744
Forest Lake - Oxley		421
Forest Lake - Oxley	0	1719
Forest Lake - Oxley	1	9190
Forest Lake - Oxley	2	9456
Forest Lake - Oxley	3	3073
Forest Lake - Oxley	4	1404
Ipswich Hinterland		501
Ipswich Hinterland	0	585
Ipswich Hinterland	1	6165
Ipswich Hinterland	2	8806
Ipswich Hinterland	3	4189
Ipswich Hinterland	4	3176
Ipswich Inner		588
Ipswich Inner	0	2585
Ipswich Inner	1	14468
Ipswich Inner	2	15664
Ipswich Inner	3	5734
Ipswich Inner	4	3195
Springfield - Redbank		489
Springfield - Redbank	0	1187
Springfield - Redbank	1	10830
Springfield - Redbank	2	14333
Springfield - Redbank	3	4523
Springfield - Redbank	4	2113
Beaudesert		97
Beaudesert	0	250
Beaudesert	1	1849
Beaudesert	2	1883
Beaudesert	3	804
Beaudesert	4	523
Beenleigh		340
Beenleigh	0	1080
Beenleigh	1	6192
Beenleigh	2	5979
Beenleigh	3	2092
Beenleigh	4	1109
Browns Plains		493
Browns Plains	0	1050
Browns Plains	1	8949
Browns Plains	2	11378
Browns Plains	3	4539
Browns Plains	4	2889
Jimboomba		252
Jimboomba	0	199
Jimboomba	1	3520
Jimboomba	2	7260
Jimboomba	3	3776
Jimboomba	4	3370
Loganlea - Carbrook		378
Loganlea - Carbrook	0	1110
Loganlea - Carbrook	1	6940
Loganlea - Carbrook	2	8216
Loganlea - Carbrook	3	3153
Loganlea - Carbrook	4	1963
Springwood - Kingston		546
Springwood - Kingston	0	1914
Springwood - Kingston	1	9309
Springwood - Kingston	2	9476
Springwood - Kingston	3	3372
Springwood - Kingston	4	1815
Bowen Basin - North		269
Bowen Basin - North	0	430
Bowen Basin - North	1	3542
Bowen Basin - North	2	4334
Bowen Basin - North	3	1647
Bowen Basin - North	4	983
Mackay		867
Mackay	0	1748
Mackay	1	13183
Mackay	2	16834
Mackay	3	6667
Mackay	4	3660
Whitsunday		152
Whitsunday	0	435
Whitsunday	1	2726
Whitsunday	2	2871
Whitsunday	3	1002
Whitsunday	4	544
Bribie - Beachmere		261
Bribie - Beachmere	0	820
Bribie - Beachmere	1	7007
Bribie - Beachmere	2	5461
Bribie - Beachmere	3	1667
Bribie - Beachmere	4	949
Caboolture		412
Caboolture	0	1495
Caboolture	1	9225
Caboolture	2	9631
Caboolture	3	3855
Caboolture	4	2531
Caboolture Hinterland		87
Caboolture Hinterland	0	93
Caboolture Hinterland	1	1210
Caboolture Hinterland	2	1761
Caboolture Hinterland	3	855
Caboolture Hinterland	4	680
Narangba - Burpengary		320
Narangba - Burpengary	0	875
Narangba - Burpengary	1	7222
Narangba - Burpengary	2	8751
Narangba - Burpengary	3	3698
Narangba - Burpengary	4	2740
Redcliffe		396
Redcliffe	0	2199
Redcliffe	1	10794
Redcliffe	2	8761
Redcliffe	3	2789
Redcliffe	4	1389
The Hills District		196
The Hills District	0	485
The Hills District	1	6793
The Hills District	2	13585
The Hills District	3	5447
The Hills District	4	3629
North Lakes		311
North Lakes	0	1043
North Lakes	1	10737
North Lakes	2	12940
North Lakes	3	3843
North Lakes	4	1609
Strathpine		176
Strathpine	0	782
Strathpine	1	5240
Strathpine	2	5563
Strathpine	3	1823
Strathpine	4	977
Far North		386
Far North	0	1753
Far North	1	2972
Far North	2	2394
Far North	3	919
Far North	4	591
Outback - North		401
Outback - North	0	921
Outback - North	1	3281
Outback - North	2	3341
Outback - North	3	1140
Outback - North	4	732
Outback - South		179
Outback - South	0	432
Outback - South	1	2378
Outback - South	2	2039
Outback - South	3	845
Outback - South	4	673
Buderim		259
Buderim	0	829
Buderim	1	7155
Buderim	2	8652
Buderim	3	2878
Buderim	4	1550
Caloundra		465
Caloundra	0	1632
Caloundra	1	13924
Caloundra	2	14232
Caloundra	3	4327
Caloundra	4	2225
Maroochy		380
Maroochy	0	1303
Maroochy	1	10670
Maroochy	2	9473
Maroochy	3	2724
Maroochy	4	1303
Noosa		233
Noosa	0	686
Noosa	1	6802
Noosa	2	7358
Noosa	3	2085
Noosa	4	941
Sunshine Coast Hinterland		278
Sunshine Coast Hinterland	0	431
Sunshine Coast Hinterland	1	5792
Sunshine Coast Hinterland	2	8462
Sunshine Coast Hinterland	3	3492
Sunshine Coast Hinterland	4	2472
Nambour		269
Nambour	0	698
Nambour	1	5471
Nambour	2	7147
Nambour	3	2743
Nambour	4	1767
Noosa Hinterland		127
Noosa Hinterland	0	149
Noosa Hinterland	1	2203
Noosa Hinterland	2	3486
Noosa Hinterland	3	1554
Noosa Hinterland	4	1140
Toowoomba		748
Toowoomba	0	3358
Toowoomba	1	21317
Toowoomba	2	22515
Toowoomba	3	7806
Toowoomba	4	4482
Charters Towers - Ayr - Ingham		404
Charters Towers - Ayr - Ingham	0	1015
Charters Towers - Ayr - Ingham	1	5062
Charters Towers - Ayr - Ingham	2	5554
Charters Towers - Ayr - Ingham	3	2144
Charters Towers - Ayr - Ingham	4	1198
Townsville		1048
Townsville	0	3692
Townsville	1	24068
Townsville	2	27508
Townsville	3	9075
Townsville	4	4508
Bundaberg		695
Bundaberg	0	2123
Bundaberg	1	13462
Bundaberg	2	12865
Bundaberg	3	4648
Bundaberg	4	2585
Burnett		490
Burnett	0	945
Burnett	1	6485
Burnett	2	6653
Burnett	3	2750
Burnett	4	1665
Gympie - Cooloola		376
Gympie - Cooloola	0	837
Gympie - Cooloola	1	6798
Gympie - Cooloola	2	7607
Gympie - Cooloola	3	2988
Gympie - Cooloola	4	1827
Hervey Bay		414
Hervey Bay	0	1449
Hervey Bay	1	10304
Hervey Bay	2	8724
Hervey Bay	3	2826
Hervey Bay	4	1466
Maryborough		399
Maryborough	0	1098
Maryborough	1	6782
Maryborough	2	6627
Maryborough	3	2393
Maryborough	4	1464
Adelaide City		155
Adelaide City	0	3421
Adelaide City	1	5409
Adelaide City	2	1717
Adelaide City	3	268
Adelaide City	4	137
Adelaide Hills		276
Adelaide Hills	0	757
Adelaide Hills	1	7677
Adelaide Hills	2	12129
Adelaide Hills	3	4812
Adelaide Hills	4	3281
Burnside		111
Burnside	0	997
Burnside	1	6489
Burnside	2	6956
Burnside	3	2085
Burnside	4	1059
Campbelltown (SA)		214
Campbelltown (SA)	0	1585
Campbelltown (SA)	1	8117
Campbelltown (SA)	2	7882
Campbelltown (SA)	3	2321
Campbelltown (SA)	4	1331
Norwood - Payneham - St Peters		164
Norwood - Payneham - St Peters	0	1671
Norwood - Payneham - St Peters	1	7030
Norwood - Payneham - St Peters	2	5083
Norwood - Payneham - St Peters	3	1332
Norwood - Payneham - St Peters	4	682
Prospect - Walkerville		115
Prospect - Walkerville	0	912
Prospect - Walkerville	1	4366
Prospect - Walkerville	2	4424
Prospect - Walkerville	3	1333
Prospect - Walkerville	4	677
Unley		125
Unley	0	1244
Unley	1	6463
Unley	2	5505
Unley	3	1446
Unley	4	734
Gawler - Two Wells		192
Gawler - Two Wells	0	753
Gawler - Two Wells	1	4383
Gawler - Two Wells	2	5126
Gawler - Two Wells	3	2200
Gawler - Two Wells	4	1608
Playford		670
Playford	0	3330
Playford	1	12904
Playford	2	12221
Playford	3	4171
Playford	4	2344
Port Adelaide - East		384
Port Adelaide - East	0	2388
Port Adelaide - East	1	10850
Port Adelaide - East	2	10503
Port Adelaide - East	3	3028
Port Adelaide - East	4	1421
Salisbury		719
Salisbury	0	3558
Salisbury	1	18595
Salisbury	2	18798
Salisbury	3	6609
Salisbury	4	3528
Tea Tree Gully		323
Tea Tree Gully	0	1767
Tea Tree Gully	1	12495
Tea Tree Gully	2	14668
Tea Tree Gully	3	4971
Tea Tree Gully	4	2784
Holdfast Bay		177
Holdfast Bay	0	1269
Holdfast Bay	1	6503
Holdfast Bay	2	5324
Holdfast Bay	3	1392
Holdfast Bay	4	700
Marion		420
Marion	0	3196
Marion	1	14779
Marion	2	14347
Marion	3	4196
Marion	4	1968
Mitcham		196
Mitcham	0	1219
Mitcham	1	8019
Mitcham	2	10104
Mitcham	3	3296
Mitcham	4	1806
Onkaparinga		725
Onkaparinga	0	3585
Onkaparinga	1	23914
Onkaparinga	2	26474
Onkaparinga	3	8935
Onkaparinga	4	4962
Charles Sturt		559
Charles Sturt	0	3985
Charles Sturt	1	18457
Charles Sturt	2	16964
Charles Sturt	3	5169
Charles Sturt	4	2631
Port Adelaide - West		320
Port Adelaide - West	0	2444
Port Adelaide - West	1	9469
Port Adelaide - West	2	8351
Port Adelaide - West	3	2566
Port Adelaide - West	4	1298
West Torrens		281
West Torrens	0	2524
West Torrens	1	10718
West Torrens	2	9055
West Torrens	3	2653
West Torrens	4	1315
Barossa		176
Barossa	0	390
Barossa	1	4043
Barossa	2	5457
Barossa	3	2468
Barossa	4	1843
Lower North		118
Lower North	0	346
Lower North	1	2885
Lower North	2	3389
Lower North	3	1444
Lower North	4	1005
Mid North		246
Mid North	0	872
Mid North	1	3901
Mid North	2	3650
Mid North	3	1558
Mid North	4	1013
Yorke Peninsula		204
Yorke Peninsula	0	476
Yorke Peninsula	1	3979
Yorke Peninsula	2	4263
Yorke Peninsula	3	1423
Yorke Peninsula	4	883
Eyre Peninsula and South West		511
Eyre Peninsula and South West	0	1835
Eyre Peninsula and South West	1	7691
Eyre Peninsula and South West	2	7938
Eyre Peninsula and South West	3	3019
Eyre Peninsula and South West	4	1724
Outback - North and East		259
Outback - North and East	0	885
Outback - North and East	1	3151
Outback - North and East	2	2942
Outback - North and East	3	1086
Outback - North and East	4	626
Fleurieu - Kangaroo Island		313
Fleurieu - Kangaroo Island	0	918
Fleurieu - Kangaroo Island	1	8753
Fleurieu - Kangaroo Island	2	8450
Fleurieu - Kangaroo Island	3	3035
Fleurieu - Kangaroo Island	4	1821
Limestone Coast		432
Limestone Coast	0	1312
Limestone Coast	1	8187
Limestone Coast	2	9540
Limestone Coast	3	3913
Limestone Coast	4	2511
Murray and Mallee		531
Murray and Mallee	0	1573
Murray and Mallee	1	9283
Murray and Mallee	2	9941
Murray and Mallee	3	4222
Murray and Mallee	4	2853
Augusta - Margaret River - Busselton		341
Augusta - Margaret River - Busselton	0	608
Augusta - Margaret River - Busselton	1	6872
Augusta - Margaret River - Busselton	2	8609
Augusta - Margaret River - Busselton	3	2898
Augusta - Margaret River - Busselton	4	1512
Bunbury		626
Bunbury	0	1563
Bunbury	1	12711
Bunbury	2	15682
Bunbury	3	6034
Bunbury	4	3356
Manjimup		145
Manjimup	0	301
Manjimup	1	2742
Manjimup	2	3446
Manjimup	3	1532
Manjimup	4	977
Mandurah		662
Mandurah	0	1947
Mandurah	1	15863
Mandurah	2	15176
Mandurah	3	5248
Mandurah	4	2852
Cottesloe - Claremont		211
Cottesloe - Claremont	0	1260
Cottesloe - Claremont	1	8281
Cottesloe - Claremont	2	10497
Cottesloe - Claremont	3	3407
Cottesloe - Claremont	4	1794
Perth City		496
Perth City	0	5601
Perth City	1	23341
Perth City	2	13748
Perth City	3	2902
Perth City	4	1217
Bayswater - Bassendean		418
Bayswater - Bassendean	0	2213
Bayswater - Bassendean	1	13421
Bayswater - Bassendean	2	12784
Bayswater - Bassendean	3	3486
Bayswater - Bassendean	4	1770
Mundaring		165
Mundaring	0	497
Mundaring	1	3925
Mundaring	2	5951
Mundaring	3	2766
Mundaring	4	2010
Swan		645
Swan	0	1781
Swan	1	15309
Swan	2	20840
Swan	3	7673
Swan	4	4629
Joondalup		520
Joondalup	0	1458
Joondalup	1	16010
Joondalup	2	25856
Joondalup	3	8998
Joondalup	4	4918
Stirling		1051
Stirling	0	4726
Stirling	1	32216
Stirling	2	31749
Stirling	3	8610
Stirling	4	4249
Wanneroo		828
Wanneroo	0	2300
Wanneroo	1	22125
Wanneroo	2	29576
Wanneroo	3	10398
Wanneroo	4	5796
Armadale		419
Armadale	0	1315
Armadale	1	9875
Armadale	2	13661
Armadale	3	4638
Armadale	4	2644
Belmont - Victoria Park		459
Belmont - Victoria Park	0	2411
Belmont - Victoria Park	1	13331
Belmont - Victoria Park	2	10730
Belmont - Victoria Park	3	2801
Belmont - Victoria Park	4	1207
Canning		440
Canning	0	1836
Canning	1	11491
Canning	2	13877
Canning	3	4633
Canning	4	2436
Gosnells		582
Gosnells	0	1775
Gosnells	1	13766
Gosnells	2	16665
Gosnells	3	6264
Gosnells	4	3624
Kalamunda		247
Kalamunda	0	597
Kalamunda	1	5847
Kalamunda	2	8596
Kalamunda	3	3526
Kalamunda	4	2434
Serpentine - Jarrahdale		134
Serpentine - Jarrahdale	0	124
Serpentine - Jarrahdale	1	2193
Serpentine - Jarrahdale	2	4279
Serpentine - Jarrahdale	3	1923
Serpentine - Jarrahdale	4	1571
South Perth		172
South Perth	0	988
South Perth	1	7374
South Perth	2	6620
South Perth	3	1789
South Perth	4	748
Cockburn		462
Cockburn	0	1684
Cockburn	1	13936
Cockburn	2	17897
Cockburn	3	5742
Cockburn	4	3024
Fremantle		196
Fremantle	0	1281
Fremantle	1	6488
Fremantle	2	5898
Fremantle	3	1528
Fremantle	4	729
Kwinana		236
Kwinana	0	773
Kwinana	1	5400
Kwinana	2	6265
Kwinana	3	1979
Kwinana	4	1013
Melville		378
Melville	0	1676
Melville	1	12934
Melville	2	16654
Melville	3	5078
Melville	4	2732
Rockingham		647
Rockingham	0	1909
Rockingham	1	16574
Rockingham	2	19282
Rockingham	3	6638
Rockingham	4	3369
Albany		395
Albany	0	932
Albany	1	7381
Albany	2	8639
Albany	3	3540
Albany	4	2368
Wheat Belt - North		454
Wheat Belt - North	0	644
Wheat Belt - North	1	5694
Wheat Belt - North	2	7365
Wheat Belt - North	3	3554
Wheat Belt - North	4	2686
Wheat Belt - South		151
Wheat Belt - South	0	272
Wheat Belt - South	1	2062
Wheat Belt - South	2	2556
Wheat Belt - South	3	1176
Wheat Belt - South	4	995
Kimberley		441
Kimberley	0	1758
Kimberley	1	3273
Kimberley	2	2840
Kimberley	3	1105
Kimberley	4	625
East Pilbara		152
East Pilbara	0	427
East Pilbara	1	1994
East Pilbara	2	2571
East Pilbara	3	929
East Pilbara	4	429
West Pilbara		155
West Pilbara	0	272
West Pilbara	1	2175
West Pilbara	2	3332
West Pilbara	3	1301
West Pilbara	4	654
Esperance		96
Esperance	0	252
Esperance	1	1816
Esperance	2	2183
Esperance	3	831
Esperance	4	598
Gascoyne		83
Gascoyne	0	202
Gascoyne	1	1158
Gascoyne	2	1149
Gascoyne	3	396
Gascoyne	4	305
Goldfields		332
Goldfields	0	836
Goldfields	1	3834
Goldfields	2	4493
Goldfields	3	1783
Goldfields	4	1007
Mid West		413
Mid West	0	888
Mid West	1	6449
Mid West	2	7311
Mid West	3	2787
Mid West	4	1652
Brighton		117
Brighton	0	447
Brighton	1	2188
Brighton	2	2372
Brighton	3	1127
Brighton	4	841
Hobart - North East		256
Hobart - North East	0	1257
Hobart - North East	1	7664
Hobart - North East	2	8545
Hobart - North East	3	3072
Hobart - North East	4	1888
Hobart - North West		390
Hobart - North West	0	2097
Hobart - North West	1	8604
Hobart - North West	2	7189
Hobart - North West	3	2792
Hobart - North West	4	1704
Hobart - South and West		130
Hobart - South and West	0	505
Hobart - South and West	1	4555
Hobart - South and West	2	5349
Hobart - South and West	3	1945
Hobart - South and West	4	1228
Hobart Inner		218
Hobart Inner	0	2060
Hobart Inner	1	8951
Hobart Inner	2	7069
Hobart Inner	3	2123
Hobart Inner	4	1073
Sorell - Dodges Ferry		95
Sorell - Dodges Ferry	0	179
Sorell - Dodges Ferry	1	2201
Sorell - Dodges Ferry	2	2749
Sorell - Dodges Ferry	3	1194
Sorell - Dodges Ferry	4	788
Launceston		635
Launceston	0	2476
Launceston	1	12957
Launceston	2	11951
Launceston	3	4280
Launceston	4	2367
Meander Valley - West Tamar		182
Meander Valley - West Tamar	0	250
Meander Valley - West Tamar	1	2622
Meander Valley - West Tamar	2	3489
Meander Valley - West Tamar	3	1766
Meander Valley - West Tamar	4	1264
North East		299
North East	0	643
North East	1	5035
North East	2	5777
North East	3	2617
North East	4	1753
Central Highlands (Tas.)		87
Central Highlands (Tas.)	0	97
Central Highlands (Tas.)	1	1052
Central Highlands (Tas.)	2	1661
Central Highlands (Tas.)	3	954
Central Highlands (Tas.)	4	784
Huon - Bruny Island		131
Huon - Bruny Island	0	231
Huon - Bruny Island	1	2468
Huon - Bruny Island	2	3320
Huon - Bruny Island	3	1336
Huon - Bruny Island	4	858
South East Coast		61
South East Coast	0	87
South East Coast	1	1085
South East Coast	2	1240
South East Coast	3	463
South East Coast	4	284
Burnie - Ulverstone		340
Burnie - Ulverstone	0	1332
Burnie - Ulverstone	1	7462
Burnie - Ulverstone	2	7039
Burnie - Ulverstone	3	2744
Burnie - Ulverstone	4	1654
Devonport		292
Devonport	0	1030
Devonport	1	6506
Devonport	2	7010
Devonport	3	2774
Devonport	4	1708
West Coast		134
West Coast	0	316
West Coast	1	2342
West Coast	2	2531
West Coast	3	1054
West Coast	4	608
Darwin City		194
Darwin City	0	813
Darwin City	1	4523
Darwin City	2	3686
Darwin City	3	931
Darwin City	4	423
Darwin Suburbs		374
Darwin Suburbs	0	1129
Darwin Suburbs	1	6060
Darwin Suburbs	2	7079
Darwin Suburbs	3	2430
Darwin Suburbs	4	1198
Litchfield		148
Litchfield	0	98
Litchfield	1	1302
Litchfield	2	2227
Litchfield	3	1246
Litchfield	4	1125
Palmerston		252
Palmerston	0	543
Palmerston	1	3854
Palmerston	2	5288
Palmerston	3	1710
Palmerston	4	657
Alice Springs		321
Alice Springs	0	1629
Alice Springs	1	4150
Alice Springs	2	3267
Alice Springs	3	1207
Alice Springs	4	634
Barkly		59
Barkly	0	421
Barkly	1	547
Barkly	2	271
Barkly	3	67
Barkly	4	54
Daly - Tiwi - West Arnhem		124
Daly - Tiwi - West Arnhem	0	1377
Daly - Tiwi - West Arnhem	1	1206
Daly - Tiwi - West Arnhem	2	678
Daly - Tiwi - West Arnhem	3	213
Daly - Tiwi - West Arnhem	4	115
East Arnhem		81
East Arnhem	0	764
East Arnhem	1	858
East Arnhem	2	598
East Arnhem	3	145
East Arnhem	4	53
Katherine		205
Katherine	0	859
Katherine	1	1467
Katherine	2	1250
Katherine	3	458
Katherine	4	272
Belconnen		351
Belconnen	0	2036
Belconnen	1	15081
Belconnen	2	15315
Belconnen	3	4451
Belconnen	4	2278
Canberra East		10
Canberra East	0	52
Canberra East	1	233
Canberra East	2	139
Canberra East	3	34
Canberra East	4	43
Gungahlin		276
Gungahlin	0	986
Gungahlin	1	10177
Gungahlin	2	13045
Gungahlin	3	3449
Gungahlin	4	1756
North Canberra		203
North Canberra	0	2687
North Canberra	1	11650
North Canberra	2	6778
North Canberra	3	1679
North Canberra	4	685
South Canberra		94
South Canberra	0	811
South Canberra	1	6366
South Canberra	2	4543
South Canberra	3	992
South Canberra	4	456
Tuggeranong		295
Tuggeranong	0	1221
Tuggeranong	1	10588
Tuggeranong	2	13475
Tuggeranong	3	4755
Tuggeranong	4	2579
Weston Creek		72
Weston Creek	0	427
Weston Creek	1	3270
Weston Creek	2	3791
Weston Creek	3	1037
Weston Creek	4	561
Woden Valley		148
Woden Valley	0	967
Woden Valley	1	6420
Woden Valley	2	5533
Woden Valley	3	1482
Woden Valley	4	772
Molonglo		31
Molonglo	0	84
Molonglo	1	1638
Molonglo	2	1928
Molonglo	3	377
Molonglo	4	115
Uriarra - Namadgi		4
Uriarra - Namadgi	1	28
Uriarra - Namadgi	2	83
Uriarra - Namadgi	3	33
Uriarra - Namadgi	4	36
Christmas Island		6
Christmas Island	0	31
Christmas Island	1	167
Christmas Island	2	129
Christmas Island	3	62
Christmas Island	4	24
Cocos (Keeling) Islands		4
Cocos (Keeling) Islands	1	32
Cocos (Keeling) Islands	2	38
Cocos (Keeling) Islands	3	20
Cocos (Keeling) Islands	4	24
Jervis Bay		20
Jervis Bay	0	7
Jervis Bay	1	21
Jervis Bay	2	32
Jervis Bay	3	7
Jervis Bay	4	4
Norfolk Island		26
Norfolk Island	0	23
Norfolk Island	1	334
Norfolk Island	2	334
Norfolk Island	3	117
Norfolk Island	4	61
