SA3_NAME16	AustCitizen	Sex	persons
Dapto - Port Kembla	0	M	3682
Dapto - Port Kembla	1	F	36657
Dapto - Port Kembla	1	M	35567
Illawarra Catchment Reserve	0	F	0
Illawarra Catchment Reserve	0	M	0
Illawarra Catchment Reserve	1	F	0
Illawarra Catchment Reserve	1	M	5
Kiama - Shellharbour	0	F	4451
Kiama - Shellharbour	0	M	4075
Kiama - Shellharbour	1	F	46363
Kiama - Shellharbour	1	M	44366
Wollongong	0	F	8168
Wollongong	0	M	8327
Wollongong	1	F	60215
Wollongong	1	M	58049
Great Lakes	0	F	1697
Great Lakes	0	M	1545
Great Lakes	1	F	15473
Great Lakes	1	M	14594
Kempsey - Nambucca	0	F	2645
Kempsey - Nambucca	0	M	3200
Kempsey - Nambucca	1	F	23117
Kempsey - Nambucca	1	M	22194
Lord Howe Island	0	F	40
Lord Howe Island	0	M	38
Lord Howe Island	1	F	192
Lord Howe Island	1	M	182
Port Macquarie	0	F	3656
Port Macquarie	0	M	3465
Port Macquarie	1	F	41536
Port Macquarie	1	M	38118
Taree - Gloucester	0	F	2691
Taree - Gloucester	0	M	2611
Taree - Gloucester	1	F	26658
Taree - Gloucester	1	M	25385
Albury	0	F	3640
Albury	0	M	3690
Albury	1	F	30766
Albury	1	M	28950
Lower Murray	0	F	1017
Lower Murray	0	M	1127
Lower Murray	1	F	5319
Lower Murray	1	M	5593
Upper Murray exc. Albury	0	F	2358
Upper Murray exc. Albury	0	M	2386
Upper Murray exc. Albury	1	F	19539
Upper Murray exc. Albury	1	M	19164
Armidale	0	F	3182
Armidale	0	M	2892
Armidale	1	F	16242
Armidale	1	M	15219
Inverell - Tenterfield	0	F	2285
Inverell - Tenterfield	0	M	2411
Inverell - Tenterfield	1	F	17348
Inverell - Tenterfield	1	M	16681
Moree - Narrabri	0	F	2232
Moree - Narrabri	0	M	2294
Moree - Narrabri	1	F	10072
Moree - Narrabri	1	M	10118
Tamworth - Gunnedah	0	F	4864
Tamworth - Gunnedah	0	M	5045
Tamworth - Gunnedah	1	F	38069
Tamworth - Gunnedah	1	M	36601
Lake Macquarie - East	0	F	4527
Lake Macquarie - East	0	M	4200
Lake Macquarie - East	1	F	60341
Lake Macquarie - East	1	M	57422
Lake Macquarie - West	0	F	3223
Lake Macquarie - West	0	M	3172
Lake Macquarie - West	1	F	40300
Lake Macquarie - West	1	M	38330
Newcastle	0	F	9583
Newcastle	0	M	9740
Newcastle	1	F	81514
Newcastle	1	M	78160
Richmond Valley - Coastal	0	F	6258
Richmond Valley - Coastal	0	M	5694
Richmond Valley - Coastal	1	F	39229
Richmond Valley - Coastal	1	M	36591
Richmond Valley - Hinterland	0	F	3951
Richmond Valley - Hinterland	0	M	3936
Richmond Valley - Hinterland	1	F	32603
Richmond Valley - Hinterland	1	M	31404
Tweed Valley	0	F	5941
Tweed Valley	0	M	5458
Tweed Valley	1	F	44645
Tweed Valley	1	M	41346
Griffith - Murrumbidgee (West)	0	F	4311
Griffith - Murrumbidgee (West)	0	M	4736
Griffith - Murrumbidgee (West)	1	F	20389
Griffith - Murrumbidgee (West)	1	M	20121
Tumut - Tumbarumba	0	F	837
Tumut - Tumbarumba	0	M	956
Tumut - Tumbarumba	1	F	6575
Tumut - Tumbarumba	1	M	6560
Wagga Wagga	0	F	5179
Wagga Wagga	0	M	6302
Wagga Wagga	1	F	45010
Wagga Wagga	1	M	42675
Shoalhaven	0	F	5329
Shoalhaven	0	M	5895
Shoalhaven	1	F	49390
Shoalhaven	1	M	47712
Southern Highlands	0	F	2982
Southern Highlands	0	M	2771
Southern Highlands	1	F	24396
Southern Highlands	1	M	22530
Baulkham Hills	0	F	12520
Baulkham Hills	0	M	11049
Baulkham Hills	1	F	66370
Baulkham Hills	1	M	64827
Dural - Wisemans Ferry	0	F	1162
Dural - Wisemans Ferry	0	M	1192
Dural - Wisemans Ferry	1	F	12680
Dural - Wisemans Ferry	1	M	12881
Hawkesbury	0	F	842
Hawkesbury	0	M	897
Hawkesbury	1	F	11459
Hawkesbury	1	M	11809
Rouse Hill - McGraths Hill	0	F	4198
Rouse Hill - McGraths Hill	0	M	3747
Rouse Hill - McGraths Hill	1	F	24305
Rouse Hill - McGraths Hill	1	M	24434
Blacktown	0	F	15529
Blacktown	0	M	16170
Blacktown	1	F	55390
Blacktown	1	M	55512
Blacktown - North	0	F	13637
Blacktown - North	0	M	13818
Blacktown - North	1	F	57524
Blacktown - North	1	M	57794
Mount Druitt	0	F	11854
Mount Druitt	0	M	11178
Mount Druitt	1	F	46957
Mount Druitt	1	M	45635
Botany	0	F	8839
Botany	0	M	9058
Botany	1	F	20497
Botany	1	M	20385
Marrickville - Sydenham - Petersham	0	F	3914
Marrickville - Sydenham - Petersham	0	M	4094
Marrickville - Sydenham - Petersham	1	F	23645
Marrickville - Sydenham - Petersham	1	M	23122
Sydney Inner City	0	F	37224
Sydney Inner City	0	M	38398
Sydney Inner City	1	F	66722
Sydney Inner City	1	M	75456
Eastern Suburbs - North	0	F	13634
Eastern Suburbs - North	0	M	12049
Eastern Suburbs - North	1	F	52830
Eastern Suburbs - North	1	M	48656
Eastern Suburbs - South	0	F	14745
Eastern Suburbs - South	0	M	15110
Eastern Suburbs - South	1	F	54123
Eastern Suburbs - South	1	M	50263
Bankstown	0	F	15623
Bankstown	0	M	15668
Bankstown	1	F	78500
Bankstown	1	M	76445
Canterbury	0	F	16080
Canterbury	0	M	19540
Canterbury	1	F	52856
Canterbury	1	M	52614
Hurstville	0	F	15388
Hurstville	0	M	15243
Hurstville	1	F	51578
Hurstville	1	M	49658
Kogarah - Rockdale	0	F	17881
Kogarah - Rockdale	0	M	18030
Kogarah - Rockdale	1	F	55597
Kogarah - Rockdale	1	M	54405
Canada Bay	0	F	8558
Canada Bay	0	M	7509
Canada Bay	1	F	36560
Canada Bay	1	M	34084
Leichhardt	0	F	3774
Leichhardt	0	M	3586
Leichhardt	1	F	25616
Leichhardt	1	M	23418
Strathfield - Burwood - Ashfield	0	F	22520
Strathfield - Burwood - Ashfield	0	M	23923
Strathfield - Burwood - Ashfield	1	F	59237
Strathfield - Burwood - Ashfield	1	M	55984
Chatswood - Lane Cove	0	F	13531
Chatswood - Lane Cove	0	M	11220
Chatswood - Lane Cove	1	F	47045
Chatswood - Lane Cove	1	M	45662
Hornsby	0	F	8392
Hornsby	0	M	7322
Hornsby	1	F	36001
Hornsby	1	M	35736
Ku-ring-gai	0	F	10668
Ku-ring-gai	0	M	8754
Ku-ring-gai	1	F	53706
Ku-ring-gai	1	M	51231
North Sydney - Mosman	0	F	9555
North Sydney - Mosman	0	M	7922
North Sydney - Mosman	1	F	40969
North Sydney - Mosman	1	M	36330
Manly	0	F	3816
Manly	0	M	3532
Manly	1	F	18402
Manly	1	M	17425
Pittwater	0	F	3371
Pittwater	0	M	3037
Pittwater	1	F	29140
Pittwater	1	M	27932
Warringah	0	F	11070
Warringah	0	M	10492
Warringah	1	F	68827
Warringah	1	M	66508
Camden	0	F	2786
Camden	0	M	2637
Camden	1	F	34929
Camden	1	M	33223
Campbelltown (NSW)	0	F	15232
Campbelltown (NSW)	0	M	13985
Campbelltown (NSW)	1	F	75262
Campbelltown (NSW)	1	M	73396
Wollondilly	0	F	1924
Wollondilly	0	M	1830
Wollondilly	1	F	20985
Wollondilly	1	M	21095
Blue Mountains	0	F	3167
Blue Mountains	0	M	2902
Blue Mountains	1	F	37016
Blue Mountains	1	M	34865
Blue Mountains - South	0	F	0
Blue Mountains - South	0	M	0
Blue Mountains - South	1	F	0
Blue Mountains - South	1	M	8
Penrith	0	F	9526
Penrith	0	M	8711
Penrith	1	F	71584
Penrith	1	M	69488
Richmond - Windsor	0	F	2486
Richmond - Windsor	0	M	2808
Richmond - Windsor	1	F	16663
Richmond - Windsor	1	M	16052
St Marys	0	F	4719
St Marys	0	M	4670
St Marys	1	F	23700
St Marys	1	M	23702
Auburn	0	F	17912
Auburn	0	M	22847
Auburn	1	F	31071
Auburn	1	M	31717
Carlingford	0	F	8111
Carlingford	0	M	7633
Carlingford	1	F	29089
Carlingford	1	M	29188
Merrylands - Guildford	0	F	17734
Merrylands - Guildford	0	M	21226
Merrylands - Guildford	1	F	62929
Merrylands - Guildford	1	M	61929
Parramatta	0	F	24660
Parramatta	0	M	26693
Parramatta	1	F	50420
Parramatta	1	M	50352
Pennant Hills - Epping	0	F	6698
Pennant Hills - Epping	0	M	5823
Pennant Hills - Epping	1	F	21653
Pennant Hills - Epping	1	M	20663
Ryde - Hunters Hill	0	F	18795
Ryde - Hunters Hill	0	M	16620
Ryde - Hunters Hill	1	F	56515
Ryde - Hunters Hill	1	M	55273
Bringelly - Green Valley	0	F	10092
Bringelly - Green Valley	0	M	9734
Bringelly - Green Valley	1	F	61909
Bringelly - Green Valley	1	M	61346
Fairfield	0	F	21493
Fairfield	0	M	20506
Fairfield	1	F	77550
Fairfield	1	M	75620
Liverpool	0	F	12891
Liverpool	0	M	12635
Liverpool	1	F	55561
Liverpool	1	M	55088
Cronulla - Miranda - Caringbah	0	F	5733
Cronulla - Miranda - Caringbah	0	M	5309
Cronulla - Miranda - Caringbah	1	F	54603
Cronulla - Miranda - Caringbah	1	M	52222
Sutherland - Menai - Heathcote	0	F	4334
Sutherland - Menai - Heathcote	0	M	3714
Sutherland - Menai - Heathcote	1	F	52684
Sutherland - Menai - Heathcote	1	M	51009
Migratory - Offshore - Shipping (NSW)	0	F	0
Migratory - Offshore - Shipping (NSW)	0	M	0
Migratory - Offshore - Shipping (NSW)	1	F	0
Migratory - Offshore - Shipping (NSW)	1	M	0
No usual address (NSW)	0	F	2050
No usual address (NSW)	0	M	2754
No usual address (NSW)	1	F	2947
No usual address (NSW)	1	M	3621
Ballarat	0	F	5608
Ballarat	0	M	5446
Ballarat	1	F	54611
Ballarat	1	M	50536
Creswick - Daylesford - Ballan	0	F	1696
Creswick - Daylesford - Ballan	0	M	1700
Creswick - Daylesford - Ballan	1	F	13801
Creswick - Daylesford - Ballan	1	M	13781
Maryborough - Pyrenees	0	F	1375
Maryborough - Pyrenees	0	M	1699
Maryborough - Pyrenees	1	F	11795
Maryborough - Pyrenees	1	M	11883
Bendigo	0	F	5202
Bendigo	0	M	4894
Bendigo	1	F	48375
Bendigo	1	M	44568
Heathcote - Castlemaine - Kyneton	0	F	2599
Heathcote - Castlemaine - Kyneton	0	M	3111
Heathcote - Castlemaine - Kyneton	1	F	23737
Heathcote - Castlemaine - Kyneton	1	M	23056
Loddon - Elmore	0	F	779
Loddon - Elmore	0	M	765
Loddon - Elmore	1	F	5274
Loddon - Elmore	1	M	5403
Barwon - West	0	F	902
Barwon - West	0	M	911
Barwon - West	1	F	10219
Barwon - West	1	M	10448
Geelong	0	F	12981
Geelong	0	M	14701
Geelong	1	F	95538
Geelong	1	M	88767
Surf Coast - Bellarine Peninsula	0	F	4243
Surf Coast - Bellarine Peninsula	0	M	4064
Surf Coast - Bellarine Peninsula	1	F	43937
Surf Coast - Bellarine Peninsula	1	M	41176
Upper Goulburn Valley	0	F	3416
Upper Goulburn Valley	0	M	3467
Upper Goulburn Valley	1	F	26525
Upper Goulburn Valley	1	M	26599
Wangaratta - Benalla	0	F	2415
Wangaratta - Benalla	0	M	2237
Wangaratta - Benalla	1	F	22557
Wangaratta - Benalla	1	M	21245
Wodonga - Alpine	0	F	3676
Wodonga - Alpine	0	M	3769
Wodonga - Alpine	1	F	35177
Wodonga - Alpine	1	M	33851
Baw Baw	0	F	2935
Baw Baw	0	M	2786
Baw Baw	1	F	26733
Baw Baw	1	M	25322
Gippsland - East	0	F	2806
Gippsland - East	0	M	2667
Gippsland - East	1	F	22016
Gippsland - East	1	M	21342
Gippsland - South West	0	F	4007
Gippsland - South West	0	M	3675
Gippsland - South West	1	F	32500
Gippsland - South West	1	M	31365
Latrobe Valley	0	F	4657
Latrobe Valley	0	M	4503
Latrobe Valley	1	F	34766
Latrobe Valley	1	M	33239
Wellington	0	F	2489
Wellington	0	M	3209
Wellington	1	F	20109
Wellington	1	M	19724
Brunswick - Coburg	0	F	7101
Brunswick - Coburg	0	M	6504
Brunswick - Coburg	1	F	39636
Brunswick - Coburg	1	M	36632
Darebin - South	0	F	3101
Darebin - South	0	M	2750
Darebin - South	1	F	24899
Darebin - South	1	M	22522
Essendon	0	F	5493
Essendon	0	M	5055
Essendon	1	F	29930
Essendon	1	M	28241
Melbourne City	0	F	36216
Melbourne City	0	M	33694
Melbourne City	1	F	38975
Melbourne City	1	M	40716
Port Phillip	0	F	11543
Port Phillip	0	M	11254
Port Phillip	1	F	40700
Port Phillip	1	M	38463
Stonnington - West	0	F	7492
Stonnington - West	0	M	6383
Stonnington - West	1	F	25369
Stonnington - West	1	M	23288
Yarra	0	F	8039
Yarra	0	M	7703
Yarra	1	F	38581
Yarra	1	M	36738
Boroondara	0	F	14196
Boroondara	0	M	12043
Boroondara	1	F	73190
Boroondara	1	M	68474
Manningham - West	0	F	10618
Manningham - West	0	M	9404
Manningham - West	1	F	40343
Manningham - West	1	M	38021
Whitehorse - West	0	F	14057
Whitehorse - West	0	M	13320
Whitehorse - West	1	F	41268
Whitehorse - West	1	M	38544
Bayside	0	F	6416
Bayside	0	M	5702
Bayside	1	F	46514
Bayside	1	M	42676
Glen Eira	0	F	14467
Glen Eira	0	M	13258
Glen Eira	1	F	66126
Glen Eira	1	M	62623
Kingston	0	F	7629
Kingston	0	M	6794
Kingston	1	F	56192
Kingston	1	M	52081
Stonnington - East	0	F	3109
Stonnington - East	0	M	2916
Stonnington - East	1	F	18835
Stonnington - East	1	M	17306
Banyule	0	F	7622
Banyule	0	M	7021
Banyule	1	F	57213
Banyule	1	M	54384
Darebin - North	0	F	8948
Darebin - North	0	M	9375
Darebin - North	1	F	39461
Darebin - North	1	M	37512
Nillumbik - Kinglake	0	F	2548
Nillumbik - Kinglake	0	M	2430
Nillumbik - Kinglake	1	F	31243
Nillumbik - Kinglake	1	M	30881
Whittlesea - Wallan	0	F	21573
Whittlesea - Wallan	0	M	21792
Whittlesea - Wallan	1	F	105171
Whittlesea - Wallan	1	M	103487
Keilor	0	F	3069
Keilor	0	M	2829
Keilor	1	F	28503
Keilor	1	M	27283
Macedon Ranges	0	F	1324
Macedon Ranges	0	M	1323
Macedon Ranges	1	F	15295
Macedon Ranges	1	M	15022
Moreland - North	0	F	8106
Moreland - North	0	M	8984
Moreland - North	1	F	32573
Moreland - North	1	M	30879
Sunbury	0	F	2384
Sunbury	0	M	2211
Sunbury	1	F	20582
Sunbury	1	M	19880
Tullamarine - Broadmeadows	0	F	22130
Tullamarine - Broadmeadows	0	M	23377
Tullamarine - Broadmeadows	1	F	79410
Tullamarine - Broadmeadows	1	M	79150
Knox	0	F	12231
Knox	0	M	10738
Knox	1	F	68949
Knox	1	M	67223
Manningham - East	0	F	1421
Manningham - East	0	M	1302
Manningham - East	1	F	12036
Manningham - East	1	M	11622
Maroondah	0	F	8056
Maroondah	0	M	7270
Maroondah	1	F	51058
Maroondah	1	M	48193
Whitehorse - East	0	F	6327
Whitehorse - East	0	M	5617
Whitehorse - East	1	F	26175
Whitehorse - East	1	M	24814
Yarra Ranges	0	F	7383
Yarra Ranges	0	M	7119
Yarra Ranges	1	F	71109
Yarra Ranges	1	M	69645
Cardinia	0	F	8779
Cardinia	0	M	8447
Cardinia	1	F	51202
Cardinia	1	M	49913
Casey - North	0	F	12244
Casey - North	0	M	12459
Casey - North	1	F	56753
Casey - North	1	M	55830
Casey - South	0	F	24464
Casey - South	0	M	23408
Casey - South	1	F	89738
Casey - South	1	M	90340
Dandenong	0	F	24922
Dandenong	0	M	27096
Dandenong	1	F	70646
Dandenong	1	M	70980
Monash	0	F	24336
Monash	0	M	24989
Monash	1	F	67314
Monash	1	M	66200
Brimbank	0	F	20127
Brimbank	0	M	21605
Brimbank	1	F	72658
Brimbank	1	M	71679
Hobsons Bay	0	F	6104
Hobsons Bay	0	M	5810
Hobsons Bay	1	F	38302
Hobsons Bay	1	M	36372
Maribyrnong	0	F	8330
Maribyrnong	0	M	9115
Maribyrnong	1	F	34168
Maribyrnong	1	M	33598
Melton - Bacchus Marsh	0	F	17823
Melton - Bacchus Marsh	0	M	18316
Melton - Bacchus Marsh	1	F	81886
Melton - Bacchus Marsh	1	M	80413
Wyndham	0	F	42528
Wyndham	0	M	43780
Wyndham	1	F	104255
Wyndham	1	M	106182
Frankston	0	F	9010
Frankston	0	M	8484
Frankston	1	F	62230
Frankston	1	M	59554
Mornington Peninsula	0	F	8866
Mornington Peninsula	0	M	8251
Mornington Peninsula	1	F	78401
Mornington Peninsula	1	M	73430
Grampians	0	F	3127
Grampians	0	M	3841
Grampians	1	F	26847
Grampians	1	M	26522
Mildura	0	F	4313
Mildura	0	M	4547
Mildura	1	F	24619
Mildura	1	M	23493
Murray River - Swan Hill	0	F	2858
Murray River - Swan Hill	0	M	3158
Murray River - Swan Hill	1	F	16155
Murray River - Swan Hill	1	M	16088
Campaspe	0	F	1966
Campaspe	0	M	1923
Campaspe	1	F	17737
Campaspe	1	M	17269
Moira	0	F	1811
Moira	0	M	1841
Moira	1	F	13475
Moira	1	M	13393
Shepparton	0	F	5514
Shepparton	0	M	5827
Shepparton	1	F	28779
Shepparton	1	M	28087
Glenelg - Southern Grampians	0	F	1767
Glenelg - Southern Grampians	0	M	1688
Glenelg - Southern Grampians	1	F	16825
Glenelg - Southern Grampians	1	M	16513
Colac - Corangamite	0	F	2050
Colac - Corangamite	0	M	2186
Colac - Corangamite	1	F	17126
Colac - Corangamite	1	M	17134
Warrnambool	0	F	2646
Warrnambool	0	M	2726
Warrnambool	1	F	24509
Warrnambool	1	M	22896
Migratory - Offshore - Shipping (Vic.)	0	F	6
Migratory - Offshore - Shipping (Vic.)	0	M	31
Migratory - Offshore - Shipping (Vic.)	1	F	0
Migratory - Offshore - Shipping (Vic.)	1	M	5
No usual address (Vic.)	0	F	1762
No usual address (Vic.)	0	M	2629
No usual address (Vic.)	1	F	2153
No usual address (Vic.)	1	M	2541
Capalaba	0	F	4029
Capalaba	0	M	3868
Capalaba	1	F	33254
Capalaba	1	M	32236
Cleveland - Stradbroke	0	F	5292
Cleveland - Stradbroke	0	M	5145
Cleveland - Stradbroke	1	F	42675
Cleveland - Stradbroke	1	M	40279
Wynnum - Manly	0	F	4864
Wynnum - Manly	0	M	4621
Wynnum - Manly	1	F	32585
Wynnum - Manly	1	M	30976
Bald Hills - Everton Park	0	F	2806
Bald Hills - Everton Park	0	M	2685
Bald Hills - Everton Park	1	F	21018
Bald Hills - Everton Park	1	M	19617
Chermside	0	F	5165
Chermside	0	M	4844
Chermside	1	F	33228
Chermside	1	M	31094
Nundah	0	F	3519
Nundah	0	M	3450
Nundah	1	F	18043
Nundah	1	M	17956
Sandgate	0	F	4567
Sandgate	0	M	4273
Sandgate	1	F	26952
Sandgate	1	M	25381
Carindale	0	F	3206
Carindale	0	M	2923
Carindale	1	F	24935
Carindale	1	M	23216
Holland Park - Yeronga	0	F	6887
Holland Park - Yeronga	0	M	6611
Holland Park - Yeronga	1	F	33468
Holland Park - Yeronga	1	M	32428
Mt Gravatt	0	F	9037
Mt Gravatt	0	M	8435
Mt Gravatt	1	F	31460
Mt Gravatt	1	M	30439
Nathan	0	F	3095
Nathan	0	M	3437
Nathan	1	F	16859
Nathan	1	M	16515
Rocklea - Acacia Ridge	0	F	8288
Rocklea - Acacia Ridge	0	M	7619
Rocklea - Acacia Ridge	1	F	26272
Rocklea - Acacia Ridge	1	M	25711
Sunnybank	0	F	7199
Sunnybank	0	M	7146
Sunnybank	1	F	17904
Sunnybank	1	M	17939
Centenary	0	F	1831
Centenary	0	M	1742
Centenary	1	F	14996
Centenary	1	M	14445
Kenmore - Brookfield - Moggill	0	F	2943
Kenmore - Brookfield - Moggill	0	M	2621
Kenmore - Brookfield - Moggill	1	F	21314
Kenmore - Brookfield - Moggill	1	M	20855
Sherwood - Indooroopilly	0	F	5725
Sherwood - Indooroopilly	0	M	5245
Sherwood - Indooroopilly	1	F	22172
Sherwood - Indooroopilly	1	M	21145
The Gap - Enoggera	0	F	2631
The Gap - Enoggera	0	M	2504
The Gap - Enoggera	1	F	24966
The Gap - Enoggera	1	M	24080
Brisbane Inner	0	F	14232
Brisbane Inner	0	M	13471
Brisbane Inner	1	F	29109
Brisbane Inner	1	M	30659
Brisbane Inner - East	0	F	3149
Brisbane Inner - East	0	M	3126
Brisbane Inner - East	1	F	19510
Brisbane Inner - East	1	M	18589
Brisbane Inner - North	0	F	9336
Brisbane Inner - North	0	M	8810
Brisbane Inner - North	1	F	41665
Brisbane Inner - North	1	M	40255
Brisbane Inner - West	0	F	4168
Brisbane Inner - West	0	M	3959
Brisbane Inner - West	1	F	26430
Brisbane Inner - West	1	M	25780
Cairns - North	0	F	4413
Cairns - North	0	M	3868
Cairns - North	1	F	25139
Cairns - North	1	M	24350
Cairns - South	0	F	10473
Cairns - South	0	M	9798
Cairns - South	1	F	42815
Cairns - South	1	M	42401
Innisfail - Cassowary Coast	0	F	2368
Innisfail - Cassowary Coast	0	M	2708
Innisfail - Cassowary Coast	1	F	14851
Innisfail - Cassowary Coast	1	M	15404
Port Douglas - Daintree	0	F	1263
Port Douglas - Daintree	0	M	1249
Port Douglas - Daintree	1	F	4768
Port Douglas - Daintree	1	M	4969
Tablelands (East) - Kuranda	0	F	3164
Tablelands (East) - Kuranda	0	M	3184
Tablelands (East) - Kuranda	1	F	18482
Tablelands (East) - Kuranda	1	M	18070
Darling Downs (West) - Maranoa	0	F	3098
Darling Downs (West) - Maranoa	0	M	3267
Darling Downs (West) - Maranoa	1	F	18817
Darling Downs (West) - Maranoa	1	M	19060
Darling Downs - East	0	F	2368
Darling Downs - East	0	M	2556
Darling Downs - East	1	F	18953
Darling Downs - East	1	M	18982
Granite Belt	0	F	2231
Granite Belt	0	M	2242
Granite Belt	1	F	18794
Granite Belt	1	M	18253
Central Highlands (Qld)	0	F	2221
Central Highlands (Qld)	0	M	2874
Central Highlands (Qld)	1	F	11632
Central Highlands (Qld)	1	M	12129
Rockhampton	0	F	6533
Rockhampton	0	M	8511
Rockhampton	1	F	54091
Rockhampton	1	M	52230
Biloela	0	F	1088
Biloela	0	M	1310
Biloela	1	F	5963
Biloela	1	M	6153
Gladstone	0	F	3859
Gladstone	0	M	4149
Gladstone	1	F	27442
Gladstone	1	M	28072
Broadbeach - Burleigh	0	F	6420
Broadbeach - Burleigh	0	M	5743
Broadbeach - Burleigh	1	F	28131
Broadbeach - Burleigh	1	M	26103
Coolangatta	0	F	3847
Coolangatta	0	M	3540
Coolangatta	1	F	25996
Coolangatta	1	M	24131
Gold Coast - North	0	F	7177
Gold Coast - North	0	M	6434
Gold Coast - North	1	F	29339
Gold Coast - North	1	M	26434
Gold Coast Hinterland	0	F	1375
Gold Coast Hinterland	0	M	1255
Gold Coast Hinterland	1	F	8801
Gold Coast Hinterland	1	M	8691
Mudgeeraba - Tallebudgera	0	F	2350
Mudgeeraba - Tallebudgera	0	M	2250
Mudgeeraba - Tallebudgera	1	F	16141
Mudgeeraba - Tallebudgera	1	M	15294
Nerang	0	F	5715
Nerang	0	M	5671
Nerang	1	F	29657
Nerang	1	M	28641
Ormeau - Oxenford	0	F	16022
Ormeau - Oxenford	0	M	15649
Ormeau - Oxenford	1	F	64514
Ormeau - Oxenford	1	M	61878
Robina	0	F	5448
Robina	0	M	4724
Robina	1	F	23080
Robina	1	M	20651
Southport	0	F	8536
Southport	0	M	7796
Southport	1	F	24517
Southport	1	M	23637
Surfers Paradise	0	F	6804
Surfers Paradise	0	M	6658
Surfers Paradise	1	F	15764
Surfers Paradise	1	M	15972
Forest Lake - Oxley	0	F	8478
Forest Lake - Oxley	0	M	10602
Forest Lake - Oxley	1	F	30269
Forest Lake - Oxley	1	M	29361
Ipswich Hinterland	0	F	3554
Ipswich Hinterland	0	M	4253
Ipswich Hinterland	1	F	29836
Ipswich Hinterland	1	M	29655
Ipswich Inner	0	F	6452
Ipswich Inner	0	M	6129
Ipswich Inner	1	F	52658
Ipswich Inner	1	M	50674
Springfield - Redbank	0	F	11336
Springfield - Redbank	0	M	10744
Springfield - Redbank	1	F	41920
Springfield - Redbank	1	M	41199
Beaudesert	0	F	839
Beaudesert	0	M	971
Beaudesert	1	F	6551
Beaudesert	1	M	6315
Beenleigh	0	F	4709
Beenleigh	0	M	4634
Beenleigh	1	F	18860
Beenleigh	1	M	18117
Browns Plains	0	F	10695
Browns Plains	0	M	10554
Browns Plains	1	F	36772
Browns Plains	1	M	35605
Jimboomba	0	F	3998
Jimboomba	0	M	4031
Jimboomba	1	F	27037
Jimboomba	1	M	26569
Loganlea - Carbrook	0	F	6273
Loganlea - Carbrook	0	M	6004
Loganlea - Carbrook	1	F	26858
Loganlea - Carbrook	1	M	25321
Springwood - Kingston	0	F	9044
Springwood - Kingston	0	M	9289
Springwood - Kingston	1	F	30534
Springwood - Kingston	1	M	30197
Bowen Basin - North	0	F	3198
Bowen Basin - North	0	M	5175
Bowen Basin - North	1	F	13081
Bowen Basin - North	1	M	14364
Mackay	0	F	8021
Mackay	0	M	9147
Mackay	1	F	52473
Mackay	1	M	52054
Whitsunday	0	F	2317
Whitsunday	0	M	2403
Whitsunday	1	F	9102
Whitsunday	1	M	9567
