SA3_NAME21	AgeStudent	students
Armidale	25+	1843
Inverell - Tenterfield	0-4	500
Inverell - Tenterfield	5-14	4096
Inverell - Tenterfield	15-19	1336
Inverell - Tenterfield	20-24	267
Inverell - Tenterfield	25+	886
Moree - Narrabri	0-4	423
Moree - Narrabri	5-14	2866
Moree - Narrabri	15-19	727
Moree - Narrabri	20-24	253
Moree - Narrabri	25+	563
Tamworth - Gunnedah	0-4	1509
Tamworth - Gunnedah	5-14	10756
Tamworth - Gunnedah	15-19	3384
Tamworth - Gunnedah	20-24	891
Tamworth - Gunnedah	25+	2434
Lake Macquarie - East	0-4	2434
Lake Macquarie - East	5-14	15351
Lake Macquarie - East	15-19	5563
Lake Macquarie - East	20-24	2507
Lake Macquarie - East	25+	4165
Lake Macquarie - West	0-4	1595
Lake Macquarie - West	5-14	9819
Lake Macquarie - West	15-19	3386
Lake Macquarie - West	20-24	1522
Lake Macquarie - West	25+	2759
Newcastle	0-4	3035
Newcastle	5-14	19035
Newcastle	15-19	7878
Newcastle	20-24	7257
Newcastle	25+	9337
Richmond Valley - Coastal	0-4	1245
Richmond Valley - Coastal	5-14	9073
Richmond Valley - Coastal	15-19	3143
Richmond Valley - Coastal	20-24	978
Richmond Valley - Coastal	25+	3444
Richmond Valley - Hinterland	0-4	1051
Richmond Valley - Hinterland	5-14	8030
Richmond Valley - Hinterland	15-19	2765
Richmond Valley - Hinterland	20-24	906
Richmond Valley - Hinterland	25+	2505
Tweed Valley	0-4	1409
Tweed Valley	5-14	10485
Tweed Valley	15-19	3633
Tweed Valley	20-24	1273
Tweed Valley	25+	3150
Griffith - Murrumbidgee (West)	0-4	788
Griffith - Murrumbidgee (West)	5-14	6005
Griffith - Murrumbidgee (West)	15-19	2154
Griffith - Murrumbidgee (West)	20-24	548
Griffith - Murrumbidgee (West)	25+	1329
Tumut - Tumbarumba	0-4	261
Tumut - Tumbarumba	5-14	1712
Tumut - Tumbarumba	15-19	571
Tumut - Tumbarumba	20-24	128
Tumut - Tumbarumba	25+	363
Wagga Wagga	0-4	1875
Wagga Wagga	5-14	12202
Wagga Wagga	15-19	4375
Wagga Wagga	20-24	2163
Wagga Wagga	25+	3496
Shoalhaven	0-4	1720
Shoalhaven	5-14	10819
Shoalhaven	15-19	3671
Shoalhaven	20-24	1122
Shoalhaven	25+	3003
Southern Highlands	0-4	821
Southern Highlands	5-14	5885
Southern Highlands	15-19	2276
Southern Highlands	20-24	744
Southern Highlands	25+	1591
Baulkham Hills	0-4	2763
Baulkham Hills	5-14	22093
Baulkham Hills	15-19	9533
Baulkham Hills	20-24	5131
Baulkham Hills	25+	5567
Dural - Wisemans Ferry	0-4	406
Dural - Wisemans Ferry	5-14	3664
Dural - Wisemans Ferry	15-19	1794
Dural - Wisemans Ferry	20-24	817
Dural - Wisemans Ferry	25+	758
Hawkesbury	0-4	459
Hawkesbury	5-14	3123
Hawkesbury	15-19	1309
Hawkesbury	20-24	497
Hawkesbury	25+	667
Rouse Hill - McGraths Hill	0-4	1463
Rouse Hill - McGraths Hill	5-14	9293
Rouse Hill - McGraths Hill	15-19	3326
Rouse Hill - McGraths Hill	20-24	1540
Rouse Hill - McGraths Hill	25+	1968
Blacktown	0-4	2566
Blacktown	5-14	16892
Blacktown	15-19	6326
Blacktown	20-24	4533
Blacktown	25+	6899
Blacktown - North	0-4	3627
Blacktown - North	5-14	22947
Blacktown - North	15-19	7257
Blacktown - North	20-24	3789
Blacktown - North	25+	5638
Mount Druitt	0-4	1979
Mount Druitt	5-14	16375
Mount Druitt	15-19	5737
Mount Druitt	20-24	2747
Mount Druitt	25+	4138
Botany	0-4	930
Botany	5-14	5110
Botany	15-19	2155
Botany	20-24	2704
Botany	25+	4183
Marrickville - Sydenham - Petersham	0-4	777
Marrickville - Sydenham - Petersham	5-14	4521
Marrickville - Sydenham - Petersham	15-19	1754
Marrickville - Sydenham - Petersham	20-24	1652
Marrickville - Sydenham - Petersham	25+	3663
Sydney Inner City	0-4	1988
Sydney Inner City	5-14	8322
Sydney Inner City	15-19	4583
Sydney Inner City	20-24	12803
Sydney Inner City	25+	23064
Eastern Suburbs - North	0-4	2134
Eastern Suburbs - North	5-14	12245
Eastern Suburbs - North	15-19	5109
Eastern Suburbs - North	20-24	3340
Eastern Suburbs - North	25+	6578
Eastern Suburbs - South	0-4	2162
Eastern Suburbs - South	5-14	13150
Eastern Suburbs - South	15-19	5828
Eastern Suburbs - South	20-24	5623
Eastern Suburbs - South	25+	8080
Bankstown	0-4	3509
Bankstown	5-14	23863
Bankstown	15-19	10042
Bankstown	20-24	5597
Bankstown	25+	7096
Canterbury	0-4	2331
Canterbury	5-14	15693
Canterbury	15-19	6371
Canterbury	20-24	4701
Canterbury	25+	7606
Hurstville	0-4	2024
Hurstville	5-14	13649
Hurstville	15-19	6043
Hurstville	20-24	5526
Hurstville	25+	6496
Kogarah - Rockdale	0-4	2325
Kogarah - Rockdale	5-14	13193
Kogarah - Rockdale	15-19	5567
Kogarah - Rockdale	20-24	5567
Kogarah - Rockdale	25+	9199
Canada Bay	0-4	1514
Canada Bay	5-14	8766
Canada Bay	15-19	3643
Canada Bay	20-24	2429
Canada Bay	25+	4167
Leichhardt	0-4	1120
Leichhardt	5-14	6359
Leichhardt	15-19	2176
Leichhardt	20-24	1343
Leichhardt	25+	2696
Strathfield - Burwood - Ashfield	0-4	2202
Strathfield - Burwood - Ashfield	5-14	13700
Strathfield - Burwood - Ashfield	15-19	6243
Strathfield - Burwood - Ashfield	20-24	9140
Strathfield - Burwood - Ashfield	25+	11806
Chatswood - Lane Cove	0-4	2298
Chatswood - Lane Cove	5-14	14667
Chatswood - Lane Cove	15-19	5809
Chatswood - Lane Cove	20-24	3614
Chatswood - Lane Cove	25+	5886
Hornsby	0-4	1779
Hornsby	5-14	11786
Hornsby	15-19	4611
Hornsby	20-24	2584
Hornsby	25+	4116
Ku-ring-gai	0-4	2256
Ku-ring-gai	5-14	18147
Ku-ring-gai	15-19	8584
Ku-ring-gai	20-24	4484
Ku-ring-gai	25+	4493
North Sydney - Mosman	0-4	1409
North Sydney - Mosman	5-14	8204
North Sydney - Mosman	15-19	3396
North Sydney - Mosman	20-24	2387
North Sydney - Mosman	25+	4986
Manly	0-4	865
Manly	5-14	5135
Manly	15-19	2177
Manly	20-24	1094
Manly	25+	1695
Pittwater	0-4	1157
Pittwater	5-14	8058
Pittwater	15-19	3543
Pittwater	20-24	1566
Pittwater	25+	1830
Warringah	0-4	3105
Warringah	5-14	20181
Warringah	15-19	8577
Warringah	20-24	4344
Warringah	25+	5894
Camden	0-4	1808
Camden	5-14	11240
Camden	15-19	4094
Camden	20-24	1575
Camden	25+	2172
Campbelltown (NSW)	0-4	3348
Campbelltown (NSW)	5-14	23619
Campbelltown (NSW)	15-19	8177
Campbelltown (NSW)	20-24	3943
Campbelltown (NSW)	25+	6736
Wollondilly	0-4	1051
Wollondilly	5-14	6318
Wollondilly	15-19	2282
Wollondilly	20-24	772
Wollondilly	25+	1143
Blue Mountains	0-4	1317
Blue Mountains	5-14	9311
Blue Mountains	15-19	3798
Blue Mountains	20-24	1459
Blue Mountains	25+	3341
Penrith	0-4	3471
Penrith	5-14	21137
Penrith	15-19	7368
Penrith	20-24	3432
Penrith	25+	5509
Richmond - Windsor	0-4	673
Richmond - Windsor	5-14	4226
Richmond - Windsor	15-19	1593
Richmond - Windsor	20-24	699
Richmond - Windsor	25+	1277
St Marys	0-4	1031
St Marys	5-14	7166
St Marys	15-19	2506
St Marys	20-24	1122
St Marys	25+	1871
Auburn	0-4	1511
Auburn	5-14	9197
Auburn	15-19	3534
Auburn	20-24	5254
Auburn	25+	7700
Carlingford	0-4	1405
Carlingford	5-14	9700
Carlingford	15-19	3678
Carlingford	20-24	2343
Carlingford	25+	3484
Merrylands - Guildford	0-4	2767
Merrylands - Guildford	5-14	19979
Merrylands - Guildford	15-19	8116
Merrylands - Guildford	20-24	5481
Merrylands - Guildford	25+	6963
Parramatta	0-4	2885
Parramatta	5-14	17402
Parramatta	15-19	5511
Parramatta	20-24	5496
Parramatta	25+	9153
Pennant Hills - Epping	0-4	968
Pennant Hills - Epping	5-14	7498
Pennant Hills - Epping	15-19	3002
Pennant Hills - Epping	20-24	2048
Pennant Hills - Epping	25+	2705
Ryde - Hunters Hill	0-4	2562
Ryde - Hunters Hill	5-14	15253
Ryde - Hunters Hill	15-19	6443
Ryde - Hunters Hill	20-24	5636
Ryde - Hunters Hill	25+	8696
Bringelly - Green Valley	0-4	3153
Bringelly - Green Valley	5-14	20839
Bringelly - Green Valley	15-19	7783
Bringelly - Green Valley	20-24	3712
Bringelly - Green Valley	25+	4756
Fairfield	0-4	2388
Fairfield	5-14	22352
Fairfield	15-19	10910
Fairfield	20-24	6044
Fairfield	25+	7505
Liverpool	0-4	2467
Liverpool	5-14	18132
Liverpool	15-19	6908
Liverpool	20-24	3817
Liverpool	25+	5817
Cronulla - Miranda - Caringbah	0-4	2236
Cronulla - Miranda - Caringbah	5-14	13440
Cronulla - Miranda - Caringbah	15-19	5815
Cronulla - Miranda - Caringbah	20-24	2736
Cronulla - Miranda - Caringbah	25+	3800
Sutherland - Menai - Heathcote	0-4	2434
Sutherland - Menai - Heathcote	5-14	14698
Sutherland - Menai - Heathcote	15-19	6239
Sutherland - Menai - Heathcote	20-24	2792
Sutherland - Menai - Heathcote	25+	3586
No usual address (NSW)	0-4	65
No usual address (NSW)	5-14	425
No usual address (NSW)	15-19	188
No usual address (NSW)	20-24	130
No usual address (NSW)	25+	337
Ballarat	0-4	2055
Ballarat	5-14	14284
Ballarat	15-19	5434
Ballarat	20-24	2599
Ballarat	25+	4505
Creswick - Daylesford - Ballan	0-4	436
Creswick - Daylesford - Ballan	5-14	3276
Creswick - Daylesford - Ballan	15-19	1171
Creswick - Daylesford - Ballan	20-24	286
Creswick - Daylesford - Ballan	25+	933
Maryborough - Pyrenees	0-4	311
Maryborough - Pyrenees	5-14	2688
Maryborough - Pyrenees	15-19	912
Maryborough - Pyrenees	20-24	233
Maryborough - Pyrenees	25+	539
Bendigo	0-4	1726
Bendigo	5-14	12351
Bendigo	15-19	4446
Bendigo	20-24	2211
Bendigo	25+	3486
Heathcote - Castlemaine - Kyneton	0-4	710
Heathcote - Castlemaine - Kyneton	5-14	5822
Heathcote - Castlemaine - Kyneton	15-19	2092
Heathcote - Castlemaine - Kyneton	20-24	562
Heathcote - Castlemaine - Kyneton	25+	1593
Loddon - Elmore	0-4	137
Loddon - Elmore	5-14	1268
Loddon - Elmore	15-19	465
Loddon - Elmore	20-24	113
Loddon - Elmore	25+	238
Barwon - West	0-4	427
Barwon - West	5-14	3180
Barwon - West	15-19	1146
Barwon - West	20-24	337
Barwon - West	25+	590
Geelong	0-4	3730
Geelong	5-14	23262
Geelong	15-19	9587
Geelong	20-24	6154
Geelong	25+	8797
Surf Coast - Bellarine Peninsula	0-4	1622
Surf Coast - Bellarine Peninsula	5-14	11430
Surf Coast - Bellarine Peninsula	15-19	3835
Surf Coast - Bellarine Peninsula	20-24	1621
Surf Coast - Bellarine Peninsula	25+	3060
Upper Goulburn Valley	0-4	796
Upper Goulburn Valley	5-14	6193
Upper Goulburn Valley	15-19	2318
Upper Goulburn Valley	20-24	701
Upper Goulburn Valley	25+	1560
Wangaratta - Benalla	0-4	653
Wangaratta - Benalla	5-14	5087
Wangaratta - Benalla	15-19	1942
Wangaratta - Benalla	20-24	491
Wangaratta - Benalla	25+	1275
Wodonga - Alpine	0-4	1298
Wodonga - Alpine	5-14	9196
Wodonga - Alpine	15-19	3319
Wodonga - Alpine	20-24	1151
Wodonga - Alpine	25+	2648
Baw Baw	0-4	937
Baw Baw	5-14	6913
Baw Baw	15-19	2479
Baw Baw	20-24	836
Baw Baw	25+	1727
Gippsland - East	0-4	621
Gippsland - East	5-14	4617
Gippsland - East	15-19	1538
Gippsland - East	20-24	347
Gippsland - East	25+	1181
Gippsland - South West	0-4	931
Gippsland - South West	5-14	7353
Gippsland - South West	15-19	2598
Gippsland - South West	20-24	670
Gippsland - South West	25+	1642
Latrobe Valley	0-4	1136
Latrobe Valley	5-14	8471
Latrobe Valley	15-19	2994
Latrobe Valley	20-24	1057
Latrobe Valley	25+	2271
Wellington	0-4	650
Wellington	5-14	4908
Wellington	15-19	1725
Wellington	20-24	455
Wellington	25+	1180
Brunswick - Coburg	0-4	1293
Brunswick - Coburg	5-14	7250
Brunswick - Coburg	15-19	2930
Brunswick - Coburg	20-24	3758
Brunswick - Coburg	25+	6900
Darebin - South	0-4	886
Darebin - South	5-14	5255
Darebin - South	15-19	2235
Darebin - South	20-24	1558
Darebin - South	25+	3609
Essendon	0-4	1092
Essendon	5-14	6691
Essendon	15-19	3010
Essendon	20-24	2541
Essendon	25+	3710
Melbourne City	0-4	1065
Melbourne City	5-14	5153
Melbourne City	15-19	5410
Melbourne City	20-24	16287
Melbourne City	25+	18350
Port Phillip	0-4	1278
Port Phillip	5-14	7012
Port Phillip	15-19	2834
Port Phillip	20-24	2741
Port Phillip	25+	6755
Stonnington - West	0-4	624
Stonnington - West	5-14	3196
Stonnington - West	15-19	1709
Stonnington - West	20-24	2625
Stonnington - West	25+	4176
Yarra	0-4	1066
Yarra	5-14	5576
Yarra	15-19	2234
Yarra	20-24	3327
Yarra	25+	6843
Boroondara	0-4	2489
Boroondara	5-14	19640
Boroondara	15-19	11208
Boroondara	20-24	7907
Boroondara	25+	7576
Manningham - West	0-4	1558
Manningham - West	5-14	10744
Manningham - West	15-19	4845
Manningham - West	20-24	3241
Manningham - West	25+	4078
Whitehorse - West	0-4	1608
Whitehorse - West	5-14	11168
Whitehorse - West	15-19	5920
Whitehorse - West	20-24	5590
Whitehorse - West	25+	6329
Bayside	0-4	1669
Bayside	5-14	12623
Bayside	15-19	6394
Bayside	20-24	3213
Bayside	25+	3004
Glen Eira	0-4	2922
Glen Eira	5-14	18354
Glen Eira	15-19	7971
Glen Eira	20-24	5940
Glen Eira	25+	7417
Kingston	0-4	2311
Kingston	5-14	14367
Kingston	15-19	5947
Kingston	20-24	2967
Kingston	25+	4378
Stonnington - East	0-4	679
Stonnington - East	5-14	4467
Stonnington - East	15-19	2455
Stonnington - East	20-24	2008
Stonnington - East	25+	1998
Banyule	0-4	2420
Banyule	5-14	14819
Banyule	15-19	5981
Banyule	20-24	3580
Banyule	25+	5200
Darebin - North	0-4	1544
Darebin - North	5-14	8500
Darebin - North	15-19	3576
Darebin - North	20-24	3386
Darebin - North	25+	5811
Nillumbik - Kinglake	0-4	1214
Nillumbik - Kinglake	5-14	8633
Nillumbik - Kinglake	15-19	4131
Nillumbik - Kinglake	20-24	1972
Nillumbik - Kinglake	25+	2055
Whittlesea - Wallan	0-4	5504
Whittlesea - Wallan	5-14	33499
Whittlesea - Wallan	15-19	11878
Whittlesea - Wallan	20-24	6723
Whittlesea - Wallan	25+	10731
Keilor	0-4	1066
Keilor	5-14	7122
Keilor	15-19	3178
Keilor	20-24	1571
Keilor	25+	1823
Macedon Ranges	0-4	592
Macedon Ranges	5-14	4654
Macedon Ranges	15-19	1820
Macedon Ranges	20-24	578
Macedon Ranges	25+	895
Moreland - North	0-4	1588
Moreland - North	5-14	8511
Moreland - North	15-19	3107
Moreland - North	20-24	2667
Moreland - North	25+	4381
Sunbury	0-4	834
Sunbury	5-14	5451
Sunbury	15-19	2072
Sunbury	20-24	943
Sunbury	25+	1537
Tullamarine - Broadmeadows	0-4	4104
Tullamarine - Broadmeadows	5-14	28143
Tullamarine - Broadmeadows	15-19	10261
Tullamarine - Broadmeadows	20-24	6118
Tullamarine - Broadmeadows	25+	9611
Knox	0-4	2667
Knox	5-14	17892
Knox	15-19	7961
Knox	20-24	4429
Knox	25+	5796
Manningham - East	0-4	359
Manningham - East	5-14	3312
Manningham - East	15-19	1865
Manningham - East	20-24	967
Manningham - East	25+	737
Maroondah	0-4	2293
Maroondah	5-14	13589
Maroondah	15-19	5523
Maroondah	20-24	2783
Maroondah	25+	4477
Whitehorse - East	0-4	1239
Whitehorse - East	5-14	7380
Whitehorse - East	15-19	3231
Whitehorse - East	20-24	1959
Whitehorse - East	25+	2618
Yarra Ranges	0-4	2906
Yarra Ranges	5-14	18738
Yarra Ranges	15-19	7506
Yarra Ranges	20-24	3146
Yarra Ranges	25+	4974
Cardinia	0-4	2666
Cardinia	5-14	16505
Cardinia	15-19	5708
Cardinia	20-24	2448
Cardinia	25+	4497
Casey - North	0-4	2347
Casey - North	5-14	17368
Casey - North	15-19	7411
Casey - North	20-24	3937
Casey - North	25+	5211
Casey - South	0-4	5008
Casey - South	5-14	34124
Casey - South	15-19	11511
Casey - South	20-24	6038
Casey - South	25+	10110
Dandenong	0-4	2865
Dandenong	5-14	19860
Dandenong	15-19	8759
Dandenong	20-24	6870
Dandenong	25+	9611
Monash	0-4	2796
Monash	5-14	19382
Monash	15-19	9738
Monash	20-24	9923
Monash	25+	10023
Brimbank	0-4	2657
Brimbank	5-14	19789
Brimbank	15-19	8759
Brimbank	20-24	6103
Brimbank	25+	8173
Hobsons Bay	0-4	1720
Hobsons Bay	5-14	10142
Hobsons Bay	15-19	3613
Hobsons Bay	20-24	1936
Hobsons Bay	25+	3406
Maribyrnong	0-4	1458
Maribyrnong	5-14	7844
Maribyrnong	15-19	2953
Maribyrnong	20-24	2809
Maribyrnong	25+	5959
Melton - Bacchus Marsh	0-4	4347
Melton - Bacchus Marsh	5-14	29744
Melton - Bacchus Marsh	15-19	10137
Melton - Bacchus Marsh	20-24	4569
Melton - Bacchus Marsh	25+	7198
Wyndham	0-4	7048
Wyndham	5-14	44553
Wyndham	15-19	13111
Wyndham	20-24	8267
Wyndham	25+	15061
Frankston	0-4	2669
Frankston	5-14	16176
Frankston	15-19	6096
Frankston	20-24	2774
Frankston	25+	4914
Mornington Peninsula	0-4	2566
Mornington Peninsula	5-14	18318
Mornington Peninsula	15-19	7409
Mornington Peninsula	20-24	2843
Mornington Peninsula	25+	4374
Grampians	0-4	895
Grampians	5-14	6216
Grampians	15-19	2136
Grampians	20-24	555
Grampians	25+	1365
Mildura	0-4	926
Mildura	5-14	6524
Mildura	15-19	2212
Mildura	20-24	698
Mildura	25+	1643
Murray River - Swan Hill	0-4	509
Murray River - Swan Hill	5-14	4059
Murray River - Swan Hill	15-19	1332
Murray River - Swan Hill	20-24	383
Murray River - Swan Hill	25+	813
Campaspe	0-4	517
Campaspe	5-14	4338
Campaspe	15-19	1614
Campaspe	20-24	432
Campaspe	25+	901
Moira	0-4	415
Moira	5-14	3220
Moira	15-19	1167
Moira	20-24	285
Moira	25+	707
Shepparton	0-4	1080
Shepparton	5-14	8254
Shepparton	15-19	2995
Shepparton	20-24	1035
Shepparton	25+	2091
Glenelg - Southern Grampians	0-4	491
Glenelg - Southern Grampians	5-14	3802
Glenelg - Southern Grampians	15-19	1443
Glenelg - Southern Grampians	20-24	304
Glenelg - Southern Grampians	25+	841
Colac - Corangamite	0-4	564
Colac - Corangamite	5-14	4135
Colac - Corangamite	15-19	1543
Colac - Corangamite	20-24	365
Colac - Corangamite	25+	830
Warrnambool	0-4	777
Warrnambool	5-14	6231
Warrnambool	15-19	2323
Warrnambool	20-24	700
Warrnambool	25+	1652
No usual address (Vic.)	0-4	63
No usual address (Vic.)	5-14	407
No usual address (Vic.)	15-19	140
No usual address (Vic.)	20-24	133
No usual address (Vic.)	25+	267
Capalaba	0-4	1283
Capalaba	5-14	9245
Capalaba	15-19	3697
Capalaba	20-24	1341
Capalaba	25+	2327
Cleveland - Stradbroke	0-4	1446
Cleveland - Stradbroke	5-14	11074
Cleveland - Stradbroke	15-19	4495
Cleveland - Stradbroke	20-24	1508
Cleveland - Stradbroke	25+	2614
Wynnum - Manly	0-4	1440
Wynnum - Manly	5-14	9678
Wynnum - Manly	15-19	3513
Wynnum - Manly	20-24	1373
Wynnum - Manly	25+	2608
Bald Hills - Everton Park	0-4	865
Bald Hills - Everton Park	5-14	5755
Bald Hills - Everton Park	15-19	2308
Bald Hills - Everton Park	20-24	1195
Bald Hills - Everton Park	25+	1982
Chermside	0-4	1299
Chermside	5-14	8221
Chermside	15-19	3334
Chermside	20-24	2025
Chermside	25+	3557
Nundah	0-4	709
Nundah	5-14	4180
Nundah	15-19	1660
Nundah	20-24	1174
Nundah	25+	2388
Sandgate	0-4	1105
Sandgate	5-14	7321
Sandgate	15-19	2667
Sandgate	20-24	1223
Sandgate	25+	2698
Carindale	0-4	1063
Carindale	5-14	6607
Carindale	15-19	2645
Carindale	20-24	1615
Carindale	25+	2381
Holland Park - Yeronga	0-4	1145
Holland Park - Yeronga	5-14	7055
Holland Park - Yeronga	15-19	3366
Holland Park - Yeronga	20-24	4356
Holland Park - Yeronga	25+	5974
Mt Gravatt	0-4	1348
Mt Gravatt	5-14	10079
Mt Gravatt	15-19	4402
Mt Gravatt	20-24	2959
Mt Gravatt	25+	4275
Nathan	0-4	767
Nathan	5-14	4758
Nathan	15-19	1872
Nathan	20-24	1518
Nathan	25+	2399
Rocklea - Acacia Ridge	0-4	1394
Rocklea - Acacia Ridge	5-14	9570
Rocklea - Acacia Ridge	15-19	3233
Rocklea - Acacia Ridge	20-24	1656
Rocklea - Acacia Ridge	25+	3096
Sunnybank	0-4	773
Sunnybank	5-14	5992
Sunnybank	15-19	2298
Sunnybank	20-24	1886
Sunnybank	25+	3186
Centenary	0-4	616
Centenary	5-14	4441
Centenary	15-19	1876
Centenary	20-24	802
Centenary	25+	1295
Kenmore - Brookfield - Moggill	0-4	841
Kenmore - Brookfield - Moggill	5-14	7570
Kenmore - Brookfield - Moggill	15-19	3243
Kenmore - Brookfield - Moggill	20-24	1387
Kenmore - Brookfield - Moggill	25+	1888
Sherwood - Indooroopilly	0-4	794
Sherwood - Indooroopilly	5-14	6305
Sherwood - Indooroopilly	15-19	4391
Sherwood - Indooroopilly	20-24	4428
Sherwood - Indooroopilly	25+	3928
The Gap - Enoggera	0-4	1054
The Gap - Enoggera	5-14	7657
The Gap - Enoggera	15-19	3065
The Gap - Enoggera	20-24	1310
The Gap - Enoggera	25+	2437
Brisbane Inner	0-4	623
Brisbane Inner	5-14	4385
Brisbane Inner	15-19	3430
Brisbane Inner	20-24	6037
Brisbane Inner	25+	9130
Brisbane Inner - East	0-4	791
Brisbane Inner - East	5-14	5064
Brisbane Inner - East	15-19	2085
Brisbane Inner - East	20-24	1526
Brisbane Inner - East	25+	2566
Brisbane Inner - North	0-4	1369
Brisbane Inner - North	5-14	8810
Brisbane Inner - North	15-19	4483
Brisbane Inner - North	20-24	4741
Brisbane Inner - North	25+	7140
Brisbane Inner - West	0-4	944
Brisbane Inner - West	5-14	6918
Brisbane Inner - West	15-19	3613
Brisbane Inner - West	20-24	3720
Brisbane Inner - West	25+	4011
Cairns - North	0-4	922
Cairns - North	5-14	7678
Cairns - North	15-19	2738
Cairns - North	20-24	926
Cairns - North	25+	2628
Cairns - South	0-4	1424
Cairns - South	5-14	12414
Cairns - South	15-19	4174
Cairns - South	20-24	1405
Cairns - South	25+	4529
Innisfail - Cassowary Coast	0-4	395
