SA3_NAME21	Age	NeedsAssistance	Sex	persons
Snowy Mountains	35-44		M	160
Snowy Mountains	35-44	0	F	1049
Snowy Mountains	35-44	0	M	992
Snowy Mountains	35-44	1	F	27
Snowy Mountains	35-44	1	M	14
Snowy Mountains	45-54		F	93
Snowy Mountains	45-54		M	139
Snowy Mountains	45-54	0	F	1274
Snowy Mountains	45-54	0	M	1278
Snowy Mountains	45-54	1	F	56
Snowy Mountains	45-54	1	M	36
Snowy Mountains	55-64		F	103
Snowy Mountains	55-64		M	123
Snowy Mountains	55-64	0	F	1313
Snowy Mountains	55-64	0	M	1381
Snowy Mountains	55-64	1	F	59
Snowy Mountains	55-64	1	M	57
Snowy Mountains	65-74		F	77
Snowy Mountains	65-74		M	95
Snowy Mountains	65-74	0	F	971
Snowy Mountains	65-74	0	M	1074
Snowy Mountains	65-74	1	F	63
Snowy Mountains	65-74	1	M	85
Snowy Mountains	75-84		F	44
Snowy Mountains	75-84		M	50
Snowy Mountains	75-84	0	F	493
Snowy Mountains	75-84	0	M	524
Snowy Mountains	75-84	1	F	109
Snowy Mountains	75-84	1	M	87
Snowy Mountains	85+		F	28
Snowy Mountains	85+		M	15
Snowy Mountains	85+	0	F	100
Snowy Mountains	85+	0	M	110
Snowy Mountains	85+	1	F	143
Snowy Mountains	85+	1	M	78
South Coast	0-4		F	135
South Coast	0-4		M	135
South Coast	0-4	0	F	1388
South Coast	0-4	0	M	1467
South Coast	0-4	1	F	15
South Coast	0-4	1	M	28
South Coast	5-14		F	299
South Coast	5-14		M	361
South Coast	5-14	0	F	3426
South Coast	5-14	0	M	3509
South Coast	5-14	1	F	108
South Coast	5-14	1	M	207
South Coast	15-19		F	153
South Coast	15-19		M	170
South Coast	15-19	0	F	1516
South Coast	15-19	0	M	1696
South Coast	15-19	1	F	42
South Coast	15-19	1	M	84
South Coast	20-24		F	101
South Coast	20-24		M	127
South Coast	20-24	0	F	1098
South Coast	20-24	0	M	1201
South Coast	20-24	1	F	42
South Coast	20-24	1	M	65
South Coast	25-34		F	236
South Coast	25-34		M	244
South Coast	25-34	0	F	2858
South Coast	25-34	0	M	2674
South Coast	25-34	1	F	90
South Coast	25-34	1	M	110
South Coast	35-44		F	280
South Coast	35-44		M	246
South Coast	35-44	0	F	3216
South Coast	35-44	0	M	2912
South Coast	35-44	1	F	126
South Coast	35-44	1	M	123
South Coast	45-54		F	340
South Coast	45-54		M	365
South Coast	45-54	0	F	4251
South Coast	45-54	0	M	3796
South Coast	45-54	1	F	183
South Coast	45-54	1	M	195
South Coast	55-64		F	415
South Coast	55-64		M	445
South Coast	55-64	0	F	6267
South Coast	55-64	0	M	5472
South Coast	55-64	1	F	380
South Coast	55-64	1	M	345
South Coast	65-74		F	382
South Coast	65-74		M	436
South Coast	65-74	0	F	6093
South Coast	65-74	0	M	6118
South Coast	65-74	1	F	496
South Coast	65-74	1	M	552
South Coast	75-84		F	228
South Coast	75-84		M	232
South Coast	75-84	0	F	2785
South Coast	75-84	0	M	2748
South Coast	75-84	1	F	602
South Coast	75-84	1	M	512
South Coast	85+		F	174
South Coast	85+		M	113
South Coast	85+	0	F	624
South Coast	85+	0	M	559
South Coast	85+	1	F	736
South Coast	85+	1	M	377
Goulburn - Mulwaree	0-4		F	75
Goulburn - Mulwaree	0-4		M	105
Goulburn - Mulwaree	0-4	0	F	949
Goulburn - Mulwaree	0-4	0	M	1009
Goulburn - Mulwaree	0-4	1	F	10
Goulburn - Mulwaree	0-4	1	M	18
Goulburn - Mulwaree	5-14		F	185
Goulburn - Mulwaree	5-14		M	195
Goulburn - Mulwaree	5-14	0	F	1941
Goulburn - Mulwaree	5-14	0	M	2014
Goulburn - Mulwaree	5-14	1	F	94
Goulburn - Mulwaree	5-14	1	M	183
Goulburn - Mulwaree	15-19		F	62
Goulburn - Mulwaree	15-19		M	89
Goulburn - Mulwaree	15-19	0	F	891
Goulburn - Mulwaree	15-19	0	M	965
Goulburn - Mulwaree	15-19	1	F	43
Goulburn - Mulwaree	15-19	1	M	58
Goulburn - Mulwaree	20-24		F	46
Goulburn - Mulwaree	20-24		M	114
Goulburn - Mulwaree	20-24	0	F	822
Goulburn - Mulwaree	20-24	0	M	906
Goulburn - Mulwaree	20-24	1	F	29
Goulburn - Mulwaree	20-24	1	M	31
Goulburn - Mulwaree	25-34		F	154
Goulburn - Mulwaree	25-34		M	310
Goulburn - Mulwaree	25-34	0	F	2046
Goulburn - Mulwaree	25-34	0	M	1981
Goulburn - Mulwaree	25-34	1	F	49
Goulburn - Mulwaree	25-34	1	M	60
Goulburn - Mulwaree	35-44		F	165
Goulburn - Mulwaree	35-44		M	240
Goulburn - Mulwaree	35-44	0	F	1954
Goulburn - Mulwaree	35-44	0	M	1830
Goulburn - Mulwaree	35-44	1	F	67
Goulburn - Mulwaree	35-44	1	M	69
Goulburn - Mulwaree	45-54		F	143
Goulburn - Mulwaree	45-54		M	247
Goulburn - Mulwaree	45-54	0	F	2154
Goulburn - Mulwaree	45-54	0	M	2043
Goulburn - Mulwaree	45-54	1	F	111
Goulburn - Mulwaree	45-54	1	M	90
Goulburn - Mulwaree	55-64		F	161
Goulburn - Mulwaree	55-64		M	212
Goulburn - Mulwaree	55-64	0	F	2372
Goulburn - Mulwaree	55-64	0	M	2416
Goulburn - Mulwaree	55-64	1	F	158
Goulburn - Mulwaree	55-64	1	M	145
Goulburn - Mulwaree	65-74		F	157
Goulburn - Mulwaree	65-74		M	162
Goulburn - Mulwaree	65-74	0	F	2020
Goulburn - Mulwaree	65-74	0	M	1953
Goulburn - Mulwaree	65-74	1	F	234
Goulburn - Mulwaree	65-74	1	M	207
Goulburn - Mulwaree	75-84		F	81
Goulburn - Mulwaree	75-84		M	83
Goulburn - Mulwaree	75-84	0	F	982
Goulburn - Mulwaree	75-84	0	M	963
Goulburn - Mulwaree	75-84	1	F	307
Goulburn - Mulwaree	75-84	1	M	226
Goulburn - Mulwaree	85+		F	43
Goulburn - Mulwaree	85+		M	44
Goulburn - Mulwaree	85+	0	F	223
Goulburn - Mulwaree	85+	0	M	207
Goulburn - Mulwaree	85+	1	F	355
Goulburn - Mulwaree	85+	1	M	159
Young - Yass	0-4		F	62
Young - Yass	0-4		M	69
Young - Yass	0-4	0	F	973
Young - Yass	0-4	0	M	1039
Young - Yass	0-4	1	F	12
Young - Yass	0-4	1	M	16
Young - Yass	5-14		F	156
Young - Yass	5-14		M	166
Young - Yass	5-14	0	F	2323
Young - Yass	5-14	0	M	2350
Young - Yass	5-14	1	F	80
Young - Yass	5-14	1	M	161
Young - Yass	15-19		F	48
Young - Yass	15-19		M	66
Young - Yass	15-19	0	F	1056
Young - Yass	15-19	0	M	1092
Young - Yass	15-19	1	F	32
Young - Yass	15-19	1	M	39
Young - Yass	20-24		F	55
Young - Yass	20-24		M	60
Young - Yass	20-24	0	F	783
Young - Yass	20-24	0	M	756
Young - Yass	20-24	1	F	22
Young - Yass	20-24	1	M	30
Young - Yass	25-34		F	126
Young - Yass	25-34		M	132
Young - Yass	25-34	0	F	1763
Young - Yass	25-34	0	M	1603
Young - Yass	25-34	1	F	49
Young - Yass	25-34	1	M	49
Young - Yass	35-44		F	147
Young - Yass	35-44		M	127
Young - Yass	35-44	0	F	2132
Young - Yass	35-44	0	M	1832
Young - Yass	35-44	1	F	67
Young - Yass	35-44	1	M	49
Young - Yass	45-54		F	138
Young - Yass	45-54		M	172
Young - Yass	45-54	0	F	2417
Young - Yass	45-54	0	M	2288
Young - Yass	45-54	1	F	140
Young - Yass	45-54	1	M	89
Young - Yass	55-64		F	159
Young - Yass	55-64		M	202
Young - Yass	55-64	0	F	2291
Young - Yass	55-64	0	M	2321
Young - Yass	55-64	1	F	142
Young - Yass	55-64	1	M	163
Young - Yass	65-74		F	148
Young - Yass	65-74		M	149
Young - Yass	65-74	0	F	2037
Young - Yass	65-74	0	M	1941
Young - Yass	65-74	1	F	181
Young - Yass	65-74	1	M	202
Young - Yass	75-84		F	97
Young - Yass	75-84		M	94
Young - Yass	75-84	0	F	964
Young - Yass	75-84	0	M	960
Young - Yass	75-84	1	F	225
Young - Yass	75-84	1	M	216
Young - Yass	85+		F	43
Young - Yass	85+		M	33
Young - Yass	85+	0	F	237
Young - Yass	85+	0	M	172
Young - Yass	85+	1	F	269
Young - Yass	85+	1	M	149
Gosford	0-4		F	230
Gosford	0-4		M	215
Gosford	0-4	0	F	4256
Gosford	0-4	0	M	4557
Gosford	0-4	1	F	49
Gosford	0-4	1	M	101
Gosford	5-14		F	494
Gosford	5-14		M	514
Gosford	5-14	0	F	9638
Gosford	5-14	0	M	9964
Gosford	5-14	1	F	364
Gosford	5-14	1	M	812
Gosford	15-19		F	209
Gosford	15-19		M	238
Gosford	15-19	0	F	4580
Gosford	15-19	0	M	4772
Gosford	15-19	1	F	153
Gosford	15-19	1	M	279
Gosford	20-24		F	208
Gosford	20-24		M	222
Gosford	20-24	0	F	4164
Gosford	20-24	0	M	4181
Gosford	20-24	1	F	119
Gosford	20-24	1	M	185
Gosford	25-34		F	463
Gosford	25-34		M	518
Gosford	25-34	0	F	8592
Gosford	25-34	0	M	8280
Gosford	25-34	1	F	216
Gosford	25-34	1	M	238
Gosford	35-44		F	524
Gosford	35-44		M	457
Gosford	35-44	0	F	10522
Gosford	35-44	0	M	9699
Gosford	35-44	1	F	267
Gosford	35-44	1	M	256
Gosford	45-54		F	488
Gosford	45-54		M	560
Gosford	45-54	0	F	11106
Gosford	45-54	0	M	10489
Gosford	45-54	1	F	396
Gosford	45-54	1	M	313
Gosford	55-64		F	504
Gosford	55-64		M	543
Gosford	55-64	0	F	11357
Gosford	55-64	0	M	10130
Gosford	55-64	1	F	654
Gosford	55-64	1	M	536
Gosford	65-74		F	532
Gosford	65-74		M	457
Gosford	65-74	0	F	10178
Gosford	65-74	0	M	8702
Gosford	65-74	1	F	846
Gosford	65-74	1	M	741
Gosford	75-84		F	496
Gosford	75-84		M	337
Gosford	75-84	0	F	5450
Gosford	75-84	0	M	4999
Gosford	75-84	1	F	1367
Gosford	75-84	1	M	960
Gosford	85+		F	495
Gosford	85+		M	258
Gosford	85+	0	F	1507
Gosford	85+	0	M	1059
Gosford	85+	1	F	1640
Gosford	85+	1	M	807
Wyong	0-4		F	272
Wyong	0-4		M	266
Wyong	0-4	0	F	4529
Wyong	0-4	0	M	4738
Wyong	0-4	1	F	79
Wyong	0-4	1	M	128
Wyong	5-14		F	632
Wyong	5-14		M	652
Wyong	5-14	0	F	9136
Wyong	5-14	0	M	9162
Wyong	5-14	1	F	481
Wyong	5-14	1	M	1085
Wyong	15-19		F	257
Wyong	15-19		M	284
Wyong	15-19	0	F	4358
Wyong	15-19	0	M	4623
Wyong	15-19	1	F	190
Wyong	15-19	1	M	332
Wyong	20-24		F	247
Wyong	20-24		M	259
Wyong	20-24	0	F	4226
Wyong	20-24	0	M	4302
Wyong	20-24	1	F	140
Wyong	20-24	1	M	234
Wyong	25-34		F	555
Wyong	25-34		M	561
Wyong	25-34	0	F	9415
Wyong	25-34	0	M	8682
Wyong	25-34	1	F	262
Wyong	25-34	1	M	336
Wyong	35-44		F	520
Wyong	35-44		M	562
Wyong	35-44	0	F	9283
Wyong	35-44	0	M	8609
Wyong	35-44	1	F	324
Wyong	35-44	1	M	322
Wyong	45-54		F	502
Wyong	45-54		M	592
Wyong	45-54	0	F	9797
Wyong	45-54	0	M	8996
Wyong	45-54	1	F	508
Wyong	45-54	1	M	443
Wyong	55-64		F	477
Wyong	55-64		M	493
Wyong	55-64	0	F	9783
Wyong	55-64	0	M	8841
Wyong	55-64	1	F	827
Wyong	55-64	1	M	748
Wyong	65-74		F	521
Wyong	65-74		M	447
Wyong	65-74	0	F	8653
Wyong	65-74	0	M	7472
Wyong	65-74	1	F	1066
Wyong	65-74	1	M	1070
Wyong	75-84		F	549
Wyong	75-84		M	408
Wyong	75-84	0	F	4593
Wyong	75-84	0	M	4072
Wyong	75-84	1	F	1403
Wyong	75-84	1	M	1067
Wyong	85+		F	521
Wyong	85+		M	266
Wyong	85+	0	F	1104
Wyong	85+	0	M	860
Wyong	85+	1	F	1353
Wyong	85+	1	M	680
Bathurst	0-4		F	76
Bathurst	0-4		M	82
Bathurst	0-4	0	F	1238
Bathurst	0-4	0	M	1310
Bathurst	0-4	1	F	15
Bathurst	0-4	1	M	28
Bathurst	5-14		F	193
Bathurst	5-14		M	205
Bathurst	5-14	0	F	2818
Bathurst	5-14	0	M	2830
Bathurst	5-14	1	F	110
Bathurst	5-14	1	M	235
Bathurst	15-19		F	77
Bathurst	15-19		M	120
Bathurst	15-19	0	F	1378
Bathurst	15-19	0	M	1440
Bathurst	15-19	1	F	59
Bathurst	15-19	1	M	89
Bathurst	20-24		F	93
Bathurst	20-24		M	240
Bathurst	20-24	0	F	1346
Bathurst	20-24	0	M	1355
Bathurst	20-24	1	F	30
Bathurst	20-24	1	M	68
Bathurst	25-34		F	163
Bathurst	25-34		M	518
Bathurst	25-34	0	F	2768
Bathurst	25-34	0	M	2614
Bathurst	25-34	1	F	78
Bathurst	25-34	1	M	87
Bathurst	35-44		F	156
Bathurst	35-44		M	468
Bathurst	35-44	0	F	2522
Bathurst	35-44	0	M	2424
Bathurst	35-44	1	F	91
Bathurst	35-44	1	M	74
Bathurst	45-54		F	189
Bathurst	45-54		M	315
Bathurst	45-54	0	F	2805
Bathurst	45-54	0	M	2578
Bathurst	45-54	1	F	124
Bathurst	45-54	1	M	110
Bathurst	55-64		F	157
Bathurst	55-64		M	245
Bathurst	55-64	0	F	2792
Bathurst	55-64	0	M	2654
Bathurst	55-64	1	F	151
Bathurst	55-64	1	M	166
Bathurst	65-74		F	158
Bathurst	65-74		M	197
Bathurst	65-74	0	F	2305
Bathurst	65-74	0	M	2250
Bathurst	65-74	1	F	211
Bathurst	65-74	1	M	216
Bathurst	75-84		F	81
Bathurst	75-84		M	97
Bathurst	75-84	0	F	1130
Bathurst	75-84	0	M	1089
Bathurst	75-84	1	F	310
Bathurst	75-84	1	M	246
Bathurst	85+		F	50
Bathurst	85+		M	32
Bathurst	85+	0	F	273
Bathurst	85+	0	M	208
Bathurst	85+	1	F	422
Bathurst	85+	1	M	180
Lachlan Valley	0-4		F	142
Lachlan Valley	0-4		M	133
Lachlan Valley	0-4	0	F	1421
Lachlan Valley	0-4	0	M	1474
Lachlan Valley	0-4	1	F	17
Lachlan Valley	0-4	1	M	26
Lachlan Valley	5-14		F	374
Lachlan Valley	5-14		M	315
Lachlan Valley	5-14	0	F	3097
Lachlan Valley	5-14	0	M	3095
Lachlan Valley	5-14	1	F	101
Lachlan Valley	5-14	1	M	234
Lachlan Valley	15-19		F	139
Lachlan Valley	15-19		M	133
Lachlan Valley	15-19	0	F	1289
Lachlan Valley	15-19	0	M	1445
Lachlan Valley	15-19	1	F	47
Lachlan Valley	15-19	1	M	59
Lachlan Valley	20-24		F	118
Lachlan Valley	20-24		M	139
Lachlan Valley	20-24	0	F	1148
Lachlan Valley	20-24	0	M	1183
Lachlan Valley	20-24	1	F	37
Lachlan Valley	20-24	1	M	47
Lachlan Valley	25-34		F	270
Lachlan Valley	25-34		M	257
Lachlan Valley	25-34	0	F	2616
Lachlan Valley	25-34	0	M	2499
Lachlan Valley	25-34	1	F	53
Lachlan Valley	25-34	1	M	67
Lachlan Valley	35-44		F	267
Lachlan Valley	35-44		M	279
Lachlan Valley	35-44	0	F	2560
Lachlan Valley	35-44	0	M	2415
Lachlan Valley	35-44	1	F	82
Lachlan Valley	35-44	1	M	96
Lachlan Valley	45-54		F	243
Lachlan Valley	45-54		M	281
Lachlan Valley	45-54	0	F	2908
Lachlan Valley	45-54	0	M	2733
Lachlan Valley	45-54	1	F	141
Lachlan Valley	45-54	1	M	132
Lachlan Valley	55-64		F	275
Lachlan Valley	55-64		M	344
Lachlan Valley	55-64	0	F	3218
Lachlan Valley	55-64	0	M	3273
Lachlan Valley	55-64	1	F	211
Lachlan Valley	55-64	1	M	240
Lachlan Valley	65-74		F	196
Lachlan Valley	65-74		M	272
Lachlan Valley	65-74	0	F	2861
Lachlan Valley	65-74	0	M	2935
Lachlan Valley	65-74	1	F	319
Lachlan Valley	65-74	1	M	342
Lachlan Valley	75-84		F	169
Lachlan Valley	75-84		M	181
Lachlan Valley	75-84	0	F	1631
Lachlan Valley	75-84	0	M	1546
Lachlan Valley	75-84	1	F	424
Lachlan Valley	75-84	1	M	356
Lachlan Valley	85+		F	96
Lachlan Valley	85+		M	61
Lachlan Valley	85+	0	F	443
Lachlan Valley	85+	0	M	363
Lachlan Valley	85+	1	F	536
Lachlan Valley	85+	1	M	256
Lithgow - Mudgee	0-4		F	102
Lithgow - Mudgee	0-4		M	104
Lithgow - Mudgee	0-4	0	F	1136
Lithgow - Mudgee	0-4	0	M	1176
Lithgow - Mudgee	0-4	1	F	11
Lithgow - Mudgee	0-4	1	M	22
Lithgow - Mudgee	5-14		F	241
Lithgow - Mudgee	5-14		M	276
Lithgow - Mudgee	5-14	0	F	2638
Lithgow - Mudgee	5-14	0	M	2696
Lithgow - Mudgee	5-14	1	F	115
Lithgow - Mudgee	5-14	1	M	221
Lithgow - Mudgee	15-19		F	87
Lithgow - Mudgee	15-19		M	118
Lithgow - Mudgee	15-19	0	F	1067
Lithgow - Mudgee	15-19	0	M	1211
Lithgow - Mudgee	15-19	1	F	43
Lithgow - Mudgee	15-19	1	M	84
Lithgow - Mudgee	20-24		F	67
Lithgow - Mudgee	20-24		M	124
Lithgow - Mudgee	20-24	0	F	889
Lithgow - Mudgee	20-24	0	M	1000
Lithgow - Mudgee	20-24	1	F	24
Lithgow - Mudgee	20-24	1	M	41
Lithgow - Mudgee	25-34		F	197
Lithgow - Mudgee	25-34		M	322
Lithgow - Mudgee	25-34	0	F	2404
Lithgow - Mudgee	25-34	0	M	2286
Lithgow - Mudgee	25-34	1	F	67
Lithgow - Mudgee	25-34	1	M	76
Lithgow - Mudgee	35-44		F	197
Lithgow - Mudgee	35-44		M	305
Lithgow - Mudgee	35-44	0	F	2344
Lithgow - Mudgee	35-44	0	M	2246
Lithgow - Mudgee	35-44	1	F	77
Lithgow - Mudgee	35-44	1	M	84
Lithgow - Mudgee	45-54		F	214
Lithgow - Mudgee	45-54		M	249
Lithgow - Mudgee	45-54	0	F	2733
Lithgow - Mudgee	45-54	0	M	2624
Lithgow - Mudgee	45-54	1	F	132
Lithgow - Mudgee	45-54	1	M	143
Lithgow - Mudgee	55-64		F	214
Lithgow - Mudgee	55-64		M	268
Lithgow - Mudgee	55-64	0	F	3009
Lithgow - Mudgee	55-64	0	M	2980
Lithgow - Mudgee	55-64	1	F	198
Lithgow - Mudgee	55-64	1	M	202
Lithgow - Mudgee	65-74		F	188
Lithgow - Mudgee	65-74		M	236
Lithgow - Mudgee	65-74	0	F	2504
Lithgow - Mudgee	65-74	0	M	2580
Lithgow - Mudgee	65-74	1	F	252
Lithgow - Mudgee	65-74	1	M	274
Lithgow - Mudgee	75-84		F	143
Lithgow - Mudgee	75-84		M	138
Lithgow - Mudgee	75-84	0	F	1367
Lithgow - Mudgee	75-84	0	M	1346
Lithgow - Mudgee	75-84	1	F	336
Lithgow - Mudgee	75-84	1	M	282
Lithgow - Mudgee	85+		F	73
Lithgow - Mudgee	85+		M	27
Lithgow - Mudgee	85+	0	F	302
Lithgow - Mudgee	85+	0	M	230
Lithgow - Mudgee	85+	1	F	375
Lithgow - Mudgee	85+	1	M	176
Orange	0-4		F	113
Orange	0-4		M	122
Orange	0-4	0	F	1752
Orange	0-4	0	M	2023
Orange	0-4	1	F	27
Orange	0-4	1	M	35
Orange	5-14		F	274
Orange	5-14		M	283
Orange	5-14	0	F	3933
Orange	5-14	0	M	4105
Orange	5-14	1	F	128
Orange	5-14	1	M	274
Orange	15-19		F	95
Orange	15-19		M	116
Orange	15-19	0	F	1677
Orange	15-19	0	M	1768
Orange	15-19	1	F	55
Orange	15-19	1	M	86
Orange	20-24		F	101
Orange	20-24		M	111
Orange	20-24	0	F	1452
Orange	20-24	0	M	1432
Orange	20-24	1	F	49
Orange	20-24	1	M	68
Orange	25-34		F	227
Orange	25-34		M	209
Orange	25-34	0	F	3675
Orange	25-34	0	M	3254
Orange	25-34	1	F	79
Orange	25-34	1	M	76
Orange	35-44		F	219
Orange	35-44		M	220
Orange	35-44	0	F	3593
Orange	35-44	0	M	3233
Orange	35-44	1	F	91
Orange	35-44	1	M	99
Orange	45-54		F	199
Orange	45-54		M	235
Orange	45-54	0	F	3520
Orange	45-54	0	M	3296
Orange	45-54	1	F	144
Orange	45-54	1	M	154
Orange	55-64		F	190
Orange	55-64		M	217
Orange	55-64	0	F	3389
Orange	55-64	0	M	3138
Orange	55-64	1	F	204
Orange	55-64	1	M	176
Orange	65-74		F	166
Orange	65-74		M	189
Orange	65-74	0	F	2833
Orange	65-74	0	M	2631
Orange	65-74	1	F	263
Orange	65-74	1	M	257
Orange	75-84		F	128
Orange	75-84		M	119
Orange	75-84	0	F	1415
Orange	75-84	0	M	1296
Orange	75-84	1	F	373
Orange	75-84	1	M	274
Orange	85+		F	90
Orange	85+		M	48
Orange	85+	0	F	368
Orange	85+	0	M	288
Orange	85+	1	F	396
Orange	85+	1	M	215
Clarence Valley	0-4		F	108
Clarence Valley	0-4		M	104
Clarence Valley	0-4	0	F	1158
Clarence Valley	0-4	0	M	1145
Clarence Valley	0-4	1	F	12
Clarence Valley	0-4	1	M	22
Clarence Valley	5-14		F	227
Clarence Valley	5-14		M	236
Clarence Valley	5-14	0	F	2551
Clarence Valley	5-14	0	M	2693
Clarence Valley	5-14	1	F	94
Clarence Valley	5-14	1	M	224
Clarence Valley	15-19		F	94
Clarence Valley	15-19		M	114
Clarence Valley	15-19	0	F	1109
Clarence Valley	15-19	0	M	1251
Clarence Valley	15-19	1	F	49
Clarence Valley	15-19	1	M	98
Clarence Valley	20-24		F	91
Clarence Valley	20-24		M	206
Clarence Valley	20-24	0	F	1000
Clarence Valley	20-24	0	M	973
Clarence Valley	20-24	1	F	28
Clarence Valley	20-24	1	M	55
Clarence Valley	25-34		F	254
Clarence Valley	25-34		M	556
Clarence Valley	25-34	0	F	2211
Clarence Valley	25-34	0	M	1983
Clarence Valley	25-34	1	F	76
Clarence Valley	25-34	1	M	83
Clarence Valley	35-44		F	252
Clarence Valley	35-44		M	462
Clarence Valley	35-44	0	F	2323
Clarence Valley	35-44	0	M	2124
Clarence Valley	35-44	1	F	95
Clarence Valley	35-44	1	M	99
Clarence Valley	45-54		F	235
Clarence Valley	45-54		M	374
Clarence Valley	45-54	0	F	2911
Clarence Valley	45-54	0	M	2563
Clarence Valley	45-54	1	F	194
Clarence Valley	45-54	1	M	182
Clarence Valley	55-64		F	217
Clarence Valley	55-64		M	342
Clarence Valley	55-64	0	F	3703
Clarence Valley	55-64	0	M	3444
Clarence Valley	55-64	1	F	294
Clarence Valley	55-64	1	M	328
Clarence Valley	65-74		F	198
Clarence Valley	65-74		M	244
Clarence Valley	65-74	0	F	3514
Clarence Valley	65-74	0	M	3480
Clarence Valley	65-74	1	F	378
Clarence Valley	65-74	1	M	476
Clarence Valley	75-84		F	137
Clarence Valley	75-84		M	119
Clarence Valley	75-84	0	F	1783
Clarence Valley	75-84	0	M	1735
Clarence Valley	75-84	1	F	476
Clarence Valley	75-84	1	M	439
Clarence Valley	85+		F	71
Clarence Valley	85+		M	43
Clarence Valley	85+	0	F	424
Clarence Valley	85+	0	M	358
Clarence Valley	85+	1	F	582
Clarence Valley	85+	1	M	277
Coffs Harbour	0-4		F	152
Coffs Harbour	0-4		M	148
Coffs Harbour	0-4	0	F	2124
Coffs Harbour	0-4	0	M	2132
Coffs Harbour	0-4	1	F	24
Coffs Harbour	0-4	1	M	52
Coffs Harbour	5-14		F	384
Coffs Harbour	5-14		M	394
Coffs Harbour	5-14	0	F	5138
Coffs Harbour	5-14	0	M	5138
Coffs Harbour	5-14	1	F	197
Coffs Harbour	5-14	1	M	392
Coffs Harbour	15-19		F	178
Coffs Harbour	15-19		M	175
Coffs Harbour	15-19	0	F	2341
Coffs Harbour	15-19	0	M	2320
Coffs Harbour	15-19	1	F	71
Coffs Harbour	15-19	1	M	146
Coffs Harbour	20-24		F	122
Coffs Harbour	20-24		M	139
Coffs Harbour	20-24	0	F	1787
Coffs Harbour	20-24	0	M	1827
