SA3_NAME21	Landlord	Rent.min	occupied_private_dwellings_being_rented
Queanbeyan	State or territory housing authority	7875	102
Queanbeyan	State or territory housing authority	10500	44
Queanbeyan	State or territory housing authority	11812	55
Queanbeyan	State or territory housing authority	14437	55
Queanbeyan	State or territory housing authority	18375	59
Queanbeyan	State or territory housing authority	23625	26
Queanbeyan	State or territory housing authority	28875	5
Snowy Mountains		7875	4
Snowy Mountains	(Other)	52	8
Snowy Mountains	(Other)	3937	10
Snowy Mountains	(Other)	5250	16
Snowy Mountains	(Other)	7875	15
Snowy Mountains	(Other)	10500	9
Snowy Mountains	(Other)	11812	29
Snowy Mountains	(Other)	14437	13
Snowy Mountains	(Other)	18375	15
Snowy Mountains	(Other)	23625	8
Snowy Mountains	(Other)	34125	4
Snowy Mountains	(Other)	39375	3
Snowy Mountains	(Other)	49875	40
Snowy Mountains	Co-op/church group etc	3937	3
Snowy Mountains	Co-op/church group etc	5250	10
Snowy Mountains	Co-op/church group etc	7875	16
Snowy Mountains	Co-op/church group etc	10500	8
Snowy Mountains	Co-op/church group etc	11812	11
Snowy Mountains	Co-op/church group etc	14437	12
Snowy Mountains	Person not in same household	52	14
Snowy Mountains	Person not in same household	3937	9
Snowy Mountains	Person not in same household	5250	35
Snowy Mountains	Person not in same household	7875	55
Snowy Mountains	Person not in same household	10500	53
Snowy Mountains	Person not in same household	11812	86
Snowy Mountains	Person not in same household	14437	90
Snowy Mountains	Person not in same household	18375	74
Snowy Mountains	Person not in same household	23625	41
Snowy Mountains	Person not in same household	28875	19
Snowy Mountains	Person not in same household	34125	4
Snowy Mountains	Person not in same household	39375	14
Snowy Mountains	Person not in same household	44625	9
Snowy Mountains	Person not in same household	49875	17
Snowy Mountains	Real estate agent	3937	3
Snowy Mountains	Real estate agent	5250	22
Snowy Mountains	Real estate agent	7875	65
Snowy Mountains	Real estate agent	10500	50
Snowy Mountains	Real estate agent	11812	156
Snowy Mountains	Real estate agent	14437	219
Snowy Mountains	Real estate agent	18375	221
Snowy Mountains	Real estate agent	23625	105
Snowy Mountains	Real estate agent	28875	48
Snowy Mountains	Real estate agent	34125	27
Snowy Mountains	Real estate agent	39375	13
Snowy Mountains	Real estate agent	49875	21
Snowy Mountains	State or territory housing authority	5250	9
Snowy Mountains	State or territory housing authority	7875	21
Snowy Mountains	State or territory housing authority	10500	3
Snowy Mountains	State or territory housing authority	11812	10
Snowy Mountains	State or territory housing authority	14437	13
South Coast		5250	7
South Coast		7875	3
South Coast		10500	4
South Coast		11812	3
South Coast		14437	11
South Coast		18375	9
South Coast	(Other)	52	16
South Coast	(Other)	3937	5
South Coast	(Other)	5250	36
South Coast	(Other)	7875	32
South Coast	(Other)	10500	30
South Coast	(Other)	11812	38
South Coast	(Other)	14437	45
South Coast	(Other)	18375	56
South Coast	(Other)	23625	9
South Coast	(Other)	28875	6
South Coast	Co-op/church group etc	3937	8
South Coast	Co-op/church group etc	5250	34
South Coast	Co-op/church group etc	7875	58
South Coast	Co-op/church group etc	10500	34
South Coast	Co-op/church group etc	11812	61
South Coast	Co-op/church group etc	14437	25
South Coast	Co-op/church group etc	18375	18
South Coast	Person not in same household	52	21
South Coast	Person not in same household	3937	11
South Coast	Person not in same household	5250	90
South Coast	Person not in same household	7875	187
South Coast	Person not in same household	10500	184
South Coast	Person not in same household	11812	266
South Coast	Person not in same household	14437	390
South Coast	Person not in same household	18375	457
South Coast	Person not in same household	23625	142
South Coast	Person not in same household	28875	46
South Coast	Person not in same household	34125	10
South Coast	Person not in same household	49875	11
South Coast	Real estate agent	52	3
South Coast	Real estate agent	3937	4
South Coast	Real estate agent	5250	29
South Coast	Real estate agent	7875	83
South Coast	Real estate agent	10500	164
South Coast	Real estate agent	11812	405
South Coast	Real estate agent	14437	881
South Coast	Real estate agent	18375	1340
South Coast	Real estate agent	23625	494
South Coast	Real estate agent	28875	110
South Coast	Real estate agent	34125	15
South Coast	Real estate agent	39375	4
South Coast	Real estate agent	49875	4
South Coast	State or territory housing authority	52	15
South Coast	State or territory housing authority	3937	12
South Coast	State or territory housing authority	5250	209
South Coast	State or territory housing authority	7875	110
South Coast	State or territory housing authority	10500	59
South Coast	State or territory housing authority	11812	70
South Coast	State or territory housing authority	14437	59
South Coast	State or territory housing authority	18375	38
South Coast	State or territory housing authority	23625	4
Goulburn - Mulwaree		5250	4
Goulburn - Mulwaree		14437	5
Goulburn - Mulwaree		18375	4
Goulburn - Mulwaree	(Other)	52	4
Goulburn - Mulwaree	(Other)	5250	10
Goulburn - Mulwaree	(Other)	7875	14
Goulburn - Mulwaree	(Other)	10500	13
Goulburn - Mulwaree	(Other)	11812	14
Goulburn - Mulwaree	(Other)	14437	24
Goulburn - Mulwaree	(Other)	18375	20
Goulburn - Mulwaree	(Other)	23625	11
Goulburn - Mulwaree	(Other)	28875	5
Goulburn - Mulwaree	Co-op/church group etc	3937	3
Goulburn - Mulwaree	Co-op/church group etc	5250	16
Goulburn - Mulwaree	Co-op/church group etc	7875	58
Goulburn - Mulwaree	Co-op/church group etc	10500	4
Goulburn - Mulwaree	Co-op/church group etc	11812	13
Goulburn - Mulwaree	Co-op/church group etc	14437	5
Goulburn - Mulwaree	Co-op/church group etc	18375	10
Goulburn - Mulwaree	Person not in same household	52	8
Goulburn - Mulwaree	Person not in same household	3937	14
Goulburn - Mulwaree	Person not in same household	5250	43
Goulburn - Mulwaree	Person not in same household	7875	63
Goulburn - Mulwaree	Person not in same household	10500	81
Goulburn - Mulwaree	Person not in same household	11812	98
Goulburn - Mulwaree	Person not in same household	14437	163
Goulburn - Mulwaree	Person not in same household	18375	173
Goulburn - Mulwaree	Person not in same household	23625	31
Goulburn - Mulwaree	Person not in same household	28875	8
Goulburn - Mulwaree	Person not in same household	34125	3
Goulburn - Mulwaree	Real estate agent	52	5
Goulburn - Mulwaree	Real estate agent	5250	23
Goulburn - Mulwaree	Real estate agent	7875	81
Goulburn - Mulwaree	Real estate agent	10500	78
Goulburn - Mulwaree	Real estate agent	11812	245
Goulburn - Mulwaree	Real estate agent	14437	647
Goulburn - Mulwaree	Real estate agent	18375	875
Goulburn - Mulwaree	Real estate agent	23625	219
Goulburn - Mulwaree	Real estate agent	28875	33
Goulburn - Mulwaree	Real estate agent	34125	13
Goulburn - Mulwaree	Real estate agent	39375	3
Goulburn - Mulwaree	Real estate agent	44625	3
Goulburn - Mulwaree	Real estate agent	49875	8
Goulburn - Mulwaree	State or territory housing authority	52	14
Goulburn - Mulwaree	State or territory housing authority	3937	38
Goulburn - Mulwaree	State or territory housing authority	5250	192
Goulburn - Mulwaree	State or territory housing authority	7875	102
Goulburn - Mulwaree	State or territory housing authority	10500	25
Goulburn - Mulwaree	State or territory housing authority	11812	34
Goulburn - Mulwaree	State or territory housing authority	14437	66
Goulburn - Mulwaree	State or territory housing authority	18375	16
Goulburn - Mulwaree	State or territory housing authority	23625	3
Young - Yass	(Other)	52	20
Young - Yass	(Other)	3937	4
Young - Yass	(Other)	5250	14
Young - Yass	(Other)	7875	12
Young - Yass	(Other)	10500	20
Young - Yass	(Other)	11812	20
Young - Yass	(Other)	14437	20
Young - Yass	(Other)	18375	9
Young - Yass	(Other)	23625	6
Young - Yass	Co-op/church group etc	52	3
Young - Yass	Co-op/church group etc	3937	9
Young - Yass	Co-op/church group etc	5250	36
Young - Yass	Co-op/church group etc	7875	38
Young - Yass	Co-op/church group etc	10500	13
Young - Yass	Co-op/church group etc	11812	27
Young - Yass	Co-op/church group etc	14437	18
Young - Yass	Co-op/church group etc	18375	6
Young - Yass	Person not in same household	52	17
Young - Yass	Person not in same household	3937	12
Young - Yass	Person not in same household	5250	55
Young - Yass	Person not in same household	7875	93
Young - Yass	Person not in same household	10500	96
Young - Yass	Person not in same household	11812	109
Young - Yass	Person not in same household	14437	136
Young - Yass	Person not in same household	18375	108
Young - Yass	Person not in same household	23625	47
Young - Yass	Person not in same household	28875	20
Young - Yass	Person not in same household	34125	14
Young - Yass	Person not in same household	39375	3
Young - Yass	Person not in same household	44625	3
Young - Yass	Person not in same household	49875	9
Young - Yass	Real estate agent	3937	5
Young - Yass	Real estate agent	5250	26
Young - Yass	Real estate agent	7875	115
Young - Yass	Real estate agent	10500	100
Young - Yass	Real estate agent	11812	312
Young - Yass	Real estate agent	14437	393
Young - Yass	Real estate agent	18375	271
Young - Yass	Real estate agent	23625	93
Young - Yass	Real estate agent	28875	29
Young - Yass	Real estate agent	34125	20
Young - Yass	Real estate agent	39375	5
Young - Yass	Real estate agent	44625	3
Young - Yass	Real estate agent	49875	4
Young - Yass	State or territory housing authority	52	6
Young - Yass	State or territory housing authority	3937	9
Young - Yass	State or territory housing authority	5250	10
Young - Yass	State or territory housing authority	7875	48
Young - Yass	State or territory housing authority	10500	22
Young - Yass	State or territory housing authority	11812	39
Young - Yass	State or territory housing authority	14437	21
Young - Yass	State or territory housing authority	18375	3
Gosford		5250	6
Gosford		7875	9
Gosford		10500	12
Gosford		11812	9
Gosford		14437	4
Gosford		18375	7
Gosford		23625	9
Gosford		28875	4
Gosford	(Other)	52	8
Gosford	(Other)	5250	39
Gosford	(Other)	7875	83
Gosford	(Other)	10500	30
Gosford	(Other)	11812	35
Gosford	(Other)	14437	57
Gosford	(Other)	18375	68
Gosford	(Other)	23625	16
Gosford	(Other)	28875	9
Gosford	(Other)	34125	5
Gosford	(Other)	39375	4
Gosford	(Other)	49875	4
Gosford	Co-op/church group etc	52	8
Gosford	Co-op/church group etc	3937	9
Gosford	Co-op/church group etc	5250	56
Gosford	Co-op/church group etc	7875	174
Gosford	Co-op/church group etc	10500	68
Gosford	Co-op/church group etc	11812	66
Gosford	Co-op/church group etc	14437	51
Gosford	Co-op/church group etc	18375	41
Gosford	Co-op/church group etc	23625	14
Gosford	Co-op/church group etc	28875	3
Gosford	Person not in same household	52	27
Gosford	Person not in same household	3937	16
Gosford	Person not in same household	5250	67
Gosford	Person not in same household	7875	112
Gosford	Person not in same household	10500	135
Gosford	Person not in same household	11812	210
Gosford	Person not in same household	14437	474
Gosford	Person not in same household	18375	810
Gosford	Person not in same household	23625	474
Gosford	Person not in same household	28875	195
Gosford	Person not in same household	34125	68
Gosford	Person not in same household	39375	40
Gosford	Person not in same household	44625	25
Gosford	Person not in same household	49875	19
Gosford	Real estate agent	52	16
Gosford	Real estate agent	3937	5
Gosford	Real estate agent	5250	20
Gosford	Real estate agent	7875	73
Gosford	Real estate agent	10500	115
Gosford	Real estate agent	11812	350
Gosford	Real estate agent	14437	1351
Gosford	Real estate agent	18375	4584
Gosford	Real estate agent	23625	3199
Gosford	Real estate agent	28875	1420
Gosford	Real estate agent	34125	617
Gosford	Real estate agent	39375	287
Gosford	Real estate agent	44625	139
Gosford	Real estate agent	49875	141
Gosford	State or territory housing authority	52	41
Gosford	State or territory housing authority	3937	114
Gosford	State or territory housing authority	5250	728
Gosford	State or territory housing authority	7875	267
Gosford	State or territory housing authority	10500	125
Gosford	State or territory housing authority	11812	133
Gosford	State or territory housing authority	14437	88
Gosford	State or territory housing authority	18375	139
Gosford	State or territory housing authority	23625	20
Gosford	State or territory housing authority	28875	4
Wyong		5250	3
Wyong		7875	5
Wyong		10500	4
Wyong		11812	6
Wyong		14437	9
Wyong		18375	16
Wyong		23625	5
Wyong	(Other)	52	7
Wyong	(Other)	3937	7
Wyong	(Other)	5250	31
Wyong	(Other)	7875	140
Wyong	(Other)	10500	53
Wyong	(Other)	11812	73
Wyong	(Other)	14437	62
Wyong	(Other)	18375	93
Wyong	(Other)	23625	31
Wyong	(Other)	28875	11
Wyong	(Other)	39375	4
Wyong	(Other)	49875	11
Wyong	Co-op/church group etc	52	7
Wyong	Co-op/church group etc	3937	6
Wyong	Co-op/church group etc	5250	51
Wyong	Co-op/church group etc	7875	152
Wyong	Co-op/church group etc	10500	73
Wyong	Co-op/church group etc	11812	111
Wyong	Co-op/church group etc	14437	68
Wyong	Co-op/church group etc	18375	63
Wyong	Co-op/church group etc	23625	13
Wyong	Co-op/church group etc	34125	4
Wyong	Person not in same household	52	15
Wyong	Person not in same household	3937	7
Wyong	Person not in same household	5250	43
Wyong	Person not in same household	7875	127
Wyong	Person not in same household	10500	168
Wyong	Person not in same household	11812	246
Wyong	Person not in same household	14437	607
Wyong	Person not in same household	18375	925
Wyong	Person not in same household	23625	401
Wyong	Person not in same household	28875	124
Wyong	Person not in same household	34125	38
Wyong	Person not in same household	39375	22
Wyong	Person not in same household	44625	6
Wyong	Person not in same household	49875	8
Wyong	Real estate agent	52	9
Wyong	Real estate agent	3937	3
Wyong	Real estate agent	5250	21
Wyong	Real estate agent	7875	83
Wyong	Real estate agent	10500	137
Wyong	Real estate agent	11812	433
Wyong	Real estate agent	14437	1784
Wyong	Real estate agent	18375	5236
Wyong	Real estate agent	23625	3128
Wyong	Real estate agent	28875	927
Wyong	Real estate agent	34125	259
Wyong	Real estate agent	39375	59
Wyong	Real estate agent	44625	22
Wyong	Real estate agent	49875	19
Wyong	State or territory housing authority	52	43
Wyong	State or territory housing authority	3937	68
Wyong	State or territory housing authority	5250	577
Wyong	State or territory housing authority	7875	268
Wyong	State or territory housing authority	10500	118
Wyong	State or territory housing authority	11812	154
Wyong	State or territory housing authority	14437	128
Wyong	State or territory housing authority	18375	91
Wyong	State or territory housing authority	23625	15
Wyong	State or territory housing authority	28875	3
Wyong	State or territory housing authority	34125	4
Bathurst		11812	5
Bathurst		18375	3
Bathurst	(Other)	52	3
Bathurst	(Other)	3937	4
Bathurst	(Other)	5250	13
Bathurst	(Other)	7875	14
Bathurst	(Other)	10500	9
Bathurst	(Other)	11812	7
Bathurst	(Other)	14437	19
Bathurst	(Other)	18375	10
Bathurst	(Other)	23625	9
Bathurst	Co-op/church group etc	52	12
Bathurst	Co-op/church group etc	3937	8
Bathurst	Co-op/church group etc	5250	30
Bathurst	Co-op/church group etc	7875	13
Bathurst	Co-op/church group etc	10500	14
Bathurst	Co-op/church group etc	11812	14
Bathurst	Co-op/church group etc	14437	25
Bathurst	Co-op/church group etc	18375	9
Bathurst	Person not in same household	52	9
Bathurst	Person not in same household	3937	5
Bathurst	Person not in same household	5250	44
Bathurst	Person not in same household	7875	66
Bathurst	Person not in same household	10500	95
Bathurst	Person not in same household	11812	125
Bathurst	Person not in same household	14437	247
Bathurst	Person not in same household	18375	155
Bathurst	Person not in same household	23625	49
Bathurst	Person not in same household	28875	8
Bathurst	Person not in same household	34125	4
Bathurst	Real estate agent	52	7
Bathurst	Real estate agent	5250	49
Bathurst	Real estate agent	7875	161
Bathurst	Real estate agent	10500	163
Bathurst	Real estate agent	11812	412
Bathurst	Real estate agent	14437	1049
Bathurst	Real estate agent	18375	1215
Bathurst	Real estate agent	23625	413
Bathurst	Real estate agent	28875	42
Bathurst	Real estate agent	34125	3
Bathurst	Real estate agent	39375	6
Bathurst	State or territory housing authority	52	19
Bathurst	State or territory housing authority	3937	36
Bathurst	State or territory housing authority	5250	161
Bathurst	State or territory housing authority	7875	81
Bathurst	State or territory housing authority	10500	69
Bathurst	State or territory housing authority	11812	39
Bathurst	State or territory housing authority	14437	58
Bathurst	State or territory housing authority	18375	20
Bathurst	State or territory housing authority	23625	4
Lachlan Valley		3937	7
Lachlan Valley		5250	8
Lachlan Valley		7875	21
Lachlan Valley		10500	7
Lachlan Valley		11812	9
Lachlan Valley		14437	5
Lachlan Valley	(Other)	52	44
Lachlan Valley	(Other)	3937	11
Lachlan Valley	(Other)	5250	50
Lachlan Valley	(Other)	7875	58
Lachlan Valley	(Other)	10500	35
Lachlan Valley	(Other)	11812	58
Lachlan Valley	(Other)	14437	37
Lachlan Valley	(Other)	18375	24
Lachlan Valley	(Other)	23625	3
Lachlan Valley	Co-op/church group etc	52	29
Lachlan Valley	Co-op/church group etc	3937	12
Lachlan Valley	Co-op/church group etc	5250	67
Lachlan Valley	Co-op/church group etc	7875	64
Lachlan Valley	Co-op/church group etc	10500	22
Lachlan Valley	Co-op/church group etc	11812	17
Lachlan Valley	Co-op/church group etc	14437	3
Lachlan Valley	Co-op/church group etc	18375	4
Lachlan Valley	Person not in same household	52	41
Lachlan Valley	Person not in same household	3937	29
Lachlan Valley	Person not in same household	5250	164
Lachlan Valley	Person not in same household	7875	262
Lachlan Valley	Person not in same household	10500	261
Lachlan Valley	Person not in same household	11812	299
Lachlan Valley	Person not in same household	14437	258
Lachlan Valley	Person not in same household	18375	95
Lachlan Valley	Person not in same household	23625	21
Lachlan Valley	Person not in same household	28875	8
Lachlan Valley	Person not in same household	39375	3
Lachlan Valley	Person not in same household	44625	3
Lachlan Valley	Person not in same household	49875	6
Lachlan Valley	Real estate agent	52	15
Lachlan Valley	Real estate agent	3937	13
Lachlan Valley	Real estate agent	5250	76
Lachlan Valley	Real estate agent	7875	387
Lachlan Valley	Real estate agent	10500	248
Lachlan Valley	Real estate agent	11812	557
Lachlan Valley	Real estate agent	14437	566
Lachlan Valley	Real estate agent	18375	286
Lachlan Valley	Real estate agent	23625	41
Lachlan Valley	Real estate agent	34125	4
Lachlan Valley	Real estate agent	39375	3
Lachlan Valley	Real estate agent	49875	3
Lachlan Valley	State or territory housing authority	52	34
Lachlan Valley	State or territory housing authority	3937	49
Lachlan Valley	State or territory housing authority	5250	226
Lachlan Valley	State or territory housing authority	7875	157
Lachlan Valley	State or territory housing authority	10500	77
Lachlan Valley	State or territory housing authority	11812	55
Lachlan Valley	State or territory housing authority	14437	17
Lachlan Valley	State or territory housing authority	18375	5
Lachlan Valley	State or territory housing authority	23625	4
Lithgow - Mudgee		5250	4
Lithgow - Mudgee		10500	4
Lithgow - Mudgee		11812	3
Lithgow - Mudgee		14437	4
Lithgow - Mudgee		18375	8
Lithgow - Mudgee	(Other)	52	22
Lithgow - Mudgee	(Other)	3937	3
Lithgow - Mudgee	(Other)	5250	19
Lithgow - Mudgee	(Other)	7875	21
Lithgow - Mudgee	(Other)	10500	9
Lithgow - Mudgee	(Other)	11812	16
Lithgow - Mudgee	(Other)	14437	20
Lithgow - Mudgee	(Other)	18375	14
Lithgow - Mudgee	(Other)	23625	8
Lithgow - Mudgee	(Other)	49875	4
Lithgow - Mudgee	Co-op/church group etc	3937	4
Lithgow - Mudgee	Co-op/church group etc	5250	24
Lithgow - Mudgee	Co-op/church group etc	7875	33
Lithgow - Mudgee	Co-op/church group etc	10500	14
Lithgow - Mudgee	Co-op/church group etc	11812	16
Lithgow - Mudgee	Co-op/church group etc	14437	10
Lithgow - Mudgee	Co-op/church group etc	18375	4
Lithgow - Mudgee	Person not in same household	52	15
Lithgow - Mudgee	Person not in same household	3937	10
Lithgow - Mudgee	Person not in same household	5250	59
Lithgow - Mudgee	Person not in same household	7875	101
Lithgow - Mudgee	Person not in same household	10500	110
Lithgow - Mudgee	Person not in same household	11812	139
Lithgow - Mudgee	Person not in same household	14437	159
Lithgow - Mudgee	Person not in same household	18375	126
Lithgow - Mudgee	Person not in same household	23625	35
Lithgow - Mudgee	Person not in same household	28875	8
Lithgow - Mudgee	Person not in same household	49875	10
Lithgow - Mudgee	Real estate agent	52	3
Lithgow - Mudgee	Real estate agent	3937	3
Lithgow - Mudgee	Real estate agent	5250	44
Lithgow - Mudgee	Real estate agent	7875	112
Lithgow - Mudgee	Real estate agent	10500	157
Lithgow - Mudgee	Real estate agent	11812	397
Lithgow - Mudgee	Real estate agent	14437	780
Lithgow - Mudgee	Real estate agent	18375	757
Lithgow - Mudgee	Real estate agent	23625	358
Lithgow - Mudgee	Real estate agent	28875	65
Lithgow - Mudgee	Real estate agent	34125	17
Lithgow - Mudgee	Real estate agent	44625	6
Lithgow - Mudgee	Real estate agent	49875	3
Lithgow - Mudgee	State or territory housing authority	52	15
Lithgow - Mudgee	State or territory housing authority	3937	32
Lithgow - Mudgee	State or territory housing authority	5250	173
Lithgow - Mudgee	State or territory housing authority	7875	123
Lithgow - Mudgee	State or territory housing authority	10500	44
Lithgow - Mudgee	State or territory housing authority	11812	69
Lithgow - Mudgee	State or territory housing authority	14437	90
Lithgow - Mudgee	State or territory housing authority	18375	22
Orange		5250	8
Orange		7875	8
Orange		10500	4
Orange		14437	5
Orange		18375	7
Orange	(Other)	52	21
Orange	(Other)	3937	4
Orange	(Other)	5250	13
Orange	(Other)	7875	14
Orange	(Other)	10500	11
Orange	(Other)	11812	23
Orange	(Other)	14437	32
Orange	(Other)	18375	22
Orange	(Other)	23625	14
Orange	(Other)	49875	3
Orange	Co-op/church group etc	52	4
Orange	Co-op/church group etc	3937	8
Orange	Co-op/church group etc	5250	50
Orange	Co-op/church group etc	7875	52
Orange	Co-op/church group etc	10500	25
Orange	Co-op/church group etc	11812	32
Orange	Co-op/church group etc	14437	24
Orange	Co-op/church group etc	18375	13
Orange	Co-op/church group etc	28875	3
Orange	Person not in same household	52	15
Orange	Person not in same household	3937	6
Orange	Person not in same household	5250	62
Orange	Person not in same household	7875	83
Orange	Person not in same household	10500	128
Orange	Person not in same household	11812	178
Orange	Person not in same household	14437	222
Orange	Person not in same household	18375	184
Orange	Person not in same household	23625	60
Orange	Person not in same household	28875	21
Orange	Person not in same household	34125	5
Orange	Person not in same household	39375	5
Orange	Person not in same household	49875	9
Orange	Real estate agent	52	4
Orange	Real estate agent	3937	5
Orange	Real estate agent	5250	33
Orange	Real estate agent	7875	113
Orange	Real estate agent	10500	169
Orange	Real estate agent	11812	502
Orange	Real estate agent	14437	1024
Orange	Real estate agent	18375	1366
Orange	Real estate agent	23625	636
Orange	Real estate agent	28875	131
Orange	Real estate agent	34125	19
Orange	Real estate agent	49875	12
Orange	State or territory housing authority	52	25
Orange	State or territory housing authority	3937	42
Orange	State or territory housing authority	5250	230
Orange	State or territory housing authority	7875	176
Orange	State or territory housing authority	10500	53
Orange	State or territory housing authority	11812	89
Orange	State or territory housing authority	14437	69
Orange	State or territory housing authority	18375	26
Orange	State or territory housing authority	23625	4
Clarence Valley		5250	4
Clarence Valley		7875	8
Clarence Valley		10500	4
Clarence Valley		11812	12
Clarence Valley		14437	10
Clarence Valley		18375	10
Clarence Valley	(Other)	52	4
Clarence Valley	(Other)	3937	4
Clarence Valley	(Other)	5250	31
Clarence Valley	(Other)	7875	51
Clarence Valley	(Other)	10500	23
Clarence Valley	(Other)	11812	40
Clarence Valley	(Other)	14437	37
Clarence Valley	(Other)	18375	31
Clarence Valley	(Other)	23625	5
Clarence Valley	(Other)	28875	4
Clarence Valley	(Other)	49875	3
Clarence Valley	Co-op/church group etc	52	3
Clarence Valley	Co-op/church group etc	3937	3
Clarence Valley	Co-op/church group etc	5250	20
Clarence Valley	Co-op/church group etc	7875	82
Clarence Valley	Co-op/church group etc	10500	25
Clarence Valley	Co-op/church group etc	11812	32
Clarence Valley	Co-op/church group etc	14437	18
Clarence Valley	Co-op/church group etc	18375	27
Clarence Valley	Person not in same household	52	8
Clarence Valley	Person not in same household	3937	8
Clarence Valley	Person not in same household	5250	66
Clarence Valley	Person not in same household	7875	113
Clarence Valley	Person not in same household	10500	133
Clarence Valley	Person not in same household	11812	221
Clarence Valley	Person not in same household	14437	380
Clarence Valley	Person not in same household	18375	270
Clarence Valley	Person not in same household	23625	69
Clarence Valley	Person not in same household	28875	17
Clarence Valley	Person not in same household	34125	5
Clarence Valley	Person not in same household	49875	7
Clarence Valley	Real estate agent	5250	12
Clarence Valley	Real estate agent	7875	79
Clarence Valley	Real estate agent	10500	101
Clarence Valley	Real estate agent	11812	327
Clarence Valley	Real estate agent	14437	730
Clarence Valley	Real estate agent	18375	969
Clarence Valley	Real estate agent	23625	332
Clarence Valley	Real estate agent	28875	81
Clarence Valley	Real estate agent	34125	21
Clarence Valley	Real estate agent	39375	3
Clarence Valley	Real estate agent	49875	6
Clarence Valley	State or territory housing authority	52	5
Clarence Valley	State or territory housing authority	3937	7
Clarence Valley	State or territory housing authority	5250	96
Clarence Valley	State or territory housing authority	7875	60
Clarence Valley	State or territory housing authority	10500	30
Clarence Valley	State or territory housing authority	11812	38
Clarence Valley	State or territory housing authority	14437	23
Coffs Harbour		7875	6
Coffs Harbour		10500	4
Coffs Harbour		11812	11
Coffs Harbour		14437	8
Coffs Harbour		18375	14
Coffs Harbour		23625	5
Coffs Harbour	(Other)	52	6
Coffs Harbour	(Other)	3937	9
Coffs Harbour	(Other)	5250	49
Coffs Harbour	(Other)	7875	48
Coffs Harbour	(Other)	10500	39
Coffs Harbour	(Other)	11812	45
Coffs Harbour	(Other)	14437	62
Coffs Harbour	(Other)	18375	56
Coffs Harbour	(Other)	23625	37
Coffs Harbour	(Other)	28875	15
Coffs Harbour	(Other)	39375	3
Coffs Harbour	(Other)	49875	7
Coffs Harbour	Co-op/church group etc	52	6
Coffs Harbour	Co-op/church group etc	3937	10
Coffs Harbour	Co-op/church group etc	5250	43
Coffs Harbour	Co-op/church group etc	7875	171
Coffs Harbour	Co-op/church group etc	10500	41
Coffs Harbour	Co-op/church group etc	11812	78
Coffs Harbour	Co-op/church group etc	14437	43
Coffs Harbour	Co-op/church group etc	18375	40
Coffs Harbour	Co-op/church group etc	23625	16
Coffs Harbour	Person not in same household	52	25
Coffs Harbour	Person not in same household	3937	9
Coffs Harbour	Person not in same household	5250	84
Coffs Harbour	Person not in same household	7875	122
Coffs Harbour	Person not in same household	10500	140
Coffs Harbour	Person not in same household	11812	235
Coffs Harbour	Person not in same household	14437	460
Coffs Harbour	Person not in same household	18375	646
Coffs Harbour	Person not in same household	23625	291
Coffs Harbour	Person not in same household	28875	90
Coffs Harbour	Person not in same household	34125	30
Coffs Harbour	Person not in same household	39375	14
Coffs Harbour	Person not in same household	44625	5
Coffs Harbour	Person not in same household	49875	7
Coffs Harbour	Real estate agent	52	5
Coffs Harbour	Real estate agent	5250	22
Coffs Harbour	Real estate agent	7875	40
