SA3_NAME16	OnlyEnglishSpokenHome	Sex	persons
The Hills District	0	F	3287
The Hills District	0	M	2837
The Hills District	1	F	40872
The Hills District	1	M	40545
North Lakes	0	F	7506
North Lakes	0	M	6884
North Lakes	1	F	36053
North Lakes	1	M	34036
Strathpine	0	F	2322
Strathpine	0	M	1952
Strathpine	1	F	17006
Strathpine	1	M	16826
Far North	0	F	5764
Far North	0	M	5470
Far North	1	F	7716
Far North	1	M	8365
Outback - North	0	F	1319
Outback - North	0	M	1214
Outback - North	1	F	11783
Outback - North	1	M	12681
Outback - South	0	F	292
Outback - South	0	M	257
Outback - South	1	F	7496
Outback - South	1	M	7325
Buderim	0	F	2329
Buderim	0	M	1958
Buderim	1	F	27453
Buderim	1	M	24544
Caloundra	0	F	3218
Caloundra	0	M	2616
Caloundra	1	F	44980
Caloundra	1	M	40928
Maroochy	0	F	2535
Maroochy	0	M	2161
Maroochy	1	F	28458
Maroochy	1	M	26434
Noosa	0	F	1875
Noosa	0	M	1485
Noosa	1	F	21207
Noosa	1	M	19697
Sunshine Coast Hinterland	0	F	1523
Sunshine Coast Hinterland	0	M	1237
Sunshine Coast Hinterland	1	F	27125
Sunshine Coast Hinterland	1	M	25884
Nambour	0	F	1327
Nambour	0	M	1056
Nambour	1	F	23112
Nambour	1	M	22188
Noosa Hinterland	0	F	516
Noosa Hinterland	0	M	407
Noosa Hinterland	1	F	11029
Noosa Hinterland	1	M	10882
Toowoomba	0	F	8715
Toowoomba	0	M	8113
Toowoomba	1	F	71277
Toowoomba	1	M	65859
Charters Towers - Ayr - Ingham	0	F	1478
Charters Towers - Ayr - Ingham	0	M	1326
Charters Towers - Ayr - Ingham	1	F	17259
Charters Towers - Ayr - Ingham	1	M	17401
Townsville	0	F	8214
Townsville	0	M	7036
Townsville	1	F	81806
Townsville	1	M	80006
Bundaberg	0	F	2677
Bundaberg	0	M	2258
Bundaberg	1	F	42357
Bundaberg	1	M	40680
Burnett	0	F	903
Burnett	0	M	881
Burnett	1	F	21563
Burnett	1	M	21687
Gympie - Cooloola	0	F	844
Gympie - Cooloola	0	M	616
Gympie - Cooloola	1	F	24273
Gympie - Cooloola	1	M	23859
Hervey Bay	0	F	1826
Hervey Bay	0	M	1318
Hervey Bay	1	F	29639
Hervey Bay	1	M	27144
Maryborough	0	F	695
Maryborough	0	M	454
Maryborough	1	F	21339
Maryborough	1	M	21360
Migratory - Offshore - Shipping (Qld)	0	F	3
Migratory - Offshore - Shipping (Qld)	0	M	18
Migratory - Offshore - Shipping (Qld)	1	M	27
No usual address (Qld)	0	F	630
No usual address (Qld)	0	M	551
No usual address (Qld)	1	F	4768
No usual address (Qld)	1	M	5206
Adelaide City	0	F	4641
Adelaide City	0	M	4355
Adelaide City	1	F	6736
Adelaide City	1	M	7238
Adelaide Hills	0	F	2233
Adelaide Hills	0	M	1929
Adelaide Hills	1	F	36771
Adelaide Hills	1	M	35603
Burnside	0	F	6788
Burnside	0	M	5873
Burnside	1	F	16764
Burnside	1	M	15624
Campbelltown (SA)	0	F	10360
Campbelltown (SA)	0	M	9384
Campbelltown (SA)	1	F	17127
Campbelltown (SA)	1	M	16563
Norwood - Payneham - St Peters	0	F	5276
Norwood - Payneham - St Peters	0	M	4692
Norwood - Payneham - St Peters	1	F	13539
Norwood - Payneham - St Peters	1	M	12751
Prospect - Walkerville	0	F	4186
Prospect - Walkerville	0	M	3996
Prospect - Walkerville	1	F	10761
Prospect - Walkerville	1	M	10410
Unley	0	F	4009
Unley	0	M	3482
Unley	1	F	15860
Unley	1	M	14361
Gawler - Two Wells	0	F	911
Gawler - Two Wells	0	M	823
Gawler - Two Wells	1	F	17520
Gawler - Two Wells	1	M	17018
Playford	0	F	7837
Playford	0	M	7462
Playford	1	F	39735
Playford	1	M	38976
Port Adelaide - East	0	F	15835
Port Adelaide - East	0	M	16321
Port Adelaide - East	1	F	20497
Port Adelaide - East	1	M	20283
Salisbury	0	F	23437
Salisbury	0	M	23354
Salisbury	1	F	45450
Salisbury	1	M	45646
Tea Tree Gully	0	F	7226
Tea Tree Gully	0	M	6781
Tea Tree Gully	1	F	40628
Tea Tree Gully	1	M	39339
Holdfast Bay	0	F	2060
Holdfast Bay	0	M	1776
Holdfast Bay	1	F	15992
Holdfast Bay	1	M	14698
Marion	0	F	10522
Marion	0	M	9449
Marion	1	F	38016
Marion	1	M	35338
Mitcham	0	F	5428
Mitcham	0	M	4745
Mitcham	1	F	27842
Mitcham	1	M	26682
Onkaparinga	0	F	6713
Onkaparinga	0	M	5852
Onkaparinga	1	F	80022
Onkaparinga	1	M	77088
Charles Sturt	0	F	16931
Charles Sturt	0	M	15327
Charles Sturt	1	F	41644
Charles Sturt	1	M	40264
Port Adelaide - West	0	F	8531
Port Adelaide - West	0	M	7882
Port Adelaide - West	1	F	21144
Port Adelaide - West	1	M	20669
West Torrens	0	F	10185
West Torrens	0	M	9484
West Torrens	1	F	21951
West Torrens	1	M	21315
Barossa	0	F	576
Barossa	0	M	467
Barossa	1	F	17571
Barossa	1	M	17529
Lower North	0	F	340
Lower North	0	M	308
Lower North	1	F	10294
Lower North	1	M	10364
Mid North	0	F	510
Mid North	0	M	435
Mid North	1	F	12274
Mid North	1	M	12133
Yorke Peninsula	0	F	288
Yorke Peninsula	0	M	252
Yorke Peninsula	1	F	12033
Yorke Peninsula	1	M	12146
Eyre Peninsula and South West	0	F	1537
Eyre Peninsula and South West	0	M	1410
Eyre Peninsula and South West	1	F	24885
Eyre Peninsula and South West	1	M	25148
Outback - North and East	0	F	2003
Outback - North and East	0	M	1882
Outback - North and East	1	F	9094
Outback - North and East	1	M	9522
Fleurieu - Kangaroo Island	0	F	927
Fleurieu - Kangaroo Island	0	M	726
Fleurieu - Kangaroo Island	1	F	26293
Fleurieu - Kangaroo Island	1	M	24910
Limestone Coast	0	F	1935
Limestone Coast	0	M	1988
Limestone Coast	1	F	29084
Limestone Coast	1	M	28975
Murray and Mallee	0	F	2638
Murray and Mallee	0	M	2659
Murray and Mallee	1	F	30155
Murray and Mallee	1	M	30407
Migratory - Offshore - Shipping (SA)	0	M	8
No usual address (SA)	0	F	167
No usual address (SA)	0	M	148
No usual address (SA)	1	F	1034
No usual address (SA)	1	M	1230
Augusta - Margaret River - Busselton	0	F	1806
Augusta - Margaret River - Busselton	0	M	1534
Augusta - Margaret River - Busselton	1	F	25723
Augusta - Margaret River - Busselton	1	M	24535
Bunbury	0	F	4342
Bunbury	0	M	3762
Bunbury	1	F	47124
Bunbury	1	M	45637
Manjimup	0	F	593
Manjimup	0	M	550
Manjimup	1	F	10500
Manjimup	1	M	10397
Mandurah	0	F	3793
Mandurah	0	M	2924
Mandurah	1	F	48827
Mandurah	1	M	45485
Cottesloe - Claremont	0	F	5660
Cottesloe - Claremont	0	M	4739
Cottesloe - Claremont	1	F	29787
Cottesloe - Claremont	1	M	28781
Perth City	0	F	14195
Perth City	0	M	12196
Perth City	1	F	38295
Perth City	1	M	39188
Bayswater - Bassendean	0	F	11056
Bayswater - Bassendean	0	M	9814
Bayswater - Bassendean	1	F	29820
Bayswater - Bassendean	1	M	29819
Mundaring	0	F	1636
Mundaring	0	M	1333
Mundaring	1	F	18576
Mundaring	1	M	18280
Swan	0	F	18122
Swan	0	M	16659
Swan	1	F	52964
Swan	1	M	52984
Joondalup	0	F	9460
Joondalup	0	M	7817
Joondalup	1	F	69538
Joondalup	1	M	68849
Stirling	0	F	30287
Stirling	0	M	27169
Stirling	1	F	71817
Stirling	1	M	68392
Wanneroo	0	F	22665
Wanneroo	0	M	20546
Wanneroo	1	F	79029
Wanneroo	1	M	76757
Armadale	0	F	11534
Armadale	0	M	10683
Armadale	1	F	33701
Armadale	1	M	33219
Belmont - Victoria Park	0	F	11047
Belmont - Victoria Park	0	M	10313
Belmont - Victoria Park	1	F	23798
Belmont - Victoria Park	1	M	25099
Canning	0	F	20962
Canning	0	M	20622
Canning	1	F	26467
Canning	1	M	26376
Gosnells	0	F	22953
Gosnells	0	M	22036
Gosnells	1	F	36568
Gosnells	1	M	36962
Kalamunda	0	F	3984
Kalamunda	0	M	3417
Kalamunda	1	F	24550
Kalamunda	1	M	24318
Serpentine - Jarrahdale	0	F	1831
Serpentine - Jarrahdale	0	M	1667
Serpentine - Jarrahdale	1	F	13674
Serpentine - Jarrahdale	1	M	13278
South Perth	0	F	4765
South Perth	0	M	4126
South Perth	1	F	16321
South Perth	1	M	16032
Cockburn	0	F	13286
Cockburn	0	M	11701
Cockburn	1	F	43177
Cockburn	1	M	42542
Fremantle	0	F	2612
Fremantle	0	M	2094
Fremantle	1	F	16895
Fremantle	1	M	15975
Kwinana	0	F	5113
Kwinana	0	M	4697
Kwinana	1	F	16219
Kwinana	1	M	16232
Melville	0	F	11790
Melville	0	M	9848
Melville	1	F	41585
Melville	1	M	39116
Rockingham	0	F	6083
Rockingham	0	M	4967
Rockingham	1	F	59190
Rockingham	1	M	57543
Albany	0	F	2146
Albany	0	M	1955
Albany	1	F	26863
Albany	1	M	26234
Wheat Belt - North	0	F	1421
Wheat Belt - North	0	M	1285
Wheat Belt - North	1	F	23015
Wheat Belt - North	1	M	24063
Wheat Belt - South	0	F	472
Wheat Belt - South	0	M	435
Wheat Belt - South	1	F	7989
Wheat Belt - South	1	M	8418
Kimberley	0	F	3752
Kimberley	0	M	3344
Kimberley	1	F	11275
Kimberley	1	M	10971
East Pilbara	0	F	2049
East Pilbara	0	M	2279
East Pilbara	1	F	7209
East Pilbara	1	M	9083
West Pilbara	0	F	1775
West Pilbara	0	M	1801
West Pilbara	1	F	9448
West Pilbara	1	M	11308
Esperance	0	F	398
Esperance	0	M	346
Esperance	1	F	6724
Esperance	1	M	6842
Gascoyne	0	F	516
Gascoyne	0	M	468
Gascoyne	1	F	3434
Gascoyne	1	M	3724
Goldfields	0	F	2831
Goldfields	0	M	2755
Goldfields	1	F	12708
Goldfields	1	M	14541
Mid West	0	F	1932
Mid West	0	M	1721
Mid West	1	F	22200
Mid West	1	M	22452
Migratory - Offshore - Shipping (WA)	0	F	4
Migratory - Offshore - Shipping (WA)	0	M	60
Migratory - Offshore - Shipping (WA)	1	F	29
Migratory - Offshore - Shipping (WA)	1	M	206
No usual address (WA)	0	F	244
No usual address (WA)	0	M	243
No usual address (WA)	1	F	1896
No usual address (WA)	1	M	2185
Brighton	0	F	365
Brighton	0	M	325
Brighton	1	F	9161
Brighton	1	M	8662
Hobart - North East	0	F	2544
Hobart - North East	0	M	2489
Hobart - North East	1	F	26620
Hobart - North East	1	M	24680
Hobart - North West	0	F	4619
Hobart - North West	0	M	5032
Hobart - North West	1	F	23285
Hobart - North West	1	M	22134
Hobart - South and West	0	F	2226
Hobart - South and West	0	M	1955
Hobart - South and West	1	F	16218
Hobart - South and West	1	M	15165
Hobart Inner	0	F	5873
Hobart Inner	0	M	5554
Hobart Inner	1	F	21275
Hobart Inner	1	M	20090
Sorell - Dodges Ferry	0	F	384
Sorell - Dodges Ferry	0	M	322
Sorell - Dodges Ferry	1	F	8497
Sorell - Dodges Ferry	1	M	8241
Launceston	0	F	4449
Launceston	0	M	4594
Launceston	1	F	38630
Launceston	1	M	35742
Meander Valley - West Tamar	0	F	360
Meander Valley - West Tamar	0	M	349
Meander Valley - West Tamar	1	F	11129
Meander Valley - West Tamar	1	M	11059
North East	0	F	533
North East	0	M	491
North East	1	F	18019
North East	1	M	18136
Central Highlands (Tas.)	0	F	121
Central Highlands (Tas.)	0	M	111
Central Highlands (Tas.)	1	F	5332
Central Highlands (Tas.)	1	M	5895
Huon - Bruny Island	0	F	490
Huon - Bruny Island	0	M	415
Huon - Bruny Island	1	F	9654
Huon - Bruny Island	1	M	9731
South East Coast	0	F	199
South East Coast	0	M	202
South East Coast	1	F	3194
South East Coast	1	M	3400
Burnie - Ulverstone	0	F	889
Burnie - Ulverstone	0	M	741
Burnie - Ulverstone	1	F	23817
Burnie - Ulverstone	1	M	22010
Devonport	0	F	1191
Devonport	0	M	1078
Devonport	1	F	22342
Devonport	1	M	21184
West Coast	0	F	325
West Coast	0	M	381
West Coast	1	F	7582
West Coast	1	M	7993
Migratory - Offshore - Shipping (Tas.)	1	M	12
No usual address (Tas.)	0	F	41
No usual address (Tas.)	0	M	33
No usual address (Tas.)	1	F	459
No usual address (Tas.)	1	M	525
Darwin City	0	F	3943
Darwin City	0	M	3686
Darwin City	1	F	8174
Darwin City	1	M	8707
Darwin Suburbs	0	F	9109
Darwin Suburbs	0	M	8366
Darwin Suburbs	1	F	16364
Darwin Suburbs	1	M	16446
Litchfield	0	F	681
Litchfield	0	M	563
Litchfield	1	F	7814
Litchfield	1	M	8771
Palmerston	0	F	3607
Palmerston	0	M	3024
Palmerston	1	F	13498
Palmerston	1	M	13498
Alice Springs	0	F	7038
Alice Springs	0	M	6415
Alice Springs	1	F	9960
Alice Springs	1	M	9762
Barkly	0	F	1166
Barkly	0	M	1120
Barkly	1	F	1216
Barkly	1	M	1289
Daly - Tiwi - West Arnhem	0	F	5095
Daly - Tiwi - West Arnhem	0	M	4998
Daly - Tiwi - West Arnhem	1	F	2027
Daly - Tiwi - West Arnhem	1	M	2350
East Arnhem	0	F	4185
East Arnhem	0	M	4039
East Arnhem	1	F	1571
East Arnhem	1	M	1647
Katherine	0	F	3980
Katherine	0	M	3759
Katherine	1	F	4088
Katherine	1	M	4402
Migratory - Offshore - Shipping (NT)	0	M	10
Migratory - Offshore - Shipping (NT)	1	F	5
Migratory - Offshore - Shipping (NT)	1	M	53
No usual address (NT)	0	F	298
No usual address (NT)	0	M	253
No usual address (NT)	1	F	745
No usual address (NT)	1	M	861
Belconnen	0	F	13118
Belconnen	0	M	12296
Belconnen	1	F	38516
Belconnen	1	M	38247
Canberra East	0	F	101
Canberra East	0	M	118
Canberra East	1	F	378
Canberra East	1	M	568
Gungahlin	0	F	16879
Gungahlin	0	M	16843
Gungahlin	1	F	25566
Gungahlin	1	M	25284
North Canberra	0	F	6908
North Canberra	0	M	6245
North Canberra	1	F	22436
North Canberra	1	M	22029
South Canberra	0	F	3316
South Canberra	0	M	2828
South Canberra	1	F	12045
South Canberra	1	M	11494
Tuggeranong	0	F	7472
Tuggeranong	0	M	6766
Tuggeranong	1	F	36541
Tuggeranong	1	M	35891
Weston Creek	0	F	2066
Weston Creek	0	M	1804
Weston Creek	1	F	10186
Weston Creek	1	M	9720
Woden Valley	0	F	5250
Woden Valley	0	M	4658
Woden Valley	1	F	14171
Woden Valley	1	M	13702
Molonglo	0	F	2479
Molonglo	0	M	2421
Molonglo	1	F	3120
Molonglo	1	M	2998
Uriarra - Namadgi	0	F	11
Uriarra - Namadgi	0	M	8
Uriarra - Namadgi	1	F	268
Uriarra - Namadgi	1	M	294
No usual address (ACT)	0	F	43
No usual address (ACT)	0	M	35
No usual address (ACT)	1	F	196
No usual address (ACT)	1	M	201
Christmas Island	0	F	364
Christmas Island	0	M	391
Christmas Island	1	F	215
Christmas Island	1	M	283
Cocos (Keeling) Islands	0	F	189
Cocos (Keeling) Islands	0	M	193
Cocos (Keeling) Islands	1	F	46
Cocos (Keeling) Islands	1	M	61
Jervis Bay	0	F	9
Jervis Bay	0	M	3
Jervis Bay	1	F	102
Jervis Bay	1	M	95
Norfolk Island	0	F	396
Norfolk Island	0	M	397
Norfolk Island	1	F	617
Norfolk Island	1	M	533
No usual address (OT)	0	F	3
No usual address (OT)	0	M	3
No usual address (OT)	1	M	5
