SA3_NAME21	BornAust	Sex	persons
Lower Hunter	0	M	3565
Lower Hunter	1	F	42310
Lower Hunter	1	M	43251
Maitland	0	F	4223
Maitland	0	M	3815
Maitland	1	F	38773
Maitland	1	M	36900
Port Stephens	0	F	4887
Port Stephens	0	M	4521
Port Stephens	1	F	31866
Port Stephens	1	M	31101
Upper Hunter	0	F	1331
Upper Hunter	0	M	1363
Upper Hunter	1	F	12751
Upper Hunter	1	M	13064
Dapto - Port Kembla	0	F	8514
Dapto - Port Kembla	0	M	7663
Dapto - Port Kembla	1	F	30318
Dapto - Port Kembla	1	M	29836
Illawarra Catchment Reserve	1	M	4
Kiama - Shellharbour	0	F	8313
Kiama - Shellharbour	0	M	7310
Kiama - Shellharbour	1	F	40290
Kiama - Shellharbour	1	M	38961
Wollongong	0	F	14954
Wollongong	0	M	13952
Wollongong	1	F	50771
Wollongong	1	M	49737
Great Lakes	0	F	1913
Great Lakes	0	M	1749
Great Lakes	1	F	13952
Great Lakes	1	M	13145
Kempsey - Nambucca	0	F	2352
Kempsey - Nambucca	0	M	2085
Kempsey - Nambucca	1	F	21131
Kempsey - Nambucca	1	M	21024
Lord Howe Island	0	F	44
Lord Howe Island	0	M	35
Lord Howe Island	1	F	165
Lord Howe Island	1	M	165
Port Macquarie	0	F	5638
Port Macquarie	0	M	5032
Port Macquarie	1	F	37369
Port Macquarie	1	M	34373
Taree - Gloucester	0	F	2721
Taree - Gloucester	0	M	2457
Taree - Gloucester	1	F	24420
Taree - Gloucester	1	M	23358
Albury	0	F	3903
Albury	0	M	3755
Albury	1	F	28423
Albury	1	M	26708
Lower Murray	0	F	467
Lower Murray	0	M	469
Lower Murray	1	F	5051
Lower Murray	1	M	5305
Upper Murray exc. Albury	0	F	1645
Upper Murray exc. Albury	0	M	1411
Upper Murray exc. Albury	1	F	18316
Upper Murray exc. Albury	1	M	18114
Armidale	0	F	2594
Armidale	0	M	2320
Armidale	1	F	14928
Armidale	1	M	14084
Inverell - Tenterfield	0	F	1407
Inverell - Tenterfield	0	M	1327
Inverell - Tenterfield	1	F	16226
Inverell - Tenterfield	1	M	15739
Moree - Narrabri	0	F	641
Moree - Narrabri	0	M	613
Moree - Narrabri	1	F	9644
Moree - Narrabri	1	M	9716
Tamworth - Gunnedah	0	F	3245
Tamworth - Gunnedah	0	M	3121
Tamworth - Gunnedah	1	F	36283
Tamworth - Gunnedah	1	M	35090
Lake Macquarie - East	0	F	7084
Lake Macquarie - East	0	M	6233
Lake Macquarie - East	1	F	55493
Lake Macquarie - East	1	M	53200
Lake Macquarie - West	0	F	4975
Lake Macquarie - West	0	M	4538
Lake Macquarie - West	1	F	36861
Lake Macquarie - West	1	M	35280
Newcastle	0	F	13346
Newcastle	0	M	12757
Newcastle	1	F	73861
Newcastle	1	M	71138
Richmond Valley - Coastal	0	F	7593
Richmond Valley - Coastal	0	M	6585
Richmond Valley - Coastal	1	F	34307
Richmond Valley - Coastal	1	M	32270
Richmond Valley - Hinterland	0	F	3495
Richmond Valley - Hinterland	0	M	3100
Richmond Valley - Hinterland	1	F	29925
Richmond Valley - Hinterland	1	M	29063
Tweed Valley	0	F	8044
Tweed Valley	0	M	6975
Tweed Valley	1	F	39134
Tweed Valley	1	M	36502
Griffith - Murrumbidgee (West)	0	F	4034
Griffith - Murrumbidgee (West)	0	M	4145
Griffith - Murrumbidgee (West)	1	F	18565
Griffith - Murrumbidgee (West)	1	M	18454
Tumut - Tumbarumba	0	F	675
Tumut - Tumbarumba	0	M	688
Tumut - Tumbarumba	1	F	6117
Tumut - Tumbarumba	1	M	6189
Wagga Wagga	0	F	4728
Wagga Wagga	0	M	4949
Wagga Wagga	1	F	42447
Wagga Wagga	1	M	40868
Shoalhaven	0	F	7583
Shoalhaven	0	M	7026
Shoalhaven	1	F	43624
Shoalhaven	1	M	43014
Southern Highlands	0	F	4906
Southern Highlands	0	M	4581
Southern Highlands	1	F	21044
Southern Highlands	1	M	19378
Baulkham Hills	0	F	35169
Baulkham Hills	0	M	32415
Baulkham Hills	1	F	42136
Baulkham Hills	1	M	41956
Dural - Wisemans Ferry	0	F	3270
Dural - Wisemans Ferry	0	M	3145
Dural - Wisemans Ferry	1	F	10149
Dural - Wisemans Ferry	1	M	10477
Hawkesbury	0	F	1527
Hawkesbury	0	M	1483
Hawkesbury	1	F	10362
Hawkesbury	1	M	10764
Rouse Hill - McGraths Hill	0	F	10345
Rouse Hill - McGraths Hill	0	M	9780
Rouse Hill - McGraths Hill	1	F	17463
Rouse Hill - McGraths Hill	1	M	17700
Blacktown	0	F	32764
Blacktown	0	M	32511
Blacktown	1	F	34420
Blacktown	1	M	35239
Blacktown - North	0	F	34138
Blacktown - North	0	M	33095
Blacktown - North	1	F	34827
Blacktown - North	1	M	36052
Mount Druitt	0	F	23903
Mount Druitt	0	M	22419
Mount Druitt	1	F	30512
Mount Druitt	1	M	30202
Botany	0	F	14582
Botany	0	M	14019
Botany	1	F	13276
Botany	1	M	13792
Marrickville - Sydenham - Petersham	0	F	9146
Marrickville - Sydenham - Petersham	0	M	8562
Marrickville - Sydenham - Petersham	1	F	17309
Marrickville - Sydenham - Petersham	1	M	17336
Sydney Inner City	0	F	51541
Sydney Inner City	0	M	53059
Sydney Inner City	1	F	45931
Sydney Inner City	1	M	52823
Eastern Suburbs - North	0	F	25852
Eastern Suburbs - North	0	M	22725
Eastern Suburbs - North	1	F	37398
Eastern Suburbs - North	1	M	34906
Eastern Suburbs - South	0	F	28020
Eastern Suburbs - South	0	M	25160
Eastern Suburbs - South	1	F	37744
Eastern Suburbs - South	1	M	37014
Bankstown	0	F	38595
Bankstown	0	M	36751
Bankstown	1	F	49837
Bankstown	1	M	49638
Canterbury	0	F	34130
Canterbury	0	M	35699
Canterbury	1	F	30605
Canterbury	1	M	31764
Hurstville	0	F	31571
Hurstville	0	M	29093
Hurstville	1	F	32830
Hurstville	1	M	33223
Kogarah - Rockdale	0	F	36154
Kogarah - Rockdale	0	M	34013
Kogarah - Rockdale	1	F	33794
Kogarah - Rockdale	1	M	34741
Canada Bay	0	F	18180
Canada Bay	0	M	15699
Canada Bay	1	F	25253
Canada Bay	1	M	24274
Leichhardt	0	F	8394
Leichhardt	0	M	7782
Leichhardt	1	F	19894
Leichhardt	1	M	18096
Strathfield - Burwood - Ashfield	0	F	41359
Strathfield - Burwood - Ashfield	0	M	39809
Strathfield - Burwood - Ashfield	1	F	36925
Strathfield - Burwood - Ashfield	1	M	36420
Chatswood - Lane Cove	0	F	27949
Chatswood - Lane Cove	0	M	23853
Chatswood - Lane Cove	1	F	30689
Chatswood - Lane Cove	1	M	31320
Hornsby	0	F	18968
Hornsby	0	M	16948
Hornsby	1	F	24431
Hornsby	1	M	25105
Ku-ring-gai	0	F	28228
Ku-ring-gai	0	M	24691
Ku-ring-gai	1	F	34747
Ku-ring-gai	1	M	34047
North Sydney - Mosman	0	F	19589
North Sydney - Mosman	0	M	16528
North Sydney - Mosman	1	F	29046
North Sydney - Mosman	1	M	26040
Manly	0	F	8021
Manly	0	M	7288
Manly	1	F	13514
Manly	1	M	12982
Pittwater	0	F	7933
Pittwater	0	M	7254
Pittwater	1	F	23439
Pittwater	1	M	22659
Warringah	0	F	25747
Warringah	0	M	23442
Warringah	1	F	51873
Warringah	1	M	51402
Camden	0	F	6428
Camden	0	M	5994
Camden	1	F	30359
Camden	1	M	28966
Campbelltown (NSW)	0	F	32175
Campbelltown (NSW)	0	M	30085
Campbelltown (NSW)	1	F	53410
Campbelltown (NSW)	1	M	52579
Wollondilly	0	F	2664
Wollondilly	0	M	2448
Wollondilly	1	F	19050
Wollondilly	1	M	19302
Blue Mountains	0	F	7142
Blue Mountains	0	M	6442
Blue Mountains	1	F	31709
Blue Mountains	1	M	30084
Penrith	0	F	17502
Penrith	0	M	16126
Penrith	1	F	59701
Penrith	1	M	58423
Richmond - Windsor	0	F	2858
Richmond - Windsor	0	M	2749
Richmond - Windsor	1	F	15285
Richmond - Windsor	1	M	15036
St Marys	0	F	8292
St Marys	0	M	8063
St Marys	1	F	18161
St Marys	1	M	18371
Auburn	0	F	30374
Auburn	0	M	33515
Auburn	1	F	15954
Auburn	1	M	17771
Carlingford	0	F	18519
Carlingford	0	M	17163
Carlingford	1	F	17341
Carlingford	1	M	18188
Merrylands - Guildford	0	F	36312
Merrylands - Guildford	0	M	38129
Merrylands - Guildford	1	F	38281
Merrylands - Guildford	1	M	38190
Parramatta	0	F	41106
Parramatta	0	M	42550
Parramatta	1	F	30115
Parramatta	1	M	30344
Pennant Hills - Epping	0	F	14336
Pennant Hills - Epping	0	M	12778
Pennant Hills - Epping	1	F	13346
Pennant Hills - Epping	1	M	13070
Ryde - Hunters Hill	0	F	36965
Ryde - Hunters Hill	0	M	32996
Ryde - Hunters Hill	1	F	35761
Ryde - Hunters Hill	1	M	36386
Bringelly - Green Valley	0	F	28452
Bringelly - Green Valley	0	M	27037
Bringelly - Green Valley	1	F	40332
Bringelly - Green Valley	1	M	40803
Fairfield	0	F	57765
Fairfield	0	M	51786
Fairfield	1	F	36342
Fairfield	1	M	39135
Liverpool	0	F	30946
Liverpool	0	M	29090
Liverpool	1	F	33555
Liverpool	1	M	34449
Cronulla - Miranda - Caringbah	0	F	12672
Cronulla - Miranda - Caringbah	0	M	10940
Cronulla - Miranda - Caringbah	1	F	45727
Cronulla - Miranda - Caringbah	1	M	44541
Sutherland - Menai - Heathcote	0	F	10900
Sutherland - Menai - Heathcote	0	M	9780
Sutherland - Menai - Heathcote	1	F	44876
Sutherland - Menai - Heathcote	1	M	43735
No usual address (NSW)	0	F	936
No usual address (NSW)	0	M	971
No usual address (NSW)	1	F	2601
No usual address (NSW)	1	M	3314
Ballarat	0	F	6774
Ballarat	0	M	6282
Ballarat	1	F	50584
Ballarat	1	M	46910
Creswick - Daylesford - Ballan	0	F	1973
Creswick - Daylesford - Ballan	0	M	1963
Creswick - Daylesford - Ballan	1	F	12313
Creswick - Daylesford - Ballan	1	M	12266
Maryborough - Pyrenees	0	F	1254
Maryborough - Pyrenees	0	M	1253
Maryborough - Pyrenees	1	F	10788
Maryborough - Pyrenees	1	M	11122
Bendigo	0	F	5401
Bendigo	0	M	4927
Bendigo	1	F	45474
Bendigo	1	M	41928
Heathcote - Castlemaine - Kyneton	0	F	3091
Heathcote - Castlemaine - Kyneton	0	M	3323
Heathcote - Castlemaine - Kyneton	1	F	21401
Heathcote - Castlemaine - Kyneton	1	M	21013
Loddon - Elmore	0	F	494
Loddon - Elmore	0	M	411
Loddon - Elmore	1	F	4892
Loddon - Elmore	1	M	5041
Barwon - West	0	F	1048
Barwon - West	0	M	1043
Barwon - West	1	F	9458
Barwon - West	1	M	9677
Geelong	0	F	20026
Geelong	0	M	19564
Geelong	1	F	83574
Geelong	1	M	78942
Surf Coast - Bellarine Peninsula	0	F	6482
Surf Coast - Bellarine Peninsula	0	M	5997
Surf Coast - Bellarine Peninsula	1	F	39359
Surf Coast - Bellarine Peninsula	1	M	36928
Upper Goulburn Valley	0	F	3438
Upper Goulburn Valley	0	M	3169
Upper Goulburn Valley	1	F	24042
Upper Goulburn Valley	1	M	24274
Wangaratta - Benalla	0	F	2306
Wangaratta - Benalla	0	M	2023
Wangaratta - Benalla	1	F	20944
Wangaratta - Benalla	1	M	19780
Wodonga - Alpine	0	F	4464
Wodonga - Alpine	0	M	4141
Wodonga - Alpine	1	F	32064
Wodonga - Alpine	1	M	31088
Baw Baw	0	F	3677
Baw Baw	0	M	3293
Baw Baw	1	F	24230
Baw Baw	1	M	23065
Gippsland - East	0	F	3048
Gippsland - East	0	M	2743
Gippsland - East	1	F	19699
Gippsland - East	1	M	19164
Gippsland - South West	0	F	5093
Gippsland - South West	0	M	4639
Gippsland - South West	1	F	28633
Gippsland - South West	1	M	27744
Latrobe Valley	0	F	5186
Latrobe Valley	0	M	4670
Latrobe Valley	1	F	31213
Latrobe Valley	1	M	30049
Wellington	0	F	2523
Wellington	0	M	2515
Wellington	1	F	18340
Wellington	1	M	18648
Brunswick - Coburg	0	F	13951
Brunswick - Coburg	0	M	12349
Brunswick - Coburg	1	F	31355
Brunswick - Coburg	1	M	29359
Darebin - South	0	F	7116
Darebin - South	0	M	6145
Darebin - South	1	F	20027
Darebin - South	1	M	18345
Essendon	0	F	10091
Essendon	0	M	8930
Essendon	1	F	23871
Essendon	1	M	22939
Melbourne City	0	F	42631
Melbourne City	0	M	39293
Melbourne City	1	F	27205
Melbourne City	1	M	29625
Port Phillip	0	F	17440
Port Phillip	0	M	16307
Port Phillip	1	F	31703
Port Phillip	1	M	30156
Stonnington - West	0	F	11292
Stonnington - West	0	M	9786
Stonnington - West	1	F	19680
Stonnington - West	1	M	18177
Yarra	0	F	13866
Yarra	0	M	12217
Yarra	1	F	30517
Yarra	1	M	29792
Boroondara	0	F	29454
Boroondara	0	M	25064
Boroondara	1	F	55398
Boroondara	1	M	53096
Manningham - West	0	F	25156
Manningham - West	0	M	22112
Manningham - West	1	F	24304
Manningham - West	1	M	23908
Whitehorse - West	0	F	24211
Whitehorse - West	0	M	21796
Whitehorse - West	1	F	29173
Whitehorse - West	1	M	28133
Bayside	0	F	14611
Bayside	0	M	12823
Bayside	1	F	36585
Bayside	1	M	33999
Glen Eira	0	F	30557
Glen Eira	0	M	27438
Glen Eira	1	F	47468
Glen Eira	1	M	46124
Kingston	0	F	17939
Kingston	0	M	15573
Kingston	1	F	43928
Kingston	1	M	41445
Stonnington - East	0	F	6345
Stonnington - East	0	M	5544
Stonnington - East	1	F	14979
Stonnington - East	1	M	14051
Banyule	0	F	16241
Banyule	0	M	14677
Banyule	1	F	46675
Banyule	1	M	44755
Darebin - North	0	F	17110
Darebin - North	0	M	16308
Darebin - North	1	F	29055
Darebin - North	1	M	28215
Nillumbik - Kinglake	0	F	5476
Nillumbik - Kinglake	0	M	5235
Nillumbik - Kinglake	1	F	27284
Nillumbik - Kinglake	1	M	26999
Whittlesea - Wallan	0	F	45750
Whittlesea - Wallan	0	M	44858
Whittlesea - Wallan	1	F	75668
Whittlesea - Wallan	1	M	74990
Keilor	0	F	9049
Keilor	0	M	7889
Keilor	1	F	21532
Keilor	1	M	21263
Macedon Ranges	0	F	2026
Macedon Ranges	0	M	1959
Macedon Ranges	1	F	13815
Macedon Ranges	1	M	13582
Moreland - North	0	F	14967
Moreland - North	0	M	14899
Moreland - North	1	F	23588
Moreland - North	1	M	22790
Sunbury	0	F	4191
Sunbury	0	M	3790
Sunbury	1	F	17853
Sunbury	1	M	17359
Tullamarine - Broadmeadows	0	F	44969
Tullamarine - Broadmeadows	0	M	45509
Tullamarine - Broadmeadows	1	F	51385
Tullamarine - Broadmeadows	1	M	51489
Knox	0	F	27781
Knox	0	M	24806
Knox	1	F	51026
Knox	1	M	50821
Manningham - East	0	F	3606
Manningham - East	0	M	3346
Manningham - East	1	F	9430
Manningham - East	1	M	9224
Maroondah	0	F	15333
Maroondah	0	M	13569
Maroondah	1	F	42109
Maroondah	1	M	40250
Whitehorse - East	0	F	13017
Whitehorse - East	0	M	11554
Whitehorse - East	1	F	18551
Whitehorse - East	1	M	18000
Yarra Ranges	0	F	13655
Yarra Ranges	0	M	12513
Yarra Ranges	1	F	62055
Yarra Ranges	1	M	61291
Cardinia	0	F	14066
Cardinia	0	M	13730
Cardinia	1	F	42960
Cardinia	1	M	41719
Casey - North	0	F	28364
Casey - North	0	M	27714
Casey - North	1	F	37524
Casey - North	1	M	37364
Casey - South	0	F	49286
Casey - South	0	M	48424
Casey - South	1	F	60187
Casey - South	1	M	60380
Dandenong	0	F	54971
Dandenong	0	M	54032
Dandenong	1	F	36191
Dandenong	1	M	38972
Monash	0	F	47433
Monash	0	M	45649
Monash	1	F	40798
Monash	1	M	41781
Brimbank	0	F	46800
Brimbank	0	M	44844
Brimbank	1	F	40613
Brimbank	1	M	42477
Hobsons Bay	0	F	13294
Hobsons Bay	0	M	11824
Hobsons Bay	1	F	29309
Hobsons Bay	1	M	28508
Maribyrnong	0	F	16398
Maribyrnong	0	M	16002
Maribyrnong	1	F	24127
Maribyrnong	1	M	24462
Melton - Bacchus Marsh	0	F	33777
Melton - Bacchus Marsh	0	M	32705
Melton - Bacchus Marsh	1	F	61258
Melton - Bacchus Marsh	1	M	61341
Wyndham	0	F	70597
Wyndham	0	M	71934
Wyndham	1	F	68777
Wyndham	1	M	70020
Frankston	0	F	15736
Frankston	0	M	14066
Frankston	1	F	52139
Frankston	1	M	50489
Mornington Peninsula	0	F	15699
Mornington Peninsula	0	M	14138
Mornington Peninsula	1	F	66566
Mornington Peninsula	1	M	62788
Grampians	0	F	2607
Grampians	0	M	2580
Grampians	1	F	25204
Grampians	1	M	25501
Mildura	0	F	3873
Mildura	0	M	3891
Mildura	1	F	22770
Mildura	1	M	21688
Murray River - Swan Hill	0	F	2258
Murray River - Swan Hill	0	M	2314
Murray River - Swan Hill	1	F	15107
Murray River - Swan Hill	1	M	15130
Campaspe	0	F	1590
Campaspe	0	M	1363
Campaspe	1	F	16665
Campaspe	1	M	16325
Moira	0	F	1536
Moira	0	M	1483
Moira	1	F	12530
Moira	1	M	12477
Shepparton	0	F	5973
Shepparton	0	M	5905
Shepparton	1	F	25788
Shepparton	1	M	25316
Glenelg - Southern Grampians	0	F	1629
Glenelg - Southern Grampians	0	M	1415
Glenelg - Southern Grampians	1	F	15664
Glenelg - Southern Grampians	1	M	15470
Colac - Corangamite	0	F	1731
Colac - Corangamite	0	M	1767
Colac - Corangamite	1	F	16073
Colac - Corangamite	1	M	16071
Warrnambool	0	F	2415
Warrnambool	0	M	2267
Warrnambool	1	F	23119
Warrnambool	1	M	21693
Migratory - Offshore - Shipping (Vic.)	0	M	3
Migratory - Offshore - Shipping (Vic.)	1	M	7
No usual address (Vic.)	0	F	649
No usual address (Vic.)	0	M	743
No usual address (Vic.)	1	F	1934
No usual address (Vic.)	1	M	2348
Capalaba	0	F	8489
Capalaba	0	M	7722
Capalaba	1	F	27676
Capalaba	1	M	27253
Cleveland - Stradbroke	0	F	11580
Cleveland - Stradbroke	0	M	10650
Cleveland - Stradbroke	1	F	34694
Cleveland - Stradbroke	1	M	32946
Wynnum - Manly	0	F	9123
Wynnum - Manly	0	M	8382
Wynnum - Manly	1	F	27118
Wynnum - Manly	1	M	25954
Bald Hills - Everton Park	0	F	6515
Bald Hills - Everton Park	0	M	6102
Bald Hills - Everton Park	1	F	16743
Bald Hills - Everton Park	1	M	15606
Chermside	0	F	9029
Chermside	0	M	8152
Chermside	1	F	27961
Chermside	1	M	26361
Nundah	0	F	5850
Nundah	0	M	5420
Nundah	1	F	14954
Nundah	1	M	15097
Sandgate	0	F	8505
Sandgate	0	M	7770
Sandgate	1	F	21924
Sandgate	1	M	20787
Carindale	0	F	7559
Carindale	0	M	6744
Carindale	1	F	19852
Carindale	1	M	18690
Holland Park - Yeronga	0	F	11239
Holland Park - Yeronga	0	M	10568
Holland Park - Yeronga	1	F	27578
Holland Park - Yeronga	1	M	26813
Mt Gravatt	0	F	17373
Mt Gravatt	0	M	15929
Mt Gravatt	1	F	21799
Mt Gravatt	1	M	21495
Nathan	0	F	6069
Nathan	0	M	6025
Nathan	1	F	13265
Nathan	1	M	13190
Rocklea - Acacia Ridge	0	F	16765
Rocklea - Acacia Ridge	0	M	15580
Rocklea - Acacia Ridge	1	F	16504
Rocklea - Acacia Ridge	1	M	16438
Sunnybank	0	F	13614
Sunnybank	0	M	13037
Sunnybank	1	F	10512
Sunnybank	1	M	11029
Centenary	0	F	5829
Centenary	0	M	5299
Centenary	1	F	10722
Centenary	1	M	10543
Kenmore - Brookfield - Moggill	0	F	8147
Kenmore - Brookfield - Moggill	0	M	7695
Kenmore - Brookfield - Moggill	1	F	15609
Kenmore - Brookfield - Moggill	1	M	15267
Sherwood - Indooroopilly	0	F	9701
Sherwood - Indooroopilly	0	M	9001
Sherwood - Indooroopilly	1	F	17361
Sherwood - Indooroopilly	1	M	16549
The Gap - Enoggera	0	F	5913
The Gap - Enoggera	0	M	5449
The Gap - Enoggera	1	F	21044
The Gap - Enoggera	1	M	20274
Brisbane Inner	0	F	18430
Brisbane Inner	0	M	17289
Brisbane Inner	1	F	21943
Brisbane Inner	1	M	23434
Brisbane Inner - East	0	F	5495
Brisbane Inner - East	0	M	5323
Brisbane Inner - East	1	F	16297
Brisbane Inner - East	1	M	15495
Brisbane Inner - North	0	F	14032
Brisbane Inner - North	0	M	13093
Brisbane Inner - North	1	F	34852
Brisbane Inner - North	1	M	33607
Brisbane Inner - West	0	F	7472
Brisbane Inner - West	0	M	7149
Brisbane Inner - West	1	F	22303
Brisbane Inner - West	1	M	21669
Cairns - North	0	F	7801
Cairns - North	0	M	6429
Cairns - North	1	F	20329
Cairns - North	1	M	20116
Cairns - South	0	F	12391
Cairns - South	0	M	10243
Cairns - South	1	F	35785
Cairns - South	1	M	36219
Innisfail - Cassowary Coast	0	F	2349
Innisfail - Cassowary Coast	0	M	2289
Innisfail - Cassowary Coast	1	F	13193
Innisfail - Cassowary Coast	1	M	13867
Port Douglas - Daintree	0	F	1383
Port Douglas - Daintree	0	M	1242
Port Douglas - Daintree	1	F	3922
Port Douglas - Daintree	1	M	4201
Tablelands (East) - Kuranda	0	F	3438
Tablelands (East) - Kuranda	0	M	3061
Tablelands (East) - Kuranda	1	F	16027
Tablelands (East) - Kuranda	1	M	15796
Darling Downs (West) - Maranoa	0	F	1659
Darling Downs (West) - Maranoa	0	M	1544
Darling Downs (West) - Maranoa	1	F	17845
Darling Downs (West) - Maranoa	1	M	18187
Darling Downs - East	0	F	1783
Darling Downs - East	0	M	1674
Darling Downs - East	1	F	17804
Darling Downs - East	1	M	17876
Granite Belt	0	F	2178
Granite Belt	0	M	1920
Granite Belt	1	F	17145
Granite Belt	1	M	16824
Central Highlands (Qld)	0	F	1629
Central Highlands (Qld)	0	M	1643
Central Highlands (Qld)	1	F	10926
Central Highlands (Qld)	1	M	11430
Rockhampton	0	F	6281
Rockhampton	0	M	5889
Rockhampton	1	F	50341
Rockhampton	1	M	49632
Biloela	0	F	560
Biloela	0	M	565
Biloela	1	F	5606
Biloela	1	M	5835
Gladstone	0	F	4342
Gladstone	0	M	4083
Gladstone	1	F	24972
Gladstone	1	M	25572
Broadbeach - Burleigh	0	F	9388
Broadbeach - Burleigh	0	M	7969
Broadbeach - Burleigh	1	F	23043
Broadbeach - Burleigh	1	M	21783
Coolangatta	0	F	5652
Coolangatta	0	M	4875
Coolangatta	1	F	22659
Coolangatta	1	M	21302
Gold Coast - North	0	F	12292
Gold Coast - North	0	M	10335
Gold Coast - North	1	F	21990
Gold Coast - North	1	M	20476
Gold Coast Hinterland	0	F	2284
Gold Coast Hinterland	0	M	2111
Gold Coast Hinterland	1	F	7307
Gold Coast Hinterland	1	M	7194
Mudgeeraba - Tallebudgera	0	F	4631
Mudgeeraba - Tallebudgera	0	M	4111
Mudgeeraba - Tallebudgera	1	F	13165
Mudgeeraba - Tallebudgera	1	M	12684
Nerang	0	F	9794
Nerang	0	M	8901
Nerang	1	F	24115
Nerang	1	M	23852
Ormeau - Oxenford	0	F	23584
Ormeau - Oxenford	0	M	21908
Ormeau - Oxenford	1	F	53024
Ormeau - Oxenford	1	M	51617
Robina	0	F	9742
Robina	0	M	8355
Robina	1	F	17562
Robina	1	M	15894
Southport	0	F	12007
Southport	0	M	10655
Southport	1	F	18641
Southport	1	M	18440
Surfers Paradise	0	F	8551
Surfers Paradise	0	M	8127
Surfers Paradise	1	F	11721
Surfers Paradise	1	M	12096
Forest Lake - Oxley	0	F	16420
Forest Lake - Oxley	0	M	15061
Forest Lake - Oxley	1	F	20409
Forest Lake - Oxley	1	M	22956
Ipswich Hinterland	0	F	3754
Ipswich Hinterland	0	M	3476
Ipswich Hinterland	1	F	27491
Ipswich Hinterland	1	M	27962
Ipswich Inner	0	F	8513
Ipswich Inner	0	M	7789
Ipswich Inner	1	F	47640
Ipswich Inner	1	M	46060
Springfield - Redbank	0	F	17421
Springfield - Redbank	0	M	16151
Springfield - Redbank	1	F	33274
Springfield - Redbank	1	M	33100
Beaudesert	0	F	952
Beaudesert	0	M	850
Beaudesert	1	F	5934
Beaudesert	1	M	5896
Beenleigh	0	F	5934
Beenleigh	0	M	5445
Beenleigh	1	F	15898
Beenleigh	1	M	15538
Browns Plains	0	F	14917
Browns Plains	0	M	13998
Browns Plains	1	F	29441
Browns Plains	1	M	29040
Jimboomba	0	F	5749
Jimboomba	0	M	5331
Jimboomba	1	F	23823
Jimboomba	1	M	23706
Loganlea - Carbrook	0	F	9547
Loganlea - Carbrook	0	M	8783
Loganlea - Carbrook	1	F	21660
Loganlea - Carbrook	1	M	20698
Springwood - Kingston	0	F	13504
Springwood - Kingston	0	M	13079
Springwood - Kingston	1	F	23423
Springwood - Kingston	1	M	23573
Bowen Basin - North	0	F	1996
Bowen Basin - North	0	M	1966
Bowen Basin - North	1	F	12145
Bowen Basin - North	1	M	13397
Mackay	0	F	7677
Mackay	0	M	6813
Mackay	1	F	47970
Mackay	1	M	48071
Whitsunday	0	F	2276
Whitsunday	0	M	1963
Whitsunday	1	F	7996
Whitsunday	1	M	8540
Bribie - Beachmere	0	F	4006
Bribie - Beachmere	0	M	3477
Bribie - Beachmere	1	F	14268
Bribie - Beachmere	1	M	13358
Caboolture	0	F	7499
Caboolture	0	M	6359
Caboolture	1	F	31127
Caboolture	1	M	29924
Caboolture Hinterland	0	F	1020
Caboolture Hinterland	0	M	1190
Caboolture Hinterland	1	F	5160
Caboolture Hinterland	1	M	6406
Narangba - Burpengary	0	F	6505
Narangba - Burpengary	0	M	5887
Narangba - Burpengary	1	F	27179
Narangba - Burpengary	1	M	26363
Redcliffe	0	F	7800
Redcliffe	0	M	6745
