SA3_NAME16	Age	ProvidedUnpaidDisabilityAssistance	Sex	adults
Newcastle	45-54	0	F	8268
Newcastle	45-54	0	M	8599
Newcastle	45-54	1	F	2385
Newcastle	45-54	1	M	1480
Newcastle	55-64		F	417
Newcastle	55-64		M	482
Newcastle	55-64	0	F	7376
Newcastle	55-64	0	M	7784
Newcastle	55-64	1	F	2646
Newcastle	55-64	1	M	1660
Newcastle	65-74		F	465
Newcastle	65-74		M	442
Newcastle	65-74	0	F	6685
Newcastle	65-74	0	M	6453
Newcastle	65-74	1	F	1545
Newcastle	65-74	1	M	1122
Newcastle	75-84		F	481
Newcastle	75-84		M	341
Newcastle	75-84	0	F	4296
Newcastle	75-84	0	M	3603
Newcastle	75-84	1	F	631
Newcastle	75-84	1	M	518
Newcastle	85+		F	615
Newcastle	85+		M	253
Newcastle	85+	0	F	2271
Newcastle	85+	0	M	1225
Newcastle	85+	1	F	118
Newcastle	85+	1	M	150
Richmond Valley - Coastal	15-19		F	189
Richmond Valley - Coastal	15-19		M	238
Richmond Valley - Coastal	15-19	0	F	1799
Richmond Valley - Coastal	15-19	0	M	1943
Richmond Valley - Coastal	15-19	1	F	116
Richmond Valley - Coastal	15-19	1	M	104
Richmond Valley - Coastal	20-24		F	192
Richmond Valley - Coastal	20-24		M	171
Richmond Valley - Coastal	20-24	0	F	1531
Richmond Valley - Coastal	20-24	0	M	1482
Richmond Valley - Coastal	20-24	1	F	131
Richmond Valley - Coastal	20-24	1	M	83
Richmond Valley - Coastal	25-34		F	496
Richmond Valley - Coastal	25-34		M	481
Richmond Valley - Coastal	25-34	0	F	4236
Richmond Valley - Coastal	25-34	0	M	3698
Richmond Valley - Coastal	25-34	1	F	373
Richmond Valley - Coastal	25-34	1	M	278
Richmond Valley - Coastal	35-44		F	492
Richmond Valley - Coastal	35-44		M	502
Richmond Valley - Coastal	35-44	0	F	4458
Richmond Valley - Coastal	35-44	0	M	4276
Richmond Valley - Coastal	35-44	1	F	782
Richmond Valley - Coastal	35-44	1	M	442
Richmond Valley - Coastal	45-54		F	475
Richmond Valley - Coastal	45-54		M	459
Richmond Valley - Coastal	45-54	0	F	4559
Richmond Valley - Coastal	45-54	0	M	4346
Richmond Valley - Coastal	45-54	1	F	1245
Richmond Valley - Coastal	45-54	1	M	713
Richmond Valley - Coastal	55-64		F	428
Richmond Valley - Coastal	55-64		M	463
Richmond Valley - Coastal	55-64	0	F	4609
Richmond Valley - Coastal	55-64	0	M	4642
Richmond Valley - Coastal	55-64	1	F	1524
Richmond Valley - Coastal	55-64	1	M	902
Richmond Valley - Coastal	65-74		F	396
Richmond Valley - Coastal	65-74		M	429
Richmond Valley - Coastal	65-74	0	F	4711
Richmond Valley - Coastal	65-74	0	M	4857
Richmond Valley - Coastal	65-74	1	F	1023
Richmond Valley - Coastal	65-74	1	M	688
Richmond Valley - Coastal	75-84		F	273
Richmond Valley - Coastal	75-84		M	206
Richmond Valley - Coastal	75-84	0	F	2502
Richmond Valley - Coastal	75-84	0	M	2325
Richmond Valley - Coastal	75-84	1	F	409
Richmond Valley - Coastal	75-84	1	M	315
Richmond Valley - Coastal	85+		F	253
Richmond Valley - Coastal	85+		M	119
Richmond Valley - Coastal	85+	0	F	1282
Richmond Valley - Coastal	85+	0	M	758
Richmond Valley - Coastal	85+	1	F	84
Richmond Valley - Coastal	85+	1	M	107
Richmond Valley - Hinterland	15-19		F	247
Richmond Valley - Hinterland	15-19		M	240
Richmond Valley - Hinterland	15-19	0	F	1681
Richmond Valley - Hinterland	15-19	0	M	1856
Richmond Valley - Hinterland	15-19	1	F	91
Richmond Valley - Hinterland	15-19	1	M	104
Richmond Valley - Hinterland	20-24		F	169
Richmond Valley - Hinterland	20-24		M	180
Richmond Valley - Hinterland	20-24	0	F	1432
Richmond Valley - Hinterland	20-24	0	M	1545
Richmond Valley - Hinterland	20-24	1	F	148
Richmond Valley - Hinterland	20-24	1	M	109
Richmond Valley - Hinterland	25-34		F	368
Richmond Valley - Hinterland	25-34		M	357
Richmond Valley - Hinterland	25-34	0	F	2929
Richmond Valley - Hinterland	25-34	0	M	2923
Richmond Valley - Hinterland	25-34	1	F	483
Richmond Valley - Hinterland	25-34	1	M	286
Richmond Valley - Hinterland	35-44		F	384
Richmond Valley - Hinterland	35-44		M	373
Richmond Valley - Hinterland	35-44	0	F	3002
Richmond Valley - Hinterland	35-44	0	M	2907
Richmond Valley - Hinterland	35-44	1	F	774
Richmond Valley - Hinterland	35-44	1	M	438
Richmond Valley - Hinterland	45-54		F	340
Richmond Valley - Hinterland	45-54		M	411
Richmond Valley - Hinterland	45-54	0	F	3353
Richmond Valley - Hinterland	45-54	0	M	3417
Richmond Valley - Hinterland	45-54	1	F	1073
Richmond Valley - Hinterland	45-54	1	M	665
Richmond Valley - Hinterland	55-64		F	393
Richmond Valley - Hinterland	55-64		M	444
Richmond Valley - Hinterland	55-64	0	F	3756
Richmond Valley - Hinterland	55-64	0	M	4115
Richmond Valley - Hinterland	55-64	1	F	1348
Richmond Valley - Hinterland	55-64	1	M	858
Richmond Valley - Hinterland	65-74		F	346
Richmond Valley - Hinterland	65-74		M	368
Richmond Valley - Hinterland	65-74	0	F	3601
Richmond Valley - Hinterland	65-74	0	M	3822
Richmond Valley - Hinterland	65-74	1	F	811
Richmond Valley - Hinterland	65-74	1	M	590
Richmond Valley - Hinterland	75-84		F	257
Richmond Valley - Hinterland	75-84		M	216
Richmond Valley - Hinterland	75-84	0	F	1987
Richmond Valley - Hinterland	75-84	0	M	1774
Richmond Valley - Hinterland	75-84	1	F	270
Richmond Valley - Hinterland	75-84	1	M	220
Richmond Valley - Hinterland	85+		F	205
Richmond Valley - Hinterland	85+		M	107
Richmond Valley - Hinterland	85+	0	F	929
Richmond Valley - Hinterland	85+	0	M	540
Richmond Valley - Hinterland	85+	1	F	49
Richmond Valley - Hinterland	85+	1	M	60
Tweed Valley	15-19		F	191
Tweed Valley	15-19		M	222
Tweed Valley	15-19	0	F	2216
Tweed Valley	15-19	0	M	2273
Tweed Valley	15-19	1	F	130
Tweed Valley	15-19	1	M	86
Tweed Valley	20-24		F	146
Tweed Valley	20-24		M	176
Tweed Valley	20-24	0	F	1688
Tweed Valley	20-24	0	M	1809
Tweed Valley	20-24	1	F	139
Tweed Valley	20-24	1	M	130
Tweed Valley	25-34		F	376
Tweed Valley	25-34		M	372
Tweed Valley	25-34	0	F	3828
Tweed Valley	25-34	0	M	3548
Tweed Valley	25-34	1	F	481
Tweed Valley	25-34	1	M	257
Tweed Valley	35-44		F	436
Tweed Valley	35-44		M	450
Tweed Valley	35-44	0	F	4541
Tweed Valley	35-44	0	M	4298
Tweed Valley	35-44	1	F	937
Tweed Valley	35-44	1	M	503
Tweed Valley	45-54		F	429
Tweed Valley	45-54		M	455
Tweed Valley	45-54	0	F	4551
Tweed Valley	45-54	0	M	4618
Tweed Valley	45-54	1	F	1315
Tweed Valley	45-54	1	M	752
Tweed Valley	55-64		F	442
Tweed Valley	55-64		M	442
Tweed Valley	55-64	0	F	5243
Tweed Valley	55-64	0	M	5057
Tweed Valley	55-64	1	F	1828
Tweed Valley	55-64	1	M	1012
Tweed Valley	65-74		F	404
Tweed Valley	65-74		M	423
Tweed Valley	65-74	0	F	5449
Tweed Valley	65-74	0	M	5338
Tweed Valley	65-74	1	F	1209
Tweed Valley	65-74	1	M	791
Tweed Valley	75-84		F	451
Tweed Valley	75-84		M	341
Tweed Valley	75-84	0	F	3521
Tweed Valley	75-84	0	M	3152
Tweed Valley	75-84	1	F	547
Tweed Valley	75-84	1	M	456
Tweed Valley	85+		F	419
Tweed Valley	85+		M	230
Tweed Valley	85+	0	F	1793
Tweed Valley	85+	0	M	1141
Tweed Valley	85+	1	F	114
Tweed Valley	85+	1	M	151
Griffith - Murrumbidgee (West)	15-19		F	141
Griffith - Murrumbidgee (West)	15-19		M	167
Griffith - Murrumbidgee (West)	15-19	0	F	1314
Griffith - Murrumbidgee (West)	15-19	0	M	1427
Griffith - Murrumbidgee (West)	15-19	1	F	95
Griffith - Murrumbidgee (West)	15-19	1	M	69
Griffith - Murrumbidgee (West)	20-24		F	145
Griffith - Murrumbidgee (West)	20-24		M	150
Griffith - Murrumbidgee (West)	20-24	0	F	1063
Griffith - Murrumbidgee (West)	20-24	0	M	1207
Griffith - Murrumbidgee (West)	20-24	1	F	101
Griffith - Murrumbidgee (West)	20-24	1	M	61
Griffith - Murrumbidgee (West)	25-34		F	290
Griffith - Murrumbidgee (West)	25-34		M	385
Griffith - Murrumbidgee (West)	25-34	0	F	2663
Griffith - Murrumbidgee (West)	25-34	0	M	2865
Griffith - Murrumbidgee (West)	25-34	1	F	321
Griffith - Murrumbidgee (West)	25-34	1	M	173
Griffith - Murrumbidgee (West)	35-44		F	272
Griffith - Murrumbidgee (West)	35-44		M	291
Griffith - Murrumbidgee (West)	35-44	0	F	2263
Griffith - Murrumbidgee (West)	35-44	0	M	2383
Griffith - Murrumbidgee (West)	35-44	1	F	423
Griffith - Murrumbidgee (West)	35-44	1	M	252
Griffith - Murrumbidgee (West)	45-54		F	260
Griffith - Murrumbidgee (West)	45-54		M	337
Griffith - Murrumbidgee (West)	45-54	0	F	2204
Griffith - Murrumbidgee (West)	45-54	0	M	2406
Griffith - Murrumbidgee (West)	45-54	1	F	623
Griffith - Murrumbidgee (West)	45-54	1	M	353
Griffith - Murrumbidgee (West)	55-64		F	255
Griffith - Murrumbidgee (West)	55-64		M	270
Griffith - Murrumbidgee (West)	55-64	0	F	2115
Griffith - Murrumbidgee (West)	55-64	0	M	2481
Griffith - Murrumbidgee (West)	55-64	1	F	721
Griffith - Murrumbidgee (West)	55-64	1	M	437
Griffith - Murrumbidgee (West)	65-74		F	207
Griffith - Murrumbidgee (West)	65-74		M	254
Griffith - Murrumbidgee (West)	65-74	0	F	1703
Griffith - Murrumbidgee (West)	65-74	0	M	1836
Griffith - Murrumbidgee (West)	65-74	1	F	389
Griffith - Murrumbidgee (West)	65-74	1	M	270
Griffith - Murrumbidgee (West)	75-84		F	175
Griffith - Murrumbidgee (West)	75-84		M	152
Griffith - Murrumbidgee (West)	75-84	0	F	1187
Griffith - Murrumbidgee (West)	75-84	0	M	1012
Griffith - Murrumbidgee (West)	75-84	1	F	162
Griffith - Murrumbidgee (West)	75-84	1	M	144
Griffith - Murrumbidgee (West)	85+		F	141
Griffith - Murrumbidgee (West)	85+		M	82
Griffith - Murrumbidgee (West)	85+	0	F	636
Griffith - Murrumbidgee (West)	85+	0	M	357
Griffith - Murrumbidgee (West)	85+	1	F	34
Griffith - Murrumbidgee (West)	85+	1	M	35
Tumut - Tumbarumba	15-19		F	47
Tumut - Tumbarumba	15-19		M	46
Tumut - Tumbarumba	15-19	0	F	351
Tumut - Tumbarumba	15-19	0	M	335
Tumut - Tumbarumba	15-19	1	F	20
Tumut - Tumbarumba	15-19	1	M	20
Tumut - Tumbarumba	20-24		F	22
Tumut - Tumbarumba	20-24		M	44
Tumut - Tumbarumba	20-24	0	F	250
Tumut - Tumbarumba	20-24	0	M	300
Tumut - Tumbarumba	20-24	1	F	24
Tumut - Tumbarumba	20-24	1	M	16
Tumut - Tumbarumba	25-34		F	78
Tumut - Tumbarumba	25-34		M	102
Tumut - Tumbarumba	25-34	0	F	580
Tumut - Tumbarumba	25-34	0	M	575
Tumut - Tumbarumba	25-34	1	F	80
Tumut - Tumbarumba	25-34	1	M	52
Tumut - Tumbarumba	35-44		F	77
Tumut - Tumbarumba	35-44		M	123
Tumut - Tumbarumba	35-44	0	F	632
Tumut - Tumbarumba	35-44	0	M	641
Tumut - Tumbarumba	35-44	1	F	151
Tumut - Tumbarumba	35-44	1	M	67
Tumut - Tumbarumba	45-54		F	72
Tumut - Tumbarumba	45-54		M	109
Tumut - Tumbarumba	45-54	0	F	652
Tumut - Tumbarumba	45-54	0	M	697
Tumut - Tumbarumba	45-54	1	F	192
Tumut - Tumbarumba	45-54	1	M	126
Tumut - Tumbarumba	55-64		F	75
Tumut - Tumbarumba	55-64		M	97
Tumut - Tumbarumba	55-64	0	F	771
Tumut - Tumbarumba	55-64	0	M	923
Tumut - Tumbarumba	55-64	1	F	219
Tumut - Tumbarumba	55-64	1	M	140
Tumut - Tumbarumba	65-74		F	63
Tumut - Tumbarumba	65-74		M	59
Tumut - Tumbarumba	65-74	0	F	745
Tumut - Tumbarumba	65-74	0	M	802
Tumut - Tumbarumba	65-74	1	F	140
Tumut - Tumbarumba	65-74	1	M	108
Tumut - Tumbarumba	75-84		F	71
Tumut - Tumbarumba	75-84		M	63
Tumut - Tumbarumba	75-84	0	F	427
Tumut - Tumbarumba	75-84	0	M	483
Tumut - Tumbarumba	75-84	1	F	49
Tumut - Tumbarumba	75-84	1	M	60
Tumut - Tumbarumba	85+		F	26
Tumut - Tumbarumba	85+		M	19
Tumut - Tumbarumba	85+	0	F	206
Tumut - Tumbarumba	85+	0	M	129
Tumut - Tumbarumba	85+	1	F	13
Tumut - Tumbarumba	85+	1	M	8
Wagga Wagga	15-19		F	246
Wagga Wagga	15-19		M	315
Wagga Wagga	15-19	0	F	2666
Wagga Wagga	15-19	0	M	2861
Wagga Wagga	15-19	1	F	188
Wagga Wagga	15-19	1	M	145
Wagga Wagga	20-24		F	215
Wagga Wagga	20-24		M	393
Wagga Wagga	20-24	0	F	2864
Wagga Wagga	20-24	0	M	2761
Wagga Wagga	20-24	1	F	246
Wagga Wagga	20-24	1	M	164
Wagga Wagga	25-34		F	379
Wagga Wagga	25-34		M	657
Wagga Wagga	25-34	0	F	5317
Wagga Wagga	25-34	0	M	5348
Wagga Wagga	25-34	1	F	690
Wagga Wagga	25-34	1	M	415
Wagga Wagga	35-44		F	338
Wagga Wagga	35-44		M	619
Wagga Wagga	35-44	0	F	4452
Wagga Wagga	35-44	0	M	4481
Wagga Wagga	35-44	1	F	996
Wagga Wagga	35-44	1	M	589
Wagga Wagga	45-54		F	326
Wagga Wagga	45-54		M	517
Wagga Wagga	45-54	0	F	4149
Wagga Wagga	45-54	0	M	4310
Wagga Wagga	45-54	1	F	1282
Wagga Wagga	45-54	1	M	749
Wagga Wagga	55-64		F	342
Wagga Wagga	55-64		M	416
Wagga Wagga	55-64	0	F	4352
Wagga Wagga	55-64	0	M	4466
Wagga Wagga	55-64	1	F	1461
Wagga Wagga	55-64	1	M	890
Wagga Wagga	65-74		F	363
Wagga Wagga	65-74		M	343
Wagga Wagga	65-74	0	F	4041
Wagga Wagga	65-74	0	M	4176
Wagga Wagga	65-74	1	F	900
Wagga Wagga	65-74	1	M	623
Wagga Wagga	75-84		F	317
Wagga Wagga	75-84		M	270
Wagga Wagga	75-84	0	F	2593
Wagga Wagga	75-84	0	M	2256
Wagga Wagga	75-84	1	F	345
Wagga Wagga	75-84	1	M	334
Wagga Wagga	85+		F	225
Wagga Wagga	85+		M	118
Wagga Wagga	85+	0	F	1306
Wagga Wagga	85+	0	M	754
Wagga Wagga	85+	1	F	66
Wagga Wagga	85+	1	M	87
Shoalhaven	15-19		F	248
Shoalhaven	15-19		M	282
Shoalhaven	15-19	0	F	2203
Shoalhaven	15-19	0	M	2446
Shoalhaven	15-19	1	F	141
Shoalhaven	15-19	1	M	133
Shoalhaven	20-24		F	172
Shoalhaven	20-24		M	263
Shoalhaven	20-24	0	F	1908
Shoalhaven	20-24	0	M	2102
Shoalhaven	20-24	1	F	166
Shoalhaven	20-24	1	M	143
Shoalhaven	25-34		F	397
Shoalhaven	25-34		M	676
Shoalhaven	25-34	0	F	4433
Shoalhaven	25-34	0	M	4498
Shoalhaven	25-34	1	F	624
Shoalhaven	25-34	1	M	384
Shoalhaven	35-44		F	397
Shoalhaven	35-44		M	621
Shoalhaven	35-44	0	F	4259
Shoalhaven	35-44	0	M	4321
Shoalhaven	35-44	1	F	963
Shoalhaven	35-44	1	M	550
Shoalhaven	45-54		F	376
Shoalhaven	45-54		M	550
Shoalhaven	45-54	0	F	4583
Shoalhaven	45-54	0	M	4580
Shoalhaven	45-54	1	F	1333
Shoalhaven	45-54	1	M	854
Shoalhaven	55-64		F	434
Shoalhaven	55-64		M	526
Shoalhaven	55-64	0	F	5991
Shoalhaven	55-64	0	M	5977
Shoalhaven	55-64	1	F	1923
Shoalhaven	55-64	1	M	1185
Shoalhaven	65-74		F	444
Shoalhaven	65-74		M	455
Shoalhaven	65-74	0	F	6820
Shoalhaven	65-74	0	M	6855
Shoalhaven	65-74	1	F	1427
Shoalhaven	65-74	1	M	1038
Shoalhaven	75-84		F	413
Shoalhaven	75-84		M	340
Shoalhaven	75-84	0	F	3962
Shoalhaven	75-84	0	M	3921
Shoalhaven	75-84	1	F	599
Shoalhaven	75-84	1	M	590
Shoalhaven	85+		F	264
Shoalhaven	85+		M	156
Shoalhaven	85+	0	F	1703
Shoalhaven	85+	0	M	1112
Shoalhaven	85+	1	F	118
Shoalhaven	85+	1	M	152
Southern Highlands	15-19		F	80
Southern Highlands	15-19		M	68
Southern Highlands	15-19	0	F	1316
Southern Highlands	15-19	0	M	1344
Southern Highlands	15-19	1	F	85
Southern Highlands	15-19	1	M	69
Southern Highlands	20-24		F	66
Southern Highlands	20-24		M	74
Southern Highlands	20-24	0	F	918
Southern Highlands	20-24	0	M	963
Southern Highlands	20-24	1	F	62
Southern Highlands	20-24	1	M	66
Southern Highlands	25-34		F	117
Southern Highlands	25-34		M	114
Southern Highlands	25-34	0	F	2072
Southern Highlands	25-34	0	M	2074
Southern Highlands	25-34	1	F	229
Southern Highlands	25-34	1	M	138
Southern Highlands	35-44		F	123
Southern Highlands	35-44		M	151
Southern Highlands	35-44	0	F	2210
Southern Highlands	35-44	0	M	2191
Southern Highlands	35-44	1	F	429
Southern Highlands	35-44	1	M	237
Southern Highlands	45-54		F	171
Southern Highlands	45-54		M	180
Southern Highlands	45-54	0	F	2636
Southern Highlands	45-54	0	M	2639
Southern Highlands	45-54	1	F	714
Southern Highlands	45-54	1	M	392
Southern Highlands	55-64		F	169
Southern Highlands	55-64		M	159
Southern Highlands	55-64	0	F	2818
Southern Highlands	55-64	0	M	2765
Southern Highlands	55-64	1	F	846
Southern Highlands	55-64	1	M	487
Southern Highlands	65-74		F	181
Southern Highlands	65-74		M	189
Southern Highlands	65-74	0	F	3410
Southern Highlands	65-74	0	M	2973
Southern Highlands	65-74	1	F	638
Southern Highlands	65-74	1	M	393
Southern Highlands	75-84		F	201
Southern Highlands	75-84		M	171
Southern Highlands	75-84	0	F	2215
Southern Highlands	75-84	0	M	1989
Southern Highlands	75-84	1	F	330
Southern Highlands	75-84	1	M	258
Southern Highlands	85+		F	193
Southern Highlands	85+		M	121
Southern Highlands	85+	0	F	769
Southern Highlands	85+	0	M	567
Southern Highlands	85+	1	F	49
Southern Highlands	85+	1	M	64
Baulkham Hills	15-19		F	124
Baulkham Hills	15-19		M	160
Baulkham Hills	15-19	0	F	4653
Baulkham Hills	15-19	0	M	5143
Baulkham Hills	15-19	1	F	205
Baulkham Hills	15-19	1	M	236
Baulkham Hills	20-24		F	105
Baulkham Hills	20-24		M	153
Baulkham Hills	20-24	0	F	3967
Baulkham Hills	20-24	0	M	4377
Baulkham Hills	20-24	1	F	257
Baulkham Hills	20-24	1	M	267
Baulkham Hills	25-34		F	258
Baulkham Hills	25-34		M	239
Baulkham Hills	25-34	0	F	6184
Baulkham Hills	25-34	0	M	6147
Baulkham Hills	25-34	1	F	567
Baulkham Hills	25-34	1	M	401
Baulkham Hills	35-44		F	359
Baulkham Hills	35-44		M	337
Baulkham Hills	35-44	0	F	10364
Baulkham Hills	35-44	0	M	9574
Baulkham Hills	35-44	1	F	1510
Baulkham Hills	35-44	1	M	1000
Baulkham Hills	45-54		F	263
Baulkham Hills	45-54		M	265
Baulkham Hills	45-54	0	F	9057
Baulkham Hills	45-54	0	M	8933
Baulkham Hills	45-54	1	F	1972
Baulkham Hills	45-54	1	M	1326
Baulkham Hills	55-64		F	226
Baulkham Hills	55-64		M	196
Baulkham Hills	55-64	0	F	7538
Baulkham Hills	55-64	0	M	7488
Baulkham Hills	55-64	1	F	1881
Baulkham Hills	55-64	1	M	1281
Baulkham Hills	65-74		F	225
Baulkham Hills	65-74		M	193
Baulkham Hills	65-74	0	F	6693
Baulkham Hills	65-74	0	M	6328
Baulkham Hills	65-74	1	F	1159
Baulkham Hills	65-74	1	M	831
Baulkham Hills	75-84		F	315
Baulkham Hills	75-84		M	196
Baulkham Hills	75-84	0	F	3781
Baulkham Hills	75-84	0	M	3399
Baulkham Hills	75-84	1	F	420
Baulkham Hills	75-84	1	M	397
Baulkham Hills	85+		F	461
Baulkham Hills	85+		M	193
Baulkham Hills	85+	0	F	1699
Baulkham Hills	85+	0	M	1024
Baulkham Hills	85+	1	F	107
Baulkham Hills	85+	1	M	114
Dural - Wisemans Ferry	15-19		F	43
Dural - Wisemans Ferry	15-19		M	47
Dural - Wisemans Ferry	15-19	0	F	899
Dural - Wisemans Ferry	15-19	0	M	1023
Dural - Wisemans Ferry	15-19	1	F	54
Dural - Wisemans Ferry	15-19	1	M	52
Dural - Wisemans Ferry	20-24		F	26
Dural - Wisemans Ferry	20-24		M	31
Dural - Wisemans Ferry	20-24	0	F	705
Dural - Wisemans Ferry	20-24	0	M	846
Dural - Wisemans Ferry	20-24	1	F	51
Dural - Wisemans Ferry	20-24	1	M	37
Dural - Wisemans Ferry	25-34		F	53
Dural - Wisemans Ferry	25-34		M	58
Dural - Wisemans Ferry	25-34	0	F	909
Dural - Wisemans Ferry	25-34	0	M	1056
Dural - Wisemans Ferry	25-34	1	F	105
Dural - Wisemans Ferry	25-34	1	M	62
Dural - Wisemans Ferry	35-44		F	64
Dural - Wisemans Ferry	35-44		M	68
Dural - Wisemans Ferry	35-44	0	F	1249
Dural - Wisemans Ferry	35-44	0	M	1174
Dural - Wisemans Ferry	35-44	1	F	224
Dural - Wisemans Ferry	35-44	1	M	146
Dural - Wisemans Ferry	45-54		F	74
Dural - Wisemans Ferry	45-54		M	85
Dural - Wisemans Ferry	45-54	0	F	1661
Dural - Wisemans Ferry	45-54	0	M	1738
Dural - Wisemans Ferry	45-54	1	F	471
Dural - Wisemans Ferry	45-54	1	M	262
Dural - Wisemans Ferry	55-64		F	66
Dural - Wisemans Ferry	55-64		M	71
Dural - Wisemans Ferry	55-64	0	F	1355
Dural - Wisemans Ferry	55-64	0	M	1595
Dural - Wisemans Ferry	55-64	1	F	500
Dural - Wisemans Ferry	55-64	1	M	308
Dural - Wisemans Ferry	65-74		F	64
Dural - Wisemans Ferry	65-74		M	53
Dural - Wisemans Ferry	65-74	0	F	1262
Dural - Wisemans Ferry	65-74	0	M	1292
Dural - Wisemans Ferry	65-74	1	F	251
Dural - Wisemans Ferry	65-74	1	M	143
Dural - Wisemans Ferry	75-84		F	44
Dural - Wisemans Ferry	75-84		M	47
Dural - Wisemans Ferry	75-84	0	F	822
Dural - Wisemans Ferry	75-84	0	M	825
Dural - Wisemans Ferry	75-84	1	F	115
Dural - Wisemans Ferry	75-84	1	M	95
Dural - Wisemans Ferry	85+		F	40
Dural - Wisemans Ferry	85+		M	32
Dural - Wisemans Ferry	85+	0	F	365
Dural - Wisemans Ferry	85+	0	M	252
Dural - Wisemans Ferry	85+	1	F	15
Dural - Wisemans Ferry	85+	1	M	25
Hawkesbury	15-19		F	41
Hawkesbury	15-19		M	38
Hawkesbury	15-19	0	F	745
Hawkesbury	15-19	0	M	805
Hawkesbury	15-19	1	F	35
Hawkesbury	15-19	1	M	46
Hawkesbury	20-24		F	23
Hawkesbury	20-24		M	41
Hawkesbury	20-24	0	F	632
Hawkesbury	20-24	0	M	739
Hawkesbury	20-24	1	F	52
Hawkesbury	20-24	1	M	28
Hawkesbury	25-34		F	60
Hawkesbury	25-34		M	82
Hawkesbury	25-34	0	F	1186
Hawkesbury	25-34	0	M	1263
Hawkesbury	25-34	1	F	121
Hawkesbury	25-34	1	M	65
Hawkesbury	35-44		F	58
Hawkesbury	35-44		M	68
Hawkesbury	35-44	0	F	1121
Hawkesbury	35-44	0	M	1222
Hawkesbury	35-44	1	F	226
Hawkesbury	35-44	1	M	127
Hawkesbury	45-54		F	66
Hawkesbury	45-54		M	87
Hawkesbury	45-54	0	F	1477
Hawkesbury	45-54	0	M	1515
Hawkesbury	45-54	1	F	380
Hawkesbury	45-54	1	M	223
Hawkesbury	55-64		F	65
Hawkesbury	55-64		M	74
Hawkesbury	55-64	0	F	1368
Hawkesbury	55-64	0	M	1483
Hawkesbury	55-64	1	F	386
Hawkesbury	55-64	1	M	268
Hawkesbury	65-74		F	51
Hawkesbury	65-74		M	57
Hawkesbury	65-74	0	F	975
Hawkesbury	65-74	0	M	1091
Hawkesbury	65-74	1	F	201
Hawkesbury	65-74	1	M	153
Hawkesbury	75-84		F	27
Hawkesbury	75-84		M	44
Hawkesbury	75-84	0	F	476
Hawkesbury	75-84	0	M	513
Hawkesbury	75-84	1	F	76
Hawkesbury	75-84	1	M	57
Hawkesbury	85+		F	6
Hawkesbury	85+		M	12
Hawkesbury	85+	0	F	145
Hawkesbury	85+	0	M	127
Hawkesbury	85+	1	F	3
Hawkesbury	85+	1	M	12
Rouse Hill - McGraths Hill	15-19		F	48
Rouse Hill - McGraths Hill	15-19		M	68
Rouse Hill - McGraths Hill	15-19	0	F	1800
Rouse Hill - McGraths Hill	15-19	0	M	1849
Rouse Hill - McGraths Hill	15-19	1	F	83
Rouse Hill - McGraths Hill	15-19	1	M	67
Rouse Hill - McGraths Hill	20-24		F	49
Rouse Hill - McGraths Hill	20-24		M	51
Rouse Hill - McGraths Hill	20-24	0	F	1460
Rouse Hill - McGraths Hill	20-24	0	M	1605
Rouse Hill - McGraths Hill	20-24	1	F	99
Rouse Hill - McGraths Hill	20-24	1	M	96
Rouse Hill - McGraths Hill	25-34		F	156
Rouse Hill - McGraths Hill	25-34		M	116
Rouse Hill - McGraths Hill	25-34	0	F	3351
Rouse Hill - McGraths Hill	25-34	0	M	2991
Rouse Hill - McGraths Hill	25-34	1	F	284
Rouse Hill - McGraths Hill	25-34	1	M	158
Rouse Hill - McGraths Hill	35-44		F	182
Rouse Hill - McGraths Hill	35-44		M	189
Rouse Hill - McGraths Hill	35-44	0	F	4525
Rouse Hill - McGraths Hill	35-44	0	M	4423
Rouse Hill - McGraths Hill	35-44	1	F	589
Rouse Hill - McGraths Hill	35-44	1	M	416
Rouse Hill - McGraths Hill	45-54		F	97
Rouse Hill - McGraths Hill	45-54		M	135
Rouse Hill - McGraths Hill	45-54	0	F	3207
Rouse Hill - McGraths Hill	45-54	0	M	3428
Rouse Hill - McGraths Hill	45-54	1	F	622
Rouse Hill - McGraths Hill	45-54	1	M	410
Rouse Hill - McGraths Hill	55-64		F	87
Rouse Hill - McGraths Hill	55-64		M	67
Rouse Hill - McGraths Hill	55-64	0	F	1956
Rouse Hill - McGraths Hill	55-64	0	M	2164
Rouse Hill - McGraths Hill	55-64	1	F	454
Rouse Hill - McGraths Hill	55-64	1	M	256
Rouse Hill - McGraths Hill	65-74		F	66
Rouse Hill - McGraths Hill	65-74		M	81
Rouse Hill - McGraths Hill	65-74	0	F	1386
Rouse Hill - McGraths Hill	65-74	0	M	1359
Rouse Hill - McGraths Hill	65-74	1	F	221
Rouse Hill - McGraths Hill	65-74	1	M	151
Rouse Hill - McGraths Hill	75-84		F	44
Rouse Hill - McGraths Hill	75-84		M	57
Rouse Hill - McGraths Hill	75-84	0	F	637
Rouse Hill - McGraths Hill	75-84	0	M	586
Rouse Hill - McGraths Hill	75-84	1	F	87
Rouse Hill - McGraths Hill	75-84	1	M	57
Rouse Hill - McGraths Hill	85+		F	6
Rouse Hill - McGraths Hill	85+		M	77
Rouse Hill - McGraths Hill	85+	0	F	171
Rouse Hill - McGraths Hill	85+	0	M	110
