SA3_NAME21	CountryOfBirth	Sex	persons
Queanbeyan		F	2304
Queanbeyan		M	2358
Queanbeyan	AFG	F	6
Queanbeyan	AFG	M	14
Queanbeyan	AUS	F	24622
Queanbeyan	AUS	M	25085
Queanbeyan	BGD	F	80
Queanbeyan	BGD	M	97
Queanbeyan	BIH	F	21
Queanbeyan	BIH	M	17
Queanbeyan	BRA	F	28
Queanbeyan	BRA	M	16
Queanbeyan	CAN	F	87
Queanbeyan	CAN	M	59
Queanbeyan	CHL	F	26
Queanbeyan	CHL	M	23
Queanbeyan	CHN	F	127
Queanbeyan	CHN	M	89
Queanbeyan	DEU	F	154
Queanbeyan	DEU	M	135
Queanbeyan	EGY	F	27
Queanbeyan	EGY	M	31
Queanbeyan	FJI	F	92
Queanbeyan	FJI	M	85
Queanbeyan	FRA	F	38
Queanbeyan	FRA	M	41
Queanbeyan	GBR	F	1011
Queanbeyan	GBR	M	1053
Queanbeyan	GRC	F	75
Queanbeyan	GRC	M	59
Queanbeyan	HKG	F	27
Queanbeyan	HKG	M	26
Queanbeyan	HRV	F	92
Queanbeyan	HRV	M	89
Queanbeyan	IDN	F	74
Queanbeyan	IDN	M	34
Queanbeyan	IND	F	591
Queanbeyan	IND	M	759
Queanbeyan	IRL	F	46
Queanbeyan	IRL	M	52
Queanbeyan	IRN	F	26
Queanbeyan	IRN	M	29
Queanbeyan	IRQ	F	4
Queanbeyan	IRQ	M	20
Queanbeyan	ITA	F	177
Queanbeyan	ITA	M	182
Queanbeyan	JPN	F	27
Queanbeyan	JPN	M	12
Queanbeyan	KHM	F	10
Queanbeyan	KHM	M	8
Queanbeyan	KOR	F	49
Queanbeyan	KOR	M	22
Queanbeyan	LBN	F	22
Queanbeyan	LBN	M	16
Queanbeyan	LKA	F	56
Queanbeyan	LKA	M	60
Queanbeyan	MKD	F	271
Queanbeyan	MKD	M	295
Queanbeyan	MLT	F	37
Queanbeyan	MLT	M	38
Queanbeyan	MMR	F	9
Queanbeyan	MMR	M	18
Queanbeyan	MUS	F	10
Queanbeyan	MUS	M	7
Queanbeyan	MYS	F	76
Queanbeyan	MYS	M	73
Queanbeyan	NLD	F	62
Queanbeyan	NLD	M	65
Queanbeyan	NPL	F	234
Queanbeyan	NPL	M	279
Queanbeyan	NZL	F	397
Queanbeyan	NZL	M	485
Queanbeyan	PAK	F	69
Queanbeyan	PAK	M	108
Queanbeyan	PHL	F	383
Queanbeyan	PHL	M	266
Queanbeyan	PNG	F	44
Queanbeyan	PNG	M	43
Queanbeyan	POL	F	42
Queanbeyan	POL	M	31
Queanbeyan	SGP	F	36
Queanbeyan	SGP	M	33
Queanbeyan	THA	F	106
Queanbeyan	THA	M	32
Queanbeyan	TUR	F	9
Queanbeyan	TUR	M	19
Queanbeyan	TWN	F	17
Queanbeyan	TWN	M	3
Queanbeyan	USA	F	177
Queanbeyan	USA	M	177
Queanbeyan	VNM	F	53
Queanbeyan	VNM	M	30
Queanbeyan	WSM	F	21
Queanbeyan	WSM	M	20
Queanbeyan	ZAF	F	149
Queanbeyan	ZAF	M	151
Queanbeyan	ZWE	F	41
Queanbeyan	ZWE	M	40
Snowy Mountains		F	919
Snowy Mountains		M	1024
Snowy Mountains	AUS	F	7860
Snowy Mountains	AUS	M	8472
Snowy Mountains	BGD	M	5
Snowy Mountains	BRA	F	9
Snowy Mountains	BRA	M	7
Snowy Mountains	CAN	F	31
Snowy Mountains	CAN	M	24
Snowy Mountains	CHL	F	4
Snowy Mountains	CHL	M	6
Snowy Mountains	CHN	F	49
Snowy Mountains	CHN	M	35
Snowy Mountains	DEU	F	85
Snowy Mountains	DEU	M	87
Snowy Mountains	EGY	F	5
Snowy Mountains	EGY	M	4
Snowy Mountains	FJI	F	4
Snowy Mountains	FJI	M	6
Snowy Mountains	FRA	F	18
Snowy Mountains	FRA	M	16
Snowy Mountains	GBR	F	361
Snowy Mountains	GBR	M	362
Snowy Mountains	GRC	F	5
Snowy Mountains	GRC	M	6
Snowy Mountains	HKG	F	8
Snowy Mountains	HKG	M	3
Snowy Mountains	HRV	F	4
Snowy Mountains	HRV	M	8
Snowy Mountains	IDN	F	13
Snowy Mountains	IDN	M	9
Snowy Mountains	IND	F	36
Snowy Mountains	IND	M	50
Snowy Mountains	IRL	F	26
Snowy Mountains	IRL	M	20
Snowy Mountains	IRN	F	3
Snowy Mountains	IRN	M	10
Snowy Mountains	ITA	F	34
Snowy Mountains	ITA	M	63
Snowy Mountains	JPN	F	3
Snowy Mountains	JPN	M	8
Snowy Mountains	KOR	F	12
Snowy Mountains	KOR	M	15
Snowy Mountains	LBN	F	16
Snowy Mountains	LBN	M	12
Snowy Mountains	LKA	F	12
Snowy Mountains	LKA	M	14
Snowy Mountains	MKD	M	6
Snowy Mountains	MLT	F	5
Snowy Mountains	MLT	M	3
Snowy Mountains	MYS	F	18
Snowy Mountains	MYS	M	8
Snowy Mountains	NLD	F	40
Snowy Mountains	NLD	M	36
Snowy Mountains	NPL	F	17
Snowy Mountains	NPL	M	16
Snowy Mountains	NZL	F	155
Snowy Mountains	NZL	M	138
Snowy Mountains	PAK	F	10
Snowy Mountains	PAK	M	22
Snowy Mountains	PHL	F	36
Snowy Mountains	PHL	M	26
Snowy Mountains	PNG	F	4
Snowy Mountains	PNG	M	4
Snowy Mountains	POL	F	21
Snowy Mountains	POL	M	9
Snowy Mountains	SGP	F	7
Snowy Mountains	THA	F	51
Snowy Mountains	THA	M	18
Snowy Mountains	TUR	F	5
Snowy Mountains	TWN	F	50
Snowy Mountains	TWN	M	26
Snowy Mountains	USA	F	53
Snowy Mountains	USA	M	39
Snowy Mountains	VNM	F	9
Snowy Mountains	VNM	M	6
Snowy Mountains	ZAF	F	43
Snowy Mountains	ZAF	M	41
Snowy Mountains	ZWE	F	6
Snowy Mountains	ZWE	M	11
South Coast		F	3549
South Coast		M	3537
South Coast	AUS	F	30760
South Coast	AUS	M	29891
South Coast	BGD	F	3
South Coast	BGD	M	9
South Coast	BIH	M	4
South Coast	BRA	F	8
South Coast	BRA	M	10
South Coast	CAN	F	95
South Coast	CAN	M	71
South Coast	CHL	F	25
South Coast	CHL	M	27
South Coast	CHN	F	60
South Coast	CHN	M	41
South Coast	DEU	F	321
South Coast	DEU	M	228
South Coast	EGY	F	8
South Coast	EGY	M	13
South Coast	FJI	F	27
South Coast	FJI	M	10
South Coast	FRA	F	56
South Coast	FRA	M	41
South Coast	GBR	F	1985
South Coast	GBR	M	1931
South Coast	GRC	F	28
South Coast	GRC	M	38
South Coast	HKG	F	24
South Coast	HKG	M	22
South Coast	HRV	F	70
South Coast	HRV	M	66
South Coast	IDN	F	31
South Coast	IDN	M	16
South Coast	IND	F	129
South Coast	IND	M	121
South Coast	IRL	F	95
South Coast	IRL	M	74
South Coast	IRN	F	6
South Coast	IRN	M	8
South Coast	ITA	F	53
South Coast	ITA	M	113
South Coast	JPN	F	34
South Coast	JPN	M	13
South Coast	KHM	F	8
South Coast	KOR	F	17
South Coast	KOR	M	9
South Coast	LBN	F	4
South Coast	LBN	M	6
South Coast	LKA	F	18
South Coast	LKA	M	16
South Coast	MKD	F	7
South Coast	MKD	M	7
South Coast	MLT	F	36
South Coast	MLT	M	51
South Coast	MUS	M	14
South Coast	MYS	F	44
South Coast	MYS	M	34
South Coast	NLD	F	203
South Coast	NLD	M	172
South Coast	NPL	F	46
South Coast	NPL	M	49
South Coast	NZL	F	495
South Coast	NZL	M	473
South Coast	PAK	F	9
South Coast	PAK	M	4
South Coast	PHL	F	225
South Coast	PHL	M	58
South Coast	PNG	F	35
South Coast	PNG	M	23
South Coast	POL	F	30
South Coast	POL	M	30
South Coast	SGP	F	25
South Coast	SGP	M	19
South Coast	THA	F	112
South Coast	THA	M	32
South Coast	TUR	F	8
South Coast	TUR	M	16
South Coast	TWN	F	14
South Coast	TWN	M	3
South Coast	USA	F	186
South Coast	USA	M	139
South Coast	VNM	F	40
South Coast	VNM	M	25
South Coast	WSM	F	10
South Coast	WSM	M	3
South Coast	ZAF	F	133
South Coast	ZAF	M	131
South Coast	ZWE	F	23
South Coast	ZWE	M	24
Goulburn - Mulwaree		F	1483
Goulburn - Mulwaree		M	1658
Goulburn - Mulwaree	AFG	M	8
Goulburn - Mulwaree	AUS	F	15859
Goulburn - Mulwaree	AUS	M	15924
Goulburn - Mulwaree	BGD	F	18
Goulburn - Mulwaree	BGD	M	23
Goulburn - Mulwaree	BIH	M	4
Goulburn - Mulwaree	BRA	F	12
Goulburn - Mulwaree	BRA	M	17
Goulburn - Mulwaree	CAN	F	18
Goulburn - Mulwaree	CAN	M	19
Goulburn - Mulwaree	CHL	F	18
Goulburn - Mulwaree	CHL	M	12
Goulburn - Mulwaree	CHN	F	67
Goulburn - Mulwaree	CHN	M	71
Goulburn - Mulwaree	DEU	F	55
Goulburn - Mulwaree	DEU	M	51
Goulburn - Mulwaree	EGY	F	8
Goulburn - Mulwaree	EGY	M	14
Goulburn - Mulwaree	FJI	F	31
Goulburn - Mulwaree	FJI	M	34
Goulburn - Mulwaree	FRA	F	12
Goulburn - Mulwaree	FRA	M	11
