SA3_NAME21	Age.min	persons
Queanbeyan	0	846
Queanbeyan	1	871
Queanbeyan	2	847
Queanbeyan	3	891
Queanbeyan	4	857
Queanbeyan	5	871
Queanbeyan	6	866
Queanbeyan	7	828
Queanbeyan	8	834
Queanbeyan	9	804
Queanbeyan	10	828
Queanbeyan	11	859
Queanbeyan	12	837
Queanbeyan	13	763
Queanbeyan	14	827
Queanbeyan	15	740
Queanbeyan	16	769
Queanbeyan	17	705
Queanbeyan	18	673
Queanbeyan	19	625
Queanbeyan	20	663
Queanbeyan	21	638
Queanbeyan	22	745
Queanbeyan	23	712
Queanbeyan	24	700
Queanbeyan	25	754
Queanbeyan	26	812
Queanbeyan	27	889
Queanbeyan	28	914
Queanbeyan	29	971
Queanbeyan	30	1030
Queanbeyan	31	1065
Queanbeyan	32	1036
Queanbeyan	33	1006
Queanbeyan	34	1026
Queanbeyan	35	1049
Queanbeyan	36	986
Queanbeyan	37	990
Queanbeyan	38	942
Queanbeyan	39	936
Queanbeyan	40	918
Queanbeyan	41	868
Queanbeyan	42	878
Queanbeyan	43	819
Queanbeyan	44	818
Queanbeyan	45	868
Queanbeyan	46	890
Queanbeyan	47	906
Queanbeyan	48	940
Queanbeyan	49	966
Queanbeyan	50	1028
Queanbeyan	51	998
Queanbeyan	52	962
Queanbeyan	53	916
Queanbeyan	54	948
Queanbeyan	55	909
Queanbeyan	56	899
Queanbeyan	57	891
Queanbeyan	58	918
Queanbeyan	59	850
Queanbeyan	60	845
Queanbeyan	61	797
Queanbeyan	62	716
Queanbeyan	63	739
Queanbeyan	64	709
Queanbeyan	65	665
Queanbeyan	66	629
Queanbeyan	67	608
Queanbeyan	68	561
Queanbeyan	69	538
Queanbeyan	70	566
Queanbeyan	71	499
Queanbeyan	72	457
Queanbeyan	73	456
Queanbeyan	74	469
Queanbeyan	75	366
Queanbeyan	76	333
Queanbeyan	77	323
Queanbeyan	78	300
Queanbeyan	79	242
Queanbeyan	80	985
Queanbeyan	85	504
Queanbeyan	90	219
Queanbeyan	95	57
Queanbeyan	100	5
Snowy Mountains	0	165
Snowy Mountains	1	192
Snowy Mountains	2	173
Snowy Mountains	3	206
Snowy Mountains	4	198
Snowy Mountains	5	213
Snowy Mountains	6	190
Snowy Mountains	7	227
Snowy Mountains	8	220
Snowy Mountains	9	242
Snowy Mountains	10	206
Snowy Mountains	11	284
Snowy Mountains	12	268
Snowy Mountains	13	298
Snowy Mountains	14	260
Snowy Mountains	15	252
Snowy Mountains	16	259
Snowy Mountains	17	245
Snowy Mountains	18	204
Snowy Mountains	19	202
Snowy Mountains	20	196
Snowy Mountains	21	225
Snowy Mountains	22	221
Snowy Mountains	23	223
Snowy Mountains	24	251
Snowy Mountains	25	280
Snowy Mountains	26	282
Snowy Mountains	27	264
Snowy Mountains	28	302
Snowy Mountains	29	284
Snowy Mountains	30	260
Snowy Mountains	31	277
Snowy Mountains	32	240
Snowy Mountains	33	243
Snowy Mountains	34	269
Snowy Mountains	35	264
Snowy Mountains	36	244
Snowy Mountains	37	231
Snowy Mountains	38	236
Snowy Mountains	39	252
Snowy Mountains	40	232
Snowy Mountains	41	208
Snowy Mountains	42	228
Snowy Mountains	43	212
Snowy Mountains	44	223
Snowy Mountains	45	263
Snowy Mountains	46	243
Snowy Mountains	47	295
Snowy Mountains	48	279
Snowy Mountains	49	302
Snowy Mountains	50	326
Snowy Mountains	51	289
Snowy Mountains	52	325
Snowy Mountains	53	284
Snowy Mountains	54	277
Snowy Mountains	55	315
Snowy Mountains	56	296
Snowy Mountains	57	259
Snowy Mountains	58	316
Snowy Mountains	59	301
Snowy Mountains	60	307
Snowy Mountains	61	323
Snowy Mountains	62	317
Snowy Mountains	63	291
Snowy Mountains	64	304
Snowy Mountains	65	234
Snowy Mountains	66	249
Snowy Mountains	67	252
Snowy Mountains	68	260
Snowy Mountains	69	235
Snowy Mountains	70	253
Snowy Mountains	71	243
Snowy Mountains	72	215
Snowy Mountains	73	201
Snowy Mountains	74	231
Snowy Mountains	75	175
Snowy Mountains	76	176
Snowy Mountains	77	155
Snowy Mountains	78	130
Snowy Mountains	79	148
Snowy Mountains	80	526
Snowy Mountains	85	298
Snowy Mountains	90	124
Snowy Mountains	95	45
Snowy Mountains	100	4
South Coast	0	583
South Coast	1	627
South Coast	2	623
South Coast	3	655
South Coast	4	679
South Coast	5	723
South Coast	6	697
South Coast	7	716
South Coast	8	744
South Coast	9	777
South Coast	10	818
South Coast	11	831
South Coast	12	879
South Coast	13	862
South Coast	14	860
South Coast	15	861
South Coast	16	786
South Coast	17	742
South Coast	18	706
South Coast	19	564
South Coast	20	514
South Coast	21	534
South Coast	22	560
South Coast	23	511
South Coast	24	523
South Coast	25	540
South Coast	26	573
South Coast	27	589
South Coast	28	625
South Coast	29	664
South Coast	30	635
South Coast	31	669
South Coast	32	693
South Coast	33	621
South Coast	34	622
South Coast	35	668
South Coast	36	688
South Coast	37	694
South Coast	38	711
South Coast	39	706
South Coast	40	693
South Coast	41	692
South Coast	42	683
South Coast	43	715
South Coast	44	666
South Coast	45	753
South Coast	46	843
South Coast	47	830
South Coast	48	826
South Coast	49	960
South Coast	50	1055
South Coast	51	912
South Coast	52	969
South Coast	53	999
South Coast	54	979
South Coast	55	1008
South Coast	56	1036
South Coast	57	1254
South Coast	58	1283
South Coast	59	1388
South Coast	60	1423
South Coast	61	1478
South Coast	62	1521
South Coast	63	1477
South Coast	64	1453
South Coast	65	1513
South Coast	66	1528
South Coast	67	1410
South Coast	68	1506
South Coast	69	1443
South Coast	70	1293
South Coast	71	1333
South Coast	72	1358
South Coast	73	1303
South Coast	74	1390
South Coast	75	977
South Coast	76	939
South Coast	77	923
