SA3_NAME16	PrivateDwelling	Sex	persons
North Lakes	0	M	1418
North Lakes	1	F	43300
North Lakes	1	M	40704
Strathpine	0	F	843
Strathpine	0	M	744
Strathpine	1	F	19191
Strathpine	1	M	18680
Far North	0	F	3938
Far North	0	M	6525
Far North	1	F	13325
Far North	1	M	13514
Outback - North	0	F	4677
Outback - North	0	M	7670
Outback - North	1	F	12895
Outback - North	1	M	13199
Outback - South	0	F	2943
Outback - South	0	M	3285
Outback - South	1	F	7429
Outback - South	1	M	7255
Buderim	0	F	1810
Buderim	0	M	1397
Buderim	1	F	29049
Buderim	1	M	25717
Caloundra	0	F	3570
Caloundra	0	M	3316
Caloundra	1	F	47185
Caloundra	1	M	42360
Maroochy	0	F	4686
Maroochy	0	M	4419
Maroochy	1	F	29948
Maroochy	1	M	27615
Noosa	0	F	2949
Noosa	0	M	2770
Noosa	1	F	22489
Noosa	1	M	20550
Sunshine Coast Hinterland	0	F	1816
Sunshine Coast Hinterland	0	M	1749
Sunshine Coast Hinterland	1	F	28303
Sunshine Coast Hinterland	1	M	26492
Nambour	0	F	1412
Nambour	0	M	1333
Nambour	1	F	24067
Nambour	1	M	22806
Noosa Hinterland	0	F	788
Noosa Hinterland	0	M	731
Noosa Hinterland	1	F	11412
Noosa Hinterland	1	M	11063
Toowoomba	0	F	6104
Toowoomba	0	M	6015
Toowoomba	1	F	77863
Toowoomba	1	M	71516
Charters Towers - Ayr - Ingham	0	F	3500
Charters Towers - Ayr - Ingham	0	M	4305
Charters Towers - Ayr - Ingham	1	F	18043
Charters Towers - Ayr - Ingham	1	M	17901
Townsville	0	F	9689
Townsville	0	M	11657
Townsville	1	F	88623
Townsville	1	M	84318
Bundaberg	0	F	4412
Bundaberg	0	M	4563
Bundaberg	1	F	44208
Bundaberg	1	M	41899
Burnett	0	F	2800
Burnett	0	M	3122
Burnett	1	F	21999
Burnett	1	M	22033
Gympie - Cooloola	0	F	2169
Gympie - Cooloola	0	M	2408
Gympie - Cooloola	1	F	24825
Gympie - Cooloola	1	M	23947
Hervey Bay	0	F	3332
Hervey Bay	0	M	3084
Hervey Bay	1	F	30792
Hervey Bay	1	M	27876
Maryborough	0	F	2075
Maryborough	0	M	2923
Maryborough	1	F	21600
Maryborough	1	M	21299
Migratory - Offshore - Shipping (Qld)	0	F	54
Migratory - Offshore - Shipping (Qld)	0	M	303
Migratory - Offshore - Shipping (Qld)	1	M	3
Adelaide City	0	F	4298
Adelaide City	0	M	4734
Adelaide City	1	F	9896
Adelaide City	1	M	10064
Adelaide Hills	0	F	1771
Adelaide Hills	0	M	1683
Adelaide Hills	1	F	38116
Adelaide Hills	1	M	36357
Burnside	0	F	992
Burnside	0	M	778
Burnside	1	F	22920
Burnside	1	M	20951
Campbelltown (SA)	0	F	988
Campbelltown (SA)	0	M	744
Campbelltown (SA)	1	F	27204
Campbelltown (SA)	1	M	25740
Norwood - Payneham - St Peters	0	F	973
Norwood - Payneham - St Peters	0	M	1051
Norwood - Payneham - St Peters	1	F	18262
Norwood - Payneham - St Peters	1	M	16890
Prospect - Walkerville	0	F	718
Prospect - Walkerville	0	M	554
Prospect - Walkerville	1	F	14635
Prospect - Walkerville	1	M	14186
Unley	0	F	1222
Unley	0	M	851
Unley	1	F	18928
Unley	1	M	17179
Gawler - Two Wells	0	F	830
Gawler - Two Wells	0	M	789
Gawler - Two Wells	1	F	18180
Gawler - Two Wells	1	M	17456
Playford	0	F	2968
Playford	0	M	2671
Playford	1	F	47454
Playford	1	M	46369
Port Adelaide - East	0	F	1797
Port Adelaide - East	0	M	2164
Port Adelaide - East	1	F	36058
Port Adelaide - East	1	M	36430
Salisbury	0	F	3010
Salisbury	0	M	3101
Salisbury	1	F	68725
Salisbury	1	M	68551
Tea Tree Gully	0	F	1508
Tea Tree Gully	0	M	1307
Tea Tree Gully	1	F	47199
Tea Tree Gully	1	M	45356
Holdfast Bay	0	F	1254
Holdfast Bay	0	M	1124
Holdfast Bay	1	F	17276
Holdfast Bay	1	M	15716
Marion	0	F	1830
Marion	0	M	1468
Marion	1	F	47663
Marion	1	M	44066
Mitcham	0	F	1938
Mitcham	0	M	1437
Mitcham	1	F	32065
Mitcham	1	M	30471
Onkaparinga	0	F	3808
Onkaparinga	0	M	3275
Onkaparinga	1	F	85129
Onkaparinga	1	M	81391
Charles Sturt	0	F	2693
Charles Sturt	0	M	2305
Charles Sturt	1	F	57465
Charles Sturt	1	M	54728
Port Adelaide - West	0	F	1406
Port Adelaide - West	0	M	1523
Port Adelaide - West	1	F	29255
Port Adelaide - West	1	M	28105
West Torrens	0	F	1655
West Torrens	0	M	1418
West Torrens	1	F	31310
West Torrens	1	M	30201
Barossa	0	F	1221
Barossa	0	M	1049
Barossa	1	F	17621
Barossa	1	M	17499
Lower North	0	F	1053
Lower North	0	M	1019
Lower North	1	F	10273
Lower North	1	M	10318
Mid North	0	F	1383
Mid North	0	M	1446
Mid North	1	F	12415
Mid North	1	M	12217
Yorke Peninsula	0	F	1360
Yorke Peninsula	0	M	1448
Yorke Peninsula	1	F	11860
Yorke Peninsula	1	M	11885
Eyre Peninsula and South West	0	F	2987
Eyre Peninsula and South West	0	M	3852
Eyre Peninsula and South West	1	F	25539
Eyre Peninsula and South West	1	M	25606
Outback - North and East	0	F	3228
Outback - North and East	0	M	7920
Outback - North and East	1	F	10761
Outback - North and East	1	M	10669
Fleurieu - Kangaroo Island	0	F	2297
Fleurieu - Kangaroo Island	0	M	2035
Fleurieu - Kangaroo Island	1	F	26083
Fleurieu - Kangaroo Island	1	M	24484
Limestone Coast	0	F	2687
Limestone Coast	0	M	3476
Limestone Coast	1	F	29892
Limestone Coast	1	M	29895
Murray and Mallee	0	F	3072
Murray and Mallee	0	M	4007
Murray and Mallee	1	F	31965
Murray and Mallee	1	M	32141
Migratory - Offshore - Shipping (SA)	0	M	34
Augusta - Margaret River - Busselton	0	F	3261
Augusta - Margaret River - Busselton	0	M	3023
Augusta - Margaret River - Busselton	1	F	26038
Augusta - Margaret River - Busselton	1	M	24065
Bunbury	0	F	3086
Bunbury	0	M	4079
Bunbury	1	F	49965
Bunbury	1	M	47143
Manjimup	0	F	1231
Manjimup	0	M	1474
Manjimup	1	F	10521
Manjimup	1	M	10257
Mandurah	0	F	2875
Mandurah	0	M	2408
Mandurah	1	F	51101
Mandurah	1	M	45947
Cottesloe - Claremont	0	F	3446
Cottesloe - Claremont	0	M	2995
Cottesloe - Claremont	1	F	33436
Cottesloe - Claremont	1	M	31485
Perth City	0	F	6134
Perth City	0	M	7344
Perth City	1	F	49843
Perth City	1	M	48468
Bayswater - Bassendean	0	F	1731
Bayswater - Bassendean	0	M	1735
Bayswater - Bassendean	1	F	40238
Bayswater - Bassendean	1	M	38835
Mundaring	0	F	812
Mundaring	0	M	2561
Mundaring	1	F	19940
Mundaring	1	M	18919
Swan	0	F	3504
Swan	0	M	3401
Swan	1	F	70573
Swan	1	M	68069
Joondalup	0	F	2391
Joondalup	0	M	2124
Joondalup	1	F	77636
Joondalup	1	M	74430
Stirling	0	F	5249
Stirling	0	M	4716
Stirling	1	F	100252
Stirling	1	M	93312
Wanneroo	0	F	3424
Wanneroo	0	M	3065
Wanneroo	1	F	101032
Wanneroo	1	M	95278
Armadale	0	F	2001
Armadale	0	M	1916
Armadale	1	F	45070
Armadale	1	M	43247
Belmont - Victoria Park	0	F	2748
Belmont - Victoria Park	0	M	3220
Belmont - Victoria Park	1	F	34369
Belmont - Victoria Park	1	M	34510
Canning	0	F	2348
Canning	0	M	2006
Canning	1	F	46845
Canning	1	M	46174
Gosnells	0	F	2751
Gosnells	0	M	3423
Gosnells	1	F	59578
Gosnells	1	M	58624
Kalamunda	0	F	1100
Kalamunda	0	M	1094
Kalamunda	1	F	28082
Kalamunda	1	M	26909
Serpentine - Jarrahdale	0	F	506
Serpentine - Jarrahdale	0	M	837
Serpentine - Jarrahdale	1	F	15365
Serpentine - Jarrahdale	1	M	14475
South Perth	0	F	1616
South Perth	0	M	1649
South Perth	1	F	20268
South Perth	1	M	19154
Cockburn	0	F	2132
Cockburn	0	M	1962
Cockburn	1	F	55777
Cockburn	1	M	53045
Fremantle	0	F	1718
Fremantle	0	M	1999
Fremantle	1	F	18700
Fremantle	1	M	17141
Kwinana	0	F	900
Kwinana	0	M	2164
Kwinana	1	F	21190
Kwinana	1	M	20490
Melville	0	F	2854
Melville	0	M	1908
Melville	1	F	52060
Melville	1	M	47613
Rockingham	0	F	3032
Rockingham	0	M	3547
Rockingham	1	F	64374
Rockingham	1	M	60053
Albany	0	F	2951
Albany	0	M	3480
Albany	1	F	27702
Albany	1	M	26674
Wheat Belt - North	0	F	3565
Wheat Belt - North	0	M	5522
Wheat Belt - North	1	F	23298
Wheat Belt - North	1	M	23511
Wheat Belt - South	0	F	1312
Wheat Belt - South	0	M	2002
Wheat Belt - South	1	F	7980
Wheat Belt - South	1	M	8239
Kimberley	0	F	10301
Kimberley	0	M	11098
Kimberley	1	F	14994
Kimberley	1	M	14112
East Pilbara	0	F	4956
East Pilbara	0	M	16722
East Pilbara	1	F	8580
East Pilbara	1	M	9081
West Pilbara	0	F	5679
West Pilbara	0	M	15321
West Pilbara	1	F	10583
West Pilbara	1	M	11392
Esperance	0	F	1189
Esperance	0	M	1896
Esperance	1	F	6685
Esperance	1	M	6676
Gascoyne	0	F	4795
Gascoyne	0	M	5179
Gascoyne	1	F	3869
Gascoyne	1	M	4042
Goldfields	0	F	4048
Goldfields	0	M	11528
Goldfields	1	F	15047
Goldfields	1	M	15944
Mid West	0	F	5501
Mid West	0	M	9253
Mid West	1	F	23458
Mid West	1	M	22557
Migratory - Offshore - Shipping (WA)	0	F	390
Migratory - Offshore - Shipping (WA)	0	M	2846
Migratory - Offshore - Shipping (WA)	1	F	4
Migratory - Offshore - Shipping (WA)	1	M	10
Brighton	0	F	474
Brighton	0	M	425
Brighton	1	F	9512
Brighton	1	M	8977
Hobart - North East	0	F	1433
Hobart - North East	0	M	1779
Hobart - North East	1	F	28479
Hobart - North East	1	M	26629
Hobart - North West	0	F	1484
Hobart - North West	0	M	1455
Hobart - North West	1	F	27713
Hobart - North West	1	M	27003
Hobart - South and West	0	F	570
Hobart - South and West	0	M	473
Hobart - South and West	1	F	18066
Hobart - South and West	1	M	16767
Hobart Inner	0	F	3234
Hobart Inner	0	M	3067
Hobart Inner	1	F	25720
Hobart Inner	1	M	24317
Sorell - Dodges Ferry	0	F	544
Sorell - Dodges Ferry	0	M	518
Sorell - Dodges Ferry	1	F	8710
Sorell - Dodges Ferry	1	M	8393
Launceston	0	F	3174
Launceston	0	M	3151
Launceston	1	F	41794
Launceston	1	M	39103
Meander Valley - West Tamar	0	F	725
Meander Valley - West Tamar	0	M	693
Meander Valley - West Tamar	1	F	11292
Meander Valley - West Tamar	1	M	11144
North East	0	F	1441
North East	0	M	1536
North East	1	F	18054
North East	1	M	18112
Central Highlands (Tas.)	0	F	488
Central Highlands (Tas.)	0	M	633
Central Highlands (Tas.)	1	F	5393
Central Highlands (Tas.)	1	M	5893
Huon - Bruny Island	0	F	838
Huon - Bruny Island	0	M	828
Huon - Bruny Island	1	F	9855
Huon - Bruny Island	1	M	9892
South East Coast	0	F	586
South East Coast	0	M	656
South East Coast	1	F	3131
South East Coast	1	M	3312
Burnie - Ulverstone	0	F	1589
Burnie - Ulverstone	0	M	1451
Burnie - Ulverstone	1	F	24087
Burnie - Ulverstone	1	M	22231
Devonport	0	F	1637
Devonport	0	M	1571
Devonport	1	F	22827
Devonport	1	M	21548
West Coast	0	F	1008
West Coast	0	M	1371
West Coast	1	F	7653
West Coast	1	M	8060
Migratory - Offshore - Shipping (Tas.)	0	F	72
Migratory - Offshore - Shipping (Tas.)	0	M	294
Darwin City	0	F	3993
Darwin City	0	M	4665
Darwin City	1	F	12103
Darwin City	1	M	11962
Darwin Suburbs	0	F	3669
Darwin Suburbs	0	M	3688
Darwin Suburbs	1	F	25468
Darwin Suburbs	1	M	24442
Litchfield	0	F	3475
Litchfield	0	M	5226
Litchfield	1	F	8674
Litchfield	1	M	8961
Palmerston	0	F	1490
Palmerston	0	M	1671
Palmerston	1	F	17226
Palmerston	1	M	16439
Alice Springs	0	F	4720
Alice Springs	0	M	5623
Alice Springs	1	F	16425
Alice Springs	1	M	15564
Barkly	0	F	895
Barkly	0	M	1142
Barkly	1	F	2304
Barkly	1	M	2242
Daly - Tiwi - West Arnhem	0	F	2771
Daly - Tiwi - West Arnhem	0	M	3066
Daly - Tiwi - West Arnhem	1	F	7000
Daly - Tiwi - West Arnhem	1	M	7194
East Arnhem	0	F	929
East Arnhem	0	M	1756
East Arnhem	1	F	5637
East Arnhem	1	M	5585
Katherine	0	F	3924
Katherine	0	M	5074
Katherine	1	F	7991
Katherine	1	M	7831
Migratory - Offshore - Shipping (NT)	0	F	65
Migratory - Offshore - Shipping (NT)	0	M	407
Migratory - Offshore - Shipping (NT)	1	M	8
Belconnen	0	F	2711
Belconnen	0	M	2512
Belconnen	1	F	50557
Belconnen	1	M	49682
Canberra East	0	F	218
Canberra East	0	M	781
Canberra East	1	F	464
Canberra East	1	M	546
Gungahlin	0	F	1097
Gungahlin	0	M	1101
Gungahlin	1	F	42591
Gungahlin	1	M	42191
North Canberra	0	F	4575
North Canberra	0	M	5268
North Canberra	1	F	26433
North Canberra	1	M	25204
South Canberra	0	F	1770
South Canberra	0	M	1636
South Canberra	1	F	14883
South Canberra	1	M	13921
Tuggeranong	0	F	1303
Tuggeranong	0	M	1147
Tuggeranong	1	F	43625
Tuggeranong	1	M	42339
Weston Creek	0	F	576
Weston Creek	0	M	461
Weston Creek	1	F	11979
Weston Creek	1	M	11317
Woden Valley	0	F	1201
Woden Valley	0	M	1118
Woden Valley	1	F	19022
Woden Valley	1	M	18048
Molonglo	0	F	179
Molonglo	0	M	160
Molonglo	1	F	5618
Molonglo	1	M	5423
Uriarra - Namadgi	0	F	37
Uriarra - Namadgi	0	M	32
Uriarra - Namadgi	1	F	273
Uriarra - Namadgi	1	M	304
Christmas Island	0	F	314
Christmas Island	0	M	617
Christmas Island	1	F	495
Christmas Island	1	M	552
Cocos (Keeling) Islands	0	F	106
Cocos (Keeling) Islands	0	M	113
Cocos (Keeling) Islands	1	F	238
Cocos (Keeling) Islands	1	M	247
Jervis Bay	0	F	53
Jervis Bay	0	M	121
Jervis Bay	1	F	145
Jervis Bay	1	M	125
Norfolk Island	0	F	221
Norfolk Island	0	M	220
Norfolk Island	1	F	962
Norfolk Island	1	M	878
