SA3_NAME16	Age	ProvidedUnpaidChildcare	ForOwnChild	ForOtherChild	Sex	adults
Moree - Narrabri	45-54	1	1	1	M	15
Moree - Narrabri	55-64				F	272
Moree - Narrabri	55-64				M	295
Moree - Narrabri	55-64	0			F	1150
Moree - Narrabri	55-64	0			M	1299
Moree - Narrabri	55-64	1	0	1	F	255
Moree - Narrabri	55-64	1	0	1	M	98
Moree - Narrabri	55-64	1	1	0	F	31
Moree - Narrabri	55-64	1	1	0	M	73
Moree - Narrabri	65-74				F	164
Moree - Narrabri	65-74				M	209
Moree - Narrabri	65-74	0			F	854
Moree - Narrabri	65-74	0			M	952
Moree - Narrabri	65-74	1	0	1	F	175
Moree - Narrabri	65-74	1	0	1	M	108
Moree - Narrabri	65-74	1	1	0	F	6
Moree - Narrabri	65-74	1	1	0	M	5
Moree - Narrabri	65-74	1	1	1	F	7
Moree - Narrabri	75-84				F	101
Moree - Narrabri	75-84				M	109
Moree - Narrabri	75-84	0			F	552
Moree - Narrabri	75-84	0			M	532
Moree - Narrabri	75-84	1	0	1	F	48
Moree - Narrabri	75-84	1	0	1	M	39
Moree - Narrabri	75-84	1	1	0	F	3
Moree - Narrabri	75-84	1	1	0	M	5
Moree - Narrabri	85+				F	47
Moree - Narrabri	85+				M	30
Moree - Narrabri	85+	0			F	230
Moree - Narrabri	85+	0			M	149
Tamworth - Gunnedah	15-19				F	241
Tamworth - Gunnedah	15-19				M	279
Tamworth - Gunnedah	15-19	0			F	2039
Tamworth - Gunnedah	15-19	0			M	2378
Tamworth - Gunnedah	15-19	1	0	1	F	179
Tamworth - Gunnedah	15-19	1	0	1	M	109
Tamworth - Gunnedah	15-19	1	1	0	F	32
Tamworth - Gunnedah	15-19	1	1	0	M	12
Tamworth - Gunnedah	20-24				F	180
Tamworth - Gunnedah	20-24				M	212
Tamworth - Gunnedah	20-24	0			F	1527
Tamworth - Gunnedah	20-24	0			M	1784
Tamworth - Gunnedah	20-24	1	0	1	F	137
Tamworth - Gunnedah	20-24	1	0	1	M	73
Tamworth - Gunnedah	20-24	1	1	0	F	336
Tamworth - Gunnedah	20-24	1	1	0	M	141
Tamworth - Gunnedah	20-24	1	1	1	F	14
Tamworth - Gunnedah	25-34				F	428
Tamworth - Gunnedah	25-34				M	484
Tamworth - Gunnedah	25-34	0			F	2238
Tamworth - Gunnedah	25-34	0			M	2955
Tamworth - Gunnedah	25-34	1	0	1	F	238
Tamworth - Gunnedah	25-34	1	0	1	M	131
Tamworth - Gunnedah	25-34	1	1	0	F	2403
Tamworth - Gunnedah	25-34	1	1	0	M	1481
Tamworth - Gunnedah	25-34	1	1	1	F	141
Tamworth - Gunnedah	25-34	1	1	1	M	56
Tamworth - Gunnedah	35-44				F	401
Tamworth - Gunnedah	35-44				M	416
Tamworth - Gunnedah	35-44	0			F	1390
Tamworth - Gunnedah	35-44	0			M	1659
Tamworth - Gunnedah	35-44	1	0	1	F	136
Tamworth - Gunnedah	35-44	1	0	1	M	93
Tamworth - Gunnedah	35-44	1	1	0	F	2984
Tamworth - Gunnedah	35-44	1	1	0	M	2422
Tamworth - Gunnedah	35-44	1	1	1	F	162
Tamworth - Gunnedah	35-44	1	1	1	M	89
Tamworth - Gunnedah	45-54				F	377
Tamworth - Gunnedah	45-54				M	412
Tamworth - Gunnedah	45-54	0			F	2957
Tamworth - Gunnedah	45-54	0			M	2940
Tamworth - Gunnedah	45-54	1	0	1	F	445
Tamworth - Gunnedah	45-54	1	0	1	M	171
Tamworth - Gunnedah	45-54	1	1	0	F	1230
Tamworth - Gunnedah	45-54	1	1	0	M	1285
Tamworth - Gunnedah	45-54	1	1	1	F	64
Tamworth - Gunnedah	45-54	1	1	1	M	50
Tamworth - Gunnedah	55-64				F	349
Tamworth - Gunnedah	55-64				M	371
Tamworth - Gunnedah	55-64	0			F	3906
Tamworth - Gunnedah	55-64	0			M	4025
Tamworth - Gunnedah	55-64	1	0	1	F	1035
Tamworth - Gunnedah	55-64	1	0	1	M	380
Tamworth - Gunnedah	55-64	1	1	0	F	110
Tamworth - Gunnedah	55-64	1	1	0	M	249
Tamworth - Gunnedah	55-64	1	1	1	F	14
Tamworth - Gunnedah	55-64	1	1	1	M	6
Tamworth - Gunnedah	65-74				F	331
Tamworth - Gunnedah	65-74				M	358
Tamworth - Gunnedah	65-74	0			F	3534
Tamworth - Gunnedah	65-74	0			M	3740
Tamworth - Gunnedah	65-74	1	0	1	F	708
Tamworth - Gunnedah	65-74	1	0	1	M	447
Tamworth - Gunnedah	65-74	1	1	0	F	36
Tamworth - Gunnedah	65-74	1	1	0	M	60
Tamworth - Gunnedah	65-74	1	1	1	F	9
Tamworth - Gunnedah	65-74	1	1	1	M	4
Tamworth - Gunnedah	75-84				F	333
Tamworth - Gunnedah	75-84				M	251
Tamworth - Gunnedah	75-84	0			F	2640
Tamworth - Gunnedah	75-84	0			M	2261
Tamworth - Gunnedah	75-84	1	0	1	F	127
Tamworth - Gunnedah	75-84	1	0	1	M	84
Tamworth - Gunnedah	75-84	1	1	0	F	10
Tamworth - Gunnedah	75-84	1	1	0	M	5
Tamworth - Gunnedah	85+				F	194
Tamworth - Gunnedah	85+				M	143
Tamworth - Gunnedah	85+	0			F	1128
Tamworth - Gunnedah	85+	0			M	674
Tamworth - Gunnedah	85+	1	0	1	F	3
Tamworth - Gunnedah	85+	1	0	1	M	6
Lake Macquarie - East	15-19				F	132
Lake Macquarie - East	15-19				M	168
Lake Macquarie - East	15-19	0			F	3153
Lake Macquarie - East	15-19	0			M	3491
Lake Macquarie - East	15-19	1	0	1	F	224
Lake Macquarie - East	15-19	1	0	1	M	155
Lake Macquarie - East	15-19	1	1	0	F	18
Lake Macquarie - East	15-19	1	1	0	M	13
Lake Macquarie - East	15-19	1	1	1	F	7
Lake Macquarie - East	20-24				F	130
Lake Macquarie - East	20-24				M	155
Lake Macquarie - East	20-24	0			F	2751
Lake Macquarie - East	20-24	0			M	3217
Lake Macquarie - East	20-24	1	0	1	F	177
Lake Macquarie - East	20-24	1	0	1	M	94
Lake Macquarie - East	20-24	1	1	0	F	194
Lake Macquarie - East	20-24	1	1	0	M	82
Lake Macquarie - East	20-24	1	1	1	F	8
Lake Macquarie - East	20-24	1	1	1	M	4
Lake Macquarie - East	25-34				F	302
Lake Macquarie - East	25-34				M	339
Lake Macquarie - East	25-34	0			F	3555
Lake Macquarie - East	25-34	0			M	4441
Lake Macquarie - East	25-34	1	0	1	F	261
Lake Macquarie - East	25-34	1	0	1	M	157
Lake Macquarie - East	25-34	1	1	0	F	2903
Lake Macquarie - East	25-34	1	1	0	M	1836
Lake Macquarie - East	25-34	1	1	1	F	121
Lake Macquarie - East	25-34	1	1	1	M	46
Lake Macquarie - East	35-44				F	267
Lake Macquarie - East	35-44				M	316
Lake Macquarie - East	35-44	0			F	1848
Lake Macquarie - East	35-44	0			M	2464
Lake Macquarie - East	35-44	1	0	1	F	219
Lake Macquarie - East	35-44	1	0	1	M	142
Lake Macquarie - East	35-44	1	1	0	F	5469
Lake Macquarie - East	35-44	1	1	0	M	4538
Lake Macquarie - East	35-44	1	1	1	F	263
Lake Macquarie - East	35-44	1	1	1	M	117
Lake Macquarie - East	45-54				F	249
Lake Macquarie - East	45-54				M	297
Lake Macquarie - East	45-54	0			F	4760
Lake Macquarie - East	45-54	0			M	4601
Lake Macquarie - East	45-54	1	0	1	F	515
Lake Macquarie - East	45-54	1	0	1	M	205
Lake Macquarie - East	45-54	1	1	0	F	2701
Lake Macquarie - East	45-54	1	1	0	M	2819
Lake Macquarie - East	45-54	1	1	1	F	83
Lake Macquarie - East	45-54	1	1	1	M	65
Lake Macquarie - East	55-64				F	251
Lake Macquarie - East	55-64				M	281
Lake Macquarie - East	55-64	0			F	6068
Lake Macquarie - East	55-64	0			M	6257
Lake Macquarie - East	55-64	1	0	1	F	1941
Lake Macquarie - East	55-64	1	0	1	M	814
Lake Macquarie - East	55-64	1	1	0	F	209
Lake Macquarie - East	55-64	1	1	0	M	419
Lake Macquarie - East	55-64	1	1	1	F	11
Lake Macquarie - East	55-64	1	1	1	M	11
Lake Macquarie - East	65-74				F	304
Lake Macquarie - East	65-74				M	291
Lake Macquarie - East	65-74	0			F	5502
Lake Macquarie - East	65-74	0			M	5297
Lake Macquarie - East	65-74	1	0	1	F	1841
Lake Macquarie - East	65-74	1	0	1	M	1207
Lake Macquarie - East	65-74	1	1	0	F	80
Lake Macquarie - East	65-74	1	1	0	M	63
Lake Macquarie - East	65-74	1	1	1	F	9
Lake Macquarie - East	75-84				F	357
Lake Macquarie - East	75-84				M	249
Lake Macquarie - East	75-84	0			F	4289
Lake Macquarie - East	75-84	0			M	3585
Lake Macquarie - East	75-84	1	0	1	F	287
Lake Macquarie - East	75-84	1	0	1	M	237
Lake Macquarie - East	75-84	1	1	0	F	13
Lake Macquarie - East	75-84	1	1	0	M	15
Lake Macquarie - East	85+				F	298
Lake Macquarie - East	85+				M	161
Lake Macquarie - East	85+	0			F	1974
Lake Macquarie - East	85+	0			M	1162
Lake Macquarie - East	85+	1	0	1	F	15
Lake Macquarie - East	85+	1	0	1	M	9
Lake Macquarie - East	85+	1	1	0	F	4
Lake Macquarie - East	85+	1	1	0	M	5
Lake Macquarie - West	15-19				F	119
Lake Macquarie - West	15-19				M	111
Lake Macquarie - West	15-19	0			F	2049
Lake Macquarie - West	15-19	0			M	2234
Lake Macquarie - West	15-19	1	0	1	F	198
Lake Macquarie - West	15-19	1	0	1	M	97
Lake Macquarie - West	15-19	1	1	0	F	18
Lake Macquarie - West	15-19	1	1	0	M	3
Lake Macquarie - West	15-19	1	1	1	F	4
Lake Macquarie - West	20-24				F	102
Lake Macquarie - West	20-24				M	107
Lake Macquarie - West	20-24	0			F	1794
Lake Macquarie - West	20-24	0			M	2172
Lake Macquarie - West	20-24	1	0	1	F	132
Lake Macquarie - West	20-24	1	0	1	M	75
Lake Macquarie - West	20-24	1	1	0	F	222
Lake Macquarie - West	20-24	1	1	0	M	115
Lake Macquarie - West	20-24	1	1	1	F	11
Lake Macquarie - West	25-34				F	209
Lake Macquarie - West	25-34				M	225
Lake Macquarie - West	25-34	0			F	2160
Lake Macquarie - West	25-34	0			M	2810
Lake Macquarie - West	25-34	1	0	1	F	202
Lake Macquarie - West	25-34	1	0	1	M	128
Lake Macquarie - West	25-34	1	1	0	F	2427
Lake Macquarie - West	25-34	1	1	0	M	1671
Lake Macquarie - West	25-34	1	1	1	F	142
Lake Macquarie - West	25-34	1	1	1	M	39
Lake Macquarie - West	35-44				F	206
Lake Macquarie - West	35-44				M	248
Lake Macquarie - West	35-44	0			F	1243
Lake Macquarie - West	35-44	0			M	1685
Lake Macquarie - West	35-44	1	0	1	F	148
Lake Macquarie - West	35-44	1	0	1	M	88
Lake Macquarie - West	35-44	1	1	0	F	3254
Lake Macquarie - West	35-44	1	1	0	M	2655
Lake Macquarie - West	35-44	1	1	1	F	150
Lake Macquarie - West	35-44	1	1	1	M	93
Lake Macquarie - West	45-54				F	194
Lake Macquarie - West	45-54				M	202
Lake Macquarie - West	45-54	0			F	3178
Lake Macquarie - West	45-54	0			M	3109
Lake Macquarie - West	45-54	1	0	1	F	440
Lake Macquarie - West	45-54	1	0	1	M	184
Lake Macquarie - West	45-54	1	1	0	F	1341
Lake Macquarie - West	45-54	1	1	0	M	1431
Lake Macquarie - West	45-54	1	1	1	F	64
Lake Macquarie - West	45-54	1	1	1	M	37
Lake Macquarie - West	55-64				F	191
Lake Macquarie - West	55-64				M	215
Lake Macquarie - West	55-64	0			F	4127
Lake Macquarie - West	55-64	0			M	4169
Lake Macquarie - West	55-64	1	0	1	F	1199
Lake Macquarie - West	55-64	1	0	1	M	533
Lake Macquarie - West	55-64	1	1	0	F	114
Lake Macquarie - West	55-64	1	1	0	M	233
Lake Macquarie - West	55-64	1	1	1	F	15
Lake Macquarie - West	55-64	1	1	1	M	8
Lake Macquarie - West	65-74				F	285
Lake Macquarie - West	65-74				M	229
Lake Macquarie - West	65-74	0			F	4151
Lake Macquarie - West	65-74	0			M	4078
Lake Macquarie - West	65-74	1	0	1	F	931
Lake Macquarie - West	65-74	1	0	1	M	613
Lake Macquarie - West	65-74	1	1	0	F	30
Lake Macquarie - West	65-74	1	1	0	M	50
Lake Macquarie - West	65-74	1	1	1	F	4
Lake Macquarie - West	75-84				F	302
Lake Macquarie - West	75-84				M	204
Lake Macquarie - West	75-84	0			F	2970
Lake Macquarie - West	75-84	0			M	2638
Lake Macquarie - West	75-84	1	0	1	F	145
Lake Macquarie - West	75-84	1	0	1	M	138
Lake Macquarie - West	75-84	1	1	0	F	9
Lake Macquarie - West	75-84	1	1	0	M	12
Lake Macquarie - West	85+				F	237
Lake Macquarie - West	85+				M	144
Lake Macquarie - West	85+	0			F	1356
Lake Macquarie - West	85+	0			M	876
Lake Macquarie - West	85+	1	0	1	F	5
Lake Macquarie - West	85+	1	0	1	M	8
Newcastle	15-19				F	332
Newcastle	15-19				M	300
Newcastle	15-19	0			F	4429
Newcastle	15-19	0			M	4630
Newcastle	15-19	1	0	1	F	310
Newcastle	15-19	1	0	1	M	220
Newcastle	15-19	1	1	0	F	30
Newcastle	15-19	1	1	0	M	18
Newcastle	20-24				F	429
Newcastle	20-24				M	509
Newcastle	20-24	0			F	6462
Newcastle	20-24	0			M	6592
Newcastle	20-24	1	0	1	F	356
Newcastle	20-24	1	0	1	M	171
Newcastle	20-24	1	1	0	F	240
Newcastle	20-24	1	1	0	M	101
Newcastle	20-24	1	1	1	F	9
Newcastle	20-24	1	1	1	M	4
Newcastle	25-34				F	632
Newcastle	25-34				M	791
Newcastle	25-34	0			F	8874
Newcastle	25-34	0			M	10509
Newcastle	25-34	1	0	1	F	550
Newcastle	25-34	1	0	1	M	251
Newcastle	25-34	1	1	0	F	3708
Newcastle	25-34	1	1	0	M	2484
Newcastle	25-34	1	1	1	F	152
Newcastle	25-34	1	1	1	M	55
Newcastle	35-44				F	487
Newcastle	35-44				M	574
Newcastle	35-44	0			F	3392
Newcastle	35-44	0			M	4608
Newcastle	35-44	1	0	1	F	329
Newcastle	35-44	1	0	1	M	186
Newcastle	35-44	1	1	0	F	7166
Newcastle	35-44	1	1	0	M	5913
Newcastle	35-44	1	1	1	F	301
Newcastle	35-44	1	1	1	M	157
Newcastle	45-54				F	434
Newcastle	45-54				M	542
Newcastle	45-54	0			F	6344
Newcastle	45-54	0			M	6136
Newcastle	45-54	1	0	1	F	585
Newcastle	45-54	1	0	1	M	275
Newcastle	45-54	1	1	0	F	3631
Newcastle	45-54	1	1	0	M	3610
Newcastle	45-54	1	1	1	F	98
Newcastle	45-54	1	1	1	M	67
Newcastle	55-64				F	407
Newcastle	55-64				M	457
Newcastle	55-64	0			F	7696
Newcastle	55-64	0			M	8046
Newcastle	55-64	1	0	1	F	2036
Newcastle	55-64	1	0	1	M	827
Newcastle	55-64	1	1	0	F	279
Newcastle	55-64	1	1	0	M	589
Newcastle	55-64	1	1	1	F	28
Newcastle	55-64	1	1	1	M	15
Newcastle	65-74				F	437
Newcastle	65-74				M	434
Newcastle	65-74	0			F	6342
Newcastle	65-74	0			M	6343
Newcastle	65-74	1	0	1	F	1839
Newcastle	65-74	1	0	1	M	1127
Newcastle	65-74	1	1	0	F	68
Newcastle	65-74	1	1	0	M	100
Newcastle	65-74	1	1	1	F	17
Newcastle	65-74	1	1	1	M	10
Newcastle	75-84				F	468
Newcastle	75-84				M	334
Newcastle	75-84	0			F	4572
Newcastle	75-84	0			M	3859
Newcastle	75-84	1	0	1	F	340
Newcastle	75-84	1	0	1	M	252
Newcastle	75-84	1	1	0	F	21
Newcastle	75-84	1	1	0	M	21
Newcastle	75-84	1	1	1	F	6
Newcastle	85+				F	619
Newcastle	85+				M	247
Newcastle	85+	0			F	2364
Newcastle	85+	0			M	1365
Newcastle	85+	1	0	1	F	20
Newcastle	85+	1	0	1	M	18
Newcastle	85+	1	1	0	F	5
Richmond Valley - Coastal	15-19				F	181
Richmond Valley - Coastal	15-19				M	242
Richmond Valley - Coastal	15-19	0			F	1781
Richmond Valley - Coastal	15-19	0			M	1965
Richmond Valley - Coastal	15-19	1	0	1	F	138
Richmond Valley - Coastal	15-19	1	0	1	M	81
Richmond Valley - Coastal	15-19	1	1	0	F	13
Richmond Valley - Coastal	15-19	1	1	0	M	7
Richmond Valley - Coastal	20-24				F	188
Richmond Valley - Coastal	20-24				M	167
Richmond Valley - Coastal	20-24	0			F	1459
Richmond Valley - Coastal	20-24	0			M	1484
Richmond Valley - Coastal	20-24	1	0	1	F	99
Richmond Valley - Coastal	20-24	1	0	1	M	44
Richmond Valley - Coastal	20-24	1	1	0	F	94
Richmond Valley - Coastal	20-24	1	1	0	M	43
Richmond Valley - Coastal	20-24	1	1	1	F	12
Richmond Valley - Coastal	25-34				F	480
Richmond Valley - Coastal	25-34				M	464
Richmond Valley - Coastal	25-34	0			F	2949
Richmond Valley - Coastal	25-34	0			M	3001
Richmond Valley - Coastal	25-34	1	0	1	F	216
Richmond Valley - Coastal	25-34	1	0	1	M	98
Richmond Valley - Coastal	25-34	1	1	0	F	1394
Richmond Valley - Coastal	25-34	1	1	0	M	863
Richmond Valley - Coastal	25-34	1	1	1	F	64
Richmond Valley - Coastal	25-34	1	1	1	M	25
Richmond Valley - Coastal	35-44				F	458
Richmond Valley - Coastal	35-44				M	488
Richmond Valley - Coastal	35-44	0			F	1667
Richmond Valley - Coastal	35-44	0			M	2030
Richmond Valley - Coastal	35-44	1	0	1	F	205
Richmond Valley - Coastal	35-44	1	0	1	M	109
Richmond Valley - Coastal	35-44	1	1	0	F	3225
Richmond Valley - Coastal	35-44	1	1	0	M	2512
Richmond Valley - Coastal	35-44	1	1	1	F	175
Richmond Valley - Coastal	35-44	1	1	1	M	84
Richmond Valley - Coastal	45-54				F	466
Richmond Valley - Coastal	45-54				M	443
Richmond Valley - Coastal	45-54	0			F	3351
Richmond Valley - Coastal	45-54	0			M	2944
Richmond Valley - Coastal	45-54	1	0	1	F	325
Richmond Valley - Coastal	45-54	1	0	1	M	131
Richmond Valley - Coastal	45-54	1	1	0	F	2041
Richmond Valley - Coastal	45-54	1	1	0	M	1934
Richmond Valley - Coastal	45-54	1	1	1	F	88
Richmond Valley - Coastal	45-54	1	1	1	M	68
Richmond Valley - Coastal	55-64				F	423
Richmond Valley - Coastal	55-64				M	445
Richmond Valley - Coastal	55-64	0			F	5009
Richmond Valley - Coastal	55-64	0			M	4696
Richmond Valley - Coastal	55-64	1	0	1	F	927
Richmond Valley - Coastal	55-64	1	0	1	M	382
Richmond Valley - Coastal	55-64	1	1	0	F	181
Richmond Valley - Coastal	55-64	1	1	0	M	468
Richmond Valley - Coastal	55-64	1	1	1	F	21
Richmond Valley - Coastal	55-64	1	1	1	M	15
Richmond Valley - Coastal	65-74				F	372
Richmond Valley - Coastal	65-74				M	413
Richmond Valley - Coastal	65-74	0			F	4686
Richmond Valley - Coastal	65-74	0			M	4883
Richmond Valley - Coastal	65-74	1	0	1	F	1025
Richmond Valley - Coastal	65-74	1	0	1	M	578
Richmond Valley - Coastal	65-74	1	1	0	F	40
Richmond Valley - Coastal	65-74	1	1	0	M	95
Richmond Valley - Coastal	65-74	1	1	1	F	5
Richmond Valley - Coastal	75-84				F	262
Richmond Valley - Coastal	75-84				M	214
Richmond Valley - Coastal	75-84	0			F	2750
Richmond Valley - Coastal	75-84	0			M	2508
Richmond Valley - Coastal	75-84	1	0	1	F	157
Richmond Valley - Coastal	75-84	1	0	1	M	106
Richmond Valley - Coastal	75-84	1	1	0	F	11
Richmond Valley - Coastal	75-84	1	1	0	M	17
Richmond Valley - Coastal	85+				F	249
Richmond Valley - Coastal	85+				M	115
Richmond Valley - Coastal	85+	0			F	1364
Richmond Valley - Coastal	85+	0			M	860
Richmond Valley - Coastal	85+	1	0	1	F	8
Richmond Valley - Coastal	85+	1	0	1	M	10
Richmond Valley - Coastal	85+	1	1	0	M	5
Richmond Valley - Hinterland	15-19				F	237
Richmond Valley - Hinterland	15-19				M	241
Richmond Valley - Hinterland	15-19	0			F	1604
Richmond Valley - Hinterland	15-19	0			M	1855
Richmond Valley - Hinterland	15-19	1	0	1	F	157
Richmond Valley - Hinterland	15-19	1	0	1	M	89
Richmond Valley - Hinterland	15-19	1	1	0	F	17
Richmond Valley - Hinterland	15-19	1	1	0	M	16
Richmond Valley - Hinterland	20-24				F	167
Richmond Valley - Hinterland	20-24				M	169
Richmond Valley - Hinterland	20-24	0			F	1239
Richmond Valley - Hinterland	20-24	0			M	1506
Richmond Valley - Hinterland	20-24	1	0	1	F	124
Richmond Valley - Hinterland	20-24	1	0	1	M	58
Richmond Valley - Hinterland	20-24	1	1	0	F	210
Richmond Valley - Hinterland	20-24	1	1	0	M	98
Richmond Valley - Hinterland	20-24	1	1	1	F	10
Richmond Valley - Hinterland	25-34				F	352
Richmond Valley - Hinterland	25-34				M	346
Richmond Valley - Hinterland	25-34	0			F	1586
Richmond Valley - Hinterland	25-34	0			M	2076
Richmond Valley - Hinterland	25-34	1	0	1	F	132
Richmond Valley - Hinterland	25-34	1	0	1	M	101
Richmond Valley - Hinterland	25-34	1	1	0	F	1580
Richmond Valley - Hinterland	25-34	1	1	0	M	1005
Richmond Valley - Hinterland	25-34	1	1	1	F	124
Richmond Valley - Hinterland	25-34	1	1	1	M	39
Richmond Valley - Hinterland	35-44				F	378
Richmond Valley - Hinterland	35-44				M	358
Richmond Valley - Hinterland	35-44	0			F	1180
Richmond Valley - Hinterland	35-44	0			M	1463
Richmond Valley - Hinterland	35-44	1	0	1	F	142
Richmond Valley - Hinterland	35-44	1	0	1	M	84
Richmond Valley - Hinterland	35-44	1	1	0	F	2301
Richmond Valley - Hinterland	35-44	1	1	0	M	1731
Richmond Valley - Hinterland	35-44	1	1	1	F	150
Richmond Valley - Hinterland	35-44	1	1	1	M	79
Richmond Valley - Hinterland	45-54				F	334
Richmond Valley - Hinterland	45-54				M	402
Richmond Valley - Hinterland	45-54	0			F	2871
Richmond Valley - Hinterland	45-54	0			M	2741
Richmond Valley - Hinterland	45-54	1	0	1	F	361
Richmond Valley - Hinterland	45-54	1	0	1	M	155
Richmond Valley - Hinterland	45-54	1	1	0	F	1149
Richmond Valley - Hinterland	45-54	1	1	0	M	1167
Richmond Valley - Hinterland	45-54	1	1	1	F	63
Richmond Valley - Hinterland	45-54	1	1	1	M	30
Richmond Valley - Hinterland	55-64				F	378
Richmond Valley - Hinterland	55-64				M	436
Richmond Valley - Hinterland	55-64	0			F	4088
Richmond Valley - Hinterland	55-64	0			M	4291
Richmond Valley - Hinterland	55-64	1	0	1	F	889
Richmond Valley - Hinterland	55-64	1	0	1	M	387
Richmond Valley - Hinterland	55-64	1	1	0	F	131
Richmond Valley - Hinterland	55-64	1	1	0	M	289
Richmond Valley - Hinterland	55-64	1	1	1	F	5
Richmond Valley - Hinterland	55-64	1	1	1	M	13
Richmond Valley - Hinterland	65-74				F	330
Richmond Valley - Hinterland	65-74				M	356
Richmond Valley - Hinterland	65-74	0			F	3736
Richmond Valley - Hinterland	65-74	0			M	3948
Richmond Valley - Hinterland	65-74	1	0	1	F	658
Richmond Valley - Hinterland	65-74	1	0	1	M	412
Richmond Valley - Hinterland	65-74	1	1	0	F	29
Richmond Valley - Hinterland	65-74	1	1	0	M	46
Richmond Valley - Hinterland	75-84				F	247
Richmond Valley - Hinterland	75-84				M	202
Richmond Valley - Hinterland	75-84	0			F	2147
Richmond Valley - Hinterland	75-84	0			M	1947
Richmond Valley - Hinterland	75-84	1	0	1	F	113
Richmond Valley - Hinterland	75-84	1	0	1	M	57
Richmond Valley - Hinterland	75-84	1	1	0	F	9
Richmond Valley - Hinterland	75-84	1	1	0	M	4
Richmond Valley - Hinterland	85+				F	194
Richmond Valley - Hinterland	85+				M	103
Richmond Valley - Hinterland	85+	0			F	989
Richmond Valley - Hinterland	85+	0			M	604
Tweed Valley	15-19				F	183
Tweed Valley	15-19				M	216
Tweed Valley	15-19	0			F	2187
Tweed Valley	15-19	0			M	2283
Tweed Valley	15-19	1	0	1	F	147
Tweed Valley	15-19	1	0	1	M	82
Tweed Valley	15-19	1	1	0	F	19
Tweed Valley	15-19	1	1	0	M	3
Tweed Valley	20-24				F	143
Tweed Valley	20-24				M	168
Tweed Valley	20-24	0			F	1577
Tweed Valley	20-24	0			M	1818
Tweed Valley	20-24	1	0	1	F	111
Tweed Valley	20-24	1	0	1	M	72
Tweed Valley	20-24	1	1	0	F	141
Tweed Valley	20-24	1	1	0	M	64
Tweed Valley	20-24	1	1	1	F	7
Tweed Valley	25-34				F	361
Tweed Valley	25-34				M	370
Tweed Valley	25-34	0			F	2176
Tweed Valley	25-34	0			M	2577
Tweed Valley	25-34	1	0	1	F	181
Tweed Valley	25-34	1	0	1	M	96
Tweed Valley	25-34	1	1	0	F	1863
Tweed Valley	25-34	1	1	0	M	1113
Tweed Valley	25-34	1	1	1	F	103
Tweed Valley	25-34	1	1	1	M	28
Tweed Valley	35-44				F	416
Tweed Valley	35-44				M	428
Tweed Valley	35-44	0			F	1460
Tweed Valley	35-44	0			M	1815
Tweed Valley	35-44	1	0	1	F	174
Tweed Valley	35-44	1	0	1	M	115
Tweed Valley	35-44	1	1	0	F	3661
Tweed Valley	35-44	1	1	0	M	2796
Tweed Valley	35-44	1	1	1	F	207
Tweed Valley	35-44	1	1	1	M	99
Tweed Valley	45-54				F	410
Tweed Valley	45-54				M	441
Tweed Valley	45-54	0			F	3539
Tweed Valley	45-54	0			M	3245
Tweed Valley	45-54	1	0	1	F	374
Tweed Valley	45-54	1	0	1	M	149
Tweed Valley	45-54	1	1	0	F	1894
Tweed Valley	45-54	1	1	0	M	1927
Tweed Valley	45-54	1	1	1	F	81
Tweed Valley	45-54	1	1	1	M	52
Tweed Valley	55-64				F	415
Tweed Valley	55-64				M	415
Tweed Valley	55-64	0			F	5702
Tweed Valley	55-64	0			M	5233
Tweed Valley	55-64	1	0	1	F	1202
Tweed Valley	55-64	1	0	1	M	432
Tweed Valley	55-64	1	1	0	F	179
Tweed Valley	55-64	1	1	0	M	416
Tweed Valley	55-64	1	1	1	F	12
Tweed Valley	55-64	1	1	1	M	14
Tweed Valley	65-74				F	383
Tweed Valley	65-74				M	413
Tweed Valley	65-74	0			F	5648
Tweed Valley	65-74	0			M	5512
Tweed Valley	65-74	1	0	1	F	984
Tweed Valley	65-74	1	0	1	M	555
Tweed Valley	65-74	1	1	0	F	42
Tweed Valley	65-74	1	1	0	M	65
Tweed Valley	65-74	1	1	1	F	5
Tweed Valley	65-74	1	1	1	M	3
Tweed Valley	75-84				F	422
Tweed Valley	75-84				M	323
Tweed Valley	75-84	0			F	3943
Tweed Valley	75-84	0			M	3493
Tweed Valley	75-84	1	0	1	F	144
Tweed Valley	75-84	1	0	1	M	125
Tweed Valley	75-84	1	1	0	F	3
Tweed Valley	75-84	1	1	0	M	20
Tweed Valley	85+				F	406
Tweed Valley	85+				M	225
Tweed Valley	85+	0			F	1909
Tweed Valley	85+	0			M	1291
Tweed Valley	85+	1	0	1	F	8
Tweed Valley	85+	1	0	1	M	6
Griffith - Murrumbidgee (West)	15-19				F	139
Griffith - Murrumbidgee (West)	15-19				M	163
Griffith - Murrumbidgee (West)	15-19	0			F	1262
Griffith - Murrumbidgee (West)	15-19	0			M	1426
Griffith - Murrumbidgee (West)	15-19	1	0	1	F	130
Griffith - Murrumbidgee (West)	15-19	1	0	1	M	59
Griffith - Murrumbidgee (West)	15-19	1	1	0	F	19
Griffith - Murrumbidgee (West)	15-19	1	1	0	M	7
Griffith - Murrumbidgee (West)	20-24				F	136
Griffith - Murrumbidgee (West)	20-24				M	144
Griffith - Murrumbidgee (West)	20-24	0			F	892
