SA3_NAME21	Age	UsualResidence	persons
Snowy Mountains	15-24	Visitor from TAS	26
Snowy Mountains	15-24	Visitor from VIC	62
Snowy Mountains	15-24	Visitor from WA	45
Snowy Mountains	15-24	Visitor same SA2	13
Snowy Mountains	25-34	Home	2527
Snowy Mountains	25-34	Visitor from ACT	122
Snowy Mountains	25-34	Visitor from NSW	760
Snowy Mountains	25-34	Visitor from QLD	96
Snowy Mountains	25-34	Visitor from SA	45
Snowy Mountains	25-34	Visitor from TAS	16
Snowy Mountains	25-34	Visitor from VIC	59
Snowy Mountains	25-34	Visitor from WA	33
Snowy Mountains	25-34	Visitor same SA2	12
Snowy Mountains	35-44	Home	2230
Snowy Mountains	35-44	Visitor from ACT	111
Snowy Mountains	35-44	Visitor from NSW	579
Snowy Mountains	35-44	Visitor from QLD	32
Snowy Mountains	35-44	Visitor from SA	12
Snowy Mountains	35-44	Visitor from TAS	5
Snowy Mountains	35-44	Visitor from VIC	25
Snowy Mountains	35-44	Visitor from WA	10
Snowy Mountains	45-54	Home	2717
Snowy Mountains	45-54	Visitor from ACT	106
Snowy Mountains	45-54	Visitor from NSW	727
Snowy Mountains	45-54	Visitor from QLD	56
Snowy Mountains	45-54	Visitor from SA	13
Snowy Mountains	45-54	Visitor from TAS	14
Snowy Mountains	45-54	Visitor from VIC	20
Snowy Mountains	45-54	Visitor from WA	7
Snowy Mountains	45-54	Visitor same SA2	5
Snowy Mountains	55-64	Home	2819
Snowy Mountains	55-64	Visitor from ACT	162
Snowy Mountains	55-64	Visitor from NSW	727
Snowy Mountains	55-64	Visitor from QLD	44
Snowy Mountains	55-64	Visitor from SA	18
Snowy Mountains	55-64	Visitor from TAS	13
Snowy Mountains	55-64	Visitor from VIC	22
Snowy Mountains	55-64	Visitor from WA	12
Snowy Mountains	55-64	Visitor same SA2	13
Snowy Mountains	65-74	Home	2171
Snowy Mountains	65-74	Visitor from ACT	106
Snowy Mountains	65-74	Visitor from NSW	410
Snowy Mountains	65-74	Visitor from QLD	19
Snowy Mountains	65-74	Visitor from SA	7
Snowy Mountains	65-74	Visitor from TAS	7
Snowy Mountains	65-74	Visitor from VIC	19
Snowy Mountains	65-74	Visitor same SA2	9
Snowy Mountains	75-84	Home	1247
Snowy Mountains	75-84	Visitor from ACT	33
Snowy Mountains	75-84	Visitor from NSW	95
Snowy Mountains	75-84	Visitor from QLD	5
Snowy Mountains	75-84	Visitor from SA	3
Snowy Mountains	75-84	Visitor from VIC	3
Snowy Mountains	75-84	Visitor same SA2	3
Snowy Mountains	85+	Home	452
Snowy Mountains	85+	Visitor from NSW	16
Snowy Mountains	85+	Visitor same SA2	7
South Coast	0-14	Home	10798
South Coast	0-14	Visitor from ACT	49
South Coast	0-14	Visitor from NSW	369
South Coast	0-14	Visitor from QLD	3
South Coast	0-14	Visitor from VIC	15
South Coast	0-14	Visitor same SA2	16
South Coast	15-24	Home	5928
South Coast	15-24	Visitor from ACT	71
South Coast	15-24	Visitor from NSW	427
South Coast	15-24	Visitor from QLD	12
South Coast	15-24	Visitor from SA	4
South Coast	15-24	Visitor from TAS	4
South Coast	15-24	Visitor from VIC	25
South Coast	15-24	Visitor same SA2	16
South Coast	25-34	Home	5860
South Coast	25-34	Visitor from ACT	74
South Coast	25-34	Visitor from NSW	440
South Coast	25-34	Visitor from QLD	17
South Coast	25-34	Visitor from SA	8
South Coast	25-34	Visitor from VIC	31
South Coast	25-34	Visitor from WA	4
South Coast	25-34	Visitor same SA2	13
South Coast	35-44	Home	6597
South Coast	35-44	Visitor from ACT	77
South Coast	35-44	Visitor from NSW	336
South Coast	35-44	Visitor from QLD	12
South Coast	35-44	Visitor from TAS	3
South Coast	35-44	Visitor from VIC	20
South Coast	35-44	Visitor from WA	3
South Coast	35-44	Visitor same SA2	18
South Coast	45-54	Home	8684
South Coast	45-54	Visitor from ACT	104
South Coast	45-54	Visitor from NSW	380
South Coast	45-54	Visitor from QLD	34
South Coast	45-54	Visitor from VIC	44
South Coast	45-54	Visitor from WA	3
South Coast	45-54	Visitor same SA2	31
South Coast	55-64	Home	12390
South Coast	55-64	Visitor from ACT	232
South Coast	55-64	Visitor from NSW	621
South Coast	55-64	Visitor from QLD	29
South Coast	55-64	Visitor from SA	4
South Coast	55-64	Visitor from TAS	9
South Coast	55-64	Visitor from VIC	84
South Coast	55-64	Visitor from WA	3
South Coast	55-64	Visitor same SA2	49
South Coast	65-74	Home	13064
South Coast	65-74	Visitor from ACT	200
South Coast	65-74	Visitor from NSW	539
South Coast	65-74	Visitor from QLD	32
South Coast	65-74	Visitor from VIC	111
South Coast	65-74	Visitor from WA	12
South Coast	65-74	Visitor same SA2	35
South Coast	75-84	Home	6754
South Coast	75-84	Visitor from ACT	74
South Coast	75-84	Visitor from NSW	193
South Coast	75-84	Visitor from QLD	8
South Coast	75-84	Visitor from SA	3
South Coast	75-84	Visitor from VIC	62
South Coast	75-84	Visitor same SA2	32
South Coast	85+	Home	2472
South Coast	85+	Visitor from ACT	11
South Coast	85+	Visitor from NSW	78
South Coast	85+	Visitor from VIC	25
South Coast	85+	Visitor same SA2	17
Goulburn - Mulwaree	0-14	Home	6653
Goulburn - Mulwaree	0-14	Visitor from ACT	4
Goulburn - Mulwaree	0-14	Visitor from NSW	160
Goulburn - Mulwaree	0-14	Visitor same SA2	3
Goulburn - Mulwaree	15-24	Home	3872
Goulburn - Mulwaree	15-24	Visitor from ACT	12
Goulburn - Mulwaree	15-24	Visitor from NSW	381
Goulburn - Mulwaree	15-24	Visitor from SA	5
Goulburn - Mulwaree	15-24	Visitor from VIC	3
Goulburn - Mulwaree	15-24	Visitor same SA2	9
Goulburn - Mulwaree	25-34	Home	4398
Goulburn - Mulwaree	25-34	Visitor from ACT	24
Goulburn - Mulwaree	25-34	Visitor from NSW	296
Goulburn - Mulwaree	25-34	Visitor from QLD	9
Goulburn - Mulwaree	25-34	Visitor from SA	3
Goulburn - Mulwaree	25-34	Visitor from VIC	3
Goulburn - Mulwaree	25-34	Visitor same SA2	16
Goulburn - Mulwaree	35-44	Home	4192
Goulburn - Mulwaree	35-44	Visitor from ACT	8
Goulburn - Mulwaree	35-44	Visitor from NSW	186
Goulburn - Mulwaree	35-44	Visitor from QLD	4
Goulburn - Mulwaree	35-44	Visitor from VIC	3
Goulburn - Mulwaree	35-44	Visitor same SA2	7
Goulburn - Mulwaree	45-54	Home	4607
Goulburn - Mulwaree	45-54	Visitor from ACT	7
Goulburn - Mulwaree	45-54	Visitor from NSW	167
Goulburn - Mulwaree	45-54	Visitor from QLD	7
Goulburn - Mulwaree	45-54	Visitor from SA	8
Goulburn - Mulwaree	45-54	Visitor from TAS	3
Goulburn - Mulwaree	45-54	Visitor from VIC	5
Goulburn - Mulwaree	45-54	Visitor same SA2	7
Goulburn - Mulwaree	55-64	Home	5209
Goulburn - Mulwaree	55-64	Visitor from ACT	11
Goulburn - Mulwaree	55-64	Visitor from NSW	208
Goulburn - Mulwaree	55-64	Visitor from QLD	17
Goulburn - Mulwaree	55-64	Visitor from VIC	9
Goulburn - Mulwaree	55-64	Visitor same SA2	9
Goulburn - Mulwaree	65-74	Home	4480
Goulburn - Mulwaree	65-74	Visitor from ACT	3
Goulburn - Mulwaree	65-74	Visitor from NSW	192
Goulburn - Mulwaree	65-74	Visitor from QLD	4
Goulburn - Mulwaree	65-74	Visitor from TAS	4
Goulburn - Mulwaree	65-74	Visitor from VIC	13
Goulburn - Mulwaree	65-74	Visitor same SA2	12
Goulburn - Mulwaree	75-84	Home	2538
Goulburn - Mulwaree	75-84	Visitor from ACT	3
Goulburn - Mulwaree	75-84	Visitor from NSW	68
Goulburn - Mulwaree	75-84	Visitor from QLD	3
Goulburn - Mulwaree	75-84	Visitor same SA2	14
Goulburn - Mulwaree	85+	Home	973
Goulburn - Mulwaree	85+	Visitor from NSW	54
Goulburn - Mulwaree	85+	Visitor same SA2	3
Young - Yass	0-14	Home	7220
Young - Yass	0-14	Visitor from ACT	25
Young - Yass	0-14	Visitor from NSW	148
Young - Yass	0-14	Visitor from SA	6
Young - Yass	0-14	Visitor same SA2	3
Young - Yass	15-24	Home	3791
Young - Yass	15-24	Visitor from ACT	45
Young - Yass	15-24	Visitor from NSW	236
Young - Yass	15-24	Visitor from QLD	6
Young - Yass	15-24	Visitor from VIC	10
Young - Yass	15-24	Visitor same SA2	9
Young - Yass	25-34	Home	3534
Young - Yass	25-34	Visitor from ACT	45
Young - Yass	25-34	Visitor from NSW	181
Young - Yass	25-34	Visitor from NT	6
Young - Yass	25-34	Visitor from QLD	10
Young - Yass	25-34	Visitor from SA	3
Young - Yass	25-34	Visitor from TAS	4
Young - Yass	25-34	Visitor from VIC	23
Young - Yass	25-34	Visitor same SA2	7
Young - Yass	35-44	Home	4177
Young - Yass	35-44	Visitor from ACT	20
Young - Yass	35-44	Visitor from NSW	137
Young - Yass	35-44	Visitor from QLD	4
Young - Yass	35-44	Visitor from SA	6
Young - Yass	35-44	Visitor from TAS	6
Young - Yass	35-44	Visitor same SA2	9
Young - Yass	45-54	Home	5051
Young - Yass	45-54	Visitor from ACT	34
Young - Yass	45-54	Visitor from NSW	145
Young - Yass	45-54	Visitor from QLD	8
Young - Yass	45-54	Visitor from SA	3
Young - Yass	45-54	Visitor from VIC	19
Young - Yass	45-54	Visitor same SA2	7
Young - Yass	55-64	Home	5009
Young - Yass	55-64	Visitor from ACT	26
Young - Yass	55-64	Visitor from NSW	182
Young - Yass	55-64	Visitor from QLD	19
Young - Yass	55-64	Visitor from SA	7
Young - Yass	55-64	Visitor from TAS	4
Young - Yass	55-64	Visitor from VIC	19
Young - Yass	55-64	Visitor same SA2	6
Young - Yass	65-74	Home	4352
Young - Yass	65-74	Visitor from ACT	10
Young - Yass	65-74	Visitor from NSW	133
Young - Yass	65-74	Visitor from QLD	9
Young - Yass	65-74	Visitor from SA	3
Young - Yass	65-74	Visitor from TAS	4
Young - Yass	65-74	Visitor from VIC	10
Young - Yass	65-74	Visitor same SA2	31
Young - Yass	75-84	Home	2405
Young - Yass	75-84	Visitor from ACT	9
Young - Yass	75-84	Visitor from NSW	74
Young - Yass	75-84	Visitor from QLD	3
Young - Yass	75-84	Visitor from WA	3
Young - Yass	75-84	Visitor same SA2	10
Young - Yass	85+	Home	843
Young - Yass	85+	Visitor from NSW	31
Young - Yass	85+	Visitor from QLD	3
Young - Yass	85+	Visitor same SA2	9
Gosford	0-14	Home	30627
Gosford	0-14	Visitor from ACT	3
Gosford	0-14	Visitor from NSW	672
Gosford	0-14	Visitor from QLD	8
Gosford	0-14	Visitor from VIC	4
Gosford	0-14	Visitor same SA2	25
Gosford	15-24	Home	18564
Gosford	15-24	Visitor from ACT	4
Gosford	15-24	Visitor from NSW	739
Gosford	15-24	Visitor from QLD	15
Gosford	15-24	Visitor from VIC	4
Gosford	15-24	Visitor from WA	3
Gosford	15-24	Visitor same SA2	22
Gosford	25-34	Home	17674
Gosford	25-34	Visitor from ACT	4
Gosford	25-34	Visitor from NSW	608
Gosford	25-34	Visitor from NT	4
Gosford	25-34	Visitor from QLD	10
Gosford	25-34	Visitor from SA	3
Gosford	25-34	Visitor from VIC	7
Gosford	25-34	Visitor from WA	5
Gosford	25-34	Visitor same SA2	15
Gosford	35-44	Home	21226
Gosford	35-44	Visitor from NSW	463
Gosford	35-44	Visitor from NT	4
Gosford	35-44	Visitor from QLD	8
Gosford	35-44	Visitor from VIC	11
Gosford	35-44	Visitor same SA2	21
Gosford	45-54	Home	22753
Gosford	45-54	Visitor from ACT	4
Gosford	45-54	Visitor from NSW	556
Gosford	45-54	Visitor from QLD	18
Gosford	45-54	Visitor from VIC	9
Gosford	45-54	Visitor same SA2	23
Gosford	55-64	Home	22948
Gosford	55-64	Visitor from ACT	4
Gosford	55-64	Visitor from NSW	601
Gosford	55-64	Visitor from QLD	21
Gosford	55-64	Visitor from TAS	6
Gosford	55-64	Visitor from VIC	9
Gosford	55-64	Visitor from WA	6
Gosford	55-64	Visitor same SA2	28
Gosford	65-74	Home	20652
Gosford	65-74	Visitor from NSW	538
Gosford	65-74	Visitor from QLD	24
Gosford	65-74	Visitor from SA	3
Gosford	65-74	Visitor from TAS	3
Gosford	65-74	Visitor from VIC	12
Gosford	65-74	Visitor same SA2	58
Gosford	75-84	Home	13164
Gosford	75-84	Visitor from NSW	307
Gosford	75-84	Visitor from QLD	12
Gosford	75-84	Visitor from TAS	5
Gosford	75-84	Visitor from VIC	3
Gosford	75-84	Visitor from WA	3
Gosford	75-84	Visitor same SA2	35
Gosford	85+	Home	5499
Gosford	85+	Visitor from NSW	206
Gosford	85+	Visitor same SA2	32
Wyong	0-14	Home	30488
Wyong	0-14	Visitor from NSW	591
Wyong	0-14	Visitor from QLD	13
Wyong	0-14	Visitor same SA2	17
Wyong	15-24	Home	18800
Wyong	15-24	Visitor from NSW	604
Wyong	15-24	Visitor from QLD	24
Wyong	15-24	Visitor from VIC	4
Wyong	15-24	Visitor from WA	3
Wyong	15-24	Visitor same SA2	16
Wyong	25-34	Home	19213
Wyong	25-34	Visitor from NSW	506
Wyong	25-34	Visitor from QLD	23
Wyong	25-34	Visitor from WA	3
Wyong	25-34	Visitor same SA2	16
Wyong	35-44	Home	19108
Wyong	35-44	Visitor from NSW	435
Wyong	35-44	Visitor from QLD	7
Wyong	35-44	Visitor from TAS	6
Wyong	35-44	Visitor from VIC	3
Wyong	35-44	Visitor same SA2	14
Wyong	45-54	Home	20228
Wyong	45-54	Visitor from ACT	4
Wyong	45-54	Visitor from NSW	459
Wyong	45-54	Visitor from QLD	19
Wyong	45-54	Visitor from TAS	4
Wyong	45-54	Visitor same SA2	22
Wyong	55-64	Home	20462
Wyong	55-64	Visitor from ACT	6
Wyong	55-64	Visitor from NSW	430
Wyong	55-64	Visitor from QLD	19
Wyong	55-64	Visitor from SA	5
Wyong	55-64	Visitor from TAS	8
Wyong	55-64	Visitor from VIC	16
Wyong	55-64	Visitor same SA2	34
Wyong	65-74	Home	18551
Wyong	65-74	Visitor from ACT	4
Wyong	65-74	Visitor from NSW	386
Wyong	65-74	Visitor from QLD	18
Wyong	65-74	Visitor from SA	5
Wyong	65-74	Visitor from VIC	11
Wyong	65-74	Visitor same SA2	51
Wyong	75-84	Home	11746
Wyong	75-84	Visitor from NSW	226
Wyong	75-84	Visitor from QLD	5
Wyong	75-84	Visitor from VIC	7
Wyong	75-84	Visitor same SA2	43
Wyong	85+	Home	4594
Wyong	85+	Visitor from NSW	137
Wyong	85+	Visitor same SA2	24
Bathurst	0-14	Home	8989
Bathurst	0-14	Visitor from NSW	214
Bathurst	0-14	Visitor from QLD	4
Bathurst	15-24	Home	5962
Bathurst	15-24	Visitor from ACT	7
Bathurst	15-24	Visitor from NSW	482
Bathurst	15-24	Visitor from SA	5
Bathurst	15-24	Visitor from VIC	12
Bathurst	15-24	Visitor same SA2	20
Bathurst	25-34	Home	5960
Bathurst	25-34	Visitor from ACT	5
Bathurst	25-34	Visitor from NSW	303
Bathurst	25-34	Visitor from QLD	8
Bathurst	25-34	Visitor from VIC	7
Bathurst	25-34	Visitor same SA2	5
Bathurst	35-44	Home	5556
Bathurst	35-44	Visitor from ACT	5
Bathurst	35-44	Visitor from NSW	234
Bathurst	35-44	Visitor from QLD	3
Bathurst	35-44	Visitor same SA2	3
Bathurst	45-54	Home	5889
Bathurst	45-54	Visitor from NSW	235
Bathurst	45-54	Visitor from QLD	5
Bathurst	45-54	Visitor from SA	3
Bathurst	45-54	Visitor from VIC	4
Bathurst	45-54	Visitor same SA2	12
Bathurst	55-64	Home	5834
Bathurst	55-64	Visitor from NSW	214
Bathurst	55-64	Visitor from QLD	4
Bathurst	55-64	Visitor from VIC	6
Bathurst	55-64	Visitor same SA2	16
Bathurst	65-74	Home	5028
Bathurst	65-74	Visitor from NSW	199
Bathurst	65-74	Visitor from QLD	4
Bathurst	65-74	Visitor from VIC	4
Bathurst	65-74	Visitor from WA	4
Bathurst	65-74	Visitor same SA2	15
Bathurst	75-84	Home	2792
Bathurst	75-84	Visitor from NSW	102
Bathurst	75-84	Visitor same SA2	11
Bathurst	85+	Home	1103
Bathurst	85+	Visitor from NSW	33
Bathurst	85+	Visitor same SA2	16
Lachlan Valley	0-14	Home	10161
Lachlan Valley	0-14	Visitor from ACT	6
Lachlan Valley	0-14	Visitor from NSW	269
Lachlan Valley	0-14	Visitor from QLD	5
Lachlan Valley	0-14	Visitor from SA	3
Lachlan Valley	0-14	Visitor from VIC	5
Lachlan Valley	0-14	Visitor same SA2	21
Lachlan Valley	15-24	Home	5341
Lachlan Valley	15-24	Visitor from ACT	9
Lachlan Valley	15-24	Visitor from NSW	482
Lachlan Valley	15-24	Visitor from QLD	12
Lachlan Valley	15-24	Visitor from VIC	9
Lachlan Valley	15-24	Visitor same SA2	17
Lachlan Valley	25-34	Home	5439
Lachlan Valley	25-34	Visitor from ACT	6
Lachlan Valley	25-34	Visitor from NSW	352
Lachlan Valley	25-34	Visitor from QLD	24
Lachlan Valley	25-34	Visitor from SA	4
Lachlan Valley	25-34	Visitor from VIC	17
Lachlan Valley	25-34	Visitor from WA	9
Lachlan Valley	25-34	Visitor same SA2	26
Lachlan Valley	35-44	Home	5444
Lachlan Valley	35-44	Visitor from NSW	259
Lachlan Valley	35-44	Visitor from QLD	19
Lachlan Valley	35-44	Visitor from SA	5
Lachlan Valley	35-44	Visitor from VIC	16
Lachlan Valley	35-44	Visitor same SA2	11
Lachlan Valley	45-54	Home	6157
Lachlan Valley	45-54	Visitor from ACT	3
Lachlan Valley	45-54	Visitor from NSW	301
Lachlan Valley	45-54	Visitor from QLD	21
Lachlan Valley	45-54	Visitor from SA	4
Lachlan Valley	45-54	Visitor from TAS	3
Lachlan Valley	45-54	Visitor from VIC	17
Lachlan Valley	45-54	Visitor same SA2	18
Lachlan Valley	55-64	Home	7184
Lachlan Valley	55-64	Visitor from ACT	22
Lachlan Valley	55-64	Visitor from NSW	340
Lachlan Valley	55-64	Visitor from QLD	24
Lachlan Valley	55-64	Visitor from SA	3
Lachlan Valley	55-64	Visitor from TAS	4
Lachlan Valley	55-64	Visitor from VIC	13
Lachlan Valley	55-64	Visitor from WA	4
Lachlan Valley	55-64	Visitor same SA2	38
Lachlan Valley	65-74	Home	6572
Lachlan Valley	65-74	Visitor from ACT	16
Lachlan Valley	65-74	Visitor from NSW	248
Lachlan Valley	65-74	Visitor from NT	5
Lachlan Valley	65-74	Visitor from QLD	9
Lachlan Valley	65-74	Visitor from VIC	40
Lachlan Valley	65-74	Visitor from WA	3
Lachlan Valley	65-74	Visitor same SA2	32
Lachlan Valley	75-84	Home	4100
Lachlan Valley	75-84	Visitor from ACT	4
Lachlan Valley	75-84	Visitor from NSW	96
Lachlan Valley	75-84	Visitor from VIC	10
Lachlan Valley	75-84	Visitor same SA2	30
Lachlan Valley	85+	Home	1662
Lachlan Valley	85+	Visitor from NSW	56
Lachlan Valley	85+	Visitor same SA2	18
Lithgow - Mudgee	0-14	Home	8524
Lithgow - Mudgee	0-14	Visitor from NSW	215
Lithgow - Mudgee	0-14	Visitor from QLD	8
Lithgow - Mudgee	0-14	Visitor from VIC	7
Lithgow - Mudgee	0-14	Visitor from WA	3
Lithgow - Mudgee	0-14	Visitor same SA2	14
Lithgow - Mudgee	15-24	Home	4525
Lithgow - Mudgee	15-24	Visitor from NSW	344
Lithgow - Mudgee	15-24	Visitor from QLD	4
Lithgow - Mudgee	15-24	Visitor from VIC	3
Lithgow - Mudgee	15-24	Visitor same SA2	3
Lithgow - Mudgee	25-34	Home	5104
Lithgow - Mudgee	25-34	Visitor from NSW	322
Lithgow - Mudgee	25-34	Visitor from NT	3
Lithgow - Mudgee	25-34	Visitor from QLD	7
Lithgow - Mudgee	25-34	Visitor from VIC	12
Lithgow - Mudgee	25-34	Visitor same SA2	9
Lithgow - Mudgee	35-44	Home	5029
Lithgow - Mudgee	35-44	Visitor from ACT	5
Lithgow - Mudgee	35-44	Visitor from NSW	241
Lithgow - Mudgee	35-44	Visitor from QLD	10
Lithgow - Mudgee	35-44	Visitor from VIC	4
Lithgow - Mudgee	35-44	Visitor same SA2	20
Lithgow - Mudgee	45-54	Home	5878
Lithgow - Mudgee	45-54	Visitor from NSW	283
Lithgow - Mudgee	45-54	Visitor from QLD	36
Lithgow - Mudgee	45-54	Visitor from SA	3
Lithgow - Mudgee	45-54	Visitor from VIC	6
Lithgow - Mudgee	45-54	Visitor from WA	3
Lithgow - Mudgee	45-54	Visitor same SA2	11
Lithgow - Mudgee	55-64	Home	6537
Lithgow - Mudgee	55-64	Visitor from NSW	325
Lithgow - Mudgee	55-64	Visitor from QLD	12
Lithgow - Mudgee	55-64	Visitor same SA2	26
Lithgow - Mudgee	65-74	Home	5685
Lithgow - Mudgee	65-74	Visitor from ACT	9
Lithgow - Mudgee	65-74	Visitor from NSW	265
Lithgow - Mudgee	65-74	Visitor from QLD	6
Lithgow - Mudgee	65-74	Visitor from VIC	5
Lithgow - Mudgee	65-74	Visitor same SA2	20
Lithgow - Mudgee	75-84	Home	3453
Lithgow - Mudgee	75-84	Visitor from NSW	120
Lithgow - Mudgee	75-84	Visitor from QLD	3
Lithgow - Mudgee	75-84	Visitor same SA2	21
Lithgow - Mudgee	85+	Home	1125
Lithgow - Mudgee	85+	Visitor from NSW	40
Lithgow - Mudgee	85+	Visitor same SA2	3
Orange	0-14	Home	12788
Orange	0-14	Visitor from ACT	3
Orange	0-14	Visitor from NSW	298
Orange	0-14	Visitor from QLD	7
Orange	0-14	Visitor from VIC	3
Orange	0-14	Visitor same SA2	20
Orange	15-24	Home	6615
Orange	15-24	Visitor from ACT	15
Orange	15-24	Visitor from NSW	537
Orange	15-24	Visitor from QLD	19
Orange	15-24	Visitor from SA	5
Orange	15-24	Visitor from VIC	10
Orange	15-24	Visitor from WA	9
Orange	15-24	Visitor same SA2	30
Orange	25-34	Home	7185
Orange	25-34	Visitor from ACT	13
Orange	25-34	Visitor from NSW	376
Orange	25-34	Visitor from QLD	22
Orange	25-34	Visitor from SA	6
Orange	25-34	Visitor from VIC	10
Orange	25-34	Visitor same SA2	12
Orange	35-44	Home	7179
Orange	35-44	Visitor from ACT	11
Orange	35-44	Visitor from NSW	280
Orange	35-44	Visitor from QLD	36
Orange	35-44	Visitor from SA	5
Orange	35-44	Visitor from VIC	9
Orange	35-44	Visitor same SA2	18
Orange	45-54	Home	7235
Orange	45-54	Visitor from NSW	263
Orange	45-54	Visitor from QLD	31
Orange	45-54	Visitor from SA	3
Orange	45-54	Visitor from TAS	4
Orange	45-54	Visitor from VIC	9
Orange	45-54	Visitor same SA2	15
Orange	55-64	Home	6966
Orange	55-64	Visitor from ACT	3
Orange	55-64	Visitor from NSW	280
Orange	55-64	Visitor from QLD	34
Orange	55-64	Visitor from SA	10
Orange	55-64	Visitor from VIC	5
Orange	55-64	Visitor same SA2	18
Orange	65-74	Home	6001
Orange	65-74	Visitor from ACT	3
Orange	65-74	Visitor from NSW	182
Orange	65-74	Visitor from QLD	10
Orange	65-74	Visitor from VIC	7
Orange	65-74	Visitor same SA2	14
Orange	75-84	Home	3424
Orange	75-84	Visitor from NSW	141
Orange	75-84	Visitor from QLD	4
Orange	75-84	Visitor same SA2	26
Orange	85+	Home	1342
Orange	85+	Visitor from NSW	49
Orange	85+	Visitor same SA2	6
Clarence Valley	0-14	Home	8393
Clarence Valley	0-14	Visitor from NSW	206
Clarence Valley	0-14	Visitor from QLD	9
Clarence Valley	0-14	Visitor from VIC	5
Clarence Valley	0-14	Visitor same SA2	10
Clarence Valley	15-24	Home	4756
Clarence Valley	15-24	Visitor from NSW	279
Clarence Valley	15-24	Visitor from QLD	24
Clarence Valley	15-24	Visitor from SA	6
Clarence Valley	15-24	Visitor from VIC	7
Clarence Valley	15-24	Visitor same SA2	18
Clarence Valley	25-34	Home	4911
Clarence Valley	25-34	Visitor from ACT	3
Clarence Valley	25-34	Visitor from NSW	240
Clarence Valley	25-34	Visitor from QLD	35
Clarence Valley	25-34	Visitor from VIC	7
Clarence Valley	25-34	Visitor same SA2	14
Clarence Valley	35-44	Home	5084
Clarence Valley	35-44	Visitor from NSW	240
Clarence Valley	35-44	Visitor from QLD	23
Clarence Valley	35-44	Visitor from TAS	5
Clarence Valley	35-44	Visitor from VIC	7
Clarence Valley	35-44	Visitor same SA2	16
Clarence Valley	45-54	Home	6204
Clarence Valley	45-54	Visitor from NSW	264
Clarence Valley	45-54	Visitor from QLD	26
