SA3_NAME21	CoupleFamily	HasChild	HasDependentStudent	HasNonDependentChild	families
Queanbeyan					228
Queanbeyan	0	0	0	1	830
Queanbeyan	0	0	1	0	192
Queanbeyan	0	0	1	1	81
Queanbeyan	0	1	0	0	989
Queanbeyan	0	1	0	1	83
Queanbeyan	0	1	1	0	147
Queanbeyan	0	1	1	1	30
Queanbeyan	1	0	0	1	1444
Queanbeyan	1	0	1	0	634
Queanbeyan	1	0	1	1	410
Queanbeyan	1	1	0	0	4763
Queanbeyan	1	1	0	1	213
Queanbeyan	1	1	1	0	751
Queanbeyan	1	1	1	1	134
Snowy Mountains					49
Snowy Mountains	0	0	0	1	265
Snowy Mountains	0	0	1	0	74
Snowy Mountains	0	0	1	1	21
Snowy Mountains	0	1	0	0	265
Snowy Mountains	0	1	0	1	22
Snowy Mountains	0	1	1	0	42
Snowy Mountains	0	1	1	1	5
Snowy Mountains	1	0	0	1	351
Snowy Mountains	1	0	1	0	147
Snowy Mountains	1	0	1	1	76
Snowy Mountains	1	1	0	0	1090
Snowy Mountains	1	1	0	1	53
Snowy Mountains	1	1	1	0	208
Snowy Mountains	1	1	1	1	29
South Coast					217
South Coast	0	0	0	1	1235
South Coast	0	0	1	0	224
South Coast	0	0	1	1	80
South Coast	0	1	0	0	1215
South Coast	0	1	0	1	120
South Coast	0	1	1	0	223
South Coast	0	1	1	1	54
South Coast	1	0	0	1	1367
South Coast	1	0	1	0	386
South Coast	1	0	1	1	234
South Coast	1	1	0	0	3202
South Coast	1	1	0	1	268
South Coast	1	1	1	0	622
South Coast	1	1	1	1	98
Goulburn - Mulwaree					122
Goulburn - Mulwaree	0	0	0	1	617
Goulburn - Mulwaree	0	0	1	0	122
Goulburn - Mulwaree	0	0	1	1	46
Goulburn - Mulwaree	0	1	0	0	667
Goulburn - Mulwaree	0	1	0	1	88
Goulburn - Mulwaree	0	1	1	0	78
Goulburn - Mulwaree	0	1	1	1	24
Goulburn - Mulwaree	1	0	0	1	801
Goulburn - Mulwaree	1	0	1	0	237
Goulburn - Mulwaree	1	0	1	1	142
Goulburn - Mulwaree	1	1	0	0	2002
Goulburn - Mulwaree	1	1	0	1	190
Goulburn - Mulwaree	1	1	1	0	331
Goulburn - Mulwaree	1	1	1	1	91
Young - Yass					119
Young - Yass	0	0	0	1	492
Young - Yass	0	0	1	0	124
Young - Yass	0	0	1	1	59
Young - Yass	0	1	0	0	559
Young - Yass	0	1	0	1	56
Young - Yass	0	1	1	0	100
Young - Yass	0	1	1	1	25
Young - Yass	1	0	0	1	814
Young - Yass	1	0	1	0	333
Young - Yass	1	0	1	1	193
Young - Yass	1	1	0	0	2281
Young - Yass	1	1	0	1	144
Young - Yass	1	1	1	0	447
Young - Yass	1	1	1	1	92
Gosford					574
Gosford	0	0	0	1	3320
Gosford	0	0	1	0	788
Gosford	0	0	1	1	328
Gosford	0	1	0	0	2938
Gosford	0	1	0	1	251
Gosford	0	1	1	0	608
Gosford	0	1	1	1	128
Gosford	1	0	0	1	4014
Gosford	1	0	1	0	1697
Gosford	1	0	1	1	1047
Gosford	1	1	0	0	10563
Gosford	1	1	0	1	502
Gosford	1	1	1	0	1979
Gosford	1	1	1	1	352
Wyong					654
Wyong	0	0	0	1	3787
Wyong	0	0	1	0	710
Wyong	0	0	1	1	368
Wyong	0	1	0	0	3806
Wyong	0	1	0	1	451
Wyong	0	1	1	0	590
Wyong	0	1	1	1	141
Wyong	1	0	0	1	3776
Wyong	1	0	1	0	1144
Wyong	1	0	1	1	879
Wyong	1	1	0	0	9219
Wyong	1	1	0	1	728
Wyong	1	1	1	0	1634
Wyong	1	1	1	1	366
Bathurst					173
Bathurst	0	0	0	1	770
Bathurst	0	0	1	0	179
Bathurst	0	0	1	1	71
Bathurst	0	1	0	0	966
Bathurst	0	1	0	1	99
Bathurst	0	1	1	0	179
Bathurst	0	1	1	1	34
Bathurst	1	0	0	1	874
Bathurst	1	0	1	0	374
Bathurst	1	0	1	1	224
Bathurst	1	1	0	0	2709
Bathurst	1	1	0	1	181
Bathurst	1	1	1	0	498
Bathurst	1	1	1	1	113
Lachlan Valley					222
Lachlan Valley	0	0	0	1	847
Lachlan Valley	0	0	1	0	167
Lachlan Valley	0	0	1	1	46
Lachlan Valley	0	1	0	0	1033
Lachlan Valley	0	1	0	1	125
Lachlan Valley	0	1	1	0	160
Lachlan Valley	0	1	1	1	37
Lachlan Valley	1	0	0	1	951
Lachlan Valley	1	0	1	0	338
Lachlan Valley	1	0	1	1	163
Lachlan Valley	1	1	0	0	2774
Lachlan Valley	1	1	0	1	200
Lachlan Valley	1	1	1	0	542
Lachlan Valley	1	1	1	1	124
Lithgow - Mudgee					173
Lithgow - Mudgee	0	0	0	1	828
Lithgow - Mudgee	0	0	1	0	126
Lithgow - Mudgee	0	0	1	1	53
Lithgow - Mudgee	0	1	0	0	854
Lithgow - Mudgee	0	1	0	1	112
Lithgow - Mudgee	0	1	1	0	121
Lithgow - Mudgee	0	1	1	1	25
Lithgow - Mudgee	1	0	0	1	951
Lithgow - Mudgee	1	0	1	0	305
Lithgow - Mudgee	1	0	1	1	163
Lithgow - Mudgee	1	1	0	0	2543
Lithgow - Mudgee	1	1	0	1	183
Lithgow - Mudgee	1	1	1	0	440
Lithgow - Mudgee	1	1	1	1	110
Orange					220
Orange	0	0	0	1	836
Orange	0	0	1	0	177
Orange	0	0	1	1	79
Orange	0	1	0	0	1138
Orange	0	1	0	1	140
Orange	0	1	1	0	188
Orange	0	1	1	1	45
Orange	1	0	0	1	1092
Orange	1	0	1	0	457
Orange	1	0	1	1	246
Orange	1	1	0	0	3947
Orange	1	1	0	1	210
Orange	1	1	1	0	706
Orange	1	1	1	1	132
Clarence Valley					233
Clarence Valley	0	0	0	1	966
Clarence Valley	0	0	1	0	163
Clarence Valley	0	0	1	1	79
Clarence Valley	0	1	0	0	1082
Clarence Valley	0	1	0	1	126
Clarence Valley	0	1	1	0	152
Clarence Valley	0	1	1	1	27
Clarence Valley	1	0	0	1	1026
Clarence Valley	1	0	1	0	280
Clarence Valley	1	0	1	1	153
Clarence Valley	1	1	0	0	2307
Clarence Valley	1	1	0	1	199
Clarence Valley	1	1	1	0	433
Clarence Valley	1	1	1	1	85
Coffs Harbour					310
Coffs Harbour	0	0	0	1	1694
Coffs Harbour	0	0	1	0	366
Coffs Harbour	0	0	1	1	128
Coffs Harbour	0	1	0	0	1900
Coffs Harbour	0	1	0	1	191
Coffs Harbour	0	1	1	0	329
Coffs Harbour	0	1	1	1	62
Coffs Harbour	1	0	0	1	1749
Coffs Harbour	1	0	1	0	627
Coffs Harbour	1	0	1	1	323
Coffs Harbour	1	1	0	0	4873
Coffs Harbour	1	1	0	1	318
Coffs Harbour	1	1	1	0	875
Coffs Harbour	1	1	1	1	144
Bourke - Cobar - Coonamble					110
Bourke - Cobar - Coonamble	0	0	0	1	339
Bourke - Cobar - Coonamble	0	0	1	0	37
Bourke - Cobar - Coonamble	0	0	1	1	7
Bourke - Cobar - Coonamble	0	1	0	0	461
Bourke - Cobar - Coonamble	0	1	0	1	63
Bourke - Cobar - Coonamble	0	1	1	0	53
Bourke - Cobar - Coonamble	0	1	1	1	16
Bourke - Cobar - Coonamble	1	0	0	1	287
Bourke - Cobar - Coonamble	1	0	1	0	101
Bourke - Cobar - Coonamble	1	0	1	1	53
Bourke - Cobar - Coonamble	1	1	0	0	998
Bourke - Cobar - Coonamble	1	1	0	1	76
Bourke - Cobar - Coonamble	1	1	1	0	184
Bourke - Cobar - Coonamble	1	1	1	1	32
Broken Hill and Far West					100
Broken Hill and Far West	0	0	0	1	424
Broken Hill and Far West	0	0	1	0	66
Broken Hill and Far West	0	0	1	1	30
Broken Hill and Far West	0	1	0	0	533
Broken Hill and Far West	0	1	0	1	64
Broken Hill and Far West	0	1	1	0	44
Broken Hill and Far West	0	1	1	1	15
Broken Hill and Far West	1	0	0	1	385
Broken Hill and Far West	1	0	1	0	78
Broken Hill and Far West	1	0	1	1	51
Broken Hill and Far West	1	1	0	0	831
Broken Hill and Far West	1	1	0	1	71
Broken Hill and Far West	1	1	1	0	136
Broken Hill and Far West	1	1	1	1	21
Dubbo					304
Dubbo	0	0	0	1	1092
Dubbo	0	0	1	0	222
Dubbo	0	0	1	1	84
Dubbo	0	1	0	0	1580
Dubbo	0	1	0	1	165
Dubbo	0	1	1	0	214
Dubbo	0	1	1	1	52
Dubbo	1	0	0	1	1236
Dubbo	1	0	1	0	443
Dubbo	1	0	1	1	264
Dubbo	1	1	0	0	4151
Dubbo	1	1	0	1	245
Dubbo	1	1	1	0	698
Dubbo	1	1	1	1	141
Lower Hunter					342
Lower Hunter	0	0	0	1	1753
Lower Hunter	0	0	1	0	291
Lower Hunter	0	0	1	1	141
Lower Hunter	0	1	0	0	2230
Lower Hunter	0	1	0	1	256
Lower Hunter	0	1	1	0	323
Lower Hunter	0	1	1	1	99
Lower Hunter	1	0	0	1	2373
Lower Hunter	1	0	1	0	584
Lower Hunter	1	0	1	1	472
Lower Hunter	1	1	0	0	5905
Lower Hunter	1	1	0	1	459
Lower Hunter	1	1	1	0	912
Lower Hunter	1	1	1	1	216
Maitland					327
Maitland	0	0	0	1	1404
Maitland	0	0	1	0	324
Maitland	0	0	1	1	163
Maitland	0	1	0	0	1862
Maitland	0	1	0	1	173
Maitland	0	1	1	0	314
Maitland	0	1	1	1	68
Maitland	1	0	0	1	1929
Maitland	1	0	1	0	685
Maitland	1	0	1	1	489
Maitland	1	1	0	0	6095
Maitland	1	1	0	1	408
Maitland	1	1	1	0	1027
Maitland	1	1	1	1	181
Port Stephens					231
Port Stephens	0	0	0	1	1369
Port Stephens	0	0	1	0	277
Port Stephens	0	0	1	1	105
Port Stephens	0	1	0	0	1334
Port Stephens	0	1	0	1	184
Port Stephens	0	1	1	0	237
Port Stephens	0	1	1	1	61
Port Stephens	1	0	0	1	1717
Port Stephens	1	0	1	0	561
Port Stephens	1	0	1	1	331
Port Stephens	1	1	0	0	3677
Port Stephens	1	1	0	1	313
Port Stephens	1	1	1	0	709
Port Stephens	1	1	1	1	175
Upper Hunter					93
Upper Hunter	0	0	0	1	448
Upper Hunter	0	0	1	0	81
Upper Hunter	0	0	1	1	39
Upper Hunter	0	1	0	0	588
Upper Hunter	0	1	0	1	59
Upper Hunter	0	1	1	0	101
Upper Hunter	0	1	1	1	9
Upper Hunter	1	0	0	1	527
Upper Hunter	1	0	1	0	212
Upper Hunter	1	0	1	1	151
Upper Hunter	1	1	0	0	1780
Upper Hunter	1	1	0	1	140
Upper Hunter	1	1	1	0	350
Upper Hunter	1	1	1	1	63
Dapto - Port Kembla					308
Dapto - Port Kembla	0	0	0	1	1736
Dapto - Port Kembla	0	0	1	0	290
Dapto - Port Kembla	0	0	1	1	169
Dapto - Port Kembla	0	1	0	0	1511
Dapto - Port Kembla	0	1	0	1	202
Dapto - Port Kembla	0	1	1	0	277
Dapto - Port Kembla	0	1	1	1	71
Dapto - Port Kembla	1	0	0	1	2242
Dapto - Port Kembla	1	0	1	0	601
Dapto - Port Kembla	1	0	1	1	511
Dapto - Port Kembla	1	1	0	0	4708
Dapto - Port Kembla	1	1	0	1	345
Dapto - Port Kembla	1	1	1	0	887
Dapto - Port Kembla	1	1	1	1	180
Kiama - Shellharbour					354
Kiama - Shellharbour	0	0	0	1	1882
Kiama - Shellharbour	0	0	1	0	379
Kiama - Shellharbour	0	0	1	1	195
Kiama - Shellharbour	0	1	0	0	1718
Kiama - Shellharbour	0	1	0	1	201
Kiama - Shellharbour	0	1	1	0	310
Kiama - Shellharbour	0	1	1	1	64
Kiama - Shellharbour	1	0	0	1	2718
Kiama - Shellharbour	1	0	1	0	816
Kiama - Shellharbour	1	0	1	1	667
Kiama - Shellharbour	1	1	0	0	6004
Kiama - Shellharbour	1	1	0	1	407
Kiama - Shellharbour	1	1	1	0	1051
Kiama - Shellharbour	1	1	1	1	226
Wollongong					537
Wollongong	0	0	0	1	2203
Wollongong	0	0	1	0	604
Wollongong	0	0	1	1	240
Wollongong	0	1	0	0	1767
Wollongong	0	1	0	1	142
Wollongong	0	1	1	0	354
Wollongong	0	1	1	1	61
Wollongong	1	0	0	1	2860
Wollongong	1	0	1	0	1365
Wollongong	1	0	1	1	868
Wollongong	1	1	0	0	8235
Wollongong	1	1	0	1	275
Wollongong	1	1	1	0	1493
Wollongong	1	1	1	1	211
Great Lakes					114
Great Lakes	0	0	0	1	637
Great Lakes	0	0	1	0	95
Great Lakes	0	0	1	1	29
Great Lakes	0	1	0	0	559
Great Lakes	0	1	0	1	71
Great Lakes	0	1	1	0	87
Great Lakes	0	1	1	1	23
Great Lakes	1	0	0	1	609
Great Lakes	1	0	1	0	180
Great Lakes	1	0	1	1	89
Great Lakes	1	1	0	0	1202
Great Lakes	1	1	0	1	123
Great Lakes	1	1	1	0	228
Great Lakes	1	1	1	1	49
Kempsey - Nambucca					236
Kempsey - Nambucca	0	0	0	1	1032
Kempsey - Nambucca	0	0	1	0	186
Kempsey - Nambucca	0	0	1	1	83
Kempsey - Nambucca	0	1	0	0	1072
Kempsey - Nambucca	0	1	0	1	132
Kempsey - Nambucca	0	1	1	0	172
Kempsey - Nambucca	0	1	1	1	49
Kempsey - Nambucca	1	0	0	1	991
Kempsey - Nambucca	1	0	1	0	233
Kempsey - Nambucca	1	0	1	1	166
Kempsey - Nambucca	1	1	0	0	2027
Kempsey - Nambucca	1	1	0	1	189
Kempsey - Nambucca	1	1	1	0	373
Kempsey - Nambucca	1	1	1	1	87
Lord Howe Island	0	0	0	1	5
Lord Howe Island	0	1	0	0	5
Lord Howe Island	1	0	0	1	11
Lord Howe Island	1	1	0	0	28
Port Macquarie					270
Port Macquarie	0	0	0	1	1500
Port Macquarie	0	0	1	0	339
Port Macquarie	0	0	1	1	108
Port Macquarie	0	1	0	0	1532
Port Macquarie	0	1	0	1	145
Port Macquarie	0	1	1	0	282
Port Macquarie	0	1	1	1	64
Port Macquarie	1	0	0	1	1599
Port Macquarie	1	0	1	0	681
Port Macquarie	1	0	1	1	337
Port Macquarie	1	1	0	0	4212
Port Macquarie	1	1	0	1	253
Port Macquarie	1	1	1	0	847
Port Macquarie	1	1	1	1	140
Taree - Gloucester					229
Taree - Gloucester	0	0	0	1	1143
Taree - Gloucester	0	0	1	0	199
Taree - Gloucester	0	0	1	1	67
Taree - Gloucester	0	1	0	0	1158
Taree - Gloucester	0	1	0	1	153
Taree - Gloucester	0	1	1	0	183
Taree - Gloucester	0	1	1	1	52
Taree - Gloucester	1	0	0	1	1181
Taree - Gloucester	1	0	1	0	285
Taree - Gloucester	1	0	1	1	179
Taree - Gloucester	1	1	0	0	2322
Taree - Gloucester	1	1	0	1	235
Taree - Gloucester	1	1	1	0	447
Taree - Gloucester	1	1	1	1	106
Albury					244
Albury	0	0	0	1	971
Albury	0	0	1	0	261
Albury	0	0	1	1	96
Albury	0	1	0	0	1366
Albury	0	1	0	1	128
Albury	0	1	1	0	234
Albury	0	1	1	1	45
Albury	1	0	0	1	1173
Albury	1	0	1	0	475
Albury	1	0	1	1	288
Albury	1	1	0	0	3865
Albury	1	1	0	1	199
Albury	1	1	1	0	681
Albury	1	1	1	1	143
Lower Murray					46
Lower Murray	0	0	0	1	171
Lower Murray	0	0	1	0	45
Lower Murray	0	0	1	1	18
Lower Murray	0	1	0	0	169
Lower Murray	0	1	0	1	19
Lower Murray	0	1	1	0	23
Lower Murray	0	1	1	1	4
Lower Murray	1	0	0	1	246
Lower Murray	1	0	1	0	84
Lower Murray	1	0	1	1	49
Lower Murray	1	1	0	0	689
Lower Murray	1	1	0	1	43
Lower Murray	1	1	1	0	123
Lower Murray	1	1	1	1	27
Upper Murray exc. Albury					120
Upper Murray exc. Albury	0	0	0	1	538
Upper Murray exc. Albury	0	0	1	0	113
Upper Murray exc. Albury	0	0	1	1	40
Upper Murray exc. Albury	0	1	0	0	566
Upper Murray exc. Albury	0	1	0	1	64
Upper Murray exc. Albury	0	1	1	0	113
Upper Murray exc. Albury	0	1	1	1	19
Upper Murray exc. Albury	1	0	0	1	743
Upper Murray exc. Albury	1	0	1	0	272
Upper Murray exc. Albury	1	0	1	1	163
Upper Murray exc. Albury	1	1	0	0	2114
Upper Murray exc. Albury	1	1	0	1	145
Upper Murray exc. Albury	1	1	1	0	441
Upper Murray exc. Albury	1	1	1	1	72
Armidale					140
Armidale	0	0	0	1	456
Armidale	0	0	1	0	147
Armidale	0	0	1	1	41
Armidale	0	1	0	0	633
Armidale	0	1	0	1	49
Armidale	0	1	1	0	121
Armidale	0	1	1	1	23
Armidale	1	0	0	1	512
Armidale	1	0	1	0	262
Armidale	1	0	1	1	115
Armidale	1	1	0	0	1882
Armidale	1	1	0	1	118
Armidale	1	1	1	0	398
Armidale	1	1	1	1	77
Inverell - Tenterfield					150
Inverell - Tenterfield	0	0	0	1	632
Inverell - Tenterfield	0	0	1	0	99
Inverell - Tenterfield	0	0	1	1	43
Inverell - Tenterfield	0	1	0	0	782
Inverell - Tenterfield	0	1	0	1	89
Inverell - Tenterfield	0	1	1	0	117
Inverell - Tenterfield	0	1	1	1	21
Inverell - Tenterfield	1	0	0	1	634
Inverell - Tenterfield	1	0	1	0	208
Inverell - Tenterfield	1	0	1	1	122
Inverell - Tenterfield	1	1	0	0	1657
Inverell - Tenterfield	1	1	0	1	112
Inverell - Tenterfield	1	1	1	0	349
Inverell - Tenterfield	1	1	1	1	65
Moree - Narrabri					103
Moree - Narrabri	0	0	0	1	385
Moree - Narrabri	0	0	1	0	51
Moree - Narrabri	0	0	1	1	22
Moree - Narrabri	0	1	0	0	457
Moree - Narrabri	0	1	0	1	60
Moree - Narrabri	0	1	1	0	60
Moree - Narrabri	0	1	1	1	15
Moree - Narrabri	1	0	0	1	418
Moree - Narrabri	1	0	1	0	162
Moree - Narrabri	1	0	1	1	60
Moree - Narrabri	1	1	0	0	1296
Moree - Narrabri	1	1	0	1	65
