SA3_NAME21	CoupleFamily	HasChild	HasDependentStudent	HasNonDependentChild	families
Moree - Narrabri	1	1	1	0	206
Moree - Narrabri	1	1	1	1	37
Tamworth - Gunnedah					390
Tamworth - Gunnedah	0	0	0	1	1323
Tamworth - Gunnedah	0	0	1	0	258
Tamworth - Gunnedah	0	0	1	1	103
Tamworth - Gunnedah	0	1	0	0	1941
Tamworth - Gunnedah	0	1	0	1	155
Tamworth - Gunnedah	0	1	1	0	268
Tamworth - Gunnedah	0	1	1	1	55
Tamworth - Gunnedah	1	0	0	1	1515
Tamworth - Gunnedah	1	0	1	0	553
Tamworth - Gunnedah	1	0	1	1	305
Tamworth - Gunnedah	1	1	0	0	4794
Tamworth - Gunnedah	1	1	0	1	298
Tamworth - Gunnedah	1	1	1	0	814
Tamworth - Gunnedah	1	1	1	1	161
Lake Macquarie - East					478
Lake Macquarie - East	0	0	0	1	2465
Lake Macquarie - East	0	0	1	0	567
Lake Macquarie - East	0	0	1	1	242
Lake Macquarie - East	0	1	0	0	2296
Lake Macquarie - East	0	1	0	1	249
Lake Macquarie - East	0	1	1	0	415
Lake Macquarie - East	0	1	1	1	70
Lake Macquarie - East	1	0	0	1	2973
Lake Macquarie - East	1	0	1	0	1163
Lake Macquarie - East	1	0	1	1	781
Lake Macquarie - East	1	1	0	0	7735
Lake Macquarie - East	1	1	0	1	434
Lake Macquarie - East	1	1	1	0	1359
Lake Macquarie - East	1	1	1	1	249
Lake Macquarie - West					290
Lake Macquarie - West	0	0	0	1	1583
Lake Macquarie - West	0	0	1	0	294
Lake Macquarie - West	0	0	1	1	161
Lake Macquarie - West	0	1	0	0	1590
Lake Macquarie - West	0	1	0	1	212
Lake Macquarie - West	0	1	1	0	247
Lake Macquarie - West	0	1	1	1	51
Lake Macquarie - West	1	0	0	1	2177
Lake Macquarie - West	1	0	1	0	644
Lake Macquarie - West	1	0	1	1	491
Lake Macquarie - West	1	1	0	0	4930
Lake Macquarie - West	1	1	0	1	361
Lake Macquarie - West	1	1	1	0	782
Lake Macquarie - West	1	1	1	1	166
Newcastle					913
Newcastle	0	0	0	1	2976
Newcastle	0	0	1	0	835
Newcastle	0	0	1	1	266
Newcastle	0	1	0	0	2992
Newcastle	0	1	0	1	265
Newcastle	0	1	1	0	503
Newcastle	0	1	1	1	74
Newcastle	1	0	0	1	3059
Newcastle	1	0	1	0	1618
Newcastle	1	0	1	1	793
Newcastle	1	1	0	0	10447
Newcastle	1	1	0	1	369
Newcastle	1	1	1	0	1742
Newcastle	1	1	1	1	224
Richmond Valley - Coastal					272
Richmond Valley - Coastal	0	0	0	1	1457
Richmond Valley - Coastal	0	0	1	0	404
Richmond Valley - Coastal	0	0	1	1	104
Richmond Valley - Coastal	0	1	0	0	1541
Richmond Valley - Coastal	0	1	0	1	132
Richmond Valley - Coastal	0	1	1	0	299
Richmond Valley - Coastal	0	1	1	1	40
Richmond Valley - Coastal	1	0	0	1	1621
Richmond Valley - Coastal	1	0	1	0	626
Richmond Valley - Coastal	1	0	1	1	292
Richmond Valley - Coastal	1	1	0	0	4614
Richmond Valley - Coastal	1	1	0	1	252
Richmond Valley - Coastal	1	1	1	0	780
Richmond Valley - Coastal	1	1	1	1	94
Richmond Valley - Hinterland					297
Richmond Valley - Hinterland	0	0	0	1	1463
Richmond Valley - Hinterland	0	0	1	0	318
Richmond Valley - Hinterland	0	0	1	1	117
Richmond Valley - Hinterland	0	1	0	0	1493
Richmond Valley - Hinterland	0	1	0	1	170
Richmond Valley - Hinterland	0	1	1	0	256
Richmond Valley - Hinterland	0	1	1	1	52
Richmond Valley - Hinterland	1	0	0	1	1461
Richmond Valley - Hinterland	1	0	1	0	444
Richmond Valley - Hinterland	1	0	1	1	244
Richmond Valley - Hinterland	1	1	0	0	3326
Richmond Valley - Hinterland	1	1	0	1	263
Richmond Valley - Hinterland	1	1	1	0	613
Richmond Valley - Hinterland	1	1	1	1	141
Tweed Valley					360
Tweed Valley	0	0	0	1	1908
Tweed Valley	0	0	1	0	408
Tweed Valley	0	0	1	1	149
Tweed Valley	0	1	0	0	1637
Tweed Valley	0	1	0	1	184
Tweed Valley	0	1	1	0	310
Tweed Valley	0	1	1	1	61
Tweed Valley	1	0	0	1	1898
Tweed Valley	1	0	1	0	706
Tweed Valley	1	0	1	1	405
Tweed Valley	1	1	0	0	5152
Tweed Valley	1	1	0	1	313
Tweed Valley	1	1	1	0	858
Tweed Valley	1	1	1	1	143
Griffith - Murrumbidgee (West)					199
Griffith - Murrumbidgee (West)	0	0	0	1	725
Griffith - Murrumbidgee (West)	0	0	1	0	103
Griffith - Murrumbidgee (West)	0	0	1	1	65
Griffith - Murrumbidgee (West)	0	1	0	0	856
Griffith - Murrumbidgee (West)	0	1	0	1	87
Griffith - Murrumbidgee (West)	0	1	1	0	142
Griffith - Murrumbidgee (West)	0	1	1	1	30
Griffith - Murrumbidgee (West)	1	0	0	1	1073
Griffith - Murrumbidgee (West)	1	0	1	0	314
Griffith - Murrumbidgee (West)	1	0	1	1	257
Griffith - Murrumbidgee (West)	1	1	0	0	2822
Griffith - Murrumbidgee (West)	1	1	0	1	193
Griffith - Murrumbidgee (West)	1	1	1	0	506
Griffith - Murrumbidgee (West)	1	1	1	1	128
Tumut - Tumbarumba					48
Tumut - Tumbarumba	0	0	0	1	241
Tumut - Tumbarumba	0	0	1	0	43
Tumut - Tumbarumba	0	0	1	1	15
Tumut - Tumbarumba	0	1	0	0	256
Tumut - Tumbarumba	0	1	0	1	26
Tumut - Tumbarumba	0	1	1	0	43
Tumut - Tumbarumba	0	1	1	1	5
Tumut - Tumbarumba	1	0	0	1	277
Tumut - Tumbarumba	1	0	1	0	94
Tumut - Tumbarumba	1	0	1	1	62
Tumut - Tumbarumba	1	1	0	0	791
Tumut - Tumbarumba	1	1	0	1	58
Tumut - Tumbarumba	1	1	1	0	137
Tumut - Tumbarumba	1	1	1	1	34
Wagga Wagga					359
Wagga Wagga	0	0	0	1	1371
Wagga Wagga	0	0	1	0	299
Wagga Wagga	0	0	1	1	147
Wagga Wagga	0	1	0	0	1855
Wagga Wagga	0	1	0	1	187
Wagga Wagga	0	1	1	0	305
Wagga Wagga	0	1	1	1	52
Wagga Wagga	1	0	0	1	1749
Wagga Wagga	1	0	1	0	661
Wagga Wagga	1	0	1	1	418
Wagga Wagga	1	1	0	0	5743
Wagga Wagga	1	1	0	1	370
Wagga Wagga	1	1	1	0	1057
Wagga Wagga	1	1	1	1	271
Shoalhaven					383
Shoalhaven	0	0	0	1	1942
Shoalhaven	0	0	1	0	361
Shoalhaven	0	0	1	1	116
Shoalhaven	0	1	0	0	1871
Shoalhaven	0	1	0	1	193
Shoalhaven	0	1	1	0	314
Shoalhaven	0	1	1	1	67
Shoalhaven	1	0	0	1	2107
Shoalhaven	1	0	1	0	648
Shoalhaven	1	0	1	1	372
Shoalhaven	1	1	0	0	5192
Shoalhaven	1	1	0	1	328
Shoalhaven	1	1	1	0	923
Shoalhaven	1	1	1	1	174
Southern Highlands					157
Southern Highlands	0	0	0	1	872
Southern Highlands	0	0	1	0	175
Southern Highlands	0	0	1	1	87
Southern Highlands	0	1	0	0	589
Southern Highlands	0	1	0	1	78
Southern Highlands	0	1	1	0	142
Southern Highlands	0	1	1	1	23
Southern Highlands	1	0	0	1	1055
Southern Highlands	1	0	1	0	474
Southern Highlands	1	0	1	1	248
Southern Highlands	1	1	0	0	3002
Southern Highlands	1	1	0	1	183
Southern Highlands	1	1	1	0	549
Southern Highlands	1	1	1	1	93
Baulkham Hills					337
Baulkham Hills	0	0	0	1	1771
Baulkham Hills	0	0	1	0	647
Baulkham Hills	0	0	1	1	321
Baulkham Hills	0	1	0	0	1190
Baulkham Hills	0	1	0	1	82
Baulkham Hills	0	1	1	0	316
Baulkham Hills	0	1	1	1	41
Baulkham Hills	1	0	0	1	4929
Baulkham Hills	1	0	1	0	3036
Baulkham Hills	1	0	1	1	1771
Baulkham Hills	1	1	0	0	12263
Baulkham Hills	1	1	0	1	360
Baulkham Hills	1	1	1	0	2891
Baulkham Hills	1	1	1	1	297
Dural - Wisemans Ferry					55
Dural - Wisemans Ferry	0	0	0	1	344
Dural - Wisemans Ferry	0	0	1	0	86
Dural - Wisemans Ferry	0	0	1	1	43
Dural - Wisemans Ferry	0	1	0	0	221
Dural - Wisemans Ferry	0	1	0	1	20
Dural - Wisemans Ferry	0	1	1	0	47
Dural - Wisemans Ferry	0	1	1	1	15
Dural - Wisemans Ferry	1	0	0	1	1008
Dural - Wisemans Ferry	1	0	1	0	391
Dural - Wisemans Ferry	1	0	1	1	369
Dural - Wisemans Ferry	1	1	0	0	1577
Dural - Wisemans Ferry	1	1	0	1	101
Dural - Wisemans Ferry	1	1	1	0	496
Dural - Wisemans Ferry	1	1	1	1	109
Hawkesbury					51
Hawkesbury	0	0	0	1	327
Hawkesbury	0	0	1	0	66
Hawkesbury	0	0	1	1	40
Hawkesbury	0	1	0	0	241
Hawkesbury	0	1	0	1	28
Hawkesbury	0	1	1	0	58
Hawkesbury	0	1	1	1	19
Hawkesbury	1	0	0	1	876
Hawkesbury	1	0	1	0	235
Hawkesbury	1	0	1	1	272
Hawkesbury	1	1	0	0	1660
Hawkesbury	1	1	0	1	132
Hawkesbury	1	1	1	0	292
Hawkesbury	1	1	1	1	72
Rouse Hill - McGraths Hill					104
Rouse Hill - McGraths Hill	0	0	0	1	582
Rouse Hill - McGraths Hill	0	0	1	0	156
Rouse Hill - McGraths Hill	0	0	1	1	89
Rouse Hill - McGraths Hill	0	1	0	0	590
Rouse Hill - McGraths Hill	0	1	0	1	44
Rouse Hill - McGraths Hill	0	1	1	0	146
Rouse Hill - McGraths Hill	0	1	1	1	27
Rouse Hill - McGraths Hill	1	0	0	1	1448
Rouse Hill - McGraths Hill	1	0	1	0	807
