SA3_NAME21	Age	persons
Wyong	75-84	12096
Wyong	85+	4781
Bathurst	0-4	2743
Bathurst	5-14	6391
Bathurst	15-19	3169
Bathurst	20-24	3134
Bathurst	25-34	6227
Bathurst	35-44	5738
Bathurst	45-54	6121
Bathurst	55-64	6162
Bathurst	65-74	5343
Bathurst	75-84	2957
Bathurst	85+	1156
Lachlan Valley	0-4	3217
Lachlan Valley	5-14	7227
Lachlan Valley	15-19	3118
Lachlan Valley	20-24	2675
Lachlan Valley	25-34	5763
Lachlan Valley	35-44	5694
Lachlan Valley	45-54	6437
Lachlan Valley	55-64	7563
Lachlan Valley	65-74	6926
Lachlan Valley	75-84	4311
Lachlan Valley	85+	1757
Lithgow - Mudgee	0-4	2548
Lithgow - Mudgee	5-14	6186
Lithgow - Mudgee	15-19	2613
Lithgow - Mudgee	20-24	2149
Lithgow - Mudgee	25-34	5353
Lithgow - Mudgee	35-44	5237
Lithgow - Mudgee	45-54	6090
Lithgow - Mudgee	55-64	6873
Lithgow - Mudgee	65-74	6035
Lithgow - Mudgee	75-84	3604
Lithgow - Mudgee	85+	1178
Orange	0-4	4059
Orange	5-14	9001
Orange	15-19	3796
Orange	20-24	3212
Orange	25-34	7524
Orange	35-44	7452
Orange	45-54	7551
Orange	55-64	7318
Orange	65-74	6343
Orange	75-84	3612
Orange	85+	1414
Clarence Valley	0-4	2544
Clarence Valley	5-14	6018
Clarence Valley	15-19	2715
Clarence Valley	20-24	2356
Clarence Valley	25-34	5158
Clarence Valley	35-44	5351
Clarence Valley	45-54	6459
Clarence Valley	55-64	8325
Clarence Valley	65-74	8287
Clarence Valley	75-84	4693
Clarence Valley	85+	1754
Coffs Harbour	0-4	4629
Coffs Harbour	5-14	11638
Coffs Harbour	15-19	5235
Coffs Harbour	20-24	4012
Coffs Harbour	25-34	9868
Coffs Harbour	35-44	10621
Coffs Harbour	45-54	11650
Coffs Harbour	55-64	12929
Coffs Harbour	65-74	12358
Coffs Harbour	75-84	6806
Coffs Harbour	85+	2720
Bourke - Cobar - Coonamble	0-4	1491
Bourke - Cobar - Coonamble	5-14	2844
Bourke - Cobar - Coonamble	15-19	1209
Bourke - Cobar - Coonamble	20-24	1114
Bourke - Cobar - Coonamble	25-34	2771
Bourke - Cobar - Coonamble	35-44	2273
Bourke - Cobar - Coonamble	45-54	2620
Bourke - Cobar - Coonamble	55-64	3117
Bourke - Cobar - Coonamble	65-74	2353
Bourke - Cobar - Coonamble	75-84	1362
Bourke - Cobar - Coonamble	85+	451
Broken Hill and Far West	0-4	1094
Broken Hill and Far West	5-14	2321
Broken Hill and Far West	15-19	1105
Broken Hill and Far West	20-24	1011
Broken Hill and Far West	25-34	2451
Broken Hill and Far West	35-44	2139
Broken Hill and Far West	45-54	2321
Broken Hill and Far West	55-64	2889
Broken Hill and Far West	65-74	2510
Broken Hill and Far West	75-84	1405
Broken Hill and Far West	85+	618
Dubbo	0-4	5009
Dubbo	5-14	10132
Dubbo	15-19	4228
Dubbo	20-24	3849
Dubbo	25-34	10267
Dubbo	35-44	8568
Dubbo	45-54	8515
Dubbo	55-64	9219
Dubbo	65-74	7765
Dubbo	75-84	4733
Dubbo	85+	1794
Lower Hunter	0-4	6309
Lower Hunter	5-14	13383
Lower Hunter	15-19	6037
Lower Hunter	20-24	5789
Lower Hunter	25-34	13192
Lower Hunter	35-44	12058
Lower Hunter	45-54	12364
Lower Hunter	55-64	12270
Lower Hunter	65-74	10008
Lower Hunter	75-84	4808
Lower Hunter	85+	1710
Maitland	0-4	6010
Maitland	5-14	12581
Maitland	15-19	5332
Maitland	20-24	5291
Maitland	25-34	12511
Maitland	35-44	11711
Maitland	45-54	10592
Maitland	55-64	9515
Maitland	65-74	7868
Maitland	75-84	4163
Maitland	85+	1452
Port Stephens	0-4	3476
Port Stephens	5-14	9032
Port Stephens	15-19	4341
Port Stephens	20-24	3549
Port Stephens	25-34	6854
Port Stephens	35-44	7634
Port Stephens	45-54	9372
Port Stephens	55-64	11303
Port Stephens	65-74	11681
Port Stephens	75-84	7066
Port Stephens	85+	2101
Upper Hunter	0-4	1785
Upper Hunter	5-14	4323
Upper Hunter	15-19	1876
Upper Hunter	20-24	1547
Upper Hunter	25-34	3964
Upper Hunter	35-44	3823
Upper Hunter	45-54	3900
Upper Hunter	55-64	3914
Upper Hunter	65-74	3104
Upper Hunter	75-84	1690
Upper Hunter	85+	659
Dapto - Port Kembla	0-4	4954
Dapto - Port Kembla	5-14	10225
Dapto - Port Kembla	15-19	4840
Dapto - Port Kembla	20-24	4757
Dapto - Port Kembla	25-34	9956
Dapto - Port Kembla	35-44	9897
Dapto - Port Kembla	45-54	9843
Dapto - Port Kembla	55-64	9835
Dapto - Port Kembla	65-74	8003
Dapto - Port Kembla	75-84	5256
Dapto - Port Kembla	85+	2249
Kiama - Shellharbour	0-4	5743
Kiama - Shellharbour	5-14	12662
Kiama - Shellharbour	15-19	6090
Kiama - Shellharbour	20-24	5548
Kiama - Shellharbour	25-34	11578
Kiama - Shellharbour	35-44	11815
Kiama - Shellharbour	45-54	12433
Kiama - Shellharbour	55-64	13081
Kiama - Shellharbour	65-74	11401
Kiama - Shellharbour	75-84	6432
Kiama - Shellharbour	85+	2471
Wollongong	0-4	7132
Wollongong	5-14	15398
Wollongong	15-19	8196
Wollongong	20-24	11024
Wollongong	25-34	18467
Wollongong	35-44	16854
Wollongong	45-54	16993
Wollongong	55-64	16232
Wollongong	65-74	12909
Wollongong	75-84	8052
Wollongong	85+	3503
Great Lakes	0-4	1202
Great Lakes	5-14	3243
Great Lakes	15-19	1509
Great Lakes	20-24	1078
Great Lakes	25-34	2385
Great Lakes	35-44	2854
Great Lakes	45-54	3760
Great Lakes	55-64	5343
Great Lakes	65-74	6366
Great Lakes	75-84	3967
Great Lakes	85+	1599
Kempsey - Nambucca	0-4	2533
Kempsey - Nambucca	5-14	5766
Kempsey - Nambucca	15-19	2780
Kempsey - Nambucca	20-24	2153
Kempsey - Nambucca	25-34	4738
Kempsey - Nambucca	35-44	4852
Kempsey - Nambucca	45-54	5892
Kempsey - Nambucca	55-64	8243
Kempsey - Nambucca	65-74	8231
Kempsey - Nambucca	75-84	4399
Kempsey - Nambucca	85+	1579
Lord Howe Island	0-4	24
Lord Howe Island	5-14	52
Lord Howe Island	15-19	4
Lord Howe Island	20-24	6
Lord Howe Island	25-34	64
Lord Howe Island	35-44	69
Lord Howe Island	45-54	43
Lord Howe Island	55-64	82
Lord Howe Island	65-74	56
Lord Howe Island	75-84	38
Lord Howe Island	85+	15
Port Macquarie	0-4	3849
Port Macquarie	5-14	10013
Port Macquarie	15-19	4938
Port Macquarie	20-24	3865
Port Macquarie	25-34	7637
Port Macquarie	35-44	8655
Port Macquarie	45-54	10452
Port Macquarie	55-64	12081
Port Macquarie	65-74	13190
Port Macquarie	75-84	8692
Port Macquarie	85+	3414
Taree - Gloucester	0-4	2587
Taree - Gloucester	5-14	6577
Taree - Gloucester	15-19	2978
Taree - Gloucester	20-24	2254
Taree - Gloucester	25-34	4950
Taree - Gloucester	35-44	5203
Taree - Gloucester	45-54	6659
Taree - Gloucester	55-64	9040
Taree - Gloucester	65-74	9693
Taree - Gloucester	75-84	5477
Taree - Gloucester	85+	1926
Albury	0-4	4207
Albury	5-14	8565
Albury	15-19	4132
Albury	20-24	3896
Albury	25-34	8236
Albury	35-44	8100
Albury	45-54	8069
Albury	55-64	8468
Albury	65-74	7487
Albury	75-84	4274
Albury	85+	1611
Lower Murray	0-4	819
Lower Murray	5-14	1601
Lower Murray	15-19	706
Lower Murray	20-24	659
Lower Murray	25-34	1475
Lower Murray	35-44	1369
Lower Murray	45-54	1667
Lower Murray	55-64	2010
Lower Murray	65-74	1606
Lower Murray	75-84	860
Lower Murray	85+	288
Upper Murray exc. Albury	0-4	2112
Upper Murray exc. Albury	5-14	4988
Upper Murray exc. Albury	15-19	2253
Upper Murray exc. Albury	20-24	1672
Upper Murray exc. Albury	25-34	3976
Upper Murray exc. Albury	35-44	4106
Upper Murray exc. Albury	45-54	5078
Upper Murray exc. Albury	55-64	6542
Upper Murray exc. Albury	65-74	7063
Upper Murray exc. Albury	75-84	4148
Upper Murray exc. Albury	85+	1514
Armidale	0-4	2002
Armidale	5-14	4705
Armidale	15-19	2800
Armidale	20-24	2672
Armidale	25-34	4518
Armidale	35-44	3993
Armidale	45-54	4301
Armidale	55-64	4900
Armidale	65-74	4141
Armidale	75-84	2610
Armidale	85+	897
Inverell - Tenterfield	0-4	1902
Inverell - Tenterfield	5-14	4705
Inverell - Tenterfield	15-19	2158
Inverell - Tenterfield	20-24	1698
Inverell - Tenterfield	25-34	3694
Inverell - Tenterfield	35-44	3746
Inverell - Tenterfield	45-54	4723
Inverell - Tenterfield	55-64	5768
Inverell - Tenterfield	65-74	5731
Inverell - Tenterfield	75-84	3436
Inverell - Tenterfield	85+	1176
Moree - Narrabri	0-4	1550
Moree - Narrabri	5-14	3519
Moree - Narrabri	15-19	1327
Moree - Narrabri	20-24	1443
Moree - Narrabri	25-34	3175
Moree - Narrabri	35-44	2839
Moree - Narrabri	45-54	3066
Moree - Narrabri	55-64	3474
Moree - Narrabri	65-74	2482
Moree - Narrabri	75-84	1386
Moree - Narrabri	85+	457
Tamworth - Gunnedah	0-4	5229
Tamworth - Gunnedah	5-14	11893
Tamworth - Gunnedah	15-19	5271
Tamworth - Gunnedah	20-24	4401
Tamworth - Gunnedah	25-34	10560
Tamworth - Gunnedah	35-44	9762
Tamworth - Gunnedah	45-54	9937
Tamworth - Gunnedah	55-64	10440
Tamworth - Gunnedah	65-74	9223
Tamworth - Gunnedah	75-84	5713
Tamworth - Gunnedah	85+	2144
Lake Macquarie - East	0-4	6869
Lake Macquarie - East	5-14	16052
Lake Macquarie - East	15-19	7361
Lake Macquarie - East	20-24	6816
Lake Macquarie - East	25-34	13956
Lake Macquarie - East	35-44	15650
Lake Macquarie - East	45-54	16282
Lake Macquarie - East	55-64	16266
Lake Macquarie - East	65-74	14591
Lake Macquarie - East	75-84	9036
Lake Macquarie - East	85+	3617
Lake Macquarie - West	0-4	4946
Lake Macquarie - West	5-14	10348
Lake Macquarie - West	15-19	4837
Lake Macquarie - West	20-24	4726
Lake Macquarie - West	25-34	10014
Lake Macquarie - West	35-44	9773
Lake Macquarie - West	45-54	10181
Lake Macquarie - West	55-64	10800
Lake Macquarie - West	65-74	10368
Lake Macquarie - West	75-84	6413
Lake Macquarie - West	85+	2625
Newcastle	0-4	9431
Newcastle	5-14	19980
Newcastle	15-19	10265
Newcastle	20-24	14866
Newcastle	25-34	28022
Newcastle	35-44	23119
Newcastle	45-54	21725
Newcastle	55-64	20370
Newcastle	65-74	16713
Newcastle	75-84	9872
Newcastle	85+	4635
Richmond Valley - Coastal	0-4	4178
Richmond Valley - Coastal	5-14	10012
Richmond Valley - Coastal	15-19	4398
Richmond Valley - Coastal	20-24	3589
Richmond Valley - Coastal	25-34	9561
Richmond Valley - Coastal	35-44	10956
Richmond Valley - Coastal	45-54	11801
Richmond Valley - Coastal	55-64	12569
Richmond Valley - Coastal	65-74	12094
Richmond Valley - Coastal	75-84	6029
Richmond Valley - Coastal	85+	2598
Richmond Valley - Hinterland	0-4	3462
Richmond Valley - Hinterland	5-14	9088
Richmond Valley - Hinterland	15-19	4226
Richmond Valley - Hinterland	20-24	3587
Richmond Valley - Hinterland	25-34	7335
Richmond Valley - Hinterland	35-44	7875
Richmond Valley - Hinterland	45-54	9265
Richmond Valley - Hinterland	55-64	10913
Richmond Valley - Hinterland	65-74	9529
Richmond Valley - Hinterland	75-84	4723
Richmond Valley - Hinterland	85+	1893
Tweed Valley	0-4	4623
Tweed Valley	5-14	11460
Tweed Valley	15-19	5118
Tweed Valley	20-24	4096
Tweed Valley	25-34	8868
Tweed Valley	35-44	11161
Tweed Valley	45-54	12115
Tweed Valley	55-64	14018
Tweed Valley	65-74	13616
Tweed Valley	75-84	8467
Tweed Valley	85+	3844
Griffith - Murrumbidgee (West)	0-4	3107
Griffith - Murrumbidgee (West)	5-14	6709
Griffith - Murrumbidgee (West)	15-19	3205
Griffith - Murrumbidgee (West)	20-24	2728
Griffith - Murrumbidgee (West)	25-34	6694
Griffith - Murrumbidgee (West)	35-44	5889
Griffith - Murrumbidgee (West)	45-54	6178
Griffith - Murrumbidgee (West)	55-64	6275
Griffith - Murrumbidgee (West)	65-74	4660
Griffith - Murrumbidgee (West)	75-84	2832
Griffith - Murrumbidgee (West)	85+	1286
Tumut - Tumbarumba	0-4	827
Tumut - Tumbarumba	5-14	1920
Tumut - Tumbarumba	15-19	822
Tumut - Tumbarumba	20-24	659
Tumut - Tumbarumba	25-34	1469
Tumut - Tumbarumba	35-44	1689
Tumut - Tumbarumba	45-54	1845
Tumut - Tumbarumba	55-64	2223
Tumut - Tumbarumba	65-74	1919
Tumut - Tumbarumba	75-84	1150
Tumut - Tumbarumba	85+	398
Wagga Wagga	0-4	6279
Wagga Wagga	5-14	13151
Wagga Wagga	15-19	6430
Wagga Wagga	20-24	6641
Wagga Wagga	25-34	12801
Wagga Wagga	35-44	11477
Wagga Wagga	45-54	11324
Wagga Wagga	55-64	11928
Wagga Wagga	65-74	10453
Wagga Wagga	75-84	6117
Wagga Wagga	85+	2566
Shoalhaven	0-4	5437
Shoalhaven	5-14	11876
Shoalhaven	15-19	5453
Shoalhaven	20-24	4747
Shoalhaven	25-34	11007
Shoalhaven	35-44	11112
Shoalhaven	45-54	12278
Shoalhaven	55-64	16036
Shoalhaven	65-74	17051
Shoalhaven	75-84	9819
Shoalhaven	85+	3504
Southern Highlands	0-4	2561
Southern Highlands	5-14	6226
Southern Highlands	15-19	2961
Southern Highlands	20-24	2144
Southern Highlands	25-34	4741
Southern Highlands	35-44	5335
Southern Highlands	45-54	6739
Southern Highlands	55-64	7240
Southern Highlands	65-74	7792
Southern Highlands	75-84	5175
Southern Highlands	85+	1765
Baulkham Hills	0-4	7436
Baulkham Hills	5-14	22773
Baulkham Hills	15-19	10517
Baulkham Hills	20-24	9121
Baulkham Hills	25-34	13800
Baulkham Hills	35-44	23147
Baulkham Hills	45-54	21822
Baulkham Hills	55-64	18612
Baulkham Hills	65-74	15426
Baulkham Hills	75-84	8512
Baulkham Hills	85+	3603
Dural - Wisemans Ferry	0-4	1178
Dural - Wisemans Ferry	5-14	3816
Dural - Wisemans Ferry	15-19	2124
Dural - Wisemans Ferry	20-24	1701
Dural - Wisemans Ferry	25-34	2239
Dural - Wisemans Ferry	35-44	2925
Dural - Wisemans Ferry	45-54	4291
Dural - Wisemans Ferry	55-64	3894
Dural - Wisemans Ferry	65-74	3071
Dural - Wisemans Ferry	75-84	1945
Dural - Wisemans Ferry	85+	729
Hawkesbury	0-4	1455
Hawkesbury	5-14	3279
Hawkesbury	15-19	1719
Hawkesbury	20-24	1514
Hawkesbury	25-34	2781
Hawkesbury	35-44	2830
Hawkesbury	45-54	3753
Hawkesbury	55-64	3650
Hawkesbury	65-74	2518
Hawkesbury	75-84	1193
Hawkesbury	85+	307
Rouse Hill - McGraths Hill	0-4	4406
Rouse Hill - McGraths Hill	5-14	9623
Rouse Hill - McGraths Hill	15-19	3917
Rouse Hill - McGraths Hill	20-24	3356
Rouse Hill - McGraths Hill	25-34	7062
Rouse Hill - McGraths Hill	35-44	10322
Rouse Hill - McGraths Hill	45-54	7894
Rouse Hill - McGraths Hill	55-64	4983
Rouse Hill - McGraths Hill	65-74	3267
Rouse Hill - McGraths Hill	75-84	1470
Rouse Hill - McGraths Hill	85+	389
Blacktown	0-4	9647
Blacktown	5-14	18303
Blacktown	15-19	7922
Blacktown	20-24	10042
Blacktown	25-34	22535
Blacktown	35-44	22493
Blacktown	45-54	16835
Blacktown	55-64	15037
Blacktown	65-74	11781
Blacktown	75-84	5792
Blacktown	85+	2220
Blacktown - North	0-4	11923
Blacktown - North	5-14	24045
Blacktown - North	15-19	8575
Blacktown - North	20-24	8428
Blacktown - North	25-34	21381
Blacktown - North	35-44	29706
Blacktown - North	45-54	17173
Blacktown - North	55-64	10885
Blacktown - North	65-74	7138
Blacktown - North	75-84	2801
Blacktown - North	85+	727
Mount Druitt	0-4	8729
Mount Druitt	5-14	18437
Mount Druitt	15-19	8010
Mount Druitt	20-24	8213
Mount Druitt	25-34	16308
Mount Druitt	35-44	16127
Mount Druitt	45-54	13940
Mount Druitt	55-64	12177
Mount Druitt	65-74	8326
Mount Druitt	75-84	3950
Mount Druitt	85+	1395
Botany	0-4	3419
Botany	5-14	5461
Botany	15-19	2608
Botany	20-24	5368
Botany	25-34	13753
Botany	35-44	9023
Botany	45-54	6713
Botany	55-64	5287
Botany	65-74	3857
Botany	75-84	2435
Botany	85+	844
Marrickville - Sydenham - Petersham	0-4	2520
Marrickville - Sydenham - Petersham	5-14	4744
Marrickville - Sydenham - Petersham	15-19	2093
Marrickville - Sydenham - Petersham	20-24	3594
Marrickville - Sydenham - Petersham	25-34	12192
Marrickville - Sydenham - Petersham	35-44	9449
Marrickville - Sydenham - Petersham	45-54	7633
Marrickville - Sydenham - Petersham	55-64	5489
Marrickville - Sydenham - Petersham	65-74	3798
Marrickville - Sydenham - Petersham	75-84	2296
Marrickville - Sydenham - Petersham	85+	958
Sydney Inner City	0-4	7658
Sydney Inner City	5-14	9016
Sydney Inner City	15-19	5464
Sydney Inner City	20-24	22192
Sydney Inner City	25-34	69874
Sydney Inner City	35-44	40690
Sydney Inner City	45-54	23759
Sydney Inner City	55-64	18517
Sydney Inner City	65-74	12566
Sydney Inner City	75-84	5990
Sydney Inner City	85+	2059
Eastern Suburbs - North	0-4	6429
Eastern Suburbs - North	5-14	12922
Eastern Suburbs - North	15-19	5768
Eastern Suburbs - North	20-24	6578
Eastern Suburbs - North	25-34	25763
Eastern Suburbs - North	35-44	19641
Eastern Suburbs - North	45-54	16564
Eastern Suburbs - North	55-64	12806
Eastern Suburbs - North	65-74	10595
Eastern Suburbs - North	75-84	6941
Eastern Suburbs - North	85+	3169
Eastern Suburbs - South	0-4	6832
Eastern Suburbs - South	5-14	13834
Eastern Suburbs - South	15-19	6677
Eastern Suburbs - South	20-24	9497
Eastern Suburbs - South	25-34	24573
Eastern Suburbs - South	35-44	20345
Eastern Suburbs - South	45-54	17462
Eastern Suburbs - South	55-64	14078
Eastern Suburbs - South	65-74	10662
Eastern Suburbs - South	75-84	6904
Eastern Suburbs - South	85+	3371
Bankstown	0-4	12994
Bankstown	5-14	26303
Bankstown	15-19	12385
Bankstown	20-24	12566
Bankstown	25-34	25748
Bankstown	35-44	24733
Bankstown	45-54	22470
Bankstown	55-64	21148
Bankstown	65-74	15133
Bankstown	75-84	8555
Bankstown	85+	4204
Canterbury	0-4	9078
Canterbury	5-14	17173
Canterbury	15-19	7711
Canterbury	20-24	9654
Canterbury	25-34	22847
Canterbury	35-44	20265
Canterbury	45-54	17935
Canterbury	55-64	15525
Canterbury	65-74	10845
Canterbury	75-84	6904
Canterbury	85+	3146
Hurstville	0-4	6550
Hurstville	5-14	14428
Hurstville	15-19	6978
Hurstville	20-24	10086
Hurstville	25-34	20122
Hurstville	35-44	17504
Hurstville	45-54	16367
Hurstville	55-64	16396
Hurstville	65-74	12476
Hurstville	75-84	7320
Hurstville	85+	3652
Kogarah - Rockdale	0-4	8139
Kogarah - Rockdale	5-14	14116
Kogarah - Rockdale	15-19	6598
Kogarah - Rockdale	20-24	10424
Kogarah - Rockdale	25-34	27756
Kogarah - Rockdale	35-44	21936
Kogarah - Rockdale	45-54	17552
Kogarah - Rockdale	55-64	15671
Kogarah - Rockdale	65-74	12090
Kogarah - Rockdale	75-84	7835
Kogarah - Rockdale	85+	3801
Canada Bay	0-4	4758
Canada Bay	5-14	9170
Canada Bay	15-19	4056
Canada Bay	20-24	4740
Canada Bay	25-34	13918
Canada Bay	35-44	13357
Canada Bay	45-54	11596
Canada Bay	55-64	10156
Canada Bay	65-74	8028
Canada Bay	75-84	4718
Canada Bay	85+	2206
Leichhardt	0-4	3421
Leichhardt	5-14	6589
Leichhardt	15-19	2462
Leichhardt	20-24	2555
Leichhardt	25-34	8025
Leichhardt	35-44	9681
Leichhardt	45-54	8959
Leichhardt	55-64	6508
Leichhardt	65-74	5001
Leichhardt	75-84	2373
Leichhardt	85+	827
Strathfield - Burwood - Ashfield	0-4	7409
Strathfield - Burwood - Ashfield	5-14	14441
Strathfield - Burwood - Ashfield	15-19	7006
Strathfield - Burwood - Ashfield	20-24	15170
Strathfield - Burwood - Ashfield	25-34	35218
Strathfield - Burwood - Ashfield	35-44	23438
Strathfield - Burwood - Ashfield	45-54	18782
Strathfield - Burwood - Ashfield	55-64	16938
Strathfield - Burwood - Ashfield	65-74	11976
Strathfield - Burwood - Ashfield	75-84	7317
Strathfield - Burwood - Ashfield	85+	3968
Chatswood - Lane Cove	0-4	6499
Chatswood - Lane Cove	5-14	15214
Chatswood - Lane Cove	15-19	6233
Chatswood - Lane Cove	20-24	6054
Chatswood - Lane Cove	25-34	16714
Chatswood - Lane Cove	35-44	20266
Chatswood - Lane Cove	45-54	16302
Chatswood - Lane Cove	55-64	12293
Chatswood - Lane Cove	65-74	9709
Chatswood - Lane Cove	75-84	5474
Chatswood - Lane Cove	85+	2698
Hornsby	0-4	5073
Hornsby	5-14	12140
Hornsby	15-19	5173
Hornsby	20-24	4715
Hornsby	25-34	9608
Hornsby	35-44	14347
Hornsby	45-54	12630
Hornsby	55-64	9934
Hornsby	65-74	7551
Hornsby	75-84	4421
Hornsby	85+	1864
Ku-ring-gai	0-4	5606
Ku-ring-gai	5-14	18599
Ku-ring-gai	15-19	9140
Ku-ring-gai	20-24	6980
Ku-ring-gai	25-34	9353
Ku-ring-gai	35-44	16477
Ku-ring-gai	45-54	18869
Ku-ring-gai	55-64	15276
Ku-ring-gai	65-74	11737
Ku-ring-gai	75-84	8166
Ku-ring-gai	85+	4145
North Sydney - Mosman	0-4	4507
North Sydney - Mosman	5-14	8560
North Sydney - Mosman	15-19	3736
North Sydney - Mosman	20-24	4557
North Sydney - Mosman	25-34	16661
North Sydney - Mosman	35-44	15371
North Sydney - Mosman	45-54	12805
North Sydney - Mosman	55-64	11013
North Sydney - Mosman	65-74	9397
North Sydney - Mosman	75-84	6039
North Sydney - Mosman	85+	2136
Manly	0-4	2398
Manly	5-14	5325
Manly	15-19	2401
Manly	20-24	2029
Manly	25-34	6026
Manly	35-44	6425
Manly	45-54	6487
Manly	55-64	5325
Manly	65-74	3560
Manly	75-84	2303
Manly	85+	891
Pittwater	0-4	3050
Pittwater	5-14	8395
Pittwater	15-19	4108
Pittwater	20-24	3182
Pittwater	25-34	4876
Pittwater	35-44	7057
Pittwater	45-54	9358
Pittwater	55-64	9157
Pittwater	65-74	7609
Pittwater	75-84	4831
Pittwater	85+	1863
Warringah	0-4	8724
Warringah	5-14	20846
Warringah	15-19	9749
Warringah	20-24	8530
Warringah	25-34	17982
Warringah	35-44	22020
Warringah	45-54	24156
Warringah	55-64	17999
Warringah	65-74	13055
Warringah	75-84	9359
Warringah	85+	4481
Camden	0-4	5725
Camden	5-14	11713
Camden	15-19	5175
Camden	20-24	4508
Camden	25-34	9849
Camden	35-44	10670
Camden	45-54	10054
Camden	55-64	7249
Camden	65-74	5112
Camden	75-84	2539
Camden	85+	991
Campbelltown (NSW)	0-4	13129
Campbelltown (NSW)	5-14	25872
Campbelltown (NSW)	15-19	11009
Campbelltown (NSW)	20-24	11393
Campbelltown (NSW)	25-34	25802
Campbelltown (NSW)	35-44	26836
Campbelltown (NSW)	45-54	20477
Campbelltown (NSW)	55-64	19675
Campbelltown (NSW)	65-74	14951
Campbelltown (NSW)	75-84	6762
Campbelltown (NSW)	85+	1982
Wollondilly	0-4	3202
Wollondilly	5-14	6708
Wollondilly	15-19	3117
Wollondilly	20-24	2656
Wollondilly	25-34	5551
Wollondilly	35-44	5791
Wollondilly	45-54	6162
Wollondilly	55-64	5326
Wollondilly	65-74	4402
Wollondilly	75-84	2220
Wollondilly	85+	708
Blue Mountains	0-4	3878
Blue Mountains	5-14	9733
Blue Mountains	15-19	4663
Blue Mountains	20-24	3425
Blue Mountains	25-34	7117
Blue Mountains	35-44	9569
Blue Mountains	45-54	10929
Blue Mountains	55-64	11161
Blue Mountains	65-74	10477
Blue Mountains	75-84	5237
Blue Mountains	85+	1757
Blue Mountains - South	65-74	3
Penrith	0-4	11670
Penrith	5-14	22556
Penrith	15-19	9930
Penrith	20-24	10883
Penrith	25-34	24116
Penrith	35-44	23596
Penrith	45-54	19703
Penrith	55-64	16246
Penrith	65-74	12497
Penrith	75-84	6092
Penrith	85+	2024
Richmond - Windsor	0-4	2341
Richmond - Windsor	5-14	4547
Richmond - Windsor	15-19	2309
Richmond - Windsor	20-24	2544
Richmond - Windsor	25-34	5959
Richmond - Windsor	35-44	4701
Richmond - Windsor	45-54	4773
Richmond - Windsor	55-64	4502
Richmond - Windsor	65-74	3401
Richmond - Windsor	75-84	2096
Richmond - Windsor	85+	829
St Marys	0-4	4124
St Marys	5-14	7934
St Marys	15-19	3519
St Marys	20-24	3733
St Marys	25-34	8619
St Marys	35-44	7880
St Marys	45-54	6902
St Marys	55-64	6849
St Marys	65-74	4675
St Marys	75-84	1933
St Marys	85+	628
Auburn	0-4	6418
Auburn	5-14	10101
Auburn	15-19	4236
Auburn	20-24	9499
Auburn	25-34	25621
Auburn	35-44	16446
Auburn	45-54	11038
Auburn	55-64	9968
Auburn	65-74	6306
Auburn	75-84	2821
Auburn	85+	1092
Carlingford	0-4	4279
Carlingford	5-14	10220
Carlingford	15-19	4153
Carlingford	20-24	4357
