SA3_NAME16	Age	MaxSchoolingCompleted	Sex	adults
Lower Hunter	15-19		F	141
Lower Hunter	15-19		M	206
Lower Hunter	15-19	Did not go to school	F	6
Lower Hunter	15-19	Did not go to school	M	4
Lower Hunter	15-19	Year 8 or below	F	23
Lower Hunter	15-19	Year 8 or below	M	27
Lower Hunter	15-19	Year 9	F	86
Lower Hunter	15-19	Year 9	M	119
Lower Hunter	15-19	Year 10	F	404
Lower Hunter	15-19	Year 10	M	535
Lower Hunter	15-19	Year 11	F	214
Lower Hunter	15-19	Year 11	M	298
Lower Hunter	15-19	Year 12	F	540
Lower Hunter	15-19	Year 12	M	558
Lower Hunter	20-24		F	151
Lower Hunter	20-24		M	350
Lower Hunter	20-24	Did not go to school	F	7
Lower Hunter	20-24	Did not go to school	M	4
Lower Hunter	20-24	Year 8 or below	F	11
Lower Hunter	20-24	Year 8 or below	M	36
Lower Hunter	20-24	Year 9	F	70
Lower Hunter	20-24	Year 9	M	119
Lower Hunter	20-24	Year 10	F	494
Lower Hunter	20-24	Year 10	M	605
Lower Hunter	20-24	Year 11	F	335
Lower Hunter	20-24	Year 11	M	410
Lower Hunter	20-24	Year 12	F	1648
Lower Hunter	20-24	Year 12	M	1555
Lower Hunter	25-34		F	315
Lower Hunter	25-34		M	826
Lower Hunter	25-34	Did not go to school	F	7
Lower Hunter	25-34	Did not go to school	M	21
Lower Hunter	25-34	Year 8 or below	F	59
Lower Hunter	25-34	Year 8 or below	M	79
Lower Hunter	25-34	Year 9	F	230
Lower Hunter	25-34	Year 9	M	253
Lower Hunter	25-34	Year 10	F	1648
Lower Hunter	25-34	Year 10	M	2033
Lower Hunter	25-34	Year 11	F	634
Lower Hunter	25-34	Year 11	M	716
Lower Hunter	25-34	Year 12	F	3621
Lower Hunter	25-34	Year 12	M	2743
Lower Hunter	35-44		F	277
Lower Hunter	35-44		M	726
Lower Hunter	35-44	Did not go to school	F	17
Lower Hunter	35-44	Did not go to school	M	15
Lower Hunter	35-44	Year 8 or below	F	45
Lower Hunter	35-44	Year 8 or below	M	90
Lower Hunter	35-44	Year 9	F	237
Lower Hunter	35-44	Year 9	M	279
Lower Hunter	35-44	Year 10	F	1495
Lower Hunter	35-44	Year 10	M	1983
Lower Hunter	35-44	Year 11	F	584
Lower Hunter	35-44	Year 11	M	635
Lower Hunter	35-44	Year 12	F	3317
Lower Hunter	35-44	Year 12	M	2359
Lower Hunter	45-54		F	290
Lower Hunter	45-54		M	584
Lower Hunter	45-54	Did not go to school	F	11
Lower Hunter	45-54	Did not go to school	M	16
Lower Hunter	45-54	Year 8 or below	F	96
Lower Hunter	45-54	Year 8 or below	M	136
Lower Hunter	45-54	Year 9	F	400
Lower Hunter	45-54	Year 9	M	453
Lower Hunter	45-54	Year 10	F	2509
Lower Hunter	45-54	Year 10	M	2797
Lower Hunter	45-54	Year 11	F	460
Lower Hunter	45-54	Year 11	M	436
Lower Hunter	45-54	Year 12	F	2411
Lower Hunter	45-54	Year 12	M	1766
Lower Hunter	55-64		F	279
Lower Hunter	55-64		M	486
Lower Hunter	55-64	Did not go to school	F	22
Lower Hunter	55-64	Did not go to school	M	36
Lower Hunter	55-64	Year 8 or below	F	281
Lower Hunter	55-64	Year 8 or below	M	311
Lower Hunter	55-64	Year 9	F	743
Lower Hunter	55-64	Year 9	M	677
Lower Hunter	55-64	Year 10	F	2828
Lower Hunter	55-64	Year 10	M	3059
Lower Hunter	55-64	Year 11	F	340
Lower Hunter	55-64	Year 11	M	290
Lower Hunter	55-64	Year 12	F	1628
Lower Hunter	55-64	Year 12	M	1292
Lower Hunter	65-74		F	331
Lower Hunter	65-74		M	409
Lower Hunter	65-74	Did not go to school	F	14
Lower Hunter	65-74	Did not go to school	M	24
Lower Hunter	65-74	Year 8 or below	F	513
Lower Hunter	65-74	Year 8 or below	M	563
Lower Hunter	65-74	Year 9	F	975
Lower Hunter	65-74	Year 9	M	786
Lower Hunter	65-74	Year 10	F	1904
Lower Hunter	65-74	Year 10	M	1799
Lower Hunter	65-74	Year 11	F	173
Lower Hunter	65-74	Year 11	M	195
Lower Hunter	65-74	Year 12	F	1048
Lower Hunter	65-74	Year 12	M	1256
Lower Hunter	75-84		F	287
Lower Hunter	75-84		M	298
Lower Hunter	75-84	Did not go to school	F	16
Lower Hunter	75-84	Did not go to school	M	21
Lower Hunter	75-84	Year 8 or below	F	292
Lower Hunter	75-84	Year 8 or below	M	363
Lower Hunter	75-84	Year 9	F	487
Lower Hunter	75-84	Year 9	M	446
Lower Hunter	75-84	Year 10	F	901
Lower Hunter	75-84	Year 10	M	723
Lower Hunter	75-84	Year 11	F	74
Lower Hunter	75-84	Year 11	M	94
Lower Hunter	75-84	Year 12	F	372
Lower Hunter	75-84	Year 12	M	431
Lower Hunter	85+		F	197
Lower Hunter	85+		M	89
Lower Hunter	85+	Did not go to school	F	8
Lower Hunter	85+	Did not go to school	M	6
Lower Hunter	85+	Year 8 or below	F	243
Lower Hunter	85+	Year 8 or below	M	171
Lower Hunter	85+	Year 9	F	229
Lower Hunter	85+	Year 9	M	120
Lower Hunter	85+	Year 10	F	286
Lower Hunter	85+	Year 10	M	151
Lower Hunter	85+	Year 11	F	20
Lower Hunter	85+	Year 11	M	21
Lower Hunter	85+	Year 12	F	100
Lower Hunter	85+	Year 12	M	79
Maitland	15-19		F	83
Maitland	15-19		M	98
Maitland	15-19	Year 8 or below	F	11
Maitland	15-19	Year 8 or below	M	15
Maitland	15-19	Year 9	F	68
Maitland	15-19	Year 9	M	74
Maitland	15-19	Year 10	F	318
Maitland	15-19	Year 10	M	376
Maitland	15-19	Year 11	F	161
Maitland	15-19	Year 11	M	256
Maitland	15-19	Year 12	F	534
Maitland	15-19	Year 12	M	481
Maitland	20-24		F	105
Maitland	20-24		M	102
Maitland	20-24	Did not go to school	M	8
Maitland	20-24	Year 8 or below	F	17
Maitland	20-24	Year 8 or below	M	19
Maitland	20-24	Year 9	F	47
Maitland	20-24	Year 9	M	77
Maitland	20-24	Year 10	F	427
Maitland	20-24	Year 10	M	523
Maitland	20-24	Year 11	F	292
Maitland	20-24	Year 11	M	322
Maitland	20-24	Year 12	F	1772
Maitland	20-24	Year 12	M	1583
Maitland	25-34		F	243
Maitland	25-34		M	310
Maitland	25-34	Did not go to school	F	13
Maitland	25-34	Did not go to school	M	15
Maitland	25-34	Year 8 or below	F	47
Maitland	25-34	Year 8 or below	M	54
Maitland	25-34	Year 9	F	183
Maitland	25-34	Year 9	M	175
Maitland	25-34	Year 10	F	1293
Maitland	25-34	Year 10	M	1556
Maitland	25-34	Year 11	F	491
Maitland	25-34	Year 11	M	610
Maitland	25-34	Year 12	F	4196
Maitland	25-34	Year 12	M	3327
Maitland	35-44		F	234
Maitland	35-44		M	261
Maitland	35-44	Did not go to school	F	8
Maitland	35-44	Did not go to school	M	20
Maitland	35-44	Year 8 or below	F	38
Maitland	35-44	Year 8 or below	M	61
Maitland	35-44	Year 9	F	164
Maitland	35-44	Year 9	M	204
Maitland	35-44	Year 10	F	1209
Maitland	35-44	Year 10	M	1515
Maitland	35-44	Year 11	F	472
Maitland	35-44	Year 11	M	544
Maitland	35-44	Year 12	F	3870
Maitland	35-44	Year 12	M	3101
Maitland	45-54		F	165
Maitland	45-54		M	195
Maitland	45-54	Did not go to school	F	17
Maitland	45-54	Did not go to school	M	26
Maitland	45-54	Year 8 or below	F	75
Maitland	45-54	Year 8 or below	M	122
Maitland	45-54	Year 9	F	316
Maitland	45-54	Year 9	M	257
Maitland	45-54	Year 10	F	1881
Maitland	45-54	Year 10	M	1993
Maitland	45-54	Year 11	F	387
Maitland	45-54	Year 11	M	387
Maitland	45-54	Year 12	F	2660
Maitland	45-54	Year 12	M	2115
Maitland	55-64		F	189
Maitland	55-64		M	201
Maitland	55-64	Did not go to school	F	19
Maitland	55-64	Did not go to school	M	27
Maitland	55-64	Year 8 or below	F	195
Maitland	55-64	Year 8 or below	M	185
Maitland	55-64	Year 9	F	447
Maitland	55-64	Year 9	M	405
Maitland	55-64	Year 10	F	2337
Maitland	55-64	Year 10	M	2214
Maitland	55-64	Year 11	F	248
Maitland	55-64	Year 11	M	246
Maitland	55-64	Year 12	F	1575
Maitland	55-64	Year 12	M	1218
Maitland	65-74		F	211
Maitland	65-74		M	185
Maitland	65-74	Did not go to school	F	19
Maitland	65-74	Did not go to school	M	20
Maitland	65-74	Year 8 or below	F	330
Maitland	65-74	Year 8 or below	M	316
Maitland	65-74	Year 9	F	764
Maitland	65-74	Year 9	M	595
Maitland	65-74	Year 10	F	1708
Maitland	65-74	Year 10	M	1411
Maitland	65-74	Year 11	F	152
Maitland	65-74	Year 11	M	151
Maitland	65-74	Year 12	F	926
Maitland	65-74	Year 12	M	1069
Maitland	75-84		F	219
Maitland	75-84		M	138
Maitland	75-84	Did not go to school	F	14
Maitland	75-84	Did not go to school	M	13
Maitland	75-84	Year 8 or below	F	253
Maitland	75-84	Year 8 or below	M	259
Maitland	75-84	Year 9	F	442
Maitland	75-84	Year 9	M	372
Maitland	75-84	Year 10	F	898
Maitland	75-84	Year 10	M	631
Maitland	75-84	Year 11	F	84
Maitland	75-84	Year 11	M	67
Maitland	75-84	Year 12	F	355
Maitland	75-84	Year 12	M	419
Maitland	85+		F	150
Maitland	85+		M	81
Maitland	85+	Did not go to school	F	10
Maitland	85+	Did not go to school	M	10
Maitland	85+	Year 8 or below	F	217
Maitland	85+	Year 8 or below	M	99
Maitland	85+	Year 9	F	193
Maitland	85+	Year 9	M	89
Maitland	85+	Year 10	F	244
Maitland	85+	Year 10	M	115
Maitland	85+	Year 11	F	21
Maitland	85+	Year 11	M	23
Maitland	85+	Year 12	F	95
Maitland	85+	Year 12	M	97
Port Stephens	15-19		F	84
Port Stephens	15-19		M	105
Port Stephens	15-19	Did not go to school	F	5
Port Stephens	15-19	Did not go to school	M	4
Port Stephens	15-19	Year 8 or below	F	5
Port Stephens	15-19	Year 8 or below	M	21
Port Stephens	15-19	Year 9	F	55
Port Stephens	15-19	Year 9	M	78
Port Stephens	15-19	Year 10	F	211
Port Stephens	15-19	Year 10	M	304
Port Stephens	15-19	Year 11	F	123
Port Stephens	15-19	Year 11	M	181
Port Stephens	15-19	Year 12	F	413
Port Stephens	15-19	Year 12	M	424
Port Stephens	20-24		F	97
Port Stephens	20-24		M	94
Port Stephens	20-24	Did not go to school	F	3
Port Stephens	20-24	Did not go to school	M	6
Port Stephens	20-24	Year 8 or below	F	13
Port Stephens	20-24	Year 8 or below	M	11
Port Stephens	20-24	Year 9	F	49
Port Stephens	20-24	Year 9	M	64
Port Stephens	20-24	Year 10	F	247
Port Stephens	20-24	Year 10	M	350
Port Stephens	20-24	Year 11	F	167
Port Stephens	20-24	Year 11	M	247
Port Stephens	20-24	Year 12	F	1142
Port Stephens	20-24	Year 12	M	1055
Port Stephens	25-34		F	173
Port Stephens	25-34		M	224
Port Stephens	25-34	Did not go to school	F	7
Port Stephens	25-34	Did not go to school	M	10
Port Stephens	25-34	Year 8 or below	F	39
Port Stephens	25-34	Year 8 or below	M	62
Port Stephens	25-34	Year 9	F	118
Port Stephens	25-34	Year 9	M	133
Port Stephens	25-34	Year 10	F	719
Port Stephens	25-34	Year 10	M	938
Port Stephens	25-34	Year 11	F	315
Port Stephens	25-34	Year 11	M	360
Port Stephens	25-34	Year 12	F	2086
Port Stephens	25-34	Year 12	M	1670
Port Stephens	35-44		F	189
Port Stephens	35-44		M	207
Port Stephens	35-44	Did not go to school	F	9
Port Stephens	35-44	Did not go to school	M	14
Port Stephens	35-44	Year 8 or below	F	46
Port Stephens	35-44	Year 8 or below	M	58
Port Stephens	35-44	Year 9	F	133
Port Stephens	35-44	Year 9	M	160
Port Stephens	35-44	Year 10	F	802
Port Stephens	35-44	Year 10	M	1062
Port Stephens	35-44	Year 11	F	303
Port Stephens	35-44	Year 11	M	348
Port Stephens	35-44	Year 12	F	2489
Port Stephens	35-44	Year 12	M	1831
Port Stephens	45-54		F	215
Port Stephens	45-54		M	270
Port Stephens	45-54	Did not go to school	F	19
Port Stephens	45-54	Did not go to school	M	11
Port Stephens	45-54	Year 8 or below	F	77
Port Stephens	45-54	Year 8 or below	M	99
Port Stephens	45-54	Year 9	F	236
Port Stephens	45-54	Year 9	M	272
Port Stephens	45-54	Year 10	F	1678
Port Stephens	45-54	Year 10	M	1794
Port Stephens	45-54	Year 11	F	364
Port Stephens	45-54	Year 11	M	372
Port Stephens	45-54	Year 12	F	2241
Port Stephens	45-54	Year 12	M	1717
Port Stephens	55-64		F	264
Port Stephens	55-64		M	309
Port Stephens	55-64	Did not go to school	F	13
Port Stephens	55-64	Did not go to school	M	21
Port Stephens	55-64	Year 8 or below	F	184
Port Stephens	55-64	Year 8 or below	M	198
Port Stephens	55-64	Year 9	F	486
Port Stephens	55-64	Year 9	M	415
Port Stephens	55-64	Year 10	F	2571
Port Stephens	55-64	Year 10	M	2564
Port Stephens	55-64	Year 11	F	373
Port Stephens	55-64	Year 11	M	368
Port Stephens	55-64	Year 12	F	1921
Port Stephens	55-64	Year 12	M	1614
Port Stephens	65-74		F	372
Port Stephens	65-74		M	368
Port Stephens	65-74	Did not go to school	F	22
Port Stephens	65-74	Did not go to school	M	13
Port Stephens	65-74	Year 8 or below	F	339
Port Stephens	65-74	Year 8 or below	M	407
Port Stephens	65-74	Year 9	F	837
Port Stephens	65-74	Year 9	M	719
Port Stephens	65-74	Year 10	F	2430
Port Stephens	65-74	Year 10	M	1987
Port Stephens	65-74	Year 11	F	280
Port Stephens	65-74	Year 11	M	281
Port Stephens	65-74	Year 12	F	1707
Port Stephens	65-74	Year 12	M	1925
Port Stephens	75-84		F	428
Port Stephens	75-84		M	374
Port Stephens	75-84	Did not go to school	F	11
Port Stephens	75-84	Did not go to school	M	18
Port Stephens	75-84	Year 8 or below	F	276
Port Stephens	75-84	Year 8 or below	M	294
Port Stephens	75-84	Year 9	F	563
Port Stephens	75-84	Year 9	M	544
Port Stephens	75-84	Year 10	F	1343
Port Stephens	75-84	Year 10	M	1045
Port Stephens	75-84	Year 11	F	169
Port Stephens	75-84	Year 11	M	185
Port Stephens	75-84	Year 12	F	776
Port Stephens	75-84	Year 12	M	1038
Port Stephens	85+		F	278
Port Stephens	85+		M	155
Port Stephens	85+	Did not go to school	F	12
Port Stephens	85+	Did not go to school	M	3
Port Stephens	85+	Year 8 or below	F	169
Port Stephens	85+	Year 8 or below	M	124
Port Stephens	85+	Year 9	F	227
Port Stephens	85+	Year 9	M	151
Port Stephens	85+	Year 10	F	347
Port Stephens	85+	Year 10	M	206
Port Stephens	85+	Year 11	F	42
Port Stephens	85+	Year 11	M	41
Port Stephens	85+	Year 12	F	170
Port Stephens	85+	Year 12	M	187
Upper Hunter	15-19		F	50
Upper Hunter	15-19		M	58
Upper Hunter	15-19	Did not go to school	M	5
Upper Hunter	15-19	Year 8 or below	F	4
Upper Hunter	15-19	Year 8 or below	M	8
Upper Hunter	15-19	Year 9	F	25
Upper Hunter	15-19	Year 9	M	29
Upper Hunter	15-19	Year 10	F	95
Upper Hunter	15-19	Year 10	M	165
Upper Hunter	15-19	Year 11	F	65
Upper Hunter	15-19	Year 11	M	92
Upper Hunter	15-19	Year 12	F	145
Upper Hunter	15-19	Year 12	M	95
Upper Hunter	20-24		F	43
Upper Hunter	20-24		M	74
Upper Hunter	20-24	Did not go to school	F	4
Upper Hunter	20-24	Did not go to school	M	3
Upper Hunter	20-24	Year 8 or below	F	4
Upper Hunter	20-24	Year 8 or below	M	8
Upper Hunter	20-24	Year 9	F	17
Upper Hunter	20-24	Year 9	M	32
Upper Hunter	20-24	Year 10	F	117
Upper Hunter	20-24	Year 10	M	162
Upper Hunter	20-24	Year 11	F	96
Upper Hunter	20-24	Year 11	M	130
Upper Hunter	20-24	Year 12	F	470
Upper Hunter	20-24	Year 12	M	373
Upper Hunter	25-34		F	136
Upper Hunter	25-34		M	232
Upper Hunter	25-34	Did not go to school	M	4
Upper Hunter	25-34	Year 8 or below	F	19
Upper Hunter	25-34	Year 8 or below	M	30
Upper Hunter	25-34	Year 9	F	75
Upper Hunter	25-34	Year 9	M	81
Upper Hunter	25-34	Year 10	F	377
Upper Hunter	25-34	Year 10	M	584
Upper Hunter	25-34	Year 11	F	175
Upper Hunter	25-34	Year 11	M	223
Upper Hunter	25-34	Year 12	F	1205
Upper Hunter	25-34	Year 12	M	821
Upper Hunter	35-44		F	117
Upper Hunter	35-44		M	193
Upper Hunter	35-44	Did not go to school	M	4
Upper Hunter	35-44	Year 8 or below	F	22
Upper Hunter	35-44	Year 8 or below	M	55
Upper Hunter	35-44	Year 9	F	64
Upper Hunter	35-44	Year 9	M	104
Upper Hunter	35-44	Year 10	F	429
Upper Hunter	35-44	Year 10	M	629
Upper Hunter	35-44	Year 11	F	157
Upper Hunter	35-44	Year 11	M	186
Upper Hunter	35-44	Year 12	F	1080
Upper Hunter	35-44	Year 12	M	771
Upper Hunter	45-54		F	123
Upper Hunter	45-54		M	183
Upper Hunter	45-54	Did not go to school	F	5
Upper Hunter	45-54	Did not go to school	M	6
Upper Hunter	45-54	Year 8 or below	F	26
Upper Hunter	45-54	Year 8 or below	M	53
Upper Hunter	45-54	Year 9	F	100
Upper Hunter	45-54	Year 9	M	122
Upper Hunter	45-54	Year 10	F	706
Upper Hunter	45-54	Year 10	M	849
Upper Hunter	45-54	Year 11	F	155
Upper Hunter	45-54	Year 11	M	143
Upper Hunter	45-54	Year 12	F	827
Upper Hunter	45-54	Year 12	M	609
Upper Hunter	55-64		F	128
Upper Hunter	55-64		M	157
Upper Hunter	55-64	Did not go to school	F	3
Upper Hunter	55-64	Did not go to school	M	14
Upper Hunter	55-64	Year 8 or below	F	85
Upper Hunter	55-64	Year 8 or below	M	114
Upper Hunter	55-64	Year 9	F	191
Upper Hunter	55-64	Year 9	M	229
Upper Hunter	55-64	Year 10	F	874
Upper Hunter	55-64	Year 10	M	965
Upper Hunter	55-64	Year 11	F	103
Upper Hunter	55-64	Year 11	M	93
Upper Hunter	55-64	Year 12	F	533
Upper Hunter	55-64	Year 12	M	413
Upper Hunter	65-74		F	128
Upper Hunter	65-74		M	150
Upper Hunter	65-74	Did not go to school	F	5
Upper Hunter	65-74	Did not go to school	M	11
Upper Hunter	65-74	Year 8 or below	F	135
Upper Hunter	65-74	Year 8 or below	M	193
Upper Hunter	65-74	Year 9	F	246
Upper Hunter	65-74	Year 9	M	269
Upper Hunter	65-74	Year 10	F	639
Upper Hunter	65-74	Year 10	M	579
Upper Hunter	65-74	Year 11	F	53
Upper Hunter	65-74	Year 11	M	56
Upper Hunter	65-74	Year 12	F	314
Upper Hunter	65-74	Year 12	M	332
Upper Hunter	75-84		F	105
Upper Hunter	75-84		M	110
Upper Hunter	75-84	Did not go to school	F	12
Upper Hunter	75-84	Did not go to school	M	10
Upper Hunter	75-84	Year 8 or below	F	124
Upper Hunter	75-84	Year 8 or below	M	147
Upper Hunter	75-84	Year 9	F	149
Upper Hunter	75-84	Year 9	M	158
Upper Hunter	75-84	Year 10	F	326
Upper Hunter	75-84	Year 10	M	227
Upper Hunter	75-84	Year 11	F	34
Upper Hunter	75-84	Year 11	M	14
Upper Hunter	75-84	Year 12	F	128
Upper Hunter	75-84	Year 12	M	151
Upper Hunter	85+		F	79
Upper Hunter	85+		M	62
Upper Hunter	85+	Did not go to school	F	3
Upper Hunter	85+	Did not go to school	M	9
Upper Hunter	85+	Year 8 or below	F	109
Upper Hunter	85+	Year 8 or below	M	53
Upper Hunter	85+	Year 9	F	73
Upper Hunter	85+	Year 9	M	32
Upper Hunter	85+	Year 10	F	104
Upper Hunter	85+	Year 10	M	53
Upper Hunter	85+	Year 11	F	7
Upper Hunter	85+	Year 11	M	11
Upper Hunter	85+	Year 12	F	40
Upper Hunter	85+	Year 12	M	35
Dapto - Port Kembla	15-19		F	91
Dapto - Port Kembla	15-19		M	118
Dapto - Port Kembla	15-19	Did not go to school	M	5
Dapto - Port Kembla	15-19	Year 8 or below	F	9
Dapto - Port Kembla	15-19	Year 8 or below	M	12
Dapto - Port Kembla	15-19	Year 9	F	51
Dapto - Port Kembla	15-19	Year 9	M	69
Dapto - Port Kembla	15-19	Year 10	F	179
Dapto - Port Kembla	15-19	Year 10	M	290
Dapto - Port Kembla	15-19	Year 11	F	100
Dapto - Port Kembla	15-19	Year 11	M	194
Dapto - Port Kembla	15-19	Year 12	F	586
Dapto - Port Kembla	15-19	Year 12	M	487
Dapto - Port Kembla	20-24		F	86
Dapto - Port Kembla	20-24		M	107
Dapto - Port Kembla	20-24	Did not go to school	F	5
Dapto - Port Kembla	20-24	Did not go to school	M	6
Dapto - Port Kembla	20-24	Year 8 or below	F	10
Dapto - Port Kembla	20-24	Year 8 or below	M	5
Dapto - Port Kembla	20-24	Year 9	F	40
Dapto - Port Kembla	20-24	Year 9	M	63
Dapto - Port Kembla	20-24	Year 10	F	268
Dapto - Port Kembla	20-24	Year 10	M	410
Dapto - Port Kembla	20-24	Year 11	F	200
Dapto - Port Kembla	20-24	Year 11	M	250
Dapto - Port Kembla	20-24	Year 12	F	1736
Dapto - Port Kembla	20-24	Year 12	M	1581
Dapto - Port Kembla	25-34		F	261
Dapto - Port Kembla	25-34		M	258
Dapto - Port Kembla	25-34	Did not go to school	F	12
Dapto - Port Kembla	25-34	Did not go to school	M	18
Dapto - Port Kembla	25-34	Year 8 or below	F	32
Dapto - Port Kembla	25-34	Year 8 or below	M	57
Dapto - Port Kembla	25-34	Year 9	F	126
Dapto - Port Kembla	25-34	Year 9	M	129
Dapto - Port Kembla	25-34	Year 10	F	859
Dapto - Port Kembla	25-34	Year 10	M	1163
Dapto - Port Kembla	25-34	Year 11	F	328
Dapto - Port Kembla	25-34	Year 11	M	412
Dapto - Port Kembla	25-34	Year 12	F	3416
Dapto - Port Kembla	25-34	Year 12	M	2869
Dapto - Port Kembla	35-44		F	223
Dapto - Port Kembla	35-44		M	227
Dapto - Port Kembla	35-44	Did not go to school	F	15
Dapto - Port Kembla	35-44	Did not go to school	M	19
Dapto - Port Kembla	35-44	Year 8 or below	F	66
Dapto - Port Kembla	35-44	Year 8 or below	M	83
Dapto - Port Kembla	35-44	Year 9	F	158
Dapto - Port Kembla	35-44	Year 9	M	189
Dapto - Port Kembla	35-44	Year 10	F	1010
Dapto - Port Kembla	35-44	Year 10	M	1213
Dapto - Port Kembla	35-44	Year 11	F	360
Dapto - Port Kembla	35-44	Year 11	M	381
Dapto - Port Kembla	35-44	Year 12	F	3249
Dapto - Port Kembla	35-44	Year 12	M	2706
Dapto - Port Kembla	45-54		F	186
Dapto - Port Kembla	45-54		M	230
Dapto - Port Kembla	45-54	Did not go to school	F	29
Dapto - Port Kembla	45-54	Did not go to school	M	28
Dapto - Port Kembla	45-54	Year 8 or below	F	93
Dapto - Port Kembla	45-54	Year 8 or below	M	122
Dapto - Port Kembla	45-54	Year 9	F	241
Dapto - Port Kembla	45-54	Year 9	M	243
Dapto - Port Kembla	45-54	Year 10	F	1783
Dapto - Port Kembla	45-54	Year 10	M	1822
Dapto - Port Kembla	45-54	Year 11	F	365
Dapto - Port Kembla	45-54	Year 11	M	410
Dapto - Port Kembla	45-54	Year 12	F	2308
Dapto - Port Kembla	45-54	Year 12	M	1980
Dapto - Port Kembla	55-64		F	179
Dapto - Port Kembla	55-64		M	227
Dapto - Port Kembla	55-64	Did not go to school	F	44
Dapto - Port Kembla	55-64	Did not go to school	M	30
Dapto - Port Kembla	55-64	Year 8 or below	F	270
Dapto - Port Kembla	55-64	Year 8 or below	M	240
Dapto - Port Kembla	55-64	Year 9	F	495
Dapto - Port Kembla	55-64	Year 9	M	424
Dapto - Port Kembla	55-64	Year 10	F	2260
Dapto - Port Kembla	55-64	Year 10	M	2263
Dapto - Port Kembla	55-64	Year 11	F	238
Dapto - Port Kembla	55-64	Year 11	M	289
Dapto - Port Kembla	55-64	Year 12	F	1483
Dapto - Port Kembla	55-64	Year 12	M	1396
Dapto - Port Kembla	65-74		F	236
Dapto - Port Kembla	65-74		M	198
Dapto - Port Kembla	65-74	Did not go to school	F	95
Dapto - Port Kembla	65-74	Did not go to school	M	88
Dapto - Port Kembla	65-74	Year 8 or below	F	579
Dapto - Port Kembla	65-74	Year 8 or below	M	474
Dapto - Port Kembla	65-74	Year 9	F	654
Dapto - Port Kembla	65-74	Year 9	M	568
Dapto - Port Kembla	65-74	Year 10	F	1562
Dapto - Port Kembla	65-74	Year 10	M	1259
Dapto - Port Kembla	65-74	Year 11	F	145
Dapto - Port Kembla	65-74	Year 11	M	166
Dapto - Port Kembla	65-74	Year 12	F	870
Dapto - Port Kembla	65-74	Year 12	M	1096
Dapto - Port Kembla	75-84		F	277
Dapto - Port Kembla	75-84		M	235
Dapto - Port Kembla	75-84	Did not go to school	F	121
Dapto - Port Kembla	75-84	Did not go to school	M	73
Dapto - Port Kembla	75-84	Year 8 or below	F	599
Dapto - Port Kembla	75-84	Year 8 or below	M	465
Dapto - Port Kembla	75-84	Year 9	F	456
Dapto - Port Kembla	75-84	Year 9	M	356
Dapto - Port Kembla	75-84	Year 10	F	951
Dapto - Port Kembla	75-84	Year 10	M	717
Dapto - Port Kembla	75-84	Year 11	F	84
Dapto - Port Kembla	75-84	Year 11	M	91
Dapto - Port Kembla	75-84	Year 12	F	386
Dapto - Port Kembla	75-84	Year 12	M	444
Dapto - Port Kembla	85+		F	217
Dapto - Port Kembla	85+		M	115
Dapto - Port Kembla	85+	Did not go to school	F	110
Dapto - Port Kembla	85+	Did not go to school	M	55
Dapto - Port Kembla	85+	Year 8 or below	F	382
Dapto - Port Kembla	85+	Year 8 or below	M	245
Dapto - Port Kembla	85+	Year 9	F	245
Dapto - Port Kembla	85+	Year 9	M	131
Dapto - Port Kembla	85+	Year 10	F	313
Dapto - Port Kembla	85+	Year 10	M	172
Dapto - Port Kembla	85+	Year 11	F	28
Dapto - Port Kembla	85+	Year 11	M	18
Dapto - Port Kembla	85+	Year 12	F	119
Dapto - Port Kembla	85+	Year 12	M	109
Kiama - Shellharbour	15-19		F	104
Kiama - Shellharbour	15-19		M	120
Kiama - Shellharbour	15-19	Did not go to school	F	3
Kiama - Shellharbour	15-19	Did not go to school	M	3
Kiama - Shellharbour	15-19	Year 8 or below	F	5
Kiama - Shellharbour	15-19	Year 8 or below	M	21
Kiama - Shellharbour	15-19	Year 9	F	54
Kiama - Shellharbour	15-19	Year 9	M	71
Kiama - Shellharbour	15-19	Year 10	F	306
Kiama - Shellharbour	15-19	Year 10	M	496
Kiama - Shellharbour	15-19	Year 11	F	165
Kiama - Shellharbour	15-19	Year 11	M	236
Kiama - Shellharbour	15-19	Year 12	F	705
Kiama - Shellharbour	15-19	Year 12	M	505
Kiama - Shellharbour	20-24		F	106
Kiama - Shellharbour	20-24		M	129
Kiama - Shellharbour	20-24	Did not go to school	M	11
Kiama - Shellharbour	20-24	Year 8 or below	F	10
Kiama - Shellharbour	20-24	Year 8 or below	M	10
Kiama - Shellharbour	20-24	Year 9	F	43
Kiama - Shellharbour	20-24	Year 9	M	66
Kiama - Shellharbour	20-24	Year 10	F	332
Kiama - Shellharbour	20-24	Year 10	M	543
Kiama - Shellharbour	20-24	Year 11	F	237
Kiama - Shellharbour	20-24	Year 11	M	394
Kiama - Shellharbour	20-24	Year 12	F	1974
Kiama - Shellharbour	20-24	Year 12	M	1670
Kiama - Shellharbour	25-34		F	268
Kiama - Shellharbour	25-34		M	255
Kiama - Shellharbour	25-34	Did not go to school	F	8
Kiama - Shellharbour	25-34	Did not go to school	M	12
Kiama - Shellharbour	25-34	Year 8 or below	F	31
Kiama - Shellharbour	25-34	Year 8 or below	M	46
Kiama - Shellharbour	25-34	Year 9	F	103
Kiama - Shellharbour	25-34	Year 9	M	165
