SED_NAME16	AgeStudent	students
Kimberley (Mining and Pastoral)	0-4	520
Kimberley (Mining and Pastoral)	5-14	4529
Kimberley (Mining and Pastoral)	15-19	948
Kimberley (Mining and Pastoral)	20-24	175
Kimberley (Mining and Pastoral)	25+	874
Kingsley (North Metropolitan)	0-4	760
Kingsley (North Metropolitan)	5-14	5285
Kingsley (North Metropolitan)	15-19	2060
Kingsley (North Metropolitan)	20-24	886
Kingsley (North Metropolitan)	25+	1197
Kwinana (South Metropolitan)	0-4	1156
Kwinana (South Metropolitan)	5-14	7131
Kwinana (South Metropolitan)	15-19	1975
Kwinana (South Metropolitan)	20-24	863
Kwinana (South Metropolitan)	25+	1819
Landsdale (North Metropolitan)	0-4	1036
Landsdale (North Metropolitan)	5-14	7231
Landsdale (North Metropolitan)	15-19	2719
Landsdale (North Metropolitan)	20-24	1277
Landsdale (North Metropolitan)	25+	1559
Mandurah (South West)	0-4	728
Mandurah (South West)	5-14	5397
Mandurah (South West)	15-19	1730
Mandurah (South West)	20-24	619
Mandurah (South West)	25+	1278
Maylands (East Metropolitan)	0-4	757
Maylands (East Metropolitan)	5-14	4131
Maylands (East Metropolitan)	15-19	1491
Maylands (East Metropolitan)	20-24	1164
Maylands (East Metropolitan)	25+	2427
Midland (East Metropolitan)	0-4	814
Midland (East Metropolitan)	5-14	5150
Midland (East Metropolitan)	15-19	1815
Midland (East Metropolitan)	20-24	825
Midland (East Metropolitan)	25+	1581
Mirrabooka (East Metropolitan)	0-4	751
Mirrabooka (East Metropolitan)	5-14	5612
Mirrabooka (East Metropolitan)	15-19	2180
Mirrabooka (East Metropolitan)	20-24	1351
Mirrabooka (East Metropolitan)	25+	2306
Moore (Agricultural)	0-4	422
Moore (Agricultural)	5-14	3940
Moore (Agricultural)	15-19	1131
Moore (Agricultural)	20-24	215
Moore (Agricultural)	25+	657
Morley (East Metropolitan)	0-4	738
Morley (East Metropolitan)	5-14	4521
Morley (East Metropolitan)	15-19	1822
Morley (East Metropolitan)	20-24	1204
Morley (East Metropolitan)	25+	2035
Mount Lawley (East Metropolitan)	0-4	603
Mount Lawley (East Metropolitan)	5-14	3843
Mount Lawley (East Metropolitan)	15-19	1706
Mount Lawley (East Metropolitan)	20-24	1410
Mount Lawley (East Metropolitan)	25+	2165
Murray-Wellington (South West)	0-4	583
Murray-Wellington (South West)	5-14	5505
Murray-Wellington (South West)	15-19	1861
Murray-Wellington (South West)	20-24	357
Murray-Wellington (South West)	25+	958
Nedlands (North Metropolitan)	0-4	682
Nedlands (North Metropolitan)	5-14	5093
Nedlands (North Metropolitan)	15-19	2752
Nedlands (North Metropolitan)	20-24	2586
Nedlands (North Metropolitan)	25+	2658
North West Central (Mining and Pastoral)	0-4	305
North West Central (Mining and Pastoral)	5-14	2298
North West Central (Mining and Pastoral)	15-19	436
North West Central (Mining and Pastoral)	20-24	100
North West Central (Mining and Pastoral)	25+	488
Perth (North Metropolitan)	0-4	642
Perth (North Metropolitan)	5-14	3530
Perth (North Metropolitan)	15-19	1351
Perth (North Metropolitan)	20-24	2185
Perth (North Metropolitan)	25+	4107
Pilbara (Mining and Pastoral)	0-4	886
Pilbara (Mining and Pastoral)	5-14	6056
Pilbara (Mining and Pastoral)	15-19	1283
Pilbara (Mining and Pastoral)	20-24	286
Pilbara (Mining and Pastoral)	25+	1486
Riverton (South Metropolitan)	0-4	708
Riverton (South Metropolitan)	5-14	7128
Riverton (South Metropolitan)	15-19	3130
Riverton (South Metropolitan)	20-24	1506
Riverton (South Metropolitan)	25+	1620
Rockingham (South Metropolitan)	0-4	492
Rockingham (South Metropolitan)	5-14	4047
Rockingham (South Metropolitan)	15-19	1394
Rockingham (South Metropolitan)	20-24	544
Rockingham (South Metropolitan)	25+	1213
Roe (Agricultural)	0-4	503
Roe (Agricultural)	5-14	4314
Roe (Agricultural)	15-19	1164
Roe (Agricultural)	20-24	274
Roe (Agricultural)	25+	728
Scarborough (North Metropolitan)	0-4	806
Scarborough (North Metropolitan)	5-14	4476
Scarborough (North Metropolitan)	15-19	1792
Scarborough (North Metropolitan)	20-24	1072
Scarborough (North Metropolitan)	25+	2081
South Perth (South Metropolitan)	0-4	638
South Perth (South Metropolitan)	5-14	3960
South Perth (South Metropolitan)	15-19	2108
South Perth (South Metropolitan)	20-24	1936
South Perth (South Metropolitan)	25+	2188
Southern River (South Metropolitan)	0-4	1054
Southern River (South Metropolitan)	5-14	7744
Southern River (South Metropolitan)	15-19	2779
Southern River (South Metropolitan)	20-24	1431
Southern River (South Metropolitan)	25+	1871
Swan Hills (East Metropolitan)	0-4	993
Swan Hills (East Metropolitan)	5-14	7382
Swan Hills (East Metropolitan)	15-19	2448
Swan Hills (East Metropolitan)	20-24	743
Swan Hills (East Metropolitan)	25+	1461
Thornlie (East Metropolitan)	0-4	786
Thornlie (East Metropolitan)	5-14	5871
Thornlie (East Metropolitan)	15-19	2108
Thornlie (East Metropolitan)	20-24	1154
Thornlie (East Metropolitan)	25+	1962
Vasse (South West)	0-4	606
Vasse (South West)	5-14	5769
Vasse (South West)	15-19	1731
Vasse (South West)	20-24	308
Vasse (South West)	25+	1210
Victoria Park (South Metropolitan)	0-4	696
Victoria Park (South Metropolitan)	5-14	3911
Victoria Park (South Metropolitan)	15-19	1650
Victoria Park (South Metropolitan)	20-24	2721
Victoria Park (South Metropolitan)	25+	3685
Wanneroo (North Metropolitan)	0-4	1076
Wanneroo (North Metropolitan)	5-14	7317
Wanneroo (North Metropolitan)	15-19	2427
Wanneroo (North Metropolitan)	20-24	1026
Wanneroo (North Metropolitan)	25+	1665
Warnbro (South Metropolitan)	0-4	955
Warnbro (South Metropolitan)	5-14	7573
Warnbro (South Metropolitan)	15-19	2702
Warnbro (South Metropolitan)	20-24	835
Warnbro (South Metropolitan)	25+	1533
Warren-Blackwood (South West)	0-4	524
Warren-Blackwood (South West)	5-14	4845
Warren-Blackwood (South West)	15-19	1560
Warren-Blackwood (South West)	20-24	194
Warren-Blackwood (South West)	25+	1003
West Swan (East Metropolitan)	0-4	1185
West Swan (East Metropolitan)	5-14	6986
West Swan (East Metropolitan)	15-19	2489
West Swan (East Metropolitan)	20-24	1177
West Swan (East Metropolitan)	25+	2055
Willagee (South Metropolitan)	0-4	623
Willagee (South Metropolitan)	5-14	3989
Willagee (South Metropolitan)	15-19	1712
Willagee (South Metropolitan)	20-24	1236
Willagee (South Metropolitan)	25+	1588
No usual address (WA)	0-4	34
No usual address (WA)	5-14	327
No usual address (WA)	15-19	76
No usual address (WA)	20-24	62
No usual address (WA)	25+	169
Migratory - Offshore - Shipping (WA)	25+	17
Bass (Launceston)	0-4	351
Bass (Launceston)	5-14	2609
Bass (Launceston)	15-19	1065
Bass (Launceston)	20-24	492
Bass (Launceston)	25+	1143
Bass (McIntyre)	0-4	78
Bass (McIntyre)	5-14	822
Bass (McIntyre)	15-19	244
Bass (McIntyre)	20-24	53
Bass (McIntyre)	25+	153
Bass (Rosevears)	0-4	481
Bass (Rosevears)	5-14	4165
Bass (Rosevears)	15-19	1707
Bass (Rosevears)	20-24	534
Bass (Rosevears)	25+	1490
Bass (Windermere)	0-4	546
Bass (Windermere)	5-14	4343
Bass (Windermere)	15-19	1572
Bass (Windermere)	20-24	842
Bass (Windermere)	25+	1843
Braddon (Mersey)	0-4	500
Braddon (Mersey)	5-14	4154
Braddon (Mersey)	15-19	1510
Braddon (Mersey)	20-24	405
Braddon (Mersey)	25+	1119
Braddon (Montgomery)	0-4	353
Braddon (Montgomery)	5-14	3462
Braddon (Montgomery)	15-19	1346
Braddon (Montgomery)	20-24	326
Braddon (Montgomery)	25+	934
Braddon (Murchison)	0-4	454
Braddon (Murchison)	5-14	4269
Braddon (Murchison)	15-19	1431
Braddon (Murchison)	20-24	366
Braddon (Murchison)	25+	1055
Clark (Derwent)	0-4	206
Clark (Derwent)	5-14	1947
Clark (Derwent)	15-19	689
Clark (Derwent)	20-24	233
Clark (Derwent)	25+	654
Clark (Elwick)	0-4	445
Clark (Elwick)	5-14	3527
Clark (Elwick)	15-19	1342
Clark (Elwick)	20-24	831
Clark (Elwick)	25+	2665
Clark (Hobart)	0-4	482
Clark (Hobart)	5-14	3275
Clark (Hobart)	15-19	1610
Clark (Hobart)	20-24	1451
Clark (Hobart)	25+	3202
Clark (Huon)	0-4	4
Clark (Huon)	5-14	46
Clark (Huon)	15-19	14
Clark (Huon)	20-24	3
Clark (Huon)	25+	26
Clark (Nelson)	0-4	269
Clark (Nelson)	5-14	2142
Clark (Nelson)	15-19	1110
Clark (Nelson)	20-24	913
Clark (Nelson)	25+	1802
Franklin (Huon)	0-4	474
Franklin (Huon)	5-14	4412
Franklin (Huon)	15-19	1504
Franklin (Huon)	20-24	411
Franklin (Huon)	25+	1300
Franklin (Nelson)	0-4	246
Franklin (Nelson)	5-14	1714
Franklin (Nelson)	15-19	698
Franklin (Nelson)	20-24	355
Franklin (Nelson)	25+	971
Franklin (Pembroke)	0-4	458
Franklin (Pembroke)	5-14	3246
Franklin (Pembroke)	15-19	1215
Franklin (Pembroke)	20-24	654
Franklin (Pembroke)	25+	1647
Franklin (Rumney)	0-4	444
Franklin (Rumney)	5-14	3461
Franklin (Rumney)	15-19	1146
Franklin (Rumney)	20-24	457
Franklin (Rumney)	25+	1074
Lyons (Derwent)	0-4	299
Lyons (Derwent)	5-14	2869
Lyons (Derwent)	15-19	879
Lyons (Derwent)	20-24	198
Lyons (Derwent)	25+	550
Lyons (Launceston)	0-4	126
Lyons (Launceston)	5-14	1226
Lyons (Launceston)	15-19	432
Lyons (Launceston)	20-24	156
Lyons (Launceston)	25+	297
Lyons (McIntyre)	0-4	333
Lyons (McIntyre)	5-14	3145
Lyons (McIntyre)	15-19	994
Lyons (McIntyre)	20-24	270
Lyons (McIntyre)	25+	702
Lyons (Montgomery)	0-4	43
Lyons (Montgomery)	5-14	509
Lyons (Montgomery)	15-19	182
Lyons (Montgomery)	20-24	45
Lyons (Montgomery)	25+	130
Lyons (Prosser)	0-4	433
Lyons (Prosser)	5-14	3540
Lyons (Prosser)	15-19	1144
Lyons (Prosser)	20-24	327
Lyons (Prosser)	25+	993
Lyons (Rumney)	0-4	157
Lyons (Rumney)	5-14	1174
Lyons (Rumney)	15-19	329
Lyons (Rumney)	20-24	163
Lyons (Rumney)	25+	360
No usual address (Tas.)	0-4	6
No usual address (Tas.)	5-14	68
No usual address (Tas.)	15-19	36
No usual address (Tas.)	20-24	24
No usual address (Tas.)	25+	50
Arafura	0-4	139
Arafura	5-14	1250
Arafura	15-19	309
Arafura	20-24	21
Arafura	25+	127
Araluen	0-4	193
Araluen	5-14	1295
Araluen	15-19	364
Araluen	20-24	82
Araluen	25+	603
Arnhem	0-4	204
Arnhem	5-14	1309
Arnhem	15-19	207
Arnhem	20-24	32
Arnhem	25+	156
Barkly	0-4	160
Barkly	5-14	1144
Barkly	15-19	212
Barkly	20-24	52
Barkly	25+	173
Blain	0-4	199
Blain	5-14	1275
Blain	15-19	360
Blain	20-24	118
Blain	25+	456
Braitling	0-4	159
Braitling	5-14	1076
Braitling	15-19	312
Braitling	20-24	69
Braitling	25+	544
Brennan	0-4	241
Brennan	5-14	1358
Brennan	15-19	399
Brennan	20-24	136
Brennan	25+	474
Casuarina	0-4	170
Casuarina	5-14	1250
Casuarina	15-19	380
Casuarina	20-24	300
Casuarina	25+	830
Daly	0-4	119
Daly	5-14	1181
Daly	15-19	208
Daly	20-24	25
Daly	25+	209
Drysdale	0-4	162
Drysdale	5-14	1124
Drysdale	15-19	309
Drysdale	20-24	116
Drysdale	25+	396
Fannie Bay	0-4	132
Fannie Bay	5-14	823
Fannie Bay	15-19	290
Fannie Bay	20-24	120
Fannie Bay	25+	543
Fong Lim	0-4	113
Fong Lim	5-14	770
Fong Lim	15-19	258
Fong Lim	20-24	197
Fong Lim	25+	619
Goyder	0-4	129
Goyder	5-14	1160
Goyder	15-19	368
Goyder	20-24	86
Goyder	25+	290
Gwoja	0-4	121
Gwoja	5-14	1103
Gwoja	15-19	171
Gwoja	20-24	46
Gwoja	25+	123
Johnston	0-4	159
Johnston	5-14	1017
Johnston	15-19	300
Johnston	20-24	159
Johnston	25+	652
Karama	0-4	143
Karama	5-14	1146
Karama	15-19	400
Karama	20-24	139
Karama	25+	362
Katherine	0-4	120
Katherine	5-14	1057
Katherine	15-19	208
Katherine	20-24	73
Katherine	25+	324
Mulka	0-4	205
Mulka	5-14	1437
Mulka	15-19	349
Mulka	20-24	34
Mulka	25+	235
Namatjira	0-4	170
Namatjira	5-14	1244
Namatjira	15-19	263
Namatjira	20-24	58
Namatjira	25+	340
Nelson	0-4	127
Nelson	5-14	1058
Nelson	15-19	357
Nelson	20-24	108
Nelson	25+	305
Nightcliff	0-4	127
Nightcliff	5-14	855
Nightcliff	15-19	254
Nightcliff	20-24	164
Nightcliff	25+	793
Port Darwin	0-4	112
Port Darwin	5-14	616
Port Darwin	15-19	182
Port Darwin	20-24	283
Port Darwin	25+	1086
Sanderson	0-4	161
Sanderson	5-14	1065
Sanderson	15-19	358
Sanderson	20-24	126
Sanderson	25+	403
Spillett	0-4	328
Spillett	5-14	1725
Spillett	15-19	455
Spillett	20-24	201
Spillett	25+	690
Wanguri	0-4	193
Wanguri	5-14	1397
Wanguri	15-19	391
Wanguri	20-24	184
Wanguri	25+	568
No usual address (NT)	0-4	11
No usual address (NT)	5-14	180
No usual address (NT)	15-19	20
No usual address (NT)	20-24	13
No usual address (NT)	25+	56
Migratory - Offshore - Shipping (NT)	25+	3
Brindabella	0-4	1462
Brindabella	5-14	10434
Brindabella	15-19	3834
Brindabella	20-24	1811
Brindabella	25+	3457
Ginninderra	0-4	1663
Ginninderra	5-14	11017
Ginninderra	15-19	4205
Ginninderra	20-24	3831
Ginninderra	25+	6358
Kurrajong	0-4	1030
Kurrajong	5-14	7084
Kurrajong	15-19	5015
Kurrajong	20-24	6339
Kurrajong	25+	7017
Murrumbidgee	0-4	1517
Murrumbidgee	5-14	11102
Murrumbidgee	15-19	3915
Murrumbidgee	20-24	2366
Murrumbidgee	25+	4857
Yerrabi	0-4	2204
Yerrabi	5-14	14164
Yerrabi	15-19	4627
Yerrabi	20-24	2914
Yerrabi	25+	6521
No usual address (ACT)	0-4	7
No usual address (ACT)	5-14	19
No usual address (ACT)	15-19	42
No usual address (ACT)	20-24	29
No usual address (ACT)	25+	21
Unclassified (OT)	0-4	66
Unclassified (OT)	5-14	486
Unclassified (OT)	15-19	115
Unclassified (OT)	20-24	38
Unclassified (OT)	25+	113
