SED_NAME16	Age5yr	ChildrenEverBorn	females
Drummoyne	65-69	1	409
Drummoyne	65-69	2	813
Drummoyne	65-69	3	379
Drummoyne	65-69	4	122
Drummoyne	65-69	5	31
Drummoyne	65-69	6	13
Drummoyne	70-74		94
Drummoyne	70-74	0	249
Drummoyne	70-74	1	263
Drummoyne	70-74	2	775
Drummoyne	70-74	3	416
Drummoyne	70-74	4	130
Drummoyne	70-74	5	21
Drummoyne	70-74	6	14
Drummoyne	75-79		96
Drummoyne	75-79	0	153
Drummoyne	75-79	1	145
Drummoyne	75-79	2	532
Drummoyne	75-79	3	346
Drummoyne	75-79	4	108
Drummoyne	75-79	5	38
Drummoyne	75-79	6	14
Drummoyne	80-84		95
Drummoyne	80-84	0	88
Drummoyne	80-84	1	87
Drummoyne	80-84	2	360
Drummoyne	80-84	3	251
Drummoyne	80-84	4	106
Drummoyne	80-84	5	38
Drummoyne	80-84	6	28
Drummoyne	85+		310
Drummoyne	85+	0	105
Drummoyne	85+	1	93
Drummoyne	85+	2	339
Drummoyne	85+	3	272
Drummoyne	85+	4	124
Drummoyne	85+	5	56
Drummoyne	85+	6	44
Dubbo	15-19		277
Dubbo	15-19	0	1916
Dubbo	15-19	1	29
Dubbo	15-19	2	6
Dubbo	20-24		233
Dubbo	20-24	0	1524
Dubbo	20-24	1	266
Dubbo	20-24	2	89
Dubbo	20-24	3	26
Dubbo	20-24	4	3
Dubbo	20-24	5	3
Dubbo	25-29		296
Dubbo	25-29	0	1481
Dubbo	25-29	1	492
Dubbo	25-29	2	431
Dubbo	25-29	3	172
Dubbo	25-29	4	51
Dubbo	25-29	5	17
Dubbo	25-29	6	3
Dubbo	30-34		263
Dubbo	30-34	0	777
Dubbo	30-34	1	577
Dubbo	30-34	2	765
Dubbo	30-34	3	377
Dubbo	30-34	4	117
Dubbo	30-34	5	33
Dubbo	30-34	6	19
Dubbo	35-39		251
Dubbo	35-39	0	380
Dubbo	35-39	1	346
Dubbo	35-39	2	837
Dubbo	35-39	3	498
Dubbo	35-39	4	203
Dubbo	35-39	5	57
Dubbo	35-39	6	43
Dubbo	40-44		234
Dubbo	40-44	0	274
Dubbo	40-44	1	257
Dubbo	40-44	2	727
Dubbo	40-44	3	531
Dubbo	40-44	4	252
Dubbo	40-44	5	59
Dubbo	40-44	6	58
Dubbo	45-49		205
Dubbo	45-49	0	263
Dubbo	45-49	1	238
Dubbo	45-49	2	735
Dubbo	45-49	3	545
Dubbo	45-49	4	230
Dubbo	45-49	5	75
Dubbo	45-49	6	62
Dubbo	50-54		212
Dubbo	50-54	0	292
Dubbo	50-54	1	243
Dubbo	50-54	2	830
Dubbo	50-54	3	600
Dubbo	50-54	4	259
Dubbo	50-54	5	83
Dubbo	50-54	6	64
Dubbo	55-59		212
Dubbo	55-59	0	275
Dubbo	55-59	1	214
Dubbo	55-59	2	848
Dubbo	55-59	3	620
Dubbo	55-59	4	249
Dubbo	55-59	5	62
Dubbo	55-59	6	54
Dubbo	60-64		191
Dubbo	60-64	0	256
Dubbo	60-64	1	210
Dubbo	60-64	2	800
Dubbo	60-64	3	650
Dubbo	60-64	4	315
Dubbo	60-64	5	84
Dubbo	60-64	6	34
Dubbo	65-69		183
Dubbo	65-69	0	207
Dubbo	65-69	1	153
Dubbo	65-69	2	633
Dubbo	65-69	3	599
Dubbo	65-69	4	281
Dubbo	65-69	5	86
Dubbo	65-69	6	60
Dubbo	70-74		170
Dubbo	70-74	0	149
Dubbo	70-74	1	131
Dubbo	70-74	2	579
Dubbo	70-74	3	497
Dubbo	70-74	4	274
Dubbo	70-74	5	82
Dubbo	70-74	6	43
Dubbo	75-79		169
Dubbo	75-79	0	125
Dubbo	75-79	1	83
Dubbo	75-79	2	393
Dubbo	75-79	3	403
Dubbo	75-79	4	237
Dubbo	75-79	5	80
Dubbo	75-79	6	52
Dubbo	80-84		160
Dubbo	80-84	0	72
Dubbo	80-84	1	46
Dubbo	80-84	2	226
Dubbo	80-84	3	264
Dubbo	80-84	4	207
Dubbo	80-84	5	72
Dubbo	80-84	6	63
Dubbo	85+		192
Dubbo	85+	0	74
Dubbo	85+	1	56
Dubbo	85+	2	185
Dubbo	85+	3	212
Dubbo	85+	4	185
Dubbo	85+	5	117
Dubbo	85+	6	101
East Hills	15-19		204
East Hills	15-19	0	2344
East Hills	20-24		177
East Hills	20-24	0	2200
East Hills	20-24	1	97
East Hills	20-24	2	32
East Hills	20-24	3	7
East Hills	25-29		177
East Hills	25-29	0	1691
East Hills	25-29	1	352
East Hills	25-29	2	202
East Hills	25-29	3	81
East Hills	25-29	4	22
East Hills	25-29	5	10
East Hills	30-34		179
East Hills	30-34	0	1016
East Hills	30-34	1	577
East Hills	30-34	2	616
East Hills	30-34	3	291
East Hills	30-34	4	109
East Hills	30-34	5	28
East Hills	30-34	6	13
East Hills	35-39		166
East Hills	35-39	0	576
East Hills	35-39	1	494
East Hills	35-39	2	1008
East Hills	35-39	3	504
East Hills	35-39	4	170
East Hills	35-39	5	48
East Hills	35-39	6	30
East Hills	40-44		143
East Hills	40-44	0	401
East Hills	40-44	1	382
East Hills	40-44	2	1039
East Hills	40-44	3	535
East Hills	40-44	4	237
East Hills	40-44	5	67
East Hills	40-44	6	43
East Hills	45-49		115
East Hills	45-49	0	369
East Hills	45-49	1	393
East Hills	45-49	2	1046
East Hills	45-49	3	547
East Hills	45-49	4	215
East Hills	45-49	5	70
East Hills	45-49	6	38
East Hills	50-54		128
East Hills	50-54	0	301
East Hills	50-54	1	358
East Hills	50-54	2	990
East Hills	50-54	3	584
East Hills	50-54	4	209
East Hills	50-54	5	71
East Hills	50-54	6	41
East Hills	55-59		88
East Hills	55-59	0	285
East Hills	55-59	1	374
East Hills	55-59	2	975
East Hills	55-59	3	532
East Hills	55-59	4	214
East Hills	55-59	5	75
East Hills	55-59	6	40
East Hills	60-64		111
East Hills	60-64	0	292
East Hills	60-64	1	344
East Hills	60-64	2	875
East Hills	60-64	3	509
East Hills	60-64	4	220
East Hills	60-64	5	83
East Hills	60-64	6	59
East Hills	65-69		100
East Hills	65-69	0	211
East Hills	65-69	1	261
East Hills	65-69	2	677
East Hills	65-69	3	451
East Hills	65-69	4	191
East Hills	65-69	5	73
East Hills	65-69	6	56
East Hills	70-74		101
East Hills	70-74	0	139
East Hills	70-74	1	171
East Hills	70-74	2	638
East Hills	70-74	3	399
East Hills	70-74	4	196
East Hills	70-74	5	45
East Hills	70-74	6	33
East Hills	75-79		100
East Hills	75-79	0	101
East Hills	75-79	1	130
East Hills	75-79	2	425
East Hills	75-79	3	308
East Hills	75-79	4	129
East Hills	75-79	5	52
East Hills	75-79	6	38
East Hills	80-84		126
East Hills	80-84	0	53
East Hills	80-84	1	79
East Hills	80-84	2	325
East Hills	80-84	3	239
East Hills	80-84	4	106
East Hills	80-84	5	36
East Hills	80-84	6	61
East Hills	85+		296
East Hills	85+	0	74
East Hills	85+	1	98
East Hills	85+	2	308
East Hills	85+	3	266
East Hills	85+	4	140
East Hills	85+	5	56
East Hills	85+	6	84
Epping	15-19		129
Epping	15-19	0	2586
Epping	20-24		117
Epping	20-24	0	2387
Epping	20-24	1	9
Epping	25-29		124
Epping	25-29	0	1864
Epping	25-29	1	157
Epping	25-29	2	30
Epping	25-29	3	11
Epping	30-34		95
Epping	30-34	0	1280
Epping	30-34	1	670
Epping	30-34	2	482
Epping	30-34	3	89
Epping	30-34	4	13
Epping	35-39		107
Epping	35-39	0	602
Epping	35-39	1	849
Epping	35-39	2	1454
Epping	35-39	3	294
Epping	35-39	4	56
Epping	35-39	6	3
Epping	40-44		88
Epping	40-44	0	324
Epping	40-44	1	708
Epping	40-44	2	1772
Epping	40-44	3	484
Epping	40-44	4	85
Epping	40-44	5	15
Epping	40-44	6	8
Epping	45-49		62
Epping	45-49	0	259
Epping	45-49	1	556
Epping	45-49	2	1654
Epping	45-49	3	487
Epping	45-49	4	125
Epping	45-49	5	20
Epping	45-49	6	8
Epping	50-54		57
Epping	50-54	0	234
Epping	50-54	1	559
Epping	50-54	2	1427
Epping	50-54	3	505
Epping	50-54	4	121
Epping	50-54	5	17
Epping	50-54	6	11
Epping	55-59		62
Epping	55-59	0	255
Epping	55-59	1	582
Epping	55-59	2	1371
Epping	55-59	3	534
Epping	55-59	4	106
Epping	55-59	5	19
Epping	55-59	6	13
Epping	60-64		53
Epping	60-64	0	241
Epping	60-64	1	599
Epping	60-64	2	1169
Epping	60-64	3	497
Epping	60-64	4	129
Epping	60-64	5	27
Epping	60-64	6	11
Epping	65-69		71
Epping	65-69	0	204
Epping	65-69	1	552
Epping	65-69	2	960
Epping	65-69	3	443
Epping	65-69	4	144
Epping	65-69	5	26
Epping	65-69	6	14
Epping	70-74		73
Epping	70-74	0	169
Epping	70-74	1	273
Epping	70-74	2	771
Epping	70-74	3	408
Epping	70-74	4	133
Epping	70-74	5	30
Epping	70-74	6	12
Epping	75-79		86
Epping	75-79	0	158
Epping	75-79	1	139
Epping	75-79	2	557
Epping	75-79	3	355
Epping	75-79	4	130
Epping	75-79	5	33
Epping	75-79	6	18
Epping	80-84		123
Epping	80-84	0	101
Epping	80-84	1	65
Epping	80-84	2	408
Epping	80-84	3	333
Epping	80-84	4	161
Epping	80-84	5	50
Epping	80-84	6	28
Epping	85+		354
Epping	85+	0	119
Epping	85+	1	118
Epping	85+	2	451
Epping	85+	3	413
Epping	85+	4	236
Epping	85+	5	71
Epping	85+	6	49
Fairfield	15-19		369
Fairfield	15-19	0	2683
Fairfield	15-19	1	12
Fairfield	15-19	2	4
Fairfield	20-24		283
Fairfield	20-24	0	2658
Fairfield	20-24	1	137
Fairfield	20-24	2	69
Fairfield	20-24	3	14
Fairfield	20-24	4	8
Fairfield	25-29		284
Fairfield	25-29	0	1891
Fairfield	25-29	1	417
Fairfield	25-29	2	357
Fairfield	25-29	3	119
Fairfield	25-29	4	26
Fairfield	25-29	5	7
Fairfield	30-34		262
Fairfield	30-34	0	1024
Fairfield	30-34	1	551
Fairfield	30-34	2	692
Fairfield	30-34	3	386
Fairfield	30-34	4	129
Fairfield	30-34	5	45
Fairfield	30-34	6	22
Fairfield	35-39		228
Fairfield	35-39	0	647
Fairfield	35-39	1	433
Fairfield	35-39	2	879
Fairfield	35-39	3	575
Fairfield	35-39	4	234
Fairfield	35-39	5	72
Fairfield	35-39	6	47
Fairfield	40-44		234
Fairfield	40-44	0	458
Fairfield	40-44	1	372
Fairfield	40-44	2	799
Fairfield	40-44	3	553
Fairfield	40-44	4	298
Fairfield	40-44	5	143
Fairfield	40-44	6	69
Fairfield	45-49		214
Fairfield	45-49	0	467
Fairfield	45-49	1	425
Fairfield	45-49	2	945
Fairfield	45-49	3	585
Fairfield	45-49	4	276
Fairfield	45-49	5	125
Fairfield	45-49	6	91
Fairfield	50-54		212
Fairfield	50-54	0	486
Fairfield	50-54	1	421
Fairfield	50-54	2	905
Fairfield	50-54	3	575
Fairfield	50-54	4	296
Fairfield	50-54	5	110
Fairfield	50-54	6	77
Fairfield	55-59		204
Fairfield	55-59	0	449
Fairfield	55-59	1	352
Fairfield	55-59	2	934
Fairfield	55-59	3	555
Fairfield	55-59	4	271
Fairfield	55-59	5	135
Fairfield	55-59	6	113
Fairfield	60-64		200
Fairfield	60-64	0	391
Fairfield	60-64	1	364
Fairfield	60-64	2	800
Fairfield	60-64	3	548
Fairfield	60-64	4	332
Fairfield	60-64	5	157
Fairfield	60-64	6	131
Fairfield	65-69		169
Fairfield	65-69	0	292
Fairfield	65-69	1	264
Fairfield	65-69	2	674
Fairfield	65-69	3	440
Fairfield	65-69	4	282
Fairfield	65-69	5	138
Fairfield	65-69	6	161
Fairfield	70-74		182
Fairfield	70-74	0	185
Fairfield	70-74	1	156
Fairfield	70-74	2	486
Fairfield	70-74	3	338
Fairfield	70-74	4	234
Fairfield	70-74	5	147
Fairfield	70-74	6	160
Fairfield	75-79		139
Fairfield	75-79	0	99
Fairfield	75-79	1	96
Fairfield	75-79	2	283
Fairfield	75-79	3	238
Fairfield	75-79	4	163
Fairfield	75-79	5	81
Fairfield	75-79	6	168
Fairfield	80-84		138
Fairfield	80-84	0	71
Fairfield	80-84	1	66
Fairfield	80-84	2	184
Fairfield	80-84	3	177
Fairfield	80-84	4	135
Fairfield	80-84	5	83
Fairfield	80-84	6	192
Fairfield	85+		259
Fairfield	85+	0	37
Fairfield	85+	1	79
Fairfield	85+	2	202
Fairfield	85+	3	151
Fairfield	85+	4	129
Fairfield	85+	5	93
Fairfield	85+	6	254
Gosford	15-19		171
Gosford	15-19	0	1768
Gosford	15-19	1	12
Gosford	15-19	2	7
Gosford	20-24		162
Gosford	20-24	0	1738
Gosford	20-24	1	136
Gosford	20-24	2	38
Gosford	20-24	3	7
Gosford	25-29		148
Gosford	25-29	0	1404
Gosford	25-29	1	318
Gosford	25-29	2	201
Gosford	25-29	3	56
Gosford	25-29	4	17
Gosford	30-34		143
Gosford	30-34	0	1000
Gosford	30-34	1	544
Gosford	30-34	2	487
Gosford	30-34	3	185
Gosford	30-34	4	56
Gosford	30-34	5	15
Gosford	30-34	6	5
Gosford	35-39		135
Gosford	35-39	0	601
Gosford	35-39	1	512
Gosford	35-39	2	855
Gosford	35-39	3	343
Gosford	35-39	4	99
Gosford	35-39	5	34
Gosford	35-39	6	8
Gosford	40-44		143
Gosford	40-44	0	470
Gosford	40-44	1	403
Gosford	40-44	2	917
Gosford	40-44	3	415
Gosford	40-44	4	135
Gosford	40-44	5	51
Gosford	40-44	6	18
Gosford	45-49		148
Gosford	45-49	0	502
Gosford	45-49	1	368
Gosford	45-49	2	887
Gosford	45-49	3	402
Gosford	45-49	4	155
Gosford	45-49	5	43
Gosford	45-49	6	30
Gosford	50-54		128
Gosford	50-54	0	477
Gosford	50-54	1	389
Gosford	50-54	2	882
Gosford	50-54	3	448
Gosford	50-54	4	191
Gosford	50-54	5	43
Gosford	50-54	6	31
Gosford	55-59		158
Gosford	55-59	0	473
Gosford	55-59	1	388
Gosford	55-59	2	955
Gosford	55-59	3	537
Gosford	55-59	4	198
Gosford	55-59	5	63
Gosford	55-59	6	38
Gosford	60-64		125
Gosford	60-64	0	462
Gosford	60-64	1	377
Gosford	60-64	2	975
Gosford	60-64	3	546
Gosford	60-64	4	225
Gosford	60-64	5	63
Gosford	60-64	6	33
Gosford	65-69		157
Gosford	65-69	0	369
Gosford	65-69	1	333
Gosford	65-69	2	880
Gosford	65-69	3	575
Gosford	65-69	4	168
Gosford	65-69	5	50
Gosford	65-69	6	21
Gosford	70-74		183
Gosford	70-74	0	280
Gosford	70-74	1	278
Gosford	70-74	2	904
Gosford	70-74	3	569
Gosford	70-74	4	212
Gosford	70-74	5	58
Gosford	70-74	6	20
Gosford	75-79		173
Gosford	75-79	0	193
Gosford	75-79	1	165
Gosford	75-79	2	614
Gosford	75-79	3	451
Gosford	75-79	4	178
Gosford	75-79	5	55
Gosford	75-79	6	16
Gosford	80-84		138
Gosford	80-84	0	111
Gosford	80-84	1	106
Gosford	80-84	2	398
Gosford	80-84	3	309
Gosford	80-84	4	178
Gosford	80-84	5	58
Gosford	80-84	6	34
Gosford	85+		222
Gosford	85+	0	157
Gosford	85+	1	116
Gosford	85+	2	392
Gosford	85+	3	348
Gosford	85+	4	174
Gosford	85+	5	76
Gosford	85+	6	70
Goulburn	15-19		216
Goulburn	15-19	0	2029
Goulburn	15-19	1	11
Goulburn	15-19	2	6
Goulburn	20-24		157
Goulburn	20-24	0	1407
Goulburn	20-24	1	145
Goulburn	20-24	2	59
Goulburn	20-24	3	11
Goulburn	25-29		143
Goulburn	25-29	0	1084
Goulburn	25-29	1	355
Goulburn	25-29	2	273
Goulburn	25-29	3	90
Goulburn	25-29	4	29
Goulburn	25-29	5	6
Goulburn	25-29	6	5
Goulburn	30-34		140
Goulburn	30-34	0	687
Goulburn	30-34	1	469
Goulburn	30-34	2	619
Goulburn	30-34	3	278
Goulburn	30-34	4	83
Goulburn	30-34	5	18
Goulburn	30-34	6	14
Goulburn	35-39		162
Goulburn	35-39	0	461
Goulburn	35-39	1	354
Goulburn	35-39	2	796
Goulburn	35-39	3	450
Goulburn	35-39	4	127
Goulburn	35-39	5	40
Goulburn	35-39	6	21
Goulburn	40-44		162
Goulburn	40-44	0	325
Goulburn	40-44	1	275
Goulburn	40-44	2	759
Goulburn	40-44	3	506
Goulburn	40-44	4	193
Goulburn	40-44	5	52
Goulburn	40-44	6	44
Goulburn	45-49		158
Goulburn	45-49	0	382
Goulburn	45-49	1	333
Goulburn	45-49	2	870
Goulburn	45-49	3	613
Goulburn	45-49	4	208
Goulburn	45-49	5	76
Goulburn	45-49	6	33
Goulburn	50-54		167
Goulburn	50-54	0	451
Goulburn	50-54	1	310
Goulburn	50-54	2	985
Goulburn	50-54	3	624
Goulburn	50-54	4	216
Goulburn	50-54	5	65
Goulburn	50-54	6	41
Goulburn	55-59		184
Goulburn	55-59	0	440
Goulburn	55-59	1	337
Goulburn	55-59	2	976
Goulburn	55-59	3	651
Goulburn	55-59	4	276
Goulburn	55-59	5	65
Goulburn	55-59	6	40
Goulburn	60-64		187
Goulburn	60-64	0	399
Goulburn	60-64	1	301
Goulburn	60-64	2	903
Goulburn	60-64	3	668
Goulburn	60-64	4	297
Goulburn	60-64	5	79
Goulburn	60-64	6	38
Goulburn	65-69		177
Goulburn	65-69	0	372
Goulburn	65-69	1	264
Goulburn	65-69	2	920
Goulburn	65-69	3	655
Goulburn	65-69	4	304
Goulburn	65-69	5	75
Goulburn	65-69	6	44
Goulburn	70-74		220
Goulburn	70-74	0	325
Goulburn	70-74	1	226
Goulburn	70-74	2	834
Goulburn	70-74	3	619
Goulburn	70-74	4	292
Goulburn	70-74	5	84
Goulburn	70-74	6	40
Goulburn	75-79		164
Goulburn	75-79	0	179
Goulburn	75-79	1	132
Goulburn	75-79	2	542
Goulburn	75-79	3	455
Goulburn	75-79	4	248
Goulburn	75-79	5	78
Goulburn	75-79	6	48
Goulburn	80-84		128
Goulburn	80-84	0	115
Goulburn	80-84	1	71
Goulburn	80-84	2	280
Goulburn	80-84	3	272
Goulburn	80-84	4	152
Goulburn	80-84	5	73
Goulburn	80-84	6	48
Goulburn	85+		186
Goulburn	85+	0	95
Goulburn	85+	1	75
Goulburn	85+	2	258
Goulburn	85+	3	249
Goulburn	85+	4	172
Goulburn	85+	5	70
Goulburn	85+	6	71
Granville	15-19		352
Granville	15-19	0	2294
Granville	15-19	1	3
Granville	20-24		388
Granville	20-24	0	3002
Granville	20-24	1	186
Granville	20-24	2	64
Granville	20-24	3	21
Granville	25-29		534
Granville	25-29	0	2940
Granville	25-29	1	713
Granville	25-29	2	427
Granville	25-29	3	135
Granville	25-29	4	37
Granville	25-29	5	17
Granville	30-34		468
Granville	30-34	0	1708
Granville	30-34	1	1271
Granville	30-34	2	1016
Granville	30-34	3	380
Granville	30-34	4	149
Granville	30-34	5	32
Granville	30-34	6	20
Granville	35-39		406
Granville	35-39	0	892
Granville	35-39	1	945
Granville	35-39	2	1326
Granville	35-39	3	537
Granville	35-39	4	254
Granville	35-39	5	92
Granville	35-39	6	34
Granville	40-44		276
Granville	40-44	0	592
Granville	40-44	1	530
Granville	40-44	2	981
Granville	40-44	3	510
Granville	40-44	4	257
Granville	40-44	5	92
Granville	40-44	6	70
Granville	45-49		238
Granville	45-49	0	500
Granville	45-49	1	405
Granville	45-49	2	836
Granville	45-49	3	457
Granville	45-49	4	208
Granville	45-49	5	132
Granville	45-49	6	69
Granville	50-54		185
Granville	50-54	0	393
Granville	50-54	1	379
Granville	50-54	2	765
Granville	50-54	3	469
Granville	50-54	4	256
Granville	50-54	5	108
Granville	50-54	6	100
Granville	55-59		193
Granville	55-59	0	349
Granville	55-59	1	407
Granville	55-59	2	740
Granville	55-59	3	435
Granville	55-59	4	240
Granville	55-59	5	99
Granville	55-59	6	102
Granville	60-64		163
Granville	60-64	0	302
Granville	60-64	1	344
Granville	60-64	2	689
Granville	60-64	3	397
Granville	60-64	4	219
Granville	60-64	5	107
Granville	60-64	6	85
Granville	65-69		119
Granville	65-69	0	204
Granville	65-69	1	254
Granville	65-69	2	501
Granville	65-69	3	341
Granville	65-69	4	219
Granville	65-69	5	86
Granville	65-69	6	80
Granville	70-74		105
Granville	70-74	0	135
Granville	70-74	1	177
Granville	70-74	2	407
Granville	70-74	3	349
Granville	70-74	4	187
Granville	70-74	5	87
Granville	70-74	6	84
Granville	75-79		96
Granville	75-79	0	88
Granville	75-79	1	105
Granville	75-79	2	306
Granville	75-79	3	204
Granville	75-79	4	139
Granville	75-79	5	73
Granville	75-79	6	74
Granville	80-84		66
Granville	80-84	0	53
Granville	80-84	1	65
Granville	80-84	2	220
Granville	80-84	3	177
Granville	80-84	4	111
Granville	80-84	5	51
Granville	80-84	6	93
Granville	85+		88
Granville	85+	0	66
Granville	85+	1	75
Granville	85+	2	194
Granville	85+	3	162
Granville	85+	4	126
Granville	85+	5	59
Granville	85+	6	100
Hawkesbury	15-19		180
Hawkesbury	15-19	0	2311
Hawkesbury	15-19	1	8
Hawkesbury	15-19	2	4
Hawkesbury	20-24		158
Hawkesbury	20-24	0	2015
Hawkesbury	20-24	1	122
Hawkesbury	20-24	2	41
Hawkesbury	20-24	3	4
Hawkesbury	25-29		143
Hawkesbury	25-29	0	1425
Hawkesbury	25-29	1	418
Hawkesbury	25-29	2	297
Hawkesbury	25-29	3	102
Hawkesbury	25-29	4	29
Hawkesbury	30-34		104
Hawkesbury	30-34	0	749
Hawkesbury	30-34	1	469
Hawkesbury	30-34	2	650
Hawkesbury	30-34	3	318
Hawkesbury	30-34	4	83
Hawkesbury	30-34	5	7
Hawkesbury	30-34	6	10
Hawkesbury	35-39		126
Hawkesbury	35-39	0	392
Hawkesbury	35-39	1	350
Hawkesbury	35-39	2	801
Hawkesbury	35-39	3	491
Hawkesbury	35-39	4	135
Hawkesbury	35-39	5	40
Hawkesbury	35-39	6	21
Hawkesbury	40-44		95
Hawkesbury	40-44	0	284
Hawkesbury	40-44	1	309
Hawkesbury	40-44	2	838
Hawkesbury	40-44	3	530
Hawkesbury	40-44	4	187
Hawkesbury	40-44	5	38
Hawkesbury	40-44	6	28
Hawkesbury	45-49		104
Hawkesbury	45-49	0	304
Hawkesbury	45-49	1	312
Hawkesbury	45-49	2	1024
Hawkesbury	45-49	3	651
Hawkesbury	45-49	4	244
Hawkesbury	45-49	5	59
Hawkesbury	45-49	6	43
Hawkesbury	50-54		103
Hawkesbury	50-54	0	350
Hawkesbury	50-54	1	332
Hawkesbury	50-54	2	1053
Hawkesbury	50-54	3	702
Hawkesbury	50-54	4	252
Hawkesbury	50-54	5	79
Hawkesbury	50-54	6	32
Hawkesbury	55-59		119
Hawkesbury	55-59	0	289
Hawkesbury	55-59	1	271
Hawkesbury	55-59	2	952
Hawkesbury	55-59	3	643
Hawkesbury	55-59	4	257
Hawkesbury	55-59	5	56
Hawkesbury	55-59	6	47
Hawkesbury	60-64		95
Hawkesbury	60-64	0	288
Hawkesbury	60-64	1	228
Hawkesbury	60-64	2	822
Hawkesbury	60-64	3	591
Hawkesbury	60-64	4	277
Hawkesbury	60-64	5	63
Hawkesbury	60-64	6	34
Hawkesbury	65-69		99
Hawkesbury	65-69	0	174
Hawkesbury	65-69	1	210
Hawkesbury	65-69	2	680
Hawkesbury	65-69	3	502
Hawkesbury	65-69	4	207
Hawkesbury	65-69	5	60
Hawkesbury	65-69	6	30
Hawkesbury	70-74		102
Hawkesbury	70-74	0	149
Hawkesbury	70-74	1	175
Hawkesbury	70-74	2	646
Hawkesbury	70-74	3	506
Hawkesbury	70-74	4	205
Hawkesbury	70-74	5	58
Hawkesbury	70-74	6	31
Hawkesbury	75-79		115
Hawkesbury	75-79	0	100
Hawkesbury	75-79	1	84
Hawkesbury	75-79	2	413
Hawkesbury	75-79	3	343
Hawkesbury	75-79	4	156
Hawkesbury	75-79	5	52
Hawkesbury	75-79	6	37
Hawkesbury	80-84		88
Hawkesbury	80-84	0	66
Hawkesbury	80-84	1	56
Hawkesbury	80-84	2	239
Hawkesbury	80-84	3	225
Hawkesbury	80-84	4	113
Hawkesbury	80-84	5	52
Hawkesbury	80-84	6	36
Hawkesbury	85+		138
Hawkesbury	85+	0	71
Hawkesbury	85+	1	65
Hawkesbury	85+	2	206
Hawkesbury	85+	3	163
Hawkesbury	85+	4	100
Hawkesbury	85+	5	50
Hawkesbury	85+	6	53
Heathcote	15-19		114
Heathcote	15-19	0	2209
Heathcote	20-24		88
Heathcote	20-24	0	1934
Heathcote	20-24	1	59
Heathcote	20-24	2	8
Heathcote	25-29		79
Heathcote	25-29	0	1435
Heathcote	25-29	1	242
Heathcote	25-29	2	112
Heathcote	25-29	3	21
Heathcote	25-29	4	11
Heathcote	30-34		91
Heathcote	30-34	0	1024
Heathcote	30-34	1	647
Heathcote	30-34	2	591
Heathcote	30-34	3	166
Heathcote	30-34	4	33
Heathcote	30-34	5	5
Heathcote	30-34	6	4
Heathcote	35-39		70
Heathcote	35-39	0	521
Heathcote	35-39	1	508
Heathcote	35-39	2	1117
Heathcote	35-39	3	407
Heathcote	35-39	4	75
Heathcote	35-39	5	8
Heathcote	35-39	6	9
Heathcote	40-44		56
Heathcote	40-44	0	396
Heathcote	40-44	1	427
Heathcote	40-44	2	1299
Heathcote	40-44	3	553
Heathcote	40-44	4	113
Heathcote	40-44	5	16
Heathcote	40-44	6	7
Heathcote	45-49		62
Heathcote	45-49	0	376
Heathcote	45-49	1	364
Heathcote	45-49	2	1274
Heathcote	45-49	3	638
Heathcote	45-49	4	168
Heathcote	45-49	5	37
Heathcote	45-49	6	11
Heathcote	50-54		74
Heathcote	50-54	0	356
Heathcote	50-54	1	334
Heathcote	50-54	2	1167
Heathcote	50-54	3	547
Heathcote	50-54	4	176
Heathcote	50-54	5	36
Heathcote	50-54	6	10
Heathcote	55-59		59
Heathcote	55-59	0	304
Heathcote	55-59	1	312
Heathcote	55-59	2	1091
Heathcote	55-59	3	566
Heathcote	55-59	4	160
Heathcote	55-59	5	30
Heathcote	55-59	6	13
Heathcote	60-64		58
Heathcote	60-64	0	244
Heathcote	60-64	1	261
Heathcote	60-64	2	936
Heathcote	60-64	3	572
Heathcote	60-64	4	175
Heathcote	60-64	5	39
Heathcote	60-64	6	24
Heathcote	65-69		53
Heathcote	65-69	0	167
Heathcote	65-69	1	224
Heathcote	65-69	2	829
Heathcote	65-69	3	542
Heathcote	65-69	4	169
Heathcote	65-69	5	29
Heathcote	65-69	6	16
Heathcote	70-74		82
Heathcote	70-74	0	130
Heathcote	70-74	1	158
Heathcote	70-74	2	776
Heathcote	70-74	3	472
Heathcote	70-74	4	167
Heathcote	70-74	5	51
Heathcote	70-74	6	18
Heathcote	75-79		94
Heathcote	75-79	0	78
Heathcote	75-79	1	105
Heathcote	75-79	2	505
Heathcote	75-79	3	408
Heathcote	75-79	4	127
Heathcote	75-79	5	49
Heathcote	75-79	6	12
Heathcote	80-84		106
Heathcote	80-84	0	42
Heathcote	80-84	1	57
Heathcote	80-84	2	236
Heathcote	80-84	3	273
Heathcote	80-84	4	123
Heathcote	80-84	5	35
Heathcote	80-84	6	26
Heathcote	85+		337
Heathcote	85+	0	71
Heathcote	85+	1	51
Heathcote	85+	2	252
Heathcote	85+	3	227
Heathcote	85+	4	98
Heathcote	85+	5	52
Heathcote	85+	6	40
Heffron	15-19		186
Heffron	15-19	0	1820
Heffron	15-19	1	4
Heffron	20-24		607
Heffron	20-24	0	5561
Heffron	20-24	1	57
Heffron	20-24	2	9
Heffron	25-29		762
Heffron	25-29	0	7957
Heffron	25-29	1	382
Heffron	25-29	2	110
Heffron	25-29	3	17
Heffron	25-29	4	4
Heffron	25-29	5	4
Heffron	30-34		511
Heffron	30-34	0	5932
