SED_NAME16	Age5yr	Indigenous	Sex	persons
Auburn	40-44	1	M	36
Auburn	45-49		F	172
Auburn	45-49		M	200
Auburn	45-49	0	F	2756
Auburn	45-49	0	M	3147
Auburn	45-49	1	F	20
Auburn	45-49	1	M	35
Auburn	50-54		F	138
Auburn	50-54		M	193
Auburn	50-54	0	F	2929
Auburn	50-54	0	M	2923
Auburn	50-54	1	F	11
Auburn	50-54	1	M	29
Auburn	55-59		F	163
Auburn	55-59		M	168
Auburn	55-59	0	F	2821
Auburn	55-59	0	M	2833
Auburn	55-59	1	F	12
Auburn	55-59	1	M	19
Auburn	60-64		F	136
Auburn	60-64		M	147
Auburn	60-64	0	F	2583
Auburn	60-64	0	M	2504
Auburn	60-64	1	F	6
Auburn	60-64	1	M	8
Auburn	65+		F	364
Auburn	65+		M	341
Auburn	65+	0	F	5701
Auburn	65+	0	M	5483
Auburn	65+	1	F	27
Auburn	65+	1	M	20
Ballina	0-4		F	139
Ballina	0-4		M	148
Ballina	0-4	0	F	1690
Ballina	0-4	0	M	1764
Ballina	0-4	1	F	80
Ballina	0-4	1	M	117
Ballina	5-9		F	170
Ballina	5-9		M	178
Ballina	5-9	0	F	1901
Ballina	5-9	0	M	2022
Ballina	5-9	1	F	142
Ballina	5-9	1	M	104
Ballina	10-14		F	171
Ballina	10-14		M	170
Ballina	10-14	0	F	2032
Ballina	10-14	0	M	2225
Ballina	10-14	1	F	153
Ballina	10-14	1	M	147
Ballina	15-19		F	123
Ballina	15-19		M	146
Ballina	15-19	0	F	1729
Ballina	15-19	0	M	1878
Ballina	15-19	1	F	138
Ballina	15-19	1	M	104
Ballina	20-24		F	155
Ballina	20-24		M	125
Ballina	20-24	0	F	1485
Ballina	20-24	0	M	1392
Ballina	20-24	1	F	97
Ballina	20-24	1	M	110
Ballina	25-29		F	177
Ballina	25-29		M	172
Ballina	25-29	0	F	1929
Ballina	25-29	0	M	1648
Ballina	25-29	1	F	78
Ballina	25-29	1	M	72
Ballina	30-34		F	209
Ballina	30-34		M	195
Ballina	30-34	0	F	2422
Ballina	30-34	0	M	2079
Ballina	30-34	1	F	90
Ballina	30-34	1	M	68
Ballina	35-39		F	216
Ballina	35-39		M	205
Ballina	35-39	0	F	2454
Ballina	35-39	0	M	2237
Ballina	35-39	1	F	80
Ballina	35-39	1	M	61
Ballina	40-44		F	188
Ballina	40-44		M	200
Ballina	40-44	0	F	2466
Ballina	40-44	0	M	2188
Ballina	40-44	1	F	51
Ballina	40-44	1	M	69
Ballina	45-49		F	212
Ballina	45-49		M	188
Ballina	45-49	0	F	2677
Ballina	45-49	0	M	2341
Ballina	45-49	1	F	96
Ballina	45-49	1	M	74
Ballina	50-54		F	189
Ballina	50-54		M	173
Ballina	50-54	0	F	2672
Ballina	50-54	0	M	2322
Ballina	50-54	1	F	82
Ballina	50-54	1	M	77
Ballina	55-59		F	183
Ballina	55-59		M	173
Ballina	55-59	0	F	2700
Ballina	55-59	0	M	2457
Ballina	55-59	1	F	62
Ballina	55-59	1	M	58
Ballina	60-64		F	210
Ballina	60-64		M	193
Ballina	60-64	0	F	2956
Ballina	60-64	0	M	2614
Ballina	60-64	1	F	49
Ballina	60-64	1	M	61
Ballina	65+		F	602
Ballina	65+		M	570
Ballina	65+	0	F	9490
Ballina	65+	0	M	8383
Ballina	65+	1	F	98
Ballina	65+	1	M	86
Balmain	0-4		F	67
Balmain	0-4		M	70
Balmain	0-4	0	F	2051
Balmain	0-4	0	M	2152
Balmain	0-4	1	F	48
Balmain	0-4	1	M	33
Balmain	5-9		F	74
Balmain	5-9		M	84
Balmain	5-9	0	F	1966
Balmain	5-9	0	M	1995
Balmain	5-9	1	F	40
Balmain	5-9	1	M	50
Balmain	10-14		F	63
Balmain	10-14		M	65
Balmain	10-14	0	F	1743
Balmain	10-14	0	M	1845
Balmain	10-14	1	F	40
Balmain	10-14	1	M	41
Balmain	15-19		F	72
Balmain	15-19		M	71
Balmain	15-19	0	F	1499
Balmain	15-19	0	M	1560
Balmain	15-19	1	F	44
Balmain	15-19	1	M	32
Balmain	20-24		F	157
Balmain	20-24		M	165
Balmain	20-24	0	F	2780
Balmain	20-24	0	M	2316
Balmain	20-24	1	F	68
Balmain	20-24	1	M	54
Balmain	25-29		F	229
Balmain	25-29		M	206
Balmain	25-29	0	F	3665
Balmain	25-29	0	M	3275
Balmain	25-29	1	F	54
Balmain	25-29	1	M	62
Balmain	30-34		F	183
Balmain	30-34		M	187
Balmain	30-34	0	F	3846
Balmain	30-34	0	M	3627
Balmain	30-34	1	F	41
Balmain	30-34	1	M	46
Balmain	35-39		F	172
Balmain	35-39		M	176
Balmain	35-39	0	F	3634
Balmain	35-39	0	M	3501
Balmain	35-39	1	F	40
Balmain	35-39	1	M	36
Balmain	40-44		F	149
Balmain	40-44		M	160
Balmain	40-44	0	F	3260
Balmain	40-44	0	M	3123
Balmain	40-44	1	F	34
Balmain	40-44	1	M	38
Balmain	45-49		F	137
Balmain	45-49		M	136
Balmain	45-49	0	F	3092
Balmain	45-49	0	M	2864
Balmain	45-49	1	F	33
Balmain	45-49	1	M	28
Balmain	50-54		F	113
Balmain	50-54		M	128
Balmain	50-54	0	F	2747
Balmain	50-54	0	M	2600
Balmain	50-54	1	F	38
Balmain	50-54	1	M	32
Balmain	55-59		F	102
Balmain	55-59		M	125
Balmain	55-59	0	F	2363
Balmain	55-59	0	M	2258
Balmain	55-59	1	F	37
Balmain	55-59	1	M	23
Balmain	60-64		F	95
Balmain	60-64		M	101
Balmain	60-64	0	F	2087
Balmain	60-64	0	M	1811
Balmain	60-64	1	F	30
Balmain	60-64	1	M	23
Balmain	65+		F	304
Balmain	65+		M	303
Balmain	65+	0	F	5804
Balmain	65+	0	M	4745
Balmain	65+	1	F	55
Balmain	65+	1	M	47
Bankstown	0-4		F	257
Bankstown	0-4		M	234
Bankstown	0-4	0	F	3263
Bankstown	0-4	0	M	3350
Bankstown	0-4	1	F	33
Bankstown	0-4	1	M	23
Bankstown	5-9		F	247
Bankstown	5-9		M	301
Bankstown	5-9	0	F	3063
Bankstown	5-9	0	M	3162
Bankstown	5-9	1	F	23
Bankstown	5-9	1	M	24
Bankstown	10-14		F	246
Bankstown	10-14		M	273
Bankstown	10-14	0	F	2871
Bankstown	10-14	0	M	3041
Bankstown	10-14	1	F	22
Bankstown	10-14	1	M	35
Bankstown	15-19		F	200
Bankstown	15-19		M	226
Bankstown	15-19	0	F	2766
Bankstown	15-19	0	M	2970
Bankstown	15-19	1	F	17
Bankstown	15-19	1	M	28
Bankstown	20-24		F	225
Bankstown	20-24		M	277
Bankstown	20-24	0	F	3056
Bankstown	20-24	0	M	3170
Bankstown	20-24	1	F	26
Bankstown	20-24	1	M	38
Bankstown	25-29		F	262
Bankstown	25-29		M	250
Bankstown	25-29	0	F	3385
Bankstown	25-29	0	M	3416
Bankstown	25-29	1	F	25
Bankstown	25-29	1	M	28
Bankstown	30-34		F	259
Bankstown	30-34		M	250
Bankstown	30-34	0	F	3391
Bankstown	30-34	0	M	3357
Bankstown	30-34	1	F	15
Bankstown	30-34	1	M	17
Bankstown	35-39		F	266
Bankstown	35-39		M	265
Bankstown	35-39	0	F	3045
Bankstown	35-39	0	M	3073
Bankstown	35-39	1	F	18
Bankstown	35-39	1	M	21
Bankstown	40-44		F	208
Bankstown	40-44		M	218
Bankstown	40-44	0	F	2637
Bankstown	40-44	0	M	2627
Bankstown	40-44	1	F	14
Bankstown	40-44	1	M	11
Bankstown	45-49		F	200
Bankstown	45-49		M	223
Bankstown	45-49	0	F	2692
Bankstown	45-49	0	M	2533
Bankstown	45-49	1	F	13
Bankstown	45-49	1	M	18
Bankstown	50-54		F	158
Bankstown	50-54		M	181
Bankstown	50-54	0	F	2540
Bankstown	50-54	0	M	2420
Bankstown	50-54	1	F	19
Bankstown	50-54	1	M	10
Bankstown	55-59		F	157
Bankstown	55-59		M	163
Bankstown	55-59	0	F	2519
Bankstown	55-59	0	M	2490
Bankstown	55-59	1	F	21
Bankstown	55-59	1	M	18
Bankstown	60-64		F	125
Bankstown	60-64		M	135
Bankstown	60-64	0	F	2320
Bankstown	60-64	0	M	2376
Bankstown	60-64	1	F	17
Bankstown	60-64	1	M	10
Bankstown	65+		F	543
Bankstown	65+		M	402
Bankstown	65+	0	F	6223
Bankstown	65+	0	M	5617
Bankstown	65+	1	F	28
Bankstown	65+	1	M	28
Barwon	0-4		F	251
Barwon	0-4		M	272
Barwon	0-4	0	F	1317
Barwon	0-4	0	M	1419
Barwon	0-4	1	F	609
Barwon	0-4	1	M	629
Barwon	5-9		F	317
Barwon	5-9		M	333
Barwon	5-9	0	F	1352
Barwon	5-9	0	M	1376
Barwon	5-9	1	F	603
Barwon	5-9	1	M	742
Barwon	10-14		F	323
Barwon	10-14		M	318
Barwon	10-14	0	F	1397
Barwon	10-14	0	M	1438
Barwon	10-14	1	F	669
Barwon	10-14	1	M	643
Barwon	15-19		F	237
Barwon	15-19		M	269
Barwon	15-19	0	F	1140
Barwon	15-19	0	M	1267
Barwon	15-19	1	F	596
Barwon	15-19	1	M	556
Barwon	20-24		F	228
Barwon	20-24		M	237
Barwon	20-24	0	F	1050
Barwon	20-24	0	M	1209
Barwon	20-24	1	F	443
Barwon	20-24	1	M	424
Barwon	25-29		F	257
Barwon	25-29		M	249
Barwon	25-29	0	F	1557
Barwon	25-29	0	M	1452
Barwon	25-29	1	F	462
Barwon	25-29	1	M	357
Barwon	30-34		F	288
Barwon	30-34		M	267
Barwon	30-34	0	F	1646
Barwon	30-34	0	M	1547
Barwon	30-34	1	F	409
Barwon	30-34	1	M	325
Barwon	35-39		F	296
Barwon	35-39		M	239
Barwon	35-39	0	F	1478
Barwon	35-39	0	M	1435
Barwon	35-39	1	F	338
Barwon	35-39	1	M	275
Barwon	40-44		F	249
Barwon	40-44		M	237
Barwon	40-44	0	F	1348
Barwon	40-44	0	M	1348
Barwon	40-44	1	F	275
Barwon	40-44	1	M	239
Barwon	45-49		F	251
Barwon	45-49		M	230
Barwon	45-49	0	F	1512
Barwon	45-49	0	M	1448
Barwon	45-49	1	F	364
Barwon	45-49	1	M	311
Barwon	50-54		F	293
Barwon	50-54		M	313
Barwon	50-54	0	F	1657
Barwon	50-54	0	M	1763
Barwon	50-54	1	F	377
Barwon	50-54	1	M	320
Barwon	55-59		F	309
Barwon	55-59		M	316
Barwon	55-59	0	F	1988
Barwon	55-59	0	M	1995
Barwon	55-59	1	F	329
Barwon	55-59	1	M	294
Barwon	60-64		F	281
Barwon	60-64		M	304
Barwon	60-64	0	F	2104
Barwon	60-64	0	M	2214
Barwon	60-64	1	F	299
Barwon	60-64	1	M	285
Barwon	65+		F	964
Barwon	65+		M	874
Barwon	65+	0	F	6682
Barwon	65+	0	M	6576
Barwon	65+	1	F	542
Barwon	65+	1	M	493
Bathurst	0-4		F	103
Bathurst	0-4		M	113
Bathurst	0-4	0	F	1651
Bathurst	0-4	0	M	1784
Bathurst	0-4	1	F	307
Bathurst	0-4	1	M	317
Bathurst	5-9		F	152
Bathurst	5-9		M	174
Bathurst	5-9	0	F	1958
Bathurst	5-9	0	M	2022
Bathurst	5-9	1	F	310
Bathurst	5-9	1	M	323
Bathurst	10-14		F	173
Bathurst	10-14		M	168
Bathurst	10-14	0	F	2110
Bathurst	10-14	0	M	2214
Bathurst	10-14	1	F	310
Bathurst	10-14	1	M	322
Bathurst	15-19		F	119
Bathurst	15-19		M	167
Bathurst	15-19	0	F	1935
Bathurst	15-19	0	M	2136
Bathurst	15-19	1	F	249
Bathurst	15-19	1	M	282
Bathurst	20-24		F	133
Bathurst	20-24		M	146
Bathurst	20-24	0	F	1773
Bathurst	20-24	0	M	1992
Bathurst	20-24	1	F	213
Bathurst	20-24	1	M	303
Bathurst	25-29		F	114
Bathurst	25-29		M	133
Bathurst	25-29	0	F	1891
Bathurst	25-29	0	M	1996
Bathurst	25-29	1	F	191
Bathurst	25-29	1	M	253
Bathurst	30-34		F	136
Bathurst	30-34		M	136
Bathurst	30-34	0	F	2104
Bathurst	30-34	0	M	2126
Bathurst	30-34	1	F	183
Bathurst	30-34	1	M	233
Bathurst	35-39		F	101
Bathurst	35-39		M	158
Bathurst	35-39	0	F	1958
Bathurst	35-39	0	M	2060
Bathurst	35-39	1	F	127
Bathurst	35-39	1	M	162
Bathurst	40-44		F	141
Bathurst	40-44		M	139
Bathurst	40-44	0	F	1891
Bathurst	40-44	0	M	1868
Bathurst	40-44	1	F	138
Bathurst	40-44	1	M	154
Bathurst	45-49		F	153
Bathurst	45-49		M	132
Bathurst	45-49	0	F	2211
Bathurst	45-49	0	M	2117
Bathurst	45-49	1	F	151
Bathurst	45-49	1	M	151
Bathurst	50-54		F	157
Bathurst	50-54		M	176
Bathurst	50-54	0	F	2358
Bathurst	50-54	0	M	2271
Bathurst	50-54	1	F	138
Bathurst	50-54	1	M	136
Bathurst	55-59		F	122
Bathurst	55-59		M	177
Bathurst	55-59	0	F	2491
Bathurst	55-59	0	M	2429
Bathurst	55-59	1	F	116
Bathurst	55-59	1	M	97
Bathurst	60-64		F	150
Bathurst	60-64		M	165
Bathurst	60-64	0	F	2519
Bathurst	60-64	0	M	2504
Bathurst	60-64	1	F	87
Bathurst	60-64	1	M	81
Bathurst	65+		F	506
Bathurst	65+		M	519
Bathurst	65+	0	F	8124
Bathurst	65+	0	M	7545
Bathurst	65+	1	F	170
Bathurst	65+	1	M	179
Baulkham Hills	0-4		F	51
Baulkham Hills	0-4		M	52
Baulkham Hills	0-4	0	F	2240
Baulkham Hills	0-4	0	M	2351
Baulkham Hills	0-4	1	F	15
Baulkham Hills	0-4	1	M	12
Baulkham Hills	5-9		F	65
Baulkham Hills	5-9		M	70
Baulkham Hills	5-9	0	F	3179
Baulkham Hills	5-9	0	M	3344
Baulkham Hills	5-9	1	F	21
Baulkham Hills	5-9	1	M	15
Baulkham Hills	10-14		F	52
Baulkham Hills	10-14		M	56
Baulkham Hills	10-14	0	F	2954
Baulkham Hills	10-14	0	M	3238
Baulkham Hills	10-14	1	F	19
Baulkham Hills	10-14	1	M	25
Baulkham Hills	15-19		F	35
Baulkham Hills	15-19		M	51
Baulkham Hills	15-19	0	F	2499
Baulkham Hills	15-19	0	M	2738
Baulkham Hills	15-19	1	F	21
Baulkham Hills	15-19	1	M	23
Baulkham Hills	20-24		F	37
Baulkham Hills	20-24		M	51
Baulkham Hills	20-24	0	F	2381
Baulkham Hills	20-24	0	M	2648
Baulkham Hills	20-24	1	F	18
Baulkham Hills	20-24	1	M	13
Baulkham Hills	25-29		F	66
Baulkham Hills	25-29		M	51
Baulkham Hills	25-29	0	F	1858
Baulkham Hills	25-29	0	M	1957
Baulkham Hills	25-29	1	F	12
Baulkham Hills	25-29	1	M	17
Baulkham Hills	30-34		F	53
Baulkham Hills	30-34		M	49
Baulkham Hills	30-34	0	F	2401
Baulkham Hills	30-34	0	M	2114
Baulkham Hills	30-34	1	F	13
Baulkham Hills	30-34	1	M	11
Baulkham Hills	35-39		F	83
Baulkham Hills	35-39		M	78
Baulkham Hills	35-39	0	F	3598
Baulkham Hills	35-39	0	M	3111
Baulkham Hills	35-39	1	F	14
Baulkham Hills	35-39	1	M	6
Baulkham Hills	40-44		F	60
Baulkham Hills	40-44		M	83
Baulkham Hills	40-44	0	F	3530
Baulkham Hills	40-44	0	M	3380
Baulkham Hills	40-44	1	F	14
Baulkham Hills	40-44	1	M	18
Baulkham Hills	45-49		F	57
Baulkham Hills	45-49		M	53
Baulkham Hills	45-49	0	F	3133
Baulkham Hills	45-49	0	M	3012
Baulkham Hills	45-49	1	F	18
Baulkham Hills	45-49	1	M	19
Baulkham Hills	50-54		F	43
Baulkham Hills	50-54		M	38
Baulkham Hills	50-54	0	F	2913
Baulkham Hills	50-54	0	M	2701
Baulkham Hills	50-54	1	F	9
Baulkham Hills	50-54	1	M	11
Baulkham Hills	55-59		F	58
Baulkham Hills	55-59		M	55
Baulkham Hills	55-59	0	F	2685
Baulkham Hills	55-59	0	M	2610
Baulkham Hills	55-59	1	F	13
Baulkham Hills	55-59	1	M	5
Baulkham Hills	60-64		F	47
Baulkham Hills	60-64		M	33
Baulkham Hills	60-64	0	F	2570
Baulkham Hills	60-64	0	M	2325
Baulkham Hills	60-64	1	F	8
Baulkham Hills	60-64	1	M	8
Baulkham Hills	65+		F	163
Baulkham Hills	65+		M	135
Baulkham Hills	65+	0	F	7936
Baulkham Hills	65+	0	M	7090
Baulkham Hills	65+	1	F	19
Baulkham Hills	65+	1	M	16
Bega	0-4		F	115
Bega	0-4		M	113
Bega	0-4	0	F	1212
Bega	0-4	0	M	1312
Bega	0-4	1	F	204
Bega	0-4	1	M	200
Bega	5-9		F	106
Bega	5-9		M	156
Bega	5-9	0	F	1434
Bega	5-9	0	M	1510
Bega	5-9	1	F	220
Bega	5-9	1	M	216
Bega	10-14		F	171
Bega	10-14		M	157
Bega	10-14	0	F	1645
Bega	10-14	0	M	1804
Bega	10-14	1	F	243
Bega	10-14	1	M	219
Bega	15-19		F	141
Bega	15-19		M	164
Bega	15-19	0	F	1386
Bega	15-19	0	M	1596
Bega	15-19	1	F	186
Bega	15-19	1	M	185
Bega	20-24		F	98
Bega	20-24		M	120
Bega	20-24	0	F	1026
Bega	20-24	0	M	1114
Bega	20-24	1	F	114
Bega	20-24	1	M	144
Bega	25-29		F	98
Bega	25-29		M	109
Bega	25-29	0	F	1265
Bega	25-29	0	M	1266
Bega	25-29	1	F	109
Bega	25-29	1	M	143
Bega	30-34		F	129
Bega	30-34		M	102
Bega	30-34	0	F	1493
Bega	30-34	0	M	1330
Bega	30-34	1	F	89
Bega	30-34	1	M	79
Bega	35-39		F	130
Bega	35-39		M	116
Bega	35-39	0	F	1526
Bega	35-39	0	M	1487
Bega	35-39	1	F	104
Bega	35-39	1	M	91
Bega	40-44		F	131
Bega	40-44		M	110
Bega	40-44	0	F	1631
Bega	40-44	0	M	1374
Bega	40-44	1	F	92
Bega	40-44	1	M	95
Bega	45-49		F	158
Bega	45-49		M	162
Bega	45-49	0	F	1916
Bega	45-49	0	M	1776
Bega	45-49	1	F	109
Bega	45-49	1	M	88
Bega	50-54		F	153
Bega	50-54		M	173
Bega	50-54	0	F	2331
Bega	50-54	0	M	2045
Bega	50-54	1	F	107
Bega	50-54	1	M	100
Bega	55-59		F	202
Bega	55-59		M	213
Bega	55-59	0	F	2878
Bega	55-59	0	M	2421
Bega	55-59	1	F	119
Bega	55-59	1	M	103
Bega	60-64		F	204
Bega	60-64		M	208
Bega	60-64	0	F	3540
Bega	60-64	0	M	3206
Bega	60-64	1	F	97
Bega	60-64	1	M	83
Bega	65+		F	754
Bega	65+		M	742
Bega	65+	0	F	11184
Bega	65+	0	M	10729
Bega	65+	1	F	161
Bega	65+	1	M	156
Blacktown	0-4		F	160
Blacktown	0-4		M	162
Blacktown	0-4	0	F	2803
Blacktown	0-4	0	M	2945
Blacktown	0-4	1	F	120
Blacktown	0-4	1	M	115
Blacktown	5-9		F	181
Blacktown	5-9		M	192
Blacktown	5-9	0	F	2640
Blacktown	5-9	0	M	2780
Blacktown	5-9	1	F	117
Blacktown	5-9	1	M	141
Blacktown	10-14		F	179
Blacktown	10-14		M	176
Blacktown	10-14	0	F	2454
Blacktown	10-14	0	M	2646
Blacktown	10-14	1	F	105
Blacktown	10-14	1	M	109
Blacktown	15-19		F	141
Blacktown	15-19		M	157
Blacktown	15-19	0	F	2135
Blacktown	15-19	0	M	2414
Blacktown	15-19	1	F	130
Blacktown	15-19	1	M	107
Blacktown	20-24		F	183
Blacktown	20-24		M	231
Blacktown	20-24	0	F	2898
Blacktown	20-24	0	M	3337
Blacktown	20-24	1	F	97
Blacktown	20-24	1	M	101
Blacktown	25-29		F	234
Blacktown	25-29		M	282
Blacktown	25-29	0	F	3391
Blacktown	25-29	0	M	3670
Blacktown	25-29	1	F	93
Blacktown	25-29	1	M	91
Blacktown	30-34		F	209
Blacktown	30-34		M	243
Blacktown	30-34	0	F	3598
Blacktown	30-34	0	M	3447
Blacktown	30-34	1	F	71
Blacktown	30-34	1	M	66
Blacktown	35-39		F	241
Blacktown	35-39		M	232
Blacktown	35-39	0	F	3599
Blacktown	35-39	0	M	3747
Blacktown	35-39	1	F	77
Blacktown	35-39	1	M	40
Blacktown	40-44		F	183
Blacktown	40-44		M	173
Blacktown	40-44	0	F	2948
Blacktown	40-44	0	M	3134
Blacktown	40-44	1	F	50
Blacktown	40-44	1	M	48
Blacktown	45-49		F	130
Blacktown	45-49		M	151
Blacktown	45-49	0	F	2528
Blacktown	45-49	0	M	2589
Blacktown	45-49	1	F	63
Blacktown	45-49	1	M	52
Blacktown	50-54		F	130
Blacktown	50-54		M	125
Blacktown	50-54	0	F	2388
Blacktown	50-54	0	M	2361
Blacktown	50-54	1	F	71
Blacktown	50-54	1	M	51
Blacktown	55-59		F	98
Blacktown	55-59		M	142
Blacktown	55-59	0	F	2338
Blacktown	55-59	0	M	2338
Blacktown	55-59	1	F	47
Blacktown	55-59	1	M	52
Blacktown	60-64		F	103
Blacktown	60-64		M	115
Blacktown	60-64	0	F	2208
Blacktown	60-64	0	M	2074
Blacktown	60-64	1	F	36
Blacktown	60-64	1	M	31
Blacktown	65+		F	293
Blacktown	65+		M	246
Blacktown	65+	0	F	6234
Blacktown	65+	0	M	5269
Blacktown	65+	1	F	96
Blacktown	65+	1	M	61
Blue Mountains	0-4		F	51
Blue Mountains	0-4		M	67
Blue Mountains	0-4	0	F	1623
Blue Mountains	0-4	0	M	1666
Blue Mountains	0-4	1	F	96
Blue Mountains	0-4	1	M	97
Blue Mountains	5-9		F	88
Blue Mountains	5-9		M	77
Blue Mountains	5-9	0	F	1916
Blue Mountains	5-9	0	M	2024
Blue Mountains	5-9	1	F	118
Blue Mountains	5-9	1	M	111
Blue Mountains	10-14		F	60
Blue Mountains	10-14		M	67
Blue Mountains	10-14	0	F	2063
Blue Mountains	10-14	0	M	2178
Blue Mountains	10-14	1	F	141
Blue Mountains	10-14	1	M	117
Blue Mountains	15-19		F	55
Blue Mountains	15-19		M	67
Blue Mountains	15-19	0	F	1845
Blue Mountains	15-19	0	M	2047
Blue Mountains	15-19	1	F	95
Blue Mountains	15-19	1	M	126
Blue Mountains	20-24		F	35
Blue Mountains	20-24		M	45
Blue Mountains	20-24	0	F	1338
Blue Mountains	20-24	0	M	1525
Blue Mountains	20-24	1	F	69
Blue Mountains	20-24	1	M	86
Blue Mountains	25-29		F	53
Blue Mountains	25-29		M	48
Blue Mountains	25-29	0	F	1338
Blue Mountains	25-29	0	M	1374
Blue Mountains	25-29	1	F	45
Blue Mountains	25-29	1	M	44
Blue Mountains	30-34		F	66
Blue Mountains	30-34		M	70
Blue Mountains	30-34	0	F	1838
Blue Mountains	30-34	0	M	1701
Blue Mountains	30-34	1	F	71
Blue Mountains	30-34	1	M	46
Blue Mountains	35-39		F	68
Blue Mountains	35-39		M	78
Blue Mountains	35-39	0	F	2149
Blue Mountains	35-39	0	M	1959
Blue Mountains	35-39	1	F	56
Blue Mountains	35-39	1	M	54
Blue Mountains	40-44		F	68
Blue Mountains	40-44		M	67
Blue Mountains	40-44	0	F	2248
Blue Mountains	40-44	0	M	2034
Blue Mountains	40-44	1	F	61
Blue Mountains	40-44	1	M	59
Blue Mountains	45-49		F	88
Blue Mountains	45-49		M	78
Blue Mountains	45-49	0	F	2455
Blue Mountains	45-49	0	M	2285
Blue Mountains	45-49	1	F	61
Blue Mountains	45-49	1	M	47
Blue Mountains	50-54		F	75
Blue Mountains	50-54		M	57
Blue Mountains	50-54	0	F	2487
Blue Mountains	50-54	0	M	2334
Blue Mountains	50-54	1	F	59
Blue Mountains	50-54	1	M	38
Blue Mountains	55-59		F	81
Blue Mountains	55-59		M	69
Blue Mountains	55-59	0	F	2525
Blue Mountains	55-59	0	M	2206
Blue Mountains	55-59	1	F	47
