SED_NAME21	Age	UsualResidence	persons
Albury	0-14	Home	15367
Albury	0-14	Visitor from ACT	6
Albury	0-14	Visitor from NSW	235
Albury	0-14	Visitor from NT	3
Albury	0-14	Visitor from QLD	3
Albury	0-14	Visitor from VIC	79
Albury	0-14	Visitor same SA2	19
Albury	15-24	Home	9149
Albury	15-24	Visitor from ACT	11
Albury	15-24	Visitor from NSW	315
Albury	15-24	Visitor from QLD	14
Albury	15-24	Visitor from TAS	3
Albury	15-24	Visitor from VIC	160
Albury	15-24	Visitor from WA	3
Albury	15-24	Visitor same SA2	18
Albury	25-34	Home	9482
Albury	25-34	Visitor from ACT	8
Albury	25-34	Visitor from NSW	261
Albury	25-34	Visitor from NT	4
Albury	25-34	Visitor from QLD	16
Albury	25-34	Visitor from SA	4
Albury	25-34	Visitor from VIC	148
Albury	25-34	Visitor from WA	5
Albury	25-34	Visitor same SA2	21
Albury	35-44	Home	9488
Albury	35-44	Visitor from ACT	3
Albury	35-44	Visitor from NSW	213
Albury	35-44	Visitor from QLD	12
Albury	35-44	Visitor from SA	5
Albury	35-44	Visitor from TAS	4
Albury	35-44	Visitor from VIC	92
Albury	35-44	Visitor from WA	4
Albury	35-44	Visitor same SA2	18
Albury	45-54	Home	9819
Albury	45-54	Visitor from NSW	199
Albury	45-54	Visitor from NT	8
Albury	45-54	Visitor from QLD	21
Albury	45-54	Visitor from SA	3
Albury	45-54	Visitor from VIC	104
Albury	45-54	Visitor same SA2	20
Albury	55-64	Home	10623
Albury	55-64	Visitor from ACT	4
Albury	55-64	Visitor from NSW	272
Albury	55-64	Visitor from QLD	24
Albury	55-64	Visitor from SA	8
Albury	55-64	Visitor from TAS	6
Albury	55-64	Visitor from VIC	97
Albury	55-64	Visitor from WA	3
Albury	55-64	Visitor same SA2	36
Albury	65-74	Home	9515
Albury	65-74	Visitor from ACT	6
Albury	65-74	Visitor from NSW	220
Albury	65-74	Visitor from QLD	8
Albury	65-74	Visitor from SA	3
Albury	65-74	Visitor from TAS	3
Albury	65-74	Visitor from VIC	114
Albury	65-74	Visitor same SA2	40
Albury	75-84	Home	5597
Albury	75-84	Visitor from NSW	98
Albury	75-84	Visitor from TAS	3
Albury	75-84	Visitor from VIC	51
Albury	75-84	Visitor same SA2	34
Albury	85+	Home	2094
Albury	85+	Visitor from NSW	80
Albury	85+	Visitor from VIC	14
Albury	85+	Visitor same SA2	11
Auburn	0-14	Home	19879
Auburn	0-14	Visitor from NSW	195
Auburn	0-14	Visitor from QLD	6
Auburn	0-14	Visitor same SA2	5
Auburn	15-24	Home	15603
Auburn	15-24	Visitor from ACT	3
Auburn	15-24	Visitor from NSW	232
Auburn	15-24	Visitor from QLD	7
Auburn	15-24	Visitor from SA	9
Auburn	15-24	Visitor from VIC	12
Auburn	15-24	Visitor same SA2	14
Auburn	25-34	Home	27075
Auburn	25-34	Visitor from ACT	6
Auburn	25-34	Visitor from NSW	442
Auburn	25-34	Visitor from QLD	18
Auburn	25-34	Visitor from SA	10
Auburn	25-34	Visitor from VIC	14
Auburn	25-34	Visitor same SA2	27
Auburn	35-44	Home	17955
Auburn	35-44	Visitor from ACT	7
Auburn	35-44	Visitor from NSW	227
Auburn	35-44	Visitor from QLD	5
Auburn	35-44	Visitor from SA	4
Auburn	35-44	Visitor from VIC	5
Auburn	35-44	Visitor from WA	5
Auburn	35-44	Visitor same SA2	19
Auburn	45-54	Home	12323
Auburn	45-54	Visitor from NSW	182
Auburn	45-54	Visitor from QLD	8
Auburn	45-54	Visitor from VIC	3
Auburn	45-54	Visitor from WA	4
Auburn	45-54	Visitor same SA2	7
Auburn	55-64	Home	11208
Auburn	55-64	Visitor from NSW	158
Auburn	55-64	Visitor from QLD	8
Auburn	55-64	Visitor from SA	5
Auburn	55-64	Visitor from WA	3
Auburn	55-64	Visitor same SA2	3
Auburn	65-74	Home	7111
Auburn	65-74	Visitor from NSW	111
Auburn	65-74	Visitor from QLD	5
Auburn	65-74	Visitor from VIC	3
Auburn	65-74	Visitor same SA2	15
Auburn	75-84	Home	3303
Auburn	75-84	Visitor from NSW	64
Auburn	75-84	Visitor same SA2	10
Auburn	85+	Home	1246
Auburn	85+	Visitor from NSW	40
Auburn	85+	Visitor same SA2	3
Ballina	0-14	Home	13055
Ballina	0-14	Visitor from NSW	309
Ballina	0-14	Visitor from QLD	25
Ballina	0-14	Visitor from SA	4
Ballina	0-14	Visitor from VIC	18
Ballina	0-14	Visitor same SA2	17
Ballina	15-24	Home	7096
Ballina	15-24	Visitor from ACT	4
Ballina	15-24	Visitor from NSW	377
Ballina	15-24	Visitor from QLD	56
Ballina	15-24	Visitor from SA	11
Ballina	15-24	Visitor from VIC	42
Ballina	15-24	Visitor same SA2	12
Ballina	25-34	Home	8694
Ballina	25-34	Visitor from ACT	3
Ballina	25-34	Visitor from NSW	428
Ballina	25-34	Visitor from QLD	77
Ballina	25-34	Visitor from SA	9
Ballina	25-34	Visitor from VIC	54
Ballina	25-34	Visitor from WA	3
Ballina	25-34	Visitor same SA2	27
Ballina	35-44	Home	9951
Ballina	35-44	Visitor from NSW	327
Ballina	35-44	Visitor from QLD	63
Ballina	35-44	Visitor from SA	4
Ballina	35-44	Visitor from VIC	31
Ballina	35-44	Visitor from WA	7
Ballina	35-44	Visitor same SA2	11
Ballina	45-54	Home	10635
Ballina	45-54	Visitor from ACT	4
Ballina	45-54	Visitor from NSW	362
Ballina	45-54	Visitor from QLD	47
Ballina	45-54	Visitor from SA	5
Ballina	45-54	Visitor from VIC	37
Ballina	45-54	Visitor from WA	3
Ballina	45-54	Visitor same SA2	16
Ballina	55-64	Home	11038
Ballina	55-64	Visitor from ACT	14
Ballina	55-64	Visitor from NSW	489
Ballina	55-64	Visitor from QLD	62
Ballina	55-64	Visitor from SA	11
Ballina	55-64	Visitor from TAS	8
Ballina	55-64	Visitor from VIC	89
Ballina	55-64	Visitor from WA	10
Ballina	55-64	Visitor same SA2	18
Ballina	65-74	Home	10549
Ballina	65-74	Visitor from ACT	12
Ballina	65-74	Visitor from NSW	372
Ballina	65-74	Visitor from QLD	42
Ballina	65-74	Visitor from SA	18
Ballina	65-74	Visitor from TAS	21
Ballina	65-74	Visitor from VIC	157
Ballina	65-74	Visitor from WA	6
Ballina	65-74	Visitor same SA2	29
Ballina	75-84	Home	5396
Ballina	75-84	Visitor from NSW	154
Ballina	75-84	Visitor from QLD	10
Ballina	75-84	Visitor from SA	8
Ballina	75-84	Visitor from TAS	4
Ballina	75-84	Visitor from VIC	63
Ballina	75-84	Visitor from WA	5
Ballina	75-84	Visitor same SA2	24
Ballina	85+	Home	2317
Ballina	85+	Visitor from NSW	58
Ballina	85+	Visitor from SA	4
Ballina	85+	Visitor from VIC	14
Ballina	85+	Visitor same SA2	19
Balmain	0-14	Home	12094
Balmain	0-14	Visitor from NSW	144
Balmain	15-24	Home	8295
Balmain	15-24	Visitor from ACT	12
Balmain	15-24	Visitor from NSW	282
Balmain	15-24	Visitor from QLD	13
Balmain	15-24	Visitor from SA	5
Balmain	15-24	Visitor from VIC	12
Balmain	15-24	Visitor from WA	6
Balmain	15-24	Visitor same SA2	9
Balmain	25-34	Home	14758
Balmain	25-34	Visitor from ACT	6
Balmain	25-34	Visitor from NSW	351
Balmain	25-34	Visitor from QLD	3
Balmain	25-34	Visitor from SA	3
Balmain	25-34	Visitor from VIC	14
Balmain	25-34	Visitor from WA	3
Balmain	25-34	Visitor same SA2	6
Balmain	35-44	Home	13848
Balmain	35-44	Visitor from NSW	258
Balmain	35-44	Visitor from QLD	4
Balmain	35-44	Visitor from VIC	13
Balmain	35-44	Visitor from WA	3
Balmain	35-44	Visitor same SA2	13
Balmain	45-54	Home	11533
Balmain	45-54	Visitor from NSW	204
Balmain	45-54	Visitor from QLD	12
Balmain	45-54	Visitor from SA	6
Balmain	45-54	Visitor from VIC	6
Balmain	45-54	Visitor same SA2	8
Balmain	55-64	Home	8649
Balmain	55-64	Visitor from ACT	9
Balmain	55-64	Visitor from NSW	174
Balmain	55-64	Visitor from NT	3
Balmain	55-64	Visitor from QLD	12
Balmain	55-64	Visitor from SA	3
Balmain	55-64	Visitor from TAS	3
Balmain	55-64	Visitor from VIC	6
Balmain	55-64	Visitor from WA	3
Balmain	55-64	Visitor same SA2	8
Balmain	65-74	Home	6598
Balmain	65-74	Visitor from ACT	6
Balmain	65-74	Visitor from NSW	146
Balmain	65-74	Visitor from NT	5
Balmain	65-74	Visitor from QLD	13
Balmain	65-74	Visitor from TAS	4
Balmain	65-74	Visitor from VIC	6
Balmain	65-74	Visitor from WA	11
Balmain	65-74	Visitor same SA2	13
Balmain	75-84	Home	3105
Balmain	75-84	Visitor from NSW	71
Balmain	75-84	Visitor from QLD	4
Balmain	75-84	Visitor from VIC	5
Balmain	75-84	Visitor from WA	6
Balmain	75-84	Visitor same SA2	9
Balmain	85+	Home	1015
Balmain	85+	Visitor from NSW	54
Balmain	85+	Visitor same SA2	4
Bankstown	0-14	Home	20175
Bankstown	0-14	Visitor from NSW	255
Bankstown	0-14	Visitor from QLD	3
Bankstown	0-14	Visitor from VIC	5
Bankstown	0-14	Visitor same SA2	23
Bankstown	15-24	Home	12720
Bankstown	15-24	Visitor from NSW	184
Bankstown	15-24	Visitor from QLD	3
Bankstown	15-24	Visitor from SA	4
Bankstown	15-24	Visitor from VIC	4
Bankstown	15-24	Visitor same SA2	12
Bankstown	25-34	Home	14272
Bankstown	25-34	Visitor from NSW	294
Bankstown	25-34	Visitor from VIC	3
Bankstown	25-34	Visitor same SA2	17
Bankstown	35-44	Home	12162
Bankstown	35-44	Visitor from NSW	203
Bankstown	35-44	Visitor from VIC	4
Bankstown	35-44	Visitor same SA2	20
Bankstown	45-54	Home	10780
Bankstown	45-54	Visitor from NSW	177
Bankstown	45-54	Visitor same SA2	19
Bankstown	55-64	Home	10138
Bankstown	55-64	Visitor from NSW	168
Bankstown	55-64	Visitor from QLD	8
Bankstown	55-64	Visitor from VIC	3
Bankstown	55-64	Visitor same SA2	19
Bankstown	65-74	Home	6998
Bankstown	65-74	Visitor from NSW	134
Bankstown	65-74	Visitor same SA2	18
Bankstown	75-84	Home	3638
Bankstown	75-84	Visitor from NSW	108
Bankstown	75-84	Visitor same SA2	12
Bankstown	85+	Home	1817
Bankstown	85+	Visitor from NSW	101
Bankstown	85+	Visitor same SA2	5
Barwon	0-14	Home	13524
Barwon	0-14	Visitor from NSW	430
Barwon	0-14	Visitor from QLD	3
Barwon	0-14	Visitor from SA	3
Barwon	0-14	Visitor from VIC	9
Barwon	0-14	Visitor same SA2	43
Barwon	15-24	Home	7044
Barwon	15-24	Visitor from ACT	8
Barwon	15-24	Visitor from NSW	669
Barwon	15-24	Visitor from NT	3
Barwon	15-24	Visitor from QLD	42
Barwon	15-24	Visitor from SA	36
Barwon	15-24	Visitor from TAS	4
Barwon	15-24	Visitor from VIC	27
Barwon	15-24	Visitor from WA	5
Barwon	15-24	Visitor same SA2	52
Barwon	25-34	Home	8324
Barwon	25-34	Visitor from ACT	4
Barwon	25-34	Visitor from NSW	677
Barwon	25-34	Visitor from NT	6
Barwon	25-34	Visitor from QLD	43
Barwon	25-34	Visitor from SA	29
Barwon	25-34	Visitor from VIC	35
Barwon	25-34	Visitor from WA	8
Barwon	25-34	Visitor same SA2	33
Barwon	35-44	Home	7342
Barwon	35-44	Visitor from NSW	534
Barwon	35-44	Visitor from QLD	48
Barwon	35-44	Visitor from SA	27
Barwon	35-44	Visitor from TAS	6
Barwon	35-44	Visitor from VIC	37
Barwon	35-44	Visitor same SA2	28
Barwon	45-54	Home	8346
Barwon	45-54	Visitor from NSW	709
Barwon	45-54	Visitor from QLD	63
Barwon	45-54	Visitor from SA	45
Barwon	45-54	Visitor from VIC	39
Barwon	45-54	Visitor from WA	6
Barwon	45-54	Visitor same SA2	41
Barwon	55-64	Home	10122
Barwon	55-64	Visitor from ACT	28
Barwon	55-64	Visitor from NSW	939
Barwon	55-64	Visitor from NT	3
Barwon	55-64	Visitor from QLD	90
Barwon	55-64	Visitor from SA	54
Barwon	55-64	Visitor from TAS	12
Barwon	55-64	Visitor from VIC	51
Barwon	55-64	Visitor from WA	11
Barwon	55-64	Visitor same SA2	52
Barwon	65-74	Home	8398
Barwon	65-74	Visitor from ACT	19
Barwon	65-74	Visitor from NSW	785
Barwon	65-74	Visitor from NT	4
Barwon	65-74	Visitor from QLD	50
Barwon	65-74	Visitor from SA	62
Barwon	65-74	Visitor from TAS	15
Barwon	65-74	Visitor from VIC	90
Barwon	65-74	Visitor from WA	13
Barwon	65-74	Visitor same SA2	52
Barwon	75-84	Home	4915
Barwon	75-84	Visitor from ACT	5
Barwon	75-84	Visitor from NSW	240
Barwon	75-84	Visitor from QLD	16
Barwon	75-84	Visitor from SA	20
Barwon	75-84	Visitor from VIC	40
Barwon	75-84	Visitor same SA2	46
Barwon	85+	Home	1967
Barwon	85+	Visitor from NSW	61
Barwon	85+	Visitor from VIC	3
Barwon	85+	Visitor same SA2	13
Bathurst	0-14	Home	14247
Bathurst	0-14	Visitor from NSW	333
Bathurst	0-14	Visitor from QLD	3
Bathurst	0-14	Visitor from VIC	10
Bathurst	0-14	Visitor from WA	3
Bathurst	0-14	Visitor same SA2	8
Bathurst	15-24	Home	8944
Bathurst	15-24	Visitor from ACT	9
Bathurst	15-24	Visitor from NSW	662
Bathurst	15-24	Visitor from QLD	7
Bathurst	15-24	Visitor from SA	3
Bathurst	15-24	Visitor from VIC	14
Bathurst	15-24	Visitor same SA2	24
Bathurst	25-34	Home	9076
Bathurst	25-34	Visitor from ACT	5
Bathurst	25-34	Visitor from NSW	466
Bathurst	25-34	Visitor from QLD	11
Bathurst	25-34	Visitor from VIC	13
Bathurst	25-34	Visitor same SA2	12
Bathurst	35-44	Home	8600
Bathurst	35-44	Visitor from ACT	10
Bathurst	35-44	Visitor from NSW	364
Bathurst	35-44	Visitor from QLD	14
Bathurst	35-44	Visitor from WA	4
Bathurst	35-44	Visitor same SA2	12
Bathurst	45-54	Home	9744
Bathurst	45-54	Visitor from NSW	385
Bathurst	45-54	Visitor from QLD	26
Bathurst	45-54	Visitor from SA	3
Bathurst	45-54	Visitor from TAS	3
Bathurst	45-54	Visitor from VIC	12
Bathurst	45-54	Visitor from WA	9
Bathurst	45-54	Visitor same SA2	22
Bathurst	55-64	Home	10368
Bathurst	55-64	Visitor from NSW	408
Bathurst	55-64	Visitor from QLD	19
Bathurst	55-64	Visitor from VIC	8
Bathurst	55-64	Visitor same SA2	32
Bathurst	65-74	Home	9084
Bathurst	65-74	Visitor from ACT	3
Bathurst	65-74	Visitor from NSW	344
Bathurst	65-74	Visitor from QLD	7
Bathurst	65-74	Visitor from VIC	8
Bathurst	65-74	Visitor from WA	4
Bathurst	65-74	Visitor same SA2	27
Bathurst	75-84	Home	5164
Bathurst	75-84	Visitor from NSW	177
Bathurst	75-84	Visitor same SA2	24
Bathurst	85+	Home	1854
Bathurst	85+	Visitor from NSW	69
Bathurst	85+	Visitor same SA2	14
Baulkham Hills	0-14	Home	17544
Baulkham Hills	0-14	Visitor from NSW	134
Baulkham Hills	0-14	Visitor from QLD	4
Baulkham Hills	0-14	Visitor same SA2	10
Baulkham Hills	15-24	Home	10280
Baulkham Hills	15-24	Visitor from ACT	10
Baulkham Hills	15-24	Visitor from NSW	211
Baulkham Hills	15-24	Visitor from QLD	6
Baulkham Hills	15-24	Visitor from VIC	7
Baulkham Hills	15-24	Visitor same SA2	9
Baulkham Hills	25-34	Home	8388
Baulkham Hills	25-34	Visitor from NSW	206
Baulkham Hills	25-34	Visitor from QLD	3
Baulkham Hills	25-34	Visitor from TAS	3
Baulkham Hills	25-34	Visitor from VIC	11
Baulkham Hills	35-44	Home	13777
Baulkham Hills	35-44	Visitor from NSW	142
Baulkham Hills	35-44	Visitor from QLD	6
Baulkham Hills	35-44	Visitor from TAS	4
Baulkham Hills	35-44	Visitor from WA	3
Baulkham Hills	35-44	Visitor same SA2	7
Baulkham Hills	45-54	Home	11808
Baulkham Hills	45-54	Visitor from NSW	135
Baulkham Hills	45-54	Visitor from QLD	12
Baulkham Hills	45-54	Visitor from SA	3
Baulkham Hills	45-54	Visitor from VIC	9
Baulkham Hills	45-54	Visitor same SA2	7
Baulkham Hills	55-64	Home	10248
Baulkham Hills	55-64	Visitor from NSW	126
Baulkham Hills	55-64	Visitor from QLD	9
Baulkham Hills	55-64	Visitor from VIC	8
Baulkham Hills	55-64	Visitor same SA2	5
Baulkham Hills	65-74	Home	8705
Baulkham Hills	65-74	Visitor from ACT	3
Baulkham Hills	65-74	Visitor from NSW	162
Baulkham Hills	65-74	Visitor from VIC	6
Baulkham Hills	65-74	Visitor same SA2	21
Baulkham Hills	75-84	Home	4802
Baulkham Hills	75-84	Visitor from NSW	124
Baulkham Hills	75-84	Visitor same SA2	33
Baulkham Hills	85+	Home	1416
Baulkham Hills	85+	Visitor from NSW	77
Baulkham Hills	85+	Visitor same SA2	93
Bega	0-14	Home	10769
Bega	0-14	Visitor from ACT	49
Bega	0-14	Visitor from NSW	369
Bega	0-14	Visitor from QLD	3
Bega	0-14	Visitor from VIC	15
Bega	0-14	Visitor same SA2	16
Bega	15-24	Home	5913
Bega	15-24	Visitor from ACT	67
Bega	15-24	Visitor from NSW	422
Bega	15-24	Visitor from QLD	12
Bega	15-24	Visitor from SA	4
Bega	15-24	Visitor from TAS	4
Bega	15-24	Visitor from VIC	25
Bega	15-24	Visitor same SA2	16
Bega	25-34	Home	5841
Bega	25-34	Visitor from ACT	74
Bega	25-34	Visitor from NSW	440
Bega	25-34	Visitor from QLD	17
Bega	25-34	Visitor from SA	8
Bega	25-34	Visitor from VIC	31
Bega	25-34	Visitor from WA	4
Bega	25-34	Visitor same SA2	13
Bega	35-44	Home	6583
Bega	35-44	Visitor from ACT	77
Bega	35-44	Visitor from NSW	333
Bega	35-44	Visitor from QLD	12
Bega	35-44	Visitor from TAS	3
Bega	35-44	Visitor from VIC	20
Bega	35-44	Visitor from WA	3
Bega	35-44	Visitor same SA2	18
Bega	45-54	Home	8669
Bega	45-54	Visitor from ACT	100
Bega	45-54	Visitor from NSW	373
Bega	45-54	Visitor from QLD	34
Bega	45-54	Visitor from VIC	44
Bega	45-54	Visitor from WA	3
Bega	45-54	Visitor same SA2	30
Bega	55-64	Home	12340
Bega	55-64	Visitor from ACT	230
Bega	55-64	Visitor from NSW	611
Bega	55-64	Visitor from QLD	29
