SED_NAME16	CountryOfBirth	YearOfArrival.max	persons_born_overseas
Auburn	KOR	2021	10
Auburn	LBN		181
Auburn	LBN	1951	8
Auburn	LBN	1960	38
Auburn	LBN	1970	414
Auburn	LBN	1980	929
Auburn	LBN	1990	652
Auburn	LBN	2000	549
Auburn	LBN	2010	551
Auburn	LBN	2015	236
Auburn	LBN	2016	30
Auburn	LBN	2017	62
Auburn	LBN	2018	59
Auburn	LBN	2019	52
Auburn	LBN	2020	25
Auburn	LBN	2021	12
Auburn	LKA		22
Auburn	LKA	1980	19
Auburn	LKA	1990	264
Auburn	LKA	2000	408
Auburn	LKA	2010	333
Auburn	LKA	2015	175
Auburn	LKA	2016	24
Auburn	LKA	2017	37
Auburn	LKA	2018	21
Auburn	LKA	2019	24
Auburn	LKA	2020	8
Auburn	LKA	2021	3
Auburn	MKD	1970	22
Auburn	MKD	1980	10
Auburn	MKD	1990	13
Auburn	MKD	2000	4
Auburn	MYS		44
Auburn	MYS	1970	9
Auburn	MYS	1980	44
Auburn	MYS	1990	157
Auburn	MYS	2000	132
Auburn	MYS	2010	205
Auburn	MYS	2015	156
Auburn	MYS	2016	78
Auburn	MYS	2017	126
Auburn	MYS	2018	116
Auburn	MYS	2019	102
Auburn	MYS	2020	19
Auburn	MYS	2021	3
Auburn	NLD	1960	6
Auburn	NLD	1970	4
Auburn	NLD	1990	3
Auburn	NLD	2010	8
Auburn	NLD	2015	6
Auburn	NLD	2016	10
Auburn	NPL		153
Auburn	NPL	2000	55
Auburn	NPL	2010	586
Auburn	NPL	2015	625
Auburn	NPL	2016	447
Auburn	NPL	2017	1004
Auburn	NPL	2018	1860
Auburn	NPL	2019	1676
Auburn	NPL	2020	392
Auburn	NPL	2021	8
Auburn	NZL		68
Auburn	NZL	1960	4
Auburn	NZL	1970	19
Auburn	NZL	1980	71
Auburn	NZL	1990	125
Auburn	NZL	2000	214
Auburn	NZL	2010	204
Auburn	NZL	2015	157
Auburn	NZL	2016	22
Auburn	NZL	2017	13
Auburn	NZL	2018	31
Auburn	NZL	2019	32
Auburn	NZL	2020	9
Auburn	NZL	2021	6
Auburn	PAK		50
Auburn	PAK	1980	21
Auburn	PAK	1990	102
Auburn	PAK	2000	205
Auburn	PAK	2010	497
Auburn	PAK	2015	793
Auburn	PAK	2016	162
Auburn	PAK	2017	190
Auburn	PAK	2018	171
Auburn	PAK	2019	220
Auburn	PAK	2020	98
Auburn	PAK	2021	44
Auburn	PHL		50
Auburn	PHL	1951	3
Auburn	PHL	1970	8
Auburn	PHL	1980	103
Auburn	PHL	1990	483
Auburn	PHL	2000	387
Auburn	PHL	2010	330
Auburn	PHL	2015	291
Auburn	PHL	2016	76
Auburn	PHL	2017	79
Auburn	PHL	2018	121
Auburn	PHL	2019	184
Auburn	PHL	2020	27
Auburn	PHL	2021	3
Auburn	POL		6
Auburn	POL	1951	6
Auburn	POL	1960	4
Auburn	POL	1970	4
Auburn	POL	1980	11
Auburn	POL	1990	42
Auburn	POL	2000	4
Auburn	POL	2010	18
Auburn	POL	2015	16
Auburn	POL	2016	6
Auburn	POL	2017	9
Auburn	POL	2019	5
Auburn	POL	2020	3
Auburn	SGP	1970	3
Auburn	SGP	1980	16
Auburn	SGP	1990	38
Auburn	SGP	2000	31
Auburn	SGP	2010	66
Auburn	SGP	2015	29
Auburn	SGP	2016	21
Auburn	SGP	2017	9
Auburn	SGP	2018	16
Auburn	SGP	2019	5
Auburn	SGP	2020	7
Auburn	THA		15
Auburn	THA	1980	8
Auburn	THA	1990	57
Auburn	THA	2000	55
Auburn	THA	2010	151
Auburn	THA	2015	122
Auburn	THA	2016	47
Auburn	THA	2017	30
Auburn	THA	2018	25
Auburn	THA	2019	21
Auburn	THA	2020	5
Auburn	TWN		38
Auburn	TWN	1980	6
Auburn	TWN	1990	41
Auburn	TWN	2000	55
Auburn	TWN	2010	115
Auburn	TWN	2015	160
Auburn	TWN	2016	50
Auburn	TWN	2017	62
Auburn	TWN	2018	88
Auburn	TWN	2019	81
Auburn	TWN	2020	11
Auburn	USA		8
Auburn	USA	1980	7
Auburn	USA	1990	22
Auburn	USA	2000	31
Auburn	USA	2010	37
Auburn	USA	2015	20
Auburn	USA	2016	9
Auburn	USA	2017	5
Auburn	USA	2018	17
Auburn	USA	2019	16
Auburn	USA	2020	17
Auburn	USA	2021	5
Auburn	VNM		134
Auburn	VNM	1970	3
Auburn	VNM	1980	1094
Auburn	VNM	1990	1281
Auburn	VNM	2000	467
Auburn	VNM	2010	217
Auburn	VNM	2015	164
Auburn	VNM	2016	54
Auburn	VNM	2017	53
Auburn	VNM	2018	35
Auburn	VNM	2019	48
Auburn	VNM	2020	33
Auburn	ZAF		4
Auburn	ZAF	1970	5
Auburn	ZAF	1980	15
Auburn	ZAF	1990	25
Auburn	ZAF	2000	44
Auburn	ZAF	2010	83
Auburn	ZAF	2015	44
Auburn	ZAF	2016	10
Auburn	ZAF	2017	10
Auburn	ZAF	2019	8
Auburn	ZAF	2020	4
Auburn	ZAF	2021	5
Ballina			80
Ballina		1951	40
Ballina		1960	94
Ballina		1970	185
Ballina		1980	228
Ballina		1990	261
Ballina		2000	246
Ballina		2010	516
Ballina		2015	467
Ballina		2016	145
Ballina		2017	142
Ballina		2018	191
Ballina		2019	274
Ballina		2020	123
Ballina		2021	14
Ballina	AFG	2000	4
Ballina	BGD	2010	4
Ballina	CAN	1951	3
Ballina	CAN	1960	7
Ballina	CAN	1970	27
Ballina	CAN	1980	42
Ballina	CAN	1990	37
Ballina	CAN	2000	48
Ballina	CAN	2010	75
Ballina	CAN	2015	62
Ballina	CAN	2016	18
Ballina	CAN	2017	17
Ballina	CAN	2018	14
Ballina	CAN	2019	23
Ballina	CAN	2020	13
Ballina	CHN	1951	3
Ballina	CHN	1960	11
Ballina	CHN	1980	4
Ballina	CHN	1990	5
Ballina	CHN	2000	5
Ballina	CHN	2010	30
Ballina	CHN	2015	11
Ballina	CHN	2016	3
Ballina	CHN	2018	5
Ballina	CHN	2019	3
Ballina	DEU		13
Ballina	DEU	1951	28
Ballina	DEU	1960	78
Ballina	DEU	1970	33
Ballina	DEU	1980	27
Ballina	DEU	1990	111
Ballina	DEU	2000	86
Ballina	DEU	2010	115
Ballina	DEU	2015	52
Ballina	DEU	2016	23
Ballina	DEU	2017	25
Ballina	DEU	2018	18
Ballina	DEU	2019	26
Ballina	DEU	2020	12
Ballina	EGY		3
Ballina	EGY	1960	6
Ballina	EGY	1970	3
Ballina	EGY	2000	3
Ballina	EGY	2015	3
Ballina	EGY	2019	6
Ballina	FJI		7
Ballina	FJI	1960	3
Ballina	FJI	1970	4
Ballina	FJI	1980	5
Ballina	FJI	1990	13
Ballina	FJI	2000	5
Ballina	FJI	2010	5
Ballina	FJI	2015	4
Ballina	FJI	2018	9
Ballina	GBR		145
Ballina	GBR	1951	101
Ballina	GBR	1960	306
Ballina	GBR	1970	764
Ballina	GBR	1980	523
Ballina	GBR	1990	465
Ballina	GBR	2000	447
Ballina	GBR	2010	680
Ballina	GBR	2015	362
Ballina	GBR	2016	77
Ballina	GBR	2017	59
Ballina	GBR	2018	64
Ballina	GBR	2019	62
Ballina	GBR	2020	45
Ballina	GBR	2021	6
Ballina	GRC	1960	15
Ballina	GRC	1970	10
Ballina	GRC	1980	3
Ballina	HKG		4
Ballina	HKG	1970	6
Ballina	HKG	1980	7
Ballina	HKG	1990	20
Ballina	HKG	2000	7
Ballina	HKG	2010	5
Ballina	HKG	2015	3
Ballina	HKG	2019	4
Ballina	HRV	1960	9
Ballina	HRV	1970	9
Ballina	HRV	1990	6
Ballina	IDN		3
Ballina	IDN	1960	6
Ballina	IDN	1980	10
Ballina	IDN	1990	7
Ballina	IDN	2000	10
Ballina	IDN	2010	17
Ballina	IDN	2015	21
Ballina	IDN	2016	4
Ballina	IDN	2017	3
Ballina	IDN	2018	8
Ballina	IDN	2019	8
Ballina	IDN	2020	10
Ballina	IND		15
Ballina	IND	1951	7
Ballina	IND	1960	4
Ballina	IND	1970	16
Ballina	IND	1980	16
Ballina	IND	1990	19
Ballina	IND	2000	17
Ballina	IND	2010	79
Ballina	IND	2015	44
Ballina	IND	2016	6
Ballina	IND	2017	6
Ballina	IND	2018	10
Ballina	IND	2019	25
Ballina	IND	2020	9
Ballina	IND	2021	3
Ballina	IRL		10
Ballina	IRL	1960	9
Ballina	IRL	1970	21
Ballina	IRL	1980	21
Ballina	IRL	1990	21
Ballina	IRL	2000	20
Ballina	IRL	2010	50
Ballina	IRL	2015	16
Ballina	IRL	2016	4
Ballina	IRL	2018	5
Ballina	IRL	2019	6
Ballina	IRL	2020	5
Ballina	IRN	1970	3
Ballina	IRN	1980	3
Ballina	IRN	1990	16
Ballina	IRN	2000	8
Ballina	IRN	2010	3
Ballina	IRN	2015	7
Ballina	ITA		17
Ballina	ITA	1951	15
Ballina	ITA	1960	53
Ballina	ITA	1970	23
Ballina	ITA	1980	5
Ballina	ITA	1990	14
Ballina	ITA	2000	15
Ballina	ITA	2010	46
Ballina	ITA	2015	85
Ballina	ITA	2016	9
Ballina	ITA	2017	21
Ballina	ITA	2018	22
Ballina	ITA	2019	27
Ballina	ITA	2020	11
Ballina	JPN		13
Ballina	JPN	1960	4
Ballina	JPN	1970	3
Ballina	JPN	1980	3
Ballina	JPN	1990	11
Ballina	JPN	2000	36
Ballina	JPN	2010	87
Ballina	JPN	2015	59
Ballina	JPN	2016	10
Ballina	JPN	2017	10
Ballina	JPN	2018	15
Ballina	JPN	2019	20
Ballina	JPN	2020	7
Ballina	KOR	1980	4
Ballina	KOR	1990	10
Ballina	KOR	2000	7
Ballina	KOR	2010	12
Ballina	KOR	2015	6
Ballina	KOR	2017	4
Ballina	KOR	2019	3
Ballina	LBN	2016	4
Ballina	LKA		5
Ballina	LKA	1970	9
Ballina	LKA	1980	4
Ballina	LKA	1990	10
Ballina	LKA	2000	15
Ballina	LKA	2010	7
Ballina	MKD	1980	3
Ballina	MYS		4
Ballina	MYS	1960	4
Ballina	MYS	1970	15
Ballina	MYS	1980	18
Ballina	MYS	1990	16
Ballina	MYS	2000	8
Ballina	MYS	2010	14
Ballina	MYS	2015	8
Ballina	MYS	2017	12
Ballina	MYS	2018	3
Ballina	NLD		4
Ballina	NLD	1951	11
Ballina	NLD	1960	84
Ballina	NLD	1970	31
Ballina	NLD	1980	19
Ballina	NLD	1990	34
Ballina	NLD	2000	22
Ballina	NLD	2010	37
Ballina	NLD	2015	24
Ballina	NLD	2016	9
Ballina	NLD	2017	11
Ballina	NLD	2018	10
Ballina	NLD	2019	11
Ballina	NLD	2020	9
Ballina	NPL		3
Ballina	NPL	2010	7
Ballina	NPL	2015	4
Ballina	NPL	2016	11
Ballina	NPL	2017	9
Ballina	NPL	2018	8
Ballina	NZL		70
Ballina	NZL	1951	9
Ballina	NZL	1960	29
Ballina	NZL	1970	126
Ballina	NZL	1980	274
Ballina	NZL	1990	303
Ballina	NZL	2000	240
Ballina	NZL	2010	273
Ballina	NZL	2015	156
Ballina	NZL	2016	38
Ballina	NZL	2017	24
Ballina	NZL	2018	29
Ballina	NZL	2019	27
Ballina	NZL	2020	24
Ballina	NZL	2021	4
Ballina	PAK	1970	4
Ballina	PAK	2010	4
Ballina	PHL		14
Ballina	PHL	1970	9
Ballina	PHL	1980	14
Ballina	PHL	1990	44
Ballina	PHL	2000	29
Ballina	PHL	2010	47
Ballina	PHL	2015	40
Ballina	PHL	2016	11
Ballina	PHL	2017	11
Ballina	PHL	2018	18
Ballina	PHL	2019	9
Ballina	PHL	2020	6
Ballina	PHL	2021	6
Ballina	POL		5
Ballina	POL	1960	7
Ballina	POL	1990	14
Ballina	POL	2000	5
Ballina	POL	2010	10
Ballina	POL	2015	11
Ballina	POL	2020	3
Ballina	SGP		4
Ballina	SGP	1960	3
Ballina	SGP	1970	5
Ballina	SGP	1980	11
Ballina	SGP	1990	8
Ballina	SGP	2000	6
Ballina	SGP	2010	5
Ballina	SGP	2015	4
Ballina	SGP	2016	4
Ballina	SGP	2017	7
Ballina	SGP	2019	3
Ballina	SGP	2021	5
Ballina	THA		16
Ballina	THA	1980	4
Ballina	THA	1990	10
Ballina	THA	2000	23
Ballina	THA	2010	63
Ballina	THA	2015	49
Ballina	THA	2016	6
Ballina	THA	2017	7
Ballina	THA	2018	10
Ballina	THA	2019	9
Ballina	THA	2020	11
Ballina	THA	2021	8
Ballina	TWN	1990	5
Ballina	TWN	2000	4
Ballina	TWN	2010	9
Ballina	TWN	2015	11
Ballina	TWN	2016	4
Ballina	TWN	2017	3
Ballina	USA		13
Ballina	USA	1960	9
Ballina	USA	1970	41
Ballina	USA	1980	74
Ballina	USA	1990	87
Ballina	USA	2000	98
Ballina	USA	2010	130
Ballina	USA	2015	103
Ballina	USA	2016	14
Ballina	USA	2017	19
Ballina	USA	2018	38
Ballina	USA	2019	31
Ballina	USA	2020	49
Ballina	USA	2021	10
Ballina	VNM		4
Ballina	VNM	1980	15
Ballina	VNM	1990	8
Ballina	VNM	2000	8
Ballina	VNM	2010	10
Ballina	VNM	2015	17
Ballina	VNM	2016	3
Ballina	VNM	2017	4
Ballina	VNM	2018	4
Ballina	VNM	2019	4
Ballina	ZAF		4
Ballina	ZAF	1960	11
Ballina	ZAF	1970	32
Ballina	ZAF	1980	76
Ballina	ZAF	1990	95
Ballina	ZAF	2000	72
Ballina	ZAF	2010	117
Ballina	ZAF	2015	35
Ballina	ZAF	2016	4
Ballina	ZAF	2017	6
Ballina	ZAF	2018	10
Ballina	ZAF	2019	10
Ballina	ZAF	2020	13
Ballina	ZAF	2021	5
Balmain			90
Balmain		1951	61
Balmain		1960	106
Balmain		1970	345
Balmain		1980	486
Balmain		1990	500
Balmain		2000	568
Balmain		2010	753
Balmain		2015	707
Balmain		2016	227
Balmain		2017	241
Balmain		2018	288
Balmain		2019	420
Balmain		2020	176
Balmain		2021	29
