SED_NAME16	CountryOfBirth	YearOfArrival.max	persons_born_overseas
Clarinda (South-Eastern Metropolitan)	MYS	2016	163
Clarinda (South-Eastern Metropolitan)	MYS	2017	196
Clarinda (South-Eastern Metropolitan)	MYS	2018	221
Clarinda (South-Eastern Metropolitan)	MYS	2019	149
Clarinda (South-Eastern Metropolitan)	MYS	2020	32
Clarinda (South-Eastern Metropolitan)	NLD		5
Clarinda (South-Eastern Metropolitan)	NLD	1960	35
Clarinda (South-Eastern Metropolitan)	NLD	1970	16
Clarinda (South-Eastern Metropolitan)	NLD	1980	4
Clarinda (South-Eastern Metropolitan)	NLD	1990	10
Clarinda (South-Eastern Metropolitan)	NLD	2000	5
Clarinda (South-Eastern Metropolitan)	NLD	2010	14
Clarinda (South-Eastern Metropolitan)	NPL		5
Clarinda (South-Eastern Metropolitan)	NPL	2000	5
Clarinda (South-Eastern Metropolitan)	NPL	2010	49
Clarinda (South-Eastern Metropolitan)	NPL	2015	49
Clarinda (South-Eastern Metropolitan)	NPL	2016	33
Clarinda (South-Eastern Metropolitan)	NPL	2017	77
Clarinda (South-Eastern Metropolitan)	NPL	2018	109
Clarinda (South-Eastern Metropolitan)	NPL	2019	94
Clarinda (South-Eastern Metropolitan)	NPL	2020	13
Clarinda (South-Eastern Metropolitan)	NZL		20
Clarinda (South-Eastern Metropolitan)	NZL	1960	6
Clarinda (South-Eastern Metropolitan)	NZL	1970	18
Clarinda (South-Eastern Metropolitan)	NZL	1980	51
Clarinda (South-Eastern Metropolitan)	NZL	1990	117
Clarinda (South-Eastern Metropolitan)	NZL	2000	145
Clarinda (South-Eastern Metropolitan)	NZL	2010	204
Clarinda (South-Eastern Metropolitan)	NZL	2015	110
Clarinda (South-Eastern Metropolitan)	NZL	2016	16
Clarinda (South-Eastern Metropolitan)	NZL	2017	17
Clarinda (South-Eastern Metropolitan)	NZL	2018	21
Clarinda (South-Eastern Metropolitan)	NZL	2019	27
Clarinda (South-Eastern Metropolitan)	NZL	2020	7
Clarinda (South-Eastern Metropolitan)	NZL	2021	7
Clarinda (South-Eastern Metropolitan)	PAK		9
Clarinda (South-Eastern Metropolitan)	PAK	1980	9
Clarinda (South-Eastern Metropolitan)	PAK	1990	15
Clarinda (South-Eastern Metropolitan)	PAK	2000	28
Clarinda (South-Eastern Metropolitan)	PAK	2010	50
Clarinda (South-Eastern Metropolitan)	PAK	2015	77
Clarinda (South-Eastern Metropolitan)	PAK	2016	35
Clarinda (South-Eastern Metropolitan)	PAK	2017	35
Clarinda (South-Eastern Metropolitan)	PAK	2018	39
Clarinda (South-Eastern Metropolitan)	PAK	2019	30
Clarinda (South-Eastern Metropolitan)	PAK	2020	16
Clarinda (South-Eastern Metropolitan)	PHL		15
Clarinda (South-Eastern Metropolitan)	PHL	1980	63
Clarinda (South-Eastern Metropolitan)	PHL	1990	247
Clarinda (South-Eastern Metropolitan)	PHL	2000	127
Clarinda (South-Eastern Metropolitan)	PHL	2010	186
Clarinda (South-Eastern Metropolitan)	PHL	2015	166
Clarinda (South-Eastern Metropolitan)	PHL	2016	51
Clarinda (South-Eastern Metropolitan)	PHL	2017	64
Clarinda (South-Eastern Metropolitan)	PHL	2018	96
Clarinda (South-Eastern Metropolitan)	PHL	2019	136
Clarinda (South-Eastern Metropolitan)	PHL	2020	35
Clarinda (South-Eastern Metropolitan)	PHL	2021	15
Clarinda (South-Eastern Metropolitan)	POL		9
Clarinda (South-Eastern Metropolitan)	POL	1951	3
Clarinda (South-Eastern Metropolitan)	POL	1960	6
Clarinda (South-Eastern Metropolitan)	POL	1970	26
Clarinda (South-Eastern Metropolitan)	POL	1980	27
Clarinda (South-Eastern Metropolitan)	POL	1990	102
Clarinda (South-Eastern Metropolitan)	POL	2000	28
Clarinda (South-Eastern Metropolitan)	POL	2010	28
Clarinda (South-Eastern Metropolitan)	POL	2015	11
Clarinda (South-Eastern Metropolitan)	POL	2019	4
Clarinda (South-Eastern Metropolitan)	SGP	1980	7
Clarinda (South-Eastern Metropolitan)	SGP	1990	27
Clarinda (South-Eastern Metropolitan)	SGP	2000	34
Clarinda (South-Eastern Metropolitan)	SGP	2010	88
Clarinda (South-Eastern Metropolitan)	SGP	2015	46
Clarinda (South-Eastern Metropolitan)	SGP	2016	15
Clarinda (South-Eastern Metropolitan)	SGP	2017	11
Clarinda (South-Eastern Metropolitan)	SGP	2018	18
Clarinda (South-Eastern Metropolitan)	SGP	2019	14
Clarinda (South-Eastern Metropolitan)	SGP	2020	6
Clarinda (South-Eastern Metropolitan)	THA		13
Clarinda (South-Eastern Metropolitan)	THA	1980	5
Clarinda (South-Eastern Metropolitan)	THA	1990	78
Clarinda (South-Eastern Metropolitan)	THA	2000	50
Clarinda (South-Eastern Metropolitan)	THA	2010	148
Clarinda (South-Eastern Metropolitan)	THA	2015	134
Clarinda (South-Eastern Metropolitan)	THA	2016	52
Clarinda (South-Eastern Metropolitan)	THA	2017	22
Clarinda (South-Eastern Metropolitan)	THA	2018	32
Clarinda (South-Eastern Metropolitan)	THA	2019	30
Clarinda (South-Eastern Metropolitan)	THA	2020	10
Clarinda (South-Eastern Metropolitan)	THA	2021	6
Clarinda (South-Eastern Metropolitan)	TWN		14
Clarinda (South-Eastern Metropolitan)	TWN	1990	7
Clarinda (South-Eastern Metropolitan)	TWN	2000	26
Clarinda (South-Eastern Metropolitan)	TWN	2010	41
Clarinda (South-Eastern Metropolitan)	TWN	2015	52
Clarinda (South-Eastern Metropolitan)	TWN	2016	14
Clarinda (South-Eastern Metropolitan)	TWN	2017	20
Clarinda (South-Eastern Metropolitan)	TWN	2018	33
Clarinda (South-Eastern Metropolitan)	TWN	2019	34
Clarinda (South-Eastern Metropolitan)	TWN	2020	5
Clarinda (South-Eastern Metropolitan)	USA		3
Clarinda (South-Eastern Metropolitan)	USA	1970	3
Clarinda (South-Eastern Metropolitan)	USA	1980	9
Clarinda (South-Eastern Metropolitan)	USA	1990	13
Clarinda (South-Eastern Metropolitan)	USA	2000	12
Clarinda (South-Eastern Metropolitan)	USA	2010	49
Clarinda (South-Eastern Metropolitan)	USA	2015	37
Clarinda (South-Eastern Metropolitan)	USA	2016	14
Clarinda (South-Eastern Metropolitan)	USA	2017	18
Clarinda (South-Eastern Metropolitan)	USA	2018	4
Clarinda (South-Eastern Metropolitan)	USA	2019	20
Clarinda (South-Eastern Metropolitan)	USA	2020	6
Clarinda (South-Eastern Metropolitan)	VNM		167
Clarinda (South-Eastern Metropolitan)	VNM	1970	4
Clarinda (South-Eastern Metropolitan)	VNM	1980	548
Clarinda (South-Eastern Metropolitan)	VNM	1990	1452
Clarinda (South-Eastern Metropolitan)	VNM	2000	780
Clarinda (South-Eastern Metropolitan)	VNM	2010	635
Clarinda (South-Eastern Metropolitan)	VNM	2015	513
Clarinda (South-Eastern Metropolitan)	VNM	2016	120
Clarinda (South-Eastern Metropolitan)	VNM	2017	124
Clarinda (South-Eastern Metropolitan)	VNM	2018	117
Clarinda (South-Eastern Metropolitan)	VNM	2019	119
Clarinda (South-Eastern Metropolitan)	VNM	2020	60
Clarinda (South-Eastern Metropolitan)	VNM	2021	17
Clarinda (South-Eastern Metropolitan)	ZAF		5
Clarinda (South-Eastern Metropolitan)	ZAF	1970	11
Clarinda (South-Eastern Metropolitan)	ZAF	1980	34
Clarinda (South-Eastern Metropolitan)	ZAF	1990	53
Clarinda (South-Eastern Metropolitan)	ZAF	2000	66
Clarinda (South-Eastern Metropolitan)	ZAF	2010	123
Clarinda (South-Eastern Metropolitan)	ZAF	2015	52
Clarinda (South-Eastern Metropolitan)	ZAF	2016	7
Clarinda (South-Eastern Metropolitan)	ZAF	2017	14
Clarinda (South-Eastern Metropolitan)	ZAF	2018	12
Clarinda (South-Eastern Metropolitan)	ZAF	2019	23
Clarinda (South-Eastern Metropolitan)	ZAF	2020	10
Clarinda (South-Eastern Metropolitan)	ZAF	2021	4
Cranbourne (South-Eastern Metropolitan)			154
Cranbourne (South-Eastern Metropolitan)		1951	28
Cranbourne (South-Eastern Metropolitan)		1960	95
Cranbourne (South-Eastern Metropolitan)		1970	321
Cranbourne (South-Eastern Metropolitan)		1980	543
Cranbourne (South-Eastern Metropolitan)		1990	1147
Cranbourne (South-Eastern Metropolitan)		2000	1315
Cranbourne (South-Eastern Metropolitan)		2010	2820
Cranbourne (South-Eastern Metropolitan)		2015	1122
Cranbourne (South-Eastern Metropolitan)		2016	207
Cranbourne (South-Eastern Metropolitan)		2017	249
Cranbourne (South-Eastern Metropolitan)		2018	204
Cranbourne (South-Eastern Metropolitan)		2019	203
Cranbourne (South-Eastern Metropolitan)		2020	71
Cranbourne (South-Eastern Metropolitan)		2021	39
Cranbourne (South-Eastern Metropolitan)	AFG		51
Cranbourne (South-Eastern Metropolitan)	AFG	1990	38
Cranbourne (South-Eastern Metropolitan)	AFG	2000	370
Cranbourne (South-Eastern Metropolitan)	AFG	2010	1592
Cranbourne (South-Eastern Metropolitan)	AFG	2015	1266
Cranbourne (South-Eastern Metropolitan)	AFG	2016	277
Cranbourne (South-Eastern Metropolitan)	AFG	2017	297
Cranbourne (South-Eastern Metropolitan)	AFG	2018	189
Cranbourne (South-Eastern Metropolitan)	AFG	2019	251
Cranbourne (South-Eastern Metropolitan)	AFG	2020	70
Cranbourne (South-Eastern Metropolitan)	AFG	2021	98
Cranbourne (South-Eastern Metropolitan)	BGD	2000	13
Cranbourne (South-Eastern Metropolitan)	BGD	2010	119
Cranbourne (South-Eastern Metropolitan)	BGD	2015	89
Cranbourne (South-Eastern Metropolitan)	BGD	2016	9
Cranbourne (South-Eastern Metropolitan)	BGD	2017	21
Cranbourne (South-Eastern Metropolitan)	BGD	2018	5
Cranbourne (South-Eastern Metropolitan)	BGD	2019	11
Cranbourne (South-Eastern Metropolitan)	BGD	2020	3
Cranbourne (South-Eastern Metropolitan)	CAN	1960	7
Cranbourne (South-Eastern Metropolitan)	CAN	1980	3
Cranbourne (South-Eastern Metropolitan)	CAN	1990	10
Cranbourne (South-Eastern Metropolitan)	CAN	2000	15
Cranbourne (South-Eastern Metropolitan)	CAN	2010	19
Cranbourne (South-Eastern Metropolitan)	CAN	2015	9
Cranbourne (South-Eastern Metropolitan)	CAN	2016	4
Cranbourne (South-Eastern Metropolitan)	CAN	2017	5
Cranbourne (South-Eastern Metropolitan)	CAN	2018	5
Cranbourne (South-Eastern Metropolitan)	CAN	2020	4
Cranbourne (South-Eastern Metropolitan)	CHN		22
Cranbourne (South-Eastern Metropolitan)	CHN	1960	3
Cranbourne (South-Eastern Metropolitan)	CHN	1970	8
Cranbourne (South-Eastern Metropolitan)	CHN	1980	12
Cranbourne (South-Eastern Metropolitan)	CHN	1990	36
Cranbourne (South-Eastern Metropolitan)	CHN	2000	70
Cranbourne (South-Eastern Metropolitan)	CHN	2010	542
Cranbourne (South-Eastern Metropolitan)	CHN	2015	200
Cranbourne (South-Eastern Metropolitan)	CHN	2016	33
Cranbourne (South-Eastern Metropolitan)	CHN	2017	40
Cranbourne (South-Eastern Metropolitan)	CHN	2018	36
Cranbourne (South-Eastern Metropolitan)	CHN	2019	54
Cranbourne (South-Eastern Metropolitan)	CHN	2020	11
Cranbourne (South-Eastern Metropolitan)	DEU		11
Cranbourne (South-Eastern Metropolitan)	DEU	1951	23
Cranbourne (South-Eastern Metropolitan)	DEU	1960	69
Cranbourne (South-Eastern Metropolitan)	DEU	1970	48
Cranbourne (South-Eastern Metropolitan)	DEU	1980	27
Cranbourne (South-Eastern Metropolitan)	DEU	1990	18
Cranbourne (South-Eastern Metropolitan)	DEU	2000	17
Cranbourne (South-Eastern Metropolitan)	DEU	2010	43
Cranbourne (South-Eastern Metropolitan)	DEU	2015	11
Cranbourne (South-Eastern Metropolitan)	DEU	2016	4
Cranbourne (South-Eastern Metropolitan)	DEU	2018	4
Cranbourne (South-Eastern Metropolitan)	EGY		3
Cranbourne (South-Eastern Metropolitan)	EGY	1960	10
Cranbourne (South-Eastern Metropolitan)	EGY	1970	10
Cranbourne (South-Eastern Metropolitan)	EGY	1980	5
Cranbourne (South-Eastern Metropolitan)	EGY	1990	15
Cranbourne (South-Eastern Metropolitan)	EGY	2000	27
Cranbourne (South-Eastern Metropolitan)	EGY	2010	113
Cranbourne (South-Eastern Metropolitan)	EGY	2015	42
Cranbourne (South-Eastern Metropolitan)	EGY	2016	9
Cranbourne (South-Eastern Metropolitan)	EGY	2017	4
Cranbourne (South-Eastern Metropolitan)	EGY	2018	8
Cranbourne (South-Eastern Metropolitan)	EGY	2019	7
Cranbourne (South-Eastern Metropolitan)	FJI		13
Cranbourne (South-Eastern Metropolitan)	FJI	1980	22
Cranbourne (South-Eastern Metropolitan)	FJI	1990	124
Cranbourne (South-Eastern Metropolitan)	FJI	2000	162
Cranbourne (South-Eastern Metropolitan)	FJI	2010	318
Cranbourne (South-Eastern Metropolitan)	FJI	2015	113
Cranbourne (South-Eastern Metropolitan)	FJI	2016	15
Cranbourne (South-Eastern Metropolitan)	FJI	2017	13
Cranbourne (South-Eastern Metropolitan)	FJI	2018	16
Cranbourne (South-Eastern Metropolitan)	FJI	2019	16
Cranbourne (South-Eastern Metropolitan)	FJI	2020	12
Cranbourne (South-Eastern Metropolitan)	FJI	2021	8
Cranbourne (South-Eastern Metropolitan)	GBR		94
Cranbourne (South-Eastern Metropolitan)	GBR	1951	63
Cranbourne (South-Eastern Metropolitan)	GBR	1960	268
Cranbourne (South-Eastern Metropolitan)	GBR	1970	786
Cranbourne (South-Eastern Metropolitan)	GBR	1980	638
Cranbourne (South-Eastern Metropolitan)	GBR	1990	473
Cranbourne (South-Eastern Metropolitan)	GBR	2000	177
Cranbourne (South-Eastern Metropolitan)	GBR	2010	558
Cranbourne (South-Eastern Metropolitan)	GBR	2015	213
Cranbourne (South-Eastern Metropolitan)	GBR	2016	39
Cranbourne (South-Eastern Metropolitan)	GBR	2017	28
Cranbourne (South-Eastern Metropolitan)	GBR	2018	12
Cranbourne (South-Eastern Metropolitan)	GBR	2019	14
Cranbourne (South-Eastern Metropolitan)	GBR	2020	6
Cranbourne (South-Eastern Metropolitan)	GRC		3
Cranbourne (South-Eastern Metropolitan)	GRC	1960	13
Cranbourne (South-Eastern Metropolitan)	GRC	1970	92
Cranbourne (South-Eastern Metropolitan)	GRC	1980	45
Cranbourne (South-Eastern Metropolitan)	GRC	1990	33
Cranbourne (South-Eastern Metropolitan)	GRC	2000	11
Cranbourne (South-Eastern Metropolitan)	GRC	2010	14
Cranbourne (South-Eastern Metropolitan)	GRC	2015	29
Cranbourne (South-Eastern Metropolitan)	HKG		5
Cranbourne (South-Eastern Metropolitan)	HKG	1980	7
Cranbourne (South-Eastern Metropolitan)	HKG	1990	21
Cranbourne (South-Eastern Metropolitan)	HKG	2000	41
Cranbourne (South-Eastern Metropolitan)	HKG	2010	41
Cranbourne (South-Eastern Metropolitan)	HKG	2015	13
Cranbourne (South-Eastern Metropolitan)	HKG	2016	5
Cranbourne (South-Eastern Metropolitan)	HKG	2020	3
Cranbourne (South-Eastern Metropolitan)	HRV		3
Cranbourne (South-Eastern Metropolitan)	HRV	1960	7
Cranbourne (South-Eastern Metropolitan)	HRV	1970	41
Cranbourne (South-Eastern Metropolitan)	HRV	1980	20
Cranbourne (South-Eastern Metropolitan)	HRV	1990	8
Cranbourne (South-Eastern Metropolitan)	HRV	2000	49
Cranbourne (South-Eastern Metropolitan)	HRV	2010	26
Cranbourne (South-Eastern Metropolitan)	IDN	1980	5
Cranbourne (South-Eastern Metropolitan)	IDN	1990	18
Cranbourne (South-Eastern Metropolitan)	IDN	2000	39
Cranbourne (South-Eastern Metropolitan)	IDN	2010	97
Cranbourne (South-Eastern Metropolitan)	IDN	2015	63
Cranbourne (South-Eastern Metropolitan)	IDN	2016	7
Cranbourne (South-Eastern Metropolitan)	IDN	2017	9
Cranbourne (South-Eastern Metropolitan)	IDN	2018	4
Cranbourne (South-Eastern Metropolitan)	IDN	2019	8
Cranbourne (South-Eastern Metropolitan)	IDN	2020	3
Cranbourne (South-Eastern Metropolitan)	IND		198
Cranbourne (South-Eastern Metropolitan)	IND	1951	3
Cranbourne (South-Eastern Metropolitan)	IND	1960	5
Cranbourne (South-Eastern Metropolitan)	IND	1970	43
Cranbourne (South-Eastern Metropolitan)	IND	1980	76
Cranbourne (South-Eastern Metropolitan)	IND	1990	194
Cranbourne (South-Eastern Metropolitan)	IND	2000	593
Cranbourne (South-Eastern Metropolitan)	IND	2010	7364
Cranbourne (South-Eastern Metropolitan)	IND	2015	3597
Cranbourne (South-Eastern Metropolitan)	IND	2016	726
Cranbourne (South-Eastern Metropolitan)	IND	2017	696
Cranbourne (South-Eastern Metropolitan)	IND	2018	886
Cranbourne (South-Eastern Metropolitan)	IND	2019	929
Cranbourne (South-Eastern Metropolitan)	IND	2020	360
Cranbourne (South-Eastern Metropolitan)	IND	2021	65
Cranbourne (South-Eastern Metropolitan)	IRL		9
Cranbourne (South-Eastern Metropolitan)	IRL	1970	36
Cranbourne (South-Eastern Metropolitan)	IRL	1980	40
Cranbourne (South-Eastern Metropolitan)	IRL	1990	28
Cranbourne (South-Eastern Metropolitan)	IRL	2000	6
Cranbourne (South-Eastern Metropolitan)	IRL	2010	30
Cranbourne (South-Eastern Metropolitan)	IRL	2015	50
Cranbourne (South-Eastern Metropolitan)	IRL	2016	10
Cranbourne (South-Eastern Metropolitan)	IRL	2017	9
Cranbourne (South-Eastern Metropolitan)	IRL	2018	6
Cranbourne (South-Eastern Metropolitan)	IRN	1990	7
Cranbourne (South-Eastern Metropolitan)	IRN	2000	3
Cranbourne (South-Eastern Metropolitan)	IRN	2010	77
Cranbourne (South-Eastern Metropolitan)	IRN	2015	228
Cranbourne (South-Eastern Metropolitan)	IRN	2016	31
Cranbourne (South-Eastern Metropolitan)	IRN	2017	26
Cranbourne (South-Eastern Metropolitan)	IRN	2018	10
Cranbourne (South-Eastern Metropolitan)	IRN	2019	27
Cranbourne (South-Eastern Metropolitan)	IRN	2020	8
Cranbourne (South-Eastern Metropolitan)	IRN	2021	7
Cranbourne (South-Eastern Metropolitan)	IRQ	1990	3
Cranbourne (South-Eastern Metropolitan)	IRQ	2000	39
Cranbourne (South-Eastern Metropolitan)	IRQ	2010	59
Cranbourne (South-Eastern Metropolitan)	IRQ	2015	43
Cranbourne (South-Eastern Metropolitan)	IRQ	2016	16
Cranbourne (South-Eastern Metropolitan)	IRQ	2017	4
Cranbourne (South-Eastern Metropolitan)	IRQ	2018	3
Cranbourne (South-Eastern Metropolitan)	IRQ	2019	4
Cranbourne (South-Eastern Metropolitan)	ITA		20
Cranbourne (South-Eastern Metropolitan)	ITA	1951	9
Cranbourne (South-Eastern Metropolitan)	ITA	1960	87
Cranbourne (South-Eastern Metropolitan)	ITA	1970	140
Cranbourne (South-Eastern Metropolitan)	ITA	1980	29
Cranbourne (South-Eastern Metropolitan)	ITA	1990	12
Cranbourne (South-Eastern Metropolitan)	ITA	2000	10
Cranbourne (South-Eastern Metropolitan)	ITA	2010	22
Cranbourne (South-Eastern Metropolitan)	ITA	2015	17
Cranbourne (South-Eastern Metropolitan)	ITA	2018	3
Cranbourne (South-Eastern Metropolitan)	ITA	2019	7
Cranbourne (South-Eastern Metropolitan)	JPN	2000	15
Cranbourne (South-Eastern Metropolitan)	JPN	2010	35
Cranbourne (South-Eastern Metropolitan)	JPN	2015	6
Cranbourne (South-Eastern Metropolitan)	JPN	2016	4
Cranbourne (South-Eastern Metropolitan)	JPN	2017	3
Cranbourne (South-Eastern Metropolitan)	JPN	2018	4
Cranbourne (South-Eastern Metropolitan)	JPN	2019	4
Cranbourne (South-Eastern Metropolitan)	KOR		4
Cranbourne (South-Eastern Metropolitan)	KOR	1990	6
Cranbourne (South-Eastern Metropolitan)	KOR	2000	6
Cranbourne (South-Eastern Metropolitan)	KOR	2010	79
Cranbourne (South-Eastern Metropolitan)	KOR	2015	29
Cranbourne (South-Eastern Metropolitan)	KOR	2016	4
Cranbourne (South-Eastern Metropolitan)	KOR	2017	7
Cranbourne (South-Eastern Metropolitan)	KOR	2018	7
Cranbourne (South-Eastern Metropolitan)	KOR	2019	5
Cranbourne (South-Eastern Metropolitan)	LBN	1970	7
Cranbourne (South-Eastern Metropolitan)	LBN	1980	26
Cranbourne (South-Eastern Metropolitan)	LBN	1990	33
Cranbourne (South-Eastern Metropolitan)	LBN	2000	35
Cranbourne (South-Eastern Metropolitan)	LBN	2010	29
Cranbourne (South-Eastern Metropolitan)	LBN	2015	15
Cranbourne (South-Eastern Metropolitan)	LBN	2016	4
Cranbourne (South-Eastern Metropolitan)	LBN	2017	4
Cranbourne (South-Eastern Metropolitan)	LBN	2018	4
Cranbourne (South-Eastern Metropolitan)	LKA		34
Cranbourne (South-Eastern Metropolitan)	LKA	1960	5
Cranbourne (South-Eastern Metropolitan)	LKA	1970	36
Cranbourne (South-Eastern Metropolitan)	LKA	1980	71
Cranbourne (South-Eastern Metropolitan)	LKA	1990	282
Cranbourne (South-Eastern Metropolitan)	LKA	2000	531
Cranbourne (South-Eastern Metropolitan)	LKA	2010	1839
Cranbourne (South-Eastern Metropolitan)	LKA	2015	960
Cranbourne (South-Eastern Metropolitan)	LKA	2016	133
Cranbourne (South-Eastern Metropolitan)	LKA	2017	138
Cranbourne (South-Eastern Metropolitan)	LKA	2018	149
Cranbourne (South-Eastern Metropolitan)	LKA	2019	144
Cranbourne (South-Eastern Metropolitan)	LKA	2020	62
Cranbourne (South-Eastern Metropolitan)	LKA	2021	13
Cranbourne (South-Eastern Metropolitan)	MKD		10
Cranbourne (South-Eastern Metropolitan)	MKD	1970	11
Cranbourne (South-Eastern Metropolitan)	MKD	1980	23
Cranbourne (South-Eastern Metropolitan)	MKD	1990	34
Cranbourne (South-Eastern Metropolitan)	MKD	2000	26
Cranbourne (South-Eastern Metropolitan)	MKD	2010	30
Cranbourne (South-Eastern Metropolitan)	MKD	2015	8
Cranbourne (South-Eastern Metropolitan)	MKD	2016	4
Cranbourne (South-Eastern Metropolitan)	MKD	2017	3
Cranbourne (South-Eastern Metropolitan)	MKD	2020	4
Cranbourne (South-Eastern Metropolitan)	MYS		8
Cranbourne (South-Eastern Metropolitan)	MYS	1970	8
Cranbourne (South-Eastern Metropolitan)	MYS	1980	15
Cranbourne (South-Eastern Metropolitan)	MYS	1990	67
Cranbourne (South-Eastern Metropolitan)	MYS	2000	51
Cranbourne (South-Eastern Metropolitan)	MYS	2010	223
Cranbourne (South-Eastern Metropolitan)	MYS	2015	107
Cranbourne (South-Eastern Metropolitan)	MYS	2016	41
Cranbourne (South-Eastern Metropolitan)	MYS	2017	17
Cranbourne (South-Eastern Metropolitan)	MYS	2018	26
Cranbourne (South-Eastern Metropolitan)	MYS	2019	9
Cranbourne (South-Eastern Metropolitan)	NLD		7
Cranbourne (South-Eastern Metropolitan)	NLD	1951	12
Cranbourne (South-Eastern Metropolitan)	NLD	1960	189
Cranbourne (South-Eastern Metropolitan)	NLD	1970	42
Cranbourne (South-Eastern Metropolitan)	NLD	1980	19
Cranbourne (South-Eastern Metropolitan)	NLD	1990	27
Cranbourne (South-Eastern Metropolitan)	NLD	2000	3
Cranbourne (South-Eastern Metropolitan)	NLD	2010	14
Cranbourne (South-Eastern Metropolitan)	NLD	2015	5
Cranbourne (South-Eastern Metropolitan)	NPL		9
Cranbourne (South-Eastern Metropolitan)	NPL	2000	24
Cranbourne (South-Eastern Metropolitan)	NPL	2010	181
Cranbourne (South-Eastern Metropolitan)	NPL	2015	113
Cranbourne (South-Eastern Metropolitan)	NPL	2016	19
Cranbourne (South-Eastern Metropolitan)	NPL	2017	11
Cranbourne (South-Eastern Metropolitan)	NPL	2018	34
Cranbourne (South-Eastern Metropolitan)	NPL	2019	32
Cranbourne (South-Eastern Metropolitan)	NPL	2020	12
Cranbourne (South-Eastern Metropolitan)	NZL		83
Cranbourne (South-Eastern Metropolitan)	NZL	1951	6
Cranbourne (South-Eastern Metropolitan)	NZL	1960	3
Cranbourne (South-Eastern Metropolitan)	NZL	1970	25
Cranbourne (South-Eastern Metropolitan)	NZL	1980	153
Cranbourne (South-Eastern Metropolitan)	NZL	1990	352
Cranbourne (South-Eastern Metropolitan)	NZL	2000	524
Cranbourne (South-Eastern Metropolitan)	NZL	2010	994
Cranbourne (South-Eastern Metropolitan)	NZL	2015	752
Cranbourne (South-Eastern Metropolitan)	NZL	2016	95
Cranbourne (South-Eastern Metropolitan)	NZL	2017	105
Cranbourne (South-Eastern Metropolitan)	NZL	2018	108
Cranbourne (South-Eastern Metropolitan)	NZL	2019	125
Cranbourne (South-Eastern Metropolitan)	NZL	2020	28
Cranbourne (South-Eastern Metropolitan)	NZL	2021	34
Cranbourne (South-Eastern Metropolitan)	PAK		19
Cranbourne (South-Eastern Metropolitan)	PAK	1990	13
Cranbourne (South-Eastern Metropolitan)	PAK	2000	56
Cranbourne (South-Eastern Metropolitan)	PAK	2010	351
Cranbourne (South-Eastern Metropolitan)	PAK	2015	563
Cranbourne (South-Eastern Metropolitan)	PAK	2016	79
Cranbourne (South-Eastern Metropolitan)	PAK	2017	111
Cranbourne (South-Eastern Metropolitan)	PAK	2018	116
Cranbourne (South-Eastern Metropolitan)	PAK	2019	83
Cranbourne (South-Eastern Metropolitan)	PAK	2020	44
Cranbourne (South-Eastern Metropolitan)	PAK	2021	25
Cranbourne (South-Eastern Metropolitan)	PHL		38
Cranbourne (South-Eastern Metropolitan)	PHL	1980	24
Cranbourne (South-Eastern Metropolitan)	PHL	1990	228
Cranbourne (South-Eastern Metropolitan)	PHL	2000	280
Cranbourne (South-Eastern Metropolitan)	PHL	2010	1206
Cranbourne (South-Eastern Metropolitan)	PHL	2015	787
Cranbourne (South-Eastern Metropolitan)	PHL	2016	130
Cranbourne (South-Eastern Metropolitan)	PHL	2017	129
Cranbourne (South-Eastern Metropolitan)	PHL	2018	126
Cranbourne (South-Eastern Metropolitan)	PHL	2019	175
Cranbourne (South-Eastern Metropolitan)	PHL	2020	52
Cranbourne (South-Eastern Metropolitan)	PHL	2021	12
Cranbourne (South-Eastern Metropolitan)	POL		3
Cranbourne (South-Eastern Metropolitan)	POL	1951	4
Cranbourne (South-Eastern Metropolitan)	POL	1960	7
Cranbourne (South-Eastern Metropolitan)	POL	1970	7
Cranbourne (South-Eastern Metropolitan)	POL	1980	7
Cranbourne (South-Eastern Metropolitan)	POL	1990	94
Cranbourne (South-Eastern Metropolitan)	POL	2000	38
Cranbourne (South-Eastern Metropolitan)	POL	2010	47
Cranbourne (South-Eastern Metropolitan)	POL	2015	19
Cranbourne (South-Eastern Metropolitan)	SGP		3
Cranbourne (South-Eastern Metropolitan)	SGP	1970	5
Cranbourne (South-Eastern Metropolitan)	SGP	1980	11
Cranbourne (South-Eastern Metropolitan)	SGP	1990	25
Cranbourne (South-Eastern Metropolitan)	SGP	2000	18
Cranbourne (South-Eastern Metropolitan)	SGP	2010	104
Cranbourne (South-Eastern Metropolitan)	SGP	2015	55
Cranbourne (South-Eastern Metropolitan)	SGP	2016	5
Cranbourne (South-Eastern Metropolitan)	SGP	2017	8
Cranbourne (South-Eastern Metropolitan)	SGP	2018	9
Cranbourne (South-Eastern Metropolitan)	SGP	2019	11
Cranbourne (South-Eastern Metropolitan)	THA		10
Cranbourne (South-Eastern Metropolitan)	THA	1980	3
Cranbourne (South-Eastern Metropolitan)	THA	1990	51
Cranbourne (South-Eastern Metropolitan)	THA	2000	62
Cranbourne (South-Eastern Metropolitan)	THA	2010	127
Cranbourne (South-Eastern Metropolitan)	THA	2015	79
Cranbourne (South-Eastern Metropolitan)	THA	2016	15
Cranbourne (South-Eastern Metropolitan)	THA	2017	13
Cranbourne (South-Eastern Metropolitan)	THA	2018	26
