SED_NAME21	Age	Sex	persons
Altona (Western Metropolitan)	75-84	F	1683
Altona (Western Metropolitan)	75-84	M	1384
Altona (Western Metropolitan)	85+	F	698
Altona (Western Metropolitan)	85+	M	397
Bass (Eastern Victoria)	0-4	F	4338
Bass (Eastern Victoria)	0-4	M	4564
Bass (Eastern Victoria)	5-14	F	8180
Bass (Eastern Victoria)	5-14	M	8285
Bass (Eastern Victoria)	15-19	F	2908
Bass (Eastern Victoria)	15-19	M	3067
Bass (Eastern Victoria)	20-24	F	2918
Bass (Eastern Victoria)	20-24	M	2895
Bass (Eastern Victoria)	25-34	F	9221
Bass (Eastern Victoria)	25-34	M	8367
Bass (Eastern Victoria)	35-44	F	8723
Bass (Eastern Victoria)	35-44	M	8646
Bass (Eastern Victoria)	45-54	F	6357
Bass (Eastern Victoria)	45-54	M	6257
Bass (Eastern Victoria)	55-64	F	6341
Bass (Eastern Victoria)	55-64	M	5655
Bass (Eastern Victoria)	65-74	F	5858
Bass (Eastern Victoria)	65-74	M	5333
Bass (Eastern Victoria)	75-84	F	3101
Bass (Eastern Victoria)	75-84	M	2851
Bass (Eastern Victoria)	85+	F	1173
Bass (Eastern Victoria)	85+	M	788
Bayswater (Eastern Metropolitan)	0-4	F	1882
Bayswater (Eastern Metropolitan)	0-4	M	1923
Bayswater (Eastern Metropolitan)	5-14	F	3648
Bayswater (Eastern Metropolitan)	5-14	M	3932
Bayswater (Eastern Metropolitan)	15-19	F	1574
Bayswater (Eastern Metropolitan)	15-19	M	1774
Bayswater (Eastern Metropolitan)	20-24	F	1754
Bayswater (Eastern Metropolitan)	20-24	M	1814
Bayswater (Eastern Metropolitan)	25-34	F	4707
Bayswater (Eastern Metropolitan)	25-34	M	4414
Bayswater (Eastern Metropolitan)	35-44	F	4939
Bayswater (Eastern Metropolitan)	35-44	M	4836
Bayswater (Eastern Metropolitan)	45-54	F	4359
Bayswater (Eastern Metropolitan)	45-54	M	4204
Bayswater (Eastern Metropolitan)	55-64	F	3855
Bayswater (Eastern Metropolitan)	55-64	M	3630
Bayswater (Eastern Metropolitan)	65-74	F	3343
Bayswater (Eastern Metropolitan)	65-74	M	2770
Bayswater (Eastern Metropolitan)	75-84	F	1972
Bayswater (Eastern Metropolitan)	75-84	M	1667
Bayswater (Eastern Metropolitan)	85+	F	1051
Bayswater (Eastern Metropolitan)	85+	M	632
Bellarine (Western Victoria)	0-4	F	1666
Bellarine (Western Victoria)	0-4	M	1784
Bellarine (Western Victoria)	5-14	F	4137
Bellarine (Western Victoria)	5-14	M	4392
Bellarine (Western Victoria)	15-19	F	1731
Bellarine (Western Victoria)	15-19	M	1874
Bellarine (Western Victoria)	20-24	F	1395
Bellarine (Western Victoria)	20-24	M	1495
Bellarine (Western Victoria)	25-34	F	3303
Bellarine (Western Victoria)	25-34	M	3090
Bellarine (Western Victoria)	35-44	F	4258
Bellarine (Western Victoria)	35-44	M	3783
Bellarine (Western Victoria)	45-54	F	4659
Bellarine (Western Victoria)	45-54	M	4111
Bellarine (Western Victoria)	55-64	F	5561
Bellarine (Western Victoria)	55-64	M	4568
Bellarine (Western Victoria)	65-74	F	5907
Bellarine (Western Victoria)	65-74	M	5450
Bellarine (Western Victoria)	75-84	F	3190
Bellarine (Western Victoria)	75-84	M	2890
Bellarine (Western Victoria)	85+	F	1241
Bellarine (Western Victoria)	85+	M	856
Benambra (Northern Victoria)	0-4	F	1991
Benambra (Northern Victoria)	0-4	M	1982
Benambra (Northern Victoria)	5-14	F	4545
Benambra (Northern Victoria)	5-14	M	4694
Benambra (Northern Victoria)	15-19	F	2018
Benambra (Northern Victoria)	15-19	M	2249
Benambra (Northern Victoria)	20-24	F	1700
Benambra (Northern Victoria)	20-24	M	1837
Benambra (Northern Victoria)	25-34	F	4102
Benambra (Northern Victoria)	25-34	M	4054
Benambra (Northern Victoria)	35-44	F	4416
Benambra (Northern Victoria)	35-44	M	3981
Benambra (Northern Victoria)	45-54	F	4576
Benambra (Northern Victoria)	45-54	M	4289
Benambra (Northern Victoria)	55-64	F	4923
Benambra (Northern Victoria)	55-64	M	4599
Benambra (Northern Victoria)	65-74	F	4321
Benambra (Northern Victoria)	65-74	M	4243
Benambra (Northern Victoria)	75-84	F	2242
Benambra (Northern Victoria)	75-84	M	2103
Benambra (Northern Victoria)	85+	F	955
Benambra (Northern Victoria)	85+	M	594
Bendigo East (Northern Victoria)	0-4	F	2125
Bendigo East (Northern Victoria)	0-4	M	2259
Bendigo East (Northern Victoria)	5-14	F	4730
Bendigo East (Northern Victoria)	5-14	M	5087
Bendigo East (Northern Victoria)	15-19	F	2165
Bendigo East (Northern Victoria)	15-19	M	2230
Bendigo East (Northern Victoria)	20-24	F	2252
Bendigo East (Northern Victoria)	20-24	M	2191
Bendigo East (Northern Victoria)	25-34	F	4828
Bendigo East (Northern Victoria)	25-34	M	4423
Bendigo East (Northern Victoria)	35-44	F	4654
Bendigo East (Northern Victoria)	35-44	M	4141
Bendigo East (Northern Victoria)	45-54	F	4560
Bendigo East (Northern Victoria)	45-54	M	4121
Bendigo East (Northern Victoria)	55-64	F	4710
Bendigo East (Northern Victoria)	55-64	M	4194
Bendigo East (Northern Victoria)	65-74	F	3992
Bendigo East (Northern Victoria)	65-74	M	3729
Bendigo East (Northern Victoria)	75-84	F	2157
Bendigo East (Northern Victoria)	75-84	M	1881
Bendigo East (Northern Victoria)	85+	F	1029
Bendigo East (Northern Victoria)	85+	M	659
Bendigo West (Northern Victoria)	0-4	F	1684
Bendigo West (Northern Victoria)	0-4	M	1689
Bendigo West (Northern Victoria)	5-14	F	3508
Bendigo West (Northern Victoria)	5-14	M	3818
Bendigo West (Northern Victoria)	15-19	F	1684
Bendigo West (Northern Victoria)	15-19	M	1668
Bendigo West (Northern Victoria)	20-24	F	1574
Bendigo West (Northern Victoria)	20-24	M	1669
Bendigo West (Northern Victoria)	25-34	F	3900
Bendigo West (Northern Victoria)	25-34	M	3858
Bendigo West (Northern Victoria)	35-44	F	3884
Bendigo West (Northern Victoria)	35-44	M	3717
Bendigo West (Northern Victoria)	45-54	F	4082
Bendigo West (Northern Victoria)	45-54	M	3855
Bendigo West (Northern Victoria)	55-64	F	4530
Bendigo West (Northern Victoria)	55-64	M	4008
Bendigo West (Northern Victoria)	65-74	F	4233
Bendigo West (Northern Victoria)	65-74	M	3880
Bendigo West (Northern Victoria)	75-84	F	2486
Bendigo West (Northern Victoria)	75-84	M	2168
Bendigo West (Northern Victoria)	85+	F	1152
Bendigo West (Northern Victoria)	85+	M	735
Bentleigh (Southern Metropolitan)	0-4	F	1689
Bentleigh (Southern Metropolitan)	0-4	M	1829
Bentleigh (Southern Metropolitan)	5-14	F	4453
Bentleigh (Southern Metropolitan)	5-14	M	4899
Bentleigh (Southern Metropolitan)	15-19	F	2048
Bentleigh (Southern Metropolitan)	15-19	M	2269
Bentleigh (Southern Metropolitan)	20-24	F	1737
Bentleigh (Southern Metropolitan)	20-24	M	1935
Bentleigh (Southern Metropolitan)	25-34	F	3711
Bentleigh (Southern Metropolitan)	25-34	M	3683
Bentleigh (Southern Metropolitan)	35-44	F	5356
Bentleigh (Southern Metropolitan)	35-44	M	4647
Bentleigh (Southern Metropolitan)	45-54	F	5422
Bentleigh (Southern Metropolitan)	45-54	M	4976
Bentleigh (Southern Metropolitan)	55-64	F	3938
Bentleigh (Southern Metropolitan)	55-64	M	3736
Bentleigh (Southern Metropolitan)	65-74	F	2870
Bentleigh (Southern Metropolitan)	65-74	M	2464
Bentleigh (Southern Metropolitan)	75-84	F	1891
Bentleigh (Southern Metropolitan)	75-84	M	1396
Bentleigh (Southern Metropolitan)	85+	F	1182
Bentleigh (Southern Metropolitan)	85+	M	642
Box Hill (Eastern Metropolitan)	0-4	F	1464
Box Hill (Eastern Metropolitan)	0-4	M	1531
Box Hill (Eastern Metropolitan)	5-14	F	3978
Box Hill (Eastern Metropolitan)	5-14	M	4120
Box Hill (Eastern Metropolitan)	15-19	F	2206
Box Hill (Eastern Metropolitan)	15-19	M	2289
Box Hill (Eastern Metropolitan)	20-24	F	2785
Box Hill (Eastern Metropolitan)	20-24	M	2988
Box Hill (Eastern Metropolitan)	25-34	F	5365
Box Hill (Eastern Metropolitan)	25-34	M	5402
Box Hill (Eastern Metropolitan)	35-44	F	5068
Box Hill (Eastern Metropolitan)	35-44	M	4635
Box Hill (Eastern Metropolitan)	45-54	F	5271
Box Hill (Eastern Metropolitan)	45-54	M	4638
Box Hill (Eastern Metropolitan)	55-64	F	4390
Box Hill (Eastern Metropolitan)	55-64	M	3979
Box Hill (Eastern Metropolitan)	65-74	F	3507
Box Hill (Eastern Metropolitan)	65-74	M	3005
Box Hill (Eastern Metropolitan)	75-84	F	2417
Box Hill (Eastern Metropolitan)	75-84	M	1812
Box Hill (Eastern Metropolitan)	85+	F	1685
Box Hill (Eastern Metropolitan)	85+	M	910
Brighton (Southern Metropolitan)	0-4	F	1331
Brighton (Southern Metropolitan)	0-4	M	1275
Brighton (Southern Metropolitan)	5-14	F	3537
Brighton (Southern Metropolitan)	5-14	M	3920
Brighton (Southern Metropolitan)	15-19	F	1860
Brighton (Southern Metropolitan)	15-19	M	2030
Brighton (Southern Metropolitan)	20-24	F	1565
Brighton (Southern Metropolitan)	20-24	M	1626
Brighton (Southern Metropolitan)	25-34	F	3584
Brighton (Southern Metropolitan)	25-34	M	3134
Brighton (Southern Metropolitan)	35-44	F	4297
Brighton (Southern Metropolitan)	35-44	M	3644
Brighton (Southern Metropolitan)	45-54	F	5318
Brighton (Southern Metropolitan)	45-54	M	4584
Brighton (Southern Metropolitan)	55-64	F	4377
Brighton (Southern Metropolitan)	55-64	M	4022
Brighton (Southern Metropolitan)	65-74	F	3326
Brighton (Southern Metropolitan)	65-74	M	2956
Brighton (Southern Metropolitan)	75-84	F	2161
Brighton (Southern Metropolitan)	75-84	M	1728
Brighton (Southern Metropolitan)	85+	F	1237
Brighton (Southern Metropolitan)	85+	M	698
Broadmeadows (Northern Metropolitan)	0-4	F	2532
Broadmeadows (Northern Metropolitan)	0-4	M	2673
Broadmeadows (Northern Metropolitan)	5-14	F	4962
Broadmeadows (Northern Metropolitan)	5-14	M	5327
Broadmeadows (Northern Metropolitan)	15-19	F	2240
Broadmeadows (Northern Metropolitan)	15-19	M	2393
Broadmeadows (Northern Metropolitan)	20-24	F	2579
Broadmeadows (Northern Metropolitan)	20-24	M	3009
Broadmeadows (Northern Metropolitan)	25-34	F	5748
Broadmeadows (Northern Metropolitan)	25-34	M	6528
Broadmeadows (Northern Metropolitan)	35-44	F	4873
Broadmeadows (Northern Metropolitan)	35-44	M	5227
Broadmeadows (Northern Metropolitan)	45-54	F	4273
Broadmeadows (Northern Metropolitan)	45-54	M	4220
Broadmeadows (Northern Metropolitan)	55-64	F	3821
Broadmeadows (Northern Metropolitan)	55-64	M	3922
Broadmeadows (Northern Metropolitan)	65-74	F	2732
Broadmeadows (Northern Metropolitan)	65-74	M	2347
Broadmeadows (Northern Metropolitan)	75-84	F	1951
Broadmeadows (Northern Metropolitan)	75-84	M	1521
Broadmeadows (Northern Metropolitan)	85+	F	912
Broadmeadows (Northern Metropolitan)	85+	M	598
Brunswick (Northern Metropolitan)	0-4	F	1567
Brunswick (Northern Metropolitan)	0-4	M	1654
Brunswick (Northern Metropolitan)	5-14	F	2815
Brunswick (Northern Metropolitan)	5-14	M	2915
Brunswick (Northern Metropolitan)	15-19	F	1307
Brunswick (Northern Metropolitan)	15-19	M	1281
Brunswick (Northern Metropolitan)	20-24	F	3367
Brunswick (Northern Metropolitan)	20-24	M	2827
Brunswick (Northern Metropolitan)	25-34	F	10264
Brunswick (Northern Metropolitan)	25-34	M	9349
Brunswick (Northern Metropolitan)	35-44	F	6503
Brunswick (Northern Metropolitan)	35-44	M	6332
Brunswick (Northern Metropolitan)	45-54	F	4508
Brunswick (Northern Metropolitan)	45-54	M	4315
Brunswick (Northern Metropolitan)	55-64	F	3430
Brunswick (Northern Metropolitan)	55-64	M	3097
Brunswick (Northern Metropolitan)	65-74	F	2430
Brunswick (Northern Metropolitan)	65-74	M	2029
Brunswick (Northern Metropolitan)	75-84	F	1621
Brunswick (Northern Metropolitan)	75-84	M	1232
Brunswick (Northern Metropolitan)	85+	F	918
Brunswick (Northern Metropolitan)	85+	M	558
Bulleen (Eastern Metropolitan)	0-4	F	1523
Bulleen (Eastern Metropolitan)	0-4	M	1521
Bulleen (Eastern Metropolitan)	5-14	F	3399
Bulleen (Eastern Metropolitan)	5-14	M	3626
Bulleen (Eastern Metropolitan)	15-19	F	1751
Bulleen (Eastern Metropolitan)	15-19	M	1922
Bulleen (Eastern Metropolitan)	20-24	F	1821
Bulleen (Eastern Metropolitan)	20-24	M	2070
Bulleen (Eastern Metropolitan)	25-34	F	4034
Bulleen (Eastern Metropolitan)	25-34	M	4004
Bulleen (Eastern Metropolitan)	35-44	F	4483
Bulleen (Eastern Metropolitan)	35-44	M	4129
Bulleen (Eastern Metropolitan)	45-54	F	4532
Bulleen (Eastern Metropolitan)	45-54	M	4077
Bulleen (Eastern Metropolitan)	55-64	F	4402
Bulleen (Eastern Metropolitan)	55-64	M	3950
Bulleen (Eastern Metropolitan)	65-74	F	3923
Bulleen (Eastern Metropolitan)	65-74	M	3129
Bulleen (Eastern Metropolitan)	75-84	F	3275
Bulleen (Eastern Metropolitan)	75-84	M	2737
Bulleen (Eastern Metropolitan)	85+	F	1614
Bulleen (Eastern Metropolitan)	85+	M	1195
Bundoora (Northern Metropolitan)	0-4	F	1575
Bundoora (Northern Metropolitan)	0-4	M	1679
Bundoora (Northern Metropolitan)	5-14	F	3071
Bundoora (Northern Metropolitan)	5-14	M	3426
Bundoora (Northern Metropolitan)	15-19	F	1663
Bundoora (Northern Metropolitan)	15-19	M	1810
Bundoora (Northern Metropolitan)	20-24	F	2156
Bundoora (Northern Metropolitan)	20-24	M	2492
Bundoora (Northern Metropolitan)	25-34	F	4361
Bundoora (Northern Metropolitan)	25-34	M	4784
Bundoora (Northern Metropolitan)	35-44	F	4136
Bundoora (Northern Metropolitan)	35-44	M	4112
Bundoora (Northern Metropolitan)	45-54	F	4134
Bundoora (Northern Metropolitan)	45-54	M	3963
Bundoora (Northern Metropolitan)	55-64	F	3555
Bundoora (Northern Metropolitan)	55-64	M	3265
Bundoora (Northern Metropolitan)	65-74	F	3025
Bundoora (Northern Metropolitan)	65-74	M	2628
Bundoora (Northern Metropolitan)	75-84	F	1973
Bundoora (Northern Metropolitan)	75-84	M	1650
Bundoora (Northern Metropolitan)	85+	F	903
Bundoora (Northern Metropolitan)	85+	M	576
Buninyong (Western Victoria)	0-4	F	1919
Buninyong (Western Victoria)	0-4	M	1976
Buninyong (Western Victoria)	5-14	F	4389
Buninyong (Western Victoria)	5-14	M	4688
Buninyong (Western Victoria)	15-19	F	1958
Buninyong (Western Victoria)	15-19	M	2056
Buninyong (Western Victoria)	20-24	F	1896
Buninyong (Western Victoria)	20-24	M	2064
Buninyong (Western Victoria)	25-34	F	4370
Buninyong (Western Victoria)	25-34	M	4228
Buninyong (Western Victoria)	35-44	F	4377
Buninyong (Western Victoria)	35-44	M	4138
Buninyong (Western Victoria)	45-54	F	4544
Buninyong (Western Victoria)	45-54	M	4253
Buninyong (Western Victoria)	55-64	F	4357
Buninyong (Western Victoria)	55-64	M	4104
Buninyong (Western Victoria)	65-74	F	3736
Buninyong (Western Victoria)	65-74	M	3543
Buninyong (Western Victoria)	75-84	F	1858
Buninyong (Western Victoria)	75-84	M	1693
Buninyong (Western Victoria)	85+	F	777
Buninyong (Western Victoria)	85+	M	491
Burwood (Southern Metropolitan)	0-4	F	1561
Burwood (Southern Metropolitan)	0-4	M	1631
Burwood (Southern Metropolitan)	5-14	F	4079
Burwood (Southern Metropolitan)	5-14	M	4109
Burwood (Southern Metropolitan)	15-19	F	2359
Burwood (Southern Metropolitan)	15-19	M	2213
Burwood (Southern Metropolitan)	20-24	F	2736
Burwood (Southern Metropolitan)	20-24	M	2994
Burwood (Southern Metropolitan)	25-34	F	4463
Burwood (Southern Metropolitan)	25-34	M	4898
Burwood (Southern Metropolitan)	35-44	F	4586
Burwood (Southern Metropolitan)	35-44	M	4302
Burwood (Southern Metropolitan)	45-54	F	5069
Burwood (Southern Metropolitan)	45-54	M	4412
Burwood (Southern Metropolitan)	55-64	F	4140
Burwood (Southern Metropolitan)	55-64	M	3755
Burwood (Southern Metropolitan)	65-74	F	3140
Burwood (Southern Metropolitan)	65-74	M	2738
Burwood (Southern Metropolitan)	75-84	F	2065
Burwood (Southern Metropolitan)	75-84	M	1531
Burwood (Southern Metropolitan)	85+	F	1346
Burwood (Southern Metropolitan)	85+	M	742
Carrum (South-Eastern Metropolitan)	0-4	F	2289
Carrum (South-Eastern Metropolitan)	0-4	M	2342
Carrum (South-Eastern Metropolitan)	5-14	F	4125
Carrum (South-Eastern Metropolitan)	5-14	M	4376
Carrum (South-Eastern Metropolitan)	15-19	F	1754
Carrum (South-Eastern Metropolitan)	15-19	M	1963
Carrum (South-Eastern Metropolitan)	20-24	F	1830
Carrum (South-Eastern Metropolitan)	20-24	M	1844
Carrum (South-Eastern Metropolitan)	25-34	F	4940
Carrum (South-Eastern Metropolitan)	25-34	M	4599
Carrum (South-Eastern Metropolitan)	35-44	F	5375
Carrum (South-Eastern Metropolitan)	35-44	M	5079
Carrum (South-Eastern Metropolitan)	45-54	F	5120
Carrum (South-Eastern Metropolitan)	45-54	M	4913
Carrum (South-Eastern Metropolitan)	55-64	F	4541
Carrum (South-Eastern Metropolitan)	55-64	M	4252
Carrum (South-Eastern Metropolitan)	65-74	F	3582
Carrum (South-Eastern Metropolitan)	65-74	M	3063
Carrum (South-Eastern Metropolitan)	75-84	F	1896
Carrum (South-Eastern Metropolitan)	75-84	M	1601
Carrum (South-Eastern Metropolitan)	85+	F	881
Carrum (South-Eastern Metropolitan)	85+	M	478
Caulfield (Southern Metropolitan)	0-4	F	1809
Caulfield (Southern Metropolitan)	0-4	M	1810
Caulfield (Southern Metropolitan)	5-14	F	3695
Caulfield (Southern Metropolitan)	5-14	M	3745
Caulfield (Southern Metropolitan)	15-19	F	1697
Caulfield (Southern Metropolitan)	15-19	M	1633
Caulfield (Southern Metropolitan)	20-24	F	2331
Caulfield (Southern Metropolitan)	20-24	M	2221
Caulfield (Southern Metropolitan)	25-34	F	6250
Caulfield (Southern Metropolitan)	25-34	M	6068
Caulfield (Southern Metropolitan)	35-44	F	5031
Caulfield (Southern Metropolitan)	35-44	M	4892
Caulfield (Southern Metropolitan)	45-54	F	4308
Caulfield (Southern Metropolitan)	45-54	M	3988
Caulfield (Southern Metropolitan)	55-64	F	3550
Caulfield (Southern Metropolitan)	55-64	M	3303
Caulfield (Southern Metropolitan)	65-74	F	3416
Caulfield (Southern Metropolitan)	65-74	M	3082
Caulfield (Southern Metropolitan)	75-84	F	1763
Caulfield (Southern Metropolitan)	75-84	M	1448
Caulfield (Southern Metropolitan)	85+	F	1141
Caulfield (Southern Metropolitan)	85+	M	613
Clarinda (South-Eastern Metropolitan)	0-4	F	1959
Clarinda (South-Eastern Metropolitan)	0-4	M	2101
Clarinda (South-Eastern Metropolitan)	5-14	F	3633
Clarinda (South-Eastern Metropolitan)	5-14	M	3904
Clarinda (South-Eastern Metropolitan)	15-19	F	1726
Clarinda (South-Eastern Metropolitan)	15-19	M	1823
Clarinda (South-Eastern Metropolitan)	20-24	F	2709
Clarinda (South-Eastern Metropolitan)	20-24	M	3359
Clarinda (South-Eastern Metropolitan)	25-34	F	6368
Clarinda (South-Eastern Metropolitan)	25-34	M	7750
Clarinda (South-Eastern Metropolitan)	35-44	F	5224
Clarinda (South-Eastern Metropolitan)	35-44	M	5418
Clarinda (South-Eastern Metropolitan)	45-54	F	4545
Clarinda (South-Eastern Metropolitan)	45-54	M	4376
Clarinda (South-Eastern Metropolitan)	55-64	F	4070
Clarinda (South-Eastern Metropolitan)	55-64	M	3737
Clarinda (South-Eastern Metropolitan)	65-74	F	3529
Clarinda (South-Eastern Metropolitan)	65-74	M	2991
Clarinda (South-Eastern Metropolitan)	75-84	F	2450
Clarinda (South-Eastern Metropolitan)	75-84	M	1958
Clarinda (South-Eastern Metropolitan)	85+	F	1419
Clarinda (South-Eastern Metropolitan)	85+	M	905
Cranbourne (South-Eastern Metropolitan)	0-4	F	5558
Cranbourne (South-Eastern Metropolitan)	0-4	M	5928
Cranbourne (South-Eastern Metropolitan)	5-14	F	10193
Cranbourne (South-Eastern Metropolitan)	5-14	M	10886
Cranbourne (South-Eastern Metropolitan)	15-19	F	3768
Cranbourne (South-Eastern Metropolitan)	15-19	M	3802
Cranbourne (South-Eastern Metropolitan)	20-24	F	4025
Cranbourne (South-Eastern Metropolitan)	20-24	M	4143
Cranbourne (South-Eastern Metropolitan)	25-34	F	11194
Cranbourne (South-Eastern Metropolitan)	25-34	M	10004
Cranbourne (South-Eastern Metropolitan)	35-44	F	11224
Cranbourne (South-Eastern Metropolitan)	35-44	M	11499
Cranbourne (South-Eastern Metropolitan)	45-54	F	7204
Cranbourne (South-Eastern Metropolitan)	45-54	M	7308
Cranbourne (South-Eastern Metropolitan)	55-64	F	5070
Cranbourne (South-Eastern Metropolitan)	55-64	M	5010
Cranbourne (South-Eastern Metropolitan)	65-74	F	3555
Cranbourne (South-Eastern Metropolitan)	65-74	M	3068
Cranbourne (South-Eastern Metropolitan)	75-84	F	1774
Cranbourne (South-Eastern Metropolitan)	75-84	M	1483
Cranbourne (South-Eastern Metropolitan)	85+	F	748
Cranbourne (South-Eastern Metropolitan)	85+	M	428
Croydon (Eastern Metropolitan)	0-4	F	1818
Croydon (Eastern Metropolitan)	0-4	M	1978
Croydon (Eastern Metropolitan)	5-14	F	3595
Croydon (Eastern Metropolitan)	5-14	M	3819
Croydon (Eastern Metropolitan)	15-19	F	1573
Croydon (Eastern Metropolitan)	15-19	M	1702
Croydon (Eastern Metropolitan)	20-24	F	1705
Croydon (Eastern Metropolitan)	20-24	M	1769
Croydon (Eastern Metropolitan)	25-34	F	4400
Croydon (Eastern Metropolitan)	25-34	M	4023
Croydon (Eastern Metropolitan)	35-44	F	4516
Croydon (Eastern Metropolitan)	35-44	M	4272
Croydon (Eastern Metropolitan)	45-54	F	4106
Croydon (Eastern Metropolitan)	45-54	M	3656
Croydon (Eastern Metropolitan)	55-64	F	3862
Croydon (Eastern Metropolitan)	55-64	M	3405
Croydon (Eastern Metropolitan)	65-74	F	3403
Croydon (Eastern Metropolitan)	65-74	M	2727
Croydon (Eastern Metropolitan)	75-84	F	2231
Croydon (Eastern Metropolitan)	75-84	M	1681
Croydon (Eastern Metropolitan)	85+	F	1018
Croydon (Eastern Metropolitan)	85+	M	578
Dandenong (South-Eastern Metropolitan)	0-4	F	2477
Dandenong (South-Eastern Metropolitan)	0-4	M	2618
Dandenong (South-Eastern Metropolitan)	5-14	F	4351
Dandenong (South-Eastern Metropolitan)	5-14	M	4585
Dandenong (South-Eastern Metropolitan)	15-19	F	1999
Dandenong (South-Eastern Metropolitan)	15-19	M	2088
Dandenong (South-Eastern Metropolitan)	20-24	F	2446
Dandenong (South-Eastern Metropolitan)	20-24	M	2716
Dandenong (South-Eastern Metropolitan)	25-34	F	6260
Dandenong (South-Eastern Metropolitan)	25-34	M	7528
Dandenong (South-Eastern Metropolitan)	35-44	F	5259
Dandenong (South-Eastern Metropolitan)	35-44	M	6110
Dandenong (South-Eastern Metropolitan)	45-54	F	3996
Dandenong (South-Eastern Metropolitan)	45-54	M	4599
Dandenong (South-Eastern Metropolitan)	55-64	F	3938
Dandenong (South-Eastern Metropolitan)	55-64	M	3916
Dandenong (South-Eastern Metropolitan)	65-74	F	3248
Dandenong (South-Eastern Metropolitan)	65-74	M	2997
Dandenong (South-Eastern Metropolitan)	75-84	F	1953
Dandenong (South-Eastern Metropolitan)	75-84	M	1742
Dandenong (South-Eastern Metropolitan)	85+	F	930
Dandenong (South-Eastern Metropolitan)	85+	M	577
Eildon (Northern Victoria)	0-4	F	1408
Eildon (Northern Victoria)	0-4	M	1525
Eildon (Northern Victoria)	5-14	F	3581
Eildon (Northern Victoria)	5-14	M	3795
Eildon (Northern Victoria)	15-19	F	1698
Eildon (Northern Victoria)	15-19	M	1877
Eildon (Northern Victoria)	20-24	F	1345
Eildon (Northern Victoria)	20-24	M	1508
Eildon (Northern Victoria)	25-34	F	3116
Eildon (Northern Victoria)	25-34	M	3066
Eildon (Northern Victoria)	35-44	F	3540
Eildon (Northern Victoria)	35-44	M	3314
Eildon (Northern Victoria)	45-54	F	4349
Eildon (Northern Victoria)	45-54	M	4268
Eildon (Northern Victoria)	55-64	F	5022
Eildon (Northern Victoria)	55-64	M	4879
Eildon (Northern Victoria)	65-74	F	4279
Eildon (Northern Victoria)	65-74	M	4281
Eildon (Northern Victoria)	75-84	F	2047
Eildon (Northern Victoria)	75-84	M	2160
Eildon (Northern Victoria)	85+	F	761
Eildon (Northern Victoria)	85+	M	551
Eltham (Eastern Metropolitan)	0-4	F	1583
Eltham (Eastern Metropolitan)	0-4	M	1675
Eltham (Eastern Metropolitan)	5-14	F	3969
Eltham (Eastern Metropolitan)	5-14	M	4090
Eltham (Eastern Metropolitan)	15-19	F	1797
Eltham (Eastern Metropolitan)	15-19	M	1966
Eltham (Eastern Metropolitan)	20-24	F	1480
Eltham (Eastern Metropolitan)	20-24	M	1590
Eltham (Eastern Metropolitan)	25-34	F	2726
Eltham (Eastern Metropolitan)	25-34	M	2620
Eltham (Eastern Metropolitan)	35-44	F	4197
Eltham (Eastern Metropolitan)	35-44	M	3784
Eltham (Eastern Metropolitan)	45-54	F	4568
Eltham (Eastern Metropolitan)	45-54	M	4228
Eltham (Eastern Metropolitan)	55-64	F	4361
Eltham (Eastern Metropolitan)	55-64	M	3862
Eltham (Eastern Metropolitan)	65-74	F	3652
Eltham (Eastern Metropolitan)	65-74	M	3299
Eltham (Eastern Metropolitan)	75-84	F	1751
Eltham (Eastern Metropolitan)	75-84	M	1590
Eltham (Eastern Metropolitan)	85+	F	632
Eltham (Eastern Metropolitan)	85+	M	406
Essendon (Western Metropolitan)	0-4	F	1665
Essendon (Western Metropolitan)	0-4	M	1732
Essendon (Western Metropolitan)	5-14	F	3547
Essendon (Western Metropolitan)	5-14	M	3819
Essendon (Western Metropolitan)	15-19	F	1711
Essendon (Western Metropolitan)	15-19	M	1844
Essendon (Western Metropolitan)	20-24	F	2529
Essendon (Western Metropolitan)	20-24	M	2362
Essendon (Western Metropolitan)	25-34	F	6425
Essendon (Western Metropolitan)	25-34	M	6017
Essendon (Western Metropolitan)	35-44	F	5393
Essendon (Western Metropolitan)	35-44	M	5079
Essendon (Western Metropolitan)	45-54	F	4979
Essendon (Western Metropolitan)	45-54	M	4642
Essendon (Western Metropolitan)	55-64	F	4195
Essendon (Western Metropolitan)	55-64	M	3899
Essendon (Western Metropolitan)	65-74	F	3021
Essendon (Western Metropolitan)	65-74	M	2809
Essendon (Western Metropolitan)	75-84	F	1600
Essendon (Western Metropolitan)	75-84	M	1302
Essendon (Western Metropolitan)	85+	F	935
Essendon (Western Metropolitan)	85+	M	523
Euroa (Northern Victoria)	0-4	F	1607
Euroa (Northern Victoria)	0-4	M	1701
Euroa (Northern Victoria)	5-14	F	3645
Euroa (Northern Victoria)	5-14	M	3861
Euroa (Northern Victoria)	15-19	F	1665
Euroa (Northern Victoria)	15-19	M	1986
Euroa (Northern Victoria)	20-24	F	1447
Euroa (Northern Victoria)	20-24	M	1813
Euroa (Northern Victoria)	25-34	F	3485
Euroa (Northern Victoria)	25-34	M	3537
Euroa (Northern Victoria)	35-44	F	3650
Euroa (Northern Victoria)	35-44	M	3431
Euroa (Northern Victoria)	45-54	F	4550
