SED_NAME16	MaxSchoolingCompleted	adults
Braddon (Montgomery)	Year 9	2560
Braddon (Montgomery)	Year 10	9837
Braddon (Montgomery)	Year 11	2620
Braddon (Montgomery)	Year 12	8926
Braddon (Murchison)	Did not go to school	121
Braddon (Murchison)	Year 8	1501
Braddon (Murchison)	Year 9	2881
Braddon (Murchison)	Year 10	10933
Braddon (Murchison)	Year 11	3108
Braddon (Murchison)	Year 12	10530
Clark (Derwent)	Did not go to school	85
Clark (Derwent)	Year 8	563
Clark (Derwent)	Year 9	1138
Clark (Derwent)	Year 10	4134
Clark (Derwent)	Year 11	1251
Clark (Derwent)	Year 12	5471
Clark (Elwick)	Did not go to school	398
Clark (Elwick)	Year 8	1413
Clark (Elwick)	Year 9	1950
Clark (Elwick)	Year 10	7128
Clark (Elwick)	Year 11	2186
Clark (Elwick)	Year 12	16539
Clark (Hobart)	Did not go to school	143
Clark (Hobart)	Year 8	593
Clark (Hobart)	Year 9	943
Clark (Hobart)	Year 10	3637
Clark (Hobart)	Year 11	1688
Clark (Hobart)	Year 12	22988
Clark (Huon)	Year 8	7
Clark (Huon)	Year 9	16
Clark (Huon)	Year 10	56
Clark (Huon)	Year 11	27
Clark (Huon)	Year 12	181
Clark (Nelson)	Did not go to school	50
Clark (Nelson)	Year 8	332
Clark (Nelson)	Year 9	522
Clark (Nelson)	Year 10	2073
Clark (Nelson)	Year 11	998
Clark (Nelson)	Year 12	13408
Franklin (Huon)	Did not go to school	60
Franklin (Huon)	Year 8	861
Franklin (Huon)	Year 9	1771
Franklin (Huon)	Year 10	7605
Franklin (Huon)	Year 11	2586
Franklin (Huon)	Year 12	14885
Franklin (Nelson)	Did not go to school	50
Franklin (Nelson)	Year 8	346
Franklin (Nelson)	Year 9	625
Franklin (Nelson)	Year 10	2701
Franklin (Nelson)	Year 11	976
Franklin (Nelson)	Year 12	8040
Franklin (Pembroke)	Did not go to school	111
Franklin (Pembroke)	Year 8	819
Franklin (Pembroke)	Year 9	1448
Franklin (Pembroke)	Year 10	6619
Franklin (Pembroke)	Year 11	2058
Franklin (Pembroke)	Year 12	14978
Franklin (Rumney)	Did not go to school	65
Franklin (Rumney)	Year 8	598
Franklin (Rumney)	Year 9	1314
Franklin (Rumney)	Year 10	6197
Franklin (Rumney)	Year 11	2061
Franklin (Rumney)	Year 12	10785
Lyons (Derwent)	Did not go to school	67
Lyons (Derwent)	Year 8	852
Lyons (Derwent)	Year 9	1661
Lyons (Derwent)	Year 10	6116
Lyons (Derwent)	Year 11	1763
Lyons (Derwent)	Year 12	5543
Lyons (Launceston)	Did not go to school	27
Lyons (Launceston)	Year 8	318
Lyons (Launceston)	Year 9	607
Lyons (Launceston)	Year 10	3077
Lyons (Launceston)	Year 11	796
Lyons (Launceston)	Year 12	3384
Lyons (McIntyre)	Did not go to school	69
Lyons (McIntyre)	Year 8	1057
Lyons (McIntyre)	Year 9	2474
Lyons (McIntyre)	Year 10	8751
Lyons (McIntyre)	Year 11	2409
Lyons (McIntyre)	Year 12	9159
Lyons (Montgomery)	Did not go to school	12
Lyons (Montgomery)	Year 8	200
Lyons (Montgomery)	Year 9	345
Lyons (Montgomery)	Year 10	1562
Lyons (Montgomery)	Year 11	421
Lyons (Montgomery)	Year 12	1502
Lyons (Prosser)	Did not go to school	64
Lyons (Prosser)	Year 8	1158
Lyons (Prosser)	Year 9	2517
Lyons (Prosser)	Year 10	9629
Lyons (Prosser)	Year 11	2752
Lyons (Prosser)	Year 12	10689
Lyons (Rumney)	Did not go to school	20
Lyons (Rumney)	Year 8	256
Lyons (Rumney)	Year 9	518
Lyons (Rumney)	Year 10	2506
Lyons (Rumney)	Year 11	755
Lyons (Rumney)	Year 12	3781
No usual address (Tas.)	Did not go to school	8
No usual address (Tas.)	Year 8	50
No usual address (Tas.)	Year 9	75
No usual address (Tas.)	Year 10	314
No usual address (Tas.)	Year 11	94
No usual address (Tas.)	Year 12	374
Migratory - Offshore - Shipping (Tas.)	Year 11	3
Migratory - Offshore - Shipping (Tas.)	Year 12	7
Arafura	Did not go to school	69
Arafura	Year 8	426
Arafura	Year 9	633
Arafura	Year 10	1674
Arafura	Year 11	1234
Arafura	Year 12	1850
Araluen	Did not go to school	74
Araluen	Year 8	236
Araluen	Year 9	367
Araluen	Year 10	1110
Araluen	Year 11	830
Araluen	Year 12	4625
Arnhem	Did not go to school	169
Arnhem	Year 8	873
Arnhem	Year 9	774
Arnhem	Year 10	1320
Arnhem	Year 11	1044
Arnhem	Year 12	2023
Barkly	Did not go to school	245
Barkly	Year 8	766
Barkly	Year 9	649
Barkly	Year 10	1380
Barkly	Year 11	645
Barkly	Year 12	1699
Blain	Did not go to school	36
Blain	Year 8	183
Blain	Year 9	314
Blain	Year 10	1173
Blain	Year 11	889
Blain	Year 12	3162
Braitling	Did not go to school	84
Braitling	Year 8	280
Braitling	Year 9	343
Braitling	Year 10	1048
Braitling	Year 11	854
Braitling	Year 12	3863
Brennan	Did not go to school	26
Brennan	Year 8	160
Brennan	Year 9	277
Brennan	Year 10	1282
Brennan	Year 11	968
Brennan	Year 12	3433
Casuarina	Did not go to school	75
Casuarina	Year 8	303
Casuarina	Year 9	233
Casuarina	Year 10	859
Casuarina	Year 11	663
Casuarina	Year 12	4867
Daly	Did not go to school	157
Daly	Year 8	449
Daly	Year 9	634
Daly	Year 10	1932
Daly	Year 11	953
Daly	Year 12	2299
Drysdale	Did not go to school	53
Drysdale	Year 8	220
Drysdale	Year 9	370
Drysdale	Year 10	1350
Drysdale	Year 11	892
Drysdale	Year 12	2728
Fannie Bay	Did not go to school	33
Fannie Bay	Year 8	172
Fannie Bay	Year 9	260
Fannie Bay	Year 10	747
Fannie Bay	Year 11	638
Fannie Bay	Year 12	4347
Fong Lim	Did not go to school	45
Fong Lim	Year 8	127
Fong Lim	Year 9	178
Fong Lim	Year 10	754
Fong Lim	Year 11	657
Fong Lim	Year 12	4456
Goyder	Did not go to school	54
Goyder	Year 8	274
Goyder	Year 9	452
Goyder	Year 10	1789
Goyder	Year 11	1095
Goyder	Year 12	2991
Gwoja	Did not go to school	250
Gwoja	Year 8	1145
Gwoja	Year 9	720
Gwoja	Year 10	1132
Gwoja	Year 11	602
Gwoja	Year 12	1392
Johnston	Did not go to school	80
Johnston	Year 8	285
Johnston	Year 9	276
Johnston	Year 10	898
Johnston	Year 11	690
Johnston	Year 12	4142
Karama	Did not go to school	92
Karama	Year 8	315
Karama	Year 9	351
Karama	Year 10	1153
Karama	Year 11	838
Karama	Year 12	3127
Katherine	Did not go to school	79
Katherine	Year 8	290
Katherine	Year 9	371
Katherine	Year 10	1274
Katherine	Year 11	747
Katherine	Year 12	2757
Mulka	Did not go to school	149
Mulka	Year 8	625
Mulka	Year 9	571
Mulka	Year 10	1385
Mulka	Year 11	978
Mulka	Year 12	2482
Namatjira	Did not go to school	220
Namatjira	Year 8	789
Namatjira	Year 9	624
Namatjira	Year 10	1795
Namatjira	Year 11	968
Namatjira	Year 12	2928
Nelson	Did not go to school	75
Nelson	Year 8	279
Nelson	Year 9	341
Nelson	Year 10	2252
Nelson	Year 11	1067
Nelson	Year 12	3650
Nightcliff	Did not go to school	64
Nightcliff	Year 8	186
Nightcliff	Year 9	216
Nightcliff	Year 10	768
Nightcliff	Year 11	583
Nightcliff	Year 12	4906
Port Darwin	Did not go to school	44
Port Darwin	Year 8	121
Port Darwin	Year 9	200
Port Darwin	Year 10	853
Port Darwin	Year 11	627
Port Darwin	Year 12	6893
Sanderson	Did not go to school	69
Sanderson	Year 8	246
Sanderson	Year 9	289
Sanderson	Year 10	996
Sanderson	Year 11	816
Sanderson	Year 12	3443
Spillett	Did not go to school	42
Spillett	Year 8	129
Spillett	Year 9	269
Spillett	Year 10	1236
Spillett	Year 11	941
Spillett	Year 12	5173
Wanguri	Did not go to school	75
Wanguri	Year 8	240
Wanguri	Year 9	241
Wanguri	Year 10	992
Wanguri	Year 11	754
Wanguri	Year 12	4671
No usual address (NT)	Did not go to school	28
No usual address (NT)	Year 8	127
No usual address (NT)	Year 9	173
No usual address (NT)	Year 10	473
No usual address (NT)	Year 11	255
No usual address (NT)	Year 12	805
Migratory - Offshore - Shipping (NT)	Year 9	5
Migratory - Offshore - Shipping (NT)	Year 10	21
Migratory - Offshore - Shipping (NT)	Year 11	8
Migratory - Offshore - Shipping (NT)	Year 12	29
Brindabella	Did not go to school	290
Brindabella	Year 8	1770
Brindabella	Year 9	2768
Brindabella	Year 10	11892
Brindabella	Year 11	4070
Brindabella	Year 12	43914
Ginninderra	Did not go to school	453
Ginninderra	Year 8	1764
Ginninderra	Year 9	2479
Ginninderra	Year 10	9564
Ginninderra	Year 11	3605
Ginninderra	Year 12	56818
Kurrajong	Did not go to school	266
Kurrajong	Year 8	1152
Kurrajong	Year 9	1510
Kurrajong	Year 10	5029
Kurrajong	Year 11	2339
Kurrajong	Year 12	61988
Murrumbidgee	Did not go to school	290
Murrumbidgee	Year 8	1508
Murrumbidgee	Year 9	2112
Murrumbidgee	Year 10	7423
Murrumbidgee	Year 11	2914
Murrumbidgee	Year 12	54708
Yerrabi	Did not go to school	548
Yerrabi	Year 8	1595
Yerrabi	Year 9	2235
Yerrabi	Year 10	7926
Yerrabi	Year 11	3565
Yerrabi	Year 12	57808
No usual address (ACT)	Year 8	11
No usual address (ACT)	Year 9	23
No usual address (ACT)	Year 10	94
No usual address (ACT)	Year 11	44
No usual address (ACT)	Year 12	253
Unclassified (OT)	Did not go to school	119
Unclassified (OT)	Year 8	157
Unclassified (OT)	Year 9	142
Unclassified (OT)	Year 10	761
Unclassified (OT)	Year 11	269
Unclassified (OT)	Year 12	1651
No usual address (OT)	Year 12	3
