SED_NAME16	PrivateDwelling	Sex	persons
Callide	0	M	6447
Callide	1	F	21923
Callide	1	M	22341
Caloundra	0	F	2093
Caloundra	0	M	2102
Caloundra	1	F	27494
Caloundra	1	M	24922
Capalaba	0	F	1000
Capalaba	0	M	739
Capalaba	1	F	25005
Capalaba	1	M	24186
Chatsworth	0	F	655
Chatsworth	0	M	557
Chatsworth	1	F	25892
Chatsworth	1	M	24254
Clayfield	0	F	2050
Clayfield	0	M	2144
Clayfield	1	F	27804
Clayfield	1	M	26241
Condamine	0	F	1609
Condamine	0	M	1779
Condamine	1	F	25967
Condamine	1	M	25069
Cook	0	F	6577
Cook	0	M	8035
Cook	1	F	22869
Cook	1	M	22798
Coomera	0	F	2313
Coomera	0	M	2290
Coomera	1	F	41155
Coomera	1	M	39531
Cooper	0	F	701
Cooper	0	M	805
Cooper	1	F	25595
Cooper	1	M	24491
Currumbin	0	F	2266
Currumbin	0	M	2086
Currumbin	1	F	23007
Currumbin	1	M	21422
Everton	0	F	426
Everton	0	M	415
Everton	1	F	26417
Everton	1	M	25065
Ferny Grove	0	F	947
Ferny Grove	0	M	1291
Ferny Grove	1	F	25171
Ferny Grove	1	M	24150
Gaven	0	F	881
Gaven	0	M	863
Gaven	1	F	24361
Gaven	1	M	23365
Gladstone	0	F	1841
Gladstone	0	M	2832
Gladstone	1	F	23203
Gladstone	1	M	23018
Glass House	0	F	1599
Glass House	0	M	2976
Glass House	1	F	22877
Glass House	1	M	21885
Greenslopes	0	F	1288
Greenslopes	0	M	1124
Greenslopes	1	F	26243
Greenslopes	1	M	24705
Gregory	0	F	4513
Gregory	0	M	7732
Gregory	1	F	16892
Gregory	1	M	16928
Gympie	0	F	2185
Gympie	0	M	2419
Gympie	1	F	25173
Gympie	1	M	24491
Hervey Bay	0	F	3441
Hervey Bay	0	M	3244
Hervey Bay	1	F	26494
Hervey Bay	1	M	23731
Hill	0	F	4762
Hill	0	M	6098
Hill	1	F	24893
Hill	1	M	24873
Hinchinbrook	0	F	2360
Hinchinbrook	0	M	2558
Hinchinbrook	1	F	23618
Hinchinbrook	1	M	23591
Inala	0	F	1812
Inala	0	M	4738
Inala	1	F	30222
Inala	1	M	28632
Ipswich	0	F	1773
Ipswich	0	M	1782
Ipswich	1	F	24166
Ipswich	1	M	22839
Ipswich West	0	F	1516
Ipswich West	0	M	2474
Ipswich West	1	F	25277
Ipswich West	1	M	24111
Jordan	0	F	1050
Jordan	0	M	1053
Jordan	1	F	33709
Jordan	1	M	32624
Kawana	0	F	1787
Kawana	0	M	1504
Kawana	1	F	25630
Kawana	1	M	23092
Keppel	0	F	2642
Keppel	0	M	2861
Keppel	1	F	24793
Keppel	1	M	23271
Kurwongbah	0	F	1145
Kurwongbah	0	M	951
Kurwongbah	1	F	27887
Kurwongbah	1	M	26694
Lockyer	0	F	1866
Lockyer	0	M	1593
Lockyer	1	F	24533
Lockyer	1	M	24243
Logan	0	F	1931
Logan	0	M	1793
Logan	1	F	31214
Logan	1	M	30116
Lytton	0	F	1095
Lytton	0	M	931
Lytton	1	F	26587
Lytton	1	M	25021
Macalister	0	F	1914
Macalister	0	M	1914
Macalister	1	F	28723
Macalister	1	M	27556
Mackay	0	F	2857
Mackay	0	M	3208
Mackay	1	F	25508
Mackay	1	M	24218
Maiwar	0	F	2849
Maiwar	0	M	2722
Maiwar	1	F	28748
Maiwar	1	M	27725
Mansfield	0	F	1102
Mansfield	0	M	1104
Mansfield	1	F	28324
Mansfield	1	M	26766
Maroochydore	0	F	3951
Maroochydore	0	M	3738
Maroochydore	1	F	23763
Maroochydore	1	M	21871
Maryborough	0	F	1813
Maryborough	0	M	2580
Maryborough	1	F	24446
Maryborough	1	M	23783
McConnel	0	F	6326
McConnel	0	M	7450
McConnel	1	F	29520
McConnel	1	M	29788
Mermaid Beach	0	F	1979
Mermaid Beach	0	M	1716
Mermaid Beach	1	F	26044
Mermaid Beach	1	M	23765
Miller	0	F	744
Miller	0	M	784
Miller	1	F	24516
Miller	1	M	23401
Mirani	0	F	2664
Mirani	0	M	3694
Mirani	1	F	21686
Mirani	1	M	21728
Moggill	0	F	695
Moggill	0	M	475
Moggill	1	F	24792
Moggill	1	M	24016
Morayfield	0	F	2212
Morayfield	0	M	1958
Morayfield	1	F	28267
Morayfield	1	M	26298
Mount Ommaney	0	F	879
Mount Ommaney	0	M	717
Mount Ommaney	1	F	25391
Mount Ommaney	1	M	24321
Mudgeeraba	0	F	1930
Mudgeeraba	0	M	1691
Mudgeeraba	1	F	28525
Mudgeeraba	1	M	26611
Mulgrave	0	F	2493
Mulgrave	0	M	2436
Mulgrave	1	F	26066
Mulgrave	1	M	24807
Mundingburra	0	F	3118
Mundingburra	0	M	4651
Mundingburra	1	F	22473
Mundingburra	1	M	21274
Murrumba	0	F	1395
Murrumba	0	M	1179
Murrumba	1	F	33836
Murrumba	1	M	31693
Nanango	0	F	2568
Nanango	0	M	2859
Nanango	1	F	23614
Nanango	1	M	23495
Nicklin	0	F	1603
Nicklin	0	M	1523
Nicklin	1	F	23960
Nicklin	1	M	22299
Ninderry	0	F	1656
Ninderry	0	M	1476
Ninderry	1	F	27286
Ninderry	1	M	25785
Noosa	0	F	3095
Noosa	0	M	2998
Noosa	1	F	23312
Noosa	1	M	21784
Nudgee	0	F	1160
Nudgee	0	M	1291
Nudgee	1	F	26976
Nudgee	1	M	26137
Oodgeroo	0	F	1265
Oodgeroo	0	M	1079
Oodgeroo	1	F	22120
Oodgeroo	1	M	20339
Pine Rivers	0	F	873
Pine Rivers	0	M	844
Pine Rivers	1	F	26846
Pine Rivers	1	M	26372
Pumicestone	0	F	1354
Pumicestone	0	M	1242
Pumicestone	1	F	25422
Pumicestone	1	M	23555
Redcliffe	0	F	1846
Redcliffe	0	M	1814
Redcliffe	1	F	25741
Redcliffe	1	M	23491
Redlands	0	F	1102
Redlands	0	M	977
Redlands	1	F	26195
Redlands	1	M	24902
Rockhampton	0	F	2882
Rockhampton	0	M	3041
Rockhampton	1	F	24811
Rockhampton	1	M	23483
Sandgate	0	F	1074
Sandgate	0	M	919
Sandgate	1	F	26813
Sandgate	1	M	25075
Scenic Rim	0	F	2165
Scenic Rim	0	M	2409
Scenic Rim	1	F	25556
Scenic Rim	1	M	24687
South Brisbane	0	F	4992
South Brisbane	0	M	5306
South Brisbane	1	F	28846
South Brisbane	1	M	28326
Southern Downs	0	F	2557
Southern Downs	0	M	2757
Southern Downs	1	F	22643
Southern Downs	1	M	21990
Southport	0	F	2761
Southport	0	M	2710
Southport	1	F	26653
Southport	1	M	24832
Springwood	0	F	811
Springwood	0	M	712
Springwood	1	F	25825
Springwood	1	M	25127
Stafford	0	F	1759
Stafford	0	M	1526
Stafford	1	F	27582
Stafford	1	M	25997
Stretton	0	F	1329
Stretton	0	M	1084
Stretton	1	F	28864
Stretton	1	M	28222
Surfers Paradise	0	F	5478
Surfers Paradise	0	M	5601
Surfers Paradise	1	F	24500
Surfers Paradise	1	M	24137
Theodore	0	F	1106
Theodore	0	M	1048
Theodore	1	F	29049
Theodore	1	M	27664
Thuringowa	0	F	1659
Thuringowa	0	M	1510
Thuringowa	1	F	24981
Thuringowa	1	M	23049
Toohey	0	F	1374
Toohey	0	M	1370
Toohey	1	F	27023
Toohey	1	M	27413
Toowoomba North	0	F	2531
Toowoomba North	0	M	2649
Toowoomba North	1	F	26074
Toowoomba North	1	M	23929
Toowoomba South	0	F	2329
Toowoomba South	0	M	2053
Toowoomba South	1	F	28081
Toowoomba South	1	M	24685
Townsville	0	F	3569
Townsville	0	M	4103
Townsville	1	F	23018
Townsville	1	M	21874
Traeger	0	F	6773
Traeger	0	M	10327
Traeger	1	F	18144
Traeger	1	M	18269
Warrego	0	F	3327
Warrego	0	M	4669
Warrego	1	F	18976
Warrego	1	M	18805
Waterford	0	F	2696
Waterford	0	M	2427
Waterford	1	F	28450
Waterford	1	M	27300
Whitsunday	0	F	5258
Whitsunday	0	M	5396
Whitsunday	1	F	23177
Whitsunday	1	M	22977
Woodridge	0	F	2753
Woodridge	0	M	2807
Woodridge	1	F	32812
Woodridge	1	M	32302
Migratory - Offshore - Shipping (Qld)	0	F	54
Migratory - Offshore - Shipping (Qld)	0	M	303
Migratory - Offshore - Shipping (Qld)	1	M	3
Adelaide	0	F	4893
Adelaide	0	M	5180
Adelaide	1	F	19313
Adelaide	1	M	19067
Badcoe	0	F	933
Badcoe	0	M	770
Badcoe	1	F	19791
Badcoe	1	M	18796
Black	0	F	400
Black	0	M	350
Black	1	F	17410
Black	1	M	16582
Bragg	0	F	840
Bragg	0	M	613
Bragg	1	F	18849
Bragg	1	M	17307
Chaffey	0	F	1768
Chaffey	0	M	2145
Chaffey	1	F	16362
Chaffey	1	M	16710
Cheltenham	0	F	947
Cheltenham	0	M	864
Cheltenham	1	F	18887
Cheltenham	1	M	18299
Colton	0	F	697
Colton	0	M	594
Colton	1	F	18157
Colton	1	M	17143
Croydon	0	F	1094
Croydon	0	M	1167
Croydon	1	F	19897
Croydon	1	M	20392
Davenport	0	F	1253
Davenport	0	M	934
Davenport	1	F	17460
Davenport	1	M	16890
Dunstan	0	F	903
Dunstan	0	M	1044
Dunstan	1	F	18727
Dunstan	1	M	17348
Elder	0	F	816
Elder	0	M	674
Elder	1	F	19273
Elder	1	M	18099
Elizabeth	0	F	1254
Elizabeth	0	M	1096
Elizabeth	1	F	18980
Elizabeth	1	M	18733
Enfield	0	F	1116
Enfield	0	M	1328
Enfield	1	F	20563
Enfield	1	M	20771
Finniss	0	F	1285
Finniss	0	M	1022
Finniss	1	F	16189
Finniss	1	M	14875
Flinders	0	F	2155
Flinders	0	M	2725
Flinders	1	F	15806
Flinders	1	M	15823
Florey	0	F	826
Florey	0	M	772
Florey	1	F	18245
Florey	1	M	18534
Frome	0	F	1412
Frome	0	M	1339
Frome	1	F	17337
Frome	1	M	17542
Gibson	0	F	1166
Gibson	0	M	874
Gibson	1	F	18922
Gibson	1	M	16813
Giles	0	F	2926
Giles	0	M	6596
Giles	1	F	16061
Giles	1	M	16225
Hammond	0	F	1205
Hammond	0	M	1615
Hammond	1	F	17251
Hammond	1	M	16450
Hartley	0	F	972
Hartley	0	M	699
Hartley	1	F	19505
Hartley	1	M	18166
Heysen	0	F	863
Heysen	0	M	785
Heysen	1	F	16719
Heysen	1	M	16189
Hurtle Vale	0	F	804
Hurtle Vale	0	M	622
Hurtle Vale	1	F	16952
Hurtle Vale	1	M	16017
Kaurna	0	F	1017
Kaurna	0	M	863
Kaurna	1	F	19279
Kaurna	1	M	18222
Kavel	0	F	841
Kavel	0	M	783
Kavel	1	F	18541
Kavel	1	M	17257
King	0	F	476
King	0	M	367
King	1	F	18011
King	1	M	17165
Lee	0	F	917
Lee	0	M	674
Lee	1	F	16418
Lee	1	M	15121
Light	0	F	791
Light	0	M	735
Light	1	F	17592
Light	1	M	16591
Mackillop	0	F	1735
Mackillop	0	M	2029
Mackillop	1	F	16783
Mackillop	1	M	17697
Mawson	0	F	1312
Mawson	0	M	1311
Mawson	1	F	17417
Mawson	1	M	16730
Morialta	0	F	366
Morialta	0	M	385
Morialta	1	F	18232
Morialta	1	M	17757
Morphett	0	F	1194
Morphett	0	M	1001
Morphett	1	F	16950
Morphett	1	M	15424
Mount Gambier	0	F	1324
Mount Gambier	0	M	1942
Mount Gambier	1	F	16259
Mount Gambier	1	M	15576
Narungga	0	F	1625
Narungga	0	M	1745
Narungga	1	F	14404
Narungga	1	M	14617
Newland	0	F	891
Newland	0	M	794
Newland	1	F	17425
Newland	1	M	16811
Playford	0	F	652
Playford	0	M	592
Playford	1	F	19766
Playford	1	M	19788
Port Adelaide	0	F	806
Port Adelaide	0	M	937
Port Adelaide	1	F	17438
Port Adelaide	1	M	16508
Ramsay	0	F	1374
Ramsay	0	M	1320
Ramsay	1	F	20268
Ramsay	1	M	20093
Reynell	0	F	807
Reynell	0	M	749
Reynell	1	F	16926
Reynell	1	M	16468
Schubert	0	F	1025
Schubert	0	M	895
Schubert	1	F	17561
Schubert	1	M	17347
Stuart	0	F	2425
Stuart	0	M	3793
Stuart	1	F	15621
Stuart	1	M	15191
Taylor	0	F	1304
Taylor	0	M	1435
Taylor	1	F	19802
Taylor	1	M	19053
Torrens	0	F	778
Torrens	0	M	808
Torrens	1	F	20766
Torrens	1	M	20118
Unley	0	F	1312
Unley	0	M	906
Unley	1	F	18504
Unley	1	M	16701
Waite	0	F	467
Waite	0	M	358
Waite	1	F	18006
Waite	1	M	17358
West Torrens	0	F	630
West Torrens	0	M	629
West Torrens	1	F	17797
West Torrens	1	M	17405
Wright	0	F	352
Wright	0	M	371
Wright	1	F	17713
Wright	1	M	17135
Migratory - Offshore - Shipping (SA)	0	M	34
Albany (South West)	0	F	1573
Albany (South West)	0	M	1919
Albany (South West)	1	F	17906
Albany (South West)	1	M	16656
Armadale (East Metropolitan)	0	F	1574
Armadale (East Metropolitan)	0	M	1513
Armadale (East Metropolitan)	1	F	23936
Armadale (East Metropolitan)	1	M	23008
Balcatta (North Metropolitan)	0	F	1075
Balcatta (North Metropolitan)	0	M	1011
Balcatta (North Metropolitan)	1	F	22052
Balcatta (North Metropolitan)	1	M	20360
Baldivis (South Metropolitan)	0	F	1061
Baldivis (South Metropolitan)	0	M	948
Baldivis (South Metropolitan)	1	F	27834
Baldivis (South Metropolitan)	1	M	25487
Bassendean (East Metropolitan)	0	F	811
Bassendean (East Metropolitan)	0	M	812
Bassendean (East Metropolitan)	1	F	20583
Bassendean (East Metropolitan)	1	M	20070
Bateman (South Metropolitan)	0	F	584
Bateman (South Metropolitan)	0	M	438
Bateman (South Metropolitan)	1	F	21806
Bateman (South Metropolitan)	1	M	20406
Belmont (East Metropolitan)	0	F	2075
Belmont (East Metropolitan)	0	M	2350
Belmont (East Metropolitan)	1	F	22046
Belmont (East Metropolitan)	1	M	22124
Bicton (South Metropolitan)	0	F	1099
Bicton (South Metropolitan)	0	M	695
Bicton (South Metropolitan)	1	F	19315
Bicton (South Metropolitan)	1	M	16917
Bunbury (South West)	0	F	1485
Bunbury (South West)	0	M	2086
Bunbury (South West)	1	F	20721
Bunbury (South West)	1	M	18984
Burns Beach (North Metropolitan)	0	F	685
Burns Beach (North Metropolitan)	0	M	637
Burns Beach (North Metropolitan)	1	F	21891
Burns Beach (North Metropolitan)	1	M	20911
Butler (North Metropolitan)	0	F	1185
Butler (North Metropolitan)	0	M	1028
Butler (North Metropolitan)	1	F	27284
Butler (North Metropolitan)	1	M	24876
Cannington (South Metropolitan)	0	F	1195
Cannington (South Metropolitan)	0	M	1194
Cannington (South Metropolitan)	1	F	24662
Cannington (South Metropolitan)	1	M	24881
Carine (North Metropolitan)	0	F	555
Carine (North Metropolitan)	0	M	372
Carine (North Metropolitan)	1	F	20658
Carine (North Metropolitan)	1	M	19611
Central Wheatbelt (Agricultural)	0	F	2523
Central Wheatbelt (Agricultural)	0	M	4589
Central Wheatbelt (Agricultural)	1	F	15473
Central Wheatbelt (Agricultural)	1	M	15577
Churchlands (North Metropolitan)	0	F	784
Churchlands (North Metropolitan)	0	M	739
Churchlands (North Metropolitan)	1	F	21365
Churchlands (North Metropolitan)	1	M	20339
Cockburn (South Metropolitan)	0	F	681
Cockburn (South Metropolitan)	0	M	662
Cockburn (South Metropolitan)	1	F	23339
Cockburn (South Metropolitan)	1	M	22315
Collie-Preston (South West)	0	F	1178
Collie-Preston (South West)	0	M	1413
Collie-Preston (South West)	1	F	20542
Collie-Preston (South West)	1	M	19614
Cottesloe (North Metropolitan)	0	F	1530
Cottesloe (North Metropolitan)	0	M	1322
Cottesloe (North Metropolitan)	1	F	20790
Cottesloe (North Metropolitan)	1	M	19089
Darling Range (East Metropolitan)	0	F	711
Darling Range (East Metropolitan)	0	M	1018
Darling Range (East Metropolitan)	1	F	22728
Darling Range (East Metropolitan)	1	M	21678
Dawesville (South West)	0	F	796
Dawesville (South West)	0	M	645
Dawesville (South West)	1	F	20353
Dawesville (South West)	1	M	18221
Forrestfield (East Metropolitan)	0	F	826
Forrestfield (East Metropolitan)	0	M	883
Forrestfield (East Metropolitan)	1	F	20068
Forrestfield (East Metropolitan)	1	M	19635
Fremantle (South Metropolitan)	0	F	1794
Fremantle (South Metropolitan)	0	M	2095
Fremantle (South Metropolitan)	1	F	20513
Fremantle (South Metropolitan)	1	M	19046
Geraldton (Agricultural)	0	F	2229
Geraldton (Agricultural)	0	M	2423
Geraldton (Agricultural)	1	F	17584
Geraldton (Agricultural)	1	M	16422
Hillarys (North Metropolitan)	0	F	396
Hillarys (North Metropolitan)	0	M	400
Hillarys (North Metropolitan)	1	F	20338
Hillarys (North Metropolitan)	1	M	19499
Jandakot (South Metropolitan)	0	F	662
Jandakot (South Metropolitan)	0	M	1505
Jandakot (South Metropolitan)	1	F	27659
Jandakot (South Metropolitan)	1	M	26289
Joondalup (North Metropolitan)	0	F	1019
Joondalup (North Metropolitan)	0	M	1010
Joondalup (North Metropolitan)	1	F	19466
Joondalup (North Metropolitan)	1	M	18957
Kalamunda (East Metropolitan)	0	F	665
Kalamunda (East Metropolitan)	0	M	594
Kalamunda (East Metropolitan)	1	F	18844
Kalamunda (East Metropolitan)	1	M	17987
Kalgoorlie (Mining and Pastoral)	0	F	3968
Kalgoorlie (Mining and Pastoral)	0	M	11409
Kalgoorlie (Mining and Pastoral)	1	F	14399
Kalgoorlie (Mining and Pastoral)	1	M	15350
Kimberley (Mining and Pastoral)	0	F	10311
Kimberley (Mining and Pastoral)	0	M	11117
Kimberley (Mining and Pastoral)	1	F	15129
Kimberley (Mining and Pastoral)	1	M	14233
Kingsley (North Metropolitan)	0	F	585
Kingsley (North Metropolitan)	0	M	436
Kingsley (North Metropolitan)	1	F	20404
Kingsley (North Metropolitan)	1	M	19269
Kwinana (South Metropolitan)	0	F	948
Kwinana (South Metropolitan)	0	M	2177
Kwinana (South Metropolitan)	1	F	23062
Kwinana (South Metropolitan)	1	M	22421
Landsdale (North Metropolitan)	0	F	438
Landsdale (North Metropolitan)	0	M	452
Landsdale (North Metropolitan)	1	F	23979
Landsdale (North Metropolitan)	1	M	22759
Mandurah (South West)	0	F	1558
Mandurah (South West)	0	M	1262
Mandurah (South West)	1	F	22181
Mandurah (South West)	1	M	19570
Maylands (East Metropolitan)	0	F	1018
Maylands (East Metropolitan)	0	M	1000
Maylands (East Metropolitan)	1	F	20556
Maylands (East Metropolitan)	1	M	19818
Midland (East Metropolitan)	0	F	1672
Midland (East Metropolitan)	0	M	1662
Midland (East Metropolitan)	1	F	21986
Midland (East Metropolitan)	1	M	21026
Mirrabooka (East Metropolitan)	0	F	1338
Mirrabooka (East Metropolitan)	0	M	1257
Mirrabooka (East Metropolitan)	1	F	22441
Mirrabooka (East Metropolitan)	1	M	22444
Moore (Agricultural)	0	F	2940
Moore (Agricultural)	0	M	4069
Moore (Agricultural)	1	F	15762
Moore (Agricultural)	1	M	16235
Morley (East Metropolitan)	0	F	727
Morley (East Metropolitan)	0	M	722
Morley (East Metropolitan)	1	F	21997
Morley (East Metropolitan)	1	M	21197
Mount Lawley (East Metropolitan)	0	F	1364
Mount Lawley (East Metropolitan)	0	M	1114
Mount Lawley (East Metropolitan)	1	F	20393
Mount Lawley (East Metropolitan)	1	M	18734
Murray-Wellington (South West)	0	F	1184
Murray-Wellington (South West)	0	M	1345
Murray-Wellington (South West)	1	F	19916
Murray-Wellington (South West)	1	M	19208
Nedlands (North Metropolitan)	0	F	3413
Nedlands (North Metropolitan)	0	M	3081
Nedlands (North Metropolitan)	1	F	21450
Nedlands (North Metropolitan)	1	M	20093
North West Central (Mining and Pastoral)	0	F	9717
North West Central (Mining and Pastoral)	0	M	18104
North West Central (Mining and Pastoral)	1	F	7948
North West Central (Mining and Pastoral)	1	M	8275
Perth (North Metropolitan)	0	F	3644
Perth (North Metropolitan)	0	M	5208
Perth (North Metropolitan)	1	F	23014
Perth (North Metropolitan)	1	M	23443
Pilbara (Mining and Pastoral)	0	F	7732
Pilbara (Mining and Pastoral)	0	M	24038
Pilbara (Mining and Pastoral)	1	F	16958
Pilbara (Mining and Pastoral)	1	M	18148
Riverton (South Metropolitan)	0	F	585
Riverton (South Metropolitan)	0	M	408
Riverton (South Metropolitan)	1	F	22543
Riverton (South Metropolitan)	1	M	21488
Rockingham (South Metropolitan)	0	F	1369
Rockingham (South Metropolitan)	0	M	2025
Rockingham (South Metropolitan)	1	F	18730
Rockingham (South Metropolitan)	1	M	17751
Roe (Agricultural)	0	F	2489
Roe (Agricultural)	0	M	3390
Roe (Agricultural)	1	F	15691
Roe (Agricultural)	1	M	16195
Scarborough (North Metropolitan)	0	F	1668
Scarborough (North Metropolitan)	0	M	1291
Scarborough (North Metropolitan)	1	F	21778
Scarborough (North Metropolitan)	1	M	19624
South Perth (South Metropolitan)	0	F	1593
South Perth (South Metropolitan)	0	M	1620
South Perth (South Metropolitan)	1	F	20215
South Perth (South Metropolitan)	1	M	19065
Southern River (South Metropolitan)	0	F	816
Southern River (South Metropolitan)	0	M	684
Southern River (South Metropolitan)	1	F	24822
Southern River (South Metropolitan)	1	M	23941
Swan Hills (East Metropolitan)	0	F	921
Swan Hills (East Metropolitan)	0	M	2877
Swan Hills (East Metropolitan)	1	F	22760
Swan Hills (East Metropolitan)	1	M	21656
Thornlie (East Metropolitan)	0	F	1216
Thornlie (East Metropolitan)	0	M	1134
Thornlie (East Metropolitan)	1	F	23045
Thornlie (East Metropolitan)	1	M	22394
Vasse (South West)	0	F	2417
Vasse (South West)	0	M	2178
Vasse (South West)	1	F	20345
Vasse (South West)	1	M	18651
Victoria Park (South Metropolitan)	0	F	1810
Victoria Park (South Metropolitan)	0	M	1769
Victoria Park (South Metropolitan)	1	F	21775
Victoria Park (South Metropolitan)	1	M	22299
Wanneroo (North Metropolitan)	0	F	674
Wanneroo (North Metropolitan)	0	M	586
Wanneroo (North Metropolitan)	1	F	24182
Wanneroo (North Metropolitan)	1	M	22715
Warnbro (South Metropolitan)	0	F	750
Warnbro (South Metropolitan)	0	M	740
Warnbro (South Metropolitan)	1	F	23504
Warnbro (South Metropolitan)	1	M	22154
Warren-Blackwood (South West)	0	F	2670
Warren-Blackwood (South West)	0	M	2998
Warren-Blackwood (South West)	1	F	18931
Warren-Blackwood (South West)	1	M	18323
West Swan (East Metropolitan)	0	F	1045
West Swan (East Metropolitan)	0	M	785
West Swan (East Metropolitan)	1	F	25489
West Swan (East Metropolitan)	1	M	24473
Willagee (South Metropolitan)	0	F	1811
Willagee (South Metropolitan)	0	M	1400
Willagee (South Metropolitan)	1	F	19333
Willagee (South Metropolitan)	1	M	17933
Migratory - Offshore - Shipping (WA)	0	F	390
Migratory - Offshore - Shipping (WA)	0	M	2846
Migratory - Offshore - Shipping (WA)	1	F	4
Migratory - Offshore - Shipping (WA)	1	M	10
Bass (Launceston)	0	F	1207
Bass (Launceston)	0	M	1102
Bass (Launceston)	1	F	11825
Bass (Launceston)	1	M	10680
Bass (McIntyre)	0	F	340
Bass (McIntyre)	0	M	352
Bass (McIntyre)	1	F	3488
Bass (McIntyre)	1	M	3475
Bass (Rosevears)	0	F	956
Bass (Rosevears)	0	M	917
Bass (Rosevears)	1	F	18018
Bass (Rosevears)	1	M	17153
Bass (Windermere)	0	F	1529
Bass (Windermere)	0	M	1705
Bass (Windermere)	1	F	18485
Bass (Windermere)	1	M	18242
Braddon (Mersey)	0	F	1147
Braddon (Mersey)	0	M	1061
Braddon (Mersey)	1	F	18475
Braddon (Mersey)	1	M	17160
Braddon (Montgomery)	0	F	854
Braddon (Montgomery)	0	M	814
Braddon (Montgomery)	1	F	15569
Braddon (Montgomery)	1	M	14593
Braddon (Murchison)	0	F	1797
Braddon (Murchison)	0	M	2067
Braddon (Murchison)	1	F	17677
Braddon (Murchison)	1	M	17120
Clark (Derwent)	0	F	388
Clark (Derwent)	0	M	346
Clark (Derwent)	1	F	7893
Clark (Derwent)	1	M	7652
Clark (Elwick)	0	F	1009
Clark (Elwick)	0	M	964
Clark (Elwick)	1	F	17730
Clark (Elwick)	1	M	17286
Clark (Hobart)	0	F	2449
Clark (Hobart)	0	M	2322
Clark (Hobart)	1	F	17086
Clark (Hobart)	1	M	16077
Clark (Huon)	0	F	3
Clark (Huon)	0	M	5
Clark (Huon)	1	F	165
Clark (Huon)	1	M	171
Clark (Nelson)	0	F	687
Clark (Nelson)	0	M	683
Clark (Nelson)	1	F	9991
Clark (Nelson)	1	M	9505
Franklin (Huon)	0	F	1059
Franklin (Huon)	0	M	1040
Franklin (Huon)	1	F	16928
Franklin (Huon)	1	M	16658
Franklin (Nelson)	0	F	270
Franklin (Nelson)	0	M	206
Franklin (Nelson)	1	F	7912
Franklin (Nelson)	1	M	7134
Franklin (Pembroke)	0	F	845
Franklin (Pembroke)	0	M	683
Franklin (Pembroke)	1	F	15668
Franklin (Pembroke)	1	M	14452
Franklin (Rumney)	0	F	594
Franklin (Rumney)	0	M	1098
Franklin (Rumney)	1	F	13078
Franklin (Rumney)	1	M	12474
Lyons (Derwent)	0	F	821
Lyons (Derwent)	0	M	934
Lyons (Derwent)	1	F	10239
Lyons (Derwent)	1	M	10103
Lyons (Launceston)	0	F	242
Lyons (Launceston)	0	M	217
Lyons (Launceston)	1	F	5094
Lyons (Launceston)	1	M	4762
Lyons (McIntyre)	0	F	1054
Lyons (McIntyre)	0	M	1078
Lyons (McIntyre)	1	F	14193
Lyons (McIntyre)	1	M	13992
Lyons (Montgomery)	0	F	388
Lyons (Montgomery)	0	M	400
Lyons (Montgomery)	1	F	2205
Lyons (Montgomery)	1	M	2337
Lyons (Prosser)	0	F	1401
Lyons (Prosser)	0	M	1433
Lyons (Prosser)	1	F	15707
Lyons (Prosser)	1	M	15771
Lyons (Rumney)	0	F	199
Lyons (Rumney)	0	M	176
Lyons (Rumney)	1	F	4869
Lyons (Rumney)	1	M	4594
Migratory - Offshore - Shipping (Tas.)	0	F	72
Migratory - Offshore - Shipping (Tas.)	0	M	294
Arafura	0	F	1167
Arafura	0	M	1315
Arafura	1	F	3969
Arafura	1	M	4011
Araluen	0	F	1035
Araluen	0	M	909
Araluen	1	F	4579
Araluen	1	M	4386
Arnhem	0	F	1349
Arnhem	0	M	2343
Arnhem	1	F	4110
Arnhem	1	M	3940
Barkly	0	F	1776
Barkly	0	M	2546
Barkly	1	F	3649
Barkly	1	M	3507
Blain	0	F	399
Blain	0	M	400
Blain	1	F	3895
Blain	1	M	3836
Braitling	0	F	663
Braitling	0	M	727
Braitling	1	F	4073
Braitling	1	M	3813
Brennan	0	F	270
Brennan	0	M	259
Brennan	1	F	4276
Brennan	1	M	3951
Casuarina	0	F	1225
Casuarina	0	M	1211
Casuarina	1	F	4260
Casuarina	1	M	4027
Daly	0	F	2036
Daly	0	M	2340
Daly	1	F	4019
Daly	1	M	4260
Drysdale	0	F	568
Drysdale	0	M	759
Drysdale	1	F	3755
Drysdale	1	M	3659
Fannie Bay	0	F	539
Fannie Bay	0	M	538
Fannie Bay	1	F	3878
Fannie Bay	1	M	3598
Fong Lim	0	F	841
Fong Lim	0	M	1135
Fong Lim	1	F	3682
Fong Lim	1	M	3629
Goyder	0	F	926
Goyder	0	M	1014
Goyder	1	F	4198
Goyder	1	M	4421
Gwoja	0	F	1313
Gwoja	0	M	1856
Gwoja	1	F	3591
Gwoja	1	M	3366
Johnston	0	F	294
Johnston	0	M	336
Johnston	1	F	4222
Johnston	1	M	3911
Karama	0	F	672
Karama	0	M	523
Karama	1	F	3943
Karama	1	M	3775
Katherine	0	F	1658
Katherine	0	M	1749
Katherine	1	F	3665
Katherine	1	M	3656
Mulka	0	F	668
Mulka	0	M	931
Mulka	1	F	4162
Mulka	1	M	4137
Namatjira	0	F	1792
Namatjira	0	M	2245
