SED_NAME21	DwellingStructure	DwellingSubtype	NumberBedrooms.min	occupied_private_dwellings
Camden	Separate house		6	878
Campbelltown				9
Campbelltown			1	9
Campbelltown			2	10
Campbelltown			3	7
Campbelltown		1 storey		39
Campbelltown		1 storey	0	18
Campbelltown		1 storey	1	33
Campbelltown		1 storey	2	496
Campbelltown		1 storey	3	756
Campbelltown		1 storey	4	76
Campbelltown		1 storey	5	3
Campbelltown		1 storey	6	5
Campbelltown		2 storeys or more		53
Campbelltown		2 storeys or more	0	10
Campbelltown		2 storeys or more	1	222
Campbelltown		2 storeys or more	2	598
Campbelltown		2 storeys or more	3	977
Campbelltown		2 storeys or more	4	195
Campbelltown		2 storeys or more	5	26
Campbelltown		2 storeys or more	6	6
Campbelltown	(Other)		2	5
Campbelltown	Flat/apartment	1 or 2 storey block		13
Campbelltown	Flat/apartment	1 or 2 storey block	0	33
Campbelltown	Flat/apartment	1 or 2 storey block	1	133
Campbelltown	Flat/apartment	1 or 2 storey block	2	506
Campbelltown	Flat/apartment	1 or 2 storey block	3	49
Campbelltown	Flat/apartment	1 or 2 storey block	4	8
Campbelltown	Flat/apartment	3 storey block		11
Campbelltown	Flat/apartment	3 storey block	1	17
Campbelltown	Flat/apartment	3 storey block	2	268
Campbelltown	Flat/apartment	3 storey block	3	146
Campbelltown	Flat/apartment	4-8 storey block		15
Campbelltown	Flat/apartment	4-8 storey block	0	4
Campbelltown	Flat/apartment	4-8 storey block	1	128
Campbelltown	Flat/apartment	4-8 storey block	2	900
Campbelltown	Flat/apartment	4-8 storey block	3	218
Campbelltown	Flat/apartment	9 or more storey block	1	28
Campbelltown	Flat/apartment	9 or more storey block	2	119
Campbelltown	Flat/apartment	9 or more storey block	3	31
Campbelltown	Flat/apartment	Attached to a house		3
Campbelltown	Flat/apartment	Attached to a house	1	33
Campbelltown	Flat/apartment	Attached to a house	2	103
Campbelltown	Flat/apartment	Attached to a house	3	24
Campbelltown	Flat/apartment	Attached to a house	4	18
Campbelltown	Flat/apartment	Attached to a house	5	3
Campbelltown	Flat/apartment	Attached to a house	6	6
Campbelltown	Separate house			316
Campbelltown	Separate house		0	31
Campbelltown	Separate house		1	153
Campbelltown	Separate house		2	1015
Campbelltown	Separate house		3	10086
Campbelltown	Separate house		4	7746
Campbelltown	Separate house		5	1912
Campbelltown	Separate house		6	510
Canterbury				7
Canterbury			1	12
Canterbury			2	20
Canterbury			3	18
Canterbury			4	4
Canterbury		1 storey		17
Canterbury		1 storey	0	7
Canterbury		1 storey	1	66
Canterbury		1 storey	2	530
Canterbury		1 storey	3	373
Canterbury		1 storey	4	75
Canterbury		1 storey	5	16
Canterbury		1 storey	6	4
Canterbury		2 storeys or more		37
Canterbury		2 storeys or more	0	4
Canterbury		2 storeys or more	1	134
Canterbury		2 storeys or more	2	751
Canterbury		2 storeys or more	3	938
Canterbury		2 storeys or more	4	573
Canterbury		2 storeys or more	5	61
Canterbury		2 storeys or more	6	9
Canterbury	(Other)			3
Canterbury	(Other)		0	3
Canterbury	(Other)		1	29
Canterbury	(Other)		2	94
Canterbury	(Other)		3	41
Canterbury	(Other)		4	12
Canterbury	(Other)		5	3
Canterbury	Flat/apartment		0	3
Canterbury	Flat/apartment	1 or 2 storey block		100
Canterbury	Flat/apartment	1 or 2 storey block	0	39
Canterbury	Flat/apartment	1 or 2 storey block	1	485
Canterbury	Flat/apartment	1 or 2 storey block	2	3749
Canterbury	Flat/apartment	1 or 2 storey block	3	419
Canterbury	Flat/apartment	1 or 2 storey block	4	75
Canterbury	Flat/apartment	1 or 2 storey block	5	21
Canterbury	Flat/apartment	1 or 2 storey block	6	10
Canterbury	Flat/apartment	3 storey block		62
Canterbury	Flat/apartment	3 storey block	0	22
Canterbury	Flat/apartment	3 storey block	1	256
Canterbury	Flat/apartment	3 storey block	2	2579
Canterbury	Flat/apartment	3 storey block	3	319
Canterbury	Flat/apartment	3 storey block	4	22
Canterbury	Flat/apartment	3 storey block	6	3
Canterbury	Flat/apartment	4-8 storey block		53
Canterbury	Flat/apartment	4-8 storey block	0	22
Canterbury	Flat/apartment	4-8 storey block	1	707
Canterbury	Flat/apartment	4-8 storey block	2	2400
Canterbury	Flat/apartment	4-8 storey block	3	436
Canterbury	Flat/apartment	4-8 storey block	4	29
Canterbury	Flat/apartment	4-8 storey block	5	3
Canterbury	Flat/apartment	9 or more storey block		11
Canterbury	Flat/apartment	9 or more storey block	1	264
Canterbury	Flat/apartment	9 or more storey block	2	510
Canterbury	Flat/apartment	9 or more storey block	3	54
Canterbury	Flat/apartment	Attached to a house		3
Canterbury	Flat/apartment	Attached to a house	1	17
Canterbury	Flat/apartment	Attached to a house	2	54
Canterbury	Flat/apartment	Attached to a house	3	51
Canterbury	Flat/apartment	Attached to a house	4	24
Canterbury	Flat/apartment	Attached to a house	5	14
Canterbury	Flat/apartment	Attached to a house	6	3
Canterbury	Separate house			205
Canterbury	Separate house		0	26
Canterbury	Separate house		1	139
Canterbury	Separate house		2	1913
Canterbury	Separate house		3	7569
Canterbury	Separate house		4	4200
Canterbury	Separate house		5	1444
Canterbury	Separate house		6	386
Castle Hill			1	6
Castle Hill			2	4
Castle Hill			4	11
Castle Hill			5	8
Castle Hill		1 storey		13
Castle Hill		1 storey	1	9
Castle Hill		1 storey	2	211
Castle Hill		1 storey	3	153
Castle Hill		1 storey	4	30
Castle Hill		1 storey	5	3
Castle Hill		1 storey	6	3
Castle Hill		2 storeys or more		15
Castle Hill		2 storeys or more	1	14
Castle Hill		2 storeys or more	2	296
Castle Hill		2 storeys or more	3	1052
Castle Hill		2 storeys or more	4	615
Castle Hill		2 storeys or more	5	91
Castle Hill		2 storeys or more	6	21
Castle Hill	(Other)		1	7
Castle Hill	Flat/apartment		0	4
Castle Hill	Flat/apartment	1 or 2 storey block		4
Castle Hill	Flat/apartment	1 or 2 storey block	1	29
Castle Hill	Flat/apartment	1 or 2 storey block	2	224
Castle Hill	Flat/apartment	1 or 2 storey block	3	158
Castle Hill	Flat/apartment	1 or 2 storey block	4	9
Castle Hill	Flat/apartment	3 storey block		7
Castle Hill	Flat/apartment	3 storey block	1	57
Castle Hill	Flat/apartment	3 storey block	2	454
Castle Hill	Flat/apartment	3 storey block	3	185
Castle Hill	Flat/apartment	3 storey block	4	3
Castle Hill	Flat/apartment	4-8 storey block		10
Castle Hill	Flat/apartment	4-8 storey block	1	139
Castle Hill	Flat/apartment	4-8 storey block	2	859
Castle Hill	Flat/apartment	4-8 storey block	3	319
Castle Hill	Flat/apartment	4-8 storey block	4	5
Castle Hill	Flat/apartment	9 or more storey block		4
Castle Hill	Flat/apartment	9 or more storey block	1	91
Castle Hill	Flat/apartment	9 or more storey block	2	288
Castle Hill	Flat/apartment	9 or more storey block	3	84
Castle Hill	Flat/apartment	Attached to a house		6
Castle Hill	Flat/apartment	Attached to a house	1	17
Castle Hill	Flat/apartment	Attached to a house	2	18
Castle Hill	Flat/apartment	Attached to a house	3	9
Castle Hill	Flat/apartment	Attached to a house	4	16
Castle Hill	Flat/apartment	Attached to a house	5	7
Castle Hill	Flat/apartment	Attached to a house	6	4
Castle Hill	Separate house			195
Castle Hill	Separate house		0	13
Castle Hill	Separate house		1	106
Castle Hill	Separate house		2	435
Castle Hill	Separate house		3	2788
Castle Hill	Separate house		4	15619
Castle Hill	Separate house		5	5855
Castle Hill	Separate house		6	1171
Cessnock				3
Cessnock			1	11
Cessnock			2	26
Cessnock			3	9
Cessnock			4	17
Cessnock		1 storey		33
Cessnock		1 storey	1	162
Cessnock		1 storey	2	810
Cessnock		1 storey	3	605
Cessnock		1 storey	4	53
Cessnock		2 storeys or more		4
Cessnock		2 storeys or more	1	87
Cessnock		2 storeys or more	2	138
Cessnock		2 storeys or more	3	80
Cessnock		2 storeys or more	4	11
Cessnock		2 storeys or more	5	3
Cessnock	(Other)		0	9
Cessnock	(Other)		1	39
Cessnock	(Other)		2	22
Cessnock	(Other)		3	10
Cessnock	Flat/apartment	1 or 2 storey block		23
Cessnock	Flat/apartment	1 or 2 storey block	0	5
Cessnock	Flat/apartment	1 or 2 storey block	1	179
Cessnock	Flat/apartment	1 or 2 storey block	2	173
Cessnock	Flat/apartment	1 or 2 storey block	3	21
Cessnock	Flat/apartment	1 or 2 storey block	4	5
Cessnock	Flat/apartment	1 or 2 storey block	6	3
Cessnock	Flat/apartment	3 storey block	1	8
Cessnock	Flat/apartment	3 storey block	2	3
Cessnock	Flat/apartment	3 storey block	3	3
Cessnock	Flat/apartment	Attached to a house	1	11
Cessnock	Flat/apartment	Attached to a house	2	28
Cessnock	Flat/apartment	Attached to a house	3	15
Cessnock	Flat/apartment	Attached to a house	4	12
Cessnock	Separate house			318
Cessnock	Separate house		0	54
Cessnock	Separate house		1	361
Cessnock	Separate house		2	3037
Cessnock	Separate house		3	12382
Cessnock	Separate house		4	10208
Cessnock	Separate house		5	1584
Cessnock	Separate house		6	346
Charlestown				4
Charlestown			0	6
Charlestown			1	3
Charlestown			2	3
Charlestown			3	8
Charlestown		1 storey		30
Charlestown		1 storey	1	228
Charlestown		1 storey	2	1162
Charlestown		1 storey	3	580
Charlestown		1 storey	4	15
Charlestown		1 storey	5	4
Charlestown		2 storeys or more		22
Charlestown		2 storeys or more	0	10
Charlestown		2 storeys or more	1	88
Charlestown		2 storeys or more	2	577
Charlestown		2 storeys or more	3	886
Charlestown		2 storeys or more	4	65
Charlestown		2 storeys or more	5	8
Charlestown	(Other)		1	8
Charlestown	(Other)		2	4
Charlestown	Flat/apartment		0	4
Charlestown	Flat/apartment	1 or 2 storey block		16
Charlestown	Flat/apartment	1 or 2 storey block	0	14
Charlestown	Flat/apartment	1 or 2 storey block	1	231
Charlestown	Flat/apartment	1 or 2 storey block	2	373
Charlestown	Flat/apartment	1 or 2 storey block	3	93
Charlestown	Flat/apartment	1 or 2 storey block	4	13
Charlestown	Flat/apartment	3 storey block	1	24
Charlestown	Flat/apartment	3 storey block	2	60
Charlestown	Flat/apartment	3 storey block	3	18
Charlestown	Flat/apartment	4-8 storey block	1	64
Charlestown	Flat/apartment	4-8 storey block	2	136
Charlestown	Flat/apartment	4-8 storey block	3	43
Charlestown	Flat/apartment	9 or more storey block	1	43
Charlestown	Flat/apartment	9 or more storey block	2	129
Charlestown	Flat/apartment	9 or more storey block	3	57
Charlestown	Flat/apartment	Attached to a house	1	11
Charlestown	Flat/apartment	Attached to a house	2	14
Charlestown	Flat/apartment	Attached to a house	3	15
Charlestown	Flat/apartment	Attached to a house	4	7
Charlestown	Separate house			229
Charlestown	Separate house		0	11
Charlestown	Separate house		1	221
Charlestown	Separate house		2	2539
Charlestown	Separate house		3	11264
Charlestown	Separate house		4	7328
Charlestown	Separate house		5	1691
Charlestown	Separate house		6	273
Clarence				14
Clarence			0	9
Clarence			1	42
Clarence			2	21
Clarence			3	22
Clarence			4	7
Clarence			5	4
Clarence		1 storey		45
Clarence		1 storey	0	22
Clarence		1 storey	1	187
Clarence		1 storey	2	741
Clarence		1 storey	3	404
Clarence		1 storey	4	32
Clarence		1 storey	5	7
Clarence		1 storey	6	6
Clarence		2 storeys or more		9
Clarence		2 storeys or more	0	3
Clarence		2 storeys or more	1	48
Clarence		2 storeys or more	2	321
Clarence		2 storeys or more	3	296
Clarence		2 storeys or more	4	39
Clarence		2 storeys or more	5	5
Clarence	(Other)			37
Clarence	(Other)		0	78
Clarence	(Other)		1	271
Clarence	(Other)		2	182
Clarence	(Other)		3	116
Clarence	(Other)		4	51
Clarence	(Other)		5	13
Clarence	Flat/apartment	1 or 2 storey block		36
Clarence	Flat/apartment	1 or 2 storey block	0	6
Clarence	Flat/apartment	1 or 2 storey block	1	191
Clarence	Flat/apartment	1 or 2 storey block	2	601
Clarence	Flat/apartment	1 or 2 storey block	3	196
Clarence	Flat/apartment	1 or 2 storey block	4	16
Clarence	Flat/apartment	1 or 2 storey block	5	5
Clarence	Flat/apartment	1 or 2 storey block	6	4
Clarence	Flat/apartment	3 storey block		3
Clarence	Flat/apartment	3 storey block	1	11
Clarence	Flat/apartment	3 storey block	2	53
Clarence	Flat/apartment	3 storey block	3	25
Clarence	Flat/apartment	3 storey block	4	4
Clarence	Flat/apartment	4-8 storey block	1	5
Clarence	Flat/apartment	4-8 storey block	2	10
Clarence	Flat/apartment	Attached to a house		4
Clarence	Flat/apartment	Attached to a house	1	20
Clarence	Flat/apartment	Attached to a house	2	23
Clarence	Flat/apartment	Attached to a house	3	16
Clarence	Flat/apartment	Attached to a house	4	3
Clarence	Separate house			493
Clarence	Separate house		0	146
Clarence	Separate house		1	560
Clarence	Separate house		2	3398
Clarence	Separate house		3	12098
Clarence	Separate house		4	7143
Clarence	Separate house		5	1325
Clarence	Separate house		6	312
Coffs Harbour				12
Coffs Harbour			0	9
Coffs Harbour			1	21
Coffs Harbour			2	34
Coffs Harbour			3	31
Coffs Harbour			4	11
Coffs Harbour			5	3
Coffs Harbour		1 storey		58
Coffs Harbour		1 storey	0	3
Coffs Harbour		1 storey	1	130
Coffs Harbour		1 storey	2	1120
Coffs Harbour		1 storey	3	655
Coffs Harbour		1 storey	4	58
Coffs Harbour		1 storey	5	10
Coffs Harbour		1 storey	6	3
Coffs Harbour		2 storeys or more		19
Coffs Harbour		2 storeys or more	0	3
Coffs Harbour		2 storeys or more	1	76
Coffs Harbour		2 storeys or more	2	451
Coffs Harbour		2 storeys or more	3	775
Coffs Harbour		2 storeys or more	4	121
Coffs Harbour		2 storeys or more	5	18
Coffs Harbour		2 storeys or more	6	8
Coffs Harbour	(Other)			34
Coffs Harbour	(Other)		0	42
Coffs Harbour	(Other)		1	174
Coffs Harbour	(Other)		2	164
Coffs Harbour	(Other)		3	80
Coffs Harbour	(Other)		4	19
Coffs Harbour	(Other)		6	3
Coffs Harbour	Flat/apartment		0	3
Coffs Harbour	Flat/apartment	1 or 2 storey block		60
Coffs Harbour	Flat/apartment	1 or 2 storey block	0	20
Coffs Harbour	Flat/apartment	1 or 2 storey block	1	311
Coffs Harbour	Flat/apartment	1 or 2 storey block	2	1333
Coffs Harbour	Flat/apartment	1 or 2 storey block	3	473
Coffs Harbour	Flat/apartment	1 or 2 storey block	4	32
Coffs Harbour	Flat/apartment	1 or 2 storey block	5	6
Coffs Harbour	Flat/apartment	3 storey block		12
Coffs Harbour	Flat/apartment	3 storey block	0	7
Coffs Harbour	Flat/apartment	3 storey block	1	63
Coffs Harbour	Flat/apartment	3 storey block	2	260
Coffs Harbour	Flat/apartment	3 storey block	3	60
Coffs Harbour	Flat/apartment	3 storey block	4	3
Coffs Harbour	Flat/apartment	4-8 storey block		3
Coffs Harbour	Flat/apartment	4-8 storey block	1	52
Coffs Harbour	Flat/apartment	4-8 storey block	2	133
Coffs Harbour	Flat/apartment	4-8 storey block	3	69
Coffs Harbour	Flat/apartment	4-8 storey block	4	10
Coffs Harbour	Flat/apartment	9 or more storey block	0	5
Coffs Harbour	Flat/apartment	9 or more storey block	2	66
Coffs Harbour	Flat/apartment	9 or more storey block	3	36
Coffs Harbour	Flat/apartment	Attached to a house	1	32
Coffs Harbour	Flat/apartment	Attached to a house	2	26
Coffs Harbour	Flat/apartment	Attached to a house	3	8
Coffs Harbour	Flat/apartment	Attached to a house	4	3
Coffs Harbour	Flat/apartment	Attached to a house	5	7
Coffs Harbour	Separate house			311
Coffs Harbour	Separate house		0	74
Coffs Harbour	Separate house		1	436
Coffs Harbour	Separate house		2	2075
Coffs Harbour	Separate house		3	9697
Coffs Harbour	Separate house		4	7866
Coffs Harbour	Separate house		5	1682
Coffs Harbour	Separate house		6	415
Coogee				10
Coogee			0	7
Coogee			1	12
Coogee			2	11
Coogee			3	9
Coogee		1 storey		17
Coogee		1 storey	0	10
Coogee		1 storey	1	52
Coogee		1 storey	2	661
Coogee		1 storey	3	1243
Coogee		1 storey	4	536
Coogee		1 storey	5	100
Coogee		1 storey	6	8
Coogee		2 storeys or more		32
Coogee		2 storeys or more	0	3
Coogee		2 storeys or more	1	94
Coogee		2 storeys or more	2	552
Coogee		2 storeys or more	3	1440
Coogee		2 storeys or more	4	1009
Coogee		2 storeys or more	5	194
Coogee		2 storeys or more	6	24
Coogee	(Other)			11
Coogee	(Other)		0	27
Coogee	(Other)		1	192
Coogee	(Other)		2	249
Coogee	(Other)		3	135
Coogee	(Other)		4	26
Coogee	(Other)		6	9
Coogee	Flat/apartment		0	4
Coogee	Flat/apartment	1 or 2 storey block		72
Coogee	Flat/apartment	1 or 2 storey block	0	67
Coogee	Flat/apartment	1 or 2 storey block	1	896
Coogee	Flat/apartment	1 or 2 storey block	2	2256
Coogee	Flat/apartment	1 or 2 storey block	3	714
Coogee	Flat/apartment	1 or 2 storey block	4	112
Coogee	Flat/apartment	1 or 2 storey block	5	23
Coogee	Flat/apartment	1 or 2 storey block	6	16
Coogee	Flat/apartment	3 storey block		160
Coogee	Flat/apartment	3 storey block	0	82
Coogee	Flat/apartment	3 storey block	1	1905
Coogee	Flat/apartment	3 storey block	2	7207
Coogee	Flat/apartment	3 storey block	3	1475
Coogee	Flat/apartment	3 storey block	4	59
Coogee	Flat/apartment	3 storey block	5	13
Coogee	Flat/apartment	3 storey block	6	11
Coogee	Flat/apartment	4-8 storey block		43
Coogee	Flat/apartment	4-8 storey block	0	98
Coogee	Flat/apartment	4-8 storey block	1	809
Coogee	Flat/apartment	4-8 storey block	2	2102
Coogee	Flat/apartment	4-8 storey block	3	580
Coogee	Flat/apartment	4-8 storey block	4	15
Coogee	Flat/apartment	9 or more storey block		29
Coogee	Flat/apartment	9 or more storey block	0	94
Coogee	Flat/apartment	9 or more storey block	1	639
Coogee	Flat/apartment	9 or more storey block	2	1086
Coogee	Flat/apartment	9 or more storey block	3	379
Coogee	Flat/apartment	9 or more storey block	4	12
Coogee	Flat/apartment	Attached to a house	1	12
Coogee	Flat/apartment	Attached to a house	2	16
Coogee	Flat/apartment	Attached to a house	3	13
Coogee	Flat/apartment	Attached to a house	4	21
Coogee	Flat/apartment	Attached to a house	6	6
Coogee	Separate house			35
Coogee	Separate house		0	18
Coogee	Separate house		1	44
Coogee	Separate house		2	324
Coogee	Separate house		3	1706
Coogee	Separate house		4	2281
Coogee	Separate house		5	900
Coogee	Separate house		6	200
Cootamundra				18
Cootamundra			1	11
Cootamundra			2	20
Cootamundra			3	22
Cootamundra			4	20
Cootamundra			5	5
Cootamundra			6	8
Cootamundra		1 storey		38
Cootamundra		1 storey	0	10
Cootamundra		1 storey	1	177
Cootamundra		1 storey	2	698
Cootamundra		1 storey	3	222
Cootamundra		1 storey	4	47
Cootamundra		1 storey	5	7
Cootamundra		1 storey	6	3
Cootamundra		2 storeys or more		3
Cootamundra		2 storeys or more	1	7
Cootamundra		2 storeys or more	2	46
Cootamundra		2 storeys or more	3	21
Cootamundra		2 storeys or more	4	10
Cootamundra		2 storeys or more	5	3
Cootamundra	(Other)			8
Cootamundra	(Other)		0	22
Cootamundra	(Other)		1	47
Cootamundra	(Other)		2	47
Cootamundra	(Other)		3	45
Cootamundra	(Other)		4	19
Cootamundra	(Other)		5	5
Cootamundra	(Other)		6	3
Cootamundra	Flat/apartment	1 or 2 storey block		18
Cootamundra	Flat/apartment	1 or 2 storey block	0	14
Cootamundra	Flat/apartment	1 or 2 storey block	1	120
Cootamundra	Flat/apartment	1 or 2 storey block	2	281
Cootamundra	Flat/apartment	1 or 2 storey block	3	42
Cootamundra	Flat/apartment	1 or 2 storey block	4	13
Cootamundra	Flat/apartment	1 or 2 storey block	6	10
Cootamundra	Flat/apartment	3 storey block	1	9
Cootamundra	Flat/apartment	3 storey block	2	17
Cootamundra	Flat/apartment	Attached to a house	1	3
Cootamundra	Flat/apartment	Attached to a house	2	10
Cootamundra	Flat/apartment	Attached to a house	4	3
Cootamundra	Separate house			528
Cootamundra	Separate house		0	80
Cootamundra	Separate house		1	473
Cootamundra	Separate house		2	3214
Cootamundra	Separate house		3	11722
Cootamundra	Separate house		4	7844
Cootamundra	Separate house		5	1562
Cootamundra	Separate house		6	369
Cronulla				5
Cronulla			1	4
Cronulla			2	15
Cronulla			3	10
Cronulla			4	5
Cronulla		1 storey		8
Cronulla		1 storey	0	4
Cronulla		1 storey	1	110
Cronulla		1 storey	2	215
Cronulla		1 storey	3	434
Cronulla		1 storey	4	58
Cronulla		1 storey	5	14
Cronulla		2 storeys or more		19
Cronulla		2 storeys or more	1	117
Cronulla		2 storeys or more	2	488
