SED_NAME21	Age5yr	Indigenous	persons
Baulkham Hills	15-19	0	5239
Baulkham Hills	15-19	1	43
Baulkham Hills	20-24		87
Baulkham Hills	20-24	0	5024
Baulkham Hills	20-24	1	35
Baulkham Hills	25-29		123
Baulkham Hills	25-29	0	3814
Baulkham Hills	25-29	1	22
Baulkham Hills	30-34		99
Baulkham Hills	30-34	0	4516
Baulkham Hills	30-34	1	20
Baulkham Hills	35-39		160
Baulkham Hills	35-39	0	6707
Baulkham Hills	35-39	1	14
Baulkham Hills	40-44		140
Baulkham Hills	40-44	0	6908
Baulkham Hills	40-44	1	26
Baulkham Hills	45-49		112
Baulkham Hills	45-49	0	6146
Baulkham Hills	45-49	1	35
Baulkham Hills	50-54		81
Baulkham Hills	50-54	0	5613
Baulkham Hills	50-54	1	19
Baulkham Hills	55-59		117
Baulkham Hills	55-59	0	5295
Baulkham Hills	55-59	1	11
Baulkham Hills	60-64		81
Baulkham Hills	60-64	0	4896
Baulkham Hills	60-64	1	9
Baulkham Hills	65+		296
Baulkham Hills	65+	0	15032
Baulkham Hills	65+	1	34
Bega	0-4		228
Bega	0-4	0	2520
Bega	0-4	1	406
Bega	5-9		264
Bega	5-9	0	2948
Bega	5-9	1	434
Bega	10-14		332
Bega	10-14	0	3446
Bega	10-14	1	462
Bega	15-19		306
Bega	15-19	0	2984
Bega	15-19	1	368
Bega	20-24		221
Bega	20-24	0	2147
Bega	20-24	1	264
Bega	25-29		204
Bega	25-29	0	2527
Bega	25-29	1	249
Bega	30-34		233
Bega	30-34	0	2819
Bega	30-34	1	167
Bega	35-39		245
Bega	35-39	0	3019
Bega	35-39	1	195
Bega	40-44		240
Bega	40-44	0	3006
Bega	40-44	1	183
Bega	45-49		316
Bega	45-49	0	3687
Bega	45-49	1	198
Bega	50-54		324
Bega	50-54	0	4373
Bega	50-54	1	202
Bega	55-59		415
Bega	55-59	0	5301
Bega	55-59	1	219
Bega	60-64		415
Bega	60-64	0	6746
Bega	60-64	1	175
Bega	65+		1497
Bega	65+	0	21915
Bega	65+	1	318
Blacktown	0-4		320
Blacktown	0-4	0	5753
Blacktown	0-4	1	238
Blacktown	5-9		372
Blacktown	5-9	0	5417
Blacktown	5-9	1	256
Blacktown	10-14		353
Blacktown	10-14	0	5101
Blacktown	10-14	1	218
Blacktown	15-19		307
Blacktown	15-19	0	4547
Blacktown	15-19	1	235
Blacktown	20-24		411
Blacktown	20-24	0	6230
Blacktown	20-24	1	193
Blacktown	25-29		514
Blacktown	25-29	0	7060
Blacktown	25-29	1	191
Blacktown	30-34		451
Blacktown	30-34	0	7043
Blacktown	30-34	1	130
Blacktown	35-39		467
Blacktown	35-39	0	7344
Blacktown	35-39	1	116
Blacktown	40-44		359
Blacktown	40-44	0	6082
Blacktown	40-44	1	98
Blacktown	45-49		282
Blacktown	45-49	0	5118
Blacktown	45-49	1	119
Blacktown	50-54		262
Blacktown	50-54	0	4746
Blacktown	50-54	1	128
Blacktown	55-59		238
Blacktown	55-59	0	4676
Blacktown	55-59	1	97
Blacktown	60-64		220
Blacktown	60-64	0	4285
Blacktown	60-64	1	72
Blacktown	65+		543
Blacktown	65+	0	11502
Blacktown	65+	1	157
Blue Mountains	0-4		120
Blue Mountains	0-4	0	3291
Blue Mountains	0-4	1	195
Blue Mountains	5-9		161
Blue Mountains	5-9	0	3944
Blue Mountains	5-9	1	229
Blue Mountains	10-14		134
Blue Mountains	10-14	0	4243
Blue Mountains	10-14	1	257
Blue Mountains	15-19		125
Blue Mountains	15-19	0	3897
Blue Mountains	15-19	1	222
Blue Mountains	20-24		84
Blue Mountains	20-24	0	2866
Blue Mountains	20-24	1	154
Blue Mountains	25-29		99
Blue Mountains	25-29	0	2715
Blue Mountains	25-29	1	92
Blue Mountains	30-34		133
Blue Mountains	30-34	0	3545
Blue Mountains	30-34	1	119
Blue Mountains	35-39		144
Blue Mountains	35-39	0	4111
Blue Mountains	35-39	1	117
Blue Mountains	40-44		133
Blue Mountains	40-44	0	4285
Blue Mountains	40-44	1	119
Blue Mountains	45-49		160
Blue Mountains	45-49	0	4736
Blue Mountains	45-49	1	112
Blue Mountains	50-54		135
Blue Mountains	50-54	0	4822
Blue Mountains	50-54	1	99
Blue Mountains	55-59		152
Blue Mountains	55-59	0	4732
Blue Mountains	55-59	1	95
Blue Mountains	60-64		144
Blue Mountains	60-64	0	5144
Blue Mountains	60-64	1	80
Blue Mountains	65+		634
Blue Mountains	65+	0	15569
Blue Mountains	65+	1	131
Cabramatta	0-4		243
Cabramatta	0-4	0	3897
Cabramatta	0-4	1	60
Cabramatta	5-9		282
Cabramatta	5-9	0	4655
Cabramatta	5-9	1	71
Cabramatta	10-14		305
Cabramatta	10-14	0	5015
Cabramatta	10-14	1	90
Cabramatta	15-19		310
Cabramatta	15-19	0	5524
Cabramatta	15-19	1	68
Cabramatta	20-24		251
Cabramatta	20-24	0	5900
Cabramatta	20-24	1	49
Cabramatta	25-29		281
Cabramatta	25-29	0	5592
Cabramatta	25-29	1	56
Cabramatta	30-34		250
Cabramatta	30-34	0	4897
Cabramatta	30-34	1	26
Cabramatta	35-39		238
Cabramatta	35-39	0	4865
Cabramatta	35-39	1	29
Cabramatta	40-44		241
Cabramatta	40-44	0	4621
Cabramatta	40-44	1	26
Cabramatta	45-49		252
Cabramatta	45-49	0	5166
Cabramatta	45-49	1	30
Cabramatta	50-54		224
Cabramatta	50-54	0	5500
Cabramatta	50-54	1	23
Cabramatta	55-59		239
Cabramatta	55-59	0	5603
Cabramatta	55-59	1	34
Cabramatta	60-64		214
Cabramatta	60-64	0	5566
Cabramatta	60-64	1	21
Cabramatta	65+		684
Cabramatta	65+	0	12980
Cabramatta	65+	1	43
Camden	0-4		343
Camden	0-4	0	11094
Camden	0-4	1	602
Camden	5-9		350
Camden	5-9	0	9994
Camden	5-9	1	519
Camden	10-14		314
Camden	10-14	0	8957
Camden	10-14	1	486
Camden	15-19		236
Camden	15-19	0	7681
Camden	15-19	1	379
Camden	20-24		263
Camden	20-24	0	7154
Camden	20-24	1	354
Camden	25-29		288
Camden	25-29	0	8884
Camden	25-29	1	360
Camden	30-34		358
Camden	30-34	0	11010
Camden	30-34	1	278
Camden	35-39		363
Camden	35-39	0	10719
Camden	35-39	1	238
Camden	40-44		289
Camden	40-44	0	8668
Camden	40-44	1	210
Camden	45-49		223
Camden	45-49	0	8205
Camden	45-49	1	184
Camden	50-54		185
Camden	50-54	0	6843
Camden	50-54	1	134
Camden	55-59		174
Camden	55-59	0	5902
Camden	55-59	1	111
Camden	60-64		155
Camden	60-64	0	5097
Camden	60-64	1	107
Camden	65+		566
Camden	65+	0	12830
Camden	65+	1	163
Campbelltown	0-4		350
Campbelltown	0-4	0	5026
Campbelltown	0-4	1	539
Campbelltown	5-9		389
Campbelltown	5-9	0	5046
Campbelltown	5-9	1	529
Campbelltown	10-14		369
Campbelltown	10-14	0	4915
Campbelltown	10-14	1	562
Campbelltown	15-19		315
Campbelltown	15-19	0	4567
Campbelltown	15-19	1	512
Campbelltown	20-24		316
Campbelltown	20-24	0	5003
Campbelltown	20-24	1	408
Campbelltown	25-29		338
Campbelltown	25-29	0	5370
Campbelltown	25-29	1	331
Campbelltown	30-34		375
Campbelltown	30-34	0	5551
Campbelltown	30-34	1	261
Campbelltown	35-39		393
Campbelltown	35-39	0	5601
Campbelltown	35-39	1	222
Campbelltown	40-44		300
Campbelltown	40-44	0	4877
Campbelltown	40-44	1	236
Campbelltown	45-49		303
Campbelltown	45-49	0	4540
Campbelltown	45-49	1	192
Campbelltown	50-54		212
Campbelltown	50-54	0	4158
Campbelltown	50-54	1	187
Campbelltown	55-59		228
Campbelltown	55-59	0	4377
Campbelltown	55-59	1	138
Campbelltown	60-64		169
Campbelltown	60-64	0	4267
Campbelltown	60-64	1	120
Campbelltown	65+		690
Campbelltown	65+	0	11388
Campbelltown	65+	1	197
Canterbury	0-4		238
Canterbury	0-4	0	4842
Canterbury	0-4	1	49
Canterbury	5-9		271
Canterbury	5-9	0	4560
Canterbury	5-9	1	66
Canterbury	10-14		220
Canterbury	10-14	0	4677
Canterbury	10-14	1	78
Canterbury	15-19		197
Canterbury	15-19	0	4524
Canterbury	15-19	1	60
Canterbury	20-24		412
Canterbury	20-24	0	5915
Canterbury	20-24	1	66
Canterbury	25-29		488
Canterbury	25-29	0	6791
Canterbury	25-29	1	75
Canterbury	30-34		476
Canterbury	30-34	0	7192
Canterbury	30-34	1	40
Canterbury	35-39		430
Canterbury	35-39	0	6802
Canterbury	35-39	1	42
Canterbury	40-44		354
Canterbury	40-44	0	5990
Canterbury	40-44	1	41
Canterbury	45-49		324
Canterbury	45-49	0	6094
Canterbury	45-49	1	46
Canterbury	50-54		283
Canterbury	50-54	0	6087
Canterbury	50-54	1	43
Canterbury	55-59		264
Canterbury	55-59	0	5649
Canterbury	55-59	1	33
Canterbury	60-64		228
Canterbury	60-64	0	4824
Canterbury	60-64	1	29
Canterbury	65+		873
Canterbury	65+	0	14327
Canterbury	65+	1	54
Castle Hill	0-4		97
Castle Hill	0-4	0	6219
Castle Hill	0-4	1	67
Castle Hill	5-9		176
Castle Hill	5-9	0	7854
Castle Hill	5-9	1	78
Castle Hill	10-14		164
Castle Hill	10-14	0	8178
Castle Hill	10-14	1	69
Castle Hill	15-19		148
Castle Hill	15-19	0	7313
Castle Hill	15-19	1	84
Castle Hill	20-24		136
Castle Hill	20-24	0	6113
Castle Hill	20-24	1	78
Castle Hill	25-29		130
Castle Hill	25-29	0	4711
Castle Hill	25-29	1	48
Castle Hill	30-34		122
Castle Hill	30-34	0	5784
Castle Hill	30-34	1	47
Castle Hill	35-39		164
Castle Hill	35-39	0	8246
Castle Hill	35-39	1	39
Castle Hill	40-44		166
Castle Hill	40-44	0	8433
Castle Hill	40-44	1	47
Castle Hill	45-49		152
Castle Hill	45-49	0	7837
Castle Hill	45-49	1	38
Castle Hill	50-54		137
Castle Hill	50-54	0	6759
Castle Hill	50-54	1	35
Castle Hill	55-59		103
Castle Hill	55-59	0	5591
Castle Hill	55-59	1	32
Castle Hill	60-64		70
Castle Hill	60-64	0	4937
Castle Hill	60-64	1	9
Castle Hill	65+		252
Castle Hill	65+	0	13213
Castle Hill	65+	1	39
Cessnock	0-4		240
Cessnock	0-4	0	4715
Cessnock	0-4	1	984
Cessnock	5-9		265
Cessnock	5-9	0	4978
Cessnock	5-9	1	897
Cessnock	10-14		227
Cessnock	10-14	0	4731
Cessnock	10-14	1	954
Cessnock	15-19		217
Cessnock	15-19	0	4187
Cessnock	15-19	1	833
Cessnock	20-24		241
Cessnock	20-24	0	4287
Cessnock	20-24	1	716
Cessnock	25-29		276
Cessnock	25-29	0	5301
Cessnock	25-29	1	682
Cessnock	30-34		238
Cessnock	30-34	0	5516
Cessnock	30-34	1	532
Cessnock	35-39		203
Cessnock	35-39	0	5322
Cessnock	35-39	1	475
Cessnock	40-44		203
Cessnock	40-44	0	4736
Cessnock	40-44	1	426
Cessnock	45-49		214
Cessnock	45-49	0	4780
Cessnock	45-49	1	374
Cessnock	50-54		205
Cessnock	50-54	0	4822
Cessnock	50-54	1	375
Cessnock	55-59		195
Cessnock	55-59	0	4511
Cessnock	55-59	1	278
Cessnock	60-64		184
Cessnock	60-64	0	4736
Cessnock	60-64	1	256
Cessnock	65+		622
Cessnock	65+	0	13415
Cessnock	65+	1	400
Charlestown	0-4		97
Charlestown	0-4	0	3858
Charlestown	0-4	1	368
Charlestown	5-9		181
Charlestown	5-9	0	4490
Charlestown	5-9	1	394
Charlestown	10-14		169
Charlestown	10-14	0	4500
Charlestown	10-14	1	414
Charlestown	15-19		148
Charlestown	15-19	0	4003
Charlestown	15-19	1	361
Charlestown	20-24		115
Charlestown	20-24	0	3904
Charlestown	20-24	1	294
Charlestown	25-29		172
Charlestown	25-29	0	3981
Charlestown	25-29	1	271
Charlestown	30-34		175
Charlestown	30-34	0	4306
Charlestown	30-34	1	214
Charlestown	35-39		162
Charlestown	35-39	0	4650
Charlestown	35-39	1	226
Charlestown	40-44		142
Charlestown	40-44	0	4592
Charlestown	40-44	1	161
Charlestown	45-49		174
Charlestown	45-49	0	4673
Charlestown	45-49	1	156
Charlestown	50-54		123
Charlestown	50-54	0	4601
Charlestown	50-54	1	160
Charlestown	55-59		127
Charlestown	55-59	0	4257
Charlestown	55-59	1	117
Charlestown	60-64		123
Charlestown	60-64	0	4239
Charlestown	60-64	1	105
Charlestown	65+		519
Charlestown	65+	0	14080
Charlestown	65+	1	202
Clarence	0-4		282
Clarence	0-4	0	2820
Clarence	0-4	1	660
Clarence	5-9		405
Clarence	5-9	0	3329
Clarence	5-9	1	648
Clarence	10-14		408
Clarence	10-14	0	3688
Clarence	10-14	1	732
Clarence	15-19		331
Clarence	15-19	0	3188
Clarence	15-19	1	566
Clarence	20-24		297
Clarence	20-24	0	2742
Clarence	20-24	1	539
Clarence	25-29		261
Clarence	25-29	0	2840
Clarence	25-29	1	465
Clarence	30-34		305
Clarence	30-34	0	3224
Clarence	30-34	1	403
Clarence	35-39		314
Clarence	35-39	0	3162
Clarence	35-39	1	352
Clarence	40-44		345
Clarence	40-44	0	3282
Clarence	40-44	1	283
Clarence	45-49		375
Clarence	45-49	0	3835
Clarence	45-49	1	317
Clarence	50-54		306
Clarence	50-54	0	4179
Clarence	50-54	1	316
Clarence	55-59		382
Clarence	55-59	0	4940
Clarence	55-59	1	276
Clarence	60-64		361
Clarence	60-64	0	5536
Clarence	60-64	1	241
Clarence	65+		1110
Clarence	65+	0	19181
Clarence	65+	1	449
Coffs Harbour	0-4		207
Coffs Harbour	0-4	0	3378
Coffs Harbour	0-4	1	475
Coffs Harbour	5-9		236
Coffs Harbour	5-9	0	3971
Coffs Harbour	5-9	1	523
Coffs Harbour	10-14		280
Coffs Harbour	10-14	0	4332
Coffs Harbour	10-14	1	556
Coffs Harbour	15-19		247
Coffs Harbour	15-19	0	3805
Coffs Harbour	15-19	1	456
Coffs Harbour	20-24		197
Coffs Harbour	20-24	0	3052
Coffs Harbour	20-24	1	360
Coffs Harbour	25-29		308
Coffs Harbour	25-29	0	3645
Coffs Harbour	25-29	1	297
Coffs Harbour	30-34		293
Coffs Harbour	30-34	0	3969
Coffs Harbour	30-34	1	281
Coffs Harbour	35-39		262
Coffs Harbour	35-39	0	4213
Coffs Harbour	35-39	1	262
Coffs Harbour	40-44		275
Coffs Harbour	40-44	0	4016
Coffs Harbour	40-44	1	243
Coffs Harbour	45-49		250
Coffs Harbour	45-49	0	4407
Coffs Harbour	45-49	1	223
Coffs Harbour	50-54		248
Coffs Harbour	50-54	0	4462
Coffs Harbour	50-54	1	230
Coffs Harbour	55-59		243
Coffs Harbour	55-59	0	4639
Coffs Harbour	55-59	1	179
Coffs Harbour	60-64		250
Coffs Harbour	60-64	0	5075
Coffs Harbour	60-64	1	187
Coffs Harbour	65+		1126
Coffs Harbour	65+	0	16808
Coffs Harbour	65+	1	289
Coogee	0-4		181
Coogee	0-4	0	4278
Coogee	0-4	1	27
Coogee	5-9		174
Coogee	5-9	0	4065
Coogee	5-9	1	46
Coogee	10-14		124
Coogee	10-14	0	3995
Coogee	10-14	1	53
Coogee	15-19		124
Coogee	15-19	0	3238
Coogee	15-19	1	45
Coogee	20-24		197
Coogee	20-24	0	4013
Coogee	20-24	1	52
Coogee	25-29		517
Coogee	25-29	0	8193
Coogee	25-29	1	77
Coogee	30-34		491
Coogee	30-34	0	8747
Coogee	30-34	1	53
Coogee	35-39		358
Coogee	35-39	0	6993
Coogee	35-39	1	40
Coogee	40-44		286
Coogee	40-44	0	5838
Coogee	40-44	1	26
Coogee	45-49		214
Coogee	45-49	0	5352
Coogee	45-49	1	36
Coogee	50-54		208
Coogee	50-54	0	4973
Coogee	50-54	1	37
Coogee	55-59		176
Coogee	55-59	0	4147
Coogee	55-59	1	27
Coogee	60-64		131
Coogee	60-64	0	3534
Coogee	60-64	1	32
Coogee	65+		883
Coogee	65+	0	10607
Coogee	65+	1	43
Cootamundra	0-4		257
Cootamundra	0-4	0	3221
Cootamundra	0-4	1	515
Cootamundra	5-9		329
Cootamundra	5-9	0	3528
Cootamundra	5-9	1	560
Cootamundra	10-14		375
Cootamundra	10-14	0	3792
Cootamundra	10-14	1	575
Cootamundra	15-19		299
Cootamundra	15-19	0	3355
Cootamundra	15-19	1	494
Cootamundra	20-24		266
Cootamundra	20-24	0	2718
Cootamundra	20-24	1	383
Cootamundra	25-29		251
Cootamundra	25-29	0	3045
Cootamundra	25-29	1	386
Cootamundra	30-34		232
Cootamundra	30-34	0	3076
Cootamundra	30-34	1	268
Cootamundra	35-39		260
Cootamundra	35-39	0	3175
Cootamundra	35-39	1	279
Cootamundra	40-44		294
Cootamundra	40-44	0	3203
Cootamundra	40-44	1	257
Cootamundra	45-49		278
Cootamundra	45-49	0	3685
Cootamundra	45-49	1	246
Cootamundra	50-54		286
Cootamundra	50-54	0	3925
Cootamundra	50-54	1	243
Cootamundra	55-59		324
Cootamundra	55-59	0	4422
Cootamundra	55-59	1	254
Cootamundra	60-64		327
Cootamundra	60-64	0	4748
Cootamundra	60-64	1	208
Cootamundra	65+		1123
Cootamundra	65+	0	16609
Cootamundra	65+	1	385
Cronulla	0-4		137
Cronulla	0-4	0	4200
Cronulla	0-4	1	93
Cronulla	5-9		135
Cronulla	5-9	0	4509
Cronulla	5-9	1	92
Cronulla	10-14		114
Cronulla	10-14	0	4716
Cronulla	10-14	1	119
Cronulla	15-19		95
Cronulla	15-19	0	4658
Cronulla	15-19	1	108
Cronulla	20-24		104
Cronulla	20-24	0	4328
Cronulla	20-24	1	87
Cronulla	25-29		154
Cronulla	25-29	0	4229
Cronulla	25-29	1	77
Cronulla	30-34		200
Cronulla	30-34	0	4376
Cronulla	30-34	1	74
Cronulla	35-39		152
Cronulla	35-39	0	4736
Cronulla	35-39	1	50
Cronulla	40-44		150
Cronulla	40-44	0	4800
Cronulla	40-44	1	71
Cronulla	45-49		153
Cronulla	45-49	0	5458
Cronulla	45-49	1	65
Cronulla	50-54		143
Cronulla	50-54	0	5166
Cronulla	50-54	1	53
Cronulla	55-59		124
Cronulla	55-59	0	4934
Cronulla	55-59	1	49
Cronulla	60-64		112
Cronulla	60-64	0	4884
Cronulla	60-64	1	40
Cronulla	65+		497
Cronulla	65+	0	14047
Cronulla	65+	1	76
Davidson	0-4		89
Davidson	0-4	0	3542
Davidson	0-4	1	17
Davidson	5-9		97
Davidson	5-9	0	5733
Davidson	5-9	1	11
Davidson	10-14		100
Davidson	10-14	0	6797
Davidson	10-14	1	32
Davidson	15-19		93
Davidson	15-19	0	5824
Davidson	15-19	1	29
Davidson	20-24		88
Davidson	20-24	0	4356
Davidson	20-24	1	25
Davidson	25-29		43
Davidson	25-29	0	2508
Davidson	25-29	1	13
Davidson	30-34		55
Davidson	30-34	0	2743
Davidson	30-34	1	6
Davidson	35-39		97
Davidson	35-39	0	4452
Davidson	35-39	1	13
Davidson	40-44		100
Davidson	40-44	0	5702
Davidson	40-44	1	14
Davidson	45-49		101
Davidson	45-49	0	6315
Davidson	45-49	1	25
Davidson	50-54		99
Davidson	50-54	0	6121
Davidson	50-54	1	14
Davidson	55-59		92
Davidson	55-59	0	5310
Davidson	55-59	1	10
Davidson	60-64		85
Davidson	60-64	0	4256
Davidson	60-64	1	9
Davidson	65+		470
Davidson	65+	0	15570
Davidson	65+	1	23
Drummoyne	0-4		123
Drummoyne	0-4	0	4317
Drummoyne	0-4	1	31
Drummoyne	5-9		139
Drummoyne	5-9	0	4137
Drummoyne	5-9	1	41
Drummoyne	10-14		122
Drummoyne	10-14	0	4188
Drummoyne	10-14	1	39
Drummoyne	15-19		92
Drummoyne	15-19	0	3706
Drummoyne	15-19	1	45
Drummoyne	20-24		165
Drummoyne	20-24	0	4070
Drummoyne	20-24	1	54
Drummoyne	25-29		259
Drummoyne	25-29	0	5496
Drummoyne	25-29	1	30
Drummoyne	30-34		284
