SED_NAME16	EduInstitutionType	Sex	students
Bendigo West (Northern Victoria)	University or other tertiary	F	1149
Bendigo West (Northern Victoria)	University or other tertiary	M	549
Bentleigh (Southern Metropolitan)		F	1456
Bentleigh (Southern Metropolitan)		M	1275
Bentleigh (Southern Metropolitan)	Infants/Primary	F	2899
Bentleigh (Southern Metropolitan)	Infants/Primary	M	3195
Bentleigh (Southern Metropolitan)	Pre-school	F	732
Bentleigh (Southern Metropolitan)	Pre-school	M	856
Bentleigh (Southern Metropolitan)	Secondary	F	2612
Bentleigh (Southern Metropolitan)	Secondary	M	2809
Bentleigh (Southern Metropolitan)	Technical or Further Educational Institution	F	625
Bentleigh (Southern Metropolitan)	Technical or Further Educational Institution	M	605
Bentleigh (Southern Metropolitan)	University or other tertiary	F	2060
Bentleigh (Southern Metropolitan)	University or other tertiary	M	1739
Box Hill (Eastern Metropolitan)		F	2110
Box Hill (Eastern Metropolitan)		M	1899
Box Hill (Eastern Metropolitan)	Infants/Primary	F	2572
Box Hill (Eastern Metropolitan)	Infants/Primary	M	2641
Box Hill (Eastern Metropolitan)	Pre-school	F	638
Box Hill (Eastern Metropolitan)	Pre-school	M	672
Box Hill (Eastern Metropolitan)	Secondary	F	2644
Box Hill (Eastern Metropolitan)	Secondary	M	2681
Box Hill (Eastern Metropolitan)	Technical or Further Educational Institution	F	1008
Box Hill (Eastern Metropolitan)	Technical or Further Educational Institution	M	966
Box Hill (Eastern Metropolitan)	University or other tertiary	F	3175
Box Hill (Eastern Metropolitan)	University or other tertiary	M	2773
Brighton (Southern Metropolitan)		F	1704
Brighton (Southern Metropolitan)		M	1404
Brighton (Southern Metropolitan)	Infants/Primary	F	2229
Brighton (Southern Metropolitan)	Infants/Primary	M	2517
Brighton (Southern Metropolitan)	Pre-school	F	590
Brighton (Southern Metropolitan)	Pre-school	M	563
Brighton (Southern Metropolitan)	Secondary	F	2294
Brighton (Southern Metropolitan)	Secondary	M	2443
Brighton (Southern Metropolitan)	Technical or Further Educational Institution	F	458
Brighton (Southern Metropolitan)	Technical or Further Educational Institution	M	397
Brighton (Southern Metropolitan)	University or other tertiary	F	2126
Brighton (Southern Metropolitan)	University or other tertiary	M	1763
Broadmeadows (Northern Metropolitan)		F	3516
Broadmeadows (Northern Metropolitan)		M	3875
Broadmeadows (Northern Metropolitan)	Infants/Primary	F	3110
Broadmeadows (Northern Metropolitan)	Infants/Primary	M	3311
Broadmeadows (Northern Metropolitan)	Pre-school	F	694
Broadmeadows (Northern Metropolitan)	Pre-school	M	773
Broadmeadows (Northern Metropolitan)	Secondary	F	2536
Broadmeadows (Northern Metropolitan)	Secondary	M	2543
Broadmeadows (Northern Metropolitan)	Technical or Further Educational Institution	F	1015
Broadmeadows (Northern Metropolitan)	Technical or Further Educational Institution	M	1245
Broadmeadows (Northern Metropolitan)	University or other tertiary	F	1848
Broadmeadows (Northern Metropolitan)	University or other tertiary	M	1567
Brunswick (Northern Metropolitan)		F	1658
Brunswick (Northern Metropolitan)		M	1569
Brunswick (Northern Metropolitan)	Infants/Primary	F	1929
Brunswick (Northern Metropolitan)	Infants/Primary	M	1963
Brunswick (Northern Metropolitan)	Pre-school	F	562
Brunswick (Northern Metropolitan)	Pre-school	M	652
Brunswick (Northern Metropolitan)	Secondary	F	1473
Brunswick (Northern Metropolitan)	Secondary	M	1509
Brunswick (Northern Metropolitan)	Technical or Further Educational Institution	F	999
Brunswick (Northern Metropolitan)	Technical or Further Educational Institution	M	948
Brunswick (Northern Metropolitan)	University or other tertiary	F	4489
Brunswick (Northern Metropolitan)	University or other tertiary	M	3106
Bulleen (Eastern Metropolitan)		F	1576
Bulleen (Eastern Metropolitan)		M	1351
Bulleen (Eastern Metropolitan)	Infants/Primary	F	2310
Bulleen (Eastern Metropolitan)	Infants/Primary	M	2374
Bulleen (Eastern Metropolitan)	Pre-school	F	588
Bulleen (Eastern Metropolitan)	Pre-school	M	688
Bulleen (Eastern Metropolitan)	Secondary	F	2023
Bulleen (Eastern Metropolitan)	Secondary	M	2231
Bulleen (Eastern Metropolitan)	Technical or Further Educational Institution	F	634
Bulleen (Eastern Metropolitan)	Technical or Further Educational Institution	M	619
Bulleen (Eastern Metropolitan)	University or other tertiary	F	2082
Bulleen (Eastern Metropolitan)	University or other tertiary	M	1887
Bundoora (Northern Metropolitan)		F	1404
Bundoora (Northern Metropolitan)		M	1553
Bundoora (Northern Metropolitan)	Infants/Primary	F	2043
Bundoora (Northern Metropolitan)	Infants/Primary	M	2215
Bundoora (Northern Metropolitan)	Pre-school	F	583
Bundoora (Northern Metropolitan)	Pre-school	M	681
Bundoora (Northern Metropolitan)	Secondary	F	1758
Bundoora (Northern Metropolitan)	Secondary	M	1955
Bundoora (Northern Metropolitan)	Technical or Further Educational Institution	F	692
Bundoora (Northern Metropolitan)	Technical or Further Educational Institution	M	758
Bundoora (Northern Metropolitan)	University or other tertiary	F	2310
Bundoora (Northern Metropolitan)	University or other tertiary	M	2002
Buninyong (Western Victoria)		F	2132
Buninyong (Western Victoria)		M	2191
Buninyong (Western Victoria)	Infants/Primary	F	2857
Buninyong (Western Victoria)	Infants/Primary	M	2997
Buninyong (Western Victoria)	Pre-school	F	757
Buninyong (Western Victoria)	Pre-school	M	773
Buninyong (Western Victoria)	Secondary	F	2262
Buninyong (Western Victoria)	Secondary	M	2221
Buninyong (Western Victoria)	Technical or Further Educational Institution	F	778
Buninyong (Western Victoria)	Technical or Further Educational Institution	M	698
Buninyong (Western Victoria)	University or other tertiary	F	1610
Buninyong (Western Victoria)	University or other tertiary	M	894
Burwood (Southern Metropolitan)		F	1565
Burwood (Southern Metropolitan)		M	1569
Burwood (Southern Metropolitan)	Infants/Primary	F	2633
Burwood (Southern Metropolitan)	Infants/Primary	M	2682
Burwood (Southern Metropolitan)	Pre-school	F	706
Burwood (Southern Metropolitan)	Pre-school	M	742
Burwood (Southern Metropolitan)	Secondary	F	2686
Burwood (Southern Metropolitan)	Secondary	M	2574
Burwood (Southern Metropolitan)	Technical or Further Educational Institution	F	662
Burwood (Southern Metropolitan)	Technical or Further Educational Institution	M	763
Burwood (Southern Metropolitan)	University or other tertiary	F	3317
Burwood (Southern Metropolitan)	University or other tertiary	M	2937
Carrum (South-Eastern Metropolitan)		F	1921
Carrum (South-Eastern Metropolitan)		M	1788
Carrum (South-Eastern Metropolitan)	Infants/Primary	F	2695
Carrum (South-Eastern Metropolitan)	Infants/Primary	M	2888
Carrum (South-Eastern Metropolitan)	Pre-school	F	896
Carrum (South-Eastern Metropolitan)	Pre-school	M	917
Carrum (South-Eastern Metropolitan)	Secondary	F	2081
Carrum (South-Eastern Metropolitan)	Secondary	M	2177
Carrum (South-Eastern Metropolitan)	Technical or Further Educational Institution	F	884
Carrum (South-Eastern Metropolitan)	Technical or Further Educational Institution	M	819
Carrum (South-Eastern Metropolitan)	University or other tertiary	F	1422
Carrum (South-Eastern Metropolitan)	University or other tertiary	M	829
Caulfield (Southern Metropolitan)		F	1868
Caulfield (Southern Metropolitan)		M	1791
Caulfield (Southern Metropolitan)	Infants/Primary	F	2439
Caulfield (Southern Metropolitan)	Infants/Primary	M	2433
Caulfield (Southern Metropolitan)	Pre-school	F	787
Caulfield (Southern Metropolitan)	Pre-school	M	783
Caulfield (Southern Metropolitan)	Secondary	F	2053
Caulfield (Southern Metropolitan)	Secondary	M	2097
Caulfield (Southern Metropolitan)	Technical or Further Educational Institution	F	709
Caulfield (Southern Metropolitan)	Technical or Further Educational Institution	M	642
Caulfield (Southern Metropolitan)	University or other tertiary	F	2813
Caulfield (Southern Metropolitan)	University or other tertiary	M	2244
Clarinda (South-Eastern Metropolitan)		F	2477
Clarinda (South-Eastern Metropolitan)		M	2521
Clarinda (South-Eastern Metropolitan)	Infants/Primary	F	2473
Clarinda (South-Eastern Metropolitan)	Infants/Primary	M	2602
Clarinda (South-Eastern Metropolitan)	Pre-school	F	665
Clarinda (South-Eastern Metropolitan)	Pre-school	M	754
Clarinda (South-Eastern Metropolitan)	Secondary	F	1888
Clarinda (South-Eastern Metropolitan)	Secondary	M	2071
Clarinda (South-Eastern Metropolitan)	Technical or Further Educational Institution	F	1001
Clarinda (South-Eastern Metropolitan)	Technical or Further Educational Institution	M	1163
Clarinda (South-Eastern Metropolitan)	University or other tertiary	F	2649
Clarinda (South-Eastern Metropolitan)	University or other tertiary	M	2669
Cranbourne (South-Eastern Metropolitan)		F	4026
Cranbourne (South-Eastern Metropolitan)		M	3903
Cranbourne (South-Eastern Metropolitan)	Infants/Primary	F	6866
Cranbourne (South-Eastern Metropolitan)	Infants/Primary	M	7302
Cranbourne (South-Eastern Metropolitan)	Pre-school	F	1829
Cranbourne (South-Eastern Metropolitan)	Pre-school	M	1995
Cranbourne (South-Eastern Metropolitan)	Secondary	F	4554
Cranbourne (South-Eastern Metropolitan)	Secondary	M	4591
Cranbourne (South-Eastern Metropolitan)	Technical or Further Educational Institution	F	2042
Cranbourne (South-Eastern Metropolitan)	Technical or Further Educational Institution	M	1676
Cranbourne (South-Eastern Metropolitan)	University or other tertiary	F	2969
Cranbourne (South-Eastern Metropolitan)	University or other tertiary	M	1951
Croydon (Eastern Metropolitan)		F	1438
Croydon (Eastern Metropolitan)		M	1147
Croydon (Eastern Metropolitan)	Infants/Primary	F	2449
Croydon (Eastern Metropolitan)	Infants/Primary	M	2556
Croydon (Eastern Metropolitan)	Pre-school	F	726
Croydon (Eastern Metropolitan)	Pre-school	M	826
Croydon (Eastern Metropolitan)	Secondary	F	1867
Croydon (Eastern Metropolitan)	Secondary	M	1961
Croydon (Eastern Metropolitan)	Technical or Further Educational Institution	F	733
Croydon (Eastern Metropolitan)	Technical or Further Educational Institution	M	750
Croydon (Eastern Metropolitan)	University or other tertiary	F	1412
Croydon (Eastern Metropolitan)	University or other tertiary	M	1015
Dandenong (South-Eastern Metropolitan)		F	3361
Dandenong (South-Eastern Metropolitan)		M	3759
Dandenong (South-Eastern Metropolitan)	Infants/Primary	F	2730
Dandenong (South-Eastern Metropolitan)	Infants/Primary	M	2860
Dandenong (South-Eastern Metropolitan)	Pre-school	F	641
Dandenong (South-Eastern Metropolitan)	Pre-school	M	673
Dandenong (South-Eastern Metropolitan)	Secondary	F	2344
Dandenong (South-Eastern Metropolitan)	Secondary	M	2383
Dandenong (South-Eastern Metropolitan)	Technical or Further Educational Institution	F	1314
Dandenong (South-Eastern Metropolitan)	Technical or Further Educational Institution	M	1165
Dandenong (South-Eastern Metropolitan)	University or other tertiary	F	1813
Dandenong (South-Eastern Metropolitan)	University or other tertiary	M	1435
Eildon (Northern Victoria)		F	2446
Eildon (Northern Victoria)		M	2543
Eildon (Northern Victoria)	Infants/Primary	F	2239
Eildon (Northern Victoria)	Infants/Primary	M	2353
Eildon (Northern Victoria)	Pre-school	F	546
Eildon (Northern Victoria)	Pre-school	M	612
Eildon (Northern Victoria)	Secondary	F	1994
Eildon (Northern Victoria)	Secondary	M	1954
Eildon (Northern Victoria)	Technical or Further Educational Institution	F	681
Eildon (Northern Victoria)	Technical or Further Educational Institution	M	602
Eildon (Northern Victoria)	University or other tertiary	F	933
Eildon (Northern Victoria)	University or other tertiary	M	446
Eltham (Eastern Metropolitan)		F	1008
Eltham (Eastern Metropolitan)		M	877
Eltham (Eastern Metropolitan)	Infants/Primary	F	2670
Eltham (Eastern Metropolitan)	Infants/Primary	M	2756
Eltham (Eastern Metropolitan)	Pre-school	F	740
Eltham (Eastern Metropolitan)	Pre-school	M	805
Eltham (Eastern Metropolitan)	Secondary	F	2245
Eltham (Eastern Metropolitan)	Secondary	M	2320
Eltham (Eastern Metropolitan)	Technical or Further Educational Institution	F	530
Eltham (Eastern Metropolitan)	Technical or Further Educational Institution	M	642
Eltham (Eastern Metropolitan)	University or other tertiary	F	1573
Eltham (Eastern Metropolitan)	University or other tertiary	M	1136
Essendon (Western Metropolitan)		F	1904
Essendon (Western Metropolitan)		M	1734
Essendon (Western Metropolitan)	Infants/Primary	F	2347
Essendon (Western Metropolitan)	Infants/Primary	M	2519
Essendon (Western Metropolitan)	Pre-school	F	677
Essendon (Western Metropolitan)	Pre-school	M	683
Essendon (Western Metropolitan)	Secondary	F	1992
Essendon (Western Metropolitan)	Secondary	M	2133
Essendon (Western Metropolitan)	Technical or Further Educational Institution	F	763
Essendon (Western Metropolitan)	Technical or Further Educational Institution	M	801
Essendon (Western Metropolitan)	University or other tertiary	F	2758
Essendon (Western Metropolitan)	University or other tertiary	M	2154
Euroa (Northern Victoria)		F	3053
Euroa (Northern Victoria)		M	3341
Euroa (Northern Victoria)	Infants/Primary	F	2287
Euroa (Northern Victoria)	Infants/Primary	M	2373
Euroa (Northern Victoria)	Pre-school	F	547
Euroa (Northern Victoria)	Pre-school	M	594
Euroa (Northern Victoria)	Secondary	F	1822
Euroa (Northern Victoria)	Secondary	M	1944
Euroa (Northern Victoria)	Technical or Further Educational Institution	F	762
Euroa (Northern Victoria)	Technical or Further Educational Institution	M	600
Euroa (Northern Victoria)	University or other tertiary	F	811
Euroa (Northern Victoria)	University or other tertiary	M	408
Evelyn (Eastern Victoria)		F	1119
Evelyn (Eastern Victoria)		M	1149
Evelyn (Eastern Victoria)	Infants/Primary	F	2468
Evelyn (Eastern Victoria)	Infants/Primary	M	2638
Evelyn (Eastern Victoria)	Pre-school	F	769
Evelyn (Eastern Victoria)	Pre-school	M	754
Evelyn (Eastern Victoria)	Secondary	F	2116
Evelyn (Eastern Victoria)	Secondary	M	2104
Evelyn (Eastern Victoria)	Technical or Further Educational Institution	F	778
Evelyn (Eastern Victoria)	Technical or Further Educational Institution	M	795
Evelyn (Eastern Victoria)	University or other tertiary	F	1266
Evelyn (Eastern Victoria)	University or other tertiary	M	725
Ferntree Gully (Eastern Metropolitan)		F	1359
Ferntree Gully (Eastern Metropolitan)		M	1187
Ferntree Gully (Eastern Metropolitan)	Infants/Primary	F	2289
Ferntree Gully (Eastern Metropolitan)	Infants/Primary	M	2447
Ferntree Gully (Eastern Metropolitan)	Pre-school	F	584
Ferntree Gully (Eastern Metropolitan)	Pre-school	M	678
Ferntree Gully (Eastern Metropolitan)	Secondary	F	1838
Ferntree Gully (Eastern Metropolitan)	Secondary	M	2022
Ferntree Gully (Eastern Metropolitan)	Technical or Further Educational Institution	F	723
Ferntree Gully (Eastern Metropolitan)	Technical or Further Educational Institution	M	596
Ferntree Gully (Eastern Metropolitan)	University or other tertiary	F	1582
Ferntree Gully (Eastern Metropolitan)	University or other tertiary	M	1289
Footscray (Western Metropolitan)		F	3194
Footscray (Western Metropolitan)		M	3479
Footscray (Western Metropolitan)	Infants/Primary	F	2396
Footscray (Western Metropolitan)	Infants/Primary	M	2716
Footscray (Western Metropolitan)	Pre-school	F	704
Footscray (Western Metropolitan)	Pre-school	M	783
Footscray (Western Metropolitan)	Secondary	F	1968
Footscray (Western Metropolitan)	Secondary	M	1977
Footscray (Western Metropolitan)	Technical or Further Educational Institution	F	1297
Footscray (Western Metropolitan)	Technical or Further Educational Institution	M	1294
Footscray (Western Metropolitan)	University or other tertiary	F	3004
Footscray (Western Metropolitan)	University or other tertiary	M	2702
Forest Hill (Eastern Metropolitan)		F	1361
Forest Hill (Eastern Metropolitan)		M	1194
Forest Hill (Eastern Metropolitan)	Infants/Primary	F	2435
Forest Hill (Eastern Metropolitan)	Infants/Primary	M	2521
Forest Hill (Eastern Metropolitan)	Pre-school	F	570
Forest Hill (Eastern Metropolitan)	Pre-school	M	701
Forest Hill (Eastern Metropolitan)	Secondary	F	2104
Forest Hill (Eastern Metropolitan)	Secondary	M	2259
Forest Hill (Eastern Metropolitan)	Technical or Further Educational Institution	F	662
Forest Hill (Eastern Metropolitan)	Technical or Further Educational Institution	M	665
Forest Hill (Eastern Metropolitan)	University or other tertiary	F	1949
Forest Hill (Eastern Metropolitan)	University or other tertiary	M	1805
Frankston (South-Eastern Metropolitan)		F	2384
Frankston (South-Eastern Metropolitan)		M	2339
Frankston (South-Eastern Metropolitan)	Infants/Primary	F	2367
Frankston (South-Eastern Metropolitan)	Infants/Primary	M	2411
Frankston (South-Eastern Metropolitan)	Pre-school	F	636
Frankston (South-Eastern Metropolitan)	Pre-school	M	728
Frankston (South-Eastern Metropolitan)	Secondary	F	1816
Frankston (South-Eastern Metropolitan)	Secondary	M	1926
Frankston (South-Eastern Metropolitan)	Technical or Further Educational Institution	F	889
Frankston (South-Eastern Metropolitan)	Technical or Further Educational Institution	M	719
Frankston (South-Eastern Metropolitan)	University or other tertiary	F	1448
Frankston (South-Eastern Metropolitan)	University or other tertiary	M	798
Geelong (Western Victoria)		F	1853
Geelong (Western Victoria)		M	1844
Geelong (Western Victoria)	Infants/Primary	F	2340
Geelong (Western Victoria)	Infants/Primary	M	2476
Geelong (Western Victoria)	Pre-school	F	660
Geelong (Western Victoria)	Pre-school	M	781
Geelong (Western Victoria)	Secondary	F	1838
Geelong (Western Victoria)	Secondary	M	1904
Geelong (Western Victoria)	Technical or Further Educational Institution	F	807
Geelong (Western Victoria)	Technical or Further Educational Institution	M	800
Geelong (Western Victoria)	University or other tertiary	F	2185
Geelong (Western Victoria)	University or other tertiary	M	1545
Gembrook (Eastern Victoria)		F	2408
Gembrook (Eastern Victoria)		M	2212
Gembrook (Eastern Victoria)	Infants/Primary	F	3831
Gembrook (Eastern Victoria)	Infants/Primary	M	4069
Gembrook (Eastern Victoria)	Pre-school	F	1147
Gembrook (Eastern Victoria)	Pre-school	M	1170
Gembrook (Eastern Victoria)	Secondary	F	2913
Gembrook (Eastern Victoria)	Secondary	M	2989
Gembrook (Eastern Victoria)	Technical or Further Educational Institution	F	1135
Gembrook (Eastern Victoria)	Technical or Further Educational Institution	M	1078
Gembrook (Eastern Victoria)	University or other tertiary	F	2066
Gembrook (Eastern Victoria)	University or other tertiary	M	1240
Gippsland East (Eastern Victoria)		F	2689
Gippsland East (Eastern Victoria)		M	2657
Gippsland East (Eastern Victoria)	Infants/Primary	F	2231
Gippsland East (Eastern Victoria)	Infants/Primary	M	2262
Gippsland East (Eastern Victoria)	Pre-school	F	526
Gippsland East (Eastern Victoria)	Pre-school	M	584
Gippsland East (Eastern Victoria)	Secondary	F	1676
Gippsland East (Eastern Victoria)	Secondary	M	1690
Gippsland East (Eastern Victoria)	Technical or Further Educational Institution	F	721
Gippsland East (Eastern Victoria)	Technical or Further Educational Institution	M	453
Gippsland East (Eastern Victoria)	University or other tertiary	F	686
Gippsland East (Eastern Victoria)	University or other tertiary	M	212
Gippsland South (Eastern Victoria)		F	2282
Gippsland South (Eastern Victoria)		M	3067
Gippsland South (Eastern Victoria)	Infants/Primary	F	2129
Gippsland South (Eastern Victoria)	Infants/Primary	M	2347
Gippsland South (Eastern Victoria)	Pre-school	F	510
Gippsland South (Eastern Victoria)	Pre-school	M	590
Gippsland South (Eastern Victoria)	Secondary	F	1797
Gippsland South (Eastern Victoria)	Secondary	M	1748
Gippsland South (Eastern Victoria)	Technical or Further Educational Institution	F	624
Gippsland South (Eastern Victoria)	Technical or Further Educational Institution	M	453
Gippsland South (Eastern Victoria)	University or other tertiary	F	783
Gippsland South (Eastern Victoria)	University or other tertiary	M	311
Hastings (Eastern Victoria)		F	1977
Hastings (Eastern Victoria)		M	1979
Hastings (Eastern Victoria)	Infants/Primary	F	2833
Hastings (Eastern Victoria)	Infants/Primary	M	3067
Hastings (Eastern Victoria)	Pre-school	F	787
Hastings (Eastern Victoria)	Pre-school	M	896
Hastings (Eastern Victoria)	Secondary	F	2316
Hastings (Eastern Victoria)	Secondary	M	2400
Hastings (Eastern Victoria)	Technical or Further Educational Institution	F	896
Hastings (Eastern Victoria)	Technical or Further Educational Institution	M	942
Hastings (Eastern Victoria)	University or other tertiary	F	1248
Hastings (Eastern Victoria)	University or other tertiary	M	584
Hawthorn (Southern Metropolitan)		F	1386
Hawthorn (Southern Metropolitan)		M	1294
Hawthorn (Southern Metropolitan)	Infants/Primary	F	2137
Hawthorn (Southern Metropolitan)	Infants/Primary	M	2315
Hawthorn (Southern Metropolitan)	Pre-school	F	591
Hawthorn (Southern Metropolitan)	Pre-school	M	627
Hawthorn (Southern Metropolitan)	Secondary	F	2232
Hawthorn (Southern Metropolitan)	Secondary	M	2306
Hawthorn (Southern Metropolitan)	Technical or Further Educational Institution	F	564
Hawthorn (Southern Metropolitan)	Technical or Further Educational Institution	M	513
Hawthorn (Southern Metropolitan)	University or other tertiary	F	3296
Hawthorn (Southern Metropolitan)	University or other tertiary	M	3024
Ivanhoe (Eastern Metropolitan)		F	1492
Ivanhoe (Eastern Metropolitan)		M	1518
Ivanhoe (Eastern Metropolitan)	Infants/Primary	F	2696
Ivanhoe (Eastern Metropolitan)	Infants/Primary	M	2719
Ivanhoe (Eastern Metropolitan)	Pre-school	F	731
Ivanhoe (Eastern Metropolitan)	Pre-school	M	747
Ivanhoe (Eastern Metropolitan)	Secondary	F	2186
Ivanhoe (Eastern Metropolitan)	Secondary	M	2222
Ivanhoe (Eastern Metropolitan)	Technical or Further Educational Institution	F	618
Ivanhoe (Eastern Metropolitan)	Technical or Further Educational Institution	M	611
Ivanhoe (Eastern Metropolitan)	University or other tertiary	F	2437
Ivanhoe (Eastern Metropolitan)	University or other tertiary	M	1797
Kew (Southern Metropolitan)		F	1258
Kew (Southern Metropolitan)		M	1110
Kew (Southern Metropolitan)	Infants/Primary	F	2496
Kew (Southern Metropolitan)	Infants/Primary	M	2562
Kew (Southern Metropolitan)	Pre-school	F	523
Kew (Southern Metropolitan)	Pre-school	M	594
Kew (Southern Metropolitan)	Secondary	F	2938
Kew (Southern Metropolitan)	Secondary	M	3113
Kew (Southern Metropolitan)	Technical or Further Educational Institution	F	488
Kew (Southern Metropolitan)	Technical or Further Educational Institution	M	469
Kew (Southern Metropolitan)	University or other tertiary	F	2704
Kew (Southern Metropolitan)	University or other tertiary	M	2607
Keysborough (South-Eastern Metropolitan)		F	2084
Keysborough (South-Eastern Metropolitan)		M	1960
Keysborough (South-Eastern Metropolitan)	Infants/Primary	F	2918
Keysborough (South-Eastern Metropolitan)	Infants/Primary	M	3058
Keysborough (South-Eastern Metropolitan)	Pre-school	F	737
Keysborough (South-Eastern Metropolitan)	Pre-school	M	787
Keysborough (South-Eastern Metropolitan)	Secondary	F	2555
Keysborough (South-Eastern Metropolitan)	Secondary	M	2732
Keysborough (South-Eastern Metropolitan)	Technical or Further Educational Institution	F	943
Keysborough (South-Eastern Metropolitan)	Technical or Further Educational Institution	M	932
Keysborough (South-Eastern Metropolitan)	University or other tertiary	F	2105
Keysborough (South-Eastern Metropolitan)	University or other tertiary	M	1800
Kororoit (Western Metropolitan)		F	3709
Kororoit (Western Metropolitan)		M	5321
Kororoit (Western Metropolitan)	Infants/Primary	F	5036
Kororoit (Western Metropolitan)	Infants/Primary	M	5225
Kororoit (Western Metropolitan)	Pre-school	F	1154
Kororoit (Western Metropolitan)	Pre-school	M	1251
Kororoit (Western Metropolitan)	Secondary	F	3780
Kororoit (Western Metropolitan)	Secondary	M	3742
Kororoit (Western Metropolitan)	Technical or Further Educational Institution	F	1153
Kororoit (Western Metropolitan)	Technical or Further Educational Institution	M	1150
Kororoit (Western Metropolitan)	University or other tertiary	F	2574
Kororoit (Western Metropolitan)	University or other tertiary	M	1899
Lara (Western Victoria)		F	2601
Lara (Western Victoria)		M	3548
Lara (Western Victoria)	Infants/Primary	F	2660
Lara (Western Victoria)	Infants/Primary	M	2637
Lara (Western Victoria)	Pre-school	F	682
Lara (Western Victoria)	Pre-school	M	749
Lara (Western Victoria)	Secondary	F	2295
Lara (Western Victoria)	Secondary	M	2312
Lara (Western Victoria)	Technical or Further Educational Institution	F	895
Lara (Western Victoria)	Technical or Further Educational Institution	M	802
Lara (Western Victoria)	University or other tertiary	F	1333
Lara (Western Victoria)	University or other tertiary	M	795
Lowan (Western Victoria)		F	2169
Lowan (Western Victoria)		M	2124
Lowan (Western Victoria)	Infants/Primary	F	2057
Lowan (Western Victoria)	Infants/Primary	M	2241
Lowan (Western Victoria)	Pre-school	F	573
Lowan (Western Victoria)	Pre-school	M	552
Lowan (Western Victoria)	Secondary	F	1733
Lowan (Western Victoria)	Secondary	M	1828
Lowan (Western Victoria)	Technical or Further Educational Institution	F	520
Lowan (Western Victoria)	Technical or Further Educational Institution	M	406
Lowan (Western Victoria)	University or other tertiary	F	678
Lowan (Western Victoria)	University or other tertiary	M	297
Macedon (Northern Victoria)		F	2118
Macedon (Northern Victoria)		M	1985
Macedon (Northern Victoria)	Infants/Primary	F	2797
Macedon (Northern Victoria)	Infants/Primary	M	2895
Macedon (Northern Victoria)	Pre-school	F	651
Macedon (Northern Victoria)	Pre-school	M	733
Macedon (Northern Victoria)	Secondary	F	2247
Macedon (Northern Victoria)	Secondary	M	2347
Macedon (Northern Victoria)	Technical or Further Educational Institution	F	563
Macedon (Northern Victoria)	Technical or Further Educational Institution	M	580
Macedon (Northern Victoria)	University or other tertiary	F	1287
Macedon (Northern Victoria)	University or other tertiary	M	688
Malvern (Southern Metropolitan)		F	1477
Malvern (Southern Metropolitan)		M	1324
Malvern (Southern Metropolitan)	Infants/Primary	F	1925
Malvern (Southern Metropolitan)	Infants/Primary	M	1998
Malvern (Southern Metropolitan)	Pre-school	F	513
Malvern (Southern Metropolitan)	Pre-school	M	617
Malvern (Southern Metropolitan)	Secondary	F	2022
Malvern (Southern Metropolitan)	Secondary	M	1964
Malvern (Southern Metropolitan)	Technical or Further Educational Institution	F	467
Malvern (Southern Metropolitan)	Technical or Further Educational Institution	M	503
Malvern (Southern Metropolitan)	University or other tertiary	F	2790
Malvern (Southern Metropolitan)	University or other tertiary	M	2253
Melbourne (Northern Metropolitan)		F	6308
Melbourne (Northern Metropolitan)		M	6216
Melbourne (Northern Metropolitan)	Infants/Primary	F	1536
Melbourne (Northern Metropolitan)	Infants/Primary	M	1667
Melbourne (Northern Metropolitan)	Pre-school	F	509
Melbourne (Northern Metropolitan)	Pre-school	M	559
Melbourne (Northern Metropolitan)	Secondary	F	1317
Melbourne (Northern Metropolitan)	Secondary	M	1337
Melbourne (Northern Metropolitan)	Technical or Further Educational Institution	F	3359
Melbourne (Northern Metropolitan)	Technical or Further Educational Institution	M	2624
Melbourne (Northern Metropolitan)	University or other tertiary	F	13294
Melbourne (Northern Metropolitan)	University or other tertiary	M	11242
Melton (Western Victoria)		F	3807
Melton (Western Victoria)		M	3512
Melton (Western Victoria)	Infants/Primary	F	4914
Melton (Western Victoria)	Infants/Primary	M	5225
Melton (Western Victoria)	Pre-school	F	1370
Melton (Western Victoria)	Pre-school	M	1340
Melton (Western Victoria)	Secondary	F	3418
Melton (Western Victoria)	Secondary	M	3204
Melton (Western Victoria)	Technical or Further Educational Institution	F	1218
Melton (Western Victoria)	Technical or Further Educational Institution	M	1024
Melton (Western Victoria)	University or other tertiary	F	1863
Melton (Western Victoria)	University or other tertiary	M	1038
Mildura (Northern Victoria)		F	3039
Mildura (Northern Victoria)		M	3182
Mildura (Northern Victoria)	Infants/Primary	F	2601
Mildura (Northern Victoria)	Infants/Primary	M	2660
Mildura (Northern Victoria)	Pre-school	F	651
Mildura (Northern Victoria)	Pre-school	M	719
Mildura (Northern Victoria)	Secondary	F	2022
Mildura (Northern Victoria)	Secondary	M	2015
Mildura (Northern Victoria)	Technical or Further Educational Institution	F	843
Mildura (Northern Victoria)	Technical or Further Educational Institution	M	628
Mildura (Northern Victoria)	University or other tertiary	F	760
Mildura (Northern Victoria)	University or other tertiary	M	323
Mill Park (Northern Metropolitan)		F	2199
Mill Park (Northern Metropolitan)		M	1928
Mill Park (Northern Metropolitan)	Infants/Primary	F	2980
Mill Park (Northern Metropolitan)	Infants/Primary	M	3183
Mill Park (Northern Metropolitan)	Pre-school	F	766
