SED_NAME21	Age	ProvidedUnpaidDisabilityAssistance	Sex	adults
Bankstown	45-54		F	487
Bankstown	45-54		M	582
Bankstown	45-54	0	F	4195
Bankstown	45-54	0	M	4157
Bankstown	45-54	1	F	930
Bankstown	45-54	1	M	636
Bankstown	55-64		F	385
Bankstown	55-64		M	424
Bankstown	55-64	0	F	3922
Bankstown	55-64	0	M	4211
Bankstown	55-64	1	F	847
Bankstown	55-64	1	M	552
Bankstown	65-74		F	318
Bankstown	65-74		M	283
Bankstown	65-74	0	F	2899
Bankstown	65-74	0	M	2904
Bankstown	65-74	1	F	447
Bankstown	65-74	1	M	302
Bankstown	75-84		F	228
Bankstown	75-84		M	209
Bankstown	75-84	0	F	1576
Bankstown	75-84	0	M	1438
Bankstown	75-84	1	F	155
Bankstown	75-84	1	M	155
Bankstown	85+		F	255
Bankstown	85+		M	121
Bankstown	85+	0	F	886
Bankstown	85+	0	M	568
Bankstown	85+	1	F	38
Bankstown	85+	1	M	55
Barwon	15-19		F	320
Barwon	15-19		M	359
Barwon	15-19	0	F	1544
Barwon	15-19	0	M	1654
Barwon	15-19	1	F	114
Barwon	15-19	1	M	79
Barwon	20-24		F	257
Barwon	20-24		M	275
Barwon	20-24	0	F	1357
Barwon	20-24	0	M	1496
Barwon	20-24	1	F	104
Barwon	20-24	1	M	102
Barwon	25-34		F	594
Barwon	25-34		M	594
Barwon	25-34	0	F	3548
Barwon	25-34	0	M	3357
Barwon	25-34	1	F	474
Barwon	25-34	1	M	252
Barwon	35-44		F	563
Barwon	35-44		M	546
Barwon	35-44	0	F	2780
Barwon	35-44	0	M	2858
Barwon	35-44	1	F	646
Barwon	35-44	1	M	370
Barwon	45-54		F	592
Barwon	45-54		M	605
Barwon	45-54	0	F	3016
Barwon	45-54	0	M	3228
Barwon	45-54	1	F	843
Barwon	45-54	1	M	558
Barwon	55-64		F	611
Barwon	55-64		M	687
Barwon	55-64	0	F	3557
Barwon	55-64	0	M	3958
Barwon	55-64	1	F	1136
Barwon	55-64	1	M	765
Barwon	65-74		F	505
Barwon	65-74		M	576
Barwon	65-74	0	F	3073
Barwon	65-74	0	M	3661
Barwon	65-74	1	F	637
Barwon	65-74	1	M	438
Barwon	75-84		F	438
Barwon	75-84		M	372
Barwon	75-84	0	F	1975
Barwon	75-84	0	M	1893
Barwon	75-84	1	F	290
Barwon	75-84	1	M	234
Barwon	85+		F	266
Barwon	85+		M	126
Barwon	85+	0	F	935
Barwon	85+	0	M	567
Barwon	85+	1	F	69
Barwon	85+	1	M	78
Bathurst	15-19		F	159
Bathurst	15-19		M	239
Bathurst	15-19	0	F	2008
Bathurst	15-19	0	M	2230
Bathurst	15-19	1	F	135
Bathurst	15-19	1	M	109
Bathurst	20-24		F	150
Bathurst	20-24		M	346
Bathurst	20-24	0	F	1826
Bathurst	20-24	0	M	1977
Bathurst	20-24	1	F	152
Bathurst	20-24	1	M	124
Bathurst	25-34		F	300
Bathurst	25-34		M	791
Bathurst	25-34	0	F	3810
Bathurst	25-34	0	M	3792
Bathurst	25-34	1	F	512
Bathurst	25-34	1	M	294
Bathurst	35-44		F	292
Bathurst	35-44		M	678
Bathurst	35-44	0	F	3332
Bathurst	35-44	0	M	3420
Bathurst	35-44	1	F	734
Bathurst	35-44	1	M	450
Bathurst	45-54		F	330
Bathurst	45-54		M	499
Bathurst	45-54	0	F	3620
Bathurst	45-54	0	M	3755
Bathurst	45-54	1	F	1205
Bathurst	45-54	1	M	728
Bathurst	55-64		F	300
Bathurst	55-64		M	434
Bathurst	55-64	0	F	3957
Bathurst	55-64	0	M	4215
Bathurst	55-64	1	F	1232
Bathurst	55-64	1	M	809
Bathurst	65-74		F	333
Bathurst	65-74		M	377
Bathurst	65-74	0	F	3728
Bathurst	65-74	0	M	3959
Bathurst	65-74	1	F	726
Bathurst	65-74	1	M	535
Bathurst	75-84		F	255
Bathurst	75-84		M	244
Bathurst	75-84	0	F	2209
Bathurst	75-84	0	M	2120
Bathurst	75-84	1	F	324
Bathurst	75-84	1	M	290
Bathurst	85+		F	103
Bathurst	85+		M	54
Bathurst	85+	0	F	1077
Bathurst	85+	0	M	588
Bathurst	85+	1	F	47
Bathurst	85+	1	M	72
Baulkham Hills	15-19		F	60
Baulkham Hills	15-19		M	74
Baulkham Hills	15-19	0	F	2393
Baulkham Hills	15-19	0	M	2608
Baulkham Hills	15-19	1	F	107
Baulkham Hills	15-19	1	M	125
Baulkham Hills	20-24		F	51
Baulkham Hills	20-24		M	85
Baulkham Hills	20-24	0	F	2246
Baulkham Hills	20-24	0	M	2479
Baulkham Hills	20-24	1	F	137
Baulkham Hills	20-24	1	M	143
Baulkham Hills	25-34		F	169
Baulkham Hills	25-34		M	164
Baulkham Hills	25-34	0	F	3865
Baulkham Hills	25-34	0	M	3785
Baulkham Hills	25-34	1	F	354
Baulkham Hills	25-34	1	M	248
Baulkham Hills	35-44		F	212
Baulkham Hills	35-44		M	228
Baulkham Hills	35-44	0	F	6173
Baulkham Hills	35-44	0	M	5837
Baulkham Hills	35-44	1	F	912
Baulkham Hills	35-44	1	M	603
Baulkham Hills	45-54		F	149
Baulkham Hills	45-54		M	145
Baulkham Hills	45-54	0	F	4906
Baulkham Hills	45-54	0	M	4909
Baulkham Hills	45-54	1	F	1117
Baulkham Hills	45-54	1	M	782
Baulkham Hills	55-64		F	131
Baulkham Hills	55-64		M	120
Baulkham Hills	55-64	0	F	4198
Baulkham Hills	55-64	0	M	4197
Baulkham Hills	55-64	1	F	1051
Baulkham Hills	55-64	1	M	721
Baulkham Hills	65-74		F	117
Baulkham Hills	65-74		M	108
Baulkham Hills	65-74	0	F	3879
Baulkham Hills	65-74	0	M	3635
Baulkham Hills	65-74	1	F	698
Baulkham Hills	65-74	1	M	456
Baulkham Hills	75-84		F	138
Baulkham Hills	75-84		M	97
Baulkham Hills	75-84	0	F	2126
Baulkham Hills	75-84	0	M	2046
Baulkham Hills	75-84	1	F	239
Baulkham Hills	75-84	1	M	272
Baulkham Hills	85+		F	159
Baulkham Hills	85+		M	74
Baulkham Hills	85+	0	F	726
Baulkham Hills	85+	0	M	490
Baulkham Hills	85+	1	F	42
Baulkham Hills	85+	1	M	62
Bega	15-19		F	196
Bega	15-19		M	239
Bega	15-19	0	F	1405
Bega	15-19	0	M	1615
Bega	15-19	1	F	112
Bega	15-19	1	M	90
Bega	20-24		F	114
Bega	20-24		M	132
Bega	20-24	0	F	1032
Bega	20-24	0	M	1164
Bega	20-24	1	F	95
Bega	20-24	1	M	83
Bega	25-34		F	259
Bega	25-34		M	264
Bega	25-34	0	F	2575
Bega	25-34	0	M	2511
Bega	25-34	1	F	348
Bega	25-34	1	M	241
Bega	35-44		F	296
Bega	35-44		M	252
Bega	35-44	0	F	2693
Bega	35-44	0	M	2660
Bega	35-44	1	F	632
Bega	35-44	1	M	358
Bega	45-54		F	341
Bega	45-54		M	364
Bega	45-54	0	F	3408
Bega	45-54	0	M	3435
Bega	45-54	1	F	1011
Bega	45-54	1	M	540
Bega	55-64		F	446
Bega	55-64		M	460
Bega	55-64	0	F	5090
Bega	55-64	0	M	4809
Bega	55-64	1	F	1501
Bega	55-64	1	M	958
Bega	65-74		F	424
Bega	65-74		M	488
Bega	65-74	0	F	5465
Bega	65-74	0	M	5812
Bega	65-74	1	F	1067
Bega	65-74	1	M	795
Bega	75-84		F	340
Bega	75-84		M	310
Bega	75-84	0	F	2852
Bega	75-84	0	M	2811
Bega	75-84	1	F	417
Bega	75-84	1	M	365
Bega	85+		F	239
Bega	85+		M	142
Bega	85+	0	F	1222
Bega	85+	0	M	794
Bega	85+	1	F	71
Bega	85+	1	M	112
Blacktown	15-19		F	194
Blacktown	15-19		M	207
Blacktown	15-19	0	F	2086
Blacktown	15-19	0	M	2359
Blacktown	15-19	1	F	127
Blacktown	15-19	1	M	116
Blacktown	20-24		F	252
Blacktown	20-24		M	316
Blacktown	20-24	0	F	2693
Blacktown	20-24	0	M	3173
Blacktown	20-24	1	F	233
Blacktown	20-24	1	M	183
Blacktown	25-34		F	602
Blacktown	25-34		M	740
Blacktown	25-34	0	F	6365
Blacktown	25-34	0	M	6604
Blacktown	25-34	1	F	636
Blacktown	25-34	1	M	459
Blacktown	35-44		F	541
Blacktown	35-44		M	517
Blacktown	35-44	0	F	5577
Blacktown	35-44	0	M	6199
Blacktown	35-44	1	F	978
Blacktown	35-44	1	M	658
Blacktown	45-54		F	333
Blacktown	45-54		M	376
Blacktown	45-54	0	F	4091
Blacktown	45-54	0	M	4335
Blacktown	45-54	1	F	890
Blacktown	45-54	1	M	626
Blacktown	55-64		F	249
Blacktown	55-64		M	304
Blacktown	55-64	0	F	3808
Blacktown	55-64	0	M	3913
Blacktown	55-64	1	F	778
Blacktown	55-64	1	M	540
Blacktown	65-74		F	211
Blacktown	65-74		M	205
Blacktown	65-74	0	F	3146
Blacktown	65-74	0	M	2882
Blacktown	65-74	1	F	451
Blacktown	65-74	1	M	354
Blacktown	75-84		F	156
Blacktown	75-84		M	126
Blacktown	75-84	0	F	1594
Blacktown	75-84	0	M	1336
Blacktown	75-84	1	F	175
Blacktown	75-84	1	M	162
Blacktown	85+		F	80
Blacktown	85+		M	62
Blacktown	85+	0	F	780
Blacktown	85+	0	M	412
Blacktown	85+	1	F	26
Blacktown	85+	1	M	42
Blue Mountains	15-19		F	87
Blue Mountains	15-19		M	94
Blue Mountains	15-19	0	F	1807
Blue Mountains	15-19	0	M	2030
Blue Mountains	15-19	1	F	109
Blue Mountains	15-19	1	M	122
Blue Mountains	20-24		F	40
Blue Mountains	20-24		M	63
Blue Mountains	20-24	0	F	1291
Blue Mountains	20-24	0	M	1512
Blue Mountains	20-24	1	F	105
Blue Mountains	20-24	1	M	95
Blue Mountains	25-34		F	134
Blue Mountains	25-34		M	148
Blue Mountains	25-34	0	F	2923
Blue Mountains	25-34	0	M	2897
Blue Mountains	25-34	1	F	353
Blue Mountains	25-34	1	M	243
Blue Mountains	35-44		F	158
Blue Mountains	35-44		M	182
Blue Mountains	35-44	0	F	3683
Blue Mountains	35-44	0	M	3623
Blue Mountains	35-44	1	F	816
Blue Mountains	35-44	1	M	451
Blue Mountains	45-54		F	192
Blue Mountains	45-54		M	166
Blue Mountains	45-54	0	F	3838
Blue Mountains	45-54	0	M	3913
Blue Mountains	45-54	1	F	1201
Blue Mountains	45-54	1	M	742
Blue Mountains	55-64		F	157
Blue Mountains	55-64		M	163
Blue Mountains	55-64	0	F	4106
Blue Mountains	55-64	0	M	3910
Blue Mountains	55-64	1	F	1251
Blue Mountains	55-64	1	M	760
Blue Mountains	65-74		F	171
Blue Mountains	65-74		M	169
Blue Mountains	65-74	0	F	4191
Blue Mountains	65-74	0	M	3937
Blue Mountains	65-74	1	F	788
Blue Mountains	65-74	1	M	552
Blue Mountains	75-84		F	160
Blue Mountains	75-84		M	131
Blue Mountains	75-84	0	F	2252
Blue Mountains	75-84	0	M	1798
Blue Mountains	75-84	1	F	291
Blue Mountains	75-84	1	M	249
Blue Mountains	85+		F	154
Blue Mountains	85+		M	40
Blue Mountains	85+	0	F	824
Blue Mountains	85+	0	M	498
Blue Mountains	85+	1	F	54
Blue Mountains	85+	1	M	72
Cabramatta	15-19		F	206
Cabramatta	15-19		M	239
Cabramatta	15-19	0	F	2533
Cabramatta	15-19	0	M	2637
Cabramatta	15-19	1	F	142
Cabramatta	15-19	1	M	146
Cabramatta	20-24		F	181
Cabramatta	20-24		M	204
Cabramatta	20-24	0	F	2623
Cabramatta	20-24	0	M	2766
Cabramatta	20-24	1	F	240
Cabramatta	20-24	1	M	184
Cabramatta	25-34		F	396
Cabramatta	25-34		M	434
Cabramatta	25-34	0	F	4473
Cabramatta	25-34	0	M	4756
Cabramatta	25-34	1	F	577
Cabramatta	25-34	1	M	462
Cabramatta	35-44		F	361
Cabramatta	35-44		M	355
Cabramatta	35-44	0	F	4196
Cabramatta	35-44	0	M	3744
Cabramatta	35-44	1	F	849
Cabramatta	35-44	1	M	516
Cabramatta	45-54		F	344
Cabramatta	45-54		M	375
Cabramatta	45-54	0	F	4502
Cabramatta	45-54	0	M	4279
Cabramatta	45-54	1	F	1095
Cabramatta	45-54	1	M	602
Cabramatta	55-64		F	347
Cabramatta	55-64		M	394
Cabramatta	55-64	0	F	4486
Cabramatta	55-64	0	M	4784
Cabramatta	55-64	1	F	1033
Cabramatta	55-64	1	M	641
Cabramatta	65-74		F	232
Cabramatta	65-74		M	239
Cabramatta	65-74	0	F	3517
Cabramatta	65-74	0	M	3403
Cabramatta	65-74	1	F	543
Cabramatta	65-74	1	M	336
Cabramatta	75-84		F	246
Cabramatta	75-84		M	174
Cabramatta	75-84	0	F	1538
Cabramatta	75-84	0	M	1395
Cabramatta	75-84	1	F	178
Cabramatta	75-84	1	M	161
Cabramatta	85+		F	291
Cabramatta	85+		M	153
Cabramatta	85+	0	F	740
Cabramatta	85+	0	M	473
Cabramatta	85+	1	F	41
Cabramatta	85+	1	M	42
Camden	15-19		F	187
Camden	15-19		M	179
Camden	15-19	0	F	3692
Camden	15-19	0	M	3881
Camden	15-19	1	F	215
Camden	15-19	1	M	139
Camden	20-24		F	198
Camden	20-24		M	162
Camden	20-24	0	F	3499
Camden	20-24	0	M	3480
Camden	20-24	1	F	231
Camden	20-24	1	M	195
Camden	25-34		F	491
Camden	25-34		M	472
Camden	25-34	0	F	9656
Camden	25-34	0	M	8944
Camden	25-34	1	F	1055
Camden	25-34	1	M	562
Camden	35-44		F	428
Camden	35-44		M	467
Camden	35-44	0	F	8344
Camden	35-44	0	M	8754
Camden	35-44	1	F	1575
Camden	35-44	1	M	927
Camden	45-54		F	267
Camden	45-54		M	295
Camden	45-54	0	F	6112
Camden	45-54	0	M	6629
Camden	45-54	1	F	1524
Camden	45-54	1	M	943
Camden	55-64		F	210
Camden	55-64		M	235
Camden	55-64	0	F	4627
Camden	55-64	0	M	4595
Camden	55-64	1	F	1177
Camden	55-64	1	M	699
Camden	65-74		F	195
Camden	65-74		M	190
Camden	65-74	0	F	3539
Camden	65-74	0	M	3308
Camden	65-74	1	F	548
Camden	65-74	1	M	404
Camden	75-84		F	160
Camden	75-84		M	170
Camden	75-84	0	F	1705
Camden	75-84	0	M	1517
Camden	75-84	1	F	189
Camden	75-84	1	M	180
Camden	85+		F	148
Camden	85+		M	139
Camden	85+	0	F	690
Camden	85+	0	M	401
Camden	85+	1	F	31
Camden	85+	1	M	36
Campbelltown	15-19		F	199
Campbelltown	15-19		M	225
Campbelltown	15-19	0	F	2295
Campbelltown	15-19	0	M	2390
Campbelltown	15-19	1	F	155
Campbelltown	15-19	1	M	139
Campbelltown	20-24		F	205
Campbelltown	20-24		M	231
Campbelltown	20-24	0	F	2393
Campbelltown	20-24	0	M	2537
Campbelltown	20-24	1	F	199
Campbelltown	20-24	1	M	161
Campbelltown	25-34		F	489
Campbelltown	25-34		M	438
Campbelltown	25-34	0	F	5093
Campbelltown	25-34	0	M	4988
Campbelltown	25-34	1	F	775
Campbelltown	25-34	1	M	436
Campbelltown	35-44		F	434
Campbelltown	35-44		M	480
Campbelltown	35-44	0	F	4373
Campbelltown	35-44	0	M	4611
Campbelltown	35-44	1	F	1081
Campbelltown	35-44	1	M	665
Campbelltown	45-54		F	295
Campbelltown	45-54		M	349
Campbelltown	45-54	0	F	3587
Campbelltown	45-54	0	M	3741
Campbelltown	45-54	1	F	1044
Campbelltown	45-54	1	M	572
Campbelltown	55-64		F	255
Campbelltown	55-64		M	269
Campbelltown	55-64	0	F	3715
Campbelltown	55-64	0	M	3677
Campbelltown	55-64	1	F	903
Campbelltown	55-64	1	M	481
Campbelltown	65-74		F	256
Campbelltown	65-74		M	184
Campbelltown	65-74	0	F	3265
Campbelltown	65-74	0	M	2978
Campbelltown	65-74	1	F	580
Campbelltown	65-74	1	M	384
Campbelltown	75-84		F	204
Campbelltown	75-84		M	162
Campbelltown	75-84	0	F	1535
Campbelltown	75-84	0	M	1374
Campbelltown	75-84	1	F	191
Campbelltown	75-84	1	M	196
Campbelltown	85+		F	127
Campbelltown	85+		M	47
Campbelltown	85+	0	F	468
Campbelltown	85+	0	M	253
Campbelltown	85+	1	F	23
Campbelltown	85+	1	M	41
Canterbury	15-19		F	120
Canterbury	15-19		M	136
Canterbury	15-19	0	F	2024
Canterbury	15-19	0	M	2248
Canterbury	15-19	1	F	123
Canterbury	15-19	1	M	131
Canterbury	20-24		F	255
Canterbury	20-24		M	288
Canterbury	20-24	0	F	2600
Canterbury	20-24	0	M	2922
Canterbury	20-24	1	F	191
Canterbury	20-24	1	M	145
Canterbury	25-34		F	588
Canterbury	25-34		M	739
Canterbury	25-34	0	F	6186
Canterbury	25-34	0	M	6662
Canterbury	25-34	1	F	492
Canterbury	25-34	1	M	409
Canterbury	35-44		F	500
Canterbury	35-44		M	557
Canterbury	35-44	0	F	5370
Canterbury	35-44	0	M	5694
Canterbury	35-44	1	F	919
Canterbury	35-44	1	M	614
Canterbury	45-54		F	399
Canterbury	45-54		M	411
Canterbury	45-54	0	F	4867
Canterbury	45-54	0	M	4988
Canterbury	45-54	1	F	1297
Canterbury	45-54	1	M	924
Canterbury	55-64		F	346
Canterbury	55-64		M	323
Canterbury	55-64	0	F	4218
Canterbury	55-64	0	M	4337
Canterbury	55-64	1	F	1037
Canterbury	55-64	1	M	766
Canterbury	65-74		F	249
Canterbury	65-74		M	239
Canterbury	65-74	0	F	3309
Canterbury	65-74	0	M	3039
Canterbury	65-74	1	F	582
Canterbury	65-74	1	M	339
Canterbury	75-84		F	237
Canterbury	75-84		M	237
Canterbury	75-84	0	F	2243
Canterbury	75-84	0	M	1900
Canterbury	75-84	1	F	294
Canterbury	75-84	1	M	237
Canterbury	85+		F	245
Canterbury	85+		M	127
Canterbury	85+	0	F	1034
Canterbury	85+	0	M	789
Canterbury	85+	1	F	64
Canterbury	85+	1	M	91
Castle Hill	15-19		F	92
Castle Hill	15-19		M	121
Castle Hill	15-19	0	F	3441
Castle Hill	15-19	0	M	3592
Castle Hill	15-19	1	F	159
Castle Hill	15-19	1	M	142
Castle Hill	20-24		F	96
Castle Hill	20-24		M	101
Castle Hill	20-24	0	F	2741
Castle Hill	20-24	0	M	3012
Castle Hill	20-24	1	F	183
Castle Hill	20-24	1	M	190
Castle Hill	25-34		F	214
Castle Hill	25-34		M	177
Castle Hill	25-34	0	F	5030
Castle Hill	25-34	0	M	4705
Castle Hill	25-34	1	F	448
Castle Hill	25-34	1	M	268
Castle Hill	35-44		F	274
Castle Hill	35-44		M	258
Castle Hill	35-44	0	F	7595
Castle Hill	35-44	0	M	7179
Castle Hill	35-44	1	F	1061
Castle Hill	35-44	1	M	726
Castle Hill	45-54		F	188
Castle Hill	45-54		M	208
Castle Hill	45-54	0	F	6179
Castle Hill	45-54	0	M	6230
Castle Hill	45-54	1	F	1306
Castle Hill	45-54	1	M	846
Castle Hill	55-64		F	141
Castle Hill	55-64		M	121
Castle Hill	55-64	0	F	4322
Castle Hill	55-64	0	M	4442
Castle Hill	55-64	1	F	1025
Castle Hill	55-64	1	M	690
Castle Hill	65-74		F	104
Castle Hill	65-74		M	115
Castle Hill	65-74	0	F	3527
Castle Hill	65-74	0	M	3317
Castle Hill	65-74	1	F	597
Castle Hill	65-74	1	M	413
Castle Hill	75-84		F	88
Castle Hill	75-84		M	98
Castle Hill	75-84	0	F	1817
Castle Hill	75-84	0	M	1692
Castle Hill	75-84	1	F	238
Castle Hill	75-84	1	M	191
Castle Hill	85+		F	48
Castle Hill	85+		M	107
Castle Hill	85+	0	F	632
Castle Hill	85+	0	M	417
Castle Hill	85+	1	F	53
Castle Hill	85+	1	M	46
Cessnock	15-19		F	154
Cessnock	15-19		M	158
Cessnock	15-19	0	F	2245
Cessnock	15-19	0	M	2380
Cessnock	15-19	1	F	161
Cessnock	15-19	1	M	138
Cessnock	20-24		F	155
Cessnock	20-24		M	275
Cessnock	20-24	0	F	2222
Cessnock	20-24	0	M	2258
Cessnock	20-24	1	F	224
Cessnock	20-24	1	M	124
Cessnock	25-34		F	304
Cessnock	25-34		M	778
Cessnock	25-34	0	F	5183
Cessnock	25-34	0	M	5084
Cessnock	25-34	1	F	774
Cessnock	25-34	1	M	417
Cessnock	35-44		F	263
Cessnock	35-44		M	667
Cessnock	35-44	0	F	4308
Cessnock	35-44	0	M	4494
Cessnock	35-44	1	F	1087
Cessnock	35-44	1	M	552
Cessnock	45-54		F	238
Cessnock	45-54		M	520
Cessnock	45-54	0	F	3905
Cessnock	45-54	0	M	4197
Cessnock	45-54	1	F	1223
Cessnock	45-54	1	M	683
Cessnock	55-64		F	207
Cessnock	55-64		M	369
Cessnock	55-64	0	F	3700
Cessnock	55-64	0	M	3861
Cessnock	55-64	1	F	1249
Cessnock	55-64	1	M	786
Cessnock	65-74		F	219
