SED_NAME16	Age	ProvidedUnpaidChildcare	ForOwnChild	ForOtherChild	Sex	adults
Seven Hills	35-44	1	1	1	M	19
Seven Hills	45-54				F	199
Seven Hills	45-54				M	241
Seven Hills	45-54	0			F	3164
Seven Hills	45-54	0			M	3006
Seven Hills	45-54	1	0	1	F	138
Seven Hills	45-54	1	0	1	M	63
Seven Hills	45-54	1	1	0	F	1820
Seven Hills	45-54	1	1	0	M	1970
Seven Hills	45-54	1	1	1	F	23
Seven Hills	45-54	1	1	1	M	18
Seven Hills	55-64				F	173
Seven Hills	55-64				M	181
Seven Hills	55-64	0			F	3817
Seven Hills	55-64	0			M	3609
Seven Hills	55-64	1	0	1	F	442
Seven Hills	55-64	1	0	1	M	132
Seven Hills	55-64	1	1	0	F	148
Seven Hills	55-64	1	1	0	M	301
Seven Hills	55-64	1	1	1	F	3
Seven Hills	65-74				F	154
Seven Hills	65-74				M	138
Seven Hills	65-74	0			F	3262
Seven Hills	65-74	0			M	2967
Seven Hills	65-74	1	0	1	F	457
Seven Hills	65-74	1	0	1	M	246
Seven Hills	65-74	1	1	0	F	45
Seven Hills	65-74	1	1	0	M	60
Seven Hills	65-74	1	1	1	F	3
Seven Hills	75-84				F	175
Seven Hills	75-84				M	104
Seven Hills	75-84	0			F	2202
Seven Hills	75-84	0			M	1844
Seven Hills	75-84	1	0	1	F	77
Seven Hills	75-84	1	0	1	M	66
Seven Hills	75-84	1	1	0	F	13
Seven Hills	75-84	1	1	0	M	6
Seven Hills	85+				F	138
Seven Hills	85+				M	70
Seven Hills	85+	0			F	917
Seven Hills	85+	0			M	591
Shellharbour	15-19				F	136
Shellharbour	15-19				M	165
Shellharbour	15-19	0			F	2404
Shellharbour	15-19	0			M	2660
Shellharbour	15-19	1	0	1	F	181
Shellharbour	15-19	1	0	1	M	88
Shellharbour	15-19	1	1	0	F	9
Shellharbour	15-19	1	1	0	M	3
Shellharbour	20-24				F	107
Shellharbour	20-24				M	137
Shellharbour	20-24	0			F	2094
Shellharbour	20-24	0			M	2412
Shellharbour	20-24	1	0	1	F	123
Shellharbour	20-24	1	0	1	M	67
Shellharbour	20-24	1	1	0	F	225
Shellharbour	20-24	1	1	0	M	99
Shellharbour	20-24	1	1	1	F	15
Shellharbour	20-24	1	1	1	M	4
Shellharbour	25-34				F	281
Shellharbour	25-34				M	269
Shellharbour	25-34	0			F	2454
Shellharbour	25-34	0			M	3129
Shellharbour	25-34	1	0	1	F	171
Shellharbour	25-34	1	0	1	M	101
Shellharbour	25-34	1	1	0	F	2475
Shellharbour	25-34	1	1	0	M	1599
Shellharbour	25-34	1	1	1	F	93
Shellharbour	25-34	1	1	1	M	30
Shellharbour	35-44				F	239
Shellharbour	35-44				M	242
Shellharbour	35-44	0			F	1452
Shellharbour	35-44	0			M	1807
Shellharbour	35-44	1	0	1	F	138
Shellharbour	35-44	1	0	1	M	99
Shellharbour	35-44	1	1	0	F	3782
Shellharbour	35-44	1	1	0	M	3093
Shellharbour	35-44	1	1	1	F	118
Shellharbour	35-44	1	1	1	M	55
Shellharbour	45-54				F	201
Shellharbour	45-54				M	232
Shellharbour	45-54	0			F	3573
Shellharbour	45-54	0			M	3269
Shellharbour	45-54	1	0	1	F	406
Shellharbour	45-54	1	0	1	M	160
Shellharbour	45-54	1	1	0	F	1561
Shellharbour	45-54	1	1	0	M	1697
Shellharbour	45-54	1	1	1	F	51
Shellharbour	45-54	1	1	1	M	34
Shellharbour	55-64				F	199
Shellharbour	55-64				M	208
Shellharbour	55-64	0			F	4228
Shellharbour	55-64	0			M	4352
Shellharbour	55-64	1	0	1	F	1171
Shellharbour	55-64	1	0	1	M	467
Shellharbour	55-64	1	1	0	F	137
Shellharbour	55-64	1	1	0	M	251
Shellharbour	55-64	1	1	1	F	12
Shellharbour	55-64	1	1	1	M	6
Shellharbour	65-74				F	185
Shellharbour	65-74				M	178
Shellharbour	65-74	0			F	3963
Shellharbour	65-74	0			M	3687
Shellharbour	65-74	1	0	1	F	694
Shellharbour	65-74	1	0	1	M	504
Shellharbour	65-74	1	1	0	F	31
Shellharbour	65-74	1	1	0	M	37
Shellharbour	65-74	1	1	1	F	10
Shellharbour	75-84				F	226
Shellharbour	75-84				M	187
Shellharbour	75-84	0			F	2745
Shellharbour	75-84	0			M	2356
Shellharbour	75-84	1	0	1	F	99
Shellharbour	75-84	1	0	1	M	81
Shellharbour	75-84	1	1	0	F	6
Shellharbour	75-84	1	1	0	M	11
Shellharbour	75-84	1	1	1	F	4
Shellharbour	85+				F	151
Shellharbour	85+				M	172
Shellharbour	85+	0			F	999
Shellharbour	85+	0			M	666
Shellharbour	85+	1	0	1	F	5
Shellharbour	85+	1	0	1	M	3
Shellharbour	85+	1	1	0	M	3
South Coast	15-19				F	170
South Coast	15-19				M	208
South Coast	15-19	0			F	1478
South Coast	15-19	0			M	1662
South Coast	15-19	1	0	1	F	119
South Coast	15-19	1	0	1	M	92
South Coast	15-19	1	1	0	F	23
South Coast	15-19	1	1	0	M	6
South Coast	20-24				F	121
South Coast	20-24				M	128
South Coast	20-24	0			F	1106
South Coast	20-24	0			M	1343
South Coast	20-24	1	0	1	F	106
South Coast	20-24	1	0	1	M	67
South Coast	20-24	1	1	0	F	197
South Coast	20-24	1	1	0	M	89
South Coast	20-24	1	1	1	F	8
South Coast	20-24	1	1	1	M	3
South Coast	25-34				F	281
South Coast	25-34				M	280
South Coast	25-34	0			F	1571
South Coast	25-34	0			M	2139
South Coast	25-34	1	0	1	F	170
South Coast	25-34	1	0	1	M	108
South Coast	25-34	1	1	0	F	1719
South Coast	25-34	1	1	0	M	1123
South Coast	25-34	1	1	1	F	100
South Coast	25-34	1	1	1	M	29
South Coast	35-44				F	286
South Coast	35-44				M	279
South Coast	35-44	0			F	1061
South Coast	35-44	0			M	1345
South Coast	35-44	1	0	1	F	118
South Coast	35-44	1	0	1	M	92
South Coast	35-44	1	1	0	F	2395
South Coast	35-44	1	1	0	M	1956
South Coast	35-44	1	1	1	F	144
South Coast	35-44	1	1	1	M	57
South Coast	45-54				F	255
South Coast	45-54				M	316
South Coast	45-54	0			F	2666
South Coast	45-54	0			M	2557
South Coast	45-54	1	0	1	F	364
South Coast	45-54	1	0	1	M	151
South Coast	45-54	1	1	0	F	1082
South Coast	45-54	1	1	0	M	1124
South Coast	45-54	1	1	1	F	56
South Coast	45-54	1	1	1	M	45
South Coast	55-64				F	317
South Coast	55-64				M	348
South Coast	55-64	0			F	4631
South Coast	55-64	0			M	4461
South Coast	55-64	1	0	1	F	934
South Coast	55-64	1	0	1	M	407
South Coast	55-64	1	1	0	F	91
South Coast	55-64	1	1	0	M	219
South Coast	55-64	1	1	1	F	9
South Coast	55-64	1	1	1	M	9
South Coast	65-74				F	324
South Coast	65-74				M	315
South Coast	65-74	0			F	5262
South Coast	65-74	0			M	5264
South Coast	65-74	1	0	1	F	745
South Coast	65-74	1	0	1	M	484
South Coast	65-74	1	1	0	F	18
South Coast	65-74	1	1	0	M	35
South Coast	75-84				F	299
South Coast	75-84				M	255
South Coast	75-84	0			F	3227
South Coast	75-84	0			M	3215
South Coast	75-84	1	0	1	F	93
South Coast	75-84	1	0	1	M	85
South Coast	75-84	1	1	0	F	10
South Coast	75-84	1	1	0	M	7
South Coast	85+				F	179
South Coast	85+				M	108
South Coast	85+	0			F	1340
South Coast	85+	0			M	915
South Coast	85+	1	0	1	F	7
South Coast	85+	1	0	1	M	3
South Coast	85+	1	1	0	F	5
Strathfield	15-19				F	114
Strathfield	15-19				M	119
Strathfield	15-19	0			F	2101
Strathfield	15-19	0			M	2121
Strathfield	15-19	1	0	1	F	82
Strathfield	15-19	1	0	1	M	36
Strathfield	15-19	1	1	0	F	6
Strathfield	15-19	1	1	0	M	4
Strathfield	20-24				F	335
Strathfield	20-24				M	537
Strathfield	20-24	0			F	4664
Strathfield	20-24	0			M	5452
Strathfield	20-24	1	0	1	F	82
Strathfield	20-24	1	0	1	M	53
Strathfield	20-24	1	1	0	F	49
Strathfield	20-24	1	1	0	M	21
Strathfield	25-34				F	714
Strathfield	25-34				M	966
Strathfield	25-34	0			F	8092
Strathfield	25-34	0			M	10016
Strathfield	25-34	1	0	1	F	140
Strathfield	25-34	1	0	1	M	91
Strathfield	25-34	1	1	0	F	1970
Strathfield	25-34	1	1	0	M	1173
Strathfield	25-34	1	1	1	F	20
Strathfield	25-34	1	1	1	M	13
Strathfield	35-44				F	399
Strathfield	35-44				M	462
Strathfield	35-44	0			F	2614
Strathfield	35-44	0			M	3640
Strathfield	35-44	1	0	1	F	68
Strathfield	35-44	1	0	1	M	41
Strathfield	35-44	1	1	0	F	3740
Strathfield	35-44	1	1	0	M	3069
Strathfield	35-44	1	1	1	F	28
Strathfield	35-44	1	1	1	M	19
Strathfield	45-54				F	270
Strathfield	45-54				M	254
Strathfield	45-54	0			F	3533
Strathfield	45-54	0			M	2996
Strathfield	45-54	1	0	1	F	88
Strathfield	45-54	1	0	1	M	31
Strathfield	45-54	1	1	0	F	2013
Strathfield	45-54	1	1	0	M	1916
Strathfield	45-54	1	1	1	F	17
Strathfield	45-54	1	1	1	M	9
Strathfield	55-64				F	227
Strathfield	55-64				M	226
Strathfield	55-64	0			F	4398
Strathfield	55-64	0			M	4137
Strathfield	55-64	1	0	1	F	438
Strathfield	55-64	1	0	1	M	159
Strathfield	55-64	1	1	0	F	265
Strathfield	55-64	1	1	0	M	441
Strathfield	55-64	1	1	1	F	13
Strathfield	65-74				F	165
Strathfield	65-74				M	147
Strathfield	65-74	0			F	3119
Strathfield	65-74	0			M	2831
Strathfield	65-74	1	0	1	F	453
Strathfield	65-74	1	0	1	M	291
Strathfield	65-74	1	1	0	F	79
Strathfield	65-74	1	1	0	M	81
Strathfield	65-74	1	1	1	F	13
Strathfield	75-84				F	189
Strathfield	75-84				M	125
Strathfield	75-84	0			F	2066
Strathfield	75-84	0			M	1716
Strathfield	75-84	1	0	1	F	109
Strathfield	75-84	1	0	1	M	76
Strathfield	75-84	1	1	0	F	18
Strathfield	75-84	1	1	0	M	16
Strathfield	75-84	1	1	1	F	4
Strathfield	85+				F	204
Strathfield	85+				M	105
Strathfield	85+	0			F	1159
Strathfield	85+	0			M	802
Strathfield	85+	1	0	1	F	7
Strathfield	85+	1	0	1	M	9
Strathfield	85+	1	1	0	F	5
Strathfield	85+	1	1	0	M	3
Summer Hill	15-19				F	58
Summer Hill	15-19				M	70
Summer Hill	15-19	0			F	1450
Summer Hill	15-19	0			M	1658
Summer Hill	15-19	1	0	1	F	58
Summer Hill	15-19	1	0	1	M	37
Summer Hill	15-19	1	1	0	M	5
Summer Hill	20-24				F	166
Summer Hill	20-24				M	161
Summer Hill	20-24	0			F	2457
Summer Hill	20-24	0			M	2495
Summer Hill	20-24	1	0	1	F	70
Summer Hill	20-24	1	0	1	M	29
Summer Hill	20-24	1	1	0	F	26
Summer Hill	20-24	1	1	0	M	14
Summer Hill	25-34				F	504
Summer Hill	25-34				M	461
Summer Hill	25-34	0			F	6800
Summer Hill	25-34	0			M	6696
Summer Hill	25-34	1	0	1	F	147
Summer Hill	25-34	1	0	1	M	72
Summer Hill	25-34	1	1	0	F	1095
Summer Hill	25-34	1	1	0	M	662
Summer Hill	25-34	1	1	1	F	6
Summer Hill	25-34	1	1	1	M	4
Summer Hill	35-44				F	256
Summer Hill	35-44				M	300
Summer Hill	35-44	0			F	3029
Summer Hill	35-44	0			M	3376
Summer Hill	35-44	1	0	1	F	107
Summer Hill	35-44	1	0	1	M	49
Summer Hill	35-44	1	1	0	F	3110
Summer Hill	35-44	1	1	0	M	2535
Summer Hill	35-44	1	1	1	F	42
Summer Hill	35-44	1	1	1	M	24
Summer Hill	45-54				F	201
Summer Hill	45-54				M	219
Summer Hill	45-54	0			F	3107
Summer Hill	45-54	0			M	3002
Summer Hill	45-54	1	0	1	F	96
Summer Hill	45-54	1	0	1	M	52
Summer Hill	45-54	1	1	0	F	2164
Summer Hill	45-54	1	1	0	M	1909
Summer Hill	45-54	1	1	1	F	20
Summer Hill	45-54	1	1	1	M	16
Summer Hill	55-64				F	156
Summer Hill	55-64				M	233
Summer Hill	55-64	0			F	3843
Summer Hill	55-64	0			M	3620
Summer Hill	55-64	1	0	1	F	269
Summer Hill	55-64	1	0	1	M	88
Summer Hill	55-64	1	1	0	F	228
Summer Hill	55-64	1	1	0	M	468
Summer Hill	55-64	1	1	1	F	5
Summer Hill	65-74				F	142
Summer Hill	65-74				M	161
Summer Hill	65-74	0			F	2858
Summer Hill	65-74	0			M	2590
Summer Hill	65-74	1	0	1	F	359
Summer Hill	65-74	1	0	1	M	154
Summer Hill	65-74	1	1	0	F	26
Summer Hill	65-74	1	1	0	M	39
Summer Hill	65-74	1	1	1	F	6
Summer Hill	65-74	1	1	1	M	4
Summer Hill	75-84				F	141
Summer Hill	75-84				M	135
Summer Hill	75-84	0			F	1952
Summer Hill	75-84	0			M	1624
Summer Hill	75-84	1	0	1	F	76
Summer Hill	75-84	1	0	1	M	56
Summer Hill	75-84	1	1	0	F	11
Summer Hill	75-84	1	1	0	M	6
Summer Hill	75-84	1	1	1	M	5
Summer Hill	85+				F	132
Summer Hill	85+				M	75
Summer Hill	85+	0			F	1179
Summer Hill	85+	0			M	699
Summer Hill	85+	1	0	1	F	9
Summer Hill	85+	1	1	0	F	5
Swansea	15-19				F	89
Swansea	15-19				M	113
Swansea	15-19	0			F	1715
Swansea	15-19	0			M	1978
Swansea	15-19	1	0	1	F	118
Swansea	15-19	1	0	1	M	83
Swansea	15-19	1	1	0	F	15
Swansea	15-19	1	1	0	M	4
Swansea	15-19	1	1	1	F	7
Swansea	20-24				F	90
Swansea	20-24				M	93
Swansea	20-24	0			F	1429
Swansea	20-24	0			M	1781
Swansea	20-24	1	0	1	F	108
Swansea	20-24	1	0	1	M	43
Swansea	20-24	1	1	0	F	159
Swansea	20-24	1	1	0	M	80
Swansea	20-24	1	1	1	F	8
Swansea	25-34				F	172
Swansea	25-34				M	187
Swansea	25-34	0			F	1555
Swansea	25-34	0			M	2243
Swansea	25-34	1	0	1	F	105
Swansea	25-34	1	0	1	M	88
Swansea	25-34	1	1	0	F	1790
Swansea	25-34	1	1	0	M	1119
Swansea	25-34	1	1	1	F	61
Swansea	25-34	1	1	1	M	35
Swansea	35-44				F	174
Swansea	35-44				M	197
Swansea	35-44	0			F	974
Swansea	35-44	0			M	1295
Swansea	35-44	1	0	1	F	99
Swansea	35-44	1	0	1	M	77
Swansea	35-44	1	1	0	F	2768
Swansea	35-44	1	1	0	M	2194
Swansea	35-44	1	1	1	F	115
Swansea	35-44	1	1	1	M	63
Swansea	45-54				F	170
Swansea	45-54				M	213
Swansea	45-54	0			F	2900
Swansea	45-54	0			M	2793
Swansea	45-54	1	0	1	F	326
Swansea	45-54	1	0	1	M	129
Swansea	45-54	1	1	0	F	1359
Swansea	45-54	1	1	0	M	1379
Swansea	45-54	1	1	1	F	44
Swansea	45-54	1	1	1	M	20
Swansea	55-64				F	191
Swansea	55-64				M	210
Swansea	55-64	0			F	4022
Swansea	55-64	0			M	4105
Swansea	55-64	1	0	1	F	1057
Swansea	55-64	1	0	1	M	444
Swansea	55-64	1	1	0	F	132
Swansea	55-64	1	1	0	M	224
Swansea	55-64	1	1	1	F	7
Swansea	55-64	1	1	1	M	4
Swansea	65-74				F	266
Swansea	65-74				M	207
Swansea	65-74	0			F	4131
Swansea	65-74	0			M	3915
Swansea	65-74	1	0	1	F	906
Swansea	65-74	1	0	1	M	610
Swansea	65-74	1	1	0	F	31
Swansea	65-74	1	1	0	M	40
Swansea	65-74	1	1	1	F	3
Swansea	75-84				F	273
Swansea	75-84				M	225
Swansea	75-84	0			F	2959
Swansea	75-84	0			M	2716
Swansea	75-84	1	0	1	F	115
Swansea	75-84	1	0	1	M	106
Swansea	75-84	1	1	0	F	10
Swansea	75-84	1	1	0	M	9
Swansea	85+				F	174
Swansea	85+				M	113
Swansea	85+	0			F	1075
Swansea	85+	0			M	778
Swansea	85+	1	0	1	F	7
Swansea	85+	1	0	1	M	4
Swansea	85+	1	1	0	F	3
Sydney	15-19				F	93
Sydney	15-19				M	73
Sydney	15-19	0			F	896
Sydney	15-19	0			M	859
Sydney	15-19	1	0	1	F	30
Sydney	15-19	1	0	1	M	24
Sydney	20-24				F	352
Sydney	20-24				M	404
Sydney	20-24	0			F	3437
Sydney	20-24	0			M	3249
Sydney	20-24	1	0	1	F	56
Sydney	20-24	1	0	1	M	13
Sydney	20-24	1	1	0	F	17
Sydney	20-24	1	1	0	M	10
Sydney	25-34				F	1107
Sydney	25-34				M	1326
Sydney	25-34	0			F	11828
Sydney	25-34	0			M	12664
Sydney	25-34	1	0	1	F	148
Sydney	25-34	1	0	1	M	67
Sydney	25-34	1	1	0	F	772
Sydney	25-34	1	1	0	M	495
Sydney	25-34	1	1	1	F	8
Sydney	25-34	1	1	1	M	3
Sydney	35-44				F	580
Sydney	35-44				M	796
Sydney	35-44	0			F	5259
Sydney	35-44	0			M	7252
Sydney	35-44	1	0	1	F	127
Sydney	35-44	1	0	1	M	71
Sydney	35-44	1	1	0	F	2069
Sydney	35-44	1	1	0	M	1720
Sydney	35-44	1	1	1	F	29
Sydney	35-44	1	1	1	M	7
Sydney	45-54				F	298
Sydney	45-54				M	463
Sydney	45-54	0			F	3259
Sydney	45-54	0			M	4470
Sydney	45-54	1	0	1	F	80
Sydney	45-54	1	0	1	M	41
Sydney	45-54	1	1	0	F	1076
Sydney	45-54	1	1	0	M	1109
Sydney	45-54	1	1	1	F	8
Sydney	45-54	1	1	1	M	13
Sydney	55-64				F	221
Sydney	55-64				M	353
Sydney	55-64	0			F	3358
Sydney	55-64	0			M	4156
Sydney	55-64	1	0	1	F	242
Sydney	55-64	1	0	1	M	84
Sydney	55-64	1	1	0	F	143
Sydney	55-64	1	1	0	M	293
Sydney	55-64	1	1	1	F	3
Sydney	55-64	1	1	1	M	3
Sydney	65-74				F	190
Sydney	65-74				M	257
Sydney	65-74	0			F	2614
Sydney	65-74	0			M	2923
Sydney	65-74	1	0	1	F	375
Sydney	65-74	1	0	1	M	208
Sydney	65-74	1	1	0	F	31
Sydney	65-74	1	1	0	M	53
Sydney	65-74	1	1	1	F	3
Sydney	75-84				F	178
Sydney	75-84				M	178
Sydney	75-84	0			F	1473
Sydney	75-84	0			M	1486
Sydney	75-84	1	0	1	F	92
Sydney	75-84	1	0	1	M	67
Sydney	75-84	1	1	0	F	4
Sydney	75-84	1	1	0	M	10
Sydney	85+				F	188
Sydney	85+				M	86
Sydney	85+	0			F	564
Sydney	85+	0			M	445
Sydney	85+	1	0	1	F	5
Sydney	85+	1	0	1	M	4
Tamworth	15-19				F	229
Tamworth	15-19				M	260
Tamworth	15-19	0			F	1943
Tamworth	15-19	0			M	2285
Tamworth	15-19	1	0	1	F	173
Tamworth	15-19	1	0	1	M	97
Tamworth	15-19	1	1	0	F	31
Tamworth	15-19	1	1	0	M	13
Tamworth	20-24				F	170
Tamworth	20-24				M	198
Tamworth	20-24	0			F	1457
Tamworth	20-24	0			M	1708
Tamworth	20-24	1	0	1	F	124
Tamworth	20-24	1	0	1	M	72
Tamworth	20-24	1	1	0	F	317
Tamworth	20-24	1	1	0	M	136
Tamworth	20-24	1	1	1	F	16
Tamworth	25-34				F	404
Tamworth	25-34				M	452
Tamworth	25-34	0			F	2157
Tamworth	25-34	0			M	2840
Tamworth	25-34	1	0	1	F	231
Tamworth	25-34	1	0	1	M	128
Tamworth	25-34	1	1	0	F	2338
Tamworth	25-34	1	1	0	M	1426
Tamworth	25-34	1	1	1	F	134
Tamworth	25-34	1	1	1	M	52
Tamworth	35-44				F	364
Tamworth	35-44				M	371
Tamworth	35-44	0			F	1336
Tamworth	35-44	0			M	1585
Tamworth	35-44	1	0	1	F	134
Tamworth	35-44	1	0	1	M	94
Tamworth	35-44	1	1	0	F	2835
Tamworth	35-44	1	1	0	M	2332
Tamworth	35-44	1	1	1	F	167
Tamworth	35-44	1	1	1	M	82
Tamworth	45-54				F	332
Tamworth	45-54				M	373
Tamworth	45-54	0			F	2805
Tamworth	45-54	0			M	2795
Tamworth	45-54	1	0	1	F	419
Tamworth	45-54	1	0	1	M	169
Tamworth	45-54	1	1	0	F	1183
Tamworth	45-54	1	1	0	M	1237
Tamworth	45-54	1	1	1	F	62
Tamworth	45-54	1	1	1	M	48
Tamworth	55-64				F	315
Tamworth	55-64				M	335
Tamworth	55-64	0			F	3715
Tamworth	55-64	0			M	3821
Tamworth	55-64	1	0	1	F	1013
Tamworth	55-64	1	0	1	M	375
Tamworth	55-64	1	1	0	F	114
Tamworth	55-64	1	1	0	M	246
Tamworth	55-64	1	1	1	F	10
Tamworth	55-64	1	1	1	M	6
Tamworth	65-74				F	285
Tamworth	65-74				M	321
Tamworth	65-74	0			F	3385
Tamworth	65-74	0			M	3570
Tamworth	65-74	1	0	1	F	699
Tamworth	65-74	1	0	1	M	434
Tamworth	65-74	1	1	0	F	38
Tamworth	65-74	1	1	0	M	57
Tamworth	65-74	1	1	1	F	7
Tamworth	65-74	1	1	1	M	6
Tamworth	75-84				F	315
Tamworth	75-84				M	232
Tamworth	75-84	0			F	2566
Tamworth	75-84	0			M	2183
Tamworth	75-84	1	0	1	F	119
Tamworth	75-84	1	0	1	M	85
Tamworth	75-84	1	1	0	F	6
Tamworth	75-84	1	1	0	M	5
Tamworth	85+				F	177
Tamworth	85+				M	129
Tamworth	85+	0			F	1079
Tamworth	85+	0			M	646
Tamworth	85+	1	0	1	F	6
Tamworth	85+	1	0	1	M	6
Terrigal	15-19				F	69
Terrigal	15-19				M	93
Terrigal	15-19	0			F	2125
Terrigal	15-19	0			M	2304
Terrigal	15-19	1	0	1	F	114
Terrigal	15-19	1	0	1	M	74
Terrigal	15-19	1	1	0	F	13
Terrigal	15-19	1	1	0	M	4
Terrigal	20-24				F	66
Terrigal	20-24				M	74
Terrigal	20-24	0			F	1594
Terrigal	20-24	0			M	1757
Terrigal	20-24	1	0	1	F	80
Terrigal	20-24	1	0	1	M	47
Terrigal	20-24	1	1	0	F	77
Terrigal	20-24	1	1	0	M	31
Terrigal	20-24	1	1	1	F	4
Terrigal	25-34				F	148
Terrigal	25-34				M	167
Terrigal	25-34	0			F	1716
Terrigal	25-34	0			M	2167
Terrigal	25-34	1	0	1	F	115
Terrigal	25-34	1	0	1	M	81
Terrigal	25-34	1	1	0	F	1376
Terrigal	25-34	1	1	0	M	834
Terrigal	25-34	1	1	1	F	32
Terrigal	25-34	1	1	1	M	10
Terrigal	35-44				F	198
Terrigal	35-44				M	186
Terrigal	35-44	0			F	861
Terrigal	35-44	0			M	1193
Terrigal	35-44	1	0	1	F	73
Terrigal	35-44	1	0	1	M	59
Terrigal	35-44	1	1	0	F	3510
Terrigal	35-44	1	1	0	M	2769
Terrigal	35-44	1	1	1	F	86
Terrigal	35-44	1	1	1	M	32
Terrigal	45-54				F	159
Terrigal	45-54				M	194
Terrigal	45-54	0			F	2849
Terrigal	45-54	0			M	2519
Terrigal	45-54	1	0	1	F	176
Terrigal	45-54	1	0	1	M	85
Terrigal	45-54	1	1	0	F	2124
Terrigal	45-54	1	1	0	M	2127
Terrigal	45-54	1	1	1	F	34
Terrigal	45-54	1	1	1	M	34
Terrigal	55-64				F	187
Terrigal	55-64				M	192
Terrigal	55-64	0			F	4269
Terrigal	55-64	0			M	3998
Terrigal	55-64	1	0	1	F	884
Terrigal	55-64	1	0	1	M	326
Terrigal	55-64	1	1	0	F	154
Terrigal	55-64	1	1	0	M	358
Terrigal	55-64	1	1	1	F	10
Terrigal	55-64	1	1	1	M	3
Terrigal	65-74				F	262
Terrigal	65-74				M	198
Terrigal	65-74	0			F	4204
Terrigal	65-74	0			M	3801
Terrigal	65-74	1	0	1	F	784
Terrigal	65-74	1	0	1	M	518
Terrigal	65-74	1	1	0	F	33
Terrigal	65-74	1	1	0	M	53
Terrigal	65-74	1	1	1	F	9
Terrigal	65-74	1	1	1	M	3
Terrigal	75-84				F	330
Terrigal	75-84				M	210
Terrigal	75-84	0			F	2908
Terrigal	75-84	0			M	2652
Terrigal	75-84	1	0	1	F	103
Terrigal	75-84	1	0	1	M	94
Terrigal	75-84	1	1	0	F	14
Terrigal	75-84	1	1	0	M	11
Terrigal	75-84	1	1	1	M	4
Terrigal	85+				F	453
Terrigal	85+				M	230
Terrigal	85+	0			F	1151
Terrigal	85+	0			M	768
Terrigal	85+	1	0	1	F	8
Terrigal	85+	1	1	0	M	3
The Entrance	15-19				F	108
The Entrance	15-19				M	135
The Entrance	15-19	0			F	1849
The Entrance	15-19	0			M	2052
The Entrance	15-19	1	0	1	F	139
The Entrance	15-19	1	0	1	M	109
The Entrance	15-19	1	1	0	F	9
The Entrance	15-19	1	1	0	M	10
The Entrance	20-24				F	100
The Entrance	20-24				M	115
The Entrance	20-24	0			F	1600
The Entrance	20-24	0			M	1870
The Entrance	20-24	1	0	1	F	99
The Entrance	20-24	1	0	1	M	46
The Entrance	20-24	1	1	0	F	142
The Entrance	20-24	1	1	0	M	70
The Entrance	20-24	1	1	1	F	3
The Entrance	25-34				F	245
The Entrance	25-34				M	228
The Entrance	25-34	0			F	2175
The Entrance	25-34	0			M	2677
The Entrance	25-34	1	0	1	F	128
The Entrance	25-34	1	0	1	M	70
The Entrance	25-34	1	1	0	F	1912
The Entrance	25-34	1	1	0	M	1216
The Entrance	25-34	1	1	1	F	63
The Entrance	25-34	1	1	1	M	23
The Entrance	35-44				F	247
The Entrance	35-44				M	225
The Entrance	35-44	0			F	1172
The Entrance	35-44	0			M	1575
The Entrance	35-44	1	0	1	F	94
The Entrance	35-44	1	0	1	M	69
The Entrance	35-44	1	1	0	F	3197
The Entrance	35-44	1	1	0	M	2628
The Entrance	35-44	1	1	1	F	95
The Entrance	35-44	1	1	1	M	51
The Entrance	45-54				F	211
The Entrance	45-54				M	214
The Entrance	45-54	0			F	2846
The Entrance	45-54	0			M	2605
The Entrance	45-54	1	0	1	F	245
The Entrance	45-54	1	0	1	M	128
The Entrance	45-54	1	1	0	F	1628
The Entrance	45-54	1	1	0	M	1545
The Entrance	45-54	1	1	1	F	39
The Entrance	45-54	1	1	1	M	30
The Entrance	55-64				F	203
The Entrance	55-64				M	208
The Entrance	55-64	0			F	4072
The Entrance	55-64	0			M	3774
The Entrance	55-64	1	0	1	F	741
The Entrance	55-64	1	0	1	M	301
The Entrance	55-64	1	1	0	F	131
The Entrance	55-64	1	1	0	M	250
The Entrance	55-64	1	1	1	F	4
The Entrance	55-64	1	1	1	M	9
The Entrance	65-74				F	221
The Entrance	65-74				M	218
The Entrance	65-74	0			F	3794
The Entrance	65-74	0			M	3494
The Entrance	65-74	1	0	1	F	578
The Entrance	65-74	1	0	1	M	328
The Entrance	65-74	1	1	0	F	31
The Entrance	65-74	1	1	0	M	36
The Entrance	65-74	1	1	1	F	4
The Entrance	65-74	1	1	1	M	6
The Entrance	75-84				F	276
The Entrance	75-84				M	163
The Entrance	75-84	0			F	2475
The Entrance	75-84	0			M	2045
The Entrance	75-84	1	0	1	F	77
The Entrance	75-84	1	0	1	M	61
The Entrance	75-84	1	1	0	M	5
The Entrance	85+				F	341
The Entrance	85+				M	146
The Entrance	85+	0			F	1222
The Entrance	85+	0			M	700
The Entrance	85+	1	0	1	F	8
The Entrance	85+	1	1	0	F	6
Tweed	15-19				F	120
Tweed	15-19				M	164
Tweed	15-19	0			F	1842
Tweed	15-19	0			M	1877
Tweed	15-19	1	0	1	F	114
Tweed	15-19	1	0	1	M	57
Tweed	15-19	1	1	0	F	13
Tweed	20-24				F	114
Tweed	20-24				M	124
Tweed	20-24	0			F	1356
Tweed	20-24	0			M	1526
Tweed	20-24	1	0	1	F	93
Tweed	20-24	1	0	1	M	62
