SED_NAME16	Age	NeedsAssistance	Sex	persons
Eildon (Northern Victoria)	5-14	0	F	3231
Eildon (Northern Victoria)	5-14	0	M	3282
Eildon (Northern Victoria)	5-14	1	F	108
Eildon (Northern Victoria)	5-14	1	M	217
Eildon (Northern Victoria)	15-19		F	142
Eildon (Northern Victoria)	15-19		M	147
Eildon (Northern Victoria)	15-19	0	F	1501
Eildon (Northern Victoria)	15-19	0	M	1653
Eildon (Northern Victoria)	15-19	1	F	48
Eildon (Northern Victoria)	15-19	1	M	76
Eildon (Northern Victoria)	20-24		F	109
Eildon (Northern Victoria)	20-24		M	137
Eildon (Northern Victoria)	20-24	0	F	1200
Eildon (Northern Victoria)	20-24	0	M	1313
Eildon (Northern Victoria)	20-24	1	F	32
Eildon (Northern Victoria)	20-24	1	M	60
Eildon (Northern Victoria)	25-34		F	230
Eildon (Northern Victoria)	25-34		M	225
Eildon (Northern Victoria)	25-34	0	F	2814
Eildon (Northern Victoria)	25-34	0	M	2766
Eildon (Northern Victoria)	25-34	1	F	69
Eildon (Northern Victoria)	25-34	1	M	68
Eildon (Northern Victoria)	35-44		F	268
Eildon (Northern Victoria)	35-44		M	276
Eildon (Northern Victoria)	35-44	0	F	3201
Eildon (Northern Victoria)	35-44	0	M	2959
Eildon (Northern Victoria)	35-44	1	F	79
Eildon (Northern Victoria)	35-44	1	M	85
Eildon (Northern Victoria)	45-54		F	343
Eildon (Northern Victoria)	45-54		M	353
Eildon (Northern Victoria)	45-54	0	F	3842
Eildon (Northern Victoria)	45-54	0	M	3782
Eildon (Northern Victoria)	45-54	1	F	163
Eildon (Northern Victoria)	45-54	1	M	129
Eildon (Northern Victoria)	55-64		F	322
Eildon (Northern Victoria)	55-64		M	366
Eildon (Northern Victoria)	55-64	0	F	4447
Eildon (Northern Victoria)	55-64	0	M	4294
Eildon (Northern Victoria)	55-64	1	F	247
Eildon (Northern Victoria)	55-64	1	M	219
Eildon (Northern Victoria)	65-74		F	285
Eildon (Northern Victoria)	65-74		M	288
Eildon (Northern Victoria)	65-74	0	F	3695
Eildon (Northern Victoria)	65-74	0	M	3695
Eildon (Northern Victoria)	65-74	1	F	300
Eildon (Northern Victoria)	65-74	1	M	296
Eildon (Northern Victoria)	75-84		F	140
Eildon (Northern Victoria)	75-84		M	164
Eildon (Northern Victoria)	75-84	0	F	1539
Eildon (Northern Victoria)	75-84	0	M	1645
Eildon (Northern Victoria)	75-84	1	F	365
Eildon (Northern Victoria)	75-84	1	M	353
Eildon (Northern Victoria)	85+		F	54
Eildon (Northern Victoria)	85+		M	44
Eildon (Northern Victoria)	85+	0	F	314
Eildon (Northern Victoria)	85+	0	M	281
Eildon (Northern Victoria)	85+	1	F	392
Eildon (Northern Victoria)	85+	1	M	230
Eltham (Eastern Metropolitan)	0-4		F	39
Eltham (Eastern Metropolitan)	0-4		M	40
Eltham (Eastern Metropolitan)	0-4	0	F	1523
Eltham (Eastern Metropolitan)	0-4	0	M	1605
Eltham (Eastern Metropolitan)	0-4	1	F	18
Eltham (Eastern Metropolitan)	0-4	1	M	29
Eltham (Eastern Metropolitan)	5-14		F	91
Eltham (Eastern Metropolitan)	5-14		M	111
Eltham (Eastern Metropolitan)	5-14	0	F	3777
Eltham (Eastern Metropolitan)	5-14	0	M	3798
Eltham (Eastern Metropolitan)	5-14	1	F	104
Eltham (Eastern Metropolitan)	5-14	1	M	185
Eltham (Eastern Metropolitan)	15-19		F	40
Eltham (Eastern Metropolitan)	15-19		M	58
Eltham (Eastern Metropolitan)	15-19	0	F	1703
Eltham (Eastern Metropolitan)	15-19	0	M	1849
Eltham (Eastern Metropolitan)	15-19	1	F	55
Eltham (Eastern Metropolitan)	15-19	1	M	62
Eltham (Eastern Metropolitan)	20-24		F	33
Eltham (Eastern Metropolitan)	20-24		M	41
Eltham (Eastern Metropolitan)	20-24	0	F	1423
Eltham (Eastern Metropolitan)	20-24	0	M	1508
Eltham (Eastern Metropolitan)	20-24	1	F	25
Eltham (Eastern Metropolitan)	20-24	1	M	43
Eltham (Eastern Metropolitan)	25-34		F	75
Eltham (Eastern Metropolitan)	25-34		M	62
Eltham (Eastern Metropolitan)	25-34	0	F	2589
Eltham (Eastern Metropolitan)	25-34	0	M	2480
Eltham (Eastern Metropolitan)	25-34	1	F	59
Eltham (Eastern Metropolitan)	25-34	1	M	76
Eltham (Eastern Metropolitan)	35-44		F	108
Eltham (Eastern Metropolitan)	35-44		M	96
Eltham (Eastern Metropolitan)	35-44	0	F	4038
Eltham (Eastern Metropolitan)	35-44	0	M	3624
Eltham (Eastern Metropolitan)	35-44	1	F	53
Eltham (Eastern Metropolitan)	35-44	1	M	67
Eltham (Eastern Metropolitan)	45-54		F	114
Eltham (Eastern Metropolitan)	45-54		M	113
Eltham (Eastern Metropolitan)	45-54	0	F	4363
Eltham (Eastern Metropolitan)	45-54	0	M	4052
Eltham (Eastern Metropolitan)	45-54	1	F	85
Eltham (Eastern Metropolitan)	45-54	1	M	66
Eltham (Eastern Metropolitan)	55-64		F	115
Eltham (Eastern Metropolitan)	55-64		M	101
Eltham (Eastern Metropolitan)	55-64	0	F	4108
Eltham (Eastern Metropolitan)	55-64	0	M	3624
Eltham (Eastern Metropolitan)	55-64	1	F	131
Eltham (Eastern Metropolitan)	55-64	1	M	134
Eltham (Eastern Metropolitan)	65-74		F	99
Eltham (Eastern Metropolitan)	65-74		M	93
Eltham (Eastern Metropolitan)	65-74	0	F	3342
Eltham (Eastern Metropolitan)	65-74	0	M	3051
Eltham (Eastern Metropolitan)	65-74	1	F	203
Eltham (Eastern Metropolitan)	65-74	1	M	153
Eltham (Eastern Metropolitan)	75-84		F	76
Eltham (Eastern Metropolitan)	75-84		M	75
Eltham (Eastern Metropolitan)	75-84	0	F	1379
Eltham (Eastern Metropolitan)	75-84	0	M	1299
Eltham (Eastern Metropolitan)	75-84	1	F	294
Eltham (Eastern Metropolitan)	75-84	1	M	214
Eltham (Eastern Metropolitan)	85+		F	77
Eltham (Eastern Metropolitan)	85+		M	41
Eltham (Eastern Metropolitan)	85+	0	F	251
Eltham (Eastern Metropolitan)	85+	0	M	207
Eltham (Eastern Metropolitan)	85+	1	F	304
Eltham (Eastern Metropolitan)	85+	1	M	152
Essendon (Western Metropolitan)	0-4		F	82
Essendon (Western Metropolitan)	0-4		M	96
Essendon (Western Metropolitan)	0-4	0	F	1567
Essendon (Western Metropolitan)	0-4	0	M	1620
Essendon (Western Metropolitan)	0-4	1	F	17
Essendon (Western Metropolitan)	0-4	1	M	17
Essendon (Western Metropolitan)	5-14		F	136
Essendon (Western Metropolitan)	5-14		M	154
Essendon (Western Metropolitan)	5-14	0	F	3357
Essendon (Western Metropolitan)	5-14	0	M	3529
Essendon (Western Metropolitan)	5-14	1	F	63
Essendon (Western Metropolitan)	5-14	1	M	138
Essendon (Western Metropolitan)	15-19		F	66
Essendon (Western Metropolitan)	15-19		M	64
Essendon (Western Metropolitan)	15-19	0	F	1617
Essendon (Western Metropolitan)	15-19	0	M	1708
Essendon (Western Metropolitan)	15-19	1	F	31
Essendon (Western Metropolitan)	15-19	1	M	68
Essendon (Western Metropolitan)	20-24		F	104
Essendon (Western Metropolitan)	20-24		M	105
Essendon (Western Metropolitan)	20-24	0	F	2377
Essendon (Western Metropolitan)	20-24	0	M	2217
Essendon (Western Metropolitan)	20-24	1	F	42
Essendon (Western Metropolitan)	20-24	1	M	36
Essendon (Western Metropolitan)	25-34		F	351
Essendon (Western Metropolitan)	25-34		M	296
Essendon (Western Metropolitan)	25-34	0	F	5976
Essendon (Western Metropolitan)	25-34	0	M	5634
Essendon (Western Metropolitan)	25-34	1	F	95
Essendon (Western Metropolitan)	25-34	1	M	82
Essendon (Western Metropolitan)	35-44		F	248
Essendon (Western Metropolitan)	35-44		M	232
Essendon (Western Metropolitan)	35-44	0	F	5078
Essendon (Western Metropolitan)	35-44	0	M	4778
Essendon (Western Metropolitan)	35-44	1	F	70
Essendon (Western Metropolitan)	35-44	1	M	69
Essendon (Western Metropolitan)	45-54		F	201
Essendon (Western Metropolitan)	45-54		M	217
Essendon (Western Metropolitan)	45-54	0	F	4663
Essendon (Western Metropolitan)	45-54	0	M	4330
Essendon (Western Metropolitan)	45-54	1	F	117
Essendon (Western Metropolitan)	45-54	1	M	96
Essendon (Western Metropolitan)	55-64		F	168
Essendon (Western Metropolitan)	55-64		M	186
Essendon (Western Metropolitan)	55-64	0	F	3849
Essendon (Western Metropolitan)	55-64	0	M	3558
Essendon (Western Metropolitan)	55-64	1	F	181
Essendon (Western Metropolitan)	55-64	1	M	149
Essendon (Western Metropolitan)	65-74		F	114
Essendon (Western Metropolitan)	65-74		M	110
Essendon (Western Metropolitan)	65-74	0	F	2635
Essendon (Western Metropolitan)	65-74	0	M	2519
Essendon (Western Metropolitan)	65-74	1	F	271
Essendon (Western Metropolitan)	65-74	1	M	180
Essendon (Western Metropolitan)	75-84		F	80
Essendon (Western Metropolitan)	75-84		M	70
Essendon (Western Metropolitan)	75-84	0	F	994
Essendon (Western Metropolitan)	75-84	0	M	956
Essendon (Western Metropolitan)	75-84	1	F	525
Essendon (Western Metropolitan)	75-84	1	M	267
Essendon (Western Metropolitan)	85+		F	40
Essendon (Western Metropolitan)	85+		M	29
Essendon (Western Metropolitan)	85+	0	F	282
Essendon (Western Metropolitan)	85+	0	M	204
Essendon (Western Metropolitan)	85+	1	F	615
Essendon (Western Metropolitan)	85+	1	M	285
Euroa (Northern Victoria)	0-4		F	124
Euroa (Northern Victoria)	0-4		M	133
Euroa (Northern Victoria)	0-4	0	F	1460
Euroa (Northern Victoria)	0-4	0	M	1534
Euroa (Northern Victoria)	0-4	1	F	19
Euroa (Northern Victoria)	0-4	1	M	26
Euroa (Northern Victoria)	5-14		F	352
Euroa (Northern Victoria)	5-14		M	368
Euroa (Northern Victoria)	5-14	0	F	3155
Euroa (Northern Victoria)	5-14	0	M	3206
Euroa (Northern Victoria)	5-14	1	F	139
Euroa (Northern Victoria)	5-14	1	M	286
Euroa (Northern Victoria)	15-19		F	134
Euroa (Northern Victoria)	15-19		M	189
Euroa (Northern Victoria)	15-19	0	F	1479
Euroa (Northern Victoria)	15-19	0	M	1708
Euroa (Northern Victoria)	15-19	1	F	54
Euroa (Northern Victoria)	15-19	1	M	89
Euroa (Northern Victoria)	20-24		F	106
Euroa (Northern Victoria)	20-24		M	158
Euroa (Northern Victoria)	20-24	0	F	1313
Euroa (Northern Victoria)	20-24	0	M	1580
Euroa (Northern Victoria)	20-24	1	F	33
Euroa (Northern Victoria)	20-24	1	M	74
Euroa (Northern Victoria)	25-34		F	286
Euroa (Northern Victoria)	25-34		M	373
Euroa (Northern Victoria)	25-34	0	F	3114
Euroa (Northern Victoria)	25-34	0	M	3044
Euroa (Northern Victoria)	25-34	1	F	92
Euroa (Northern Victoria)	25-34	1	M	119
Euroa (Northern Victoria)	35-44		F	317
Euroa (Northern Victoria)	35-44		M	363
Euroa (Northern Victoria)	35-44	0	F	3215
Euroa (Northern Victoria)	35-44	0	M	2943
Euroa (Northern Victoria)	35-44	1	F	116
Euroa (Northern Victoria)	35-44	1	M	116
Euroa (Northern Victoria)	45-54		F	351
Euroa (Northern Victoria)	45-54		M	394
Euroa (Northern Victoria)	45-54	0	F	3999
Euroa (Northern Victoria)	45-54	0	M	3749
Euroa (Northern Victoria)	45-54	1	F	199
Euroa (Northern Victoria)	45-54	1	M	185
Euroa (Northern Victoria)	55-64		F	407
Euroa (Northern Victoria)	55-64		M	450
Euroa (Northern Victoria)	55-64	0	F	4604
Euroa (Northern Victoria)	55-64	0	M	4467
Euroa (Northern Victoria)	55-64	1	F	339
Euroa (Northern Victoria)	55-64	1	M	298
Euroa (Northern Victoria)	65-74		F	293
Euroa (Northern Victoria)	65-74		M	379
Euroa (Northern Victoria)	65-74	0	F	4059
Euroa (Northern Victoria)	65-74	0	M	4225
Euroa (Northern Victoria)	65-74	1	F	418
Euroa (Northern Victoria)	65-74	1	M	444
Euroa (Northern Victoria)	75-84		F	225
Euroa (Northern Victoria)	75-84		M	223
Euroa (Northern Victoria)	75-84	0	F	1893
Euroa (Northern Victoria)	75-84	0	M	1999
Euroa (Northern Victoria)	75-84	1	F	544
Euroa (Northern Victoria)	75-84	1	M	460
Euroa (Northern Victoria)	85+		F	133
Euroa (Northern Victoria)	85+		M	57
Euroa (Northern Victoria)	85+	0	F	487
Euroa (Northern Victoria)	85+	0	M	379
Euroa (Northern Victoria)	85+	1	F	557
Euroa (Northern Victoria)	85+	1	M	327
Evelyn (Eastern Victoria)	0-4		F	55
Evelyn (Eastern Victoria)	0-4		M	69
Evelyn (Eastern Victoria)	0-4	0	F	1843
Evelyn (Eastern Victoria)	0-4	0	M	1887
Evelyn (Eastern Victoria)	0-4	1	F	23
Evelyn (Eastern Victoria)	0-4	1	M	36
Evelyn (Eastern Victoria)	5-14		F	115
Evelyn (Eastern Victoria)	5-14		M	126
Evelyn (Eastern Victoria)	5-14	0	F	3442
Evelyn (Eastern Victoria)	5-14	0	M	3507
Evelyn (Eastern Victoria)	5-14	1	F	143
Evelyn (Eastern Victoria)	5-14	1	M	293
Evelyn (Eastern Victoria)	15-19		F	59
Evelyn (Eastern Victoria)	15-19		M	65
Evelyn (Eastern Victoria)	15-19	0	F	1733
Evelyn (Eastern Victoria)	15-19	0	M	1794
Evelyn (Eastern Victoria)	15-19	1	F	56
Evelyn (Eastern Victoria)	15-19	1	M	102
Evelyn (Eastern Victoria)	20-24		F	47
Evelyn (Eastern Victoria)	20-24		M	61
Evelyn (Eastern Victoria)	20-24	0	F	1673
Evelyn (Eastern Victoria)	20-24	0	M	1773
Evelyn (Eastern Victoria)	20-24	1	F	54
Evelyn (Eastern Victoria)	20-24	1	M	60
Evelyn (Eastern Victoria)	25-34		F	123
Evelyn (Eastern Victoria)	25-34		M	141
Evelyn (Eastern Victoria)	25-34	0	F	3866
Evelyn (Eastern Victoria)	25-34	0	M	3804
Evelyn (Eastern Victoria)	25-34	1	F	100
Evelyn (Eastern Victoria)	25-34	1	M	106
Evelyn (Eastern Victoria)	35-44		F	114
Evelyn (Eastern Victoria)	35-44		M	131
Evelyn (Eastern Victoria)	35-44	0	F	3864
Evelyn (Eastern Victoria)	35-44	0	M	3766
Evelyn (Eastern Victoria)	35-44	1	F	112
Evelyn (Eastern Victoria)	35-44	1	M	81
Evelyn (Eastern Victoria)	45-54		F	132
Evelyn (Eastern Victoria)	45-54		M	141
Evelyn (Eastern Victoria)	45-54	0	F	3906
Evelyn (Eastern Victoria)	45-54	0	M	3568
Evelyn (Eastern Victoria)	45-54	1	F	158
Evelyn (Eastern Victoria)	45-54	1	M	131
Evelyn (Eastern Victoria)	55-64		F	109
Evelyn (Eastern Victoria)	55-64		M	115
Evelyn (Eastern Victoria)	55-64	0	F	3516
Evelyn (Eastern Victoria)	55-64	0	M	3310
Evelyn (Eastern Victoria)	55-64	1	F	187
Evelyn (Eastern Victoria)	55-64	1	M	145
Evelyn (Eastern Victoria)	65-74		F	85
Evelyn (Eastern Victoria)	65-74		M	89
Evelyn (Eastern Victoria)	65-74	0	F	2821
Evelyn (Eastern Victoria)	65-74	0	M	2459
Evelyn (Eastern Victoria)	65-74	1	F	252
Evelyn (Eastern Victoria)	65-74	1	M	202
Evelyn (Eastern Victoria)	75-84		F	65
Evelyn (Eastern Victoria)	75-84		M	68
Evelyn (Eastern Victoria)	75-84	0	F	1339
Evelyn (Eastern Victoria)	75-84	0	M	1316
Evelyn (Eastern Victoria)	75-84	1	F	336
Evelyn (Eastern Victoria)	75-84	1	M	226
Evelyn (Eastern Victoria)	85+		F	28
Evelyn (Eastern Victoria)	85+		M	22
Evelyn (Eastern Victoria)	85+	0	F	240
Evelyn (Eastern Victoria)	85+	0	M	222
Evelyn (Eastern Victoria)	85+	1	F	301
Evelyn (Eastern Victoria)	85+	1	M	145
Ferntree Gully (Eastern Metropolitan)	0-4		F	57
Ferntree Gully (Eastern Metropolitan)	0-4		M	64
Ferntree Gully (Eastern Metropolitan)	0-4	0	F	1513
Ferntree Gully (Eastern Metropolitan)	0-4	0	M	1506
Ferntree Gully (Eastern Metropolitan)	0-4	1	F	12
Ferntree Gully (Eastern Metropolitan)	0-4	1	M	27
Ferntree Gully (Eastern Metropolitan)	5-14		F	105
Ferntree Gully (Eastern Metropolitan)	5-14		M	107
Ferntree Gully (Eastern Metropolitan)	5-14	0	F	3144
Ferntree Gully (Eastern Metropolitan)	5-14	0	M	3388
Ferntree Gully (Eastern Metropolitan)	5-14	1	F	106
Ferntree Gully (Eastern Metropolitan)	5-14	1	M	199
Ferntree Gully (Eastern Metropolitan)	15-19		F	50
Ferntree Gully (Eastern Metropolitan)	15-19		M	49
Ferntree Gully (Eastern Metropolitan)	15-19	0	F	1555
Ferntree Gully (Eastern Metropolitan)	15-19	0	M	1661
Ferntree Gully (Eastern Metropolitan)	15-19	1	F	42
Ferntree Gully (Eastern Metropolitan)	15-19	1	M	89
Ferntree Gully (Eastern Metropolitan)	20-24		F	51
Ferntree Gully (Eastern Metropolitan)	20-24		M	53
Ferntree Gully (Eastern Metropolitan)	20-24	0	F	1543
Ferntree Gully (Eastern Metropolitan)	20-24	0	M	1667
Ferntree Gully (Eastern Metropolitan)	20-24	1	F	44
Ferntree Gully (Eastern Metropolitan)	20-24	1	M	61
Ferntree Gully (Eastern Metropolitan)	25-34		F	142
Ferntree Gully (Eastern Metropolitan)	25-34		M	142
Ferntree Gully (Eastern Metropolitan)	25-34	0	F	3451
Ferntree Gully (Eastern Metropolitan)	25-34	0	M	3487
Ferntree Gully (Eastern Metropolitan)	25-34	1	F	89
Ferntree Gully (Eastern Metropolitan)	25-34	1	M	78
Ferntree Gully (Eastern Metropolitan)	35-44		F	134
Ferntree Gully (Eastern Metropolitan)	35-44		M	134
Ferntree Gully (Eastern Metropolitan)	35-44	0	F	4177
Ferntree Gully (Eastern Metropolitan)	35-44	0	M	3918
Ferntree Gully (Eastern Metropolitan)	35-44	1	F	111
Ferntree Gully (Eastern Metropolitan)	35-44	1	M	103
Ferntree Gully (Eastern Metropolitan)	45-54		F	98
Ferntree Gully (Eastern Metropolitan)	45-54		M	110
Ferntree Gully (Eastern Metropolitan)	45-54	0	F	3727
Ferntree Gully (Eastern Metropolitan)	45-54	0	M	3490
Ferntree Gully (Eastern Metropolitan)	45-54	1	F	103
Ferntree Gully (Eastern Metropolitan)	45-54	1	M	97
Ferntree Gully (Eastern Metropolitan)	55-64		F	99
Ferntree Gully (Eastern Metropolitan)	55-64		M	98
Ferntree Gully (Eastern Metropolitan)	55-64	0	F	3734
Ferntree Gully (Eastern Metropolitan)	55-64	0	M	3225
Ferntree Gully (Eastern Metropolitan)	55-64	1	F	182
Ferntree Gully (Eastern Metropolitan)	55-64	1	M	142
Ferntree Gully (Eastern Metropolitan)	65-74		F	108
Ferntree Gully (Eastern Metropolitan)	65-74		M	98
Ferntree Gully (Eastern Metropolitan)	65-74	0	F	3164
Ferntree Gully (Eastern Metropolitan)	65-74	0	M	2812
Ferntree Gully (Eastern Metropolitan)	65-74	1	F	303
Ferntree Gully (Eastern Metropolitan)	65-74	1	M	244
Ferntree Gully (Eastern Metropolitan)	75-84		F	108
Ferntree Gully (Eastern Metropolitan)	75-84		M	76
Ferntree Gully (Eastern Metropolitan)	75-84	0	F	1422
Ferntree Gully (Eastern Metropolitan)	75-84	0	M	1226
Ferntree Gully (Eastern Metropolitan)	75-84	1	F	469
Ferntree Gully (Eastern Metropolitan)	75-84	1	M	294
Ferntree Gully (Eastern Metropolitan)	85+		F	107
Ferntree Gully (Eastern Metropolitan)	85+		M	47
Ferntree Gully (Eastern Metropolitan)	85+	0	F	341
Ferntree Gully (Eastern Metropolitan)	85+	0	M	264
Ferntree Gully (Eastern Metropolitan)	85+	1	F	583
Ferntree Gully (Eastern Metropolitan)	85+	1	M	261
Footscray (Western Metropolitan)	0-4		F	146
Footscray (Western Metropolitan)	0-4		M	121
Footscray (Western Metropolitan)	0-4	0	F	2065
Footscray (Western Metropolitan)	0-4	0	M	2203
Footscray (Western Metropolitan)	0-4	1	F	20
Footscray (Western Metropolitan)	0-4	1	M	36
Footscray (Western Metropolitan)	5-14		F	235
Footscray (Western Metropolitan)	5-14		M	289
Footscray (Western Metropolitan)	5-14	0	F	3337
Footscray (Western Metropolitan)	5-14	0	M	3642
Footscray (Western Metropolitan)	5-14	1	F	93
Footscray (Western Metropolitan)	5-14	1	M	227
Footscray (Western Metropolitan)	15-19		F	106
Footscray (Western Metropolitan)	15-19		M	122
Footscray (Western Metropolitan)	15-19	0	F	1676
Footscray (Western Metropolitan)	15-19	0	M	1610
Footscray (Western Metropolitan)	15-19	1	F	42
Footscray (Western Metropolitan)	15-19	1	M	70
Footscray (Western Metropolitan)	20-24		F	178
Footscray (Western Metropolitan)	20-24		M	217
Footscray (Western Metropolitan)	20-24	0	F	2659
Footscray (Western Metropolitan)	20-24	0	M	2786
Footscray (Western Metropolitan)	20-24	1	F	50
Footscray (Western Metropolitan)	20-24	1	M	70
Footscray (Western Metropolitan)	25-34		F	578
Footscray (Western Metropolitan)	25-34		M	740
Footscray (Western Metropolitan)	25-34	0	F	8350
Footscray (Western Metropolitan)	25-34	0	M	9039
Footscray (Western Metropolitan)	25-34	1	F	162
Footscray (Western Metropolitan)	25-34	1	M	122
Footscray (Western Metropolitan)	35-44		F	381
Footscray (Western Metropolitan)	35-44		M	459
Footscray (Western Metropolitan)	35-44	0	F	6182
Footscray (Western Metropolitan)	35-44	0	M	6566
Footscray (Western Metropolitan)	35-44	1	F	143
Footscray (Western Metropolitan)	35-44	1	M	127
Footscray (Western Metropolitan)	45-54		F	259
Footscray (Western Metropolitan)	45-54		M	315
Footscray (Western Metropolitan)	45-54	0	F	4572
Footscray (Western Metropolitan)	45-54	0	M	4514
Footscray (Western Metropolitan)	45-54	1	F	183
Footscray (Western Metropolitan)	45-54	1	M	187
Footscray (Western Metropolitan)	55-64		F	207
Footscray (Western Metropolitan)	55-64		M	258
Footscray (Western Metropolitan)	55-64	0	F	3511
Footscray (Western Metropolitan)	55-64	0	M	3496
Footscray (Western Metropolitan)	55-64	1	F	374
Footscray (Western Metropolitan)	55-64	1	M	318
Footscray (Western Metropolitan)	65-74		F	165
Footscray (Western Metropolitan)	65-74		M	184
Footscray (Western Metropolitan)	65-74	0	F	2410
Footscray (Western Metropolitan)	65-74	0	M	2208
Footscray (Western Metropolitan)	65-74	1	F	555
Footscray (Western Metropolitan)	65-74	1	M	439
Footscray (Western Metropolitan)	75-84		F	108
Footscray (Western Metropolitan)	75-84		M	106
Footscray (Western Metropolitan)	75-84	0	F	903
Footscray (Western Metropolitan)	75-84	0	M	948
Footscray (Western Metropolitan)	75-84	1	F	783
Footscray (Western Metropolitan)	75-84	1	M	469
Footscray (Western Metropolitan)	85+		F	97
Footscray (Western Metropolitan)	85+		M	48
Footscray (Western Metropolitan)	85+	0	F	220
Footscray (Western Metropolitan)	85+	0	M	200
Footscray (Western Metropolitan)	85+	1	F	589
Footscray (Western Metropolitan)	85+	1	M	307
Forest Hill (Eastern Metropolitan)	0-4		F	50
Forest Hill (Eastern Metropolitan)	0-4		M	46
Forest Hill (Eastern Metropolitan)	0-4	0	F	1191
Forest Hill (Eastern Metropolitan)	0-4	0	M	1397
Forest Hill (Eastern Metropolitan)	0-4	1	F	13
Forest Hill (Eastern Metropolitan)	0-4	1	M	15
Forest Hill (Eastern Metropolitan)	5-14		F	104
Forest Hill (Eastern Metropolitan)	5-14		M	87
Forest Hill (Eastern Metropolitan)	5-14	0	F	3419
Forest Hill (Eastern Metropolitan)	5-14	0	M	3552
Forest Hill (Eastern Metropolitan)	5-14	1	F	64
Forest Hill (Eastern Metropolitan)	5-14	1	M	137
Forest Hill (Eastern Metropolitan)	15-19		F	31
Forest Hill (Eastern Metropolitan)	15-19		M	49
Forest Hill (Eastern Metropolitan)	15-19	0	F	1679
Forest Hill (Eastern Metropolitan)	15-19	0	M	1811
Forest Hill (Eastern Metropolitan)	15-19	1	F	30
Forest Hill (Eastern Metropolitan)	15-19	1	M	66
Forest Hill (Eastern Metropolitan)	20-24		F	49
Forest Hill (Eastern Metropolitan)	20-24		M	77
Forest Hill (Eastern Metropolitan)	20-24	0	F	1648
Forest Hill (Eastern Metropolitan)	20-24	0	M	1955
Forest Hill (Eastern Metropolitan)	20-24	1	F	45
Forest Hill (Eastern Metropolitan)	20-24	1	M	42
Forest Hill (Eastern Metropolitan)	25-34		F	100
Forest Hill (Eastern Metropolitan)	25-34		M	129
Forest Hill (Eastern Metropolitan)	25-34	0	F	3105
Forest Hill (Eastern Metropolitan)	25-34	0	M	3150
Forest Hill (Eastern Metropolitan)	25-34	1	F	56
Forest Hill (Eastern Metropolitan)	25-34	1	M	73
Forest Hill (Eastern Metropolitan)	35-44		F	114
Forest Hill (Eastern Metropolitan)	35-44		M	123
Forest Hill (Eastern Metropolitan)	35-44	0	F	4037
Forest Hill (Eastern Metropolitan)	35-44	0	M	3738
Forest Hill (Eastern Metropolitan)	35-44	1	F	74
Forest Hill (Eastern Metropolitan)	35-44	1	M	72
Forest Hill (Eastern Metropolitan)	45-54		F	99
Forest Hill (Eastern Metropolitan)	45-54		M	114
Forest Hill (Eastern Metropolitan)	45-54	0	F	4136
Forest Hill (Eastern Metropolitan)	45-54	0	M	3797
Forest Hill (Eastern Metropolitan)	45-54	1	F	126
Forest Hill (Eastern Metropolitan)	45-54	1	M	71
Forest Hill (Eastern Metropolitan)	55-64		F	72
Forest Hill (Eastern Metropolitan)	55-64		M	69
Forest Hill (Eastern Metropolitan)	55-64	0	F	3430
Forest Hill (Eastern Metropolitan)	55-64	0	M	3165
Forest Hill (Eastern Metropolitan)	55-64	1	F	174
Forest Hill (Eastern Metropolitan)	55-64	1	M	127
Forest Hill (Eastern Metropolitan)	65-74		F	112
Forest Hill (Eastern Metropolitan)	65-74		M	101
Forest Hill (Eastern Metropolitan)	65-74	0	F	3090
Forest Hill (Eastern Metropolitan)	65-74	0	M	2560
Forest Hill (Eastern Metropolitan)	65-74	1	F	370
Forest Hill (Eastern Metropolitan)	65-74	1	M	214
Forest Hill (Eastern Metropolitan)	75-84		F	120
Forest Hill (Eastern Metropolitan)	75-84		M	96
Forest Hill (Eastern Metropolitan)	75-84	0	F	2032
Forest Hill (Eastern Metropolitan)	75-84	0	M	1712
Forest Hill (Eastern Metropolitan)	75-84	1	F	643
Forest Hill (Eastern Metropolitan)	75-84	1	M	389
Forest Hill (Eastern Metropolitan)	85+		F	153
Forest Hill (Eastern Metropolitan)	85+		M	67
Forest Hill (Eastern Metropolitan)	85+	0	F	512
Forest Hill (Eastern Metropolitan)	85+	0	M	464
Forest Hill (Eastern Metropolitan)	85+	1	F	695
Forest Hill (Eastern Metropolitan)	85+	1	M	379
Frankston (South-Eastern Metropolitan)	0-4		F	106
Frankston (South-Eastern Metropolitan)	0-4		M	107
Frankston (South-Eastern Metropolitan)	0-4	0	F	1605
Frankston (South-Eastern Metropolitan)	0-4	0	M	1607
Frankston (South-Eastern Metropolitan)	0-4	1	F	26
Frankston (South-Eastern Metropolitan)	0-4	1	M	53
Frankston (South-Eastern Metropolitan)	5-14		F	252
Frankston (South-Eastern Metropolitan)	5-14		M	240
Frankston (South-Eastern Metropolitan)	5-14	0	F	3198
Frankston (South-Eastern Metropolitan)	5-14	0	M	3246
Frankston (South-Eastern Metropolitan)	5-14	1	F	181
Frankston (South-Eastern Metropolitan)	5-14	1	M	294
Frankston (South-Eastern Metropolitan)	15-19		F	127
Frankston (South-Eastern Metropolitan)	15-19		M	116
Frankston (South-Eastern Metropolitan)	15-19	0	F	1446
Frankston (South-Eastern Metropolitan)	15-19	0	M	1615
