SED_NAME21	AustCitizen	Sex	persons
Bundamba	0	M	7769
Bundamba	1	F	28101
Bundamba	1	M	27555
Burdekin	0	F	4377
Burdekin	0	M	6570
Burdekin	1	F	21719
Burdekin	1	M	23283
Burleigh	0	F	4042
Burleigh	0	M	3605
Burleigh	1	F	22445
Burleigh	1	M	20230
Burnett	0	F	2846
Burnett	0	M	3051
Burnett	1	F	21979
Burnett	1	M	22227
Cairns	0	F	6922
Cairns	0	M	6597
Cairns	1	F	22696
Cairns	1	M	22728
Callide	0	F	3620
Callide	0	M	4191
Callide	1	F	21358
Callide	1	M	21873
Caloundra	0	F	3766
Caloundra	0	M	3617
Caloundra	1	F	25500
Caloundra	1	M	23331
Capalaba	0	F	2992
Capalaba	0	M	2804
Capalaba	1	F	23216
Capalaba	1	M	22487
Chatsworth	0	F	3010
Chatsworth	0	M	2862
Chatsworth	1	F	23623
Chatsworth	1	M	22218
Clayfield	0	F	4775
Clayfield	0	M	4648
Clayfield	1	F	25029
Clayfield	1	M	23691
Condamine	0	F	2465
Condamine	0	M	2601
Condamine	1	F	25354
Condamine	1	M	24883
Cook	0	F	4015
Cook	0	M	4213
Cook	1	F	21932
Cook	1	M	22383
Coomera	0	F	9029
Coomera	0	M	9131
Coomera	1	F	34607
Coomera	1	M	33216
Cooper	0	F	2871
Cooper	0	M	2770
Cooper	1	F	23831
Cooper	1	M	23034
Currumbin	0	F	3067
Currumbin	0	M	2887
Currumbin	1	F	21695
Currumbin	1	M	20442
Everton	0	F	2262
Everton	0	M	2182
Everton	1	F	24818
Everton	1	M	23771
Ferny Grove	0	F	2378
Ferny Grove	0	M	2353
Ferny Grove	1	F	24002
Ferny Grove	1	M	23612
Gaven	0	F	4212
Gaven	0	M	4111
Gaven	1	F	21221
Gaven	1	M	20498
Gladstone	0	F	3103
Gladstone	0	M	3237
Gladstone	1	F	21857
Gladstone	1	M	22126
Glass House	0	F	2665
Glass House	0	M	4157
Glass House	1	F	21835
Glass House	1	M	21206
Greenslopes	0	F	3866
Greenslopes	0	M	3556
Greenslopes	1	F	23732
Greenslopes	1	M	22496
Gregory	0	F	2991
Gregory	0	M	3624
Gregory	1	F	16195
Gregory	1	M	16683
Gympie	0	F	2784
Gympie	0	M	2947
Gympie	1	F	24448
Gympie	1	M	24077
Hervey Bay	0	F	3274
Hervey Bay	0	M	2989
Hervey Bay	1	F	25491
Hervey Bay	1	M	22895
Hill	0	F	4002
Hill	0	M	5466
Hill	1	F	23753
Hill	1	M	23888
Hinchinbrook	0	F	2388
Hinchinbrook	0	M	2611
Hinchinbrook	1	F	22841
Hinchinbrook	1	M	23400
Inala	0	F	7468
Inala	0	M	9704
Inala	1	F	24655
Inala	1	M	23769
Ipswich	0	F	2803
Ipswich	0	M	2633
Ipswich	1	F	23036
Ipswich	1	M	22048
Ipswich West	0	F	2568
Ipswich West	0	M	3442
Ipswich West	1	F	24378
Ipswich West	1	M	23448
Jordan	0	F	5739
Jordan	0	M	5341
Jordan	1	F	29196
Jordan	1	M	28850
Kawana	0	F	3283
Kawana	0	M	3059
Kawana	1	F	24186
Kawana	1	M	21927
Keppel	0	F	2893
Keppel	0	M	3426
Keppel	1	F	23976
Keppel	1	M	23198
Kurwongbah	0	F	3276
Kurwongbah	0	M	3104
Kurwongbah	1	F	25988
Kurwongbah	1	M	25035
Lockyer	0	F	3519
Lockyer	0	M	3328
Lockyer	1	F	23048
Lockyer	1	M	22938
Logan	0	F	5674
Logan	0	M	5632
Logan	1	F	27715
Logan	1	M	26699
Lytton	0	F	3623
Lytton	0	M	3458
Lytton	1	F	24297
Lytton	1	M	22960
Macalister	0	F	5761
Macalister	0	M	5631
Macalister	1	F	25079
Macalister	1	M	24108
Mackay	0	F	3950
Mackay	0	M	4335
Mackay	1	F	24134
Mackay	1	M	23398
Maiwar	0	F	6836
Maiwar	0	M	6293
Maiwar	1	F	24989
Maiwar	1	M	24325
Mansfield	0	F	5759
Mansfield	0	M	5303
Mansfield	1	F	23779
Mansfield	1	M	22779
Maroochydore	0	F	4428
Maroochydore	0	M	4184
Maroochydore	1	F	21902
Maroochydore	1	M	20187
Maryborough	0	F	2510
Maryborough	0	M	3041
Maryborough	1	F	23813
Maryborough	1	M	23563
McConnel	0	F	10878
McConnel	0	M	10450
McConnel	1	F	22776
McConnel	1	M	24141
Mermaid Beach	0	F	5211
Mermaid Beach	0	M	4675
Mermaid Beach	1	F	22867
Mermaid Beach	1	M	20979
Miller	0	F	3006
Miller	0	M	2989
Miller	1	F	22552
Miller	1	M	21746
Mirani	0	F	2899
Mirani	0	M	4299
Mirani	1	F	21237
Mirani	1	M	21754
Moggill	0	F	3046
Moggill	0	M	2758
Moggill	1	F	22671
Moggill	1	M	22169
Morayfield	0	F	4596
Morayfield	0	M	4201
Morayfield	1	F	25937
Morayfield	1	M	24337
Mount Ommaney	0	F	3265
Mount Ommaney	0	M	2993
Mount Ommaney	1	F	23173
Mount Ommaney	1	M	22389
Mudgeeraba	0	F	4739
Mudgeeraba	0	M	4248
Mudgeeraba	1	F	25634
Mudgeeraba	1	M	24092
Mulgrave	0	F	4004
Mulgrave	0	M	3594
Mulgrave	1	F	24457
Mulgrave	1	M	23872
Mundingburra	0	F	3694
Mundingburra	0	M	5030
Mundingburra	1	F	21543
Mundingburra	1	M	20941
Murrumba	0	F	5620
Murrumba	0	M	5297
Murrumba	1	F	29832
Murrumba	1	M	27998
Nanango	0	F	3154
Nanango	0	M	3351
Nanango	1	F	22981
Nanango	1	M	23012
Nicklin	0	F	2708
Nicklin	0	M	2774
Nicklin	1	F	22907
Nicklin	1	M	21359
Ninderry	0	F	3442
Ninderry	0	M	3213
Ninderry	1	F	25440
Ninderry	1	M	24347
Noosa	0	F	3418
Noosa	0	M	3200
Noosa	1	F	21790
Noosa	1	M	20654
Nudgee	0	F	4503
Nudgee	0	M	4385
Nudgee	1	F	23852
Nudgee	1	M	23431
Oodgeroo	0	F	2564
Oodgeroo	0	M	2441
Oodgeroo	1	F	20719
Oodgeroo	1	M	19126
Pine Rivers	0	F	3090
Pine Rivers	0	M	3047
Pine Rivers	1	F	24850
Pine Rivers	1	M	24610
Pumicestone	0	F	2987
Pumicestone	0	M	2767
Pumicestone	1	F	23989
Pumicestone	1	M	22489
Redcliffe	0	F	3684
Redcliffe	0	M	3460
Redcliffe	1	F	23935
Redcliffe	1	M	22008
Redlands	0	F	3098
Redlands	0	M	3015
Redlands	1	F	24506
Redlands	1	M	23399
Rockhampton	0	F	2924
Rockhampton	0	M	3417
Rockhampton	1	F	24435
Rockhampton	1	M	23143
Sandgate	0	F	3634
Sandgate	0	M	3402
Sandgate	1	F	24460
Sandgate	1	M	23006
Scenic Rim	0	F	3067
Scenic Rim	0	M	3230
Scenic Rim	1	F	24440
Scenic Rim	1	M	23887
South Brisbane	0	F	9668
South Brisbane	0	M	8931
South Brisbane	1	F	23163
South Brisbane	1	M	23462
Southern Downs	0	F	2797
Southern Downs	0	M	2907
Southern Downs	1	F	22341
Southern Downs	1	M	21770
Southport	0	F	7549
Southport	0	M	6685
Southport	1	F	21864
Southport	1	M	20915
Springwood	0	F	3544
Springwood	0	M	3454
Springwood	1	F	23282
Springwood	1	M	22784
Stafford	0	F	4239
Stafford	0	M	3950
Stafford	1	F	24938
Stafford	1	M	23684
Stretton	0	F	7945
Stretton	0	M	7493
Stretton	1	F	22385
Stretton	1	M	21997
Surfers Paradise	0	F	7883
Surfers Paradise	0	M	7707
Surfers Paradise	1	F	20100
Surfers Paradise	1	M	20222
Theodore	0	F	5623
Theodore	0	M	5414
Theodore	1	F	24726
Theodore	1	M	23648
Thuringowa	0	F	2904
Thuringowa	0	M	2970
Thuringowa	1	F	23844
Thuringowa	1	M	22291
Toohey	0	F	7442
Toohey	0	M	7820
Toohey	1	F	21054
Toohey	1	M	21158
Toowoomba North	0	F	3342
Toowoomba North	0	M	3210
Toowoomba North	1	F	24953
Toowoomba North	1	M	23221
Toowoomba South	0	F	4234
Toowoomba South	0	M	4153
Toowoomba South	1	F	26210
Toowoomba South	1	M	22820
Townsville	0	F	3538
Townsville	0	M	3756
Townsville	1	F	21853
Townsville	1	M	21232
Traeger	0	F	3425
Traeger	0	M	4001
Traeger	1	F	17491
Traeger	1	M	18202
Warrego	0	F	2691
Warrego	0	M	2747
Warrego	1	F	18716
Warrego	1	M	18805
Waterford	0	F	7344
Waterford	0	M	7162
Waterford	1	F	23900
Waterford	1	M	22619
Whitsunday	0	F	4292
Whitsunday	0	M	4682
Whitsunday	1	F	22372
Whitsunday	1	M	22963
Woodridge	0	F	9887
Woodridge	0	M	10150
Woodridge	1	F	25848
Woodridge	1	M	25293
No usual address (Qld)	0	F	2241
No usual address (Qld)	0	M	2809
No usual address (Qld)	1	F	4566
No usual address (Qld)	1	M	5052
Migratory - Offshore - Shipping (Qld)	0	F	28
Migratory - Offshore - Shipping (Qld)	0	M	124
Migratory - Offshore - Shipping (Qld)	1	F	0
Migratory - Offshore - Shipping (Qld)	1	M	25
Adelaide	0	F	6364
Adelaide	0	M	6498
Adelaide	1	F	15934
Adelaide	1	M	15827
Badcoe	0	F	4006
Badcoe	0	M	4029
Badcoe	1	F	16772
Badcoe	1	M	15734
Black	0	F	1661
Black	0	M	1594
Black	1	F	16425
Black	1	M	15834
Bragg	0	F	2895
Bragg	0	M	2559
Bragg	1	F	16870
Bragg	1	M	15547
Chaffey	0	F	1871
Chaffey	0	M	2321
Chaffey	1	F	16135
Chaffey	1	M	16399
Cheltenham	0	F	2939
Cheltenham	0	M	2781
Cheltenham	1	F	16892
Cheltenham	1	M	16459
Colton	0	F	1921
Colton	0	M	1770
Colton	1	F	17166
Colton	1	M	16276
Croydon	0	F	4262
Croydon	0	M	4793
Croydon	1	F	16927
Croydon	1	M	16891
Davenport	0	F	1817
Davenport	0	M	1643
Davenport	1	F	16740
Davenport	1	M	16263
Dunstan	0	F	3341
Dunstan	0	M	3179
Dunstan	1	F	16504
Dunstan	1	M	15373
Elder	0	F	2803
Elder	0	M	2763
Elder	1	F	17364
Elder	1	M	16275
Elizabeth	0	F	2788
Elizabeth	0	M	2699
Elizabeth	1	F	17535
Elizabeth	1	M	17318
Enfield	0	F	4267
Enfield	0	M	5143
Enfield	1	F	17509
Enfield	1	M	17041
Finniss	0	F	1451
Finniss	0	M	1371
Finniss	1	F	16221
Finniss	1	M	14965
Flinders	0	F	1642
Flinders	0	M	1898
Flinders	1	F	16062
Flinders	1	M	16251
Florey	0	F	3173
Florey	0	M	3228
Florey	1	F	15990
Florey	1	M	16260
Frome	0	F	1656
Frome	0	M	1677
Frome	1	F	17217
Frome	1	M	17476
Gibson	0	F	2626
Gibson	0	M	2370
Gibson	1	F	17669
Gibson	1	M	15600
Giles	0	F	2389
Giles	0	M	2604
Giles	1	F	15390
Giles	1	M	15884
Hammond	0	F	1867
Hammond	0	M	2264
Hammond	1	F	16734
Hammond	1	M	16121
Hartley	0	F	4243
Hartley	0	M	3860
Hartley	1	F	16399
Hartley	1	M	15255
Heysen	0	F	1368
Heysen	0	M	1383
Heysen	1	F	16424
Heysen	1	M	16086
Hurtle Vale	0	F	1621
Hurtle Vale	0	M	1430
Hurtle Vale	1	F	16324
Hurtle Vale	1	M	15559
Kaurna	0	F	2266
Kaurna	0	M	2100
Kaurna	1	F	18234
Kaurna	1	M	17311
Kavel	0	F	1608
Kavel	0	M	1491
Kavel	1	F	18116
Kavel	1	M	17032
King	0	F	1537
King	0	M	1417
King	1	F	17169
King	1	M	16393
Lee	0	F	1845
Lee	0	M	1679
Lee	1	F	15634
Lee	1	M	14325
Light	0	F	1590
Light	0	M	1381
Light	1	F	16926
Light	1	M	16198
Mackillop	0	F	2282
Mackillop	0	M	2648
Mackillop	1	F	16564
Mackillop	1	M	17286
Mawson	0	F	1887
Mawson	0	M	1934
Mawson	1	F	16990
Mawson	1	M	16404
Morialta	0	F	2369
Morialta	0	M	2231
Morialta	1	F	16377
Morialta	1	M	16153
Morphett	0	F	2335
Morphett	0	M	2197
Morphett	1	F	15922
Morphett	1	M	14413
Mount Gambier	0	F	1775
Mount Gambier	0	M	2327
Mount Gambier	1	F	16052
Mount Gambier	1	M	15362
Narungga	0	F	1440
Narungga	0	M	1532
Narungga	1	F	14608
Narungga	1	M	14940
Newland	0	F	2022
Newland	0	M	2005
Newland	1	F	16445
Newland	1	M	15897
Playford	0	F	3261
Playford	0	M	3386
Playford	1	F	17290
Playford	1	M	17201
Port Adelaide	0	F	1755
Port Adelaide	0	M	1685
Port Adelaide	1	F	16699
Port Adelaide	1	M	16010
Ramsay	0	F	3911
Ramsay	0	M	3867
Ramsay	1	F	17671
Ramsay	1	M	17600
Reynell	0	F	1842
Reynell	0	M	1710
Reynell	1	F	16122
Reynell	1	M	15829
Schubert	0	F	1424
Schubert	0	M	1389
Schubert	1	F	17352
Schubert	1	M	17275
Stuart	0	F	1735
Stuart	0	M	2306
Stuart	1	F	15581
Stuart	1	M	15336
Taylor	0	F	2712
Taylor	0	M	2628
Taylor	1	F	18483
Taylor	1	M	18118
Torrens	0	F	3964
Torrens	0	M	4036
Torrens	1	F	17686
Torrens	1	M	17047
Unley	0	F	2495
Unley	0	M	2181
Unley	1	F	17537
Unley	1	M	15690
Waite	0	F	1505
Waite	0	M	1293
Waite	1	F	17363
Waite	1	M	16853
West Torrens	0	F	2868
West Torrens	0	M	3172
West Torrens	1	F	15730
West Torrens	1	M	15102
Wright	0	F	1785
Wright	0	M	1732
Wright	1	F	16453
Wright	1	M	16049
No usual address (SA)	0	F	441
No usual address (SA)	0	M	606
No usual address (SA)	1	F	1065
No usual address (SA)	1	M	1267
Migratory - Offshore - Shipping (SA)	0	F	0
Migratory - Offshore - Shipping (SA)	0	M	12
Migratory - Offshore - Shipping (SA)	1	F	0
Migratory - Offshore - Shipping (SA)	1	M	0
Albany (South West)	0	F	2087
Albany (South West)	0	M	2398
Albany (South West)	1	F	17645
Albany (South West)	1	M	16635
Armadale (East Metropolitan)	0	F	4600
Armadale (East Metropolitan)	0	M	4438
Armadale (East Metropolitan)	1	F	21122
Armadale (East Metropolitan)	1	M	20724
Balcatta (North Metropolitan)	0	F	5025
Balcatta (North Metropolitan)	0	M	4829
Balcatta (North Metropolitan)	1	F	18413
Balcatta (North Metropolitan)	1	M	17026
Baldivis (South Metropolitan)	0	F	5315
Baldivis (South Metropolitan)	0	M	5252
Baldivis (South Metropolitan)	1	F	24027
Baldivis (South Metropolitan)	1	M	22752
Bassendean (East Metropolitan)	0	F	3171
Bassendean (East Metropolitan)	0	M	3192
Bassendean (East Metropolitan)	1	F	18503
Bassendean (East Metropolitan)	1	M	18359
Bateman (South Metropolitan)	0	F	3394
Bateman (South Metropolitan)	0	M	3148
Bateman (South Metropolitan)	1	F	19302
Bateman (South Metropolitan)	1	M	18349
Belmont (East Metropolitan)	0	F	5944
Belmont (East Metropolitan)	0	M	6028
Belmont (East Metropolitan)	1	F	17965
Belmont (East Metropolitan)	1	M	18473
Bicton (South Metropolitan)	0	F	2054
Bicton (South Metropolitan)	0	M	1823
Bicton (South Metropolitan)	1	F	18740
Bicton (South Metropolitan)	1	M	16604
Bunbury (South West)	0	F	2968
Bunbury (South West)	0	M	3421
Bunbury (South West)	1	F	19599
Bunbury (South West)	1	M	18257
Burns Beach (North Metropolitan)	0	F	3596
Burns Beach (North Metropolitan)	0	M	3664
Burns Beach (North Metropolitan)	1	F	19407
Burns Beach (North Metropolitan)	1	M	18930
Butler (North Metropolitan)	0	F	5400
Butler (North Metropolitan)	0	M	5306
Butler (North Metropolitan)	1	F	23617
Butler (North Metropolitan)	1	M	22159
Cannington (South Metropolitan)	0	F	7909
Cannington (South Metropolitan)	0	M	8037
Cannington (South Metropolitan)	1	F	18266
Cannington (South Metropolitan)	1	M	18702
Carine (North Metropolitan)	0	F	1924
Carine (North Metropolitan)	0	M	1835
Carine (North Metropolitan)	1	F	19743
Carine (North Metropolitan)	1	M	18993
Central Wheatbelt (Agricultural)	0	F	2805
Central Wheatbelt (Agricultural)	0	M	3347
Central Wheatbelt (Agricultural)	1	F	15330
Central Wheatbelt (Agricultural)	1	M	15971
Churchlands (North Metropolitan)	0	F	3550
Churchlands (North Metropolitan)	0	M	3277
Churchlands (North Metropolitan)	1	F	19033
Churchlands (North Metropolitan)	1	M	18493
Cockburn (South Metropolitan)	0	F	3656
Cockburn (South Metropolitan)	0	M	3560
Cockburn (South Metropolitan)	1	F	20710
Cockburn (South Metropolitan)	1	M	20242
Collie-Preston (South West)	0	F	2462
Collie-Preston (South West)	0	M	2587
Collie-Preston (South West)	1	F	19936
Collie-Preston (South West)	1	M	19471
Cottesloe (North Metropolitan)	0	F	3000
Cottesloe (North Metropolitan)	0	M	2621
Cottesloe (North Metropolitan)	1	F	19899
Cottesloe (North Metropolitan)	1	M	18614
Darling Range (East Metropolitan)	0	F	2820
Darling Range (East Metropolitan)	0	M	3230
Darling Range (East Metropolitan)	1	F	21084
Darling Range (East Metropolitan)	1	M	20613
Dawesville (South West)	0	F	2580
Dawesville (South West)	0	M	2622
Dawesville (South West)	1	F	19496
Dawesville (South West)	1	M	18064
Forrestfield (East Metropolitan)	0	F	3293
Forrestfield (East Metropolitan)	0	M	3281
Forrestfield (East Metropolitan)	1	F	17843
Forrestfield (East Metropolitan)	1	M	17955
Fremantle (South Metropolitan)	0	F	3326
Fremantle (South Metropolitan)	0	M	3479
Fremantle (South Metropolitan)	1	F	19080
Fremantle (South Metropolitan)	1	M	17988
Geraldton (Agricultural)	0	F	2742
Geraldton (Agricultural)	0	M	2916
Geraldton (Agricultural)	1	F	16983
Geraldton (Agricultural)	1	M	16298
Hillarys (North Metropolitan)	0	F	2287
Hillarys (North Metropolitan)	0	M	2316
Hillarys (North Metropolitan)	1	F	18857
Hillarys (North Metropolitan)	1	M	18407
Jandakot (South Metropolitan)	0	F	5633
Jandakot (South Metropolitan)	0	M	6066
Jandakot (South Metropolitan)	1	F	22946
Jandakot (South Metropolitan)	1	M	22560
Joondalup (North Metropolitan)	0	F	2917
Joondalup (North Metropolitan)	0	M	3023
Joondalup (North Metropolitan)	1	F	17634
Joondalup (North Metropolitan)	1	M	17566
Kalamunda (East Metropolitan)	0	F	1816
Kalamunda (East Metropolitan)	0	M	1830
Kalamunda (East Metropolitan)	1	F	18153
Kalamunda (East Metropolitan)	1	M	17684
Kalgoorlie (Mining and Pastoral)	0	F	4335
Kalgoorlie (Mining and Pastoral)	0	M	5757
Kalgoorlie (Mining and Pastoral)	1	F	12587
Kalgoorlie (Mining and Pastoral)	1	M	14227
Kimberley (Mining and Pastoral)	0	F	3653
Kimberley (Mining and Pastoral)	0	M	3587
Kimberley (Mining and Pastoral)	1	F	14266
Kimberley (Mining and Pastoral)	1	M	13843
Kingsley (North Metropolitan)	0	F	2143
Kingsley (North Metropolitan)	0	M	2111
Kingsley (North Metropolitan)	1	F	19135
Kingsley (North Metropolitan)	1	M	18320
Kwinana (South Metropolitan)	0	F	4142
Kwinana (South Metropolitan)	0	M	5275
Kwinana (South Metropolitan)	1	F	20165
Kwinana (South Metropolitan)	1	M	20119
Landsdale (North Metropolitan)	0	F	2999
Landsdale (North Metropolitan)	0	M	2928
Landsdale (North Metropolitan)	1	F	21655
Landsdale (North Metropolitan)	1	M	21017
Mandurah (South West)	0	F	3757
Mandurah (South West)	0	M	3519
Mandurah (South West)	1	F	20455
Mandurah (South West)	1	M	18456
Maylands (East Metropolitan)	0	F	3482
Maylands (East Metropolitan)	0	M	3479
Maylands (East Metropolitan)	1	F	18524
Maylands (East Metropolitan)	1	M	17958
Midland (East Metropolitan)	0	F	3559
Midland (East Metropolitan)	0	M	3498
Midland (East Metropolitan)	1	F	20126
Midland (East Metropolitan)	1	M	19720
Mirrabooka (East Metropolitan)	0	F	5213
Mirrabooka (East Metropolitan)	0	M	5340
Mirrabooka (East Metropolitan)	1	F	18821
Mirrabooka (East Metropolitan)	1	M	18747
Moore (Agricultural)	0	F	3004
Moore (Agricultural)	0	M	3436
Moore (Agricultural)	1	F	15411
Moore (Agricultural)	1	M	16457
Morley (East Metropolitan)	0	F	4170
Morley (East Metropolitan)	0	M	4164
Morley (East Metropolitan)	1	F	18826
Morley (East Metropolitan)	1	M	18267
Mount Lawley (East Metropolitan)	0	F	3419
Mount Lawley (East Metropolitan)	0	M	3275
Mount Lawley (East Metropolitan)	1	F	18618
Mount Lawley (East Metropolitan)	1	M	17064
Murray-Wellington (South West)	0	F	2647
Murray-Wellington (South West)	0	M	2807
Murray-Wellington (South West)	1	F	19004
Murray-Wellington (South West)	1	M	18941
Nedlands (North Metropolitan)	0	F	4432
Nedlands (North Metropolitan)	0	M	4103
Nedlands (North Metropolitan)	1	F	19615
Nedlands (North Metropolitan)	1	M	18529
North West Central (Mining and Pastoral)	0	F	2566
North West Central (Mining and Pastoral)	0	M	3308
North West Central (Mining and Pastoral)	1	F	7729
North West Central (Mining and Pastoral)	1	M	9271
Perth (North Metropolitan)	0	F	7387
Perth (North Metropolitan)	0	M	7652
Perth (North Metropolitan)	1	F	18655
Perth (North Metropolitan)	1	M	19955
Pilbara (Mining and Pastoral)	0	F	5502
Pilbara (Mining and Pastoral)	0	M	7920
Pilbara (Mining and Pastoral)	1	F	15489
Pilbara (Mining and Pastoral)	1	M	18517
Riverton (South Metropolitan)	0	F	4441
Riverton (South Metropolitan)	0	M	3996
Riverton (South Metropolitan)	1	F	18985
Riverton (South Metropolitan)	1	M	18487
Rockingham (South Metropolitan)	0	F	3077
Rockingham (South Metropolitan)	0	M	3450
Rockingham (South Metropolitan)	1	F	17338
Rockingham (South Metropolitan)	1	M	16996
Roe (Agricultural)	0	F	3073
Roe (Agricultural)	0	M	3275
Roe (Agricultural)	1	F	15351
Roe (Agricultural)	1	M	15963
Scarborough (North Metropolitan)	0	F	3692
Scarborough (North Metropolitan)	0	M	3583
Scarborough (North Metropolitan)	1	F	20135
Scarborough (North Metropolitan)	1	M	18339
South Perth (South Metropolitan)	0	F	3815
South Perth (South Metropolitan)	0	M	3570
South Perth (South Metropolitan)	1	F	18276
South Perth (South Metropolitan)	1	M	17580
Southern River (South Metropolitan)	0	F	5199
Southern River (South Metropolitan)	0	M	4910
Southern River (South Metropolitan)	1	F	20679
Southern River (South Metropolitan)	1	M	20403
Swan Hills (East Metropolitan)	0	F	3373
Swan Hills (East Metropolitan)	0	M	5309
Swan Hills (East Metropolitan)	1	F	20643
Swan Hills (East Metropolitan)	1	M	20373
Thornlie (East Metropolitan)	0	F	5342
Thornlie (East Metropolitan)	0	M	5114
Thornlie (East Metropolitan)	1	F	19114
Thornlie (East Metropolitan)	1	M	18932
Vasse (South West)	0	F	2708
Vasse (South West)	0	M	2636
Vasse (South West)	1	F	20037
Vasse (South West)	1	M	18953
Victoria Park (South Metropolitan)	0	F	6667
Victoria Park (South Metropolitan)	0	M	7140
Victoria Park (South Metropolitan)	1	F	17250
Victoria Park (South Metropolitan)	1	M	17559
Wanneroo (North Metropolitan)	0	F	3529
Wanneroo (North Metropolitan)	0	M	3543
Wanneroo (North Metropolitan)	1	F	21620
Wanneroo (North Metropolitan)	1	M	20774
Warnbro (South Metropolitan)	0	F	3528
Warnbro (South Metropolitan)	0	M	3758
Warnbro (South Metropolitan)	1	F	21260
Warnbro (South Metropolitan)	1	M	20689
Warren-Blackwood (South West)	0	F	3092
Warren-Blackwood (South West)	0	M	3317
Warren-Blackwood (South West)	1	F	18613
Warren-Blackwood (South West)	1	M	18420
West Swan (East Metropolitan)	0	F	4504
West Swan (East Metropolitan)	0	M	4183
West Swan (East Metropolitan)	1	F	22322
West Swan (East Metropolitan)	1	M	21961
Willagee (South Metropolitan)	0	F	2955
Willagee (South Metropolitan)	0	M	2873
Willagee (South Metropolitan)	1	F	17970
Willagee (South Metropolitan)	1	M	16688
No usual address (WA)	0	F	1593
No usual address (WA)	0	M	2519
No usual address (WA)	1	F	1823
No usual address (WA)	1	M	2120
Migratory - Offshore - Shipping (WA)	0	F	29
Migratory - Offshore - Shipping (WA)	0	M	266
Migratory - Offshore - Shipping (WA)	1	F	29
Migratory - Offshore - Shipping (WA)	1	M	189
Bass (Launceston)	0	F	1456
Bass (Launceston)	0	M	1526
Bass (Launceston)	1	F	11346
Bass (Launceston)	1	M	10070
Bass (McIntyre)	0	F	372
Bass (McIntyre)	0	M	374
Bass (McIntyre)	1	F	3524
Bass (McIntyre)	1	M	3479
Bass (Rosevears)	0	F	1860
Bass (Rosevears)	0	M	1812
Bass (Rosevears)	1	F	17364
Bass (Rosevears)	1	M	16571
Bass (Windermere)	0	F	2860
Bass (Windermere)	0	M	3279
Bass (Windermere)	1	F	17245
Bass (Windermere)	1	M	16836
Braddon (Mersey)	0	F	1807
Braddon (Mersey)	0	M	1825
Braddon (Mersey)	1	F	18105
Braddon (Mersey)	1	M	16789
Braddon (Montgomery)	0	F	1274
Braddon (Montgomery)	0	M	1307
Braddon (Montgomery)	1	F	15452
Braddon (Montgomery)	1	M	14458
Braddon (Murchison)	0	F	2132
Braddon (Murchison)	0	M	2212
Braddon (Murchison)	1	F	17359
Braddon (Murchison)	1	M	16835
Clark (Derwent)	0	F	981
Clark (Derwent)	0	M	1011
Clark (Derwent)	1	F	7339
Clark (Derwent)	1	M	7018
Clark (Elwick)	0	F	3876
Clark (Elwick)	0	M	4408
Clark (Elwick)	1	F	15042
Clark (Elwick)	1	M	13955
Clark (Hobart)	0	F	3714
Clark (Hobart)	0	M	3547
Clark (Hobart)	1	F	15095
Clark (Hobart)	1	M	14233
Clark (Huon)	0	F	18
Clark (Huon)	0	M	10
Clark (Huon)	1	F	157
Clark (Huon)	1	M	172
Clark (Nelson)	0	F	2297
Clark (Nelson)	0	M	2225
Clark (Nelson)	1	F	8541
Clark (Nelson)	1	M	8110
Franklin (Huon)	0	F	1709
Franklin (Huon)	0	M	1726
Franklin (Huon)	1	F	16532
Franklin (Huon)	1	M	16263
Franklin (Nelson)	0	F	1381
Franklin (Nelson)	0	M	1298
Franklin (Nelson)	1	F	6975
Franklin (Nelson)	1	M	6198
Franklin (Pembroke)	0	F	2075
Franklin (Pembroke)	0	M	2048
Franklin (Pembroke)	1	F	14743
Franklin (Pembroke)	1	M	13390
Franklin (Rumney)	0	F	1223
Franklin (Rumney)	0	M	1765
Franklin (Rumney)	1	F	12592
Franklin (Rumney)	1	M	11919
Lyons (Derwent)	0	F	1092
Lyons (Derwent)	0	M	1179
Lyons (Derwent)	1	F	9997
Lyons (Derwent)	1	M	9879
Lyons (Launceston)	0	F	368
Lyons (Launceston)	0	M	330
Lyons (Launceston)	1	F	4981
Lyons (Launceston)	1	M	4667
Lyons (McIntyre)	0	F	1446
Lyons (McIntyre)	0	M	1518
Lyons (McIntyre)	1	F	13970
Lyons (McIntyre)	1	M	13836
Lyons (Montgomery)	0	F	298
Lyons (Montgomery)	0	M	318
Lyons (Montgomery)	1	F	2225
Lyons (Montgomery)	1	M	2365
Lyons (Prosser)	0	F	1621
Lyons (Prosser)	0	M	1681
Lyons (Prosser)	1	F	15599
Lyons (Prosser)	1	M	15694
Lyons (Rumney)	0	F	383
Lyons (Rumney)	0	M	377
Lyons (Rumney)	1	F	4753
Lyons (Rumney)	1	M	4481
No usual address (Tas.)	0	F	153
No usual address (Tas.)	0	M	237
No usual address (Tas.)	1	F	463
No usual address (Tas.)	1	M	521
Migratory - Offshore - Shipping (Tas.)	0	F	0
Migratory - Offshore - Shipping (Tas.)	0	M	4
Migratory - Offshore - Shipping (Tas.)	1	F	0
Migratory - Offshore - Shipping (Tas.)	1	M	9
Arafura	0	F	331
Arafura	0	M	310
Arafura	1	F	3947
Arafura	1	M	4038
Araluen	0	F	1331
Araluen	0	M	1292
Araluen	1	F	3763
Araluen	1	M	3575
Arnhem	0	F	389
