SED_NAME16	HomeCensusNight	Sex	persons
Capalaba	1	F	25478
Capalaba	1	M	24414
Chatsworth	0	F	632
Chatsworth	0	M	724
Chatsworth	1	F	25999
Chatsworth	1	M	24350
Clayfield	0	F	1085
Clayfield	0	M	1176
Clayfield	1	F	28721
Clayfield	1	M	27157
Condamine	0	F	1049
Condamine	0	M	1512
Condamine	1	F	26770
Condamine	1	M	25973
Cook	0	F	1626
Cook	0	M	1911
Cook	1	F	24316
Cook	1	M	24687
Coomera	0	F	961
Coomera	0	M	1388
Coomera	1	F	42675
Coomera	1	M	40953
Cooper	0	F	989
Cooper	0	M	1084
Cooper	1	F	25708
Cooper	1	M	24721
Currumbin	0	F	966
Currumbin	0	M	1188
Currumbin	1	F	23800
Currumbin	1	M	22142
Everton	0	F	727
Everton	0	M	942
Everton	1	F	26348
Everton	1	M	25011
Ferny Grove	0	F	730
Ferny Grove	0	M	1031
Ferny Grove	1	F	25653
Ferny Grove	1	M	24931
Gaven	0	F	653
Gaven	0	M	851
Gaven	1	F	24784
Gaven	1	M	23752
Gladstone	0	F	1072
Gladstone	0	M	1603
Gladstone	1	F	23882
Gladstone	1	M	23757
Glass House	0	F	867
Glass House	0	M	1263
Glass House	1	F	23638
Glass House	1	M	24100
Greenslopes	0	F	841
Greenslopes	0	M	886
Greenslopes	1	F	26755
Greenslopes	1	M	25162
Gregory	0	F	1208
Gregory	0	M	1639
Gregory	1	F	17980
Gregory	1	M	18666
Gympie	0	F	1271
Gympie	0	M	1730
Gympie	1	F	25965
Gympie	1	M	25296
Hervey Bay	0	F	1365
Hervey Bay	0	M	1505
Hervey Bay	1	F	27394
Hervey Bay	1	M	24383
Hill	0	F	1299
Hill	0	M	1713
Hill	1	F	26452
Hill	1	M	27645
Hinchinbrook	0	F	964
Hinchinbrook	0	M	1807
Hinchinbrook	1	F	24263
Hinchinbrook	1	M	24202
Inala	0	F	778
Inala	0	M	896
Inala	1	F	31347
Inala	1	M	32568
Ipswich	0	F	797
Ipswich	0	M	969
Ipswich	1	F	25040
Ipswich	1	M	23712
Ipswich West	0	F	820
Ipswich West	0	M	1049
Ipswich West	1	F	26124
Ipswich West	1	M	25846
Jordan	0	F	777
Jordan	0	M	1094
Jordan	1	F	34155
Jordan	1	M	33101
Kawana	0	F	988
Kawana	0	M	1211
Kawana	1	F	26488
Kawana	1	M	23774
Keppel	0	F	1363
Keppel	0	M	2484
Keppel	1	F	25504
Keppel	1	M	24142
Kurwongbah	0	F	825
Kurwongbah	0	M	1044
Kurwongbah	1	F	28439
Kurwongbah	1	M	27096
Lockyer	0	F	864
Lockyer	0	M	1160
Lockyer	1	F	25702
Lockyer	1	M	25108
Logan	0	F	906
Logan	0	M	1073
Logan	1	F	32481
Logan	1	M	31259
Lytton	0	F	800
Lytton	0	M	1026
Lytton	1	F	27122
Lytton	1	M	25388
Macalister	0	F	846
Macalister	0	M	983
Macalister	1	F	29994
Macalister	1	M	28757
Mackay	0	F	1283
Mackay	0	M	2261
Mackay	1	F	26805
Mackay	1	M	25468
Maiwar	0	F	1368
Maiwar	0	M	1348
Maiwar	1	F	30457
Maiwar	1	M	29271
Mansfield	0	F	634
Mansfield	0	M	719
Mansfield	1	F	28900
Mansfield	1	M	27358
Maroochydore	0	F	1212
Maroochydore	0	M	1421
Maroochydore	1	F	25115
Maroochydore	1	M	22946
Maryborough	0	F	1320
Maryborough	0	M	1537
Maryborough	1	F	25004
Maryborough	1	M	25069
McConnel	0	F	1520
McConnel	0	M	1566
McConnel	1	F	32128
McConnel	1	M	33029
Mermaid Beach	0	F	964
Mermaid Beach	0	M	1037
Mermaid Beach	1	F	27114
Mermaid Beach	1	M	24614
Miller	0	F	855
Miller	0	M	1007
Miller	1	F	24705
Miller	1	M	23732
Mirani	0	F	1162
Mirani	0	M	2293
Mirani	1	F	22969
Mirani	1	M	23760
Moggill	0	F	666
Moggill	0	M	810
Moggill	1	F	25051
Moggill	1	M	24116
Morayfield	0	F	848
Morayfield	0	M	1100
Morayfield	1	F	29689
Morayfield	1	M	27439
Mount Ommaney	0	F	656
Mount Ommaney	0	M	774
Mount Ommaney	1	F	25786
Mount Ommaney	1	M	24606
Mudgeeraba	0	F	759
Mudgeeraba	0	M	950
Mudgeeraba	1	F	29610
Mudgeeraba	1	M	27392
Mulgrave	0	F	1119
Mulgrave	0	M	1381
Mulgrave	1	F	27344
Mulgrave	1	M	26082
Mundingburra	0	F	936
Mundingburra	0	M	1456
Mundingburra	1	F	24300
Mundingburra	1	M	24521
Murrumba	0	F	874
Murrumba	0	M	1083
Murrumba	1	F	34578
Murrumba	1	M	32213
Nanango	0	F	1227
Nanango	0	M	1550
Nanango	1	F	24907
Nanango	1	M	24812
Nicklin	0	F	900
Nicklin	0	M	1161
Nicklin	1	F	24719
Nicklin	1	M	22969
Ninderry	0	F	1083
Ninderry	0	M	1394
Ninderry	1	F	27802
Ninderry	1	M	26170
Noosa	0	F	1228
Noosa	0	M	1406
Noosa	1	F	23984
Noosa	1	M	22448
Nudgee	0	F	823
Nudgee	0	M	1082
Nudgee	1	F	27526
Nudgee	1	M	26736
Oodgeroo	0	F	733
Oodgeroo	0	M	913
Oodgeroo	1	F	22551
Oodgeroo	1	M	20653
Pine Rivers	0	F	772
Pine Rivers	0	M	980
Pine Rivers	1	F	27163
Pine Rivers	1	M	26683
Pumicestone	0	F	1043
Pumicestone	0	M	1301
Pumicestone	1	F	25940
Pumicestone	1	M	23960
Redcliffe	0	F	1011
Redcliffe	0	M	1167
Redcliffe	1	F	26607
Redcliffe	1	M	24305
Redlands	0	F	899
Redlands	0	M	1127
Redlands	1	F	26705
Redlands	1	M	25295
Rockhampton	0	F	1192
Rockhampton	0	M	1999
Rockhampton	1	F	26167
Rockhampton	1	M	24564
Sandgate	0	F	804
Sandgate	0	M	951
Sandgate	1	F	27287
Sandgate	1	M	25460
Scenic Rim	0	F	817
Scenic Rim	0	M	1072
Scenic Rim	1	F	26689
Scenic Rim	1	M	26045
South Brisbane	0	F	1408
South Brisbane	0	M	1469
South Brisbane	1	F	31424
South Brisbane	1	M	30925
Southern Downs	0	F	1161
Southern Downs	0	M	1481
Southern Downs	1	F	23975
Southern Downs	1	M	23194
Southport	0	F	954
Southport	0	M	960
Southport	1	F	28461
Southport	1	M	26643
Springwood	0	F	656
Springwood	0	M	824
Springwood	1	F	26175
Springwood	1	M	25413
Stafford	0	F	898
Stafford	0	M	1068
Stafford	1	F	28280
Stafford	1	M	26564
Stretton	0	F	596
Stretton	0	M	619
Stretton	1	F	29731
Stretton	1	M	28872
Surfers Paradise	0	F	1060
Surfers Paradise	0	M	1242
Surfers Paradise	1	F	26927
Surfers Paradise	1	M	26688
Theodore	0	F	754
Theodore	0	M	920
Theodore	1	F	29592
Theodore	1	M	28143
Thuringowa	0	F	940
Thuringowa	0	M	1503
Thuringowa	1	F	25810
Thuringowa	1	M	23754
Toohey	0	F	792
Toohey	0	M	842
Toohey	1	F	27701
Toohey	1	M	28137
Toowoomba North	0	F	1123
Toowoomba North	0	M	1333
Toowoomba North	1	F	27171
Toowoomba North	1	M	25097
Toowoomba South	0	F	1176
Toowoomba South	0	M	1340
Toowoomba South	1	F	29270
Toowoomba South	1	M	25632
Townsville	0	F	1275
Townsville	0	M	1770
Townsville	1	F	24116
Townsville	1	M	23214
Traeger	0	F	1245
Traeger	0	M	1668
Traeger	1	F	19672
Traeger	1	M	20534
Warrego	0	F	1265
Warrego	0	M	1551
Warrego	1	F	20143
Warrego	1	M	20000
Waterford	0	F	831
Waterford	0	M	850
Waterford	1	F	30412
Waterford	1	M	28933
Whitsunday	0	F	1725
Whitsunday	0	M	2928
Whitsunday	1	F	24936
Whitsunday	1	M	24716
Woodridge	0	F	895
Woodridge	0	M	1123
Woodridge	1	F	34838
Woodridge	1	M	34320
No usual address (Qld)	0	F	6807
No usual address (Qld)	0	M	7861
Migratory - Offshore - Shipping (Qld)	0	F	23
Migratory - Offshore - Shipping (Qld)	0	M	45
Migratory - Offshore - Shipping (Qld)	1	F	12
Migratory - Offshore - Shipping (Qld)	1	M	108
Adelaide	0	F	828
Adelaide	0	M	912
Adelaide	1	F	21467
Adelaide	1	M	21412
Badcoe	0	F	643
Badcoe	0	M	737
Badcoe	1	F	20136
Badcoe	1	M	19022
Black	0	F	613
Black	0	M	797
Black	1	F	17479
Black	1	M	16627
Bragg	0	F	569
Bragg	0	M	610
Bragg	1	F	19196
Bragg	1	M	17498
Chaffey	0	F	858
Chaffey	0	M	1042
Chaffey	1	F	17144
Chaffey	1	M	17678
Cheltenham	0	F	554
Cheltenham	0	M	611
Cheltenham	1	F	19284
Cheltenham	1	M	18632
Colton	0	F	658
Colton	0	M	759
Colton	1	F	18430
Colton	1	M	17287
Croydon	0	F	642
Croydon	0	M	664
Croydon	1	F	20549
Croydon	1	M	21019
Davenport	0	F	569
Davenport	0	M	690
Davenport	1	F	17985
Davenport	1	M	17210
Dunstan	0	F	742
Dunstan	0	M	716
Dunstan	1	F	19099
Dunstan	1	M	17833
Elder	0	F	573
Elder	0	M	690
Elder	1	F	19603
Elder	1	M	18346
Elizabeth	0	F	599
Elizabeth	0	M	774
Elizabeth	1	F	19727
Elizabeth	1	M	19245
Enfield	0	F	565
Enfield	0	M	605
Enfield	1	F	21213
Enfield	1	M	21583
Finniss	0	F	1037
Finniss	0	M	1193
Finniss	1	F	16640
Finniss	1	M	15141
Flinders	0	F	1274
Flinders	0	M	1586
Flinders	1	F	16433
Flinders	1	M	16564
Florey	0	F	539
Florey	0	M	680
Florey	1	F	18628
Florey	1	M	18810
Frome	0	F	847
Frome	0	M	1050
Frome	1	F	18024
Frome	1	M	18101
Gibson	0	F	687
Gibson	0	M	727
Gibson	1	F	19610
Gibson	1	M	17241
Giles	0	F	981
Giles	0	M	1181
Giles	1	F	16798
Giles	1	M	17312
Hammond	0	F	782
Hammond	0	M	1005
Hammond	1	F	17823
Hammond	1	M	17381
Hartley	0	F	510
Hartley	0	M	562
Hartley	1	F	20136
Hartley	1	M	18551
Heysen	0	F	713
Heysen	0	M	907
Heysen	1	F	17080
Heysen	1	M	16560
Hurtle Vale	0	F	569
Hurtle Vale	0	M	727
Hurtle Vale	1	F	17380
Hurtle Vale	1	M	16265
Kaurna	0	F	735
Kaurna	0	M	876
Kaurna	1	F	19770
Kaurna	1	M	18542
Kavel	0	F	763
Kavel	0	M	904
Kavel	1	F	18959
Kavel	1	M	17623
King	0	F	523
King	0	M	612
King	1	F	18185
King	1	M	17200
Lee	0	F	565
Lee	0	M	651
Lee	1	F	16908
Lee	1	M	15350
Light	0	F	599
Light	0	M	755
Light	1	F	17920
Light	1	M	16822
Mackillop	0	F	1101
Mackillop	0	M	1306
Mackillop	1	F	17743
Mackillop	1	M	18628
Mawson	0	F	967
Mawson	0	M	1169
Mawson	1	F	17906
Mawson	1	M	17168
Morialta	0	F	439
Morialta	0	M	509
Morialta	1	F	18306
Morialta	1	M	17873
Morphett	0	F	727
Morphett	0	M	803
Morphett	1	F	17535
Morphett	1	M	15809
Mount Gambier	0	F	886
Mount Gambier	0	M	938
Mount Gambier	1	F	16938
Mount Gambier	1	M	16753
Narungga	0	F	1031
Narungga	0	M	1293
Narungga	1	F	15018
Narungga	1	M	15172
Newland	0	F	545
Newland	0	M	676
Newland	1	F	17924
Newland	1	M	17234
Playford	0	F	511
Playford	0	M	593
Playford	1	F	20034
Playford	1	M	19990
Port Adelaide	0	F	662
Port Adelaide	0	M	836
Port Adelaide	1	F	17790
Port Adelaide	1	M	16856
Ramsay	0	F	604
Ramsay	0	M	766
Ramsay	1	F	20978
Ramsay	1	M	20696
Reynell	0	F	561
Reynell	0	M	694
Reynell	1	F	17403
Reynell	1	M	16846
Schubert	0	F	748
Schubert	0	M	944
Schubert	1	F	18029
Schubert	1	M	17717
Stuart	0	F	913
Stuart	0	M	1241
Stuart	1	F	16404
Stuart	1	M	16399
Taylor	0	F	610
Taylor	0	M	887
Taylor	1	F	20592
Taylor	1	M	19858
Torrens	0	F	499
Torrens	0	M	606
Torrens	1	F	21149
Torrens	1	M	20486
Unley	0	F	733
Unley	0	M	694
Unley	1	F	19301
Unley	1	M	17174
Waite	0	F	747
Waite	0	M	778
Waite	1	F	18120
Waite	1	M	17363
West Torrens	0	F	571
West Torrens	0	M	650
West Torrens	1	F	18028
West Torrens	1	M	17626
Wright	0	F	462
Wright	0	M	605
Wright	1	F	17770
Wright	1	M	17178
No usual address (SA)	0	F	1506
No usual address (SA)	0	M	1873
Migratory - Offshore - Shipping (SA)	1	M	12
Albany (South West)	0	F	1336
Albany (South West)	0	M	1657
Albany (South West)	1	F	18399
Albany (South West)	1	M	17374
Armadale (East Metropolitan)	0	F	845
Armadale (East Metropolitan)	0	M	1310
Armadale (East Metropolitan)	1	F	24874
Armadale (East Metropolitan)	1	M	23849
Balcatta (North Metropolitan)	0	F	801
Balcatta (North Metropolitan)	0	M	959
Balcatta (North Metropolitan)	1	F	22636
Balcatta (North Metropolitan)	1	M	20895
Baldivis (South Metropolitan)	0	F	1014
Baldivis (South Metropolitan)	0	M	2097
Baldivis (South Metropolitan)	1	F	28330
Baldivis (South Metropolitan)	1	M	25905
Bassendean (East Metropolitan)	0	F	721
Bassendean (East Metropolitan)	0	M	1141
Bassendean (East Metropolitan)	1	F	20951
Bassendean (East Metropolitan)	1	M	20404
Bateman (South Metropolitan)	0	F	743
Bateman (South Metropolitan)	0	M	993
Bateman (South Metropolitan)	1	F	21955
Bateman (South Metropolitan)	1	M	20504
Belmont (East Metropolitan)	0	F	1025
Belmont (East Metropolitan)	0	M	1529
Belmont (East Metropolitan)	1	F	22886
Belmont (East Metropolitan)	1	M	22971
Bicton (South Metropolitan)	0	F	880
Bicton (South Metropolitan)	0	M	1249
Bicton (South Metropolitan)	1	F	19918
Bicton (South Metropolitan)	1	M	17182
Bunbury (South West)	0	F	1227
Bunbury (South West)	0	M	1683
Bunbury (South West)	1	F	21338
Bunbury (South West)	1	M	19993
Burns Beach (North Metropolitan)	0	F	763
Burns Beach (North Metropolitan)	0	M	1405
Burns Beach (North Metropolitan)	1	F	22243
Burns Beach (North Metropolitan)	1	M	21185
Butler (North Metropolitan)	0	F	1037
Butler (North Metropolitan)	0	M	2051
Butler (North Metropolitan)	1	F	27977
Butler (North Metropolitan)	1	M	25415
Cannington (South Metropolitan)	0	F	801
Cannington (South Metropolitan)	0	M	1160
Cannington (South Metropolitan)	1	F	25377
Cannington (South Metropolitan)	1	M	25582
Carine (North Metropolitan)	0	F	865
Carine (North Metropolitan)	0	M	1200
Carine (North Metropolitan)	1	F	20805
Carine (North Metropolitan)	1	M	19624
Central Wheatbelt (Agricultural)	0	F	1221
Central Wheatbelt (Agricultural)	0	M	1696
Central Wheatbelt (Agricultural)	1	F	16909
Central Wheatbelt (Agricultural)	1	M	17620
Churchlands (North Metropolitan)	0	F	858
Churchlands (North Metropolitan)	0	M	1049
Churchlands (North Metropolitan)	1	F	21725
Churchlands (North Metropolitan)	1	M	20724
Cockburn (South Metropolitan)	0	F	787
Cockburn (South Metropolitan)	0	M	1246
Cockburn (South Metropolitan)	1	F	23579
Cockburn (South Metropolitan)	1	M	22556
Collie-Preston (South West)	0	F	1352
Collie-Preston (South West)	0	M	1998
Collie-Preston (South West)	1	F	21048
Collie-Preston (South West)	1	M	20062
Cottesloe (North Metropolitan)	0	F	1258
Cottesloe (North Metropolitan)	0	M	1481
Cottesloe (North Metropolitan)	1	F	21634
Cottesloe (North Metropolitan)	1	M	19752
Darling Range (East Metropolitan)	0	F	942
Darling Range (East Metropolitan)	0	M	1563
Darling Range (East Metropolitan)	1	F	22955
Darling Range (East Metropolitan)	1	M	22282
Dawesville (South West)	0	F	1499
Dawesville (South West)	0	M	2358
Dawesville (South West)	1	F	20575
Dawesville (South West)	1	M	18326
Forrestfield (East Metropolitan)	0	F	754
Forrestfield (East Metropolitan)	0	M	1244
Forrestfield (East Metropolitan)	1	F	20382
Forrestfield (East Metropolitan)	1	M	19991
Fremantle (South Metropolitan)	0	F	1116
Fremantle (South Metropolitan)	0	M	1544
Fremantle (South Metropolitan)	1	F	21286
Fremantle (South Metropolitan)	1	M	19921
Geraldton (Agricultural)	0	F	1176
Geraldton (Agricultural)	0	M	1693
Geraldton (Agricultural)	1	F	18550
Geraldton (Agricultural)	1	M	17522
Hillarys (North Metropolitan)	0	F	801
Hillarys (North Metropolitan)	0	M	1256
Hillarys (North Metropolitan)	1	F	20341
Hillarys (North Metropolitan)	1	M	19463
Jandakot (South Metropolitan)	0	F	672
Jandakot (South Metropolitan)	0	M	1290
Jandakot (South Metropolitan)	1	F	27906
Jandakot (South Metropolitan)	1	M	27336
Joondalup (North Metropolitan)	0	F	719
Joondalup (North Metropolitan)	0	M	1300
Joondalup (North Metropolitan)	1	F	19826
Joondalup (North Metropolitan)	1	M	19285
Kalamunda (East Metropolitan)	0	F	863
Kalamunda (East Metropolitan)	0	M	1374
Kalamunda (East Metropolitan)	1	F	19102
Kalamunda (East Metropolitan)	1	M	18140
Kalgoorlie (Mining and Pastoral)	0	F	916
Kalgoorlie (Mining and Pastoral)	0	M	1273
Kalgoorlie (Mining and Pastoral)	1	F	16007
Kalgoorlie (Mining and Pastoral)	1	M	18710
Kimberley (Mining and Pastoral)	0	F	1232
Kimberley (Mining and Pastoral)	0	M	1368
Kimberley (Mining and Pastoral)	1	F	16688
Kimberley (Mining and Pastoral)	1	M	16068
Kingsley (North Metropolitan)	0	F	713
Kingsley (North Metropolitan)	0	M	1102
Kingsley (North Metropolitan)	1	F	20561
Kingsley (North Metropolitan)	1	M	19327
Kwinana (South Metropolitan)	0	F	762
Kwinana (South Metropolitan)	0	M	1315
Kwinana (South Metropolitan)	1	F	23546
Kwinana (South Metropolitan)	1	M	24076
Landsdale (North Metropolitan)	0	F	579
Landsdale (North Metropolitan)	0	M	1068
Landsdale (North Metropolitan)	1	F	24068
Landsdale (North Metropolitan)	1	M	22880
Mandurah (South West)	0	F	1272
Mandurah (South West)	0	M	1859
Mandurah (South West)	1	F	22942
Mandurah (South West)	1	M	20120
Maylands (East Metropolitan)	0	F	930
Maylands (East Metropolitan)	0	M	1166
Maylands (East Metropolitan)	1	F	21077
Maylands (East Metropolitan)	1	M	20268
Midland (East Metropolitan)	0	F	973
Midland (East Metropolitan)	0	M	1495
Midland (East Metropolitan)	1	F	22712
Midland (East Metropolitan)	1	M	21721
Mirrabooka (East Metropolitan)	0	F	696
Mirrabooka (East Metropolitan)	0	M	919
Mirrabooka (East Metropolitan)	1	F	23336
Mirrabooka (East Metropolitan)	1	M	23163
Moore (Agricultural)	0	F	1403
Moore (Agricultural)	0	M	2142
Moore (Agricultural)	1	F	17014
Moore (Agricultural)	1	M	17756
Morley (East Metropolitan)	0	F	673
Morley (East Metropolitan)	0	M	977
Morley (East Metropolitan)	1	F	22316
Morley (East Metropolitan)	1	M	21457
Mount Lawley (East Metropolitan)	0	F	818
Mount Lawley (East Metropolitan)	0	M	978
Mount Lawley (East Metropolitan)	1	F	21224
Mount Lawley (East Metropolitan)	1	M	19363
Murray-Wellington (South West)	0	F	1271
Murray-Wellington (South West)	0	M	2072
Murray-Wellington (South West)	1	F	20371
Murray-Wellington (South West)	1	M	19674
Nedlands (North Metropolitan)	0	F	1094
Nedlands (North Metropolitan)	0	M	1114
Nedlands (North Metropolitan)	1	F	22957
Nedlands (North Metropolitan)	1	M	21514
North West Central (Mining and Pastoral)	0	F	777
North West Central (Mining and Pastoral)	0	M	1002
North West Central (Mining and Pastoral)	1	F	9516
North West Central (Mining and Pastoral)	1	M	11572
Perth (North Metropolitan)	0	F	1291
Perth (North Metropolitan)	0	M	1929
Perth (North Metropolitan)	1	F	24752
Perth (North Metropolitan)	1	M	25678
Pilbara (Mining and Pastoral)	0	F	1261
Pilbara (Mining and Pastoral)	0	M	1422
Pilbara (Mining and Pastoral)	1	F	19735
Pilbara (Mining and Pastoral)	1	M	25016
Riverton (South Metropolitan)	0	F	653
Riverton (South Metropolitan)	0	M	903
Riverton (South Metropolitan)	1	F	22771
Riverton (South Metropolitan)	1	M	21584
Rockingham (South Metropolitan)	0	F	992
Rockingham (South Metropolitan)	0	M	1697
Rockingham (South Metropolitan)	1	F	19423
Rockingham (South Metropolitan)	1	M	18751
Roe (Agricultural)	0	F	1402
Roe (Agricultural)	0	M	1669
Roe (Agricultural)	1	F	17024
Roe (Agricultural)	1	M	17568
Scarborough (North Metropolitan)	0	F	1088
Scarborough (North Metropolitan)	0	M	1642
Scarborough (North Metropolitan)	1	F	22741
Scarborough (North Metropolitan)	1	M	20284
South Perth (South Metropolitan)	0	F	1048
South Perth (South Metropolitan)	0	M	1247
South Perth (South Metropolitan)	1	F	21041
South Perth (South Metropolitan)	1	M	19906
Southern River (South Metropolitan)	0	F	636
Southern River (South Metropolitan)	0	M	1091
Southern River (South Metropolitan)	1	F	25242
Southern River (South Metropolitan)	1	M	24222
Swan Hills (East Metropolitan)	0	F	916
Swan Hills (East Metropolitan)	0	M	1795
Swan Hills (East Metropolitan)	1	F	23095
Swan Hills (East Metropolitan)	1	M	23883
Thornlie (East Metropolitan)	0	F	703
Thornlie (East Metropolitan)	0	M	1035
Thornlie (East Metropolitan)	1	F	23749
Thornlie (East Metropolitan)	1	M	23006
Vasse (South West)	0	F	1733
Vasse (South West)	0	M	2425
Vasse (South West)	1	F	21014
Vasse (South West)	1	M	19169
Victoria Park (South Metropolitan)	0	F	931
Victoria Park (South Metropolitan)	0	M	1276
Victoria Park (South Metropolitan)	1	F	22986
Victoria Park (South Metropolitan)	1	M	23427
Wanneroo (North Metropolitan)	0	F	722
Wanneroo (North Metropolitan)	0	M	1436
Wanneroo (North Metropolitan)	1	F	24430
Wanneroo (North Metropolitan)	1	M	22884
Warnbro (South Metropolitan)	0	F	1002
Warnbro (South Metropolitan)	0	M	1997
Warnbro (South Metropolitan)	1	F	23781
Warnbro (South Metropolitan)	1	M	22452
Warren-Blackwood (South West)	0	F	1763
Warren-Blackwood (South West)	0	M	2286
Warren-Blackwood (South West)	1	F	19939
Warren-Blackwood (South West)	1	M	19447
West Swan (East Metropolitan)	0	F	785
West Swan (East Metropolitan)	0	M	1382
West Swan (East Metropolitan)	1	F	26041
West Swan (East Metropolitan)	1	M	24765
Willagee (South Metropolitan)	0	F	745
Willagee (South Metropolitan)	0	M	1070
Willagee (South Metropolitan)	1	F	20179
Willagee (South Metropolitan)	1	M	18490
No usual address (WA)	0	F	3416
No usual address (WA)	0	M	4639
Migratory - Offshore - Shipping (WA)	0	M	3
Migratory - Offshore - Shipping (WA)	1	F	57
Migratory - Offshore - Shipping (WA)	1	M	455
Bass (Launceston)	0	F	522
Bass (Launceston)	0	M	581
Bass (Launceston)	1	F	12279
Bass (Launceston)	1	M	11015
Bass (McIntyre)	0	F	269
Bass (McIntyre)	0	M	263
Bass (McIntyre)	1	F	3622
Bass (McIntyre)	1	M	3589
Bass (Rosevears)	0	F	878
Bass (Rosevears)	0	M	967
Bass (Rosevears)	1	F	18345
Bass (Rosevears)	1	M	17418
Bass (Windermere)	0	F	806
Bass (Windermere)	0	M	888
Bass (Windermere)	1	F	19295
Bass (Windermere)	1	M	19221
Braddon (Mersey)	0	F	1028
Braddon (Mersey)	0	M	1154
Braddon (Mersey)	1	F	18883
Braddon (Mersey)	1	M	17455
Braddon (Montgomery)	0	F	791
Braddon (Montgomery)	0	M	909
Braddon (Montgomery)	1	F	15941
Braddon (Montgomery)	1	M	14856
Braddon (Murchison)	0	F	1003
Braddon (Murchison)	0	M	1138
Braddon (Murchison)	1	F	18487
Braddon (Murchison)	1	M	17909
Clark (Derwent)	0	F	266
Clark (Derwent)	0	M	286
Clark (Derwent)	1	F	8054
Clark (Derwent)	1	M	7741
Clark (Elwick)	0	F	625
Clark (Elwick)	0	M	652
Clark (Elwick)	1	F	18287
Clark (Elwick)	1	M	17717
Clark (Hobart)	0	F	912
Clark (Hobart)	0	M	905
Clark (Hobart)	1	F	17896
Clark (Hobart)	1	M	16879
Clark (Huon)	0	F	15
Clark (Huon)	0	M	13
Clark (Huon)	1	F	162
Clark (Huon)	1	M	167
Clark (Nelson)	0	F	555
Clark (Nelson)	0	M	573
Clark (Nelson)	1	F	10289
Clark (Nelson)	1	M	9764
Franklin (Huon)	0	F	870
Franklin (Huon)	0	M	926
Franklin (Huon)	1	F	17365
Franklin (Huon)	1	M	17064
Franklin (Nelson)	0	F	358
Franklin (Nelson)	0	M	339
Franklin (Nelson)	1	F	7999
Franklin (Nelson)	1	M	7154
Franklin (Pembroke)	0	F	738
Franklin (Pembroke)	0	M	719
Franklin (Pembroke)	1	F	16083
Franklin (Pembroke)	1	M	14717
Franklin (Rumney)	0	F	604
Franklin (Rumney)	0	M	600
Franklin (Rumney)	1	F	13215
Franklin (Rumney)	1	M	13081
Lyons (Derwent)	0	F	406
Lyons (Derwent)	0	M	536
Lyons (Derwent)	1	F	10682
Lyons (Derwent)	1	M	10524
Lyons (Launceston)	0	F	195
Lyons (Launceston)	0	M	200
Lyons (Launceston)	1	F	5154
Lyons (Launceston)	1	M	4793
Lyons (McIntyre)	0	F	793
Lyons (McIntyre)	0	M	948
Lyons (McIntyre)	1	F	14619
Lyons (McIntyre)	1	M	14413
Lyons (Montgomery)	0	F	143
Lyons (Montgomery)	0	M	173
Lyons (Montgomery)	1	F	2376
Lyons (Montgomery)	1	M	2510
Lyons (Prosser)	0	F	949
Lyons (Prosser)	0	M	1071
Lyons (Prosser)	1	F	16274
Lyons (Prosser)	1	M	16310
Lyons (Rumney)	0	F	182
Lyons (Rumney)	0	M	205
Lyons (Rumney)	1	F	4955
Lyons (Rumney)	1	M	4656
No usual address (Tas.)	0	F	616
No usual address (Tas.)	0	M	758
Migratory - Offshore - Shipping (Tas.)	1	M	13
Arafura	0	F	267
Arafura	0	M	199
Arafura	1	F	4010
Arafura	1	M	4148
Araluen	0	F	307
Araluen	0	M	273
Araluen	1	F	4790
Araluen	1	M	4597
Arnhem	0	F	305
Arnhem	0	M	295
Arnhem	1	F	4226
Arnhem	1	M	4396
Barkly	0	F	223
Barkly	0	M	222
Barkly	1	F	3924
Barkly	1	M	4063
Blain	0	F	188
Blain	0	M	266
Blain	1	F	4148
Blain	1	M	4085
Braitling	0	F	354
Braitling	0	M	368
Braitling	1	F	4151
Braitling	1	M	3915
Brennan	0	F	195
Brennan	0	M	260
Brennan	1	F	4392
Brennan	1	M	4056
Casuarina	0	F	180
Casuarina	0	M	297
Casuarina	1	F	4673
Casuarina	1	M	4502
Daly	0	F	265
Daly	0	M	363
Daly	1	F	4363
Daly	1	M	4709
Drysdale	0	F	182
Drysdale	0	M	291
Drysdale	1	F	4081
Drysdale	1	M	4037
Fannie Bay	0	F	246
Fannie Bay	0	M	256
Fannie Bay	1	F	3914
Fannie Bay	1	M	3669
Fong Lim	0	F	253
Fong Lim	0	M	328
Fong Lim	1	F	3725
Fong Lim	1	M	3770
Goyder	0	F	174
Goyder	0	M	340
Goyder	1	F	4356
Goyder	1	M	4585
Gwoja	0	F	254
Gwoja	0	M	239
Gwoja	1	F	3774
Gwoja	1	M	3716
Johnston	0	F	225
Johnston	0	M	242
Johnston	1	F	4253
Johnston	1	M	3959
Karama	0	F	186
Karama	0	M	180
Karama	1	F	4148
Karama	1	M	3945
Katherine	0	F	270
Katherine	0	M	320
Katherine	1	F	3974
Katherine	1	M	4066
Mulka	0	F	284
Mulka	0	M	233
Mulka	1	F	4423
Mulka	1	M	4531
Namatjira	0	F	278
Namatjira	0	M	291
Namatjira	1	F	4730
Namatjira	1	M	4997
Nelson	0	F	232
Nelson	0	M	413
Nelson	1	F	4021
Nelson	1	M	5319
Nightcliff	0	F	255
Nightcliff	0	M	283
Nightcliff	1	F	4176
