SED_NAME21	MaxSchoolingCompleted	Sex	persons
Ryde	Did not go to school	M	386
Ryde	Year 8	F	1212
Ryde	Year 8	M	936
Ryde	Year 9	F	1188
Ryde	Year 9	M	1052
Ryde	Year 10	F	4015
Ryde	Year 10	M	3712
Ryde	Year 11	F	1319
Ryde	Year 11	M	1431
Ryde	Year 12	F	33021
Ryde	Year 12	M	31333
Seven Hills	Did not go to school	F	385
Seven Hills	Did not go to school	M	302
Seven Hills	Year 8	F	1249
Seven Hills	Year 8	M	1008
Seven Hills	Year 9	F	1642
Seven Hills	Year 9	M	1411
Seven Hills	Year 10	F	5921
Seven Hills	Year 10	M	5737
Seven Hills	Year 11	F	1494
Seven Hills	Year 11	M	1792
Seven Hills	Year 12	F	22703
Seven Hills	Year 12	M	22182
Shellharbour	Did not go to school	F	231
Shellharbour	Did not go to school	M	224
Shellharbour	Year 8	F	1796
Shellharbour	Year 8	M	1704
Shellharbour	Year 9	F	3319
Shellharbour	Year 9	M	2882
Shellharbour	Year 10	F	11713
Shellharbour	Year 10	M	11632
Shellharbour	Year 11	F	2619
Shellharbour	Year 11	M	2920
Shellharbour	Year 12	F	15552
Shellharbour	Year 12	M	13323
South Coast	Did not go to school	F	97
South Coast	Did not go to school	M	124
South Coast	Year 8	F	1578
South Coast	Year 8	M	1666
South Coast	Year 9	F	3100
South Coast	Year 9	M	3103
South Coast	Year 10	F	10534
South Coast	Year 10	M	10338
South Coast	Year 11	F	2161
South Coast	Year 11	M	2328
South Coast	Year 12	F	13182
South Coast	Year 12	M	11403
Strathfield	Did not go to school	F	868
Strathfield	Did not go to school	M	665
Strathfield	Year 8	F	1640
Strathfield	Year 8	M	1249
Strathfield	Year 9	F	1102
Strathfield	Year 9	M	1108
Strathfield	Year 10	F	3661
Strathfield	Year 10	M	3443
Strathfield	Year 11	F	1361
Strathfield	Year 11	M	1616
Strathfield	Year 12	F	32808
Strathfield	Year 12	M	33246
Summer Hill	Did not go to school	F	808
Summer Hill	Did not go to school	M	513
Summer Hill	Year 8	F	1880
Summer Hill	Year 8	M	1370
Summer Hill	Year 9	F	894
Summer Hill	Year 9	M	927
Summer Hill	Year 10	F	3314
Summer Hill	Year 10	M	3255
Summer Hill	Year 11	F	1173
Summer Hill	Year 11	M	1451
Summer Hill	Year 12	F	26407
Summer Hill	Year 12	M	24373
Swansea	Did not go to school	F	79
Swansea	Did not go to school	M	86
Swansea	Year 8	F	1257
Swansea	Year 8	M	1313
Swansea	Year 9	F	3198
Swansea	Year 9	M	2906
Swansea	Year 10	F	10859
Swansea	Year 10	M	10869
Swansea	Year 11	F	2194
Swansea	Year 11	M	2419
Swansea	Year 12	F	12403
Swansea	Year 12	M	10645
Sydney	Did not go to school	F	376
Sydney	Did not go to school	M	309
Sydney	Year 8	F	442
Sydney	Year 8	M	423
Sydney	Year 9	F	587
Sydney	Year 9	M	604
Sydney	Year 10	F	2166
Sydney	Year 10	M	2369
Sydney	Year 11	F	1236
Sydney	Year 11	M	1425
Sydney	Year 12	F	33199
Sydney	Year 12	M	36700
Tamworth	Did not go to school	F	128
Tamworth	Did not go to school	M	143
Tamworth	Year 8	F	1402
Tamworth	Year 8	M	1886
Tamworth	Year 9	F	2842
Tamworth	Year 9	M	3040
Tamworth	Year 10	F	9741
Tamworth	Year 10	M	10082
Tamworth	Year 11	F	2421
Tamworth	Year 11	M	2316
Tamworth	Year 12	F	13951
Tamworth	Year 12	M	10982
Terrigal	Did not go to school	F	74
Terrigal	Did not go to school	M	77
Terrigal	Year 8	F	856
Terrigal	Year 8	M	770
Terrigal	Year 9	F	2082
Terrigal	Year 9	M	1815
Terrigal	Year 10	F	8493
Terrigal	Year 10	M	7595
Terrigal	Year 11	F	1995
Terrigal	Year 11	M	2179
Terrigal	Year 12	F	18073
Terrigal	Year 12	M	16333
The Entrance	Did not go to school	F	110
The Entrance	Did not go to school	M	98
The Entrance	Year 8	F	1194
The Entrance	Year 8	M	1078
The Entrance	Year 9	F	2549
The Entrance	Year 9	M	2182
The Entrance	Year 10	F	9446
The Entrance	Year 10	M	8898
The Entrance	Year 11	F	2061
The Entrance	Year 11	M	2307
The Entrance	Year 12	F	15099
The Entrance	Year 12	M	13142
Tweed	Did not go to school	F	98
Tweed	Did not go to school	M	96
Tweed	Year 8	F	1484
Tweed	Year 8	M	1348
Tweed	Year 9	F	2559
Tweed	Year 9	M	2383
Tweed	Year 10	F	9936
Tweed	Year 10	M	8962
Tweed	Year 11	F	2616
Tweed	Year 11	M	2631
Tweed	Year 12	F	16441
Tweed	Year 12	M	14094
Upper Hunter	Did not go to school	F	79
Upper Hunter	Did not go to school	M	126
Upper Hunter	Year 8	F	1328
Upper Hunter	Year 8	M	1756
Upper Hunter	Year 9	F	2785
Upper Hunter	Year 9	M	3077
Upper Hunter	Year 10	F	10147
Upper Hunter	Year 10	M	11449
Upper Hunter	Year 11	F	2437
Upper Hunter	Year 11	M	2747
Upper Hunter	Year 12	F	12334
Upper Hunter	Year 12	M	9985
Vaucluse	Did not go to school	F	74
Vaucluse	Did not go to school	M	77
Vaucluse	Year 8	F	381
Vaucluse	Year 8	M	293
Vaucluse	Year 9	F	653
Vaucluse	Year 9	M	659
Vaucluse	Year 10	F	2286
Vaucluse	Year 10	M	1991
Vaucluse	Year 11	F	1212
Vaucluse	Year 11	M	1156
Vaucluse	Year 12	F	29101
Vaucluse	Year 12	M	25613
Wagga Wagga	Did not go to school	F	256
Wagga Wagga	Did not go to school	M	207
Wagga Wagga	Year 8	F	1276
Wagga Wagga	Year 8	M	1645
Wagga Wagga	Year 9	F	2361
Wagga Wagga	Year 9	M	2492
Wagga Wagga	Year 10	F	8804
Wagga Wagga	Year 10	M	9090
Wagga Wagga	Year 11	F	2532
Wagga Wagga	Year 11	M	2575
Wagga Wagga	Year 12	F	16400
Wagga Wagga	Year 12	M	13404
Wakehurst	Did not go to school	F	287
Wakehurst	Did not go to school	M	240
Wakehurst	Year 8	F	861
Wakehurst	Year 8	M	795
Wakehurst	Year 9	F	1392
Wakehurst	Year 9	M	1310
Wakehurst	Year 10	F	5657
Wakehurst	Year 10	M	5311
Wakehurst	Year 11	F	1670
Wakehurst	Year 11	M	1981
Wakehurst	Year 12	F	23492
Wakehurst	Year 12	M	21808
Wallsend	Did not go to school	F	256
Wallsend	Did not go to school	M	168
Wallsend	Year 8	F	1373
Wallsend	Year 8	M	1316
Wallsend	Year 9	F	2939
Wallsend	Year 9	M	2597
Wallsend	Year 10	F	9053
Wallsend	Year 10	M	8868
Wallsend	Year 11	F	2162
Wallsend	Year 11	M	2420
Wallsend	Year 12	F	18817
Wallsend	Year 12	M	17413
Willoughby	Did not go to school	F	308
Willoughby	Did not go to school	M	187
Willoughby	Year 8	F	681
Willoughby	Year 8	M	524
Willoughby	Year 9	F	936
Willoughby	Year 9	M	825
Willoughby	Year 10	F	2947
Willoughby	Year 10	M	2256
Willoughby	Year 11	F	1317
Willoughby	Year 11	M	1262
Willoughby	Year 12	F	29870
Willoughby	Year 12	M	27008
Wollondilly	Did not go to school	F	96
Wollondilly	Did not go to school	M	105
Wollondilly	Year 8	F	963
Wollondilly	Year 8	M	1113
Wollondilly	Year 9	F	2346
Wollondilly	Year 9	M	2518
Wollondilly	Year 10	F	9495
Wollondilly	Year 10	M	10650
Wollondilly	Year 11	F	2404
Wollondilly	Year 11	M	2478
Wollondilly	Year 12	F	17001
Wollondilly	Year 12	M	13722
Wollongong	Did not go to school	F	586
Wollongong	Did not go to school	M	389
Wollongong	Year 8	F	2266
Wollongong	Year 8	M	1846
Wollongong	Year 9	F	2309
Wollongong	Year 9	M	2200
Wollongong	Year 10	F	8119
Wollongong	Year 10	M	8406
Wollongong	Year 11	F	1978
Wollongong	Year 11	M	2368
Wollongong	Year 12	F	19152
Wollongong	Year 12	M	18282
Wyong	Did not go to school	F	144
Wyong	Did not go to school	M	174
Wyong	Year 8	F	1520
Wyong	Year 8	M	1537
Wyong	Year 9	F	3019
Wyong	Year 9	M	2895
Wyong	Year 10	F	10656
Wyong	Year 10	M	10306
Wyong	Year 11	F	2510
Wyong	Year 11	M	2618
Wyong	Year 12	F	14238
Wyong	Year 12	M	12067
No usual address (NSW)	Did not go to school	F	28
No usual address (NSW)	Did not go to school	M	41
No usual address (NSW)	Year 8	F	103
No usual address (NSW)	Year 8	M	225
No usual address (NSW)	Year 9	F	226
No usual address (NSW)	Year 9	M	351
No usual address (NSW)	Year 10	F	798
No usual address (NSW)	Year 10	M	1083
No usual address (NSW)	Year 11	F	234
No usual address (NSW)	Year 11	M	293
No usual address (NSW)	Year 12	F	1674
No usual address (NSW)	Year 12	M	1648
Albert Park (Southern Metropolitan)	Did not go to school	F	226
Albert Park (Southern Metropolitan)	Did not go to school	M	165
Albert Park (Southern Metropolitan)	Year 8	F	725
Albert Park (Southern Metropolitan)	Year 8	M	588
Albert Park (Southern Metropolitan)	Year 9	F	665
Albert Park (Southern Metropolitan)	Year 9	M	736
Albert Park (Southern Metropolitan)	Year 10	F	1878
Albert Park (Southern Metropolitan)	Year 10	M	2084
Albert Park (Southern Metropolitan)	Year 11	F	2356
Albert Park (Southern Metropolitan)	Year 11	M	2411
Albert Park (Southern Metropolitan)	Year 12	F	28630
Albert Park (Southern Metropolitan)	Year 12	M	27299
Altona (Western Metropolitan)	Did not go to school	F	500
Altona (Western Metropolitan)	Did not go to school	M	413
Altona (Western Metropolitan)	Year 8	F	1718
Altona (Western Metropolitan)	Year 8	M	1305
Altona (Western Metropolitan)	Year 9	F	1824
Altona (Western Metropolitan)	Year 9	M	1812
Altona (Western Metropolitan)	Year 10	F	4004
Altona (Western Metropolitan)	Year 10	M	4483
Altona (Western Metropolitan)	Year 11	F	3560
Altona (Western Metropolitan)	Year 11	M	3921
Altona (Western Metropolitan)	Year 12	F	28555
Altona (Western Metropolitan)	Year 12	M	26504
Bass (Eastern Victoria)	Did not go to school	F	392
Bass (Eastern Victoria)	Did not go to school	M	352
Bass (Eastern Victoria)	Year 8	F	1958
Bass (Eastern Victoria)	Year 8	M	1773
Bass (Eastern Victoria)	Year 9	F	2956
Bass (Eastern Victoria)	Year 9	M	3278
Bass (Eastern Victoria)	Year 10	F	6906
Bass (Eastern Victoria)	Year 10	M	7766
Bass (Eastern Victoria)	Year 11	F	5749
Bass (Eastern Victoria)	Year 11	M	6014
Bass (Eastern Victoria)	Year 12	F	25660
Bass (Eastern Victoria)	Year 12	M	21854
Bayswater (Eastern Metropolitan)	Did not go to school	F	221
Bayswater (Eastern Metropolitan)	Did not go to school	M	172
Bayswater (Eastern Metropolitan)	Year 8	F	1107
Bayswater (Eastern Metropolitan)	Year 8	M	925
Bayswater (Eastern Metropolitan)	Year 9	F	1481
Bayswater (Eastern Metropolitan)	Year 9	M	1518
Bayswater (Eastern Metropolitan)	Year 10	F	3525
Bayswater (Eastern Metropolitan)	Year 10	M	3885
Bayswater (Eastern Metropolitan)	Year 11	F	3282
Bayswater (Eastern Metropolitan)	Year 11	M	3556
Bayswater (Eastern Metropolitan)	Year 12	F	16480
Bayswater (Eastern Metropolitan)	Year 12	M	14387
Bellarine (Western Victoria)	Did not go to school	F	64
Bellarine (Western Victoria)	Did not go to school	M	93
Bellarine (Western Victoria)	Year 8	F	1108
Bellarine (Western Victoria)	Year 8	M	1086
Bellarine (Western Victoria)	Year 9	F	1875
Bellarine (Western Victoria)	Year 9	M	1965
Bellarine (Western Victoria)	Year 10	F	4735
Bellarine (Western Victoria)	Year 10	M	4906
Bellarine (Western Victoria)	Year 11	F	4802
Bellarine (Western Victoria)	Year 11	M	4731
Bellarine (Western Victoria)	Year 12	F	16873
Bellarine (Western Victoria)	Year 12	M	13705
Benambra (Northern Victoria)	Did not go to school	F	135
Benambra (Northern Victoria)	Did not go to school	M	134
Benambra (Northern Victoria)	Year 8	F	1241
Benambra (Northern Victoria)	Year 8	M	1327
Benambra (Northern Victoria)	Year 9	F	1879
Benambra (Northern Victoria)	Year 9	M	2144
Benambra (Northern Victoria)	Year 10	F	5660
Benambra (Northern Victoria)	Year 10	M	6615
Benambra (Northern Victoria)	Year 11	F	4241
Benambra (Northern Victoria)	Year 11	M	4548
Benambra (Northern Victoria)	Year 12	F	14210
Benambra (Northern Victoria)	Year 12	M	11216
Bendigo East (Northern Victoria)	Did not go to school	F	170
Bendigo East (Northern Victoria)	Did not go to school	M	176
Bendigo East (Northern Victoria)	Year 8	F	1371
Bendigo East (Northern Victoria)	Year 8	M	1415
Bendigo East (Northern Victoria)	Year 9	F	1972
Bendigo East (Northern Victoria)	Year 9	M	2209
Bendigo East (Northern Victoria)	Year 10	F	4874
Bendigo East (Northern Victoria)	Year 10	M	5255
Bendigo East (Northern Victoria)	Year 11	F	4365
Bendigo East (Northern Victoria)	Year 11	M	4239
Bendigo East (Northern Victoria)	Year 12	F	15706
Bendigo East (Northern Victoria)	Year 12	M	12500
Bendigo West (Northern Victoria)	Did not go to school	F	175
Bendigo West (Northern Victoria)	Did not go to school	M	194
Bendigo West (Northern Victoria)	Year 8	F	1487
Bendigo West (Northern Victoria)	Year 8	M	1345
Bendigo West (Northern Victoria)	Year 9	F	1974
Bendigo West (Northern Victoria)	Year 9	M	2133
Bendigo West (Northern Victoria)	Year 10	F	4495
Bendigo West (Northern Victoria)	Year 10	M	5467
Bendigo West (Northern Victoria)	Year 11	F	3761
Bendigo West (Northern Victoria)	Year 11	M	3651
Bendigo West (Northern Victoria)	Year 12	F	13447
Bendigo West (Northern Victoria)	Year 12	M	10758
Bentleigh (Southern Metropolitan)	Did not go to school	F	233
Bentleigh (Southern Metropolitan)	Did not go to school	M	189
Bentleigh (Southern Metropolitan)	Year 8	F	1138
Bentleigh (Southern Metropolitan)	Year 8	M	810
Bentleigh (Southern Metropolitan)	Year 9	F	936
Bentleigh (Southern Metropolitan)	Year 9	M	932
Bentleigh (Southern Metropolitan)	Year 10	F	2170
Bentleigh (Southern Metropolitan)	Year 10	M	2250
Bentleigh (Southern Metropolitan)	Year 11	F	2252
Bentleigh (Southern Metropolitan)	Year 11	M	2310
Bentleigh (Southern Metropolitan)	Year 12	F	20268
Bentleigh (Southern Metropolitan)	Year 12	M	18288
Box Hill (Eastern Metropolitan)	Did not go to school	F	361
Box Hill (Eastern Metropolitan)	Did not go to school	M	263
Box Hill (Eastern Metropolitan)	Year 8	F	1113
Box Hill (Eastern Metropolitan)	Year 8	M	774
Box Hill (Eastern Metropolitan)	Year 9	F	1128
Box Hill (Eastern Metropolitan)	Year 9	M	1045
Box Hill (Eastern Metropolitan)	Year 10	F	2136
Box Hill (Eastern Metropolitan)	Year 10	M	1971
Box Hill (Eastern Metropolitan)	Year 11	F	2368
Box Hill (Eastern Metropolitan)	Year 11	M	2274
Box Hill (Eastern Metropolitan)	Year 12	F	23812
Box Hill (Eastern Metropolitan)	Year 12	M	21849
Brighton (Southern Metropolitan)	Did not go to school	F	97
Brighton (Southern Metropolitan)	Did not go to school	M	95
Brighton (Southern Metropolitan)	Year 8	F	579
Brighton (Southern Metropolitan)	Year 8	M	463
Brighton (Southern Metropolitan)	Year 9	F	676
Brighton (Southern Metropolitan)	Year 9	M	686
Brighton (Southern Metropolitan)	Year 10	F	1848
Brighton (Southern Metropolitan)	Year 10	M	1582
Brighton (Southern Metropolitan)	Year 11	F	2266
Brighton (Southern Metropolitan)	Year 11	M	1958
Brighton (Southern Metropolitan)	Year 12	F	20860
Brighton (Southern Metropolitan)	Year 12	M	18499
Broadmeadows (Northern Metropolitan)	Did not go to school	F	1661
Broadmeadows (Northern Metropolitan)	Did not go to school	M	1104
Broadmeadows (Northern Metropolitan)	Year 8	F	3514
Broadmeadows (Northern Metropolitan)	Year 8	M	2731
Broadmeadows (Northern Metropolitan)	Year 9	F	1774
Broadmeadows (Northern Metropolitan)	Year 9	M	1865
Broadmeadows (Northern Metropolitan)	Year 10	F	2858
Broadmeadows (Northern Metropolitan)	Year 10	M	3284
Broadmeadows (Northern Metropolitan)	Year 11	F	2201
Broadmeadows (Northern Metropolitan)	Year 11	M	2416
Broadmeadows (Northern Metropolitan)	Year 12	F	14644
Broadmeadows (Northern Metropolitan)	Year 12	M	15514
Brunswick (Northern Metropolitan)	Did not go to school	F	565
Brunswick (Northern Metropolitan)	Did not go to school	M	329
Brunswick (Northern Metropolitan)	Year 8	F	1639
Brunswick (Northern Metropolitan)	Year 8	M	1165
Brunswick (Northern Metropolitan)	Year 9	F	705
Brunswick (Northern Metropolitan)	Year 9	M	705
Brunswick (Northern Metropolitan)	Year 10	F	1468
Brunswick (Northern Metropolitan)	Year 10	M	1858
Brunswick (Northern Metropolitan)	Year 11	F	1635
Brunswick (Northern Metropolitan)	Year 11	M	1992
Brunswick (Northern Metropolitan)	Year 12	F	27006
Brunswick (Northern Metropolitan)	Year 12	M	23673
Bulleen (Eastern Metropolitan)	Did not go to school	F	456
Bulleen (Eastern Metropolitan)	Did not go to school	M	320
Bulleen (Eastern Metropolitan)	Year 8	F	1956
Bulleen (Eastern Metropolitan)	Year 8	M	1391
Bulleen (Eastern Metropolitan)	Year 9	F	1259
Bulleen (Eastern Metropolitan)	Year 9	M	1041
Bulleen (Eastern Metropolitan)	Year 10	F	2425
Bulleen (Eastern Metropolitan)	Year 10	M	2168
Bulleen (Eastern Metropolitan)	Year 11	F	2379
Bulleen (Eastern Metropolitan)	Year 11	M	2201
Bulleen (Eastern Metropolitan)	Year 12	F	20081
Bulleen (Eastern Metropolitan)	Year 12	M	18977
Bundoora (Northern Metropolitan)	Did not go to school	F	371
Bundoora (Northern Metropolitan)	Did not go to school	M	340
Bundoora (Northern Metropolitan)	Year 8	F	1571
Bundoora (Northern Metropolitan)	Year 8	M	1162
Bundoora (Northern Metropolitan)	Year 9	F	1285
Bundoora (Northern Metropolitan)	Year 9	M	1345
Bundoora (Northern Metropolitan)	Year 10	F	2679
Bundoora (Northern Metropolitan)	Year 10	M	2837
Bundoora (Northern Metropolitan)	Year 11	F	2491
Bundoora (Northern Metropolitan)	Year 11	M	2742
Bundoora (Northern Metropolitan)	Year 12	F	16394
Bundoora (Northern Metropolitan)	Year 12	M	15633
Buninyong (Western Victoria)	Did not go to school	F	85
Buninyong (Western Victoria)	Did not go to school	M	103
Buninyong (Western Victoria)	Year 8	F	1224
Buninyong (Western Victoria)	Year 8	M	1258
Buninyong (Western Victoria)	Year 9	F	1985
Buninyong (Western Victoria)	Year 9	M	2317
Buninyong (Western Victoria)	Year 10	F	4389
Buninyong (Western Victoria)	Year 10	M	5427
Buninyong (Western Victoria)	Year 11	F	4042
Buninyong (Western Victoria)	Year 11	M	3999
Buninyong (Western Victoria)	Year 12	F	14303
Buninyong (Western Victoria)	Year 12	M	11610
Burwood (Southern Metropolitan)	Did not go to school	F	279
Burwood (Southern Metropolitan)	Did not go to school	M	217
Burwood (Southern Metropolitan)	Year 8	F	1015
Burwood (Southern Metropolitan)	Year 8	M	738
Burwood (Southern Metropolitan)	Year 9	F	1009
Burwood (Southern Metropolitan)	Year 9	M	923
Burwood (Southern Metropolitan)	Year 10	F	1994
Burwood (Southern Metropolitan)	Year 10	M	1764
Burwood (Southern Metropolitan)	Year 11	F	2117
Burwood (Southern Metropolitan)	Year 11	M	2064
Burwood (Southern Metropolitan)	Year 12	F	22195
Burwood (Southern Metropolitan)	Year 12	M	20600
Carrum (South-Eastern Metropolitan)	Did not go to school	F	181
Carrum (South-Eastern Metropolitan)	Did not go to school	M	139
Carrum (South-Eastern Metropolitan)	Year 8	F	1200
Carrum (South-Eastern Metropolitan)	Year 8	M	1033
Carrum (South-Eastern Metropolitan)	Year 9	F	1717
Carrum (South-Eastern Metropolitan)	Year 9	M	1934
Carrum (South-Eastern Metropolitan)	Year 10	F	4455
Carrum (South-Eastern Metropolitan)	Year 10	M	4914
Carrum (South-Eastern Metropolitan)	Year 11	F	3745
Carrum (South-Eastern Metropolitan)	Year 11	M	4233
Carrum (South-Eastern Metropolitan)	Year 12	F	17033
Carrum (South-Eastern Metropolitan)	Year 12	M	14107
Caulfield (Southern Metropolitan)	Did not go to school	F	158
Caulfield (Southern Metropolitan)	Did not go to school	M	122
Caulfield (Southern Metropolitan)	Year 8	F	671
Caulfield (Southern Metropolitan)	Year 8	M	536
Caulfield (Southern Metropolitan)	Year 9	F	674
Caulfield (Southern Metropolitan)	Year 9	M	737
Caulfield (Southern Metropolitan)	Year 10	F	1478
Caulfield (Southern Metropolitan)	Year 10	M	1536
Caulfield (Southern Metropolitan)	Year 11	F	1863
Caulfield (Southern Metropolitan)	Year 11	M	1709
Caulfield (Southern Metropolitan)	Year 12	F	23123
Caulfield (Southern Metropolitan)	Year 12	M	21188
Clarinda (South-Eastern Metropolitan)	Did not go to school	F	1235
Clarinda (South-Eastern Metropolitan)	Did not go to school	M	960
Clarinda (South-Eastern Metropolitan)	Year 8	F	2547
Clarinda (South-Eastern Metropolitan)	Year 8	M	1869
Clarinda (South-Eastern Metropolitan)	Year 9	F	1283
Clarinda (South-Eastern Metropolitan)	Year 9	M	1290
Clarinda (South-Eastern Metropolitan)	Year 10	F	2488
Clarinda (South-Eastern Metropolitan)	Year 10	M	2784
Clarinda (South-Eastern Metropolitan)	Year 11	F	2053
Clarinda (South-Eastern Metropolitan)	Year 11	M	2381
Clarinda (South-Eastern Metropolitan)	Year 12	F	20547
Clarinda (South-Eastern Metropolitan)	Year 12	M	21126
Cranbourne (South-Eastern Metropolitan)	Did not go to school	F	1157
Cranbourne (South-Eastern Metropolitan)	Did not go to school	M	917
Cranbourne (South-Eastern Metropolitan)	Year 8	F	2184
Cranbourne (South-Eastern Metropolitan)	Year 8	M	1826
Cranbourne (South-Eastern Metropolitan)	Year 9	F	2653
Cranbourne (South-Eastern Metropolitan)	Year 9	M	2929
Cranbourne (South-Eastern Metropolitan)	Year 10	F	6245
Cranbourne (South-Eastern Metropolitan)	Year 10	M	7051
Cranbourne (South-Eastern Metropolitan)	Year 11	F	4747
Cranbourne (South-Eastern Metropolitan)	Year 11	M	5087
Cranbourne (South-Eastern Metropolitan)	Year 12	F	29042
Cranbourne (South-Eastern Metropolitan)	Year 12	M	26461
Croydon (Eastern Metropolitan)	Did not go to school	F	252
Croydon (Eastern Metropolitan)	Did not go to school	M	239
Croydon (Eastern Metropolitan)	Year 8	F	1160
Croydon (Eastern Metropolitan)	Year 8	M	913
Croydon (Eastern Metropolitan)	Year 9	F	1445
Croydon (Eastern Metropolitan)	Year 9	M	1427
Croydon (Eastern Metropolitan)	Year 10	F	3431
Croydon (Eastern Metropolitan)	Year 10	M	3627
Croydon (Eastern Metropolitan)	Year 11	F	3405
Croydon (Eastern Metropolitan)	Year 11	M	3397
Croydon (Eastern Metropolitan)	Year 12	F	15993
Croydon (Eastern Metropolitan)	Year 12	M	13313
Dandenong (South-Eastern Metropolitan)	Did not go to school	F	1604
Dandenong (South-Eastern Metropolitan)	Did not go to school	M	1844
Dandenong (South-Eastern Metropolitan)	Year 8	F	2608
Dandenong (South-Eastern Metropolitan)	Year 8	M	2406
Dandenong (South-Eastern Metropolitan)	Year 9	F	1510
Dandenong (South-Eastern Metropolitan)	Year 9	M	1639
Dandenong (South-Eastern Metropolitan)	Year 10	F	3095
Dandenong (South-Eastern Metropolitan)	Year 10	M	3708
Dandenong (South-Eastern Metropolitan)	Year 11	F	2206
Dandenong (South-Eastern Metropolitan)	Year 11	M	2684
Dandenong (South-Eastern Metropolitan)	Year 12	F	16552
Dandenong (South-Eastern Metropolitan)	Year 12	M	17054
Eildon (Northern Victoria)	Did not go to school	F	72
Eildon (Northern Victoria)	Did not go to school	M	85
Eildon (Northern Victoria)	Year 8	F	1001
Eildon (Northern Victoria)	Year 8	M	1188
Eildon (Northern Victoria)	Year 9	F	1660
Eildon (Northern Victoria)	Year 9	M	2432
Eildon (Northern Victoria)	Year 10	F	4098
Eildon (Northern Victoria)	Year 10	M	5574
Eildon (Northern Victoria)	Year 11	F	3905
Eildon (Northern Victoria)	Year 11	M	4251
Eildon (Northern Victoria)	Year 12	F	13270
Eildon (Northern Victoria)	Year 12	M	10115
Eltham (Eastern Metropolitan)	Did not go to school	F	87
Eltham (Eastern Metropolitan)	Did not go to school	M	103
Eltham (Eastern Metropolitan)	Year 8	F	771
Eltham (Eastern Metropolitan)	Year 8	M	631
Eltham (Eastern Metropolitan)	Year 9	F	1133
Eltham (Eastern Metropolitan)	Year 9	M	1159
Eltham (Eastern Metropolitan)	Year 10	F	2551
Eltham (Eastern Metropolitan)	Year 10	M	2924
Eltham (Eastern Metropolitan)	Year 11	F	3060
Eltham (Eastern Metropolitan)	Year 11	M	3117
Eltham (Eastern Metropolitan)	Year 12	F	16777
Eltham (Eastern Metropolitan)	Year 12	M	14722
Essendon (Western Metropolitan)	Did not go to school	F	476
Essendon (Western Metropolitan)	Did not go to school	M	230
Essendon (Western Metropolitan)	Year 8	F	1336
Essendon (Western Metropolitan)	Year 8	M	917
Essendon (Western Metropolitan)	Year 9	F	919
Essendon (Western Metropolitan)	Year 9	M	917
Essendon (Western Metropolitan)	Year 10	F	2161
Essendon (Western Metropolitan)	Year 10	M	2242
Essendon (Western Metropolitan)	Year 11	F	2411
Essendon (Western Metropolitan)	Year 11	M	2587
Essendon (Western Metropolitan)	Year 12	F	21993
Essendon (Western Metropolitan)	Year 12	M	20169
Euroa (Northern Victoria)	Did not go to school	F	93
Euroa (Northern Victoria)	Did not go to school	M	126
Euroa (Northern Victoria)	Year 8	F	1607
Euroa (Northern Victoria)	Year 8	M	1849
Euroa (Northern Victoria)	Year 9	F	2244
Euroa (Northern Victoria)	Year 9	M	2889
Euroa (Northern Victoria)	Year 10	F	5098
Euroa (Northern Victoria)	Year 10	M	6304
Euroa (Northern Victoria)	Year 11	F	4470
Euroa (Northern Victoria)	Year 11	M	4710
Euroa (Northern Victoria)	Year 12	F	12553
Euroa (Northern Victoria)	Year 12	M	10088
Evelyn (Eastern Victoria)	Did not go to school	F	152
Evelyn (Eastern Victoria)	Did not go to school	M	182
Evelyn (Eastern Victoria)	Year 8	F	955
Evelyn (Eastern Victoria)	Year 8	M	953
Evelyn (Eastern Victoria)	Year 9	F	1569
Evelyn (Eastern Victoria)	Year 9	M	1962
Evelyn (Eastern Victoria)	Year 10	F	3801
Evelyn (Eastern Victoria)	Year 10	M	4567
Evelyn (Eastern Victoria)	Year 11	F	3795
Evelyn (Eastern Victoria)	Year 11	M	4080
Evelyn (Eastern Victoria)	Year 12	F	14132
Evelyn (Eastern Victoria)	Year 12	M	11398
Ferntree Gully (Eastern Metropolitan)	Did not go to school	F	260
Ferntree Gully (Eastern Metropolitan)	Did not go to school	M	166
Ferntree Gully (Eastern Metropolitan)	Year 8	F	1032
Ferntree Gully (Eastern Metropolitan)	Year 8	M	800
Ferntree Gully (Eastern Metropolitan)	Year 9	F	1321
Ferntree Gully (Eastern Metropolitan)	Year 9	M	1313
Ferntree Gully (Eastern Metropolitan)	Year 10	F	3152
Ferntree Gully (Eastern Metropolitan)	Year 10	M	3265
Ferntree Gully (Eastern Metropolitan)	Year 11	F	2907
Ferntree Gully (Eastern Metropolitan)	Year 11	M	2895
Ferntree Gully (Eastern Metropolitan)	Year 12	F	16179
Ferntree Gully (Eastern Metropolitan)	Year 12	M	14587
Footscray (Western Metropolitan)	Did not go to school	F	1127
Footscray (Western Metropolitan)	Did not go to school	M	842
Footscray (Western Metropolitan)	Year 8	F	2407
Footscray (Western Metropolitan)	Year 8	M	1847
Footscray (Western Metropolitan)	Year 9	F	1361
Footscray (Western Metropolitan)	Year 9	M	1263
Footscray (Western Metropolitan)	Year 10	F	2681
Footscray (Western Metropolitan)	Year 10	M	2931
Footscray (Western Metropolitan)	Year 11	F	2159
Footscray (Western Metropolitan)	Year 11	M	2529
Footscray (Western Metropolitan)	Year 12	F	23237
