SED_NAME16	OnlyEnglishSpokenHome	Sex	persons
Goulburn	0	M	2112
Goulburn	1	F	36360
Goulburn	1	M	35473
Granville	0	F	32381
Granville	0	M	33672
Granville	1	F	14026
Granville	1	M	14836
Hawkesbury	0	F	3170
Hawkesbury	0	M	2955
Hawkesbury	1	F	34201
Hawkesbury	1	M	34307
Heathcote	0	F	4151
Heathcote	0	M	3484
Heathcote	1	F	34142
Heathcote	1	M	33516
Heffron	0	F	25281
Heffron	0	M	23765
Heffron	1	F	28735
Heffron	1	M	32884
Holsworthy	0	F	21205
Holsworthy	0	M	20027
Holsworthy	1	F	21583
Holsworthy	1	M	22154
Hornsby	0	F	13285
Hornsby	0	M	11750
Hornsby	1	F	27874
Hornsby	1	M	28490
Keira	0	F	5425
Keira	0	M	4929
Keira	1	F	35006
Keira	1	M	33651
Kiama	0	F	2106
Kiama	0	M	1798
Kiama	1	F	36033
Kiama	1	M	34683
Kogarah	0	F	31100
Kogarah	0	M	29537
Kogarah	1	F	13533
Kogarah	1	M	14616
Ku-ring-gai	0	F	16932
Ku-ring-gai	0	M	14485
Ku-ring-gai	1	F	26766
Ku-ring-gai	1	M	26094
Lake Macquarie	0	F	2012
Lake Macquarie	0	M	1673
Lake Macquarie	1	F	36990
Lake Macquarie	1	M	35594
Lakemba	0	F	31929
Lakemba	0	M	33400
Lakemba	1	F	11067
Lakemba	1	M	11846
Lane Cove	0	F	14745
Lane Cove	0	M	12527
Lane Cove	1	F	29000
Lane Cove	1	M	29178
Lismore	0	F	1956
Lismore	0	M	1615
Lismore	1	F	33920
Lismore	1	M	32849
Liverpool	0	F	29764
Liverpool	0	M	28085
Liverpool	1	F	15429
Liverpool	1	M	16230
Londonderry	0	F	18486
Londonderry	0	M	17625
Londonderry	1	F	37538
Londonderry	1	M	37296
Macquarie Fields	0	F	26599
Macquarie Fields	0	M	25284
Macquarie Fields	1	F	26947
Macquarie Fields	1	M	27011
Maitland	0	F	2661
Maitland	0	M	2306
Maitland	1	F	41912
Maitland	1	M	39812
Manly	0	F	6984
Manly	0	M	5739
Manly	1	F	34106
Manly	1	M	33515
Maroubra	0	F	14847
Maroubra	0	M	12840
Maroubra	1	F	27047
Maroubra	1	M	26965
Miranda	0	F	8832
Miranda	0	M	7705
Miranda	1	F	30772
Miranda	1	M	29741
Monaro	0	F	4966
Monaro	0	M	4911
Monaro	1	F	34663
Monaro	1	M	35478
Mount Druitt	0	F	22467
Mount Druitt	0	M	21077
Mount Druitt	1	F	21792
Mount Druitt	1	M	22039
Mulgoa	0	F	13750
Mulgoa	0	M	12988
Mulgoa	1	F	28529
Mulgoa	1	M	28841
Murray	0	F	4625
Murray	0	M	4705
Murray	1	F	34478
Murray	1	M	34350
Myall Lakes	0	F	1420
Myall Lakes	0	M	1176
Myall Lakes	1	F	34911
Myall Lakes	1	M	32854
Newcastle	0	F	3367
Newcastle	0	M	3056
Newcastle	1	F	35322
Newcastle	1	M	34022
Newtown	0	F	10290
Newtown	0	M	9372
Newtown	1	F	26108
Newtown	1	M	29469
North Shore	0	F	9956
North Shore	0	M	7661
North Shore	1	F	30197
North Shore	1	M	27681
Northern Tablelands	0	F	2364
Northern Tablelands	0	M	2184
Northern Tablelands	1	F	33736
Northern Tablelands	1	M	32215
Oatley	0	F	17522
Oatley	0	M	15857
Oatley	1	F	21093
Oatley	1	M	21210
Orange	0	F	2105
Orange	0	M	2019
Orange	1	F	36468
Orange	1	M	35130
Oxley	0	F	1304
Oxley	0	M	1023
Oxley	1	F	35202
Oxley	1	M	33656
Parramatta	0	F	32944
Parramatta	0	M	32380
Parramatta	1	F	19243
Parramatta	1	M	21076
Penrith	0	F	6067
Penrith	0	M	5298
Penrith	1	F	34498
Penrith	1	M	33580
Pittwater	0	F	3615
Pittwater	0	M	3072
Pittwater	1	F	33382
Pittwater	1	M	32171
Port Macquarie	0	F	1821
Port Macquarie	0	M	1521
Port Macquarie	1	F	38270
Port Macquarie	1	M	35375
Port Stephens	0	F	1621
Port Stephens	0	M	1435
Port Stephens	1	F	35132
Port Stephens	1	M	34223
Prospect	0	F	25468
Prospect	0	M	24587
Prospect	1	F	16378
Prospect	1	M	17040
Riverstone	0	F	29729
Riverstone	0	M	28617
Riverstone	1	F	28993
Riverstone	1	M	29189
Rockdale	0	F	25573
Rockdale	0	M	23961
Rockdale	1	F	18625
Rockdale	1	M	19633
Ryde	0	F	28815
Ryde	0	M	26065
Ryde	1	F	20078
Ryde	1	M	20838
Seven Hills	0	F	18126
Seven Hills	0	M	17956
Seven Hills	1	F	23302
Seven Hills	1	M	22962
Shellharbour	0	F	4922
Shellharbour	0	M	4292
Shellharbour	1	F	38366
Shellharbour	1	M	36932
South Coast	0	F	2117
South Coast	0	M	1855
South Coast	1	F	34507
South Coast	1	M	33350
Strathfield	0	F	32189
Strathfield	0	M	30647
Strathfield	1	F	16160
Strathfield	1	M	17663
Summer Hill	0	F	15095
Summer Hill	0	M	13435
Summer Hill	1	F	24820
Summer Hill	1	M	24013
Swansea	0	F	1374
Swansea	0	M	1122
Swansea	1	F	34803
Swansea	1	M	33645
Sydney	0	F	16616
Sydney	0	M	15213
Sydney	1	F	24619
Sydney	1	M	29865
Tamworth	0	F	2044
Tamworth	0	M	2097
Tamworth	1	F	36008
Tamworth	1	M	34696
Terrigal	0	F	2530
Terrigal	0	M	2138
Terrigal	1	F	35839
Terrigal	1	M	33766
The Entrance	0	F	2609
The Entrance	0	M	2218
The Entrance	1	F	34646
The Entrance	1	M	32654
Tweed	0	F	2296
Tweed	0	M	1821
Tweed	1	F	37368
Tweed	1	M	34548
Upper Hunter	0	F	1265
Upper Hunter	0	M	1206
Upper Hunter	1	F	35135
Upper Hunter	1	M	35684
Vaucluse	0	F	8373
Vaucluse	0	M	6907
Vaucluse	1	F	31424
Vaucluse	1	M	29001
Wagga Wagga	0	F	3349
Wagga Wagga	0	M	3428
Wagga Wagga	1	F	36395
Wagga Wagga	1	M	34281
Wakehurst	0	F	9473
Wakehurst	0	M	8442
Wakehurst	1	F	31548
Wakehurst	1	M	31064
Wallsend	0	F	5483
Wallsend	0	M	5490
Wallsend	1	F	36706
Wallsend	1	M	35234
Willoughby	0	F	17155
Willoughby	0	M	13860
Willoughby	1	F	26678
Willoughby	1	M	26221
Wollondilly	0	F	2820
Wollondilly	0	M	2536
Wollondilly	1	F	37451
Wollondilly	1	M	36439
Wollongong	0	F	10162
Wollongong	0	M	9544
Wollongong	1	F	30477
Wollongong	1	M	30493
Wyong	0	F	3148
Wyong	0	M	2679
Wyong	1	F	36860
Wyong	1	M	35143
No usual address (NSW)	0	F	579
No usual address (NSW)	0	M	576
No usual address (NSW)	1	F	2889
No usual address (NSW)	1	M	3530
Albert Park (Southern Metropolitan)	0	F	12328
Albert Park (Southern Metropolitan)	0	M	10722
Albert Park (Southern Metropolitan)	1	F	26239
Albert Park (Southern Metropolitan)	1	M	26740
Altona (Western Metropolitan)	0	F	24004
Altona (Western Metropolitan)	0	M	22941
Altona (Western Metropolitan)	1	F	28191
Altona (Western Metropolitan)	1	M	28264
Bass (Eastern Victoria)	0	F	14309
Bass (Eastern Victoria)	0	M	14027
Bass (Eastern Victoria)	1	F	41546
Bass (Eastern Victoria)	1	M	39616
Bayswater (Eastern Metropolitan)	0	F	7330
Bayswater (Eastern Metropolitan)	0	M	6552
Bayswater (Eastern Metropolitan)	1	F	24331
Bayswater (Eastern Metropolitan)	1	M	23737
Bellarine (Western Victoria)	0	F	1854
Bellarine (Western Victoria)	0	M	1523
Bellarine (Western Victoria)	1	F	33400
Bellarine (Western Victoria)	1	M	31113
Benambra (Northern Victoria)	0	F	1970
Benambra (Northern Victoria)	0	M	1789
Benambra (Northern Victoria)	1	F	31897
Benambra (Northern Victoria)	1	M	30719
Bendigo East (Northern Victoria)	0	F	2464
Bendigo East (Northern Victoria)	0	M	2242
Bendigo East (Northern Victoria)	1	F	32915
Bendigo East (Northern Victoria)	1	M	30873
Bendigo West (Northern Victoria)	0	F	1852
Bendigo West (Northern Victoria)	0	M	1746
Bendigo West (Northern Victoria)	1	F	28728
Bendigo West (Northern Victoria)	1	M	26808
Bentleigh (Southern Metropolitan)	0	F	11107
Bentleigh (Southern Metropolitan)	0	M	10047
Bentleigh (Southern Metropolitan)	1	F	22056
Bentleigh (Southern Metropolitan)	1	M	21412
Box Hill (Eastern Metropolitan)	0	F	15469
Box Hill (Eastern Metropolitan)	0	M	13607
Box Hill (Eastern Metropolitan)	1	F	21153
Box Hill (Eastern Metropolitan)	1	M	20331
Brighton (Southern Metropolitan)	0	F	5599
Brighton (Southern Metropolitan)	0	M	4610
Brighton (Southern Metropolitan)	1	F	25581
Brighton (Southern Metropolitan)	1	M	23773
Broadmeadows (Northern Metropolitan)	0	F	22814
Broadmeadows (Northern Metropolitan)	0	M	23055
Broadmeadows (Northern Metropolitan)	1	F	10780
Broadmeadows (Northern Metropolitan)	1	M	11322
Brunswick (Northern Metropolitan)	0	F	10416
Brunswick (Northern Metropolitan)	0	M	9005
Brunswick (Northern Metropolitan)	1	F	27021
Brunswick (Northern Metropolitan)	1	M	25319
Bulleen (Eastern Metropolitan)	0	F	18062
Bulleen (Eastern Metropolitan)	0	M	15907
Bulleen (Eastern Metropolitan)	1	F	15554
Bulleen (Eastern Metropolitan)	1	M	15457
Bundoora (Northern Metropolitan)	0	F	10125
Bundoora (Northern Metropolitan)	0	M	9922
Bundoora (Northern Metropolitan)	1	F	19326
Bundoora (Northern Metropolitan)	1	M	19230
Buninyong (Western Victoria)	0	F	1990
Buninyong (Western Victoria)	0	M	1921
Buninyong (Western Victoria)	1	F	30386
Buninyong (Western Victoria)	1	M	29406
Burwood (Southern Metropolitan)	0	F	12357
Burwood (Southern Metropolitan)	0	M	10711
Burwood (Southern Metropolitan)	1	F	21957
Burwood (Southern Metropolitan)	1	M	21315
Carrum (South-Eastern Metropolitan)	0	F	5369
Carrum (South-Eastern Metropolitan)	0	M	4658
Carrum (South-Eastern Metropolitan)	1	F	29472
Carrum (South-Eastern Metropolitan)	1	M	28342
Caulfield (Southern Metropolitan)	0	F	9287
Caulfield (Southern Metropolitan)	0	M	8308
Caulfield (Southern Metropolitan)	1	F	24203
Caulfield (Southern Metropolitan)	1	M	23044
Clarinda (South-Eastern Metropolitan)	0	F	21524
Clarinda (South-Eastern Metropolitan)	0	M	21373
Clarinda (South-Eastern Metropolitan)	1	F	14336
Clarinda (South-Eastern Metropolitan)	1	M	15166
Cranbourne (South-Eastern Metropolitan)	0	F	27160
Cranbourne (South-Eastern Metropolitan)	0	M	26823
Cranbourne (South-Eastern Metropolitan)	1	F	33807
Cranbourne (South-Eastern Metropolitan)	1	M	33461
Croydon (Eastern Metropolitan)	0	F	5709
Croydon (Eastern Metropolitan)	0	M	5061
Croydon (Eastern Metropolitan)	1	F	25454
Croydon (Eastern Metropolitan)	1	M	23621
Dandenong (South-Eastern Metropolitan)	0	F	22134
Dandenong (South-Eastern Metropolitan)	0	M	23565
Dandenong (South-Eastern Metropolitan)	1	F	11802
Dandenong (South-Eastern Metropolitan)	1	M	12573
Eildon (Northern Victoria)	0	F	1235
Eildon (Northern Victoria)	0	M	1101
Eildon (Northern Victoria)	1	F	27811
Eildon (Northern Victoria)	1	M	27825
Eltham (Eastern Metropolitan)	0	F	3872
Eltham (Eastern Metropolitan)	0	M	3267
Eltham (Eastern Metropolitan)	1	F	26080
Eltham (Eastern Metropolitan)	1	M	25103
Essendon (Western Metropolitan)	0	F	9485
Essendon (Western Metropolitan)	0	M	8271
Essendon (Western Metropolitan)	1	F	24984
Essendon (Western Metropolitan)	1	M	24259
Euroa (Northern Victoria)	0	F	1636
Euroa (Northern Victoria)	0	M	1536
Euroa (Northern Victoria)	1	F	29720
Euroa (Northern Victoria)	1	M	29834
Evelyn (Eastern Victoria)	0	F	3071
Evelyn (Eastern Victoria)	0	M	2834
Evelyn (Eastern Victoria)	1	F	26995
Evelyn (Eastern Victoria)	1	M	26192
Ferntree Gully (Eastern Metropolitan)	0	F	10291
Ferntree Gully (Eastern Metropolitan)	0	M	9316
Ferntree Gully (Eastern Metropolitan)	1	F	19552
Ferntree Gully (Eastern Metropolitan)	1	M	19013
Footscray (Western Metropolitan)	0	F	20738
Footscray (Western Metropolitan)	0	M	20272
Footscray (Western Metropolitan)	1	F	18222
Footscray (Western Metropolitan)	1	M	19414
Forest Hill (Eastern Metropolitan)	0	F	14471
Forest Hill (Eastern Metropolitan)	0	M	13279
Forest Hill (Eastern Metropolitan)	1	F	16120
Forest Hill (Eastern Metropolitan)	1	M	15707
Frankston (South-Eastern Metropolitan)	0	F	3867
Frankston (South-Eastern Metropolitan)	0	M	3147
Frankston (South-Eastern Metropolitan)	1	F	26448
Frankston (South-Eastern Metropolitan)	1	M	25471
Geelong (Western Victoria)	0	F	3539
Geelong (Western Victoria)	0	M	3421
Geelong (Western Victoria)	1	F	29719
Geelong (Western Victoria)	1	M	27319
Gembrook (Eastern Victoria)	0	F	7701
Gembrook (Eastern Victoria)	0	M	7232
Gembrook (Eastern Victoria)	1	F	33312
Gembrook (Eastern Victoria)	1	M	32166
Gippsland East (Eastern Victoria)	0	F	1266
Gippsland East (Eastern Victoria)	0	M	1100
Gippsland East (Eastern Victoria)	1	F	28801
Gippsland East (Eastern Victoria)	1	M	28000
Gippsland South (Eastern Victoria)	0	F	1400
Gippsland South (Eastern Victoria)	0	M	1163
Gippsland South (Eastern Victoria)	1	F	26609
Gippsland South (Eastern Victoria)	1	M	26160
Hastings (Eastern Victoria)	0	F	1782
Hastings (Eastern Victoria)	0	M	1561
Hastings (Eastern Victoria)	1	F	33150
Hastings (Eastern Victoria)	1	M	32449
Hawthorn (Southern Metropolitan)	0	F	8111
Hawthorn (Southern Metropolitan)	0	M	6696
Hawthorn (Southern Metropolitan)	1	F	24430
Hawthorn (Southern Metropolitan)	1	M	23060
Ivanhoe (Eastern Metropolitan)	0	F	9210
Ivanhoe (Eastern Metropolitan)	0	M	7955
Ivanhoe (Eastern Metropolitan)	1	F	24495
Ivanhoe (Eastern Metropolitan)	1	M	23576
Kew (Southern Metropolitan)	0	F	12562
Kew (Southern Metropolitan)	0	M	10763
Kew (Southern Metropolitan)	1	F	19603
Kew (Southern Metropolitan)	1	M	19244
Keysborough (South-Eastern Metropolitan)	0	F	22821
Keysborough (South-Eastern Metropolitan)	0	M	21555
Keysborough (South-Eastern Metropolitan)	1	F	13690
Keysborough (South-Eastern Metropolitan)	1	M	14570
Kororoit (Western Metropolitan)	0	F	29535
Kororoit (Western Metropolitan)	0	M	28188
Kororoit (Western Metropolitan)	1	F	17674
Kororoit (Western Metropolitan)	1	M	18599
Lara (Western Victoria)	0	F	6815
Lara (Western Victoria)	0	M	6592
Lara (Western Victoria)	1	F	26510
Lara (Western Victoria)	1	M	25298
Lowan (Western Victoria)	0	F	1208
Lowan (Western Victoria)	0	M	1080
Lowan (Western Victoria)	1	F	26464
Lowan (Western Victoria)	1	M	26033
Macedon (Northern Victoria)	0	F	1675
Macedon (Northern Victoria)	0	M	1454
Macedon (Northern Victoria)	1	F	29486
Macedon (Northern Victoria)	1	M	28845
Malvern (Southern Metropolitan)	0	F	7169
Malvern (Southern Metropolitan)	0	M	5921
Malvern (Southern Metropolitan)	1	F	23335
Malvern (Southern Metropolitan)	1	M	21456
Melbourne (Northern Metropolitan)	0	F	29926
Melbourne (Northern Metropolitan)	0	M	26076
Melbourne (Northern Metropolitan)	1	F	28193
Melbourne (Northern Metropolitan)	1	M	30428
Melton (Western Victoria)	0	F	12799
Melton (Western Victoria)	0	M	12403
Melton (Western Victoria)	1	F	33741
Melton (Western Victoria)	1	M	32444
Mildura (Northern Victoria)	0	F	4290
Mildura (Northern Victoria)	0	M	4639
Mildura (Northern Victoria)	1	F	26689
Mildura (Northern Victoria)	1	M	25761
Mill Park (Northern Metropolitan)	0	F	15255
Mill Park (Northern Metropolitan)	0	M	14736
Mill Park (Northern Metropolitan)	1	F	19041
Mill Park (Northern Metropolitan)	1	M	18940
Monbulk (Eastern Victoria)	0	F	2153
Monbulk (Eastern Victoria)	0	M	1861
Monbulk (Eastern Victoria)	1	F	26253
Monbulk (Eastern Victoria)	1	M	26250
Mordialloc (South-Eastern Metropolitan)	0	F	5894
Mordialloc (South-Eastern Metropolitan)	0	M	5034
Mordialloc (South-Eastern Metropolitan)	1	F	27291
Mordialloc (South-Eastern Metropolitan)	1	M	25517
Mornington (Eastern Victoria)	0	F	1980
Mornington (Eastern Victoria)	0	M	1611
Mornington (Eastern Victoria)	1	F	30915
Mornington (Eastern Victoria)	1	M	28265
Morwell (Eastern Victoria)	0	F	2436
Morwell (Eastern Victoria)	0	M	2094
Morwell (Eastern Victoria)	1	F	30001
Morwell (Eastern Victoria)	1	M	28792
Mount Waverley (Eastern Metropolitan)	0	F	18983
Mount Waverley (Eastern Metropolitan)	0	M	17835
Mount Waverley (Eastern Metropolitan)	1	F	13140
Mount Waverley (Eastern Metropolitan)	1	M	13328
Mulgrave (South-Eastern Metropolitan)	0	F	17476
Mulgrave (South-Eastern Metropolitan)	0	M	16683
Mulgrave (South-Eastern Metropolitan)	1	F	12956
Mulgrave (South-Eastern Metropolitan)	1	M	13542
Murray Plains (Northern Victoria)	0	F	1816
Murray Plains (Northern Victoria)	0	M	1693
Murray Plains (Northern Victoria)	1	F	28699
Murray Plains (Northern Victoria)	1	M	27789
Narracan (Eastern Victoria)	0	F	2005
Narracan (Eastern Victoria)	0	M	1731
Narracan (Eastern Victoria)	1	F	35093
Narracan (Eastern Victoria)	1	M	33642
Narre Warren North (South-Eastern Metropolitan)	0	F	14567
Narre Warren North (South-Eastern Metropolitan)	0	M	14014
Narre Warren North (South-Eastern Metropolitan)	1	F	17702
Narre Warren North (South-Eastern Metropolitan)	1	M	17870
Narre Warren South (South-Eastern Metropolitan)	0	F	18867
Narre Warren South (South-Eastern Metropolitan)	0	M	18629
Narre Warren South (South-Eastern Metropolitan)	1	F	22069
Narre Warren South (South-Eastern Metropolitan)	1	M	22720
Nepean (Eastern Victoria)	0	F	2138
Nepean (Eastern Victoria)	0	M	1998
Nepean (Eastern Victoria)	1	F	29833
Nepean (Eastern Victoria)	1	M	28174
Niddrie (Western Metropolitan)	0	F	10307
Niddrie (Western Metropolitan)	0	M	8917
Niddrie (Western Metropolitan)	1	F	20380
Niddrie (Western Metropolitan)	1	M	20140
Northcote (Northern Metropolitan)	0	F	8080
Northcote (Northern Metropolitan)	0	M	6727
Northcote (Northern Metropolitan)	1	F	26024
Northcote (Northern Metropolitan)	1	M	24170
Oakleigh (Southern Metropolitan)	0	F	16365
Oakleigh (Southern Metropolitan)	0	M	15311
Oakleigh (Southern Metropolitan)	1	F	19013
Oakleigh (Southern Metropolitan)	1	M	19459
Ovens Valley (Northern Victoria)	0	F	1860
Ovens Valley (Northern Victoria)	0	M	1708
Ovens Valley (Northern Victoria)	1	F	26718
Ovens Valley (Northern Victoria)	1	M	25656
Pascoe Vale (Northern Metropolitan)	0	F	15191
Pascoe Vale (Northern Metropolitan)	0	M	14308
Pascoe Vale (Northern Metropolitan)	1	F	23450
Pascoe Vale (Northern Metropolitan)	1	M	22712
Polwarth (Western Victoria)	0	F	1290
Polwarth (Western Victoria)	0	M	1352
Polwarth (Western Victoria)	1	F	29207
Polwarth (Western Victoria)	1	M	29309
Prahran (Southern Metropolitan)	0	F	9485
Prahran (Southern Metropolitan)	0	M	7969
Prahran (Southern Metropolitan)	1	F	25946
Prahran (Southern Metropolitan)	1	M	25227
Preston (Northern Metropolitan)	0	F	13624
Preston (Northern Metropolitan)	0	M	12982
Preston (Northern Metropolitan)	1	F	19804
Preston (Northern Metropolitan)	1	M	19321
Richmond (Northern Metropolitan)	0	F	8696
Richmond (Northern Metropolitan)	0	M	7027
Richmond (Northern Metropolitan)	1	F	27889
Richmond (Northern Metropolitan)	1	M	27960
Ringwood (Eastern Metropolitan)	0	F	10464
Ringwood (Eastern Metropolitan)	0	M	9302
Ringwood (Eastern Metropolitan)	1	F	22094
Ringwood (Eastern Metropolitan)	1	M	21503
Ripon (Western Victoria)	0	F	1581
Ripon (Western Victoria)	0	M	1539
Ripon (Western Victoria)	1	F	29694
Ripon (Western Victoria)	1	M	29286
Rowville (South-Eastern Metropolitan)	0	F	8388
Rowville (South-Eastern Metropolitan)	0	M	7768
Rowville (South-Eastern Metropolitan)	1	F	18860
Rowville (South-Eastern Metropolitan)	1	M	18980
Sandringham (Southern Metropolitan)	0	F	5305
Sandringham (Southern Metropolitan)	0	M	4259
Sandringham (Southern Metropolitan)	1	F	27171
Sandringham (Southern Metropolitan)	1	M	25163
Shepparton (Northern Victoria)	0	F	6132
Shepparton (Northern Victoria)	0	M	6071
Shepparton (Northern Victoria)	1	F	28793
Shepparton (Northern Victoria)	1	M	28016
South Barwon (Western Victoria)	0	F	4635
South Barwon (Western Victoria)	0	M	4703
South Barwon (Western Victoria)	1	F	41043
South Barwon (Western Victoria)	1	M	38561
South-West Coast (Western Victoria)	0	F	1393
South-West Coast (Western Victoria)	0	M	1285
South-West Coast (Western Victoria)	1	F	30380
South-West Coast (Western Victoria)	1	M	28852
St Albans (Western Metropolitan)	0	F	23949
St Albans (Western Metropolitan)	0	M	23140
St Albans (Western Metropolitan)	1	F	10643
St Albans (Western Metropolitan)	1	M	11609
Sunbury (Western Metropolitan)	0	F	6211
Sunbury (Western Metropolitan)	0	M	5622
Sunbury (Western Metropolitan)	1	F	26085
Sunbury (Western Metropolitan)	1	M	25565
Sydenham (Western Metropolitan)	0	F	18210
Sydenham (Western Metropolitan)	0	M	17032
Sydenham (Western Metropolitan)	1	F	20630
Sydenham (Western Metropolitan)	1	M	21100
Tarneit (Western Metropolitan)	0	F	38308
Tarneit (Western Metropolitan)	0	M	39883
Tarneit (Western Metropolitan)	1	F	23001
Tarneit (Western Metropolitan)	1	M	23846
Thomastown (Northern Metropolitan)	0	F	26047
Thomastown (Northern Metropolitan)	0	M	25587
Thomastown (Northern Metropolitan)	1	F	12961
Thomastown (Northern Metropolitan)	1	M	13579
Warrandyte (Eastern Metropolitan)	0	F	12572
Warrandyte (Eastern Metropolitan)	0	M	11272
Warrandyte (Eastern Metropolitan)	1	F	18941
Warrandyte (Eastern Metropolitan)	1	M	18675
Wendouree (Western Victoria)	0	F	2334
Wendouree (Western Victoria)	0	M	2202
Wendouree (Western Victoria)	1	F	28902
Wendouree (Western Victoria)	1	M	26336
Werribee (Western Metropolitan)	0	F	16767
Werribee (Western Metropolitan)	0	M	16233
Werribee (Western Metropolitan)	1	F	26301
Werribee (Western Metropolitan)	1	M	25837
Williamstown (Western Metropolitan)	0	F	9166
Williamstown (Western Metropolitan)	0	M	7924
Williamstown (Western Metropolitan)	1	F	27252
Williamstown (Western Metropolitan)	1	M	26984
Yan Yean (Northern Victoria)	0	F	10975
Yan Yean (Northern Victoria)	0	M	10688
Yan Yean (Northern Victoria)	1	F	38914
Yan Yean (Northern Victoria)	1	M	37973
Yuroke (Northern Metropolitan)	0	F	37225
Yuroke (Northern Metropolitan)	0	M	37282
Yuroke (Northern Metropolitan)	1	F	24740
Yuroke (Northern Metropolitan)	1	M	24973
No usual address (Vic.)	0	F	492
No usual address (Vic.)	0	M	490
No usual address (Vic.)	1	F	2041
No usual address (Vic.)	1	M	2445
Migratory - Offshore - Shipping (Vic.)	0	M	5
Migratory - Offshore - Shipping (Vic.)	1	M	9
Algester	0	F	12637
Algester	0	M	11643
Algester	1	F	17408
Algester	1	M	17714
Aspley	0	F	5536
Aspley	0	M	4876
Aspley	1	F	21852
Aspley	1	M	20742
Bancroft	0	F	3832
Bancroft	0	M	3316
Bancroft	1	F	25471
Bancroft	1	M	23917
Barron River	0	F	3520
Barron River	0	M	2720
Barron River	1	F	23598
Barron River	1	M	23020
Bonney	0	F	5951
Bonney	0	M	5153
Bonney	1	F	21370
Bonney	1	M	19949
Broadwater	0	F	3067
Broadwater	0	M	2388
Broadwater	1	F	21091
Broadwater	1	M	19866
Buderim	0	F	2367
Buderim	0	M	2030
Buderim	1	F	25860
Buderim	1	M	22942
Bulimba	0	F	3841
Bulimba	0	M	3293
Bulimba	1	F	24772
Bulimba	1	M	23620
Bundaberg	0	F	1727
Bundaberg	0	M	1450
Bundaberg	1	F	22939
Bundaberg	1	M	21304
Bundamba	0	F	7621
Bundamba	0	M	6890
Bundamba	1	F	25950
Bundamba	1	M	25791
Burdekin	0	F	1657
Burdekin	0	M	1586
Burdekin	1	F	21496
Burdekin	1	M	23105
Burleigh	0	F	2702
Burleigh	0	M	2155
Burleigh	1	F	22307
Burleigh	1	M	20242
