SED_NAME21	Age	persons
Murray Plains (Northern Victoria)	5-14	7952
Murray Plains (Northern Victoria)	15-19	3582
Murray Plains (Northern Victoria)	20-24	3216
Murray Plains (Northern Victoria)	25-34	6890
Murray Plains (Northern Victoria)	35-44	6759
Murray Plains (Northern Victoria)	45-54	7841
Murray Plains (Northern Victoria)	55-64	9321
Murray Plains (Northern Victoria)	65-74	8420
Murray Plains (Northern Victoria)	75-84	5196
Murray Plains (Northern Victoria)	85+	2206
Narracan (Eastern Victoria)	0-4	4531
Narracan (Eastern Victoria)	5-14	9888
Narracan (Eastern Victoria)	15-19	4371
Narracan (Eastern Victoria)	20-24	3920
Narracan (Eastern Victoria)	25-34	9381
Narracan (Eastern Victoria)	35-44	8708
Narracan (Eastern Victoria)	45-54	9458
Narracan (Eastern Victoria)	55-64	10382
Narracan (Eastern Victoria)	65-74	9485
Narracan (Eastern Victoria)	75-84	5246
Narracan (Eastern Victoria)	85+	1795
Narre Warren North (South-Eastern Metropolitan)	0-4	4143
Narre Warren North (South-Eastern Metropolitan)	5-14	8577
Narre Warren North (South-Eastern Metropolitan)	15-19	4213
Narre Warren North (South-Eastern Metropolitan)	20-24	4782
Narre Warren North (South-Eastern Metropolitan)	25-34	9721
Narre Warren North (South-Eastern Metropolitan)	35-44	8897
Narre Warren North (South-Eastern Metropolitan)	45-54	8735
Narre Warren North (South-Eastern Metropolitan)	55-64	8885
Narre Warren North (South-Eastern Metropolitan)	65-74	5917
Narre Warren North (South-Eastern Metropolitan)	75-84	2843
Narre Warren North (South-Eastern Metropolitan)	85+	1273
Narre Warren South (South-Eastern Metropolitan)	0-4	5617
Narre Warren South (South-Eastern Metropolitan)	5-14	13871
Narre Warren South (South-Eastern Metropolitan)	15-19	6754
Narre Warren South (South-Eastern Metropolitan)	20-24	6407
Narre Warren South (South-Eastern Metropolitan)	25-34	11304
Narre Warren South (South-Eastern Metropolitan)	35-44	13074
Narre Warren South (South-Eastern Metropolitan)	45-54	12469
Narre Warren South (South-Eastern Metropolitan)	55-64	9090
Narre Warren South (South-Eastern Metropolitan)	65-74	5100
Narre Warren South (South-Eastern Metropolitan)	75-84	2210
Narre Warren South (South-Eastern Metropolitan)	85+	596
Nepean (Eastern Victoria)	0-4	2797
Nepean (Eastern Victoria)	5-14	6553
Nepean (Eastern Victoria)	15-19	3049
Nepean (Eastern Victoria)	20-24	2556
Nepean (Eastern Victoria)	25-34	5487
Nepean (Eastern Victoria)	35-44	6421
Nepean (Eastern Victoria)	45-54	8423
Nepean (Eastern Victoria)	55-64	10134
Nepean (Eastern Victoria)	65-74	11544
Nepean (Eastern Victoria)	75-84	7279
Nepean (Eastern Victoria)	85+	2714
Niddrie (Western Metropolitan)	0-4	3223
Niddrie (Western Metropolitan)	5-14	7234
Niddrie (Western Metropolitan)	15-19	3499
Niddrie (Western Metropolitan)	20-24	3367
Niddrie (Western Metropolitan)	25-34	7034
Niddrie (Western Metropolitan)	35-44	8215
Niddrie (Western Metropolitan)	45-54	8613
Niddrie (Western Metropolitan)	55-64	7317
Niddrie (Western Metropolitan)	65-74	6307
Niddrie (Western Metropolitan)	75-84	4851
Niddrie (Western Metropolitan)	85+	2133
Northcote (Northern Metropolitan)	0-4	3334
Northcote (Northern Metropolitan)	5-14	6769
Northcote (Northern Metropolitan)	15-19	3064
Northcote (Northern Metropolitan)	20-24	3658
Northcote (Northern Metropolitan)	25-34	13292
Northcote (Northern Metropolitan)	35-44	11395
Northcote (Northern Metropolitan)	45-54	9848
Northcote (Northern Metropolitan)	55-64	7065
Northcote (Northern Metropolitan)	65-74	4553
Northcote (Northern Metropolitan)	75-84	2858
Northcote (Northern Metropolitan)	85+	1441
Oakleigh (Southern Metropolitan)	0-4	3518
Oakleigh (Southern Metropolitan)	5-14	6854
Oakleigh (Southern Metropolitan)	15-19	3778
Oakleigh (Southern Metropolitan)	20-24	7604
Oakleigh (Southern Metropolitan)	25-34	14750
Oakleigh (Southern Metropolitan)	35-44	10525
Oakleigh (Southern Metropolitan)	45-54	8717
Oakleigh (Southern Metropolitan)	55-64	7033
Oakleigh (Southern Metropolitan)	65-74	5061
Oakleigh (Southern Metropolitan)	75-84	3470
Oakleigh (Southern Metropolitan)	85+	1820
Ovens Valley (Northern Victoria)	0-4	2888
Ovens Valley (Northern Victoria)	5-14	7097
Ovens Valley (Northern Victoria)	15-19	3280
Ovens Valley (Northern Victoria)	20-24	2510
Ovens Valley (Northern Victoria)	25-34	5921
Ovens Valley (Northern Victoria)	35-44	6389
Ovens Valley (Northern Victoria)	45-54	7548
Ovens Valley (Northern Victoria)	55-64	8547
Ovens Valley (Northern Victoria)	65-74	8402
Ovens Valley (Northern Victoria)	75-84	5161
Ovens Valley (Northern Victoria)	85+	1980
Pascoe Vale (Northern Metropolitan)	0-4	5072
Pascoe Vale (Northern Metropolitan)	5-14	8422
Pascoe Vale (Northern Metropolitan)	15-19	3545
Pascoe Vale (Northern Metropolitan)	20-24	5291
Pascoe Vale (Northern Metropolitan)	25-34	15241
Pascoe Vale (Northern Metropolitan)	35-44	13229
Pascoe Vale (Northern Metropolitan)	45-54	9924
Pascoe Vale (Northern Metropolitan)	55-64	7585
Pascoe Vale (Northern Metropolitan)	65-74	4975
Pascoe Vale (Northern Metropolitan)	75-84	3618
Pascoe Vale (Northern Metropolitan)	85+	2584
Polwarth (Western Victoria)	0-4	3482
Polwarth (Western Victoria)	5-14	8124
Polwarth (Western Victoria)	15-19	3751
Polwarth (Western Victoria)	20-24	2872
Polwarth (Western Victoria)	25-34	6942
Polwarth (Western Victoria)	35-44	7364
Polwarth (Western Victoria)	45-54	8393
Polwarth (Western Victoria)	55-64	9568
Polwarth (Western Victoria)	65-74	8571
Polwarth (Western Victoria)	75-84	4524
Polwarth (Western Victoria)	85+	1709
Prahran (Southern Metropolitan)	0-4	2420
Prahran (Southern Metropolitan)	5-14	3397
Prahran (Southern Metropolitan)	15-19	1916
Prahran (Southern Metropolitan)	20-24	5712
Prahran (Southern Metropolitan)	25-34	23016
Prahran (Southern Metropolitan)	35-44	12710
Prahran (Southern Metropolitan)	45-54	7908
Prahran (Southern Metropolitan)	55-64	6487
Prahran (Southern Metropolitan)	65-74	5208
Prahran (Southern Metropolitan)	75-84	3325
Prahran (Southern Metropolitan)	85+	1452
Preston (Northern Metropolitan)	0-4	4038
Preston (Northern Metropolitan)	5-14	6649
Preston (Northern Metropolitan)	15-19	2797
Preston (Northern Metropolitan)	20-24	4338
Preston (Northern Metropolitan)	25-34	13486
Preston (Northern Metropolitan)	35-44	11328
Preston (Northern Metropolitan)	45-54	8996
Preston (Northern Metropolitan)	55-64	6997
Preston (Northern Metropolitan)	65-74	5016
Preston (Northern Metropolitan)	75-84	3596
Preston (Northern Metropolitan)	85+	2099
Richmond (Northern Metropolitan)	0-4	3028
Richmond (Northern Metropolitan)	5-14	4742
Richmond (Northern Metropolitan)	15-19	2047
Richmond (Northern Metropolitan)	20-24	5337
Richmond (Northern Metropolitan)	25-34	23498
Richmond (Northern Metropolitan)	35-44	13098
Richmond (Northern Metropolitan)	45-54	8524
Richmond (Northern Metropolitan)	55-64	6923
Richmond (Northern Metropolitan)	65-74	4941
Richmond (Northern Metropolitan)	75-84	2533
Richmond (Northern Metropolitan)	85+	1005
Ringwood (Eastern Metropolitan)	0-4	3968
Ringwood (Eastern Metropolitan)	5-14	7911
Ringwood (Eastern Metropolitan)	15-19	3467
Ringwood (Eastern Metropolitan)	20-24	3739
Ringwood (Eastern Metropolitan)	25-34	9565
Ringwood (Eastern Metropolitan)	35-44	10496
Ringwood (Eastern Metropolitan)	45-54	8846
Ringwood (Eastern Metropolitan)	55-64	7005
Ringwood (Eastern Metropolitan)	65-74	5492
Ringwood (Eastern Metropolitan)	75-84	3567
Ringwood (Eastern Metropolitan)	85+	1496
Ripon (Western Victoria)	0-4	3378
Ripon (Western Victoria)	5-14	7681
Ripon (Western Victoria)	15-19	3497
Ripon (Western Victoria)	20-24	3004
Ripon (Western Victoria)	25-34	7083
Ripon (Western Victoria)	35-44	7038
Ripon (Western Victoria)	45-54	8740
Ripon (Western Victoria)	55-64	10176
Ripon (Western Victoria)	65-74	9886
Ripon (Western Victoria)	75-84	5433
Ripon (Western Victoria)	85+	2034
Rowville (South-Eastern Metropolitan)	0-4	2662
Rowville (South-Eastern Metropolitan)	5-14	6768
Rowville (South-Eastern Metropolitan)	15-19	3795
Rowville (South-Eastern Metropolitan)	20-24	3866
Rowville (South-Eastern Metropolitan)	25-34	6196
Rowville (South-Eastern Metropolitan)	35-44	7096
Rowville (South-Eastern Metropolitan)	45-54	8367
Rowville (South-Eastern Metropolitan)	55-64	8179
Rowville (South-Eastern Metropolitan)	65-74	5012
Rowville (South-Eastern Metropolitan)	75-84	2726
Rowville (South-Eastern Metropolitan)	85+	786
Sandringham (Southern Metropolitan)	0-4	2935
Sandringham (Southern Metropolitan)	5-14	7764
Sandringham (Southern Metropolitan)	15-19	3984
Sandringham (Southern Metropolitan)	20-24	3209
Sandringham (Southern Metropolitan)	25-34	6262
Sandringham (Southern Metropolitan)	35-44	8091
Sandringham (Southern Metropolitan)	45-54	10046
Sandringham (Southern Metropolitan)	55-64	8565
Sandringham (Southern Metropolitan)	65-74	6919
Sandringham (Southern Metropolitan)	75-84	4195
Sandringham (Southern Metropolitan)	85+	1942
Shepparton (Northern Victoria)	0-4	4418
Shepparton (Northern Victoria)	5-14	9907
Shepparton (Northern Victoria)	15-19	4510
Shepparton (Northern Victoria)	20-24	4146
Shepparton (Northern Victoria)	25-34	9540
Shepparton (Northern Victoria)	35-44	8762
Shepparton (Northern Victoria)	45-54	9151
Shepparton (Northern Victoria)	55-64	9370
Shepparton (Northern Victoria)	65-74	8048
Shepparton (Northern Victoria)	75-84	4806
Shepparton (Northern Victoria)	85+	1928
South Barwon (Western Victoria)	0-4	6156
South Barwon (Western Victoria)	5-14	12442
South Barwon (Western Victoria)	15-19	5494
South Barwon (Western Victoria)	20-24	6456
South Barwon (Western Victoria)	25-34	13138
South Barwon (Western Victoria)	35-44	13213
South Barwon (Western Victoria)	45-54	11110
South Barwon (Western Victoria)	55-64	9370
South Barwon (Western Victoria)	65-74	8322
South Barwon (Western Victoria)	75-84	4700
South Barwon (Western Victoria)	85+	2053
South-West Coast (Western Victoria)	0-4	3358
South-West Coast (Western Victoria)	5-14	8136
South-West Coast (Western Victoria)	15-19	3879
South-West Coast (Western Victoria)	20-24	3125
South-West Coast (Western Victoria)	25-34	7420
South-West Coast (Western Victoria)	35-44	7558
South-West Coast (Western Victoria)	45-54	8534
South-West Coast (Western Victoria)	55-64	9277
South-West Coast (Western Victoria)	65-74	8449
South-West Coast (Western Victoria)	75-84	4345
South-West Coast (Western Victoria)	85+	1819
St Albans (Western Metropolitan)	0-4	4247
St Albans (Western Metropolitan)	5-14	7960
St Albans (Western Metropolitan)	15-19	3870
St Albans (Western Metropolitan)	20-24	5419
St Albans (Western Metropolitan)	25-34	13150
St Albans (Western Metropolitan)	35-44	10067
St Albans (Western Metropolitan)	45-54	8773
St Albans (Western Metropolitan)	55-64	8610
St Albans (Western Metropolitan)	65-74	7350
St Albans (Western Metropolitan)	75-84	4148
St Albans (Western Metropolitan)	85+	1791
Sunbury (Western Metropolitan)	0-4	4090
Sunbury (Western Metropolitan)	5-14	8059
Sunbury (Western Metropolitan)	15-19	3741
Sunbury (Western Metropolitan)	20-24	3823
Sunbury (Western Metropolitan)	25-34	9905
Sunbury (Western Metropolitan)	35-44	9129
Sunbury (Western Metropolitan)	45-54	8596
Sunbury (Western Metropolitan)	55-64	8004
Sunbury (Western Metropolitan)	65-74	6482
Sunbury (Western Metropolitan)	75-84	3374
Sunbury (Western Metropolitan)	85+	1114
Sydenham (Western Metropolitan)	0-4	4700
Sydenham (Western Metropolitan)	5-14	11348
Sydenham (Western Metropolitan)	15-19	5943
Sydenham (Western Metropolitan)	20-24	5577
Sydenham (Western Metropolitan)	25-34	10639
Sydenham (Western Metropolitan)	35-44	11686
Sydenham (Western Metropolitan)	45-54	11947
Sydenham (Western Metropolitan)	55-64	9396
Sydenham (Western Metropolitan)	65-74	5625
Sydenham (Western Metropolitan)	75-84	2451
Sydenham (Western Metropolitan)	85+	806
Tarneit (Western Metropolitan)	0-4	13009
Tarneit (Western Metropolitan)	5-14	22290
Tarneit (Western Metropolitan)	15-19	7021
Tarneit (Western Metropolitan)	20-24	8853
Tarneit (Western Metropolitan)	25-34	25679
Tarneit (Western Metropolitan)	35-44	27005
Tarneit (Western Metropolitan)	45-54	12774
Tarneit (Western Metropolitan)	55-64	9270
Tarneit (Western Metropolitan)	65-74	5707
Tarneit (Western Metropolitan)	75-84	2185
Tarneit (Western Metropolitan)	85+	521
Thomastown (Northern Metropolitan)	0-4	6224
Thomastown (Northern Metropolitan)	5-14	10970
Thomastown (Northern Metropolitan)	15-19	4112
Thomastown (Northern Metropolitan)	20-24	5187
Thomastown (Northern Metropolitan)	25-34	13777
Thomastown (Northern Metropolitan)	35-44	13582
Thomastown (Northern Metropolitan)	45-54	8881
Thomastown (Northern Metropolitan)	55-64	7338
Thomastown (Northern Metropolitan)	65-74	6607
Thomastown (Northern Metropolitan)	75-84	4260
Thomastown (Northern Metropolitan)	85+	1573
Warrandyte (Eastern Metropolitan)	0-4	2767
Warrandyte (Eastern Metropolitan)	5-14	8429
Warrandyte (Eastern Metropolitan)	15-19	4240
Warrandyte (Eastern Metropolitan)	20-24	3851
Warrandyte (Eastern Metropolitan)	25-34	5722
Warrandyte (Eastern Metropolitan)	35-44	8024
Warrandyte (Eastern Metropolitan)	45-54	9172
Warrandyte (Eastern Metropolitan)	55-64	8477
Warrandyte (Eastern Metropolitan)	65-74	6501
Warrandyte (Eastern Metropolitan)	75-84	4335
Warrandyte (Eastern Metropolitan)	85+	1769
Wendouree (Western Victoria)	0-4	3502
Wendouree (Western Victoria)	5-14	7796
Wendouree (Western Victoria)	15-19	3902
Wendouree (Western Victoria)	20-24	3892
Wendouree (Western Victoria)	25-34	8380
Wendouree (Western Victoria)	35-44	7534
Wendouree (Western Victoria)	45-54	7706
Wendouree (Western Victoria)	55-64	7580
Wendouree (Western Victoria)	65-74	6765
Wendouree (Western Victoria)	75-84	3994
Wendouree (Western Victoria)	85+	1815
Werribee (Western Metropolitan)	0-4	7408
Werribee (Western Metropolitan)	5-14	13125
Werribee (Western Metropolitan)	15-19	5078
Werribee (Western Metropolitan)	20-24	5754
Werribee (Western Metropolitan)	25-34	15945
Werribee (Western Metropolitan)	35-44	15139
Werribee (Western Metropolitan)	45-54	10066
Werribee (Western Metropolitan)	55-64	8420
Werribee (Western Metropolitan)	65-74	5962
Werribee (Western Metropolitan)	75-84	2891
Werribee (Western Metropolitan)	85+	1111
Williamstown (Western Metropolitan)	0-4	4949
Williamstown (Western Metropolitan)	5-14	9502
Williamstown (Western Metropolitan)	15-19	3508
Williamstown (Western Metropolitan)	20-24	3506
Williamstown (Western Metropolitan)	25-34	10708
Williamstown (Western Metropolitan)	35-44	12528
Williamstown (Western Metropolitan)	45-54	11011
Williamstown (Western Metropolitan)	55-64	8301
Williamstown (Western Metropolitan)	65-74	5380
Williamstown (Western Metropolitan)	75-84	3247
Williamstown (Western Metropolitan)	85+	1663
Yan Yean (Northern Victoria)	0-4	8260
Yan Yean (Northern Victoria)	5-14	16419
Yan Yean (Northern Victoria)	15-19	6536
Yan Yean (Northern Victoria)	20-24	5804
Yan Yean (Northern Victoria)	25-34	14745
Yan Yean (Northern Victoria)	35-44	16900
Yan Yean (Northern Victoria)	45-54	13257
Yan Yean (Northern Victoria)	55-64	9787
Yan Yean (Northern Victoria)	65-74	6868
Yan Yean (Northern Victoria)	75-84	2994
Yan Yean (Northern Victoria)	85+	834
Yuroke (Northern Metropolitan)	0-4	11746
Yuroke (Northern Metropolitan)	5-14	21209
Yuroke (Northern Metropolitan)	15-19	8275
Yuroke (Northern Metropolitan)	20-24	8998
Yuroke (Northern Metropolitan)	25-34	23009
Yuroke (Northern Metropolitan)	35-44	22253
Yuroke (Northern Metropolitan)	45-54	14727
Yuroke (Northern Metropolitan)	55-64	11578
Yuroke (Northern Metropolitan)	65-74	6514
Yuroke (Northern Metropolitan)	75-84	2486
Yuroke (Northern Metropolitan)	85+	674
No usual address (Vic.)	0-4	414
No usual address (Vic.)	5-14	730
No usual address (Vic.)	15-19	459
No usual address (Vic.)	20-24	671
No usual address (Vic.)	25-34	1819
No usual address (Vic.)	35-44	1736
No usual address (Vic.)	45-54	1393
No usual address (Vic.)	55-64	1074
No usual address (Vic.)	65-74	613
No usual address (Vic.)	75-84	152
No usual address (Vic.)	85+	29
Migratory - Offshore - Shipping (Vic.)	25-34	6
Migratory - Offshore - Shipping (Vic.)	35-44	16
Migratory - Offshore - Shipping (Vic.)	45-54	3
Migratory - Offshore - Shipping (Vic.)	55-64	14
Migratory - Offshore - Shipping (Vic.)	65-74	4
Algester	0-4	4645
Algester	5-14	9175
Algester	15-19	3709
Algester	20-24	3888
Algester	25-34	10047
Algester	35-44	10169
Algester	45-54	7598
Algester	55-64	6344
Algester	65-74	4407
Algester	75-84	1897
Algester	85+	679
Aspley	0-4	3162
Aspley	5-14	7014
Aspley	15-19	3320
Aspley	20-24	3166
Aspley	25-34	6532
Aspley	35-44	7828
Aspley	45-54	7193
Aspley	55-64	6194
Aspley	65-74	5053
Aspley	75-84	3429
Aspley	85+	1778
Bancroft	0-4	3818
Bancroft	5-14	9036
Bancroft	15-19	4108
Bancroft	20-24	3640
Bancroft	25-34	7400
Bancroft	35-44	8290
Bancroft	45-54	7986
Bancroft	55-64	5931
Bancroft	65-74	4978
Bancroft	75-84	3068
Bancroft	85+	1086
Barron River	0-4	2930
Barron River	5-14	7831
Barron River	15-19	3531
Barron River	20-24	2539
Barron River	25-34	6104
Barron River	35-44	7910
Barron River	45-54	8696
Barron River	55-64	8004
Barron River	65-74	5844
Barron River	75-84	2572
Barron River	85+	704
Bonney	0-4	2502
Bonney	5-14	5214
Bonney	15-19	2909
Bonney	20-24	4561
Bonney	25-34	8558
Bonney	35-44	7071
Bonney	45-54	7289
Bonney	55-64	7158
Bonney	65-74	6113
Bonney	75-84	3710
Bonney	85+	1386
Broadwater	0-4	1841
Broadwater	5-14	4760
Broadwater	15-19	2519
Broadwater	20-24	2209
Broadwater	25-34	4008
Broadwater	35-44	5244
Broadwater	45-54	7062
Broadwater	55-64	7456
Broadwater	65-74	7825
Broadwater	75-84	4944
Broadwater	85+	1538
Buderim	0-4	2821
Buderim	5-14	7640
Buderim	15-19	4117
Buderim	20-24	3553
Buderim	25-34	6510
Buderim	35-44	7050
Buderim	45-54	7447
Buderim	55-64	6019
Buderim	65-74	5289
Buderim	75-84	3653
Buderim	85+	1643
Bulimba	0-4	3492
Bulimba	5-14	7165
Bulimba	15-19	3138
Bulimba	20-24	3950
Bulimba	25-34	9584
Bulimba	35-44	9746
Bulimba	45-54	8317
Bulimba	55-64	5897
Bulimba	65-74	3688
Bulimba	75-84	1786
Bulimba	85+	908
Bundaberg	0-4	2650
Bundaberg	5-14	6239
Bundaberg	15-19	2952
Bundaberg	20-24	3001
Bundaberg	25-34	6102
Bundaberg	35-44	5373
Bundaberg	45-54	5711
Bundaberg	55-64	6162
Bundaberg	65-74	6002
Bundaberg	75-84	4535
Bundaberg	85+	1820
Bundamba	0-4	6271
Bundamba	5-14	12364
Bundamba	15-19	4665
Bundamba	20-24	5320
Bundamba	25-34	12329
Bundamba	35-44	10015
Bundamba	45-54	7662
Bundamba	55-64	6210
Bundamba	65-74	4181
Bundamba	75-84	1927
Bundamba	85+	556
Burdekin	0-4	3327
Burdekin	5-14	7233
Burdekin	15-19	2885
Burdekin	20-24	3244
Burdekin	25-34	8201
Burdekin	35-44	7381
Burdekin	45-54	7558
Burdekin	55-64	7370
Burdekin	65-74	5238
Burdekin	75-84	2618
Burdekin	85+	887
Burleigh	0-4	2613
Burleigh	5-14	5877
Burleigh	15-19	2557
Burleigh	20-24	2756
Burleigh	25-34	7338
Burleigh	35-44	7192
Burleigh	45-54	6771
Burleigh	55-64	5794
Burleigh	65-74	5244
Burleigh	75-84	2972
Burleigh	85+	1214
Burnett	0-4	1907
Burnett	5-14	5708
Burnett	15-19	2625
Burnett	20-24	1706
Burnett	25-34	4095
Burnett	35-44	4967
Burnett	45-54	6783
Burnett	55-64	8783
Burnett	65-74	8557
Burnett	75-84	4089
Burnett	85+	878
Cairns	0-4	2857
Cairns	5-14	6759
Cairns	15-19	3309
Cairns	20-24	3634
Cairns	25-34	8971
Cairns	35-44	8057
Cairns	45-54	8283
Cairns	55-64	7438
Cairns	65-74	5590
Cairns	75-84	2855
Cairns	85+	1175
Callide	0-4	3144
Callide	5-14	7143
Callide	15-19	2798
Callide	20-24	2529
Callide	25-34	6199
Callide	35-44	5985
Callide	45-54	6442
Callide	55-64	6949
Callide	65-74	5698
Callide	75-84	3200
Callide	85+	960
Caloundra	0-4	2980
Caloundra	5-14	6800
Caloundra	15-19	3036
Caloundra	20-24	2812
Caloundra	25-34	6257
Caloundra	35-44	6688
Caloundra	45-54	7343
Caloundra	55-64	7478
Caloundra	65-74	7177
Caloundra	75-84	4200
Caloundra	85+	1435
Capalaba	0-4	3011
Capalaba	5-14	6727
Capalaba	15-19	3089
Capalaba	20-24	2765
Capalaba	25-34	6398
Capalaba	35-44	6999
Capalaba	45-54	6712
Capalaba	55-64	6630
Capalaba	65-74	5590
Capalaba	75-84	2601
Capalaba	85+	974
Chatsworth	0-4	3096
Chatsworth	5-14	7279
Chatsworth	15-19	3253
Chatsworth	20-24	3071
Chatsworth	25-34	6126
Chatsworth	35-44	7885
Chatsworth	45-54	7425
Chatsworth	55-64	5990
Chatsworth	65-74	4461
Chatsworth	75-84	2306
Chatsworth	85+	810
Clayfield	0-4	2735
Clayfield	5-14	5618
Clayfield	15-19	2906
Clayfield	20-24	4867
Clayfield	25-34	11576
Clayfield	35-44	8806
Clayfield	45-54	7962
Clayfield	55-64	6266
Clayfield	65-74	4148
Clayfield	75-84	2281
Clayfield	85+	980
Condamine	0-4	3426
Condamine	5-14	8292
Condamine	15-19	3689
Condamine	20-24	2923
Condamine	25-34	6327
Condamine	35-44	6535
Condamine	45-54	7194
Condamine	55-64	7300
Condamine	65-74	5763
Condamine	75-84	2963
Condamine	85+	891
Cook	0-4	3504
Cook	5-14	7666
Cook	15-19	3132
Cook	20-24	3054
Cook	25-34	7392
Cook	35-44	6288
Cook	45-54	6852
Cook	55-64	6723
Cook	65-74	4881
Cook	75-84	2423
Cook	85+	630
Coomera	0-4	7315
Coomera	5-14	14707
Coomera	15-19	5717
Coomera	20-24	5885
Coomera	25-34	14560
Coomera	35-44	13151
Coomera	45-54	10443
Coomera	55-64	7068
Coomera	65-74	4794
Coomera	75-84	1944
Coomera	85+	397
Cooper	0-4	2623
Cooper	5-14	7122
Cooper	15-19	3633
Cooper	20-24	4213
Cooper	25-34	7312
Cooper	35-44	7437
Cooper	45-54	8089
Cooper	55-64	5515
Cooper	65-74	3842
Cooper	75-84	2058
Cooper	85+	654
Currumbin	0-4	2496
Currumbin	5-14	5734
Currumbin	15-19	2596
Currumbin	20-24	2425
Currumbin	25-34	5689
Currumbin	35-44	6278
Currumbin	45-54	6489
Currumbin	55-64	6450
Currumbin	65-74	5576
Currumbin	75-84	3004
Currumbin	85+	1359
Everton	0-4	3111
Everton	5-14	7310
Everton	15-19	3528
Everton	20-24	3402
Everton	25-34	6973
Everton	35-44	7640
Everton	45-54	7866
Everton	55-64	5993
Everton	65-74	4236
Everton	75-84	2246
Everton	85+	733
Ferny Grove	0-4	3274
Ferny Grove	5-14	7472
Ferny Grove	15-19	3499
Ferny Grove	20-24	3315
Ferny Grove	25-34	6987
Ferny Grove	35-44	8063
Ferny Grove	45-54	7546
Ferny Grove	55-64	4879
Ferny Grove	65-74	4008
Ferny Grove	75-84	2273
Ferny Grove	85+	1036
Gaven	0-4	2824
Gaven	5-14	6575
Gaven	15-19	3064
Gaven	20-24	2782
Gaven	25-34	6343
Gaven	35-44	6957
Gaven	45-54	6935
Gaven	55-64	6035
Gaven	65-74	4742
Gaven	75-84	2858
Gaven	85+	922
Gladstone	0-4	3260
Gladstone	5-14	7630
Gladstone	15-19	3353
Gladstone	20-24	2733
Gladstone	25-34	6522
Gladstone	35-44	6740
Gladstone	45-54	7157
Gladstone	55-64	6485
Gladstone	65-74	4068
Gladstone	75-84	1784
Gladstone	85+	576
Glass House	0-4	2338
Glass House	5-14	6043
Glass House	15-19	2856
Glass House	20-24	2250
Glass House	25-34	5293
Glass House	35-44	5957
Glass House	45-54	6978
Glass House	55-64	7461
Glass House	65-74	6703
Glass House	75-84	3124
Glass House	85+	863
Greenslopes	0-4	3117
Greenslopes	5-14	5922
Greenslopes	15-19	2825
Greenslopes	20-24	4350
Greenslopes	25-34	10023
Greenslopes	35-44	8661
Greenslopes	45-54	7238
Greenslopes	55-64	5141
Greenslopes	65-74	3441
Greenslopes	75-84	1901
Greenslopes	85+	1029
Gregory	0-4	2736
Gregory	5-14	6045
Gregory	15-19	2266
Gregory	20-24	2440
Gregory	25-34	5656
Gregory	35-44	5504
Gregory	45-54	5078
Gregory	55-64	4927
Gregory	65-74	2984
Gregory	75-84	1443
Gregory	85+	419
Gympie	0-4	2469
Gympie	5-14	6385
Gympie	15-19	3089
Gympie	20-24	2181
Gympie	25-34	4948
Gympie	35-44	5528
Gympie	45-54	7034
Gympie	55-64	8809
Gympie	65-74	8413
Gympie	75-84	4204
Gympie	85+	1196
Hervey Bay	0-4	2084
Hervey Bay	5-14	6043
Hervey Bay	15-19	2798
Hervey Bay	20-24	2113
Hervey Bay	25-34	4605
Hervey Bay	35-44	5077
Hervey Bay	45-54	6214
Hervey Bay	55-64	7917
Hervey Bay	65-74	9635
Hervey Bay	75-84	6169
Hervey Bay	85+	1988
Hill	0-4	2669
Hill	5-14	7070
Hill	15-19	3170
Hill	20-24	2319
Hill	25-34	6101
Hill	35-44	6157
Hill	45-54	7343
Hill	55-64	8805
Hill	65-74	7931
Hill	75-84	4109
Hill	85+	1439
Hinchinbrook	0-4	3519
Hinchinbrook	5-14	7534
Hinchinbrook	15-19	2821
Hinchinbrook	20-24	2793
Hinchinbrook	25-34	7009
Hinchinbrook	35-44	6731
Hinchinbrook	45-54	6276
Hinchinbrook	55-64	6395
Hinchinbrook	65-74	5035
Hinchinbrook	75-84	2382
Hinchinbrook	85+	760
Inala	0-4	4589
Inala	5-14	8883
Inala	15-19	4380
Inala	20-24	4842
Inala	25-34	10659
Inala	35-44	9380
Inala	45-54	8257
Inala	55-64	6770
Inala	65-74	4430
Inala	75-84	2459
Inala	85+	942
Ipswich	0-4	3289
Ipswich	5-14	7074
Ipswich	15-19	3160
Ipswich	20-24	3234
Ipswich	25-34	7460
Ipswich	35-44	6708
Ipswich	45-54	6209
Ipswich	55-64	5744
Ipswich	65-74	4111
Ipswich	75-84	2442
Ipswich	85+	1081
Ipswich West	0-4	3318
Ipswich West	5-14	7794
Ipswich West	15-19	3609
Ipswich West	20-24	3691
Ipswich West	25-34	7375
Ipswich West	35-44	6889
Ipswich West	45-54	6905
Ipswich West	55-64	6313
Ipswich West	65-74	4663
Ipswich West	75-84	2540
Ipswich West	85+	745
Jordan	0-4	5643
Jordan	5-14	12139
Jordan	15-19	4923
Jordan	20-24	4256
Jordan	25-34	10291
Jordan	35-44	11816
Jordan	45-54	9282
Jordan	55-64	5853
Jordan	65-74	3407
Jordan	75-84	1268
Jordan	85+	240
Kawana	0-4	2473
Kawana	5-14	6642
Kawana	15-19	3276
Kawana	20-24	2663
Kawana	25-34	5731
Kawana	35-44	6452
Kawana	45-54	6937
Kawana	55-64	6429
Kawana	65-74	5837
Kawana	75-84	4226
