SED_NAME21	Age.min	persons
Albury	0	968
Albury	1	979
Albury	2	1022
Albury	3	1083
Albury	4	1040
Albury	5	1085
Albury	6	1034
Albury	7	1035
Albury	8	1106
Albury	9	1080
Albury	10	1000
Albury	11	1084
Albury	12	1069
Albury	13	1004
Albury	14	1084
Albury	15	1040
Albury	16	1052
Albury	17	1024
Albury	18	1013
Albury	19	902
Albury	20	840
Albury	21	888
Albury	22	976
Albury	23	923
Albury	24	998
Albury	25	955
Albury	26	1005
Albury	27	1056
Albury	28	1024
Albury	29	1001
Albury	30	986
Albury	31	976
Albury	32	1001
Albury	33	953
Albury	34	938
Albury	35	1041
Albury	36	949
Albury	37	1015
Albury	38	974
Albury	39	1007
Albury	40	1040
Albury	41	916
Albury	42	967
Albury	43	980
Albury	44	932
Albury	45	939
Albury	46	904
Albury	47	1002
Albury	48	990
Albury	49	1091
Albury	50	1097
Albury	51	1072
Albury	52	1112
Albury	53	984
Albury	54	1000
Albury	55	1010
Albury	56	999
Albury	57	1103
Albury	58	1129
Albury	59	1182
Albury	60	1186
Albury	61	1194
Albury	62	1181
Albury	63	1148
Albury	64	1109
Albury	65	1137
Albury	66	1056
Albury	67	1110
Albury	68	1115
Albury	69	996
Albury	70	976
Albury	71	1024
Albury	72	981
Albury	73	934
Albury	74	1029
Albury	75	797
Albury	76	744
Albury	77	736
Albury	78	640
Albury	79	605
Albury	80	2420
Albury	85	1332
Albury	90	669
Albury	95	190
Albury	100	20
Auburn	0	1557
Auburn	1	1606
Auburn	2	1473
Auburn	3	1474
Auburn	4	1490
Auburn	5	1374
Auburn	6	1396
Auburn	7	1391
Auburn	8	1302
Auburn	9	1256
Auburn	10	1306
Auburn	11	1195
Auburn	12	1159
Auburn	13	1067
Auburn	14	1063
Auburn	15	1090
Auburn	16	1059
Auburn	17	983
Auburn	18	1025
Auburn	19	1205
Auburn	20	1608
Auburn	21	2029
Auburn	22	2222
Auburn	23	2304
Auburn	24	2381
Auburn	25	2510
Auburn	26	2723
Auburn	27	2763
Auburn	28	2875
Auburn	29	2873
Auburn	30	2996
Auburn	31	3019
Auburn	32	2881
Auburn	33	2592
Auburn	34	2380
Auburn	35	2263
Auburn	36	2258
Auburn	37	2172
Auburn	38	2044
Auburn	39	1975
Auburn	40	1780
Auburn	41	1604
Auburn	42	1518
Auburn	43	1409
Auburn	44	1269
Auburn	45	1281
Auburn	46	1377
Auburn	47	1203
Auburn	48	1218
Auburn	49	1245
Auburn	50	1311
Auburn	51	1272
Auburn	52	1259
Auburn	53	1268
Auburn	54	1109
Auburn	55	1162
Auburn	56	1194
Auburn	57	1204
Auburn	58	1307
Auburn	59	1143
Auburn	60	1076
Auburn	61	1105
Auburn	62	1084
Auburn	63	1094
Auburn	64	1026
Auburn	65	980
Auburn	66	891
Auburn	67	912
Auburn	68	799
Auburn	69	750
Auburn	70	626
Auburn	71	614
Auburn	72	589
Auburn	73	595
Auburn	74	518
Auburn	75	446
Auburn	76	441
Auburn	77	420
Auburn	78	382
Auburn	79	328
Auburn	80	1360
Auburn	85	771
Auburn	90	383
Auburn	95	125
Auburn	100	13
Ballina	0	769
Ballina	1	736
Ballina	2	809
Ballina	3	788
Ballina	4	849
Ballina	5	821
Ballina	6	926
Ballina	7	890
Ballina	8	932
Ballina	9	942
Ballina	10	941
Ballina	11	1011
Ballina	12	973
Ballina	13	1023
Ballina	14	955
Ballina	15	935
Ballina	16	866
Ballina	17	868
Ballina	18	768
Ballina	19	691
Ballina	20	650
Ballina	21	698
Ballina	22	643
Ballina	23	647
Ballina	24	727
Ballina	25	719
Ballina	26	765
Ballina	27	782
Ballina	28	886
Ballina	29	917
Ballina	30	982
Ballina	31	1005
Ballina	32	1008
Ballina	33	1027
Ballina	34	1043
Ballina	35	1035
Ballina	36	1004
Ballina	37	1030
Ballina	38	1121
Ballina	39	1051
Ballina	40	1040
Ballina	41	1001
Ballina	42	1038
Ballina	43	1042
Ballina	44	1043
Ballina	45	1086
Ballina	46	1064
Ballina	47	1098
Ballina	48	1123
Ballina	49	1218
Ballina	50	1232
Ballina	51	1060
Ballina	52	1106
Ballina	53	1054
Ballina	54	1069
Ballina	55	1014
Ballina	56	1077
Ballina	57	1153
Ballina	58	1153
Ballina	59	1235
Ballina	60	1244
Ballina	61	1238
Ballina	62	1210
Ballina	63	1195
Ballina	64	1194
Ballina	65	1208
Ballina	66	1197
Ballina	67	1237
Ballina	68	1208
Ballina	69	1201
Ballina	70	1127
Ballina	71	1063
Ballina	72	994
Ballina	73	958
Ballina	74	1009
Ballina	75	738
Ballina	76	774
Ballina	77	697
Ballina	78	579
Ballina	79	586
Ballina	80	2230
Ballina	85	1381
Ballina	90	791
Ballina	95	227
Ballina	100	24
Balmain	0	1023
Balmain	1	842
Balmain	2	888
Balmain	3	850
Balmain	4	819
Balmain	5	887
Balmain	6	850
Balmain	7	856
Balmain	8	806
Balmain	9	806
Balmain	10	789
Balmain	11	830
Balmain	12	771
Balmain	13	720
Balmain	14	692
Balmain	15	656
Balmain	16	633
Balmain	17	610
Balmain	18	652
Balmain	19	719
Balmain	20	890
Balmain	21	1004
Balmain	22	1105
Balmain	23	1186
Balmain	24	1370
Balmain	25	1432
Balmain	26	1442
Balmain	27	1523
Balmain	28	1543
Balmain	29	1548
Balmain	30	1640
Balmain	31	1566
Balmain	32	1559
Balmain	33	1567
Balmain	34	1596
Balmain	35	1460
Balmain	36	1581
Balmain	37	1488
Balmain	38	1531
Balmain	39	1490
Balmain	40	1514
Balmain	41	1347
Balmain	42	1348
Balmain	43	1270
Balmain	44	1283
Balmain	45	1204
Balmain	46	1246
Balmain	47	1282
Balmain	48	1277
Balmain	49	1279
Balmain	50	1349
Balmain	51	1109
Balmain	52	1122
Balmain	53	1009
Balmain	54	1064
Balmain	55	1011
Balmain	56	1002
Balmain	57	955
Balmain	58	993
Balmain	59	945
Balmain	60	943
Balmain	61	830
Balmain	62	857
Balmain	63	772
Balmain	64	749
Balmain	65	767
Balmain	66	722
Balmain	67	798
Balmain	68	723
Balmain	69	691
Balmain	70	686
Balmain	71	684
Balmain	72	651
Balmain	73	588
Balmain	74	641
Balmain	75	490
Balmain	76	510
Balmain	77	388
Balmain	78	338
Balmain	79	324
Balmain	80	1178
Balmain	85	695
Balmain	90	296
Balmain	95	86
Balmain	100	6
Bankstown	0	1394
Bankstown	1	1420
Bankstown	2	1464
Bankstown	3	1424
Bankstown	4	1460
Bankstown	5	1405
Bankstown	6	1350
Bankstown	7	1379
Bankstown	8	1341
Bankstown	9	1341
Bankstown	10	1316
Bankstown	11	1289
Bankstown	12	1323
Bankstown	13	1286
Bankstown	14	1279
Bankstown	15	1245
Bankstown	16	1249
Bankstown	17	1275
Bankstown	18	1248
Bankstown	19	1187
Bankstown	20	1365
Bankstown	21	1398
Bankstown	22	1285
Bankstown	23	1322
Bankstown	24	1412
Bankstown	25	1405
Bankstown	26	1508
Bankstown	27	1504
Bankstown	28	1474
Bankstown	29	1467
Bankstown	30	1539
Bankstown	31	1499
Bankstown	32	1481
Bankstown	33	1375
Bankstown	34	1392
Bankstown	35	1326
Bankstown	36	1356
Bankstown	37	1374
Bankstown	38	1324
Bankstown	39	1301
Bankstown	40	1271
Bankstown	41	1169
Bankstown	42	1096
Bankstown	43	1106
Bankstown	44	1071
Bankstown	45	1133
Bankstown	46	1069
Bankstown	47	1134
Bankstown	48	1138
Bankstown	49	1194
Bankstown	50	1143
Bankstown	51	1089
Bankstown	52	1039
Bankstown	53	1050
Bankstown	54	1001
Bankstown	55	1043
Bankstown	56	1096
Bankstown	57	1055
Bankstown	58	1088
Bankstown	59	1080
Bankstown	60	978
Bankstown	61	1063
Bankstown	62	996
Bankstown	63	985
Bankstown	64	960
Bankstown	65	865
Bankstown	66	859
Bankstown	67	845
Bankstown	68	743
Bankstown	69	679
Bankstown	70	677
Bankstown	71	666
Bankstown	72	581
Bankstown	73	617
Bankstown	74	617
Bankstown	75	540
Bankstown	76	442
Bankstown	77	459
Bankstown	78	394
Bankstown	79	368
Bankstown	80	1552
Bankstown	85	1127
Bankstown	90	617
Bankstown	95	151
Bankstown	100	28
Barwon	0	851
Barwon	1	956
Barwon	2	903
Barwon	3	878
Barwon	4	909
Barwon	5	934
Barwon	6	942
Barwon	7	929
Barwon	8	1003
Barwon	9	912
Barwon	10	999
Barwon	11	1044
Barwon	12	958
Barwon	13	898
Barwon	14	887
Barwon	15	846
Barwon	16	852
Barwon	17	867
Barwon	18	730
Barwon	19	770
Barwon	20	714
Barwon	21	676
Barwon	22	758
Barwon	23	671
Barwon	24	768
Barwon	25	800
Barwon	26	873
Barwon	27	861
Barwon	28	878
Barwon	29	917
Barwon	30	902
Barwon	31	942
Barwon	32	883
Barwon	33	861
Barwon	34	898
Barwon	35	884
Barwon	36	857
Barwon	37	823
Barwon	38	765
Barwon	39	734
Barwon	40	781
Barwon	41	702
Barwon	42	732
Barwon	43	727
Barwon	44	754
Barwon	45	763
Barwon	46	800
Barwon	47	803
Barwon	48	831
Barwon	49	926
Barwon	50	974
Barwon	51	948
Barwon	52	938
Barwon	53	927
Barwon	54	931
Barwon	55	983
Barwon	56	989
Barwon	57	1018
Barwon	58	1126
Barwon	59	1113
Barwon	60	1124
Barwon	61	1113
Barwon	62	1126
Barwon	63	1061
Barwon	64	1062
Barwon	65	1022
Barwon	66	963
Barwon	67	911
Barwon	68	934
Barwon	69	885
Barwon	70	911
Barwon	71	822
Barwon	72	791
Barwon	73	812
Barwon	74	860
Barwon	75	719
Barwon	76	603
Barwon	77	634
Barwon	78	566
Barwon	79	552
Barwon	80	2119
Barwon	85	1285
Barwon	90	613
Barwon	95	126
Barwon	100	13
Bathurst	0	831
Bathurst	1	829
Bathurst	2	831
Bathurst	3	872
Bathurst	4	914
Bathurst	5	1010
Bathurst	6	979
Bathurst	7	965
Bathurst	8	996
Bathurst	9	995
Bathurst	10	1047
Bathurst	11	1004
Bathurst	12	1089
Bathurst	13	1087
Bathurst	14	1066
Bathurst	15	1042
Bathurst	16	1010
Bathurst	17	962
Bathurst	18	917
Bathurst	19	955
Bathurst	20	952
Bathurst	21	938
Bathurst	22	872
Bathurst	23	893
Bathurst	24	904
Bathurst	25	859
Bathurst	26	932
Bathurst	27	914
Bathurst	28	871
Bathurst	29	998
Bathurst	30	1011
Bathurst	31	1002
Bathurst	32	965
Bathurst	33	994
Bathurst	34	950
Bathurst	35	941
Bathurst	36	954
Bathurst	37	917
Bathurst	38	921
Bathurst	39	842
Bathurst	40	902
Bathurst	41	849
Bathurst	42	803
Bathurst	43	896
Bathurst	44	899
Bathurst	45	868
Bathurst	46	916
Bathurst	47	968
Bathurst	48	1037
Bathurst	49	1126
Bathurst	50	1128
Bathurst	51	1060
Bathurst	52	1027
Bathurst	53	986
Bathurst	54	1034
Bathurst	55	1017
Bathurst	56	1016
Bathurst	57	1154
Bathurst	58	1140
Bathurst	59	1109
Bathurst	60	1217
Bathurst	61	1114
Bathurst	62	1110
Bathurst	63	1052
Bathurst	64	1023
Bathurst	65	1047
Bathurst	66	989
Bathurst	67	977
Bathurst	68	1001
Bathurst	69	1015
Bathurst	70	955
Bathurst	71	954
Bathurst	72	898
Bathurst	73	914
Bathurst	74	907
Bathurst	75	798
Bathurst	76	759
Bathurst	77	654
Bathurst	78	595
Bathurst	79	560
Bathurst	80	2086
Bathurst	85	1204
Bathurst	90	587
Bathurst	95	132
Bathurst	100	13
Baulkham Hills	0	747
Baulkham Hills	1	846
Baulkham Hills	2	928
Baulkham Hills	3	1038
Baulkham Hills	4	1165
Baulkham Hills	5	1211
Baulkham Hills	6	1292
Baulkham Hills	7	1322
Baulkham Hills	8	1429
Baulkham Hills	9	1441
Baulkham Hills	10	1329
Baulkham Hills	11	1351
Baulkham Hills	12	1189
Baulkham Hills	13	1236
Baulkham Hills	14	1243
Baulkham Hills	15	1151
Baulkham Hills	16	1084
Baulkham Hills	17	1080
Baulkham Hills	18	1027
Baulkham Hills	19	1023
Baulkham Hills	20	1095
Baulkham Hills	21	1087
Baulkham Hills	22	977
Baulkham Hills	23	1009
Baulkham Hills	24	977
Baulkham Hills	25	879
Baulkham Hills	26	831
Baulkham Hills	27	716
Baulkham Hills	28	757
Baulkham Hills	29	773
Baulkham Hills	30	821
Baulkham Hills	31	833
Baulkham Hills	32	932
Baulkham Hills	33	986
Baulkham Hills	34	1069
Baulkham Hills	35	1075
Baulkham Hills	36	1358
Baulkham Hills	37	1422
Baulkham Hills	38	1491
Baulkham Hills	39	1538
Baulkham Hills	40	1516
Baulkham Hills	41	1393
Baulkham Hills	42	1420
Baulkham Hills	43	1380
Baulkham Hills	44	1363
Baulkham Hills	45	1287
Baulkham Hills	46	1212
Baulkham Hills	47	1252
Baulkham Hills	48	1252
Baulkham Hills	49	1285
Baulkham Hills	50	1267
Baulkham Hills	51	1158
Baulkham Hills	52	1163
Baulkham Hills	53	1149
Baulkham Hills	54	975
Baulkham Hills	55	1058
Baulkham Hills	56	1041
Baulkham Hills	57	1072
Baulkham Hills	58	1135
Baulkham Hills	59	1122
Baulkham Hills	60	1047
Baulkham Hills	61	1014
Baulkham Hills	62	950
Baulkham Hills	63	1009
Baulkham Hills	64	970
Baulkham Hills	65	980
Baulkham Hills	66	923
Baulkham Hills	67	947
Baulkham Hills	68	980
Baulkham Hills	69	819
Baulkham Hills	70	860
Baulkham Hills	71	891
Baulkham Hills	72	838
Baulkham Hills	73	843
Baulkham Hills	74	806
Baulkham Hills	75	728
Baulkham Hills	76	671
Baulkham Hills	77	662
Baulkham Hills	78	507
Baulkham Hills	79	460
Baulkham Hills	80	1890
Baulkham Hills	85	937
Baulkham Hills	90	470
Baulkham Hills	95	136
Baulkham Hills	100	15
Bega	0	577
Bega	1	626
Bega	2	619
Bega	3	650
Bega	4	677
Bega	5	718
Bega	6	694
Bega	7	712
Bega	8	744
Bega	9	776
Bega	10	817
Bega	11	832
Bega	12	873
Bega	13	856
Bega	14	860
Bega	15	857
Bega	16	787
Bega	17	740
Bega	18	705
Bega	19	564
Bega	20	507
Bega	21	530
Bega	22	555
Bega	23	509
Bega	24	522
Bega	25	539
Bega	26	572
Bega	27	584
Bega	28	620
Bega	29	660
