SED_NAME21	CoupleFamily	HasChild	HasDependentStudent	HasNonDependentChild	persons_in_families
Hawkesbury	0	0	0	1	2972
Hawkesbury	0	0	1	0	604
Hawkesbury	0	0	1	1	446
Hawkesbury	0	1	0	0	2956
Hawkesbury	0	1	0	1	405
Hawkesbury	0	1	1	0	637
Hawkesbury	0	1	1	1	239
Hawkesbury	1	0	0	1	8037
Hawkesbury	1	0	1	0	2341
Hawkesbury	1	0	1	1	3083
Hawkesbury	1	1	0	0	19700
Hawkesbury	1	1	0	1	2017
Hawkesbury	1	1	1	0	4331
Hawkesbury	1	1	1	1	1258
Heathcote					387
Heathcote	0	0	0	1	2626
Heathcote	0	0	1	0	679
Heathcote	0	0	1	1	503
Heathcote	0	1	0	0	2397
Heathcote	0	1	0	1	324
Heathcote	0	1	1	0	665
Heathcote	0	1	1	1	132
Heathcote	1	0	0	1	7419
Heathcote	1	0	1	0	3159
Heathcote	1	0	1	1	3182
Heathcote	1	1	0	0	23018
Heathcote	1	1	0	1	1044
Heathcote	1	1	1	0	4769
Heathcote	1	1	1	1	932
Heffron					1904
Heffron	0	0	0	1	3012
Heffron	0	0	1	0	1009
Heffron	0	0	1	1	364
Heffron	0	1	0	0	2577
Heffron	0	1	0	1	206
Heffron	0	1	1	0	419
Heffron	0	1	1	1	63
Heffron	1	0	0	1	4252
Heffron	1	0	1	0	2601
Heffron	1	0	1	1	1327
Heffron	1	1	0	0	23167
Heffron	1	1	0	1	441
Heffron	1	1	1	0	2744
Heffron	1	1	1	1	273
Holsworthy					570
Holsworthy	0	0	0	1	3837
Holsworthy	0	0	1	0	886
Holsworthy	0	0	1	1	687
Holsworthy	0	1	0	0	3618
Holsworthy	0	1	0	1	550
Holsworthy	0	1	1	0	940
Holsworthy	0	1	1	1	457
Holsworthy	1	0	0	1	9625
Holsworthy	1	0	1	0	3814
Holsworthy	1	0	1	1	4080
Holsworthy	1	1	0	0	25637
Holsworthy	1	1	0	1	1878
Holsworthy	1	1	1	0	7163
Holsworthy	1	1	1	1	2074
Hornsby					556
Hornsby	0	0	0	1	2644
Hornsby	0	0	1	0	969
Hornsby	0	0	1	1	508
Hornsby	0	1	0	0	2151
Hornsby	0	1	0	1	201
Hornsby	0	1	1	0	636
Hornsby	0	1	1	1	119
Hornsby	1	0	0	1	7297
Hornsby	1	0	1	0	5011
Hornsby	1	0	1	1	3381
Hornsby	1	1	0	0	25379
Hornsby	1	1	0	1	724
Hornsby	1	1	1	0	6205
Hornsby	1	1	1	1	733
Keira					602
Keira	0	0	0	1	3095
Keira	0	0	1	0	793
Keira	0	0	1	1	497
Keira	0	1	0	0	2880
Keira	0	1	0	1	373
Keira	0	1	1	0	765
Keira	0	1	1	1	187
Keira	1	0	0	1	6166
Keira	1	0	1	0	3396
Keira	1	0	1	1	2528
Keira	1	1	0	0	21709
Keira	1	1	0	1	836
Keira	1	1	1	0	4818
Keira	1	1	1	1	862
Kiama					538
Kiama	0	0	0	1	2638
Kiama	0	0	1	0	559
Kiama	0	0	1	1	356
Kiama	0	1	0	0	3315
Kiama	0	1	0	1	411
Kiama	0	1	1	0	698
Kiama	0	1	1	1	189
Kiama	1	0	0	1	6156
Kiama	1	0	1	0	2145
Kiama	1	0	1	1	1928
Kiama	1	1	0	0	18487
Kiama	1	1	0	1	1245
Kiama	1	1	1	0	3789
Kiama	1	1	1	1	886
Kogarah					1444
Kogarah	0	0	0	1	4161
Kogarah	0	0	1	0	1215
Kogarah	0	0	1	1	705
Kogarah	0	1	0	0	2660
Kogarah	0	1	0	1	371
Kogarah	0	1	1	0	704
Kogarah	0	1	1	1	176
Kogarah	1	0	0	1	8317
Kogarah	1	0	1	0	3980
Kogarah	1	0	1	1	2821
Kogarah	1	1	0	0	22818
Kogarah	1	1	0	1	941
Kogarah	1	1	1	0	4109
Kogarah	1	1	1	1	895
Ku-ring-gai					498
Ku-ring-gai	0	0	0	1	2078
Ku-ring-gai	0	0	1	0	1235
Ku-ring-gai	0	0	1	1	517
Ku-ring-gai	0	1	0	0	2201
Ku-ring-gai	0	1	0	1	76
Ku-ring-gai	0	1	1	0	840
Ku-ring-gai	0	1	1	1	77
Ku-ring-gai	1	0	0	1	5861
Ku-ring-gai	1	0	1	0	6769
Ku-ring-gai	1	0	1	1	3075
Ku-ring-gai	1	1	0	0	26872
Ku-ring-gai	1	1	0	1	470
Ku-ring-gai	1	1	1	0	6709
Ku-ring-gai	1	1	1	1	542
Lake Macquarie					622
Lake Macquarie	0	0	0	1	3461
Lake Macquarie	0	0	1	0	701
Lake Macquarie	0	0	1	1	468
Lake Macquarie	0	1	0	0	4050
Lake Macquarie	0	1	0	1	669
Lake Macquarie	0	1	1	0	837
Lake Macquarie	0	1	1	1	216
Lake Macquarie	1	0	0	1	6451
Lake Macquarie	1	0	1	0	2054
Lake Macquarie	1	0	1	1	1925
Lake Macquarie	1	1	0	0	16763
Lake Macquarie	1	1	0	1	1415
Lake Macquarie	1	1	1	0	3348
Lake Macquarie	1	1	1	1	804
Lakemba					1062
Lakemba	0	0	0	1	4404
Lakemba	0	0	1	0	895
Lakemba	0	0	1	1	892
Lakemba	0	1	0	0	3706
Lakemba	0	1	0	1	554
Lakemba	0	1	1	0	1139
Lakemba	0	1	1	1	578
Lakemba	1	0	0	1	8956
Lakemba	1	0	1	0	3070
Lakemba	1	0	1	1	3635
Lakemba	1	1	0	0	25540
Lakemba	1	1	0	1	1773
Lakemba	1	1	1	0	7305
Lakemba	1	1	1	1	2463
Lane Cove					703
Lane Cove	0	0	0	1	2207
Lane Cove	0	0	1	0	953
Lane Cove	0	0	1	1	419
Lane Cove	0	1	0	0	2307
Lane Cove	0	1	0	1	86
Lane Cove	0	1	1	0	562
Lane Cove	0	1	1	1	72
Lane Cove	1	0	0	1	5134
Lane Cove	1	0	1	0	5001
Lane Cove	1	0	1	1	2662
Lane Cove	1	1	0	0	25642
Lane Cove	1	1	0	1	422
Lane Cove	1	1	1	0	5368
Lane Cove	1	1	1	1	510
Lismore					625
Lismore	0	0	0	1	3332
Lismore	0	0	1	0	729
Lismore	0	0	1	1	395
Lismore	0	1	0	0	4208
Lismore	0	1	0	1	698
Lismore	0	1	1	0	929
Lismore	0	1	1	1	286
Lismore	1	0	0	1	4656
Lismore	1	0	1	0	1641
Lismore	1	0	1	1	1022
Lismore	1	1	0	0	13866
Lismore	1	1	0	1	1293
Lismore	1	1	1	0	3089
Lismore	1	1	1	1	772
Liverpool					1065
Liverpool	0	0	0	1	5294
Liverpool	0	0	1	0	1101
Liverpool	0	0	1	1	1092
Liverpool	0	1	0	0	5303
Liverpool	0	1	0	1	869
Liverpool	0	1	1	0	1675
Liverpool	0	1	1	1	634
Liverpool	1	0	0	1	10166
Liverpool	1	0	1	0	3340
Liverpool	1	0	1	1	4154
Liverpool	1	1	0	0	23358
Liverpool	1	1	0	1	2069
Liverpool	1	1	1	0	6815
Liverpool	1	1	1	1	2722
Londonderry					1208
Londonderry	0	0	0	1	5614
Londonderry	0	0	1	0	859
Londonderry	0	0	1	1	704
Londonderry	0	1	0	0	7904
Londonderry	0	1	0	1	1239
Londonderry	0	1	1	0	1641
Londonderry	0	1	1	1	808
Londonderry	1	0	0	1	8160
Londonderry	1	0	1	0	2581
Londonderry	1	0	1	1	2938
Londonderry	1	1	0	0	37406
Londonderry	1	1	0	1	2500
Londonderry	1	1	1	0	6761
Londonderry	1	1	1	1	2183
Macquarie Fields					994
Macquarie Fields	0	0	0	1	4648
Macquarie Fields	0	0	1	0	905
Macquarie Fields	0	0	1	1	818
Macquarie Fields	0	1	0	0	5044
Macquarie Fields	0	1	0	1	903
Macquarie Fields	0	1	1	0	1256
Macquarie Fields	0	1	1	1	434
Macquarie Fields	1	0	0	1	9982
Macquarie Fields	1	0	1	0	4087
Macquarie Fields	1	0	1	1	3862
Macquarie Fields	1	1	0	0	36380
Macquarie Fields	1	1	0	1	2203
Macquarie Fields	1	1	1	0	7596
Macquarie Fields	1	1	1	1	2029
Maitland					750
Maitland	0	0	0	1	3315
Maitland	0	0	1	0	780
Maitland	0	0	1	1	520
Maitland	0	1	0	0	5442
Maitland	0	1	0	1	690
Maitland	0	1	1	0	1165
Maitland	0	1	1	1	337
Maitland	1	0	0	1	6456
Maitland	1	0	1	0	2343
Maitland	1	0	1	1	2108
Maitland	1	1	0	0	24112
Maitland	1	1	0	1	1974
Maitland	1	1	1	0	4867
Maitland	1	1	1	1	1065
Manly					471
Manly	0	0	0	1	1839
Manly	0	0	1	0	914
Manly	0	0	1	1	387
Manly	0	1	0	0	2056
Manly	0	1	0	1	97
Manly	0	1	1	0	538
Manly	0	1	1	1	59
Manly	1	0	0	1	4185
Manly	1	0	1	0	4559
Manly	1	0	1	1	2223
Manly	1	1	0	0	24580
Manly	1	1	0	1	486
Manly	1	1	1	0	5173
Manly	1	1	1	1	511
Maroubra					958
Maroubra	0	0	0	1	3559
Maroubra	0	0	1	0	994
Maroubra	0	0	1	1	533
Maroubra	0	1	0	0	2793
Maroubra	0	1	0	1	280
Maroubra	0	1	1	0	661
Maroubra	0	1	1	1	128
Maroubra	1	0	0	1	6495
Maroubra	1	0	1	0	3907
Maroubra	1	0	1	1	2509
Maroubra	1	1	0	0	22476
Maroubra	1	1	0	1	739
Maroubra	1	1	1	0	4560
Maroubra	1	1	1	1	542
Miranda					558
Miranda	0	0	0	1	2856
Miranda	0	0	1	0	785
Miranda	0	0	1	1	464
Miranda	0	1	0	0	2243
Miranda	0	1	0	1	262
Miranda	0	1	1	0	703
Miranda	0	1	1	1	105
Miranda	1	0	0	1	7408
Miranda	1	0	1	0	3460
Miranda	1	0	1	1	2848
Miranda	1	1	0	0	22059
Miranda	1	1	0	1	903
Miranda	1	1	1	0	4836
Miranda	1	1	1	1	882
Monaro					558
Monaro	0	0	0	1	2346
Monaro	0	0	1	0	566
Monaro	0	0	1	1	324
Monaro	0	1	0	0	3208
Monaro	0	1	0	1	329
Monaro	0	1	1	0	610
Monaro	0	1	1	1	164
Monaro	1	0	0	1	5664
Monaro	1	0	1	0	2608
Monaro	1	0	1	1	2005
Monaro	1	1	0	0	22445
Monaro	1	1	0	1	1211
Monaro	1	1	1	0	4372
Monaro	1	1	1	1	897
Mount Druitt					954
Mount Druitt	0	0	0	1	4563
Mount Druitt	0	0	1	0	803
Mount Druitt	0	0	1	1	754
Mount Druitt	0	1	0	0	5279
Mount Druitt	0	1	0	1	803
Mount Druitt	0	1	1	0	1232
Mount Druitt	0	1	1	1	650
Mount Druitt	1	0	0	1	9713
Mount Druitt	1	0	1	0	3312
Mount Druitt	1	0	1	1	3843
Mount Druitt	1	1	0	0	24974
Mount Druitt	1	1	0	1	2507
Mount Druitt	1	1	1	0	6722
Mount Druitt	1	1	1	1	2456
Mulgoa					514
Mulgoa	0	0	0	1	3300
Mulgoa	0	0	1	0	691
Mulgoa	0	0	1	1	613
Mulgoa	0	1	0	0	3511
Mulgoa	0	1	0	1	568
Mulgoa	0	1	1	0	1008
Mulgoa	0	1	1	1	379
Mulgoa	1	0	0	1	10791
Mulgoa	1	0	1	0	3601
Mulgoa	1	0	1	1	4262
Mulgoa	1	1	0	0	25149
Mulgoa	1	1	0	1	2240
Mulgoa	1	1	1	0	6738
Mulgoa	1	1	1	1	2031
Murray					661
Murray	0	0	0	1	2473
Murray	0	0	1	0	425
Murray	0	0	1	1	329
Murray	0	1	0	0	3577
Murray	0	1	0	1	495
Murray	0	1	1	0	767
Murray	0	1	1	1	229
Murray	1	0	0	1	5514
Murray	1	0	1	0	1749
Murray	1	0	1	1	1643
Murray	1	1	0	0	18705
Murray	1	1	0	1	1411
Murray	1	1	1	0	4060
Murray	1	1	1	1	1065
Myall Lakes					606
Myall Lakes	0	0	0	1	3235
Myall Lakes	0	0	1	0	534
Myall Lakes	0	0	1	1	250
Myall Lakes	0	1	0	0	4190
Myall Lakes	0	1	0	1	743
Myall Lakes	0	1	1	0	841
Myall Lakes	0	1	1	1	267
Myall Lakes	1	0	0	1	4596
Myall Lakes	1	0	1	0	1210
Myall Lakes	1	0	1	1	926
Myall Lakes	1	1	0	0	11762
Myall Lakes	1	1	0	1	1385
Myall Lakes	1	1	1	0	2585
Myall Lakes	1	1	1	1	675
Newcastle					830
Newcastle	0	0	0	1	2592
Newcastle	0	0	1	0	808
Newcastle	0	0	1	1	345
Newcastle	0	1	0	0	2865
Newcastle	0	1	0	1	269
Newcastle	0	1	1	0	607
Newcastle	0	1	1	1	83
Newcastle	1	0	0	1	3545
Newcastle	1	0	1	0	2396
