SED_NAME21	FamilyHousehold	UsualResidents.min	occupied_private_dwellings
Nepean (Eastern Victoria)	1	3	3182
Nepean (Eastern Victoria)	1	4	2916
Nepean (Eastern Victoria)	1	5	1135
Nepean (Eastern Victoria)	1	6	378
Niddrie (Western Metropolitan)	0	1	5390
Niddrie (Western Metropolitan)	0	2	365
Niddrie (Western Metropolitan)	0	3	84
Niddrie (Western Metropolitan)	0	4	23
Niddrie (Western Metropolitan)	0	5	7
Niddrie (Western Metropolitan)	0	6	9
Niddrie (Western Metropolitan)	1	2	7018
Niddrie (Western Metropolitan)	1	3	3926
Niddrie (Western Metropolitan)	1	4	4213
Niddrie (Western Metropolitan)	1	5	1471
Niddrie (Western Metropolitan)	1	6	448
Northcote (Northern Metropolitan)	0	1	8963
Northcote (Northern Metropolitan)	0	2	1108
Northcote (Northern Metropolitan)	0	3	663
Northcote (Northern Metropolitan)	0	4	267
Northcote (Northern Metropolitan)	0	5	68
Northcote (Northern Metropolitan)	0	6	18
Northcote (Northern Metropolitan)	1	2	7734
Northcote (Northern Metropolitan)	1	3	3744
Northcote (Northern Metropolitan)	1	4	3859
Northcote (Northern Metropolitan)	1	5	1036
Northcote (Northern Metropolitan)	1	6	271
Oakleigh (Southern Metropolitan)	0	1	8209
Oakleigh (Southern Metropolitan)	0	2	1181
Oakleigh (Southern Metropolitan)	0	3	490
Oakleigh (Southern Metropolitan)	0	4	273
Oakleigh (Southern Metropolitan)	0	5	89
Oakleigh (Southern Metropolitan)	0	6	54
Oakleigh (Southern Metropolitan)	1	2	8126
Oakleigh (Southern Metropolitan)	1	3	4232
Oakleigh (Southern Metropolitan)	1	4	4004
Oakleigh (Southern Metropolitan)	1	5	1248
Oakleigh (Southern Metropolitan)	1	6	356
Ovens Valley (Northern Victoria)	0	1	7073
Ovens Valley (Northern Victoria)	0	2	477
Ovens Valley (Northern Victoria)	0	3	68
Ovens Valley (Northern Victoria)	0	4	25
Ovens Valley (Northern Victoria)	0	5	5
Ovens Valley (Northern Victoria)	0	6	18
Ovens Valley (Northern Victoria)	1	2	8694
Ovens Valley (Northern Victoria)	1	3	2755
Ovens Valley (Northern Victoria)	1	4	2647
Ovens Valley (Northern Victoria)	1	5	1306
Ovens Valley (Northern Victoria)	1	6	509
Pascoe Vale (Northern Metropolitan)	0	1	7885
Pascoe Vale (Northern Metropolitan)	0	2	951
Pascoe Vale (Northern Metropolitan)	0	3	430
Pascoe Vale (Northern Metropolitan)	0	4	179
Pascoe Vale (Northern Metropolitan)	0	5	82
Pascoe Vale (Northern Metropolitan)	0	6	33
Pascoe Vale (Northern Metropolitan)	1	2	8642
Pascoe Vale (Northern Metropolitan)	1	3	4848
Pascoe Vale (Northern Metropolitan)	1	4	4838
Pascoe Vale (Northern Metropolitan)	1	5	1514
Pascoe Vale (Northern Metropolitan)	1	6	636
Polwarth (Western Victoria)	0	1	6849
Polwarth (Western Victoria)	0	2	489
Polwarth (Western Victoria)	0	3	78
Polwarth (Western Victoria)	0	4	27
Polwarth (Western Victoria)	0	5	17
Polwarth (Western Victoria)	0	6	8
Polwarth (Western Victoria)	1	2	8637
Polwarth (Western Victoria)	1	3	3072
Polwarth (Western Victoria)	1	4	3127
Polwarth (Western Victoria)	1	5	1614
Polwarth (Western Victoria)	1	6	678
Prahran (Southern Metropolitan)	0	1	17497
Prahran (Southern Metropolitan)	0	2	2473
Prahran (Southern Metropolitan)	0	3	716
Prahran (Southern Metropolitan)	0	4	148
Prahran (Southern Metropolitan)	0	5	26
Prahran (Southern Metropolitan)	0	6	8
Prahran (Southern Metropolitan)	1	2	11337
Prahran (Southern Metropolitan)	1	3	2833
Prahran (Southern Metropolitan)	1	4	1728
Prahran (Southern Metropolitan)	1	5	424
Prahran (Southern Metropolitan)	1	6	126
Preston (Northern Metropolitan)	0	1	8474
Preston (Northern Metropolitan)	0	2	1130
Preston (Northern Metropolitan)	0	3	410
Preston (Northern Metropolitan)	0	4	201
Preston (Northern Metropolitan)	0	5	64
Preston (Northern Metropolitan)	0	6	41
Preston (Northern Metropolitan)	1	2	7913
Preston (Northern Metropolitan)	1	3	4104
Preston (Northern Metropolitan)	1	4	3627
Preston (Northern Metropolitan)	1	5	1165
Preston (Northern Metropolitan)	1	6	563
Richmond (Northern Metropolitan)	0	1	13107
Richmond (Northern Metropolitan)	0	2	2192
Richmond (Northern Metropolitan)	0	3	1271
Richmond (Northern Metropolitan)	0	4	422
Richmond (Northern Metropolitan)	0	5	92
Richmond (Northern Metropolitan)	0	6	16
Richmond (Northern Metropolitan)	1	2	10840
Richmond (Northern Metropolitan)	1	3	3388
Richmond (Northern Metropolitan)	1	4	2412
Richmond (Northern Metropolitan)	1	5	651
Richmond (Northern Metropolitan)	1	6	208
Ringwood (Eastern Metropolitan)	0	1	6678
Ringwood (Eastern Metropolitan)	0	2	629
Ringwood (Eastern Metropolitan)	0	3	168
Ringwood (Eastern Metropolitan)	0	4	70
Ringwood (Eastern Metropolitan)	0	5	30
Ringwood (Eastern Metropolitan)	0	6	14
Ringwood (Eastern Metropolitan)	1	2	7227
Ringwood (Eastern Metropolitan)	1	3	4101
Ringwood (Eastern Metropolitan)	1	4	4148
Ringwood (Eastern Metropolitan)	1	5	1499
Ringwood (Eastern Metropolitan)	1	6	507
Ripon (Western Victoria)	0	1	8684
Ripon (Western Victoria)	0	2	585
Ripon (Western Victoria)	0	3	86
Ripon (Western Victoria)	0	4	33
Ripon (Western Victoria)	0	5	14
Ripon (Western Victoria)	0	6	11
Ripon (Western Victoria)	1	2	9458
Ripon (Western Victoria)	1	3	3119
Ripon (Western Victoria)	1	4	2933
Ripon (Western Victoria)	1	5	1374
Ripon (Western Victoria)	1	6	615
Rowville (South-Eastern Metropolitan)	0	1	2852
Rowville (South-Eastern Metropolitan)	0	2	252
Rowville (South-Eastern Metropolitan)	0	3	45
Rowville (South-Eastern Metropolitan)	0	4	12
Rowville (South-Eastern Metropolitan)	0	5	3
Rowville (South-Eastern Metropolitan)	1	2	5461
Rowville (South-Eastern Metropolitan)	1	3	3651
Rowville (South-Eastern Metropolitan)	1	4	4345
Rowville (South-Eastern Metropolitan)	1	5	1548
Rowville (South-Eastern Metropolitan)	1	6	561
Sandringham (Southern Metropolitan)	0	1	7196
Sandringham (Southern Metropolitan)	0	2	398
Sandringham (Southern Metropolitan)	0	3	56
Sandringham (Southern Metropolitan)	0	4	22
Sandringham (Southern Metropolitan)	0	5	3
Sandringham (Southern Metropolitan)	1	2	8082
Sandringham (Southern Metropolitan)	1	3	3655
Sandringham (Southern Metropolitan)	1	4	4211
Sandringham (Southern Metropolitan)	1	5	1447
Sandringham (Southern Metropolitan)	1	6	264
Shepparton (Northern Victoria)	0	1	7787
Shepparton (Northern Victoria)	0	2	589
Shepparton (Northern Victoria)	0	3	161
Shepparton (Northern Victoria)	0	4	48
Shepparton (Northern Victoria)	0	5	24
Shepparton (Northern Victoria)	0	6	19
Shepparton (Northern Victoria)	1	2	8645
Shepparton (Northern Victoria)	1	3	3728
Shepparton (Northern Victoria)	1	4	3616
Shepparton (Northern Victoria)	1	5	1716
Shepparton (Northern Victoria)	1	6	983
South Barwon (Western Victoria)	0	1	6809
South Barwon (Western Victoria)	0	2	664
South Barwon (Western Victoria)	0	3	351
South Barwon (Western Victoria)	0	4	234
South Barwon (Western Victoria)	0	5	74
South Barwon (Western Victoria)	0	6	46
South Barwon (Western Victoria)	1	2	10215
South Barwon (Western Victoria)	1	3	5018
South Barwon (Western Victoria)	1	4	5961
South Barwon (Western Victoria)	1	5	2335
South Barwon (Western Victoria)	1	6	723
South-West Coast (Western Victoria)	0	1	7499
South-West Coast (Western Victoria)	0	2	537
South-West Coast (Western Victoria)	0	3	109
South-West Coast (Western Victoria)	0	4	35
South-West Coast (Western Victoria)	0	5	9
South-West Coast (Western Victoria)	0	6	9
South-West Coast (Western Victoria)	1	2	8971
South-West Coast (Western Victoria)	1	3	3440
South-West Coast (Western Victoria)	1	4	3185
South-West Coast (Western Victoria)	1	5	1426
South-West Coast (Western Victoria)	1	6	535
St Albans (Western Metropolitan)	0	1	6050
St Albans (Western Metropolitan)	0	2	666
St Albans (Western Metropolitan)	0	3	299
St Albans (Western Metropolitan)	0	4	181
St Albans (Western Metropolitan)	0	5	84
St Albans (Western Metropolitan)	0	6	32
St Albans (Western Metropolitan)	1	2	6712
St Albans (Western Metropolitan)	1	3	4271
St Albans (Western Metropolitan)	1	4	3823
St Albans (Western Metropolitan)	1	5	1760
St Albans (Western Metropolitan)	1	6	1440
Sunbury (Western Metropolitan)	0	1	5664
Sunbury (Western Metropolitan)	0	2	453
Sunbury (Western Metropolitan)	0	3	64
Sunbury (Western Metropolitan)	0	4	13
Sunbury (Western Metropolitan)	0	5	6
Sunbury (Western Metropolitan)	1	2	7567
Sunbury (Western Metropolitan)	1	3	4290
Sunbury (Western Metropolitan)	1	4	4154
Sunbury (Western Metropolitan)	1	5	1588
Sunbury (Western Metropolitan)	1	6	633
Sydenham (Western Metropolitan)	0	1	3474
Sydenham (Western Metropolitan)	0	2	268
Sydenham (Western Metropolitan)	0	3	51
Sydenham (Western Metropolitan)	0	4	20
Sydenham (Western Metropolitan)	0	5	11
Sydenham (Western Metropolitan)	0	6	3
Sydenham (Western Metropolitan)	1	2	5974
Sydenham (Western Metropolitan)	1	3	4916
Sydenham (Western Metropolitan)	1	4	6301
Sydenham (Western Metropolitan)	1	5	2669
Sydenham (Western Metropolitan)	1	6	1197
Tarneit (Western Metropolitan)	0	1	5073
Tarneit (Western Metropolitan)	0	2	721
Tarneit (Western Metropolitan)	0	3	324
Tarneit (Western Metropolitan)	0	4	249
Tarneit (Western Metropolitan)	0	5	120
Tarneit (Western Metropolitan)	0	6	54
Tarneit (Western Metropolitan)	1	2	8055
Tarneit (Western Metropolitan)	1	3	8370
Tarneit (Western Metropolitan)	1	4	9278
Tarneit (Western Metropolitan)	1	5	3914
Tarneit (Western Metropolitan)	1	6	2933
Thomastown (Northern Metropolitan)	0	1	5349
Thomastown (Northern Metropolitan)	0	2	493
Thomastown (Northern Metropolitan)	0	3	165
Thomastown (Northern Metropolitan)	0	4	78
Thomastown (Northern Metropolitan)	0	5	29
Thomastown (Northern Metropolitan)	0	6	24
Thomastown (Northern Metropolitan)	1	2	7368
Thomastown (Northern Metropolitan)	1	3	4980
Thomastown (Northern Metropolitan)	1	4	5110
Thomastown (Northern Metropolitan)	1	5	2321
Thomastown (Northern Metropolitan)	1	6	1489
Warrandyte (Eastern Metropolitan)	0	1	3650
Warrandyte (Eastern Metropolitan)	0	2	218
Warrandyte (Eastern Metropolitan)	0	3	59
Warrandyte (Eastern Metropolitan)	0	4	29
Warrandyte (Eastern Metropolitan)	0	5	13
Warrandyte (Eastern Metropolitan)	0	6	5
Warrandyte (Eastern Metropolitan)	1	2	6389
Warrandyte (Eastern Metropolitan)	1	3	3803
Warrandyte (Eastern Metropolitan)	1	4	4752
Warrandyte (Eastern Metropolitan)	1	5	1835
Warrandyte (Eastern Metropolitan)	1	6	667
Wendouree (Western Victoria)	0	1	8045
Wendouree (Western Victoria)	0	2	710
Wendouree (Western Victoria)	0	3	183
Wendouree (Western Victoria)	0	4	63
Wendouree (Western Victoria)	0	5	8
Wendouree (Western Victoria)	0	6	5
Wendouree (Western Victoria)	1	2	7930
Wendouree (Western Victoria)	1	3	3390
Wendouree (Western Victoria)	1	4	3087
Wendouree (Western Victoria)	1	5	1338
Wendouree (Western Victoria)	1	6	466
Werribee (Western Metropolitan)	0	1	6360
Werribee (Western Metropolitan)	0	2	731
Werribee (Western Metropolitan)	0	3	141
Werribee (Western Metropolitan)	0	4	55
Werribee (Western Metropolitan)	0	5	14
Werribee (Western Metropolitan)	0	6	22
Werribee (Western Metropolitan)	1	2	8132
Werribee (Western Metropolitan)	1	3	5890
Werribee (Western Metropolitan)	1	4	5541
Werribee (Western Metropolitan)	1	5	2266
Werribee (Western Metropolitan)	1	6	1431
Williamstown (Western Metropolitan)	0	1	7316
Williamstown (Western Metropolitan)	0	2	713
Williamstown (Western Metropolitan)	0	3	229
Williamstown (Western Metropolitan)	0	4	61
Williamstown (Western Metropolitan)	0	5	27
Williamstown (Western Metropolitan)	0	6	10
Williamstown (Western Metropolitan)	1	2	8466
Williamstown (Western Metropolitan)	1	3	4500
Williamstown (Western Metropolitan)	1	4	4998
Williamstown (Western Metropolitan)	1	5	1509
Williamstown (Western Metropolitan)	1	6	458
Yan Yean (Northern Victoria)	0	1	4993
Yan Yean (Northern Victoria)	0	2	406
Yan Yean (Northern Victoria)	0	3	66
Yan Yean (Northern Victoria)	0	4	21
Yan Yean (Northern Victoria)	0	5	3
Yan Yean (Northern Victoria)	0	6	6
Yan Yean (Northern Victoria)	1	2	8928
Yan Yean (Northern Victoria)	1	3	6309
Yan Yean (Northern Victoria)	1	4	7697
Yan Yean (Northern Victoria)	1	5	3322
Yan Yean (Northern Victoria)	1	6	1333
Yuroke (Northern Metropolitan)	0	1	4691
Yuroke (Northern Metropolitan)	0	2	493
Yuroke (Northern Metropolitan)	0	3	125
Yuroke (Northern Metropolitan)	0	4	68
Yuroke (Northern Metropolitan)	0	5	25
Yuroke (Northern Metropolitan)	0	6	14
Yuroke (Northern Metropolitan)	1	2	8138
Yuroke (Northern Metropolitan)	1	3	7598
Yuroke (Northern Metropolitan)	1	4	9238
Yuroke (Northern Metropolitan)	1	5	4479
Yuroke (Northern Metropolitan)	1	6	3214
Algester	0	1	3299
Algester	0	2	501
Algester	0	3	163
Algester	0	4	52
Algester	0	5	8
Algester	0	6	3
Algester	1	2	5726
Algester	1	3	4024
Algester	1	4	3986
Algester	1	5	1642
Algester	1	6	1070
Aspley	0	1	3991
Aspley	0	2	431
Aspley	0	3	126
Aspley	0	4	42
Aspley	0	5	10
Aspley	0	6	9
Aspley	1	2	6170
Aspley	1	3	3419
Aspley	1	4	3549
Aspley	1	5	1321
Aspley	1	6	598
Bancroft	0	1	4210
Bancroft	0	2	477
Bancroft	0	3	65
Bancroft	0	4	24
Bancroft	0	5	3
Bancroft	0	6	3
Bancroft	1	2	6244
Bancroft	1	3	3573
Bancroft	1	4	3489
Bancroft	1	5	1551
Bancroft	1	6	912
Barron River	0	1	4863
Barron River	0	2	699
Barron River	0	3	102
Barron River	0	4	29
Barron River	0	5	4
Barron River	0	6	6
Barron River	1	2	7147
Barron River	1	3	3246
Barron River	1	4	3138
Barron River	1	5	1081
Barron River	1	6	530
Bonney	0	1	6982
Bonney	0	2	1180
Bonney	0	3	246
Bonney	0	4	89
Bonney	0	5	33
Bonney	0	6	20
Bonney	1	2	7278
Bonney	1	3	3178
Bonney	1	4	2375
Bonney	1	5	840
Bonney	1	6	457
Broadwater	0	1	4827
Broadwater	0	2	521
Broadwater	0	3	80
Broadwater	0	4	17
Broadwater	0	5	4
Broadwater	1	2	8026
Broadwater	1	3	2774
Broadwater	1	4	2370
Broadwater	1	5	783
Broadwater	1	6	310
Buderim	0	1	4264
Buderim	0	2	540
Buderim	0	3	206
Buderim	0	4	92
Buderim	0	5	19
Buderim	0	6	3
Buderim	1	2	6574
Buderim	1	3	3177
Buderim	1	4	3430
Buderim	1	5	1306
Buderim	1	6	474
Bulimba	0	1	5410
Bulimba	0	2	898
Bulimba	0	3	303
Bulimba	0	4	95
Bulimba	0	5	26
Bulimba	0	6	11
Bulimba	1	2	6680
Bulimba	1	3	3541
Bulimba	1	4	3574
Bulimba	1	5	1193
Bulimba	1	6	347
Bundaberg	0	1	6294
Bundaberg	0	2	561
Bundaberg	0	3	97
Bundaberg	0	4	38
Bundaberg	0	5	11
Bundaberg	0	6	11
Bundaberg	1	2	6602
Bundaberg	1	3	2568
Bundaberg	1	4	2142
Bundaberg	1	5	981
Bundaberg	1	6	630
Bundamba	0	1	5091
Bundamba	0	2	709
Bundamba	0	3	141
Bundamba	0	4	37
Bundamba	0	5	3
Bundamba	1	2	6106
Bundamba	1	3	3948
Bundamba	1	4	3611
Bundamba	1	5	1838
Bundamba	1	6	1772
Burdekin	0	1	5097
Burdekin	0	2	438
Burdekin	0	3	79
Burdekin	0	4	19
Burdekin	0	5	10
Burdekin	0	6	11
Burdekin	1	2	6312
Burdekin	1	3	2455
Burdekin	1	4	2496
Burdekin	1	5	1228
Burdekin	1	6	544
Burleigh	0	1	5148
Burleigh	0	2	867
Burleigh	0	3	230
Burleigh	0	4	81
Burleigh	0	5	3
Burleigh	0	6	4
Burleigh	1	2	6196
Burleigh	1	3	2949
Burleigh	1	4	2726
Burleigh	1	5	975
Burleigh	1	6	323
Burnett	0	1	4520
Burnett	0	2	515
Burnett	0	3	54
Burnett	0	4	13
Burnett	0	5	3
Burnett	0	6	4
Burnett	1	2	8006
Burnett	1	3	2370
Burnett	1	4	2128
Burnett	1	5	921
Burnett	1	6	522
Cairns	0	1	7802
Cairns	0	2	972
Cairns	0	3	205
Cairns	0	4	61
Cairns	0	5	22
Cairns	0	6	13
Cairns	1	2	6309
Cairns	1	3	2999
Cairns	1	4	2275
Cairns	1	5	883
Cairns	1	6	617
Callide	0	1	4951
Callide	0	2	469
Callide	0	3	64
Callide	0	4	17
Callide	0	5	10
Callide	0	6	4
Callide	1	2	6307
Callide	1	3	2294
Callide	1	4	2241
Callide	1	5	1162
Callide	1	6	631
Caloundra	0	1	5215
Caloundra	0	2	563
Caloundra	0	3	89
Caloundra	0	4	38
Caloundra	0	5	6
Caloundra	0	6	3
Caloundra	1	2	7856
Caloundra	1	3	2989
Caloundra	1	4	2965
Caloundra	1	5	1180
Caloundra	1	6	563
Capalaba	0	1	4093
Capalaba	0	2	408
Capalaba	0	3	67
Capalaba	0	4	18
Capalaba	0	5	4
Capalaba	1	2	6178
Capalaba	1	3	3269
Capalaba	1	4	3088
Capalaba	1	5	1151
Capalaba	1	6	604
Chatsworth	0	1	3348
Chatsworth	0	2	409
Chatsworth	0	3	146
Chatsworth	0	4	43
Chatsworth	0	5	12
Chatsworth	0	6	5
Chatsworth	1	2	5520
Chatsworth	1	3	3321
Chatsworth	1	4	3641
Chatsworth	1	5	1366
Chatsworth	1	6	506
Clayfield	0	1	8535
Clayfield	0	2	1321
Clayfield	0	3	290
Clayfield	0	4	79
Clayfield	0	5	29
Clayfield	0	6	10
Clayfield	1	2	7419
Clayfield	1	3	2937
Clayfield	1	4	2749
Clayfield	1	5	1063
Clayfield	1	6	289
Condamine	0	1	3682
Condamine	0	2	374
Condamine	0	3	35
Condamine	0	4	16
Condamine	1	2	6795
Condamine	1	3	2842
Condamine	1	4	2904
Condamine	1	5	1524
Condamine	1	6	839
Cook	0	1	4481
Cook	0	2	466
Cook	0	3	82
Cook	0	4	36
Cook	0	5	21
Cook	0	6	7
Cook	1	2	5244
Cook	1	3	2219
Cook	1	4	2045
Cook	1	5	1144
Cook	1	6	1156
Coomera	0	1	3066
Coomera	0	2	710
Coomera	0	3	183
Coomera	0	4	53
Coomera	0	5	10
Coomera	0	6	5
Coomera	1	2	7491
Coomera	1	3	5208
Coomera	1	4	5664
Coomera	1	5	2593
Coomera	1	6	1519
Cooper	0	1	4393
Cooper	0	2	662
Cooper	0	3	395
Cooper	0	4	184
Cooper	0	5	54
Cooper	0	6	15
Cooper	1	2	5439
Cooper	1	3	2945
Cooper	1	4	3459
Cooper	1	5	1332
Cooper	1	6	385
Currumbin	0	1	4367
Currumbin	0	2	630
Currumbin	0	3	147
Currumbin	0	4	47
Currumbin	0	5	20
Currumbin	0	6	4
Currumbin	1	2	5673
Currumbin	1	3	2647
Currumbin	1	4	2721
Currumbin	1	5	985
Currumbin	1	6	492
Everton	0	1	3832
Everton	0	2	430
Everton	0	3	109
Everton	0	4	32
Everton	0	5	9
Everton	0	6	3
Everton	1	2	5934
Everton	1	3	3384
Everton	1	4	3763
Everton	1	5	1355
Everton	1	6	472
Ferny Grove	0	1	3776
Ferny Grove	0	2	445
Ferny Grove	0	3	122
Ferny Grove	0	4	27
Ferny Grove	0	5	8
Ferny Grove	1	2	5654
Ferny Grove	1	3	3120
Ferny Grove	1	4	3725
Ferny Grove	1	5	1294
Ferny Grove	1	6	405
Gaven	0	1	3835
Gaven	0	2	570
Gaven	0	3	102
Gaven	0	4	32
Gaven	0	5	5
Gaven	1	2	5385
Gaven	1	3	3213
Gaven	1	4	3061
Gaven	1	5	1146
Gaven	1	6	643
Gladstone	0	1	4827
Gladstone	0	2	498
Gladstone	0	3	73
Gladstone	0	4	12
Gladstone	0	5	5
Gladstone	1	2	5891
Gladstone	1	3	2736
Gladstone	1	4	2716
Gladstone	1	5	1151
Gladstone	1	6	596
Glass House	0	1	3056
Glass House	0	2	356
Glass House	0	3	43
Glass House	0	4	11
Glass House	0	5	7
Glass House	1	2	6308
Glass House	1	3	2564
Glass House	1	4	2493
Glass House	1	5	1203
Glass House	1	6	727
Greenslopes	0	1	6341
Greenslopes	0	2	1024
Greenslopes	0	3	353
Greenslopes	0	4	113
Greenslopes	0	5	31
Greenslopes	0	6	3
Greenslopes	1	2	6169
Greenslopes	1	3	3022
Greenslopes	1	4	3093
Greenslopes	1	5	1073
Greenslopes	1	6	317
Gregory	0	1	3779
Gregory	0	2	323
Gregory	0	3	56
Gregory	0	4	9
Gregory	0	5	8
Gregory	1	2	4211
Gregory	1	3	1773
Gregory	1	4	1839
Gregory	1	5	996
Gregory	1	6	537
Gympie	0	1	5732
Gympie	0	2	612
Gympie	0	3	64
Gympie	0	4	11
Gympie	0	5	4
Gympie	0	6	4
Gympie	1	2	7857
Gympie	1	3	2645
Gympie	1	4	2218
Gympie	1	5	1070
Gympie	1	6	691
Hervey Bay	0	1	6349
Hervey Bay	0	2	690
Hervey Bay	0	3	83
Hervey Bay	0	4	20
Hervey Bay	0	5	3
Hervey Bay	1	2	8745
Hervey Bay	1	3	2677
Hervey Bay	1	4	2009
Hervey Bay	1	5	935
Hervey Bay	1	6	578
Hill	0	1	6140
Hill	0	2	559
Hill	0	3	85
Hill	0	4	27
Hill	0	5	16
Hill	0	6	4
Hill	1	2	7685
Hill	1	3	2593
Hill	1	4	2181
Hill	1	5	1043
Hill	1	6	698
Hinchinbrook	0	1	3809
Hinchinbrook	0	2	472
Hinchinbrook	0	3	67
Hinchinbrook	0	4	16
Hinchinbrook	1	2	6347
Hinchinbrook	1	3	2878
Hinchinbrook	1	4	2807
Hinchinbrook	1	5	1217
Hinchinbrook	1	6	629
Inala	0	1	4500
Inala	0	2	578
Inala	0	3	152
Inala	0	4	42
Inala	0	5	7
Inala	0	6	5
Inala	1	2	5367
Inala	1	3	3638
Inala	1	4	3373
Inala	1	5	1633
Inala	1	6	1337
Ipswich	0	1	5207
Ipswich	0	2	566
Ipswich	0	3	74
Ipswich	0	4	18
Ipswich	0	5	3
Ipswich	1	2	5597
Ipswich	1	3	2919
Ipswich	1	4	2686
Ipswich	1	5	1175
Ipswich	1	6	632
Ipswich West	0	1	4435
Ipswich West	0	2	467
Ipswich West	0	3	62
Ipswich West	0	4	3
Ipswich West	0	5	9
Ipswich West	1	2	5819
Ipswich West	1	3	3070
Ipswich West	1	4	2840
Ipswich West	1	5	1331
Ipswich West	1	6	780
Jordan	0	1	2666
Jordan	0	2	378
Jordan	0	3	82
Jordan	0	4	16
Jordan	0	5	3
Jordan	0	6	3
Jordan	1	2	5588
Jordan	1	3	4318
Jordan	1	4	5003
Jordan	1	5	2195
Jordan	1	6	1204
Kawana	0	1	4652
Kawana	0	2	550
Kawana	0	3	164
Kawana	0	4	70
Kawana	0	5	7
Kawana	1	2	6768
Kawana	1	3	2812
Kawana	1	4	3006
Kawana	1	5	1119
Kawana	1	6	463
Keppel	0	1	4477
Keppel	0	2	425
Keppel	0	3	69
Keppel	0	4	17
Keppel	1	2	6861
Keppel	1	3	2699
Keppel	1	4	2801
Keppel	1	5	1216
Keppel	1	6	642
Kurwongbah	0	1	3408
Kurwongbah	0	2	412
Kurwongbah	0	3	77
Kurwongbah	0	4	23
Kurwongbah	0	5	4
Kurwongbah	0	6	3
Kurwongbah	1	2	5761
Kurwongbah	1	3	3523
Kurwongbah	1	4	3615
Kurwongbah	1	5	1615
Kurwongbah	1	6	890
Lockyer	0	1	3804
Lockyer	0	2	500
Lockyer	0	3	120
Lockyer	0	4	71
Lockyer	0	5	40
Lockyer	0	6	27
Lockyer	1	2	6033
Lockyer	1	3	2745
Lockyer	1	4	2629
Lockyer	1	5	1275
Lockyer	1	6	930
Logan	0	1	3546
Logan	0	2	509
Logan	0	3	86
Logan	0	4	19
Logan	0	5	13
Logan	1	2	6065
Logan	1	3	3702
Logan	1	4	3614
Logan	1	5	1833
Logan	1	6	1469
Lytton	0	1	5033
Lytton	0	2	486
Lytton	0	3	87
Lytton	0	4	27
Lytton	0	5	4
Lytton	0	6	4
Lytton	1	2	6357
Lytton	1	3	3474
Lytton	1	4	3410
Lytton	1	5	1147
Lytton	1	6	483
Macalister	0	1	5132
Macalister	0	2	627
Macalister	0	3	101
Macalister	0	4	28
Macalister	0	5	4
Macalister	1	2	6402
Macalister	1	3	3487
Macalister	1	4	3142
Macalister	1	5	1460
Macalister	1	6	993
Mackay	0	1	6286
Mackay	0	2	606
Mackay	0	3	128
Mackay	0	4	25
Mackay	0	5	10
Mackay	1	2	6742
Mackay	1	3	2937
Mackay	1	4	2572
Mackay	1	5	1173
Mackay	1	6	595
Maiwar	0	1	6366
Maiwar	0	2	1765
Maiwar	0	3	718
Maiwar	0	4	278
Maiwar	0	5	121
Maiwar	0	6	36
Maiwar	1	2	6852
Maiwar	1	3	3190
Maiwar	1	4	3150
Maiwar	1	5	1088
Maiwar	1	6	276
Mansfield	0	1	3874
Mansfield	0	2	605
Mansfield	0	3	226
Mansfield	0	4	71
Mansfield	0	5	17
Mansfield	0	6	12
Mansfield	1	2	5368
Mansfield	1	3	3449
Mansfield	1	4	3943
Mansfield	1	5	1526
Mansfield	1	6	712
Maroochydore	0	1	6333
Maroochydore	0	2	928
Maroochydore	0	3	235
Maroochydore	0	4	75
Maroochydore	0	5	13
Maroochydore	0	6	10
Maroochydore	1	2	7714
Maroochydore	1	3	2504
Maroochydore	1	4	2048
Maroochydore	1	5	750
Maroochydore	1	6	268
Maryborough	0	1	5305
Maryborough	0	2	600
Maryborough	0	3	74
Maryborough	0	4	9
Maryborough	0	6	4
Maryborough	1	2	8150
Maryborough	1	3	2508
Maryborough	1	4	2140
Maryborough	1	5	984
Maryborough	1	6	621
McConnel	0	1	13641
McConnel	0	2	2930
McConnel	0	3	712
McConnel	0	4	223
McConnel	0	5	77
McConnel	0	6	28
McConnel	1	2	9937
McConnel	1	3	2756
McConnel	1	4	1449
McConnel	1	5	358
McConnel	1	6	112
Mermaid Beach	0	1	5196
Mermaid Beach	0	2	1054
Mermaid Beach	0	3	325
Mermaid Beach	0	4	109
Mermaid Beach	0	5	18
Mermaid Beach	0	6	19
Mermaid Beach	1	2	6501
Mermaid Beach	1	3	3023
Mermaid Beach	1	4	2999
Mermaid Beach	1	5	970
Mermaid Beach	1	6	357
Miller	0	1	4918
Miller	0	2	746
Miller	0	3	342
Miller	0	4	113
Miller	0	5	41
Miller	0	6	14
Miller	1	2	5444
Miller	1	3	2824
Miller	1	4	3148
Miller	1	5	1143
Miller	1	6	365
Mirani	0	1	3421
Mirani	0	2	347
Mirani	0	3	48
Mirani	0	4	14
Mirani	1	2	5862
Mirani	1	3	2539
Mirani	1	4	2549
Mirani	1	5	1277
Mirani	1	6	625
Moggill	0	1	2324
Moggill	0	2	202
Moggill	0	3	52
Moggill	0	4	31
Moggill	0	5	8
Moggill	0	6	3
Moggill	1	2	5159
Moggill	1	3	3063
Moggill	1	4	3908
Moggill	1	5	1539
Moggill	1	6	541
Morayfield	0	1	4923
Morayfield	0	2	663
Morayfield	0	3	112
Morayfield	0	4	33
Morayfield	0	5	26
